-0.00099468+0.0011518i,-0.00068774+0.00031205i,-0.0015758+0.0010156i,-0.0007942+0.0015921i,-6.2757e-05+0.001699i,-0.00046317+0.0014145i,-0.0008362+0.00094393i,1.3471e-05+0.0010585i,0.0010438+0.00081725i,0.00058416-6.9106e-05i,0.00041151-0.00046323i,0.00039711+0.00019312i,-9.96e-05+0.00077718i,-0.0001047+0.00062168i,0.00024137+0.00072742i,-0.00034204+0.00022036i,-0.00047673+0.00022917i,-0.00013341+0.0011931i,-0.00025781+0.0010071i,-0.00013313+2.7632e-05i,0.00030584-0.00056808i,-0.00035959-0.00056122i,-0.0010816-0.00043287i
0.0016558+0.00084556i,0.0015308-0.00036234i,0.0028659-0.00121i,0.0027698-0.0010172i,0.0012691-0.00032954i,0.00031535+0.00013153i,-0.00038393-0.00027313i,0.00015631-0.00096025i,-0.00011342-0.0013077i,-0.0011404-0.00048603i,-0.0012293+0.00043214i,-0.0010351+0.00046854i,-0.00058832+0.00038721i,8.2883e-05-2.5428e-05i,0.00080923-0.00014993i,0.00059126+0.00024433i,0.00043563-2.7593e-05i,0.00066983-0.00044299i,0.00050697-0.00078835i,0.00056046-0.001064i,0.00090175-0.00072357i,0.00046663-0.00029977i,-0.0007011-0.00031402i
0.0010677+0.0010037i,0.00024392+0.0011508i,0.00029025+1.8077e-05i,0.0001245-0.00082853i,0.00012538-0.00088323i,0.00066917-0.00034722i,0.00080355+0.00038774i,0.00077599+0.00013024i,-0.00021763-0.00035339i,-0.0010917-9.8418e-05i,-0.00051323+0.00032261i,0.00025399+0.00041741i,0.00074005+9.2094e-05i,0.00096519-0.00037568i,0.00080075+0.0002371i,0.00034753+0.00024375i,0.00035784-0.00029977i,0.00067926-0.00050984i,0.00067506-0.00072315i,0.00011004-0.00052513i,4.9972e-06+9.7415e-05i,0.00031396+0.00014475i,0.00024773-0.00021777i
-0.0013914-0.0026923i,-0.0012283-0.0019774i,-0.0027424-0.00074816i,-0.002497+0.00040538i,-0.00083146+0.00068254i,0.00028305-0.00017703i,0.00048204-0.00019453i,-6.5028e-05-0.00036582i,-0.00034196-0.00070437i,-0.0007648+7.0946e-06i,0.00032331+0.00040025i,0.0015469-0.000397i,0.00080296-0.00082681i,0.00029502-0.00042758i,0.00030425+0.00059108i,-9.2372e-05+0.00045184i,-0.00018336-0.00010034i,-5.9362e-06+0.00025564i,0.00031101+0.00041808i,2.0805e-05+0.00042672i,-0.00081084+0.00038405i,-0.00052945-0.00062474i,-8.3043e-05-0.0007339i
0.00021818+0.0013671i,0.00035291+8.344e-05i,0.00094272+0.00068711i,0.0011089+0.0005737i,0.0015803-0.00097467i,0.00096316-0.0011348i,-0.00048979-0.00027423i,-0.0014589+0.00024339i,-0.0014708-0.00017575i,-0.0012381-0.00021577i,-0.00093996+0.00025536i,-0.00042503+0.00041991i,0.00010961+0.00023701i,0.00012866+6.6744e-05i,-1.6305e-05+2.695e-05i,-8.839e-06+0.00030514i,0.00085881+0.00028364i,0.0020679+0.00029838i,0.0015767+5.2268e-06i,0.00038588-0.00019693i,-0.00011816+8.2605e-05i,-0.0014535+0.00062554i,-0.0017025+0.00060036i
0.00014904+0.00050983i,-0.00016846+0.00079379i,-0.00093445+0.0010577i,-0.00032136+0.00082259i,0.00066949+0.00035782i,0.0014142+0.00018959i,0.0013728-0.0003446i,0.00056803-0.00036658i,-0.00041449-0.00010537i,-0.00095704+0.00025661i,-0.00075476+0.00057619i,-6.5274e-05+0.00031102i,-0.0001679+0.00037269i,-0.00040697+0.00032601i,-0.00015572-3.5198e-05i,-7.4772e-05+4.4777e-05i,-5.3248e-05+0.00084915i,0.00026613+0.001358i,0.00090696+0.00045835i,0.00088019-0.00012844i,0.00048381-0.00026223i,0.00023207-5.216e-05i,-0.00017661+0.0003686i
0.00042713+0.0011168i,0.00041298+0.0020129i,0.00088885+0.0017811i,0.0014768+0.00042443i,0.0014349+0.00020977i,0.0009789+0.00011383i,0.0013487-0.00038603i,0.0012426-0.00040104i,0.00022564-5.8745e-05i,-0.00052498+0.00024066i,-0.00032092+0.00024707i,-1.2368e-05+0.000297i,-0.00033595+0.00018204i,-0.00062365+0.00069345i,-0.00076999+0.0013722i,-0.0003059+0.00061033i,-0.00037276+5.009e-05i,-0.0006645-0.00025202i,0.00037952-8.9636e-05i,0.00081707+0.0002007i,0.0001789+0.00013196i,-0.00045144+9.2407e-05i,-0.0010198+0.00010111i
-0.0011202-0.00041903i,-0.00103-0.00042957i,-0.00051899-0.00079996i,0.00066967-0.0009716i,0.00030138-0.0003509i,-0.0004467+0.00017764i,-3.6689e-06-0.00017458i,0.00074598-0.0011179i,0.000287-0.0010172i,-0.00074685-0.0004359i,-0.00073239-0.00047907i,-0.00033679-0.00011317i,0.00016751+9.1954e-05i,0.00075817+0.00022944i,0.0012393+4.4278e-05i,0.00067905-0.00026778i,0.0001817+0.00044456i,0.00040233+0.00094514i,0.00059275+0.00053308i,0.00017245+1.0462e-05i,-0.00042707-0.00050465i,-0.00036206+0.00011758i,-0.00036647+0.00073987i
-0.00044676-0.001658i,-0.0014243-0.0010319i,-0.0014986-9.5075e-06i,-0.0014435+9.3092e-05i,-0.0011731+0.00032379i,-0.00023148+8.2225e-05i,0.00021428-0.00081893i,0.0005653-0.00090983i,0.00079165-0.00039672i,-0.00026087-0.00021182i,-0.00013375+0.00025249i,0.00062216+0.0011448i,0.00068665+0.001118i,0.00043458+0.0009858i,-0.00033387+0.0001694i,-0.00048313-0.00028296i,-1.3287e-05+0.00047775i,0.00072871-1.5396e-05i,0.00079384-0.00096021i,0.00021392-0.0013745i,0.00031863-0.0010848i,0.00022208-0.00052533i,-0.00046906-0.00022506i
0.0014686+0.00024878i,0.0017539+0.00024472i,0.0014932+0.00021219i,0.0010158+0.00063324i,0.00088924+0.00094515i,0.00068812+0.0006013i,0.00036774+0.00029917i,-0.00030661+0.00037586i,-0.00057098-8.1613e-05i,-0.00064125-0.00088896i,-0.00074538-0.00032776i,-0.00019863+0.00056927i,0.00022819+0.00049502i,0.0005065+0.00010715i,0.00048328-5.9711e-05i,-6.4079e-05-8.44e-05i,-6.1558e-05-0.00023947i,-0.00015442-0.00023619i,-0.00023736+1.31e-05i,0.00021896-0.00031446i,-2.3555e-05-0.00070837i,-0.00036061-0.00034062i,-0.00040953-0.00055855i
-0.0010751+0.00098737i,-0.00029899+0.0010397i,0.00044509+0.00054984i,0.00023856-4.9306e-05i,0.00035519-0.00038093i,0.0008006-0.00015313i,0.00094702+0.00055542i,-9.2324e-05+0.00078549i,-0.0007223+0.00065355i,-0.00054259+0.00053277i,-0.00023375+0.00010443i,0.0001482+0.00033446i,0.0003199+0.00083396i,6.5501e-05+0.00073004i,0.00050807+0.00016183i,0.00085313+0.00021594i,0.00050405+0.00039573i,0.00072545+0.0001876i,0.00066212+0.00015043i,0.00029705+0.000326i,0.00017233-0.00021729i,0.00012174-5.8347e-05i,-6.8985e-05-0.00025562i
0.001137+0.0013214i,0.0022649+0.0011006i,0.0028119+0.00073667i,0.0022411-0.0008085i,0.0011955-0.0017839i,9.8125e-05-0.0011319i,0.00039942-0.00045168i,0.0011995-0.00015454i,0.00048646+0.0002475i,-0.00086591+0.00051009i,-0.0014903-8.0021e-05i,-0.0016355-0.00048335i,-0.0012448-0.00036962i,-0.00077397-0.00055251i,-0.00031105-0.00022619i,-0.00044284+0.0002222i,-0.00055364+0.00040163i,-0.00011672+0.0005714i,7.2746e-06+0.00098429i,-0.00014629+0.0010851i,-0.00032731+0.00084924i,0.00014005+0.00024457i,0.00072574-0.00011723i
-0.00029766+0.0015744i,1.487e-05+0.0017859i,0.00073137+0.002328i,0.00092136+0.0018938i,0.00102+0.00079647i,0.0010019-0.00013241i,0.00077578-0.00031527i,0.00058128-7.4903e-06i,0.00095403-0.00014758i,0.00068928-0.00055233i,0.00010837+0.0002278i,0.00068427+0.00080282i,0.0007212+0.00043193i,0.00039491+0.00081251i,0.00028189+0.00071933i,2.8043e-05-0.00039021i,0.00068681-0.00046807i,0.001168+0.00026762i,0.0010969+0.0011066i,0.00069598+0.0011544i,0.00031153+0.00054802i,0.00029014+0.00039648i,0.00075316+0.0010335i
0.0002435+0.00099747i,-0.00056738+0.0018133i,0.0013843+0.0021398i,0.0020463+0.001472i,0.0011503+0.00047769i,6.7703e-05-0.00030083i,-0.0011684-0.00044656i,-0.0012237-0.00045377i,-0.0012917-0.00015669i,-0.0014245-4.6311e-05i,-0.00060879+0.00014275i,-4.7334e-05+0.0006474i,-0.00040405+0.00031924i,-0.00031401+3.4698e-05i,-0.00015221+0.0006001i,-0.00067954+0.00093264i,-0.00084233+0.00099212i,-0.00017572+0.00102i,-0.00024303+0.00098692i,-0.00036902+0.00078164i,-4.8905e-05+0.00069268i,2.1569e-05+1.2917e-05i,-5.9311e-05-0.00039815i
-0.0015309-0.00090654i,-2.2146e-05-0.00029404i,0.00084675+0.00049049i,5.4227e-05+0.0010496i,-0.00082255+0.00035672i,-0.00057967+0.00083414i,0.00029076+0.0018631i,0.00046105+0.001469i,-0.00039361+4.7133e-05i,-0.00126-0.00049779i,-0.00083394+0.0005934i,0.00027823+0.0015173i,-8.8871e-05+0.00070687i,-0.00065761+0.00010788i,0.00071738+0.00056408i,0.0011517+0.00026213i,0.00044909-4.9957e-05i,0.00062822+0.00010275i,0.00033704-0.00010556i,-0.00060656-0.00069016i,-0.00060185-0.0010016i,-0.00053452-0.00043289i,-0.00022555-0.00015599i
0.00013755-0.0013697i,0.00019742-0.0012795i,0.00019507-0.0022042i,0.00030196-0.0016955i,-8.2434e-05+9.0975e-05i,-0.00023218+0.0003859i,-8.3566e-05-0.00033978i,-0.00044234-0.0012774i,-0.0010663-0.00075995i,-0.0016105-3.5446e-05i,-0.0013038-0.00042943i,-0.00045392-0.000655i,-1.5068e-05+6.5969e-05i,0.00039159+0.0009262i,8.8502e-05+0.001213i,-0.00051419+0.00091647i,-0.00091695+0.00065344i,-0.00096771+0.00068853i,-0.00018741+0.0004932i,0.00035182+0.0003554i,3.5444e-05+0.00051024i,0.00025705-2.3162e-06i,0.0002361+8.4082e-05i
-0.00010918-0.00059255i,0.00038709-0.001002i,-0.00075047+1.6049e-05i,-0.00092395-4.5839e-05i,4.2889e-05-0.00057922i,-0.00077494-0.00063555i,-0.0014877-0.0002741i,-0.00095451+0.00016166i,-0.00071045+0.00020233i,-0.00069995+0.00044316i,-0.00050377+0.00036857i,-0.000534-0.00016833i,-0.00026643-0.00047503i,0.0005866-0.00034813i,0.00040087+9.7354e-05i,0.00032964+0.00036723i,0.00045951+0.00066586i,0.00039426+0.00040714i,0.00028998+4.4712e-05i,0.00062305-0.00028329i,0.00011888-0.00066491i,-0.00084135-0.00085989i,-0.00035202-0.00047208i
-0.0015418+0.0023567i,-0.00049554+0.0016359i,5.3602e-05+0.0011011i,0.00029785+0.0011684i,0.0012428+0.00025664i,0.0016589-0.0012215i,0.00095357-0.00092438i,-0.00010085-0.00011552i,-0.0003097+0.00016498i,-4.389e-05+0.00039502i,0.00042969+0.00041759i,0.0005694+0.00015102i,0.00021524+0.00015456i,2.5028e-05+0.00019482i,7.6202e-06-0.00027422i,7.9308e-05+0.00018379i,-1.8835e-05+0.00058615i,0.00083358+0.00071941i,0.0014459+0.00064819i,0.00091351-5.266e-05i,0.00032214-0.00018389i,0.00047917+0.00039301i,0.00066611+0.0007359i
-0.00038312-0.002372i,-0.0010345-0.0024371i,-0.00026484-0.0017118i,5.0541e-05-0.00056989i,-0.00066546+0.00027396i,-0.00069915+0.00048936i,-0.00030578-0.00023334i,-0.0003228-0.00037464i,-0.0004864-0.00054317i,0.00011944+0.00010238i,0.00047996+0.0010608i,-0.00017663+0.00021797i,-0.0002615-0.00011811i,5.9047e-05+0.00010227i,0.00060429-2.9751e-05i,0.00023823+0.00012297i,-0.00046751+0.00030555i,-0.00035906+0.00068083i,-0.00075708-0.00040039i,-0.00021811-0.00085315i,0.00036701-0.00040112i,8.5374e-05-0.00056452i,0.00036544-0.00031355i
-3.0923e-05+0.0019907i,-0.00067759+0.0010103i,-0.0002466+0.0011539i,0.0010365+0.0012891i,0.0012186-0.00025969i,0.0016103-0.00070544i,0.0016163-0.00071986i,0.00014736-0.00070604i,-0.0013147-0.00038106i,-0.0014184-0.00021926i,-2.5006e-05+5.5038e-05i,0.0005368-0.00014385i,-0.00052904+0.0003983i,-0.00028055+0.00050239i,0.00061929+0.00038973i,0.00023953+0.00093626i,0.00040548+0.00096394i,0.00091797+0.00019286i,0.00077804-0.00017584i,0.00037434+0.00010605i,-0.00011746+0.00024787i,-7.2267e-05-3.6223e-05i,0.00032098-0.00023473i
-0.0017305+0.0013017i,-0.0020274+0.00044952i,-0.0014428+0.00042433i,-0.0011321+0.0009623i,6.8986e-05+0.00046363i,-0.00019788-0.00021405i,-0.001256+0.00060637i,-0.0004882+0.0010268i,-0.00035096+0.00037342i,-0.00043779+0.00042448i,-0.0001449+0.00091551i,-0.00011807+0.00060579i,-0.00025434-0.00010508i,-0.00051543+0.00027049i,-0.00021019+9.694e-05i,0.00036868-0.00017589i,0.00023138+0.00039081i,0.00050305+0.00048425i,0.0010695-0.00040088i,0.00048364-0.0010068i,-5.2681e-05-0.00061765i,-3.9549e-06-0.00011201i,-4.6017e-05+9.4936e-05i
0.00030708-0.0014726i,0.0012603-0.0019423i,0.0014248-0.0013495i,0.0005143-0.0010623i,-0.00039521-0.0010855i,-0.00044966-0.00093903i,-4.4791e-05-0.00077504i,-0.00068574-0.00063988i,-0.0012291-0.00089095i,-0.00094291-0.00070271i,-0.00053656+0.0002064i,0.00043671+0.00087389i,0.0011589+0.001071i,0.00087894+0.00075028i,0.00054823+0.00039686i,0.00036069+0.00052867i,0.00037967+0.00050895i,0.00020433-0.00020404i,0.00054837-0.00072803i,0.00040332-0.00030635i,-0.00095641-4.7524e-05i,-0.0010977+0.00077248i,-0.00081692+0.00057761i
-0.001438+0.0005871i,-0.0010492-0.00021108i,-5.2973e-05+6.615e-05i,-2.6456e-05+0.00030794i,-0.00071912+8.9377e-05i,-0.0011993+0.00014012i,-0.00033684-0.0001427i,-0.00084109-0.00041042i,-0.001622-7.5406e-05i,-0.0014675+0.00068493i,-0.00068351+0.00094885i,0.00048755-0.0001908i,0.00075774-0.00072247i,0.00099528-9.1964e-05i,0.00058515+0.0001398i,0.00035899+1.2887e-06i,0.00045193+0.00014206i,0.00016332-0.0004663i,0.00053628-0.00033978i,0.00088778+3.5696e-05i,0.00033234-6.9129e-05i,-0.00045856+0.00018568i,-0.00063365+0.00036495i
-0.0012059-0.00013902i,-0.0002727-0.00011744i,0.0005989-0.00011381i,0.00016685-0.0003737i,-0.00046602-0.0001101i,-0.00051193+0.00036079i,-0.00015753+0.00048518i,-0.0003011+0.00040748i,-0.00084772+0.0002322i,-0.0012814+0.00029528i,-0.00063427+0.00024727i,5.3365e-05+0.00024177i,-8.7121e-05+1.4176e-05i,0.00025252-4.1725e-05i,0.00034176-4.8757e-05i,-7.95e-05-0.00049603i,-0.00020726-0.00068258i,-4.8841e-05-0.00094343i,0.00028681-0.0014868i,0.00056316-0.0014461i,9.5769e-05-0.0013506i,-0.00056366-0.00073705i,-0.0005658-0.00032727i
-0.00075374-0.00039735i,-0.00051996+0.00015625i,-0.0017294+0.00064918i,-0.0015432+0.00048442i,-0.0011181+0.00021178i,-0.00053952+0.00029092i,0.00055126-2.9581e-05i,-0.00012141-0.0005243i,-0.0013204-0.00021122i,-0.0010407+0.00060219i,0.00017586+0.00037809i,0.0012902+0.00022774i,0.00089168+0.00060041i,9.9249e-05+0.00089336i,-0.0001293+0.00096651i,-0.00089985+0.00068954i,-0.0011875+0.00036614i,-0.0004959+0.00018694i,0.00033519-0.00018948i,-9.1179e-05-0.0004508i,-0.00081495-0.00025287i,-0.00077636+0.00014323i,-0.00046867+0.00027828i
-0.0024441-0.00060204i,-0.0011102-0.00073092i,-0.0011915+0.00068865i,-0.0011895+0.0011522i,-0.00033596+0.00084236i,-3.1473e-05+0.00057966i,0.00056498-0.00014779i,0.00085495-0.00039718i,-0.00016202-0.00080403i,-0.0011556-0.00059018i,-0.001043-1.3001e-05i,-9.6891e-05+0.00065617i,0.00077214+0.00035819i,0.0012143-0.00063041i,0.0010664-0.00095755i,-2.7245e-05-0.00095162i,-4.6559e-05+4.2596e-06i,0.00074713+0.00039429i,0.00099285-0.00038116i,9.3497e-05-0.00080633i,-0.00056351-0.00070448i,-0.00031903-0.00093216i,-0.00042363-0.0013287i
0.00072495-0.00020988i,0.0013775-0.00044763i,0.0013327+0.00011728i,0.0010296-0.00020737i,0.00011413-0.00097494i,-0.0002645-0.0010334i,0.00046687-0.00083408i,0.00010113-0.00047697i,-0.0013159-0.0010469i,-0.0015736-0.0010178i,-0.00047283-0.00017903i,0.00046503-0.00025695i,-9.2807e-05-8.3203e-05i,-0.0010399+0.00061999i,-0.0009801+0.00039169i,-0.00083899-2.9532e-05i,-6.3967e-05+0.00032159i,0.00016839+0.00098544i,0.00016767+0.00028878i,0.00086275+0.0002489i,-0.00011047+0.00085818i,-0.0010777-0.0004134i,-0.00075571-0.0013301i
-0.0016347+0.002221i,-0.0022535+0.0022894i,-0.0018091+0.0013927i,-1.968e-05+0.0012665i,0.0016937+0.0010987i,0.0021316+0.00061346i,0.0012609+0.00022255i,0.00076183-7.6674e-05i,-0.00010157-0.00052123i,-0.00044418-0.00099119i,0.00017772-0.00056175i,-5.6305e-05-0.00066164i,-0.00035077-0.00088735i,-8.7153e-05-0.00038428i,-0.0003634-0.00045108i,-0.0003869-0.00034107i,0.00029215+0.00013818i,0.00051004+0.00024507i,-0.0001391+0.00025032i,-0.00072614-0.00026351i,-0.00053343-0.00044907i,0.00011036+0.00016775i,9.7805e-05+0.00055052i
0.00013797-0.00049368i,-1.4728e-05-0.0013826i,0.00039186-0.0012452i,0.0009279-0.00016822i,0.00072179+0.00048751i,3.9514e-05+0.00024713i,-0.00061441+2.1541e-05i,-0.0012054+1.2524e-05i,-0.0013607-8.1964e-05i,-0.0014165+2.3475e-06i,-0.0014803+0.00030913i,-0.0013543+1.0975e-05i,-0.00077801-0.0005089i,7.8431e-06-0.00064676i,0.00050255-0.00072712i,0.00070927-0.00085796i,0.00029186-0.00043712i,-0.00034784-0.00021296i,-0.00057325-0.00036282i,-0.00041587-0.0001327i,-0.00045552-0.00037059i,-0.00037698+0.00045395i,-0.00017849+0.0016838i
0.00071215-0.0024943i,-0.00024255-0.0025558i,-0.0019108-0.0017022i,-0.0017671-0.0008387i,-0.00075018-0.00025054i,0.00010401+0.00023034i,0.0004491+0.00012458i,0.00028206+1.1045e-05i,-0.00068637+7.0257e-05i,-0.0011028+0.00028274i,-0.00032425+0.00056129i,-9.4744e-05+0.00077228i,-0.0001106+0.00081818i,0.00063529-0.00016265i,0.00045771-0.00033297i,-0.00010372+0.00029596i,-8.8907e-05+0.00057045i,-0.0004516+0.0002088i,-0.00039307-0.00087371i,4.3572e-05-0.0015779i,0.00014696-0.0013611i,5.4838e-06-0.00067103i,-0.00048536-0.00048356i
-0.0019443+4.7997e-05i,-0.0014354+0.00065583i,-0.00091257+0.0016443i,-0.00043905+0.0010863i,-0.00017894-0.0003087i,0.0001812-0.00083534i,0.00026979-0.00064087i,-0.00026341-0.00097356i,-0.00021984-0.00040354i,-0.000442-0.00025847i,-0.00085348-0.00080615i,-0.00032756-0.00041169i,-1.865e-05+0.00039179i,-0.00069891+0.0010195i,-0.00049292+0.00069543i,0.00025454+5.7638e-05i,-0.0001252+0.00044331i,3.3875e-05+0.0010376i,0.00049203+0.0006064i,0.00028921-0.00038385i,-4.3975e-05-0.0008834i,-0.00016712-0.00085901i,0.00018301-0.00043895i
0.0014638+0.00043173i,0.0013414+0.00045869i,0.0011296+0.00027563i,0.00064191-0.00024015i,0.00061185-0.00067189i,0.00059938-0.00059255i,8.8553e-05-0.00010701i,-0.00016031+2.4961e-05i,-0.00020861-8.9357e-05i,-0.0004973+0.00049298i,-0.00027934+0.00016999i,-5.2255e-05-0.00022139i,0.00046653+0.00034206i,0.0010353+0.00024652i,0.00067531+0.00014057i,0.00041081+0.00067288i,0.0002171+0.00092529i,0.00059777+0.0002986i,0.0011836-0.0005692i,0.00043657-0.00059475i,-0.00050204-0.0003019i,-0.00071096+0.00035983i,-0.00065075+0.00099378i
-0.0026595-0.0011662i,-0.0026081-0.0018808i,-0.0026724-0.00091695i,-0.0018473-8.6514e-05i,-0.0013787+0.00038761i,-0.00067252+0.0010138i,0.00037511+0.00038799i,0.00015518-0.00057342i,-0.00092716-0.00035843i,-0.00159+0.00098051i,-0.00096192+0.0016182i,0.00064599+0.00068261i,0.0014346-4.8268e-05i,0.0013282+0.00043676i,0.0012409+0.0010564i,0.00017287+0.00079043i,-0.00076113+4.3318e-06i,-0.00013456-0.00025368i,-0.00014505-0.00019657i,-7.6506e-05-0.00054347i,0.00070636-0.0012025i,0.00079699-0.00098927i,0.00022835-0.00040066i
-9.8677e-05+0.00022968i,0.0003897-0.0002297i,0.00089175-0.0009191i,0.0014877-0.0013227i,0.0014586-0.0013547i,0.0006568-0.00041983i,0.00037653-0.00012893i,0.00028895-9.15e-05i,-0.00018382-4.4572e-05i,-0.00072119+4.3208e-05i,-0.00028668+0.00041011i,-6.7043e-05+0.00063821i,-0.00022666+0.00075152i,0.00045646+0.0010718i,0.0009875+0.0010673i,0.00094287+0.00079511i,0.00077361+0.0005542i,0.00036285-0.0001304i,-0.00037027-0.0010013i,-7.5818e-05-0.0010429i,0.0004786-0.00048065i,0.00041058-0.00030786i,0.00042759-0.00018887i
2.3339e-05-0.00045124i,-0.00051445-0.00034616i,-0.001078-7.7974e-05i,-0.00037932+0.00094458i,-0.00015629+0.001476i,-0.00086466+0.00092497i,-0.00014422+0.00096452i,0.00022445+0.00062326i,-0.00045414-0.00050469i,-0.0011961-2.2353e-05i,-0.00091108+0.00064096i,0.00047727+0.0011846i,0.00042542+0.00086516i,-0.00048591-0.00021926i,-0.00031533-0.00074316i,-0.00024322-0.00020959i,-0.00021248+0.00092122i,0.0005613+0.00091644i,0.00051449-0.00014209i,-0.00016996-0.00067045i,-0.00012469-0.0006i,-0.00031776-0.00045818i,-0.0004999-0.0003584i
0.0011149-0.0035398i,0.0019414-0.002806i,0.0017227-0.0022126i,-0.00010472-0.0017457i,-0.00056738-0.00070476i,-0.00035424-8.4583e-05i,-0.00057573+0.00056342i,-0.0011319+0.00099765i,-0.0014937+0.00039231i,-0.00078966+0.00025146i,-0.00015018+0.00055488i,-0.00038087+0.0011782i,-0.00042059+0.0017209i,4.7936e-05+0.0017888i,0.00016679+0.0013731i,-0.00023677+0.00060932i,-2.7836e-05-7.1511e-06i,0.00093216-0.00012557i,0.0013557-4.3675e-05i,0.00076583-3.4128e-05i,0.00097678-0.00032061i,0.00078202-0.00075599i,1.7368e-05-0.00051062i
-0.00088194-0.001902i,-0.0014395-0.0010659i,-0.0016536-0.00087719i,-0.0010237-0.0014072i,-0.00054612-0.00040017i,-0.00045213+0.0002722i,-0.00020349-0.00021242i,-0.00050654-0.0004563i,-0.0016741-0.00015272i,-0.0019693+0.00038257i,-0.00092695+0.0011122i,0.00047925+0.0014401i,0.0016052+0.0019623i,0.0018154+0.001619i,0.0012704-0.00025139i,7.9618e-05-0.00032043i,-0.00030804+0.00061188i,-0.00023895+7.1258e-05i,-0.00076738-0.00054547i,-0.00059652-2.7995e-05i,7.3872e-05+0.00021342i,8.2083e-05+0.00049912i,-0.00041269+0.0014503i
0.00077452+0.00092196i,0.00091617+1.3047e-05i,0.0014745-0.0016551i,0.0015837-0.0021922i,0.00092814-0.0014816i,-0.00036108-0.00090764i,-0.00057819-0.0006509i,-5.2923e-05-0.0011129i,-0.00053552-0.002073i,-0.00077677-0.0017781i,-0.00035541-0.0013124i,0.00049646-0.00069734i,0.00094591+0.00047514i,0.0011875+0.00091565i,0.0010323+0.00064783i,0.00041186+0.00028613i,0.00093045+0.00039137i,0.00089705+0.00057606i,0.00053133-8.5254e-05i,0.00028918-0.00023521i,-0.00016804+0.00029099i,-0.00065865-0.00036244i,5.9663e-05-0.00018777i
0.0010161+0.00071618i,0.00093905+0.00012734i,0.0002861-0.00051558i,0.00037897-0.0014231i,0.00069035-0.0015859i,0.00034504-0.00085987i,0.0003007-0.00089214i,0.00046759-0.0009218i,0.0005842+0.00017289i,-0.00032517+0.00046285i,-0.00041317-5.7491e-05i,-7.6177e-05-4.8099e-05i,-0.0010323+0.00085468i,-0.00092933+0.00095971i,-0.00042785-0.00034776i,-0.00085644-0.00045694i,-0.00010518+0.00057537i,0.0012444+0.00074734i,0.001455-7.9979e-05i,0.0013892-0.00039953i,0.0002066+6.6425e-05i,-0.00063575+0.00047791i,-0.00052987+0.00048268i
-0.0013894+6.0577e-05i,-0.0020591+0.00061871i,-0.0018691+0.0020048i,-0.0012945+0.0019531i,-0.00077873+0.0011141i,-0.00034481+0.00030695i,-8.0884e-05-0.00060713i,-0.00054577-0.0009746i,-0.0011268-0.00062107i,-0.00098493-6.4073e-05i,-0.00032356+0.0001313i,0.00054625-0.00022242i,0.00092824-0.0006009i,0.0011418-0.00088951i,0.0015285-0.00028403i,0.00080434+0.0005258i,-0.00012116+0.00064617i,-0.00019954+0.0006337i,-0.00067425+0.00065354i,-0.00073031+0.00045804i,-0.00035141+0.00039236i,-0.00076995+8.191e-06i,-0.00094889-0.00030029i
-0.00017493-0.00095298i,0.00049378-0.00015956i,0.00084826+2.1189e-05i,0.00057044+0.00025097i,0.00025984+0.0012753i,0.00021515+0.0015915i,0.00037132+0.0011604i,0.00066532+0.00029929i,0.00065149-0.00033283i,-0.00024511+0.00023599i,-0.00032585+0.0010017i,-0.00014501+0.0011473i,-0.00061368+0.00071744i,-0.00076682+0.00040943i,-0.00098761-0.00020118i,-0.00089755+9.9267e-05i,0.00010905+0.00058212i,0.0012526+0.00031227i,0.001356-2.1273e-05i,0.00088414-5.3878e-05i,-2.4734e-05+2.0535e-06i,-0.00048103+0.00037939i,-0.00070499+0.00053873i
0.00055989+4.459e-05i,-0.00010262-0.00015579i,-7.6294e-05-0.00058592i,0.00046851-0.00097201i,0.00036585-0.00096823i,0.00024394-0.0008715i,0.00015722-0.00062344i,-0.001001-0.00037061i,-0.0016385-0.00023359i,-0.0015122-0.0003465i,-0.0012596+0.00031487i,-0.00041344+0.0010705i,-5.3805e-05+0.00066851i,-0.00023026-4.0082e-05i,-0.00068169-0.00077144i,-0.00071424-0.00051649i,-7.1725e-05-5.2766e-05i,0.00052052+0.0002463i,0.00072122+0.00043736i,0.00071775+0.00049734i,0.00042532-0.00011037i,0.00052697-0.00070171i,0.00088274-6.1487e-05i
-0.00096163-0.00048258i,-0.00065982+0.0001177i,-0.0013277+0.0006672i,-0.0011012+0.0010881i,-0.00021743+0.00062738i,0.00017125-0.00028624i,-0.00022985-0.00047036i,-0.00076084-5.5845e-05i,-0.0007952-7.6534e-05i,-0.0013033+9.4809e-05i,-0.0010585-0.00012282i,-0.00031608-0.00021585i,-0.00014885-7.8069e-05i,-0.0004231+0.00013003i,-0.00054984+0.00043005i,-0.0003348-9.933e-05i,0.00061906-0.00098119i,0.00097119-0.001088i,0.00089613-0.00052018i,0.00067563-8.2896e-05i,0.00014208-0.00053948i,-0.00033503-0.00058963i,-0.00073377-0.00019975i
