-0.0021892-0.0024327i,-0.003469-0.0042136i,-0.0032656-0.0037917i,-0.0027829-0.0031676i,-0.0026176-0.0021195i,-0.0019419-0.00031724i,-0.00067748+0.00073262i,0.00044118+0.001597i,0.0009076+0.00155i,0.00048927+0.00066869i,0.0001612-8.868e-05i,0.0003912+0.00020194i,0.00087546+0.00024433i,0.0015452+0.00065385i,0.0014996+0.0012609i,0.0010567+0.0014628i,0.00063179+0.00080271i,2.6569e-05+0.00019225i,-0.00022148-6.9253e-05i,0.0001966+5.1142e-05i,-2.3336e-05-3.6581e-05i,8.7431e-05+0.0002206i,0.00081838-4.7338e-06i
0.21501+0.10051i,0.13559+0.15188i,-0.10407+0.19254i,-0.1984+0.27333i,-0.034489+0.32308i,0.13253+0.24647i,0.132+0.12219i,0.057682+0.049672i,0.0048148+0.027864i,-0.013717+0.019871i,-0.012012+0.00062478i,-0.0092093-0.016512i,-0.0045705-0.016041i,0.0013209-0.015247i,0.00061694-0.027273i,-0.0078536-0.037393i,-0.013928-0.031885i,-0.010065-0.015852i,-0.001756-0.00074605i,0.0051298+0.0031713i,0.0084557-0.0019532i,0.0088086-0.0060271i,0.0047031-0.006104i
-0.1533+0.20572i,-0.17564+0.28825i,-0.082296+0.31324i,-0.044938+0.27186i,-0.15636+0.18266i,-0.2204+0.11453i,-0.1347+0.061329i,-0.028785-0.003195i,0.0060611-0.035033i,0.0031558-0.01895i,0.0039737+0.002975i,0.011941+0.0051651i,0.0092107-0.0073184i,-0.0054067-0.0086228i,-0.0065622+0.0064049i,0.0066113+0.013566i,0.0062226+0.0053033i,-0.00985-0.0046751i,-0.02332-0.0079699i,-0.024628-0.0032854i,-0.014235+0.0061344i,0.0034603+0.014488i,0.021174+0.014079i
-0.10951-0.23893i,-0.056494-0.41978i,0.083867-0.55857i,0.19429-0.6061i,0.18642-0.5277i,0.083626-0.34166i,0.00050045-0.14692i,-0.015543-0.035768i,-0.0055352-0.014713i,0.00012698-0.024027i,-0.0043021-0.024982i,-0.014843-0.0084456i,-0.0061876+0.015167i,0.014463+0.020695i,0.017423+0.016837i,0.01154+0.02167i,0.014005+0.026027i,0.01821+0.019304i,0.013995+0.0059146i,0.0030223-0.0015019i,-0.006209-0.0035079i,-0.01545-0.0052791i,-0.024133-0.0045055i
0.13849-0.028505i,0.04127+0.051308i,-0.22976+0.2207i,-0.35997+0.39291i,-0.17445+0.41276i,0.059402+0.2441i,0.11915+0.059837i,0.06946-0.0025963i,0.02786+0.010268i,0.021284+0.019777i,0.029916+0.0091448i,0.031441-0.010628i,0.016322-0.021283i,-0.00077482-0.020406i,-0.0096788-0.023596i,-0.015863-0.028125i,-0.015801-0.01976i,-0.0064798+0.0022227i,0.0045303+0.024796i,0.012003+0.026896i,0.013096+0.0083539i,0.0060763-0.01187i,-0.0026488-0.020206i
0.027182+0.22648i,0.098035+0.33957i,0.20951+0.30915i,0.2036+0.12202i,0.0011623-0.042404i,-0.16961-0.037575i,-0.1418+0.017842i,-0.055546-0.0059913i,-0.027779-0.031596i,-0.028077-0.010966i,-0.026462+0.015785i,-0.015525+0.0259i,-0.0077515+0.0098092i,-0.013233-0.0091327i,-0.015997-0.0075422i,-0.0084024-0.0010262i,-0.0035395-0.0031977i,-0.0047066-0.0090855i,-0.0062953-0.011139i,-0.0074748-0.0033267i,-0.0038021+0.011049i,0.0082415+0.023122i,0.02436+0.022364i
-0.12857-0.084207i,-0.098676-0.20587i,0.053561-0.33448i,0.19238-0.36952i,0.20776-0.29281i,0.11634-0.18562i,0.0078704-0.076475i,-0.023716+0.010295i,-0.0023756+0.019853i,0.0062324-0.012025i,-0.0012904-0.025115i,-0.015059-0.013645i,-0.015574+0.016016i,0.0049828+0.034441i,0.018563+0.026983i,0.016427+0.018146i,0.014544+0.011139i,0.019544-0.0023082i,0.024-0.017644i,0.01809-0.025326i,0.0031083-0.018717i,-0.012194-0.0060393i,-0.022781+0.0038319i
0.044497-0.10734i,-0.030135-0.07937i,-0.23473+0.034767i,-0.4004+0.16i,-0.30394+0.21125i,-0.055272+0.131i,0.054655+0.0098744i,0.013471-0.010872i,-0.0073632+0.026569i,0.013077+0.025964i,0.027466+0.0026261i,0.028888-0.019828i,0.010483-0.034608i,-0.012312-0.029427i,-0.019342-0.016389i,-0.019138-0.010838i,-0.016778-0.0072474i,-0.013913-0.0029054i,-0.012556-3.4376e-06i,-0.0054562-9.5877e-05i,0.0035721-0.0072242i,0.0051919-0.018618i,-0.0019357-0.024194i
0.12058+0.084308i,0.20992+0.12386i,0.30666+0.12758i,0.35496+0.076717i,0.2472+0.013046i,0.053761+0.03394i,-0.016941+0.079356i,0.017427+0.042697i,0.019511-0.0042389i,-0.0053239+0.0061393i,-0.015538+0.027912i,-0.0062121+0.034248i,0.012454+0.018327i,0.014782-0.0053268i,0.0034247-0.012304i,-0.0041596-0.0080154i,-0.011279-0.00093617i,-0.021979+0.003839i,-0.03049+0.0028746i,-0.030498+0.0033182i,-0.017646+0.0093067i,0.0046527+0.015271i,0.024997+0.014937i
-0.11375+0.011594i,-0.17505-0.090306i,-0.18072-0.20987i,-0.1417-0.19193i,-0.089101-0.081798i,-0.034735-0.034643i,-0.023833-0.025383i,-0.022908+0.0064993i,-0.0079219+0.017103i,-0.0071709+0.0038724i,-0.013069-0.0022944i,-0.021204+0.0028547i,-0.021656+0.023492i,-0.00052471+0.036899i,0.020285+0.023096i,0.02597+0.0034833i,0.022837-0.0049754i,0.018475-0.0014922i,0.014381+0.0047277i,0.0078451+0.0030266i,0.00033461-0.0023757i,-0.010637-0.0014305i,-0.019829+0.0056354i
-0.060069-0.061206i,-0.12318-0.010543i,-0.20216+0.069505i,-0.24476+0.0593i,-0.16709-0.0063207i,-0.015404-0.045345i,0.070641-0.079712i,0.042704-0.087836i,0.0020446-0.049371i,0.00632-0.028177i,0.015649-0.035368i,0.01571-0.044194i,0.0034529-0.053144i,-0.017855-0.047658i,-0.027524-0.024212i,-0.022111-0.0030587i,-0.0074847+0.005742i,0.007904+0.0082316i,0.013895+0.012426i,0.012117+0.014141i,0.0065263+0.007033i,-0.0018782-0.0069255i,-0.010238-0.019065i
0.11593+0.02267i,0.2039+0.10378i,0.3138+0.22658i,0.40732+0.27919i,0.32326+0.21899i,0.098116+0.17356i,-0.0041411+0.17645i,0.032937+0.11702i,0.046081+0.032435i,0.023632+0.013665i,0.013087+0.0258i,0.012534+0.032671i,0.018524+0.02713i,0.016303+0.0076535i,-0.001154-0.0073018i,-0.016826-0.0080205i,-0.022754-0.00061525i,-0.018711+0.0039695i,-0.0082569+0.00018082i,-0.0022469-0.0031708i,-8.7074e-05+0.0018783i,0.010681+0.0091159i,0.025738+0.010101i
-0.012356+0.049745i,-0.034739-0.053466i,-0.13768-0.26605i,-0.29527-0.34764i,-0.31784-0.23114i,-0.20477-0.14044i,-0.13828-0.10725i,-0.11285-0.035373i,-0.06164+0.016842i,-0.024636+0.017439i,-0.016971+0.011582i,-0.022061+0.011466i,-0.026287+0.023699i,-0.012407+0.036188i,0.012276+0.0278i,0.026763+0.0065898i,0.025012-0.012897i,0.014068-0.024254i,0.0060935-0.024001i,0.0069776-0.015945i,0.0073749-0.0078061i,0.0009518+0.0021107i,-0.0082425+0.012216i
-0.071928-0.0079747i,-0.061001+0.039196i,0.031871+0.094738i,0.12056+0.033062i,0.13527-0.089006i,0.13022-0.11007i,0.11688-0.10109i,0.053607-0.097398i,-0.0050548-0.05681i,-0.013036-0.034777i,-0.0055013-0.046337i,0.0028589-0.054745i,0.0075506-0.05781i,0.00035045-0.046959i,-0.0074657-0.019256i,-0.0075479+0.0056215i,-0.00075281+0.014852i,0.0062437+0.010057i,0.0039516-0.00093853i,-0.0034307-0.0075126i,-0.0084765-0.0068578i,-0.011304-0.0097008i,-0.014579-0.015125i
0.0566-0.076347i,0.056303-0.043114i,0.047526+0.12465i,0.079891+0.31624i,0.07441+0.35928i,-0.013357+0.27793i,-0.058602+0.22592i,-0.01187+0.16676i,0.021996+0.068171i,0.014542+0.019726i,0.0098769+0.021744i,0.010788+0.030176i,0.01336+0.031882i,0.012833+0.017448i,0.0023471-0.0012754i,-0.012304-0.0082203i,-0.024589-0.0020955i,-0.03003+0.010871i,-0.026462+0.017269i,-0.01591+0.012006i,-0.0043193+0.0045037i,0.0089669+0.0017495i,0.022134-0.00011907i
0.036731+0.019681i,0.011554-0.12198i,-0.11922-0.39177i,-0.28338-0.53149i,-0.29307-0.43042i,-0.16016-0.2905i,-0.084134-0.21683i,-0.076972-0.13192i,-0.042837-0.040035i,-0.0061511+0.0065706i,0.0016114+0.019092i,-0.0066744+0.013054i,-0.020045+0.007604i,-0.018985+0.011425i,-0.001756+0.0075472i,0.014156-0.0063318i,0.019042-0.018854i,0.014374-0.020981i,0.0052732-0.010768i,0.00011284+0.0014992i,0.00061662+0.0073833i,-0.0015605+0.01096i,-0.0061903+0.014908i
-0.082653+0.074248i,-0.054428+0.20645i,0.11121+0.32684i,0.29277+0.29073i,0.3297+0.15353i,0.27357+0.066017i,0.22848+0.0085259i,0.15305-0.038221i,0.053859-0.034273i,0.0040684-0.015033i,-0.0015169-0.018138i,0.0079494-0.025655i,0.016158-0.032218i,0.011185-0.032639i,-0.00049825-0.019176i,-0.0054878+0.00097917i,0.0023412+0.015511i,0.018107+0.015636i,0.025593+0.0064954i,0.016029-0.0012586i,0.0011464-0.0050552i,-0.009815-0.0085591i,-0.018251-0.011516i
-0.016321-0.07403i,-0.081814-0.05943i,-0.18524+0.099325i,-0.21499+0.29233i,-0.16772+0.32127i,-0.15582+0.26902i,-0.12752+0.25645i,-0.039357+0.19598i,0.011854+0.077005i,0.0048489+0.010174i,-0.0028145+0.0079974i,-0.0025591+0.021135i,-0.0012446+0.029018i,-0.0025306+0.022639i,-0.0096944+0.0082935i,-0.016545-0.00043405i,-0.022267-0.0022376i,-0.025806+0.0019868i,-0.019513+0.0079542i,-0.0057644+0.010112i,0.0035008+0.0070092i,0.010745+0.0017879i,0.018113-0.0013909i
0.098802-0.01518i,0.1492-0.15412i,0.12471-0.43534i,0.0079353-0.62603i,-0.083461-0.53435i,-0.058035-0.36086i,-0.037014-0.27119i,-0.050265-0.17321i,-0.020388-0.063251i,0.019468-0.014338i,0.022199-0.010256i,0.004079-0.01608i,-0.012391-0.016258i,-0.014052-0.0065345i,-0.0043867+0.00045827i,0.005897-0.0025274i,0.013432-0.0095143i,0.012944-0.017372i,0.0045189-0.021301i,-0.0011902-0.014855i,-0.0014802-0.0044516i,0.00010121+0.0044648i,0.0025748+0.010759i
-0.036942+0.11687i,0.012852+0.28598i,0.15932+0.45512i,0.28688+0.46899i,0.28542+0.32607i,0.20933+0.17958i,0.15332+0.093334i,0.09591+0.041767i,0.029392+0.025449i,-0.0018977+0.020809i,-0.0013469+0.0060812i,0.010295-0.0067061i,0.020542-0.015612i,0.021004-0.019996i,0.014836-0.013208i,0.0062462-0.00035667i,0.00045555+0.011206i,0.0027097+0.015645i,0.0083412+0.0085811i,0.006561-0.0029841i,-0.00077665-0.0077431i,-0.007833-0.0071069i,-0.013522-0.0076452i
-0.062681-0.10198i,-0.17881-0.16308i,-0.32961-0.12089i,-0.39415+0.006447i,-0.33727+0.092973i,-0.27053+0.12723i,-0.22167+0.16527i,-0.13506+0.15257i,-0.057942+0.069166i,-0.038582+0.0084218i,-0.035793+0.0073555i,-0.025009+0.02557i,-0.013824+0.034467i,-0.0084448+0.027553i,-0.0092113+0.014418i,-0.0092689+0.0035375i,-0.010274-0.0043486i,-0.01479-0.0039692i,-0.017678+0.0054074i,-0.014303+0.011464i,-0.00662+0.0090619i,0.0017198+0.0019476i,0.0076037-0.0045874i
0.095011-0.041728i,0.19044-0.17339i,0.2295-0.38304i,0.18037-0.50092i,0.11254-0.43629i,0.065758-0.3393i,0.021876-0.28974i,-0.012138-0.20551i,-0.0062621-0.094063i,0.018834-0.034372i,0.023503-0.024633i,0.0086787-0.026907i,-0.0056503-0.023288i,-0.0080376-0.012857i,-0.0011495-0.0079305i,0.0048486-0.0077711i,0.0097539-0.0053892i,0.011951-0.0045622i,0.0079445-0.0059391i,0.001851-0.0055132i,-0.0003356-0.0020901i,0.0019322+0.0026935i,0.0040154+0.0063761i
-0.039419+0.12813i,-0.048683+0.31867i,0.014694+0.52509i,0.11169+0.56218i,0.14297+0.39865i,0.15325+0.23362i,0.16766+0.13361i,0.12035+0.055151i,0.04213+0.021908i,0.010217+0.02711i,0.016253+0.024036i,0.023987+0.0075371i,0.023979-0.0056214i,0.019466-0.0095164i,0.014028-0.0075618i,0.004253-0.0043418i,-0.0064483+0.00015891i,-0.0068099+0.0041447i,0.0012756+0.0027243i,0.0061369-0.00065653i,0.0030416-0.0022386i,-0.0046694-0.0017742i,-0.01222+0.00056282i
-0.08379-0.075709i,-0.20057-0.15338i,-0.31909-0.20865i,-0.34746-0.18315i,-0.27206-0.077742i,-0.20028+0.029153i,-0.15376+0.093112i,-0.082496+0.089627i,-0.030627+0.036815i,-0.028871+0.0048831i,-0.034555+0.010428i,-0.02628+0.023227i,-0.014796+0.025127i,-0.010513+0.015504i,-0.013414+0.0059849i,-0.010236+0.00084704i,-0.0008034-0.0055452i,0.00086362-0.0085418i,-0.0037427-0.0033376i,-0.0043721+0.0038616i,-0.001343+0.0047734i,0.0017786-0.0011288i,0.0045236-0.005887i
0.11493-0.039174i,0.25175-0.10626i,0.35228-0.21049i,0.3223-0.27029i,0.20396-0.24462i,0.11521-0.22144i,0.07193-0.2211i,0.037098-0.16471i,0.025299-0.077924i,0.028313-0.038472i,0.018765-0.038717i,-0.00037206-0.038285i,-0.011183-0.026832i,-0.0065136-0.012821i,0.00069398-0.0030754i,0.0028079+0.0046001i,0.0046636+0.011336i,0.005473+0.011021i,0.00391+0.0033278i,0.0028694-0.0034548i,0.0029106-0.0038896i,0.0067659+0.0013012i,0.011929+0.0052296i
-0.018722+0.12342i,-0.042938+0.28708i,-0.067878+0.44545i,-0.065389+0.46027i,-0.016109+0.33112i,0.046539+0.21245i,0.073434+0.15821i,0.056758+0.10796i,0.027844+0.058115i,0.018461+0.030744i,0.024096+0.014653i,0.025512-0.0001838i,0.016658-0.0088524i,0.0049783-0.0069536i,0.0010059-0.0024014i,-0.0024794-0.0038494i,-0.0094266-0.0052144i,-0.0092852-0.003401i,-0.0018305-0.0033667i,0.0021151-0.0046093i,-0.00082532-0.0037872i,-0.007326-0.0017926i,-0.011428-6.597e-05i
-0.071521-0.089868i,-0.15684-0.22083i,-0.22083-0.32286i,-0.20792-0.29383i,-0.16296-0.16124i,-0.16266-0.014712i,-0.16253+0.078262i,-0.10406+0.089795i,-0.042428+0.047575i,-0.027331+0.015299i,-0.027232+0.0172i,-0.014127+0.027719i,0.00011534+0.023979i,-0.00033463+0.011546i,-0.0072049+0.0031713i,-0.0036214-0.00098035i,0.0055157-0.0053838i,0.0081355-0.0053685i,0.0041543+0.00070965i,-0.00043132+0.0058439i,-0.00043726+0.0062426i,0.0013111+0.0011026i,0.0023202-0.0052843i
0.081904-0.039318i,0.19735-0.06335i,0.30564-0.072207i,0.29754-0.06911i,0.17834-0.08054i,0.083559-0.13419i,0.043617-0.17182i,0.012973-0.13255i,0.00053358-0.062913i,0.0055591-0.028138i,0.0037404-0.024457i,-0.0064898-0.0207i,-0.0093263-0.010684i,0.0002247-0.0021091i,0.0073895+0.00057704i,0.0041263+0.0029901i,-0.0011762+0.0077452i,-0.0036081+0.0067232i,-0.0048324+0.0015136i,-0.0038434-0.0017349i,-0.00041973-0.0008308i,0.0041226+0.0029154i,0.007249+0.0050266i
-0.035456+0.10508i,-0.10487+0.24127i,-0.18597+0.34128i,-0.19169+0.30741i,-0.09593+0.19209i,0.010294+0.12086i,0.053958+0.090935i,0.036559+0.049301i,0.0044056+0.019734i,0.0011721+0.014732i,0.015463+0.0093662i,0.018607-0.0034074i,0.007145-0.010721i,-0.0049904-0.0093126i,-0.0070051-0.0070927i,-0.0073105-0.0093581i,-0.010983-0.010236i,-0.0091711-0.0066433i,-0.0019143-0.0034326i,0.0015495-0.0027078i,-0.00028709-0.0028286i,-0.0047213-0.0013306i,-0.0091441+0.00096296i
-0.059444-0.057796i,-0.10373-0.16695i,-0.10292-0.2841i,-0.056581-0.28806i,-0.035549-0.16376i,-0.063033-0.040979i,-0.079262+0.0094083i,-0.055011+0.014369i,-0.027286+0.0054682i,-0.018948+0.005135i,-0.015102+0.015398i,-0.0033756+0.020494i,0.0086974+0.010568i,0.0098456-0.0048642i,0.0044229-0.0090911i,0.0052409-0.0040923i,0.010014-0.0011069i,0.0086776+0.00092536i,0.0025702+0.0053885i,-0.00032941+0.0088431i,0.00069206+0.007788i,0.0019973+0.0026138i,0.0025295-0.0022628i
0.088474-0.022663i,0.2023-0.0079105i,0.27455+0.041464i,0.21935+0.069286i,0.10668+0.018544i,0.05342-0.071219i,0.048545-0.12347i,0.035445-0.10569i,0.019027-0.054053i,0.0094391-0.021662i,-0.0033309-0.014524i,-0.016741-0.0091623i,-0.01596+0.0031362i,-0.0023567+0.010777i,0.0061926+0.0092797i,0.0045508+0.0077512i,0.0017508+0.0085201i,-5.3523e-05+0.0043073i,-0.0015584-0.003902i,-0.0024092-0.0081735i,-0.0018844-0.0061417i,0.00083143-0.0021671i,0.0044474+0.00099318i
-0.017855+0.074073i,-0.087645+0.15254i,-0.18062+0.19597i,-0.19698+0.15014i,-0.10618+0.084006i,-0.0028019+0.078172i,0.038873+0.092898i,0.034619+0.073177i,0.01907+0.036635i,0.010982+0.012275i,0.011395-0.0020269i,0.0072875-0.012067i,-0.0066734-0.013253i,-0.016333-0.0090588i,-0.01418-0.0064966i,-0.0097093-0.0073463i,-0.0080239-0.0077068i,-0.0026422-0.0051726i,0.0037611-0.0033145i,0.0045883-0.0032093i,0.0020292-0.0031053i,-0.0023797-0.0014712i,-0.005445-8.9705e-05i
-0.044004-0.063413i,-0.067448-0.17099i,-0.036068-0.26695i,0.024342-0.23622i,0.026395-0.10253i,-0.02862+0.0062914i,-0.059589+0.055814i,-0.036883+0.060686i,-0.00685+0.031328i,0.00057676+0.0053964i,0.0034733+0.0046438i,0.013876+0.010688i,0.021852+0.0064179i,0.019404-0.0003059i,0.010491-0.00061713i,0.0051394+0.0014686i,0.0039559+0.001712i,0.0014695+0.0027864i,-0.0022765+0.00463i,-0.0044314+0.0057468i,-0.0037515+0.0069314i,-0.0016278+0.0046328i,0.00024582+0.001047i
0.046211-0.016324i,0.11832+0.015689i,0.16276+0.089882i,0.11889+0.12744i,0.040305+0.066461i,0.0065774-0.022418i,0.0082585-0.063556i,0.0089852-0.055316i,0.0077957-0.027927i,0.0058031-0.0094905i,-0.0011879-0.0030462i,-0.0086439+0.0015785i,-0.0074161+0.0078056i,-0.0018772+0.011906i,-8.2196e-05+0.0089002i,-0.0030726+0.0042801i,-0.0057648+0.0020719i,-0.0058064-0.00065258i,-0.0049449-0.0038354i,-0.0039544-0.0059018i,-0.0023565-0.0048814i,0.0010682-0.0021695i,0.0032998-0.00074458i
-0.025854+0.061312i,-0.095388+0.11982i,-0.17774+0.12495i,-0.17712+0.056764i,-0.085344+0.0063599i,-0.0069555+0.01698i,0.013059+0.035678i,0.0033654+0.030361i,-0.0082693+0.018859i,-0.0087488+0.010206i,-0.001151-0.0011i,0.0010747-0.012407i,-0.0070048-0.016438i,-0.014554-0.013942i,-0.012228-0.010716i,-0.0071602-0.0081609i,-0.0054154-0.0042785i,-0.0026468-0.00010635i,0.00073855+0.0029771i,0.0031923+0.0044517i,0.0032094+0.0043046i,-0.0003335+0.0030386i,-0.003664+0.0017245i
-0.021353-0.032224i,-0.015013-0.10248i,0.037545-0.16895i,0.086973-0.14821i,0.060758-0.064677i,-0.0015642-0.010019i,-0.035634+0.00041869i,-0.03779-0.00094806i,-0.026356-0.0020843i,-0.012111-0.00096554i,0.00066701+0.0046603i,0.011403+0.0097762i,0.018842+0.0064422i,0.019488+0.00098937i,0.013873+0.00099924i,0.0094635+0.0035872i,0.0073855+0.0046987i,0.0035944+0.0044955i,-0.00012946+0.0040581i,-0.00098773+0.0035015i,-0.00089947+0.003373i,-0.000281+0.0020293i,-0.00018907-1.5967e-05i
0.047242-0.0054962i,0.10565+0.025825i,0.12671+0.084987i,0.065214+0.10401i,-0.0032468+0.046295i,-0.011721-0.030904i,0.0013228-0.073642i,0.0036513-0.068712i,0.0043898-0.035964i,0.003522-0.0094071i,-0.0042438+0.0019511i,-0.014273+0.0064194i,-0.016657+0.0083257i,-0.011042+0.0066773i,-0.0057243+0.0015489i,-0.0022667-0.0022612i,-0.00012638-0.0037834i,-0.00025067-0.0061575i,-0.00031015-0.0071526i,0.00042223-0.0061322i,0.00060509-0.0056311i,0.00038677-0.0037722i,0.0017255-0.0015038i
-0.016961+0.027654i,-0.065606+0.04659i,-0.12824+0.029925i,-0.12846-0.016029i,-0.057412-0.027046i,0.0029781+0.0035531i,0.023079+0.030211i,0.02312+0.034136i,0.015655+0.022203i,0.0069409+0.008045i,0.0025634-0.0028047i,0.0010928-0.010887i,-0.0020665-0.01407i,-0.0048904-0.012024i,-0.004701-0.0096201i,-0.0021168-0.0077892i,6.8049e-05-0.005023i,0.001604-0.0036464i,0.0010108-0.0024904i,-0.001866-0.00015086i,-0.0027995+0.0014105i,-0.0027686+0.0021072i,-0.0018909+0.0017585i
-0.01909-0.037447i,-0.019217-0.096359i,0.022422-0.13544i,0.065391-0.095897i,0.049238-0.02332i,0.0083623+0.02007i,-0.0081148+0.037797i,-0.0028511+0.036001i,0.0037322+0.016837i,0.0049368+0.00046319i,0.0073117-0.00059994i,0.013015+0.0063292i,0.017939+0.01053i,0.0171+0.010834i,0.01103+0.0088289i,0.0043314+0.006413i,7.6581e-05+0.0062105i,-0.00078198+0.0066296i,-0.00016512+0.0045284i,-0.0014485+0.0010272i,-0.0025694+0.00015353i,-0.0010214+0.0008834i,0.0013273+0.00035047i
0.018767+0.0011616i,0.042923+0.033i,0.040516+0.087597i,0.00015741+0.10192i,-0.025245+0.051545i,-0.014361+0.00074159i,0.0020875-0.0194i,0.0082961-0.021146i,0.0073529-0.012801i,0.0044242-0.0036661i,-0.00096697-0.00059504i,-0.0090875-0.001104i,-0.015762-0.0020552i,-0.017094-0.0035856i,-0.013417-0.0046886i,-0.0083123-0.0055547i,-0.005066-0.0063071i,-0.0039343-0.0054991i,-0.0029178-0.0030659i,-0.0013785-0.0017609i,6.3937e-05-0.0012754i,0.0016214-0.0010023i,0.0019725-0.00068257i
-0.015256+0.032592i,-0.050353+0.053776i,-0.088281+0.038089i,-0.075881-0.010267i,-0.024652-0.024909i,0.0068501-0.0016069i,0.0099563+0.017218i,-0.00012384+0.018988i,-0.0080339+0.015011i,-0.0059148+0.0095175i,0.00017505+9.9227e-05i,0.0044752-0.010091i,0.0052317-0.015239i,0.0034539-0.014621i,0.00080829-0.0098485i,-0.00099362-0.0035032i,3.1968e-05+0.00031268i,0.0015505+0.0013366i,0.00097113+0.0014618i,3.3796e-05+0.002691i,-0.00019359+0.0038673i,-0.0010943+0.0032478i,-0.0028196+0.0013135i
-0.0060741-0.01645i,0.0087855-0.041817i,0.048466-0.059188i,0.071103-0.035648i,0.042333-0.00082302i,0.0022541+0.0093577i,-0.017411+0.0039105i,-0.022958-0.0006909i,-0.018975-0.00066111i,-0.0090241+0.0017624i,-0.00011614+0.0055911i,0.0060208+0.011006i,0.01083+0.016208i,0.012593+0.01609i,0.010503+0.011337i,0.0072601+0.0067326i,0.0028268+0.0055723i,-0.00029054+0.0064605i,0.00046515+0.0047066i,0.0020649+0.00064546i,0.0015397-0.0022915i,-1.5666e-05-0.002373i,-0.00070589-0.0012398i
0.022306-0.0062666i,0.046183+0.0078767i,0.045913+0.036758i,0.0065384+0.04282i,-0.023706+0.013194i,-0.022759-0.019048i,-0.012608-0.03705i,-0.0047813-0.037346i,-0.0023514-0.023961i,-0.0036726-0.0085296i,-0.0076207-0.0016319i,-0.014833-0.0033174i,-0.021387-0.0066874i,-0.020317-0.0083516i,-0.012818-0.0081144i,-0.005505-0.0070827i,-0.0015888-0.0077844i,-0.00085074-0.0085655i,-0.00095159-0.006297i,0.00018159-0.0032595i,0.001052-0.0019084i,0.00090732-0.0021627i,0.001364-0.002452i
-0.0064091+0.0056417i,-0.03041+0.0018701i,-0.056831-0.022627i,-0.050291-0.046507i,-0.018357-0.035059i,0.0020795-0.0099577i,0.0091252+0.0052532i,0.013049+0.0079293i,0.012087+0.00059075i,0.0069181-0.0048923i,0.0050133-0.006112i,0.0082846-0.0090387i,0.01122-0.011888i,0.010196-0.010052i,0.0062507-0.0053698i,0.0029767-0.0012666i,0.0025609+0.00071258i,0.0026833+0.00073436i,0.00096733+0.0010168i,-0.00096801+0.0016107i,-0.0014893+0.0021013i,-0.0010346+0.0024512i,7.052e-05+0.00084169i
-0.010244-0.013035i,-0.011623-0.032936i,0.0080907-0.039799i,0.028731-0.015819i,0.021751+0.0097457i,0.005991+0.017904i,0.0032895+0.020807i,0.010419+0.018132i,0.014009+0.0082817i,0.011097+0.0012468i,0.0084936+0.0037573i,0.0093408+0.012089i,0.011091+0.019304i,0.010621+0.019816i,0.0073357+0.013162i,0.0030086+0.0074385i,-0.0006393+0.0060551i,-0.0011954+0.0059745i,-0.00028826+0.0044119i,-0.00035348+0.0016552i,-0.00010924-0.00022077i,0.0002626-0.00071511i,0.00098587-0.00020103i
0.0023173+0.0049168i,0.0052045+0.020085i,-0.0061129+0.040475i,-0.025341+0.037783i,-0.028377+0.011962i,-0.013275-0.0029495i,0.0022869-0.0042135i,0.00815-0.00084673i,0.0061611+0.0033268i,0.00087015+0.003625i,-0.0058989+0.00047474i,-0.013282-0.0035504i,-0.020337-0.0076234i,-0.021675-0.0096963i,-0.015725-0.0082777i,-0.0093067-0.0068107i,-0.0054548-0.0065265i,-0.002588-0.0060331i,-0.0013695-0.0055633i,-0.00083112-0.0033091i,0.00039531-0.0015958i,0.00073486-0.0014209i,0.00037625-0.00014299i
-0.00057191+0.009918i,-0.0081826+0.015237i,-0.020082+0.0044563i,-0.014746-0.015087i,0.00039897-0.016392i,0.0058784-0.0025055i,0.0021041+0.010278i,-0.0066344+0.017186i,-0.0087992+0.014863i,-0.0038348+0.0055272i,0.0016933-0.0034451i,0.0069405-0.0086068i,0.01082-0.011619i,0.008207-0.010768i,0.0019054-0.0062591i,-0.0012092-0.0027364i,-0.00077475-0.0014372i,0.00071359-0.0010148i,0.00032568+1.8906e-05i,-0.0014604+0.0011092i,-0.0022417+0.0019735i,-0.0022708+0.0020229i,-0.0022153+0.0018429i
0.0032637-0.0063262i,0.012989-0.013438i,0.031311-0.014603i,0.033658-0.0025029i,0.013717+0.0067404i,-0.0035231+0.0046586i,-0.014824+0.0015681i,-0.020706+0.0024665i,-0.013802+0.0050202i,-0.0022311+0.0059487i,0.0038301+0.0073855i,0.0066821+0.013227i,0.009416+0.018407i,0.0106+0.015764i,0.0087674+0.0086329i,0.0047847+0.0046456i,0.00099478+0.0048569i,-0.00024462+0.0047245i,-0.00034398+0.0028763i,-0.00019185+0.00019001i,-0.00010572-0.0015688i,-0.00022272-0.0010673i,5.5988e-05-0.00018207i
