-0.0021892-0.0024327i,-0.003469-0.0042136i,-0.0032656-0.0037917i,-0.0027829-0.0031676i,-0.0026176-0.0021195i,-0.0019419-0.00031724i,-0.00067748+0.00073262i,0.00044118+0.001597i,0.0009076+0.00155i,0.00048927+0.00066869i,0.0001612-8.868e-05i,0.0003912+0.00020194i,0.00087546+0.00024433i,0.0015452+0.00065385i,0.0014996+0.0012609i,0.0010567+0.0014628i,0.00063179+0.00080271i,2.6569e-05+0.00019225i,-0.00022148-6.9253e-05i,0.0001966+5.1142e-05i,-2.3336e-05-3.6581e-05i,8.7431e-05+0.0002206i,0.00081838-4.7338e-06i
-0.42025+0.83871i,-0.25721+0.76589i,-0.10815+0.37911i,-0.11943+0.13803i,-0.16931+0.20095i,-0.16792+0.35431i,-0.13983+0.36493i,-0.095061+0.25324i,-0.035167+0.14064i,0.03572+0.069157i,0.088156+0.026098i,0.093528-0.0011112i,0.06007-0.0092661i,0.014002+0.011934i,-0.015878+0.044044i,-0.019321+0.049431i,-0.0070615+0.03111i,0.010787+0.0094518i,0.025271-0.010648i,0.02781-0.02018i,0.020574-0.014373i,0.0089418-0.011918i,-0.0083195-0.019528i
-1.3183-0.5705i,-1.2799-0.48614i,-0.81424-0.35441i,-0.48465-0.27845i,-0.46046-0.083141i,-0.52657+0.28572i,-0.44007+0.5251i,-0.18643+0.41316i,-0.028229+0.15048i,-0.0066298+0.055545i,0.053706+0.076242i,0.1006+0.032427i,0.040092-0.0064442i,-0.019698+0.035564i,-0.010669+0.088536i,0.013603+0.094728i,0.012856+0.054296i,-0.0097181+0.0086335i,-0.023089-0.0030414i,-0.01254+0.011974i,0.0040971+0.028577i,0.01185+0.0354i,0.0070614+0.024851i
0.12279-1.1567i,-0.048608-1.0074i,-0.19326-0.57728i,-0.2658-0.26386i,-0.20374-0.10022i,-0.0079329-0.018977i,0.16764+0.0046343i,0.18957+0.04115i,0.15+0.056524i,0.10828-0.015978i,0.038732-0.088283i,-0.0087633-0.090735i,-0.0072931-0.050288i,0.02503+0.0072371i,0.083135+0.044421i,0.12132+0.035528i,0.094752+0.0095866i,0.038459+0.0043994i,0.024095+0.018024i,0.042881+0.020164i,0.027461+0.023025i,-0.0054984+0.048525i,-0.0091302+0.062503i
0.52909+7.0526i,2.1676+7.1873i,4.6647+5.9529i,5.1668+2.2316i,3.735-1.0554i,1.2513-2.3495i,-0.67178-1.4736i,-1.1644-0.045797i,-0.47732+0.77925i,0.53777+0.45851i,0.7348-0.50577i,0.25261-1.1816i,-0.21977-1.7346i,-0.5782-2.52i,-0.64822-2.8884i,-0.45259-2.1123i,-0.31752-0.91928i,-0.47756-0.18469i,-0.80998+0.21128i,-0.77952+0.50803i,-0.35187+0.60212i,0.030001+0.40836i,0.13273+0.049427i
0.11914+1.2522i,-0.049022+1.1987i,-0.23121+0.79057i,-0.2572+0.47281i,-0.067084+0.43567i,0.26484+0.51929i,0.44335+0.47778i,0.35467+0.33036i,0.22747+0.1788i,0.16595+0.027161i,0.11698-0.076924i,0.08035-0.11635i,0.061463-0.11769i,0.073513-0.097671i,0.10747-0.092704i,0.10855-0.091819i,0.073874-0.051406i,0.042348-0.0040928i,0.021594+0.0060529i,0.0040981+0.0011022i,-0.0097429+0.00098321i,-0.026796-0.0086513i,-0.05305-0.010541i
-0.9112+0.45855i,-0.63549+0.23356i,-0.29752-0.029562i,-0.24526-0.071589i,-0.35087+0.03297i,-0.45893+0.20672i,-0.4425+0.33825i,-0.25345+0.28471i,-0.092838+0.12954i,-0.023845+0.062236i,0.041272+0.044222i,0.060346+0.00064827i,0.015313-0.0092043i,-0.017213+0.016587i,-0.011868+0.026588i,0.0063173+0.015789i,0.013672-0.0025127i,0.0065585-0.006913i,0.0025858+0.0049372i,0.0086677+0.012473i,0.020006+0.017745i,0.033254+0.018075i,0.030216+0.0053695i
-1.2829-1.2021i,-1.44-1.0407i,-1.1266-0.55888i,-0.66219-0.18424i,-0.37046+0.056592i,-0.19266+0.29066i,0.042538+0.38469i,0.21105+0.25581i,0.20154+0.078463i,0.12404-0.024222i,0.061831-0.071793i,0.010169-0.07948i,-0.019844-0.046225i,-0.0015339+0.0044668i,0.041859+0.024754i,0.056175+0.0098956i,0.027744-0.0096826i,-0.010126-0.013713i,-0.017466-0.0086684i,-0.0030486-0.0097201i,0.0056896-0.0059372i,0.013652+0.0031009i,0.021712-0.00058187i
0.87682-0.44372i,0.98263-0.09445i,0.77771+0.1148i,0.41263+0.0014494i,0.12712-0.15565i,-0.039231-0.24148i,-0.16448-0.24785i,-0.21501-0.17415i,-0.16795-0.083859i,-0.086292-0.019134i,-0.014759-0.0062011i,0.0018696-0.044836i,-0.03378-0.069875i,-0.058856-0.053848i,-0.050996-0.025112i,-0.026473+0.0016712i,-0.0050607+0.017801i,-0.0043081+0.015695i,-0.016997+0.013051i,-0.019014+0.017376i,-0.0061306+0.0083595i,0.006579-0.0061949i,0.014233-0.0050019i
1.064+0.62637i,0.97362+0.52261i,0.58615+0.30012i,0.21794+0.21993i,0.0076019+0.23012i,-0.072159+0.18979i,-0.095881+0.16182i,-0.031439+0.16552i,0.061993+0.097682i,0.061759+0.013483i,0.024047+0.0091933i,0.019665+0.024256i,0.012726+0.010214i,-0.0086121+0.0043193i,-0.030378+0.021153i,-0.043892+0.041769i,-0.032031+0.039548i,-0.017243+0.0095868i,-0.029251-0.013301i,-0.042311-0.0083483i,-0.032109+0.0041206i,-0.021141+0.0097639i,-0.022635+0.014669i
-0.8227+0.92926i,-0.96555+0.70364i,-0.73119+0.28962i,-0.38948+0.029226i,-0.20202-0.067764i,-0.11752-0.06859i,-0.048644-0.029844i,-0.0081449+0.0083411i,0.023431+0.032217i,0.050411+0.0097954i,0.037671-0.023686i,0.02512-0.017165i,0.038184-0.014801i,0.015318-0.037384i,-0.045452-0.038307i,-0.077995-0.016018i,-0.063823+0.0010484i,-0.026864+0.010318i,0.0022928+0.015492i,0.0075018+0.018432i,0.006318+0.019347i,0.012244+0.012796i,0.01204-0.0031943i
-0.6126-0.27448i,-0.33319-0.21129i,-0.0057607-0.057765i,0.13885-0.014975i,0.15284-0.077242i,0.10521-0.11008i,0.052113-0.12492i,-0.0042305-0.11962i,-0.048022-0.061941i,-0.048657+0.0071791i,-0.028983+0.040342i,-0.020036+0.045485i,-0.01573+0.04235i,-0.0084949+0.027264i,-0.0061811+0.0029783i,-0.0081836-0.012651i,-0.0020823-0.014151i,0.005837-0.013268i,0.0017827-0.016857i,-0.010028-0.014121i,-0.016545-0.002821i,-0.017478+0.0054662i,-0.014588+0.0044199i
0.45835-1.2824i,0.43511-1.385i,0.21432-1.0378i,0.07138-0.58891i,0.065381-0.35411i,0.015341-0.30772i,-0.089981-0.23937i,-0.15208-0.12734i,-0.13986-0.041814i,-0.069691-0.020316i,-0.022528-0.058651i,-0.035865-0.080615i,-0.055142-0.051308i,-0.046481-0.010187i,-0.018979+0.0094651i,0.0031262+0.0051781i,0.0043631-0.0044507i,-0.0085573-0.0039307i,-0.01408+0.0049145i,-0.0070306+0.0078228i,-0.0043257+0.002836i,-0.0067705+0.0019238i,-0.0015467+0.0054648i
0.80289+0.65153i,0.7272+0.87978i,0.46155+0.74971i,0.27671+0.43386i,0.21505+0.19765i,0.18584+0.067711i,0.13842+0.018926i,0.10531+0.00038702i,0.076191-0.034239i,0.026142-0.02995i,0.010033+0.021837i,0.036255+0.045577i,0.052701+0.018335i,0.039915-0.024467i,0.0058634-0.040788i,-0.019997-0.019988i,-0.017672+0.0038198i,-0.011342+0.0093593i,-0.019739+0.011272i,-0.02456+0.016409i,-0.017555+0.016455i,-0.011213+0.016599i,-0.0080259+0.022056i
-0.46423+0.67604i,-0.56222+0.59454i,-0.4243+0.34224i,-0.25776+0.16553i,-0.20741+0.14526i,-0.13221+0.19951i,-0.0053789+0.19616i,0.06926+0.13817i,0.06391+0.077684i,0.0159+0.037383i,-0.013346+0.031593i,-0.0069759+0.027238i,-0.0075398+0.013662i,-0.02167+0.016757i,-0.028766+0.019987i,-0.028345+0.0061631i,-0.018649-0.0068443i,0.0063695-0.016231i,0.026838-0.030951i,0.023446-0.033755i,0.013713-0.016311i,0.013716-0.0026778i,0.0097474-0.0017552i
-0.93385-0.44626i,-0.82859-0.48706i,-0.45332-0.37419i,-0.23267-0.25541i,-0.1751-0.13955i,-0.10362-0.0066303i,-0.024888+0.023028i,-0.02794-0.041774i,-0.06948-0.056446i,-0.050106-0.010055i,2.7126e-05-0.0077383i,0.0096413-0.043001i,0.0011594-0.056622i,0.0050099-0.063621i,0.0059524-0.073667i,-0.0042321-0.067882i,-0.013909-0.042344i,-0.014252-0.013735i,-0.0096718+0.00054471i,-0.0085662+0.0002262i,-0.011377-0.005674i,-0.010406-0.010141i,-0.0026518-0.015724i
0.5537-0.70094i,0.55872-0.67165i,0.2883-0.36569i,0.053423-0.066247i,0.002101+0.036731i,-0.0065901+0.032071i,-0.008899+0.051947i,0.009876+0.089673i,0.041407+0.096076i,0.065378+0.051008i,0.043166+0.002377i,0.00095792+0.0014302i,-0.014595+0.018834i,-0.0071364+0.026606i,0.0081825+0.028189i,0.020754+0.025071i,0.024826+0.019765i,0.019114+0.013264i,0.010589+0.0054879i,0.0076134-0.0046308i,0.0019428-0.01195i,-0.011365-0.010742i,-0.018093-0.004334i
0.75278+0.34171i,0.67726+0.26236i,0.3714+0.099818i,0.19416+0.03908i,0.19936+0.031237i,0.20624-0.046705i,0.13116-0.097925i,0.052245-0.079333i,0.014663-0.056118i,0.0018601-0.039523i,0.020584-0.019327i,0.05169-0.014516i,0.051681-0.020354i,0.021897-0.010951i,-0.0059057+0.010301i,-0.015407+0.020093i,-0.014587+0.0071102i,-0.011748-0.0090181i,-0.0068082-0.0061468i,0.0012288+0.0073845i,0.012058+0.016392i,0.020735+0.019252i,0.019157+0.021922i
-0.66531+1.2111i,-0.65136+1.4592i,-0.39688+1.1252i,-0.22349+0.58123i,-0.17004+0.28901i,-0.051796+0.17702i,0.055168+0.051772i,0.059898-0.011461i,0.037678-0.00019831i,0.0017438+0.008312i,-0.044988+0.020637i,-0.057665+0.036843i,-0.033432+0.041082i,0.0022882+0.026715i,0.011892-0.00078414i,-0.0061902-0.00698i,-0.011546+0.011494i,-0.0055633+0.014005i,-0.014472-0.0048234i,-0.025873-0.014694i,-0.021846-0.016836i,-0.012399-0.026162i,-0.011331-0.035618i
-0.47386-0.89015i,-0.40588-1.0983i,-0.21368-0.86251i,-0.12091-0.46098i,-0.15132-0.24831i,-0.18823-0.15765i,-0.17454-0.075941i,-0.13936-0.02126i,-0.10001-0.0016573i,-0.052315-0.014323i,-0.035543-0.040252i,-0.047752-0.040455i,-0.053381-0.033231i,-0.05673-0.03954i,-0.051554-0.042325i,-0.033772-0.034842i,-0.019737-0.016968i,-0.0050651+0.0052588i,0.014372+0.014583i,0.018082+0.0086863i,0.0074481+0.0062648i,0.0054263+0.012851i,0.013707+0.011603i
0.44144-0.89013i,0.31954-0.89684i,0.14205-0.57004i,0.12668-0.2956i,0.15083-0.20444i,0.059867-0.1283i,0.0018155-0.016882i,0.042276+0.0086825i,0.061487-0.043589i,0.028057-0.056452i,0.018437-0.020829i,0.038569-0.0012442i,0.048644-0.0065083i,0.053486-0.0097692i,0.05703-0.0089691i,0.047528-0.015661i,0.022234-0.028394i,-0.006666-0.028066i,-0.021237-0.010253i,-0.019858+0.0036529i,-0.014615+0.009256i,-0.0094544+0.015762i,-0.0020042+0.020485i
0.74947+0.96324i,0.84487+1.0419i,0.59498+0.6893i,0.27482+0.28533i,0.11174+0.09832i,0.05774+0.028536i,0.01124-0.0031685i,-0.030167+0.0073817i,-0.038018+0.034295i,-0.013349+0.045048i,0.0055189+0.024578i,-0.0074812+0.0015131i,-0.027132+0.0035617i,-0.036204+0.020003i,-0.036252+0.039407i,-0.021767+0.051442i,0.0028796+0.046372i,0.01885+0.023681i,0.013011-0.003194i,0.00070706-0.013766i,-0.0017222-0.017475i,-0.0038865-0.027423i,-0.01073-0.029048i
-0.55879+0.38745i,-0.45307+0.24936i,-0.23378+0.004506i,-0.14425-0.017662i,-0.084917+0.13648i,0.035712+0.18457i,0.10365+0.093047i,0.092337-0.0024023i,0.056552-0.021296i,0.046487+0.0048843i,0.057321+0.021504i,0.057497+0.025076i,0.046183+0.017042i,0.021588-0.0088622i,-0.013196-0.031427i,-0.034776-0.032891i,-0.029458-0.025806i,-0.01062-0.02028i,0.0019092-0.008505i,0.0076082+0.0033167i,0.0078492+0.0082188i,0.0019371+0.011986i,-0.0071928+0.013429i
-1.1178-0.67224i,-1.4588-0.47085i,-1.1556-0.083416i,-0.58529-0.0095945i,-0.32583-0.14875i,-0.26153-0.10935i,-0.14201+0.020652i,-0.061163+0.073944i,-0.040841+0.071003i,-0.033157+0.030114i,-0.040123-0.01258i,-0.035562-0.034473i,-0.019037-0.041711i,0.0036096-0.027249i,0.028075-0.02006i,0.023777-0.02848i,-0.0031087-0.017892i,-0.011778+0.0026806i,-0.0027297+0.0026532i,3.69e-05-0.0045361i,0.0044852+0.0044568i,0.021433+0.015731i,0.037383+0.01088i
1.2108-0.33653i,1.4476-0.37419i,1.1571-0.28408i,0.67715-0.21272i,0.3566-0.20741i,0.16322-0.2185i,0.027271-0.17688i,-0.011465-0.11015i,-0.0063865-0.081072i,-0.00853-0.056302i,0.0060874-0.029214i,0.013494-0.024078i,0.0024242-0.018059i,-0.0017858-0.010123i,-0.0005124-0.00073923i,0.0086406+0.015579i,0.017376+0.021293i,0.0073023+0.021091i,-0.0029725+0.0242i,-0.0027683+0.02024i,-0.0077983+0.011225i,-0.014557+0.012255i,-0.0091695+0.018284i
0.53749+0.61521i,0.64145+0.41769i,0.37239+0.10262i,0.055898+0.10072i,0.02858+0.25128i,0.11287+0.23198i,0.10205+0.1324i,0.067666+0.10126i,0.073892+0.099912i,0.070676+0.083635i,0.037636+0.070454i,0.0099425+0.075327i,0.0057072+0.07745i,0.0041696+0.055934i,-0.0085811+0.028438i,-0.014089+0.013083i,0.00062277-0.0036473i,0.012021-0.026482i,0.0033586-0.031681i,-0.0052639-0.019831i,-0.0083032-0.020434i,-0.020483-0.031583i,-0.035827-0.033907i
-1.2531+0.3951i,-1.49+0.60555i,-1.1326+0.57429i,-0.60035+0.35868i,-0.30555+0.14741i,-0.17673+0.02405i,-0.11063-0.040136i,-0.10643-0.065055i,-0.11203-0.060461i,-0.090599-0.054098i,-0.056466-0.057592i,-0.028441-0.071392i,-0.02285-0.080774i,-0.027424-0.065794i,-0.026725-0.046889i,-0.033161-0.034826i,-0.037311-0.0094i,-0.017893+0.015097i,0.0094154+0.0088192i,0.017578-0.009062i,0.022606-0.0072084i,0.041241+0.0005762i,0.051364-0.0015042i
0.14936-0.78107i,0.27733-0.79713i,0.33557-0.56027i,0.20678-0.35425i,-0.0065698-0.20708i,-0.11295-0.059743i,-0.063154+0.027793i,0.029479+0.031378i,0.059889-0.00055931i,0.032238-0.013411i,0.010065+0.0097096i,0.016939+0.040955i,0.026056+0.046231i,0.021523+0.033641i,0.022295+0.02088i,0.033096+0.0032569i,0.026478-0.016542i,-0.0018706-0.023772i,-0.024445-0.012065i,-0.025441+0.0071309i,-0.02008+0.020023i,-0.023004+0.030241i,-0.026581+0.038654i
0.65903-0.34302i,0.49096-0.55274i,0.12599-0.44057i,0.03818-0.19202i,0.16144-0.12845i,0.163-0.1619i,0.05713-0.11463i,-0.0083509-0.043653i,-0.016623+4.8019e-05i,0.007223+0.016992i,0.013678+0.0044288i,-0.010965+0.0018292i,-0.019793+0.017185i,-0.011356+0.023371i,-0.0071952+0.0241i,-0.0026786+0.02691i,0.004591+0.021694i,0.010223+0.01138i,0.007821+0.0050523i,-0.001069-0.00083539i,-0.011521-0.010703i,-0.020908-0.020483i,-0.021832-0.02366i
-0.10517+1.049i,0.03987+1.2658i,0.14205+1.0124i,0.12283+0.64068i,0.10178+0.40652i,0.13812+0.21433i,0.12168+0.023663i,0.05287-0.054864i,0.027295-0.04593i,0.026414-0.033628i,0.022503-0.026098i,0.01886-0.039726i,-0.0035217-0.057546i,-0.020952-0.051002i,-0.028049-0.040445i,-0.042521-0.023414i,-0.040703+0.0085581i,-0.017196+0.030408i,0.0021509+0.026701i,0.0061212+0.010902i,0.0050557+0.00073481i,0.010816+0.00039233i,0.021538+0.0058415i
-0.52321-0.054498i,-0.3697+0.045206i,-0.042615-0.057058i,-0.027355-0.25511i,-0.2632-0.19272i,-0.32173+0.077657i,-0.16823+0.21909i,-0.053521+0.18547i,-0.045866+0.12163i,-0.059171+0.08371i,-0.055091+0.060195i,-0.038211+0.049146i,-0.016566+0.032523i,-0.0064905+0.0056537i,0.003508-0.0092482i,0.019152-0.019242i,0.022959-0.031461i,0.012516-0.035657i,2.1792e-05-0.027635i,-0.0022895-0.010679i,0.0036948-0.00024056i,0.0046524-0.0026889i,-0.0074344-0.0063122i
0.049871-1.0529i,-0.2748-1.3268i,-0.47177-1.0064i,-0.28913-0.52791i,0.012833-0.34788i,0.10027-0.30788i,0.072537-0.20549i,0.068845-0.13171i,0.056597-0.11124i,0.042621-0.08213i,0.042155-0.054304i,0.039841-0.032022i,0.049554-0.0077852i,0.058183+0.0022634i,0.044184+0.0052198i,0.026342+0.010258i,0.010928+0.0084227i,-0.003978+0.0065449i,-0.0048364+0.010087i,0.0014401+0.011105i,0.00094393+0.014324i,0.0021098+0.018209i,0.0065591+0.0062803i
0.72141+0.60021i,0.93505+0.60048i,0.7039+0.40991i,0.33967+0.29772i,0.18808+0.24978i,0.15549+0.10124i,0.064656-0.014514i,-0.012345+0.009704i,0.00041594+0.054328i,0.027959+0.033429i,0.019091-0.0037499i,-0.009696-0.015654i,-0.039278-0.0076048i,-0.047978+0.005897i,-0.03786+0.0092578i,-0.028811+0.0078388i,-0.014952+0.0092445i,0.0037556+0.0019373i,0.0065103-0.01302i,-0.0056446-0.016032i,-0.018995-0.0089385i,-0.02499-0.00109i,-0.016501+0.0091831i
-0.51275+0.48714i,-0.47123+0.67457i,-0.25038+0.49052i,-0.13471+0.20398i,-0.16198+0.16064i,-0.14074+0.22767i,-0.075635+0.18547i,-0.060498+0.074751i,-0.084068+0.014866i,-0.080441+0.027202i,-0.035758+0.037383i,0.0025311+0.0087414i,0.010039-0.025423i,0.0015102-0.036083i,-0.0070683-0.024651i,-0.0085606-0.016074i,-0.01137-0.016542i,-0.014298-0.010712i,-0.010332+0.00010619i,0.0035662+0.0024388i,0.025991-0.0099957i,0.034164-0.028291i,0.017226-0.031078i
-0.44192-0.74416i,-0.80535-0.78073i,-0.79926-0.40329i,-0.49536-0.11375i,-0.29217-0.13592i,-0.20689-0.1405i,-0.069349-0.0729i,0.056824-0.047084i,0.096384-0.041018i,0.070592-0.035172i,0.025263-0.015185i,0.014539+0.012505i,0.031055+0.020667i,0.038979+0.016448i,0.034613+0.0043779i,0.020768-0.0068403i,0.0023886-0.0031226i,-0.012183+0.0094207i,-0.012525+0.015503i,-0.0047364+0.011801i,-0.0019236+0.016268i,0.0032931+0.026862i,0.012123+0.020722i
0.73555+0.15078i,0.98068+0.059837i,0.83713-0.024352i,0.53539-0.048019i,0.33622-0.10616i,0.15447-0.17818i,-0.029812-0.13131i,-0.1021-0.016472i,-0.078083+0.034087i,-0.036174+0.015243i,-0.017796-0.018548i,-0.036726-0.023853i,-0.057255+0.0015501i,-0.050029+0.018433i,-0.030686+0.019509i,-0.0082754+0.021194i,0.020851+0.020348i,0.046565+0.0077197i,0.047924-0.010641i,0.021403-0.019142i,-0.014455-0.01247i,-0.037662+0.0034709i,-0.034179+0.018486i
-0.12114+0.38245i,0.050705+0.45362i,0.15854+0.28674i,0.11503+0.16982i,0.097231+0.25129i,0.14189+0.28897i,0.14075+0.18859i,0.088516+0.071432i,0.034489+0.0090684i,0.0042+0.017122i,0.014986+0.046442i,0.039601+0.038465i,0.039563+0.010209i,0.016802-0.0054874i,-0.011877-0.0065724i,-0.030644-0.0023699i,-0.036397-0.00734i,-0.039139-0.015523i,-0.038658-0.0098964i,-0.023289-0.0010205i,0.0017977-0.0094928i,0.013755-0.029232i,0.00615-0.034109i
-0.33217-0.29449i,-0.50629-0.23516i,-0.44273-0.13437i,-0.30896-0.15463i,-0.28086-0.19431i,-0.22427-0.13527i,-0.097905-0.069026i,-0.026042-0.036723i,0.0021689-0.014507i,0.015829-0.029808i,-0.006521-0.045259i,-0.021576-0.032035i,-0.0093282-0.023714i,0.0058169-0.021778i,0.019028-0.022612i,0.018343-0.027899i,0.0032503-0.019456i,-0.0083372-0.0061116i,-0.01224-0.0040515i,-0.01251-0.002223i,-0.0050147+0.0070638i,0.01193+0.012369i,0.02073+0.0028896i
0.24348-0.026362i,0.21058-0.17735i,0.10259-0.24138i,0.077627-0.16586i,0.11805-0.11279i,0.08116-0.12388i,-0.0027805-0.093562i,-0.013805-0.052415i,0.00093008-0.042692i,0.0018886-0.026116i,0.017855-0.016855i,0.024381-0.01916i,0.017019-0.0063194i,0.013168+0.0051937i,0.013017+0.0099559i,0.023703+0.014715i,0.038016+0.013616i,0.040984+0.013923i,0.032286+0.01978i,0.017577+0.023368i,-0.00099488+0.027049i,-0.016988+0.033673i,-0.016677+0.03418i
-0.085123+0.022746i,-0.065334+0.0057422i,-0.071097+0.034188i,-0.060721+0.097005i,-0.00073703+0.13075i,0.053392+0.11413i,0.062072+0.091483i,0.043276+0.080528i,0.014809+0.071978i,-0.009344+0.067885i,-0.016566+0.067107i,-0.0089678+0.054075i,-0.0068138+0.025489i,-0.017165+0.0020486i,-0.032367-0.0050108i,-0.042743-0.00068421i,-0.040163-0.00233i,-0.030388-0.012658i,-0.021583-0.012851i,-0.010992-0.0060806i,-0.0018511-0.014527i,-0.0025187-0.029823i,-0.006815-0.029293i
0.033294-0.010658i,0.077146+0.1422i,0.12413+0.19965i,0.10733+0.087877i,0.035557-0.010304i,0.005272-0.025131i,0.0016381-0.06185i,-0.03955-0.095124i,-0.056591-0.076961i,-0.021418-0.061506i,-0.00028325-0.064703i,-0.0083839-0.062542i,-0.015262-0.048751i,-0.0056716-0.026636i,0.0098896-0.015996i,0.0092843-0.017463i,-0.0026943-0.0044288i,-0.0017009+0.016763i,0.013224+0.013371i,0.018824-0.0071995i,0.017021-0.01329i,0.022055-0.0081552i,0.021474-0.008233i
0.010879+0.18217i,-0.09563+0.14724i,-0.20386+0.041228i,-0.2651+0.022137i,-0.26018+0.091868i,-0.17864+0.1477i,-0.054306+0.14221i,0.051151+0.097028i,0.080332+0.052352i,0.049513+0.040804i,0.024976+0.051588i,0.023599+0.061276i,0.025134+0.061124i,0.017113+0.045352i,0.008155+0.025741i,0.013864+0.011431i,0.023198-0.0020394i,0.017591-0.010522i,0.0046576-0.00706i,-0.00098983+0.0046142i,-0.0043595+0.018948i,-0.007833+0.031439i,-0.0054132+0.035044i
-0.19454-0.1552i,-0.17259-0.20048i,-0.053829-0.09362i,0.088864-0.027501i,0.14541-0.12999i,0.07088-0.19674i,-0.016412-0.109i,-0.048809-0.0044424i,-0.049678+0.039595i,-0.033669+0.037898i,-0.028069+0.010098i,-0.033789-0.0083341i,-0.024521-0.017318i,-0.012472-0.023284i,-0.012485-0.014876i,-0.017084+0.00041161i,-0.015225+0.005018i,-0.0079494-0.0090443i,-0.0081639-0.024403i,-0.014994-0.026703i,-0.017388-0.027003i,-0.01595-0.028111i,-0.0094388-0.02091i
0.28961-0.13744i,0.47382-0.11396i,0.50363-0.082662i,0.37142-0.032748i,0.23936+0.071187i,0.17675+0.087459i,0.089678-0.0057222i,0.00016492-0.051915i,-0.0083974-0.054005i,0.013377-0.063431i,0.025586-0.054281i,0.029858-0.042056i,0.017474-0.028037i,0.010478-0.0042148i,0.010077+0.0057715i,0.00071964+0.0058505i,-0.0098628+0.015741i,-0.012276+0.031452i,-0.0057945+0.033045i,0.0012556+0.018425i,0.0057799+0.003927i,0.0076879-0.0066451i,0.0018762-0.016275i
0.011412+0.28599i,-0.14928+0.28767i,-0.33811+0.095886i,-0.45128-0.037861i,-0.44524+0.021338i,-0.30846+0.13144i,-0.12946+0.16657i,-0.014106+0.12217i,0.011537+0.06729i,-0.012223+0.041862i,-0.0353+0.038922i,-0.034522+0.044813i,-0.021951+0.037689i,-0.016523+0.012126i,-0.011527-0.014062i,0.0011267-0.028686i,0.012454-0.035161i,0.010071-0.031329i,-0.00068171-0.011326i,-0.0033027+0.012185i,-0.0012897+0.024695i,-0.0010651+0.027353i,0.00016504+0.023504i
-0.3496-0.086581i,-0.40994-0.094588i,-0.23416+0.053781i,0.059273+0.13442i,0.20636-0.037126i,0.10924-0.20016i,-0.0050207-0.17693i,-0.010676-0.11081i,-0.0036639-0.073919i,0.0032516-0.03564i,0.022526-0.031475i,0.021063-0.053623i,0.010519-0.056733i,0.0042644-0.037939i,-4.987e-05-0.0098957i,-0.00073797+0.0087176i,-0.00084812+0.0094348i,0.0012094-0.00013311i,0.0058386-0.009771i,0.0045303-0.014215i,-0.0014027-0.012774i,-0.0037947-0.0049285i,0.0029856+0.0042154i
0.23428-0.27671i,0.3985-0.36249i,0.39748-0.36887i,0.22811-0.29633i,0.080278-0.13746i,0.062289-0.017914i,0.063563-0.011171i,0.022889-0.010824i,0.0065632+0.0080222i,0.01093+0.0097486i,0.016119+0.019159i,0.023626+0.031761i,0.019456+0.035858i,0.0095949+0.038944i,-0.00060269+0.035657i,-0.011997+0.030655i,-0.016676+0.030414i,-0.015636+0.027895i,-0.010188+0.015266i,-0.0020999+0.0034756i,0.0040615-0.0012981i,0.0041831-0.0077459i,-0.0039874-0.013521i
0.13662+0.28045i,0.020326+0.36642i,-0.20163+0.25353i,-0.30589+0.095603i,-0.21076+0.055066i,-0.056365+0.069473i,0.028649+0.061801i,0.023766+0.031079i,-0.015459+0.016233i,-0.031875+0.013437i,-0.036952+0.0050375i,-0.041949+0.0067289i,-0.02903+0.0082456i,-0.0090201-0.0078548i,0.00052743-0.030432i,0.0023674-0.043239i,0.0026567-0.039404i,0.0049602-0.024493i,0.0032235-0.0071194i,0.00021217+0.0052848i,0.0033743+0.0066268i,0.0073073+0.0026756i,0.0068048+0.0014769i
-0.3071+0.1199i,-0.34651+0.22751i,-0.15938+0.37282i,0.054143+0.40019i,0.07746+0.23009i,-0.011078+0.04376i,-0.036596-0.033926i,0.0036911-0.055767i,0.033731-0.052579i,0.044051-0.028663i,0.048794-0.016585i,0.04233-0.027317i,0.02232-0.038488i,0.0030317-0.028528i,0.0010291-0.0051456i,0.0093082+0.0068474i,0.0091173+0.0026817i,0.0028202-0.0035851i,-0.00045766-0.0052408i,-0.0023027-0.0063787i,-0.0064642-0.0038354i,-0.0060863+0.0052726i,0.0046319+0.010958i
0.083396-0.33475i,0.22967-0.5061i,0.32538-0.59794i,0.25121-0.59423i,0.09693-0.44735i,0.0045103-0.2241i,-0.040417-0.05206i,-0.058163+0.049502i,-0.031379+0.070637i,-0.01071+0.032803i,-0.01694+0.018745i,-0.017835+0.030488i,-0.011537+0.034017i,-0.0057552+0.028022i,-0.0067767+0.020705i,-0.010323+0.021988i,-0.00306+0.023512i,0.0083202+0.012582i,0.012489-0.0037876i,0.0084491-0.0111i,0.00015332-0.008008i,-0.010304-0.0051961i,-0.020914-0.0056977i
