-0.0011345+0.0011483i,-0.0011144-0.00049693i,-0.0012906-0.0017028i,-0.0014215-0.0012233i,-0.0014936-0.00028576i,-0.0021366+0.0014347i,-0.0020206+0.0026342i,-3.8932e-05+0.002511i,0.0010803+0.0014824i,0.00069757+0.00018565i,0.00041727-0.00041909i,-5.7472e-05-0.00023998i,9.0941e-05+2.9692e-05i,-0.00048041-0.00015745i,-0.0012745-0.00091187i,-7.021e-05-0.00057501i,0.00051117+0.00010704i,-0.00056983+1.2779e-05i,-0.00029131+0.00012315i,0.00049565+0.00044314i,0.00083147-2.3003e-06i,0.00065778-0.00027235i,7.3602e-05-0.00066898i
0.0016494-0.0012067i,0.0010632-0.0013157i,0.001-0.0019428i,0.00082767-0.00021525i,0.00046734+0.001873i,-0.00024497+0.0027894i,5.6884e-05+0.0019471i,0.00072979+0.00079045i,0.00050127+0.00074697i,0.0003742+0.00020788i,0.00050935+8.6537e-05i,0.00056863+0.00082692i,0.00051478+0.0011849i,-0.00014811+0.0010245i,-0.0006185+0.00079961i,-0.00054371+0.00080009i,-0.00048141+0.00047655i,0.000135-0.0001086i,0.0007904+0.00087602i,0.00083521+0.0010718i,0.00061513+0.00010521i,-4.9391e-05+0.00040494i,-0.00050659+0.0005206i
0.00022721+0.0005091i,0.00021251+0.00012114i,-0.00082102-0.00062167i,-0.00099995-0.00048127i,3.2163e-05+0.00037183i,-0.00040703+0.00040228i,-0.0016563+0.00010434i,-0.0012403+0.00048636i,-0.00090836+0.0013676i,-0.0012345+0.0018135i,-0.00063093+0.0018122i,0.00025957+0.0014916i,0.00093666+0.00075027i,0.0010641+0.00078175i,0.0006399+0.0010493i,-0.00019274+0.00096048i,-0.00023027+9.371e-05i,-0.00037349-0.00067501i,-0.00046087-0.00059253i,0.00086883-0.00062169i,0.0011201-0.00049164i,0.00051046+0.00039771i,0.00011597+0.00060885i
-0.0014848+6.678e-05i,-0.00038425-1.2557e-05i,0.00026697+0.00047559i,0.00010658+0.0010435i,-0.00034902+0.0012485i,-0.0005053+0.0013718i,-4.0234e-05+0.0020144i,0.00025741+0.0013345i,-0.00043518-0.00024911i,-0.00053145-0.00015437i,-0.00036725-9.1142e-05i,-0.00074024-0.00017427i,-0.00074698-0.00012349i,-0.00061934-0.00010133i,-0.00066926+0.00064927i,-0.00053131+0.00099522i,-0.00022239+0.00061373i,6.3946e-05+0.00016123i,0.00065187+6.8239e-05i,0.00054716+0.00051727i,0.00022716+0.00062468i,0.00031071-0.00013016i,0.00028286-0.00037542i
0.0003363-0.000875i,0.00098009-0.00072322i,0.0011625+0.00050405i,0.00022003+0.00053313i,-0.00088916+0.00015909i,-0.0018959+0.0011533i,-0.0020067+0.0023061i,-0.0011517+0.0016319i,-0.00083874+0.00018937i,0.00031795-0.00043001i,0.0016057-0.00077168i,0.001323-0.00030127i,0.0011673-1.0875e-06i,0.00034222-3.5464e-05i,-0.00091097-4.1305e-08i,-0.00092628+0.00041681i,-0.00018656+0.00023971i,0.00039983-0.00079844i,-0.00022583-0.00085046i,-0.00036764-0.000758i,0.00017183-0.00020985i,-0.00033029+0.00033409i,-0.00039109+0.00028452i
0.0011535+0.00097497i,0.00079393+0.0015606i,0.0013701+0.00080484i,0.0014477+5.1459e-05i,-0.00016117+0.00025342i,-0.0018144+0.0012491i,-0.0015067+0.0022044i,-0.00025957+0.0019602i,0.00019974+0.001269i,0.00045289+0.00092121i,0.00020141+0.00020896i,-0.00014052+0.00021943i,4.5463e-05+0.00034571i,0.0001656+7.3475e-05i,-0.00032247+0.00015928i,-0.00074934+0.00050449i,-0.00047262+0.00043704i,0.00010569+0.00036269i,0.00036346+0.00081725i,0.00012104+0.00028889i,0.00028161-0.00064643i,0.00053415-0.00069324i,3.4583e-05-0.00038673i
0.002253+0.00074995i,0.0015589-0.0011366i,0.00065232-0.0015872i,-5.9268e-06-0.00037542i,-0.00047534+0.0010581i,-0.00068749+0.0017922i,-0.00074186+0.0014254i,3.9226e-05+0.0010323i,0.00080458+0.00062499i,0.00038572+0.00017972i,0.00012632+0.00043064i,0.00029026+0.00057074i,0.00017323+0.00055474i,-0.00053696+0.00057569i,-0.00045736+0.00056281i,-0.00025055+0.00049408i,-0.00033247-0.00031943i,-0.00054351-0.00011876i,-0.00056226+0.0006098i,-7.7736e-05+0.00056991i,0.00018542-0.0003241i,0.00029645-0.00019327i,0.00045241-0.00014799i
0.0017858+0.00094647i,0.0011748-0.00056341i,0.0013847-0.0017955i,0.0012787-0.0016125i,-0.00036704-0.00080366i,-0.001682+0.00039402i,-0.00046328+0.001561i,0.00014374+0.00097663i,-0.00068026-0.0005319i,-0.00051427-0.00099776i,-0.00032555-0.00099747i,-0.00055955-0.00061407i,-7.9091e-05+0.00063167i,-0.00035652+0.0013061i,-0.0011067+0.0010502i,-0.00033598-5.2472e-05i,0.00029356-0.00030518i,-1.445e-05+0.00035135i,-8.0346e-05+0.00032036i,-1.3511e-05-0.00057632i,0.00024489-0.00067719i,5.543e-05-0.00030363i,-0.00060428-5.6502e-05i
0.00038137-0.00073054i,0.00077919-0.0013886i,0.00043877-0.0017907i,0.00026969-0.0010185i,-0.00076445+6.02e-05i,-0.0017677+0.00077174i,-0.001673+0.001562i,-0.00063651+0.0012207i,0.00014061+0.0006447i,-0.00026793+0.00074786i,-0.00022415+0.00099041i,0.00039479-5.6351e-05i,0.00026183-0.00033848i,-7.178e-06-0.00017324i,-0.00013896+0.00044576i,-0.00044656+0.00072754i,-0.00028586-0.0002041i,0.00056773-0.00066219i,0.0010336+0.00022528i,0.0008502+7.3296e-05i,-2.6086e-05-0.00067653i,-0.00060951-0.00076336i,-0.00026743-0.00044455i
-0.00027296+0.0010078i,-0.00017099+0.0019123i,-0.00022931+0.0022879i,-0.00042779+0.0022324i,-0.00022041+0.0022034i,-0.00011745+0.0017926i,-0.00039893+0.0016462i,-0.0006069+0.0020665i,-0.00092606+0.0014607i,-0.00046517+0.00040682i,0.00050612-7.4759e-05i,0.00092074-0.00046188i,0.00016433-0.00026745i,-0.00012274+7.9731e-05i,8.0501e-05-0.00032034i,-0.00023895-0.00024518i,-0.00024615+0.00030381i,-0.00047597+0.00010384i,-0.00072018-0.00019106i,-0.00042319+0.00024676i,-1.1785e-05+0.00020001i,-1.2673e-05-0.00027595i,-2.7795e-05+0.00013017i
0.00035552+0.00037286i,0.00092471+0.00068121i,0.0013414+0.0003071i,0.00098791+0.0010258i,-0.00020125+0.0021114i,-0.0012448+0.0027488i,-0.0011608+0.0030559i,-0.00053256+0.0024228i,2.3463e-05+0.0011372i,0.000142+0.00050291i,0.00012321+0.00046428i,0.00031485+0.00049237i,-6.7161e-06+0.0008725i,-0.00051135+0.00073375i,-0.00033334+7.2714e-05i,0.00023503+5.8452e-05i,-0.00026768+2.2882e-05i,-0.00045272-0.00067712i,0.00031931-0.00074828i,0.00045857-0.00091195i,0.00011542-0.00086114i,3.6811e-05+0.00034499i,-0.00094273+0.00087702i
0.0019649+8.3561e-05i,0.00093441-0.00051376i,0.0015906-0.0006049i,0.00095112-0.00062966i,-0.00060714-0.00025989i,-0.001017+0.001521i,-0.00032659+0.0024397i,8.5658e-05+0.0017167i,0.0001731+0.00047469i,0.00039585+0.00019872i,0.00026657+3.8692e-05i,-0.00013559+0.00020542i,-0.00051922+0.001067i,-0.0013663+0.0010104i,-0.0011772+0.00058836i,-0.0004536-8.5538e-05i,0.00019888-0.00086857i,0.0006946-0.00042582i,0.0005741+0.00017517i,8.8316e-05-3.9002e-05i,-0.0004172-0.00011072i,-0.000203+0.00023052i,1.7314e-05+0.00014802i
0.0013181+4.7018e-05i,0.0013118-0.0013421i,0.0007516-0.0019196i,7.169e-05-0.0015982i,-0.00035521-0.00063397i,-0.001486+0.00032239i,-0.0015607+0.0015558i,0.00017497+0.0019693i,0.00095084+0.0011935i,0.00089828-0.00055417i,0.00075023-0.0020115i,0.00023194-0.001269i,-0.00030334-0.00057909i,-0.0006359-0.00037363i,-0.00088435+0.00033342i,-0.00029888+0.00039812i,0.00022075-7.3002e-05i,0.00037077-0.00034223i,0.00038245-0.00025247i,0.00031804-0.00041426i,-2.8577e-05-0.00050168i,5.2807e-05-0.00087581i,-0.00068211-0.00057338i
0.0028366-0.0024937i,0.0026334-0.0025025i,0.0015421-0.0011049i,0.00017652+0.00037911i,-0.00072847+0.0014917i,-0.00099565+0.0023446i,-0.0012297+0.001899i,-0.0005373+0.00053807i,-8.1548e-05+0.00028972i,-0.00031776+0.00087138i,-0.00037772+0.00095967i,-0.00039391+0.00090134i,-0.00071473+0.00061372i,-0.00066901+0.00036403i,0.00027606+0.00040925i,0.0008598+0.00025293i,0.00010089-0.00038923i,-0.00045424-0.00082716i,-0.00053642-0.00052075i,-0.00031264-2.4598e-05i,-0.0001462+0.00041388i,2.7255e-05+0.00043376i,-0.0001806+0.00038076i
-0.0021756+0.0014354i,-0.0033301+0.002555i,-0.0033069+0.0023087i,-0.0028403+0.00093033i,-0.0020295+0.0012087i,-0.0013214+0.0023377i,-0.00090674+0.0019866i,-0.0010289+0.00082528i,-0.00048347+0.00021417i,-3.6474e-05+0.00059388i,0.00088919+0.00057571i,0.00094912-0.00014846i,0.00029866-0.0001925i,0.0006193+0.00026855i,0.0006646-9.0614e-05i,-0.00035013-0.00051916i,-0.00072968-0.00037486i,-9.279e-05+0.00022347i,-0.00031641-0.00011008i,-0.00062122-0.00076328i,-0.00025641-0.00071787i,5.4412e-05-0.00034849i,-8.0143e-05+2.3332e-05i
0.0010535+0.0012208i,0.00084769+0.0013553i,0.00087723+0.00032273i,0.00038981-0.00032846i,-0.00037794+0.00025251i,-0.0012417+0.0013177i,-0.0015562+0.0010281i,-0.0010787-7.2505e-05i,-5.0786e-05-0.00063713i,0.00092282-0.00076315i,0.00070894-0.00049167i,-0.00030831-0.00014816i,-0.00049101+0.00023403i,-0.00049608+0.00070967i,-0.0004295+0.00067607i,-0.00020306-1.9408e-05i,-1.1957e-06-0.00013737i,6.5732e-07+0.00024867i,-0.00064875+0.00063184i,-0.00096007+0.00018703i,0.00019175-0.00042278i,0.00097271-0.00052536i,0.00061242-0.00073514i
0.0015891-0.00053864i,0.0015547-0.0010786i,0.0015438-0.00049758i,0.0017912+0.00058085i,0.00075554+0.00087125i,-0.00011452+0.0014762i,-0.00012725+0.0025342i,0.0002515+0.0016555i,4.6578e-05-0.00011885i,-0.00023991-0.00032196i,0.00021167+0.00049514i,0.00039262+0.00093363i,-0.00058685+0.0010239i,-0.00061203+0.00095436i,0.00015706+0.00082374i,-0.00014933+5.2936e-05i,-0.00087048-0.0005444i,-0.00096547+0.00029461i,-0.00062789+0.00053409i,-0.00040579-0.00024418i,3.3066e-05+0.00016993i,0.00084915+0.00083897i,0.0010388+2.3032e-05i
0.0010719+6.5693e-05i,4.5897e-05-0.0011567i,-0.00094047-0.00235i,-0.0016011-0.0021817i,-0.00206-0.0006108i,-0.0015911+0.0010129i,2.0631e-05+0.0011622i,0.0010739+0.00083016i,0.00028766+5.9911e-06i,-0.00021972-0.00054096i,0.00017677+1.9309e-05i,0.00046476+0.000575i,0.00042008+0.0014102i,5.593e-05+0.0016591i,-0.00019237+0.0012525i,-0.0003573+0.0012579i,-0.00058586+0.00087895i,-3.2601e-05+0.00028326i,0.00022203+0.00030769i,0.00040508+0.00068094i,0.00051009+0.00064966i,-6.2132e-05-0.00031846i,-9.5698e-05-0.00075123i
0.00048279-0.0012234i,0.00023145-0.0004681i,-0.00076395-0.00072324i,-0.0016466-8.6895e-05i,-0.0020126+0.00083862i,-0.0020049+0.0016969i,-0.0017941+0.0018112i,-0.00070185+0.00085661i,0.00016315+4.1167e-05i,-0.00014007-2.0741e-05i,-0.00037794-0.00026492i,0.00062765+0.00020451i,0.00030538+0.0011716i,-0.00067709+0.0019017i,-1.6008e-05+0.0019614i,-7.2815e-06+0.0017434i,-0.000258+0.00086037i,0.00013173+5.2334e-05i,0.00068845+8.8285e-05i,0.00077517-0.00022534i,0.00035405-0.00053951i,-8.2307e-05-0.00054138i,0.00023563-0.00037346i
-0.0013423+0.0016552i,-0.0013654+0.001884i,-0.00084178+0.0013952i,-0.00087315+0.0014265i,-0.0010553+0.0017931i,-0.00076715+0.0016578i,-0.00032086+0.0013047i,-0.00046636+0.00015083i,-0.00023136-0.0007543i,0.00037401-0.0004688i,-4.0136e-05-0.00020235i,-0.00077852-0.00028015i,-0.00071195+5.5996e-05i,-0.00017113-0.00020826i,0.00038572-0.00078758i,0.00038313-0.00011057i,-0.00016573+0.00041238i,-0.00078535+0.00045976i,-0.00011953-8.9643e-05i,0.000989-0.00027655i,0.00061185+0.00067749i,-5.3435e-05+0.00030341i,-0.00036008-0.00035033i
0.0002663-6.6072e-05i,6.5101e-05-0.0001225i,-0.0001966-0.00077062i,0.0003655-0.0011224i,0.0001739-5.1679e-05i,-0.0006472+0.0003814i,-0.0005502+0.0002979i,-0.00014467+3.6754e-05i,0.00016846-0.0001972i,0.00017152-8.6822e-05i,4.7137e-05-3.8017e-05i,0.00062226-0.00025369i,0.0014455+0.00047979i,0.0013093+0.0019799i,0.00060227+0.001437i,0.00028852+0.00016129i,-3.6213e-05-0.00047429i,-0.00037555-0.00084651i,-0.00027548-0.00046542i,-0.00010274+5.7763e-05i,0.00055018-0.00017211i,0.0014243-0.00026528i,0.00030713-7.4508e-05i
0.0016171+0.00030769i,0.0015499+0.000415i,0.00046577+0.0011315i,-0.0012455+0.0021356i,-0.0023586+0.0025157i,-0.0012646+0.0022607i,-0.00031602+0.0021003i,-0.00055924+0.0020097i,-0.00068362+0.001383i,-0.00018811+0.00037594i,6.8398e-05+0.00023135i,-0.00030645+0.00043376i,-0.00029975+0.00056985i,0.00021201+0.00077425i,5.3744e-05+0.00035924i,-0.00047557-0.0002217i,-0.00071246-0.00021966i,0.00019742-0.00010742i,0.00036383+0.00040147i,-0.00010442+0.00050891i,0.00027772+0.00039152i,0.00073435+3.1132e-05i,0.00073494+6.8207e-05i
0.0003698+0.0010266i,0.00077143+0.00040647i,0.0021627-0.0013765i,0.0016857-0.0016554i,3.3607e-05-0.00024717i,-9.6319e-05+0.0014187i,-0.00020126+0.0017888i,-0.00057542+0.0013816i,-2.7635e-05+0.0010395i,-1.8127e-05+0.00040463i,8.9251e-05+0.00020296i,-4.6835e-05-0.00011806i,0.00020917-0.00044192i,0.00052618-9.3762e-06i,0.00047009-1.7657e-05i,0.00075392-0.00026589i,0.00040695-0.00015523i,-0.00045771-0.00012452i,-0.0004401+0.00019704i,-1.4247e-05-0.00012011i,0.00022449-0.00086936i,-0.00027022-0.0008306i,-0.0010547-0.00086243i
-0.00017833-0.0010465i,-0.0020582-0.0017768i,-0.0024978-0.0022099i,-0.0017926-0.0013327i,-0.0014272-0.00022202i,-0.00071851+0.001368i,0.00024538+0.0017766i,0.00031406+0.00097731i,-0.00034777+0.00062231i,-0.00092034+0.00047276i,-0.00045461+0.00095483i,-0.00043475+0.0012936i,0.00018157+0.0012514i,0.00089013+0.0014455i,0.00046292+0.00078701i,7.7724e-05+0.00039102i,-0.00026036+0.00080361i,0.00021999+0.00073862i,0.00049383+0.00029201i,0.00028874-0.00046354i,0.00042172-0.00042768i,-0.00022234+0.00050352i,-0.00073442+0.00038824i
-0.0006923-0.00043714i,-0.0016204-0.00015243i,-0.0015843+0.0009995i,-0.0017089+0.0015042i,-0.0020078+0.0013993i,-0.0017059+0.0012995i,-0.0019094+0.00090132i,-0.001553+0.0007298i,-0.00048798+0.00030113i,0.00026558-0.00031851i,-0.00016426+0.00058556i,-0.00068535+0.0010278i,-0.00039048+0.0002205i,8.607e-05+0.0002789i,-0.00039355+0.00017215i,-0.00066681-0.00030749i,0.00024007-0.00019843i,0.00038147-0.00047239i,0.00073014-0.00033817i,0.0011361-2.432e-05i,0.00066884-0.00041532i,0.0002665-0.00044363i,0.00036337-0.0002151i
0.0011745-0.0013558i,0.0017494-0.0019795i,0.0018196-0.002407i,0.00082647-0.0018624i,0.00047207+0.00024345i,0.0003383+0.0015257i,-0.00012998+0.00092609i,0.00030888+0.00037032i,0.00045067+0.00012472i,0.00060026+0.00043699i,0.0013757+0.00039142i,0.0014655-7.5331e-05i,0.0008206+0.00011727i,0.00037166+0.00019834i,0.00061076+0.00026678i,0.00069016+0.00027832i,0.00020286-0.00037349i,0.00018908-0.00097516i,0.00021805-0.00058168i,5.43e-05-0.00012083i,9.8119e-06-0.00065325i,0.00012513-0.00055316i,-0.00035327-0.00015641i
0.00043363+0.00097959i,-0.00087349+0.0019222i,-0.0019575+0.0017981i,-0.0011377+0.0011276i,-0.00034215+0.00012019i,-0.00097836+0.00046974i,-0.00098675+0.00047446i,0.00011136-3.1195e-05i,6.343e-07-2.1484e-05i,-0.00035363+7.6032e-05i,-0.00033227+0.00066755i,-0.00075747+0.00090142i,-0.00029629+0.00044736i,0.00056406+0.000431i,0.00026673+0.0011352i,-0.0007095+0.0013984i,-0.0015103+0.00050617i,-0.00070956-9.0889e-05i,6.2527e-05+2.2151e-05i,-9.385e-05-0.00013932i,0.00021356+0.00010795i,0.0010072+0.0001352i,0.00097352+8.6094e-05i
-0.0014876+0.0013008i,-0.00052437+0.001534i,0.00066411+0.0022108i,0.0011867+0.0024714i,0.00044424+0.0017828i,-0.00017426+0.00097966i,-0.00033592+0.0011446i,-0.00057154+0.0011166i,-0.0005774-2.092e-05i,0.00013268-0.00037053i,0.0010218+0.00016525i,0.0013241-0.00050321i,0.0014944-0.0003697i,0.00094466-0.00024778i,-0.00015271-0.00081062i,-0.00066474-0.00020409i,-7.2633e-05-9.3068e-06i,0.00023658-9.0726e-05i,-0.00022458-1.1118e-06i,1.2298e-05+0.00021602i,-7.8592e-05-0.00027308i,-0.00011229-0.00075266i,0.000142-0.00047306i
-0.001495-0.0019793i,-0.0017324-0.0026474i,-0.0012914-0.0027998i,-0.0013021-0.0020008i,-0.0010448-0.00029714i,-0.0014761+0.0011399i,-0.0015231+0.0017893i,-0.0006353+0.0015978i,-7.9367e-05+0.00058622i,-0.00065775-0.00025028i,-0.00037201-0.00071917i,0.0011618-0.00070784i,0.0010315-0.00014918i,-0.00022827+9.7725e-05i,-0.00077278-0.00035542i,-0.00086443-0.00020498i,-0.0009239-0.0001998i,-0.00055748-4.8869e-06i,-0.00023908+0.00046264i,-0.0001469+0.00013361i,-9.8291e-05-0.00062246i,2.7368e-05-0.00047531i,-8.7251e-05-0.00054627i
-0.0009461-0.00059591i,-0.0019697+0.00034655i,-0.0025581+0.0010519i,-0.0024295+0.0009908i,-0.0021599-0.00017161i,-0.0018688-0.00010717i,-0.00084641-7.7973e-05i,-0.00011625-8.6295e-05i,-0.00011204+0.00035707i,0.00049387+0.00059013i,0.00035829+0.00064655i,-7.9344e-05+0.00073164i,-2.741e-05+0.001024i,3.6078e-05+0.0013351i,1.4434e-06+0.0010817i,-0.00058941+0.00076356i,-0.00078697+7.3622e-05i,-0.00056705-0.00091368i,-0.00092807-0.0013848i,-0.00090531-0.0014211i,-0.00031405-0.00069143i,0.00013279+0.00010563i,-0.0004443+0.00061288i
0.0024194+0.00095852i,0.0033877+9.0543e-05i,0.0029291-0.00011002i,0.001983+0.00016645i,0.0011365+0.0010849i,-0.00015597+0.0014351i,-0.00088704+0.0015916i,-0.00066221+0.0014407i,-5.3742e-05+0.0012589i,0.00046017+0.00090962i,0.00073+0.0004959i,0.00078863+0.00034982i,0.0005099-7.8527e-05i,0.00037147-0.00067789i,-2.2209e-05-0.0012428i,-0.00056626-0.00094414i,-0.00083325+0.00025385i,-0.00080889+0.00034331i,-0.00016725-0.00046875i,-2.2357e-05-0.0008034i,-0.0004385-0.00021218i,-0.00042908-0.00054464i,-0.0005576-0.00042646i
-0.000189+0.00023524i,0.00065094-0.00012536i,0.00085097-0.0015101i,-8.5966e-05-0.0017456i,-0.0011459+0.00051271i,-0.0011948+0.0019617i,-0.00074478+0.001031i,-0.00047816-0.00030133i,-0.00048575-0.00029758i,-0.00051517+0.00013546i,-0.00014697+0.00047438i,-0.00011496+0.00063076i,-0.00043087+0.00010033i,-0.00024559+0.00029572i,0.00041012+0.00066498i,0.00055308+0.00068751i,-8.0834e-05+0.0010844i,-0.00011406+0.0014632i,0.00026897+0.0016179i,0.00031681+0.0007734i,-0.00014487+4.06e-05i,-0.00072027+0.00045002i,-0.00071114+0.00031266i
-0.00064239+0.001724i,-0.0012561+0.0014277i,-0.00050688+0.00059731i,-0.00078198-0.00059855i,-0.0011841+0.00012877i,-0.0012833+0.0019865i,-0.00076711+0.0020652i,-0.0002202+0.0012655i,-0.0001867+8.5137e-06i,0.00014263-0.00021869i,8.7608e-06-0.00036299i,-0.0005127-5.6905e-05i,-0.00089857+0.00059624i,-0.0010968+0.00042888i,-0.00085563+0.00083385i,-0.00017556+0.00066435i,-6.2017e-05+8.6427e-05i,-0.00063762-9.7202e-05i,0.00020739+0.00022144i,0.00081311+0.00074327i,0.00092751+0.00057439i,0.0007732+0.00010751i,0.00031594-0.00041223i
0.00062692-0.0011487i,0.0004529-0.0013144i,0.00031619-0.0015366i,-0.00029878-0.00099032i,-0.0011448-3.2239e-06i,-0.0013177+0.0015926i,-0.00045351+0.0018796i,0.00052212+0.0013337i,0.00010466+0.00066224i,-7.3634e-06-0.00023365i,0.00036482-0.00034175i,4.9666e-05-0.00091929i,-0.00012328-0.00093301i,-0.00016152+0.00019867i,-0.00029662+0.0001835i,-3.1689e-05-0.00047549i,-0.00027024-1.4775e-05i,-3.9916e-05+0.00053228i,0.00069024+0.00064241i,0.00050308+0.00085994i,-0.00019932+0.00047512i,-0.00049906+0.0001105i,-0.00028957+0.00041531i
0.00098938-0.0014708i,0.00020837-0.0022691i,-0.0008477-0.0019175i,-0.00075526-0.0003723i,-0.0003265+0.001427i,-0.00086314+0.0027883i,-0.00041856+0.0022107i,0.00082828+0.0013117i,0.00058026+0.00033006i,-0.00040146-0.00017141i,-0.00011365+3.4113e-05i,0.00075387-0.00067818i,0.00064948-0.00096328i,0.00012934-0.00026554i,0.00060594+0.00046181i,0.00067213+0.0003297i,0.00049012+6.5037e-05i,0.000835-0.00010563i,0.00042589-1.6609e-05i,-0.00064917-0.00019376i,-0.00081154-0.00056276i,-3.6588e-05-7.2025e-05i,-0.00020063+0.00042572i
0.00077876+0.0022034i,0.0007469+0.0021652i,-0.00039106+0.0013855i,-0.00077952-6.1129e-06i,-0.00060563+0.00053515i,-0.00079592+0.0018708i,-0.00025977+0.0011649i,0.00041812+0.00050878i,2.5401e-05-0.00019329i,-0.00030343-0.00088391i,-0.00019205-0.00072433i,-0.0005347-0.00022499i,-0.00078077+0.00060707i,-0.00036486+0.00076551i,-0.00024132+0.00045083i,-0.00047553+0.00073655i,-0.00048721+0.0011361i,-0.00014326+0.00069019i,0.00067513-0.00012624i,0.00080285-0.00040526i,0.00018957-0.00076653i,-2.7233e-05-0.00065868i,-5.6036e-05-9.2349e-05i
-0.0018383+0.0006789i,6.7421e-05+5.1646e-05i,0.0019082+8.5921e-05i,0.00062279+0.0015793i,-0.0012352+0.0014957i,-0.0024366+0.0020121i,-0.0024096+0.002189i,-0.0013235+0.0012126i,-0.0011178+0.00015019i,-0.00084658-0.00085753i,-0.00026812-0.0011294i,-4.0722e-05-0.00028042i,0.00062773+0.00018264i,0.0010458-0.00017231i,0.00032953-0.00071385i,-0.00027664-9.1677e-05i,-0.00022827+0.00045757i,8.7889e-05+7.7622e-06i,9.6459e-05+0.00042425i,-0.00045768+0.00060711i,-0.00101+0.00045202i,-0.00066972-0.00017239i,0.00016132-0.0008824i
-0.00052415-0.0042881i,-0.00085937-0.0039274i,-0.00121-0.0035333i,-0.0013822-0.0018569i,-0.0017003+0.00078172i,-0.0017119+0.0022975i,-7.0791e-05+0.0018799i,0.0011661+0.00060611i,0.00094926+0.0002445i,-4.1033e-05+0.00036324i,-0.00056877+0.00025269i,0.00017021+2.2223e-05i,0.0005646+0.00035388i,0.00040925+0.00069635i,0.00018706+0.00078137i,0.00054866+0.00039958i,0.00059463-0.00022709i,0.00033572-2.7464e-05i,0.000784+0.00015122i,0.00056816+0.00036916i,-0.00015725+0.00021329i,-0.00041879-0.00011901i,-0.00079813+0.00033043i
0.00070711-0.0011419i,0.0004127-0.001016i,-0.00086312-0.00027561i,-0.00063311+0.00081264i,-0.00042555+0.0016391i,-0.00063363+0.0015333i,-1.6043e-05+0.00075988i,0.00037854+0.0003136i,0.00054443+0.00017344i,0.00012044+0.00041588i,0.00027635+0.00087973i,0.00062283+0.00061004i,0.00022977+0.00050739i,4.3365e-05+0.00095544i,0.00011079+0.0015126i,0.00055202+0.0015302i,-0.00018526+0.00081294i,6.3771e-07-5.8839e-06i,0.0010512+0.0006464i,0.00090047+0.00081098i,0.00057097-0.00011886i,0.00049716+5.6198e-05i,0.00012396+0.00097593i
0.00030172+0.0025806i,0.0014185+0.00084085i,0.0018229-0.0013946i,0.00050837-0.0014456i,-0.0015161+2.7726e-05i,-0.0021585+0.0019957i,-0.0015407+0.0012449i,-0.0013203-8.0915e-05i,-0.0012811+0.00029162i,-0.00062596+0.00057406i,-0.00012869+0.00066113i,0.00043041+0.0002131i,0.00046663-8.2744e-05i,3.6927e-05+0.00032916i,0.0001266+0.00030015i,-5.16e-05-5.1801e-05i,2.7074e-05-0.00039794i,-8.1725e-05-0.00033324i,-3.8958e-05-0.00014558i,0.00019705-0.00048403i,-0.0005955-0.00051289i,-0.00058001-0.00033012i,0.00023532+0.00028964i
-0.00054338-0.00095879i,-0.0016257-0.00049725i,-0.0025515-0.000877i,-0.002523-0.0012173i,-0.0023403+0.00013975i,-0.0017522+0.0027535i,-0.00067933+0.0029945i,1.9358e-05+0.00089303i,7.0576e-05+0.00014916i,-0.00024305+0.0014429i,-0.00043594+0.00139i,-0.00052215+8.5705e-05i,-0.00010803+7.967e-05i,-1.9184e-05+0.00092104i,-0.00034567+0.0017142i,-0.00041147+0.0012052i,0.00012309-0.0001675i,0.00040137-0.00057705i,-1.3378e-05-0.00062116i,-0.0004571-0.00032831i,-0.00034588+0.00031245i,-0.00048218-7.5097e-05i,-0.0012085-0.00026624i
0.0008318+0.00023856i,0.0019229+0.0001918i,0.0015556+7.1647e-05i,0.00068788+0.00087054i,-0.00060275+0.0014949i,-0.0011637+0.001178i,-0.00051109+0.00045757i,0.00033521+0.00038559i,0.00039571+0.00073999i,0.00055332+0.00090229i,0.00096729+0.00064943i,0.00086164+0.00028777i,0.00022128-0.00035353i,-0.0005895-0.00064244i,-0.00033006+5.7421e-05i,-6.1355e-05+0.00088905i,-7.1603e-06+0.00040735i,0.00075751-6.7508e-05i,0.00084655+0.00029759i,0.00073646+0.00021259i,0.00071474-0.00066216i,0.0003234-0.00083424i,2.8163e-05-0.00029195i
0.0032985-0.0046239i,0.0020358-0.0054926i,0.00081591-0.005841i,-1.4284e-05-0.0033328i,-0.0013065+0.00043014i,-0.0010787+0.0027593i,-7.4612e-05+0.0021942i,0.00025028+0.00044163i,-0.00044633-0.00057119i,-0.0011013-0.00012549i,-0.0013239+0.00042692i,-0.00072766+0.00071635i,0.00056382+0.00089594i,0.00070523+0.001641i,0.00053564+0.0026599i,0.00085037+0.0021502i,0.00061732+0.00054531i,-0.00021162-0.0002343i,-0.00018674-0.00053629i,0.00034299-0.00094641i,-2.7943e-05-0.00064174i,-0.00091571-0.00019335i,-0.00097914-2.6862e-05i
