-0.0011345+0.0011483i,-0.0011144-0.00049693i,-0.0012906-0.0017028i,-0.0014215-0.0012233i,-0.0014936-0.00028576i,-0.0021366+0.0014347i,-0.0020206+0.0026342i,-3.8932e-05+0.002511i,0.0010803+0.0014824i,0.00069757+0.00018565i,0.00041727-0.00041909i,-5.7472e-05-0.00023998i,9.0941e-05+2.9692e-05i,-0.00048041-0.00015745i,-0.0012745-0.00091187i,-7.021e-05-0.00057501i,0.00051117+0.00010704i,-0.00056983+1.2779e-05i,-0.00029131+0.00012315i,0.00049565+0.00044314i,0.00083147-2.3003e-06i,0.00065778-0.00027235i,7.3602e-05-0.00066898i
-0.21921-0.06909i,-0.4136-0.092117i,-0.46682+0.0089137i,-0.27876+0.19153i,-0.037018+0.25207i,0.072948+0.16681i,0.092865+0.065333i,0.089288-0.0046266i,0.055441-0.030042i,0.016937-0.013706i,0.0042769-9.616e-05i,0.0058372-0.0043885i,0.0082425-0.0066333i,0.0082645-0.0011344i,0.0043377+0.0040079i,0.00056294+0.0069099i,-0.00029072+0.0081328i,0.0010905+0.0083119i,0.003745+0.0067571i,0.0053606+0.003649i,0.0052657+0.001419i,0.0017907-0.0008527i,-0.0039535-0.002255i
0.19688-0.10157i,0.35417-0.2198i,0.35196-0.3455i,0.13376-0.38368i,-0.064758-0.28078i,-0.10179-0.1294i,-0.087578-0.018975i,-0.074668+0.045678i,-0.038694+0.052383i,-0.012461+0.018809i,-0.012394-0.00039683i,-0.016035+0.0034522i,-0.017666+0.010215i,-0.016803+0.013039i,-0.0088984+0.011005i,-3.7725e-05+0.0018415i,0.0020245-0.0089522i,-0.0024442-0.011259i,-0.0050631-0.0037088i,-0.0026187+0.0044719i,-0.001307+0.0064613i,-0.00069524+0.0056436i,0.0035715+0.0056173i
-0.070151+0.20377i,-0.12167+0.41556i,-0.071491+0.54626i,0.084111+0.47847i,0.166+0.29637i,0.12572+0.1378i,0.082622+0.018536i,0.056333-0.060683i,0.023179-0.061976i,0.010286-0.02272i,0.015785-0.004788i,0.015762-0.0078836i,0.013204-0.010845i,0.012355-0.0075611i,0.0087734-0.00098823i,0.0031309+0.0050724i,-0.00020246+0.0089072i,0.0036393+0.0071617i,0.0096612-0.00096715i,0.011282-0.0091438i,0.0093044-0.0097616i,0.005309-0.0040041i,-0.0010078+0.0012117i
-0.087519-0.18683i,-0.18486-0.38353i,-0.29429-0.47603i,-0.35229-0.37224i,-0.29919-0.21569i,-0.18428-0.10418i,-0.095762-0.00468i,-0.038431+0.056327i,-0.005283+0.045041i,-0.003085+0.011834i,-0.010319+0.0032384i,-0.0074209+0.010722i,-0.00083364+0.015669i,0.0025745+0.012022i,0.0024975+0.0022701i,-0.0023707-0.0064967i,-0.0076398-0.0080047i,-0.0087841-0.0019312i,-0.0070361+0.003769i,-0.0038225+0.0044454i,-0.0015587+0.0029138i,0.001706-0.0008565i,0.0081159-0.0060607i
0.18479+0.079307i,0.39305+0.17172i,0.54687+0.20154i,0.52535+0.13101i,0.37836+0.069623i,0.21672+0.034361i,0.092288-0.031928i,0.014347-0.071475i,-0.0072505-0.04746i,0.0091521-0.017163i,0.019482-0.013106i,0.012935-0.01811i,0.0054964-0.019539i,0.0020904-0.017906i,0.0013864-0.011067i,0.0047323+5.5644e-06i,0.0096378+0.0053859i,0.010183+0.00037603i,0.0021363-0.0058877i,-0.0072495-0.007027i,-0.0088452-0.0058651i,-0.0064881-0.0026663i,-0.0068338+0.0044804i
-0.17681+0.06539i,-0.38687+0.11629i,-0.53132+0.15285i,-0.48835+0.14693i,-0.3452+0.083022i,-0.20454+0.039295i,-0.076756+0.067595i,0.0065317+0.083831i,0.016701+0.054229i,-0.0053273+0.028869i,-0.0113+0.024348i,-0.0029982+0.021511i,0.0028089+0.013308i,0.0015741+0.0053933i,-0.0050677-0.00050992i,-0.011478-0.0039425i,-0.013164-0.0043924i,-0.01087-0.00063647i,-0.0069817+0.0045723i,-0.0033148+0.0075279i,-0.0014933+0.0068027i,-0.0032331+0.0015081i,-0.005758-0.0080125i
0.087326-0.15789i,0.21917-0.3261i,0.32913-0.43346i,0.33064-0.37643i,0.27029-0.21251i,0.18322-0.10017i,0.060297-0.079574i,-0.025805-0.064467i,-0.030132-0.036203i,-0.0062933-0.024131i,-0.0013149-0.023412i,-0.0086158-0.0179i,-0.012567-0.0080061i,-0.0099125-0.00097061i,-0.0021461+0.0030026i,0.0085194+0.003061i,0.013314-0.0010175i,0.0091832-0.0047717i,0.0039993-0.0025697i,0.0023249+0.0030488i,0.0018804+0.0046645i,0.0024342+0.0056218i,0.0061792+0.011308i
0.033622+0.16329i,0.02749+0.36415i,-0.019288+0.50609i,-0.084195+0.45636i,-0.13457+0.29293i,-0.10795+0.1724i,-0.00076856+0.11146i,0.067909+0.060937i,0.050272+0.029478i,0.01498+0.024198i,0.0072362+0.024459i,0.011339+0.017562i,0.0099256+0.010453i,0.0044796+0.0096731i,-0.00154+0.011173i,-0.0093113+0.0113i,-0.01426+0.010941i,-0.0094408+0.010152i,0.00014323+0.0064682i,0.0061233+0.00082995i,0.0054242-0.0020024i,-0.0012746-0.0017233i,-0.0099322-0.0027992i
-0.12439-0.092352i,-0.23812-0.24162i,-0.27496-0.372i,-0.16827-0.36234i,-0.017886-0.25717i,0.023176-0.15317i,-0.040814-0.069961i,-0.077232-0.018704i,-0.052127-0.011293i,-0.022708-0.022277i,-0.015378-0.022494i,-0.013611-0.013377i,-0.0085212-0.0071724i,-0.0018097-0.0069868i,0.0056873-0.0090029i,0.0093448-0.012601i,0.0073919-0.014105i,0.0035556-0.011419i,0.00096557-0.0095533i,-5.2096e-05-0.008983i,-0.00037885-0.0071942i,0.0027036-0.0048158i,0.012095-0.0029108i
0.13774-0.0072828i,0.30325+0.041793i,0.39022+0.12947i,0.28246+0.18972i,0.09967+0.19141i,0.025567+0.13399i,0.053415+0.042376i,0.069727-0.014476i,0.051751-0.012509i,0.035829+0.0061384i,0.029151+0.0095489i,0.023384+0.0056975i,0.017366+0.0032238i,0.012969+0.0021152i,0.0081767+0.0050056i,0.0025273+0.012473i,-0.00029075+0.016915i,0.00027083+0.013054i,-0.0010054+0.0061358i,-0.0041338+0.0032205i,-0.0047495+0.0029839i,-0.0038916+0.003882i,-0.0070639+0.0064806i
-0.090491+0.090104i,-0.23088+0.14932i,-0.33437+0.12651i,-0.27615+0.008599i,-0.13511-0.095484i,-0.068401-0.085944i,-0.071656-0.0022845i,-0.068087+0.044469i,-0.048127+0.03411i,-0.032436+0.012467i,-0.024632+0.0029832i,-0.019736+0.00061797i,-0.014369-0.0010227i,-0.010164-0.0034976i,-0.0076701-0.0082005i,-0.0062651-0.014046i,-0.0051705-0.015286i,-0.0040841-0.010764i,-0.0047747-0.00419i,-0.0048487-0.00041776i,-0.0033423-0.00066371i,-0.0018281-0.0042807i,0.0019864-0.010895i
0.011976-0.11181i,0.084385-0.23367i,0.17736-0.27298i,0.18854-0.14836i,0.12227+0.0093868i,0.072676+0.033717i,0.049483-0.035665i,0.028024-0.066913i,0.018638-0.043709i,0.022755-0.018809i,0.024982-0.012056i,0.020548-0.010749i,0.013926-0.0078823i,0.0083833-0.0040931i,0.0064195+0.0026657i,0.0094641+0.0090193i,0.011086+0.010091i,0.0082028+0.0078651i,0.0051773+0.0069048i,0.004363+0.0064589i,0.0041331+0.0045762i,0.0022175+0.0039801i,-7.4272e-05+0.008988i
0.059697+0.080429i,0.075672+0.20172i,0.034451+0.27095i,-0.032273+0.1775i,-0.056824+0.02994i,-0.03741+0.0035401i,-0.0014329+0.05742i,0.018418+0.072754i,0.0088448+0.047636i,-0.0072088+0.027326i,-0.013157+0.022302i,-0.012721+0.01913i,-0.0095992+0.014708i,-0.0071237+0.01164i,-0.0086815+0.007336i,-0.013693+0.00155i,-0.015645-0.0030898i,-0.010333-0.0041941i,-0.0031417-0.0027676i,0.00033743-0.0026672i,-0.00024933-0.0037165i,-0.0032479-0.0036687i,-0.0060744-0.0061802i
-0.085631-0.026808i,-0.16989-0.10188i,-0.18377-0.16925i,-0.086715-0.12249i,0.010266-0.016386i,0.020957+0.0078943i,-0.014884-0.028749i,-0.03027-0.043026i,-0.018758-0.033299i,-0.0057501-0.02375i,-0.00025111-0.020383i,0.0028903-0.018245i,0.0039688-0.013425i,0.0051363-0.0073244i,0.010011-0.002728i,0.014182-0.0014737i,0.013046-0.001051i,0.0084954+0.00092863i,0.0045734+0.0012193i,0.0021386-0.00077848i,0.0009867-0.0010597i,0.0021133+0.0016383i,0.0058644+0.0056913i
0.071294-0.029791i,0.16637-0.022582i,0.20793+0.015503i,0.11672+0.029918i,0.0059409+0.0057022i,-0.0045888+0.0054043i,0.038215+0.024712i,0.05274+0.025862i,0.034074+0.015076i,0.015035+0.011267i,0.0083716+0.014762i,0.006113+0.016402i,0.0043077+0.011313i,0.0022805+0.0054663i,-0.0033184+0.0049868i,-0.0087466+0.0083657i,-0.010039+0.0086396i,-0.0081729+0.0029995i,-0.0057349-0.002174i,-0.0041816-0.0035205i,-0.0027445-0.0022465i,-0.0024721-0.0013637i,-0.0053904-0.0023114i
-0.030986+0.061768i,-0.10154+0.11264i,-0.15362+0.11621i,-0.098282+0.070449i,-0.0081107+0.037014i,-0.0043439+0.023754i,-0.04544+0.013737i,-0.053634+0.0060491i,-0.032535+0.00058076i,-0.015215-0.0037291i,-0.011606-0.0079311i,-0.012701-0.0099619i,-0.0097776-0.00793i,-0.0036978-0.0047641i,0.0013138-0.0060348i,0.0043539-0.010458i,0.005375-0.0094023i,0.0050819-0.0028655i,0.0029504+0.0013359i,0.00033831+0.0023611i,0.00041336+0.0024899i,0.0019762+0.0013684i,0.0054992-0.0002661i
-0.01292-0.053619i,0.0099667-0.12934i,0.045337-0.1672i,0.026483-0.11636i,-0.024165-0.050201i,-0.014986-0.029572i,0.024454-0.032032i,0.031501-0.027741i,0.018333-0.013832i,0.011668-0.0043778i,0.01266-0.0021343i,0.014453-0.00079226i,0.0099894+0.00063781i,0.00078312+0.0022329i,-0.0035599+0.0070622i,-0.0025609+0.010392i,-0.0016835+0.0082378i,-0.0029299+0.0037414i,-0.0035527+0.0011601i,-0.0027961-0.00014073i,-0.0033332-0.00070549i,-0.0043825-0.00064098i,-0.0062395+0.00053206i
0.043404+0.030482i,0.071048+0.092216i,0.072528+0.1386i,0.063362+0.10115i,0.060139+0.038355i,0.031044+0.031506i,-0.0033492+0.046603i,-0.012054+0.040568i,-0.0068846+0.021185i,-0.0025969+0.0077987i,-0.0058823+0.0047686i,-0.010227+0.0049923i,-0.0065305+0.0044763i,-0.00022433+0.0014357i,0.00025787-0.0033048i,-0.0022105-0.0066722i,-0.0018126-0.0070674i,0.0020361-0.005355i,0.005517-0.0021051i,0.0056703+0.00052141i,0.004192+0.00082158i,0.0027315-0.0012762i,0.0030196-0.00427i
-0.046002-0.0028839i,-0.10068-0.034481i,-0.12974-0.069955i,-0.10806-0.050416i,-0.075858-0.0059615i,-0.044488-0.0076635i,-0.017283-0.028983i,-0.0038445-0.028906i,0.0009171-0.014319i,0.002553-0.004585i,0.0050508-0.0063764i,0.0065373-0.009256i,0.0048617-0.0059554i,0.0043422+0.00089835i,0.0059033+0.006543i,0.0067265+0.0068507i,0.0039256+0.0050954i,-0.00054768+0.0041527i,-0.0023639+0.0024411i,-0.0029435-0.00022692i,-0.0033489-0.00034142i,-0.003841+0.0025799i,-0.0044506+0.0061192i
0.029869-0.023672i,0.085761-0.030815i,0.13076-0.021406i,0.11675-0.019868i,0.078068-0.027636i,0.051896-0.0070257i,0.035394+0.020769i,0.022418+0.023857i,0.0090401+0.012612i,0.0016328+0.0052893i,0.0020252+0.0066073i,0.0038339+0.009007i,0.0048792+0.0054828i,0.0040818-0.002338i,-0.00092276-0.0062611i,-0.005927-0.0035177i,-0.0058217-0.00066449i,-0.0027104-0.0014331i,-0.00019603-0.0023508i,0.0019534-0.0010931i,0.0031753-0.00064857i,0.0028558-0.0019648i,0.0018891-0.003668i
-0.0096984+0.033564i,-0.045484+0.069007i,-0.089295+0.089064i,-0.087325+0.084996i,-0.052255+0.069178i,-0.035239+0.036023i,-0.03086+0.0047424i,-0.021814-0.0077823i,-0.0092014-0.0083162i,-0.0023954-0.0048327i,-0.0036387-0.0038207i,-0.0066739-0.0040791i,-0.0064029-0.0030943i,-0.0029234-0.00097404i,0.0007572-0.00043239i,0.0024439-0.0020503i,0.0022486-0.0021487i,0.0011911-0.00030249i,-0.0010612+0.0011182i,-0.0027983+0.0013758i,-0.0021866+0.0020924i,-7.5035e-05+0.0027128i,0.0025368+0.0034558i
-0.011661-0.02893i,-0.0043515-0.072729i,0.017196-0.10958i,0.021425-0.10566i,0.01139-0.072706i,0.020028-0.034942i,0.031115-0.011879i,0.025006-0.0036936i,0.011735+0.00019236i,0.0043329+0.0013457i,0.0041396+0.00076472i,0.0063328-0.00044315i,0.0051425-0.0013482i,-0.00076335-0.0018155i,-0.0052047-0.00057329i,-0.0041068+0.0018248i,-0.001515+0.0020386i,-0.00015335+0.0012086i,0.00080712+0.0011215i,0.0012547-0.00019854i,8.6972e-05-0.0033698i,-0.0025457-0.0048849i,-0.0043508-0.0041267i
0.019781+0.012357i,0.036642+0.047356i,0.038537+0.089188i,0.029824+0.097287i,0.022043+0.074807i,0.0057012+0.051388i,-0.010008+0.032723i,-0.013467+0.017041i,-0.0094171+0.005291i,-0.0045608-0.00038948i,-0.0036521+0.00059029i,-0.0055265+0.0047984i,-0.0045468+0.0082613i,0.00048315+0.0088603i,0.003791+0.0066489i,0.0023193+0.0023699i,-0.00046432-0.00050795i,-0.0014364-0.00022914i,-0.0004759+0.00063701i,0.00088359+0.0021626i,0.0011833+0.0036764i,0.0016474+0.0024188i,0.002588+0.0008254i
-0.017912+0.0011746i,-0.047591-0.017797i,-0.070502-0.052003i,-0.06925-0.06557i,-0.055056-0.048319i,-0.032704-0.028333i,-0.011303-0.018613i,0.0011861-0.012257i,0.0063039-0.0058946i,0.0056964-0.003946i,0.0041547-0.0067292i,0.0024092-0.0095184i,0.00049777-0.0091982i,-0.00021519-0.00466i,-0.00020959+0.00063709i,0.002139+0.0032812i,0.0037667+0.003007i,0.0031834+0.0011871i,0.00207-0.00042816i,0.00069686-0.0014092i,-0.001123-0.0019645i,-0.0029091-0.00082445i,-0.0041324+0.0021174i
0.013058-0.012078i,0.04533-0.013608i,0.082126+0.00049542i,0.088732+0.014737i,0.063856+0.015651i,0.031842+0.016365i,0.011908+0.02106i,0.0041065+0.020123i,-0.000433+0.013781i,-0.00017161+0.0091485i,0.0029748+0.0074879i,0.0060079+0.0081093i,0.0092903+0.008797i,0.012315+0.0067682i,0.011431+0.0035982i,0.0050789+0.0017061i,-0.0010043+0.0020843i,-0.0026447+0.0026225i,-0.0025608+0.0013166i,-0.001237+0.00027666i,0.0006929-0.00046935i,0.0018915-0.0016162i,0.0019731-0.0022552i
-0.003953+0.016742i,-0.025626+0.032537i,-0.059012+0.03744i,-0.071443+0.026427i,-0.053349+0.013138i,-0.032714+0.0014995i,-0.020761-0.0078735i,-0.012247-0.01092i,-0.0052902-0.0091987i,-0.0026481-0.0060688i,-0.0045624-0.0042226i,-0.006862-0.0039435i,-0.0095261-0.004351i,-0.011419-0.0040226i,-0.010388-0.0035089i,-0.0071339-0.0031238i,-0.0038239-0.002825i,-0.0013484-0.0026166i,-0.00062946-0.0014992i,-0.0011769-0.00035244i,-0.00073606-4.4998e-05i,0.00027549+0.00082555i,0.0018174+0.002822i
-0.0049476-0.012603i,0.0032893-0.032844i,0.026115-0.051795i,0.043602-0.049622i,0.039329-0.030496i,0.029522-0.013539i,0.023685-0.0040349i,0.017259+0.0014693i,0.011252+0.0037826i,0.0086108+0.0029829i,0.0078824+0.00058592i,0.0084314-0.0022061i,0.010699-0.0046575i,0.011945-0.0069762i,0.010036-0.0076439i,0.0061211-0.0053688i,0.0031283-0.0022747i,0.0013364+0.00020646i,0.0006605+0.0023478i,0.00068504+0.0026936i,-0.00024905+0.001358i,-0.0015288+0.00029687i,-0.0025859-0.00067405i
0.0065435+0.0060513i,0.0098856+0.025742i,0.0010303+0.052749i,-0.012709+0.061776i,-0.014121+0.049006i,-0.0085253+0.033298i,-0.0066599+0.020214i,-0.0086731+0.0085491i,-0.010189+0.0019009i,-0.0083907+0.0021173i,-0.0052325+0.0049307i,-0.0053421+0.0072351i,-0.0093002+0.0092195i,-0.011612+0.012355i,-0.010129+0.013743i,-0.005814+0.010242i,-0.0029028+0.0046888i,-0.0012538+0.00036097i,0.001008-0.0018262i,0.0025241-0.0017904i,0.0018685-0.00095767i,0.0017366-0.00072356i,0.0034037-0.00073529i
-0.0095909-0.0016141i,-0.021058-0.014047i,-0.02654-0.03907i,-0.019113-0.051482i,-0.010598-0.036962i,-0.0041117-0.017301i,0.003074-0.0093908i,0.0069587-0.0081263i,0.0059601-0.0073636i,0.0033078-0.0065011i,0.00089763-0.0056759i,-0.00060016-0.0067177i,0.00020703-0.0096102i,0.0012802-0.011272i,0.0014153-0.010391i,0.0012822-0.007442i,0.00129-0.0042569i,0.0018138-0.0028583i,0.0012302-0.0027947i,0.00016124-0.0018524i,-0.00082428+0.00022997i,-0.0019283+0.0011138i,-0.0038165+0.0010388i
0.0084028+0.0023696i,0.024153+0.0059292i,0.040063+0.020903i,0.037183+0.034594i,0.020417+0.031217i,0.0060756+0.02369i,-0.00080318+0.021665i,-0.0023583+0.017557i,-0.0010613+0.012006i,0.0026839+0.0079311i,0.0052559+0.0043833i,0.0060863+0.0034229i,0.0078743+0.0073954i,0.0095984+0.013319i,0.0091066+0.014025i,0.0061481+0.010629i,0.0018612+0.0076488i,-0.0010146+0.0042684i,-0.0020225+0.00022398i,-0.0033633-0.0023766i,-0.0029285-0.00392i,-0.00086971-0.0047655i,0.00032898-0.0037744i
-0.0023747+0.0038943i,-0.01479+0.0040881i,-0.032707-0.0024561i,-0.038153-0.013594i,-0.028003-0.015084i,-0.019461-0.0094015i,-0.013261-0.0067636i,-0.0070676-0.0058696i,-0.0049847-0.0046036i,-0.0053721-0.0032728i,-0.0058157-0.00091844i,-0.0062428+0.001112i,-0.0065654+5.7701e-06i,-0.0075667-0.0036471i,-0.0091358-0.0053074i,-0.0093639-0.0041131i,-0.0073785-0.0022959i,-0.0046304-0.00099917i,-0.0019801+0.00019715i,0.0002565+0.001843i,0.00043158+0.0025316i,-0.00028765+0.001726i,-0.0010354+0.0019027i
0.00030133-0.0032424i,0.0097343-0.0093826i,0.026157-0.013634i,0.034744-0.0086418i,0.026611-0.0016332i,0.016558+3.2726e-05i,0.011003+0.0021336i,0.0071157+0.0043701i,0.0057362+0.0031528i,0.0059976-0.0010154i,0.0055445-0.0055508i,0.0036935-0.0074603i,0.0044487-0.0073204i,0.0084766-0.0066383i,0.01082-0.0057179i,0.0093341-0.0051266i,0.0058069-0.0033146i,0.0024111-0.00057799i,0.00042039+0.0019631i,-0.00068562+0.0028345i,-0.0015989+0.0019411i,-0.0012041+0.00034771i,-1.9983e-05-0.00088232i
0.00077733+0.0015485i,-0.0018523+0.011203i,-0.011387+0.022431i,-0.018628+0.023009i,-0.013921+0.015079i,-0.0072056+0.010505i,-0.0052501+0.0062677i,-0.0045343+0.0015024i,-0.0043026+0.00048633i,-0.0024271+0.0026691i,0.0014292+0.0052205i,0.0025831+0.0065254i,-0.00019848+0.0063846i,-0.0042725+0.0053236i,-0.0064909+0.0048582i,-0.0059589+0.0040165i,-0.0043595+0.0032167i,-0.0018512+0.002251i,0.0016412+0.0016659i,0.0047928+0.00097585i,0.0052845+0.00010055i,0.0032575+0.0014271i,0.0010988+0.0029743i
-0.0043961-0.0039308i,-0.0069749-0.012237i,-0.0041706-0.024336i,0.0045952-0.024989i,0.0080039-0.013658i,0.0079982-0.0056628i,0.0086671-0.0029403i,0.0070603-0.0025812i,0.0035264-0.0027055i,-8.3813e-05-0.0033352i,-0.0032347-0.0031179i,-0.0056467-0.0020906i,-0.0055416-0.0023573i,-0.002203-0.0033164i,0.0011141-0.0038381i,0.002293-0.0037543i,0.0019262-0.0030056i,0.00085616-0.0030321i,0.00034771-0.0032935i,-0.00016447-0.0029518i,-0.0010202-0.0027023i,-0.0013219-0.0025538i,-0.00061926-0.0026148i
0.0027325+0.0029193i,0.0083437+0.0093633i,0.01076+0.020876i,0.0039654+0.026963i,-0.0015325+0.022555i,-0.0010133+0.019013i,-0.0012886+0.015149i,-0.0009304+0.008085i,0.0012679+0.0036258i,0.0042335+0.0021027i,0.0065969+0.00033911i,0.0078001-0.0020849i,0.007593-0.0019619i,0.0047995+0.0015948i,0.0017117+0.0057423i,8.2207e-05+0.0069873i,-0.001124+0.0053701i,-0.0013861+0.0029518i,-0.00043469-0.0013014i,-0.00087755-0.0040541i,-0.0012884-0.0033428i,-0.00027522-0.0011409i,3.5834e-05+0.0006642i
-0.0013154+0.0001244i,-0.0083785-0.0025692i,-0.016111-0.0092014i,-0.014312-0.014186i,-0.0089164-0.011333i,-0.0074232-0.0059116i,-0.0054735-0.0030362i,-0.00189-0.0013697i,-0.00045845+0.0010699i,-0.0017781+0.0029597i,-0.0021592+0.0036249i,-0.0018236+0.0046611i,-0.00051252+0.0048196i,0.001232+0.0032228i,0.000937+0.00058027i,-0.0010087-0.0015586i,-0.0025171-0.0021723i,-0.002454-0.00072217i,-0.0029484+0.0012935i,-0.0040046+0.0018521i,-0.0038825+0.001563i,-0.0037203+0.00083315i,-0.0030392+0.00034294i
0.0055947-0.00026725i,0.010874-0.0021039i,0.018617-0.0012583i,0.01884+0.0039345i,0.011278+0.0072102i,0.0059073+0.009087i,0.0027502+0.0091693i,0.0004134+0.0064784i,-0.00023102+0.0018484i,-0.00037376-0.0023362i,-0.0013055-0.0053988i,-0.0013985-0.0076934i,-0.0010478-0.0074156i,-0.00086211-0.0045037i,-0.00040535-0.001997i,-0.00010072-0.00072162i,-0.00018161-0.00022999i,-0.00052697+0.00059637i,-0.00012195+0.0019834i,0.00079514+0.0032101i,0.0011026+0.0030116i,0.0014346+0.0018998i,0.001801+0.0019846i
-0.002622+0.0010867i,-0.0051358+0.0051269i,-0.010295+0.0065277i,-0.012288+0.0028859i,-0.0095238+0.0001536i,-0.0076294+0.00069641i,-0.0060842-0.00038647i,-0.0031518-0.0028321i,-0.00020152-0.0030426i,0.0022817-0.0013252i,0.0038746+0.0010956i,0.0059348+0.0021736i,0.007562+0.0014792i,0.006684+0.000185i,0.0042811-0.00047971i,0.0024405-0.0005884i,0.0018539-0.00059863i,0.0022012+0.0013171i,0.0025641+0.0030708i,0.0026681+0.002811i,0.0021435+0.0017905i,0.001251+0.00090688i,0.00042045+0.00041427i
-0.0012357-0.0033982i,-0.00011041-0.0078165i,0.0041219-0.010718i,0.0084934-0.0077783i,0.0075373-0.0029913i,0.0056332-0.00048749i,0.0050513+0.00069102i,0.0037647+0.0010651i,0.0019923+0.0015444i,0.00046002+0.0010864i,-0.0023403+0.00036469i,-0.0064573+0.0010065i,-0.0087214+0.0026841i,-0.0073768+0.0036231i,-0.005128+0.0039028i,-0.0027376+0.0038961i,-0.0015698+0.0030011i,-0.00165+0.00086796i,2.4772e-05-0.0015892i,0.0027317-0.0025022i,0.0031482-0.0024607i,0.001719-0.0023928i,0.00048551-0.0018788i
-0.00087677+0.0029255i,0.00066172+0.0066991i,0.00035912+0.011663i,-0.0019955+0.011898i,-0.0023794+0.0096425i,-0.0019401+0.0081469i,-0.00052445+0.0062856i,0.00049994+0.0034629i,0.00098285+0.00068911i,0.0020407-0.00079785i,0.0033617-0.0026712i,0.0043154-0.0051388i,0.0039064-0.0060695i,0.0018626-0.0057257i,-1.2012e-05-0.0047217i,0.00012646-0.0031948i,0.0010714-0.0024659i,0.00194-0.0033127i,0.0012657-0.0036895i,-0.0017919-0.0031657i,-0.0039903-0.0020066i,-0.0037258-0.0014495i,-0.0022467-0.0014155i
-0.0014627+0.0028536i,-0.0041689+0.00021951i,-0.0044812-0.0036439i,-0.00093224-0.0050092i,0.00061632-0.003163i,-0.00014169-0.0012046i,0.00075957+0.00058228i,0.001201+0.0022456i,0.0010092+0.0028084i,0.0025603+0.0022468i,0.0040216+0.0019877i,0.0028592+0.0028126i,0.0013532+0.005444i,0.00169+0.0061704i,0.0027421+0.0043797i,0.0018022+0.0033953i,-0.0011926+0.0025997i,-0.0031798+0.0016982i,-0.0030656+0.00044316i,-0.0029567-0.00073034i,-0.0025698-0.00074771i,-0.0013157+0.0001884i,-0.00040811+0.0011469i
0.0032968-0.00049773i,0.0058551-0.00039994i,0.0072905-0.00025775i,0.0042953+0.0014107i,0.0010155+0.0037652i,0.00098251+0.0061246i,-0.0002047+0.0073367i,-0.0011942+0.0069529i,-0.0014297+0.0046345i,-0.0025514+0.0023293i,-0.0028433+0.00080135i,-0.0021091-0.0016777i,-0.0027608-0.0039596i,-0.0045319-0.0041379i,-0.0053347-0.0031567i,-0.0039665-0.003078i,-0.0016449-0.0032206i,-0.0011137-0.0017551i,-0.0010176+0.00076002i,-0.0011767+0.0035232i,-0.00089254+0.0047078i,0.00018667+0.0031921i,-9.9424e-05+0.0017068i
-0.0011485+0.0013131i,-0.0022624+0.0021387i,-0.0044255+0.0010283i,-0.0050273-6.3467e-05i,-0.003302-5.7511e-05i,-0.0022811+0.00063239i,-0.0021453+0.0010685i,-0.0022546-0.00098816i,-0.0018528-0.0027056i,-0.0014698-0.003395i,7.7883e-05-0.0032839i,0.0027748-0.0010128i,0.0054399+0.00049455i,0.0073079+0.00017015i,0.0066654-0.00076276i,0.0049712-8.1915e-05i,0.0030638+0.0014968i,0.0013024+0.0026647i,0.00055882+0.0037053i,0.001089+0.0027748i,0.0027938+0.00036313i,0.0043468-0.0012712i,0.0048497-0.0013055i
-0.0021569-0.0026336i,-0.0024369-0.003384i,0.00069539-0.0025744i,0.0034505+0.0016693i,0.0040418+0.0043787i,0.0038683+0.0040568i,0.0038145+0.0018682i,0.0038068-7.5237e-05i,0.0027992-0.0012042i,0.0028173-0.00073971i,0.0023478+0.001899i,-0.00057738+0.0038421i,-0.0036373+0.0036788i,-0.0046078+0.0039295i,-0.0043358+0.0040234i,-0.0026836+0.0025665i,0.00029966+0.00038151i,0.0029298-0.00077943i,0.0044585-0.00080553i,0.0046705+7.9391e-05i,0.0035248+0.00058932i,0.00084328+6.7406e-05i,-0.0015412-0.00099163i
-0.00056192+0.0021835i,0.00046674+0.0031604i,0.00030695+0.0031674i,-0.0005592+0.0013735i,-0.00060174+0.0015559i,-0.00038125+0.0029807i,0.00085403+0.0031016i,0.0025876+0.0021178i,0.0023381+0.00034138i,-0.00042602-0.0002843i,-0.0023093-0.00068925i,-0.0020336-0.0022072i,-0.00025104-0.0031022i,0.001772-0.0030724i,0.002522-0.0028224i,0.0025551-0.0015409i,0.0019967+0.0011765i,0.0008188+0.0014852i,0.00067833-0.0014047i,0.00056554-0.0038094i,-0.00081972-0.004242i,-0.0012457-0.0033175i,0.00049021-0.0015518i
-0.0027559-0.0010338i,-0.0034381-0.00051572i,-0.0026514-7.4531e-05i,-0.00090461+0.0014454i,0.0002344+0.0039129i,0.00094984+0.0053072i,0.0023035+0.0053288i,0.003154+0.0035489i,0.0026217+0.0014135i,0.0022678-0.0013592i,0.0025407-0.0035889i,0.0022928-0.0024515i,0.0012405+0.00091373i,9.369e-06+0.0036894i,-0.00063344+0.0036498i,-0.0011728+0.0014307i,-0.0020659-0.0015553i,-0.0013749-0.0035121i,-0.001556-0.0040361i,-0.0025355-0.003586i,-0.0025908-0.0015699i,-0.0029364+0.00098499i,-0.0031807+0.0021277i
