-0.00082935+0.00097378i,-0.00032099+0.00032309i,-0.00089439-0.00078984i,-0.0026036-0.0016412i,-0.0030228-9.3948e-05i,-0.0020794+0.0016162i,-0.0018819+0.0015127i,-0.0015645+0.00046114i,-3.2288e-05-1.5293e-05i,0.00068116+0.00061882i,0.00046909+0.00045518i,0.00053086-0.00079836i,0.00061641-0.0010392i,0.00075968-0.00029004i,0.0010503+0.00075559i,0.0010874+0.00070282i,0.00064233+0.00027152i,-0.00026024+0.00063145i,-0.00050008+0.00038122i,-0.00030845+0.00032186i,-0.0008409+0.00016162i,-0.00086521+8.5542e-05i,0.00020192+0.00094952i
0.00059341+0.00079537i,0.0009372+0.00075752i,0.00019085+0.0010335i,-0.0014476+0.00073899i,-0.0020741+0.0010607i,-0.0012254+0.00070374i,-0.00088331+0.00010462i,-0.0010213+0.00017316i,-0.0011705+0.00056986i,-0.00087438+0.0009997i,-0.00026291+0.00082346i,-0.00031631+0.00023183i,-0.0003127-7.268e-05i,3.9663e-05+5.4762e-05i,0.00065758-0.00011461i,0.0010991-0.00054332i,0.00017331-0.0010641i,-0.0011449-0.0011242i,-0.0012705-0.00017774i,-0.00043932-0.0001508i,0.0003725-0.00043638i,-8.3159e-05-0.00028016i,-0.00085729-0.00053737i
-0.0014016-0.00098447i,-0.0011001-0.0007705i,-0.0027174-0.00039063i,-0.0038989-0.00042632i,-0.003333+0.00059597i,-0.0015374+0.00088114i,-0.00041907-6.6365e-05i,-0.0007438-0.00078983i,-0.0016538-0.00041806i,-0.0012707+0.00019241i,-0.00046336+0.00079858i,0.00029064+0.0012312i,0.00067163+0.0011963i,0.00071161+0.00065888i,0.00069835-0.00020702i,0.00021907-0.00042865i,0.0002811+0.00026375i,0.00062429+0.00015566i,0.00098452-0.00013757i,0.00088284+0.00013613i,0.00028794+0.00020649i,-0.00038827+0.00086584i,-0.00046012+0.0009236i
-0.00083646-0.00075154i,-0.001969-0.0015345i,-0.0018602-0.0023364i,-0.0022691-0.0024238i,-0.001983-0.00072912i,-0.0012187+0.0012317i,-0.0010948+0.0013947i,-0.00094465+0.00016642i,-0.0010842-5.28e-05i,-0.00076118+0.00085032i,-0.00044049+0.0009414i,-0.00012554+7.0187e-05i,0.00013636+0.00021949i,0.00025579+0.00087674i,1.5205e-05+0.0010117i,9.6913e-05+0.00031048i,0.00051253-0.00031271i,0.0001376-0.00021176i,-0.00042202+0.00014843i,-0.00098885+0.00060838i,-0.000778+0.00096108i,-0.00022355+0.0007993i,-0.00029271+0.00052059i
0.0008148-2.0662e-05i,0.0010159+0.0008502i,-0.00083378+0.0004448i,-0.0021673-0.00057095i,-0.0017065-0.00079505i,-0.000304-7.9106e-05i,-0.0004588+0.00039487i,-0.00047053-0.00021352i,-0.00030759-0.00089726i,1.8014e-05-0.00044857i,0.00055066+0.00032811i,0.00056842+0.00062786i,0.00017902+0.0005194i,0.00011228+0.00066781i,0.00046785+0.00068323i,0.00079542-0.00062862i,0.00041875-0.001099i,-0.00079905+5.5718e-05i,-0.0012811+0.00022571i,-0.00055759-1.7148e-05i,-0.00044187+6.1129e-05i,-4.2219e-05+0.00029517i,0.00044859+0.0009993i
6.8141e-05-0.00027581i,0.00047333-0.0021134i,-0.00017786-0.0029483i,-0.0013795-0.0019946i,-0.0021151-0.00016388i,-0.0019204+0.00024957i,-0.0013708-0.00036245i,-0.00094116-0.00091544i,-0.0014375-0.00063169i,-0.0012149-0.00047965i,-0.0001869-0.0004343i,7.7563e-05-0.00014192i,0.00030329-0.0004858i,0.00073241-0.00040213i,0.0010143+0.00078631i,0.00055061+0.00068544i,7.7792e-05-0.00012693i,6.8432e-05-0.00037646i,-5.1296e-07-0.00027785i,-0.00074152-0.00041556i,-0.00071382-0.00056528i,-0.00036035+8.6151e-06i,-4.7705e-05+0.00019285i
-0.00072453-0.0009842i,-0.00059575-0.0017986i,-0.0017269-0.00011901i,-0.0035179+0.00053166i,-0.0036959+0.00044733i,-0.0019948+1.8407e-05i,-0.00091512-0.00056146i,-0.0019619-0.00058455i,-0.0022766-0.00031103i,-0.0016606-0.00075861i,-0.00061497-0.00029707i,-7.4384e-05+0.00047697i,0.00011121+0.0001154i,-0.00046029-0.00015707i,-0.00049799-6.8029e-05i,0.00052723-0.00044375i,0.00021712-0.00028099i,-0.00071475+0.00037299i,-0.00048964+0.00040417i,-0.00045811+0.00051482i,-0.00039811+0.00024154i,-0.00030858-7.9838e-05i,-0.00084814+0.00049935i
-0.00035326-0.00033046i,-0.00094821-0.0013954i,-0.0020717-0.0018761i,-0.0027311-0.0016357i,-0.0026517-0.0010147i,-0.002484-0.00085682i,-0.0019679-0.0003524i,-0.00056658-0.00036387i,0.00023785-0.0002948i,-0.00055207-5.6122e-06i,-0.0010357-0.00047212i,-0.0011999-0.00041709i,-5.2006e-05-0.00027247i,0.0014467+0.00051286i,0.0017701+0.0011711i,0.00064737+0.00084114i,-0.00041845-0.00031033i,-0.00024689-0.00088706i,0.00020499-0.00090886i,0.00068139-0.00026501i,0.00063806+0.0010573i,0.00019772+0.0012971i,-1.6981e-05+0.00067149i
0.0018508-0.00091322i,0.0016355-0.0022052i,0.0016336-0.0030423i,-0.00036498-0.0028651i,-0.0027495-0.0016722i,-0.0021269-0.0002022i,-0.00039801+0.00089108i,0.00037681+0.00048165i,6.0136e-05-5.2912e-05i,-0.00031817-0.0002515i,-0.00044726+0.00022516i,0.00047296+0.00094784i,0.0012965+0.0013791i,0.00075641+0.0013044i,0.00054774+0.00060257i,2.1777e-05-0.00014614i,0.00021152-0.00010454i,0.0007386+0.00054323i,2.9415e-05+0.00083568i,-0.00066052+0.00045244i,-0.00049287+0.00063257i,0.00081014+0.00053973i,0.0015984+0.00097171i
0.00062281-0.00099885i,-0.00076164-0.0012598i,-0.003079-0.0026959i,-0.0037495-0.0027314i,-0.0038351-0.0012499i,-0.0021962-0.0003245i,-0.00046787-0.00019613i,-0.00091324+2.8687e-05i,-0.0010748+0.00050299i,-0.00045794+0.00055949i,0.0001592+0.00039432i,0.0011245+0.00047267i,0.0013641-0.00025123i,0.0012126-0.00028965i,0.0018329-1.9586e-05i,0.001315-0.00043843i,6.9566e-05-1.1259e-05i,-0.00044172+0.0003785i,-0.00010649+0.00058095i,-0.00026764+0.0010589i,-0.00095231+0.0010681i,-0.00046711+0.00054362i,-0.00017159-8.3262e-05i
-0.00039543-0.00078313i,-0.00067345-0.0018201i,-0.00094242-0.0026797i,-0.0013523-0.001436i,-0.0014318+0.00021145i,-0.0010074+0.0006745i,-0.0013594-8.796e-05i,-0.0013945-0.0008625i,-0.0010508-0.0010046i,-0.0007422-0.00042624i,-0.00025384-0.00024401i,-0.00065075-0.00067475i,-0.0012996-0.00019834i,-0.00046376+4.2151e-05i,0.00046943+0.00037357i,0.00085545+0.00041069i,0.00072749-0.00020079i,2.8132e-05-0.00075697i,-0.00015372-0.00057144i,0.00013631-0.00022228i,0.00067648-0.00019516i,0.0011872-0.00021126i,0.00057399+0.00035402i
-0.00071197+0.00053717i,0.0013858+0.00076998i,0.0014926-9.051e-05i,-0.00038147-0.00035455i,-0.0018542-9.9486e-05i,-0.0014298-0.00068145i,-0.00067694-0.00034761i,-0.00069813-0.00011499i,-0.0008896+0.00023603i,-0.00038949+0.00071232i,-0.00054186+0.00031388i,-0.0005103-0.00025057i,-0.0001453-0.00056174i,-2.4807e-05+0.00054571i,0.00034213+0.0013202i,0.00049071+0.00041525i,0.00077882-0.00084442i,0.00050438-0.00061988i,-0.00060258+0.00025539i,-0.00010184-0.0001135i,0.00056405+0.00020675i,0.00028741+0.0011254i,0.00035311+0.0016259i
-0.00051617-0.0010981i,-0.00081595-0.00091195i,-0.0018857-0.0018817i,-0.002298-0.0025539i,-0.0018716-0.00092321i,-0.00086914+0.00053251i,-0.00061433+0.00051119i,-0.00057318+0.00012216i,-0.0005985-0.00017521i,-0.00082513+2.3182e-05i,-0.00066003+0.0004988i,-0.00025208+0.00089527i,8.9947e-05+0.00093415i,0.00083075+0.00044815i,0.0010188+0.00059027i,1.6804e-05+0.00031433i,-0.00031966-0.00021672i,-0.00015477+0.00012835i,-0.00031041+0.00013955i,9.6288e-05-7.7266e-05i,-0.0003678-0.00064347i,-0.00075498-0.00018781i,-1.0316e-05+0.00068934i
-0.002912-0.0014369i,-0.0023554-0.00059928i,-0.0033986+0.00013033i,-0.0045974+0.00099149i,-0.0048883+0.0019711i,-0.0030309+0.0023402i,-0.00057917+0.00093123i,-0.00030757-0.00050977i,-0.0011448-0.00064591i,-0.00070611-0.00054673i,2.5576e-05+0.00048411i,0.00022643+0.00089782i,0.0004235-0.00036608i,0.00084131-0.0013427i,0.00042756-0.00037504i,-0.00029219+0.00039309i,-0.00021993+3.8308e-05i,-0.00043157-0.00068079i,-0.00097145-0.0010138i,-0.00076194-0.00085955i,-0.00047416-0.0004569i,-0.00034722-0.00042176i,-0.00027785-0.00013223i
0.00080247-0.00011283i,0.0011262-0.00049201i,0.00066073-0.0022598i,-0.0011261-0.0030818i,-0.0019176-0.0014082i,-0.00093448+0.0010029i,-0.00016528+0.0013451i,-0.0003327+0.00033286i,-0.00087721-0.00014697i,-0.0011188-0.0001279i,-0.0009609-0.00033368i,-0.00089124-2.112e-05i,-0.00051326-8.5669e-05i,0.00063913-9.2706e-05i,0.001318-0.00013784i,0.00098174-0.00057524i,0.00044286-0.00037508i,0.00010985+0.00024218i,-4.4121e-05+0.00072319i,-0.00013557+0.00072865i,3.3361e-05+0.00087267i,0.0004011+0.00077062i,-0.00024414+0.00027651i
-0.0019778-0.0011195i,-0.0011409-0.0021366i,-0.00087139-0.0026938i,-0.0014152-0.0020823i,-0.0020685-0.00039228i,-0.0015444+0.00053485i,-0.00060313-0.00023059i,-0.00074251-0.0010278i,-0.00098747-0.00019677i,-0.00037206+0.00072837i,6.6604e-05+0.00059742i,0.00057306+0.00059062i,0.00039205-2.7986e-06i,0.00040638-0.00071333i,0.00090964-0.00050424i,0.00054492-6.1345e-05i,-0.00018398+0.00070617i,-0.00058541+0.0011908i,-0.00045179+0.00094462i,-0.00092706+0.00050645i,-0.0012696+0.00041172i,-0.0010959+0.00071457i,-0.00076717+0.00082174i
-0.0007664-0.0010222i,-0.0010899-0.00075773i,-0.0015762-0.00098439i,-0.003125-0.0018981i,-0.0038547-0.001318i,-0.0022343-0.00035876i,-0.00025454-5.3182e-05i,-0.0008378+9.1499e-05i,-0.0016446+0.00047179i,-0.00088962+0.00053579i,-0.0010838+0.00020381i,-0.0014395+7.3702e-05i,-0.00083703+0.00048399i,0.00072782+0.00059718i,0.0012974-0.00015261i,0.00085958-0.00038233i,0.00038798-0.00011347i,-7.0845e-05+0.00016284i,0.00035157+0.00092845i,0.00032494+0.00072664i,0.00019993+0.00023634i,-0.000358+7.9741e-05i,-0.00085958-0.00012974i
0.00076247-0.00058128i,-0.00044541-0.00089603i,-0.0019527-0.0012344i,-0.0038932-0.0013139i,-0.0041193-0.0011202i,-0.0017833-0.00090903i,-9.025e-05-0.00046063i,-1.285e-06-0.00039997i,-0.00046554-3.779e-05i,-0.0014061+0.00057516i,-0.0013669-0.00047164i,-0.00029915-0.0010733i,0.00018022-0.00015206i,0.00079404+0.00071543i,0.00084486+0.00050835i,0.00015725+0.00062039i,0.00032444+0.00052567i,0.00016957-0.00010877i,-0.00077373-0.00047096i,-0.0010688-0.00088535i,-0.00081405-0.00054113i,-0.00038951-0.00023104i,-0.00062402-0.00011472i
-0.0015559+0.00020182i,-0.0019492-0.00022375i,-0.0023181-0.0013209i,-0.0031879-0.0010851i,-0.0038055+0.000226i,-0.003055+0.0013468i,-0.0022528+0.0014965i,-0.0023511+0.00095153i,-0.0017926+0.00088498i,-0.00056984+0.00096081i,-0.00073234+0.000359i,-0.0011707+0.00017237i,-0.00051546+0.00093041i,0.00042511+0.0011943i,0.00040145+0.00034496i,-6.1079e-05+3.9952e-05i,-2.3753e-06+0.00030074i,0.00012315-3.2796e-05i,0.00026584-0.00038878i,1.956e-05-0.00099933i,-0.00020643-0.00057445i,-0.00038621+0.00026979i,-9.7557e-05+7.247e-05i
0.00090881-0.0013184i,0.001221-0.0023205i,0.00024843-0.003598i,-0.0023882-0.0031666i,-0.0039344-0.001463i,-0.0029275-8.8717e-05i,-0.0016299-0.00075948i,-0.0011588-0.00081153i,-0.00096554-0.00017308i,-0.00070807+0.00052312i,-0.00074699+0.0011223i,-0.0010134+0.00098261i,-0.00031247+0.000344i,0.00093466+0.000798i,0.00094735+0.0014991i,0.00047145+0.0011763i,0.00026127+0.00056872i,0.00019707-0.00025391i,0.00040964-0.00011084i,0.00017689+0.00019637i,1.6673e-05-3.2495e-05i,0.00016987+0.00021249i,-0.00027325-0.0002534i
0.0003286-0.00024597i,7.205e-05-0.0016638i,-0.00020681-0.0026523i,-0.0018342-0.001573i,-0.0032178-0.00050605i,-0.0018741+0.00014123i,-0.00084908+7.9773e-05i,-0.0016696-0.00042536i,-0.0024843-7.77e-05i,-0.0016713+0.00017118i,-0.00038534+0.00055969i,0.00045111+0.00052663i,0.0012737+0.00017865i,0.0014029+7.3993e-05i,0.00063679+0.00024307i,8.1066e-05-3.7695e-05i,-0.00036235-0.00044986i,-0.00048871-0.00069689i,-0.00033735-0.00051447i,-8.7783e-05+0.00032903i,-0.00067299+0.0004081i,-0.0012732+0.00011293i,-0.00083105-3.7597e-05i
-0.0012611+0.0015779i,-0.0012832+0.00075918i,-0.0011333+0.00010644i,-0.00096409-0.00053841i,-0.0016142-0.00021358i,-0.0016371-0.00014809i,-0.00073346-0.00025854i,-0.0014079+0.00037588i,-0.002768+0.00064701i,-0.0022035-8.8074e-05i,-0.0010301-0.00084709i,-0.000766-0.00072161i,-0.0004845+0.00014628i,-9.0126e-05+0.00049011i,-2.514e-05+0.00036784i,0.00029009+7.2106e-05i,0.00028996-0.00022665i,0.00051718-0.00018939i,0.00089961+0.00014342i,0.00046535+0.00070486i,-0.00026745+0.00068504i,-0.00062806+0.00063766i,-0.00041324+0.00080486i
0.00074099-0.0013312i,-0.00070614-0.0014938i,-0.0030889-0.0034764i,-0.0041979-0.0034839i,-0.0038747-0.0012515i,-0.0026337+0.001386i,-0.0010438+0.0016424i,-0.00060654+0.00087421i,-0.0013357+0.00083028i,-0.00083653+0.00078063i,-2.265e-05+0.00031031i,0.00079005-0.00025294i,0.0016713+0.00029832i,0.0010429+0.0013959i,0.00044049+0.0009823i,0.0013524+0.00045173i,0.0010292+0.00042192i,-0.0005485+0.00022841i,-0.0010682+0.00024421i,-0.00086178-0.00028858i,-0.00078043-0.00054847i,-0.0001845-0.00036946i,0.00035715-0.0004526i
0.00055917-0.0010985i,-0.00055107-0.0020765i,-0.0019334-0.0032807i,-0.0029769-0.0033336i,-0.0026546-0.0015348i,-0.0020745+0.00059525i,-0.0012024+0.0013898i,-0.0004998+0.0010817i,-0.00064841+0.00054828i,-0.00088533+0.00042017i,-0.00038044+0.00021327i,2.4764e-05+1.1975e-05i,-0.00036919+0.00025071i,-0.00095802+0.00061172i,-0.00017786+0.00023317i,0.00087757+8.7378e-05i,0.0009052+0.00028162i,0.00085486+0.00027192i,3.6715e-05+0.00034056i,6.9961e-05-5.245e-06i,0.00069642+9.4898e-05i,0.00024536+0.00015875i,-0.00012268+0.00023431i
0.0018756-0.0011824i,0.0017569-0.0016004i,0.0011867-0.0029897i,-0.0013992-0.0028183i,-0.0034702-0.0015963i,-0.0027678-0.00042083i,-0.0016243-0.00020781i,-0.00094807-0.00062506i,-0.00099483-0.00082753i,-0.00084473-0.00092622i,-0.00047816-0.00045245i,-0.00010938-0.00016855i,-0.00018426-0.00011859i,-0.0002792+8.2386e-05i,-0.00031203+0.00014506i,-0.00019363+0.00010159i,0.00034346+0.00045229i,0.00042778+0.00033136i,0.00057261+0.00036411i,0.00016878+0.00069434i,-0.0007562-8.713e-05i,-0.00056343-0.0008194i,0.00021587-0.00016598i
-0.00081577+0.00091161i,0.00049056-0.00086099i,0.00093723-0.0016621i,0.00029143-0.00111i,-0.00093015-0.00041222i,-0.001232-0.00030813i,-0.0006011-0.00068669i,-0.00029154-8.8726e-05i,-0.00025671+0.00033403i,7.2716e-05-0.0001306i,-3.994e-06+0.00010173i,9.8708e-05+0.00020686i,0.00018903+0.00022185i,-0.00046645+0.00039223i,-0.0010416+9.459e-05i,-0.00076671-0.00059715i,2.011e-05-0.0013551i,-0.00020942-0.00074237i,-0.001294+0.00061261i,-0.0011148+0.00079538i,-8.6065e-06+0.00068545i,-0.00010424+0.00058179i,-0.0003763-0.00016838i
-0.00025656-0.00020055i,-6.9114e-05-0.00083199i,-0.0001353-0.0022462i,-0.0013175-0.002458i,-0.0031667-0.00073729i,-0.003044-0.00026309i,-0.0022224-0.0009902i,-0.0012491-0.00096325i,-0.0010693-4.596e-05i,-0.0010394+0.00031844i,-0.00092371+8.866e-06i,-0.00051502+6.9398e-05i,-0.00029677+0.00061347i,0.0003127+0.00071121i,0.00061824+0.00072118i,-0.00028308+0.0007107i,-0.00069041-0.00026029i,0.00010706-0.00043548i,0.00036354+0.00056149i,-0.00064441+0.00041758i,-0.0011709-0.00048511i,-0.0013205-0.00070716i,-0.00057851+1.0054e-05i
0.00088697-0.00024719i,0.0016905-0.0019882i,0.00094672-0.0032257i,-0.002044-0.0034834i,-0.0035524-0.0022804i,-0.0022626-0.00067236i,-0.00077664+0.00034512i,-0.00064477+0.00050342i,-0.00080015+5.1782e-05i,-0.0011543+0.00012316i,-0.0010398+0.0005185i,0.00012001+0.0010792i,0.00079672+0.0016304i,0.00061209+0.0011685i,0.00044758+0.00014132i,-0.00028098-0.00040845i,-0.00088152-0.00032285i,-0.0010268-0.00018358i,-0.00024268-0.00019285i,0.00035519+0.00029225i,8.1497e-06+0.00075721i,0.00036307+0.00044416i,0.00072289-0.00055466i
6.1971e-05-0.00022223i,-0.0003488-0.0011128i,-0.00080536-0.0029694i,-0.0014792-0.0034015i,-0.0019703-0.0023455i,-0.0015636-0.00069753i,-0.0010167+0.00028864i,-0.00096376-0.00026379i,-0.0009161+0.00011552i,-0.0008874+0.00074811i,-0.00055153+0.00089432i,-0.00018099+0.00087016i,0.00031356+0.00067832i,0.00031248+0.00058983i,0.00036277-1.1138e-06i,0.00089632-0.00011273i,0.00052391-0.00030933i,-1.0049e-05-0.00085615i,-0.00034951-0.00028862i,-0.00022424+0.00040906i,0.0005638+0.00047012i,6.0738e-05+0.00081019i,-0.00099646+0.0005425i
0.00088696+0.00058427i,0.00035408-0.00056452i,-0.00041406-0.0003214i,-0.0019013-0.0010362i,-0.002839-0.0011118i,-0.0020054-0.00046475i,-0.00064965-0.00022875i,-0.00046376+0.00070795i,-0.00068811+0.00092367i,0.00017488+0.00011614i,0.00060176-0.000115i,-8.1767e-05+0.00029401i,-0.00059836+0.00062191i,-0.00074327+0.00044895i,-0.00050364+0.00017424i,3.6965e-05-0.00026712i,0.0003855-0.00036733i,0.00045648+5.9705e-05i,0.0005259+7.6607e-05i,0.00019+8.8503e-05i,-0.0011938+0.00014632i,-0.0017337-0.00022551i,-0.00053516-0.00060202i
0.00085115+0.00051548i,0.00166-0.00087344i,0.0029065-0.00127i,0.0013232-0.0011036i,-0.00074542-0.00039293i,-0.00071691+0.00094347i,-0.00052727+0.00082037i,-0.00053139-1.4656e-05i,-0.00084396+0.0001459i,-0.00099149+9.703e-05i,-0.0011566-0.00083149i,-0.00065402-0.00074596i,0.00051996+1.316e-05i,0.00084494+6.6685e-05i,0.0010137+0.00045014i,0.0010571+0.0010163i,0.00026522+0.00056446i,-0.00055328+0.00018213i,-0.00075853+0.00038567i,-0.00077739+7.1835e-05i,-0.00069455-0.00016138i,-0.00033336+0.00013858i,-0.00048052+0.00051551i
-0.00052818-0.00035418i,5.828e-05-8.2605e-05i,0.00037956+0.00010719i,-0.00066707+0.00047107i,-0.002264+0.00091157i,-0.0018252+0.00080674i,-0.00086264+0.00053402i,-0.00072351+0.00027229i,-0.00062538+3.1941e-05i,-0.0003235+1.188e-05i,1.8475e-07+0.00016695i,1.0909e-05+0.00071191i,5.8186e-06+0.00065996i,0.00029618+0.00048433i,0.0015998+0.00027171i,0.0016021-0.00077405i,0.00010653-0.0010908i,-0.00039262-0.00088324i,-0.00026137-0.00066007i,-0.00013315+9.7968e-05i,-0.00032624+0.00019215i,-0.0001577-0.00041239i,0.00037404-0.00061837i
-4.495e-05-0.0020698i,-0.0012414-0.0024437i,-0.002481-0.0032273i,-0.0030659-0.0033243i,-0.0037052-0.0007982i,-0.0030784+0.00065621i,-0.0014506+0.00017701i,-0.00088926-0.00017345i,-0.0014305-0.00035651i,-0.0015858-0.00035716i,-0.0008981+0.00014386i,-0.00037208+0.00073047i,4.2861e-05+0.00046518i,0.00086018+0.00017757i,0.0008712-0.00013894i,0.0009226-0.00047382i,0.00082958-0.00064684i,-2.0811e-05-0.00052536i,-0.00032837+4.9135e-05i,-0.00013727+0.00073901i,0.00038535+0.00066746i,0.00049875+0.00039574i,7.71e-05+0.00058427i
-0.00035074+0.0010731i,0.00011967+0.0003738i,-0.00032781-0.001003i,-0.0016178-0.0006032i,-0.0023216+0.00039507i,-0.0012321+0.00042596i,-0.00039855+0.00013211i,-0.0002184-0.00011728i,-0.00068319+0.00077892i,-0.0010895+0.0012353i,-0.00081282+0.00033706i,-0.00031165-0.00054358i,-6.5964e-05-0.00033108i,0.00016026-0.00016627i,0.00076932-0.00010199i,0.00022967+0.00028859i,-0.0010066+9.9324e-06i,-0.00064816-0.0003121i,-0.00019098-0.00054758i,-0.0002963-0.00041102i,-0.00035879+0.00062884i,-0.00094039+0.0012265i,-0.00086434+0.00097612i
-0.00069779-0.0025352i,-0.00049181-0.002579i,-0.00093636-0.0039853i,-0.0028169-0.0033968i,-0.0044956-0.0016624i,-0.0032531-0.0002145i,-0.001659+0.000301i,-0.0015308-0.00068811i,-0.00072458-0.001405i,-0.00080425-5.4526e-05i,-0.0011632+0.0012834i,-0.00023858+0.00040486i,0.00080145-0.00062332i,0.00083502+0.00018217i,0.00043724+0.00082532i,-0.00015495+8.9335e-05i,-0.0013679-0.00052197i,-0.0010467+5.5331e-05i,0.0002409+0.00014907i,0.00042168+5.5754e-05i,-0.00045036+0.00084623i,-0.00073351+0.00071485i,0.00010293-0.00044095i
0.00057041-0.00015256i,0.0010124-0.0014149i,0.00071085-0.0028228i,-0.0015555-0.0023362i,-0.0032031-0.0011466i,-0.001603-0.0002184i,0.00025526+0.00048646i,0.0010583+0.00051121i,0.00020266-4.7288e-05i,-0.0010231-5.9652e-05i,-0.00085406-6.5704e-05i,-0.00034156-0.00010492i,0.00014409+8.8259e-05i,0.00011069+0.00060786i,-1.5845e-05+0.00061178i,0.00027425+0.00069627i,0.00021697+0.0010301i,-0.00018985+0.0002253i,-0.00045188-5.2367e-05i,0.00010642+9.8233e-05i,0.00026759+0.00013333i,-0.00026812+0.00078066i,0.00036658+0.001116i
0.00033877+0.0012847i,0.00024405+0.00033157i,0.00032902-0.00066285i,-0.0003144-0.00084206i,-0.0017511-0.00045939i,-0.0019289+0.00010946i,-0.00057618+0.0001081i,-0.00043822+9.8928e-06i,-0.0012442-0.00039752i,-0.0012744-0.00057462i,-0.00050261+3.6641e-05i,0.00015295+0.00037852i,-0.00030252+0.00070266i,-0.00060892+0.00014662i,-6.1818e-05+6.1931e-05i,0.0005848+0.00040363i,0.00098661+0.00057915i,0.0007511+0.00049552i,1.4071e-05-0.00029402i,5.7834e-05-0.00075621i,0.00029037-0.00031984i,-0.00070032+0.0002337i,-0.00097489+0.0001585i
0.00024173-0.00030682i,0.0015094-0.0010609i,0.00095078-0.0029239i,-0.0011884-0.003525i,-0.0020059-0.0015617i,-0.00051552+3.763e-05i,0.00044073+0.00045586i,-2.1714e-05+0.00015506i,-0.00051456+0.00024362i,8.1279e-05+8.7629e-05i,0.00029418-2.2429e-05i,-0.00010921+6.6281e-05i,-1.9404e-05+0.00017062i,0.0004246+0.00046258i,0.000644+0.00033949i,0.00091718+6.8343e-05i,0.00067657+7.6319e-05i,0.00027172-0.00019017i,0.00040021+2.876e-06i,0.00038331+0.00028668i,-0.00019844+0.00021999i,-0.00074368+0.00037819i,-0.00030639+9.3052e-05i
0.00022511-0.00067114i,0.00044376-0.0018538i,-0.00031472-0.0027954i,-0.0017945-0.001694i,-0.0029428-0.00058301i,-0.0020987-9.4523e-06i,-0.0011122+0.00088942i,-0.0016537+0.00058635i,-0.0019038-0.00055362i,-0.0012653-0.00024736i,-0.00027346+0.00043219i,0.0002475+0.00096535i,0.00020119+0.0013415i,-8.3085e-05+0.00039179i,2.1491e-05-0.00033548i,0.00064302-0.00028278i,0.00072865+0.00010381i,-1.5527e-05+0.0003243i,-0.00052433+0.00039699i,-6.299e-05+0.00034506i,0.0001471-5.7307e-05i,-0.00046354-0.00048949i,-0.00084392-0.00029561i
-0.00015715-0.00065403i,-0.0016083-0.0013687i,-0.0023768-0.001934i,-0.0030589-0.001354i,-0.0035489-0.00013482i,-0.0022618+0.00023996i,-0.0012132+0.0001028i,-0.0011197-0.00033918i,-0.0016746-0.00077565i,-0.0015796-0.00013661i,-0.00069279+0.00038892i,-5.6983e-05-0.00029i,0.00077467-0.00053416i,0.00060504-0.00026593i,0.00013005+0.00044332i,0.00021834+0.0007647i,-3.1933e-05+0.00084239i,0.00026656+0.00076309i,0.00044482+0.0005256i,-0.00029362+0.00016223i,-0.00020034+0.0001089i,0.00066527+0.0002283i,0.00039311+0.00017913i
0.0010885-1.9018e-05i,0.0018329-0.00048581i,0.0016923-0.0017478i,0.00023582-0.0016768i,-0.0016075-0.00049991i,-0.0019418+0.0004367i,-0.00078967+0.0001684i,-0.00062932-0.00052849i,-0.001123-0.00037476i,-0.0010016+7.1039e-05i,-0.00079556+9.0133e-05i,-0.00021919+0.00016579i,0.00040841+0.00078935i,0.0011288+0.00056378i,0.0010693+0.00088816i,0.00070494+0.0013164i,0.00069373+0.00091245i,0.00061498+0.00011774i,0.00017631+0.00018206i,-9.0578e-05+0.00088755i,8.5239e-05+0.00084832i,-0.00036884+0.00086194i,-0.00061726+0.00046302i
-0.0011903+0.00011798i,0.0010799-0.00080859i,0.001019-0.00079546i,-0.00095617-0.0010011i,-0.0021015-0.00011467i,-0.00097508+0.00096292i,-8.3728e-05+0.00045279i,-0.00071574-3.9835e-06i,-0.00122+0.00013561i,-0.00051555+0.00019024i,0.00028502+6.4364e-05i,0.00030227-1.1653e-05i,1.9163e-06+0.00054744i,0.00026205+0.001311i,0.00028277+0.0013308i,8.8938e-05+0.00051265i,-0.00013636-0.00035784i,-0.00026146-0.00069565i,-0.00013375-0.00059145i,-7.3548e-05-0.00041598i,0.00032154-0.00031852i,0.00069604-0.00044326i,0.001161+5.2938e-05i
-0.00067088-0.0019258i,-0.0010372-0.0023506i,-0.0015853-0.0033691i,-0.0027981-0.0040584i,-0.0028685-0.0025871i,-0.0022357-0.00061055i,-0.0015134-0.00010305i,-0.0011508+0.00031125i,-0.0015145+0.00013737i,-0.001061-0.00040365i,-0.00068356-0.00011013i,-0.00062137+0.00054689i,-3.0015e-05+0.0013383i,0.0010529+0.0013921i,0.0020036+0.00061965i,0.0019156+4.6249e-05i,0.00088367-0.00010542i,0.00045419+1.3256e-05i,0.00020865+0.00042281i,-0.00039593+0.00075897i,-0.00067212-0.0008056i,-0.00078588-0.0018396i,3.6517e-05-0.0012446i
