-0.0017045-0.00049653i,-0.0016445-0.00033549i,-0.0021233-0.0001542i,-0.0024048-0.0001339i,-0.0021698-5.6944e-05i,-0.0010678-9.5527e-05i,-0.00072416+0.0013022i,1.7128e-05+0.0026068i,0.0016434+0.0019376i,0.0022917+0.00055562i,0.001481-0.00039799i,0.00057868-0.0010339i,-0.00011843-0.00035579i,-0.00092429-0.00032693i,-0.00062147-0.00046287i,0.00026777+0.00015638i,0.00016607+0.00038844i,-0.00023379+0.00020402i,-0.00029859+0.00044279i,-0.00039195+0.00066842i,-0.000404+0.00012918i,-0.00078182-0.00039567i,-0.0010233-0.00031452i
-0.0011722-0.0013148i,-0.0010887-0.0008945i,-0.0022406-0.00033991i,-0.0029158+0.00044806i,-0.0020922+0.00098142i,-0.00084546+0.00098814i,-5.1263e-05+0.00067219i,3.8761e-05+9.2493e-05i,-1.5522e-05-0.00010782i,-0.00026078+7.2812e-05i,-0.00037648-0.00015203i,0.00042391-0.00013473i,0.00069756+0.00050953i,8.0088e-05+0.00082592i,-0.00022316+9.1063e-05i,-0.00010572-1.5707e-05i,0.00018095+0.00048192i,0.00013109+0.00019556i,-0.00035733-0.00012804i,-0.00038547-0.00036291i,-0.00056319-0.00038846i,-0.00071664+0.00010374i,-0.0002915+7.8132e-06i
0.00067974-0.0026223i,0.00037701-0.0028576i,0.00010103-0.0031093i,-0.00071146-0.0021348i,-0.0017024-0.00091503i,-0.0018685-0.00072942i,-0.0014718-0.0012549i,-0.0012125-0.0011588i,-0.00067899-0.0013198i,-0.00044932-0.0014373i,-0.0012884-7.2961e-05i,-0.0011227+0.00078541i,-0.00025991+0.00075417i,0.00014009+7.0849e-05i,0.00071138+6.0517e-05i,0.00015147+0.0002058i,-0.0004222+0.00019536i,-0.00042412-0.00017352i,7.0651e-06-0.00092167i,0.0003497-0.00081151i,0.0005104-0.00024433i,0.00089712+0.00016261i,0.00040829+0.0010532i
-0.00044603+0.00087158i,-3.2785e-05+0.0009439i,0.0012286+0.0017468i,0.0013507+0.00099341i,0.00082956+0.00043549i,0.0011694-4.357e-05i,0.00056858-0.00068483i,2.9709e-05-8.5558e-05i,-6.6587e-05-0.00021086i,-0.00045373-0.00037375i,-0.00026693+0.00035874i,-8.6217e-05+0.00031861i,-0.00026718-0.00018948i,-0.00021955-0.00038043i,-0.00098381+0.00039607i,-0.0013077+0.0011362i,-0.00059789+0.00051715i,1.7192e-06+0.0001769i,8.3172e-06+0.0008583i,-0.00029624+0.00076935i,-0.00059359-2.6479e-05i,6.1489e-05-0.00013364i,0.00068985-3.4751e-05i
3.9022e-05+0.0020218i,-7.6331e-05+0.0013526i,7.6312e-06-7.2827e-05i,0.00072944+0.00034088i,0.0011474+0.00093169i,0.00032299+0.00081903i,-0.00098984+0.00049402i,-0.00063063-0.00036616i,0.00030497-0.0010323i,3.3137e-05-0.00082989i,-0.00095992-0.00049324i,-0.001642-0.00060836i,-0.0014892-0.0010043i,-0.00041117-0.00068814i,0.00031426-0.00049101i,-6.6728e-05-0.00027865i,-0.00032798-0.00048327i,-0.00042733-0.00018464i,0.00020232-0.00010554i,0.00056629-0.00051063i,-0.00026063-0.000416i,-0.00039677-0.00026493i,0.0005125-0.0001492i
-0.0022513+0.0011486i,-0.001374+0.00064033i,-0.00032512+0.00018417i,-0.00049101+0.0011214i,0.00017727+0.0015023i,0.00096698+0.0008049i,0.0007487-4.8077e-05i,0.00011664-0.00044333i,-4.23e-05-0.00062257i,6.2639e-05-0.00086641i,-0.00013006-0.00035423i,-0.00019098+0.00015194i,-0.00017926-0.00014i,-0.00017116-1.1524e-05i,-0.00014623+7.3277e-05i,-0.00034366+0.00070151i,-0.00050182+0.0010163i,-0.00025851+0.00038957i,-0.00018738-0.00012384i,8.6323e-05+0.00013014i,0.00050409+0.00037139i,0.00036557-0.00018426i,0.00028359-0.00068116i
-0.00058625-0.0018301i,-0.00038873-0.0017145i,-0.0018771-0.0013757i,-0.002207-0.00024163i,-0.0010729+0.00051349i,5.8111e-05+0.00051968i,0.00020156-0.00010929i,-0.00035451-0.00047056i,-0.00038428-0.00062429i,8.9156e-05-0.001046i,0.0011036-0.00019178i,0.001311+0.00065643i,0.00044722+0.00050708i,-0.0004154-0.00042441i,-0.00054365-0.00052285i,-0.0004111+0.00018821i,-0.00051437+0.00052245i,-1.8792e-05+0.00080799i,0.00027029+0.00029406i,-8.1992e-05-0.00098784i,-0.00029353-0.00097654i,-0.00024467-3.1182e-05i,-0.0001706+0.00028485i
-0.0002134-0.0021947i,-0.00093861-0.00099425i,-0.0017097-0.00011789i,-0.001618+0.0010208i,-0.0007876+0.0017642i,0.00059865+0.001143i,0.0011843+0.00027625i,0.00026776-0.00070712i,-9.9422e-06-0.00065221i,-0.00019553+0.00039648i,-0.00046514+0.0010972i,-0.00062448+0.00066866i,-6.6821e-05+1.7026e-05i,0.00018367+0.00021582i,-0.00050133-3.7525e-05i,-0.0013297-0.00010867i,-0.00149+0.00039094i,6.6129e-06-4.7925e-05i,0.0010692-0.00024847i,0.00011758+0.00031355i,-0.00048492+0.000181i,-0.00054556+8.0388e-05i,-0.00061009-0.00017734i
-0.0014228+0.0010376i,-0.00061288+0.00093553i,-0.0016261+0.0014283i,-0.0022419+0.0016749i,-0.00057277+0.0017512i,0.00041068+0.0011895i,0.00026364+0.00048441i,0.00015016+2.8277e-05i,-0.00023584-0.00044577i,-0.00046862-0.00035513i,-0.00036144-0.00014408i,-9.2055e-05-0.00020949i,0.00024733-4.6455e-05i,0.00041455-0.00015667i,-0.0001984-9.025e-05i,-2.8007e-05-7.5665e-05i,-0.00017107-9.6959e-05i,-0.00058234+1.9199e-05i,0.00044846-0.0003176i,0.0010878-0.00016439i,0.00032704+1.9023e-05i,0.00013749-0.00016212i,0.00084275-0.00018054i
0.00011837-0.0036774i,-0.0015098-0.0032397i,-0.0031945-0.0024686i,-0.0039648-0.001228i,-0.0028655-0.00052679i,-0.0014598-0.00011606i,-0.00053515-0.00015127i,1.6588e-06+1.5444e-05i,-0.00012253+8.1136e-05i,-0.00042285-0.00032383i,-0.00038735-0.00059395i,-0.00054106-0.00056837i,-0.0009147+3.3921e-05i,-0.00057122+0.00014362i,-0.00032611-0.00066562i,-0.00018229-0.0010623i,-5.6931e-05-0.00044625i,-0.00017966+0.00056115i,3.181e-06+0.00048441i,0.00088844+0.00048549i,0.00094384+0.00071046i,0.00016622+0.00029406i,2.8995e-05-0.0002937i
-0.0011846+0.0002382i,-0.0020437+0.0012669i,-0.0025601+0.0016689i,-0.0022445+0.0014075i,-0.00091727+0.00077187i,0.00016573+4.1088e-05i,9.3162e-05+0.00019354i,5.4947e-05+0.00032661i,-0.00017866-0.00023169i,-0.00027473-0.00014829i,-5.6123e-05-3.5124e-05i,0.00023918+0.00032306i,-0.00016845+0.00050976i,-0.00070119+2.9877e-05i,-0.00094096-0.0006189i,-0.00033857-0.00011779i,3.5605e-06+0.0005914i,0.0003049+0.00046143i,0.00095561+0.00031921i,0.00043966+0.00021446i,7.4936e-05+0.00047833i,8.6484e-05-0.00039426i,-0.00010503-0.00096253i
-0.00044356+0.0020241i,0.00072395+0.0018876i,0.0003434+0.0014536i,-0.00043178+0.001218i,-0.00075478+0.00047902i,3.6696e-05-0.0004355i,0.00012966-4.554e-05i,5.8827e-05-0.00024756i,-0.00042347-0.00031745i,-0.00083232-0.00056812i,-0.00073782-0.00058033i,-0.00066184-0.00033246i,-0.00058186-0.00075901i,-0.00027577-0.00079335i,-0.00018571-0.00044609i,-0.0007112+0.00024861i,-0.00092677+0.00045614i,-0.00038261+0.0004641i,-0.00071754+0.00043258i,-0.00080863+0.00019354i,3.3925e-05+0.00040774i,0.0011765+0.00033511i,0.00095084-0.00018138i
-0.00097289-0.00050785i,7.3106e-05+0.00084537i,-5.0703e-05+0.00081056i,-0.00082604+0.001149i,-0.00015435+0.0013427i,0.00074528+0.00029281i,7.4274e-05-0.00024922i,-0.00019492+0.00040862i,5.0512e-05+9.3136e-05i,0.00027695-0.00080314i,0.00060281-0.00052482i,0.00062009-0.00018906i,0.00029258-8.8941e-05i,-0.00093362-0.00029597i,-0.0015408-0.00062928i,-0.00045478-0.0005785i,1.7029e-05-0.00033957i,7.4044e-05-1.5144e-05i,-1.7584e-05+0.00019192i,0.00028231-0.00011523i,0.00029887-0.00073583i,-0.00029721-0.00060594i,-0.00051654-8.1464e-06i
0.0034374+0.00010513i,0.0025148+0.0011694i,0.00216+0.00082767i,0.0014478-0.00093282i,0.00072299-0.0017575i,0.00010022-0.0011402i,-0.00025202-0.00045397i,-6.2015e-05-0.00023831i,8.4582e-05-0.0013862i,-0.00024485-0.0015922i,-0.00048943-0.00060966i,-0.00059132+0.00010232i,-0.00031679+0.0006283i,-0.00044917+0.00085554i,-0.00037575+0.00033335i,-0.00013208+0.0003855i,-0.00012788+0.00068081i,5.6611e-05+7.2824e-05i,0.00027161-0.00019054i,0.00041981+0.00026464i,0.00026783+0.00023863i,-0.00050676-0.00045501i,-0.00013131-0.00094227i
0.0017248-0.0008336i,0.001862-0.00044669i,0.0019701-0.00066887i,0.00087364-0.0012184i,-0.00014824-0.00064996i,-0.0006525-0.00012376i,-0.00099918+6.1213e-06i,-0.00020285-0.00023745i,0.00035404-0.00082684i,0.00027569-0.0010248i,-0.00032679-0.00022184i,-0.00012841+8.3158e-05i,0.00050197+0.00045763i,0.00079437+0.0010752i,0.0008196+0.00093139i,0.00012583+0.0012058i,-0.00021846+0.00085957i,-9.2451e-06+0.00028412i,0.00052783-0.0001036i,0.00095435-0.00032306i,0.00050681-0.00019888i,-0.00034479+0.0004042i,-0.00017846+0.00049105i
-0.00072965-0.00012909i,-5.3379e-05+0.00010594i,0.00066629-0.00011368i,0.00026085-0.00070301i,-0.00043816-0.0010524i,-0.00035776-0.00095759i,0.00020631-0.00059973i,-0.00011383-0.00085492i,-0.0005172-0.0016067i,-0.00042199-0.0017569i,-0.00012545-0.00092172i,-0.00031757+0.00082285i,-0.00059168+0.0017659i,-0.00014719+0.00054288i,-6.7619e-05-0.0004384i,-0.0003352-3.487e-05i,-0.00042237+0.00028226i,-0.00021907+0.00057546i,0.00034948+5.3065e-05i,0.00076654-0.00073862i,0.0010107-0.00083544i,0.0013408-0.00022247i,0.0013398+0.00018349i
0.0014425-0.0015389i,0.00011316-0.0016154i,-0.0015793-0.0020144i,-0.001785-0.00061095i,-0.0014376+0.00050208i,-0.0015707-5.2487e-05i,-0.0010946+0.00022759i,-0.00070101-2.6744e-05i,-0.0014855-0.00058552i,-0.0016608-0.00067052i,-0.00043591-0.00046836i,0.00017258-0.00041388i,-0.00046028-6.2661e-05i,-0.0010083+0.00040256i,-0.00062832+0.00052381i,-0.00028496+5.3926e-05i,-5.9428e-05-0.00016589i,0.00030804+5.9971e-05i,3.5504e-05+0.0004065i,-0.00023433+0.00037697i,0.00014365-0.00013664i,0.00065748+0.00017536i,0.00099789+0.00051336i
-0.0005245+0.00043878i,-0.00070082+0.00098603i,-0.00061789+0.0016973i,0.00022529+0.0017218i,0.000763+0.0020454i,0.00073553+0.0015462i,0.00051481+0.00024493i,0.00118+0.00033496i,0.0014257+0.00039903i,0.0005699-0.0003634i,0.00019865-0.00026611i,0.00037725-0.00011437i,7.7401e-05-8.0649e-05i,-0.0013647-1.8283e-05i,-0.0019761-0.00029674i,-0.0011722-3.5082e-05i,-0.00020233-0.0002263i,0.00022645-0.0007555i,0.00060657-0.001079i,0.00075514-0.0005198i,0.00032504+0.00042369i,0.0002409+0.00025279i,1.6493e-05-0.00027615i
-0.0021716+9.9569e-05i,-0.0018705+0.0011024i,-0.0012205+0.0023502i,-0.00011572+0.0016046i,0.00081369+0.00010879i,0.0012704-0.00062303i,0.0011157-0.00051098i,0.00067364-0.00059644i,0.0002318-0.0007515i,-0.00014335-0.00026524i,-0.00043084+0.00017218i,-9.0755e-05+0.00020776i,-7.5583e-05+0.00011527i,-0.0006784-4.213e-05i,-0.00047139+0.00044738i,0.00040692+0.00035792i,0.00056315-0.00021531i,0.00052179-2.6682e-05i,0.00080702+0.00014173i,0.00046373+0.00056139i,-0.00029484+0.0010799i,-0.00034581+0.000864i,-0.00027526+5.8566e-06i
-0.00091832-0.0011547i,0.00060743-0.00057092i,0.00089356+0.00078036i,-0.00044306+0.0021077i,-0.00040918+0.0015144i,0.00054463+0.00059664i,0.00059608+0.0008527i,-0.00024978+0.00069042i,-0.00061219+0.00024814i,-9.5212e-06+0.00017305i,-0.00010626+0.00036124i,-0.00040013+0.00067059i,0.00047925+0.00010602i,0.00059914+0.00014294i,-0.00051692+0.00076955i,-0.001051+0.0001893i,-0.00079548-0.00067753i,-0.00082535-0.00013853i,-0.0010797+4.7007e-05i,-0.00078093+0.00042606i,-0.00035872+0.00056927i,-0.00021944+0.00024765i,-0.00034537+0.00024197i
0.00061787+0.0014136i,0.00082641+0.00014851i,0.0017363-0.00081618i,0.0020676-0.00035546i,0.0013667+6.0676e-06i,-5.9089e-06-0.00019805i,-0.00017737-0.00036062i,0.00029063-0.00083451i,-8.2675e-05-0.0010126i,-0.00031086-0.00034953i,5.6383e-05+0.00080838i,3.7127e-06+0.0006708i,0.0002106+0.00044834i,0.00017942+0.00060719i,-9.7307e-05-0.00060129i,-2.4983e-05-0.00069039i,6.0977e-05+0.00049644i,0.00076144+0.00070263i,0.0010141-5.445e-05i,0.00086555-0.00019582i,0.00050748+0.00025399i,-0.00029468+0.00055811i,0.00011799+0.0004339i
-0.0019954+0.001062i,-0.0026556+0.00036935i,-0.0029861+0.00052996i,-0.001477+0.00042291i,-0.00013914+6.3529e-05i,-0.00028365-0.00020206i,-0.00048533+5.603e-05i,9.9049e-05+0.00029545i,-0.00016127-0.00017907i,-0.00095261+3.7161e-05i,-0.00080941+0.00031139i,-0.00072423+0.00048183i,-0.00097146+0.0001583i,-0.00057355-0.00053462i,-0.00058562-0.00061061i,-0.00090835-0.00058516i,-0.00038432-0.00068325i,0.00015185-0.00028023i,0.00040542+0.00070232i,0.0001508+0.00051797i,0.00068709-5.5522e-05i,0.00066083-0.00022041i,-7.3695e-05-0.00028507i
0.001142+0.00018336i,0.00094935+0.00027798i,0.00054503+0.00044515i,0.00047729+0.00017568i,1.6724e-05-0.00014236i,-0.00018822+0.00019987i,-3.7873e-05+0.00027597i,-0.0011837+0.00015278i,-0.0011723-0.00042431i,-0.0010705-0.00062161i,-0.0013277+2.9662e-06i,-0.0014654+0.00026686i,-0.0016883+0.00046785i,-0.0013878+0.00048307i,-0.00085562-0.00041124i,-0.00047084-0.0005916i,-0.0004985-0.00042151i,-0.00035785-0.00075366i,-0.00072066-0.00039616i,-0.00050483-0.00043903i,0.00032366-0.0010627i,8.3536e-05-0.00099799i,-0.00017287-0.00041508i
-0.002193+0.00079782i,-0.0010997+0.00080921i,-0.0015211+0.00046207i,-0.0017381+5.618e-05i,-0.00095726-2.0034e-05i,-0.00049954-0.0001169i,-0.00093813-0.00023361i,-0.0011398-0.0013093i,-0.00072935-0.0019446i,-0.00055059-0.0013814i,-0.0003505-0.00046332i,-0.00076574-0.00012721i,-0.00094174-0.00012822i,-7.5131e-05-8.1668e-05i,0.00023549+0.000142i,-0.00026026-0.00013635i,-0.00052996-0.00021524i,-0.00063456+0.00029815i,-0.00069244+0.00090667i,-0.00043071+0.0011487i,-0.00013779+0.00080085i,0.0005877+0.00048717i,0.00090564+0.00044272i
-0.00088882-0.00034644i,-0.0024366-0.00031083i,-0.0022646+0.00038066i,-0.00137+0.00033081i,-0.0008658-0.00021782i,-0.00025024-0.00011938i,0.00016994+0.00049228i,0.00036073+0.00045338i,0.0012677-0.00052534i,0.0016252-0.0009298i,0.0005651-0.0011102i,-0.00058061-0.0011307i,-0.0015201-0.00034012i,-0.0013584-0.00011455i,-0.00087592-0.00016204i,-0.0011559-2.8745e-05i,-0.00095221-0.00019741i,-0.00061256+0.00069513i,-0.00031333+0.001544i,-0.00031571+0.0012587i,-0.00035545+0.00076423i,-0.00044695+0.00036889i,-0.00014962+0.00045991i
-0.0015992+0.0010483i,-0.002306+0.0015234i,-0.0017914+0.0026517i,-0.0010079+0.0032495i,-0.00050315+0.0024157i,0.00098968+0.00064022i,0.0010613-0.00076273i,0.0002991-0.0006061i,0.00052079-0.00025787i,0.00043077-0.00027861i,-0.00015368-0.00019144i,-0.0012765+0.00011666i,-0.0017683+0.00014885i,-0.00086355+4.0353e-05i,0.00018432-5.9443e-05i,0.00045631+0.00026723i,0.00086572-3.7507e-05i,0.0010144-0.00037922i,0.00072148-0.00017842i,0.00015489+0.00019258i,-0.0003806+0.00012253i,-0.00015658-0.00064363i,6.8047e-05-0.00078509i
-0.001825-7.9598e-05i,-0.0010238+1.9347e-05i,-0.0015337+4.5409e-05i,-0.0012723+0.0011057i,-0.00053217+0.00099015i,7.189e-05+0.00010202i,-0.00010303-0.00020509i,-0.00054708-0.00057864i,-0.00051536-0.00073275i,-0.00084996-0.00045335i,-0.0010259-0.00034015i,-0.00092455+0.00013539i,-0.00048299+0.00047474i,-0.00022506-0.00018141i,-6.2482e-05-0.00030924i,-0.00048916+4.8945e-05i,-0.00072397-8.3058e-06i,2.3112e-05-0.00089798i,0.00017812-0.0013635i,-0.00047591-0.0011031i,-0.00067973-0.00029573i,-0.0010203+0.00012576i,-0.0015017+0.00055i
0.00042134+0.00049452i,-6.8231e-05+0.00066374i,0.00056271+0.00073984i,0.0010714+2.9941e-05i,0.00048074+0.00013335i,9.3312e-06+0.00059096i,0.00018746+0.00053023i,0.0004771+0.0011788i,0.00021758+0.001084i,-0.00030183-0.00011138i,-0.0009852-0.00053401i,-0.0012719-0.0010177i,-0.0008422-0.00080498i,-0.00037271+4.0527e-05i,9.7937e-05+0.00058431i,0.00059022+0.00044124i,-0.00038477+0.00019311i,-0.0010193+2.4469e-05i,-0.00051029-0.00045797i,0.00034138-0.0004252i,0.00013695+0.00029179i,-0.00078129+5.812e-05i,-0.00026794-0.00056004i
0.00053493-0.00091136i,0.00023218-0.001312i,-0.00077164-0.0020124i,-0.0016116-0.0019788i,-0.00066811-0.0018176i,-0.00023229-0.0011021i,-0.00057823+0.00010249i,-0.0004985+0.00078526i,-0.00033961+0.0005683i,-0.00024485-0.00013832i,-0.00058066+0.00026405i,-0.00050336+0.0005218i,0.00016543+0.0007121i,0.00045308+0.001157i,0.00063929+0.00084471i,0.00057266+0.00033179i,0.00024996+0.00012176i,0.00027462-4.0846e-05i,3.5888e-05+1.3541e-05i,-0.0004185-0.00018691i,-0.00084273-0.00077623i,-0.00063898-0.00074692i,-9.0402e-05-0.00044676i
0.00070963-0.00016014i,0.0010229-0.00020016i,0.0014492+0.00024419i,0.00079852-0.00019762i,0.00045912-0.00087037i,0.00057685-0.00099493i,0.00066762-0.0013783i,0.00077753-0.0013942i,0.00054108-0.00099646i,-0.00031011-0.00038622i,-0.0014209-0.00021257i,-0.0014281-0.00015387i,-0.00082461+0.00017702i,-0.00056486+0.00040236i,-0.00022193+0.00039369i,-0.00040342+0.000276i,-0.00010481+0.00094031i,0.00017167+0.0010781i,0.00011411+0.00018618i,0.00015582+3.5764e-05i,-0.00064889+0.00070186i,-0.00093485+0.00051179i,-0.00040073-0.00031887i
7.5008e-05-0.00099957i,0.00026906-0.00061248i,-0.00012467-0.0011742i,-0.00090757-0.0013928i,-0.00076492-0.00021146i,-0.0010968+0.00054784i,-0.0012899-0.00037315i,-0.00013565-0.00071285i,0.0004279+0.00019868i,0.00062533+0.0004665i,0.0007278-0.00037147i,5.172e-05+0.00029064i,-0.00017411+0.0010311i,-0.00073664+0.00097053i,-0.0012966+0.00081076i,-0.00086595+0.00049942i,-0.00067198+0.00064432i,-0.0011111-0.00011475i,-0.00059378-0.00067427i,0.00078045-0.00027104i,0.0012965+0.00071955i,0.00043329+0.0007333i,0.00014901-0.00014182i
-0.00014743-0.00097516i,-0.00085909-0.00076162i,-0.0013991-0.0007235i,-0.0011098-0.00044526i,-0.0008857-5.2434e-05i,-0.00042557+0.0010365i,0.00068795+0.0012622i,0.00070256+0.00030299i,-0.0010589-0.00030888i,-0.0020236+1.7934e-05i,-0.0013043+0.00090654i,-0.00012238+0.00085371i,0.00087427+0.0004634i,0.00011089-0.00040001i,-2.723e-05-0.00097025i,0.0011949-0.00040933i,0.0012102-1.9569e-05i,0.00031543-0.00011136i,-0.00046964-4.0046e-05i,-0.00032653+4.5559e-05i,0.00037182-0.00036288i,0.00073422-0.0011383i,0.00055203-0.00078009i
0.00070138+0.00027021i,0.0012642-4.7532e-05i,0.00208-0.00082983i,0.0015457-0.0014459i,-3.3018e-05-0.0012499i,-0.00037748-0.0011103i,0.00034013-0.00056977i,0.00074728-0.00027665i,0.00029472-0.00034308i,-0.00067597+9.7563e-06i,-0.00095607+0.00073433i,-0.0014479+0.00058472i,-0.0013152+0.00063899i,-0.00041814+0.0012515i,-0.00067989+0.00096306i,-0.00077444+0.00076313i,-0.00023964+0.00090921i,0.00011966+0.00058139i,0.00025638+0.00032078i,0.0008222+0.00031981i,0.0011204+0.00064764i,0.00086499+0.00077207i,0.00070288+0.00063013i
-0.0011796-0.0007176i,-0.0014405-0.0011702i,-0.0021087-0.00074581i,-0.0022384+0.00039945i,-0.0012202+0.00075815i,0.0005205+0.00028507i,0.00099189-0.0005534i,0.00024488-0.00077304i,-0.00041692-0.00017637i,-0.00049328-0.00026123i,-7.6246e-05-5.2096e-05i,-0.00020858-5.7058e-05i,-0.00086331+0.00010159i,-0.00090878+0.00041493i,-0.0011241+0.00021118i,-0.00091561+0.00079733i,-0.00052977+0.0010712i,0.00013474+0.00083524i,0.00067095+0.00053347i,0.00076789+0.00049891i,0.00074304+0.00032007i,0.0005622-0.00054522i,0.0012383-0.0013458i
-0.0013875+0.00050355i,-0.0011667+0.0016256i,-0.0022005+0.0017403i,-0.0025283+0.0016676i,-0.0017639+0.0011057i,-1.7959e-05+0.00039924i,0.00098264+8.4548e-05i,0.00034857-0.00022049i,-0.00080648+0.0001319i,-0.00069803+0.00043073i,-0.00036568+0.00054138i,-0.00081842+0.00059153i,-0.00031149+0.00016362i,-0.00020259-0.00024414i,-0.00077712-0.00054023i,-0.00084538+2.7363e-05i,-0.0012068+0.00025241i,-0.0011958+0.00018263i,-0.00027798+0.00022695i,0.00084988+0.00011045i,0.001047+0.00027627i,-7.483e-05+0.00042322i,4.3578e-05+0.00019846i
-0.00089653-0.00015135i,-0.00072293-0.00098274i,-0.00079671-0.0008137i,-0.00021276-0.00048052i,-0.00017975+0.0010226i,-0.00064528+0.0019643i,-9.662e-05+0.00090067i,0.00067114+0.00017818i,0.00051174-1.1228e-05i,9.8556e-05-0.00027396i,1.3209e-05+0.00029862i,0.00017875+0.00086761i,-0.00010258+0.00046498i,-0.00026916+5.2487e-05i,0.00018448-0.00039015i,0.00092507-0.00049315i,0.00051531+0.00061847i,-0.00030592+0.00094865i,-4.4573e-05+7.4516e-05i,-0.00020564-0.00032771i,-0.00033163+0.00060881i,0.0005308+0.00065321i,0.0004797-3.5637e-05i
-0.00097513+0.0012114i,4.1865e-05+6.7117e-05i,0.00058494+0.0001011i,0.00023055+0.00030628i,-0.00058712+8.2863e-06i,-0.00071924+0.00035275i,2.4483e-05+0.00043001i,0.00063758-0.00036884i,0.00030475-0.00050994i,-0.00039653-0.00054714i,-0.00037408-0.00038334i,-0.00029795+0.00039066i,-8.2629e-05+0.00065551i,-0.00012061+0.00010392i,7.3838e-05+0.00013248i,-0.00040022+0.0013298i,-0.00082471+0.00085543i,-0.00015054-8.6666e-05i,-0.00013287+0.00013581i,-0.00021778+0.00074779i,0.00059577+0.0011957i,0.0013402+0.00055744i,0.0012579-0.00015954i
-0.0011938+0.00056348i,-0.0014884-0.00016656i,-0.001012-0.001267i,-0.00061496-0.00049697i,-0.0011219+0.00030402i,-0.0012914-0.00047072i,-0.00046397-0.0003883i,7.7597e-05+0.00058249i,-1.5e-05+0.00074486i,-0.00027434+0.00063796i,-0.00066185+0.00030028i,-0.0012108-0.00020961i,-0.0019816-0.00021077i,-0.0013645-0.00016217i,-0.00035941-0.00028302i,-0.00074393-0.00012789i,-0.0006239+6.5501e-05i,-0.00038559+3.5498e-06i,-0.00094908+0.00033068i,-0.0013517+0.00025334i,-0.00098116+5.045e-05i,-0.00038253+0.00017779i,0.00010319-0.00012876i
2.7461e-05+0.0018793i,0.00053562+0.0010447i,-0.00027775+0.0014327i,-0.00042297+0.0010287i,8.5482e-05+0.00056706i,0.0002385-5.7723e-05i,-0.0002448-0.00069577i,-0.00044533-0.00012231i,0.00013424+0.00018491i,0.00034167-0.00038129i,-0.0002007-0.00058343i,-0.001237+0.00012882i,-0.0014581+0.00086914i,-0.00070662+0.00098517i,8.9497e-05+0.0012634i,0.00053567+0.0012236i,0.00022149+0.00054752i,0.00020512-0.00061178i,0.00035112-0.0012581i,0.00034666-0.00037119i,0.00028181+0.00024929i,-3.0961e-05-1.0346e-05i,0.00030483+0.00014653i
0.00027661-0.0010006i,-0.00054872-0.0010968i,-0.0013041-0.00021423i,-2.3709e-05-5.591e-06i,0.0010258-0.0002151i,0.00095976-0.00046229i,0.00036688-0.00084529i,4.2522e-05-0.00083098i,-0.00015954-0.00062478i,-0.00032795-0.00056057i,-0.00056881-1.7302e-05i,-0.00050545-3.6965e-06i,0.00030874-0.00065575i,0.00015249-0.00062184i,-0.00090159-0.00026958i,-0.00093237-0.0010418i,-0.0001957-0.0015048i,-0.00039143-6.206e-05i,-0.00050438+0.00079891i,0.00023154+0.00057064i,0.00049724+0.00063791i,0.00041258+0.00065581i,5.7186e-05+0.00032538i
-0.00032607-0.0013607i,6.5039e-05-0.0013881i,-0.0023055-0.0012464i,-0.0035164-0.0004499i,-0.0020464-0.0004133i,-0.00077823-0.00018966i,-0.00075776+0.00020572i,-0.00063017-0.00010781i,-0.00040481-0.00048531i,-0.00053369-0.00061969i,-0.00077792-0.00029931i,-0.00013431+9.5321e-05i,0.0007496-4.0604e-05i,0.00095787-0.00028449i,0.00072167+0.00028206i,9.8379e-05+0.00055646i,-0.00056418+4.8373e-05i,-0.0012306+0.00011292i,-0.00078309-0.0001273i,0.00013018-0.00082377i,-6.7659e-05-0.0011219i,0.00029044-0.00073697i,0.00040544-0.0003962i
0.00022738+0.0028059i,0.00099696+0.0023468i,0.0016964+0.0010437i,0.0016272+5.1616e-06i,0.0017564-0.00085774i,0.0010424-0.00026725i,0.00010767-0.00053982i,0.00055237-0.00078316i,0.00066369-0.00062993i,0.00055333-0.0002365i,0.00014175+0.00047472i,-0.00045449+0.00025021i,-0.00075199-0.0003151i,-0.0010648-0.0007657i,-0.00060259-0.00021673i,-0.00019639-0.0001047i,-8.7331e-05-0.0011435i,0.00036607-0.0019812i,0.00035334-0.0017202i,2.7846e-05-0.00034446i,5.2184e-05+4.7934e-05i,-0.00038966-0.00060483i,-0.00072067-0.00032694i
-0.0009863-0.0008056i,0.00030651-0.0019005i,0.00060449-0.0012754i,0.00036282-1.0024e-05i,9.6724e-05+2.5146e-05i,0.00038867-0.00011961i,1.5043e-05+0.0002021i,-0.00059052-0.0001509i,-0.00022936-0.0011016i,0.00049185-0.00083256i,0.00042695-4.4144e-05i,4.8745e-05-1.7365e-05i,-0.00015149-9.7959e-05i,-0.0011765-0.00015888i,-0.0010687+0.00020235i,-0.00012459+0.00047519i,5.418e-05+0.00040782i,2.2264e-05+0.00073808i,0.00013663+0.00083973i,-2.0807e-05+0.00034588i,0.00033551+0.00028076i,0.00037444+0.0004792i,-0.00016081-0.00026698i
