-0.0048759+0.0017919i,-0.0033015+0.0014256i,-0.0036011+0.00024387i,-0.0032201-4.1337e-07i,-0.0021581+0.0010621i,-0.0014082+0.001816i,-0.0010656+0.0018916i,-0.0008361+0.0017275i,2.335e-05+0.0013425i,0.0015651-0.00043489i,0.0016546-0.0011028i,0.00077862-0.000603i,0.00029284-0.00021142i,0.00038489+0.00078423i,0.0005309+0.00052803i,0.00012212-0.00017675i,0.00048145-0.00019882i,0.0013219+4.3456e-05i,0.00084643-0.00044759i,0.0010105-0.0010896i,0.0018986-0.00073406i,0.0017995-0.00036528i,0.0002699-0.00049472i
0.0014125-0.001619i,0.0018718-0.0025858i,0.0013227-0.0027348i,-0.0014344-0.001259i,-0.0045231-0.00020408i,-0.0046222+0.0010722i,-0.0033261+0.0012068i,-0.0035801-0.00091422i,-0.0054348-0.0035308i,-0.0061508-0.0037582i,-0.0041175-0.0021555i,-0.0023101-0.00048785i,-0.002371+0.001282i,-0.0020042+0.001286i,-0.001692+8.9339e-05i,-0.0002042+0.00073852i,0.0025133+0.0010415i,0.0031546-0.00099006i,0.0014076-0.003596i,0.00023417-0.0041679i,-0.00052749-0.00333i,-0.0014387-0.0036378i,-0.0014297-0.00293i
-0.0012555+0.0010407i,-0.00099624+0.00024578i,-0.00091463-7.4928e-05i,-0.0008559-0.00073685i,-0.00073138+0.00055668i,0.00074909+0.0030244i,0.0029073+0.0044427i,0.0030414+0.0055154i,0.0014358+0.0070385i,0.0001459+0.0066165i,-0.0011377+0.0044102i,-0.0019083+0.0019461i,-0.00022862-0.00010855i,0.0017333-0.0024888i,0.0023627-0.003493i,0.001291-0.0022452i,-0.0018767-0.0015439i,-0.0045081-0.0013918i,-0.0055001-1.2114e-05i,-0.0041869+0.0012291i,-0.0010961+0.0012161i,0.00057196+0.00086902i,0.00045898+0.00088597i
0.00010351-0.0047751i,0.00068537-0.0042712i,6.354e-05-0.0032866i,0.00025353-0.00094598i,0.00020214+0.0006375i,0.00031979+0.0013617i,0.0010676+0.0018786i,0.0040314+0.0019746i,0.004957+0.0013625i,0.0018686-0.00010661i,0.00014508-0.001626i,-0.00079162-0.001421i,0.00012726+0.00079885i,0.0027619+0.002289i,0.0024586+0.0007746i,-0.00011233-0.0021042i,-0.0017593-0.0029402i,-0.0015586-0.0013316i,-0.0007268+0.00074964i,0.00025598+0.0019061i,0.00027226+0.0020495i,-0.00057804+0.0026272i,-0.00043767+0.0029852i
0.0016125-0.0010766i,0.0023348-0.0014127i,0.00058199-0.0027346i,-0.0015731-0.0027503i,-0.0030795-0.0021375i,-0.0031874-0.0013825i,-0.00080105-0.00096517i,0.0029518-0.0037933i,0.0032571-0.0082218i,1.4413e-05-0.0085082i,-0.0023424-0.0051707i,-0.00399-0.0024865i,-0.0056444+0.00081507i,-0.0055956+0.0037731i,-0.003804+0.0041649i,-0.0018759+0.0039026i,0.00036328+0.0042954i,0.003395+0.0045452i,0.0045275+0.0038573i,0.0023963+0.0013724i,0.0003642-0.0010968i,8.1357e-06-0.0020361i,0.00026444-0.0022498i
-0.0010394+0.0021351i,-0.00094267+0.0033682i,-0.00058374+0.0043478i,0.00057163+0.0030001i,-0.0001912+0.0010095i,-0.0022484+0.0012292i,-0.0023762+0.0025359i,-0.0012996-7.5164e-05i,-0.0017068-0.0035162i,-0.0028067-0.0035403i,-0.0037825-0.0026457i,-0.0055577-0.0035106i,-0.0064178-0.0034224i,-0.0042442-0.0019688i,-0.0016716-0.00016988i,-0.00082998+0.0010726i,-0.00081443+0.00040532i,-0.00093925-0.0010144i,-0.00080124-0.0020809i,-1.617e-05-0.0027259i,0.0011323-0.0024202i,0.0020276-0.0013824i,0.001723-0.0011471i
-0.001304-0.0013079i,-0.0017247-0.0028754i,-0.0023865-0.0031155i,-0.0019834-0.0010341i,-0.00085538+0.0018041i,0.00041701+0.002319i,0.00080386+0.0026676i,-0.00016704+0.0041876i,-0.0015803+0.0044165i,-0.0016163+0.0032634i,-7.8328e-05+0.00095307i,0.0013672-0.0010192i,0.0017095-0.0017156i,0.0022931-0.0016004i,0.0023422-0.0021505i,0.0029071-0.0032237i,0.002871-0.0050919i,0.0010896-0.0069076i,-0.00050628-0.0063038i,-0.0012954-0.003659i,-0.0012347-0.00087555i,-0.0014855+0.00072574i,-0.0016066+0.0017469i
0.00017248-0.0053336i,0.00040231-0.0059136i,-0.0013504-0.0057652i,-0.0024509-0.004675i,-0.0016674-0.0034899i,5.1447e-05-0.0015884i,0.0016006-0.00022321i,0.0038793+0.0016643i,0.0047705+0.0027405i,0.0022223+0.0014844i,6.3936e-05+0.00099823i,0.00043852+0.00094965i,0.00047726-4.7572e-05i,-0.00093397-0.00070572i,-0.001499-0.0008718i,-0.0021446-0.0001512i,-0.0031153+0.0012306i,-0.0023272+0.0026193i,-0.0020763+0.0036809i,-0.0026546+0.0029965i,-0.0023052+0.00066375i,-0.002399-0.0001505i,-0.0028945+0.0011506i
-0.0061047-0.012512i,-0.0039669-0.016875i,-0.01027-0.018504i,-0.010438-0.0098529i,-0.0090587-0.00021527i,-0.0060791+0.0049411i,-0.00020075+0.0023642i,0.0028894-0.0023026i,0.0025205-0.0056831i,0.00016148-0.0051894i,-0.0018754-0.0023664i,-0.0030612-0.0014985i,-0.004254-0.0026212i,-0.0049731-0.0028163i,-0.0056964-0.00058307i,-0.0056932+0.00093386i,-0.0045569+0.001802i,-0.0035892+0.0025167i,-0.0025363+0.0018892i,-0.0010103+0.00073894i,0.00057902+0.0002552i,0.0014138+0.00061447i,0.0018701+0.00039436i
0.0026133+0.0046969i,0.0021052+0.005142i,0.0044193+0.0051061i,0.0038182+0.0019945i,0.00077359+0.00069673i,-0.001973+0.0016194i,-0.0022377+0.0009797i,-0.0018628-0.0012707i,-0.0025235-0.0028711i,-0.0026084-0.0031637i,-0.0017374-0.0023997i,-0.00061695-0.001944i,0.0015601-0.0013303i,0.0039279-0.00010442i,0.0053581-0.00090151i,0.0063907-0.0019056i,0.007668-0.0013416i,0.0075289-0.0024151i,0.0058895-0.0043059i,0.0035657-0.0035649i,0.0015853-0.00086073i,0.00077949+0.0013508i,0.00089179+0.0016663i
0.0013678+0.0034539i,0.001877+0.0043952i,0.0033925+0.005597i,0.0041817+0.0038084i,0.0038794+0.00051514i,0.0019546-0.0013612i,-5.8975e-05+0.00082414i,-0.0011677+0.0026914i,-0.0019563+0.0024813i,-0.0028146+0.0010162i,-0.0026435+0.0011874i,-0.0025403+0.0033845i,-0.0018093+0.0044899i,-8.0435e-06+0.0041365i,0.0014903+0.0034457i,0.0017417+0.0024207i,0.00074955+0.00089983i,0.0001666+0.00029543i,-0.00056864+0.00031473i,-0.0014283+7.3176e-05i,-0.001567-0.00050893i,-0.0013337-0.0014932i,-0.002706-0.0015649i
0.00090653-0.00036255i,0.00064391-0.00093846i,-0.00010231-0.00076736i,-0.00069484-0.0011926i,-0.0012445-0.0017641i,-0.00071211-0.00047954i,0.0011649+0.0021751i,0.0041119+0.0038084i,0.0058637+0.0029561i,0.0039673+0.00067303i,0.00014653-0.0017194i,-0.0031787-0.0036047i,-0.0048158-0.0041823i,-0.0046917-0.0038023i,-0.0048524-0.0035448i,-0.0053467-0.0040269i,-0.0054645-0.0039281i,-0.0061772-0.0024874i,-0.0062749-0.0012444i,-0.0047863-0.00082266i,-0.002863-0.00097254i,-0.0002861-0.0009282i,0.00068221-0.00072113i
0.00052453+0.0033692i,0.00094959+0.0034345i,0.0016563+0.001927i,2.089e-05-9.927e-05i,-0.0014674-0.0011036i,-0.0015594-0.0015287i,-0.00022174-0.00076128i,0.0031737-0.0014207i,0.0045749-0.0025496i,0.0031551-0.0033875i,0.0027545-0.0041675i,0.0023034-0.0050616i,0.00066291-0.005145i,7.1771e-05-0.0035453i,0.00042083-0.0025006i,0.00066168-0.00036198i,0.0019565+0.001932i,0.0033742+0.0022109i,0.0036615+0.0025745i,0.0033805+0.0022556i,0.0016053+0.0018969i,-0.00060242+0.0031218i,-0.00090055+0.0040054i
-0.00019232-0.0029144i,-0.00015011-0.0024851i,0.00098165-0.0014301i,0.0011108+0.00045347i,-5.5887e-07+0.0023078i,-0.00098438+0.0032974i,-0.00069824+0.0029317i,-0.00045389+0.00037659i,-0.0021442-0.0031141i,-0.00309-0.0041574i,-0.0029227-0.0030315i,-0.0033193-0.0016639i,-0.0034172-0.00031158i,-0.0020593+0.0014154i,-0.00054178+0.0032265i,-0.00039222+0.004463i,0.00057993+0.0052288i,0.0021393+0.0056059i,0.0021579+0.0035903i,0.0012989+0.00041872i,0.00057023-0.00067144i,-5.2017e-05-0.0014723i,-0.00058045-0.0027225i
0.0025111-0.0010388i,0.00063573-0.0016937i,-0.0013023-0.0017281i,-0.0023685-0.00073742i,-0.0026884+0.00040519i,-0.0014423+0.0016724i,-0.00026727+0.0019324i,-0.0014171+0.002178i,-0.0035638+0.0020095i,-0.0038275+0.00028101i,-0.0033453-0.0010779i,-0.0031078-0.0021399i,-0.001659-0.0029967i,0.00018034-0.0031653i,-0.00010319-0.0037425i,-0.0013987-0.0050549i,-0.0012846-0.0061284i,-0.00067622-0.0063514i,-0.0010219-0.0054411i,-0.00070409-0.0037063i,0.00062903-0.0016235i,0.0012395-0.00045627i,0.0015823-0.00021525i
0.0036846+0.0032859i,0.0036781+0.0026898i,0.0048129+0.00081207i,0.0048482-0.0011932i,0.003247-0.0018666i,0.0014956-0.001491i,0.0026933+0.00072644i,0.0051516+0.0026393i,0.0051028+0.0025153i,0.0038382+0.0013932i,0.003314-2.2979e-07i,0.0038622-0.0010978i,0.0037011-0.00076188i,0.0030702-0.00022842i,0.0024653-0.0010823i,0.002273-0.0010722i,0.0016926-0.0011511i,0.0012267-0.0018336i,0.00079295-0.0022816i,0.00012479-0.0012996i,-0.0010255+0.00063021i,-0.0018832+0.0016581i,-0.001636+0.002079i
4.6927e-05+0.0003392i,-0.00020746+0.0015039i,0.00039107+0.003201i,9.4985e-05+0.0029926i,-0.0011239+0.0017471i,-0.0021386+0.0014857i,-0.00094708+0.00069305i,0.0030057-0.0017562i,0.0050781-0.0035359i,0.0028224-0.0033672i,0.00036299-0.0015671i,-0.0015104+0.00019397i,-0.0029659+0.0013223i,-0.0029502+0.002623i,-0.0021754+0.0037485i,-0.002182+0.0046415i,-0.0032508+0.00444i,-0.002993+0.0048182i,-0.0019525+0.0041861i,-0.0012593+0.0019035i,-0.00066229-0.00035892i,-0.00077912-0.0010611i,-0.0011706-0.00046366i
0.0013527-0.0013086i,0.00061634-0.0017945i,0.00020596-0.000736i,-0.00094734-0.00039001i,-0.0017146-0.00075788i,-0.0020067+0.00029884i,-0.0022024+0.00040421i,-0.0018286-0.0015678i,-0.0025259-0.0041231i,-0.0034246-0.0042458i,-0.0046884-0.0030232i,-0.005597-0.002717i,-0.0044071-0.0021642i,-0.0034636-0.001726i,-0.0024508-0.0013433i,-0.00093593-0.00109i,-0.00018535-0.00081951i,-0.00059223-0.00048865i,-0.00062872-0.00068193i,-0.00016569-0.00078477i,0.00053739-0.00016127i,0.0015991+0.00049591i,0.0021905+0.0004218i
-0.0013667+0.0039287i,-0.00084408+0.0040235i,-0.00039858+0.0043157i,0.00052353+0.0032408i,0.0015976+0.0023047i,0.0015337+0.0027851i,0.00073817+0.0041239i,0.00095281+0.004697i,0.00070327+0.0028731i,0.00067998+0.00023536i,0.001094-0.0013879i,0.00043037-0.0015613i,0.00049068-0.00024049i,0.0018408+0.00082899i,0.0031546+0.00067028i,0.0043825+0.00011204i,0.0047115-0.0010993i,0.0045677-0.002088i,0.003213-0.0017617i,0.0020335-0.0014865i,0.0017392-0.00083349i,0.00061021+0.00015706i,-0.00063498+0.00078221i
-0.0016186+0.00010269i,-0.0016876+0.0010345i,-0.0018483+0.00071174i,-0.0019846-0.00087395i,-0.0024189-0.0013877i,-0.000823-0.00058808i,0.0025918+0.0001681i,0.0047566+0.0010611i,0.0049342+0.0020692i,0.0027256+0.0016814i,0.00044962+0.00082778i,-0.00067874+0.00020195i,-0.0017595-0.00021886i,-0.0022877-0.0013009i,-0.0021335-0.0017668i,-0.0017037-0.00021923i,-0.0010091+0.00060086i,-0.00097304-0.00013904i,-0.0004715-0.00077709i,1.5921e-05-0.0002078i,-0.00081542-0.00081452i,-0.0016645-0.002353i,-0.0021128-0.0019243i
0.0021484-0.0032223i,0.0023099-0.0020505i,0.0015265-0.0030586i,-0.00047179-0.0027613i,-0.0021863-0.0015592i,-0.0024584+9.8081e-05i,-0.000511+0.00043234i,0.0012062-0.0018825i,-0.00034614-0.0033777i,-0.0029696-0.0030207i,-0.0038104-0.0033461i,-0.0040037-0.0044179i,-0.0035729-0.0042651i,-0.0012906-0.0030526i,-0.00021288-0.0018496i,-0.0018479-0.0016087i,-0.0037614-0.0017083i,-0.0043093-0.0015529i,-0.0032894-0.0014359i,-0.0020234-0.0015224i,-0.0011041-0.00064909i,0.00012603+0.00088472i,0.0014227+0.001584i
-0.0011095-0.00018765i,-0.00097853+0.00014612i,-0.00071271+0.00037131i,-0.0013297+0.0016694i,-0.001577+0.003425i,-0.0014743+0.0043968i,-0.0012908+0.0024743i,-0.0016265-0.00055845i,-0.0020268-0.0032417i,-0.0010293-0.0042387i,-0.00028831-0.0038949i,-0.00028782-0.0029582i,0.00060583-0.00068291i,0.0023108+0.0020711i,0.0031654+0.0030487i,0.0029673+0.0023229i,0.0028149+0.0016054i,0.0019557+0.001798i,0.00057838+0.0016981i,-0.00067534+0.0013968i,-0.0011132+0.0014763i,0.00036848+0.0013209i,0.00099547+0.0010927i
0.00079669+0.0011141i,0.00063861+0.00071246i,0.00076736+0.00058763i,-8.4542e-05-0.0024004i,-0.0002454-0.0044825i,2.1263e-06-0.0023142i,2.6519e-05+0.0013902i,0.00092564+0.0029807i,0.00091812+0.0018216i,0.00085476+0.0012631i,0.00077638+0.0026303i,-0.00025558+0.0030375i,-0.0013464+0.0021919i,-0.0021515+0.00016455i,-0.0021372-0.00073735i,-0.00082911-0.00058158i,0.00069463+0.00011673i,0.0015907+0.001302i,0.002134+0.0020334i,0.001679+0.0016006i,0.0012154-0.00028017i,0.00094255-0.001535i,-0.00081616-0.0016924i
0.00090576-0.0015647i,0.00085764-0.00078586i,0.0016731-0.00046619i,0.00073924+0.00098724i,-0.0013644+0.0017623i,-0.0013227+0.0015711i,0.00035205+0.0013507i,0.0016484+0.0010119i,0.00065069+0.0002513i,-0.0019903-0.00081533i,-0.0040667-0.0018185i,-0.0040594-0.0017908i,-0.0029088-0.0019228i,-0.0006324-0.0024878i,0.0011166-0.0023091i,0.00046165-0.0024304i,-0.0013914-0.0025808i,-0.0018209-0.0021036i,-0.00081135-0.0022246i,3.7749e-05-0.0018931i,0.0010247-0.00085498i,0.0016011+0.00029337i,0.0016095+0.0005643i
0.0031854+0.0017063i,0.0024899+0.00080154i,0.0010135-0.00053128i,-0.0010485-0.0012263i,-0.0016423-0.0020097i,-0.00095498-0.002149i,0.0010031-0.001759i,0.0038835-0.0024016i,0.004501-0.0041967i,0.0034033-0.0050439i,0.0021442-0.0049556i,0.0014531-0.0041875i,0.00079758-0.0025416i,-0.00047604+1.7596e-05i,-0.0011926+0.0013557i,-0.0011529+0.0011051i,-0.00059294-0.00012402i,-0.00082001-0.0016383i,-0.0016934-0.0026204i,-0.0008144-0.0021359i,0.00017754-0.00036353i,-0.00072202+0.0008751i,-0.0014396+0.00187i
-0.00028926-0.00071335i,-0.00012946-0.00075387i,0.0015555+1.8601e-05i,0.0014804+0.0015395i,-0.00019024+0.001671i,-0.0011574+0.0022206i,-0.0012554+0.0032601i,-0.00070582+0.0015602i,-0.00041456+0.00011911i,-0.00038911+0.00064431i,-0.00065653+0.00093885i,-0.0015533+0.00051665i,-0.0018779-0.00040622i,-0.001308-0.0019608i,-0.0011708-0.0019887i,-0.0011385+0.00026326i,-0.00088642+0.0020637i,-0.00087511+0.0023498i,-0.0012869+0.0021855i,-0.0013222+0.0013521i,-0.00043666-0.00035263i,0.00030278-0.0011682i,0.00073039-0.0017467i
0.0010037+0.0025921i,0.00021948+0.0022689i,0.00038803+0.0022228i,-0.00012971+0.0019223i,-3.5908e-05+0.0013988i,0.00053039+0.00056698i,0.0010621+0.00070358i,0.0016742+0.0017197i,0.00023886+0.0018052i,-0.0024553+0.0002997i,-0.0051118-0.0016782i,-0.0053698-0.0025685i,-0.0019801-0.0019449i,0.0022889-0.0014499i,0.0034958-0.0014776i,0.0024073-0.0014425i,0.0010818-0.00091622i,0.00046775+0.00019913i,0.00078402+0.0013217i,0.00050452+0.001361i,0.0005936+0.0011811i,0.0010836+0.00060188i,0.00039848+0.00045445i
0.0021221+0.0021758i,0.0016772+0.0026598i,0.0022202+0.0023381i,0.0017963+0.0008594i,0.0013897-0.0012503i,0.0010016-0.001098i,0.0022138+0.00027911i,0.0038212+0.00087569i,0.0027721-0.00035309i,0.00099394-0.0023596i,0.0015028-0.0034411i,0.0020759-0.0035066i,0.0016849-0.0013813i,6.22e-05+0.00043242i,-0.0014489+0.00032726i,-0.001152-0.00018276i,0.00018494-0.00084451i,0.0010098-0.0018574i,0.0015722-0.0019188i,0.001177-0.0012488i,-5.3357e-05-0.00029316i,-0.00066289+0.00028525i,-0.00098906+0.00076238i
-0.002123-3.66e-06i,-0.00070941-0.0016054i,0.00013092-0.0015844i,0.00022229-0.0012371i,-0.00056391-0.00046291i,-0.0016027+0.00014599i,-0.00056851-0.00030214i,0.00024593-0.00029896i,-9.8839e-06-0.00070193i,0.00016045-9.7425e-05i,9.2433e-05+0.0014361i,-0.0012214+0.0016039i,-0.0022711+0.0012081i,-0.001363-0.0008145i,0.0001058-0.0021846i,0.00013117-0.00133i,-0.0010169-0.00080774i,-0.0011664-0.0009941i,-0.00023841-0.0010055i,-0.00029127-0.0012131i,-0.00048171-0.0014003i,-0.00098026-0.00088804i,-0.00060319-0.00071129i
0.0027758+0.001439i,0.003281+0.00098579i,0.0023753+0.0013385i,5.5938e-05+0.0011355i,-0.0019257+0.00044265i,-0.0020683-7.7297e-07i,-0.0012653-0.00065115i,-0.0015288-0.00064893i,-0.002375-0.0013238i,-0.0025573-0.0023487i,-0.0034702-0.0028644i,-0.0051327-0.003261i,-0.0043207-0.0017928i,-0.0013291+0.0008128i,0.00020833+0.0017726i,-4.7355e-05+0.0017739i,-0.00031684+0.001634i,-0.0012839+0.0011671i,-0.0027515+0.00019591i,-0.00284-0.00024357i,-0.0016935+0.00049105i,-0.00047895+0.00054209i,0.00084963+3.4756e-05i
0.001852+0.0011983i,0.0021689+0.0020046i,0.0032417+0.0022502i,0.0038715+0.00051899i,0.0035709-0.0012156i,0.0021272+0.00058267i,0.0013816+0.0023775i,0.0017536+0.0014577i,0.0012648-0.00092176i,0.00059142-0.0035087i,0.00077055-0.0040755i,0.00084791-0.003109i,-0.00077651-0.0019606i,-0.0038148-0.00071806i,-0.0047831+3.9597e-05i,-0.0032717+0.00025258i,-0.0013108+0.00078238i,-0.0003608+2.9101e-05i,-0.00019072-0.00075462i,-4.9695e-05-0.00055622i,0.00069201-0.00040865i,0.00053405+0.00018857i,-0.00081865-6.4068e-05i
-0.0037218-0.0012405i,-0.0051672-0.00083813i,-0.0063311-0.00012889i,-0.0063801+0.00021265i,-0.0054763+0.00023219i,-0.002831+0.00035898i,0.00011885+0.00036919i,0.0025437+0.00016788i,0.0019446+0.00025676i,-0.00033299+0.00030018i,-0.00058965+0.0012776i,-0.00041577+0.0015927i,-0.00091601-0.00064316i,-7.2219e-05-0.003097i,0.0012928-0.0032036i,0.0012435-0.0017726i,0.000976-0.001185i,0.0014653-0.00019085i,0.002221+0.00099609i,0.0020994+0.001035i,0.0011808+0.00079341i,0.0011987+0.00018815i,0.0013303-7.9889e-05i
0.0035547-0.002629i,0.0033892-0.0037949i,0.0034028-0.0041191i,0.0021064-0.0016828i,-0.00053921+1.2342e-06i,-0.0014327+0.00029186i,-0.00043582-0.00018122i,0.00053655-0.0016646i,0.0008296-0.0021843i,-0.00056004-0.0019362i,-0.0026117-0.0026129i,-0.0031598-0.00374i,-0.0018001-0.0035018i,8.5621e-06-0.00061679i,0.00040874+0.0017341i,-0.0003181+0.0019555i,-0.00077489+0.00091863i,-0.00094871-0.000685i,-0.0014147-0.0014666i,-0.0019852-0.001163i,-0.0010328-0.00066129i,0.00029469+0.00037292i,0.00058699+0.00092297i
-0.0014051+0.0013595i,-0.00060913+0.0020394i,0.00019884+0.0028289i,0.00060961+0.0016985i,0.0014428+0.0013754i,0.00079436+0.0018692i,-0.00029242+0.0020551i,-0.00021498+0.001501i,-9.463e-05+0.00084076i,-2.8212e-05-0.00083728i,0.0001056-0.0022569i,-2.9367e-06-0.0022816i,-4.3108e-06-0.0014359i,-0.00041072-0.00080871i,-0.0016138-0.0013058i,-0.002135-0.0017618i,-0.0013209-0.0017309i,-0.00029661-0.0019487i,-0.00048765-0.0024253i,-0.00097664-0.0025732i,-0.00118-0.0017345i,-0.0011574-0.00047833i,-0.00090073-0.00037243i
0.00060948-0.0026224i,-0.00049699-0.002614i,-0.0022527-0.0015441i,-0.0032636-0.00047228i,-0.0037514-4.238e-06i,-0.0032275+0.00040426i,-0.0010438+0.00082904i,0.0012297+0.0017272i,0.0013445+0.00099205i,-9.5108e-05+0.00028015i,-0.00072372+0.00054516i,-0.0012908+0.00071233i,-0.0006102+0.00072585i,0.00089181-0.00034645i,0.00096196-0.0020128i,0.00088294-0.0023656i,0.0014286-0.0005266i,0.0010931+0.0012834i,0.00011872+0.0021115i,0.00014011+0.0018252i,0.0011275+0.00096027i,0.0012454+0.0011861i,0.00047325+0.00098129i
0.00012809-0.003547i,0.000175-0.0042126i,0.0014871-0.0041144i,0.0020355-0.0027709i,0.00073395-0.0013073i,-0.00064833+0.00060341i,-0.00029298+0.0013837i,0.0014391-0.00028103i,0.0017583-0.0015317i,-0.0005091-0.0011858i,-0.0020133-0.001593i,-0.0013989-0.001711i,-0.0010587+3.9355e-05i,-0.00024176+0.0020122i,0.00062912+0.0033266i,0.00045487+0.0033452i,0.00031598+0.0015807i,0.00032759+0.00026436i,-0.00035465-0.00035876i,-0.00083981-0.00088457i,-0.00082309-0.00032807i,-0.0012003+0.00064595i,-0.0016189+0.0012083i
0.00043405+0.0017934i,0.00087582+0.0018415i,0.00043232+0.001898i,-0.00057818+0.00089556i,-0.0023642+0.00057206i,-0.0016103+0.00074301i,0.00053463+0.00048467i,0.0010879+0.00036569i,0.00022393-6.6153e-05i,-4.8265e-06-0.0011633i,5.7711e-05-0.0024666i,-0.00052953-0.0025429i,-0.0020766-0.0015911i,-0.0032817-0.0012288i,-0.0027838-0.0015883i,-0.00067096-0.0015668i,0.00025574-0.0018959i,0.00079078-0.0020735i,0.0025614-0.0015326i,0.0024265-0.0016391i,0.0012052-0.0022918i,0.00088535-0.0021151i,0.00092481-0.0018438i
-5.9375e-05-0.00014317i,-0.00077613-0.00019392i,-0.0013751+0.00066789i,-0.0020574+0.0017793i,-0.0024846+0.0028474i,-0.0027995+0.0036106i,-0.0028606+0.0031782i,-0.0017588+0.0025669i,-0.0011175+0.0011221i,-0.00098723-0.00056949i,-0.00076408-0.0018732i,-0.0012245-0.0021113i,-0.00037039-0.0014711i,0.00090422-0.0011935i,0.00043868-0.00065084i,-0.00084516-0.00010412i,-0.0010566+9.783e-06i,-0.00069196+0.00022278i,-0.00052475+8.7905e-06i,1.9543e-05+0.00043872i,0.00095053+0.00086769i,0.0014289+0.0011873i,0.0013683+0.0010135i
-0.0041343+0.0037571i,-0.0026274+0.0028154i,0.00042147+0.0021814i,0.0027414+0.0004768i,0.0023344-0.00024574i,0.0019364+0.00084129i,0.0023621+0.0018941i,0.003303+0.0014306i,0.0030763+0.000416i,0.00074641-0.00012942i,-0.00091997-0.00027376i,-0.0016098-0.00040545i,-0.0021053-0.00043544i,-0.0018675+0.00052594i,-0.001324+0.0017059i,-0.0011695+0.0013161i,-0.0014553+0.00057975i,-0.0022482-0.00032354i,-0.0033356-0.00069699i,-0.0036232-0.00020871i,-0.002233+8.5057e-05i,-0.0014723-5.4619e-05i,-0.00085877+0.00028101i
0.00051679+0.0010532i,0.0005318+0.0011876i,0.00088907+0.002213i,-0.00010894+0.0023251i,-0.0020099+0.0017747i,-0.0023601+0.00077544i,-0.0010586+0.00024788i,0.00024872-3.878e-05i,3.3299e-05-0.0011863i,-0.001046-0.0022625i,-0.0009527-0.0020407i,-0.00023916-0.0023486i,-0.0003863-0.0028088i,-0.0015819-0.0027971i,-0.0018191-0.0013147i,-0.00044777-0.00011122i,0.00025459+0.00016689i,0.00014643+0.00040565i,0.00064156-1.8031e-06i,0.00067083-0.00067574i,0.00079239-0.0014787i,0.0010508-0.0011075i,0.00066923-0.00020618i
0.00095473+0.00029811i,0.001788+0.00082466i,0.001802+0.0012609i,0.00079841+0.0012723i,3.3603e-05+0.00091098i,-0.0013309+0.0016223i,-0.0015898+0.0021346i,6.6264e-05+0.0011319i,0.0011125-0.0013449i,0.00070018-0.0029242i,0.00055839-0.0017799i,0.00060335-0.0010085i,0.0012438-0.0012592i,0.0015654-0.001549i,0.00092504-0.0022431i,0.00052782-0.0023904i,-0.00028988-0.0017342i,-0.00013096-0.00034573i,0.00053848+0.0013293i,0.0010619+0.0016109i,0.00099519+0.0011997i,-0.00045012+0.0011004i,-0.00084757+0.0013i
-0.0013655+0.0019774i,-0.0020891-4.4454e-06i,-0.00034554-0.0010779i,0.00051447-0.0022464i,-0.00060824-0.0021706i,-0.0014194-7.2105e-05i,-0.00031408+0.0016626i,0.00031749+0.001765i,-0.00021203+0.0012174i,-0.00028716+0.00047281i,-0.00068498-0.00018223i,-0.0016651+0.00012389i,-0.001895+0.00073256i,-0.00066579+0.0011716i,-6.8598e-06+0.0009947i,0.00079938+0.00033543i,0.0014101-0.00011533i,0.00042823-0.0007731i,-0.00055552-0.0013583i,-0.0012331-0.0017941i,-0.0015416-0.0013218i,-0.00084287-0.00079189i,0.00010928-0.00026989i
-0.00077562-0.0023692i,0.00042417-0.0022092i,-0.00041424-0.00030129i,-0.0018868+0.00085643i,-0.0025058+0.0010969i,-0.0017659+0.00025932i,0.00077073+0.00076518i,0.0027+0.0016422i,0.0021446+0.00061018i,8.4511e-05-0.00063921i,-0.0015045-0.002004i,-0.0024721-0.0028239i,-0.0021304-0.0024557i,-0.0014797-0.0013089i,-0.0013872+0.00010848i,-0.00098117+0.0013266i,-8.9784e-05+0.0012846i,0.00028328+0.00018062i,0.0007301-0.00029132i,0.0010975-0.00043338i,0.0014823-8.6905e-05i,0.0018675+0.00018164i,0.00088339+0.00031457i
-0.00041227-0.0023756i,-0.00099619-0.0027321i,-0.0012611-0.0032193i,-0.0012335-0.0026027i,-0.0013214-0.0013326i,-0.00039454+0.00013628i,0.00098055+0.00026561i,0.0010174-0.00090549i,0.00036527-0.0018158i,-6.459e-05-0.0013488i,-0.00029398-0.0006868i,-0.00055838-8.5457e-05i,-0.0004705+0.00059265i,0.00089726+0.0010697i,0.0013526+0.00010679i,0.00094846-0.00063099i,0.0002353-7.0358e-05i,-0.00090137+0.0012496i,-0.0015097+0.0017746i,-0.0013446+0.0015824i,-0.00075384+0.001235i,-0.00048124+0.001319i,-0.00067102+0.0014647i
