-0.0048759+0.0017919i,-0.0033015+0.0014256i,-0.0036011+0.00024387i,-0.0032201-4.1337e-07i,-0.0021581+0.0010621i,-0.0014082+0.001816i,-0.0010656+0.0018916i,-0.0008361+0.0017275i,2.335e-05+0.0013425i,0.0015651-0.00043489i,0.0016546-0.0011028i,0.00077862-0.000603i,0.00029284-0.00021142i,0.00038489+0.00078423i,0.0005309+0.00052803i,0.00012212-0.00017675i,0.00048145-0.00019882i,0.0013219+4.3456e-05i,0.00084643-0.00044759i,0.0010105-0.0010896i,0.0018986-0.00073406i,0.0017995-0.00036528i,0.0002699-0.00049472i
0.053413-0.13681i,0.15286-0.25539i,0.22114-0.2901i,0.15777-0.19893i,0.037423-0.09396i,-0.019072-0.054003i,-0.026511-0.031716i,-0.023159+0.0016819i,-0.011998+0.016037i,-0.0020366+0.0086072i,0.0044333-0.00027166i,0.0075943-0.0037898i,0.0061589-0.0010914i,0.0042829+0.0045102i,0.0048191+0.0073553i,0.0061521+0.0057404i,0.0050801+0.00012227i,0.0044551-0.0063296i,0.011094-0.0097314i,0.023799-0.011082i,0.032233-0.011346i,0.030913-0.0090697i,0.022001-0.0060809i
0.087813+0.10577i,0.13205+0.24346i,0.12274+0.3157i,0.071824+0.21904i,0.032844+0.075913i,0.017933+0.028799i,0.015782+0.026651i,0.011684+0.008645i,-0.00060656-0.0030803i,-0.0087547+0.0018749i,-0.0098405+0.0065501i,-0.01159+0.0057028i,-0.013364+0.0040985i,-0.012995+0.0026235i,-0.011039+0.0031997i,-0.0059192+0.0073829i,-0.00040651+0.011332i,0.0020758+0.013105i,-0.0028002+0.013977i,-0.013681+0.014612i,-0.019341+0.014027i,-0.014947+0.01118i,-0.0082057+0.0056968i
-0.12356+0.015929i,-0.25719-0.016389i,-0.31458-0.058637i,-0.22086-0.03779i,-0.093714+0.026076i,-0.034896+0.044566i,-0.0074799+0.024096i,0.014842+0.0054176i,0.017148-0.0063731i,0.004661-0.010856i,-0.0067728-0.010518i,-0.010595-0.0075914i,-0.0064924-0.0048353i,-0.0023626-0.0042653i,-0.0010429-0.0050062i,-0.0027636-0.0055675i,-0.0083236-0.0052243i,-0.011403-0.0041489i,-0.0095264-0.0044598i,-0.0068848-0.0061018i,-0.0063253-0.006215i,-0.007639-0.0051523i,-0.0070792-0.0026265i
0.047851-0.10457i,0.1399-0.19643i,0.20853-0.22163i,0.15896-0.1552i,0.062908-0.085176i,0.027079-0.049753i,0.016645-0.028756i,-0.0028582-0.012028i,-0.0049522-0.0028019i,0.0049428-0.0037956i,0.0086786-0.0048063i,0.0089757-0.0022964i,0.0088679+0.00043128i,0.0081645+0.0018314i,0.0063236+0.0017694i,0.0040717+0.0016346i,0.0047393-0.0011006i,0.0063925-0.0065384i,0.010044-0.01132i,0.016352-0.014018i,0.020794-0.013103i,0.01994-0.0088875i,0.0137-0.0042879i
0.059717+0.084905i,0.086478+0.20309i,0.06891+0.26926i,0.042869+0.1907i,0.039119+0.066843i,0.022513+0.011583i,0.0020713+0.00033178i,-0.00097358-0.0062153i,-0.0024794-0.0072175i,-0.0054617-0.00099847i,-0.0056272+0.0032379i,-0.0061267+0.0016722i,-0.0067867+0.00046405i,-0.0050753-0.0014728i,-0.0050158-0.0044218i,-0.005352-0.0024726i,-0.0021809+0.003401i,0.00073311+0.0077329i,-0.0030433+0.014251i,-0.012185+0.023382i,-0.017573+0.026739i,-0.015341+0.021542i,-0.0087623+0.013084i
-0.095246+0.0036612i,-0.19912-0.035003i,-0.24598-0.08719i,-0.18495-0.077374i,-0.10285-0.02272i,-0.055439+0.002799i,-0.020546+0.012285i,0.0052343+0.018868i,0.0091975+0.012443i,0.0010199+0.0029155i,-0.0035094-0.0038758i,-0.0053081-0.0078423i,-0.00562-0.0056288i,-0.0029249-8.3842e-05i,0.00045541+0.0023719i,9.0528e-05+0.0017531i,-0.006226+0.00078231i,-0.011232-0.0011349i,-0.009531-0.0085081i,-0.0035376-0.019349i,0.00068918-0.023689i,0.0010339-0.01894i,0.00031414-0.010579i
0.039199-0.075346i,0.11929-0.13572i,0.18388-0.13841i,0.14483-0.082765i,0.055913-0.029642i,0.01193+0.0023531i,-0.0017098+0.009369i,-0.0091156+0.0010593i,-0.0094581-0.0015444i,-0.0041486+0.00086725i,0.00073541+0.0013782i,0.001804+0.0023352i,0.0016263+0.0032439i,0.00081431+0.0030685i,0.0015933+0.0018811i,0.0034813-0.0017072i,0.0051377-0.004536i,0.007371-0.0050457i,0.0097938-0.0044452i,0.011354-0.0022808i,0.01207-0.00026995i,0.01042+0.00064105i,0.0054809+0.00024996i
0.034685+0.069148i,0.039104+0.16024i,0.0056305+0.21599i,-0.012899+0.16599i,0.009624+0.078713i,0.024299+0.023796i,0.022402-0.0042154i,0.018109-0.012948i,0.011321-0.012981i,0.0030976-0.0086757i,-0.0038644-0.00016152i,-0.0056795+0.0055504i,-0.0044184+0.0053677i,-0.0023503+0.0031398i,2.2764e-05+0.00058362i,0.0013335-0.00077668i,0.0027794+0.0016426i,0.0046704+0.0059415i,0.0026531+0.011437i,-0.0040346+0.017794i,-0.010237+0.020007i,-0.011622+0.015509i,-0.0083391+0.009419i
-0.071758-0.001986i,-0.13981-0.045475i,-0.15769-0.1044i,-0.097298-0.10578i,-0.030477-0.056155i,0.0018743-0.020462i,0.0096319+0.00047057i,0.0073074+0.013211i,0.0046612+0.010133i,0.00016908+0.00099312i,-0.0011209-0.0041255i,-0.00017016-0.0073827i,-0.0012571-0.0094717i,-0.002742-0.0074388i,-0.0037197-0.0023891i,-0.0030929+0.0011784i,-0.0033684+0.0013215i,-0.0068238-0.002144i,-0.0097047-0.011163i,-0.0084637-0.023018i,-0.0037833-0.027016i,0.0004004-0.021113i,0.0018568-0.013475i
0.038605-0.052576i,0.10424-0.079661i,0.15374-0.061414i,0.11145-0.020074i,0.021076-0.0093052i,-0.031621-0.011304i,-0.037077-0.010446i,-0.025325-0.011435i,-0.017145-0.0083407i,-0.010975-0.0044616i,-0.0061042-0.0049845i,-0.0034585-0.0038322i,-0.00087601-0.00058071i,0.00021565-0.0012932i,-0.0011467-0.0026408i,-0.0026902-0.0025349i,-0.002488-0.0042776i,-0.00028455-0.0044195i,0.0046751+0.0014923i,0.010009+0.011076i,0.010854+0.015539i,0.0087953+0.012659i,0.0064374+0.0084698i
0.017906+0.053536i,0.0033058+0.11484i,-0.042151+0.14122i,-0.061012+0.090981i,-0.031439+0.031351i,0.00028343+0.0087588i,0.01653+0.0049399i,0.019538+0.0026855i,0.014696-0.00067797i,0.0085699-0.003662i,1.3389e-05-0.0049413i,-0.0071539-0.0017385i,-0.0073485+0.0030527i,-0.0022518+0.0053286i,0.0019722+0.0041388i,0.0031539+0.0027046i,0.0040173+0.0047351i,0.0042597+0.0072784i,0.001452+0.0086621i,-0.0040434+0.0088875i,-0.0082693+0.0063014i,-0.0082+0.0034244i,-0.0053758+0.0025682i
-0.046929-0.0082972i,-0.082485-0.049417i,-0.072056-0.092665i,-0.0133-0.071054i,0.025679-0.0030773i,0.026667+0.03944i,0.01401+0.041827i,0.0046726+0.027068i,0.0037207+0.01478i,0.004952+0.0074472i,0.0044488+0.0022942i,0.0034927-0.0014126i,0.0010521-0.0031019i,-0.00076777-0.0014738i,-0.0016759-0.00011047i,-0.0030951+0.0010992i,-0.0037553+0.0031129i,-0.0048935+0.001473i,-0.0062646-0.0068085i,-0.0059899-0.017047i,-0.0029771-0.01961i,0.0007356-0.014801i,0.0021631-0.0096921i
0.025737-0.028024i,0.07366-0.032425i,0.099502+0.001236i,0.05951+0.030515i,0.0019713+0.0063829i,-0.018679-0.030702i,-0.013145-0.040537i,-0.0057161-0.031596i,-0.0087277-0.0207i,-0.013961-0.011098i,-0.0092653-0.0027516i,-0.0018744+0.00011686i,0.0015271+0.00047474i,0.001486-0.00070355i,0.00058939-0.0034192i,-0.00062764-0.0049014i,-0.00066098-0.0064846i,0.0015101-0.0071668i,0.0055954-0.0027325i,0.010181+0.0065699i,0.010679+0.013237i,0.0074002+0.013612i,0.0047298+0.011083i
0.0090153+0.029782i,-0.012064+0.062698i,-0.053107+0.055782i,-0.058087-0.0037899i,-0.015269-0.043107i,0.016589-0.034426i,0.020574-0.013448i,0.013172-0.004863i,0.0052912-0.0057532i,0.0022667-0.0063913i,0.0009702-0.0051813i,-0.002677-0.0034252i,-0.004999-0.0016409i,-0.0033588+4.1034e-05i,-0.00053674+0.0011295i,0.0020738+0.0013782i,0.0031147+0.0017524i,0.0014284+0.0025065i,-0.0052364+0.0029319i,-0.0137+0.0016985i,-0.015116-0.00063413i,-0.012442-0.0024693i,-0.011187-0.0018907i
-0.023872-0.0044505i,-0.034591-0.032772i,-0.0083312-0.05282i,0.026798-0.016303i,0.011651+0.045309i,-0.025261+0.066202i,-0.034997+0.050007i,-0.021345+0.029807i,-0.0040389+0.019446i,0.004466+0.013443i,0.0021087+0.0056852i,-0.0024936+0.00081962i,-0.0042477+7.3087e-06i,-0.0047531+0.00030567i,-0.0048361+0.0012717i,-0.0053617+0.0018553i,-0.006834+0.0027277i,-0.0066751+0.0045803i,-0.0030333+0.0014885i,0.0021978-0.0048388i,0.0062193-0.0068513i,0.0079992-0.0057753i,0.0070005-0.0052868i
0.017445-0.011628i,0.040708-0.0042547i,0.038539+0.028307i,-0.0075762+0.041893i,-0.035834+0.0096904i,-0.015718-0.021373i,0.0097931-0.023455i,0.015338-0.012464i,0.0065622-0.0069037i,-0.0051853-0.0064927i,-0.010012-0.0034889i,-0.0069504+0.00039212i,-0.0024297-0.00030159i,0.0008503-0.0012695i,0.0024712-0.00071838i,0.0023481-0.00077478i,0.0015826-0.0016636i,0.0022712-0.0035253i,0.0064234-0.0024141i,0.010517+0.0031394i,0.010209+0.0067143i,0.0062782+0.0071271i,0.0041908+0.0073934i
0.0038148+0.018454i,-0.012378+0.026934i,-0.026433+0.0019167i,0.0019613-0.045156i,0.054356-0.050011i,0.070208-0.016842i,0.049889+0.0030884i,0.025528-0.00068521i,0.010647-0.011637i,0.0032104-0.014852i,0.00055772-0.010204i,-0.00018088-0.0053803i,0.00064959-0.0010123i,0.003231+0.0021417i,0.0040328+0.0019472i,0.0034576+0.0012199i,0.0040597+0.0014065i,0.0037921+0.0009198i,-0.0033685-0.0009701i,-0.013628-0.0036365i,-0.016941-0.0048607i,-0.013587-0.0058646i,-0.010566-0.0059063i
-0.012085-0.0056776i,-0.0094093-0.019268i,0.015833-0.014255i,0.026976+0.025313i,-0.012617+0.048965i,-0.053228+0.027888i,-0.051998+0.0022307i,-0.031142-0.0049413i,-0.013967+0.00086074i,-0.0036123+0.0068965i,0.00023655+0.0027507i,-0.0024406-0.0030153i,-0.0058787-0.0022854i,-0.006922-0.00055761i,-0.006223-0.0013562i,-0.0052452-0.002042i,-0.0056221-0.00071937i,-0.0047029+0.0010446i,-5.6519e-05-0.00032244i,0.0066939-0.0018447i,0.0099878-0.00053414i,0.010047+0.00047297i,0.0088826-0.00075649i
0.0092263-0.004013i,0.01326+0.0054998i,-0.012177+0.020829i,-0.059673+0.0077042i,-0.065339-0.029215i,-0.028157-0.036699i,-0.00060782-0.014907i,0.0041821+0.003658i,-9.6934e-05+0.0093004i,-0.0040752+0.0051084i,-0.0047441-0.00069466i,-0.0036432-0.0028982i,-0.0018206-0.0033361i,-0.0016674-0.0047392i,-0.0019319-0.0047488i,-0.0010526-0.0030408i,-0.00046091-0.0027714i,-0.00039381-0.003763i,-0.0012357-0.00026502i,-0.0010801+0.0071736i,-0.00089225+0.0096803i,-0.00088138+0.0083594i,-3.4813e-05+0.0081816i
-0.0019937+0.0065016i,-0.0076899+0.0029214i,-0.0013732-0.021947i,0.039935-0.036867i,0.074851+0.00014482i,0.062575+0.043971i,0.034697+0.046671i,0.02067+0.024284i,0.015022+0.0021672i,0.0085464-0.0089055i,0.0017178-0.0074705i,-0.00087789-0.00033749i,0.00076224+0.0045188i,0.0024087+0.0061742i,0.0023531+0.0065943i,0.0014459+0.0062787i,0.0010721+0.0054261i,0.0013687+0.004329i,-0.0014911+0.0019098i,-0.0061809-0.0023038i,-0.0065404-0.0059022i,-0.0041941-0.0054359i,-0.0038319-0.0037319i
-0.006988-0.0049133i,-0.0013101-0.0056583i,0.014256+0.015429i,0.010054+0.051513i,-0.021477+0.048554i,-0.03433+0.0058824i,-0.019755-0.022589i,-0.0035876-0.023538i,0.0013465-0.01406i,-0.00088505-0.0042343i,-0.0010301+0.00032337i,-0.0015236-0.0011874i,-0.0045724-0.0018864i,-0.004637-0.0011202i,-0.002419-0.0017681i,-0.0010045-0.00295i,-0.00049556-0.0029571i,-0.00019737-0.00094713i,0.0042297-0.00081426i,0.0098482-0.0032226i,0.0098496-0.0028882i,0.0066461-0.00096437i,0.0053969-0.0024168i
0.006543-0.0069312i,0.00185-0.0040394i,-0.025652-0.0097698i,-0.052072-0.044129i,-0.034417-0.076593i,-0.00028323-0.063618i,0.0078755-0.029455i,-0.0031653-0.007348i,-0.013207+0.0022824i,-0.012764+0.0073205i,-0.0054738+0.0070577i,-0.00026467+0.0015974i,0.0018105-0.0034481i,0.0029374-0.0068884i,0.0031342-0.0077193i,0.0030316-0.0053781i,0.003383-0.003645i,0.0020174-0.0038287i,-0.0021196-0.0012129i,-0.00715+0.0039343i,-0.0090631+0.0055058i,-0.0070772+0.0036623i,-0.0046827+0.0034134i
-0.0015422+0.00414i,-0.00083072-0.0013125i,0.015582-0.01488i,0.047021-0.0067668i,0.046851+0.033062i,0.010543+0.057069i,-0.011773+0.046944i,-0.010349+0.027056i,-0.0030471+0.011561i,0.00049867+0.0013412i,-0.0021795-0.0027119i,-0.0049043+0.0005184i,-0.0037848+0.0055995i,-0.0021152+0.0078398i,-0.0021951+0.0080835i,-0.0028597+0.0067058i,-0.0020405+0.004163i,-0.00012537+0.0013731i,-0.00025366-0.0026815i,-0.00072505-0.0075977i,0.0011236-0.0074669i,0.0024848-0.0043685i,0.00073391-0.0020832i
-0.0016016-0.0012957i,0.0015403+0.0055049i,0.00068761+0.028598i,-0.021735+0.054761i,-0.044557+0.042151i,-0.031188+0.007983i,-0.00068139-0.0074106i,0.016698-0.0064317i,0.018474-0.0056647i,0.011656-0.0078363i,0.0029303-0.0077205i,-0.003499-0.0045104i,-0.0062206-0.0016493i,-0.0067382-1.8798e-05i,-0.0055029+0.00042107i,-0.0038709-0.00096234i,-0.003228-0.0022677i,-0.0033824-0.00048705i,-0.0010772+0.0028578i,0.0040624+0.0045469i,0.0053656+0.0045757i,0.0035067+0.0028358i,0.0036452-0.00076328i
-0.00067377+0.00076427i,-0.0064248-0.0013696i,-0.020108-0.018992i,-0.016812-0.052892i,0.017952-0.063783i,0.042036-0.038137i,0.033006-0.014536i,0.01423-0.010142i,0.00059377-0.010671i,-0.0058329-0.0057745i,-0.0051262-0.0005634i,-0.0014036-0.0017523i,0.00034612-0.0036183i,0.0014847-0.0032818i,0.0042034-0.0024645i,0.0053901-0.0011763i,0.0037984+0.00092319i,0.0012009+0.0030998i,-0.0012161+0.0042046i,-0.0047127+0.0045912i,-0.0061101+0.0030149i,-0.0040188+0.0018287i,-0.00099102+0.0042545i
0.0028082+0.00016075i,0.0081178-0.0036387i,0.027637-0.0062696i,0.045368+0.0075913i,0.02649+0.028501i,-0.0108+0.026932i,-0.025959+0.010411i,-0.022357-0.00099803i,-0.016661-0.0030237i,-0.012535-0.00085256i,-0.0093886-0.0004185i,-0.0073725-0.00079306i,-0.0045507-0.00097561i,-0.0019454-0.0011908i,-0.0017638-4.9662e-05i,-0.0019598+0.0009939i,-0.00077371+0.0008045i,0.0018648-0.001141i,0.0045616-0.0052999i,0.0059118-0.0088273i,0.0062509-0.0077003i,0.0040698-0.0038998i,0.00058896-0.0019246i
-0.0005136+0.00313i,-0.0028357+0.0092861i,-0.015482+0.024715i,-0.043079+0.031303i,-0.058174+0.010313i,-0.039467-0.0084255i,-0.011001-0.0019017i,0.003971+0.010397i,0.0083008+0.012262i,0.0098513+0.0044137i,0.0078074-0.0032361i,0.0014623-0.0045498i,-0.0029712-0.0022055i,-0.0042742-0.0011555i,-0.0053286-0.0023426i,-0.0055813-0.00471i,-0.0038467-0.0053941i,-0.0024649-0.0043204i,-0.0024808-0.0019325i,-0.0019193+0.0030395i,-0.0016101+0.0064646i,-0.0016456+0.0045796i,-0.00075214+0.0010912i
-0.00077674+0.0026733i,-0.0040256-0.0036824i,-0.0073381-0.020572i,0.0066648-0.037797i,0.03357-0.025988i,0.038597+0.0037543i,0.025784+0.014994i,0.018421+0.0087934i,0.014815+0.0024708i,0.0085969-0.00053624i,0.0033345-0.0012678i,0.001506-0.0010054i,0.00065622-0.00078105i,0.00010818-1.9651e-05i,0.0015824+0.00069648i,0.0027985+0.00086426i,0.00087843+0.0010475i,-0.0025395+0.0016213i,-0.004499+0.0010899i,-0.0061273-0.00079254i,-0.0060846-0.0017854i,-0.0029754+7.068e-05i,-0.0010659+0.0025386i
-0.001162-0.0023272i,0.0066944-0.0016817i,0.022244+0.0050116i,0.031702+0.023427i,0.016716+0.032302i,-0.0028845+0.014762i,-0.0073491-0.006762i,-0.0050628-0.015911i,-0.0070231-0.016662i,-0.011799-0.011034i,-0.011644-0.0035103i,-0.0058789+0.00090818i,-0.00058921+0.0013958i,0.0018777+0.00055226i,0.001801+0.0010207i,0.00063479+0.0025144i,0.00014628+0.0027447i,-4.7796e-05+0.0014103i,0.0016347+0.00015415i,0.005198-0.0016999i,0.0057567-0.0017094i,0.0023354-0.00095583i,-0.0011991-0.0015026i
0.00273+0.00099445i,-0.00066779+0.00736i,-0.014126+0.011859i,-0.035234+0.0011022i,-0.038178-0.021488i,-0.019349-0.02579i,-0.006722-0.011073i,-0.0076479-0.00061324i,-0.0096468+0.0002566i,-0.0064401-0.00092488i,-0.0021604-0.0011176i,-0.0021959-0.00033567i,-0.0031191+0.0017145i,-0.0020896+0.0023523i,-0.0013294+0.00042272i,-0.00085338-0.0021142i,0.00066527-0.002346i,0.0029607-0.000549i,0.0035417+0.0012928i,0.00187+0.0040553i,-5.0757e-05+0.0053074i,6.0252e-06+0.0031293i,0.0010419+0.00064766i
-0.0037504+0.0010828i,-0.0057709-0.0050983i,-0.0032956-0.017432i,0.0089652-0.023564i,0.017829-0.0076679i,0.010116+0.013177i,0.0001841+0.019046i,-0.00030752+0.01743i,0.0032052+0.01516i,0.0056822+0.01058i,0.0044678+0.0049021i,0.00029549+0.00056022i,-0.0039441-0.0016804i,-0.0055341-0.0024795i,-0.0032353-0.0017221i,0.00027668-0.0005383i,0.0016558-0.00041765i,0.00057272-0.0018014i,-0.0013587-0.0041433i,-0.0032415-0.0055804i,-0.0038319-0.0055892i,-0.0019589-0.0035089i,0.00015141-0.00082964i
-0.00097466-0.0064525i,0.0049843-0.0047786i,0.012556+0.005692i,0.012289+0.024459i,-0.00014501+0.030079i,-0.0056668+0.016454i,0.0036719+0.0027724i,0.012408-0.0025065i,0.010781-0.0043513i,0.0026467-0.005751i,-0.003324-0.0049864i,-0.0031875-0.002127i,-0.00055323-0.00083926i,0.0014205-0.00039735i,0.0010573+0.0014271i,-0.0014306+0.0030542i,-0.0035926+0.0029126i,-0.0040505+0.0009123i,-0.0024253-0.00071547i,0.0009411-0.00090009i,0.0028699+8.8052e-05i,0.001219+0.00071915i,-0.00046899+0.00016919i
0.0018941-0.0022728i,-0.0013088-0.0012197i,-0.010844+0.00012903i,-0.018628-0.0094741i,-0.0097765-0.022148i,0.0043427-0.019238i,0.0057281-0.010523i,0.0014707-0.01126i,-0.0011294-0.015722i,-0.0030716-0.014904i,-0.0030735-0.010827i,-0.0033622-0.0065647i,-0.0048677-0.0022012i,-0.0045031+0.00088828i,-0.0036822+0.0002242i,-0.0034366-0.0013696i,-0.0024979+0.00033727i,-0.00066334+0.00248i,0.00055516+0.003694i,0.00027481+0.0055098i,0.0006473+0.0057565i,0.0022891+0.004144i,0.0021604+0.0025473i
-0.0015795-0.0029507i,-0.0019183-0.0063868i,0.0011018-0.013875i,0.0096694-0.015072i,0.0096536-0.0052445i,-0.0019645+0.0040022i,-0.0094685+0.004688i,-0.010645+0.0016763i,-0.0096842+0.0017547i,-0.0053654+0.0044097i,-0.0010335+0.0034381i,-0.0001309-0.0014822i,-0.0019356-0.0045594i,-0.0029179-0.0044372i,-0.000849-0.0030882i,0.0017907-0.0022892i,0.0035414-0.0023532i,0.0026577-0.0015817i,-0.0002591-0.0010355i,-0.0023973-0.0022092i,-0.0031885-0.0021037i,-0.0023916-0.00083213i,-0.0015984+0.00039828i
-0.0025097+0.0022387i,-0.00047532+0.0048951i,0.0014441+0.013153i,-0.0037488+0.021339i,-0.012409+0.018948i,-0.010077+0.0098108i,-5.0857e-05+0.0074521i,0.0044064+0.010944i,0.0028299+0.012935i,5.5295e-05+0.010682i,-0.0009198+0.0067215i,-0.00036652+0.0046027i,0.0015335+0.0025894i,0.0031324+0.00042543i,0.0023785+0.00055938i,0.00015238+0.0010166i,-0.0015002-0.00081859i,-0.0015589-0.0018108i,-0.00021701-0.0014163i,0.0020587-0.0010541i,0.0023326-0.00073529i,-0.00011699-0.00030988i,-0.0015953+0.00044608i
-0.002872-0.0039693i,-0.006069-0.0040742i,-0.011809-0.0048742i,-0.012099-0.0080159i,-0.0021702-0.0074057i,0.006598-0.0014998i,0.0086711+0.0011913i,0.011028-0.00032153i,0.011663-0.004304i,0.0070099-0.0081667i,0.0018979-0.0081799i,-0.0018797-0.004229i,-0.0030432+0.00045286i,-0.0022568+0.0027795i,-0.00159+0.001971i,-0.0017394-0.00045667i,-0.0019058-0.0013253i,-0.0011214-0.00043204i,-0.00055976-0.00016695i,-0.0013213+0.00088888i,-0.0017133+0.0023697i,-0.00012177+0.0019821i,0.000595+0.0010049i
0.00050452+0.0020091i,0.0030071-0.0026931i,0.0072308-0.0066057i,0.012937-0.0063061i,0.011731-0.00083667i,0.00339+0.00061044i,-0.0017539-0.0043597i,-0.00042038-0.0084772i,0.00099201-0.010147i,0.00042612-0.0077797i,0.00033891-0.0038457i,-0.00052878-0.0029227i,-0.0024303-0.0027921i,-0.0023627-0.00063803i,-0.00081572+0.00045123i,1.4784e-05+0.00063689i,-0.00015238+0.0015298i,-0.0010154+0.0011592i,-0.0027813-0.00098923i,-0.0038107-0.0039007i,-0.0030461-0.0047714i,-0.0022296-0.0030177i,-0.0024002-0.0015789i
0.0011793+0.003502i,0.0022246+0.0076936i,0.0011349+0.010693i,-0.0042522+0.009575i,-0.010338+0.0042311i,-0.008712+0.00045927i,-0.0044702+0.0021927i,-0.0057255+0.0042103i,-0.01028+0.0036992i,-0.011727+0.0041865i,-0.0089619+0.0040875i,-0.0049921+0.0022942i,-0.0025078+0.00057084i,-0.0010809-0.00064676i,-0.00052888+0.00026148i,-8.0125e-05+0.0019004i,0.0009134+0.0019068i,0.0012189+0.0003404i,0.001518-0.0014649i,0.0027511-0.0023041i,0.0032107-0.0026654i,0.0021492-0.0029604i,0.0013191-0.0021593i
-0.0025487-0.0004271i,-0.0061859+0.00075801i,-0.0096503+0.00015735i,-0.0084653-0.0016757i,-0.0038631-0.00034006i,0.00033557+0.0042997i,0.0024576+0.0079102i,0.0018858+0.0084393i,0.00016598+0.0067307i,-0.0012844+0.0028138i,-0.0022432-0.0011747i,-0.0024705-0.0015437i,-0.001856-2.6754e-05i,-0.001804-0.00019622i,-0.002122-0.0010443i,-0.0020336-0.0018984i,-0.0010098-0.0026817i,6.0581e-05-0.0014868i,-2.9471e-05+0.0015315i,-0.0004477+0.0034535i,-0.00079515+0.0042531i,-0.00042662+0.0039997i,0.00068212+0.003047i
-0.0031827-0.0018475i,-0.0012646-0.0034203i,0.0020505-0.0032838i,0.0063117+8.9285e-05i,0.0061249+0.0033243i,0.0041518+0.0028119i,0.005868-0.00027809i,0.0094601-0.0020676i,0.011267-0.0028252i,0.010676-0.0037227i,0.0074692-0.0037857i,0.0030024-0.0031757i,0.00035706-0.001718i,-0.00055719-0.00043203i,-0.00082097-0.0014779i,-0.0013116-0.0025043i,-0.0019738-0.0018215i,-0.0020928-0.00032064i,-0.00041693+0.00022458i,0.00076928-0.00046485i,0.0006302-0.00081131i,-0.00035513-0.00044735i,-0.00076924+0.00020296i
0.0019014+0.0030697i,0.0030429+0.0042451i,0.0021803+0.0066252i,-0.0015848+0.0053575i,-0.0031282-0.00024405i,-0.0016922-0.0023862i,0.00015112-0.0016597i,0.0018335-0.0043857i,0.0016156-0.0071913i,-0.0010836-0.0063337i,-0.0031851-0.0034898i,-0.0033064-0.0011182i,-0.0021658-0.001037i,-0.0010471-0.0019625i,-0.0006967-0.0011135i,-0.00066574+0.0004988i,-0.00049249+0.0016083i,0.00085403+0.0018542i,0.0020973+0.0004849i,0.0019602-0.00088592i,0.0025664-0.0010009i,0.0026587-0.0017278i,0.0016354-0.0022788i
6.1072e-05-0.0012148i,-0.0024477-0.0012697i,-0.0021652-0.0036926i,-0.0011507-0.0056822i,-0.00142-0.002544i,-0.0029433+0.002361i,-0.0034807+0.0039454i,-0.0048191+0.0021455i,-0.0082309-0.0012193i,-0.010094-0.0032961i,-0.0088053-0.003855i,-0.0060225-0.0030735i,-0.0026919-0.0011611i,0.00092371+0.00067373i,0.0024631+0.0010239i,0.0018465+0.00072946i,0.00091863+0.00055107i,-0.00037322-0.00079329i,-0.0023078-0.0008178i,-0.0036419+0.00070827i,-0.0037646+0.001834i,-0.0024316+0.0022775i,-0.0015368+0.0021984i
-0.0028798+0.0023779i,-0.0016017+0.0011895i,-0.00060633+0.0022528i,0.00092685+0.0042019i,0.00037574+0.0051106i,-0.00027757+0.0040765i,0.0018854+0.0040699i,0.0028891+0.005927i,0.001558+0.0066411i,0.0021535+0.005169i,0.0029276+0.0024042i,0.00049123+0.00076095i,-0.0019612+0.0022572i,-0.002333+0.0033604i,-0.00062909+0.0022057i,0.00098066+0.00018571i,0.00037672-0.0016093i,-0.0016014-0.0017506i,-0.0017723-0.00026514i,-0.0010359+0.00058891i,-0.0019821-0.00014248i,-0.0029304-0.00030486i,-0.0025898+0.00032686i
-0.00052906-0.0019059i,0.00030252-0.0017499i,-0.00066147-0.0016546i,-0.002878-0.0012758i,-0.0029433-0.00011076i,0.00070005+0.00068576i,0.0051196+0.001175i,0.0084745+0.002004i,0.0098116+0.002591i,0.0068878+0.0018878i,0.0010097+0.00059163i,-0.00222-0.0013862i,-0.0022901-0.0041346i,-0.0028041-0.0050052i,-0.0027509-0.0032163i,-0.0014782-0.0015492i,-0.0018551-0.00099032i,-0.002258+0.00062638i,4.9272e-05+0.002266i,0.002308+0.0021021i,0.0026366+0.0010573i,0.0025327+7.7848e-05i,0.0025074-6.1647e-05i
0.00028906-0.0036913i,-0.00077096-0.0036808i,-0.0013872-0.0054485i,-0.0010328-0.0058166i,-0.0011931-0.0039578i,-0.0020267-0.0015748i,-0.0021584-0.00080118i,-0.00087742-0.0030838i,-0.0011484-0.0070326i,-0.003717-0.0083434i,-0.0039861-0.0066186i,-0.0017013-0.0047028i,0.00022106-0.003329i,9.3787e-05-0.0024504i,-0.0016764-0.001161i,-0.0034366+0.00051108i,-0.0026355+0.001838i,3.8617e-05+0.0010807i,0.0019163-0.0011694i,0.0027258-0.0021329i,0.0022129-0.0010921i,0.00068254+0.00055984i,0.00019557+0.00092344i
