-0.00087406-0.00025407i,-0.0020792-0.00023802i,-0.0032252+0.00078926i,-0.00305+0.0014502i,-0.0027262+0.00087922i,-0.002171+0.00087516i,-0.0014934+0.0021528i,-0.00041693+0.0031401i,0.0012841+0.0023918i,0.0024233+0.00080225i,0.0024406+0.00030514i,0.0019287+0.00070405i,0.00088151+0.00064348i,-0.00042071+0.00023353i,-0.00073075+0.00011312i,-0.00030527+1.3683e-05i,-0.00051816-9.15e-05i,-0.00056949-0.00027137i,-9.5781e-05-0.00055134i,0.00028982-0.00019362i,5.541e-05-3.8869e-05i,-0.00082302+0.00020787i,-0.00096378+0.00046973i
0.040674+0.21018i,0.067659+0.30043i,0.06144+0.28094i,0.062869+0.24255i,0.13467+0.27458i,0.21687+0.27763i,0.21318+0.18816i,0.14588+0.091101i,0.091895+0.030287i,0.066747-0.0071514i,0.046163-0.02133i,0.018604-0.018539i,-0.0069879-0.0063253i,-0.013222+0.0083234i,-0.0057464+0.011963i,-0.00021053+0.0056018i,0.0026333+0.0010622i,0.0062593+0.00025707i,0.011206-0.001225i,0.017142-0.0024488i,0.021028+0.0023384i,0.018344+0.010483i,0.0103+0.0127i
-0.19056-0.084612i,-0.26318-0.10259i,-0.19793-0.082822i,-0.086758-0.082704i,-0.085238-0.12847i,-0.14662-0.13481i,-0.14511-0.073805i,-0.083307-0.026161i,-0.043429-0.010033i,-0.043874+0.010015i,-0.04021+0.026006i,-0.023819+0.019602i,-0.011777+0.003898i,-0.0073868-0.0045158i,-0.0036931-0.0048344i,0.0032428-0.004231i,0.010403-0.0070661i,0.008582-0.012004i,-0.013136-0.0096215i,-0.043927+0.0044758i,-0.053347+0.012067i,-0.039767+0.0049451i,-0.023759-0.0031798i
0.1817-0.11368i,0.25741-0.17515i,0.24152-0.16942i,0.19682-0.13465i,0.19931-0.1311i,0.20238-0.14198i,0.15782-0.12322i,0.087722-0.07613i,0.032299-0.037263i,0.0091391-0.031768i,0.0045775-0.040255i,0.0059468-0.03114i,0.012605-0.011902i,0.017411-0.0040855i,0.014248-0.0064525i,0.0036808-0.011924i,-0.0098211-0.013674i,-0.012665-0.0059317i,0.011264+0.00015648i,0.042108-0.0090068i,0.044691-0.017224i,0.027367-0.011318i,0.012823-0.00037553i
-0.011917+0.20563i,-0.019447+0.27845i,-0.051208+0.20355i,-0.11888+0.073995i,-0.19509+0.043741i,-0.22724+0.095153i,-0.1919+0.11662i,-0.11484+0.079417i,-0.043576+0.044006i,0.0083531+0.038091i,0.035887+0.035312i,0.032153+0.026605i,0.014267+0.020657i,-0.0041627+0.01758i,-0.016919+0.015493i,-0.017506+0.014697i,-0.011922+0.011631i,-0.011575+0.007568i,-0.02004+0.010411i,-0.02581+0.022813i,-0.019431+0.032813i,-0.0097486+0.030308i,-0.0032299+0.019258i
-0.17089-0.11817i,-0.24678-0.15436i,-0.21718-0.10973i,-0.13291-0.044424i,-0.064968-0.035079i,-0.0016686-0.066511i,0.036626-0.081222i,0.030857-0.048669i,0.018205-0.014741i,0.0046074-0.014955i,-0.014452-0.021056i,-0.017448-0.024149i,-0.006824-0.029631i,0.0024703-0.030647i,0.0047388-0.021136i,0.0017425-0.0041224i,0.0031971+0.011695i,0.0095713+0.01486i,0.011059-0.00081219i,0.0032015-0.020491i,-0.00093397-0.029722i,0.0040085-0.029179i,0.0054857-0.022251i
0.19466-0.068285i,0.26845-0.097338i,0.21396-0.060839i,0.10449+0.024119i,0.037585+0.09419i,-0.00062774+0.13499i,-0.011897+0.13962i,-0.0029915+0.086373i,0.0034598+0.023876i,0.013607-0.0042416i,0.020601-0.013953i,0.019239-0.015914i,0.013351-0.010835i,0.009174+0.00095397i,0.014496+0.0079449i,0.020102-4.4984e-07i,0.014231-0.01002i,0.0041559-0.0052729i,0.010347+0.011403i,0.029338+0.018297i,0.031097+0.0099288i,0.012949+0.0014804i,-0.0013445-0.0020126i
-0.05492+0.20172i,-0.065499+0.28457i,-0.047893+0.23968i,-0.01361+0.15479i,0.026244+0.11746i,0.045541+0.050402i,0.024079-0.028917i,0.0097655-0.037474i,0.011699-0.021579i,-0.004548-0.011967i,-0.018514+0.0050933i,-0.023885+0.011266i,-0.032863+0.0076866i,-0.035315+0.0057583i,-0.029688+0.0048461i,-0.019399+0.0062252i,-0.0050106+0.0065562i,0.0012621-0.0010626i,-0.01572-0.012152i,-0.04045-0.010097i,-0.041446+0.0012796i,-0.024739+0.0075188i,-0.011193+0.0075647i
-0.13518-0.15195i,-0.18712-0.20261i,-0.12372-0.16487i,-0.0087164-0.12189i,0.044936-0.10595i,0.073177-0.045477i,0.099051+0.01485i,0.071564+0.016637i,0.023172+0.0061918i,0.0060921+2.7408e-05i,0.0072822-0.011847i,0.012272-0.017905i,0.02001-0.018031i,0.026568-0.016977i,0.025225-0.016463i,0.012792-0.01448i,7.2325e-05-0.0080801i,0.0023238+0.00083783i,0.02028+0.00090115i,0.032552-0.010621i,0.025904-0.01744i,0.012729-0.013004i,0.0029135-0.0080435i
0.1974-0.027526i,0.27381-0.054677i,0.22686-0.047852i,0.15515-0.021381i,0.12379-0.047129i,0.047932-0.10422i,-0.036573-0.10167i,-0.035237-0.060818i,-0.0062726-0.032844i,0.0033741-0.0091861i,0.010843+0.0084326i,0.0095058+0.019267i,0.0057477+0.029094i,0.0017207+0.028451i,-0.0053773+0.019262i,-0.0054442+0.0069366i,-0.0049627-0.0062966i,-0.015366-0.0063087i,-0.024577+0.013822i,-0.01953+0.032995i,-0.011397+0.029722i,-0.0098463+0.017243i,-0.0060933+0.01376i
-0.091499+0.17676i,-0.12001+0.24229i,-0.12496+0.16074i,-0.1661+0.028582i,-0.20098+0.0067528i,-0.1343+0.037382i,-0.047013+0.021225i,-0.027655+0.0082412i,-0.014414+0.013663i,0.0072045+0.0017423i,0.0053399-0.01269i,-0.0026402-0.020065i,-0.0079047-0.024239i,-0.013412-0.021291i,-0.014607-0.010705i,-0.011632+0.004186i,-0.0038004+0.01497i,0.0076267+0.0078638i,0.0095302-0.017512i,-0.0019884-0.033567i,-0.0070657-0.02126i,0.00015838-0.003413i,0.0035671+0.0013801i
-0.099379-0.17165i,-0.15077-0.2247i,-0.10948-0.15536i,0.0039832-0.08474i,0.050019-0.10541i,-0.0074224-0.080939i,-0.044086+0.0075633i,-0.024087+0.031686i,-0.012801+0.012031i,-0.010577+0.0020205i,-0.0013494-0.006453i,0.012686-0.011766i,0.025979-0.014902i,0.029361-0.011734i,0.027789-0.0020829i,0.021383+0.0020803i,0.0097549+0.002939i,0.005562+0.0096934i,0.017045+0.01846i,0.030884+0.015936i,0.027394+0.0017963i,0.014167-0.0095724i,0.0069694-0.012765i
0.20142+0.015232i,0.27684+0.0072103i,0.17801+0.014606i,-0.0032064+0.11447i,-0.058932+0.22873i,-0.0096495+0.18497i,0.014833+0.074856i,0.01902+0.043165i,0.026883+0.028342i,0.016179+0.0031042i,-0.00076004+0.00015082i,-0.012655+0.004272i,-0.025061+0.0073951i,-0.029152+0.0076023i,-0.021209+0.00033501i,-0.0076553-0.010266i,0.00022643-0.01993i,-0.010651-0.021699i,-0.036324-0.0090928i,-0.049234+0.0091602i,-0.037707+0.015118i,-0.024415+0.0093824i,-0.020159+0.0082543i
-0.12733+0.15148i,-0.15544+0.22996i,-0.06525+0.16922i,0.026028-0.013976i,0.0041856-0.11251i,-0.020296-0.052108i,0.014262+0.0014511i,0.029221-0.015469i,0.015768-0.021185i,0.0083346-0.0073006i,0.0038549-0.0032696i,0.0003386-0.0081025i,-0.0020395-0.014374i,-0.0020371-0.014744i,-0.0031607-0.0088233i,-0.0077414+0.0028713i,-0.0056056+0.017157i,0.012816+0.019023i,0.038093-0.00018803i,0.046516-0.020047i,0.034319-0.017475i,0.021474-0.005153i,0.016382-0.0040596i
-0.044197-0.19662i,-0.096644-0.27318i,-0.10076-0.16145i,0.020565+0.04608i,0.17195+0.10798i,0.18188+0.038425i,0.098987-0.0040845i,0.047627-0.011114i,0.023266-0.021842i,0.009144-0.023736i,0.0092737-0.0176i,0.009323-0.0091357i,0.011362+0.005013i,0.016193+0.012288i,0.011671+0.0070682i,0.00090209-0.0015544i,-0.0080584-0.0049742i,-0.013953+0.0038736i,-0.01439+0.023412i,-0.0075372+0.030792i,0.00032813+0.015224i,0.0025723+7.1844e-05i,0.0012146-0.00013102i
0.18652+0.0789i,0.29568+0.071121i,0.23411-0.04152i,0.0049729-0.14778i,-0.15824-0.12838i,-0.14346-0.074712i,-0.086339-0.062293i,-0.070355-0.043082i,-0.046847-0.0093826i,-0.013062+0.0056106i,0.0013353+0.003189i,0.00033482-0.0026933i,-0.0079482-0.0061137i,-0.014449-0.0039269i,-0.0089256-0.00028635i,0.0044747-0.0021761i,0.01382-0.010354i,0.0083936-0.022689i,-0.01373-0.033397i,-0.033934-0.030608i,-0.035833-0.016803i,-0.027763-0.0084122i,-0.022616-0.0061576i
-0.17042+0.1019i,-0.24242+0.20165i,-0.13496+0.23594i,0.078452+0.12604i,0.15665-0.02519i,0.081926-0.05589i,0.016333-0.0068029i,0.0029097+0.013511i,-0.0043664+0.0074041i,-0.01125-0.0011631i,-0.0099684-0.0071937i,-0.00028963-0.0088472i,0.01186-0.012855i,0.013225-0.012019i,0.0048231-7.6135e-05i,-0.0055199+0.012771i,-0.011119+0.021632i,0.0038001+0.027291i,0.037649+0.023971i,0.057773+0.013545i,0.046838+0.0085691i,0.028791+0.011385i,0.021166+0.011075i
0.020268-0.20131i,-0.025144-0.33067i,-0.14726-0.28951i,-0.24663-0.070384i,-0.21127+0.10098i,-0.11178+0.11381i,-0.050566+0.084918i,-0.010564+0.075091i,0.023198+0.04712i,0.029719+0.012717i,0.019349-0.0012471i,0.0087752-0.0026755i,0.0010038-0.0019733i,0.00016912-0.0029879i,0.0060302-0.0072745i,0.010258-0.015493i,0.0040917-0.022295i,-0.017337-0.01845i,-0.045637-0.002785i,-0.056092+0.010188i,-0.042081+0.0076554i,-0.026672-0.0008793i,-0.020522-0.0017194i
0.14939+0.13398i,0.28881+0.19155i,0.35344+0.10392i,0.26086-0.074869i,0.098277-0.14837i,0.019169-0.096345i,0.029945-0.049949i,0.041923-0.03624i,0.027824-0.01952i,0.01005-0.0027129i,0.00087667+0.0038648i,-0.0033752+0.0019967i,-0.0085376-0.0023246i,-0.011379-0.0036897i,-0.010864-0.001631i,-0.0056842+0.0033564i,0.0060832+0.0073649i,0.017553-0.00059895i,0.020728-0.018327i,0.015133-0.024863i,0.0070672-0.016571i,0.0046162-0.0087822i,0.0049892-0.0069674i
-0.20616+0.039484i,-0.34971+0.11307i,-0.3415+0.22939i,-0.15225+0.30252i,0.023473+0.25638i,0.063256+0.1468i,0.043963+0.058815i,0.030125-0.00044819i,0.018073-0.033489i,0.0073405-0.038503i,0.0025758-0.030254i,0.0019437-0.017705i,0.0026121-0.0040348i,0.0032842+0.0041596i,-0.00097996+0.0048811i,-0.012172+0.0042534i,-0.020224+0.010047i,-0.010078+0.025632i,0.016551+0.041416i,0.036335+0.040221i,0.035849+0.028939i,0.024148+0.022258i,0.015433+0.015944i
0.094404-0.18118i,0.14282-0.34673i,0.083101-0.43332i,-0.050762-0.35921i,-0.10233-0.20334i,-0.066202-0.0954i,-0.046945-0.05522i,-0.048471-0.029873i,-0.035593-0.0035065i,-0.010886+0.01016i,0.0055669+0.0079678i,0.0088537+0.0017796i,0.0064943+8.9061e-05i,0.0060699+0.0024063i,0.010847+0.0033183i,0.018782-0.00089683i,0.020045-0.011708i,0.0020993-0.026475i,-0.0316-0.036452i,-0.050548-0.035991i,-0.040439-0.030819i,-0.024872-0.028559i,-0.019091-0.022495i
0.078603+0.18669i,0.17055+0.3387i,0.27114+0.36589i,0.30036+0.22102i,0.21766+0.061811i,0.10591-0.0058119i,0.036197-0.013936i,-0.0042423-0.0017742i,-0.02415+0.00824i,-0.02786+0.0095456i,-0.022758+0.0085768i,-0.014129+0.005617i,-0.0085369+0.0013361i,-0.0084828+4.2573e-05i,-0.010436+0.0023066i,-0.011298+0.0061444i,-0.0061151+0.0096449i,0.01098+0.010942i,0.034024+0.0088527i,0.0417+0.0069207i,0.027538+0.0066715i,0.012336+0.0079275i,0.0074067+0.0088743i
-0.19091-0.059782i,-0.37119-0.098068i,-0.46827-0.066185i,-0.38951+0.024641i,-0.22117+0.068663i,-0.099219+0.064189i,-0.041816+0.064526i,-0.0028399+0.056186i,0.025043+0.028698i,0.028564+0.00047042i,0.017386-0.012055i,0.0075969-0.014391i,0.0036103-0.015964i,0.0035094-0.013765i,0.0048894-0.0095277i,0.002467-0.008588i,-0.0065657-0.0060043i,-0.017188+0.0056542i,-0.019006+0.021128i,-0.011106+0.024508i,-0.0041499+0.016485i,-0.0027675+0.010761i,-0.00086921+0.0082754i
0.16355-0.10515i,0.31467-0.21203i,0.36641-0.29357i,0.25405-0.2867i,0.10488-0.20132i,0.029067-0.1058i,0.015104-0.039888i,0.022331-0.0040888i,0.025628+0.0089387i,0.022442+0.011651i,0.017947+0.0081382i,0.011154+0.0011831i,0.0054291-0.0014805i,0.0034826-0.0010863i,0.0043009+0.00042147i,0.0083723+0.0031812i,0.012662+0.0016041i,0.0089571-0.013024i,-0.0076298-0.033704i,-0.025126-0.040115i,-0.025561-0.029981i,-0.013641-0.019956i,-0.0073274-0.015198i
-0.020263+0.18422i,-0.043151+0.36857i,-0.037335+0.46233i,0.0012313+0.37812i,0.02688+0.21338i,0.032543+0.088444i,0.039606+0.021478i,0.036715-0.014362i,0.018882-0.028566i,0.0023122-0.028028i,-0.0017277-0.019937i,4.8042e-05-0.010675i,-0.0024328-0.0041332i,-0.0069645-0.00091611i,-0.01075-0.0015481i,-0.015638-0.003791i,-0.015625-3.1835e-05i,-0.00092204+0.014641i,0.022901+0.032254i,0.03306+0.039103i,0.022854+0.03234i,0.0089726+0.02254i,0.0028964+0.014393i
-0.12277-0.13142i,-0.23853-0.27138i,-0.30121-0.33626i,-0.25978-0.24766i,-0.16557-0.10192i,-0.098541-0.018363i,-0.064669-0.0042655i,-0.035709-0.011038i,-0.013409-0.012417i,0.0012878-0.010994i,0.0079453-0.010313i,0.0091011-0.0064008i,0.0095134-0.0022106i,0.0091849-0.00056854i,0.010463+0.0010607i,0.013707+0.0017747i,0.0096441-0.00069243i,-0.0037378-0.0039685i,-0.016293-0.0059235i,-0.014702-0.0054267i,-0.0020797-0.003104i,0.0055613-0.0023805i,0.005179-0.0012158i
0.17298-0.007919i,0.34687+0.0033792i,0.43687+0.014547i,0.35408+0.002067i,0.19929-0.016619i,0.097697-0.025216i,0.039282-0.025006i,-0.005902-0.0097225i,-0.022533+0.0065079i,-0.018997+0.011512i,-0.013988+0.0083603i,-0.010541+0.0028115i,-0.0081129-0.00024778i,-0.0051978-0.00011345i,-0.004422+0.0025126i,-0.0042781+0.0059278i,-0.00028062+0.0041725i,0.0047982-0.0066185i,0.0060615-0.020258i,-0.00015982-0.025633i,-0.0065572-0.023522i,-0.0064671-0.019997i,-0.005334-0.014967i
-0.097379+0.13195i,-0.21927+0.24591i,-0.28912+0.29871i,-0.2243+0.24444i,-0.10214+0.14931i,-0.029684+0.091862i,-0.005593+0.064168i,0.00011726+0.035902i,0.0014423+0.011995i,0.00057166-0.0041447i,-0.0018429-0.0085409i,-0.002642-0.0083151i,-0.0027492-0.01004i,-0.0033949-0.0080648i,-0.0045296-0.007397i,-0.0066457-0.011753i,-0.0086646-0.0097582i,-0.0070608+0.0069602i,0.0017674+0.028196i,0.01064+0.034561i,0.010117+0.023431i,0.0047003+0.011668i,0.0041553+0.0071989i
-0.024215-0.15375i,-0.02153-0.31311i,-0.00028866-0.39882i,0.0086012-0.32494i,-0.0022158-0.1914i,-0.016654-0.10342i,-0.017349-0.046482i,0.0017135-0.0089071i,0.017113+0.00026078i,0.019307-0.0022963i,0.015751-0.0035507i,0.0091862-0.0029165i,0.0041548-0.0014373i,0.0030923+0.00087092i,0.0054729+0.004186i,0.0085312+0.0088343i,0.0073458+0.0096138i,-0.00063818+0.00066347i,-0.010946-0.014101i,-0.014445-0.021418i,-0.01165-0.013455i,-0.008026-0.0020757i,-0.0068019+0.0021737i
0.12473+0.077895i,0.23039+0.18371i,0.27076+0.25361i,0.2081+0.20199i,0.12452+0.095207i,0.076672+0.032463i,0.046358+0.012485i,0.023447+0.0049961i,0.0094874+0.0015174i,0.0039635+0.00013225i,0.0058173-0.0007237i,0.0066748-0.0017669i,0.0034729-0.002685i,-0.00044258-0.0028671i,-0.0040762-0.0036965i,-0.0078572-0.0045708i,-0.0057795-0.0024615i,0.0035048-0.00043995i,0.0090974+0.00057571i,0.0037448+0.0002238i,-0.0037279-0.0043274i,-0.0044825-0.0091548i,-0.0027556-0.0091754i
-0.12879+0.036915i,-0.26995+0.039531i,-0.35071+0.010848i,-0.29392-0.01164i,-0.19308-0.0011141i,-0.12236+0.010361i,-0.060806+0.0060592i,-0.014391-0.0026093i,0.003463-0.0087674i,0.0040202-0.0095315i,0.0013928-0.0074449i,0.0025623-0.0041374i,0.0032023-0.0013927i,0.00079969-0.00099483i,0.00068008-0.00076452i,0.0036512-0.0031749i,0.003769-0.0050003i,0.00083515+0.0031402i,0.0011432+0.018007i,0.0068516+0.027489i,0.011281+0.026958i,0.010301+0.021615i,0.0070544+0.017033i
0.050858-0.11181i,0.13933-0.20561i,0.21065-0.23048i,0.18542-0.15901i,0.10587-0.075475i,0.055834-0.029259i,0.028632-0.0083778i,0.010006-0.00024975i,0.0074457+0.0013489i,0.007899-0.0009666i,0.0039947-0.003719i,0.00063333-0.0044938i,0.00012377-0.0051989i,0.00082956-0.0044754i,0.0011292+0.00077395i,0.0021513+0.0078015i,0.0021419+0.0075196i,0.00018648-0.0049596i,-0.0016194-0.021647i,-0.0022523-0.02913i,-0.0033637-0.024014i,-0.0045478-0.015893i,-0.0041927-0.011646i
0.04032+0.1016i,0.045522+0.22203i,0.010171+0.29362i,-0.020651+0.24744i,-0.012022+0.15632i,0.002799+0.095663i,0.0050006+0.04975i,-0.00088043+0.012956i,-0.0040197-0.0017945i,-0.0013923-0.0040884i,0.00046977-0.0041122i,-0.00015485-0.0054549i,-0.0016979-0.0055247i,-0.00094525-0.0030433i,-0.0016102-0.0034548i,-0.0050317-0.0062311i,-0.005908-0.005578i,-0.0032351+0.0010894i,-5.0527e-05+0.0080961i,0.00010661+0.0066401i,0.0011925-0.0012616i,0.0040832-0.0063062i,0.0051918-0.0051782i
-0.094004-0.035317i,-0.17199-0.10943i,-0.18376-0.17661i,-0.10846-0.16704i,-0.030301-0.10956i,0.00072082-0.070405i,0.0060271-0.03999i,0.0073624-0.014135i,0.0046429-0.0059974i,0.0014243-0.0063157i,0.0020709-0.0058269i,0.0023476-0.0037841i,0.00025699-0.0021941i,-0.0013217-1.679e-05i,0.0001737+0.0015836i,0.0025374+0.001126i,0.0012605+0.0015778i,-0.0045949+0.0051188i,-0.0090587+0.010067i,-0.0071622+0.014294i,-0.0068266+0.016305i,-0.010333+0.014726i,-0.011696+0.011049i
0.079606-0.0402i,0.17621-0.043537i,0.2288-0.0076061i,0.18177+0.026948i,0.10291+0.025269i,0.048347+0.009675i,0.0073561+0.00031223i,-0.013107+0.0022532i,-0.013079+0.005621i,-0.0064676+0.0042068i,-0.0016701+0.0013502i,-0.0019786-0.00096775i,-0.0022051-0.0018113i,-0.0006019-0.0014119i,1.6305e-05+0.00074694i,0.00017062+0.0042697i,0.0017532+0.0070543i,0.0058299+0.0020147i,0.0085608-0.0094846i,0.0059888-0.017015i,0.0027707-0.017628i,0.0027902-0.013722i,0.0023666-0.01015i
-0.021759+0.076039i,-0.081042+0.13566i,-0.14158+0.13073i,-0.14392+0.051628i,-0.10718-0.012381i,-0.070003-0.02501i,-0.032094-0.014518i,-0.0072811-0.0032067i,0.00078563+0.0031132i,0.00083624+0.0040883i,0.0006837+0.0012437i,0.0016454-0.0012496i,0.00051851-0.0021609i,-0.0024113-0.0013922i,-0.0045859-0.00059461i,-0.0050893-0.0024421i,-0.0035247-0.0041381i,-0.00016938+0.001642i,0.00057308+0.013727i,-0.00029595+0.021392i,0.0014723+0.019441i,0.0031239+0.014026i,0.0018405+0.011077i
-0.038595-0.059028i,-0.03878-0.13071i,0.0010119-0.15884i,0.036435-0.10042i,0.027934-0.02592i,0.0082078+0.014878i,0.0023581+0.031144i,0.0072894+0.026239i,0.012356+0.013553i,0.0092838+0.0038946i,0.0036157-0.00021502i,0.0021427-0.00040612i,0.0023173-0.0010457i,0.0014411-0.0014603i,0.0014091-8.2032e-05i,0.0035366+0.00098423i,0.0040843-0.0011138i,0.0014575-0.0044564i,0.00030891-0.0063219i,0.0015269-0.0059799i,-0.00070298-0.0050128i,-0.0045795-0.0044816i,-0.0040237-0.0038602i
0.060731+0.01459i,0.10121+0.058363i,0.08309+0.10819i,0.012692+0.11051i,-0.027603+0.073823i,-0.023902+0.041615i,-0.0076911+0.014445i,0.0060482-0.0064033i,0.012378-0.014828i,0.013061-0.014445i,0.0093419-0.011269i,0.0066523-0.0096719i,0.005002-0.0084971i,0.0040377-0.0048613i,0.0029739+0.00062889i,0.00033018+0.0043928i,-0.0019008+0.0052104i,-0.00058796+0.0023298i,0.0039757-0.0043666i,0.0079085-0.011321i,0.0098579-0.012722i,0.010325-0.008662i,0.0078648-0.0049302i
-0.041075+0.029002i,-0.087466+0.025595i,-0.093502-0.014761i,-0.027571-0.046463i,0.043437-0.032344i,0.062881-0.0095892i,0.048139-0.0015112i,0.028378-0.0038825i,0.01636-0.0086299i,0.0123-0.0086779i,0.010016-0.0056633i,0.0072929-0.0043682i,0.0038394-0.0058189i,-0.00076306-0.0064584i,-0.0041383-0.0067338i,-0.0054415-0.0082182i,-0.0056491-0.0080536i,-0.0069326-0.0017851i,-0.01226+0.0084384i,-0.01713+0.014134i,-0.017457+0.011925i,-0.015511+0.0064295i,-0.012689+0.0026077i
0.0091785-0.041069i,0.040897-0.063524i,0.072528-0.037384i,0.058875+0.020038i,0.019414+0.035661i,-0.0077083+0.01037i,-0.022743-0.0096503i,-0.026306-0.0086078i,-0.020845-0.0025453i,-0.014315-0.0026236i,-0.0085829-0.0040422i,-0.0054187-0.0045969i,-0.0033833-0.004354i,-0.00037674-0.003333i,0.0017277-0.0010899i,0.0033307+0.0020803i,0.0047535+0.0044614i,0.0052273+0.0024616i,0.0060119-0.0042657i,0.0064596-0.0090627i,0.0042838-0.0093628i,0.0017538-0.0078995i,0.0011293-0.0052368i
0.020498+0.025142i,0.012757+0.050022i,-0.022787+0.034343i,-0.045549-0.036518i,-0.028403-0.08594i,-0.0027465-0.076019i,0.0060667-0.042022i,0.0017146-0.013786i,-0.0021203-0.0018887i,-0.0023564-0.0022055i,-0.0018601-0.0041792i,-0.0018243-0.003676i,-0.0028849-0.0018388i,-0.004438+0.00033738i,-0.0056699+0.0035943i,-0.0043015+0.0055669i,-0.0018101+0.0046386i,0.0015441+0.0034455i,0.0050923+0.0044917i,0.0063791+0.0070139i,0.0071391+0.0091226i,0.0069018+0.009254i,0.0033855+0.0066304i
-0.021735-0.0021429i,-0.028344-0.019858i,0.0029346-0.028441i,0.040546+0.00068604i,0.026048+0.039069i,-0.011567+0.052511i,-0.022629+0.049713i,-0.010781+0.037997i,0.0012827+0.025802i,0.0052308+0.016841i,0.0055563+0.0079529i,0.0039958+0.002296i,0.002101+0.00047617i,0.0016501-0.00013188i,0.00094015-0.0020324i,0.00077856-0.0052993i,0.0009642-0.005886i,-0.0012982-0.0029057i,-0.0059373+0.00059214i,-0.0099669+0.0019364i,-0.010816+0.00114i,-0.007856-0.00041961i,-0.0034191-0.00020979i
0.015971-0.0096415i,0.024116+0.00044453i,-0.0050136+0.028459i,-0.07002+0.035958i,-0.098203+0.0097838i,-0.068686-0.011703i,-0.025268-0.01427i,0.0014878-0.009221i,0.0069217-0.0067786i,0.0031647-0.0060845i,0.0019306-0.0036397i,0.0041887-0.0024662i,0.005521-0.0017877i,0.0054776+0.0014594i,0.0057103+0.0049779i,0.0048868+0.0059249i,0.0022721+0.0042762i,0.0021106+0.00060932i,0.0082615-0.0055055i,0.015293-0.010556i,0.016568-0.010919i,0.011826-0.0072791i,0.0062881-0.0028063i
-0.00069673+0.010752i,-0.0090044+0.0059234i,0.0032433-0.026628i,0.051998-0.048322i,0.091807-0.015538i,0.083155+0.026526i,0.052495+0.030826i,0.031055+0.010968i,0.021969-0.0073458i,0.017772-0.013312i,0.011384-0.0098785i,0.0042359-0.0068839i,-0.00047775-0.0074888i,-0.0023662-0.0079504i,-0.003448-0.0066269i,-0.0048649-0.0038216i,-0.0048662-0.0014003i,-0.0034377+0.0024281i,-0.0036282+0.008099i,-0.0063685+0.0092581i,-0.0076308+0.0075166i,-0.0065793+0.0057254i,-0.004217+0.0026073i
-0.0048469-0.0077082i,0.0028807-0.003892i,0.018077+0.033639i,0.010039+0.085718i,-0.018823+0.085075i,-0.032411+0.038622i,-0.02766+0.0013842i,-0.016881-0.0091686i,-0.0071359-0.0058858i,-0.0021091-0.002204i,0.0010981-0.0020817i,0.0024909-0.0044093i,0.0016929-0.0062021i,0.00081883-0.0068572i,0.0007998-0.0065488i,0.00047461-0.004787i,-0.00047764-0.0027168i,-0.0025285-0.003096i,-0.0060832-0.0043238i,-0.0080743-0.0058136i,-0.0084888-0.0082656i,-0.0083757-0.0074948i,-0.0062339-0.0034342i
0.0055627-0.001949i,-0.0061237-0.0045759i,-0.036942-0.032664i,-0.04757-0.089023i,-0.0077162-0.11655i,0.031745-0.088149i,0.031557-0.044622i,0.010432-0.015544i,-0.004712-0.0078374i,-0.0086257-0.0097044i,-0.0072425-0.0067811i,-0.0046006-0.0013089i,-0.0037267+0.0017352i,-0.0035037+0.0032793i,-0.0023794+0.0050148i,-3.9911e-05+0.0045042i,0.0015065+0.0024894i,0.0044566+0.00083524i,0.01105+0.0010172i,0.015907+0.0041761i,0.014972+0.0058307i,0.010764+0.0044682i,0.0056897+0.0022544i
-0.0042417+0.0016364i,0.0091691-0.0046296i,0.048655-0.0074077i,0.08303+0.016378i,0.059379+0.049946i,0.0064932+0.052539i,-0.017339+0.035586i,-0.012801+0.020412i,-0.0020551+0.011231i,0.0048571+0.0048688i,0.0051806-0.002201i,0.0022639-0.0050264i,0.00036548-0.002595i,-0.00074968-0.00060107i,-0.0022299-0.00035736i,-0.002916+0.00039462i,-0.0036644+0.0011405i,-0.0057405+0.0022419i,-0.0084832+0.0042351i,-0.012213+0.0052331i,-0.012367+0.0052625i,-0.0078858+0.0059682i,-0.0035979+0.0053148i
-0.0012841-0.0020226i,-0.010903+0.01416i,-0.04668+0.041054i,-0.10287+0.040531i,-0.12144-0.0032621i,-0.079901-0.034869i,-0.02889-0.027214i,-0.0026713-0.0066013i,0.0026431+0.0069318i,0.00087447+0.010695i,0.0022375+0.0077527i,0.0049269+0.003768i,0.0057728+0.0023733i,0.0055686+0.0025797i,0.0056615+0.0016667i,0.0040503-0.00048476i,0.0012494-0.0026233i,0.0012855-0.0044579i,0.0031898-0.0079067i,0.0061745-0.011588i,0.0077121-0.012037i,0.0044591-0.0090927i,-0.00029189-0.0041555i
-0.0038967+0.0019427i,-0.0083365-0.015006i,0.0013782-0.049481i,0.041289-0.067524i,0.073774-0.031129i,0.061468+0.017192i,0.032152+0.028633i,0.015204+0.015516i,0.0091507+0.0019225i,0.0056541-0.0049454i,0.0011284-0.0056114i,-0.0012037-0.0044195i,-0.00059345-0.0040755i,-0.0016428-0.001145i,-0.001958+0.0032411i,0.000244+0.0045906i,0.0024147+0.0046637i,0.0039134+0.0065173i,0.0054037+0.0090178i,0.006365+0.0097225i,0.0052707+0.0081847i,0.0038622+0.005038i,0.0026553+0.0016881i
