-0.00026261+0.0016713i,-0.0005717+0.0008461i,-0.00042029+6.9511e-05i,0.00095847-0.00062921i,0.00078685+0.00016541i,-0.00086356+0.001187i,-0.0010115+0.00093552i,-7.7417e-05+0.00069362i,0.00025472+0.0012438i,0.0004008+0.00091668i,0.0002695-0.00030297i,0.00053186-0.0014216i,0.0010556-0.0011312i,0.00063596-0.00081858i,0.00042384-8.4834e-06i,-0.00029387+0.0004036i,-0.00092345+0.00069338i,-0.00073238+0.0010238i,-0.00039723-0.0001538i,4.194e-05-0.00059182i,5.7272e-05-0.00012694i,-0.00049202-9.9425e-05i,-0.0003539-0.00040569i
0.098284-0.23412i,0.18235-0.34163i,0.18116-0.31402i,0.080641-0.25747i,-0.017036-0.23543i,-0.086496-0.1581i,-0.099574-0.058958i,-0.065875-0.015735i,-0.047041+0.00030876i,-0.037091+0.025719i,-0.02128+0.04881i,-0.013593+0.054087i,-0.018312+0.044297i,-0.02667+0.038075i,-0.031496+0.038658i,-0.027051+0.030632i,-0.013015+0.012476i,0.0021364-0.0040868i,0.008149-0.010531i,0.0093094-0.0054036i,0.017447-6.5712e-05i,0.024742-0.0029999i,0.020196-0.0031426i
0.13384+0.19958i,0.14384+0.29631i,0.021756+0.22948i,-0.12166+0.08081i,-0.1363+0.008815i,-0.044942-0.0078608i,0.023236-0.0068194i,0.032152+0.012644i,0.031921+0.035848i,0.036367+0.038587i,0.02846+0.015835i,0.014938-0.0066446i,0.011715-0.020308i,0.0084873-0.03193i,-0.00041043-0.029278i,-0.0031942-0.014833i,-0.00084476-0.0050193i,-0.00050367+0.00079949i,-0.0025327+0.0070237i,-0.0079935+0.0086374i,-0.021933+0.0047771i,-0.035838+0.0044382i,-0.033051+0.0051443i
-0.22355+0.010419i,-0.29963+0.029048i,-0.16663+0.089919i,0.053794+0.19356i,0.16753+0.24388i,0.19112+0.17357i,0.14353+0.056681i,0.060171-0.003027i,0.025626-0.018207i,0.025403-0.037783i,0.020605-0.047839i,0.01707-0.037262i,0.015579-0.018648i,0.023771-0.0038067i,0.039512-0.003512i,0.042922-0.013751i,0.028813-0.021564i,0.012117-0.023473i,0.005779-0.023031i,0.0087478-0.019025i,0.016368-0.010958i,0.022822-0.0032484i,0.022696+0.00061743i
0.11413-0.20241i,0.15207-0.30814i,0.096948-0.31233i,-0.010615-0.30592i,-0.12626-0.33984i,-0.24848-0.28767i,-0.24379-0.14124i,-0.10826-0.041983i,-0.016997-0.02218i,-0.0061419-0.010964i,-0.016072+0.010272i,-0.017742+0.021649i,-0.013442+0.01001i,-0.027884-0.0071084i,-0.055021-0.01004i,-0.064812-0.0049004i,-0.050569+0.00071758i,-0.028603+0.0040807i,-0.015782+0.0051486i,-0.011732+0.0095848i,-0.0080483+0.015862i,-0.0037293+0.016598i,-0.0049151+0.01122i
0.10452+0.2002i,0.15266+0.28446i,0.12033+0.23006i,0.052394+0.14066i,0.067364+0.12563i,0.15177+0.11224i,0.14698+0.069067i,0.054409+0.044402i,0.0011678+0.032129i,-0.005517+0.011747i,0.00072528-0.0087375i,0.0085853-0.020988i,0.011717-0.01493i,0.016967+0.0025294i,0.021164+0.017173i,0.017748+0.025648i,0.0086322+0.025944i,-0.0017588+0.021328i,-0.0023509+0.017041i,0.0065635+0.0054057i,0.0098717-0.014006i,0.0051614-0.024937i,0.0035714-0.022406i
-0.22098-0.010768i,-0.31313+0.014308i,-0.25439+0.086211i,-0.14685+0.1719i,-0.14402+0.23324i,-0.17357+0.24598i,-0.10619+0.1752i,-0.015831+0.05735i,0.0056404-0.011354i,0.0045359-0.017845i,0.015124-0.010253i,0.019965-0.0091799i,0.010638-0.0136i,0.0050361-0.010699i,0.018571-0.0040483i,0.036068-0.0053765i,0.039602-0.0078099i,0.034665-0.0096872i,0.023841-0.014254i,0.0047783-0.010187i,-0.0075164+0.0057053i,-0.0058951+0.014842i,-0.0058292+0.010972i
0.13065-0.17863i,0.1828-0.29584i,0.16207-0.33347i,0.15371-0.32833i,0.20544-0.35939i,0.20434-0.37443i,0.10835-0.27659i,0.026294-0.12605i,0.0026133-0.040998i,-0.013138-0.018762i,-0.037694-0.0039955i,-0.048586+0.015576i,-0.034655+0.023064i,-0.017501+0.0089539i,-0.017749-0.0084889i,-0.02575-0.014407i,-0.026201-0.013575i,-0.019816-0.0060701i,-0.011888+0.0030586i,-0.0042602+0.0036328i,0.00078196-0.0026077i,-0.0017321-0.0058166i,-0.0057706-0.0016234i
0.061738+0.20638i,0.10458+0.31729i,0.088767+0.30237i,-0.0059908+0.24679i,-0.085327+0.2933i,-0.06057+0.35209i,-0.012729+0.26586i,-0.016677+0.12248i,-0.02454+0.059907i,0.0015965+0.044521i,0.031193+0.015451i,0.040106-0.013944i,0.032942-0.021207i,0.0239-0.0092965i,0.020732+0.003339i,0.019787+0.0052141i,0.016425-0.0011613i,0.01089-0.0065451i,0.0076775-0.003837i,0.012113+0.00046262i,0.017396-0.0011002i,0.017649-0.0024787i,0.017846-0.0013588i
-0.20286-0.068291i,-0.31933-0.082801i,-0.29296-0.037652i,-0.14505-0.024067i,-0.042698-0.14578i,-0.041711-0.26278i,-0.043642-0.20879i,-0.010621-0.075721i,0.011141-0.012027i,-0.0042283-0.002391i,-0.018135+0.014531i,-0.0050516+0.028945i,0.012948+0.019279i,0.013769-0.00044695i,0.0040095-0.012249i,-0.001635-0.012689i,-0.00053526-0.0059008i,0.0021427-0.0019209i,-0.0010169-0.0081378i,-0.016904-0.012035i,-0.03461-0.0025214i,-0.033212+0.0062791i,-0.020355+0.0035304i
0.17079-0.13047i,0.26859-0.23264i,0.25204-0.2696i,0.16362-0.19653i,0.1221-0.056277i,0.1061+0.044364i,0.065131+0.057158i,0.031166+0.029842i,0.030778+0.011284i,0.041434-0.0078719i,0.024518-0.032817i,-0.0077181-0.040293i,-0.024123-0.030488i,-0.02665-0.019301i,-0.027996-0.0088433i,-0.032311-0.0035266i,-0.032821-0.0049146i,-0.026912-0.0040444i,-0.013367+0.0040834i,0.010135+0.012312i,0.030949+0.010501i,0.028864+0.0042543i,0.011619+0.002545i
0.010181+0.22071i,0.02192+0.36154i,0.018011+0.34862i,-0.055285+0.199i,-0.17557+0.0758i,-0.22966+0.035182i,-0.17017+0.031298i,-0.073922+0.017413i,-0.025874-0.0041964i,-0.01179+0.0036158i,0.016687+0.022753i,0.042639+0.019653i,0.038154+0.0087856i,0.022752+0.0093231i,0.019+0.019752i,0.027608+0.027465i,0.032599+0.025508i,0.024893+0.014893i,0.012121+0.0023541i,0.0033068-0.0042031i,0.0010961-0.0065023i,0.0043121-0.0073115i,0.010258-0.0059154i
-0.17973-0.11959i,-0.30183-0.18293i,-0.29449-0.1307i,-0.13634+0.0039326i,0.04251+0.093182i,0.15471+0.1036i,0.16402+0.054984i,0.087998+0.00048922i,0.02565-0.022213i,-0.0048774-0.041779i,-0.041424-0.044838i,-0.058869-0.018682i,-0.04291+0.00017209i,-0.016134-0.00013292i,0.0030438-0.0097506i,0.0066336-0.017119i,0.003403-0.01471i,0.0025187-0.0068311i,0.00052741-0.0069082i,-0.010737-0.016969i,-0.02467-0.021612i,-0.027872-0.01742i,-0.024363-0.01167i
0.20053-0.068789i,0.33759-0.13459i,0.34099-0.17708i,0.2279-0.17329i,0.11688-0.15216i,0.015832-0.13188i,-0.0461-0.083493i,-0.032317-0.032348i,-0.013515-0.0076303i,-0.0047891+0.0094533i,0.014572+0.0039168i,0.021261-0.01427i,0.017165-0.014344i,0.012375-0.0063917i,0.00091011-0.0023759i,-0.0079106-0.0062982i,-0.010135-0.013943i,-0.011684-0.012406i,-0.0063765+0.0045877i,0.011927+0.025932i,0.028579+0.031983i,0.024694+0.022882i,0.010508+0.012204i
-0.070464+0.19903i,-0.11049+0.34529i,-0.10779+0.35952i,-0.078305+0.24508i,-0.038876+0.14993i,0.016289+0.10279i,0.020805+0.047018i,-0.023415+0.018204i,-0.030737+0.025257i,-0.017932+0.028721i,-0.0099021+0.037351i,0.0076457+0.037606i,0.014783+0.018962i,0.0090637+0.0052384i,0.0059325+0.001478i,0.0054646+0.0060424i,0.0075405+0.011831i,0.012613+0.0069965i,0.011238-0.0072231i,-0.0045594-0.020035i,-0.019844-0.019619i,-0.014644-0.0081198i,0.00079608+0.0017378i
-0.11998-0.1708i,-0.21429-0.28549i,-0.22785-0.28223i,-0.15012-0.20169i,-0.10222-0.17032i,-0.10098-0.13495i,-0.050903-0.045645i,0.014044+0.0025409i,0.022063+0.00044824i,0.016582-0.0091165i,0.014653-0.028292i,0.0039885-0.036037i,0.0020668-0.029014i,0.0041178-0.021913i,0.0030877-0.016363i,-0.00058514-0.015854i,-0.007386-0.013099i,-0.010721-0.0033401i,-0.0058738+0.0038291i,0.0041106+0.0024519i,0.0078785-0.0033407i,0.0015976-0.0092546i,-0.0073372-0.012549i
0.21174+0.010253i,0.36707+0.0043296i,0.37942-0.010553i,0.25849+0.018099i,0.18572+0.07976i,0.15317+0.065639i,0.070433+0.010501i,0.015809+0.01104i,0.028247+0.016761i,0.036718+0.0045108i,0.031934+0.0055061i,0.022563+0.0070388i,0.0048236+0.0055912i,-0.0079773+0.0062964i,-0.014363+0.0078891i,-0.012413+0.010575i,-0.0041364+0.0055572i,-0.0029813-0.0056874i,-0.0070485-0.0037693i,-0.001973+0.015781i,0.0097762+0.029361i,0.013595+0.026155i,0.010621+0.019611i
-0.14052+0.15978i,-0.23895+0.28248i,-0.25462+0.2939i,-0.23149+0.15847i,-0.27629+0.039158i,-0.27476+0.036866i,-0.14647+0.034972i,-0.046445-0.011889i,-0.029311-0.019016i,-0.028022+0.00097719i,-0.029458+0.0092606i,-0.022374+0.0098069i,-0.0059832-0.0013514i,0.0043891-0.0091309i,0.013395-0.0035487i,0.018234+0.0043904i,0.017078+0.010116i,0.017286+0.0096135i,0.015341-0.0074545i,0.0010942-0.034192i,-0.014344-0.044835i,-0.013129-0.030988i,-0.0044129-0.014199i
-0.039122-0.20061i,-0.073273-0.34689i,-0.064858-0.33763i,0.058528-0.16414i,0.2412-0.036006i,0.28815-0.015406i,0.17526+0.015175i,0.080346+0.037257i,0.046539-0.00040379i,0.018697-0.037683i,-0.00056383-0.040324i,-0.0055922-0.02225i,-0.00034391+0.001326i,0.00541+0.0099891i,0.0024833+0.0026858i,-0.0023755-0.0095538i,-0.0082556-0.017202i,-0.015856-0.0096754i,-0.014737+0.013536i,-0.00030068+0.034757i,0.013884+0.034008i,0.013718+0.014082i,0.0067344-0.0035235i
0.17143+0.09657i,0.31509+0.15951i,0.32131+0.14252i,0.12707+0.073755i,-0.08905+0.064706i,-0.1509+0.063495i,-0.10504-0.0054007i,-0.069012-0.036283i,-0.044484+0.0018169i,-0.0092034+0.027139i,0.013127+0.02517i,0.015671+0.012831i,0.006553-0.0002497i,-0.0018391-0.0027499i,-0.0033647-0.00028444i,-0.0040171+0.0024844i,-0.00097614+0.0011098i,0.0079131-0.0060753i,0.0099703-0.013431i,-0.00022339-0.01453i,-0.011807-0.0064817i,-0.016654+0.0030753i,-0.017728+0.0079862i
-0.18727+0.078957i,-0.33272+0.1475i,-0.32626+0.16195i,-0.12591+0.048944i,0.056916-0.13092i,0.095856-0.18115i,0.065664-0.083522i,0.030543-0.019977i,-0.011586-0.02242i,-0.040917-0.016411i,-0.034163-0.0052917i,-0.010652-0.0042978i,0.010039-0.0068029i,0.018023-0.0084039i,0.015535-0.0048053i,0.0098259+0.0015178i,0.0038442+0.0083119i,0.0020859+0.013044i,0.0092774+0.0036772i,0.018534-0.017195i,0.017894-0.029132i,0.012115-0.022519i,0.008987-0.009656i
0.047925-0.1847i,0.085074-0.33912i,0.046607-0.34994i,-0.061073-0.12913i,-0.11613+0.14311i,-0.10111+0.21943i,-0.079807+0.13656i,-0.04462+0.078544i,0.011316+0.060297i,0.046517+0.025943i,0.040996-0.0074022i,0.016384-0.016108i,-0.0037553-0.0094071i,-0.011963-0.0037584i,-0.01107-0.0046823i,-0.0064345-0.0085816i,-0.0035796-0.01318i,-0.011068-0.013217i,-0.025666+0.004055i,-0.029668+0.033966i,-0.01822+0.046237i,-0.0050682+0.032223i,0.00021564+0.016334i
0.11028+0.15416i,0.20908+0.28557i,0.26613+0.28165i,0.22505+0.069977i,0.11687-0.16488i,0.053221-0.22699i,0.060848-0.15444i,0.054054-0.077215i,0.019235-0.025173i,-0.00030286+0.012717i,-0.0024824+0.026447i,-0.00099611+0.017277i,0.00075445+0.00057562i,-0.00055096-0.0056735i,-0.00245+0.0018666i,-0.00026081+0.0087308i,0.006269+0.0088277i,0.017563+0.0032231i,0.025746-0.013845i,0.020596-0.036877i,0.0064418-0.044648i,-0.0031542-0.033205i,-0.0039688-0.02021i
-0.18627-0.015301i,-0.35489-0.026045i,-0.40985+0.016521i,-0.2729+0.14045i,-0.086937+0.26022i,-0.013925+0.26824i,-0.030596+0.17696i,-0.020319+0.073584i,0.017307+0.00034952i,0.019065-0.040538i,-0.0018657-0.042896i,-0.0046314-0.020454i,0.0073551-0.0017466i,0.014836+0.0028164i,0.01404-0.0022458i,0.0085626-0.0069645i,-0.00085602-0.005255i,-0.010387+0.0020097i,-0.0098856+0.014257i,4.5933e-05+0.025944i,0.0083388+0.030238i,0.010673+0.026645i,0.010177+0.019456i
0.12662-0.12339i,0.25187-0.24235i,0.28383-0.31505i,0.15653-0.31862i,0.0083547-0.29697i,-0.043364-0.24433i,-0.024525-0.14756i,-0.010614-0.059194i,-0.016274-0.010671i,-0.0049566+0.010666i,0.015671+0.012776i,0.018811+0.0070298i,0.0095868+0.0052144i,0.0018617+0.0057705i,2.6273e-05+0.0031866i,0.0014388-0.0024558i,0.0022433-0.0089556i,-0.00086591-0.013338i,-0.011787-0.012292i,-0.023495-0.004988i,-0.021722+0.00019664i,-0.01129-0.00398i,-0.0070731-0.0083935i
0.010931+0.17601i,0.014427+0.34761i,0.037323+0.43332i,0.10585+0.37222i,0.17569+0.27674i,0.18179+0.19969i,0.11511+0.11534i,0.036146+0.043103i,-0.010199+0.0015458i,-0.034748-0.0081814i,-0.036685+0.0010572i,-0.020677+0.0018894i,-0.0068813-0.006672i,-0.00047966-0.0094935i,-0.00061825-0.0026799i,-0.0033502+0.0067676i,-0.0024795+0.012574i,0.0076933+0.014048i,0.029101+0.0045534i,0.047916-0.018846i,0.045138-0.036129i,0.025608-0.0321i,0.011686-0.019195i
-0.13978-0.09778i,-0.26741-0.21083i,-0.34423-0.2856i,-0.35271-0.26676i,-0.34112-0.21373i,-0.28978-0.16472i,-0.17318-0.10377i,-0.065567-0.044972i,-0.014178-0.0024906i,0.011271+0.0074802i,0.018774-0.0064427i,0.013932-0.010581i,0.011218-0.007124i,0.011196-0.0068767i,0.012514-0.0086222i,0.010898-0.010703i,0.0032327-0.010087i,-0.010959-0.0070091i,-0.030709+0.0031199i,-0.048233+0.023424i,-0.051173+0.0396i,-0.038394+0.037804i,-0.024529+0.027108i
0.15767-0.041111i,0.32248-0.052664i,0.42623-0.023042i,0.42453+0.031069i,0.38516+0.063199i,0.30682+0.071217i,0.16997+0.066605i,0.060238+0.053027i,0.022549+0.035934i,0.013509+0.026179i,0.0061819+0.020641i,-0.0025838+0.01125i,-0.010176+0.0051394i,-0.014485+0.0030792i,-0.01506+0.0032706i,-0.0089095+0.0035406i,0.0019584+0.0017947i,0.011137-0.0012174i,0.016513-0.008037i,0.019373-0.01647i,0.023667-0.020293i,0.02567-0.018114i,0.020971-0.014043i
-0.070753+0.14242i,-0.16971+0.26504i,-0.26807+0.29906i,-0.33062+0.22119i,-0.3525+0.1393i,-0.29414+0.076363i,-0.1616+0.013582i,-0.050205-0.013944i,0.0038295-0.015288i,0.0189-0.0255i,0.0099849-0.032835i,0.0062172-0.025481i,0.010025-0.017622i,0.008767-0.011915i,0.0040784-0.0055886i,-0.0014126-0.00062015i,-0.0046576+0.0019418i,-0.0031987+0.0042105i,0.0081083+0.0098466i,0.023056+0.011612i,0.023026+0.0054868i,0.0095452+0.00041113i,0.0015971-0.00035451i
-0.051891-0.13799i,-0.068823-0.28634i,-0.0043359-0.36755i,0.14405-0.33736i,0.26697-0.28392i,0.24537-0.20288i,0.13326-0.083722i,0.057574-0.018496i,0.025836-0.014213i,0.011059-0.0097507i,0.011402+0.0023359i,0.012986+0.0093387i,0.012709+0.012624i,0.013535+0.011896i,0.013985+0.0057128i,0.013182-0.0035333i,0.0080316-0.011142i,-0.0017553-0.016338i,-0.020582-0.019747i,-0.045779-0.015279i,-0.054508-0.0033485i,-0.040144+0.0045615i,-0.023789+0.0055236i
0.13317+0.049103i,0.24113+0.13206i,0.23241+0.22459i,0.058343+0.29956i,-0.11901+0.34752i,-0.14754+0.28689i,-0.094554+0.13819i,-0.059462+0.042002i,-0.041315+0.011504i,-0.034547+0.0018513i,-0.02969+0.0019678i,-0.01912-0.00083779i,-0.014215-0.0078559i,-0.013443-0.0094184i,-0.010259-0.0048445i,-0.0060415+0.0012866i,-0.003452+0.0062064i,0.00058521+0.010723i,0.016061+0.012736i,0.041944+0.0084153i,0.058038+0.0022111i,0.051826-0.00069949i,0.033915-0.0016058i
-0.12009+0.066127i,-0.24231+0.089191i,-0.27869+0.014942i,-0.16845-0.17457i,-0.03277-0.3401i,0.032397-0.30938i,0.056073-0.1552i,0.045189-0.063378i,0.011409-0.029501i,7.9268e-05-0.0092965i,0.0074632-0.0063447i,0.012267-0.0078048i,0.01426-0.0093209i,0.012894-0.0098717i,0.0074724-0.0064013i,0.001021-0.0030657i,-0.0021586-0.0030253i,-0.0028568-0.0034959i,-0.0076445-0.00061958i,-0.017101+0.0021159i,-0.025781-0.0024908i,-0.026096-0.010283i,-0.018669-0.011462i
0.029083-0.12597i,0.086608-0.2258i,0.14055-0.18371i,0.15837+0.056164i,0.14309+0.27355i,0.084937+0.27044i,0.0067413+0.14318i,-0.017876+0.066745i,0.0024693+0.044169i,0.011783+0.028116i,0.0053007+0.015933i,-0.0019284+0.0093963i,-0.0039036+0.0072449i,-0.0037784+0.0046581i,-0.002051+8.0589e-05i,0.0029105-0.0033914i,0.0070965-0.0039242i,0.0059191-0.0046553i,-0.0010191-0.0099354i,-0.011708-0.012775i,-0.018558-0.0057665i,-0.017442+0.0051034i,-0.015191+0.010362i
0.07051+0.1056i,0.10679+0.20715i,0.055106+0.19465i,-0.10174+0.0078212i,-0.22062-0.16677i,-0.18432-0.18553i,-0.079277-0.11025i,-0.026539-0.040299i,-0.012078-0.0044838i,0.0011455-0.0023957i,0.0052054-0.012136i,0.0043045-0.012299i,0.0051249-0.0093557i,0.0032947-0.006921i,-0.00064914-0.00097752i,-0.003977+0.0048432i,-0.0058296+0.0059751i,-0.0051174+0.0059529i,0.0068235+0.013635i,0.031129+0.024094i,0.047523+0.025029i,0.043316+0.016668i,0.031298+0.0082955i
-0.11537-0.018063i,-0.2096-0.050869i,-0.16573-0.052937i,0.072885+0.0045474i,0.27366+0.063021i,0.24694+0.083966i,0.11937+0.073726i,0.057363+0.037428i,0.043494-0.0015258i,0.02718-0.014916i,0.013994-0.0092974i,0.0077627-0.0039694i,0.0055036-0.00076672i,0.0055499+0.0011235i,0.0051619-0.00042285i,0.0046285-0.0038448i,0.0049825-0.0066577i,0.006565-0.0090295i,-0.00095816-0.015634i,-0.020552-0.027634i,-0.034314-0.035613i,-0.029465-0.031629i,-0.016346-0.021327i
0.082097-0.068978i,0.16296-0.11991i,0.12968-0.11347i,-0.082928-0.035348i,-0.27172+0.031302i,-0.24862+0.016871i,-0.12323-0.022174i,-0.047851-0.019544i,-0.022888-0.0045899i,-0.01642-0.001591i,-0.013418+6.9411e-07i,-0.0081334+0.00036361i,-0.0050679-0.0024921i,-0.0014991-0.0050355i,0.0044993-0.0065657i,0.0080346-0.0060624i,0.0056599-0.0028595i,0.00011533+2.7427e-05i,0.00087265+0.0016654i,0.0034188+0.0063224i,4.0502e-05+0.014727i,-0.0060206+0.01794i,-0.0108+0.011709i
-0.0054719+0.1002i,-0.018732+0.19316i,0.0095037+0.18487i,0.11886+0.017388i,0.21376-0.13286i,0.18342-0.10713i,0.093646-0.026551i,0.026563-0.021008i,-0.01169-0.032618i,-0.018499-0.020725i,-0.009198-0.010098i,-0.002772-0.0057842i,0.00014575-0.0042167i,-0.0014759-0.002946i,-0.0076334+0.0004405i,-0.010944+0.0033426i,-0.0093732+0.0017524i,-0.0053028-0.00042914i,0.0010567+0.0055559i,0.013016+0.017127i,0.026592+0.021698i,0.031754+0.016491i,0.028303+0.011325i
-0.069353-0.068812i,-0.13199-0.14065i,-0.16765-0.11807i,-0.16059+0.064124i,-0.13595+0.22151i,-0.097352+0.18095i,-0.053107+0.071775i,-0.015477+0.037098i,0.01089+0.035933i,0.018696+0.024932i,0.014139+0.010082i,0.0093041+0.0013894i,0.0083267-0.0016721i,0.0074482-0.0042455i,0.0056253-0.0053024i,0.005575-0.0037864i,0.0086819+0.00021841i,0.010101+0.0021673i,0.0024898-0.0076156i,-0.01301-0.027769i,-0.024925-0.040786i,-0.025668-0.036492i,-0.019947-0.023341i
0.097379-0.0042555i,0.19535+0.00059577i,0.22707-0.045938i,0.13445-0.16847i,0.038313-0.24561i,0.021081-0.1834i,0.016976-0.076508i,-0.0062336-0.014121i,-0.016723+0.012925i,-0.0086875+0.016322i,-0.0022856+0.0098624i,-0.00012395+0.0062883i,0.0018033+0.0057858i,0.0043129+0.0070399i,0.0065004+0.007666i,0.0057257+0.0047592i,0.00057356-0.0010338i,-0.0058147-0.0046907i,-0.0052931+0.0019458i,0.0016353+0.017109i,0.0037129+0.02689i,-0.00021717+0.02173i,-0.0024157+0.0105i
-0.061029+0.068214i,-0.13467+0.13548i,-0.1391+0.20183i,-0.016454+0.2362i,0.082101+0.21528i,0.060058+0.13739i,0.019577+0.055251i,0.021654+0.010322i,0.031227-0.012792i,0.021846-0.020436i,0.0080546-0.016111i,0.0026027-0.011699i,9.829e-06-0.0097211i,-0.0037328-0.0082023i,-0.0080187-0.0056153i,-0.0098286-0.0046346i,-0.0063136-0.004155i,-0.00084106-0.0027302i,0.0026905-0.00063503i,0.006935+0.0033728i,0.01505+0.0069633i,0.01986+0.010165i,0.017608+0.012079i
-0.0084919-0.082977i,-0.0045093-0.18377i,-0.034004-0.24964i,-0.12277-0.22091i,-0.16944-0.15194i,-0.11008-0.087665i,-0.036764-0.028964i,-0.0077272+0.0045267i,-0.00051604+0.010838i,0.0020975+0.0052671i,0.0035949+0.00067845i,0.0043414-0.0018781i,0.0039239-0.0056105i,0.0060665-0.0084189i,0.0096635-0.0081578i,0.0094531-0.005055i,0.0065877+0.0009183i,0.0030459+0.0057968i,0.00045345+0.00017538i,-0.0038149-0.017377i,-0.011531-0.0333i,-0.016607-0.037132i,-0.015487-0.031524i
0.054203+0.046138i,0.1217+0.12358i,0.17926+0.16902i,0.20948+0.11952i,0.18435+0.047225i,0.092566+0.023402i,0.016084+0.0050401i,-0.011818-0.025776i,-0.022648-0.035029i,-0.022631-0.021269i,-0.017204-0.0082662i,-0.012853-0.0013598i,-0.0076046+0.0021613i,-0.004135+0.003324i,-0.0028033+0.0053579i,-0.001403+0.0051852i,-0.0009092-0.0006966i,0.0012517-0.0060869i,0.0047038+0.0006551i,0.0054816+0.021407i,0.0047757+0.038728i,0.0044043+0.03893i,0.0036402+0.027574i
-0.071677+0.003969i,-0.16986-0.0082869i,-0.25059-0.010511i,-0.24894+0.031193i,-0.17863+0.068511i,-0.080196+0.046516i,-0.012217+0.020591i,0.0097165+0.022133i,0.014003+0.021499i,0.014844+0.0096812i,0.012446-0.00081776i,0.0096315-0.00061919i,0.0085799+0.0019408i,0.0062918-0.00033519i,0.0014121-0.0023522i,-0.0022363-0.0016239i,-0.0013566+0.00046153i,0.0014221+0.00057847i,0.0016097-0.0045571i,0.0032313-0.011564i,0.0090366-0.012243i,0.010372-0.0061354i,0.0054809+0.0016122i
0.042283-0.051726i,0.11914-0.10437i,0.19046-0.14461i,0.18596-0.15273i,0.12777-0.11166i,0.064961-0.038167i,0.011802+0.0054345i,-0.018118+0.018526i,-0.020796+0.024524i,-0.0092122+0.021893i,-0.00022805+0.015139i,0.0042811+0.0090975i,0.0075046+0.0039894i,0.0087844+0.0026923i,0.0086685+0.0026389i,0.0072303+0.00075402i,0.0038491-7.3885e-05i,-0.00037291-0.0009199i,-0.003147-0.0057923i,-0.0049834-0.018016i,-0.0072152-0.031669i,-0.0060242-0.036363i,-0.00068557-0.031466i
6.078e-05+0.061448i,-0.021884+0.14755i,-0.054463+0.22047i,-0.052991+0.21337i,-0.031415+0.12609i,-0.0093345+0.022645i,0.016221-0.027662i,0.029879-0.027095i,0.027471-0.020412i,0.013482-0.017467i,0.0024283-0.012612i,-0.00045675-0.0095263i,-0.0016282-0.0089519i,-0.0035551-0.0069294i,-0.0042292-0.0031545i,-0.0038843-0.0012394i,-0.0031096-0.0034734i,-0.0029217-0.0040081i,-0.0048508+0.0064679i,-0.0075047+0.026368i,-0.0090918+0.041432i,-0.0093543+0.040889i,-0.0078089+0.030648i
-0.042896-0.037773i,-0.080079-0.11393i,-0.093819-0.19151i,-0.074292-0.19622i,-0.035998-0.12678i,-0.010181-0.041291i,-0.010413+0.010208i,-0.0093309+0.01854i,-0.0012273+0.011474i,0.0044835+0.0042654i,0.0063177-0.00097667i,0.0037557-0.0051543i,-0.00047091-0.0085531i,-0.0019645-0.0092741i,-0.0019147-0.0075442i,-0.0015804-0.0041731i,-0.0015816+0.00058301i,-0.0017618+0.0035144i,0.0010659-0.0010184i,0.00748-0.010971i,0.013031-0.015946i,0.011988-0.015203i,0.0063144-0.012754i
0.049343+0.0020908i,0.11983+0.034552i,0.16851+0.087417i,0.13796+0.1091i,0.04891+0.077711i,-0.024842+0.026187i,-0.0392-0.011508i,-0.026685-0.025964i,-0.018555-0.023196i,-0.012878-0.012068i,-0.0080528-0.0043586i,-0.0046091-0.0014084i,0.00012327-0.00037357i,0.0039071-0.00068832i,0.0056547-0.00038431i,0.0057048-0.00092185i,0.0047741-0.0011947i,0.0055212+0.00099512i,0.0081677+0.0017199i,0.0082171-0.0017111i,0.0057025-0.0087331i,0.0057057-0.012059i,0.007173-0.010155i
-0.034893+0.034437i,-0.10152+0.055471i,-0.16644+0.041332i,-0.15931+0.0027275i,-0.077828-0.012493i,0.0057703+0.0057289i,0.03368+0.029568i,0.024833+0.031505i,0.014191+0.018805i,0.0098107+0.0048269i,0.0058106-0.0016386i,0.0023793+0.0018212i,0.0024166+0.0057564i,0.0033213+0.0063342i,0.0025136+0.0060863i,0.00064107+0.0025487i,0.00058934-0.0031016i,0.001828-0.0057077i,-0.00018367-0.0019734i,-0.0066342+0.010842i,-0.013743+0.025729i,-0.018175+0.030383i,-0.018473+0.024927i
-0.0021983-0.04398i,0.031322-0.094938i,0.090027-0.11414i,0.11862-0.065652i,0.080083+0.005257i,0.017008+0.035441i,-0.016514+0.022884i,-0.019998+0.01162i,-0.013074+0.011931i,-0.0051656+0.009112i,-0.00060018+0.0044293i,0.0037469+0.0024456i,0.0070917+0.00052413i,0.0051965-0.0022028i,0.0013687-0.0032684i,-0.00087282-0.0017389i,-0.0018448+0.0016228i,-0.0024326+0.0015632i,0.00084261-0.0075825i,0.0089148-0.021597i,0.016658-0.029432i,0.019672-0.026384i,0.017925-0.018326i
