0.00090892-0.00079819i,-0.00018606-0.0014019i,-0.0012084-0.0019495i,-0.0018507-0.0010332i,-0.0015747-0.00059874i,-0.000774+0.00053963i,0.00059546+0.0016635i,0.0012385+0.0021584i,0.0010506+0.0013772i,0.00018301-0.00010538i,-0.00014925-0.0007144i,-0.00015442-0.0003436i,-0.00017916-3.2954e-06i,0.00070631+0.00093615i,0.00044852+0.0018585i,-0.00071446+0.0009435i,-0.0011751-0.00045239i,-0.00066619-0.0008677i,0.00012284-0.00094527i,0.00021745-0.0010347i,-0.00031341-0.00091623i,-0.0008136-0.00051702i,-0.00079872+1.1569e-05i
-0.00033666-0.00094905i,-0.00061948-0.00090515i,-0.00066428-0.001353i,-0.0011364-0.0007235i,-0.0010284+0.0002218i,-0.00061301+0.00041171i,-3.1754e-05+0.00061073i,0.00038517+0.00046637i,-0.00016494+0.0002234i,-5.4305e-05+0.0001788i,-0.00021145+0.00039967i,-0.00066281+0.0005408i,-0.00042947+0.00016466i,9.1298e-05+0.00022182i,0.0001473+0.00073237i,0.00015756-1.7157e-05i,0.00086387-0.00071054i,0.00087735-7.7792e-06i,0.0005843+0.00020463i,2.0851e-05-8.8658e-05i,0.0001166+0.00018747i,0.00013209-0.00014442i,-9.0009e-05-0.00077713i
0.00078891-0.0018538i,3.7055e-05-0.0027834i,-0.0010641-0.0035953i,-0.0010423-0.0024592i,-0.0011652+0.00030768i,-0.00060055+0.001387i,0.00033945+0.00080331i,0.00053449-0.00026988i,-0.00016186-0.00071397i,-0.00054016+3.7602e-05i,0.00013744+0.00092745i,0.00046763+0.0012052i,-0.00027054+0.0012224i,-0.00037206+0.001237i,0.00038368+0.0010851i,0.00097999+0.00080338i,0.00066092+0.00019284i,5.631e-05-0.00051809i,6.6209e-06-0.0013974i,-0.00035234-0.0012806i,-0.00063638-0.00059959i,0.00016981+0.00015419i,0.00017063+0.0010292i
0.00022151-0.0019455i,-0.00049019-0.0021405i,-0.00028429-0.0014847i,9.4845e-05-0.00060573i,-0.00035683-0.0001911i,-4.0989e-05-5.3703e-05i,0.0004573+0.0006236i,0.00012251+0.00084623i,8.7167e-05-9.4671e-05i,0.00035165-0.00049019i,0.00026144+0.00029878i,1.8016e-05+0.00083976i,-0.00046588+8.8397e-05i,-0.0007709-0.00032327i,-0.00019229+0.00011443i,0.00021402+0.00022206i,0.00042164-0.00048754i,0.00085196-0.0008341i,0.00056299-0.00086476i,0.0001442-0.00068846i,2.63e-05-0.00013046i,-0.00041093-8.0799e-06i,-4.7374e-05-0.00038865i
0.001206-0.0013741i,-0.0002587-0.0019045i,-0.00094292-0.00050562i,-0.0011221+0.00026984i,-0.0013741-2.5378e-05i,-0.00047992+4.9226e-05i,0.0011304+0.00024426i,0.0014283+0.00039326i,0.00076825+0.00013041i,0.00056166-0.00028455i,0.0004623-0.00040748i,-0.00013459+0.00082532i,-0.00010634+0.0014923i,0.00037911+0.00069436i,7.2598e-05+0.00044442i,0.00030593+0.00069384i,0.00060362+0.00047246i,0.0002273+0.00011384i,-0.00022397-0.0002085i,-0.00035014+2.241e-05i,-0.00053775+0.00038203i,-0.00086586+0.00017661i,-0.00076711+0.0003836i
0.0021034-0.00097734i,0.0019768-0.0010301i,0.001531-0.0010923i,0.00055245-0.00060827i,1.758e-05-0.00070746i,-0.00027656+0.00043998i,-0.00099898+0.00089451i,-0.00075393+6.2735e-05i,-0.00036082+0.0005352i,0.00013421+0.00080575i,-6.3861e-05+0.00044214i,-0.00084214+0.00032206i,-0.001136-0.0003521i,-0.00045882-0.001187i,-2.1651e-05-0.00082885i,-5.5809e-05-0.00048097i,8.32e-05-0.00025469i,-0.00021053-0.00076492i,-4.0784e-05-0.0012693i,-0.00016056-0.00088003i,3.0086e-05-0.00071374i,0.00035134+6.0214e-05i,-0.00030854+0.00031667i
0.0014926-0.0008157i,0.0012821-0.0020595i,0.00090408-0.0020932i,0.00077688-0.00093146i,0.00083515-0.00038893i,0.00058464-0.0011046i,0.00039343-0.0012974i,0.00010853-0.00041645i,7.1413e-06+1.7888e-05i,2.3869e-05-0.00029825i,0.00024959-0.00016201i,0.00030949+0.00014629i,0.00043078-0.00057884i,0.0007334-0.00073725i,0.00092209+9.0828e-05i,0.00068189+0.0003292i,0.00069083+0.00059182i,0.0011162+0.0006829i,0.0005592-1.8659e-06i,0.00034544-0.00011515i,-0.00042164+0.0002491i,-0.00046938+0.00053193i,0.00037771+8.8328e-05i
0.00035636-0.00042679i,-7.1643e-07-0.0011352i,-0.00014268-0.00078197i,-0.001175-1.7437e-05i,-0.0012918-0.00049395i,-0.00075033-0.00011007i,-0.00026341+0.00054317i,3.6476e-05+0.00072379i,0.00057228+0.00028742i,0.0010325-1.5451e-05i,0.00056157-0.00037317i,-0.00013173-0.00086108i,-1.5757e-05-0.00059696i,-0.00032053-0.00038267i,-0.00040541+0.00024429i,0.00020577+0.00037202i,-0.00032487+0.0012302i,-0.00073345+0.0012928i,-0.00073887+0.00051929i,-0.0004639+6.3951e-05i,-0.00036197+0.0001719i,-0.00042382+0.000456i,-0.00027144+2.549e-05i
0.0013818-0.0010145i,1.8251e-05-0.0012536i,-0.00055193-0.0010164i,-0.00092983-0.0006911i,-0.0012025-0.00034347i,-0.0001986-0.00042859i,0.00093334-0.00045834i,0.00019259-0.00041032i,-0.00031514-8.1037e-05i,4.6658e-06+0.0006005i,-0.00047137+0.00071622i,-0.00080777+0.00046077i,-0.00063427+0.00030065i,-0.00076162+0.00088447i,-0.00094872+0.0011775i,-1.2415e-05+0.00046927i,0.00079898+0.00022016i,0.0007198+0.00022592i,0.00011703+1.644e-06i,-0.00043712+3.2989e-05i,7.9711e-05+0.00032486i,0.00080448+0.0008323i,0.00040488+0.00035263i
0.00059505-0.00075522i,0.00082581-0.00041319i,0.00030944-7.4315e-06i,0.0008477+0.00061992i,0.00078088+0.00028393i,0.0003687+0.00012199i,-0.000109+0.0003591i,-0.00033934-0.00050749i,-0.00025232-0.0002798i,-2.0902e-06+0.00075212i,0.00012707+0.0012784i,-0.00015436+0.0006545i,-0.00030196+0.00027594i,-0.00035704+0.00041418i,0.00059476+0.00050235i,0.00097602+0.00038126i,0.00086815+0.00039756i,0.00098809+0.0011684i,0.00027392+0.0009953i,1.5594e-05+0.00020878i,0.000228-0.00035291i,0.00022766-6.9062e-05i,0.00068707+0.00058037i
0.00063986-0.0012896i,0.00055335-0.0021288i,0.0010749-0.001641i,0.00035084-0.0014382i,5.5584e-05-0.00088056i,-0.00016587-0.00062775i,-0.00016835-0.00068339i,0.0007968+5.2567e-05i,0.00066184+0.00043074i,2.7509e-05+0.00075523i,-7.2624e-05+0.00097555i,-0.00055022+0.00031648i,-0.00024439+3.462e-05i,6.335e-05+0.000433i,-0.00035796+0.00022732i,-0.00025431-0.00011308i,0.00018094-0.0001034i,-0.00019412-0.00036192i,6.2618e-06+0.0001479i,-0.00018753+0.0003617i,-0.0006489-3.1227e-05i,-0.00030397-0.00031638i,0.00026992+0.00016625i
0.0016532-0.00020899i,0.00065435-0.00074032i,-0.00080761-0.00036855i,-0.0009367-0.00025424i,-0.00036968-0.0010286i,-0.0004163-0.0010743i,-0.00023364-0.00039482i,0.00048426-0.00022213i,0.00021486-0.00037987i,-1.4599e-05-0.00035272i,7.8231e-05-0.00022022i,-2.5064e-05-0.00036674i,0.00020181-0.00052918i,-0.00018265-0.00038402i,-0.00014728-0.00022637i,0.00019132-0.00031838i,0.00041803+2.9151e-05i,0.00039016-0.00014263i,0.00048018-0.00024508i,0.0010366+0.00017314i,0.00074935+0.00038076i,0.00019561-0.00010794i,0.0003045-0.00066035i
0.00082345+0.0017765i,0.001277+0.0021864i,0.0018374+0.0015563i,0.0015093-3.1876e-05i,0.0004938-0.00095019i,-0.00045874-0.00064196i,-0.0008033+1.7007e-05i,-0.00017764-0.00017318i,-0.00034002+0.0001692i,-0.0011301+0.00050795i,-0.00090873-0.00022905i,0.00018715-7.9798e-05i,0.00041346-0.00011665i,0.00045202-0.00018617i,0.00079466+0.00012139i,0.000346+0.00015523i,-0.00016243+0.00049602i,7.9715e-05+0.00038123i,0.0010046-0.00019882i,0.0015631-0.00040638i,0.0008172-0.00024217i,8.4751e-05-0.00016131i,1.1263e-05-0.00024246i
0.0013457+0.00022621i,0.00093397-0.00073093i,0.00061666-0.0015721i,0.00078097+2.4046e-05i,0.00019216+0.00031675i,0.0001001-0.00035735i,0.00016474-7.9785e-05i,-1.6092e-05+0.00036931i,-0.00034004+0.00075188i,-0.00031499+0.00069178i,-0.00024241+0.00042916i,-0.00034882-0.00045989i,0.00013548-0.0010182i,0.00035124-0.0010751i,0.00018337-0.00074724i,-2.3063e-05+2.1187e-05i,-0.00022948+4.7478e-05i,-0.0003306-0.00017139i,-0.00022516+9.4529e-05i,0.00037477+0.00053539i,0.00037192+0.00062382i,0.00048137-6.8494e-05i,0.00053446-0.00096736i
0.00060626-0.0020643i,0.00085419-0.0014828i,0.00097998-0.0012647i,-9.3285e-05-0.0017839i,-0.0014072-0.0011299i,-0.0013503-0.00061119i,0.00054446-0.00049591i,0.0010407+3.6951e-05i,0.00054174-7.0243e-05i,-1.5144e-05-0.00051128i,-0.00050703-0.00039442i,-8.29e-05+0.0001958i,0.0004194+0.00029615i,-0.00016862+0.00054859i,3.801e-05+0.00074356i,0.00045606+7.6659e-05i,0.00013508+0.00019332i,6.0767e-05+0.00025942i,-4.5147e-05-0.00064992i,9.3441e-05-0.0010081i,0.00028886-0.00042318i,0.00043385+0.00011538i,0.00024718+0.00052658i
-0.00017774-0.0016324i,0.00011927-0.0022311i,-0.00012634-0.00088381i,-0.00095523-0.00017406i,-0.0015175-0.00087005i,-0.00068047-0.001428i,0.00029436-0.00055613i,-7.4357e-05-0.00036905i,-0.00034132-0.00028172i,-0.00011915+0.00066432i,-0.00022838+0.00073026i,-0.00038871+0.00019428i,-0.00050882+0.00017165i,-0.00044614+0.00011942i,-3.3962e-05-0.00029843i,9.1784e-05+6.2977e-05i,0.00023382+0.00014514i,0.00054057+0.00039034i,0.00020782+0.00030625i,-6.4746e-05-0.0003058i,0.00025817-0.00047986i,0.0011481-0.00013613i,0.0013456+0.00010957i
0.0023588-0.0014858i,0.0017693-0.001404i,0.0008347-0.00067881i,0.00037722-1.7078e-05i,0.00033869-8.1231e-05i,0.00062533-0.00054405i,0.00074493-0.0005i,0.00088652-0.00084116i,0.00027313-0.00077911i,-0.00047413+0.0003238i,-0.00062203+0.00015017i,-8.683e-05-0.00056226i,0.0002437-0.00035199i,-0.00024014-1.1191e-05i,-0.00054143+0.00033864i,-0.0001381+0.00010391i,0.00016298+5.9064e-05i,0.00027255+0.00013128i,0.00051108-0.00044886i,0.00047889-0.00080224i,0.00028412-0.00057569i,0.00014032-0.00045516i,0.00029618-0.00094081i
0.00078029-0.00085468i,0.00067758-0.0030447i,0.00058949-0.0033928i,0.00058993-0.0022863i,0.00034851-0.0018921i,-0.00023328-0.001757i,-0.00086063-0.00062137i,-0.00063017+0.00056735i,0.00031021+0.00044923i,0.00030268+0.0002265i,-0.00030958-4.8997e-05i,-0.00026779-0.00059289i,-0.00028015-0.00022425i,-0.00022901+0.00016991i,0.0003051+0.00038402i,0.00064843+0.00063162i,0.00037533+0.00075411i,0.00016067+0.00016336i,-7.2141e-05-0.00039372i,0.00013595-8.7603e-05i,0.00011334+0.00024008i,-0.00077354+0.00027534i,-0.0011411+2.9365e-05i
-0.00094192+0.00026749i,-0.00044237+0.00036296i,-0.00075409+0.00086579i,-0.00092741+0.0011159i,-0.0002995-0.00012223i,-0.00025723-0.00082164i,-0.0002409-0.00048566i,7.1789e-05-0.0005327i,0.00029729-0.0002856i,0.00090708+8.7357e-05i,0.00092652+0.00057515i,0.00071427+0.00086586i,0.0012477+0.0006826i,0.0016216+0.0004435i,0.0011115+0.0001827i,4.1145e-06+0.00025745i,-0.00063332+0.00094875i,-0.00012647+0.0016715i,-0.0003059+0.0015491i,-0.00061643+0.00014765i,0.00047369-9.1536e-05i,0.00076109+8.1631e-05i,0.00044035-0.00018678i
-0.0001231-0.0012018i,-0.00062549-0.001956i,-0.0010358-0.00238i,-0.0012074-0.0015444i,-0.0014129+9.1657e-05i,-0.00056774+0.00049274i,0.0006775-0.00069041i,0.0010624-0.00083557i,0.00062116-0.00046073i,-7.3702e-05+9.7107e-05i,-0.00046304+0.00092613i,-0.0003034+0.00067724i,0.00028074+0.00060966i,0.0010106+0.0017606i,0.00090653+0.0021733i,0.00058528+0.0016286i,0.00033239+0.00060523i,0.00065871-0.00016719i,0.00075527+0.00026679i,0.00016123+0.00029531i,0.00062169-0.0011463i,0.00072679-0.0011061i,0.00063506-1.2228e-05i
-0.0013354-0.0019055i,-0.0022189-0.0021205i,-0.0022392-0.0020107i,-0.0015475-0.0013489i,-0.00082948-0.0013008i,0.00039973-0.0014779i,0.00039735-0.00081788i,-0.00040925-0.00047554i,-0.00043907-0.00073313i,0.00028827+0.00047715i,0.00058572+0.00091253i,0.00069722+0.00029008i,0.0011266+0.00027514i,0.00099563+0.00032927i,0.0005307+0.00056669i,0.0005783+0.00049268i,5.2802e-05-0.0002321i,-0.00016466-0.00045252i,-8.8735e-05-0.00019142i,-0.00058808-0.00036805i,0.00049291+3.3256e-05i,0.0012763-3.1142e-05i,-9.8525e-06-0.00010168i
-0.00053702-0.0019578i,0.00050029-0.0018431i,1.149e-06+0.00017608i,-0.00070642+0.0018729i,-0.0005334+0.0014311i,-0.00031452+0.00039171i,0.00014122-0.00012203i,0.0007843+3.8102e-06i,0.00020271+0.00041001i,7.0394e-05+0.00079544i,0.00080657+0.00128i,0.00056241+0.00041354i,0.00033405-0.00045134i,0.00060633-0.00050381i,-0.00018743-0.00076524i,-0.00071218-0.00066359i,-0.00023234-0.00073257i,0.00054016-0.00022068i,0.0005845+0.00081707i,9.448e-05+0.00070986i,8.8595e-05+0.00030669i,-8.0039e-05-9.5224e-05i,-0.00017172-0.00021512i
0.0015434-0.0035448i,0.00059117-0.0025692i,-0.0010752-0.0024645i,-0.0013898-0.0027969i,-0.00052087-0.0013894i,-0.00016097-0.00085496i,5.5165e-05-0.00071916i,-0.00012656-0.00053466i,-0.00053353-0.0008529i,-0.0005214-0.00036478i,-0.00014358+0.00040194i,0.0003543-8.9609e-05i,0.00085108+0.0001909i,0.00057476+0.00071492i,0.00089+0.00027773i,0.0012687-9.5278e-05i,0.00019618-0.00012632i,-0.00088613+0.00064715i,-0.00045329+0.00053757i,-2.2045e-05-3.8773e-05i,-0.00027512-0.00046531i,-0.0005125-0.00024447i,-1.0197e-05+0.00025171i
-0.0018048-0.0013104i,-0.0013402+0.00038944i,-0.0015101+0.0010614i,-0.0016505+0.00058266i,-0.00077204+0.00057347i,0.00067369+0.00050563i,0.00059307+0.00056731i,-0.00055563+0.0011028i,-0.00013857+0.00097985i,0.00025068+0.00041325i,-0.00014467+0.00034045i,0.00016521+0.00053426i,0.00048769+0.00060846i,0.00059066+0.00055792i,0.0012681-0.00040451i,0.0011597-0.0011341i,0.00055219-0.00072955i,0.00038353-5.1378e-05i,2.8066e-05+0.00014066i,-7.241e-05-0.00025671i,0.00073739-0.00051668i,0.00043034-0.00010094i,-0.00016435+0.00017098i
0.0031568-0.0004701i,0.002782-0.00092368i,0.0023091-0.00092222i,0.0016433-0.00082765i,0.00012399-0.00094319i,-0.00080054-0.00029886i,-0.00068227+0.00067646i,9.5641e-05+0.00011101i,0.00021497-0.00098159i,-0.00051085-0.0008278i,-0.00056312+0.00011372i,-0.00036692+2.2244e-05i,-0.00078029+0.00067585i,-0.001626+0.0012653i,-0.0016071+0.00063108i,-0.00065717+0.00011057i,-0.0002241-0.00029401i,0.00039316-0.00023189i,0.0012673-0.00017525i,0.001122+2.763e-05i,0.0006734-0.00016962i,0.00048307+0.0002526i,0.00020252+0.0012398i
-0.0014215-0.00034294i,-0.0017095-8.9833e-05i,-0.0018959+0.0011214i,-0.0010757+0.0018909i,-0.00027266+0.0013856i,0.0001091-0.00058145i,7.022e-05-0.00098023i,-0.00096724+0.00016867i,-0.0010729+0.00015525i,-7.2581e-06+4.0623e-05i,0.00059977+6.8621e-05i,0.00050625-0.00051865i,9.293e-05-0.00032542i,0.00031051+0.00042762i,0.00091101+0.000286i,0.00046243-0.00021636i,-0.00051499-0.00085158i,-0.00054488-0.00072226i,-0.00070675-0.00047956i,-0.00064078-0.00051136i,-0.00018874-0.00032307i,-4.1957e-07+7.3712e-05i,0.00042098+0.00031425i
-0.0010931-0.0025116i,0.00037861-0.001766i,6.7849e-05-0.00030208i,-0.00038156+0.00068025i,0.00027067+0.00097798i,5.8673e-05+0.00050495i,0.00012305-1.396e-05i,0.00069553+0.00032189i,1.4591e-05+0.00077662i,-0.00050989+0.00085834i,0.00019828+0.0011241i,0.00046124+0.00064552i,0.00037015-0.00056904i,0.00082416-0.00044545i,0.00073664+0.00022447i,0.00012709-0.00043343i,-0.00048575-0.00077439i,-0.000294-0.00072527i,0.00049281-0.00089296i,-9.3704e-06-0.00086844i,-0.00054632-0.00081477i,1.9046e-05-0.00037941i,0.00080633-0.00075124i
-1.6778e-05-0.0024751i,-0.0008178-0.0020277i,-0.0028427-0.0013801i,-0.0023048-0.00095098i,-0.00057226-0.00041785i,0.00013441+0.00019215i,0.00050403-8.8869e-05i,0.0001517-0.00082955i,-0.00044141-0.0010979i,-0.00098434-0.00030076i,-0.00084247+0.00041177i,-0.00061954+0.00011667i,-0.00027009-4.4248e-05i,0.00031755-2.1824e-05i,0.00016759-0.00065696i,0.00049217-0.00067523i,0.0008396+5.1613e-05i,-4.422e-06+9.5027e-05i,-0.00028424+0.00010061i,-7.7301e-05+0.00012297i,-0.00058412+0.00030386i,-0.00029988+0.00088354i,0.00050717+0.00094732i
0.0015412-2.4485e-05i,0.0014221-0.00051343i,0.00060859+6.5268e-05i,0.00021272+0.00055147i,0.00016867+0.00038191i,0.00093871+0.00011876i,0.00096595+0.00022402i,0.00056889+6.0857e-06i,0.00061234+0.00029327i,-0.00026698+0.00090073i,-0.00053936+0.00061947i,0.00022136-0.00012628i,0.00030684-0.00062406i,0.00021407-0.0010393i,0.00031712-0.0018181i,-0.00026988-0.00085236i,-0.00049287+0.0011895i,-0.00045046+0.0012292i,-0.00072224+0.00079063i,-0.00077066+0.0010305i,-0.00031938+0.00026677i,0.00025786+4.3388e-05i,0.00022642+0.00041211i
0.0032383-0.0011261i,0.0020942-0.0014368i,0.00052551-0.00093867i,0.00028392-0.001039i,0.00057467-0.0010345i,0.00043142-0.00024056i,-0.00025418+0.0011213i,-0.00011011+0.00097254i,0.00029138+0.00012719i,-4.9367e-05-0.00023937i,-0.00064017-0.00071178i,-0.00092189-0.00075251i,-0.0010468-0.0001336i,-0.00042323+0.00050711i,0.00038161+0.0010398i,-0.00028548+0.00029612i,-0.00070521-0.00034059i,0.00012357-0.00035954i,4.3606e-05+6.5803e-05i,-0.00021758+0.00067704i,0.00045487+0.0001015i,0.00036951-0.00073198i,-0.00020203-0.00069915i
-0.00056894-0.0020316i,-0.0016102-0.0030478i,-0.0017441-0.0031775i,-0.0014059-0.0014803i,-0.00074953-6.1202e-07i,-0.0001982-0.00030665i,0.00017873-0.00087741i,0.00011651-0.00022259i,-0.00029504+0.0005494i,-0.00025338+0.00082688i,-0.00048497+0.00083616i,3.8896e-06+0.00067178i,0.00088477+0.00098085i,0.00090955+0.0010732i,0.0004097+0.0013721i,0.00040732+0.001127i,0.00043638+0.00048835i,5.0775e-05+0.00036325i,0.00065216-3.8085e-05i,0.00087147-0.00012667i,0.00033766-0.00011799i,1.7798e-05-0.00024163i,0.00028711-0.0010655i
-0.00056677+0.0011061i,-0.0011914+0.0013649i,-0.0019549+0.0010798i,-0.0017946+0.0014542i,-0.0012436+0.0018393i,-0.00027174+0.0011503i,0.00096121+0.00024157i,0.0010199+0.00027734i,0.00053626-0.0001103i,0.00052211-0.00064389i,0.00087293-0.00040931i,0.00051422-0.00029163i,-0.00021081+0.00044046i,0.0003953+0.0013862i,5.1321e-05+0.00077243i,-0.00065922+5.4505e-05i,0.00041648-0.0002547i,0.0011729-5.3687e-06i,0.0010033+0.00044269i,0.00080786-0.00029448i,-0.00013139-0.00084005i,-0.00037047-0.00043853i,0.00020754+0.00014587i
0.0023004+2.6518e-05i,0.003463-0.0016083i,0.0025315-0.0029208i,0.00035118-0.0026981i,-0.00092108-0.0017851i,-0.00039598-0.00080057i,0.00052159-0.00052727i,0.00067677-0.0012579i,7.4693e-05-0.00084753i,-0.0008676-0.00014849i,-0.0013134+0.0005022i,-0.00073758+0.00073766i,0.00013019+0.00087109i,0.00037624+0.00061203i,0.00036035+0.00029851i,-0.00051168+0.00054362i,-0.00024113+0.00092939i,0.00024697+0.00072175i,0.00021896+1.6212e-05i,2.5733e-06+6.7661e-05i,-0.00054201-8.2548e-05i,-0.00065603+2.8261e-05i,-0.00014004+0.00054744i
-2.2164e-05-0.0013316i,-0.00010282-0.0018216i,0.00025419-0.0012911i,0.00014389-0.00071327i,0.00019053-0.001036i,0.00037227-0.00077614i,-3.7385e-05+0.00038643i,7.5382e-05+0.00015948i,0.00096951+0.00040391i,0.0013128+0.00080263i,0.00045288-0.00011855i,0.0001949-0.00025077i,0.00022773-0.00047963i,-0.00044004-0.0013309i,-0.00072889-0.00047882i,9.8973e-06+0.00066073i,0.00041911-4.2554e-05i,0.00036715-0.0012635i,0.00046278-0.0013376i,0.00065438-0.00061775i,0.0005719-0.00071316i,8.953e-05-0.0003202i,-0.00055588+0.00022769i
0.00023321-0.0017583i,-0.0008826-0.0021514i,-0.0013243-0.0020713i,-0.0011753-0.00077607i,-0.0010516+0.00057777i,-0.0002086+0.0010741i,0.0009765+0.00026112i,0.0010461-3.8684e-05i,0.00021301-2.9429e-05i,-0.00030766+0.00079036i,0.00054554+0.0012948i,0.00069386+0.00097769i,0.00017939+0.00068144i,-7.7045e-06+0.00030462i,-1.4948e-05+0.00058792i,3.7953e-05-0.00022442i,-8.8907e-05-0.0010989i,1.8221e-05-0.0011385i,8.5649e-05-0.00052513i,-1.6794e-07-0.00015437i,-0.00055016-0.00058235i,-0.0010386-0.00038651i,-0.00033575-0.00038414i
-0.00057891+0.001131i,-0.00097696+0.00037505i,-0.00038609-0.00065348i,-0.00010138-0.0013659i,-0.00044352-0.0014652i,0.0002342-0.00078613i,0.00024756+3.571e-05i,8.4322e-05+0.00021309i,0.00076269+0.00028173i,0.0009053+0.0001383i,0.00089665+0.00031089i,0.00068199+0.00077957i,0.00015361+0.00016367i,-0.00030264-0.0006188i,-0.00070446-0.00024911i,-0.00070793+0.00033964i,-0.00014204+0.00038251i,0.00018317+0.00010139i,-5.1169e-05-2.7788e-05i,-0.00032921-2.5093e-05i,7.5443e-05-0.00023296i,0.00065005-0.00013504i,5.7145e-06+0.00037159i
-5.7574e-05-0.001859i,0.00085167-0.0025021i,0.00072997-0.0015712i,-2.8742e-05-0.00029784i,-0.00025011-5.857e-05i,0.00020986-0.0010353i,0.0011321-0.00059845i,0.0012515+0.00049704i,0.0012859+0.00066211i,0.001296+0.00037469i,-4.4021e-05+0.00034587i,-0.00096686+0.00053437i,-0.00042153+0.0008917i,-0.00031862+0.00034078i,0.00031297+8.3155e-05i,0.0011225+0.00011481i,0.00014317-0.00027854i,-0.0005841-0.0001546i,0.00054921-0.00013052i,0.00085944+9.7618e-05i,0.00071383+0.00089256i,0.000811+0.00054335i,0.00036274-6.0161e-05i
0.00062828+0.00088617i,0.00051411-1.581e-05i,-0.00038081-0.0010701i,-0.00083455-0.0014026i,-0.00030336-0.00076058i,0.00037642+6.6344e-05i,0.0007556+0.0005168i,8.2068e-05+0.00036193i,-0.00021551-3.4469e-05i,0.00029579+0.00055386i,0.00054833+0.00090716i,0.0006247+0.00028905i,0.00075806-1.7457e-05i,0.0002554+0.00035859i,-0.00048565-0.00086421i,-0.00038879-0.0016582i,5.6305e-05-0.00028802i,0.0001439+0.00068415i,0.00011834+0.00048895i,-0.00014442+0.00022687i,-6.3161e-05+0.00017131i,0.00019574+0.00020145i,-0.00044547-1.5542e-05i
0.00085801-0.0024274i,0.00068196-0.0034707i,-0.0007348-0.0027511i,-0.0012651-0.00055383i,-0.00014056+0.00099818i,-0.00016193+0.00098682i,-0.00051571+0.0001043i,-0.00012041-0.0001205i,-0.00011859+0.00018143i,-0.00041075+7.5823e-05i,-0.00071924-0.0004014i,-7.1222e-05-0.00049968i,0.0009495+5.6315e-05i,0.001138+0.00037096i,0.00056119-3.655e-06i,0.0004596-0.00081418i,0.00092533-0.00063773i,0.00091449-0.00025499i,0.00074943-0.00048046i,0.00094546-0.00064203i,0.00037627-0.00031905i,-0.00049056+2.5179e-05i,-0.00020046+0.00011105i
-0.0013229+0.00033266i,-0.0019097+6.5099e-05i,-0.0019982-0.0006794i,-0.00082452-0.00046165i,1.0709e-05-0.00023252i,0.00012719-0.00022462i,0.00054828+6.6143e-05i,0.00079983+0.00014417i,0.00079795+0.00028113i,0.00099595-0.00047615i,0.00030645-0.00073912i,0.00013653-0.00039588i,0.00025331-0.00052744i,5.2129e-05-0.00063713i,-0.00041715-0.00091827i,-0.00036977-0.00036371i,2.7499e-05+0.00031078i,-9.273e-05+0.00031089i,0.00029483+0.00026345i,0.00094942+0.00025668i,0.00023103+0.00082175i,0.00011194+0.0010734i,0.00055696+0.00038428i
0.00048577-0.00018469i,0.00086259-0.00022222i,0.00087974+0.00054041i,0.0010301+0.00024923i,0.00051412+0.00024961i,-0.00039371+0.00035717i,0.0001969+0.00030533i,0.00017841-0.00010616i,-0.00063202-6.5704e-05i,-0.00034609-0.00021007i,0.00045772-0.00056566i,0.00011261-0.000193i,5.7946e-05+4.2398e-05i,0.00062822+0.00012891i,0.00059406-0.0010632i,8.4385e-05-0.0017014i,-0.00094741-0.00048512i,-0.0009375+7.6608e-06i,-5.6967e-05-0.00011116i,0.00064381-8.8416e-05i,0.0010218+0.00047774i,0.00077028+0.00029103i,-9.8803e-05-0.00041402i
0.0009589-0.0016652i,0.0013714-0.0012168i,0.0005217-0.0010636i,-0.00068203-0.00087504i,-0.00097681-0.00049833i,-0.00055775-0.00064369i,0.00013071-0.00037185i,0.0010633-0.00013625i,0.0010566+0.00048802i,0.00024786+0.0010268i,-0.00020085+0.0013613i,-0.00044682+0.001551i,-0.00013286+0.00075754i,0.00027267+0.00041909i,0.00030945+0.00049825i,0.00043704+0.0010229i,-2.4672e-06+0.0012125i,-0.00077505+0.00032388i,-0.00085838-0.00039789i,-0.00043169-7.0847e-05i,0.00018047-6.8465e-05i,0.0005422-0.00063014i,0.00056825+0.00013675i
0.0012401-0.00076799i,0.002435-0.0009545i,0.0029688-4.7057e-05i,0.001785+0.00024382i,0.0012918-0.00035497i,0.00144-0.0003368i,0.00066274+0.00048889i,0.00016626+0.00087968i,-0.0001509+0.00089138i,-0.00052261+0.00096337i,-0.00026435+0.00043781i,0.00043802+0.00012321i,0.00013791-0.00010827i,-0.00072073+0.00013737i,-0.00030752-2.4279e-05i,-0.00061393-0.00018861i,-0.00029715-0.00028872i,0.0007134-0.00043877i,0.00071969+1.0235e-05i,0.00050458-0.00022236i,0.00059144-4.7379e-05i,0.00030646+8.6104e-05i,-0.00013328+0.00030516i
