-0.0036235+0.00030553i,-0.0032767+0.0029046i,-0.0039781+0.0035961i,-0.0041529+0.0037631i,-0.0024766+0.003444i,-0.0014438+0.0021454i,-0.0014465+0.0010592i,-0.0012476+0.00034366i,-4.1727e-05+7.3654e-05i,0.00041753-0.00046318i,-0.00032989-0.00063208i,-0.00015499-0.00031684i,9.8973e-05+0.00063211i,-0.00039527+0.00054678i,-0.00091708-0.00057723i,-0.00067631-0.00051476i,8.6659e-05-0.00024382i,0.00013946+1.9123e-05i,-6.0769e-05+2.6276e-05i,0.00032794-0.00049401i,0.0010164-0.00056573i,0.00084026-0.00068112i,-0.00021909-0.00037442i
0.00057624+0.0021156i,0.0013829+0.0023104i,0.0013967+0.0013001i,0.00063666+0.00036607i,-0.00016918-0.00072769i,-8.6854e-05-0.00085611i,-0.00067802-3.39e-05i,-0.00099475+0.00078934i,-0.00010051+0.0010895i,0.0010248+0.00059741i,0.00050309-9.7934e-07i,-0.00044972+5.289e-05i,-0.00028175+0.00034832i,0.00011768+9.608e-06i,-4.2943e-05+0.00017317i,5.7752e-05+0.00038773i,0.00038841+6.9401e-05i,-2.3314e-05-9.2034e-05i,-8.0428e-05-6.1371e-05i,7.5047e-05-2.0762e-05i,0.00012899-7.7152e-05i,-0.0001282+1.617e-05i,-0.00021686+0.00021632i
-0.0050214+0.0019045i,-0.0041642+0.0026432i,-0.0017653+0.0045039i,0.0001285+0.0046056i,0.00071261+0.0033846i,0.00058653+0.0019018i,0.00025004+0.00065483i,0.00035076+0.00032952i,0.00017429+0.00011381i,-0.00065103-0.00063628i,-0.00046902-0.00055733i,0.00010168+0.00085886i,0.00017981+0.00094877i,0.00012845+0.00064876i,-0.00012196+0.00026076i,-0.00034833-0.00038426i,0.00052841-0.00010262i,0.0014083+0.00017926i,0.00092362+9.1084e-05i,-4.8824e-05-0.00072112i,-0.00034192-0.00068541i,0.00027049+0.00014346i,-8.2607e-05+0.00022967i
0.0021853-0.0014485i,0.0018269-0.0013234i,0.0013497-0.00099755i,-4.871e-05-0.0011308i,-0.0013603-0.0013619i,-0.0015192-0.0011688i,-0.0016825-0.0012105i,-0.00073493-0.00030393i,0.00026012+0.00078405i,-6.3629e-05+0.00057932i,-0.0008563-0.00063627i,-0.00085727-0.0011754i,1.67e-06-0.00050032i,0.0003877+0.00025124i,0.00044073+0.0002288i,0.00034545-0.00015553i,-0.00023056-0.00029794i,-0.0012674+0.00033024i,-0.0017259+0.00014119i,-0.00097089-0.00090727i,0.00018443-0.0011763i,0.00037815-0.0010674i,0.00021821-0.00082315i
-0.0026313+7.179e-05i,-0.0038692+0.00060261i,-0.0037107-0.00084069i,-0.0028708-0.00064581i,-0.002222+0.0007239i,-0.00098103+0.0011417i,0.00018931+0.0004078i,-0.00024873+0.00038224i,-0.00094452-1.527e-05i,-0.0010316-0.0011993i,-0.0012975-0.0012098i,-0.0011431+0.00060059i,-0.00031618+0.0013559i,0.0003208+0.0010168i,0.00059235+0.0008672i,0.00080575+0.00047017i,0.00071238+0.00043041i,0.00032188+0.00017705i,-1.494e-05+0.0004826i,-0.00070631+0.00089579i,-0.00079634+0.00050369i,-0.00021014+0.0001984i,-0.00013656-0.00023024i
0.0002807-0.00044744i,0.0026756+0.00014429i,0.0025845+0.0010981i,0.0013449+0.00023676i,0.00020632-0.0010721i,-6.1449e-05-0.00064923i,-0.00021723-0.00022768i,-0.00064612+0.00034068i,-0.00040387+0.00077373i,-0.00028966-0.00013941i,-0.00051173-0.0010606i,-0.00026609-0.00035877i,-0.00015905+0.00032934i,0.00025677-0.00015375i,0.0007596-0.00040172i,-8.4611e-05-0.00063704i,-0.0005451-0.0010464i,0.00028536-0.00062006i,0.000433-0.00041061i,-0.00023357-0.001001i,-0.00020689-0.0011208i,0.000107-0.00016857i,-0.00023775+0.00077213i
0.00043246+0.00073473i,-0.00028142+0.0006771i,-0.00064591-0.00082915i,-0.0015531-0.00084719i,-0.0021242+6.9655e-05i,-0.0016628+0.00013394i,-0.0011096-7.3222e-05i,-0.00061676-0.00026429i,-1.6582e-05+0.00026826i,9.1958e-05+0.00078691i,-0.00061962+0.00015805i,-0.0016983-0.0001689i,-0.0015184-0.00010857i,-0.00054924-0.00021254i,-0.00042329+0.00012648i,-0.00027167+0.00032667i,-9.5578e-05+0.00046403i,0.00010176+0.00061104i,-2.7199e-05-0.00013838i,-4.7816e-05-0.0004933i,0.00013693-0.00010332i,-0.0003469-0.00025238i,-0.0010502-0.00047791i
-0.00013422+0.00071719i,-0.00023973+0.00031431i,0.0010692+0.0012281i,0.0017188+0.0014972i,0.00076418-0.00021109i,-0.00016399-0.00067869i,-0.00099731-8.7425e-05i,-0.0012733+0.0002633i,-0.00095506+0.00062629i,-0.00026576+0.00037668i,0.00011614-0.0003285i,-5.0964e-05-0.00045914i,-0.0007406-0.00030224i,-0.00044431-0.00030326i,0.00018455-0.00055814i,-0.00041555-0.00015761i,-0.0010229+0.00015339i,0.00020235-0.00047823i,0.0007542-0.00066511i,0.000266+0.0001036i,-6.6716e-05+0.00011826i,-0.00066427-0.00051446i,-0.0005562-0.00026403i
-0.0025389+0.0020822i,-0.0021818+0.0028006i,-0.0033927+0.0019988i,-0.0034964+0.0014129i,-0.0024391+0.0017975i,-0.0012647+0.0009031i,-0.00076532+0.00046199i,-0.00079702+0.00024824i,-0.00052356+7.1856e-05i,0.00018331+0.00039465i,0.00059551+0.00029251i,0.00022809-7.5195e-05i,-0.00052553+8.2204e-05i,-0.0011112-0.00071067i,-0.0015179-0.0012117i,-0.00092927-0.0002462i,-0.00062187+0.00060053i,-0.00084227+0.0009803i,-0.00087289+0.00090712i,-0.0013036+0.00035592i,-0.0013738+0.0001261i,-0.0013156-0.00028901i,-0.0004376-0.0004411i
-0.0017849-0.0018523i,-0.0015337-0.00062536i,0.0001316+0.0009511i,0.0006842+0.0012082i,-0.00027152+0.00081762i,-0.00040391+0.00078971i,-7.0491e-05+0.0010878i,-0.00028258+0.0010122i,-0.00051534+0.00023878i,7.1855e-05-0.00035621i,-0.00022512-0.00036209i,-0.00047414-0.00017863i,0.00026902-8.6886e-05i,0.00052783-0.00061448i,0.00035799-0.00019407i,-0.00043966+0.00026719i,-0.00048013-0.00051877i,-0.00023201-0.00078995i,-0.00070316-0.00088587i,-0.0010865-0.00082692i,-0.00059346-6.1122e-06i,-0.00039956+0.00011321i,-0.00032902-0.00036048i
0.0012685-0.001414i,0.00080237-0.00078938i,-0.00077445-0.0021397i,-0.0017935-0.0026665i,-0.0027026-0.0021505i,-0.0030176-0.0010198i,-0.0017501-9.2011e-05i,-0.00057291+0.00041625i,-0.00059272+0.00092974i,-0.00035574+0.00026937i,-0.00044266-0.00049145i,-0.000672+1.7096e-05i,-0.00043708+0.00059263i,-0.00018056+0.00045366i,-0.00043067+0.00040234i,-0.00021873+8.3296e-05i,0.00031546-0.00016029i,0.00099523+0.0001224i,0.00075975+0.00056675i,-0.0003664+0.00066554i,-0.00064971+0.00047682i,-0.00038568-3.9337e-05i,-0.00048459-0.0005471i
-0.0034051+3.7165e-05i,-0.0035702+0.00023174i,-0.0016893+0.00079255i,-0.00075317+0.00066664i,-0.00068548+0.0013426i,-0.0012412+0.0016476i,-0.0013406+0.0006795i,-0.00032576+0.00039158i,9.9797e-05+0.00028728i,-0.00045735-2.3507e-05i,-0.00098822+4.6981e-05i,-0.00071084-1.969e-05i,0.0001007-0.00065407i,0.00038709-0.00063083i,5.2834e-05-2.7481e-05i,-0.0008202-0.00038953i,-0.0011228-3.3965e-05i,-0.00052409+0.00036555i,0.00014541+0.00050367i,1.8383e-05+0.00098879i,-0.0001206+0.00015831i,7.2899e-05-0.00032738i,-3.2634e-05-0.00041967i
0.0012914-0.0024642i,0.00018362-0.001847i,-0.00092134-0.0016528i,-0.0011818-0.0016672i,-0.0015562-0.0014609i,-0.001942-0.00090948i,-0.0016248+0.00017662i,-0.00094088+0.0014851i,-0.00024545+0.0012005i,0.00051757-0.00024379i,0.00061362-0.00058859i,-0.00048627+0.00030026i,-0.00059948+0.0005369i,0.00014941+1.4327e-05i,0.00012378-5.2767e-05i,-0.00015657-0.00086944i,-0.00037941-0.00070715i,-0.00041693+0.00036821i,-0.00025806-7.1264e-05i,0.00027989-0.00040309i,5.0462e-05-0.00048733i,-0.00067074-0.00078696i,2.4339e-05-0.00071929i
-0.0022878+0.0039777i,-0.0014793+0.004507i,-0.00025093+0.0045822i,-0.00063977+0.003135i,0.00020786+0.0012109i,0.00047802+0.0001536i,6.2671e-05-1.7594e-05i,9.0461e-06-0.00066796i,-3.1778e-05-0.00087922i,0.00019884+0.00025186i,-0.00019952+0.0012078i,-0.0006489+0.0014993i,-0.0007657+0.0014562i,-0.00070248+0.00042663i,-0.0011202-0.00049903i,-0.00060246-0.00054549i,0.0004671-0.00062736i,0.00068535-0.00038476i,0.00028318-1.4518e-05i,-0.00027892-0.00064744i,-0.00028138-0.00072792i,-0.00052853-0.00046749i,-0.00019473-0.00023619i
0.0028251-0.0039504i,0.0030107-0.0040113i,0.0021893-0.0030357i,-8.9137e-05-0.002701i,-0.0016538-0.0023442i,-0.0013983-0.0012958i,-0.00083787-0.00043384i,-0.00061289+0.00011462i,-0.0004643+0.00033814i,5.347e-05-7.3898e-05i,7.3894e-05-0.0012683i,0.0001963-0.0014946i,0.00058398-0.0008634i,-6.5483e-06-0.00029213i,-0.00054817-0.0003505i,-0.000491-0.00070487i,-0.00029711-0.0001973i,-0.00025217+0.00065667i,-0.00046834-3.1273e-05i,-1.4644e-05-0.00085111i,0.00044605-0.00051569i,0.00047975-0.00021946i,0.00013647-0.00031755i
-0.00037452+0.00077638i,-0.00095292+0.00051271i,-0.00042707-0.0010388i,-0.00077495-0.0011635i,-0.001709-0.00052092i,-0.0017725-7.5945e-05i,-0.001253+0.00010346i,-0.00058679+0.00036956i,0.00061557+0.00035755i,0.00083513+6.8818e-05i,0.00011313-8.3743e-05i,-0.00030572-0.00066803i,-0.00046286-0.00016333i,-0.00085749-8.0095e-05i,-0.00078465-0.00040137i,-0.0010916-1.134e-05i,-0.00084881+0.0003096i,0.00016812+0.00054068i,0.00011538+0.00027604i,0.00019567-0.00052775i,-0.00050409-0.00093199i,-0.00081631-0.00038675i,9.4188e-05+0.00051925i
-0.0017644-0.00076186i,-0.0013607-0.00075073i,6.8402e-06-0.00063337i,0.00052822-0.0013379i,-0.0003514-0.00080822i,-0.00070909+7.4079e-05i,-0.00051436-0.00012574i,-0.00081927+8.2617e-05i,-0.001091+0.00072802i,-0.00067681+0.00075818i,-5.4657e-05-0.00020767i,-0.00014738-0.00066432i,-8.0692e-05-0.00029501i,0.00050105-0.00033624i,0.00075971-0.00045316i,0.00030299-5.3316e-05i,-0.0004852+0.00018439i,-0.00013769+0.00027119i,-9.139e-05+0.00025581i,-0.00032478+4.9423e-05i,-0.00025908-0.00025011i,-0.00017473-0.00023491i,-0.00012333+0.00012748i
0.00026387+0.0027649i,0.00084698+0.0035671i,0.00049137+0.0038743i,8.638e-05+0.0028677i,7.8247e-05+0.0015861i,-0.00048134+0.00023106i,-0.001487-0.00010645i,-0.00086258+0.00019548i,0.00030245+0.0003759i,0.00039091+0.00048002i,-8.7036e-05+0.00055786i,0.00051301+0.00014128i,0.00087708-0.00014594i,0.00054242-3.9218e-05i,0.00033046-0.00044976i,-0.00044128-5.0148e-05i,-0.0009781+0.00060901i,-0.00017904+0.00040735i,-2.5887e-05+0.00030352i,-0.00045495-0.0002412i,-0.00053951-0.0010813i,-0.00096724-0.0012721i,-0.0010656-0.00087309i
-0.0032657+0.0027368i,-0.0015292+0.0031757i,0.00059522+0.002497i,0.0013038+0.0017098i,0.00059484+0.0010807i,-0.00032787+0.00049875i,-0.00027677-0.00032777i,-0.00031164-0.0011161i,-3.0045e-05-0.00043849i,0.00034754+0.00052556i,-1.2085e-06+0.00056564i,-3.624e-05+6.9514e-05i,-0.00010538-0.00024932i,0.00028091+0.00023785i,0.00071544+0.00077929i,0.000104-0.00033461i,-0.00047274-0.0011557i,-0.00079433-0.00053074i,-0.00072672-0.0002197i,-0.00056382-0.00058145i,-0.00010061-0.00056104i,-0.00033945+0.00030085i,-0.00069349+0.001475i
0.00071898+0.00052206i,-0.00079337+0.00091751i,-0.00090393+0.00094324i,-0.00041605+0.0013316i,-0.00037525+0.00071021i,5.7456e-05-0.00033961i,0.00034648+7.7607e-05i,0.00032492+0.00028469i,-4.9573e-05+0.00052156i,-0.00062504+0.0012626i,-0.0011321+0.00069891i,-0.00061101-0.00070662i,0.00048949-0.00059941i,0.00043278-0.00030175i,-0.00024799-0.0006576i,-0.00044377-0.00042992i,-0.00080677+0.00031029i,-0.00032764+0.00049584i,3.3917e-05+8.7502e-05i,0.00020454+0.00021705i,0.00036687+0.00023999i,-0.00030476-4.2101e-05i,-0.00079209-0.00058007i
-0.0010591+0.0017721i,-0.0010049+0.0018352i,4.0134e-05+0.0018707i,0.00056902+0.001593i,-0.00040469+0.00017956i,-0.00087073-0.00057127i,4.7912e-06-0.00074897i,-3.5424e-05-0.00071255i,-0.0005833-0.00049798i,-0.00032012-0.00088872i,-3.1238e-05-0.0011741i,0.00024903-0.00026638i,0.00079658+0.00040908i,0.00045612+0.00048748i,-4.6211e-06+0.00094562i,-0.00011262+0.00028642i,-0.00027733-0.00069336i,0.00028386-0.001079i,0.00076263-0.00093768i,0.00029951-5.7533e-05i,-0.00028083+0.00028458i,-0.00046182-0.00024937i,0.00022945-0.00045581i
-0.0011502-0.0010479i,-0.0006323-0.00096934i,-0.00033674-0.00074358i,-0.00088043-0.00098561i,-0.001419-0.00064505i,-0.0013148+3.756e-05i,-0.00094564+0.00015498i,-0.0018036+2.7291e-05i,-0.0016253+0.00053i,-0.0003377+0.00024136i,-0.00042284-0.00079916i,-0.00056318-0.00030919i,-0.00017039+0.00016941i,-0.00026734-0.00054831i,-0.00042929-0.00020111i,-3.6769e-05+0.00017805i,0.00032892+4.3074e-05i,0.00078276+0.00094148i,0.00066833+0.0012015i,-0.00024522+0.00021839i,-0.00053347+9.974e-06i,-0.00018428-0.00021652i,-0.00045227-0.0008109i
-0.0020276-0.0011188i,-0.0020539-0.00084988i,-0.00061346+8.3329e-05i,-0.0013083+0.0011952i,-0.0015417+0.00096027i,-0.00075684+0.00075961i,-0.00063766+0.00072864i,-0.00066777-0.00013095i,-0.0002611-0.00017558i,-0.0002405-0.00010048i,-0.00043367-0.00013986i,-0.0005961-0.00070789i,-0.00073698-0.00055231i,-0.00077035+7.8231e-05i,-0.0010231+0.00011696i,-0.0008807+0.00053043i,-0.00053765+0.0010296i,-0.00045419+0.0010801i,-0.00039701+0.00010077i,0.00045161-0.00053087i,0.0009624-0.00063403i,0.00052627+8.6499e-05i,0.0001006+0.00047789i
-0.00051338-0.00031232i,-0.0001588-0.0017216i,-0.00044021-0.0017167i,-0.0010799-0.0021791i,-0.0013328-0.002215i,-0.0011407+2.7535e-05i,-0.00077924+0.0012337i,-0.00052975+0.0010185i,-9.2981e-05+0.0007653i,0.00025544+0.00022142i,-0.00026498-0.00030901i,-0.00092284-0.00033519i,-0.0007722-0.00011128i,-0.00011433-0.00050226i,-0.0004083-0.00093501i,-0.00099254-0.00081067i,-0.00083305+0.00013928i,-0.00025741+0.00099984i,0.00014495+0.00088442i,0.00013133+0.00020923i,-0.00014246-0.00026773i,-0.00058166+1.9552e-05i,-0.00028608+0.00056625i
-0.00096069+6.619e-05i,-0.00064553+0.001419i,-0.001622+0.0022289i,-0.002389+0.0017729i,-0.0017134+0.0016624i,-0.0017217+0.0014214i,-0.0020471+0.0010933i,-0.00066277+0.00081771i,0.00045599+0.0003652i,0.00054637-0.00050281i,0.00039151-0.00065284i,0.00073144-7.7867e-05i,0.00095935-4.2303e-05i,0.00018045-6.8658e-05i,5.0663e-05+0.00034351i,-0.00062178+0.00067693i,-0.0012908+0.00053577i,-0.0011749+3.8799e-05i,-0.00077176-2.2538e-05i,-0.0009784-0.00029101i,-0.0012995-0.00041921i,-0.00088966+2.9767e-05i,-0.00070594-0.00020074i
-0.00056179-0.00054947i,9.929e-05-0.0009472i,0.00099416-0.0013545i,0.0010841-0.0014608i,0.00077831-0.000786i,0.00056762-0.00012221i,-0.00044715-0.00035113i,-0.00080876-0.00047478i,-4.1548e-05-0.00029059i,0.00039305-0.00036147i,0.00015644-0.00079141i,-0.00025795-0.0005899i,-0.00016032-0.00034992i,1.8482e-05+4.0238e-05i,-0.00017452+0.0011027i,0.00056251+0.00049938i,0.00085186-0.00025811i,0.00016031+0.00015089i,-7.2814e-05+1.2884e-05i,0.00017736-0.00069011i,0.00021811-0.0010316i,-0.00060927-0.00044143i,-0.0012254+3.1583e-05i
-0.00025285-0.0030964i,-0.00052863-0.0029679i,-0.00091578-0.0026629i,-0.0027061-0.0010862i,-0.0029214-0.00038398i,-0.0015236-0.00034191i,-0.0011202+0.00054224i,-0.00027788+0.00099586i,0.00070124+0.00094842i,0.0007625+0.00060484i,-5.8876e-05+7.6788e-05i,-0.00054789-0.0004918i,-0.00010742+8.4073e-06i,-0.00045041+0.00038033i,-0.001222-0.0003925i,-0.0012324-0.0003076i,-0.0007593+0.00030245i,-0.00080205+0.00067031i,-0.0012386+0.00054166i,-0.0012522-4.0289e-05i,-0.0012061-0.00012272i,-0.0011714+1.7595e-05i,-0.001398-0.00030074i
-0.0016985-0.00079981i,-0.003098-0.00058944i,-0.0027506-0.00053139i,-0.0013597-0.00074578i,-0.00052295-0.00091691i,-0.0011107-0.000801i,-0.0014187-0.00066731i,-0.00080415-4.2036e-08i,3.4982e-05+0.00050932i,-0.00010865-0.00070257i,0.00013483-0.0014944i,0.000288-0.0014237i,7.3128e-05-0.0014754i,-0.00019711-0.00070011i,-0.0006731+5.3202e-05i,-0.00070633+0.00010637i,-0.00050075-0.00044247i,-0.00032811-0.0011339i,-4.7678e-05-0.0016866i,0.00012202-0.0012536i,-0.00016478+9.6755e-05i,-0.00028118+0.00052812i,4.0456e-05-0.0003037i
-0.00021039+0.00018101i,-0.0002995+0.00013618i,-0.00046783+0.0018607i,-0.00020635+0.0022311i,-0.00060715+0.00143i,-0.0011054+0.0010416i,-0.00045532+0.00090437i,0.00040926+0.00099531i,0.00021425+0.00070779i,0.0002879+0.00016213i,9.5119e-05-0.00017969i,-0.00059186+0.00028693i,-0.00088303+0.0009024i,-0.00021584+0.00059173i,0.00060131+0.00027992i,-0.00019407+0.0002104i,-0.00068924+0.00035041i,-0.0002293+0.00012832i,0.00021134-0.00062056i,0.00035129-0.00061508i,-0.00015176-0.00039728i,-0.00026076-0.00032435i,0.00035542+1.0022e-06i
-0.00092248+0.0001107i,-0.00038851-0.0001173i,0.00061721-0.00086329i,0.00030674-0.0016499i,-0.00019722-0.0015587i,-1.1549e-05-0.000587i,-0.00015327-6.8138e-05i,-0.00090699+0.00016493i,-0.00052318-0.00018028i,-9.0111e-05-7.3453e-05i,-0.001056+0.00048481i,-0.0012165+0.00025728i,-0.00011668-0.00029315i,0.00047225-0.00070747i,0.00028123-0.00099401i,0.00037685-0.00056722i,0.00037387-2.7186e-05i,1.2631e-05+0.00023909i,-0.00014855+0.0002907i,0.00034321-0.00034025i,4.1813e-05-0.00064243i,-0.00012184-0.00060008i,0.00041726-0.00059041i
0.0015933-0.0017547i,-0.0007601-0.0014461i,-0.0011888-0.0012982i,-0.0014682-0.00087104i,-0.0021123-0.00078596i,-0.0019994-0.0011276i,-0.00089119-0.0010954i,-0.00036964+0.00014871i,-5.8849e-05+0.0011192i,0.00041317+0.00068722i,0.00089323-8.3241e-06i,0.00039152-8.0063e-05i,-0.00029624+0.00017831i,-0.00063845+0.00044508i,-0.001528+0.00041047i,-0.0019341+0.00039727i,-0.001113+0.00033546i,0.00048278+9.0605e-05i,0.00065475-0.00021263i,-0.00075753-0.00029465i,-0.0011421-0.00017447i,-0.00062634-0.00034842i,-0.0002465-0.00013688i
0.00035578+0.0012202i,0.0011851+0.001293i,0.00095726+0.0012307i,0.00063117+0.001043i,-5.0332e-05+0.00071434i,-0.0012756+0.0010404i,-0.001616+0.0007125i,-0.00032841+0.00053713i,0.00042314+0.00082188i,0.00028545+0.00030226i,-0.00018617-0.00058668i,-0.00023726-0.00073814i,3.3486e-05-0.00020047i,0.0007609+0.0001127i,0.00094034-1.6664e-05i,0.00042636-0.00026766i,-0.00014084-0.00026351i,-0.00040261-0.00020874i,-0.00047862-0.00044832i,-0.00045475-0.00051406i,-0.0007866-0.00066432i,-5.4019e-05-0.00052578i,0.00084366-0.00051107i
-0.00072323+0.00023544i,-0.00029429+0.00024387i,-0.00036225-0.0003534i,-0.0010921-0.00098142i,-0.0018236-0.00097297i,-0.0017718-0.00066692i,-0.0010335+1.7894e-06i,-0.0013653+8.0189e-05i,-0.0014999-0.00016242i,-0.00038491-0.00084873i,-0.00027081-0.00074252i,-0.00053471+0.00020471i,2.6274e-05+0.00083235i,0.0002145+0.0011229i,0.00011701+0.00093125i,-0.00010009+0.00059958i,-0.00040232+0.00041757i,-0.00047213-0.00040253i,-0.0002509-0.00056782i,-0.0009063-0.00069039i,-0.00073747-0.00048623i,0.00066436-0.00027071i,0.00099412-0.00097177i
-0.0018082-0.0019236i,-0.0015499-0.0014934i,-0.00067791-0.0010294i,-0.00039873-0.00061066i,-0.0010781+5.0234e-05i,-0.0015634+0.00058112i,-0.00086923+0.00061819i,-0.00048447-0.00011729i,-0.00027996-0.00028546i,-0.00066216+0.00040179i,-0.0015858-0.00012781i,-0.001149-0.00096592i,-0.00076389-0.00073217i,-0.00062051-0.00035381i,-5.5781e-05-2.817e-05i,-0.00035658+0.00012447i,-0.0011213+0.0002882i,-0.0010975+0.00067097i,-0.00041562+0.00043804i,-5.2682e-05+1.6147e-05i,0.00015592-0.00025862i,0.00054579-0.00041277i,0.00097853-0.00084167i
-0.00057547+0.00031192i,-0.00056323+0.0010233i,-0.00116+5.7729e-05i,-0.0023202-0.00060583i,-0.0021834+0.00016383i,-0.0010976+0.00068628i,-0.00037133-0.00033958i,-6.8312e-05-0.00050221i,-0.00061796+0.00050977i,-0.0004487+0.00043421i,-0.00016995-0.0003494i,-0.00040357-0.00054013i,-0.00024626+0.00026506i,0.00029885+0.00096116i,0.0010343+0.00048384i,0.00066432-0.00018073i,1.9585e-06-0.00026664i,-0.00038372+4.3731e-05i,-0.00039921+8.8237e-05i,-0.00033984+4.2681e-05i,-0.00013339+0.00029425i,0.0003349-0.00021933i,-5.1175e-05-0.00059406i
-0.0014169-0.0013014i,-0.0016724-0.0010094i,-0.00018716-0.00092037i,0.00064239-0.0010478i,-0.00059767-0.00010642i,-0.001444+0.00077583i,-0.00084031+0.00063049i,0.00012086+0.00062353i,7.3316e-05+0.0013583i,-0.000737+0.0010103i,-0.00065472+0.00018396i,-0.00077593-5.2784e-05i,-0.0012658+0.00012074i,-0.00076203+0.0001548i,-0.00041376-7.7646e-05i,-0.00091758-0.00010041i,-0.00071188-1.7748e-05i,0.00018367+0.00070347i,0.00042669+0.00062479i,-5.2826e-05-0.00081725i,-0.00060727-0.0010667i,-0.00058594-9.1332e-05i,8.2559e-05+0.00035171i
0.00097925-0.0019656i,0.00076116-0.0014494i,0.0005153-0.0014281i,6.9373e-05-0.0010345i,-0.00065453-0.00015461i,-0.00096251+0.00086145i,-0.00097762+0.00071802i,-0.00030935-8.5405e-05i,-4.5001e-06+0.0001901i,-0.00066525+0.00069049i,-0.00087889-9.8321e-05i,-0.00037085-0.00060261i,0.00045391-0.00062356i,0.00097674-0.00086744i,0.00035089+0.00024774i,-0.00033717+0.0006727i,-5.9604e-05+0.0005115i,-0.0004324+0.00039195i,-0.00098733-0.00015362i,-0.0010861-0.00051593i,-0.00044146-0.000238i,1.7512e-05-6.5427e-05i,-9.911e-05-5.8772e-05i
0.00059487-0.0017312i,0.00029203-0.0015295i,-0.0010863-0.0020378i,-0.0021302-0.001598i,-0.0023385+0.00028259i,-0.0020001+0.001168i,-0.00073273+0.0010761i,-0.00024928+0.00088198i,-0.00027536+0.00040689i,-7.6354e-05-0.00028783i,0.00033105-0.00077884i,0.00046156-0.0005839i,4.5972e-05+0.00024215i,-0.00054674+0.000578i,-0.0011492+0.00062057i,-0.0013449+0.00086136i,-0.00065997+0.00033543i,0.0001893+0.00061292i,9.0083e-05+0.0013153i,9.0056e-05+0.00076506i,0.00039725-0.00026096i,-0.00016028-0.0011569i,-0.00046097-0.00056135i
-0.00074282-1.2775e-05i,-0.0012104+0.00079035i,-0.0014716+0.0010077i,-0.0018201+0.0017374i,-0.001858+0.0018756i,-0.00033866+0.00076943i,0.000188+1.6285e-05i,0.00033833+0.00025961i,0.00038795+0.00037222i,-0.0001129-0.00016662i,-0.00015006-0.00033792i,-0.00019751+0.00032854i,0.00021992+0.0010458i,0.0002467+0.0006348i,0.00024645-0.00011966i,-0.0004+0.00021288i,-0.00064331+0.00030982i,0.0008018+0.00011168i,0.00026658-0.00071177i,-0.00094704-0.0010907i,-0.00044217-0.00030612i,0.00037823-1.2189e-06i,-5.2941e-06-0.00010257i
-0.0026315-0.0044862i,-0.0022297-0.0021203i,-0.0042066-0.0003916i,-0.0054247+0.0016166i,-0.003729+0.002614i,-0.00063873+0.0021007i,0.0010938+0.00047151i,0.00031354-0.00033357i,-0.00046715+0.00020622i,7.6671e-06+0.00056976i,-0.00016045+0.00060076i,-0.00029348+0.00096786i,-0.00030028+0.001235i,-0.00037997+0.0012028i,-0.00054607+0.00081076i,-0.001084-5.8096e-05i,-0.00085311-0.00037541i,-0.00042616+8.468e-05i,-5.5128e-05-4.0191e-05i,0.00053336-0.00029815i,0.00069603+9.0003e-05i,0.0003669-0.00040045i,0.0001373-0.00077454i
-0.002436+0.0015491i,-0.0012934+0.0011354i,-0.00028661+0.001334i,0.0004761+0.00077419i,0.0011874+0.00070073i,0.00051332+0.00068695i,-0.00081125+0.00056553i,-0.0010344-0.00028759i,-0.0013502-0.00058618i,-0.0015082-0.00021414i,-0.00057181-0.00053626i,0.00011021-0.0011195i,0.00018589-0.00084113i,0.0002705-0.00031792i,0.0003611+0.00020054i,0.00041557+0.00049486i,-1.2349e-05-0.00021908i,-0.00012249-0.00027537i,7.4022e-05+0.00016269i,6.633e-05+0.00022348i,0.00084873+0.00036188i,0.001125+0.00017257i,0.00025291+0.00025753i
0.0012845-0.0011958i,0.0013716-0.0017239i,0.0014925-0.0019418i,0.00049859-0.0011871i,-0.0010067-0.00083306i,-0.0013908-0.00021782i,-0.0013606+0.00051579i,-0.00076827+0.00047432i,-0.00045752+0.00054452i,-0.00055749+0.00024976i,-0.0011074-0.00038285i,-0.00099831-0.00024843i,-0.0002024-0.00025467i,-0.00022345-0.00054351i,-0.00035874-0.0012639i,-0.00036636-0.0018704i,-0.00046012-0.0012123i,-0.00030847-0.00018439i,-9.0702e-05+0.00061662i,-0.00018378+0.00062803i,1.923e-05-1.5984e-06i,-0.00029637-2.6561e-05i,-0.0007345+0.00041913i
-0.0019814-0.0020364i,-0.0017917-0.00084276i,-0.0011085-0.00079651i,-0.0019468-0.0016676i,-0.001663-0.0008626i,-0.00051546+0.00035649i,-0.00013026+0.00079433i,-0.00075455+0.00034106i,-0.0015816-0.00029475i,-0.0017115-0.00047396i,-0.001844-0.0011519i,-0.0017356-0.0011377i,-0.0012027+4.9284e-06i,-0.0010457+0.0003223i,-0.00098551+0.00016127i,-0.00056146-2.5467e-05i,-0.00038625-0.00012365i,-0.0003517-0.00035857i,-0.00026454-0.00030604i,-0.00020804-0.00031574i,-4.6789e-05-9.428e-05i,-2.8682e-05-1.1264e-05i,0.00028783-0.00017057i
