-0.0036235+0.00030553i,-0.0032767+0.0029046i,-0.0039781+0.0035961i,-0.0041529+0.0037631i,-0.0024766+0.003444i,-0.0014438+0.0021454i,-0.0014465+0.0010592i,-0.0012476+0.00034366i,-4.1727e-05+7.3654e-05i,0.00041753-0.00046318i,-0.00032989-0.00063208i,-0.00015499-0.00031684i,9.8973e-05+0.00063211i,-0.00039527+0.00054678i,-0.00091708-0.00057723i,-0.00067631-0.00051476i,8.6659e-05-0.00024382i,0.00013946+1.9123e-05i,-6.0769e-05+2.6276e-05i,0.00032794-0.00049401i,0.0010164-0.00056573i,0.00084026-0.00068112i,-0.00021909-0.00037442i
0.5397+0.047243i,0.56043-0.071565i,0.33237-0.19448i,0.082939-0.17376i,-0.072945-0.046333i,-0.15864+0.056204i,-0.15832+0.072131i,-0.10613+0.048233i,-0.047026+0.035687i,-0.0043053+0.02411i,0.0048029+0.013823i,0.0032688+0.011489i,0.010756+0.0069963i,0.021937+3.9498e-05i,0.023852-0.0085084i,0.013946-0.015183i,0.00035178-0.012374i,-0.011745+0.0050899i,-0.01008+0.032927i,0.0032307+0.04548i,0.0074869+0.032881i,-0.0011728+0.01409i,-0.0093873+0.0056062i
-0.43083+0.11285i,-0.32579+0.24239i,-0.046922+0.29835i,0.097015+0.28182i,0.10647+0.2618i,0.12939+0.20996i,0.1263+0.10368i,0.072347+0.031119i,0.022407+0.016665i,-0.0097836+0.020746i,-0.015626+0.025175i,0.0028775+0.016796i,0.015587-0.012809i,0.0019418-0.046088i,-0.026089-0.051306i,-0.043352-0.034447i,-0.045541-0.017742i,-0.030677-0.0084711i,-0.0072666-0.016443i,0.0047875-0.030749i,0.0071479-0.028459i,0.0086538-0.012107i,0.013734-0.0015334i
0.43224-0.33041i,0.34536-0.59382i,0.074763-0.67695i,-0.054089-0.50918i,0.0050468-0.27658i,0.030976-0.12105i,-0.021096-0.015694i,-0.039799+0.040775i,-0.003112+0.04238i,0.035842+0.027922i,0.037817+0.014665i,0.0083815+0.0069727i,-0.024151+0.014812i,-0.036866+0.039856i,-0.020264+0.067606i,0.0085126+0.078337i,0.028423+0.070048i,0.03284+0.049238i,0.021365+0.026384i,0.0015235+0.016213i,-0.011109+0.013943i,-0.010343+0.0074732i,-0.011846+0.00046055i
-0.48436+0.40161i,-0.53423+0.64048i,-0.36519+0.68643i,-0.13593+0.48574i,-0.0011633+0.19358i,0.028048+0.016765i,0.038933+0.00045183i,0.062713+0.025328i,0.058654+0.0072442i,0.033538-0.021969i,0.027208-0.027165i,0.03644-0.019123i,0.042401-0.012103i,0.042125-0.01548i,0.035894-0.035589i,0.022508-0.053491i,0.010366-0.053505i,0.0002707-0.047439i,-0.012629-0.039359i,-0.015108-0.027832i,-0.0049377-0.017113i,0.0035456-0.0096954i,0.010269-0.0055607i
0.38291-0.34746i,0.44577-0.43839i,0.34329-0.37977i,0.12617-0.29378i,-0.066515-0.21536i,-0.08977-0.1253i,-0.01261-0.097822i,0.0089766-0.10991i,-0.011927-0.076008i,-0.016856-0.040122i,-0.028644-0.034975i,-0.044295-0.023666i,-0.038564-0.0031534i,-0.02363+0.014367i,-0.0149+0.031336i,-0.0052762+0.039576i,0.00094599+0.031661i,-0.0040196+0.02932i,-0.0048167+0.040568i,-0.00098266+0.042766i,-0.0030321+0.026786i,-0.0081675+0.0067614i,-0.01551-0.0040061i
-0.22968+0.3792i,-0.19235+0.42929i,-0.072839+0.31556i,0.0029473+0.24329i,0.010304+0.24891i,-0.022919+0.18455i,-0.062348+0.10164i,-0.058468+0.076052i,-0.032156+0.044118i,-0.038879+0.011302i,-0.046399+0.013332i,-0.017427+0.018678i,0.018433-0.0018146i,0.031464-0.034149i,0.021246-0.055076i,0.00096098-0.059042i,-0.012609-0.049097i,-0.0070398-0.036364i,0.0061125-0.031781i,0.014492-0.028863i,0.013999-0.01727i,0.0051637+0.0011033i,0.0039471+0.016142i
0.11018-0.4318i,0.074224-0.52511i,-0.029409-0.43781i,-0.099681-0.27734i,-0.080204-0.13422i,-0.041189-0.030129i,-0.026726+0.00069731i,-0.021146-0.014849i,-0.014945-0.0066944i,-0.0009224+0.023879i,0.011827+0.03917i,0.0036839+0.028709i,-0.024142+0.012352i,-0.05142+0.012347i,-0.057027+0.031369i,-0.040466+0.050469i,-0.018785+0.050352i,0.00022478+0.035309i,0.0097345+0.013966i,0.0025558-0.006154i,-0.006422-0.014115i,-0.0012637-0.013781i,0.0044555-0.014912i
-0.1009+0.38766i,-0.14962+0.44385i,-0.13031+0.3767i,0.016533+0.29294i,0.17055+0.18328i,0.1919+0.069845i,0.11304+0.033451i,0.04426+0.040961i,0.01841+0.036582i,0.014935+0.022552i,0.018254+0.0092707i,0.021621+0.0020784i,0.022415+0.0060095i,0.026384+0.015877i,0.035449+0.012618i,0.035509-0.0025332i,0.022245-0.012992i,-0.0012405-0.019959i,-0.028976-0.019497i,-0.038519-0.0019068i,-0.026201+0.01499i,-0.013902+0.016729i,-0.0056523+0.014307i
-0.01848-0.23386i,0.012632-0.14759i,0.061462-0.021126i,0.008711-0.074119i,-0.11786-0.1658i,-0.14455-0.11841i,-0.063571-0.030223i,-0.0055001+0.0017392i,0.008889-0.0053301i,0.01193-0.022225i,0.0078731-0.029965i,-0.0016043-0.020102i,-0.0055748-0.0069177i,-0.0078113-0.0068048i,-0.015938-0.0089879i,-0.019126-0.0061441i,-0.014179-0.0039319i,-0.0053659+0.0050457i,0.010411+0.018152i,0.024081+0.014834i,0.022909-0.001745i,0.015106-0.013297i,0.0078356-0.017105i
0.17472+0.20029i,0.28211+0.099756i,0.27431-0.052408i,0.18074-0.021109i,0.11234+0.096936i,0.069263+0.087051i,0.025546+0.008772i,0.0056535-0.022008i,-0.0010606-0.010292i,-0.0094568-0.0012202i,-0.021126-0.010624i,-0.025719-0.018524i,-0.016659-0.015022i,-0.0027637-0.0044006i,0.0071492+0.0039239i,0.003532+0.0078803i,-0.0050381+0.012734i,-0.0077416+0.010184i,-0.0098288+0.0007773i,-0.014041-0.0027325i,-0.018908+0.0018235i,-0.022607+0.0097127i,-0.0201+0.017214i
-0.23143-0.1828i,-0.33936-0.16354i,-0.33067-0.085654i,-0.23963-0.060773i,-0.1457-0.077155i,-0.074535-0.072849i,-0.043086-0.047954i,-0.038382-0.012069i,-0.023007+0.0087137i,-0.017186+0.014585i,-0.022104+0.040689i,-0.0099081+0.063629i,0.0067357+0.047316i,0.0064141+0.011554i,-0.0040129-0.0067002i,-0.0043502-0.0050918i,0.002998-0.0015809i,0.0094291+0.0024556i,0.017819+0.0008373i,0.020528-0.007587i,0.020411-0.0094497i,0.027159-0.0062522i,0.030222-0.0077013i
0.21649+0.10816i,0.26393+0.063887i,0.20019+0.012628i,0.13879+0.054143i,0.11144+0.12762i,0.054676+0.15226i,0.012851+0.13475i,0.024344+0.080151i,0.024637+0.03172i,0.018079+0.018842i,0.029168-0.0018081i,0.023535-0.032498i,-0.0024215-0.032149i,-0.019607-0.0033524i,-0.014423+0.021679i,-0.00059776+0.029061i,0.0081092+0.025547i,0.0070379+0.0090381i,-0.01336-0.010093i,-0.035137-0.010191i,-0.038453-0.0019906i,-0.033113-0.0019948i,-0.027355-0.0034925i
-0.27857+0.014359i,-0.34925+0.14207i,-0.27252+0.2283i,-0.13158+0.13324i,-0.015417-0.036427i,0.053958-0.12136i,0.047546-0.11807i,-0.005841-0.066649i,-0.01059-0.018065i,0.0096403-0.011401i,0.0011309-0.0049538i,-0.0010505+0.021122i,0.020461+0.026945i,0.035856+0.0062167i,0.033353-0.017392i,0.024236-0.034908i,0.01447-0.040871i,0.0039646-0.023803i,0.0060821+0.00711i,0.020795+0.019434i,0.027682+0.011527i,0.022946+0.003158i,0.015162+0.00019395i
0.30813-0.032593i,0.48096-0.13471i,0.47024-0.22554i,0.27559-0.20538i,0.049228-0.11485i,-0.079837-0.023721i,-0.070604+0.045098i,0.0015521+0.055626i,0.020411+0.018382i,-0.0025531-0.00025303i,-0.0063911-0.0069138i,-0.0067675-0.02624i,-0.021061-0.032258i,-0.032038-0.016995i,-0.036623+0.0010667i,-0.040678+0.016124i,-0.03686+0.023176i,-0.022107+0.014742i,-0.014442-0.0032654i,-0.023243-0.011121i,-0.030712-0.0057423i,-0.028645+0.0018345i,-0.020637+0.0071603i
-0.27829+0.021319i,-0.44467+0.032815i,-0.46068+0.058269i,-0.32367+0.095062i,-0.14547+0.11854i,0.010801+0.085461i,0.06154+0.00073989i,0.017955-0.039817i,-0.0058902-0.013011i,0.00098667+0.0031511i,-0.0084631+0.008055i,-0.013504+0.029427i,0.0041506+0.036934i,0.017744+0.019541i,0.020718+0.0054764i,0.023841-0.0010958i,0.021024-0.0086463i,0.012824-0.0083166i,0.013377+0.0023935i,0.022204+0.011991i,0.026342+0.016376i,0.024753+0.016709i,0.022694+0.010796i
0.18823-0.043096i,0.29872-0.059559i,0.28061-0.090902i,0.16806-0.11169i,0.049267-0.10487i,-0.074188-0.086808i,-0.12431-0.027595i,-0.065451+0.019853i,-0.011613+0.0072816i,-0.0076104+0.00030284i,0.0018321+0.010425i,0.013831+0.0016728i,-0.00015269-0.011703i,-0.021486-0.0090358i,-0.029734+0.0030578i,-0.028471+0.01748i,-0.01902+0.028853i,-0.0083787+0.023385i,-0.010975+0.0021867i,-0.019686-0.013332i,-0.017016-0.018227i,-0.0074871-0.020799i,-0.002987-0.019621i
-0.14877+0.071658i,-0.28813+0.1272i,-0.32537+0.20733i,-0.22396+0.2642i,-0.074505+0.26265i,0.04908+0.23239i,0.10153+0.14817i,0.067047+0.050083i,0.024852+0.013553i,0.022099-0.0041241i,0.015178-0.028053i,0.0066729-0.025851i,0.01857-0.0080464i,0.030603+0.0020115i,0.03274+0.0011977i,0.032249-0.011827i,0.023209-0.028055i,0.0066674-0.025598i,0.00056208-0.0016926i,0.0080875+0.015452i,0.010913+0.014426i,0.0022008+0.0081917i,-0.0067571+0.004745i
0.1293-0.039385i,0.30697-0.060613i,0.41836-0.11323i,0.37078-0.19988i,0.23507-0.26237i,0.10358-0.24726i,0.0096561-0.15925i,-0.020518-0.063117i,-0.013373-0.019437i,-0.023236+0.00016645i,-0.035406+0.024628i,-0.036703+0.026673i,-0.039731+0.0087645i,-0.038164-0.0029237i,-0.033531-0.0049943i,-0.034845+0.0034151i,-0.03094+0.020091i,-0.013329+0.025567i,0.0015497+0.0061922i,-0.00071492-0.018737i,-0.0078525-0.025857i,-0.0080145-0.017957i,-0.0046811-0.0069194i
-0.050237-0.021405i,-0.20392-0.050241i,-0.31338-0.031451i,-0.31854+0.06183i,-0.27144+0.15632i,-0.17501+0.17217i,-0.064708+0.1255i,-0.012027+0.067988i,-0.0065196+0.03054i,0.0051182+0.0071155i,0.021904-0.008031i,0.031039-0.0058027i,0.037694+0.0034282i,0.034699+0.0078372i,0.024353+0.012422i,0.022588+0.011011i,0.022478-0.0023986i,0.014556-0.012274i,0.0029603-0.0045936i,-0.0069357+0.01149i,-0.012364+0.021971i,-0.012354+0.023034i,-0.0073355+0.017815i
-0.060397+0.043246i,0.045106+0.078099i,0.15511+0.039697i,0.20167-0.056525i,0.20759-0.11855i,0.16188-0.13546i,0.083668-0.12519i,0.031354-0.084751i,0.013984-0.033396i,0.0025357+0.0055948i,-0.0082871+0.021335i,-0.019777+0.016676i,-0.031906+0.0032967i,-0.032311-0.0078638i,-0.023855-0.013963i,-0.019002-0.0091889i,-0.018136+0.0054215i,-0.014894+0.010525i,-0.0083711-0.00067445i,3.5854e-05-0.013537i,0.010612-0.016793i,0.018974-0.014181i,0.019732-0.01236i
0.081701-0.058244i,-0.0095911-0.062741i,-0.15612+0.0046175i,-0.23611+0.11779i,-0.23471+0.17122i,-0.20379+0.15215i,-0.15114+0.12583i,-0.085087+0.096834i,-0.02795+0.047971i,0.0074768-0.0058493i,0.02343-0.034252i,0.035655-0.029678i,0.042362-0.012389i,0.033368+0.0022651i,0.021405+0.010989i,0.018466+0.007762i,0.020942-0.007226i,0.015135-0.015502i,0.00056881-0.0044194i,-0.01134+0.01219i,-0.019183+0.015509i,-0.023588+0.0085731i,-0.021246+0.0027381i
-0.14382+0.11261i,-0.040283+0.16065i,0.16035+0.11347i,0.29128-0.012095i,0.29565-0.079997i,0.24882-0.049481i,0.18423-0.030327i,0.10658-0.040049i,0.032566-0.025098i,-0.021822+0.0077244i,-0.052878+0.023067i,-0.068068+0.017264i,-0.066203+0.0077021i,-0.048818+0.00089109i,-0.03063-0.0047545i,-0.022891-0.0026883i,-0.024446+0.010342i,-0.020618+0.020956i,-0.0043182+0.013141i,0.011948-0.0043104i,0.019071-0.010942i,0.01931-0.007376i,0.01456-0.0041216i
0.19892-0.16239i,0.16017-0.25605i,-0.028216-0.2449i,-0.19845-0.11727i,-0.22365-0.032062i,-0.17704-0.043453i,-0.13515-0.034429i,-0.088864+0.0059053i,-0.030009+0.011802i,0.010196-0.010215i,0.022085-0.012877i,0.035801+0.0083808i,0.049704+0.021737i,0.041007+0.021867i,0.022646+0.019508i,0.01409+0.014041i,0.018515+0.0039432i,0.021096-0.0054736i,0.005937-0.0061511i,-0.018351+0.0008044i,-0.032474+0.0076075i,-0.029266+0.01036i,-0.017109+0.0099632i
-0.26628+0.19151i,-0.26847+0.26716i,-0.099815+0.21234i,0.072281+0.066017i,0.10629-0.013491i,0.077313+0.0090614i,0.074436+0.030252i,0.071905+0.018266i,0.032887+0.016574i,-0.0032452+0.039505i,-0.0059949+0.048165i,-0.0066861+0.020483i,-0.016832-0.0099929i,-0.014261-0.020315i,-0.003081-0.020098i,0.0012601-0.014696i,-0.0017714-0.0073664i,-0.0039588-0.0028088i,0.0042325+0.00022022i,0.02023+0.0044468i,0.032764+0.0072182i,0.032776+0.0029025i,0.024109-0.0050071i
0.28663-0.20826i,0.27785-0.28775i,0.074418-0.20105i,-0.11843-0.013952i,-0.15709+0.079872i,-0.11335+0.045875i,-0.085878-0.01173i,-0.071542-0.024842i,-0.026634-0.014896i,0.021155-0.030641i,0.027085-0.048454i,0.018557-0.030192i,0.020307-0.004126i,0.013625+0.0040913i,4.9296e-08+0.0053275i,-0.0052918+0.0036278i,-0.0021215-0.0051721i,0.0019956-0.012434i,-0.0032184-0.014219i,-0.014575-0.01457i,-0.021607-0.014091i,-0.020939-0.0095081i,-0.01756-0.0020356i
-0.31414+0.26425i,-0.31222+0.37917i,-0.089504+0.30295i,0.12813+0.1065i,0.17255+0.0033542i,0.11085+0.016341i,0.055148+0.044203i,0.034549+0.038734i,0.012616+0.013728i,-0.017704+0.0090115i,-0.026234+0.019015i,-0.025254+0.0091502i,-0.032694-0.00631i,-0.030864-0.0066645i,-0.018392-0.0038419i,-0.011906-0.0016499i,-0.017899+0.0047694i,-0.023084+0.0074062i,-0.011351+0.0073962i,0.0092509+0.0090471i,0.018907+0.0070479i,0.014061+0.0023542i,0.0082417-0.00099796i
0.35132-0.29167i,0.39181-0.40744i,0.19746-0.34451i,-0.035378-0.15467i,-0.1038-0.021323i,-0.057006+0.0042989i,-0.013292+0.00018773i,-0.00084704+0.0047123i,0.0063512+0.0091891i,0.013784-0.0047036i,0.0083181-0.017979i,0.0059616-0.0011044i,0.018801+0.019529i,0.02236+0.016777i,0.010567+0.0090189i,0.0013142+0.010145i,0.0031046+0.01325i,0.0056525+0.012816i,-0.0029408+0.001662i,-0.019568-0.015178i,-0.026558-0.01938i,-0.01921-0.0078372i,-0.0097792+0.0047392i
-0.35515+0.30514i,-0.41093+0.38468i,-0.24164+0.28952i,-0.0098323+0.10421i,0.093003-0.030645i,0.07396-0.067748i,0.0256-0.054023i,-0.007382-0.027756i,-0.017994-0.0063206i,-0.021134+0.01748i,-0.015498+0.034147i,-0.0036345+0.02037i,-0.0030901-0.0052256i,-0.0096983-0.0094574i,-0.0076792+0.002337i,0.0029932+0.010443i,0.0079286+0.0093177i,0.0048053+0.0059114i,0.0027914+0.012392i,0.0063717+0.02511i,0.0085853+0.025154i,0.00707+0.0098616i,0.0071333-0.0056272i
0.34975-0.31504i,0.40049-0.38654i,0.21642-0.27663i,-0.036004-0.084306i,-0.16518+0.043039i,-0.15688+0.076111i,-0.076495+0.068607i,0.0025229+0.044212i,0.029087+0.016247i,0.028647-0.009227i,0.024972-0.028404i,0.015188-0.026355i,0.0107-0.011805i,0.013078-0.0083829i,0.013082-0.015267i,0.0081353-0.018724i,0.0056209-0.014596i,0.0089395-0.0081366i,0.010929-0.01042i,0.0055958-0.021661i,-0.0010764-0.021157i,-0.0028051-0.007259i,-0.0039171+0.0020941i
-0.33971+0.32074i,-0.41333+0.4101i,-0.23015+0.32712i,0.041512+0.16277i,0.175+0.054256i,0.16487+0.01184i,0.081156-0.024848i,0.0018264-0.041299i,-0.016397-0.022241i,-0.0094236+0.00036661i,-0.015222+0.012328i,-0.022264+0.010775i,-0.031054+0.0023839i,-0.038035+0.004713i,-0.033219+0.013507i,-0.020709+0.014187i,-0.010545+0.0052864i,-0.0091585-0.0029518i,-0.011693+0.0026138i,-0.010535+0.018466i,-0.0052794+0.021299i,-0.0013166+0.0084292i,0.00031556-0.0022912i
0.32378-0.32797i,0.43069-0.40547i,0.28712-0.32848i,0.03249-0.18275i,-0.10023-0.079817i,-0.11089-0.029692i,-0.074046+0.023581i,-0.029612+0.055294i,-0.0077251+0.030365i,-0.0077035-0.0053866i,-0.007152-0.013037i,0.002088+0.0022346i,0.0185+0.018701i,0.032041+0.015927i,0.033687+0.002479i,0.020728-0.0047381i,0.0043183-0.0019306i,-5.9639e-05+0.0036392i,0.0044736-0.0024525i,0.0086733-0.017215i,0.008028-0.019493i,0.0038364-0.0059937i,-0.0017189+0.0059999i
-0.32173+0.30064i,-0.4269+0.36558i,-0.29556+0.26847i,-0.053909+0.12261i,0.083919+0.044392i,0.11867+0.022486i,0.10617-0.012779i,0.06548-0.046372i,0.02065-0.030682i,-0.00041767+0.0055452i,-0.0017683+0.018471i,-0.0050057+0.00893i,-0.014419-0.0025i,-0.023649-0.004091i,-0.028437+0.0008601i,-0.021966+0.0058303i,-0.0069656+0.0041703i,0.0034938-0.0024067i,0.0005506+0.00095592i,-0.0092113+0.01463i,-0.011267+0.017217i,-0.0053112+0.003472i,0.0011606-0.0067647i
0.26965-0.28903i,0.36939-0.34879i,0.23826-0.2611i,0.0015583-0.13444i,-0.12793-0.079792i,-0.15365-0.073098i,-0.13485-0.026273i,-0.084564+0.038253i,-0.02523+0.043718i,0.0021652+0.0095381i,0.002849-0.0066299i,0.010734-0.0008023i,0.027348+0.0033177i,0.038402-0.00061333i,0.039461-0.0050442i,0.027278-0.0049427i,0.0080069-0.0028111i,-0.003876-9.217e-05i,0.0010622-0.0044625i,0.013563-0.016035i,0.015049-0.017704i,0.0061816-0.0052661i,-0.00041782+0.0053609i
-0.25828+0.28384i,-0.34902+0.34848i,-0.24664+0.27499i,-0.055325+0.17436i,0.048898+0.14384i,0.075669+0.12979i,0.089165+0.056167i,0.072509-0.025395i,0.023939-0.03606i,-0.0038002-0.0024391i,-0.0062454+0.0089939i,-0.01505-0.0037326i,-0.03372-0.015341i,-0.05283-0.017727i,-0.058624-0.012456i,-0.041132-0.0054734i,-0.017041-0.0019831i,-0.0059435-0.0038533i,-0.012554-0.004495i,-0.026278+0.002133i,-0.027386+0.0072749i,-0.014229+0.0037659i,-0.0026321-0.0015326i
0.22273-0.24963i,0.3205-0.30682i,0.25081-0.22599i,0.1006-0.11719i,0.023049-0.076744i,-0.0057643-0.063605i,-0.04688-0.025718i,-0.056834+0.018347i,-0.015893+0.026603i,0.012647+0.0019702i,0.0069796-0.0069283i,0.0058722+0.0093599i,0.022132+0.024579i,0.038228+0.032195i,0.041427+0.031792i,0.028276+0.024118i,0.0078835+0.018379i,-0.003724+0.017208i,0.0025042+0.012486i,0.015959+0.0017642i,0.01839-0.0050083i,0.010362-0.0034078i,0.0025129-0.00039597i
-0.18551+0.22045i,-0.2804+0.25507i,-0.21864+0.16681i,-0.080392+0.060805i,-0.01527+0.018597i,0.0011088+0.023922i,0.02815+0.031747i,0.038689+0.015216i,0.012215-0.0054495i,-0.013017+0.00066948i,-0.012328+0.011629i,-0.0098075+0.0011861i,-0.021527-0.015865i,-0.032616-0.0236i,-0.032313-0.021901i,-0.01699-0.01488i,0.0055435-0.007987i,0.017038-0.0060376i,0.0042753-0.0056952i,-0.020162+0.0014394i,-0.02674+0.0090492i,-0.015141+0.0079924i,-0.0044559+0.0036481i
0.15612-0.19627i,0.22835-0.22039i,0.17413-0.15554i,0.047292-0.073538i,-0.013015-0.022465i,-0.0081504-0.025974i,-0.015544-0.047094i,-0.032302-0.032834i,-0.015612+0.00095278i,0.015866+0.0037094i,0.025684-0.010375i,0.02359-0.00167i,0.030832+0.015141i,0.039679+0.019663i,0.037099+0.018497i,0.022684+0.012028i,0.0042208+0.0020169i,-0.0059694-0.0018982i,0.0015684+0.0024221i,0.021227+0.0048868i,0.028235+0.00023515i,0.015679-0.0032372i,0.0035131-0.0025621i
-0.12619+0.17395i,-0.19126+0.20045i,-0.15974+0.14182i,-0.06554+0.07419i,-0.011653+0.02945i,-0.017848+0.021354i,-0.012606+0.044931i,0.015414+0.043881i,0.015497+0.0059413i,-0.012974-0.01222i,-0.030445-0.0036725i,-0.030496-0.0056931i,-0.03441-0.02087i,-0.041035-0.032246i,-0.036601-0.034207i,-0.021156-0.026983i,-0.0045113-0.016539i,0.0038996-0.010717i,-0.0022785-0.012291i,-0.017931-0.014504i,-0.024292-0.0089312i,-0.016829-0.00025704i,-0.0088647+0.0034866i
0.092511-0.14658i,0.15758-0.15745i,0.13977-0.093245i,0.061307-0.015592i,0.011025+0.037932i,0.003817+0.048811i,-0.00022675+0.012525i,-0.015313-0.0077122i,-0.016401+0.013686i,0.0065797+0.021239i,0.023098+0.0052407i,0.023903+0.0039367i,0.025906+0.020608i,0.02498+0.034863i,0.014706+0.036416i,-0.0017352+0.025781i,-0.017212+0.01241i,-0.021556+0.0075572i,-0.0097715+0.011267i,0.01064+0.013449i,0.021559+0.0076489i,0.017601+0.00037017i,0.010917-0.0016586i
-0.064018+0.12183i,-0.10879+0.12278i,-0.083829+0.060892i,0.0010082-0.008679i,0.061132-0.058462i,0.063845-0.068264i,0.032467-0.0336i,0.016447-0.0065301i,0.015094-0.014806i,-0.0092283-0.020005i,-0.035447-0.0041528i,-0.036262+0.0016721i,-0.02755-0.013191i,-0.019243-0.024771i,-0.0093368-0.021852i,0.00041908-0.0092752i,0.0082944+0.0041478i,0.012102+0.0071937i,0.0055522-0.0038677i,-0.011259-0.015789i,-0.0226-0.014824i,-0.019577-0.0054556i,-0.01045+0.00033842i
0.019967-0.091463i,0.061548-0.091959i,0.043015-0.056037i,-0.033442-0.019599i,-0.093168+0.013304i,-0.088976+0.033003i,-0.037436+0.030066i,-0.0070348+0.02094i,-0.0084152+0.025776i,0.0072552+0.031891i,0.033733+0.022071i,0.037551+0.014357i,0.02856+0.020226i,0.019826+0.026143i,0.010361+0.024078i,0.0021493+0.016044i,-0.0031233+0.0067418i,-0.0052076+0.0027102i,-0.0019807+0.0091941i,0.0081751+0.018018i,0.016126+0.01615i,0.016529+0.006174i,0.013085-0.0023673i
-0.0025589+0.068812i,-0.037573+0.063313i,-0.038357+0.034294i,0.008285+0.018614i,0.053189+0.0067438i,0.054582-0.012178i,0.019985-0.026461i,0.0021841-0.023919i,0.013346-0.019396i,0.0050139-0.024692i,-0.026373-0.023643i,-0.038017-0.01641i,-0.027306-0.019024i,-0.016309-0.025432i,-0.0069375-0.022014i,0.0033696-0.0094354i,0.0095141+0.0017945i,0.011472+0.0027654i,0.0074273-0.010393i,-0.0046796-0.024741i,-0.015985-0.024847i,-0.018362-0.015999i,-0.015768-0.0079247i
-0.0092327-0.036343i,0.011518-0.035278i,0.013473-0.013429i,-0.020885+0.0011478i,-0.065442+0.0078569i,-0.077939+0.021386i,-0.048644+0.035188i,-0.022699+0.031636i,-0.019342+0.017304i,-0.0048852+0.016977i,0.026835+0.022181i,0.040358+0.017572i,0.02692+0.017008i,0.0097399+0.022173i,0.00010955+0.018545i,-0.0034088+0.0061218i,-0.0035064-0.0057619i,-0.0055723-0.0093992i,-0.0086032+0.00084984i,-0.005972+0.017634i,0.00053057+0.024283i,0.0046982+0.018624i,0.0059331+0.010169i
0.029426+0.025216i,0.022665+0.02539i,0.023494+0.0093137i,0.047944+0.0068228i,0.080432+0.025264i,0.089898+0.029545i,0.066944+0.010479i,0.043699-0.0015845i,0.032826+0.0012013i,0.010252-0.0083104i,-0.025253-0.022538i,-0.039416-0.020603i,-0.024166-0.016019i,-0.0063834-0.016731i,0.0023934-0.012544i,0.0048839-0.0033735i,0.0031206+0.0054766i,0.0027532+0.009185i,0.003077+0.00021917i,0.00034518-0.012942i,-0.0032498-0.016137i,-0.0046911-0.011743i,-0.0065418-0.0055223i
-0.038259-0.010609i,-0.04326-0.016688i,-0.042982-0.017849i,-0.051009-0.029488i,-0.062083-0.052262i,-0.060504-0.054916i,-0.05421-0.029283i,-0.051286-0.0096679i,-0.039949-0.0097025i,-0.015122-0.0014978i,0.014566+0.014521i,0.026539+0.016009i,0.015487+0.0097747i,0.0015766+0.0066078i,-0.0043316+0.0021733i,-0.0044282-0.0049061i,-0.00074847-0.012368i,-1.4735e-05-0.013562i,-0.0035447-6.4201e-06i,-0.0024488+0.016947i,0.0027978+0.021663i,0.006147+0.016938i,0.0092231+0.0089605i
0.0478-0.0045078i,0.052064-0.00044756i,0.040724+0.013085i,0.027613+0.03449i,0.02102+0.049776i,0.023339+0.046245i,0.043877+0.027515i,0.061439+0.016603i,0.046+0.017237i,0.013298+0.0089919i,-0.014123-0.0056561i,-0.024319-0.0081183i,-0.015681-0.0043455i,-0.0050066-0.0045332i,-0.0035224-0.0034589i,-0.0074394+0.0025013i,-0.011373+0.0097725i,-0.0076439+0.010008i,0.0055882-0.0024727i,0.014476-0.017804i,0.014453-0.023081i,0.0094999-0.020194i,0.0011996-0.014954i
-0.063081+0.0096307i,-0.080042+0.019508i,-0.05801+0.0093487i,-0.028535-0.0092741i,-0.01935-0.012979i,-0.023577-0.014876i,-0.049614-0.021061i,-0.068499-0.025854i,-0.047751-0.021873i,-0.01377-0.0096666i,0.0083699+0.0041465i,0.015483+0.0098401i,0.0083171+0.0070817i,-0.0025139+0.0069603i,-0.0063524+0.0081501i,-0.0018564+0.0041809i,0.0048445-0.003204i,0.0026853-0.0099957i,-0.010031-0.0077118i,-0.019257+0.0029585i,-0.019082+0.007146i,-0.014184+0.0049532i,-0.0062979+0.0048671i
0.056243-0.021583i,0.084994-0.019135i,0.074133-0.0050423i,0.040857+0.0098759i,0.022389+0.016761i,0.018956+0.020693i,0.034383+0.030748i,0.043935+0.040183i,0.027868+0.032835i,0.0067318+0.015356i,-0.0061286+0.0011664i,-0.010184-0.0033773i,-0.0033402-1.0674e-05i,0.0060839+0.0020752i,0.0071264+0.0042514i,-0.00031923+0.0082956i,-0.010669+0.014391i,-0.014098+0.019056i,-0.0045111+0.01104i,0.0081187-0.005267i,0.010293-0.010944i,0.0059564-0.005227i,0.0012826-0.0013221i
-0.071936+0.0254i,-0.089447+0.022517i,-0.075533-0.0016101i,-0.043091-0.011774i,-0.0081871-0.0065482i,0.0033535-0.0080241i,-0.013644-0.025072i,-0.024386-0.038137i,-0.013435-0.028678i,0.001003-0.014252i,0.0070097-0.0049971i,0.0074003-0.0014142i,0.0023204-0.0035798i,-0.0052365-0.0033361i,-0.0044503-0.0024337i,0.0052815-0.0028696i,0.016068-0.0038733i,0.0172-0.0048863i,0.001071+0.00098809i,-0.018043+0.010242i,-0.021532+0.013872i,-0.012577+0.010769i,-0.0020742+0.0069079i
