-0.001004-4.5693e-05i,-0.00054164-0.0011591i,-0.00024756-0.0016781i,-6.2423e-05-0.00010086i,-0.00023972+0.0013249i,-7.3243e-05+0.00092512i,0.0013787+0.00095679i,0.0018673+0.0013143i,0.001053+0.00055873i,0.0011319-0.00045629i,0.0009424-0.0005222i,0.00013453+0.00010634i,0.00014305+0.00088072i,0.00036702+0.00087964i,0.00030681+0.00031302i,8.0689e-05-0.00018687i,-0.00025632-7.4266e-05i,0.00027988+0.00024453i,0.00026671+0.00051537i,-0.00015397+0.000251i,-1.6795e-05-0.00033281i,-5.4772e-05-0.00086714i,0.0003-0.00072373i
-0.0014427-0.00056307i,-0.0022362-7.7907e-05i,-0.001913+0.0010742i,-0.00042457+0.0012815i,0.00030755-1.6044e-05i,0.0008466-0.00029446i,0.00013424-0.0010694i,-0.00051898-0.0018091i,-0.00045879-0.00090632i,0.00026793+1.505e-05i,0.00092001+7.5926e-05i,0.0004145-0.00061466i,0.00034623-0.00053916i,0.0010541+0.00034266i,0.00097898+0.00051597i,0.00018126-0.0005345i,-9.4429e-05-0.0012619i,-0.00033217-0.00060744i,-1.7468e-05+0.00039625i,0.00044123+0.00051786i,-9.7888e-05-0.00011306i,-0.00096413+6.9082e-05i,-0.0010923+0.00030807i
-0.00058805-0.00044989i,-0.0017748-0.00012179i,-0.0031833+0.0013529i,-0.0025963+0.0033804i,-0.00097118+0.0025868i,0.00034023-0.00048066i,0.00020573-0.0029199i,0.00023423-0.0027518i,0.00084049-0.0014324i,0.00050821-0.00082742i,0.00016947+2.0647e-05i,-7.6485e-06+0.00053297i,-0.00037045+0.00015321i,-0.00029317-0.00030673i,-0.00024006+9.584e-05i,-2.5445e-05+0.0004502i,0.00017831+0.001012i,-0.00034525+0.0011329i,-0.00077026+0.00043017i,-0.0008624-0.00027092i,-0.00058112-0.00061657i,0.00013064+0.00017792i,0.0010424+0.0010372i
-0.0025811+0.0012662i,-0.0028589+0.0019468i,-0.0016675+0.0026375i,0.00049273+0.0026776i,0.0013734+0.00077173i,0.00056669-0.0013698i,6.5237e-05-0.0020069i,-6.2679e-05-0.0015839i,-0.00048939-0.00079997i,-0.00013313-0.00021509i,0.00017089+0.00016338i,0.00010876+0.00034792i,6.8713e-05+0.000128i,8.6023e-05-0.00103i,0.00070232-0.0012147i,0.0006592+4.3101e-06i,0.0001069+0.00019988i,-0.00018744-0.000546i,-0.00016156-0.0015042i,-0.00049248-0.0013767i,-0.00061812-0.00041343i,-1.5243e-05-0.00029604i,0.00041075-0.00050687i
-4.867e-05-0.0012936i,-0.0011077-0.0020194i,5.671e-06-0.002094i,0.00037741-0.0013208i,0.00039723-0.0007595i,0.00065877-0.00076725i,0.00091926-0.0012557i,0.00064231-0.0012169i,0.00031204-0.00061399i,-0.00016062+6.1081e-05i,-0.0008708+0.00021178i,-0.001064+0.00076888i,-0.00059236+0.0015211i,-0.00037978+0.0013653i,-2.1463e-05+0.0010505i,-0.000272+0.00050563i,-0.00083403+0.00026127i,-5.5661e-05-0.00021605i,0.00065568+0.00021382i,0.00097945+0.00049615i,0.00058386+0.00028281i,0.0005462-0.00016331i,0.00075414-0.00029321i
0.00043909-0.00097292i,-0.00049477-0.00097139i,-0.0015548-0.00094184i,-0.0010717-0.00057301i,-0.00031148-0.00041474i,0.00068449-0.0012189i,0.00091116-0.0021159i,-0.00042065-0.0016087i,-0.0011124-0.00070555i,-0.00080568-0.00041304i,-1.6005e-05-0.00038374i,0.00028501+9.7331e-05i,0.00049483+4.7694e-05i,0.00035418-0.0002555i,0.00036022+6.4652e-05i,0.00092811+7.9531e-05i,0.0008798+0.00029407i,0.00053775+0.0013724i,-0.000589+0.0015624i,-0.0010181+0.00048583i,-0.00066982+0.00017991i,-0.00043917+0.00011809i,0.00035434-0.00036668i
-0.0011823-0.00061132i,-0.0013672+0.0006451i,-0.0029087+0.0016437i,-0.0024268+0.0017984i,-0.001294+0.0010134i,-0.00078232-0.0013854i,-0.00015121-0.001927i,-0.00010054-0.0016222i,-0.00056873-0.0014826i,-0.00043343-0.00093394i,0.0004244-7.1971e-05i,0.00075304+0.00082465i,0.00077289+0.0011424i,0.00071917+0.00056972i,0.00069531-0.00022634i,0.00058498+0.00012536i,0.00093286+0.00070472i,0.0011991+0.00045529i,0.00035431+0.00065776i,-0.00041624+0.00012151i,-0.00028216-0.00049708i,-0.00040251-6.8398e-05i,-0.00035845-0.00026701i
-0.0015185-0.00032611i,-0.002348+0.00044031i,-0.0020324+0.0012244i,-0.0001905+0.0017067i,0.00085982+0.0018463i,0.0015976+0.00051117i,0.0011915-0.00080302i,2.0919e-05-0.00074758i,-2.2469e-05+1.8922e-05i,-0.00023462+0.00022658i,-0.00037629-5.2718e-05i,-0.00042025+5.0195e-06i,-0.00041564+0.00010596i,0.00054828-0.00027058i,0.0014848-0.00062945i,0.0013686+6.361e-05i,0.0009906+0.00051528i,0.00058056-7.0423e-05i,-0.00023865-0.00027287i,-0.0010768+4.7635e-05i,-0.00051935+0.00015439i,0.00052695+0.00024825i,0.00070562+9.5915e-05i
-0.0031097-0.0015421i,-0.0028107+0.00018808i,-0.0023261+0.0016039i,-0.0012587+0.0021353i,-0.00010538+0.001342i,0.00065431-0.00047567i,0.00074057-0.0019711i,0.00019663-0.001524i,0.00017352+0.00017385i,8.691e-05+0.0012042i,-0.00016236+0.0011871i,4.6397e-05+0.0010491i,0.00047321+0.00052536i,0.00092142+0.00020065i,0.0010857+0.00036284i,0.0013757+0.00071087i,0.0010535+0.0001356i,0.0005223+3.7895e-06i,-1.7334e-05+0.0010895i,-0.00040303+0.00051041i,0.0002587-0.00016656i,0.00065261+0.00011739i,0.00046347+0.00013882i
0.0011618-0.0019486i,0.00081188-0.0020816i,-0.00079199-0.0019665i,-0.0013422-0.0012814i,-0.00053724-0.00062326i,0.00013934-0.00077626i,4.9626e-05-0.0010311i,-0.00010874-0.00084335i,0.00030421-0.00045446i,0.00063243-0.0006336i,0.00059659-0.0005201i,0.00031156+0.00028859i,9.1224e-05+0.0012053i,-0.00014638+0.00099631i,-0.00072065+0.00036524i,-0.00077887+0.00029351i,-1.749e-05+0.00057339i,0.00060554+0.00071181i,0.00077453+0.00090105i,0.0003919+0.00088491i,-1.6485e-05+0.00016513i,0.00043796-0.00043137i,0.00082632-0.00040735i
0.00063746+0.00032026i,-0.00051144-0.00046112i,-0.0012429+0.00065539i,-0.00028703+0.0012137i,0.00085871+0.00016327i,0.00028509-0.00090994i,-0.0011718-0.0019344i,-0.0017953-0.0012262i,-0.0010417-0.00021831i,-3.0912e-05-0.00036009i,0.00059579+0.00019614i,0.00012398+0.00049717i,-0.00024007+0.00019226i,-5.8921e-05+0.00038485i,0.00066854+0.00040377i,0.0013831+0.00018753i,0.0004056+0.00052631i,-0.0010854+0.00081915i,-0.0017646+0.00039779i,-0.0015507-0.00034028i,-0.00054514-0.00045662i,0.00028407-0.00026723i,0.00050997+0.00066624i
-0.0025915-0.00021832i,-0.0037683+0.00024717i,-0.0031348+0.0019671i,-0.0014529+0.0034778i,0.00021869+0.0030974i,0.00073796+0.00097431i,-0.00020322-0.00075751i,-0.0012888-0.0011279i,-0.0011277-0.00068979i,-0.00095005+5.8942e-05i,-0.00024379+0.00077742i,0.00020397+0.00093206i,0.00015409+0.00068897i,-0.00036882+0.00014178i,-0.00023512-0.00037871i,0.00020653-5.1298e-05i,0.00011005-0.00016177i,0.00063422-0.0011343i,0.00093798-0.0013097i,0.00033895-0.0010137i,0.00013951-0.00019198i,0.00061711+0.00013797i,0.00034687+0.00027874i
-0.00011025+0.00059028i,8.4069e-05-0.00039901i,0.0002409-0.0002501i,0.00040997-3.1003e-06i,-5.9985e-05-0.00087064i,-0.00046171-0.0017393i,-0.0012079-0.0020625i,-0.0014912-0.0014124i,-0.0010851-0.0010388i,-0.001158-0.001124i,-0.0003085-0.00091002i,8.9599e-05-0.00073713i,-0.00058723-0.00057673i,-0.00060271+0.00031696i,2.3656e-05+0.00083134i,0.00023273+0.00091715i,-0.00035762+0.00018753i,-0.00028635-0.00011047i,7.5232e-05+0.00021876i,-0.0002307+2.8193e-05i,-5.2501e-05-0.00064553i,0.00033349-0.00034107i,0.00010949+0.00094819i
4.0122e-05-0.0028435i,-0.0018105-0.0043518i,-0.0015754-0.0036568i,-0.0011714-0.0023171i,-0.0010423-0.0010617i,-0.00091484-0.00083371i,-0.00066633-0.00055615i,-0.00022965+0.0005109i,7.6859e-05+0.00082576i,0.00013308+0.00065714i,6.763e-05-1.9487e-05i,0.00017566-0.0009022i,-5.3453e-05-0.00015347i,-0.00015273+0.00076147i,-0.0003167+0.00041535i,3.8756e-05+0.00048056i,0.00049063+0.000699i,0.0003569+0.00028509i,0.00020663-0.00028998i,0.00027497-0.00056682i,-1.9921e-05-0.00017607i,-0.00025128+0.00016474i,1.4589e-05+0.00022614i
0.00048504-0.00084623i,-0.0010662-0.001198i,-0.0019379-0.00060105i,-0.0020864+0.00040482i,-0.0017806-0.00067528i,-0.0012497-0.00057009i,-0.00060363+0.00055497i,-0.00062245-0.00029989i,-0.0011393-0.0013523i,-0.00094211-0.00075659i,-0.00064428+0.00017042i,-0.0011007+0.00069014i,-0.0010017+0.00055856i,-0.00022829+0.00043559i,-0.00021408+0.0013015i,1.8164e-06+0.0019246i,9.8043e-05+0.00096503i,0.00034424-0.00059346i,0.0010857-0.00082655i,0.0010725+1.2347e-05i,0.00029794+0.00045295i,-0.00047776+0.00018628i,3.6869e-05+8.6736e-05i
1.6571e-05-0.0016121i,0.00052175-0.0018711i,-0.00036395-0.0013713i,-0.00043075+0.00047033i,-0.00021008+0.0002074i,-3.1278e-05-0.00086528i,-0.00013606-0.00098167i,-0.00021867-0.00082193i,0.00013562+3.8531e-05i,2.0936e-05+0.00034139i,7.6055e-05-0.00017881i,-1.1027e-05-0.00012063i,0.00031275+0.00050782i,9.7799e-06+0.00067154i,-0.00045299+0.00043401i,-0.00024666+2.2625e-05i,0.00046185-0.00027298i,0.00099472-0.00055343i,0.00036192-0.0010269i,-0.00024964-0.0010209i,2.2905e-05-0.00054638i,0.00015024-0.00017661i,0.00013937+3.4321e-05i
-0.00030995-0.00033442i,-0.00164-0.0012955i,-0.002632-0.00033914i,-0.0024851+0.00072355i,-0.0008296+7.3649e-05i,0.00044189-0.00069777i,0.00027074-0.0013263i,-0.00056106-0.0015053i,-0.00072646-0.00067616i,-0.00069968+0.00016726i,-0.00033025-5.636e-05i,0.00028415-0.00024629i,0.00023173-0.0005707i,-0.00042168-0.00019672i,-0.00029155+0.0004959i,0.00019386+0.00012709i,-7.2055e-05-0.00024058i,-2.1127e-05+0.00029585i,0.00040404+0.00085962i,0.00047826+0.00051675i,0.00015045+0.00026093i,-0.00085142+0.00084143i,-0.00018117+0.0009799i
-0.0018729+0.00034602i,-0.0016002-4.9709e-05i,-0.0022977+0.00097699i,-0.0018773+0.0026948i,-0.00065801+0.002459i,0.00052739+0.00040512i,0.00078535-0.0011945i,0.0005133-0.0013021i,0.00036354-0.00063026i,0.00028741+0.00023545i,-0.00018494+0.00027001i,-0.00057333-7.1288e-05i,-0.0001604+7.9644e-05i,-0.00033069-2.7242e-05i,-0.00034581-0.00014708i,7.4893e-05-2.3491e-05i,0.00073782-0.00015962i,0.00036955+7.3151e-05i,-9.7738e-05-9.1262e-06i,0.00022517-0.00048645i,0.00017374-0.00038794i,0.00013679-0.00012812i,0.0003903+0.00021321i
0.00070205+0.0022288i,0.0025305+0.0021307i,0.0032372+0.0016938i,0.0029687+0.00035514i,0.001925-0.0012757i,0.0007172-0.001123i,-0.00026626-0.00056045i,0.00023021-0.00023597i,0.00059992+2.1331e-05i,0.00017273-0.00045676i,0.00050732-0.00088729i,0.00032437-0.00078509i,-0.00042853-0.001257i,-0.00077624-0.0010411i,-0.00069211-0.0011933i,0.00029534-0.0014178i,0.00037198-0.00049901i,-0.0007223-0.00010451i,-0.0010691+0.00048888i,-0.00065602+0.00091909i,-2.6855e-05+0.00025712i,0.00054392-0.0003233i,0.00026509-0.00040705i
-0.00023998-0.0018996i,-0.0013917-0.00088085i,-0.0024149-0.00041592i,-0.00153-6.2076e-05i,0.00035609+0.00031944i,0.00078637-0.00069204i,0.00016754-0.0028244i,-0.00056477-0.0024933i,-0.0003453-0.00097334i,-0.00044275-0.0009649i,-0.0013318-0.00062772i,-0.0011994+0.00042932i,-0.00016163+4.6865e-05i,0.00017109-0.00029371i,2.1238e-06+0.00021328i,0.00017491+3.261e-05i,0.00015559-0.00055117i,-0.00020573-0.00081438i,-0.00050239-0.00067242i,0.00011619-0.00036087i,0.00061647+0.00024711i,0.00085489+0.00061449i,0.00063481+7.5848e-05i
-0.0018608+0.001342i,-0.0014288+0.0017781i,-0.0010206+0.0027184i,0.00017185+0.0022137i,0.00084742+0.00049968i,0.00014208-0.0014438i,-0.000365-0.001971i,-0.00043024-0.0014904i,-0.00039687-0.00053756i,6.236e-05-0.0003352i,-0.00023283-0.00039404i,-0.00052542-0.00099805i,-0.00044425-0.00096098i,-0.0010943-0.00093257i,-0.00041928-0.0015078i,-0.0002131-0.0010323i,-0.0012017-0.00033552i,-0.00084249+9.3074e-05i,-0.00025601+9.657e-05i,0.00022282+0.00038533i,0.00024494+8.5157e-05i,0.00044772-0.00027253i,0.00047847-0.00012205i
-0.00024951-0.0010586i,0.00017121-0.00046282i,0.00063841-0.00065747i,0.00087862-0.00057896i,0.00071873-0.00060968i,0.0001622-0.00090985i,-0.000923-0.00081724i,-0.0011605-0.00097253i,-0.00028557-0.0012508i,-5.6175e-05-0.00077378i,0.00012559+0.00027313i,-0.0002186+0.00043221i,-0.00077437+0.00018642i,-0.00066999+5.3113e-05i,0.00014102+0.00076298i,0.00028855+0.00098262i,0.00022001-0.00027898i,0.00012934-0.00055674i,0.00012618-9.3119e-05i,0.00021739+0.00015143i,0.00012159-0.00033886i,0.00050233-0.00070855i,0.0002737-0.00046725i
0.00012471+0.0005529i,0.00011266+0.00044661i,0.00011591+0.00031889i,-0.00078569+0.00080583i,-0.0013832-0.00028121i,-0.0012891-0.0015355i,-0.0010219-0.0015405i,-0.00024293-0.00077548i,0.00024715+0.00013308i,0.00014441+0.00072018i,1.0432e-05+0.00068699i,-0.0006614+0.00041012i,-0.0010535-0.00014993i,-0.00071533-0.00059079i,0.00015904-0.00097434i,0.00083203-0.00082951i,0.00074739+0.00024427i,4.3165e-05+0.00050802i,-0.00017935+0.00049011i,-1.4778e-05+0.00066342i,-0.00013051+0.00056979i,-0.00030764+0.00047824i,0.00025214+0.000652i
0.00051012+0.00023955i,-0.00075196-0.00015676i,-0.00063106+0.00012646i,-0.00018729+0.00027708i,0.00050279-0.0004807i,0.00020955-0.0014719i,-0.00098669-0.0020376i,-0.00058103-0.0019127i,0.00028554-0.0010001i,0.00025782-0.00075131i,-4.0175e-05-0.00079465i,-0.00047514-0.00031117i,-0.00010419+0.00030047i,0.00094829+0.00020489i,0.00068512-0.0006149i,0.00046211-0.0011341i,0.00070845-0.00032543i,0.00021923+3.1184e-05i,-5.0922e-05+0.00036694i,-0.00022535+0.00084058i,8.3472e-05+0.00059923i,-0.00014656+0.00025954i,-0.00025064-4.869e-05i
9.2107e-05+0.00032633i,-0.00055343+0.0011568i,-0.0016911+0.0011375i,-0.0016567+0.0007573i,-0.00068444+0.00097203i,-0.00049681+0.00054816i,-0.00062476-0.00046017i,-6.4867e-06-0.0006509i,0.00038309-0.00013475i,0.00076559+0.000569i,0.00050225+0.00065712i,-0.00035718-3.5373e-05i,-0.00095057-0.00022104i,-0.00071244+0.00014373i,-0.00021401+0.00051842i,0.0003435+3.2765e-05i,0.00040566-0.00029758i,0.00017787-0.00038468i,-7.9964e-05-0.00043754i,0.00042254-0.00060281i,0.00028535-0.00082713i,-0.00040033-0.0011234i,-0.0004558-0.00076332i
-0.0016251-0.00027755i,-0.0016923+0.00023826i,-0.0011136+0.001157i,-0.00074561+0.0020564i,-0.0011606+0.0012605i,-0.00099662-0.00081834i,-0.00028442-0.0020327i,-0.00046926-0.0019364i,-0.0002065-0.0016837i,-0.00052788-0.0012169i,-0.0010668-0.00035815i,-0.00033943-0.00040732i,0.00066952-0.00016648i,0.00059695+0.00071418i,0.00030518+0.0013904i,0.00018106+0.0013173i,4.3512e-05+0.00096457i,-0.00021204+0.0013492i,-0.00041366+0.00088985i,-0.0006001-0.00018603i,-0.00067426-0.00017609i,-0.00015917+0.00044212i,0.00063823+0.00053086i
0.00053292-0.0010795i,0.00032977-0.0011672i,-0.00030053-0.00024869i,-0.00031303-0.00017812i,0.00022449-0.0011493i,0.00073931-0.0019119i,0.00056392-0.0011609i,-4.2732e-05-0.0003173i,2.298e-05+0.00042964i,0.00027351+0.00073687i,0.00032668+0.00019578i,-4.0925e-05-0.00014607i,-0.00094137-0.00040815i,-0.00075529-0.0011029i,0.00039432-0.0014396i,0.00086956-0.00049649i,0.00070505+0.00079655i,0.00047576+0.001087i,0.00031768+0.0001138i,0.00027135-0.00029684i,-0.00019323-0.00018469i,-0.00021587+0.00013882i,8.8255e-05-1.4793e-05i
-0.0010611+0.00058262i,-0.0019535+0.00069089i,-0.0020424+0.0010105i,-0.0018473+0.00025956i,-0.0011735-0.0005438i,-0.00059508-0.0019245i,-0.00070426-0.0024037i,-0.00093235-0.0011602i,-0.00046816-0.00071081i,-0.00053876-0.0006166i,-0.00044169+8.8817e-05i,-0.00042481+0.00055613i,-0.00089911-2.3503e-05i,-0.00049798-0.00046221i,-0.00031812+0.00017729i,-0.00079026+0.00060162i,-0.00037046-5.2144e-05i,0.0012082-0.00026388i,0.0010424+0.00027235i,-0.00035355-0.00027788i,0.00020406-0.00082076i,0.00086568+4.7001e-05i,-0.00020831+0.00061475i
-0.00066811-0.0010177i,-0.00026795-0.00036476i,0.00053421+0.00052453i,-0.00050226+0.001524i,-0.0015506+0.0015814i,-0.00053187+0.00036334i,0.0003323-0.00039531i,-8.5478e-05-0.00070293i,-0.00016677-0.00066842i,-0.00023202-0.00068448i,-0.00040176-0.00029557i,-0.00083558+0.00072181i,-0.00090146+0.00059178i,-0.00033589+0.0003787i,-0.00075169+0.00099555i,-0.00075043+0.0009896i,-0.00014324+6.3905e-05i,9.7217e-05-9.9938e-05i,0.000104-5.7247e-05i,0.00054791-0.0002856i,0.00082049+0.0002633i,9.5542e-05+0.0003168i,0.00054612-2.1289e-05i
-0.00038384-0.0027668i,-0.0010265-0.0024505i,-0.0016806-0.0012898i,-0.00080239+0.00080915i,0.00025818+0.0002774i,-0.00063365-0.0012779i,-0.0019083-0.0020115i,-0.0013699-0.0016852i,-0.0006751-0.0014097i,-0.00042203-0.00076565i,-0.00036112-0.00020891i,0.00042684-9.4539e-05i,0.00027983+0.00031347i,-0.00042114+0.00030902i,0.000861+0.00018927i,0.0015174+0.00028571i,0.00069338+0.00048592i,-0.00019305+0.00046122i,-0.00021325-0.00030405i,-0.00036168-0.00066216i,-0.00026597-0.00045649i,8.5961e-05+0.00019518i,0.00090981-0.00019258i
0.000565+0.00029991i,0.00089917+0.0011359i,0.00073788+0.00021379i,-2.5599e-05-0.00034419i,-0.00097727+1.9135e-05i,-0.00079152-0.00029863i,-0.00022686-0.0011172i,-0.00078002-0.0014353i,-0.00036193-0.00099059i,0.00074589-0.00079296i,0.00023118-0.00033196i,4.6378e-05-1.0483e-05i,0.00034079-0.00076074i,0.00048325-0.0012631i,0.00027088-0.00019055i,0.00017322+0.00062965i,0.00053758+0.00057352i,0.00030421+0.00055217i,-0.00058458+0.00063229i,-0.00086548-0.00018525i,-0.00071168-0.00078589i,-0.00050926-4.9809e-05i,-0.0003607+0.00040902i
-0.00047297+0.0013896i,-0.0011913+0.0020221i,-0.00092675+0.0015404i,-0.0001668+0.00042855i,3.1234e-05-0.0006507i,-5.7467e-05-0.0011625i,-0.00092749-0.0015606i,-0.0011675-0.0018798i,-0.00042819-0.001895i,-0.00082659-0.0016943i,-0.0020214-0.0010006i,-0.0019468-0.00071054i,-0.0010378-0.00072974i,-5.8172e-05-0.0011616i,-0.00016985-0.0006511i,-2.9432e-05-0.00028606i,0.00058573-0.00088533i,0.00014878-0.00020305i,-0.00059654+2.2943e-06i,-0.00059986-0.00031854i,-0.00061218+8.5287e-05i,-0.0013249+0.00047268i,-0.00093849+0.00099132i
0.00076683-0.00068097i,0.001368-0.00068024i,0.0010566+0.00012902i,0.00047337+0.0010084i,0.00043512+7.4281e-05i,0.00099684-0.0012681i,0.00075252-0.00092775i,1.8927e-05-0.00052069i,0.00052495-0.00069674i,0.00082703-0.00041414i,-0.00017302-0.00012009i,-0.00079318-0.00010628i,-0.00010108+0.00012256i,0.00067349+0.0001635i,-0.00013579+0.00039409i,-0.0010243+7.2632e-05i,-0.00058895-0.00047679i,0.00016452-0.00060754i,0.00050665-0.00063696i,-5.3702e-05-0.00041273i,-0.00046531-0.00011719i,0.00050711+0.00053772i,0.0013297+0.00088898i
-0.00019362-0.00051475i,0.0001674-0.00029833i,-0.00067301-0.001034i,-0.0013917-0.0013684i,-0.0014155-0.00094494i,-0.00070754-0.0010935i,-0.00075632-0.0011303i,-0.0007496-0.0011464i,-0.00055985-0.00045602i,-0.00050596-9.163e-05i,-5.7422e-05-0.0001237i,5.2327e-05+0.00045956i,-0.00013394+0.00081423i,-0.00043671+0.00030047i,-0.00029255+0.00072967i,7.3361e-05+0.0011718i,-0.00015491+0.00020213i,-6.4029e-06-0.00044665i,0.00033476+0.00018491i,0.00053179+0.00016043i,0.00076054-0.00084329i,0.00072167-0.001154i,-0.00017266-0.00067308i
-0.00036948-0.0021171i,-0.0010258-0.0016683i,-0.0019308-0.0010784i,-0.0011254-0.00050493i,-0.0013571-0.0011049i,-0.0012977-0.0018277i,-0.00077917-0.0017449i,-0.00068536-0.0014802i,-0.00070545-0.00067353i,-0.00090349+0.00050457i,-0.00073516+0.0003853i,-0.00014237+6.1671e-05i,-5.2173e-05+0.00034553i,2.4606e-05+0.0003414i,0.00051035+0.00044251i,0.0012922+0.00048363i,0.0011441-0.00011143i,0.00095775-0.00035296i,0.0010811-0.00029018i,0.00079333-0.00043929i,0.00012044+0.00020995i,0.00027545+0.00079749i,0.00091223+4.9928e-05i
0.00090643-0.00054988i,0.00075846-0.00057969i,0.00074177+0.00088589i,0.00089141+0.0015421i,0.00073813+0.00096555i,0.00029602-0.00014317i,-0.00057796-0.00062209i,-0.0011412-0.00050554i,-0.00093207-0.00098831i,-8.519e-05-0.00089326i,0.00062361+0.00036284i,0.00072707+0.00086053i,0.0006975+0.00041894i,0.00040061+9.376e-05i,2.082e-05+0.00015733i,7.4139e-05-9.8528e-05i,0.00056336-0.00066599i,0.00033495+5.4988e-05i,-0.0001186+0.00050364i,-3.053e-05+0.000194i,0.00029165+0.00038984i,0.00033746+0.00051989i,0.00022572+0.00073515i
-0.0010455+0.0027619i,-0.00089537+0.003556i,0.00016696+0.0029574i,7.8014e-05+0.0016927i,-0.00038046+0.00023107i,-0.00061619-0.0011783i,-0.0017885-0.0017278i,-0.0012555-0.0015969i,2.51e-05-0.0013341i,-0.00029268-0.0006644i,-0.00016414-0.00086818i,0.00033136-0.0012385i,0.00039824-0.0011393i,0.00048909-0.00080505i,0.00027284-0.00068478i,-0.0003581-0.00034701i,-1.2559e-05+0.00067439i,0.00032675+0.0010714i,-0.00011243+0.00033584i,-0.00047045-0.00032181i,-0.00042795+0.00039103i,-0.00045666+0.00089162i,-0.00020783+0.00062474i
-0.0015926-0.0025742i,-0.0019557-0.0032609i,-0.0022122-0.0015691i,-0.0016936+0.00053814i,-0.00046331+0.00099957i,7.3664e-05+0.0003935i,0.00026917-0.00092156i,0.00051845-0.0015474i,0.0006914-0.0014088i,0.00084361-0.00083131i,0.0010862-0.00021466i,0.00080374+2.3655e-05i,0.0002569-0.00058438i,0.00049194-0.00088164i,0.0012765+0.00031346i,0.0012685+0.0010965i,0.00045388+0.00018569i,-0.00024277-0.0002828i,-0.00075489+4.5432e-06i,-0.00098131+0.00017144i,-0.00074467+0.00044285i,-0.00055462+9.6474e-05i,0.00048513-9.3592e-05i
0.0011254+0.00066289i,0.00035916+0.00041158i,0.00011048+0.00077622i,0.00070457+0.0010313i,0.00071593+0.00089465i,6.312e-05-0.00013444i,2.0309e-05-0.00091341i,-0.00050755-0.00063932i,-0.00075779+2.4299e-05i,-0.00074562+0.00022485i,-0.0013796+0.00045716i,-0.0017111-0.00014083i,-0.0012803-0.00032562i,-0.00090301-0.00010859i,-0.0010479+0.00017966i,-0.00071423+0.00068436i,-0.00023503+0.00039302i,-0.00021699+4.962e-05i,-0.00024574+0.00042588i,-0.00033441+0.00038558i,0.00015192-0.0002688i,0.00051138-0.00039084i,-4.6489e-05+2.435e-05i
-0.0013979+0.00094177i,-0.002574+3.6221e-05i,-0.0019251+0.00060175i,0.0002553+0.0014193i,0.0024087+8.1891e-05i,0.0020553-0.0018117i,-0.00018982-0.0022342i,-0.00085133-0.0019689i,-0.00039195-0.00085043i,-0.00011621+0.00027551i,0.00038171+2.4412e-06i,0.00090262-0.00024162i,0.0010987+0.00020566i,0.00060146+0.00043323i,2.1118e-06+0.00020936i,-0.00029513+0.00015171i,0.00017771+0.00051646i,0.00014925+0.00095044i,-0.000615+0.00051498i,-0.0011739-0.00032131i,-0.00086059-0.00015362i,0.00061776+0.00087847i,0.0012118+0.00046099i
0.00041725-0.00090931i,-8.9873e-05-0.0015751i,0.00011183-0.0014779i,0.00021737-0.00083119i,0.00054929-0.00027401i,0.00085127-0.0010948i,0.00027346-0.0017784i,-0.00010663-0.00080075i,-5.8827e-05+0.00064984i,-0.00031077+0.00099521i,0.00063303+9.168e-05i,0.0011567-0.00037591i,0.00043547-5.3004e-05i,0.000671+0.00045137i,0.0010493-1.288e-06i,0.0004695-0.00037847i,7.1704e-05-0.00020928i,0.00016028-0.00038119i,0.00049503-0.00034371i,0.00039762-0.00018647i,-0.00024986+0.00061149i,-0.00029285+0.00084416i,0.00016432+0.00062987i
-0.00061592+0.00011986i,-0.00019705-6.1463e-05i,-0.00080025+0.00067939i,-0.0011971+0.001658i,-0.0012587+0.0013807i,-0.00050063+9.8265e-07i,0.00022504-0.0012335i,0.00021922-0.00060504i,-0.00030161+0.0008277i,-0.00016747+0.0011178i,0.00011253+0.0013876i,-0.0001457+0.0008666i,-0.00012053-3.1021e-05i,-0.00066169-0.00027817i,-0.00052696-0.00021988i,0.00062102-5.4835e-05i,0.001143-5.5826e-05i,0.00038613+0.00011364i,-0.000272+1.1441e-05i,-0.00039842-8.1864e-05i,-0.00022077-7.6668e-05i,0.00017666+0.0003744i,0.00016022+0.00075979i
-0.0017221-0.00063292i,-0.0021925-0.0006255i,-0.00070084+0.00067304i,0.00012344+0.0011956i,3.5799e-05+0.00030754i,-0.00031323-0.0011626i,-0.00046044-0.0015378i,-0.00071928-0.001364i,-0.00083157-0.00074962i,-0.00060962-0.00011686i,-0.00078363+0.00013305i,-0.00037871+0.00052098i,-0.00011445+0.0010775i,-0.00047815+0.0014252i,-0.00029494+0.001097i,-2.293e-07+0.00049547i,0.00013336-0.00014939i,0.00049381-0.00029316i,0.00044239+0.00051906i,0.00018829+0.00053523i,0.00010195+7.7136e-05i,-0.00039273+0.00071792i,-0.00055474+0.0010911i
