-0.001004-4.5693e-05i,-0.00054164-0.0011591i,-0.00024756-0.0016781i,-6.2423e-05-0.00010086i,-0.00023972+0.0013249i,-7.3243e-05+0.00092512i,0.0013787+0.00095679i,0.0018673+0.0013143i,0.001053+0.00055873i,0.0011319-0.00045629i,0.0009424-0.0005222i,0.00013453+0.00010634i,0.00014305+0.00088072i,0.00036702+0.00087964i,0.00030681+0.00031302i,8.0689e-05-0.00018687i,-0.00025632-7.4266e-05i,0.00027988+0.00024453i,0.00026671+0.00051537i,-0.00015397+0.000251i,-1.6795e-05-0.00033281i,-5.4772e-05-0.00086714i,0.0003-0.00072373i
0.084661+0.15324i,-0.027509+0.24242i,0.02613+0.33692i,0.24012+0.28554i,0.31557+0.10626i,0.17307+0.0052576i,0.040531+0.025346i,-0.0063124+0.055202i,-0.042485+0.059961i,-0.073288+0.063406i,-0.065351+0.068726i,-0.023775+0.065868i,0.015957+0.056824i,0.031738+0.042777i,0.023637+0.026556i,0.0037641+0.020192i,-0.010776+0.023383i,-0.012564+0.026434i,-0.0090887+0.021273i,-0.006091+0.0061312i,0.0017528-0.0087682i,0.018499-0.013485i,0.036732-0.011486i
-0.092321+0.38822i,0.1299+0.39734i,0.3366+0.1754i,0.31388-0.11862i,0.13513-0.22155i,-0.00020573-0.13285i,-0.041663-0.051498i,-0.02206-0.031646i,0.0079558-0.046828i,-0.0055817-0.051617i,-0.024926-0.030141i,-0.011116-0.030876i,0.0024822-0.052506i,-5.3134e-05-0.057476i,-0.0042987-0.047797i,0.0012438-0.040366i,0.0085886-0.037612i,0.0087956-0.030379i,0.006556-0.020748i,-0.0019416-0.020289i,-0.01689-0.026159i,-0.027178-0.034261i,-0.028488-0.039877i
-0.13165-0.50184i,-0.1408-0.69034i,-0.25864-0.68119i,-0.43525-0.39314i,-0.40939-0.038058i,-0.18416+0.1256i,-0.030743+0.089075i,-0.038987+0.0071786i,-0.08335+0.0042796i,-0.043903+0.031073i,0.010707+0.0063819i,-0.0069727-0.013868i,-0.034324+0.0025743i,-0.023145+0.013209i,0.0014673+0.010036i,0.017177-0.00062445i,0.018026-0.014285i,0.011866-0.02439i,0.0074352-0.029324i,0.010133-0.021094i,0.018022-0.0060567i,0.020027+0.0043073i,0.010247+0.011224i
-0.11013-0.010052i,-0.4602+0.20838i,-0.57565+0.49016i,-0.31562+0.53734i,-0.06976+0.29i,-0.022401+0.026517i,-0.014261-0.071874i,0.022111-0.073479i,0.069666-0.057451i,0.082902-0.039084i,0.067302-0.0022324i,0.070393+0.025025i,0.062899+0.017197i,0.029431+0.014266i,0.0058998+0.023736i,-0.007445+0.034206i,-0.013876+0.049139i,-0.010644+0.055546i,-0.00962+0.048215i,-0.010452+0.03693i,-0.0034769+0.034597i,0.013174+0.036933i,0.025471+0.032823i
0.26292+0.53376i,0.55798+0.56892i,0.75286+0.32865i,0.68506+0.017183i,0.4452-0.068478i,0.19591+0.018228i,0.025688+0.10212i,-0.034381+0.15589i,-0.033743+0.1619i,-0.036349+0.11937i,-0.043195+0.071879i,-0.030675+0.040667i,-6.7196e-06+0.01904i,0.018148-0.006586i,0.01228-0.02068i,0.010266-0.017299i,0.014349-0.019707i,0.0066536-0.023824i,-0.0083892-0.014448i,-0.017617-0.0056069i,-0.020098-0.017i,-0.017416-0.033603i,-0.0051976-0.036582i
-0.15944-0.17267i,-0.047732-0.32125i,-0.052885-0.38353i,-0.18277-0.2504i,-0.17559-0.065622i,-0.040136+0.026608i,0.046099+0.029068i,0.056115-0.0136i,0.030605-0.061445i,0.0073926-0.072402i,-0.0023196-0.059577i,-0.02869-0.048095i,-0.055902-0.026371i,-0.0463-0.0049212i,-0.016368-0.003784i,0.0019215-0.015242i,0.00066341-0.021834i,0.00042511-0.022144i,0.01021-0.023547i,0.012892-0.021456i,0.0063934-0.014668i,-0.0037019-0.01164i,-0.01166-0.0088769i
-0.16587-0.36703i,-0.4819-0.31541i,-0.60678-0.058254i,-0.4212+0.1728i,-0.20434+0.15324i,-0.093971-0.0044156i,-0.042611-0.10379i,-0.025057-0.10475i,-0.0055732-0.04663i,0.029419-0.0091351i,0.038765-0.0054682i,0.028266+0.0099414i,0.02622+0.030899i,0.031762+0.038151i,0.037114+0.031285i,0.030648+0.02117i,0.017384+0.022378i,0.0073494+0.028937i,0.0029998+0.028478i,0.0021537+0.020089i,0.0029518+0.015895i,0.0063119+0.018959i,0.0041388+0.017093i
0.38173+0.44969i,0.52786+0.64794i,0.61387+0.62116i,0.58179+0.3323i,0.37463+0.05695i,0.090151-0.05859i,-0.074155-0.057479i,-0.071815-0.033323i,-0.027205-0.049933i,-0.035596-0.048031i,-0.036474-0.0037805i,-3.7348e-06+0.0037505i,0.015835-0.029543i,-0.0020882-0.044766i,-0.022455-0.029389i,-0.019411-0.0049224i,0.00083301+0.0043026i,0.0094047-0.0010541i,-0.0023408-0.0014555i,-0.014472+0.0065405i,-0.012411+0.01004i,-0.0045476+0.0066651i,0.0037654+0.0064923i
-0.07049-0.054006i,0.1012-0.32217i,0.16082-0.52005i,0.088641-0.42372i,0.085211-0.18236i,0.10943-0.029391i,0.049584+0.031498i,-0.016781+0.070818i,-0.042808+0.091366i,-0.04141+0.074963i,-0.036181+0.028086i,-0.033717-0.0027762i,-0.014513-0.013321i,0.0097781-0.028227i,0.020746-0.041242i,0.014123-0.050255i,-0.0065702-0.051449i,-0.017984-0.035985i,-0.0081157-0.016718i,0.0021368-0.0092704i,-0.0033187-0.012467i,-0.011382-0.013094i,-0.0057956-0.0073792i
-0.33147-0.3234i,-0.50427-0.24877i,-0.50292-0.10534i,-0.39471-0.043917i,-0.30507-0.063341i,-0.21086-0.065029i,-0.10962-0.060325i,-0.063566-0.07765i,-0.043123-0.079549i,-0.008847-0.056329i,0.021174-0.01746i,0.023305+0.020397i,-0.0027948+0.053391i,-0.020086+0.078314i,-0.01211+0.07728i,0.0018232+0.059834i,0.01108+0.046055i,0.013479+0.032537i,0.012456+0.015263i,0.013564+0.0034336i,0.016927+0.0025456i,0.017297+0.00066256i,0.0061633-0.0096748i
0.20047+0.11219i,0.059867+0.21439i,-0.077018+0.28486i,-0.074003+0.22023i,-0.057852+0.091469i,-0.069665+0.049738i,-0.035894+0.07382i,0.021106+0.09615i,0.068143+0.096493i,0.069936+0.067766i,0.032433+0.046965i,0.022611+0.038952i,0.041765+0.0090225i,0.041669-0.022732i,0.02371-0.024756i,0.011392-0.0064253i,0.0095124+0.0063798i,0.011564+0.0041632i,0.0080904-0.0006613i,0.0015142+0.0054274i,0.0029867+0.021093i,0.012308+0.03117i,0.014778+0.030832i
0.15242+0.26906i,0.42457+0.15812i,0.53036-0.0025746i,0.40826-0.032484i,0.27381+0.031605i,0.18615+0.033002i,0.10216+0.0060598i,0.048751-0.0015563i,-0.0075805-0.01779i,-0.050225-0.0074629i,-0.036015-0.0010951i,-0.025523-0.023345i,-0.031065-0.019915i,-0.017601+0.0012146i,-0.0016067+0.0032443i,-0.00066174-0.010324i,-0.011137-0.021004i,-0.025881-0.018729i,-0.034251-0.0076616i,-0.02966-0.0040472i,-0.021847-0.01648i,-0.02063-0.024548i,-0.010513-0.015467i
-0.45489-0.2115i,-0.56491-0.17593i,-0.4625-0.12759i,-0.24861-0.098643i,-0.076115-0.064239i,0.002527-0.024275i,0.015537-0.022121i,0.00057661-0.037675i,0.0044566-0.01897i,0.0292-0.0077249i,0.029564-0.022084i,0.015389-0.024471i,0.001975-0.026654i,-0.015032-0.032955i,-0.01583-0.026502i,-0.0032003-0.01768i,0.0039744-0.008753i,0.012589+0.0023501i,0.027525-0.00089472i,0.031655-0.015896i,0.023428-0.022412i,0.018768-0.023386i,0.015624-0.025521i
0.24373-0.094853i,0.14806-0.034774i,0.0016121+0.037795i,-0.12181+0.027831i,-0.20159-0.020754i,-0.19117-0.037984i,-0.12754-0.045646i,-0.087065-0.0537i,-0.057962-0.048482i,-0.022878-0.032764i,0.0018833-0.0066146i,0.0093458+0.016504i,0.015063+0.027207i,0.025038+0.02661i,0.025948+0.024731i,0.029043+0.026774i,0.042314+0.017286i,0.041982-0.00076561i,0.02431-0.0029527i,0.0079049+0.010156i,0.00016505+0.022776i,-0.0043322+0.028737i,-0.01601+0.026034i
0.1782+0.33543i,0.26471+0.33521i,0.22618+0.32079i,0.16599+0.33375i,0.16188+0.25841i,0.12161+0.10597i,0.044771+0.037996i,0.028252+0.064038i,0.051015+0.078203i,0.030786+0.057943i,-0.0094492+0.036303i,-0.021798+0.015605i,-0.021185-0.0034852i,-0.01937-0.0143i,-0.016569-0.025144i,-0.02684-0.028492i,-0.042367-0.016547i,-0.048011-0.011829i,-0.047848-0.017393i,-0.038509-0.015576i,-0.021397-0.012067i,-0.00506-0.010895i,0.016765-0.0061145i
-0.30572-0.16435i,-0.22649-0.24838i,-0.028368-0.30051i,0.10526-0.2554i,0.09002-0.14416i,0.0098256-0.048067i,-0.041902-0.01751i,-0.06004-0.028914i,-0.072544-0.038447i,-0.06032-0.027227i,-0.018217-0.013667i,0.018556-0.0048222i,0.035485+0.0068105i,0.036489+0.016466i,0.03023+0.017303i,0.02152+0.0046094i,0.0033967-0.0021716i,-0.0080488+0.016905i,0.0034725+0.031621i,0.013471+0.017923i,0.0075724-0.0017944i,-0.00050341-0.0099348i,-0.0037932-0.0077607i
0.07054-0.14997i,-0.056447-0.014247i,-0.13956+0.055568i,-0.17128-0.069899i,-0.18986-0.15318i,-0.13451-0.089983i,-0.043719-0.024715i,0.013001-0.014981i,0.047914-0.026545i,0.046716-0.038224i,0.010493-0.023202i,-0.017122+0.0031164i,-0.028814+0.0038456i,-0.032686-0.007955i,-0.026994-0.002877i,-0.0047152+0.016436i,0.026582+0.020039i,0.038958+0.0032065i,0.022944-0.005547i,0.0026052+0.0041194i,-1.5056e-05+0.012696i,0.0041145+0.0060554i,-0.0076412-0.010274i
0.21214+0.17203i,0.17161+0.058201i,-0.020547+0.060012i,-0.12855+0.22828i,-0.069251+0.26282i,-0.039053+0.11105i,-0.073729+0.017672i,-0.081188+0.030053i,-0.061894+0.04893i,-0.031637+0.040636i,-0.0038673+0.0090357i,-0.0029545-0.019805i,-0.013251-0.012841i,-0.0019903+0.01251i,0.01841+0.012884i,0.013894-0.0059067i,-0.003615-0.016101i,-0.012071-0.021251i,-0.01544-0.021037i,-0.01536-0.0093632i,-0.012853+0.0017602i,-0.0074559+0.012128i,0.010137+0.026473i
-0.26534+0.097993i,-0.033602+0.1466i,0.29276+0.097944i,0.43679+0.014694i,0.36745-0.003243i,0.22642+0.036319i,0.14102+0.06283i,0.12072+0.03792i,0.092656+0.0068205i,0.053154+0.028135i,0.043527+0.061729i,0.058187+0.055431i,0.05734+0.021283i,0.028085-0.0025809i,0.0023013-0.0044739i,-0.0041749+0.0012251i,-0.0087199+0.0085052i,-0.01541+0.022331i,-0.0087326+0.030198i,0.0061637+0.017717i,0.0068363-0.0024262i,-0.0039591-0.012352i,-0.010406-0.013516i
-0.053866-0.34832i,-0.24108-0.31029i,-0.2686-0.24119i,-0.14603-0.29731i,-0.085116-0.31314i,-0.074286-0.1778i,-0.055943-0.076596i,-0.078873-0.052056i,-0.099644-0.029008i,-0.083344-0.029395i,-0.068916-0.039862i,-0.052999-0.022485i,-0.012572-0.0062682i,0.024148-0.018676i,0.02531-0.027977i,0.014823-0.019178i,0.018023-0.011448i,0.029717-0.0073116i,0.036322-0.0046167i,0.026756-0.0015127i,0.014492+0.0070594i,0.012189+0.0088808i,0.0062183-0.0043437i
0.38696+0.23868i,0.38994+0.12035i,0.11195+0.036723i,-0.16782+0.11455i,-0.17275+0.14117i,-0.034158+0.011396i,0.018662-0.08834i,0.020395-0.077407i,0.04785-0.043054i,0.070808-0.030427i,0.063835-0.026253i,0.028804-0.021541i,-0.023126-0.0049237i,-0.051184+0.020889i,-0.037667+0.028699i,-0.015181+0.015068i,-0.0050211-0.0055429i,-0.0056534-0.026612i,-0.014081-0.035374i,-0.0186-0.02689i,-0.010887-0.012999i,-0.00069738-0.00026818i,0.0078648+0.013571i
-0.45448+0.23144i,-0.36223+0.4014i,-0.075171+0.41905i,0.11473+0.30393i,0.085273+0.21663i,-0.021594+0.19621i,-0.052096+0.19711i,-0.02302+0.17267i,-0.024727+0.13484i,-0.044553+0.12243i,-0.03239+0.10933i,-0.0049248+0.072987i,0.015795+0.033233i,0.024509+0.004919i,0.018055-0.0069233i,0.0011127-0.0020913i,-0.018721+0.013872i,-0.029555+0.026585i,-0.02626+0.023077i,-0.014111+0.012213i,-0.0020621+0.0040084i,0.0029589-0.0022258i,0.0034492-0.006347i
0.076826-0.55618i,-0.016272-0.66408i,-0.063542-0.5661i,-0.0085422-0.43545i,0.049597-0.35406i,0.053229-0.27988i,0.038104-0.23367i,0.018707-0.21892i,0.0056012-0.20409i,-0.0074358-0.17866i,-0.028812-0.13431i,-0.032396-0.083219i,-0.017708-0.047881i,-0.0026839-0.024164i,0.012756-0.0085117i,0.030187-0.0043846i,0.037262-0.0031876i,0.028485+0.010114i,0.017267+0.025775i,0.010408+0.02293i,0.0043979+0.010759i,0.00086626+0.00153i,-0.0036474-0.007413i
0.4066+0.42647i,0.44478+0.41217i,0.1836+0.26751i,-0.13913+0.20922i,-0.21968+0.22777i,-0.12062+0.18906i,-0.0696+0.11831i,-0.069509+0.11951i,-0.019667+0.1547i,0.045876+0.12111i,0.054369+0.048497i,0.02774+0.010162i,0.0052876+0.00070087i,-0.0086439-0.0051197i,-0.011695-0.0056119i,-0.0051624-0.0033323i,0.0093744-0.011614i,0.02535-0.031487i,0.025215-0.04143i,0.011681-0.031334i,0.0043064-0.018703i,0.00091206-0.010715i,-0.0021154+0.0029513i
-0.57065+0.091338i,-0.60412+0.22023i,-0.33425+0.33659i,-0.050601+0.32974i,-0.017409+0.19861i,-0.12391+0.087824i,-0.14821+0.074957i,-0.085324+0.053223i,-0.059691-0.0077164i,-0.071652+9.5614e-05i,-0.041759+0.053859i,0.00061838+0.066857i,0.01251+0.056389i,0.01452+0.048663i,0.0079511+0.030076i,-0.011694+0.0098804i,-0.029998+0.0025379i,-0.035554+0.00055555i,-0.026035-0.0038451i,-0.012382-0.0091051i,-0.0067861-0.010823i,-0.0061242-0.0068607i,-0.0022623-0.0037259i
0.26797-0.50433i,0.33739-0.61189i,0.35865-0.52382i,0.3877-0.38964i,0.38642-0.2775i,0.32242-0.17307i,0.25317-0.10764i,0.19932-0.069924i,0.15452-0.035976i,0.10709-0.031816i,0.047327-0.039763i,0.014144-0.033151i,0.018308-0.03347i,0.020901-0.039698i,0.015521-0.032043i,0.012643-0.015759i,0.0065682+0.0019697i,-0.0074045+0.018564i,-0.019698+0.026802i,-0.019948+0.02388i,-0.013498+0.017529i,-0.0055055+0.012358i,0.0017112+0.0024723i
0.20248+0.45133i,0.19674+0.48269i,0.057292+0.26891i,-0.10152+0.061335i,-0.14288+0.019337i,-0.10763+0.016055i,-0.11529-0.018071i,-0.15261-0.028952i,-0.1555-0.0085193i,-0.10406+0.0074412i,-0.035097-0.0052138i,-0.0087299-0.021705i,-0.019322-0.011731i,-0.023545+0.0054279i,-0.015823+0.014818i,-0.00042784+0.015672i,0.017815+0.0084367i,0.030947+0.0035837i,0.028561+0.0039276i,0.011149+0.0028895i,8.7871e-05-0.0018909i,0.00052967-0.0046153i,0.0025425+0.00079058i
-0.45333-0.064747i,-0.54038-0.028226i,-0.42755+0.096657i,-0.26051+0.18335i,-0.16055+0.13695i,-0.11322+0.079203i,-0.061001+0.089583i,0.015269+0.089778i,0.066616+0.045073i,0.050382+0.018621i,0.015556+0.03674i,0.0081665+0.043786i,0.0028975+0.022394i,-0.0070258+0.008235i,-0.0099767+0.0032905i,-0.014002-0.0008194i,-0.015151-0.0045834i,-0.0071136-0.011522i,0.0043514-0.013156i,0.013382-0.0039044i,0.016121+0.0047108i,0.013717+0.0047041i,0.011001-0.0013953i
0.27094-0.25518i,0.36491-0.30474i,0.35609-0.26038i,0.29852-0.20742i,0.21766-0.17388i,0.13993-0.12895i,0.10296-0.093042i,0.058376-0.076549i,-0.0056334-0.044528i,-0.026731-0.0076695i,-0.016921-0.0021454i,-0.012277-0.0019183i,0.003982+0.0072447i,0.027811+0.0068827i,0.039779-0.0010026i,0.036718-0.0096648i,0.018818-0.010392i,-0.0021247-0.0014483i,-0.010161+0.0053503i,-0.010913+0.0073685i,-0.013808+0.010111i,-0.012745+0.012013i,-0.0063187+0.0066193i
0.026226+0.26129i,-0.011333+0.25318i,-0.073272+0.090634i,-0.11702-0.036967i,-0.090195-0.028657i,-0.028226-0.017668i,-0.026338-0.062152i,-0.0446-0.070735i,-0.013343-0.051648i,0.010374-0.059967i,-0.0043084-0.060455i,-0.012817-0.040865i,-0.013558-0.027126i,-0.020342-0.019679i,-0.021644-0.0071184i,-0.0093909+0.010934i,0.0060497+0.017148i,0.0092426+0.010326i,0.0041138+0.0044943i,0.0048647-0.00070838i,0.0096922-0.0057734i,0.0071911-0.0068915i,-0.0055956-0.0014498i
-0.18507-0.065311i,-0.22973-0.030968i,-0.23224+0.089977i,-0.22034+0.18712i,-0.1964+0.17731i,-0.18415+0.14154i,-0.16256+0.148i,-0.11488+0.15448i,-0.067613+0.13335i,-0.024678+0.096599i,0.0077205+0.057383i,0.017493+0.033408i,0.019829+0.024548i,0.021337+0.013952i,0.012444-0.0018807i,-0.0040352-0.015569i,-0.012294-0.020518i,-0.0029561-0.017862i,0.009313-0.012816i,0.0096431-0.0061164i,0.0066756-0.0016035i,0.0074569-0.0025794i,0.00961-0.0043335i
0.11757-0.039085i,0.17759+0.0033773i,0.22475+0.042237i,0.2394+0.032787i,0.19774-0.009417i,0.1599-0.048289i,0.16459-0.066556i,0.16028-0.087688i,0.10819-0.093305i,0.044014-0.046626i,0.0173+0.0082385i,0.013454+0.020227i,0.0022262+0.0093452i,-0.0058172+0.0070046i,0.0034656+0.0078909i,0.016993+0.0007431i,0.0142-0.0053854i,-0.00054347-0.0057958i,-0.0090825-0.0078503i,-0.0091071-0.012758i,-0.0075735-0.013882i,-0.006189-0.0077045i,-0.0005159-0.00014371i
-0.036552+0.019997i,-0.052896-0.040325i,-0.02208-0.12312i,0.023249-0.14878i,0.029555-0.091389i,-0.0014931-0.04142i,-0.049012-0.03743i,-0.080684-0.011411i,-0.066524+0.027253i,-0.03138+0.015674i,-0.019943-0.021532i,-0.022313-0.029102i,-0.013294-0.017882i,-0.0045696-0.013771i,-0.007353-0.0063108i,-0.012723+0.0086489i,-0.010588+0.017237i,-0.0073563+0.014649i,-0.010283+0.0085676i,-0.011787+0.0056807i,-0.0075166+0.0050621i,-0.0025912+0.0021421i,-0.0027272-0.0025061i
0.034245-0.016322i,0.020929+0.0018759i,-0.056794+0.064339i,-0.11925+0.11254i,-0.10772+0.09386i,-0.08376+0.059673i,-0.081331+0.045654i,-0.064026+0.019009i,-0.03563-0.020719i,-0.01867-0.024576i,-0.002146-0.0035232i,0.0065348-0.002236i,-0.0045663-0.0044822i,-0.013302+0.005767i,-0.01064+0.0080998i,-0.0063905-0.00056531i,-0.0016189-0.0063561i,0.0037113-0.0018527i,0.0055591+0.0069936i,0.0024497+0.0079778i,0.00060631+0.0026588i,0.0013318+0.00067175i,0.0041458+0.003113i
-0.038781+0.095932i,-0.03758+0.14809i,0.0071889+0.14432i,0.038231+0.084763i,0.012502+0.015938i,0.0022133+0.0075636i,0.049686+0.045909i,0.094379+0.066582i,0.088951+0.065504i,0.055275+0.058291i,0.028485+0.0495i,0.023644+0.037312i,0.028661+0.012654i,0.02803-0.0079122i,0.026576-0.010566i,0.024931-0.0055248i,0.019184-0.0011806i,0.013275-0.0015572i,0.011545-0.00169i,0.010451+0.0041914i,0.0061167+0.0084547i,0.0017624+0.0059323i,-0.00039395+0.00097628i
-0.057968-0.13126i,-0.044883-0.22152i,0.015663-0.24665i,0.091649-0.20474i,0.13562-0.1638i,0.094138-0.16553i,0.0033354-0.17418i,-0.064404-0.15184i,-0.078442-0.10961i,-0.054886-0.072008i,-0.031873-0.046288i,-0.024846-0.016918i,-0.018577+0.015919i,-0.0087429+0.026722i,-0.0052007+0.018987i,-0.0056399+0.013403i,-0.0071244+0.010305i,-0.0085079+0.005999i,-0.00567+0.00015029i,-0.0042263-0.0044455i,-0.0055167-0.0034338i,-0.0017427-0.00033443i,0.0035789-0.0013677i
0.14722+0.028521i,0.16766+0.061973i,0.068222+0.067409i,-0.051043+0.07446i,-0.075542+0.13102i,-0.038464+0.17635i,-0.013008+0.16329i,0.010477+0.13478i,0.045116+0.096512i,0.048589+0.036067i,0.020708-0.005793i,0.00057512-0.019482i,-0.0080728-0.024996i,-0.011388-0.025414i,-0.011651-0.020299i,-0.010648-0.013941i,-0.0060347-0.012179i,-0.0037108-0.014278i,-0.0052032-0.01265i,-0.0025115-0.0072533i,0.0035628-0.0043277i,0.0039818-0.0018592i,-0.0012026+0.0038212i
-0.11704+0.15891i,-0.15862+0.23629i,-0.11286+0.22376i,-0.0605+0.12286i,-0.073624+0.0077505i,-0.085295-0.043247i,-0.056541-0.030694i,-0.04403-0.024142i,-0.066035-0.014332i,-0.055976+0.024743i,-0.0081737+0.043557i,0.021578+0.030232i,0.02632+0.012783i,0.02424+0.0046293i,0.023005+0.0035508i,0.021513-0.00035681i,0.015003-0.00091391i,0.008059+0.0042583i,0.00036448+0.0077766i,-0.006712+0.0084897i,-0.0066518+0.0045639i,-0.002546-0.0037209i,0.00074209-0.010357i
-0.066845-0.19819i,-0.073143-0.28775i,-0.012987-0.25751i,0.070463-0.15677i,0.1162-0.093734i,0.12461-0.091748i,0.10913-0.11346i,0.096183-0.10799i,0.089819-0.087292i,0.04935-0.067601i,-0.0037751-0.030317i,-0.023363+0.0015022i,-0.023352+0.0091851i,-0.023953+0.0064729i,-0.021842+0.0060129i,-0.014314+0.010891i,-0.0096892+0.012761i,-0.0091597+0.014286i,-0.0050072+0.016811i,-0.00025337+0.011718i,0.00074968+0.0068782i,0.0020404+0.0074847i,0.005269+0.0060703i
0.19026+0.018087i,0.23123+0.021204i,0.13509+0.010045i,0.013576+0.013487i,-0.041166+0.049591i,-0.079102+0.082758i,-0.11966+0.1003i,-0.13402+0.11209i,-0.10832+0.1055i,-0.053437+0.060785i,-0.0146-0.0018812i,-0.0070193-0.030478i,-0.0009207-0.02225i,0.011931-0.011106i,0.015587-0.0092992i,0.0084741-0.013032i,0.0063766-0.017262i,0.010926-0.019252i,0.013183-0.015343i,0.011889-0.0078886i,0.006406-0.0035632i,-0.0028307+0.00010861i,-0.010471+0.004808i
-0.10993+0.1963i,-0.14057+0.28273i,-0.12559+0.27378i,-0.11034+0.19255i,-0.089364+0.08842i,-0.041935+0.018399i,0.014625-0.014962i,0.055198-0.049215i,0.0542-0.070806i,0.028376-0.037553i,0.025558+0.015153i,0.035743+0.024343i,0.02221+0.0054297i,0.00094347-0.0013926i,-0.0012103+0.00069643i,0.0088869-0.0012946i,0.013129-0.0013055i,0.011088+0.00056482i,0.010165-0.0041225i,0.0084456-0.0074155i,0.0088938-0.0045851i,0.010871-0.0045826i,0.0082215-0.0067683i
-0.1157-0.18137i,-0.1409-0.24516i,-0.066362-0.20953i,0.03285-0.15246i,0.041534-0.13276i,0.0034578-0.10459i,-0.0085462-0.04453i,-0.0038897+0.025549i,0.0082631+0.071023i,0.013777+0.061407i,-0.0036438+0.030736i,-0.016698+0.023778i,-0.0044022+0.022396i,0.007829+0.009877i,0.0046413+0.0027972i,-0.0068287+0.005633i,-0.021073+0.006648i,-0.030302+0.003608i,-0.026406-0.00090858i,-0.017994-0.004322i,-0.014747-0.0022566i,-0.0075802+0.0036616i,0.0046454+0.0058233i
0.20501-0.031242i,0.27193-0.058945i,0.21468-0.063329i,0.13883-0.0071767i,0.13425+0.067513i,0.1106+0.059334i,0.025082-0.0051262i,-0.048239-0.050908i,-0.06841-0.063903i,-0.049332-0.052249i,-0.020834-0.040012i,-0.012102-0.030287i,-0.017221-0.004813i,-0.011143+0.019142i,-0.0025162+0.018914i,0.0022677+0.0061558i,0.010962-0.0056864i,0.012559-0.013068i,0.0020931-0.010585i,-0.0030193-0.0057498i,0.00018752-0.0080058i,-0.0011553-0.0090344i,-0.004422-0.0013386i
-0.066392+0.21902i,-0.083211+0.31649i,-0.073449+0.27431i,-0.10099+0.13798i,-0.15576+0.064331i,-0.12937+0.091563i,-0.022176+0.11315i,0.067184+0.091396i,0.091304+0.056717i,0.066299+0.027488i,0.03489+0.017162i,0.022321+0.0072121i,0.011878-0.018695i,-0.0026037-0.033599i,-0.003466-0.023352i,0.0049129-0.0038761i,0.0087124+0.01485i,0.0090312+0.026051i,0.0048401+0.024397i,-0.0038846+0.019214i,-0.0049097+0.016814i,0.00057223+0.0080232i,0.00092205-0.005118i
-0.16248-0.15646i,-0.23312-0.20881i,-0.17101-0.16291i,-0.012047-0.1094i,0.088359-0.14304i,0.064111-0.18863i,-0.0063049-0.15984i,-0.049944-0.098959i,-0.058027-0.049811i,-0.040461-0.011i,-0.020125+0.0085049i,-0.0066265+0.014998i,0.0091308+0.016912i,0.01832+0.011892i,0.012396+0.006343i,0.00023883+5.7242e-05i,-0.01358-0.0094978i,-0.021886-0.010003i,-0.015948-0.00047546i,-0.0059615+0.0028084i,-0.0037148-0.0022806i,-0.0020107-0.0045394i,0.0057115-0.003336i
0.20634-0.087315i,0.28942-0.15468i,0.2134-0.15958i,0.074991-0.044899i,0.040009+0.10309i,0.068793+0.14652i,0.068457+0.093028i,0.055975+0.040025i,0.051894+0.003872i,0.029885-0.028641i,0.0022627-0.035547i,-0.0083588-0.020828i,-0.014357-0.0021621i,-0.015135+0.0099233i,-0.0060789+0.0085785i,0.0071705+0.0044147i,0.024861+0.0017484i,0.035838-0.0017361i,0.032015-0.0011429i,0.023065+0.0038613i,0.014878+0.0071895i,0.005227+0.0064515i,-0.0037717+0.0065559i
-0.034101+0.24367i,-0.03257+0.37804i,-0.0076009+0.33916i,-0.027003+0.14237i,-0.11417-0.011124i,-0.17078-0.026372i,-0.15646+0.018811i,-0.12792+0.043518i,-0.097603+0.04862i,-0.044301+0.04387i,0.0029752+0.022537i,0.016404-0.00058994i,0.012422-0.017282i,0.0070673-0.024482i,0.0041619-0.018798i,-0.001689-0.0076361i,-0.012074+0.006017i,-0.012485+0.013078i,-0.003007+0.00601i,-0.00060359-0.00094975i,-0.004297-0.0010497i,-0.0062005-0.00096355i,-0.0069164-0.0036772i
-0.19794-0.13414i,-0.31802-0.17875i,-0.2981-0.10783i,-0.14488-0.0059309i,0.0066056-0.01502i,0.070262-0.089892i,0.073246-0.12521i,0.069516-0.11693i,0.050254-0.086573i,0.0097463-0.033917i,-0.012787+0.016863i,-0.0076512+0.033387i,0.00078395+0.029123i,0.002265+0.022169i,0.00058375+0.011097i,0.0013112-0.0050713i,0.00070087-0.023739i,-0.0057523-0.032454i,-0.0083228-0.025299i,0.00013425-0.014565i,0.0091485-0.0076084i,0.01365-0.0016726i,0.01657+0.0030602i
0.21767-0.11623i,0.33886-0.21674i,0.31317-0.25568i,0.17846-0.18739i,0.068406-0.066776i,0.017906+0.027631i,-0.0084829+0.07589i,-0.031429+0.099998i,-0.028887+0.095829i,-0.0077306+0.048282i,-0.0068632-0.0023098i,-0.019212-0.013371i,-0.020459-0.00313i,-0.011679+0.003877i,-0.0025049+0.0089487i,0.0021754+0.017081i,0.0062444+0.024206i,0.0072599+0.020553i,-0.00045093+0.0080643i,-0.0069102+0.0015239i,-0.0063877+0.0030253i,-0.0046649+0.0074309i,-0.0041084+0.012045i
