-0.00041208+0.00047352i,-0.00022231+0.0021502i,-0.0013426+0.0029967i,-0.0016776+0.0027872i,-0.00048033+0.0027211i,-0.00015794+0.0024744i,-0.0012295+0.0016537i,-0.00060287+0.00076539i,0.00091731+0.00098531i,0.00076154+0.00027133i,0.0002259-0.00039218i,0.00023587-0.00033543i,0.00020582-8.3175e-05i,-0.00054756+0.00018198i,-0.00081529+0.00080625i,-0.0008102+0.0013675i,-0.0010132+0.00079924i,-0.00096975+0.00028438i,-0.00038783-8.9971e-05i,-0.00038492-0.00030411i,-6.8163e-05-0.00037992i,-0.00045572-0.00067624i,-0.0006687-0.00057212i
0.0064304+0.0014699i,0.0025578+0.0031489i,-0.00051641+0.0036601i,-0.00021922+0.0038804i,0.00063398+0.0033653i,0.0016942+0.0014271i,0.0014917+0.00047802i,0.00016982-7.7582e-05i,-0.00065167-1.4562e-05i,-0.00051757+0.00055754i,1.4208e-05+9.9678e-05i,0.00046258-0.00015696i,0.00058421-0.00037279i,0.00067514-0.00086003i,0.00027415-0.00061984i,-7.7226e-05-0.00054579i,-0.00023963-0.00076554i,-6.5683e-05-0.0010775i,0.00018028-0.0013415i,0.00013958-0.00092214i,2.9899e-05-0.00034913i,4.6681e-06+0.00042225i,5.9436e-05+0.0011867i
0.00078974+0.0083273i,8.6475e-05+0.0066512i,0.0015044+0.0041595i,0.001643+0.0013064i,0.00099028+0.00030409i,0.00066142+0.00063953i,0.00026112+0.00061248i,0.00024651+0.00063683i,0.00035328+0.00098795i,0.00034833+0.00045645i,0.00011527-5.1807e-05i,-0.00047881+0.00014588i,-0.00015591+0.00029809i,0.00034185-6.3071e-05i,0.00018875-0.00051653i,1.9647e-05-0.00049713i,0.00011375-0.00078951i,-0.00021065-0.00096584i,0.00017815-0.00020829i,0.00071748+0.0003324i,0.00067747+0.00059622i,0.00016868+0.00031863i,0.00019383-0.00042766i
-0.0046076+0.0039164i,-0.0035098+0.0020104i,-0.0019838+0.0013585i,-0.0014913+0.0019355i,-0.00049432+0.0018063i,0.00049834+0.0016228i,-0.00028277+0.0009453i,-0.0007798-0.000296i,-3.7599e-05-0.0011326i,0.00046247-0.001055i,-0.00058269-0.00043636i,-0.00092494-0.00039687i,5.2275e-05-0.00026403i,0.0004284+0.00044542i,0.00031982+0.00026421i,0.00046538-0.00012866i,0.0011341+5.4673e-05i,0.0016158+0.00019105i,0.0016566+0.00053861i,0.00075656+0.00041147i,-0.00027941+0.00058928i,-0.00060862+0.0012809i,-0.0008187+0.0010081i
-0.006089-5.2991e-06i,-0.0047164+0.00075977i,-0.0037771+0.001365i,-0.0035279+0.00074525i,-0.002388-0.00057557i,-0.0015801-0.0017488i,-0.00046158-0.0020825i,0.00064284-0.0024938i,0.00073355-0.0023394i,-5.7182e-05-0.0014818i,-0.00087365-0.00082121i,-0.00067472-0.00012327i,-0.0002304+8.9826e-05i,0.00089324-0.00021319i,0.00074341+0.00020256i,-0.00026851+0.0005836i,0.00017078+0.00090732i,0.00094091+0.00090437i,0.00085062+0.00060071i,0.00070258+8.218e-06i,0.00090679-0.00054812i,-0.00022963-0.00055397i,-0.0014629-0.00017313i
-0.0058794-0.0068073i,-0.0037302-0.0047503i,-0.0013745-0.0020057i,0.00025345-0.00052149i,0.00055622-0.00085764i,2.3942e-05-0.0010989i,9.4561e-05-0.00048036i,0.00079717-3.4434e-05i,0.0007793-0.00050883i,0.0001809-0.00085924i,-0.0001891-0.00080688i,0.00050185+9.1352e-06i,0.00051221+0.00057028i,-0.0005975+0.00033673i,-0.00072215+0.000414i,-0.00027863+0.00077558i,-3.9849e-05+0.0010534i,4.4902e-05+0.00098865i,-0.00025646+0.00089246i,-0.0008515+0.00081006i,-0.0017218-0.00051358i,-0.0010965-0.0016375i,0.00015166-0.00044084i
0.0066049-0.0074347i,0.0041742-0.0074239i,0.002702-0.0052759i,0.0038547-0.0031848i,0.0039368-0.0019069i,0.0018074-0.001507i,0.00027762-0.00087314i,0.00081982-0.00038614i,0.0015342-0.00025755i,0.0010923-0.00070924i,-0.00023027-0.00081556i,-0.00067088-0.00053635i,9.8241e-05-0.0010966i,0.00084953-0.0012155i,0.00056176-0.00040557i,-0.00012744+0.00038661i,-0.00062224+0.00062373i,-0.0012941-0.00016013i,-0.00083063-0.00049816i,0.00032536-8.1802e-05i,0.001026-0.00028163i,0.0013946-0.00025374i,0.00099772+0.00010279i
0.0070879+0.0030117i,0.0068278+0.0041509i,0.0038057+0.002629i,7.997e-05+0.00103i,-0.00046925+0.0012121i,0.001304+0.001771i,0.0019883+0.00092512i,0.0011501-0.00024559i,0.00078403-0.00093406i,0.00058503-0.0013069i,0.00053334-0.0013323i,0.00081728-0.00027453i,0.000633+0.00020956i,0.00011512-0.00029048i,-0.00045894-0.00050743i,-0.0010491-0.00046406i,-0.0010135-0.00025586i,-0.00054322-0.00065345i,-0.00052674-0.00082577i,-6.3134e-05+7.7273e-05i,4.7573e-05-2.7445e-05i,-0.00054809-0.00097495i,0.00022597-0.00064249i
-0.0010977+0.005458i,-0.0027749+0.0032768i,-0.0035836+0.0019589i,-0.0018748+0.0014253i,7.2007e-05+0.0012413i,0.0011052+0.0011106i,0.0012643+0.00065662i,0.00062537+0.00015131i,-0.00041328+4.3032e-05i,-0.00049099-0.00017234i,0.00017742-0.00055833i,-0.00025696-0.00089112i,-0.00032846-0.00044008i,-0.0001174+0.00034525i,0.00024068+9.6392e-05i,0.00067008+6.8369e-05i,-5.1234e-05-0.00022437i,-0.00069717-0.00096013i,7.1781e-05-0.0012936i,0.0013135-0.00085658i,0.0012479-0.00043784i,0.00032114-0.00080337i,4.0285e-06-0.00080808i
-0.0043789+0.0016804i,-0.0049689+0.00079246i,-0.0035581+0.00093813i,-0.0010816+0.001087i,-0.00042348+0.00056807i,-0.0013599+0.00050437i,-0.0012325+9.45e-05i,-0.00064031-0.00052368i,-0.00071716-0.00045109i,6.8349e-05-0.00033989i,0.00094881-0.00055002i,0.00082518-0.00022667i,0.00070569+0.00059387i,0.00065696+0.00063134i,0.00018317-0.00037435i,0.00013266-0.0001932i,0.00074154+0.00040654i,0.00088078+0.00057843i,0.00082888+0.00081476i,0.00039341+0.00010505i,-0.00058788-0.00061056i,-0.00038619-0.00050884i,0.00032999-0.00012324i
-0.0023124+0.0020018i,-0.00012092+0.00055994i,0.003058+0.00037256i,0.0031848-9.2027e-05i,0.0010712-0.0012329i,-0.0007299-0.0016965i,-0.00056979-0.0015135i,0.00055077-0.0012909i,0.00048999-0.00054257i,0.00012404-1.7151e-05i,-1.4042e-05+0.00014451i,0.00028937+0.00014049i,0.00060129-7.7526e-05i,0.0012029-2.1274e-05i,0.0010334+1.6142e-05i,0.00027485+0.00019422i,0.0004058+6.7006e-05i,0.00053144+8.5956e-05i,0.00062185+0.0010164i,0.00076683+0.00083831i,0.00020079-0.00014878i,-0.00033238+9.8429e-05i,-3.1893e-05+0.00054516i
-0.0046257-0.0040497i,-0.0038587-0.0023472i,-0.0030626-0.00058977i,-0.0021057-7.3893e-05i,-0.00044204-0.00042474i,0.00040717-0.00026493i,0.00045008+0.00026384i,0.00056086-0.00058836i,0.00027208-0.0011729i,-0.0012613-0.0010469i,-0.0011936-0.00078291i,-0.00040227+0.00012817i,-0.00049739+0.000337i,-0.00051511+1.4171e-05i,-0.00056711+7.2468e-05i,-0.00087116+0.00044204i,-0.00076609+0.00082614i,-0.00057889+0.00026365i,-0.00091016+3.1172e-05i,-0.00037329-0.0004344i,0.00070592-0.00049841i,0.00080083-0.00020565i,0.00012227-6.5886e-05i
0.00065727-0.0073338i,-0.00016678-0.0056006i,-0.0017836-0.0029355i,-0.0019612-0.0018345i,-0.0003303-0.0022484i,0.0017853-0.0017689i,0.0030209-0.00034745i,0.0025126+0.00035913i,0.0016955-0.00019i,0.00059858-0.0014863i,-0.00066434-0.0016528i,-0.00067911-0.00060942i,1.893e-05+0.00021423i,0.00021196+0.00077512i,-8.4819e-05+0.00063301i,-0.00044068+0.00040583i,-0.00051621+0.0009022i,-0.0010375+0.00057615i,-0.00062628+0.00050434i,-0.00018203+0.00072004i,-0.00073982+0.00010321i,-0.00089255+0.00013396i,-0.0009441-0.00012953i
0.0067574-0.0023151i,0.0037894-0.0021281i,0.00023658-0.0007849i,-0.00089574+0.00021254i,-0.00050313-0.00040045i,0.0010604+0.00032131i,0.0012767+0.00062133i,0.00097842-9.6192e-05i,0.001078-0.00049948i,0.0011543-0.00077834i,0.001066-0.00053746i,0.0013658-0.00031315i,0.0010668-2.9052e-05i,0.00045832+0.0001295i,9.2829e-05+0.00058602i,0.00038819+0.00068909i,0.00051363-0.00013029i,0.00041417-0.00050054i,-0.00036398-0.00088743i,-0.0007013-0.00095049i,0.00050275-0.0003863i,0.0013513-0.00018277i,0.00096523-0.00028781i
0.0024497+0.0034107i,0.001671+0.0029016i,0.0015531+0.0017818i,0.00092222+0.0012444i,0.00039132+0.0012844i,0.0007864+0.00094228i,0.0009795+0.00099849i,0.00064309+0.00062211i,-0.00017562+0.00018635i,-0.00059347+0.00036266i,0.00011179+0.00036233i,0.0012584+0.00068107i,0.00071799+0.00068816i,-0.00056738+0.00049494i,-0.00078716+0.0006474i,-0.00037538+0.00044844i,-4.4272e-05-0.00034551i,0.00041673-0.00088946i,0.00059252-0.00062697i,0.00024063-0.00014119i,-0.0003221-0.00011552i,-0.00035508-0.00010995i,0.00025278-0.00029306i
-0.0070524+0.004134i,-0.005636+0.0031476i,-0.0044423+0.0025082i,-0.0028689+0.0020227i,-0.00070197+0.0023503i,0.00079974+0.0018352i,0.00098774+0.00056083i,0.00049327-0.00045774i,-0.00059197-0.00039762i,-0.0011045+0.00017658i,-0.00098797+6.5418e-05i,0.00019912-0.00011786i,0.0013113-0.00047296i,0.0011532-0.00053566i,0.00075659-0.00035172i,0.00019721-0.00016383i,-4.4747e-05+0.00062151i,0.00024031+0.00057358i,0.00078265+0.00023785i,0.00060583+0.00028047i,-5.4066e-05+2.2644e-05i,-0.00040411-0.0002392i,-0.00089366+9.9025e-05i
-0.003855-0.00042662i,-0.0026154-0.0011445i,-0.0022596-0.0002243i,-0.0011286+0.00078978i,-0.00072157+0.00032193i,-0.0011874-0.00023875i,-0.0011326-5.6578e-05i,-0.00070896-0.0008513i,-7.7972e-05-0.0012903i,0.00037612-8.2495e-06i,0.00046245+0.00061453i,0.00013456+0.00035189i,-3.3207e-05+0.00020081i,0.0004654+0.00053106i,4.951e-05+0.00075917i,-0.00084446+0.00023874i,-0.00082706+7.8664e-05i,-0.00048279+0.00062492i,-0.00033531+0.0010247i,-6.187e-05+0.00047292i,0.0004142+0.00017081i,0.00061996+2.4032e-07i,0.00029667-0.00054828i
-0.0018314-0.0049677i,-0.0024468-0.0024318i,-0.0026255-0.0009771i,-0.0018592-0.0012254i,-0.0011286-0.0013901i,-0.00016112-0.00090424i,0.00066209-0.00092786i,0.0014362-0.0014889i,0.0010936-0.0016789i,-0.00029533-0.0013686i,-0.0013989-0.00088237i,-0.00093848+5.8571e-05i,-5.3138e-06+0.00061728i,-0.00024342+0.00037397i,-0.00047726+0.00034431i,3.151e-06+0.00072254i,0.00038599+0.00047258i,0.00040733+0.00053743i,-0.0003202+0.0010054i,-0.00024544+0.00088587i,0.00070755+0.00072222i,0.00098021+0.00040651i,0.00085056-1.2978e-06i
-0.001516-0.0011836i,-0.00095511+0.00031905i,0.00094791+0.0021341i,0.0023179+0.0027347i,0.0027477+0.0018363i,0.0023643+0.00025018i,0.0011108-0.00089479i,-0.00010769-0.00061587i,0.00017333-0.0001946i,0.0012015-0.00080753i,0.001155-0.00093713i,0.00059498-0.0006775i,0.00039867-1.3935e-05i,0.00031201+0.00047744i,0.00031313+0.00014032i,0.0010172-0.00020132i,0.0014208-0.00022036i,0.00069627-0.00015062i,-0.00017175+0.00047612i,-0.0001212+0.00085368i,-0.00044242+0.00052269i,-0.00063621+0.00021728i,0.00068135+0.00022626i
0.006306+0.0001261i,0.0032056+0.00054105i,0.0016651-0.0005795i,0.0002827-0.0007389i,-9.4458e-05-0.00024882i,0.0012848-0.00020757i,0.0025175-0.00027353i,0.002245+0.00012699i,0.0017924-0.00021644i,0.0013086-0.00084539i,4.3978e-05-0.0004541i,-0.00084972+0.00064699i,-0.001471+0.00075831i,-0.00090066+0.00033722i,0.0002194+8.5504e-05i,0.00052742-9.029e-05i,-0.00011207+0.00018329i,-0.00038699+0.00032422i,-0.00043371+0.00012233i,-0.0002736-0.00036951i,0.00072866-0.00097057i,0.00084469-0.00066139i,0.00072001-0.00027211i
0.0035179+0.00482i,0.0013255+0.0025854i,0.0010158+0.00072318i,0.0016297-0.00065256i,0.0011081-0.0010102i,3.254e-05+0.0005471i,0.00095039+0.0015414i,0.0023104+0.0017541i,0.001517+0.0012184i,0.00045691+0.00060021i,-0.0001508-0.00024523i,-0.00051074-0.00079309i,-0.00087773-0.00016362i,-0.0010001-0.00032021i,-0.0013024-0.00074959i,-0.00091223-0.00071055i,5.7324e-05-0.00027753i,0.00040962-0.00019758i,0.00043247-0.00047516i,0.00054251-0.00090315i,0.00029808-0.001146i,-7.5585e-05-0.00051803i,0.00028825+0.00051632i
-0.00090868+0.0017402i,-0.001643-0.00045395i,-0.00052638-0.00047229i,0.0009507-0.0010617i,0.0010591-0.0018696i,-0.00013866-0.0010738i,-0.00082057+0.00010727i,-0.00012066+0.00076482i,0.0005251+0.0006101i,0.00080399-0.00030903i,0.0015369-0.00085155i,0.00096924-0.00062688i,-0.00049981-0.00054178i,-0.00074695-0.0002841i,-0.0007143+0.00032499i,-0.00088514+0.00035179i,-0.00060624+0.00074158i,-0.00030009+0.00086625i,-0.00014632+0.00056827i,0.00045781-6.8997e-05i,0.00051081-0.00096298i,0.00014971+0.0001531i,0.00058783+0.0013944i
-0.0031828+0.00031998i,-0.00060389+0.001046i,-0.00034347+0.0017255i,-0.00081977+0.0013011i,-0.00061061+0.00052162i,-0.0005913+0.0001788i,-0.00038614-0.00077946i,0.00022908-0.0018722i,0.00039801-0.0014632i,-0.00016688-0.00099031i,-0.00043411-0.0002911i,0.00017612+0.00083917i,0.00027002+0.00065963i,-1.4016e-05+7.5631e-05i,-0.00041739-0.00010321i,-0.0009809-5.3811e-05i,-0.00061844-0.00086479i,0.00022577-0.00074331i,9.2045e-07+4.4097e-05i,-0.00024029-7.5255e-05i,-5.3755e-05+0.00022395i,0.0002783+0.00043197i,0.00032659-2.4015e-05i
-0.0044257-0.00098269i,-0.0030922+0.00029318i,-0.0018785+0.00015601i,-0.0017985-0.00036311i,-4.5542e-05-0.0010884i,0.00070482-0.0019036i,0.00054323-0.00097013i,0.00092411-7.4148e-05i,0.00086226-0.00044946i,0.00033578-0.00052088i,6.4169e-05+0.00029898i,0.00050594+0.0006544i,-0.00015434+0.00080649i,-0.00023162+0.001042i,0.00058484+0.00050368i,0.00063911-0.00057246i,0.00091147-0.00059141i,0.0010118+0.00010962i,0.00019842+0.00064209i,-0.00053468+0.00075952i,-0.00019988+0.00061375i,0.00029511+0.00080489i,0.000265+0.00094338i
-0.0013342-0.0049766i,-0.0028208-0.0031046i,-0.0028092-0.0017283i,-0.0012015-0.0010665i,-0.00036224-0.0012089i,0.00017955-0.0014433i,0.00084868-0.0008956i,0.0011012-0.00065311i,0.0011547-0.0010084i,0.00041971-0.00087823i,-0.00048665-0.00034224i,-0.00069678+1.0347e-05i,-0.00049358+0.00010894i,-0.00047387+7.8943e-05i,-4.2464e-05-2.1889e-05i,0.00042674+0.00020275i,-0.0001642-9.2145e-05i,-4.1492e-05-0.00047202i,-2.9555e-05+0.00013817i,-0.00071289+0.00013736i,-0.0004931-0.00025083i,-0.00056545+0.00021371i,-0.00032933+0.00054336i
0.0044247-0.0015322i,0.0037521-0.002138i,0.0015083-0.0014099i,0.00031513+0.0007348i,0.00015329+0.0014735i,0.0016507+0.0013339i,0.0027074+0.0016258i,0.0026483+0.001883i,0.0019885+0.0013801i,0.0010045+0.00096242i,0.00045865+0.00070916i,0.00011435-0.00011699i,3.6843e-05-0.0005604i,0.0003353-9.1033e-06i,0.00058753-0.0003391i,0.00078561-0.0005985i,0.00088181-0.00019674i,0.00023287-0.00090591i,-0.00023161-0.0011782i,-0.00045501-0.00034518i,-0.0013295+1.1467e-05i,-0.0015864+0.0001311i,-0.0010731+0.00013456i
9.3654e-05+0.0038277i,-0.001111+0.0040538i,-0.00096725+0.0029418i,0.00011807+0.0015771i,1.3639e-05+0.0018339i,0.00056984+0.00093185i,0.00062643+0.00025252i,-0.0001114+0.00082924i,-0.00037838+0.00094419i,0.00033987+0.00022388i,0.0010542+0.000104i,0.00079757+0.00082525i,0.00071228+0.00082021i,0.0011829-4.2906e-07i,0.001097+0.0001196i,0.00055595+0.00081182i,0.00045972+0.00059585i,0.00018394+0.00026706i,0.00015388-0.00016502i,0.00060804-0.00075081i,0.00068242-0.0010757i,0.00040054-0.00075795i,0.00044589-0.00019571i
-0.0024341+5.9686e-05i,-0.0034995+0.00013585i,-0.0024662+0.00032617i,-0.0015514+0.00023131i,-0.00038624+0.00013265i,0.00077258-0.00013036i,0.00092413+6.9487e-05i,-0.00020356+0.00016754i,-0.001502+0.0004003i,-0.0011479+0.00032077i,1.2556e-05-0.00020433i,0.00025638-0.00041678i,-5.99e-05-0.00016201i,3.8655e-05+2.6556e-05i,0.00038201-0.00028937i,0.00018564-0.00052456i,0.0002193-9.8567e-05i,0.001068+2.1499e-05i,0.0011826-0.00011194i,0.00041186+0.00022912i,-1.9101e-05+0.00085851i,-4.0149e-05+0.0010445i,9.8108e-05+0.00023153i
0.00012172-0.0010798i,-0.00034878-0.0014802i,-0.00012782-0.0010932i,0.00034818-0.00040988i,-0.00046565-0.00060265i,-0.0011011-0.00046419i,-0.00028795+0.00044435i,0.00075813+0.00046691i,0.00053702-0.00034644i,3.6453e-06-0.00076283i,-0.00010761-0.00039874i,-1.6958e-08-6.813e-05i,0.00027222+7.8659e-05i,5.3197e-05+3.2666e-06i,-0.00013337-0.00012231i,0.00014838-0.00029836i,-3.7201e-05+0.00031598i,-0.0004734+0.001428i,-0.00039554+0.0010403i,0.00054252+0.00054007i,0.0011989+0.00029027i,0.00059373+0.00064984i,9.9077e-05+0.00076206i
-0.0027452+0.00082656i,-0.0013378+0.0017755i,-0.00027456+0.0017685i,-0.00037958+0.00030943i,-0.00077673-0.0011839i,-0.00074448-0.0015337i,0.00017252-0.00079749i,0.00096753-0.00033496i,0.00045514-0.0010744i,-0.00045754-0.0011344i,-0.00055955+0.00033454i,-0.00040738+0.00072623i,-0.001198-0.00020468i,-0.0011309-0.00045796i,-0.00026998+0.00070513i,7.2409e-05+0.0010156i,-0.00019075+0.00073155i,0.00023823+0.00028673i,0.00035156-0.00027799i,-0.00015709-0.00062315i,-0.00052104-3.5083e-05i,-0.00020325+0.00061539i,0.00047075+0.00051511i
-0.0018382-0.0023756i,-0.0018992-0.002349i,-0.00098263-0.0012153i,0.00096536-0.00031008i,0.0016277-0.00022936i,0.0010091-0.0012287i,0.00075742-0.0011963i,0.00056475-0.00010852i,0.0012492-0.00026847i,0.00065515-0.00070505i,-0.00041979-0.00064302i,4.6024e-05-0.00063758i,0.00050845-0.00092518i,0.00014825-0.00061322i,-0.00051327-0.00047283i,-0.00059967-0.00074318i,5.162e-05-0.00059175i,0.00030302+0.00013954i,0.00023745+0.00083417i,-6.1486e-05+0.0008486i,-0.00054413+0.00025783i,0.00023161-0.00032911i,0.00087797-0.00085659i
0.0026419-0.0037117i,0.0017807-0.0021648i,0.00062225-0.00064232i,0.0013391+0.00035713i,0.0020678+0.00091521i,0.0018715-5.5312e-06i,0.0013955-0.00027129i,0.0012451-2.8362e-05i,0.0013609+0.00037428i,0.00090937+0.00010792i,0.00019362-6.0655e-05i,-0.00014199+0.00063216i,0.0002225+0.00080433i,0.00064006+0.00017236i,0.0011164-0.00018393i,0.00081414+0.00019539i,-4.3362e-05+4.2131e-05i,-0.00033962-0.00015794i,-0.00021441+0.00013198i,-3.4786e-05+0.0001285i,0.00047571+0.00043054i,0.0010385+0.00019103i,0.00022118+0.00012015i
0.0016198+0.0037849i,0.0017549+0.0040492i,0.0015586+0.0039109i,0.0013662+0.0030521i,0.0022848+0.0014249i,0.0027853+0.00050634i,0.0022587+0.00041542i,0.000388+0.00036547i,-0.00053548+0.00074287i,-0.00041687+0.00081221i,-0.00018215+0.00025345i,0.00027237-0.00040932i,0.00055539-0.00066005i,0.00024527+8.9654e-05i,8.4974e-05+0.00079839i,0.0001954+0.00078167i,0.00021827+0.00016126i,-0.00032804-0.00047325i,-0.00044841-0.00021236i,-0.00053259+0.00010136i,-0.00058167+0.00029443i,3.2315e-05+0.00032878i,0.00078832-0.00025256i
-0.0020632+0.0025295i,-0.0033171+0.00061952i,-0.0034808-0.00069447i,-0.0026937-7.738e-05i,-0.002246+0.00041047i,-0.0009391+0.00053872i,-8.0342e-06+6.3636e-08i,0.00044991-0.00034506i,1.7246e-05+0.00011625i,-0.00017148+9.5151e-05i,-0.00012282+0.00048314i,-0.00030544+0.0004174i,-0.00050878-0.00037835i,-0.0010284-0.00087227i,-0.00099443-0.00082752i,-0.00037059-0.0001888i,0.00058304+0.00027285i,0.00072636+0.00010209i,0.00051995-0.00046625i,0.00057374-0.00022427i,-1.1198e-05+0.00014867i,-0.00068722-0.00030452i,-0.00075989-0.00084741i
-0.0036354-0.0044766i,-0.0047814-0.0033052i,-0.0040837-0.0013502i,-0.0027844-0.0011527i,-0.0016476-0.0012209i,-0.00011112-0.00043594i,0.00023696-0.00066261i,0.00056083-0.0018896i,0.00013974-0.0015835i,-0.00055363-0.00022499i,-0.00037269+0.00048342i,-0.00033958+0.00055527i,-0.00062969+4.3063e-05i,-0.00044473-0.00036241i,2.9922e-05+0.00053317i,-1.0887e-05+0.00076934i,0.00019587+0.0011451i,0.00064463+0.0014955i,0.00098366+0.00038839i,0.00051983-0.00028139i,-0.00041571-0.00060358i,-0.00036396-0.00096863i,-0.00025691-0.0010157i
0.00012708-0.0018032i,0.00071515-0.00080021i,0.00019963+0.00037898i,0.00023033-0.00017356i,0.00023466-0.00071871i,-0.00086398-0.0010602i,-0.0008901-0.00052246i,-0.00023801-0.0004742i,0.00012357-0.0013842i,-0.00048687-0.0015952i,-0.00081254-0.0010218i,-0.00045168-0.00068268i,0.00031806-0.00049969i,0.00058866-0.00012355i,-0.00039041-0.00035124i,-0.00041549-0.00032634i,-0.00028789-0.00039581i,-2.5754e-05-0.00029256i,0.00014999+0.00051956i,0.00011564+0.0011033i,-1.3094e-05+0.0011319i,9.4888e-05+0.00023811i,0.00028975-0.00026905i
-0.0016822+0.0017061i,-0.002064+0.0033781i,-0.0015639+0.0036782i,0.00057835+0.0028256i,0.0016748+0.00074256i,0.0011163-0.0011413i,-0.00010499-0.0013451i,3.8345e-06-0.00056419i,0.00095336-0.00038017i,0.00087277-0.0002693i,0.00093922-0.00025808i,0.0010126-0.00083945i,0.00073379-0.00048954i,0.00037808-0.00013376i,0.00058432-0.00066901i,0.00055877-0.00090161i,9.9787e-05-0.00035424i,-0.0006124+0.00024004i,-0.0011343-0.00031794i,-0.00026211+0.00032666i,0.00072789+0.0012097i,0.00027486+0.00058274i,-0.00031625+0.00032221i
7.5669e-05-0.0034789i,-0.00078117-0.0024591i,-0.00074489-0.0019352i,-0.00038399-0.00059925i,-0.00012497+0.00026791i,0.00060933-0.00063683i,0.0011416-0.0016529i,0.0010005-0.0015782i,0.0014237-0.0011034i,0.0016698-0.0010086i,0.00081454-0.00079624i,7.9791e-05-0.00076171i,-0.00038936-0.00047819i,-0.00072942-5.1474e-05i,-7.1982e-05+0.00053075i,0.00034121+0.0012923i,0.00045253+0.001226i,0.00014854+0.00016526i,-0.00025838-0.00095858i,-0.0001435-0.000633i,-0.00037528+0.00012709i,-0.00061261+0.00017752i,-0.00041837-0.00024197i
0.0009282+0.00048629i,0.0018631+0.00090105i,0.0023605+0.00111i,0.0023859+0.00020987i,0.0011718+2.1156e-05i,0.0005909+0.00071512i,0.00063665+0.0014073i,-0.00014028+0.0016166i,-4.8395e-05+0.0014578i,0.00059899+0.0012637i,0.00017219+0.00055047i,-0.00025783+9.8699e-05i,-0.000569-3.5432e-05i,-0.00015204-8.4088e-05i,0.0004858-0.00012596i,-3.545e-05-0.00027069i,1.2645e-05-0.00033136i,0.00042416-0.00089786i,0.00061889-0.0010062i,0.00049812-0.00041849i,-0.00018857-0.00011493i,-0.00059743-7.1775e-05i,-0.00029081+0.00011183i
0.00015527+0.0021936i,-0.00018352+0.002397i,-0.00065469+0.0015475i,-0.00044626+0.00064154i,-0.00047708+0.00045463i,-0.00059053+0.00065116i,-2.5092e-05+0.00080311i,-0.00027233+0.00053048i,2.3548e-05-0.00039612i,0.00025401-0.00036761i,-0.00038026+0.00034345i,0.00011197-0.00029861i,0.00032666-0.0010328i,-0.0001916-0.0007999i,9.3038e-05-0.00011805i,0.00074194+0.00049677i,0.00043425+0.00090069i,0.00036602+0.00037737i,0.00054679-4.853e-05i,0.0007489+0.00017236i,0.00085916-4.0848e-05i,0.00038746-0.00018985i,-6.1215e-05-0.00026156i
-0.0026136+0.0026153i,-0.0026881+0.00069441i,-0.0016198+0.0006066i,-0.0010129+0.0014135i,-0.00062473+0.00081174i,-0.00039186-0.00016638i,0.00014249-0.00063095i,0.00022769-0.00040333i,-0.00058012-0.00022351i,-0.00058048-0.00051833i,4.1967e-05-0.00038623i,0.00014647+0.00015801i,0.00022226+0.00019284i,1.5625e-06-0.00011111i,-0.00014402-2.298e-05i,-0.00025097+0.00083506i,-0.00011154+0.00066873i,-0.00020698+4.1638e-05i,-0.00091568+0.00032761i,-0.00070655+0.00014871i,4.0141e-05+0.0001388i,-0.0002973-0.00025566i,-0.00017078-0.0002048i
-0.0031517-0.0017981i,-0.0028666-0.0012229i,-0.0021142-0.0001224i,-0.00032659+0.00012433i,0.00086381+0.00015109i,0.00088162-0.00020584i,0.00061283-0.00043542i,0.00039513-0.0010283i,4.3103e-05-0.0009275i,-9.7487e-05-0.00092021i,-0.0003913-0.00091494i,-0.00073957-0.00021693i,-0.0011999-0.00014888i,-0.0010326-0.00079122i,-0.00049762-0.00077501i,-0.0008069-0.00046966i,-0.0010562-0.00053644i,-0.00078782-0.00055776i,-0.00038536-0.00066227i,-0.00043164-0.00062249i,-0.00046627-0.00035495i,-0.0001297+0.00015675i,0.00026377+0.00050791i
0.0007922-0.0028568i,5.4972e-05-0.0016245i,0.00028247-0.00054022i,0.0011991-0.00065766i,0.0016214-0.00050662i,0.0014386-0.00070219i,0.00096403-0.00065461i,0.0009972-0.00020719i,0.0015405-0.0011285i,0.0018464-0.0014338i,0.00098602-0.00084262i,-2.9529e-05-0.001192i,-2.0518e-05-0.00067595i,0.00019131+0.00037412i,0.00018483+0.00069503i,0.00046216+0.00082855i,0.00065737+0.00038894i,0.00038246-0.00016226i,0.00046158+8.1463e-05i,0.00043387+0.0009417i,0.00031857+0.00044967i,-0.00027047-0.00084343i,-0.00097525-0.00052945i
0.00094475-0.001402i,0.0013375-0.00084327i,0.00085065-0.00024405i,0.0003906+0.0001544i,0.00074702-4.8398e-05i,0.0014457-0.0003431i,0.0015414-0.00079235i,0.00098392-0.00099435i,0.00077554-0.00055152i,0.00071036-0.00083643i,0.00061652-0.00059159i,0.00023426+0.00048317i,-6.98e-06+0.00073486i,-0.00044013-0.00019038i,-0.00027996-0.00087002i,0.00021683-0.00081825i,-0.00012249-0.00061555i,-0.0010898-0.00018112i,-0.00063177+0.00028215i,0.00032514+0.00011665i,0.00025398+0.00011145i,0.00022217-0.00013848i,0.00045917-0.00043465i
