0.00028138+0.00038491i,0.0010401-8.5113e-05i,0.00051931-0.0017691i,0.00065924-0.0019464i,9.573e-05-6.972e-05i,-0.00071234+0.0010371i,-0.00022683+0.0014992i,0.00010345+0.0020001i,0.00011238+0.0015853i,0.00017261+0.00073407i,-0.00039967+0.00012148i,-0.00096785-0.00045198i,-0.00094711+0.00030817i,-0.00054107+0.00093972i,-0.00046528+0.0004419i,-0.0007493-0.00036766i,-0.0001674-0.00098115i,0.0010229-0.00055477i,0.0010052-0.00011982i,0.00041416-0.00018179i,-0.00019553-0.00043402i,-2.9481e-05-0.00053097i,0.00037509-0.00038492i
0.00027581-0.0011054i,-0.00061009+0.0007697i,-0.0012221+0.00020183i,-0.00087563-0.00093199i,-0.00056187+0.00044053i,-0.00061499+0.00050705i,-0.00010635-0.0004082i,0.00038644-2.3909e-05i,-0.00011665+0.0010844i,-0.0012167+0.0014012i,-0.0019591+0.001455i,-0.0022954+0.0017264i,-0.0021684+0.0011571i,-0.0016902+0.00049889i,-0.00061159+0.00022992i,0.00031798-0.00046664i,0.00053633-0.0014045i,0.00092868-0.00097153i,0.00043722-0.0005283i,-0.00044358-0.001028i,-0.00089434-0.0012229i,-0.00067752-0.00023304i,-0.00059372+0.00052775i
-0.0023673-1.0401e-05i,-0.001957+0.00056003i,-0.0010179+0.0013613i,0.0002952+0.0011937i,0.0013908+4.5934e-05i,0.0018091-0.00065275i,0.0014055-0.00016372i,0.00041594+0.00021189i,-0.00013535-0.00026157i,0.0004538-0.00053451i,0.0010504-0.0006008i,0.0010005-0.00062476i,0.001046-0.00087112i,0.00061149-0.00096981i,0.00045031-0.00029297i,0.0010402+0.00078287i,0.00097389+0.0010615i,5.1275e-05+0.00040932i,-0.00019875+0.00019545i,0.00075946+0.00017138i,0.001043+6.5147e-06i,0.00045564+0.00038719i,0.00022181+0.00034543i
-0.00058659+0.00094528i,0.0005913+0.00055693i,0.0030549+0.00094538i,0.0038965+0.00063995i,0.0022652-0.00035874i,0.00053095-0.00049472i,-3.1128e-05-0.00027451i,0.00021179-0.00015802i,0.00031283+0.00017688i,-6.664e-05+0.00082643i,3.6947e-05+0.0016892i,-0.00012534+0.0021606i,9.1823e-05+0.0024438i,0.00054094+0.0023699i,0.00035822+0.0020248i,0.00014105+0.0011409i,8.2027e-05+0.00063811i,0.0006587+0.00067819i,0.0013117+0.00030902i,0.0013203+0.00021752i,0.0005384+0.00083704i,-0.00028118+0.00086589i,0.00017147-8.206e-05i
0.0027986+0.00023552i,0.002904+0.00043378i,0.0032598+0.00045939i,0.0032342-0.0012765i,0.0026106-0.0018909i,0.0014023-0.00038096i,0.00011066+0.00022809i,0.00026446-6.8586e-05i,0.0010715-0.00016301i,0.00018526-0.00051663i,-0.00096041-0.0013913i,-0.00056634-0.0012424i,-0.0010925-0.00037895i,-0.0018038+6.2312e-05i,-0.0008203+0.00026019i,0.00032315+0.00020082i,0.0010748+0.00033361i,0.0016701+0.00073619i,0.0016073+0.00074211i,0.00083243+0.000207i,-3.6335e-05-0.00033392i,-0.00019946-0.00025082i,2.105e-05+0.00035536i
-0.00043311+0.0018701i,0.00064963-0.00019362i,0.0015342-0.00059149i,0.001786-7.5685e-05i,0.0010206-0.00066138i,-0.00043089-0.00052836i,-0.00068628+0.00050198i,-0.0001137+0.00040729i,0.00030993-2.7911e-05i,4.7659e-05+0.00022424i,-2.0517e-05-6.2219e-05i,0.00054124-2.8939e-05i,0.00079927+0.00040696i,0.00065177+0.00076938i,6.3674e-05+0.00044653i,-0.0011623+0.00063063i,-0.0019268+0.0010783i,-0.0015164+0.00079173i,-0.00050483+0.00010586i,0.00047228-0.0002062i,0.0011038+0.00057383i,0.0017092+0.0013129i,0.0010872+0.00086028i
0.00053874-0.00029017i,0.0013947-0.00088742i,0.0016465-0.00024229i,0.002226-0.00058802i,0.0020472-0.00078482i,0.00040956-0.00013639i,-0.00078275-0.00011718i,-8.8194e-05+0.0002014i,-0.00010012+0.00078342i,-0.0013982+0.0010112i,-0.0016527+0.0004627i,-0.0012571+0.00033574i,-0.00073167+0.0010049i,-0.00058171+0.0012646i,-0.00023738+0.00053187i,-7.8245e-05-0.00036087i,-0.0002378-0.00019085i,0.000303+0.00011341i,8.6582e-05+0.00042467i,-0.00020231+0.00049875i,0.00049379+0.00065808i,0.00044429+0.00072257i,0.0002917+0.00028777i
0.0022972-0.0023671i,0.00067715-0.0025472i,-0.00039354-0.003382i,-0.00030101-0.0026416i,-0.0002673-0.001322i,-0.00050498-0.00035348i,-0.00087391+0.00034369i,-0.0011486+0.00052969i,-0.0012662+2.4288e-05i,-0.00080786-0.00037386i,-0.00035392-0.00062792i,-0.0003886+1.2042e-06i,-0.00085428+0.00075522i,-0.00086183+0.00017938i,0.00022141-0.00015491i,0.00030261+9.3998e-05i,-0.00055397-5.3654e-06i,-0.00049777+0.00046168i,0.00036665+0.0012928i,0.00082841+0.00035337i,0.0010582-0.0010244i,0.00065469-0.0011552i,0.00011379-5.3319e-05i
7.2143e-05-0.00026805i,0.001302-0.0010804i,0.001069-0.0017701i,0.0011877-0.0013371i,0.0013015-0.0010855i,0.00038589-0.00016768i,-5.3136e-05+1.0518e-05i,-3.325e-05-0.00022599i,-6.8302e-05-0.00022039i,-0.00051035+0.00016552i,-0.0004179+0.00079465i,0.00020988+0.0024792i,6.1667e-05+0.003317i,-0.00017172+0.0018765i,-7.6496e-05+0.00072494i,-0.00064732+0.00075318i,-0.0013239+0.00052616i,-0.0012742+0.00042353i,-0.00060592+0.00016403i,-0.0001718+0.00020915i,-0.00030587+0.00041678i,0.00028752+0.00075402i,0.00050643+0.00052464i
0.00067384-0.00038316i,0.00085466-0.00046426i,0.00094475-0.001014i,0.00121-0.0013422i,0.00088369-0.00090179i,0.00020838-0.00021466i,-0.00030172+0.00035475i,-0.00063523+0.00077568i,-0.0007224+0.00073765i,-0.00083778+0.00090237i,-0.00060431+0.0005839i,-0.00012441-8.589e-05i,-0.00027228+0.00017885i,-0.0012028+0.00081156i,-0.00097599+0.0015251i,-0.00035228+0.0015536i,-0.00065757+0.00076538i,1.1144e-05+0.00010211i,0.00089446+0.00056859i,0.00061927+0.00046294i,0.00020366-0.00083721i,-3.7351e-05-0.0010514i,-0.00021315-0.00030435i
0.00032452+0.00044181i,5.8146e-05+0.00091033i,0.00036595+0.00075559i,0.00076656+0.0002588i,0.00087467-0.00051694i,0.00052747-0.00036844i,0.00070552+0.00022676i,0.00094002+0.00044363i,0.00082374+0.00011696i,0.00020808-0.00037358i,0.00014555-0.00034477i,0.00059586-0.00010379i,0.00054796+0.00028081i,0.00049161+5.436e-05i,0.00039368+0.00021662i,-0.00037607+0.0011935i,-0.0005238+0.0014437i,-0.00096026+0.0012915i,-0.0010446+0.0013395i,0.0001085+0.00084047i,0.00089968-0.00022588i,0.00099135-0.00024374i,0.00018745-2.1738e-05i
-0.00088894+0.00063266i,-0.00032621+0.0016337i,0.0016467+0.0025984i,0.0025259+0.0013107i,0.0019043+0.00017065i,0.0008357+0.00015036i,-0.00021696+0.00027702i,-0.00080246+0.00027248i,-0.0008249+0.00064951i,-0.00048402+0.00060236i,-0.00023088+0.00027581i,-0.00060117+0.00023447i,-0.0010108+0.00016642i,-0.00065238+0.00046705i,-0.00028107+0.00018962i,-0.00036822-0.00044375i,-0.0005488-0.00048197i,-0.00041108-0.00074402i,-1.1699e-05-0.00073104i,8.102e-05-0.00016083i,-0.00032359-0.00015531i,-0.00064984+0.00021395i,-0.00024877+0.00067847i
0.0019336+0.00092214i,0.0024509+8.1336e-05i,0.003528-0.00108i,0.0032732-0.0017167i,0.0016573-0.0016311i,-0.00012706-0.00099579i,-0.00086992-0.00050012i,-0.00021825-0.00047717i,0.00074194-0.00045326i,-6.7216e-05+2.6232e-05i,-0.0014895-1.7065e-05i,-0.0021139-0.0002644i,-0.0026063-0.00039005i,-0.0017335-2.4741e-05i,-0.00011603+0.0010628i,-5.2643e-05+0.00082411i,-0.00059643+0.00055899i,-5.6156e-05+0.0011494i,0.00047638+0.0017327i,0.00050379+0.0007363i,0.00044083-0.00039021i,0.0002329+0.00027985i,0.00029146+0.001166i
0.0027361+0.0012127i,0.0014867+0.0011589i,0.0006861-0.00038286i,0.00094804-0.0013971i,0.00091944-0.00050944i,0.00083933+0.0001368i,0.00093568+0.00067662i,0.00018741+0.00097869i,-0.00068395+0.00031439i,-0.00046851-1.799e-05i,0.00016546+0.00037542i,0.00022829+0.0010368i,0.00056022+0.0022921i,0.0010683+0.0022489i,0.00093833+0.00060838i,0.00057349-0.00040433i,0.00032865-0.00017753i,-0.0009043-0.0001684i,-0.0016+0.00032737i,-0.0011968+0.00077799i,-3.7438e-05+0.00059756i,0.0011534+0.00032451i,0.001264+0.00095573i
0.00080329+7.8334e-05i,0.0015711+0.00045886i,0.0033247+0.0001933i,0.0029596-0.0015187i,0.0014616-0.0019715i,-2.1313e-05-0.0006528i,1.8044e-05-6.6466e-06i,0.00036102+4.7553e-05i,-9.8623e-05+0.00024706i,-0.0011152+3.9098e-05i,-0.0015058-0.00020322i,-0.0013676+0.00031041i,-0.00092849+0.00078125i,-0.00027823+0.00029754i,-0.00018698-0.00010041i,-0.00091609-0.00015243i,-7.6471e-05-0.00030706i,0.00038821-0.00060867i,3.7639e-05-0.00067091i,-0.00031163-6.5187e-05i,-0.00057393+0.00060061i,-0.00070939+0.00032409i,-0.00064048+0.00034221i
0.00048006-0.0028372i,0.00032724-0.0022293i,0.00045251-0.0013231i,0.00061422-0.0014706i,0.00024394-0.001079i,0.00028269+0.00058175i,0.0010441+0.0010085i,0.0014849+0.00047891i,0.00032554+0.0005821i,-0.00060976+0.00054824i,-0.00059099+0.00080184i,-0.00025517+0.00073116i,0.00015132-8.1732e-05i,0.00046222-0.00056123i,0.00043035+0.00013816i,-0.00019196+0.00066258i,-0.00035561+0.00025347i,0.00015119+0.00062344i,-0.00049465+0.00092693i,-0.00097275+6.7775e-05i,0.00043967-0.0002905i,0.0010033+1.2516e-05i,6.4832e-05+0.00049833i
0.00033002+0.00083938i,-0.0006004+0.00084796i,-0.00069555+0.0011655i,-0.00024566+0.00051277i,0.00035076-0.00023753i,0.0005555-0.0004502i,0.00025871-0.00013481i,-7.2094e-05+0.00017397i,-0.0010418+0.00091108i,-0.0015621+0.0013817i,-0.00085639+0.0003092i,-4.3689e-05-0.00014856i,0.00053075+0.00058946i,0.00052933+0.0010137i,0.00043854+0.00063259i,0.00067631+0.00039857i,0.00099757-9.6044e-05i,0.00054473-0.00037562i,-0.00013803-0.00077869i,0.00014643-0.00078907i,-2.5886e-05+0.00030688i,-0.00058258+0.00083283i,-0.00042026+0.00072119i
-0.0029201+0.0016606i,-0.0016325+0.0023388i,0.00037823+0.0032634i,0.0011215+0.0029042i,0.0017569+0.0025176i,0.0017339+0.0019337i,0.00059941+0.0011772i,0.00028021+0.00074555i,0.00011736+0.00058263i,-0.00015034+0.00041031i,-0.00020383+0.00037654i,-9.0716e-05+0.00049605i,0.00025767+0.00013188i,0.00018365-2.8671e-05i,-0.00011209+0.00075871i,-0.00050807+0.0011878i,-0.00037855+0.00054858i,0.00043337+4.4242e-05i,0.0012238-0.00034809i,0.0010941-0.00077441i,-0.00013158-0.0010561i,-0.00082643-0.0017455i,-0.00016204-0.0021243i
-0.00020934-0.0033067i,-0.00096223-0.0034073i,-0.00030651-0.0033305i,-3.2614e-05-0.00218i,-0.00088615-0.0014153i,-0.00089933-0.00044337i,-0.00063803-2.5076e-05i,-0.00037143+0.00010988i,-0.00049975+0.00065502i,-0.00039524+0.00056193i,-0.00019729+0.00014984i,0.00018714+0.00095613i,0.00034002+0.00089881i,0.00068653-0.00043975i,0.00074543-0.00070695i,-0.0002764-0.00064316i,-0.00034696-0.00075742i,-0.00023534-8.8545e-05i,-9.7017e-05-9.9764e-05i,0.0010999-0.00042983i,0.0019389-0.00016484i,0.0014746-0.00058119i,0.001172-0.00070017i
0.0026271+0.00036151i,0.0032125-0.00022125i,0.0024253-0.0014176i,0.0011313-0.0014167i,0.0010328-0.00046855i,0.00040554+0.00022375i,0.00015466+0.00048596i,0.00050383+0.00046179i,0.00035429+0.00043122i,-0.00077967+0.00049234i,-0.0014709+0.00072937i,-0.0011374+0.00059787i,9.3135e-05+0.0010495i,0.00093515+0.0014584i,0.00095485+0.001172i,0.00086807+0.0010059i,0.00089085+0.0013281i,0.00054962+0.00060878i,-0.00047678-0.0010355i,-0.00052089-0.0010016i,-0.00014275-0.00034417i,-0.00036231+0.00016352i,-0.0001197+3.1396e-05i
0.0017055+0.00027909i,0.0013089+0.00070362i,0.0018819+0.00037465i,0.0020918-0.00080531i,0.001525-0.0017003i,4.9228e-05-0.0011237i,-0.00052939-8.0196e-05i,9.3258e-05+0.0001793i,-0.00051865+0.00046193i,-0.0010374+0.00015376i,-0.00053863-3.629e-05i,5.0052e-05+0.00078422i,0.00039211+0.0016362i,0.00054159+0.0013758i,0.00029099+0.00039022i,-7.1485e-05+0.00030552i,0.00028197+0.00010734i,0.00063017-0.00044198i,0.0010519+0.00050464i,0.00040559+0.001317i,0.00020503+0.00071867i,0.00073885-0.00012508i,0.00060813-0.00037536i
-0.0008092-0.0024919i,-0.0016759-0.0023892i,-0.0015917-0.0019002i,-0.00053798-0.0012203i,9.4288e-05-0.00056791i,0.0005535+0.00039224i,0.0011995+0.0012948i,0.0012617+0.00040232i,0.00085353-0.0010998i,0.00064847-0.00078337i,0.00053103+0.00032957i,0.0011459+0.0011392i,0.0014552+0.001686i,0.00085062+0.0012013i,0.00024549+0.00040321i,7.3385e-05-0.00059637i,-9.699e-05-0.00049844i,-4.3848e-05+0.00026192i,-0.00027792+0.00071645i,3.9684e-05+0.00098069i,0.00049189+0.00051497i,-0.0001752+0.00060527i,-0.0005329+0.00062417i
-0.00031101+0.0012687i,0.00056639+0.00033124i,0.00093752-0.00096846i,0.00095247-0.00087305i,0.0010361+0.00023729i,0.00078491+0.0012832i,-2.684e-05+0.001603i,-0.00033876+0.0010951i,-0.00053287+0.00026936i,-0.00034971-0.00017313i,-0.00056345+0.00037306i,-0.0016203+0.00088851i,-0.0017505+0.00059279i,-0.00096076+0.00053196i,-7.3949e-05+0.00033058i,0.00015915+0.00025788i,0.00018825+0.00026272i,0.00084061-0.00053604i,0.0014239-0.001195i,0.00086382-0.00086638i,-0.00028145+1.1697e-05i,-0.00033823+3.6523e-06i,0.00074958-0.00075464i
0.00058992+0.00094841i,-0.0013369+0.00058442i,-0.0013381-0.00086336i,-0.00038794-0.002055i,-0.0004418-0.0019417i,-0.00093725-0.00098181i,-0.0011666+0.00024907i,-0.0015904+0.00085935i,-0.0011795+0.0010738i,-0.00012466+0.00060512i,0.00027899+3.3299e-05i,7.249e-05+5.6731e-05i,0.00033542+0.0005151i,0.00081889+0.0006404i,0.00092496+0.00022051i,0.00090892+0.00018648i,0.0010696+9.0713e-05i,0.00033464+1.3169e-06i,-0.00046314+0.00073367i,-0.00044521+0.00069541i,4.0989e-05+6.8905e-06i,0.0008868-1.6568e-05i,0.0010772+0.00039651i
0.0012414-0.0024342i,0.00067324-0.0033037i,0.00058209-0.0029857i,0.00031083-0.0015887i,-0.00028587+0.00013658i,-0.00061309+0.00047057i,-6.9963e-05+0.00068889i,-9.1783e-05+0.00092569i,-0.001274+0.00057982i,-0.0011884+0.00069585i,-0.00047186+0.00078222i,-0.00068382+0.0012238i,-0.0001002+0.0016737i,0.00028467+0.0019432i,-0.00062024+0.0012321i,-0.00050713+0.00039715i,0.0001596+0.00021887i,3.1781e-05-5.7872e-05i,-0.00024437+0.00019383i,-0.00027394+0.00067443i,-0.00012879+0.00034928i,-0.00042171+0.00017432i,-0.00057272+0.00036881i
0.00061288+0.00052134i,0.0020815+0.001398i,0.0026015+0.0011911i,0.002435-0.00050454i,0.0019315-0.001271i,0.00056067-0.00043486i,-0.00072335+0.00097636i,0.00010795+0.00068687i,0.0010019-0.00045713i,0.00058972-0.00019438i,0.00017972-0.00015995i,-0.00021187-0.00089119i,-0.00041574-0.00041811i,0.0001783-6.2367e-05i,0.00050524+0.00025679i,0.00013758+0.00044905i,-1.3499e-06+0.00024491i,3.3629e-05+0.00034365i,0.00035756+0.00036801i,0.0014403-0.0001035i,0.0010536-0.0013119i,0.00033885-0.0015973i,0.0005163-0.0012307i
-0.00038906-0.0016665i,-0.0013124-0.0021652i,-0.00069919-0.0024639i,0.00058041-0.0024143i,0.00084987-0.0011397i,0.00031047+0.00072973i,0.00021776+0.00057359i,0.00010161+0.00031872i,-0.00044794+0.00080906i,-0.0010478+0.001066i,-0.00088414+0.0010594i,3.0435e-05+0.00084807i,0.00077778+0.00099555i,0.00065634+0.0015345i,0.0002365+0.001129i,2.2884e-05+6.0571e-05i,0.00046216+0.00018043i,0.00010962+0.0003338i,-7.3612e-05-0.0001509i,0.00030206+5.8773e-05i,0.00040087+0.00089136i,-0.0005213+0.0012155i,-0.0011092+0.00048188i
0.0013411-0.0015193i,0.0010362-0.001998i,0.00089241-0.0025976i,0.0012314-0.0017562i,0.0010928-0.00057019i,-0.0001841+0.00031733i,-0.0010042+0.0004747i,-0.00026444+0.00017822i,0.00028961-0.0001647i,-9.0134e-05+0.0003617i,-0.0007273+0.0014753i,-0.00095197+0.0016024i,-0.00071238+0.00089053i,-0.00039871+0.0010409i,-7.1698e-05+0.00062998i,0.00044717+0.00015298i,0.00038339+0.00058391i,0.00020333+0.00052962i,-5.9982e-06-0.00022312i,-0.00057928-0.00074966i,-0.00079301-0.00097824i,-0.0011358-0.00044042i,-0.00069187+0.00032753i
-0.00029709+0.0015952i,-0.00091077+0.0015699i,0.0001324+0.00017937i,0.0021463-0.00029931i,0.001805+8.4681e-05i,0.0004904+0.00034837i,0.00017829+0.00049152i,9.3843e-05-0.0001047i,-0.00015069-0.00055038i,-0.00042473-0.00058473i,-0.0010906-0.0011847i,-0.00075343-0.00097885i,0.00035246+0.00078329i,-3.2987e-05+0.0013011i,-0.0008373+0.00091755i,-0.00053475+0.00040211i,0.00048538-0.00011477i,0.0010689+0.00016602i,0.0013535+0.00085085i,0.0012082+0.001376i,0.00090963+0.0006112i,0.0012453-0.00030849i,0.0012195+0.00016425i
2.4138e-09+0.0011908i,0.0013532+7.0141e-05i,0.0022202-0.00067381i,0.0020997-0.0013219i,0.0012749-0.0013698i,0.00046255-0.0015518i,0.00015702-0.0010076i,-0.00039447-0.00017402i,-0.00014107-2.604e-05i,0.00033261+0.00085601i,-0.00048156+0.0013495i,-0.00051068+0.00081266i,-0.00016311+0.0010453i,-0.00034755+0.0013767i,-6.2618e-05+0.00063451i,0.00027606-0.00018574i,5.6699e-05-0.00016105i,0.00010625-8.3995e-05i,3.0934e-05+0.00012554i,0.0001496+0.00063691i,0.00048194+0.0017724i,0.0001019+0.001824i,-0.00051622+0.0012556i
-0.001626-0.0011675i,-0.0012424-0.0013228i,-0.001823-0.00098748i,-0.001848-0.0002996i,-0.0012573+0.00069551i,-0.0005269+0.0014634i,0.00027383+0.0019171i,-0.00016721+0.0017263i,-0.0010407+0.0015609i,-0.00087091+0.0010676i,3.5004e-05+6.4108e-05i,0.0004775-0.00028035i,0.0010952-0.00011666i,0.0014091-0.00041209i,0.00087531-0.00054714i,0.00029697-0.0004154i,-9.6729e-05-0.00064396i,0.00023876-0.00042842i,0.00052008+0.00054671i,0.0008852+0.00083538i,0.00062722+0.00077976i,-0.00038253+0.00030594i,-0.000267-0.00045334i
0.0022818+0.00091001i,0.0014778+9.5211e-05i,0.0022892-0.00024537i,0.0023616-0.00062497i,0.0012712-0.0010054i,-0.00017557-0.00097277i,-0.00039818-0.00025409i,-0.00039519+0.00017464i,-5.5475e-06-0.00013526i,0.00048945+2.3956e-05i,0.00011485+0.0004047i,0.00020906+0.00064419i,-3.5068e-05+0.0013483i,0.00091347+0.0014925i,0.0010709+0.00079218i,0.00082606+1.1073e-05i,0.0009302+0.00040432i,0.00072019+0.00089328i,0.0002805+0.00024171i,0.00046267+0.00032879i,0.00092285+0.00092487i,0.00019308+0.00028714i,0.00023749-0.00011014i
0.0022661-0.0011217i,0.0037639-0.0015508i,0.004063-0.002017i,0.0021348-0.00179i,0.00042631-0.0015687i,-0.00022969-0.001186i,-0.00039136-0.00067612i,-0.0011098-0.00064127i,-0.0017517-0.00022763i,-0.0018219+0.00042011i,-0.0013854+0.0005496i,-0.0014382+0.00068159i,-0.0019124+0.0011498i,-0.0012043+0.0012955i,-0.00034455+0.0006783i,-0.00024352+5.5156e-05i,-2.8081e-05-0.00033826i,0.00045412-0.00063209i,0.00039955-0.00097051i,-0.00027523-0.00049661i,-0.00078387-1.1818e-05i,-0.0006078+0.00042074i,-0.00010231+0.00027677i
-0.00012888-6.93e-05i,0.0010733-0.00055073i,0.0017223-0.00059402i,0.0012415-0.00016254i,0.00050348+0.00044049i,-0.00016807+0.0011319i,-0.00026485+0.0011765i,7.423e-06+0.00054666i,-0.00044799+0.00033314i,-0.0008436-0.00016915i,-0.00028035-0.0006249i,0.00026551-0.00082021i,-8.1637e-05-0.0010057i,0.00020655-0.00014703i,0.00061568+0.00077696i,0.00099436+0.00073093i,0.0010414+0.00032973i,0.00051418-0.00017062i,-9.4221e-05+0.00012296i,-0.00040946+0.00038962i,-0.00064031-4.566e-05i,-9.1325e-05-0.00093932i,0.0004145-0.00083202i
0.0011837-0.00013234i,0.001254+0.00029963i,0.0018479+0.0010324i,0.0021024+0.00030792i,0.0019876-0.00067754i,0.0017019+0.00021888i,0.0015971+0.00088838i,0.00063329+0.00015219i,-0.00034297+0.00015077i,-0.00010073+0.00089959i,-6.8353e-05+0.0012645i,-0.00063174+0.00094636i,-0.00076324+0.00050612i,0.00017516+0.00044845i,0.00045429+0.0005937i,0.0008011+0.00031742i,0.00083346-0.00032739i,0.0003811-0.00078244i,7.4182e-05-0.00057925i,-1.8564e-06-0.00032946i,0.00028572-6.991e-05i,0.00029519+0.00030894i,-7.7813e-05+0.0003418i
0.0014044-0.0019564i,0.00053351-0.0015145i,0.0015043-0.0014336i,0.0018421-0.0023068i,0.0010134-0.0024276i,-0.00055144-0.00012246i,-0.00034351+0.0018872i,0.00089211+0.00092347i,0.00029575+0.00021964i,-0.0004087+0.00069928i,-0.0006828+0.0010433i,-0.00072271+0.00045015i,-0.00019994-0.00019653i,-0.00044032-0.00026053i,-0.0013443+0.00045633i,-0.00073687+0.00075574i,-0.00031565+0.00078638i,-0.0007008+0.0007032i,0.00027231+0.00043302i,2.7035e-05+0.0002102i,-0.0002801-0.0005131i,0.00063293-0.0011093i,0.0006368-0.0013999i
-0.00018006-0.0018859i,-0.001154-0.0021367i,-0.0012606-0.0019694i,-0.00052866-0.0016172i,-0.00028393-0.0011284i,-0.00035484-0.00054156i,-0.00050897+0.00053982i,1.533e-05+0.0010969i,-0.00012952+0.00083483i,-0.00043079+0.00056316i,-0.00050682+0.00087814i,-0.00051573+0.00059278i,0.00027682+0.00019504i,0.0011973+0.00079719i,0.00088414+0.001251i,0.00012252+0.00053341i,4.6911e-05-0.00031963i,0.00039744-0.00019212i,0.00012593-0.00030023i,-0.00017549-0.0007248i,2.132e-05-0.00028886i,-5.1808e-06+0.0010606i,1.1363e-05+0.0016184i
0.00080839+0.0021391i,0.0017453+0.0026308i,0.0026456+0.0021426i,0.0028658+0.00147i,0.002604-0.00020298i,0.0019752-0.00065035i,0.0014136+3.8366e-05i,0.0012989-0.00045718i,0.0010746-0.00044679i,0.00030538+0.00012394i,-0.00014387+0.00049149i,-0.00049822+0.00032231i,-0.0012249-0.00023154i,-0.0012897-6.9332e-05i,-0.001089+0.00026704i,-0.0009689-0.00041706i,-0.00021094-0.00083664i,0.00060866-0.00048333i,0.001134-0.00020248i,0.0010591+0.00018571i,0.00030004+0.00083759i,-0.00036917+0.0010155i,-0.00065939+0.0011832i
-0.00096928+0.0050118i,-0.00030087+0.0050854i,0.00084266+0.0037273i,0.002451+0.0017315i,0.0040859+0.00072912i,0.0029319+0.00036708i,0.00086219-4.2838e-05i,0.00040465+0.00078844i,-0.00034232+0.0013225i,-0.0012783+0.00046079i,-0.0010308-0.00039415i,-0.00042942-0.00024038i,-0.00068653-0.00014409i,-0.0012389-0.00039916i,-0.0011735+5.4371e-05i,-0.0013707+0.00024322i,-0.001441+0.00055548i,-0.00014151+0.0010269i,0.00058968+0.00088431i,3.8186e-05+0.00014327i,0.00019001-0.00043554i,0.00043286-0.00041346i,4.5451e-05-0.00010401i
0.00048067-0.0015452i,-0.00056553-0.0016282i,-0.00012768-0.00058139i,0.00036471+0.0001941i,0.00066707+0.00032315i,0.00018441+0.00082458i,-0.00051791+0.00067458i,-0.00070195-0.00033943i,-0.001594-0.00066283i,-0.0015553-0.00016753i,0.00025426+0.00085245i,0.0009955+0.00097373i,0.0003353+0.00066218i,-0.00076012+0.00054937i,-0.0011728+5.9542e-05i,-0.00027091+0.00051521i,0.0004846+0.00089556i,0.00051687+6.2214e-05i,0.00085908-0.00070014i,0.00039798-0.0002136i,-0.00053768+0.00058231i,-0.00081675+0.00092183i,-0.00037237+0.0005236i
0.00031122+0.00049028i,0.001353+0.00032224i,0.0018276+0.00057281i,0.0016921+0.00068639i,0.0012737+0.00048976i,0.00040238+0.00038429i,0.00010301-0.00078063i,0.00032829-0.00080686i,2.599e-05+0.0003828i,-0.00019606+0.00075464i,-0.0001677+0.00026116i,-0.00068227-9.5616e-05i,-0.0011447+0.0001131i,-0.0011429+0.00016092i,-0.00042695+0.00019388i,0.00073595-0.00016746i,0.00066762-0.00034996i,0.00013538-0.00023961i,0.00031707-0.00027825i,2.0601e-05-0.00025342i,-0.00070144+0.00011805i,-0.00095752+0.00026025i,-0.00010333-0.00013841i
0.0021367+0.00064298i,0.00083251+0.0001162i,0.0008631-0.0021228i,0.0012301-0.0030299i,0.00060757-0.0022079i,-6.2871e-05-0.00052969i,-0.00035007+0.0002253i,-0.00020329-1.6319e-05i,-0.00054838+0.00024478i,-0.0011335+0.00033467i,-0.00089894+0.00014742i,-0.00098029+0.00014478i,-0.00041954+0.00017296i,0.00039279+0.00043642i,0.00078701+0.00047695i,0.00043419+0.00043971i,-7.191e-05-0.00010614i,0.00025687-0.00080927i,-0.00014897-0.00057863i,-0.00010347-0.00053996i,0.00079645-0.00051641i,0.0013333-0.00012065i,0.00091067+0.00020327i
-0.0015261+0.0016046i,-0.00095666+0.0021622i,0.00025116+0.002404i,0.0014426+0.0023002i,0.0010808+0.0013991i,0.00017871+5.331e-05i,0.00070647-0.001017i,0.00056605-0.00032162i,-0.00057448+0.0011602i,-0.0010761+0.001231i,-0.00070867+0.00041762i,-0.00073442-0.000324i,-0.00051664-0.00034953i,0.0001086+0.00014577i,0.0003984-0.00015947i,-0.00020683-0.00015514i,-0.0010427+0.00016413i,-0.00041515-0.00015073i,0.00038374-0.0003601i,0.00040633-0.00047654i,0.00034483+6.0503e-05i,-3.1105e-05+0.0008307i,-0.0006345+0.00086605i
-0.00012861-4.8119e-06i,-0.00020711+0.0011562i,0.0007983+0.00081212i,0.0011677-0.00030385i,0.00049466-0.00046962i,-1.07e-05-7.6795e-05i,-0.00041076+0.00017172i,-0.00085863+0.0001921i,-0.00086546+0.00014908i,0.00043467+0.00055874i,0.0012345+0.0010826i,0.00053304+0.001283i,4.6404e-07+0.0011208i,-9.9993e-05+0.00039042i,-0.0006597-0.00054231i,-0.00070896-0.00074804i,8.6681e-05-7.1997e-05i,2.5514e-05+0.00025981i,-0.00026022-0.0007162i,0.00063489-0.0013656i,0.0008495-0.000618i,0.0007207-0.00030633i,0.0011912-0.00085698i
