0.00028138+0.00038491i,0.0010401-8.5113e-05i,0.00051931-0.0017691i,0.00065924-0.0019464i,9.573e-05-6.972e-05i,-0.00071234+0.0010371i,-0.00022683+0.0014992i,0.00010345+0.0020001i,0.00011238+0.0015853i,0.00017261+0.00073407i,-0.00039967+0.00012148i,-0.00096785-0.00045198i,-0.00094711+0.00030817i,-0.00054107+0.00093972i,-0.00046528+0.0004419i,-0.0007493-0.00036766i,-0.0001674-0.00098115i,0.0010229-0.00055477i,0.0010052-0.00011982i,0.00041416-0.00018179i,-0.00019553-0.00043402i,-2.9481e-05-0.00053097i,0.00037509-0.00038492i
0.060702-0.071349i,0.061226-0.099996i,0.026814-0.12828i,-0.02669-0.15886i,-0.081187-0.14263i,-0.10487-0.066163i,-0.083718-0.0098879i,-0.053423-0.0041877i,-0.036026+0.00126i,-0.016904+0.0128i,0.00082494+0.013059i,0.0099168+0.0073178i,0.013575+0.0021279i,0.014061+0.00040574i,0.01329-0.0034296i,0.010664-0.0081603i,0.00749-0.0075769i,0.0042894-0.0039625i,-4.6039e-05+0.00020515i,-0.0023427+0.0054456i,-0.0011349+0.010798i,0.0022454+0.0099032i,0.0032025+0.0015586i
0.0039264+0.091698i,0.00034168+0.12459i,0.0065636+0.14417i,0.037921+0.15336i,0.077465+0.10687i,0.087043+0.0084596i,0.061733-0.043508i,0.041499-0.035183i,0.030564-0.029033i,0.0072909-0.025798i,-0.012115-0.0096643i,-0.014623+0.0067028i,-0.0095107+0.013529i,-0.0050642+0.012928i,-0.0032416+0.014021i,-0.0032869+0.017101i,-0.0042441+0.015983i,-0.0026676+0.0094757i,0.0021908-0.00073761i,0.0019103-0.011353i,-0.0053386-0.016669i,-0.010283-0.012629i,-0.0084882-0.0038905i
-0.053179-0.061694i,-0.055091-0.083044i,-0.050373-0.078412i,-0.074438-0.045057i,-0.10704+0.02605i,-0.10363+0.099944i,-0.072958+0.1098i,-0.050916+0.073295i,-0.03373+0.045163i,-0.0083679+0.026423i,0.0090308+0.0043085i,0.0099636-0.011856i,0.0034271-0.016333i,-0.0012081-0.015749i,-0.0021315-0.015847i,-0.00081426-0.015315i,0.00072787-0.01377i,-0.00092841-0.010812i,-0.0032868-0.0025232i,0.00054012+0.0066307i,0.0095053+0.010241i,0.01408+0.0073541i,0.0094756+0.0034632i
0.081669+0.00050781i,0.10451+0.0035045i,0.12243-0.016274i,0.1607-0.07751i,0.17214-0.15235i,0.12652-0.17252i,0.078142-0.12763i,0.051642-0.074927i,0.024522-0.038876i,0.0011483-0.010386i,-0.0047924+0.010436i,-0.00041982+0.017331i,0.004634+0.013844i,0.0062289+0.010488i,0.0053587+0.0083032i,0.0048458+0.0057702i,0.0041623+0.0054647i,0.0034211+0.0053863i,0.00098597+0.0028483i,-0.0049769+0.00071522i,-0.012225+0.0015403i,-0.013054+0.0032406i,-0.0054847+0.00335i
-0.060101+0.051385i,-0.09735+0.056978i,-0.13828+0.058645i,-0.1779+0.10676i,-0.15569+0.17511i,-0.075732+0.17404i,-0.024242+0.11538i,-0.014105+0.071537i,-0.003296+0.043284i,0.0038323+0.012047i,-0.0044247-0.0077999i,-0.013304-0.0075877i,-0.013881+0.00037003i,-0.010802+0.0047832i,-0.0098401+0.0050735i,-0.010468+0.0028663i,-0.010592+5.7891e-05i,-0.0068571+0.00017111i,0.002131+0.00054533i,0.011089-0.0047157i,0.015962-0.012268i,0.011977-0.014072i,0.0034787-0.0096296i
0.015814-0.07382i,0.043965-0.087039i,0.078044-0.082259i,0.081545-0.11533i,0.025046-0.17218i,-0.048825-0.16975i,-0.066066-0.11553i,-0.038345-0.074565i,-0.017399-0.045402i,-0.0038971-0.014919i,0.012321+0.00089065i,0.019572-0.0016359i,0.014773-0.0084095i,0.0097974-0.010182i,0.010317-0.0085405i,0.013159-0.0042384i,0.013823-0.0012695i,0.0097921-0.0021798i,0.0018243-0.0020537i,-0.0069251+0.0045457i,-0.011508+0.014314i,-0.007906+0.016938i,-0.0020257+0.011443i
0.04348+0.058413i,0.038161+0.086506i,0.032587+0.10597i,0.072784+0.1417i,0.13548+0.17975i,0.16191+0.17026i,0.13006+0.12327i,0.073123+0.081818i,0.030264+0.049204i,0.0034962+0.022767i,-0.012744+0.01117i,-0.013646+0.0103i,-0.0045142+0.0094162i,0.0013898+0.0050557i,6.2294e-05+0.0013492i,-0.0060753+0.00025544i,-0.0096723+0.001435i,-0.0073131+0.0040101i,-0.0030311+0.003432i,0.00029439-0.0021351i,9.3815e-05-0.0098351i,-0.0032264-0.012051i,-0.0041736-0.0062977i
-0.068291-0.014686i,-0.084994-0.056446i,-0.09966-0.11479i,-0.15211-0.16242i,-0.202-0.16917i,-0.1943-0.13227i,-0.13644-0.085652i,-0.074424-0.054075i,-0.033247-0.033092i,-0.0075504-0.021796i,0.0031204-0.019213i,-0.0012663-0.015807i,-0.0086641-0.0074516i,-0.0095969-0.00090075i,-0.0056899-0.0023708i,-0.0013662-0.0072579i,0.00096219-0.0095887i,0.00068538-0.0083914i,0.001551-0.0038951i,0.0073071+0.0012082i,0.013891+0.0052501i,0.014873+0.0056139i,0.0092427+0.0020825i
0.056357-0.029669i,0.088784+0.0012805i,0.11336+0.063762i,0.15578+0.095984i,0.19632+0.065941i,0.18668+0.01695i,0.1319-0.0064005i,0.078105-0.0043153i,0.043909+0.0046917i,0.020049+0.013046i,0.0085408+0.020658i,0.0085928+0.018623i,0.009551+0.0082219i,0.0069984+0.00085093i,0.0042568+0.0024047i,0.0026272+0.0085626i,0.0021563+0.011424i,0.002835+0.0077773i,0.00033011-0.00014534i,-0.0084356-0.0061401i,-0.016456-0.0073368i,-0.016665-0.0037358i,-0.011098-0.00046885i
-0.019257+0.062461i,-0.055608+0.068115i,-0.088561+0.042504i,-0.1253+0.037777i,-0.16644+0.079743i,-0.17111+0.10575i,-0.1312+0.08662i,-0.086845+0.048259i,-0.05768+0.016183i,-0.036359-0.0012948i,-0.023309-0.010506i,-0.016429-0.0086439i,-0.0093418+0.0013198i,-0.0038137+0.0061476i,-0.0031338+0.0042669i,-0.0047387-0.00072978i,-0.0047736-0.0044307i,-0.0050208-0.003364i,-0.00464+0.001759i,0.0012187+0.0053598i,0.0094111+0.0032504i,0.011842-0.00014984i,0.0090978-0.00052102i
-0.022009-0.063967i,0.0040731-0.10584i,0.058844-0.12687i,0.11492-0.14853i,0.1518-0.17986i,0.14537-0.16981i,0.10556-0.11365i,0.069411-0.05711i,0.047665-0.021792i,0.034569-0.0054043i,0.026065-0.001017i,0.016591-0.0039575i,0.0050947-0.0075423i,-0.0016754-0.0053567i,-0.001113-0.001976i,0.0036041-0.00038551i,0.0066184+0.00048776i,0.0060859+0.00055482i,0.0048729+0.0002016i,0.0022811+0.002364i,-0.0011831+0.0080104i,-0.002451+0.0107i,-0.0021095+0.0069399i
0.055492+0.030613i,0.05071+0.077204i,-0.0047584+0.12205i,-0.067728+0.15607i,-0.090989+0.17907i,-0.067139+0.16577i,-0.032959+0.11241i,-0.02124+0.062521i,-0.019864+0.037522i,-0.017181+0.024906i,-0.015705+0.01828i,-0.0097707+0.015559i,-0.00011635+0.010302i,0.0067556+0.0034231i,0.0076445+0.0010811i,0.0024192+0.0028431i,-0.0015678+0.0044505i,-0.00018427+0.0049918i,0.00232+0.00187i,0.0022732-0.0065936i,0.00067536-0.015466i,-0.00016716-0.016422i,0.0013978-0.012029i
-0.058104+0.019652i,-0.081454-0.0056053i,-0.057627-0.055459i,-0.01794-0.10392i,-0.013281-0.14075i,-0.037894-0.14849i,-0.045989-0.11056i,-0.023341-0.068183i,-0.0038566-0.047739i,-0.00023913-0.035123i,0.0013843-0.023884i,0.0011616-0.014494i,-0.0019685-0.005092i,-0.0034481+0.00072719i,-0.0022883+0.00054377i,-0.00065778-0.0023175i,-4.6991e-05-0.004895i,-0.0017441-0.0067166i,-0.006042-0.0043419i,-0.0078777+0.0040085i,-0.0046134+0.011654i,-0.0013483+0.012216i,-0.0021413+0.010318i
0.032822-0.055092i,0.074941-0.060069i,0.10049-0.013589i,0.10532+0.05577i,0.11356+0.10979i,0.11559+0.12443i,0.087876+0.095235i,0.043401+0.061911i,0.016165+0.044452i,0.0099606+0.03116i,0.0083905+0.019948i,0.0061727+0.0094995i,0.003279-0.0014703i,-0.00068747-0.0069448i,-0.002483-0.0073042i,-0.0013454-0.0060478i,3.2106e-05-0.0038205i,0.0024594-0.0010536i,0.0066416+0.00017467i,0.0074671-0.001534i,0.0029176-0.0037836i,-0.0012807-0.0057566i,-0.0014576-0.007648i
0.010026+0.063483i,-0.021069+0.090944i,-0.069428+0.056288i,-0.10729-0.028747i,-0.12984-0.084079i,-0.1232-0.078067i,-0.084342-0.047763i,-0.043727-0.030295i,-0.024785-0.022843i,-0.019412-0.01417i,-0.016149-0.0081743i,-0.012522-0.0020209i,-0.0061651+0.0049146i,0.00073999+0.0070353i,0.0026509+0.0071707i,-0.0001458+0.0074003i,-0.0027579+0.0061375i,-0.0032964+0.0051181i,-0.0017504+0.0055307i,0.0051118+0.0035556i,0.01252+0.0002159i,0.014226+0.001113i,0.012983+0.003678i
-0.049991-0.036201i,-0.050971-0.071763i,-0.01102-0.062493i,0.047931-0.0022782i,0.097114+0.025669i,0.105+0.00073886i,0.07293-0.018115i,0.042449-0.0083824i,0.029924+0.0013605i,0.022159-0.0017846i,0.015537-0.0045546i,0.0086557-0.0036851i,0.0015473-0.00067198i,-0.0030503+0.0020558i,-0.0044196+0.001942i,-0.0041776+0.0011895i,-0.0022988-0.00082596i,5.025e-06-0.005679i,-0.0020683-0.0099759i,-0.010217-0.0083417i,-0.016429-0.0016832i,-0.015999+0.0019206i,-0.014621-0.00098719i
0.059695-0.0099233i,0.096195+0.011593i,0.079017+0.030763i,0.0075051+0.026041i,-0.064666+0.035552i,-0.084974+0.062991i,-0.060978+0.060335i,-0.039924+0.029759i,-0.029287+0.012142i,-0.016528+0.013531i,-0.005757+0.013654i,0.0011431+0.0077519i,0.0055861+0.0011158i,0.0064027-0.0037048i,0.0071146-0.005662i,0.0076789-0.0048519i,0.0067345-0.0029889i,0.0047245+0.0017173i,0.0060075+0.0074489i,0.0088349+0.0067261i,0.008876+0.00040343i,0.008333-0.0030052i,0.009367-0.0024395i
-0.038855+0.052325i,-0.081142+0.058841i,-0.072991+0.026543i,0.0020733-0.024021i,0.066399-0.066019i,0.064866-0.082698i,0.036462-0.060645i,0.024208-0.02616i,0.016227-0.010377i,0.0042001-0.0083845i,-0.0024883-0.0077866i,-0.004067-0.0050973i,-0.004453-0.00027173i,-0.0033918+0.0041038i,-0.0020631+0.0066479i,-0.0029648+0.0064142i,-0.0049046+0.0042562i,-0.0063289+0.00084165i,-0.00567-0.00071962i,-0.0021431+0.0035173i,0.00086774+0.008932i,-0.00021779+0.010422i,-0.0040334+0.009471i
-0.0019819-0.061943i,0.018146-0.10049i,0.014336-0.083265i,-0.031935-0.01239i,-0.052937+0.045707i,-0.017039+0.059126i,0.012793+0.039647i,0.0068982+0.019806i,0.0014471+0.012395i,0.0069944+0.0079036i,0.009176+0.0047339i,0.0066588+0.0027007i,0.0014587-0.0015539i,-0.0022855-0.0067471i,-0.0028502-0.0099324i,-0.0025499-0.010284i,-0.00030498-0.0075099i,0.0050482-0.005097i,0.0070884-0.0069178i,0.00069762-0.013376i,-0.0065272-0.017486i,-0.0057189-0.016595i,-0.0011266-0.014719i
0.041497+0.041552i,0.058496+0.092338i,0.060588+0.098947i,0.057567+0.035796i,0.025664-0.02739i,-0.027627-0.039805i,-0.04415-0.02545i,-0.022065-0.016705i,-0.0080993-0.011244i,-0.010893-0.0022572i,-0.010936+0.0035391i,-0.0052586+0.005749i,0.0022554+0.0063735i,0.0065418+0.0050688i,0.0069349+0.0041527i,0.006589+0.0033634i,0.0049033+0.0019546i,-0.0003356+0.0028419i,-0.0029386+0.0078932i,0.0026374+0.013213i,0.0092825+0.013107i,0.0097328+0.010808i,0.0057502+0.0097876i
-0.058352-0.0046013i,-0.10433-0.031909i,-0.10768-0.044776i,-0.061304-0.0053548i,0.0034757+0.035016i,0.046031+0.028098i,0.043418+0.010447i,0.018026+0.0086617i,0.0049066+0.0052173i,0.0045677-0.0046669i,0.0039019-0.0093653i,0.00019782-0.0082222i,-0.0051761-0.0037894i,-0.0092212+0.00096736i,-0.010045+0.0025687i,-0.0082808+0.0025659i,-0.0049454+0.0014865i,-0.0014325-0.0010256i,-0.00093235-0.0032235i,-0.0041195-0.00089155i,-0.0083267+0.0031537i,-0.0094673+0.0032305i,-0.0073528-4.4466e-05i
0.044832-0.04212i,0.098435-0.058247i,0.11188-0.065245i,0.054561-0.077044i,-0.010316-0.065071i,-0.029184-0.015589i,-0.01803+0.014091i,-0.0061896+0.009816i,-0.0010558+0.0073379i,0.002689+0.012428i,0.005333+0.013642i,0.0053221+0.0088109i,0.0056127+0.0017146i,0.0075676-0.0019678i,0.0079733-0.0026916i,0.0054112-0.0029006i,0.0020903-0.00040228i,0.0023913+0.0027719i,0.005954+0.00017201i,0.0088456-0.0085172i,0.010068-0.01487i,0.0092026-0.011818i,0.0078798-0.0045077i
-0.013367+0.05818i,-0.048162+0.11438i,-0.065929+0.1461i,-0.028002+0.1287i,0.010483+0.067691i,0.0087962-0.0038371i,-0.0016058-0.031017i,-0.0030877-0.018073i,-0.0057594-0.0078726i,-0.010087-0.0069892i,-0.010335-0.0056522i,-0.0062023-0.0011967i,-0.0022464+0.0058182i,-0.0012684+0.0088467i,-0.00069627+0.0064157i,0.00072895+0.0033989i,0.00044011-0.00044784i,-0.0030761-0.0028355i,-0.0076764+0.00023733i,-0.0097325+0.0085326i,-0.0091773+0.015409i,-0.0078941+0.013959i,-0.006718+0.0066146i
-0.032062-0.053909i,-0.036111-0.11943i,-0.031689-0.15637i,-0.035879-0.11935i,-0.028414-0.041604i,-9.3955e-05+0.018893i,0.01326+0.030839i,0.0073254+0.014245i,0.0060514+0.0043731i,0.011102+0.0038576i,0.013669+0.002481i,0.011316-0.0013186i,0.0060719-0.0063683i,0.0012517-0.010464i,-0.00065475-0.0099513i,-7.5664e-05-0.0058596i,0.0013053-0.0018093i,0.0028789+2.0471e-05i,0.0025387-0.00087234i,-0.00016513-0.0051305i,-0.0037178-0.0099355i,-0.0041734-0.010865i,-0.00095721-0.0065038i
0.055876+0.011781i,0.10531+0.054133i,0.12898+0.084051i,0.11288+0.056703i,0.063083+0.0096303i,0.0035985-0.0096862i,-0.018925-0.0063855i,-0.011102+0.0016965i,-0.0092335+0.0058751i,-0.013299+0.0081065i,-0.012019+0.0097114i,-0.0062738+0.0093025i,0.00028292+0.007112i,0.0047428+0.0062853i,0.0045097+0.0052994i,0.0010907+0.0027485i,-0.0026882+0.0015458i,-0.0029956+0.0025483i,0.0033479+0.0031591i,0.012541+0.0026312i,0.017975+0.0027852i,0.015322+0.0025986i,0.0071614+0.00098946i
-0.052641+0.028556i,-0.12413+0.028626i,-0.17468+0.016995i,-0.15327+0.01558i,-0.076199+0.010774i,0.0012299-0.0080279i,0.028214-0.015128i,0.017633-0.011848i,0.010684-0.011318i,0.0091902-0.013781i,0.0043228-0.014427i,-0.0014134-0.0098226i,-0.0074968-0.0031189i,-0.01024-0.00085739i,-0.0072362-0.0017705i,-0.0016061-0.0026414i,0.0031996-0.0035739i,0.0041283-0.0052758i,-0.0014826-0.0051295i,-0.011992-0.001824i,-0.018884+0.0022284i,-0.016268+0.0036792i,-0.0077026+0.001819i
0.024455-0.049278i,0.08273-0.092979i,0.1383-0.10828i,0.12727-0.08527i,0.060355-0.036177i,-0.00058588+0.010964i,-0.019328+0.022802i,-0.010499+0.015892i,-0.0040717+0.014042i,-0.001306+0.014994i,0.002495+0.012929i,0.0051325+0.0067838i,0.0064088+0.00017298i,0.0071108-0.0025446i,0.0053034-0.00032266i,0.001216+0.0035719i,-0.0014487+0.006139i,-0.00079135+0.0065127i,0.0018453+0.003457i,0.006206-0.0021149i,0.0096422-0.0071228i,0.0080395-0.0074524i,0.0032549-0.0035323i
0.014938+0.048183i,0.0013334+0.11367i,-0.027323+0.15712i,-0.031443+0.13185i,-0.012239+0.057313i,-0.00058375-0.0061365i,0.00025165-0.022296i,-0.0043925-0.01541i,-0.0080376-0.013075i,-0.0090574-0.012764i,-0.0093936-0.0092892i,-0.0077836-0.0036607i,-0.0043683+0.0026042i,-0.0033676+0.0067326i,-0.0044008+0.0060138i,-0.0055645+5.4551e-05i,-0.0060945-0.0055889i,-0.0045401-0.0045413i,-0.0013014+0.0010089i,0.0023562+0.0077402i,0.0028022+0.014088i,0.0014753+0.014188i,0.0018032+0.0082463i
-0.041088-0.030594i,-0.076672-0.089993i,-0.087319-0.15087i,-0.067258-0.14352i,-0.027367-0.071059i,0.0087181-0.00074078i,0.019081+0.022141i,0.015616+0.016327i,0.012975+0.012589i,0.013138+0.01001i,0.01308+0.0048657i,0.0085263+0.00094658i,0.0018722-0.001798i,0.0009727-0.0033477i,0.0046811-0.0029901i,0.0074814-0.00041204i,0.0087198+0.0017019i,0.0075444+0.00035374i,0.0023736-0.0040161i,-0.0047891-0.010506i,-0.0095745-0.015806i,-0.0094835-0.014481i,-0.0068479-0.0076281i
0.052566-0.0079353i,0.11527+0.019703i,0.1564+0.067365i,0.12668+0.080811i,0.047973+0.04431i,-0.013818+0.00048274i,-0.026336-0.014135i,-0.017484-0.0084682i,-0.014512-0.003707i,-0.014447+0.00043481i,-0.011839+0.0056679i,-0.0053189+0.008028i,0.0019076+0.005775i,0.0046048+0.0034377i,0.0019224+0.0020158i,-0.0027908+0.00016403i,-0.0056695+0.00016834i,-0.0054392+0.00087115i,-0.0012724+0.0025439i,0.0060736+0.0054628i,0.012779+0.0069297i,0.014492+0.0051168i,0.010781+0.00052871i
-0.028053+0.033632i,-0.088967+0.049128i,-0.1431+0.034712i,-0.12563+0.005148i,-0.050474-0.006995i,0.010944-0.003573i,0.025403-0.0010642i,0.018585-0.0039405i,0.014253-0.0052837i,0.010239-0.0068588i,0.004317-0.0089411i,-0.0015442-0.0069469i,-0.0041586-0.0022215i,-0.0040373+0.00013197i,-0.0030831-0.00064485i,-0.00092617-0.0025353i,0.0010197-0.0038292i,0.0016113-0.0026052i,0.00032135+0.00061282i,-0.0043409+0.0033862i,-0.0096877+0.0049086i,-0.011286+0.0064586i,-0.0079157+0.007095i
-0.0011125-0.041672i,0.030973-0.093164i,0.081944-0.12129i,0.093042-0.09404i,0.04766-0.036185i,-0.0017429+0.0066744i,-0.01724+0.01787i,-0.013258+0.016545i,-0.01077+0.013727i,-0.0068367+0.010937i,6.1992e-05+0.0075636i,0.0033742+0.0026889i,0.0015736-0.0012859i,-0.00040864-0.0013519i,-0.00073188+0.0013691i,-0.00023373+0.0043516i,0.00082872+0.006003i,0.0010057+0.0042598i,0.0017853-0.001147i,0.0054698-0.0085235i,0.008219-0.013708i,0.0064682-0.013359i,0.0033479-0.0099183i
0.025623+0.0303i,0.03247+0.08992i,0.0071011+0.14377i,-0.022876+0.1263i,-0.019205+0.048836i,0.0018641-0.013289i,0.0099944-0.026307i,0.0071244-0.020435i,0.0048769-0.016139i,0.0010157-0.011159i,-0.0023875-0.005877i,-0.0023984-0.0012897i,0.00051575+0.002003i,0.0028902+0.0016673i,0.0019198-0.00037211i,-0.00048561-0.0013149i,-0.0013001-0.0024859i,-0.00033237-0.0031567i,0.00018754-0.00032975i,-0.00064754+0.0061272i,-0.0010515+0.012992i,-3.0369e-05+0.014913i,0.0016406+0.011927i
-0.03223-0.0063754i,-0.069245-0.045286i,-0.077778-0.099596i,-0.046356-0.10347i,-0.012243-0.042473i,-0.00027095+0.012317i,0.0008189+0.023572i,0.0023687+0.018271i,0.0028963+0.014451i,0.0035405+0.0095784i,0.0044521+0.0039553i,0.0024399+0.0011272i,-0.00097111+0.001517i,-0.0016509+0.0026971i,-0.00067788+0.0031043i,-0.00056933+0.0017553i,-0.0008609+4.8771e-05i,-0.00099362+0.00049209i,-0.0017208+0.00074951i,-0.0038577-0.0025004i,-0.0070557-0.0072648i,-0.0094526-0.0085114i,-0.0096841-0.0068479i
0.029091-0.017837i,0.078978-0.0136i,0.12123+0.016836i,0.10306+0.03567i,0.042732+0.016234i,-0.001825-0.0091504i,-0.014468-0.015151i,-0.012976-0.012112i,-0.010745-0.0088844i,-0.0086203-0.0018359i,-0.0056212+0.0045806i,-0.0030021+0.0048605i,-0.0014747+0.00097451i,-0.0017474-0.0019419i,-0.0021398-0.001247i,-0.0006638+0.00039705i,0.0015121+0.0010508i,0.0023113+0.00031753i,0.0041895-0.00095877i,0.0090287-0.00085691i,0.013813-0.00067985i,0.014815-0.00051799i,0.01347+0.00028361i
-0.005959+0.030674i,-0.045453+0.056552i,-0.095657+0.05542i,-0.095923+0.024115i,-0.039493+0.0011146i,0.01024+0.0016754i,0.024049+0.0064458i,0.019833+0.0056526i,0.012517+0.0044281i,0.0060887+0.0010708i,0.00072829-0.0026762i,-0.0026396-0.0017782i,-0.0016995+0.0012203i,0.0012669+0.0027131i,0.0030954+0.0020536i,0.0026848+0.0015506i,0.00045059+0.0027478i,-0.00043975+0.0035153i,-0.0011566+0.0039485i,-0.005745+0.0055212i,-0.010904+0.0064356i,-0.010962+0.0063469i,-0.0092826+0.0065993i
-0.010087-0.025763i,0.0018422-0.066998i,0.035966-0.094174i,0.051525-0.071741i,0.0208-0.026146i,-0.014562-0.0018325i,-0.021506+0.0022219i,-0.016352+0.0028876i,-0.011252+0.0024282i,-0.005585+0.0023763i,-0.0013717+0.0016893i,-9.7634e-06-0.0011965i,-0.00089723-0.0030856i,-0.0017198-0.003434i,-0.0018462-0.0037767i,-0.0014022-0.0045362i,-0.0019388-0.0053358i,-0.0033058-0.0050119i,-0.0031205-0.0044934i,-7.2933e-05-0.0072799i,0.0032275-0.010099i,0.0045324-0.0097875i,0.0048747-0.0087796i
0.021149+0.010202i,0.037011+0.045655i,0.030358+0.08481i,0.0096903+0.078907i,0.006608+0.033839i,0.014228-0.0014684i,0.015439-0.011868i,0.01282-0.010699i,0.0082306-0.0070406i,0.0030773-0.0035341i,0.00098412-0.0014184i,0.0018785+0.00010759i,0.0033582+0.0011422i,0.0041862+0.00069945i,0.0038743+0.00064128i,0.0029835+0.0024468i,0.0038515+0.0031306i,0.0044765+0.002638i,0.0044577+0.0032492i,0.0054053+0.0064403i,0.0048754+0.0093138i,0.003025+0.0098866i,0.0019171+0.01044i
-0.019481+0.0054297i,-0.05179-0.013053i,-0.068636-0.048805i,-0.04981-0.060749i,-0.020665-0.029237i,-0.0073439+0.0072928i,-0.0059658+0.019235i,-0.0061977+0.015343i,-0.004118+0.0091268i,-0.00059326+0.0038317i,0.0014615+0.0019852i,0.00070306+0.0026737i,-0.00096808+0.0039039i,-0.00084994+0.0057367i,-0.00085839+0.0059808i,-0.0023682+0.0046182i,-0.0040414+0.0036015i,-0.0039373+0.002941i,-0.0046456+0.0013457i,-0.0071322-0.0010662i,-0.0089671-0.0031594i,-0.0085852-0.0049592i,-0.0066348-0.0062525i
0.01284-0.016939i,0.043274-0.023461i,0.073587-0.0076872i,0.065818+0.011705i,0.028051+0.0040692i,0.0037994-0.01367i,-0.001249-0.018465i,-0.00086767-0.013744i,-0.00046859-0.0064814i,-0.00095557+0.00011636i,5.303e-05+0.0033247i,0.0018099+0.0033051i,0.0020697+0.0019708i,0.0016227-0.00078939i,0.0015962-0.0037049i,0.0012886-0.0056363i,0.0018434-0.0066572i,0.0025231-0.0062373i,0.0036118-0.0058847i,0.0064631-0.00523i,0.0088792-0.0034429i,0.0091039-0.0015957i,0.0084163+0.00054974i
0.00028452+0.022772i,-0.014772+0.046296i,-0.042499+0.056223i,-0.046091+0.03942i,-0.017138+0.020818i,0.0064605+0.014375i,0.011809+0.013784i,0.0087817+0.012005i,0.0037104+0.0077366i,0.00051289+0.0032303i,-0.0011268+0.00044899i,-0.002156-8.7246e-05i,-0.002496-0.00016279i,-0.0024277-0.001171i,-0.0012853-0.00048367i,0.00022112+0.0022281i,0.0010788+0.00392i,0.0012824+0.0042944i,0.00014761+0.004475i,-0.0020064+0.0054045i,-0.0039979+0.0066298i,-0.0053763+0.0061379i,-0.0066413+0.0035532i
-0.012419-0.012996i,-0.012998-0.040201i,0.0040375-0.066269i,0.01843-0.060663i,0.0083081-0.032129i,-0.0094335-0.0095335i,-0.015958-0.0036691i,-0.012883-0.0060465i,-0.0065201-0.0048718i,-0.0017198-0.0016374i,-0.00024723-0.0006989i,-0.00013987-0.00084398i,0.00034936-0.00029248i,0.00063688-0.00041165i,-0.00022714+0.0005007i,-0.0030058+0.0011487i,-0.004529+0.00018935i,-0.0038175-0.00085106i,-0.0020443-0.0028977i,-0.0013645-0.0062097i,-0.001544-0.0078559i,-8.9517e-05-0.0059657i,0.002803-0.0031812i
0.015211-0.00070777i,0.030449+0.01537i,0.03285+0.04174i,0.018405+0.046487i,0.010501+0.02332i,0.013412+0.00096552i,0.01587-0.0044574i,0.01341+0.00027495i,0.0066108+0.0030241i,0.0019729+0.0019482i,0.0008109+0.00073957i,0.00039692-0.00042311i,0.0010769-0.00080494i,0.0016331+0.00034716i,0.0027269-0.00019963i,0.0043702-0.0031315i,0.004577-0.0055539i,0.0038397-0.0050569i,0.004611-0.0020016i,0.0068109+0.0015042i,0.0065748+0.0033583i,0.0043874+0.0031586i,0.0020913+0.0030571i
-0.0090582+0.0094154i,-0.028141+0.0073141i,-0.043953-0.0082645i,-0.037563-0.019584i,-0.020291-0.0098256i,-0.011467+0.005261i,-0.0099648+0.0096136i,-0.009102+0.0055232i,-0.0060723+0.0020016i,-0.0027131+0.00029748i,-0.00029674-0.00067031i,0.0014989+0.00067864i,0.0020127+0.0013373i,0.0016366+0.00024394i,0.0002621+0.00075968i,-0.00058423+0.0033961i,0.00012235+0.0057059i,0.00013829+0.004845i,-0.0023377+0.0028321i,-0.0052357+0.0019828i,-0.0061754+0.0010104i,-0.0045805-0.00015916i,-0.0015991-0.0013594i
0.0023576-0.013057i,0.018214-0.023682i,0.041628-0.023286i,0.045694-0.012232i,0.026278-0.0081525i,0.0068128-0.011993i,0.0020288-0.014953i,0.0053798-0.010965i,0.0048639-0.0026712i,0.001418+0.002067i,7.7785e-05+0.0028278i,-0.00067661+0.002415i,-0.0024585+0.0032318i,-0.0035683+0.004174i,-0.0041245+0.0022102i,-0.0065561-0.00057908i,-0.0090834-0.0016446i,-0.0073973-0.00092616i,-0.0029784-0.0016662i,6.5685e-05-0.0039354i,0.00078689-0.0037803i,0.00080991-0.0022352i,0.00047124-0.00055584i
0.00049147+0.006422i,-0.0052674+0.0226i,-0.022219+0.035387i,-0.029802+0.030184i,-0.015454+0.018333i,0.0015873+0.013958i,0.0054927+0.014648i,0.0017305+0.012008i,-0.0012355+0.0063784i,-0.00087801+0.0036515i,-0.00051388+0.0036925i,-0.00050753+0.0026239i,-9.0058e-06+0.00020424i,0.00018907-0.0020573i,0.0015811-0.0025349i,0.0049101-0.001528i,0.0077449-0.0017576i,0.0073943-0.0024517i,0.0051232-0.0004876i,0.0035749+0.0035191i,0.0029353+0.0060169i,0.0033225+0.0046864i,0.0030331+0.0017189i
-0.0090867+0.00087941i,-0.01366-0.012972i,-0.0080982-0.02935i,0.0027649-0.031296i,0.0035167-0.021186i,-0.004238-0.011133i,-0.009109-0.0087326i,-0.0046346-0.0093862i,0.00096375-0.0049457i,0.00096484-0.00094598i,-0.00025479-0.0012599i,-0.00040419-0.0010854i,0.0008448+0.00088825i,0.0028438+0.0014895i,0.0017186+0.0015749i,-0.0017071+0.0038022i,-0.0026691+0.0067131i,-0.0014107+0.0067492i,-0.0016139+0.0027582i,-0.0030227-0.0017177i,-0.0037568-0.0023822i,-0.0034193-0.00065646i,-0.0020174+0.00085474i
