-0.00031426+0.00025655i,-0.0011564+0.00041515i,-0.0014736-0.00035327i,-0.0010863-2.1783e-05i,-0.00083035+0.0013169i,-0.00091882+0.0016014i,-0.0010438+0.0016076i,-0.00070051+0.0015678i,0.00012383+0.00088433i,0.00053081+0.00027643i,0.00063489+0.00029763i,0.00015722-0.00032738i,-0.00027584-0.00056886i,-0.00015578-0.00024462i,5.7405e-05-0.00069631i,4.1898e-06-0.00039459i,-3.4573e-05+0.00034535i,-1.4826e-05+0.00086671i,-0.00012909+0.00040384i,8.6207e-05+0.00019965i,5.3322e-06+0.00066797i,-0.00061817+0.00030103i,-0.0010083-0.00042037i
-0.0022584-0.01954i,-0.0044581-0.025116i,-0.014483-0.024558i,-0.031874-0.025673i,-0.034466-0.033654i,-0.024461-0.044056i,-0.018888-0.043068i,-0.013109-0.029358i,-0.0076286-0.013835i,-0.0034913-0.0020868i,0.0019706+0.0057867i,0.0047732+0.0075247i,0.0026774+0.0049848i,-0.00093247+0.0017956i,-0.0043743+0.0013999i,-0.005428+0.0039261i,-0.0020071+0.0060309i,0.0015714+0.0046474i,0.0016075-5.4101e-05i,0.00080423-0.0030677i,0.001736-0.0039521i,0.0034813-0.0051087i,0.0039161-0.0063212i
0.013146-0.025692i,0.031487-0.038503i,0.051782-0.031831i,0.056959-0.015286i,0.031746-0.0044352i,-0.0017716-0.0013183i,-0.021623+0.0030954i,-0.020994+0.0065195i,-0.010781+0.0029029i,-0.0045025+0.0021873i,-0.00084854+0.0075782i,0.0046215+0.01103i,0.0088546+0.0065647i,0.0087372+0.0002233i,0.0042901-0.00093821i,-0.0014669-0.001707i,-0.0046931-0.0025939i,-0.0048068+6.5797e-05i,-0.003581+0.0020872i,-0.0022409+0.0021783i,-0.00059166+0.002902i,0.0022646+0.0043712i,0.0052485+0.0031164i
0.023134-0.01042i,0.029891-0.012865i,0.0065241-0.0096375i,-0.023734-0.014395i,-0.02393-0.031933i,-0.0029278-0.035247i,0.01226-0.023669i,0.013136-0.011526i,0.007737-0.0034711i,-0.0019736+0.0012858i,-0.010616+0.0061705i,-0.0092607+0.010033i,-0.0036576+0.0081226i,-0.0025737+0.004916i,-0.0021698+0.0055788i,0.001019+0.0052491i,0.0037537+0.0042884i,0.0041259+0.0041711i,0.0036351+0.0027783i,0.0031781+0.00040052i,0.0037419-0.00077827i,0.0041901+0.00029035i,0.0052826+0.0015505i
0.031176+0.0087206i,0.058814+0.019925i,0.070984+0.023308i,0.071573+0.023116i,0.065385+0.027187i,0.042542+0.02121i,0.0187+0.010471i,0.0064828+0.0050765i,0.002148+0.0050161i,-0.0025759+0.0075299i,-0.0073736+0.0072229i,-0.0087194+0.00531i,-0.0048384+0.0052538i,0.0020834+0.0035769i,0.0069738-0.0035631i,0.0066845-0.010486i,0.002611-0.012369i,-0.0015638-0.0089207i,-0.0023883-0.0037255i,-0.0014625-0.0014164i,-0.00087278+0.00086925i,-0.00058475+0.0045207i,0.0005574+0.0061275i
0.0151+0.029353i,0.0071044+0.053429i,-0.014795+0.049042i,-0.032021+0.016648i,-0.017503-0.0076789i,0.016658-0.022242i,0.028645-0.030011i,0.01812-0.02218i,0.0048675-0.0079408i,-0.0043207-0.0043025i,-0.011106-0.0071067i,-0.016143-0.0040576i,-0.015034+0.0014969i,-0.01022+0.00097555i,-0.0082592-0.0011261i,-0.0058413+0.0032696i,-0.0019574+0.0079562i,-0.0010001+0.0065794i,-0.0002259+0.0029667i,0.00098122+0.00060527i,0.00079909+0.00014948i,-0.00036294+0.0011518i,-0.0012547+0.0024646i
0.001516+0.031409i,0.0055736+0.044185i,0.034532+0.055454i,0.068483+0.065708i,0.055993+0.068077i,0.016445+0.053992i,-0.011619+0.031434i,-0.022308+0.01442i,-0.021053+0.0049499i,-0.014266-0.0019155i,-0.0076711-0.0070517i,-0.0037138-0.0081532i,-0.0011933-0.0054142i,0.0016718-0.0026786i,0.0042207+0.00042828i,0.0050062+0.0020726i,0.0032401-0.00065278i,-0.00016092-0.003131i,-0.0024229-0.0020504i,-0.0025102+0.00062352i,-0.0028348+0.0015295i,-0.0047591+0.0017395i,-0.0060979+0.0029031i
-0.029902+0.030503i,-0.050502+0.03183i,-0.076816+0.017507i,-0.091073-0.0066577i,-0.070961-0.024991i,-0.024401-0.014374i,0.016088-0.0008275i,0.023073-0.0019112i,0.0088167-0.0055314i,0.00075224-0.0093386i,0.00020577-0.01251i,-0.0013436-0.012356i,-0.005663-0.0095103i,-0.0074654-0.0036334i,-0.0055917+0.0041399i,-0.0028106+0.011599i,-8.0159e-05+0.013597i,0.0017446+0.0083284i,0.0029532+0.0025861i,0.0051748+0.00065321i,0.0050061-0.0009843i,0.0016693-0.0027722i,-0.0014439-0.0021472i
-0.036212+0.0062671i,-0.034092+0.016507i,-0.0095353+0.021016i,0.013608+0.02745i,0.0069412+0.034741i,-0.02224+0.028478i,-0.033453+0.01582i,-0.022393+0.003588i,-0.0096903-0.0057476i,9.8661e-06-0.0064265i,0.0084666-0.0031757i,0.010235-0.0030056i,0.0073157-0.0036519i,0.0066943-0.0025301i,0.0066525-0.0037124i,0.0033468-0.0072746i,-4.6894e-05-0.0097866i,-0.0010287-0.0098706i,-0.001424-0.0077593i,-0.0017229-0.0041493i,-0.0025741-0.00102i,-0.0029772-0.0008324i,-0.0030906-0.0018697i
-0.037575-0.023414i,-0.074597-0.02441i,-0.10096-0.027729i,-0.11067-0.046699i,-0.088752-0.060609i,-0.036666-0.046641i,0.0074032-0.018974i,0.02453-0.0065417i,0.02244-0.0056965i,0.017313-0.0033873i,0.014044-0.00071341i,0.0092703-0.0010629i,0.0034006-0.003163i,-0.003488-0.0052343i,-0.012316-0.0047774i,-0.018053-0.00045724i,-0.016349+0.0052752i,-0.0081951+0.0062543i,0.00013898+0.0033818i,0.0041011+0.0027295i,0.0055031+0.0033107i,0.0067074+0.0011773i,0.005564-0.0018934i
-0.0022752-0.032858i,-0.0016859-0.053034i,0.035943-0.030182i,0.091349+0.014651i,0.08574+0.026512i,0.022869+0.008738i,-0.026347+4.0429e-05i,-0.030926+0.00065519i,-0.014689-0.0017319i,-0.0026314+6.9575e-05i,0.0023388+0.00464i,0.0065209+0.0044086i,0.0077083+0.00059093i,0.004587-0.0012341i,0.0030547-0.0022047i,0.0043856-0.0064502i,0.0051025-0.010054i,0.0050285-0.0074285i,0.0045065-0.0030221i,0.0021179-9.583e-05i,-0.00041563+0.0012567i,-0.00036162-4.2029e-06i,0.00054202-0.0022985i
0.013034-0.033141i,0.006298-0.068157i,-0.03277-0.090954i,-0.062577-0.099284i,-0.033936-0.098467i,0.013906-0.061931i,0.035601-0.011372i,0.035437+0.015219i,0.024255+0.016775i,0.0072328+0.011117i,-0.0037063+0.0073307i,-0.004614+0.0039145i,-0.0026725-0.00013422i,-0.0031718-0.0031518i,-0.0024785-0.0040222i,-0.0013989-0.0037457i,-0.0019942-0.0024858i,-5.3395e-05+0.00071393i,0.0033014+0.0047384i,0.0034381+0.0071977i,0.002197+0.007996i,0.0024358+0.0062282i,0.0027517+0.0036952i
0.035585-0.010022i,0.069475-0.014252i,0.093688-0.0020496i,0.10073+0.037707i,0.086286+0.062699i,0.032572+0.030828i,-0.02145-0.0062326i,-0.036575-0.010544i,-0.02308-0.0045979i,-0.013594-0.00092282i,-0.011095+0.0041647i,-0.006068+0.0074775i,-0.0018921+0.0065191i,0.0019766+0.0017509i,0.0072484-0.0032263i,0.01265-0.0070045i,0.01503-0.0090437i,0.011092-0.0060507i,0.0036352-0.00037167i,-0.0013346+0.0015932i,-0.0041106+0.00042396i,-0.0042609-7.9594e-05i,-0.0020097-0.0010362i
0.027657-0.0024774i,0.024829-0.005598i,-0.010718-0.020139i,-0.067102-0.037885i,-0.07679-0.024848i,-0.026978+0.0068601i,0.015027+0.024292i,0.025119+0.022737i,0.017572+0.015422i,0.0086212+0.0061175i,0.0046285-0.00049444i,0.0035171-0.00068423i,0.0044126+0.00077913i,0.005059+0.00013562i,0.0021608+0.0015994i,-0.00045704+0.0063054i,-0.0012602+0.0095147i,-0.00090256+0.0099639i,-0.00055278+0.0092211i,-0.0030992+0.0083241i,-0.0048395+0.0069856i,-0.0037993+0.0046819i,-0.0028621+0.0030684i
0.019832+0.015856i,0.052906+0.021185i,0.099207+0.043674i,0.13008+0.082173i,0.091577+0.097275i,0.020973+0.053712i,-0.02691-0.0097581i,-0.040104-0.032648i,-0.025683-0.025003i,-0.0074214-0.017649i,-0.0018043-0.012965i,0.00030805-0.0057374i,0.0054196-0.0017711i,0.0086047+0.00037251i,0.010592+0.0046874i,0.013305+0.0078508i,0.01525+0.0069093i,0.011113+0.0043164i,0.0013646+0.00036233i,-0.0045748-0.0045045i,-0.0052293-0.0085941i,-0.0042499-0.0091124i,-0.0026527-0.0055421i
0.016234+0.019998i,0.021793+0.026074i,-0.034013-0.010452i,-0.12076-0.078366i,-0.13584-0.10889i,-0.073456-0.057403i,-0.0053017+0.0028793i,0.020844+0.022853i,0.019208+0.017507i,0.012013+0.0060382i,0.0058164+0.001278i,0.0017262+0.0020317i,-0.00061953+0.0032231i,-0.0021669+0.0053946i,-0.0052933+0.0074108i,-0.011665+0.0085869i,-0.014337+0.0092914i,-0.011435+0.0077255i,-0.0087335+0.0048086i,-0.0063017+0.0020314i,-0.0038079+0.00045134i,-0.0020241-0.00050974i,-0.00049834-0.00071337i
-0.001783+0.019124i,0.018664+0.056227i,0.059554+0.077352i,0.090802+0.081042i,0.072758+0.056633i,0.015421-0.0076952i,-0.026986-0.050331i,-0.034859-0.04897i,-0.023449-0.028542i,-0.0098877-0.0080282i,-0.0048435+0.003148i,-0.0062871+0.0075997i,-0.006474+0.010306i,-0.0056018+0.0085432i,-0.0060386+0.0051086i,-0.0052103+0.0054805i,-0.0010034+0.0084647i,0.0026602+0.00742i,0.0022077-0.00020688i,0.002526-0.0071863i,0.0047813-0.010318i,0.0053979-0.0095118i,0.0050203-0.0067267i
-0.013043+0.035483i,-0.056988+0.065973i,-0.086993+0.044168i,-0.091443-0.040647i,-0.072813-0.093779i,-0.026322-0.05662i,0.018323+0.011278i,0.037112+0.03911i,0.025647+0.03699i,0.010196+0.031913i,0.0063096+0.021629i,0.0023827+0.010205i,-0.0016553+0.0057546i,-0.0015478+0.0036776i,-0.0049081-0.00077388i,-0.012493-0.0056902i,-0.017084-0.0076115i,-0.013835-0.0056737i,-0.0060894-0.003687i,-0.0015717-0.0026441i,-0.00010711+0.00038624i,0.0014532+0.0026781i,0.0017949+0.0026358i
-0.016038+0.022282i,-0.01658+0.021459i,0.052849+0.043126i,0.16631+0.080791i,0.19953+0.06902i,0.13306+0.0024926i,0.045079-0.055939i,-0.0081196-0.06094i,-0.016755-0.035414i,-0.008504-0.015944i,-0.0073404-0.011038i,-0.0098043-0.010525i,-0.0086183-0.0095307i,-0.0044689-0.0093702i,0.001343-0.011634i,0.0052069-0.012634i,0.003976-0.0073066i,0.0015667-0.00085254i,0.0032068-0.00019021i,0.0067468-0.0027757i,0.0083377-0.0027725i,0.008086-0.00075351i,0.0078215+0.00016429i
-0.047704+0.015566i,-0.086536-0.0094566i,-0.14399-0.045533i,-0.18014-0.077612i,-0.1269-0.078166i,-0.0374-0.022084i,0.012976+0.037772i,0.02398+0.051617i,0.014803+0.032275i,-0.0016001+0.010579i,-0.0079392+0.0016985i,-0.0051577-0.0018035i,-0.0054383-0.0042124i,-0.0045864-0.0026673i,-0.000294-0.0042544i,-0.00044846-0.011042i,-0.0065158-0.014059i,-0.0084455-0.010186i,-0.0038866-0.0013121i,-0.0015382+0.0054394i,-0.0037142+0.0079457i,-0.0042747+0.0081436i,-0.0030942+0.0067512i
-0.057698-0.037378i,-0.043789-0.051677i,0.026479-0.0015462i,0.1064+0.10982i,0.12655+0.16652i,0.082729+0.0967i,0.020603-0.0028912i,-0.018713-0.046255i,-0.026747-0.043878i,-0.019701-0.029518i,-0.010826-0.020493i,-0.0041014-0.014754i,1.0558e-05-0.0080758i,0.0024738-0.0024285i,0.0066845+0.0033327i,0.012788+0.010594i,0.015291+0.013958i,0.011183+0.012207i,0.0069617+0.0094482i,0.0085674+0.0063778i,0.010099+0.0018388i,0.0069788-0.00091524i,0.0049407+0.00093575i
-0.037847-0.049449i,-0.075952-0.051275i,-0.13724-0.045079i,-0.194-0.057839i,-0.19508-0.042252i,-0.12699+0.028873i,-0.036614+0.08331i,0.017019+0.078626i,0.022827+0.049409i,0.012552+0.028266i,0.010668+0.017732i,0.011969+0.0068179i,0.0079065-0.00045432i,0.0064498+0.0031686i,0.0091149+0.0078537i,0.010225+0.0020476i,0.0073422-0.010237i,0.0020841-0.014434i,-0.0029979-0.0070478i,-0.0082149-0.00019837i,-0.011568+0.0016637i,-0.010849+0.0024377i,-0.008549+0.0024982i
0.066265-0.082431i,0.13982-0.10109i,0.20021-0.053954i,0.20544+0.027371i,0.14755+0.060625i,0.063114+0.019024i,0.0026222-0.042553i,-0.022711-0.065165i,-0.017427-0.045656i,0.0048252-0.022037i,0.012505-0.01446i,0.0081803-0.009971i,0.0043963-0.0059848i,-0.0027998-0.0040861i,-0.00722+0.0018823i,-0.0053996+0.011063i,-0.0030638+0.016906i,-0.0035501+0.017213i,-0.0057346+0.013592i,-0.0031136+0.0084173i,0.0036816+0.0029297i,0.00676-0.00045379i,0.0067088-0.00049148i
0.061066-0.042891i,0.032873-0.073496i,-0.086272-0.12469i,-0.21436-0.17364i,-0.24058-0.15937i,-0.17039-0.07119i,-0.075642+0.025378i,-0.0037699+0.063614i,0.020712+0.047345i,0.01082+0.026316i,0.00096383+0.019022i,-0.00066714+0.015697i,-0.0025777+0.010855i,-0.0080071+0.0078451i,-0.012121+0.004794i,-0.011584-0.0021019i,-0.0064725-0.0090343i,-0.0022215-0.011968i,-0.0042198-0.010246i,-0.0089886-0.0056961i,-0.010784-0.0010129i,-0.0086327+0.00038871i,-0.0075841-0.00092499i
0.099565+0.050041i,0.14436+0.086534i,0.19217+0.10865i,0.24272+0.1106i,0.22645+0.057484i,0.12648-0.031541i,0.025726-0.079937i,-0.021545-0.075928i,-0.031072-0.050934i,-0.025596-0.024624i,-0.014228-0.010641i,-0.0075452-0.0042077i,-0.0013543-2.2986e-05i,0.00025721-0.0037137i,-0.0068376-0.0029087i,-0.010393+0.0078201i,-0.0078475+0.018627i,-0.0054383+0.018504i,-0.003099+0.0082163i,0.001926+0.00060009i,0.0075994-0.0027033i,0.0086557-0.0037096i,0.0061661-0.0011609i
0.036207+0.12375i,-0.003692+0.15274i,-0.085181+0.079413i,-0.15369-0.046851i,-0.14976-0.10395i,-0.091021-0.060163i,-0.025139+0.017196i,0.017927+0.055885i,0.022556+0.047606i,0.0029636+0.030159i,-0.0094509+0.023359i,-0.0094133+0.011833i,-0.010596-0.0019492i,-0.0083235-0.0076438i,-0.00029138-0.012883i,0.0054001-0.020327i,0.0048214-0.026135i,0.0018414-0.025145i,-9.2312e-05-0.019654i,-0.0033575-0.014852i,-0.0078616-0.0083894i,-0.0089949-0.0016889i,-0.0069402+0.00059521i
-0.015363+0.086378i,0.054655+0.090436i,0.19108+0.092339i,0.27559+0.1146i,0.25182+0.10199i,0.1702+0.017461i,0.06336-0.07304i,-0.016047-0.092705i,-0.034005-0.065644i,-0.017284-0.040685i,-0.0037584-0.02785i,0.00094655-0.017353i,0.0059497-0.0078495i,0.010165-0.0071392i,0.0087493-0.0079146i,0.0020453+4.8355e-05i,-0.0062556+0.010107i,-0.010006+0.015151i,-0.0046822+0.012829i,0.0037543+0.0073933i,0.0086985+0.0029765i,0.010572+0.00052628i,0.0098716+0.0002425i
-0.19343+0.0029745i,-0.29965-0.062115i,-0.36415-0.13216i,-0.35774-0.12365i,-0.27149-0.041084i,-0.13703+0.041104i,-0.027129+0.081971i,0.030886+0.085881i,0.04619+0.055176i,0.024901+0.018341i,0.0026476+0.0049973i,-0.0015719+0.00047311i,-8.5046e-05-0.003465i,0.0040326-0.0021046i,0.010149-0.00032702i,0.014332-0.005963i,0.016415-0.016265i,0.015607-0.022144i,0.012947-0.018768i,0.0083351-0.010312i,0.0026776-0.0032872i,-0.00079745-0.00090454i,-0.0040683-0.0028003i
-0.099729-0.035515i,-0.05942+0.050782i,0.051827+0.18296i,0.16672+0.22046i,0.20289+0.13517i,0.13496+0.030681i,0.043328-0.038044i,-0.016449-0.063155i,-0.030986-0.050665i,-0.011757-0.031072i,0.0036556-0.019573i,0.010968-0.0078972i,0.018266+0.0022739i,0.018575+0.0065845i,0.010042+0.011515i,-0.00079587+0.017509i,-0.008113+0.018741i,-0.0088021+0.014035i,-0.0038345+0.0093986i,0.0032893+0.0057226i,0.0091152+0.0022732i,0.0099905-0.0011798i,0.0064664-0.00257i
0.025072-0.18684i,0.038977-0.22746i,-0.009116-0.23184i,-0.1286-0.21941i,-0.20934-0.14263i,-0.15583-0.017103i,-0.033701+0.068717i,0.041484+0.085171i,0.052821+0.065184i,0.031359+0.040224i,0.01008+0.024707i,0.0023409+0.013384i,-0.0039244+0.0042234i,-0.0075737+0.0051875i,-0.0019187+0.0072722i,0.0056318+0.00060356i,0.01152-0.009765i,0.014223-0.015813i,0.010355-0.013104i,0.0020121-0.0056233i,-0.0047648+0.00093992i,-0.006642+0.0046779i,-0.0051671+0.0010634i
0.1548-0.14416i,0.20411-0.1596i,0.23024-0.10043i,0.24085-0.042463i,0.19371-0.05529i,0.089835-0.093118i,-0.0085621-0.10455i,-0.061288-0.090478i,-0.065788-0.053435i,-0.036226-0.022751i,-0.011851-0.013295i,-0.004768-0.00087868i,0.0034472+0.015256i,0.0071874+0.017424i,-0.00040099+0.011686i,-0.0099971+0.0095057i,-0.011785+0.013207i,-0.0084026+0.018526i,-0.0048465+0.018809i,-0.0014654+0.01515i,0.00013498+0.011888i,0.0016191+0.0089445i,0.0038813+0.0053046i
0.12223+0.034192i,0.015009-0.012328i,-0.1772-0.094794i,-0.26723-0.1076i,-0.20995-0.038274i,-0.11299+0.020015i,-0.038989+0.056074i,0.016664+0.077801i,0.040075+0.063474i,0.023434+0.034141i,-0.0015249+0.017688i,-0.013582+0.0081713i,-0.01944-0.00096095i,-0.020559-0.0072896i,-0.013472-0.010263i,-0.0016648-0.011043i,0.0095034-0.0096548i,0.016705-0.0076865i,0.015078-0.0058926i,0.006707-0.00202i,-6.0327e-05+0.0018979i,-0.0017178+0.0038834i,0.0010521+0.0023134i
0.14886+0.29315i,0.21231+0.46786i,0.25165+0.54173i,0.29479+0.418i,0.2905+0.16854i,0.17586-0.023101i,0.030117-0.090745i,-0.051679-0.092103i,-0.065619-0.069039i,-0.038559-0.039452i,-0.010087-0.022586i,-0.00014026-0.0069036i,0.0061008+0.0076101i,0.0094481+0.0088249i,0.0084456+0.0047625i,0.0034651+0.0028877i,-0.005969+0.0065996i,-0.011973+0.012772i,-0.010026+0.011181i,-0.0055767+0.0035075i,-0.0029081-0.0044356i,-0.0022102-0.0082296i,0.00068947-0.0064774i
-0.021913+0.13557i,0.06457+0.022445i,0.14169-0.15884i,0.078453-0.18782i,-0.025102-0.059165i,-0.0092199+0.053453i,0.058192+0.078385i,0.082733+0.065404i,0.070733+0.044818i,0.042872+0.022893i,0.021863+0.0057222i,0.0053678-0.015399i,-0.014008-0.026112i,-0.017805-0.019082i,-0.0070081-0.011548i,0.0027186-0.0074146i,0.0064768-0.0050847i,0.005397-0.0060178i,0.00321-0.006409i,-2.6584e-05-0.0044459i,-0.0038682-0.0025567i,-0.006503-0.0014472i,-0.0065416-0.0016918i
-0.31527+0.073434i,-0.42648+0.068716i,-0.38097+0.033595i,-0.20259-0.00070834i,-0.032944-0.03804i,0.022619-0.087064i,-0.0065877-0.11367i,-0.047828-0.099605i,-0.059183-0.05719i,-0.029899-0.021504i,-0.0029877-0.012889i,0.00088948-0.0082982i,0.0057124+0.0030895i,0.012616+0.010784i,0.011949+0.013834i,0.0060159+0.011952i,-0.0045439+0.0086593i,-0.013129+0.0092068i,-0.012068+0.010389i,-0.0056169+0.0071729i,-0.00029799+0.0017722i,0.0029185-0.0012836i,0.0040053+0.0019801i
-0.26048-0.069178i,-0.33357-0.022078i,-0.32693+0.047853i,-0.29128+0.08748i,-0.22904+0.12688i,-0.11008+0.15626i,0.012175+0.13317i,0.071627+0.089186i,0.073112+0.05787i,0.041796+0.040297i,0.01314+0.029531i,0.00057814+0.01052i,-0.01332-0.0091817i,-0.021977-0.010519i,-0.01824-0.0023959i,-0.012428+0.0033686i,-0.0058429+0.0033864i,0.0022694-0.0011032i,0.0065652-0.0038494i,0.0064884+0.00032495i,0.0088759+0.0060023i,0.012724+0.0065148i,0.012508+0.0039379i
0.011834-0.20313i,0.072516-0.10791i,0.15706+0.090077i,0.20351+0.13418i,0.15542+0.0053274i,0.046036-0.066107i,-0.028864-0.046605i,-0.059039-0.033371i,-0.069709-0.027114i,-0.052351-0.010452i,-0.020007+0.0046536i,0.0087882+0.016455i,0.025865+0.022153i,0.022149+0.022311i,0.010579+0.020856i,0.0053289+0.011833i,0.0018631+0.0011806i,-0.0010675-0.0021366i,-0.00015495+0.00049728i,0.0022588+0.0018077i,0.0030117+0.00064298i,0.0023891+0.00043591i,0.00083716+0.00080761i
0.20347-0.36564i,0.28337-0.56594i,0.28829-0.62067i,0.19657-0.44186i,0.089456-0.15439i,0.051029+0.034842i,0.056452+0.088705i,0.064582+0.076708i,0.046901+0.037688i,0.0077475+0.011099i,-0.0052087+0.0048345i,0.0019332-0.010611i,-0.0054165-0.027292i,-0.015287-0.028539i,-0.018089-0.022296i,-0.017878-0.015324i,-0.010906-0.010947i,-0.001663-0.0097172i,0.0017898-0.0069337i,-6.9163e-05-0.00036008i,-0.0032964+0.0080251i,-0.0043092+0.013464i,-0.0049717+0.011469i
0.1111-0.011422i,-0.11583-0.031347i,-0.37793-0.040951i,-0.35499-0.049118i,-0.15713-0.097719i,-0.076311-0.13185i,-0.085952-0.087519i,-0.08484-0.044747i,-0.07505-0.032188i,-0.050386-0.022324i,-0.025067-0.01487i,-0.011971+0.0028947i,0.0031728+0.017032i,0.0087609+0.014166i,0.0060749+0.0081901i,0.0089189+0.0020127i,0.008411-0.001634i,0.0027519+0.002948i,-0.0010048+0.0079291i,-0.0051338+0.004438i,-0.01233+0.001658i,-0.016587+0.0053061i,-0.012243+0.0092994i
0.2501+0.3066i,0.36276+0.43495i,0.36406+0.47467i,0.23775+0.4074i,0.094675+0.29331i,0.029327+0.18734i,0.021361+0.090466i,0.036952+0.025814i,0.053728-0.010312i,0.03944-0.026861i,0.011358-0.014675i,-0.0038633-0.0045474i,-0.015138-0.0070181i,-0.018229-0.00879i,-0.012228-0.0090369i,-0.0066929-0.0051423i,-0.00083863+0.00070672i,0.0049416+0.0021394i,0.004904+0.0012202i,-0.00056415+0.0028937i,-0.0055967+0.0027423i,-0.0092327-0.00027368i,-0.0080565-0.0032648i
0.031391+0.18036i,0.15863+0.069254i,0.23347-0.10658i,0.15161-0.15558i,0.018436-0.099532i,-0.054645-0.065814i,-0.085286-0.052132i,-0.082341-0.025669i,-0.043492-0.0055576i,0.00053149-0.001821i,0.015871+0.0028179i,0.019345+0.02114i,0.031556+0.031078i,0.032797+0.023556i,0.025795+0.017123i,0.025203+0.014719i,0.021958+0.0075095i,0.010373+0.00057638i,0.00052963+0.00064727i,-0.0011187-0.0023533i,-0.0034146-0.011233i,-0.0099343-0.014541i,-0.015255-0.0092915i
-0.26048-0.020161i,-0.25028-0.1046i,-0.17126-0.1774i,-0.11415-0.1333i,-0.064227-0.015379i,-0.0029858+0.038464i,0.032852+0.019175i,0.051074-0.0034247i,0.056185-0.016925i,0.030772-0.014693i,0.0077628-0.0068685i,-0.0035112-0.017913i,-0.01502-0.027274i,-0.01368-0.021571i,-0.010425-0.015201i,-0.016763-0.0081i,-0.019506+0.00015144i,-0.014293+0.0019301i,-0.0071207-0.003114i,-0.0010169-0.0074994i,0.0048305-0.010927i,0.0091197-0.016195i,0.008789-0.014871i
-0.31411-0.082674i,-0.44234+0.02873i,-0.45508+0.13531i,-0.34878+0.087519i,-0.22312-0.045447i,-0.14691-0.10024i,-0.085001-0.053701i,-0.04122+0.0031306i,-0.032984+0.040702i,-0.02378+0.055177i,-0.015606+0.041098i,-0.016577+0.028566i,-0.0088955+0.024389i,-0.0045991+0.016138i,-0.0076048+0.013218i,-0.0048808+0.01754i,0.00044791+0.017986i,0.0033844+0.013291i,0.0043437+0.0086388i,0.0048871+0.0044604i,0.0058169-0.00041037i,0.0063066-0.006035i,0.0057697-0.010571i
0.18918-0.14475i,0.3813+0.05368i,0.53009+0.26272i,0.49607+0.21613i,0.30542+0.032837i,0.13319-0.057415i,0.062316-0.072648i,0.039294-0.065963i,0.019463-0.046952i,-0.0082896-0.027038i,-0.025445-0.0126i,-0.028339-0.011445i,-0.031509-0.0083133i,-0.024734+0.0011729i,-0.013101-0.00088907i,-0.011726-0.010038i,-0.010508-0.012293i,-0.0036654-0.0085518i,0.0015834-0.004186i,0.0035991+0.00098714i,0.0081377+0.005789i,0.013616+0.0055833i,0.01294-0.001101i
0.34154-0.28975i,0.35967-0.48659i,0.22999-0.6138i,0.068961-0.53744i,-0.021934-0.32104i,-0.042023-0.14347i,-0.054302-0.036951i,-0.060528+0.030188i,-0.040339+0.046918i,-0.014799+0.021617i,0.00058265+0.002035i,0.011581+0.0052772i,0.019919+0.008112i,0.017543+0.00035909i,0.0099196-0.0043714i,0.0058869-0.004613i,0.002928-0.0048227i,-0.00018435-0.0035704i,-7.771e-05+0.0003162i,0.0020932+0.0048146i,0.00032642+0.010117i,-0.00070323+0.019374i,0.00098739+0.024752i
0.17232+0.15261i,-0.060825+0.22731i,-0.32095+0.29566i,-0.27489+0.30587i,-0.025038+0.19379i,0.086882+0.035587i,0.049044-0.029114i,0.024565-0.035758i,0.021121-0.066064i,0.0015488-0.088543i,-0.009623-0.07696i,-0.0059599-0.060486i,-0.0075397-0.043515i,-0.0072012-0.021434i,0.0019871-0.012031i,0.0065578-0.016747i,0.0013749-0.016048i,-0.0044135-0.005533i,-0.0063183+0.0019101i,-0.0067697+0.0021303i,-0.0047046+0.0013972i,0.0013492-0.00030004i,0.011357-0.0010558i
0.054801+0.52534i,0.061222+0.62348i,0.10338+0.54382i,0.13613+0.39478i,0.11077+0.25636i,0.092991+0.14976i,0.07678+0.064488i,0.029364+0.031739i,0.0095878+0.043903i,0.026285+0.036755i,0.027011+0.016771i,0.01754+0.010685i,0.014327+0.0026751i,0.0083607-0.0061642i,0.0026033-0.0011025i,0.0034105+0.011404i,0.0064985+0.016908i,0.0075284+0.013348i,0.0050616+0.0096758i,-0.0012708+0.0067011i,-0.011291+0.0036403i,-0.023184+0.0028687i,-0.02809+0.0003715i
-0.14751+0.37525i,-0.058124+0.34411i,0.077752+0.15291i,0.13295+8.903e-05i,0.11571-0.04445i,0.079967-0.070986i,0.030048-0.10246i,-0.0022317-0.094123i,0.0063918-0.058198i,0.020082-0.02572i,0.019062-0.0048154i,0.0071805+0.00046965i,-0.007413+0.0034297i,-0.0086094+0.012648i,0.0024431+0.015797i,0.013856+0.0076932i,0.016975-0.0047565i,0.0095131-0.010843i,0.00013195-0.010094i,-0.0018219-0.010236i,-0.00062305-0.014449i,-0.0049076-0.015028i,-0.012671-0.0066966i
