-0.0016643+0.0011991i,-0.00093642+6.8894e-06i,-0.0010131-0.0012899i,-0.00079244-0.0010838i,-0.0011696-0.00019112i,-0.0013065+0.0013279i,-0.00071882+0.0018187i,0.00023744+0.0013958i,0.0014959+0.0003729i,0.0014078-0.00051668i,0.0011019-0.00061405i,0.00074162-0.00081633i,-9.88e-05-0.0011927i,0.00014733-0.00065098i,0.00064372+0.0001747i,0.00034057-0.00031185i,0.00022322-0.001287i,-8.424e-05-0.0010017i,-0.00045154-0.00050078i,-0.00082447-0.0001338i,-0.00042996+0.00060329i,4.561e-06+0.00088405i,-0.00014432+0.00059785i
0.52122+0.03917i,0.50882-0.11532i,0.15417-0.32407i,-0.18518-0.35534i,-0.23172-0.207i,-0.11053-0.088527i,-0.028617-0.051912i,-0.0050265-0.035068i,0.0027056-0.016819i,0.00037137-0.0051147i,-0.0083859+0.0032258i,-0.0077023+0.009398i,0.0095994+0.0061144i,0.034418-0.0075283i,0.051892-0.022121i,0.059589-0.023867i,0.068945-0.015198i,0.070943-0.012735i,0.050489-0.015806i,0.02209-0.01532i,0.005216-0.017005i,-0.0026211-0.02316i,-0.010981-0.020554i
-0.22567+0.53738i,-0.24155+0.65773i,-0.15109+0.48643i,-0.050144+0.22091i,0.00080845+0.065841i,0.012696+0.038034i,0.023247+0.036336i,0.017888-0.0062573i,-0.024091-0.031614i,-0.047941-0.0022746i,-0.02776+0.027971i,-0.0025976+0.033382i,0.0071882+0.026292i,0.0028972+0.017546i,-0.0064116+0.017418i,-0.0084467+0.015994i,-0.013773+0.003272i,-0.025737-0.010199i,-0.032236-0.016648i,-0.033681-0.014064i,-0.029756+0.0016502i,-0.016386+0.018913i,-0.0029006+0.019721i
-0.39538-0.25729i,-0.35627-0.2585i,-0.10562-0.13411i,0.050838-0.024526i,0.035379+0.01561i,0.025226+0.015341i,0.043928+0.0015897i,0.056264+0.019317i,0.072123+0.030154i,0.055529+0.010604i,0.012875+0.0035494i,-0.015088+0.018303i,-0.020981+0.037432i,-0.016094+0.042991i,-0.013552+0.030261i,-0.013401+0.014196i,-0.0055468+0.0066283i,0.0085716+0.0073514i,0.016916+0.004491i,0.014203-0.0023257i,0.004859-0.0064266i,-0.0062384-0.0067042i,-0.013178-0.0031304i
0.28655-0.42133i,0.24906-0.46544i,0.14914-0.23349i,0.18711+0.018342i,0.21643+0.051332i,0.083589-0.0191i,-0.030186-0.012697i,-0.020116+0.012585i,0.0066053+0.0083444i,0.015812+0.0062301i,0.032385-0.0081377i,0.041171-0.036601i,0.028689-0.057i,-0.004642-0.055819i,-0.038875-0.031168i,-0.052765+2.4833e-05i,-0.054018+0.016208i,-0.04701+0.017188i,-0.029279+0.0133i,-0.013313+0.0079016i,-0.0096863+0.0039346i,-0.0093624+0.0045874i,-0.0011845+0.0065605i
0.31966+0.43952i,0.39143+0.53054i,0.32562+0.3728i,0.22076+0.11272i,0.13676-0.027244i,0.069041-0.019341i,0.028391+0.010529i,-0.0078761+0.006322i,-0.024583+0.016206i,-0.0048786+0.020997i,0.0056493+0.0016419i,0.0046801-0.0061419i,0.012522-0.0026067i,0.020817+0.0033926i,0.031793+0.010843i,0.046381+0.014967i,0.057063+0.021392i,0.056081+0.025087i,0.039535+0.022864i,0.02312+0.017692i,0.018188+0.0025853i,0.014728-0.01614i,0.0081747-0.02306i
-0.34969+0.18066i,-0.32788+0.12093i,-0.21369-0.044648i,-0.20195-0.08473i,-0.19255+0.0088146i,-0.092751+0.053254i,-0.027532+0.035115i,-0.0046256+0.030762i,0.0060559+0.0015729i,-0.023048-0.025868i,-0.042359-0.0057665i,-0.029534+0.017532i,-0.0144+0.027932i,0.0020106+0.03178i,0.013065+0.028014i,0.010886+0.025514i,0.0013938+0.023684i,-0.0056121+0.019404i,-0.00082922+0.012174i,0.0067815+0.00076077i,0.0090439-0.0043472i,0.010269+0.0008093i,0.010993+0.0063504i
-0.23445-0.45164i,-0.42221-0.47559i,-0.55637-0.23857i,-0.53546+0.056036i,-0.35747+0.19475i,-0.14752+0.14649i,-0.0376+0.044088i,-0.0054887+0.0055448i,0.0089675+0.0072589i,0.0022686+0.0038134i,-0.020687+0.0044448i,-0.041472+0.012356i,-0.040238+0.017644i,-0.018823+0.0029024i,-0.0070883-0.029594i,-0.0071736-0.047932i,-0.00071488-0.045291i,0.0032118-0.034989i,-0.0055545-0.020351i,-0.010981-0.0024986i,-0.0081636+0.012034i,-0.0076756+0.014931i,-0.012172+0.011269i
0.42305+0.032274i,0.49927+0.14545i,0.41917+0.30143i,0.33715+0.3336i,0.27044+0.20566i,0.16122+0.070279i,0.062667+0.031866i,0.013146+0.044358i,0.011409+0.062552i,0.03837+0.061008i,0.061758+0.041675i,0.077543+0.022799i,0.073647-0.005756i,0.034199-0.034723i,-0.017711-0.038781i,-0.052395-0.027166i,-0.07055-0.022236i,-0.07664-0.024142i,-0.064763-0.017919i,-0.042044-0.0025305i,-0.019506+0.011433i,-0.0003655+0.015163i,0.0079027+0.0053209i
0.023354+0.33836i,0.12166+0.23368i,0.22353-0.09091i,0.22109-0.3464i,0.12561-0.35467i,0.057679-0.21375i,0.070523-0.12665i,0.074967-0.12714i,0.033344-0.097506i,0.015533-0.031201i,0.021665-0.005812i,0.021067+0.0001422i,0.025827+0.019521i,0.038312+0.033699i,0.046683+0.037103i,0.04914+0.036471i,0.051004+0.03214i,0.046434+0.018643i,0.026012-0.0027351i,-0.0011066-0.014344i,-0.011667-0.014513i,-0.0049809-0.015801i,0.003042-0.016697i
-0.40477-0.106i,-0.50458-0.080271i,-0.42933-0.049647i,-0.30201-0.069908i,-0.21696-0.080092i,-0.15364-0.029728i,-0.10237+0.013076i,-0.068155+0.022064i,-0.0393+0.02123i,-0.027313+0.018189i,-0.027822+0.023032i,-0.02374+0.027293i,-0.021545+0.023614i,-0.024308+0.029339i,-0.021058+0.041741i,-0.011953+0.045365i,-0.007277+0.036612i,-0.0063196+0.01876i,-0.0025556-0.00064096i,0.0029302-0.012i,0.0011643-0.011526i,-0.0028735+0.0031588i,0.0031083+0.019969i
0.2226-0.28143i,0.29033-0.27903i,0.25287-0.20197i,0.11659-0.14987i,0.00018978-0.086626i,0.010341-0.0065833i,0.073521+0.027545i,0.090312+0.030665i,0.071857+0.01385i,0.038138-0.027146i,-0.0024817-0.056138i,-0.03959-0.061131i,-0.067145-0.047031i,-0.06657-0.021211i,-0.039142-0.0077898i,-0.014218-0.0091025i,-0.0010574-0.0026563i,0.011476+0.011312i,0.022462+0.0112i,0.021104-0.0048255i,0.0080377-0.015487i,-0.0065352-0.0078191i,-0.013148+0.0080335i
0.20291+0.13359i,0.14505+0.027444i,-0.02836-0.038025i,-0.08927+0.09947i,0.0023174+0.20459i,0.043527+0.10522i,-0.018452+0.0076741i,-0.043935+0.0038819i,-0.02058+0.011928i,-0.0086835+0.022265i,0.0019913+0.036962i,0.025513+0.03897i,0.050467+0.024643i,0.048947-0.0031864i,0.017709-0.016865i,-0.0064344-0.007932i,-0.010945-0.0076989i,-0.010981-0.019766i,-0.012386-0.020632i,-0.012459-0.0057395i,-0.012076+0.014746i,-0.01099+0.023402i,-0.012189+0.012627i
-0.31629+0.23346i,-0.34482+0.38796i,-0.16247+0.48084i,0.12597+0.39197i,0.24801+0.17503i,0.1323+0.047156i,0.036459+0.048166i,0.046921+0.03398i,0.033062+0.010393i,0.0092025+0.032277i,0.019983+0.044782i,0.020327+0.04073i,0.01409+0.041856i,0.016649+0.037395i,0.020977+0.033901i,0.031814+0.036407i,0.039166+0.035919i,0.036164+0.032913i,0.022901+0.032133i,0.003732+0.04i,-0.0019662+0.045986i,8.5416e-05+0.033019i,-0.0031996+0.013052i
0.032958-0.20892i,0.18299-0.14132i,0.32066-0.056108i,0.2416-0.094425i,0.042837-0.13212i,-0.033999-0.072797i,-0.0062438-0.024357i,0.0064003+0.0022213i,0.01139+0.02814i,-0.00066515+0.023774i,-0.031798+0.012817i,-0.039066+0.015268i,-0.0311+0.0202i,-0.028666+0.029134i,-0.029978+0.040185i,-0.029903+0.048319i,-0.018874+0.052022i,-0.0056762+0.042905i,-0.0018252+0.025838i,-0.0062712+0.012786i,-0.013903-0.00031221i,-0.019582-0.016227i,-0.025296-0.026268i
0.24184-0.088696i,0.172-0.25588i,-0.017972-0.39755i,-0.17295-0.34478i,-0.18975-0.15254i,-0.084921-0.021487i,-0.0057893+0.0025858i,-0.02308+0.013554i,-0.047651+0.037337i,-0.02282+0.027852i,0.0034858-0.01488i,0.0015727-0.060299i,-0.013501-0.08405i,-0.023385-0.075034i,-0.02199-0.056148i,-0.019236-0.046728i,-0.02519-0.036835i,-0.038206-0.024617i,-0.04565-0.015332i,-0.035346-0.005532i,-0.015826-0.00084527i,-0.0047369-0.007259i,-0.0057092-0.01456i
-0.14019+0.23983i,-0.24955+0.25104i,-0.36134+0.20215i,-0.37709+0.21127i,-0.23591+0.23604i,-0.067328+0.16043i,-0.0096905+0.03873i,0.0029314-0.026338i,0.041153-0.031373i,0.071192-0.015906i,0.083967-0.00402i,0.096825-0.0048439i,0.093716-0.013356i,0.052413-0.018436i,-0.010782-0.0059891i,-0.047886+0.016925i,-0.047418+0.017387i,-0.035197-0.0056169i,-0.025358-0.025673i,-0.015789-0.031344i,-0.00021126-0.022242i,0.024813-0.011083i,0.048264-0.015218i
-0.10761-0.13748i,-0.0017124-0.1202i,0.13815-0.064691i,0.20078-0.0405i,0.20477-0.049965i,0.17462-0.047344i,0.15211-0.019534i,0.13761-0.012847i,0.064546-0.028186i,-0.027789-0.0055091i,-0.044376+0.035401i,-0.015065+0.050916i,-0.0072252+0.049447i,-0.025216+0.047114i,-0.035939+0.052035i,-0.015992+0.060844i,0.019905+0.052577i,0.047705+0.00673i,0.050187-0.051886i,0.017712-0.067468i,-0.019455-0.036561i,-0.025543-0.00088133i,-0.0069559+0.017779i
0.10853-0.10996i,0.01147-0.086054i,-0.10594-0.014026i,-0.12468-0.024239i,-0.106-0.10837i,-0.093979-0.12322i,-0.048785-0.08548i,-0.0014038-0.059809i,0.016276-0.02448i,0.013086+0.0069303i,-0.0068329+0.028547i,-0.016591+0.042643i,-0.01258+0.038443i,-0.019197+0.031555i,-0.040173+0.040355i,-0.054802+0.074707i,-0.042449+0.11505i,-0.0083365+0.11903i,0.017495+0.079765i,0.013004+0.03081i,-0.00020507+0.0064174i,-0.0026633+0.0033363i,-0.0047385+0.0031031i
0.071302+0.29347i,0.15779+0.40738i,0.32705+0.41171i,0.43401+0.27505i,0.31998+0.1546i,0.12236+0.18456i,0.022877+0.24513i,-0.01668+0.21062i,-0.040941+0.13423i,-0.028744+0.069348i,-0.01924+0.011198i,-0.036609-0.024026i,-0.042878-0.041906i,-0.035828-0.07327i,-0.03358-0.097797i,-0.038957-0.082473i,-0.043674-0.034035i,-0.011966+0.018014i,0.049761+0.039531i,0.074717+0.024716i,0.045801+0.01051i,0.01122+0.01463i,-0.0028543+0.012635i
-0.096928-0.10937i,0.030674-0.28598i,0.11115-0.44075i,-0.0063067-0.35464i,-0.10759-0.10968i,-0.0301-0.031475i,0.097195-0.16282i,0.19496-0.28826i,0.23657-0.27982i,0.17761-0.15113i,0.1104-0.011317i,0.11071+0.048926i,0.12305+0.038798i,0.092564+0.016586i,0.016916+0.025406i,-0.068689+0.055036i,-0.13255+0.065598i,-0.166+0.072327i,-0.15617+0.094331i,-0.10921+0.099272i,-0.061672+0.079495i,-0.024918+0.050821i,0.0065226+0.014601i
-0.0098477-0.22947i,-0.19314-0.25881i,-0.3524-0.1495i,-0.24898+0.047187i,-0.028614+0.16029i,0.035211+0.18029i,0.018189+0.2925i,0.062874+0.45666i,0.07187+0.44964i,-0.016768+0.27435i,-0.1023+0.12839i,-0.12669+0.096139i,-0.095788+0.10512i,-0.055878+0.074902i,-0.055479+0.01073i,-0.077736-0.036988i,-0.082254-0.058972i,-0.06461-0.056582i,-0.041615-0.023901i,-0.01797+0.013856i,0.0072331+0.036072i,0.028319+0.040464i,0.034777+0.027507i
0.084722+0.26126i,-0.0023063+0.52629i,-0.12335+0.80937i,-0.13652+0.89264i,-0.078528+0.67438i,-0.084835+0.34266i,-0.18786+0.11156i,-0.29344-0.020031i,-0.30893-0.08931i,-0.21329-0.099545i,-0.098119-0.1211i,-0.085938-0.15516i,-0.11506-0.1111i,-0.067753-0.034409i,0.0022667-0.021461i,0.0095349-0.056989i,-0.019999-0.084431i,-0.038461-0.082742i,-0.045861-0.051087i,-0.040976-0.0024003i,-0.023194+0.025525i,-0.01122+0.023704i,-0.011907+0.0062485i
-0.080559+0.072368i,0.093043+0.055171i,0.30942+0.058546i,0.35114+0.080217i,0.26218+0.049867i,0.19824-0.020416i,0.18027-0.038664i,0.1455+0.0068982i,0.040776+0.069774i,-0.045765+0.14169i,-0.0062337+0.16902i,0.076581+0.11212i,0.091377+0.041925i,0.072003+0.018613i,0.076036-0.0037502i,0.098013-0.059664i,0.11508-0.10977i,0.096948-0.11363i,0.050598-0.065352i,0.031201-0.011691i,0.038866+0.0083561i,0.034129+0.013978i,0.032169+0.017481i
0.010867-0.16866i,-0.020361-0.22321i,-0.046162-0.16129i,-0.0023887+0.024729i,0.054427+0.18597i,0.017261+0.17111i,-0.075318+0.071184i,-0.11528-0.052774i,-0.11498-0.17617i,-0.098607-0.16441i,-0.047461-0.07248i,-0.0049183-0.057439i,0.0015659-0.10222i,0.0026973-0.12705i,0.020164-0.10448i,0.052386-0.061399i,0.081662-0.036327i,0.083863-0.030687i,0.050213-0.01746i,0.016236+0.015348i,0.0064036+0.048563i,0.0082736+0.068276i,0.015577+0.072024i
-0.5821+9.161i,0.6827+9.2877i,4.5111+9.1614i,6.5741+5.2883i,5.8215+0.98222i,3.4175-1.5021i,1.2152-1.4469i,0.53846-0.36926i,1.1206+0.054837i,1.5649-0.55579i,0.92503-1.3918i,-0.15193-1.6714i,-1.0536-1.3457i,-1.6655-0.50408i,-1.7084+0.3292i,-1.2266+0.63023i,-0.58285+0.5299i,-0.071815+0.39987i,0.22509+0.38222i,0.33177+0.45717i,0.37845+0.56251i,0.40593+0.58859i,0.3335+0.47353i
-0.057279-0.0043745i,-0.11294-0.11042i,-0.19403-0.12414i,-0.22153+0.022035i,-0.15869+0.082276i,-0.17057-0.031443i,-0.28972-0.092605i,-0.33454-0.022886i,-0.24082+0.039769i,-0.075817+0.043516i,0.024244+0.012704i,0.019908-0.0054744i,0.0056582-0.011364i,0.014013-0.031443i,0.057506-0.048831i,0.11935-0.078553i,0.1305-0.1216i,0.077828-0.11434i,0.0020387-0.036963i,-0.033643+0.047051i,-0.016025+0.088516i,0.018396+0.09261i,0.045148+0.062986i
-0.17247-0.13083i,-0.26294+0.0051514i,-0.26204+0.2499i,-0.15316+0.38923i,-0.068665+0.34252i,-0.055203+0.23709i,-0.033379+0.14977i,-0.031482+0.040877i,-0.083035-0.046984i,-0.083979-0.045448i,-0.0093755-0.053492i,-0.0083695-0.12395i,-0.099215-0.11224i,-0.1028+0.004773i,-0.0097782+0.040756i,0.026783-0.060187i,-0.025016-0.15263i,-0.083585-0.13542i,-0.083044-0.042738i,-0.023003+0.01939i,0.035968+0.0017476i,0.036295-0.048728i,-0.010016-0.067919i
0.25199+0.077874i,0.40314+0.20117i,0.54029+0.2753i,0.59058+0.21009i,0.48773+0.071764i,0.25958-0.065656i,0.013455-0.081657i,-0.12358+0.084807i,-0.092048+0.23392i,-0.014+0.1756i,-0.05079+0.069013i,-0.13624+0.11063i,-0.11474+0.18501i,-0.020517+0.13516i,0.036466+0.040422i,0.03268+0.030438i,0.02671+0.091412i,0.06141+0.13338i,0.099405+0.11623i,0.085658+0.065424i,0.030822+0.031348i,-0.0076052+0.041278i,-0.011664+0.061847i
0.0017571+0.069219i,0.068994-0.14221i,0.18673-0.41735i,0.30354-0.53961i,0.34497-0.49697i,0.26756-0.3985i,0.17609-0.30658i,0.16446-0.28509i,0.12834-0.32457i,0.026596-0.26635i,-0.0011566-0.10741i,0.064085-0.024766i,0.097977-0.042637i,0.073973-0.045254i,0.05817-0.025862i,0.067691-0.039259i,0.072448-0.069402i,0.056996-0.089779i,0.042037-0.096166i,0.04529-0.08771i,0.050304-0.075601i,0.044129-0.062252i,0.033277-0.040782i
-0.22993-0.10085i,-0.36589-0.084175i,-0.45318-0.053585i,-0.44382-0.068536i,-0.36366-0.085445i,-0.28162-0.049104i,-0.25097-0.033699i,-0.30598-0.074626i,-0.33763-0.071293i,-0.2256-0.020865i,-0.097018-0.031033i,-0.093948-0.079048i,-0.14433-0.072157i,-0.13017-0.032876i,-0.063108-0.011644i,-0.0094641-0.01243i,0.0041907-0.018309i,-0.019859-0.0016029i,-0.064491+0.02589i,-0.09732+0.030887i,-0.096593+0.018312i,-0.065694+0.0097273i,-0.020583+0.016495i
0.23591-0.028543i,0.36106+0.091436i,0.45572+0.19571i,0.4452+0.15289i,0.31281+0.052194i,0.17917+0.037014i,0.13183+0.10701i,0.11785+0.19929i,0.078467+0.23742i,0.031325+0.17339i,-0.0032357+0.078929i,-0.016333+0.047571i,-0.0066588+0.050227i,-0.009186+0.035401i,-0.026124+0.0089074i,-0.036948-0.014596i,-0.039407-0.021759i,-0.023631-0.0059054i,0.0082097+0.022483i,0.035283+0.038506i,0.032669+0.031778i,0.012615+0.018916i,0.008182-0.0031436i
0.023762+0.064082i,0.025989-0.12179i,-0.0015807-0.37056i,-0.051108-0.44925i,-0.083497-0.34507i,-0.06839-0.20763i,-5.1118e-05-0.13559i,0.11023-0.13741i,0.18708-0.15162i,0.16599-0.11996i,0.11146-0.063237i,0.10099-0.041797i,0.096972-0.061261i,0.05228-0.065544i,-0.0078353-0.02406i,-0.034632+0.029351i,-0.028631+0.041299i,-0.019953+0.010737i,-0.0093301-0.018113i,0.0052528-0.019775i,0.015244-0.0057693i,0.016541-0.0075517i,-0.0046547-0.021643i
-0.27258-0.004813i,-0.4078+0.071725i,-0.44976+0.18079i,-0.32723+0.21894i,-0.1341+0.14866i,-0.033693+0.04538i,-0.025258-0.0022006i,-0.037689-0.016389i,-0.052316-0.045746i,-0.051223-0.065716i,-0.039464-0.066218i,-0.058521-0.055562i,-0.085144-0.018659i,-0.06175+0.027921i,-0.0056924+0.045496i,0.035753+0.033565i,0.054472+0.025214i,0.061173+0.025279i,0.054724+0.0089766i,0.032419-0.022177i,0.0065594-0.036519i,-0.0082104-0.015267i,-0.001507+0.014816i
0.19381-0.063532i,0.3034+0.038133i,0.32123+0.12523i,0.17966+0.050739i,-0.012084-0.072154i,-0.10218-0.080993i,-0.10226-0.038874i,-0.10335-0.0072256i,-0.0951+0.021711i,-0.069695+0.020264i,-0.047742+0.0083653i,-0.010344-0.001019i,0.011455-0.028552i,-0.0056495-0.045617i,-0.02249-0.042759i,-0.030777-0.040459i,-0.033573-0.042416i,-0.033096-0.053935i,-0.038409-0.06343i,-0.041566-0.045735i,-0.029241-0.015546i,-0.0083659-0.0045465i,-0.0010133-0.0075664i
0.11428+0.06589i,0.14388-0.059362i,0.143-0.1498i,0.105-0.031632i,0.050862+0.12018i,0.0083108+0.12721i,-0.019438+0.10149i,0.0090352+0.12321i,0.068924+0.11893i,0.083501+0.084525i,0.075413+0.065479i,0.0823+0.047148i,0.08294+0.014753i,0.057947-0.018507i,0.016628-0.034488i,-0.01932-0.030118i,-0.036945-0.023722i,-0.04643-0.0072316i,-0.044361+0.031601i,-0.015522+0.052261i,0.017818+0.025767i,0.026183-0.017123i,0.015106-0.038863i
-0.24919+0.012518i,-0.34664+0.0068633i,-0.33374-0.017904i,-0.19728-0.020172i,-0.017735+0.041139i,0.12234+0.08885i,0.18341+0.026352i,0.12689-0.10832i,0.0093671-0.17149i,-0.035817-0.11984i,-0.016219-0.066127i,-0.021394-0.054947i,-0.041884-0.033578i,-0.030811+0.0075894i,0.005212+0.044977i,0.035745+0.06104i,0.035578+0.071062i,0.01603+0.095583i,0.0070131+0.1038i,0.0082385+0.073694i,0.0041894+0.03506i,-0.0086281+0.023717i,-0.010841+0.038066i
0.11819-0.10725i,0.16453-0.0044256i,0.14438+0.13988i,0.10035+0.15885i,0.091771+0.043795i,0.064946-0.082799i,-0.017244-0.099699i,-0.08796-0.0037394i,-0.10004+0.074498i,-0.086095+0.067113i,-0.072955+0.039005i,-0.056094+0.03884i,-0.023746+0.04584i,0.018794+0.022381i,0.049951-0.030744i,0.058512-0.080552i,0.071597-0.11055i,0.10518-0.13203i,0.12219-0.1364i,0.094421-0.10069i,0.047187-0.045105i,0.023325-0.010866i,0.021784-0.015122i
0.10012+0.085715i,0.093097+0.029181i,0.059525-0.042761i,0.042081-0.065104i,0.017916-0.084519i,-0.041842-0.10813i,-0.098143-0.085443i,-0.080772-0.031945i,-0.0014015-0.0017262i,0.049141-0.013285i,0.033267-0.016935i,0.017428+0.01254i,0.031999+0.025896i,0.037527+0.012903i,0.026415-0.00043267i,0.013853-0.0052578i,-0.0069943-0.0011129i,-0.045209+0.0054948i,-0.073565+0.011504i,-0.059886+0.011551i,-0.027735+0.0066556i,-0.011662+0.0077933i,-0.0084894+0.013923i
-0.21764+0.089911i,-0.23098+0.15313i,-0.10004+0.20779i,0.059906+0.21524i,0.07195+0.19663i,-0.044701+0.22092i,-0.10526+0.27162i,-0.050251+0.22647i,-0.0011088+0.10048i,-0.00067783+0.032491i,0.011273+0.019478i,0.022966-0.0017037i,0.01697-0.012685i,0.016701-0.010393i,0.010613-0.01157i,-0.0055414-0.019492i,-0.019428-0.031718i,-0.035185-0.026335i,-0.048151-0.0051492i,-0.051869-0.00032366i,-0.045277-0.010905i,-0.029672-0.011738i,-0.014797-0.0014824i
0.13697-0.17532i,0.26226-0.23526i,0.32254-0.30977i,0.23484-0.39843i,0.11273-0.37041i,0.090526-0.23637i,0.12048-0.16934i,0.072643-0.16291i,-0.0092818-0.11591i,-0.022345-0.050002i,0.0074967-0.021782i,0.025-0.030384i,0.013305-0.038358i,-0.0051804-0.020279i,0.0081437+0.0040215i,0.039169+0.01305i,0.061992+0.031181i,0.091074+0.069413i,0.11761+0.08999i,0.10264+0.07898i,0.052843+0.061414i,0.017346+0.048473i,0.011845+0.031807i
0.10604+0.050715i,0.015454-0.036853i,-0.14326-0.13233i,-0.198-0.12943i,-0.10775-0.10581i,0.0032777-0.13002i,0.036416-0.13724i,0.014025-0.091302i,-0.0026384-0.043801i,0.0027268-0.045104i,-0.0046927-0.058975i,-0.029781-0.045393i,-0.051489-0.029699i,-0.071491-0.02599i,-0.094973-0.019727i,-0.1135-0.010547i,-0.11654-0.018481i,-0.10944-0.056553i,-0.094369-0.087173i,-0.056557-0.078324i,-0.0086766-0.058229i,0.012926-0.056407i,0.0035527-0.057124i
-0.25855+0.13873i,-0.33637+0.26072i,-0.3047+0.31888i,-0.22184+0.24256i,-0.17621+0.10493i,-0.16353-0.017384i,-0.15175-0.11171i,-0.11222-0.13984i,-0.043672-0.10231i,-0.0034632-0.066181i,-0.0073244-0.042725i,-0.007182-0.021804i,-0.00054529-0.01349i,0.0050595+0.0043149i,0.027631+0.029012i,0.054667+0.04009i,0.069494+0.04556i,0.065543+0.049067i,0.033994+0.041559i,-0.0007343+0.023847i,-0.010176+0.0045038i,-0.0069385-0.0050563i,-0.0084805+0.0017563i
0.11037-0.1891i,0.25813-0.19276i,0.35595-0.10825i,0.29411-0.022335i,0.14148+0.041022i,0.030865+0.12029i,0.0013167+0.20085i,0.015817+0.21427i,0.019218+0.16009i,-0.0008278+0.12645i,1.4452e-05+0.11818i,0.016703+0.088504i,0.019527+0.059668i,0.018814+0.045872i,0.023723+0.032563i,0.025957+0.016846i,0.007636+0.0046599i,-0.020107+0.013251i,-0.017079+0.034521i,0.0078919+0.036963i,0.01326+0.021072i,0.0015588+0.010771i,-0.0011126+0.0087896i
0.14663+0.018873i,0.077751-0.13473i,-0.094386-0.31159i,-0.18422-0.31047i,-0.10232-0.15888i,0.029257-0.031222i,0.10018+0.0067818i,0.092725-0.013994i,0.046169-0.040508i,0.022214-0.052336i,0.0048848-0.064006i,-0.030234-0.067231i,-0.045575-0.055062i,-0.031004-0.048993i,-0.014475-0.052399i,-0.0014867-0.05463i,0.017923-0.059204i,0.03665-0.070798i,0.035852-0.07313i,0.018253-0.047468i,0.0074369-0.0063872i,0.010441+0.017132i,0.014358+0.015169i
-0.25566+0.20246i,-0.35561+0.38427i,-0.32197+0.52674i,-0.16913+0.50761i,-0.019696+0.32195i,0.037613+0.1146i,0.040785+0.0083616i,0.024941-0.01616i,-0.015385-0.010317i,-0.037422+0.00083642i,-0.018226+0.0098554i,0.0072903+0.021204i,0.023814+0.027229i,0.032082+0.022776i,0.026643+0.02314i,0.0095018+0.032041i,-0.010904+0.040267i,-0.027507+0.038453i,-0.039148+0.022116i,-0.040979-0.0014864i,-0.029395-0.018561i,-0.014728-0.023833i,-0.0066807-0.02388i
0.099605-0.20291i,0.27073-0.19499i,0.42996-0.12178i,0.37657-0.10219i,0.14878-0.11802i,-0.025517-0.11799i,-0.10485-0.11514i,-0.12284-0.083551i,-0.077323-0.043619i,-0.041214-0.025626i,-0.036986-0.00039146i,-0.021009+0.023635i,-0.0056223+0.029412i,-0.0041939+0.029995i,0.0069038+0.016563i,0.024475-0.015234i,0.031445-0.040742i,0.023813-0.040436i,0.015733-0.015991i,0.02084+0.0067304i,0.02066+0.0094761i,0.0062032+0.010781i,-0.0025726+0.020384i
0.18742-0.021487i,0.16573-0.19107i,0.064615-0.33859i,0.050029-0.2742i,0.09426-0.10557i,0.064893+0.0019636i,0.0088368+0.080963i,0.022019+0.1208i,0.061939+0.089013i,0.081181+0.038884i,0.078998-0.012032i,0.05291-0.053817i,0.027005-0.066613i,0.014465-0.067293i,-0.0067252-0.061237i,-0.032381-0.038846i,-0.037575-0.0091651i,-0.015527+0.014379i,0.015263+0.023213i,0.023733+0.013367i,0.0061359-0.0021589i,-0.011052-0.0088782i,-0.014384-0.007499i
-0.29065+0.22305i,-0.43094+0.33977i,-0.4554+0.33132i,-0.32981+0.18366i,-0.1458+0.043626i,-0.034235+0.0054491i,0.011671-0.0087903i,0.0064657-0.053111i,-0.020602-0.066819i,-0.017065-0.047449i,-0.010071-0.032658i,-0.011924-0.016161i,-0.0086101-0.0075228i,-0.010772-0.0053036i,-0.013392+0.0022411i,-0.0086896+0.0033565i,-0.0023739-1.6734e-05i,0.0013866-0.0028483i,-0.000351-0.0094173i,-0.0036238-0.0086162i,0.0038657+0.0049294i,0.021073+0.012268i,0.03132+0.0030495i
0.062837-0.18197i,0.21766-0.10502i,0.38278+0.043178i,0.34694+0.040976i,0.14807-0.073766i,0.020649-0.11156i,-0.0002636-0.078682i,-0.016127-0.02721i,-0.034133+0.016911i,-0.038719+0.030638i,-0.028185+0.03829i,-0.006203+0.037101i,-0.0028556+0.020701i,-0.015501+0.015041i,-0.012714+0.021323i,0.00033039+0.020993i,-0.00064859+0.010623i,-0.010964+0.00179i,-0.014221+0.0019629i,-0.0070806+0.0062496i,0.0011725+0.0057486i,-0.0013972-0.002069i,-0.016418-0.0070179i
0.25748-0.044285i,0.26887-0.25843i,0.1224-0.46658i,-0.063539-0.41823i,-0.14722-0.18412i,-0.1198-0.034493i,-0.098278-0.012761i,-0.085542-0.013277i,-0.052494-0.012508i,-0.035721-0.015712i,-0.030676-0.015102i,-0.023218-0.018571i,-0.018666-0.014255i,-0.00024539+2.0398e-05i,0.022918-0.00082915i,0.026491-0.014794i,0.019859-0.022335i,0.0075027-0.017275i,-0.0088614-0.00073703i,-0.012883+0.012337i,-0.0052279+0.0088607i,0.0011539+0.0015717i,0.0034465+0.0031587i
