-0.0016643+0.0011991i,-0.00093642+6.8894e-06i,-0.0010131-0.0012899i,-0.00079244-0.0010838i,-0.0011696-0.00019112i,-0.0013065+0.0013279i,-0.00071882+0.0018187i,0.00023744+0.0013958i,0.0014959+0.0003729i,0.0014078-0.00051668i,0.0011019-0.00061405i,0.00074162-0.00081633i,-9.88e-05-0.0011927i,0.00014733-0.00065098i,0.00064372+0.0001747i,0.00034057-0.00031185i,0.00022322-0.001287i,-8.424e-05-0.0010017i,-0.00045154-0.00050078i,-0.00082447-0.0001338i,-0.00042996+0.00060329i,4.561e-06+0.00088405i,-0.00014432+0.00059785i
-0.29939+0.22381i,-0.45545+0.31187i,-0.49624+0.33194i,-0.33502+0.30881i,-0.094728+0.24901i,0.020583+0.1792i,0.061105+0.13309i,0.09824+0.06341i,0.090601-0.0076073i,0.06798-0.025101i,0.05456-0.031093i,0.027807-0.033663i,0.0045657-0.021059i,-0.0058871-0.010382i,-0.014033+0.0054192i,-0.013829+0.029331i,-0.0048766+0.045912i,0.0068768+0.042002i,0.013789+0.014208i,0.004066-0.01573i,-0.015169-0.025621i,-0.022135-0.017731i,-0.010841-0.006918i
-0.0090055-0.18585i,0.067122-0.079728i,0.14805+0.096385i,0.11814+0.11479i,0.058295+0.0096463i,0.085089-0.06871i,0.11034-0.11211i,0.055421-0.095717i,0.012931-0.031079i,0.0092056+0.0065227i,-0.004316+0.032665i,-0.0087171+0.06394i,0.01041+0.069057i,0.031278+0.048698i,0.045908+0.020372i,0.052612-0.011137i,0.052255-0.039552i,0.044554-0.048134i,0.031772-0.029609i,0.028316-0.0041456i,0.034167+0.0088682i,0.035245+0.0071132i,0.026377-0.0032292i
0.31006-0.02836i,0.38734-0.15223i,0.34539-0.24847i,0.24269-0.19119i,0.12035-0.098694i,-0.003335-0.10281i,-0.091316-0.10213i,-0.087749-0.048511i,-0.045752-0.020409i,-0.033964-0.025698i,-0.02799-0.032223i,-0.017724-0.038887i,-0.019036-0.035624i,-0.019717-0.018276i,-0.00874-0.0015504i,0.0046156+0.0069042i,0.0073248+0.010239i,-0.0035807+0.0093228i,-0.015431+0.0079099i,-0.017415+0.0056718i,-0.019669+0.00079399i,-0.029421+0.0033767i,-0.034513+0.012123i
-0.28835+0.21308i,-0.43617+0.24152i,-0.45688+0.19947i,-0.29698+0.16542i,-0.12487+0.14263i,-0.10499+0.13447i,-0.13851+0.15728i,-0.10421+0.13678i,-0.060882+0.065009i,-0.04073+0.026046i,-0.012194+0.013561i,0.012139-0.0052157i,0.020002-0.027763i,0.010813-0.055374i,-0.016478-0.073272i,-0.045983-0.069929i,-0.06352-0.049369i,-0.061044-0.016126i,-0.035466+0.010209i,-0.0061218+0.012414i,0.011582-0.0012925i,0.021817-0.014631i,0.024632-0.020024i
-0.043859-0.19147i,0.046308-0.087216i,0.21302+0.068518i,0.28715+0.022375i,0.20005-0.082812i,0.12425-0.011648i,0.15215+0.072746i,0.12569+0.04291i,0.043912+0.015823i,0.017589+0.025683i,0.016286+0.025264i,0.0039736+0.021607i,-0.0052649+0.026391i,-0.0078296+0.037257i,-0.0060759+0.044498i,-0.00068017+0.044151i,0.0128+0.041338i,0.031857+0.032344i,0.035203+0.012376i,0.015435-0.00085301i,-0.0045491+0.0091741i,-0.0089243+0.02775i,-0.0013233+0.033871i
0.34634-0.011731i,0.44523-0.14292i,0.33257-0.31294i,0.085043-0.3352i,-0.041952-0.22116i,0.019925-0.1702i,0.073637-0.19086i,0.056172-0.14186i,0.050411-0.053628i,0.053609-0.029521i,0.032014-0.035399i,0.011195-0.030471i,-0.0020772-0.02267i,-0.014129-0.0058658i,-0.010223+0.012504i,0.0012765+0.01512i,0.0010541+0.0022287i,-0.0086076-0.015069i,-0.015033-0.01932i,-0.0076784-0.011255i,0.0045195-0.013662i,0.0046722-0.030073i,-0.0076727-0.039297i
-0.27683+0.19478i,-0.41266+0.18392i,-0.42714+0.099546i,-0.30565+0.082325i,-0.1691+0.094885i,-0.13893+0.036443i,-0.17565-0.024999i,-0.15291-0.038906i,-0.086787-0.040501i,-0.04293-0.040639i,-0.020432-0.040767i,-0.015576-0.040951i,-0.011174-0.035515i,0.0054168-0.032115i,0.0189-0.029428i,0.024244-0.023111i,0.018568-0.019192i,0.00131-0.015599i,-0.015355-0.0064905i,-0.022202+0.0074011i,-0.015345+0.018868i,0.00075333+0.024047i,0.015362+0.024044i
-0.10578-0.2307i,-0.14899-0.1477i,-0.13758+0.078964i,-0.081327+0.18198i,-0.035117+0.13156i,-0.019075+0.11832i,0.0026844+0.13806i,0.019861+0.11115i,0.018214+0.065305i,0.0044917+0.050439i,-0.001941+0.062485i,0.010047+0.067341i,0.020383+0.053769i,0.020819+0.034762i,0.013749+0.011406i,0.00024483-0.010042i,-0.0057921-0.012647i,0.0043795+0.0012913i,0.024073+0.0061407i,0.031496-0.011031i,0.014671-0.027842i,-0.0095656-0.025468i,-0.023111-0.012185i
0.37749+0.040489i,0.5244-0.024389i,0.47537-0.13638i,0.2995-0.18368i,0.1709-0.1399i,0.133-0.08745i,0.10452-0.052637i,0.045154-0.02037i,4.4334e-05-0.0054755i,-0.013729-0.015032i,-0.022924-0.020555i,-0.030482-0.0085406i,-0.034934+0.0068789i,-0.034577+0.024044i,-0.017227+0.044511i,0.012815+0.053866i,0.034485+0.041016i,0.031879+0.014042i,0.0092017+0.00041055i,-0.0080413+0.012859i,-0.0025558+0.029118i,0.015054+0.027784i,0.025808+0.011302i
-0.28184+0.21922i,-0.39279+0.25739i,-0.38495+0.21803i,-0.26768+0.21357i,-0.11198+0.17953i,-0.030551+0.044437i,-0.029414-0.048829i,0.0031553-0.054888i,0.03603-0.056436i,0.030321-0.050231i,0.035901-0.03839i,0.04224-0.047905i,0.036216-0.055865i,0.03446-0.056161i,0.026977-0.059027i,0.0048957-0.056903i,-0.01574-0.045987i,-0.023144-0.02937i,-0.02038-0.011749i,-0.014855-0.004496i,-0.015515-0.0093767i,-0.023204-0.013166i,-0.026151-0.0056121i
-0.10477-0.27653i,-0.12185-0.22007i,-0.0019716-0.031015i,0.13546+0.0033911i,0.073988-0.075697i,-0.075433-0.021331i,-0.093662+0.076674i,-0.054098+0.070452i,-0.051696+0.04402i,-0.048103+0.052093i,-0.031017+0.058895i,-0.012318+0.059642i,0.0049155+0.052321i,0.011025+0.03047i,0.010302+0.0057641i,0.011889-0.010667i,0.013383-0.012173i,0.018127+0.0037456i,0.031599+0.015315i,0.043471+0.0061313i,0.045342-0.010151i,0.038974-0.018427i,0.025209-0.017936i
0.4029+0.077848i,0.56001+0.0056247i,0.49005-0.11762i,0.28645-0.16597i,0.16251-0.10593i,0.16672-0.040594i,0.18222-0.044423i,0.12875-0.061577i,0.068535-0.042156i,0.05338-0.024218i,0.035469-0.033938i,0.0013462-0.044035i,-0.026922-0.042881i,-0.053462-0.032927i,-0.073888-0.0098848i,-0.076131+0.018521i,-0.059498+0.036048i,-0.037154+0.02888i,-0.02627+0.01007i,-0.029139+0.0046031i,-0.03561+0.014261i,-0.034934+0.026975i,-0.023698+0.027899i
-0.28809+0.20081i,-0.3617+0.1625i,-0.34347-0.036665i,-0.31187-0.14127i,-0.24389-0.068232i,-0.13928-0.025096i,-0.11601-0.05174i,-0.13381-0.032672i,-0.09834+0.0044966i,-0.044972-0.00022371i,-0.010387-0.016403i,0.0071559-0.022614i,0.011815-0.016824i,0.020754+0.0030604i,0.042913+0.020129i,0.063625+0.013083i,0.061905-0.0113i,0.039252-0.026258i,0.011108-0.023343i,-0.0030466-0.013821i,0.005079-0.012133i,0.015771-0.022534i,0.013829-0.027378i
-0.12661-0.32469i,-0.2474-0.2626i,-0.26832+0.032753i,-0.1409+0.22041i,-0.036059+0.13205i,-0.066392-0.0021515i,-0.10047-0.020658i,-0.060386+0.0022194i,-0.01479-0.0037904i,-0.014238-0.016296i,-0.034174-0.00041761i,-0.034607+0.028316i,-0.011057+0.039483i,0.014925+0.028426i,0.021765+0.0050761i,0.0038358-0.0065165i,-0.017593+0.0035089i,-0.021484+0.018539i,-0.0049481+0.023301i,0.012733+0.014234i,0.013498+0.0083844i,0.010089+0.015986i,0.010222+0.016816i
0.40798+0.1226i,0.55889+0.077887i,0.47782-0.040142i,0.27061-0.10753i,0.12099-0.048988i,0.066206+0.082739i,0.054858+0.17076i,0.046075+0.16378i,0.030842+0.11335i,0.018742+0.072401i,0.011466+0.04463i,0.0058499+0.023377i,-0.0010853+0.0078815i,-0.0059397-0.0016324i,-0.0011928-0.011482i,0.0089344-0.023883i,0.011878-0.033445i,0.0043282-0.034824i,-0.009529-0.024929i,-0.020737-0.011048i,-0.02499-0.0061203i,-0.02683-0.0083984i,-0.024623-0.0040328i
-0.32012+0.22322i,-0.35777+0.2733i,-0.2442+0.18516i,-0.11503+0.099535i,-0.011183+0.072725i,0.085472-0.01381i,0.11757-0.12782i,0.0959-0.15753i,0.064699-0.13041i,0.037691-0.08338i,0.033195-0.040858i,0.031204-0.03151i,0.010922-0.038468i,-0.013742-0.034433i,-0.033102-0.0040875i,-0.032122+0.036934i,-0.0092063+0.054286i,0.011433+0.038663i,0.013612+0.011693i,0.00675+0.0021759i,0.010513+0.0079462i,0.021425+0.0083067i,0.022539-0.00042904i
-0.081229-0.37757i,-0.20765-0.39614i,-0.27577-0.17921i,-0.21128+0.0011653i,-0.12043-0.012575i,-0.09934-0.041727i,-0.077352+0.0044351i,-0.033677+0.031433i,-0.016509+0.022378i,-0.014098+0.0099549i,-0.0053069+0.00014224i,0.0059729+0.0045284i,0.019765+0.023905i,0.041707+0.033093i,0.063967+0.0067016i,0.057629-0.042928i,0.019907-0.071877i,-0.0097069-0.053974i,-0.0047992-0.014793i,0.014744-0.0014832i,0.016122-0.011262i,-0.00022894-0.011291i,-0.0081505+0.00020105i
0.42543+0.2038i,0.63548+0.22648i,0.6851+0.14211i,0.57264+0.010216i,0.34439-0.075545i,0.12584-0.077199i,0.018287-0.063474i,-0.022674-0.074872i,-0.039583-0.054954i,-0.029139-0.017236i,-0.025602-0.0043291i,-0.032665-0.00079588i,-0.033572-0.0068263i,-0.043634-0.017394i,-0.052739-0.0046961i,-0.033715+0.029291i,0.0032762+0.053238i,0.024097+0.045169i,0.016159+0.021232i,0.0012366+0.012891i,-0.0018676+0.014827i,-0.00035412+0.010288i,-0.0048922+0.0017078i
-0.35707+0.15583i,-0.41826+0.13467i,-0.35997-0.050754i,-0.3234-0.14364i,-0.24565-0.0082799i,-0.080253+0.11447i,0.012667+0.10564i,0.010741+0.083651i,0.0064522+0.061239i,0.010256+0.027403i,0.017192+0.0024452i,0.020648-0.024087i,0.013864-0.040604i,0.0065184-0.042976i,-0.0086023-0.045841i,-0.035627-0.044677i,-0.0518-0.033276i,-0.039593-0.017614i,-0.015062-0.011199i,-0.0033002-0.014858i,-0.0065723-0.016301i,-0.0068769-0.0093191i,0.0032003+0.00084278i
-0.023219-0.42328i,-0.14781-0.49202i,-0.23554-0.30245i,-0.17807-0.12017i,-0.098672-0.12711i,-0.10827-0.16446i,-0.12816-0.13374i,-0.1112-0.085361i,-0.06995-0.045949i,-0.030195-0.027347i,-0.014354-0.0098059i,-0.0072646+0.019731i,-0.0060119+0.045087i,-0.00072876+0.072417i,0.031458+0.087965i,0.070302+0.065744i,0.079656+0.02494i,0.053102+0.00056266i,0.020749+0.0024205i,0.013179+0.010071i,0.021817+0.0069902i,0.022149-0.0013084i,0.0099135-0.0066052i
0.36215+0.29457i,0.47559+0.37971i,0.3744+0.36967i,0.21258+0.32471i,0.14945+0.25563i,0.12606+0.1753i,0.10006+0.15089i,0.087455+0.13912i,0.051819+0.095438i,0.005884+0.05464i,-0.019773+0.022121i,-0.031574+0.0036387i,-0.016814-0.0033633i,0.003444-0.028001i,-0.010218-0.052706i,-0.043715-0.040955i,-0.063057-0.0036523i,-0.055271+0.018962i,-0.038034+0.013912i,-0.036885+0.0048666i,-0.042935+0.0072042i,-0.034769+0.010057i,-0.016024+0.0028363i
-0.37371+0.12649i,-0.35882+0.13633i,-0.12126-0.020163i,0.013057-0.18405i,-0.041679-0.15092i,-0.065727-0.037789i,-0.043275-0.029788i,-0.031552-0.049398i,-0.0015593-0.039759i,0.018314-0.028154i,0.024445-0.0078691i,0.035654-0.0058111i,0.026283-0.019559i,0.012009-0.013957i,0.022165-0.0051225i,0.04114-0.014696i,0.048285-0.031955i,0.042609-0.035786i,0.03589-0.024623i,0.036209-0.017663i,0.036204-0.023164i,0.025233-0.025823i,0.0065149-0.012316i
0.054443-0.43021i,-0.092268-0.51624i,-0.27062-0.27959i,-0.23911+0.0057871i,-0.053814+0.030244i,0.051337-0.064329i,0.083928-0.070303i,0.096984-0.041627i,0.070782-0.024993i,0.041927-0.0098074i,0.028429-0.0016055i,0.014417+0.0092326i,0.0047927+0.015651i,-0.0084898+0.017053i,-0.027387+0.030911i,-0.032423+0.047924i,-0.022545+0.04627i,-0.018742+0.031706i,-0.025362+0.021739i,-0.025997+0.024671i,-0.016173+0.036893i,-0.0033859+0.040539i,0.0066683+0.024776i
0.31982+0.35271i,0.48844+0.41936i,0.45315+0.2728i,0.26441+0.10641i,0.11013+0.060469i,0.011591+0.045895i,-0.065778+0.023947i,-0.087233-0.0004232i,-0.068352-0.022457i,-0.045349-0.019571i,-0.02611-0.019244i,-0.021662-0.02321i,-0.019198-0.0055136i,0.0016218+0.0060092i,0.027124-0.014192i,0.02812-0.044143i,0.0066191-0.051637i,-0.0068922-0.040937i,-0.0024859-0.029939i,0.0031106-0.02967i,-0.0011022-0.040553i,-0.0072557-0.041905i,-0.0080282-0.024048i
-0.41117+0.055826i,-0.43177+0.14594i,-0.12009+0.16043i,0.15549+0.038725i,0.1235-0.051778i,0.04515-0.025598i,0.053974-0.022858i,0.036069-0.035522i,0.0098457-0.0073626i,0.0071677+0.006552i,0.0004508+0.0043565i,0.0010414-0.0057014i,0.0024924-0.034978i,-0.011772-0.047298i,-0.023827-0.023781i,-0.013676+0.012124i,0.010665+0.033822i,0.029442+0.039706i,0.035414+0.037248i,0.034995+0.033061i,0.036226+0.02998i,0.032564+0.020314i,0.018402+0.0064599i
0.17512-0.44564i,0.048738-0.70987i,-0.26797-0.7105i,-0.43083-0.46063i,-0.29372-0.22855i,-0.13291-0.119i,-0.089587-0.043578i,-0.076576-0.0032297i,-0.059011-0.013795i,-0.03953-0.025207i,-0.020477-0.015759i,-0.0090027+0.0098131i,0.003354+0.034436i,0.013439+0.035463i,0.0096382+0.015807i,-0.0046395-0.0073773i,-0.016405-0.025008i,-0.022994-0.033345i,-0.027349-0.032881i,-0.034152-0.028302i,-0.046084-0.018221i,-0.045814-0.0023602i,-0.025329+0.0075791i
0.18991+0.45701i,0.34649+0.65927i,0.3826+0.61589i,0.27303+0.42061i,0.14348+0.24273i,0.053829+0.11902i,0.0095163+0.063015i,0.018426+0.060537i,0.028846+0.052499i,0.012588+0.035264i,0.0030556+0.017255i,-0.0035054-0.0036472i,-0.022921-0.0093317i,-0.030519+0.0032534i,-0.011767+0.016509i,0.011387+0.01848i,0.021287+0.015286i,0.021967+0.012393i,0.023363+0.0093679i,0.031549+0.0064458i,0.043905-0.0023124i,0.044266-0.014296i,0.02663-0.019413i
-0.41583-0.095176i,-0.54951-0.04089i,-0.38936+0.077155i,-0.13169+0.11847i,-0.034159+0.08707i,-0.012096+0.081531i,0.03086+0.062083i,0.028113+0.016673i,0.0043526+0.01027i,0.0068913+0.017843i,0.0087132+0.013212i,0.014804+0.0051015i,0.034667-0.011674i,0.044661-0.028534i,0.030199-0.033287i,0.0050585-0.021893i,-0.012777-0.0024968i,-0.020809+0.012183i,-0.023573+0.018942i,-0.026716+0.021576i,-0.03073+0.024127i,-0.032162+0.024258i,-0.026453+0.020047i
0.34495-0.31606i,0.44064-0.57699i,0.31326-0.70499i,0.11004-0.58706i,0.028157-0.35455i,0.027396-0.19898i,0.021578-0.1168i,0.033153-0.059158i,0.055866-0.038383i,0.055307-0.03489i,0.035086-0.023546i,0.0042317-0.0013481i,-0.019137+0.027697i,-0.021709+0.045811i,-0.0090465+0.043157i,0.0091345+0.022851i,0.022005-0.0039094i,0.023977-0.02129i,0.016269-0.025554i,0.0066458-0.027006i,-0.00011708-0.02776i,-0.0013813-0.020943i,0.001947-0.0088904i
-0.033114+0.45549i,-0.068551+0.72742i,-0.10056+0.79091i,-0.080569+0.62074i,-0.023241+0.35643i,-0.0032341+0.13657i,-0.036581+0.029828i,-0.060168+0.0069596i,-0.057225-0.0024899i,-0.049556-0.0077815i,-0.0279-0.0021761i,0.0012397-0.0071601i,0.0087263-0.024143i,-0.0032572-0.033829i,-0.01596-0.031095i,-0.024418-0.017519i,-0.029239+0.0037956i,-0.024068+0.02094i,-0.0094905+0.027164i,0.0058214+0.030173i,0.018323+0.03127i,0.027663+0.02436i,0.028782+0.010861i
-0.26256-0.25555i,-0.31986-0.35197i,-0.17527-0.2967i,0.0077101-0.16687i,0.033277-0.062277i,-0.0091601+0.035119i,0.014578+0.075187i,0.03595+0.033908i,0.011975+0.0034818i,-0.0064021+0.0051413i,-0.015864+0.00020107i,-0.018794-0.0041416i,-0.0025049-0.00029095i,0.018885+0.0050834i,0.031056+0.0080868i,0.032464+0.0030991i,0.026553-0.0088412i,0.015815-0.018268i,0.0049363-0.020904i,-0.0041742-0.024755i,-0.013465-0.033421i,-0.02238-0.038711i,-0.026636-0.031245i
0.36606-0.096597i,0.5413-0.19549i,0.50079-0.31192i,0.30031-0.3663i,0.14382-0.31598i,0.069427-0.23512i,0.0092121-0.16214i,-0.027859-0.082684i,-0.017181-0.026753i,0.0091555-0.0079724i,0.023089-0.0034638i,0.017958-0.0041347i,-0.00081623-0.0059153i,-0.017116-0.0047613i,-0.024781-0.00063927i,-0.02114+0.0060862i,-0.0050172+0.013055i,0.0093414+0.012327i,0.012747+0.0053157i,0.011291+0.0035071i,0.0090248+0.010055i,0.0073863+0.01951i,0.0087868+0.022856i
-0.20954+0.29005i,-0.41128+0.41574i,-0.55263+0.39674i,-0.49815+0.30504i,-0.28327+0.22656i,-0.086483+0.1443i,-0.0032435+0.075292i,0.013891+0.039259i,0.015738+0.017761i,0.0068839+0.0059274i,-0.0043802+0.012938i,-0.0051083+0.024101i,-0.0016745+0.019902i,0.00075545+0.0031957i,0.0050252-0.015019i,0.0028278-0.030343i,-0.012794-0.037561i,-0.025585-0.029703i,-0.023801-0.012416i,-0.014094+0.0024653i,-0.0043377+0.010209i,0.0010096+0.011766i,0.0031111+0.0091939i
-0.062129-0.2353i,0.0048631-0.27271i,0.14831-0.12668i,0.18113+0.036333i,0.032577+0.062998i,-0.11954+0.05104i,-0.14246+0.058718i,-0.095746+0.042081i,-0.065449+0.014582i,-0.047964-0.00090724i,-0.028626-0.022183i,-0.018502-0.040534i,-0.014444-0.032765i,-0.0094912-0.0064952i,-0.0020911+0.017252i,0.0076467+0.030097i,0.019644+0.032162i,0.02675+0.024047i,0.023333+0.0097356i,0.017527-0.0043877i,0.015663-0.014745i,0.01384-0.0225i,0.0060006-0.02442i
0.23565+0.046617i,0.32927+0.043223i,0.32525-0.035107i,0.29082-0.13485i,0.28126-0.1505i,0.27677-0.11045i,0.23715-0.089077i,0.15636-0.069891i,0.0866-0.037462i,0.052081-0.013048i,0.033012+0.006223i,0.023922+0.024882i,0.021315+0.031368i,0.020455+0.024541i,0.016422+0.010552i,0.0043684-0.0018632i,-0.0089078-0.0057264i,-0.018093-0.00048314i,-0.021493+0.0081537i,-0.020746+0.012526i,-0.025791+0.012823i,-0.03101+0.016403i,-0.024095+0.019084i
-0.19306+0.096553i,-0.33605+0.051721i,-0.43136-0.040122i,-0.4183-0.026419i,-0.30411+0.067964i,-0.19572+0.099167i,-0.15579+0.080471i,-0.1182+0.072503i,-0.061183+0.056079i,-0.028735+0.028659i,-0.021708+0.012629i,-0.021081+0.003732i,-0.018612-0.0090413i,-0.015312-0.018315i,-0.0075983-0.017306i,0.0087356-0.01633i,0.020504-0.020265i,0.022389-0.021389i,0.019387-0.017041i,0.016815-0.0074921i,0.020693+0.00088907i,0.025024+0.00048541i,0.02215-0.0036449i
0.022627-0.10806i,0.095317-0.024319i,0.16199+0.15773i,0.14816+0.19899i,0.06634+0.04181i,-0.0040849-0.091059i,-0.0028056-0.10845i,0.024122-0.092635i,0.023843-0.073273i,0.016585-0.045739i,0.024251-0.029999i,0.034077-0.027248i,0.034212-0.024366i,0.024948-0.019496i,0.007714-0.010985i,-0.011649+0.0054533i,-0.017958+0.02392i,-0.011438+0.030691i,-0.0022432+0.022496i,0.0034663+0.0078161i,0.0037222-0.00093789i,0.0015377-0.0035169i,-0.00062802-0.0050623i
0.10292+0.038449i,0.13624+0.013797i,0.18373-0.071718i,0.26177-0.11071i,0.27727-0.029571i,0.21269+0.080138i,0.13594+0.12367i,0.074309+0.098589i,0.033976+0.057152i,0.016382+0.031874i,0.00062527+0.022319i,-0.019587+0.022668i,-0.032969+0.029879i,-0.030156+0.038006i,-0.013784+0.034058i,0.0020768+0.012225i,0.0046816-0.01405i,-0.0033082-0.026457i,-0.013441-0.022167i,-0.018077-0.013918i,-0.017015-0.01298i,-0.016921-0.013429i,-0.014999-0.009189i
-0.097222+0.0097091i,-0.14777-0.082443i,-0.21532-0.20386i,-0.30758-0.23204i,-0.32049-0.16627i,-0.22397-0.12525i,-0.13585-0.13279i,-0.094722-0.10956i,-0.06243-0.056913i,-0.038475-0.023548i,-0.026737-0.010912i,-0.012294-0.0078921i,0.0028427-0.017904i,0.008297-0.033035i,0.0061146-0.035308i,0.0064945-0.019215i,0.013073+0.0018442i,0.01778+0.013585i,0.017596+0.015714i,0.015575+0.018457i,0.014927+0.026148i,0.017049+0.030425i,0.016667+0.027666i
0.0024395-0.0086168i,-0.022325+0.11825i,-0.0577+0.29466i,-0.043776+0.31108i,0.0055304+0.1514i,0.019665+0.02819i,0.010225+0.026457i,0.011951+0.046943i,0.015878+0.025129i,0.01478-0.0032294i,0.016869-0.011394i,0.014642-0.007401i,0.0077669+0.0063761i,0.0058834+0.021757i,0.0074235+0.022748i,0.00092582+0.0084725i,-0.01332-0.0054366i,-0.019327-0.0076496i,-0.012573-0.006123i,-0.0043069-0.011815i,-0.0035748-0.021035i,-0.0080367-0.025532i,-0.010392-0.024215i
0.069023+0.0023806i,0.12711-0.042463i,0.21097-0.066855i,0.26367+0.0041207i,0.20506+0.10439i,0.091176+0.14276i,0.027758+0.11007i,0.0064711+0.048128i,-0.0071755+0.021718i,-0.0062402+0.022542i,-0.0012973+0.011673i,-0.0062625-0.0029456i,-0.018172-0.0084704i,-0.029119-0.0046873i,-0.028637+0.0031503i,-0.012938+0.0068721i,0.0073042+0.0040233i,0.013423-0.0042914i,0.0037657-0.0082037i,-0.0028475-0.0046713i,0.00102+0.00081137i,0.0078479+0.0046418i,0.011859+0.0051899i
-0.030475+0.0036849i,-0.010972-0.055054i,-0.020636-0.18609i,-0.087073-0.28255i,-0.1077-0.24724i,-0.051818-0.16311i,-0.0043448-0.10387i,0.0016108-0.049766i,-0.0066182-0.018156i,-0.018261-0.011821i,-0.023382+3.509e-05i,-0.0098191+0.013928i,0.019287+0.013226i,0.044979-0.0030596i,0.047395-0.016951i,0.028996-0.014195i,0.0054708-0.004093i,-0.0064103+0.00733i,-0.0039469+0.016075i,-0.0035408+0.017089i,-0.010013+0.015273i,-0.016685+0.014332i,-0.02165+0.013808i
-0.048747-0.001032i,-0.15001+0.088974i,-0.23075+0.20163i,-0.18929+0.21671i,-0.067318+0.12562i,0.013637+0.024775i,0.017951-0.025054i,0.0085442-0.035667i,0.01887-0.025163i,0.032868-0.010186i,0.036578-0.0075881i,0.024596-0.015371i,-0.0011588-0.015663i,-0.021683-0.0008252i,-0.022024+0.0098817i,-0.011411+0.0030886i,0.0010174-0.0058225i,0.010224-0.0078247i,0.012146-0.0074924i,0.015931-0.0090244i,0.022381-0.015807i,0.02378-0.02419i,0.02249-0.026176i
0.075009-0.0080972i,0.15337-0.042542i,0.2417-0.013967i,0.25948+0.068137i,0.14857+0.10179i,0.0050102+0.10224i,-0.039662+0.10663i,-0.011789+0.081188i,-0.0051012+0.036381i,-0.01793+0.010934i,-0.019976+0.0014581i,-0.01327-0.00051269i,-0.0072426-0.0028101i,-0.0086157-0.010223i,-0.011679-0.011605i,-0.0098072-0.0037711i,-0.0059455+0.0042196i,-0.0037352+0.0050045i,-0.0046263-0.00097911i,-0.010551-0.0019311i,-0.015645+0.0092143i,-0.013814+0.023405i,-0.0079647+0.028709i
-0.011289+0.030777i,0.025005-0.0052922i,0.044727-0.13072i,0.010744-0.25034i,-0.0085826-0.23999i,0.025409-0.16711i,0.037738-0.12765i,0.0054691-0.091079i,-0.0038126-0.052589i,0.0081913-0.04135i,0.0019749-0.035738i,-0.01107-0.017542i,-0.0077408+0.0041773i,0.010947+0.019436i,0.024183+0.021481i,0.020286+0.013353i,0.0093363+0.0026905i,0.001295-0.0032371i,-0.0023324-0.00088065i,-0.0010437+0.0012605i,0.00036658-0.0070956i,-0.0032254-0.019305i,-0.0077139-0.0251i
-0.069619-0.027901i,-0.18456+0.0036375i,-0.28879+0.057397i,-0.27345+0.083895i,-0.15399+0.074907i,-0.049797+0.069044i,0.0013751+0.069686i,0.021065+0.056833i,0.017599+0.047005i,0.011814+0.05259i,0.020052+0.052888i,0.028272+0.030316i,0.017918-0.00041286i,-0.0052664-0.01832i,-0.018479-0.019386i,-0.012911-0.012563i,-0.00066245-0.0045213i,0.0044486+0.0042126i,0.0051061+0.0073389i,0.0087145+0.0056227i,0.014746+0.0070756i,0.020607+0.011441i,0.022623+0.015356i
0.083369+0.0033918i,0.15831+0.015265i,0.20301+0.09608i,0.17503+0.19163i,0.083404+0.1673i,-0.028035+0.053748i,-0.091426-0.0067161i,-0.082174-0.012816i,-0.054204-0.023772i,-0.041146-0.036724i,-0.036159-0.035997i,-0.032247-0.020856i,-0.021958-0.0012663i,-0.0065576+0.0082537i,0.0039069+0.0038374i,0.0041713-0.0052693i,-0.001517-0.011387i,-0.0049149-0.014328i,-0.00522-0.013524i,-0.0083227-0.011095i,-0.018931-0.0081953i,-0.029753-0.0013813i,-0.02928+0.0032084i
-0.015452+0.041627i,0.027693+0.026917i,0.10584-0.085325i,0.13508-0.20845i,0.10356-0.17968i,0.10414-0.057238i,0.11959-0.00020049i,0.087317-0.0026161i,0.049077+0.00045345i,0.038249+0.006111i,0.032594+0.00065988i,0.022345-0.0054297i,0.013905-0.00319i,0.010002+0.0074093i,0.0082985+0.018628i,0.0065631+0.022314i,0.0089783+0.018538i,0.0096434+0.01338i,0.0040264+0.010676i,0.0030284+0.01105i,0.013627+0.007465i,0.026138-0.004794i,0.026346-0.015481i
-0.060024-0.052475i,-0.16854-0.070591i,-0.25429-0.047534i,-0.2212-0.011484i,-0.11772-0.004008i,-0.065652-0.013812i,-0.067189-0.013784i,-0.057681+0.0019317i,-0.039472+0.013289i,-0.033979+0.017133i,-0.030801+0.024336i,-0.017459+0.024182i,-0.0034302+0.0081453i,0.00081661-0.013861i,-0.00091552-0.027927i,-0.0029232-0.027652i,-0.0076799-0.016793i,-0.010054-0.0044139i,-0.0029907+0.0007159i,0.0022124-0.0011574i,-0.0026585-0.00018286i,-0.010216+0.0078916i,-0.014723+0.015683i
