-0.0014933+0.00019571i,-0.0019726-0.00074921i,-0.0016924-0.0013366i,-0.00084511-0.00051388i,-0.00082098+0.00054259i,-0.0012925+0.00061991i,-0.00069697+0.00090291i,0.00023481+0.0011096i,0.00097974+0.00047754i,0.00059337+0.00044015i,8.6738e-05-0.00049724i,4.0118e-05-0.0012672i,1.7566e-05-0.00083811i,0.00071927-0.00059482i,0.0005484+3.1142e-05i,-0.00071275+0.00077213i,-0.0012713+0.00029117i,-0.0008486-0.0009899i,7.7231e-05-0.0012533i,0.0006852-0.00020394i,0.00075488+0.00066035i,0.00026123+0.0005992i,-0.00021555-3.7498e-06i
0.011092+0.0010179i,0.025881+0.009184i,0.034868+0.02517i,0.02321+0.036367i,0.0061324+0.02647i,-0.0028629+0.0070366i,-0.0027694-0.0039397i,0.0039966-0.0055198i,0.0092431-0.0030229i,0.014049+0.001502i,0.019279+0.0046655i,0.017916+0.0030701i,0.0095247+0.00044626i,0.00087693+0.00085475i,-0.0052134+0.0013281i,-0.009635+0.0010355i,-0.0092753+0.0017718i,-0.0055731+0.0026884i,-0.00251+0.0024314i,-4.5055e-05-0.00052292i,0.0019102-0.0032431i,0.0035176-0.0040658i,0.0039989-0.0041153i
-0.0003388-0.0023663i,0.0026157-0.012525i,0.011685-0.028049i,0.019686-0.034949i,0.020674-0.018979i,0.015072-0.0044564i,0.0057936-0.0066862i,-0.00082645-0.0085841i,-0.00061015-0.0024274i,0.0011424+0.0075011i,0.0010908+0.015705i,-0.00036827+0.017089i,-0.0025858+0.012676i,-0.0017888+0.0057826i,0.00082978-0.0012282i,0.0012951-0.0035964i,0.0001684-0.0011415i,-0.0014356+5.4391e-05i,-0.0026956-0.0021812i,-0.0013979-0.0046261i,-1.8283e-06-0.0053498i,-6.0063e-05-0.0028776i,0.00090805-0.00078887i
-0.0034592+0.0060296i,-0.01051+0.0041835i,-0.0097738+0.0030521i,-0.0016287+0.0065324i,0.00087678+0.011483i,0.00089263+0.0148i,-0.0013605+0.014915i,-0.0055773+0.011547i,-0.007789+0.011804i,-0.012465+0.016423i,-0.015709+0.019282i,-0.010426+0.015692i,-0.0025962+0.0093635i,0.0011982+0.0044443i,0.0006845+0.00092949i,-0.0020253-0.0024921i,-0.0046148-0.0032072i,-0.002976-0.0031393i,0.00089119-0.0039231i,0.0022534-0.0044302i,0.0034732-0.0045504i,0.0047492-0.0027762i,0.0050712+0.00059672i
0.0049847+0.0093493i,4.5339e-06+0.020299i,-0.019921+0.02709i,-0.031232+0.016119i,-0.016495-0.0020433i,0.0017938-0.0029803i,0.010795+0.0041253i,0.014863+0.0071862i,0.01061+0.0083667i,0.00014363+0.010016i,-0.0090014+0.011126i,-0.010029+0.010352i,-0.0053845+0.0062964i,-0.00071559-0.0008514i,0.0044784-0.0061232i,0.0078268-0.0076747i,0.0060724-0.0060535i,0.0027021-0.0033835i,0.001675-0.0021568i,0.0037288-0.0020654i,0.0059632-0.00057706i,0.0065931+0.0013661i,0.0064996+0.0026511i
0.006703-0.0088284i,0.032106-0.011229i,0.056319-0.0010344i,0.05217+0.022705i,0.023348+0.031982i,0.0029385+0.015219i,0.002398-0.0039955i,0.0047317-0.012118i,0.00098225-0.014505i,-0.0052914-0.016961i,-0.0090861-0.020243i,-0.0095455-0.017821i,-0.0071464-0.010393i,-0.0047911-0.0033067i,-0.0027582+0.0016893i,-0.0017285+0.0029065i,-0.0021605+0.00067512i,-0.00096217-0.0017305i,0.0023435-0.0016988i,0.0046882-0.00024617i,0.0055501+0.00047256i,0.0046651+0.00079483i,0.0014745+0.0012549i
-0.012517-0.0035776i,-0.025028-0.012616i,-0.038169-0.033737i,-0.044264-0.049442i,-0.03804-0.04029i,-0.029651-0.023262i,-0.026272-0.016383i,-0.023122-0.011807i,-0.017631-0.0095026i,-0.013052-0.015502i,-0.011953-0.01961i,-0.012317-0.011317i,-0.0094033+0.0010906i,-0.0036615+0.0050821i,0.0017167+0.0046803i,0.0059986+0.0043589i,0.0076317+0.0035123i,0.0056313+0.0045338i,0.0038495+0.0058711i,0.0052288+0.0064341i,0.0054689+0.0079437i,0.002807+0.0087403i,0.00010994+0.0074645i
-0.0032221+0.0043435i,-0.013093+0.011073i,-0.0086806+0.016508i,0.0065853+0.020477i,0.0088108+0.022241i,0.003389+0.021868i,5.9219e-05+0.02528i,-0.001314+0.02402i,-0.00054393+0.014855i,0.0023051+0.0046802i,0.0065965-0.0032482i,0.0084407-0.0065444i,0.0078618-0.0060784i,0.0077445-0.0016276i,0.0059963+0.0046531i,0.0037111+0.0069263i,0.0011238+0.0038369i,-0.00031465-0.00071894i,0.0013527-0.0014559i,0.00286+0.0016975i,0.0016565+0.0038064i,-0.0014535+0.0045694i,-0.0036461+0.0048704i
0.012657+0.0074444i,0.011307+0.024964i,-0.0090862+0.042244i,-0.030777+0.02753i,-0.02639-0.0084966i,-0.0050858-0.019351i,0.0099752-0.010278i,0.018609-0.0032579i,0.022385+7.7995e-05i,0.027064+0.0027187i,0.030946+0.004035i,0.023939+0.0018886i,0.0092295-0.0010043i,-0.00095581-0.0023292i,-0.0038763-0.0051762i,-0.0035147-0.0065409i,-0.001058-0.0036799i,0.00032756+0.0010008i,-0.00059712+0.0057706i,-0.0010301+0.0078149i,-0.00065294+0.0069406i,-0.0011634+0.0054054i,-0.0015242+0.0021835i
0.0048544-0.018946i,0.034497-0.044883i,0.075344-0.060578i,0.096536-0.045054i,0.077621-0.020436i,0.046119-0.016829i,0.028111-0.021761i,0.01376-0.018546i,0.0061404-0.011265i,0.0099256-0.0031371i,0.014667+0.0005664i,0.011049-0.0039304i,0.0025228-0.0077267i,-0.0040296-0.0052784i,-0.007244-0.0016762i,-0.010024+0.0013023i,-0.011241+0.0025816i,-0.0096501+0.0013156i,-0.0073138+0.00038803i,-0.0058155+0.0017104i,-0.0058212+0.003262i,-0.007398+0.0014928i,-0.0089542-0.0011767i
-0.021583+0.0028343i,-0.046616+0.006523i,-0.081842+0.0012918i,-0.10204-0.009527i,-0.078291-0.019206i,-0.047902-0.020766i,-0.040166-0.014589i,-0.033531-0.0048372i,-0.021114+0.0055049i,-0.014231+0.014556i,-0.012366+0.020663i,-0.0086829+0.019976i,-0.0023033+0.016216i,0.0014033+0.01085i,0.0021025+0.0040479i,0.0028568+0.00046057i,0.0046006+0.00017101i,0.005775+0.00049805i,0.0036504+0.0025933i,0.0013442+0.0045917i,0.0003177+0.0031494i,-0.00021453-8.6914e-05i,0.00063104-0.0025494i
0.0036336+0.011393i,0.0017285+0.02053i,0.023043+0.01845i,0.063753+0.015607i,0.078343+0.029709i,0.058427+0.037772i,0.035574+0.036906i,0.019773+0.033041i,0.0029817+0.027529i,-0.0114+0.025758i,-0.016559+0.024318i,-0.0094854+0.013986i,0.0031214-0.0013857i,0.0094587-0.0097956i,0.010933-0.010649i,0.0090058-0.0097956i,0.0029799-0.0085043i,-0.0038361-0.0083983i,-0.0076311-0.0090526i,-0.0063398-0.006474i,-0.003869-0.004542i,-0.0027835-0.0055476i,-0.002-0.0058887i
0.029909+0.0051007i,0.043549+0.030709i,0.030283+0.068786i,-0.011517+0.075751i,-0.041772+0.045228i,-0.028865+0.020533i,-0.010247+0.0074305i,-0.0055645-0.00093001i,-0.004385-0.0043132i,-0.0074587-0.0042955i,-0.012983-0.0017862i,-0.010315-0.00054844i,-0.0038619-0.00076937i,-0.00063066-0.00023345i,0.0024822-0.0022627i,0.0045938-0.0072727i,0.0057404-0.010204i,0.0072342-0.0080496i,0.0061157-0.0029942i,0.0039591-0.0004721i,0.0034458-0.0010972i,0.0046219-0.0030125i,0.0060243-0.0051161i
-0.0063068-0.033276i,0.0082084-0.088603i,0.037685-0.13975i,0.070386-0.13518i,0.07784-0.081714i,0.06133-0.035464i,0.04362-0.023335i,0.01892-0.019499i,-0.0035582-0.015015i,-0.013136-0.019445i,-0.016005-0.026885i,-0.013309-0.023793i,-0.0070106-0.01283i,-0.002153-0.001938i,0.0019257+0.0056089i,0.0039356+0.0075112i,0.0012799+0.0085304i,-0.0025349+0.0070683i,-0.0041243+0.0012678i,-0.0041165-0.00085486i,-0.0017974+0.0023369i,0.0014137+0.0031796i,0.0018772+0.0024733i
-0.028806+0.027114i,-0.06091+0.060045i,-0.10698+0.099208i,-0.14501+0.12451i,-0.13598+0.098312i,-0.10492+0.046707i,-0.083351+0.018528i,-0.059003+0.0067168i,-0.030309-0.0036843i,-0.012556-0.01727i,-0.0071528-0.023581i,-0.0031525-0.012825i,0.0054361+0.0037661i,0.011398+0.011582i,0.010651+0.01331i,0.010072+0.01137i,0.013821+0.004273i,0.017547-0.0019986i,0.017109-0.0028188i,0.012412-0.00030707i,0.0082283+0.002409i,0.0073072+0.0030424i,0.0063272+0.0024901i
0.01861+0.025919i,0.024146+0.034469i,0.045466-0.0061924i,0.082646-0.069433i,0.094915-0.069637i,0.071087-0.030848i,0.049145-0.0075833i,0.038573-0.0039649i,0.025135-0.0047481i,0.020768-0.0049719i,0.025136-0.0083035i,0.020108-0.011845i,0.0080225-0.012268i,-0.0012037-0.0089339i,-0.0044728-0.0014677i,-0.0015369+0.006658i,0.0011398+0.011394i,-0.0017861+0.010898i,-0.0063849+0.0056129i,-0.0075899+0.0018836i,-0.0053307+0.0038385i,-0.0019919+0.0074056i,-0.00061461+0.008711i
0.040686-0.016729i,0.078596-0.0023742i,0.091658+0.055701i,0.041157+0.10297i,-0.036994+0.091574i,-0.05929+0.056163i,-0.044468+0.027651i,-0.031141+0.0080794i,-0.010339-0.0028062i,0.015368-0.0045959i,0.030034-0.001034i,0.024113+0.0024345i,0.0080691+0.0067547i,-0.0023461+0.010512i,-0.0080105+0.00831i,-0.0092259+0.0033964i,-0.0048533-0.00098648i,0.001493-0.0029963i,0.0057467-0.0013023i,0.0037549+0.00095766i,-0.0014592+0.0027507i,-0.0036244+0.0035239i,-0.0034272+0.0014118i
-0.044765-0.039096i,-0.072862-0.12212i,-0.084955-0.21168i,-0.056859-0.24479i,0.0021797-0.2076i,0.043969-0.13176i,0.056439-0.075665i,0.043382-0.044202i,0.021959-0.014138i,0.016198+0.010125i,0.019681+0.018535i,0.016151+0.013003i,0.0060969+0.0060103i,-0.0031858+0.004204i,-0.0096391+0.004012i,-0.012334+0.0080475i,-0.010862+0.017534i,-0.0078542+0.023053i,-0.00597+0.017435i,-0.0067019+0.0087412i,-0.0084758+0.0057668i,-0.0081669+0.0050732i,-0.0068277+0.0038196i
-0.018733+0.05443i,-0.034296+0.12318i,-0.037753+0.20593i,-0.027097+0.26672i,-0.024814+0.23606i,-0.05001+0.13761i,-0.067816+0.070663i,-0.048699+0.039747i,-0.0217+0.020533i,-0.013365+0.018371i,-0.012753+0.02628i,-0.0066931+0.02725i,0.0017241+0.016945i,0.0043804+0.0039478i,-0.00082276-0.0035659i,-0.0084869-0.0064438i,-0.010903-0.01005i,-0.0058932-0.012986i,0.0018999-0.011123i,0.0036091-0.0086635i,-0.0012708-0.0081178i,-0.0066225-0.0065577i,-0.0086352-0.0046442i
0.049334+0.018993i,0.070135+0.033778i,0.055466-0.027724i,0.027451-0.14967i,0.026383-0.18503i,0.042456-0.13018i,0.051931-0.078659i,0.045723-0.044911i,0.020995-0.016475i,-0.0053145+0.0084721i,-0.013452+0.022875i,-0.010969+0.017996i,-0.012208+0.0039067i,-0.012852-0.0039765i,-0.0080116-0.0037548i,-0.0026723+0.00094253i,-0.00080655+0.0087697i,-0.0037951+0.013616i,-0.0082657+0.011382i,-0.0078743+0.0051712i,-0.0063328+1.704e-05i,-0.0046171-0.001661i,-0.0017419-0.0017573i
0.042663-0.064453i,0.10945-0.088895i,0.18474-0.027594i,0.18784+0.088396i,0.10336+0.14684i,0.02052+0.13004i,-0.020714+0.093454i,-0.030399+0.061123i,-0.023335+0.025343i,-0.026856-0.0011829i,-0.035399-0.0043584i,-0.030378+0.0027113i,-0.016597+0.007154i,-0.0037677+0.0056019i,0.00031755-0.0029305i,-0.0050935-0.015279i,-0.012498-0.023597i,-0.012791-0.021609i,-0.0044903-0.014083i,0.0015586-0.0092556i,0.0015888-0.0087772i,6.0623e-05-0.0096679i,0.00024449-0.010145i
-0.094523+0.0010681i,-0.20361-0.05567i,-0.30094-0.1376i,-0.31005-0.18524i,-0.20821-0.18389i,-0.070749-0.14634i,0.017266-0.10697i,0.036744-0.074445i,0.020941-0.039649i,0.0045492-0.022497i,-0.0084274-0.023111i,-0.013106-0.019769i,-0.007298-0.010548i,-0.000475-0.0020331i,0.0038961+0.0029942i,0.0080609+0.0037101i,0.012327+0.0055749i,0.011444+0.0099742i,0.0067134+0.0094742i,0.0047995+0.0045459i,0.0055489+0.00015308i,0.0055102-0.0037246i,0.0047685-0.0041881i
0.022911+0.10638i,0.059456+0.20467i,0.13149+0.27383i,0.21362+0.2811i,0.20275+0.23348i,0.088978+0.15568i,-0.0067216+0.10034i,-0.02417+0.068543i,-0.0068203+0.025968i,-0.00092184-0.016359i,-0.0075366-0.032918i,-0.0099573-0.02445i,-0.0062931-0.012309i,-0.0067333-0.007634i,-0.0098782-0.0060559i,-0.0099088-0.007458i,-0.010018-0.01481i,-0.01258-0.020471i,-0.010588-0.016046i,-0.0033597-0.0087029i,0.0013092-0.0055183i,0.0014437-0.0029422i,0.0020263+0.00012354i
0.071087-0.026102i,0.10926-0.028754i,0.034769-0.057016i,-0.12887-0.12705i,-0.19483-0.16016i,-0.11336-0.13473i,-0.021939-0.1087i,0.0048673-0.076311i,0.013484-0.032413i,0.030602-0.012825i,0.037099-0.019361i,0.021176-0.024901i,-0.00096703-0.016065i,-0.0083938-0.0014153i,-1.0737e-06+0.0070444i,0.016716+0.0095013i,0.027941+0.01124i,0.025378+0.010406i,0.013709+0.0090866i,0.0051369+0.0091566i,0.004163+0.0087018i,0.0064101+0.007371i,0.0069326+0.0073815i
-0.047773-0.10952i,-0.012687-0.2032i,0.11996-0.21197i,0.24897-0.10612i,0.24946+0.0036751i,0.14489+0.064229i,0.045116+0.099336i,0.0062908+0.097176i,0.005358+0.059819i,0.010853+0.024966i,0.01501+0.0094971i,0.01338+0.0013637i,0.0069488-0.0043122i,0.00049083-0.0072862i,-0.0064085-0.0089163i,-0.01245-0.0071618i,-0.015995-0.0055467i,-0.015635-0.005212i,-0.010045-0.0040655i,-0.0041461-0.002281i,-0.0014313+0.00058719i,-0.00023632+0.0025301i,9.1694e-05+0.001516i
-0.11308+0.088355i,-0.27225+0.13689i,-0.42208+0.14199i,-0.45026+0.10933i,-0.33816+0.054421i,-0.16609-0.017149i,-0.042075-0.072837i,-0.00015367-0.07387i,0.0068612-0.024874i,0.02333+0.018753i,0.035963+0.024531i,0.02875+0.010202i,0.012197-0.0023447i,0.0013792-0.0061478i,0.0014727-0.004011i,0.0083485+0.0022785i,0.018816+0.008639i,0.023834+0.0095364i,0.016665+0.0067431i,0.0065373+0.0044372i,0.001168+0.0029151i,-0.0026205+0.0015675i,-0.0052452+0.0040475i
0.12799+0.070511i,0.25281+0.13835i,0.37339+0.13405i,0.43438+0.024036i,0.36451-0.053045i,0.20045-0.015998i,0.073962+0.051401i,0.019104+0.069928i,-0.0078021+0.047438i,-0.023462+0.03419i,-0.016833+0.035966i,0.0037836+0.024557i,0.013016+0.0012388i,0.0056043-0.011348i,-0.0066899-0.0063692i,-0.017684+0.0046119i,-0.023384+0.0088847i,-0.022301+0.004848i,-0.017371+0.0006801i,-0.013148-0.00039906i,-0.011246-0.0014054i,-0.010639+8.8497e-05i,-0.0094303+0.0016407i
0.055498-0.13531i,0.094662-0.19344i,0.012833-0.13293i,-0.1708+0.0094399i,-0.24201+0.080691i,-0.16095+0.035401i,-0.081992-0.045301i,-0.060029-0.068582i,-0.04356-0.033309i,-0.020896-0.0018258i,-0.0094541+0.0060806i,-0.0051387+0.0041423i,0.0015701+0.00044608i,0.0073931-0.0014005i,0.01057-0.0025297i,0.012699-0.0042243i,0.013399-0.0025909i,0.013272+0.0013892i,0.010131+0.0018i,0.0045611+0.0010337i,0.0019696+0.0012191i,0.0016653+0.00069748i,0.0012983+0.0017341i
-0.15291-0.068534i,-0.22601-0.17565i,-0.14449-0.28717i,0.042265-0.30586i,0.13509-0.21966i,0.094522-0.081084i,0.043278+0.045475i,0.027+0.078743i,-0.0020611+0.039268i,-0.040303+0.010818i,-0.049021+0.012665i,-0.025878+0.016943i,-0.00082748+0.0086717i,0.0060495-0.0022567i,-0.0019432-0.0045188i,-0.013619-0.0025913i,-0.023103-0.00060082i,-0.023287+0.0031201i,-0.013441+0.0039149i,-0.0058667-0.00077141i,-0.0039258-0.0049917i,-0.0023755-0.0073203i,-0.0032436-0.011056i
-0.0066059+0.20601i,-0.094237+0.40424i,-0.20462+0.5312i,-0.2259+0.50773i,-0.14898+0.37219i,-0.061281+0.17271i,-0.031354+0.0014919i,-0.034803-0.059642i,-0.019786-0.05184i,8.4866e-05-0.043483i,-4.1942e-05-0.034259i,-0.0039167-0.01016i,0.0038763+0.010162i,0.01102+0.011864i,0.0090024+0.0033783i,0.0066874-0.0052446i,0.0085337-0.0092982i,0.0088746-0.0076876i,0.0068616-0.0038138i,0.0060869-0.0023098i,0.0064624-0.0041539i,0.0029337-0.0060939i,0.00028076-0.0032029i
0.20653-0.039652i,0.39264-0.097823i,0.47923-0.19887i,0.37904-0.32068i,0.19282-0.33297i,0.072724-0.18992i,0.049784-0.040523i,0.049374+0.011031i,0.026098+0.005649i,0.0015591-0.0024378i,-0.0041429-0.0075033i,-0.0013157-0.010345i,0.0021856-0.0084981i,0.0047302-0.008267i,0.0019174-0.0083034i,-0.0019914-0.0049901i,-0.0047641-0.0025083i,-0.0076129-0.0026344i,-0.0066003-0.0029585i,-0.0044701-0.0020698i,-0.0047888+0.0010368i,-0.0029106+0.0046337i,-0.0028213+0.001711i
-0.08557-0.17421i,-0.13208-0.28338i,-0.15146-0.2058i,-0.12466+0.045127i,-0.049577+0.18532i,-0.014473+0.10775i,-0.056868-0.012831i,-0.080527-0.048483i,-0.036393-0.037966i,0.017616-0.038411i,0.026746-0.04072i,0.0078649-0.021669i,-0.0015468+0.0020909i,-0.00072928+0.008085i,0.0015165+0.0011044i,0.0062096-0.0050531i,0.0097653-0.0062347i,0.0064897-0.0049819i,0.0011696-0.0018452i,0.0014803+0.0018015i,0.004957+0.0023009i,0.0076091+0.0025162i,0.010251+0.0064567i
-0.21099+0.093904i,-0.362+0.09755i,-0.38819-0.025998i,-0.28079-0.17405i,-0.17882-0.17851i,-0.09737-0.057964i,0.0050613+0.038737i,0.061116+0.048107i,0.043697+0.034691i,0.01878+0.037394i,0.015939+0.030741i,0.011093+0.013687i,-5.9842e-05+0.0062942i,-0.0020335+0.0056467i,0.0010005+0.0040976i,0.0011608+0.0035409i,9.3773e-05+0.0017178i,-0.0017041-0.0016442i,-0.0024245-0.0011605i,-0.0027482+0.0014583i,-0.0035779+0.0032165i,-0.0025755+0.0019588i,-0.0023849-0.0045951i
0.17486+0.17685i,0.29709+0.39247i,0.33673+0.54745i,0.29752+0.50125i,0.23719+0.3174i,0.14899+0.12952i,0.04148+0.013533i,-0.02651-0.017915i,-0.028941-0.011624i,-0.0057455-0.0081097i,0.0075521-0.0063935i,0.0068218-0.0031016i,0.0025666+0.003581i,0.0067503+0.008251i,0.012592+0.0076573i,0.011162+0.0091053i,0.008853+0.011882i,0.0077356+0.0099423i,0.0048112+0.0043759i,0.0025971-0.0007007i,0.0003327-0.0045303i,-0.0046628-0.0036776i,-0.003767+0.00020788i
0.14032-0.27762i,0.2418-0.50546i,0.23071-0.61716i,0.055915-0.50799i,-0.10912-0.27549i,-0.10205-0.094854i,-0.00011648-0.036571i,0.056855-0.035301i,0.040347-0.012134i,0.011639+0.030076i,0.0065853+0.043087i,0.0046378+0.022136i,-0.0045313+0.0029074i,-0.0064375-0.0010411i,-0.0036681-0.00017686i,-0.0038601+0.0003601i,-0.0038185-0.0031794i,-0.00089613-0.0098053i,0.0015106-0.012871i,-0.0014214-0.010356i,-0.0058107-0.0021646i,-0.0065186+0.0044466i,-0.0083847+0.0061062i
-0.214-0.079194i,-0.37365-0.092443i,-0.37125-0.011784i,-0.16838+0.079222i,0.0033366+0.053294i,-0.013503-0.012715i,-0.092859-0.006852i,-0.10187+0.015343i,-0.068772-0.0039551i,-0.047095-0.027723i,-0.034555-0.023205i,-0.01594-0.0072378i,-0.0042613-0.0020496i,-0.0080228+0.0036455i,-0.008779+0.012177i,-0.0046647+0.012982i,-0.0023567+0.012249i,-0.0018189+0.0117i,-0.0036845+0.0074009i,-0.0022273+0.0019175i,0.0017498-0.0056012i,0.0041996-0.009505i,0.010547-0.0046504i
-0.010476+0.24251i,-0.044951+0.37974i,-0.097251+0.34315i,-0.1546+0.18409i,-0.17481+0.095687i,-0.095201+0.090785i,0.026876+0.057454i,0.07435+0.00078583i,0.053291-0.018757i,0.022712-0.0051746i,0.0082678+0.0088433i,0.0056486+0.0074898i,0.0032866+0.0024936i,-0.0007112+0.0040476i,-0.0068294+0.0051215i,-0.01233-0.0013262i,-0.01372-0.0093761i,-0.007997-0.011767i,0.00020462-0.0092737i,0.0026571-0.0042125i,0.0028916+0.0003889i,0.00089369-0.0020381i,-0.0065628-0.007739i
0.33604+0.015103i,0.56887+0.04028i,0.62693+0.048665i,0.46959-0.0054488i,0.25956-0.096424i,0.093798-0.12705i,-0.002651-0.061593i,-0.019249+0.01122i,-0.010202+0.017349i,-0.014132-0.0097832i,-0.020069-0.020343i,-0.016083-0.01511i,-0.0084832-0.01078i,-0.0063753-0.010712i,-0.0057095-0.0088855i,-0.00071441-0.0037061i,0.0062344+0.0055424i,0.010917+0.013169i,0.012951+0.012156i,0.012472+0.0049388i,0.0087929-0.0012588i,0.004229-0.00055217i,0.0013977+0.0031604i
-0.092328-0.27612i,-0.21507-0.51106i,-0.31152-0.56875i,-0.28485-0.36056i,-0.14805-0.12479i,-0.022173-0.071458i,0.016119-0.10851i,0.019191-0.10701i,0.035563-0.066672i,0.051117-0.027731i,0.047237-0.0080759i,0.029762+0.0016284i,0.016107+0.0048553i,0.0047313-0.00086209i,-0.0068449-0.0071355i,-0.0095408-0.011563i,-0.0081752-0.01827i,-0.0078455-0.022839i,-0.0053156-0.019623i,-0.00271-0.0099867i,6.4308e-05+0.0013427i,0.0035081+0.0071869i,0.0012309+0.0093305i
-0.23974+0.22135i,-0.35187+0.41223i,-0.28292+0.49541i,-0.10816+0.32879i,-0.04052+0.075994i,-0.078261+0.0043215i,-0.079265+0.070824i,-0.038413+0.10825i,-0.0099867+0.082184i,-0.0084842+0.035962i,-0.016013+0.010101i,-0.012008+0.0024202i,-0.0050797-0.0021795i,-0.0032911-0.0041804i,-5.3201e-05-0.0062528i,0.0056591-0.003651i,0.011866+0.0077473i,0.012715+0.017973i,0.0059021+0.019921i,-0.0003658+0.014639i,-0.0029704+0.0066473i,-0.0024172-0.001418i,0.0046224-0.0087477i
0.15674+0.201i,0.30399+0.23887i,0.36843+0.14713i,0.30013+0.054685i,0.234+0.042789i,0.22011+0.0066519i,0.15416-0.065589i,0.055405-0.076489i,0.013286-0.034207i,0.018449+0.0010789i,0.027275+0.012524i,0.02522+0.0095534i,0.018074+0.0041174i,0.015518-0.0033489i,0.012576-0.0075514i,0.0053811-0.0064287i,-0.0047056-0.007528i,-0.012164-0.0097792i,-0.010984-0.007196i,-0.0065958-0.00024761i,-0.0050477+0.0067717i,-0.0089083+0.0080903i,-0.017279+0.0037399i
0.18744-0.20664i,0.26629-0.3387i,0.1983-0.3573i,0.055838-0.25048i,-0.017098-0.11477i,-0.014251-0.026377i,0.014732+0.019707i,0.039515+0.04368i,0.033816+0.04854i,0.0044516+0.041164i,-0.018493+0.031356i,-0.023388+0.023036i,-0.020204+0.015161i,-0.015896+0.0080809i,-0.0093268+0.0033054i,-0.0017246+0.0079332i,0.0097921+0.017658i,0.019467+0.020789i,0.018753+0.016429i,0.012581+0.0059887i,0.0056692-0.0022389i,0.0038966-0.00053762i,0.0071271+0.0040627i
-0.2724-0.20153i,-0.48191-0.25993i,-0.53358-0.15784i,-0.33975-0.013453i,-0.095865+0.0025672i,-0.0076483-0.057202i,-0.038453-0.07857i,-0.074614-0.062711i,-0.072079-0.035393i,-0.040636-0.01801i,-0.015336-0.014714i,-0.0025751-0.0066806i,0.0090786+0.0023687i,0.012859+0.0073138i,0.008639+0.011683i,0.00013865+0.0069889i,-0.01334-0.0048453i,-0.022757-0.013384i,-0.021325-0.017396i,-0.015631-0.015781i,-0.0098894-0.012832i,-0.0038944-0.01228i,0.0024991-0.0094503i
-0.029508+0.3183i,0.06382+0.55113i,0.19983+0.60653i,0.19126+0.44573i,0.053143+0.30207i,0.0032+0.27293i,0.061502+0.21429i,0.084821+0.10875i,0.05417+0.036506i,0.01093+0.0056821i,-0.020544+0.0045633i,-0.026149+0.0098212i,-0.021038+0.0088854i,-0.014315+0.0089036i,-0.010758+0.0077985i,-0.0087817+0.0094217i,0.0027636+0.0139i,0.016291+0.014785i,0.017366+0.013086i,0.010329+0.0080147i,0.0017194+0.0011932i,-0.0046347-0.0038452i,-0.0059971-0.0088074i
0.29615+0.023146i,0.41315-0.14194i,0.33778-0.36279i,0.16875-0.38426i,0.091815-0.23481i,0.077264-0.14848i,0.021528-0.1121i,-0.034015-0.044656i,-0.043658+0.0054481i,-0.021217+0.0070034i,-0.0018841-0.015302i,-0.0034844-0.02201i,-0.0061575-0.012906i,-0.00683-0.011111i,-0.0095203-0.013508i,-0.01199-0.016437i,-0.020525-0.016673i,-0.029243-0.012014i,-0.024317-0.0069277i,-0.0093345-0.0018623i,0.0002179+0.002054i,-0.00095458+0.0079432i,-0.0061443+0.01566i
0.040119-0.15675i,-0.040129-0.16888i,-0.18057-0.044616i,-0.21389+0.081399i,-0.12275+0.10473i,-0.037078+0.074416i,0.013473+0.036221i,0.043059-0.014731i,0.043959-0.047905i,0.029351-0.041661i,0.015102-0.022351i,0.0044847-0.010899i,-0.0016568-0.0044562i,-0.0060509-0.0019513i,-0.010273-0.0028072i,-0.0058532+0.0013599i,0.010304+0.0068689i,0.025822+0.0059299i,0.027878+0.0018817i,0.020249+4.8444e-05i,0.017086-0.00032675i,0.02088-0.00045936i,0.023271+0.00064413i
-0.34779+0.034026i,-0.40518+0.062871i,-0.26029+0.081976i,-0.10171+0.02755i,-0.095913-0.063717i,-0.14742-0.060981i,-0.13654+0.0043812i,-0.092603+0.04775i,-0.048656+0.064508i,-0.005395+0.047884i,0.0098189+0.011463i,0.0028552-0.0081651i,-0.0013958-0.011896i,-0.00094629-0.013686i,-0.00059931-0.017197i,-0.0052681-0.019371i,-0.016209-0.012581i,-0.024788-0.0016907i,-0.021722+0.0031609i,-0.013004+0.0010957i,-0.010881-0.0046387i,-0.016298-0.012918i,-0.019279-0.018241i
-0.02023+0.33149i,0.11664+0.43075i,0.2473+0.29535i,0.21811+0.098521i,0.11009+0.063615i,0.073641+0.097035i,0.069954+0.061172i,0.038193-0.0075431i,-0.0024076-0.046146i,-0.017035-0.031897i,0.0052677-0.0056651i,0.021733-0.0042357i,0.012954-0.0066198i,0.0067837-0.0059792i,0.0080411-0.0050606i,0.012177+0.0028593i,0.020296+0.0053019i,0.025138-0.0020755i,0.020643-0.0043271i,0.011128+0.0021976i,0.0051786+0.01035i,0.001109+0.014361i,-0.0062034+0.012606i
