-0.0005278+0.0011326i,6.9301e-05-6.9411e-06i,-0.0022562-0.00076194i,-0.0033681-0.00037935i,-0.0017031-0.00033026i,-0.00023576-0.00012989i,0.00079168+0.00074969i,0.001209+0.0010573i,0.00076205+0.00050948i,0.00059543+0.000622i,0.00077768+0.00067692i,0.001219-0.00017479i,0.00092317-0.00023865i,0.00012603-0.00023133i,0.00062612-0.00023243i,0.00091372+0.00032829i,0.00018936+0.00082097i,-6.5277e-05+0.00031293i,0.00051343-0.00012079i,0.00040894+0.000359i,0.00015214+0.00017301i,0.00049227+4.0145e-05i,0.00063132-4.2683e-06i
-0.031442-0.059552i,-0.04786-0.1544i,-0.034902-0.23739i,-0.0019691-0.22295i,0.005067-0.14725i,-0.014898-0.09453i,-0.025318-0.056608i,-0.014205-0.017009i,-0.00423+0.0028795i,-0.0035269+0.0069021i,0.00096592+0.0087035i,0.0065234+0.0088107i,0.0061305+0.010203i,0.0033982+0.011629i,0.00072882+0.01081i,-0.00034205+0.0069602i,-0.0010178+0.00079111i,-0.0041149-0.00061259i,-0.0082708+0.0028769i,-0.011343+0.0068236i,-0.013653+0.0093891i,-0.013599+0.0071435i,-0.010948+0.003018i
0.057056+0.024255i,0.1264+0.078667i,0.16484+0.14145i,0.13107+0.13466i,0.080056+0.063677i,0.063077+0.015998i,0.053541+0.0056117i,0.029546+0.001278i,0.006225+0.0001404i,-0.0057032-0.00012581i,-0.0097003-0.0030566i,-0.0085236-0.0060589i,-0.0053237-0.0090905i,-0.0026593-0.010285i,-0.00016191-0.0071493i,0.0015156-0.0024891i,0.0022247-5.711e-05i,0.001551-0.0017996i,0.0018355-0.0070925i,0.0032599-0.012939i,0.0058446-0.015589i,0.0082904-0.013166i,0.0079261-0.0088984i
-0.05412+0.020702i,-0.13678+0.019761i,-0.20846-0.01265i,-0.1955-0.047553i,-0.13489-0.042313i,-0.098142-0.017472i,-0.066143-0.0063655i,-0.025254-0.0082478i,0.0026651-0.0076197i,0.015253-0.0045773i,0.016492-0.005461i,0.013095-0.0048268i,0.012062-0.0026371i,0.010047-0.0026394i,0.0053067-0.0020128i,0.0012485-0.0013225i,-0.0011845+2.4751e-05i,-0.0015103+0.0057066i,0.00013602+0.015508i,0.00073742+0.023925i,-4.5656e-05+0.024411i,-0.0020434+0.018084i,-0.0039271+0.01284i
0.030969-0.045614i,0.090746-0.093979i,0.15649-0.10627i,0.15161-0.058141i,0.08721-0.013515i,0.044638-0.011681i,0.024536-0.017798i,0.0062085-0.007855i,0.0034595+0.0049014i,0.0082765+0.0075524i,0.0051491+0.0045325i,-0.0018089+0.0026362i,-0.0057124+0.00026891i,-0.0072911-0.0026357i,-0.0084951-0.0027572i,-0.006876-0.001393i,-0.0036578-0.0014121i,-0.0031138-0.0045184i,-0.0033701-0.0088039i,-0.001765-0.010913i,-0.00070835-0.011583i,-0.0011135-0.011243i,-0.00098423-0.0089984i
0.0070812+0.046533i,-0.0082948+0.11722i,-0.053736+0.16956i,-0.085926+0.14916i,-0.067415+0.099507i,-0.037972+0.072487i,-0.024736+0.047932i,-0.018744+0.019425i,-0.012489+0.0019277i,-0.0053042-0.0052359i,-0.0002072-0.0064332i,0.0042151-0.0067511i,0.005668-0.0083994i,0.0051272-0.0080658i,0.0043059-0.0070834i,0.0023295-0.0056284i,0.00089126-0.0032204i,0.0041989-0.0030203i,0.010508-0.0055955i,0.015529-0.0087912i,0.016235-0.0075847i,0.013151-0.0023721i,0.0099053+0.00056117i
-0.037596-0.025423i,-0.064259-0.082253i,-0.049865-0.14043i,0.013317-0.13612i,0.055458-0.084406i,0.047643-0.051513i,0.023395-0.029778i,0.0086983-0.0073276i,0.0031614+0.000303i,0.00042636+0.00059797i,0.0020985+0.0047621i,0.00532+0.0080471i,0.0052396+0.007378i,0.0036829+0.006849i,0.0036898+0.0057655i,0.0044475+0.0021905i,0.0013123-0.0010033i,-0.0060209+0.00098941i,-0.012634+0.0072958i,-0.017566+0.011813i,-0.01788+0.0094536i,-0.014365+0.0037589i,-0.01029+0.00071671i
0.03977+0.0016618i,0.094199+0.028086i,0.12451+0.078471i,0.09099+0.10034i,0.043801+0.069108i,0.028088+0.032577i,0.019945+0.014147i,0.0050154+0.0056085i,-0.0068422+0.0034804i,-0.010008+0.0038707i,-0.0063274+0.0018352i,-0.0011591-0.0014414i,0.0020235-0.0021033i,0.0011061-0.0019488i,-0.0017925-0.0014951i,-0.0017949+0.00084701i,-0.00026596+0.0015495i,0.0018313-0.0031809i,0.0043587-0.0094763i,0.0062526-0.012766i,0.0074304-0.010774i,0.0073072-0.006841i,0.0052185-0.0052084i
-0.027351+0.021638i,-0.080557+0.02986i,-0.13129-0.0045i,-0.12165-0.069222i,-0.071429-0.099518i,-0.041702-0.080744i,-0.025111-0.047289i,-0.0084629-0.021161i,-0.0019684-0.0048417i,-0.0016857+0.0031702i,-0.00042687+0.0029267i,0.0014335+0.0015776i,0.0029756+0.0018232i,0.0052137+0.00082646i,0.0059557-0.00019534i,0.004064-0.00036262i,0.0012868+0.0010283i,0.00049487+0.0052333i,0.0025263+0.011171i,0.003226+0.014126i,0.0011525+0.013648i,-0.00099403+0.011382i,-0.0027351+0.0070539i
0.0025905-0.03279i,0.033597-0.068409i,0.084309-0.071804i,0.098664-0.017735i,0.056702+0.031361i,0.018063+0.034325i,0.0016464+0.02076i,-0.0054035+0.014079i,-0.0018386+0.013509i,0.0035098+0.01038i,0.0014988+0.0041161i,-0.0035862-0.00023142i,-0.0055374-0.0015633i,-0.0063034-0.00062078i,-0.0064239+0.0011313i,-0.0041145+0.0034122i,-0.0017017+0.0025873i,-0.0028522-0.0025057i,-0.00805-0.0066366i,-0.011922-0.0072094i,-0.009483-0.0064905i,-0.0047976-0.0062853i,-0.0040411-0.0053273i
0.016419+0.023651i,0.010763+0.066516i,-0.035675+0.10223i,-0.095112+0.083472i,-0.10489+0.037152i,-0.073004+0.013608i,-0.037861+0.0045454i,-0.014487-0.001604i,-0.0013407-0.0036017i,0.0058798-0.0066009i,0.0081386-0.0095744i,0.0076256-0.0092491i,0.0048523-0.0083846i,0.0018339-0.0079871i,0.00038314-0.0075189i,-0.0004553-0.006438i,0.00061915-0.0042548i,0.0050145-0.0035319i,0.012487-0.005096i,0.018195-0.0052286i,0.016949-0.002005i,0.01133+0.0009274i,0.0076172+0.0015047i
-0.019818-0.0084535i,-0.037412-0.041075i,-0.016954-0.084199i,0.048957-0.083683i,0.092616-0.035375i,0.079744-0.00075733i,0.045421+0.0064296i,0.021445+0.0049255i,0.013706-0.0012053i,0.01143-0.0046949i,0.0094358-0.00059134i,0.0099884+0.0030653i,0.010156+0.0018741i,0.0081339+0.00054978i,0.0070431+0.0005866i,0.0063259+0.00046608i,0.0023333+8.8547e-05i,-0.0047995+0.0015129i,-0.01129+0.0063953i,-0.0142+0.008753i,-0.012621+0.0051498i,-0.008581+0.0010517i,-0.0048285+0.00065045i
0.020842-0.0087243i,0.053134+0.0064067i,0.069651+0.054337i,0.036048+0.097036i,-0.0078015+0.084074i,-0.017905+0.041706i,-0.01367+0.0096654i,-0.010473-0.0036036i,-0.0078184-0.0033277i,-0.0062019+0.00041408i,-0.0034209+0.002486i,-6.9172e-05+0.0019944i,0.0015723+0.00049724i,0.0007842-0.0014178i,-0.0017082-0.0011489i,-0.0032183+0.0013551i,-0.0022107+0.0014096i,-0.00039472-0.0021103i,0.0011631-0.0078769i,0.0012324-0.011258i,0.00087554-0.0088153i,0.0021881-0.0058606i,0.0031901-0.0050857i
-0.011821+0.012937i,-0.04222+0.01614i,-0.075284-0.022591i,-0.060662-0.093907i,-0.0064739-0.12668i,0.022075-0.098668i,0.017518-0.05175i,0.0041429-0.019641i,-0.0085062-0.0045468i,-0.012777+0.0019881i,-0.0072717+0.0023449i,-0.0015844-0.0010423i,0.0019587-0.002192i,0.0041677-0.0012009i,0.0033643-0.0011631i,0.0021914-0.0011854i,0.0014916+0.00081539i,0.0023198+0.0047772i,0.0064704+0.0093411i,0.0094244+0.01257i,0.0062727+0.011899i,0.0010285+0.0095418i,-0.0007229+0.0059883i
-0.001029-0.01811i,0.019981-0.038037i,0.062928-0.03293i,0.081892+0.015715i,0.045103+0.054312i,0.00035443+0.04791i,-0.018398+0.027025i,-0.020421+0.015398i,-0.015263+0.012943i,-0.0090504+0.010627i,-0.0060084+0.0052287i,-0.005157+0.0015298i,-0.0044585+0.0011916i,-0.0042894+0.0019333i,-0.0041428+0.0032617i,-0.0028248+0.0038475i,-0.0019118+0.0032958i,-0.0030303+0.00057827i,-0.0065836-0.002945i,-0.010828-0.0040489i,-0.0096336-0.0037946i,-0.0050472-0.0044125i,-0.0040802-0.0048697i
0.009697+0.0094252i,0.0011134+0.034872i,-0.047212+0.052314i,-0.11144+0.02574i,-0.12496-0.022979i,-0.083729-0.037408i,-0.035783-0.023459i,-0.0091951-0.0073i,0.00047692+0.0022482i,0.0048953+0.0017853i,0.0049296-0.0024998i,0.0026006-0.0043175i,0.0012141-0.004746i,0.00049464-0.0046317i,-0.00074257-0.0039703i,-0.0021219-0.0030592i,-0.0014627-0.0017893i,0.0024203-0.002587i,0.0095317-0.0049416i,0.014152-0.0061874i,0.012547-0.0038868i,0.0086391+0.00043307i,0.0059961+0.0016766i
-0.012268-0.0044009i,-0.019867-0.025176i,0.0051339-0.057068i,0.063918-0.05217i,0.095532-0.00066764i,0.074482+0.03557i,0.039611+0.033361i,0.019994+0.018136i,0.016356+0.0062604i,0.016931-0.00024118i,0.01419+0.00058821i,0.01044+0.0036821i,0.008797+0.0026297i,0.007849+0.00034345i,0.006191-0.00059191i,0.0053233-0.0011737i,0.004244-0.0017706i,0.00080365-0.00090298i,-0.0043604+0.0031189i,-0.0075152+0.0069734i,-0.0076528+0.0055502i,-0.0069453+0.001548i,-0.0065157+0.00092687i
0.011041-0.0064951i,0.028582+0.0078978i,0.030877+0.053344i,-0.0049679+0.097909i,-0.043064+0.087523i,-0.044054+0.039096i,-0.025492+0.00034805i,-0.0095763-0.012118i,-0.00033617-0.0088042i,0.0015451-0.0037156i,-0.00019139-0.0010306i,0.00063138-0.0010813i,0.002715-0.0030462i,0.0020639-0.0053374i,-0.0003756-0.0048769i,-0.0015616-0.0016455i,-0.0017507-0.00046714i,-0.0035536-0.003585i,-0.0058478-0.0090128i,-0.0051262-0.012579i,-0.0019162-0.011271i,0.0010014-0.0069921i,0.0016239-0.0049134i
-0.0056468+0.011063i,-0.021321+0.0088709i,-0.037862-0.028849i,-0.015292-0.090642i,0.039267-0.11119i,0.060856-0.078454i,0.038834-0.038655i,0.01095-0.015666i,-0.0037289-0.0083607i,-0.0062638-0.0064957i,-0.00086355-0.004417i,0.0053416-0.0033619i,0.0071288-0.0033907i,0.0055879-0.0033603i,0.0025303-0.0031711i,0.0005333-0.0030253i,0.00023931-0.0025168i,0.0016103-0.00054192i,0.005461+0.0045934i,0.0080912+0.010449i,0.0059832+0.010879i,0.001962+0.0079644i,0.00031824+0.0062906i
-0.00069056-0.010621i,0.013778-0.018802i,0.049392-0.0084542i,0.068786+0.031572i,0.036535+0.056889i,-0.0064311+0.044575i,-0.024094+0.023677i,-0.024366+0.010298i,-0.018401+0.0051378i,-0.012777+0.0040096i,-0.0078562+0.0022803i,-0.0050573+0.0011065i,-0.004194+0.001477i,-0.0038106+0.0021911i,-0.0032423+0.0018583i,-0.001275+0.0016111i,-0.00051458+0.0020943i,-0.0019121+0.0026036i,-0.0057121+0.0025422i,-0.0089308+0.001325i,-0.00841-0.00053234i,-0.0050996-0.0021655i,-0.0027846-0.0032392i
0.0028517-0.00041914i,-0.0077999+0.011268i,-0.049082+0.017501i,-0.10137-0.011174i,-0.10591-0.057536i,-0.062993-0.065184i,-0.0218-0.036795i,-0.0051042-0.0077748i,-0.0035745+0.0073892i,-0.0038304+0.0080011i,-0.0026984+0.0025146i,-0.0013442-0.0015539i,9.193e-05-0.0027294i,0.0010388-0.0019853i,0.00047313-0.00047119i,-0.0017058+0.0010461i,-0.0033421+0.0017699i,-0.0010722+0.00083894i,0.0053181-0.0021672i,0.010886-0.0048265i,0.010537-0.0029383i,0.0061947+0.00052911i,0.0027148+0.0012137i
-0.0021077-0.0021111i,-0.00075204-0.014823i,0.020594-0.035283i,0.060019-0.028533i,0.07386+0.016081i,0.048583+0.045856i,0.020694+0.03921i,0.0090365+0.023116i,0.008461+0.014265i,0.0096463+0.010131i,0.0075865+0.0070548i,0.004375+0.0055792i,0.003009+0.0040423i,0.0029732+0.0026316i,0.0029418+0.0021847i,0.0035702+0.00092867i,0.0046882-0.0011139i,0.0047782-0.00040482i,0.0019938+0.0031695i,-0.0026244+0.0055019i,-0.0049911+0.0041372i,-0.0047383+0.0012097i,-0.0047796-0.0010345i
0.0068764+0.00076959i,0.011733+0.014318i,0.0073302+0.047805i,-0.024969+0.078887i,-0.055854+0.067105i,-0.050479+0.025122i,-0.024958-0.0059747i,-0.0031353-0.01177i,0.0073769-0.0051963i,0.0082328-0.0014266i,0.0053495-0.0017919i,0.0033807-0.0033066i,0.0026755-0.0050816i,0.0012563-0.0053363i,0.00031699-0.0032266i,0.00016733+0.00051317i,0.00058664+0.0013713i,-0.00029085-0.0021623i,-0.0024914-0.0070354i,-0.0028298-0.010146i,-0.00073401-0.0091502i,0.0021109-0.0061699i,0.0030287-0.004739i
-0.0015521+0.0021808i,-0.010138-0.0038697i,-0.018394-0.029893i,0.0046299-0.067082i,0.051003-0.070852i,0.06621-0.041218i,0.042766-0.017095i,0.016596-0.0093206i,0.005986-0.0093633i,0.0055992-0.0089839i,0.0073255-0.0053345i,0.0095965-0.0016028i,0.01029-0.0016229i,0.0083144-0.0034301i,0.0044275-0.0032895i,0.00046563-0.003196i,-0.00076094-0.0037681i,0.00055021-0.0034503i,0.0023328-0.00039928i,0.004189+0.0046467i,0.0044809+0.0064371i,0.002161+0.0050323i,-0.00035648+0.0033904i
0.0043995-0.0048667i,0.015756-0.0073325i,0.038992+0.0023504i,0.050046+0.031516i,0.025314+0.048358i,-0.007412+0.03287i,-0.021986+0.0099866i,-0.021087-0.0027717i,-0.013507-0.0068765i,-0.0070676-0.0050467i,-0.0035754-0.00098849i,-0.0014042+0.00036512i,-0.0015267+0.00055687i,-0.0028786+0.00088439i,-0.0019925+0.00031546i,0.00063175-0.00023895i,0.0018988+7.541e-05i,-0.00078982+0.0011972i,-0.0063864+0.0016766i,-0.0097904+0.00061438i,-0.0079135-0.0015174i,-0.0040717-0.003317i,-0.0016456-0.0030666i
-0.0012935+0.006615i,-0.0090947+0.013364i,-0.035213+0.013246i,-0.064693-0.016984i,-0.057762-0.059889i,-0.026194-0.064838i,-0.0064021-0.034644i,-0.0040991-0.007149i,-0.0084023+0.0034468i,-0.009445+0.0033476i,-0.0070766+0.0001552i,-0.0032312-0.0029927i,0.00067215-0.0055262i,0.0023856-0.0055091i,0.0013666-0.0043964i,-0.0020886-0.0036261i,-0.0040954-0.002145i,-0.001833-0.00069338i,0.00201-0.00074004i,0.0047904-0.00068677i,0.0049317+0.00090127i,0.0022634+0.0029411i,-2.8643e-05+0.0041938i
-0.0017949-0.0027639i,-0.00022275-0.012247i,0.014427-0.024057i,0.03913-0.019016i,0.042304+0.010011i,0.019907+0.03032i,0.00069461+0.02848i,-0.0055292+0.020444i,-0.0050123+0.015387i,-0.0020399+0.011297i,0.0012247+0.0062932i,0.0018203+0.0024588i,0.00071508+0.0010991i,0.00013172+0.0023448i,0.0011971+0.0033181i,0.0034354+0.002207i,0.003675+0.00081967i,0.0024489+0.0027848i,0.0015297+0.0063294i,0.00028199+0.0066397i,-0.00048859+0.0043398i,-0.0010111+0.00092666i,-0.0011008-0.0016031i
0.0069681+0.0012441i,0.010198+0.0099363i,0.0012626+0.031435i,-0.02846+0.050755i,-0.054021+0.039464i,-0.045929+0.0098814i,-0.019437-0.0082357i,-0.001187-0.0062568i,0.0053456+0.0033617i,0.006452+0.0062496i,0.0056661+0.0032033i,0.0043298+0.00083537i,0.002516-0.0011994i,-0.00032125-0.0021439i,-0.0024019+0.00019384i,-0.0013862+0.0030261i,0.00088782+0.0033541i,0.00092146+0.00027898i,-0.00013494-0.0035076i,0.00023605-0.0059568i,0.0014705-0.0051863i,0.0029305-0.0024131i,0.0031713-0.0011573i
-0.0035551-0.0011617i,-0.009729-0.0038975i,-0.01213-0.018526i,0.0068572-0.034763i,0.037933-0.026768i,0.045261-0.0048267i,0.028738+0.0044098i,0.013342+0.0024466i,0.008834-0.00069297i,0.0085093-0.0021627i,0.0072197-0.0016599i,0.0069284+0.00029981i,0.007745+0.00045105i,0.007629-0.0011251i,0.005939-0.0030861i,0.0031851-0.0047615i,0.0014121-0.0055755i,0.0027005-0.0041539i,0.0040899-0.00091386i,0.0035329+0.0017256i,0.0017062+0.0017128i,-0.00054643-0.0004516i,-0.0030183-0.0019194i
0.0015516-0.003719i,0.0097387-0.0049993i,0.024986+0.0027614i,0.033352+0.023901i,0.019894+0.034607i,-0.0006479+0.020698i,-0.01095+0.00099479i,-0.0090393-0.0084752i,-0.0014765-0.008551i,0.0027047-0.0053867i,0.0022041-0.0025408i,0.0018765-0.00040098i,0.0020408-0.0003052i,0.0020317-0.0010361i,0.0022027-0.00029382i,0.0023454+0.0015852i,0.0022427+0.0018212i,-5.4432e-05-2.2972e-05i,-0.0031875-0.0019053i,-0.004465-0.0027141i,-0.0025787-0.0021578i,0.00015749-0.0011104i,0.0012832-0.00081367i
-0.0011692+0.0015886i,-0.0062288+0.0055042i,-0.020074+0.0035294i,-0.030855-0.017844i,-0.019757-0.044541i,-0.00025847-0.045218i,0.0045306-0.024231i,-0.0015576-0.0076042i,-0.0068179-0.0030871i,-0.0072286-0.0030422i,-0.0051013-0.0028693i,-0.0028638-0.0031002i,-0.00076475-0.0048489i,0.0013137-0.006062i,0.00051236-0.0064236i,-0.0027046-0.0054614i,-0.00345-0.0033271i,-0.0017961-0.0023661i,-6.3868e-05-0.0020082i,0.0007722-0.00079443i,0.00030798+0.00069829i,-0.0015893+0.001968i,-0.0024752+0.0028245i
-0.0012575-0.00039993i,-0.0002601-0.0047451i,0.007151-0.013623i,0.019731-0.013775i,0.018668+0.00020764i,0.0040158+0.011023i,-0.0086509+0.010909i,-0.012647+0.0075984i,-0.010832+0.0051498i,-0.0059883+0.0021616i,-0.0012049-0.0023488i,0.0006686-0.0049607i,0.00093961-0.0035948i,0.00037854-0.0012335i,-0.00019153+0.00094286i,0.0011491+0.0011933i,0.0018917+6.2813e-05i,-7.7171e-05+0.00086187i,-0.001621+0.0041062i,-0.0016757+0.0053523i,-8.8726e-05+0.0035969i,0.001901+0.0010375i,0.0018223-0.0014623i
-0.0017099+0.0015254i,-0.00026502+0.0071294i,-0.0061549+0.018716i,-0.024874+0.026342i,-0.040712+0.016081i,-0.033363-0.0012815i,-0.01431-0.0063329i,-0.0035531+0.00076491i,-0.001168+0.0085607i,0.00035297+0.010106i,0.0030375+0.006803i,0.0042748+0.0039157i,0.0023896+0.001883i,-0.00071435+0.00061207i,-0.0035718+0.0020089i,-0.0044744+0.0041407i,-0.0041362+0.0034089i,-0.0036451+0.0019389i,-0.00097677-4.4787e-05i,0.0018299-0.0024879i,0.0030268-0.0009695i,0.0026364+0.0017158i,0.0013617+0.0016212i
-0.0031974-0.001603i,-0.0068975-0.0038531i,-0.0080068-0.0094794i,0.0030416-0.013672i,0.019317-0.0053826i,0.021503+0.0073665i,0.01245+0.010124i,0.0058476+0.0066999i,0.0041449+0.0045927i,0.0039877+0.0039783i,0.0022743+0.0027432i,0.00019082+0.0013704i,0.00079554-0.0007813i,0.0032269-0.0023801i,0.00449-0.00271i,0.003966-0.0029004i,0.0024363-0.0025299i,0.00193-0.0015392i,0.0028427-0.00088598i,0.0023825-0.00083959i,-0.00064021-0.0015016i,-0.0032858-0.0028334i,-0.0037225-0.0031426i
0.0021564-0.0055402i,0.0072797-0.0052745i,0.014332+0.00041032i,0.017745+0.01493i,0.010183+0.024021i,0.00029498+0.015162i,-0.0022347+0.00025712i,0.00081804-0.0057073i,0.0048132-0.0038452i,0.0066194-0.00067816i,0.0054852+0.0011188i,0.0054145+0.0016074i,0.0068642+0.0018796i,0.0072047+0.002007i,0.0049456+0.0021967i,0.0020324+0.0022833i,0.0014226+0.0019228i,0.00058154+0.00078007i,-0.0006118-0.00051267i,-0.0004252-0.00079231i,0.0006608-0.0004628i,0.0019567-0.00040507i,0.0013487-0.00043607i
0.0026881+0.0020633i,0.00027081+0.0040142i,-0.0060306+0.0011583i,-0.0086765-0.011796i,0.00106-0.025612i,0.011458-0.025679i,0.010338-0.015997i,0.00364-0.0083082i,-0.00052742-0.0052494i,-0.0023793-0.0026868i,-0.0030343+0.001082i,-0.0024511+0.0024426i,-0.0014262+0.00068286i,-0.00034555-0.0017469i,-0.00067639-0.003311i,-0.0017312-0.0038035i,-0.0011305-0.0027258i,0.00066136-0.0018424i,0.0012273-0.0027932i,0.00085115-0.001977i,0.00043462+0.00086229i,-0.0002133+0.0024452i,-0.00072001+0.0023344i
-0.0059576-0.0015984i,-0.005671-0.0041406i,-0.0017225-0.0073263i,0.0078221-0.0061992i,0.010573-0.0011575i,0.0038427+0.0012607i,-0.0049227-0.00040387i,-0.0098575-0.0023891i,-0.0094066-0.0035142i,-0.0056094-0.005022i,-0.0018095-0.0065096i,0.00075913-0.0067467i,0.001482-0.0058939i,0.00082238-0.004076i,0.00070363-0.0012567i,0.0024256+2.6358e-05i,0.0038041-0.0010831i,0.0022972-0.0013411i,-0.00022358+0.00024096i,-0.00046203+0.0010521i,0.00086543-4.6789e-06i,0.0016511-0.0018764i,0.0014466-0.0027322i
0.00090239+0.0013863i,0.0024303+0.0038409i,0.00024454+0.0085343i,-0.010383+0.0078635i,-0.020951-0.0030085i,-0.018865-0.011818i,-0.0099701-0.0092273i,-0.0061375-0.0011177i,-0.0053787+0.0038013i,-0.0018184+0.0035058i,0.0026409+0.0025313i,0.0049131+0.0028505i,0.0042803+0.0033006i,0.00066144+0.0026331i,-0.002242+0.0015011i,-0.0028181+0.00064213i,-0.0034812+9.1997e-05i,-0.0035027-0.00057758i,-0.0021532-0.0010995i,-0.00031991-1.8773e-05i,0.0016465+0.0017394i,0.0026737+0.0024314i,0.0025634+0.0015576i
-0.00215-0.0017517i,-0.001442-0.001297i,-0.0026244-0.0040361i,-0.00072904-0.005988i,0.0034936-0.0014404i,0.0021852+0.0053061i,-0.00071602+0.0079976i,-0.0017921+0.0076043i,-0.0020649+0.0073913i,-0.0017515+0.0065436i,-0.0017506+0.0032262i,-0.0020431-0.00040786i,-0.001227-0.0035329i,0.0011438-0.0050624i,0.0021938-0.0042606i,0.00099594-0.0027128i,-0.00059909-0.0009608i,-0.0015245+5.6925e-05i,-0.0011882-0.00049891i,-0.0013231-0.0016266i,-0.0026046-0.0024091i,-0.0039146-0.0026482i,-0.0040396-0.0031453i
0.0010964-0.0059433i,0.001561-0.0067629i,0.0039921-0.0035148i,0.0029845+0.0070817i,-0.0027668+0.01536i,-0.0062668+0.012914i,-0.0029813+0.0053568i,0.0019117+0.0029032i,0.0046628+0.0045295i,0.0053517+0.0036392i,0.0061156+0.00011375i,0.0069563-0.0018002i,0.0080218-0.0012389i,0.0087576-0.00016336i,0.0058564+0.0012746i,0.0016654+0.0020397i,0.00023633+0.0020976i,0.00042792+0.0014839i,-0.00016561+0.00037551i,-0.00017065-0.00098267i,0.00098977-0.0015912i,0.0018767-0.00096324i,0.0014497-0.00037398i
-3.7345e-05-0.00083883i,-0.00040904-4.1751e-05i,-0.0026854+0.00011795i,-0.00069791-0.0032221i,0.0078083-0.0068502i,0.013915-0.0058081i,0.011056-0.0043762i,0.0058459-0.0034736i,0.0040518-0.0012912i,0.0038702+0.001943i,0.0021967+0.0053469i,0.00025776+0.0065027i,-0.0013823+0.0052138i,-0.0033754+0.0033262i,-0.003322+0.0021879i,-0.0016517+0.0019479i,-0.000121+0.0018253i,0.00038143+0.0015947i,0.00061554+0.001784i,0.00052304+0.0017201i,-0.00040244+0.0029158i,-0.0014042+0.0046413i,-0.0015284+0.0041881i
0.0034629+0.0020388i,0.0047912+0.0012673i,0.0087623-0.0020786i,0.011783-0.0040212i,0.011463-0.003071i,0.0074002-0.0031869i,0.00083731-0.0043391i,-0.0033461-0.0064517i,-0.0037347-0.0064584i,-0.0030875-0.0046056i,-0.0019826-0.0034042i,0.00026615-0.0034809i,0.0016131-0.0044568i,6.4548e-05-0.0040794i,-0.00086487-0.0021913i,0.00090345-0.00031588i,0.0018489+0.00022306i,0.001731+2.0566e-05i,0.00195+0.00068122i,0.0018968+0.00031413i,0.0018395-0.0014233i,0.0014587-0.0029999i,0.00091195-0.003899i
-0.00030551+0.0027447i,-0.00048181+0.0033732i,-0.0024761+0.0046768i,-0.0063753+0.00084699i,-0.0080062-0.0094464i,-0.0060984-0.015649i,-0.0048554-0.013036i,-0.0068605-0.0068049i,-0.0074538-0.0030102i,-0.0037055-0.0016707i,0.00054363-0.00051244i,0.0028687+0.001137i,0.0043196+0.0023753i,0.0039505+0.002326i,0.0019855+0.00023102i,0.0017518-0.0015973i,0.0022016-0.0020838i,0.0013641-0.001328i,0.00077562-0.00082169i,0.0010207-7.7861e-05i,0.0014778+0.0018854i,0.0029323+0.0031642i,0.0031396+0.0024052i
0.00053435-0.0065108i,0.00017276-0.007632i,-0.0018859-0.0083815i,-0.0030676-0.0063401i,-0.0030532-0.0015691i,-0.0033919+0.0024309i,-0.0045547+0.0036523i,-0.0058505+0.0038907i,-0.0052082+0.0034507i,-0.0033932+0.0012416i,-0.0022311-0.0011172i,-0.0017338-0.001624i,-0.0006252-0.0021465i,0.00044573-0.0034351i,-0.00041606-0.0044097i,-0.0027896-0.0041983i,-0.0038766-0.0031807i,-0.0029609-0.0025114i,-0.0013217-0.0022224i,-0.00086905-0.0017262i,-0.0024466-0.001798i,-0.0039483-0.0017946i,-0.0041971-0.0011812i
0.0021972-0.00047221i,0.0035345+0.00030965i,0.0035668+0.001466i,-0.00081677+0.0041171i,-0.0062208+0.006282i,-0.0080516+0.0030614i,-0.0054962-4.9321e-05i,-0.0020294+0.0017186i,0.00053729+0.0045097i,0.0030445+0.0034667i,0.0046615-0.00043532i,0.0047764-0.0031822i,0.0044935-0.0035633i,0.0050405-0.0035311i,0.0037696-0.0030614i,0.00063827-0.0016551i,-0.00098433-0.000945i,-0.0016-0.00084941i,-0.0021903-0.00043887i,-0.0013907-0.00061046i,0.0010098-0.0017469i,0.0018494-0.0025148i,0.0016882-0.0020574i
-0.00012366+0.0022295i,2.9784e-05+0.0038797i,0.00012642+0.0041561i,0.0023949+0.0023443i,0.0057153+0.0014169i,0.0067648+0.0022704i,0.0052713+0.0023814i,0.0036972+0.0026195i,0.004105+0.0037893i,0.0046953+0.0045873i,0.0049626+0.0042462i,0.0047678+0.0037225i,0.0019404+0.0027704i,-0.0017652+0.0032778i,-0.0030407+0.0049336i,-0.001812+0.0050314i,-0.00090934+0.0038839i,-0.0012188+0.0030274i,-0.002109+0.0021357i,-0.0024917+0.0019098i,-0.0021212+0.0030028i,-0.001728+0.0043129i,-0.0022853+0.0041919i
0.0023874+0.0022329i,0.0028755+0.0015508i,0.0057005+0.00071765i,0.0082227+0.0006821i,0.0075328+0.0012522i,0.0038062+0.00037253i,0.00050514-0.0017366i,-5.4644e-05-0.0034078i,0.00087268-0.0020714i,0.001087+0.0014992i,0.00017264+0.0033297i,-6.2203e-05+0.0022974i,-0.00015505+0.00041786i,-0.00075663-0.00099898i,-0.0010184+0.00032759i,-0.00030478+0.0019698i,0.00055014+0.0012095i,-3.4145e-05+0.0011311i,0.00019921+0.0026808i,0.0012684+0.0018741i,0.0012618-0.00031526i,0.0008875-0.0015676i,0.00076525-0.0027681i
