0.00051642+9.1668e-05i,0.00041183-0.00074838i,-0.00036105-0.0018024i,-0.00090814-0.0028372i,-0.0014696-0.0019187i,-0.0023873+4.855e-05i,-0.0020799+0.00093909i,-0.0010371+0.0011351i,0.00010427+0.00049977i,0.0005226-0.00025153i,0.00024383-0.0004665i,0.00016783-0.00029657i,-6.0823e-05+2.6541e-05i,0.00037025+2.9293e-05i,0.00079161-0.00023607i,0.00046514-0.00023863i,-0.0001643-0.00022063i,-0.00070339-0.00022826i,-0.00014003+0.00022986i,6.6287e-05+0.00058805i,-0.00095558+0.00059998i,-0.00094269+6.3161e-06i,-0.00035048-0.00029254i
-5.1597e-05-0.00074907i,-0.00099317-0.0014971i,-0.0017554-0.0022226i,-0.0010735-0.0020162i,-0.00038704-0.0014511i,-4.7436e-05-0.00034135i,0.00010823+0.0010648i,0.00048443+0.00036737i,3.8485e-05-0.00059958i,-0.000901-0.00070508i,-0.0007703+0.00033103i,-0.00070764+0.0014371i,-0.00031917+0.0017431i,0.00067306+0.0014245i,0.00076154+0.00096374i,0.00034801+0.00096664i,4.229e-05+0.00086305i,0.00037738+0.00043849i,0.00041577-0.00075992i,0.00040782-0.0010311i,0.00038802-0.00065246i,4.2549e-05-9.6691e-05i,-0.00023008+0.00036344i
-0.00067959+0.00059035i,0.00059671+0.00029732i,0.00060506-0.00010184i,-0.00046177-0.00059136i,-0.00040567-0.0011962i,-0.00018823-0.00098697i,-6.7929e-05-0.00073182i,-0.00013614-0.00030271i,-0.00022069-0.001009i,0.00018954-0.0012602i,0.00051622-0.0010783i,0.00058101-0.0007644i,0.00051414+4.2879e-05i,0.00073988+0.00062097i,0.00049876+0.00074317i,-0.00011149+0.00011467i,-0.00030218+4.073e-06i,-0.00030852-7.053e-05i,-0.00019456-0.00027946i,-2.0007e-05+0.00020017i,3.1671e-06-0.00011906i,0.00028892+0.00011789i,0.0003341+0.00091151i
0.0032981-0.0015168i,0.002791-0.0022873i,0.0019812-0.0026283i,0.0018532-0.0022909i,0.001378-0.0014913i,0.00058151-0.0011293i,-0.00027038-0.0012615i,-0.0001601-0.0010164i,0.00072832-0.00098504i,0.00025788-0.00070278i,-0.00068571-0.00022006i,-0.00040271+0.00036441i,-0.00026862+0.0010933i,0.00015554+0.00086304i,0.000321+0.00078049i,-5.5234e-06+0.00077837i,0.00026264+0.0003451i,0.00018305+0.0010418i,9.4237e-05+0.00097224i,-5.9465e-05-0.00020635i,-0.000659-0.0001252i,-0.0003392-9.0248e-05i,-0.00051794-0.00017856i
-0.0017414+0.0011452i,-0.0023089+0.0016217i,-0.00063214+0.00035832i,0.0012807-0.0005481i,0.0015546-0.00073526i,0.00032337-0.00050409i,-0.00027718+5.8731e-05i,-0.00070222+0.00034715i,-0.00034765+0.0005153i,0.00079593+0.00017386i,0.00091375-0.0004322i,0.0006017+2.816e-06i,0.00085919+0.00085572i,0.00064071+0.00070395i,-4.251e-05+0.0010482i,-0.00058159+0.0013613i,-0.00036924+0.0011099i,-0.0001147+0.00095342i,0.00035323+0.00035583i,0.00098215+0.0001051i,0.0012624+0.00028735i,0.00096587+0.00026091i,-0.00052403+0.00055602i
0.0015689-0.00028845i,0.00085816-0.0011595i,-6.2009e-06-0.0018005i,-0.0004484-0.0022449i,-0.0012224-0.0018593i,-0.0015447-0.00094924i,-0.00056523-0.00076111i,0.00030099-0.00091481i,0.00065514-0.00087735i,0.00024138-0.00076394i,-0.00049919-0.00043019i,-6.4187e-05+0.00055563i,0.001107+0.0019239i,0.0016092+0.0011729i,0.0013803+0.0002675i,0.001319+0.00013523i,0.001213-0.00017993i,0.0002141+1.0088e-06i,-0.00053561+0.00015839i,-0.00024774+8.5211e-05i,-0.00012863+0.00047329i,-0.00026894+0.00066338i,-0.00015149+0.00014047i
0.00036792-0.0014353i,0.0013187-0.0019799i,0.0016064-0.002162i,-0.00014207-0.0017112i,-0.0022159-0.00087328i,-0.0029646+0.00087552i,-0.0019807+0.0013721i,-0.00021655+0.00045002i,0.0007235-0.00039043i,0.00073588-0.00075229i,-2.6363e-05-0.00071705i,-0.00035971+0.00054613i,-0.00023641+0.00094794i,-0.00040449+3.0552e-05i,-0.00087016+0.00030378i,-0.00052732+0.0010551i,0.00022605+0.00067385i,-2.989e-05+0.00055902i,-0.00053404+0.00058711i,-0.00022342+0.00033014i,0.00066684+0.00059645i,0.0010002+0.00016082i,0.00088365-0.00038804i
0.001162+0.00054833i,0.0011322-0.00081963i,0.0011846-0.0023088i,0.0015613-0.002441i,0.00079428-0.0016333i,0.00040401-0.00066006i,0.00076301+0.00033845i,0.00066983+0.00061507i,0.00020978+6.3287e-05i,0.00019733-2.5386e-05i,-0.00037642-0.00012282i,-0.00065658+5.2455e-05i,-0.0003804+0.00053445i,-0.00011335+0.00026111i,-0.00023186-0.00021766i,-0.00012355+2.0806e-07i,-0.00066504+0.00016946i,-0.0011457-0.00017991i,-0.00044657+0.00022023i,-8.9298e-05+0.00017849i,8.3114e-05-0.00071274i,-0.0007156-0.00066017i,-0.0011858-0.00056233i
-0.0019069-0.0010573i,-0.0015184-0.00082303i,-0.00077392-0.00030876i,-0.0003494+0.00055905i,0.00021473+0.0016695i,8.6947e-06+0.0017385i,0.0001048+0.00061367i,0.00078843-6.7532e-05i,0.00080025-0.00034655i,0.00032718-0.00061298i,0.00042486-0.00054133i,0.000306-0.00024516i,-0.00037656+5.9049e-05i,-0.00080275-0.00014097i,-0.00073965-0.00016582i,-0.00056852+0.00044736i,-0.00049556+0.00040121i,-2.6223e-05+0.00015618i,0.00086045+0.00015073i,0.0010214-3.7419e-05i,-5.9701e-05-0.00035117i,-0.0010612-0.0003895i,-0.00066076-0.00028183i
-0.00095233+0.0012573i,0.00014786+0.00057858i,0.0012415+0.00063853i,0.00064413-0.00055821i,0.00031703-0.00080574i,0.00068198+0.00020807i,0.00041894-0.00013833i,0.00044412-0.00041334i,0.0005655+4.7929e-05i,0.00084+0.00031601i,0.0009923+0.0002292i,0.00088579-0.00025491i,0.00043655-0.00086963i,-5.9397e-05-0.00047947i,-3.7353e-05+0.00058908i,-0.00065564+0.00084003i,-0.00075099+0.00023804i,-0.00023166+0.00015091i,0.00025192+0.00027036i,0.0005126-3.5517e-05i,1.8122e-05+0.00033996i,-0.00015224+0.0010487i,0.00041386+0.0013972i
-0.00014156-0.003296i,-0.001152-0.0014333i,-0.0017467+0.00058878i,-0.0012581+0.0015729i,-0.0013368+0.001087i,-0.0010409+0.00064136i,0.00019497+0.00037872i,0.00050085+0.00022293i,7.4618e-05-0.00010772i,-0.00015881-0.00094675i,-0.00041183-0.00083164i,-6.1719e-05+0.00020145i,0.00019679+0.00043796i,-2.8415e-05+0.00031831i,-5.5612e-05+4.5201e-05i,5.4431e-05+0.00020964i,-9.4557e-05+0.0003105i,-0.00034686-0.00024117i,-0.00026559-0.00056202i,-0.00041352-0.00010528i,-0.00036527-0.00045481i,5.4608e-05-0.0010775i,-0.00012934-0.00035373i
-0.00015746-0.00028247i,0.00053868-0.0010347i,0.00051787-0.0011321i,3.7924e-05+1.7544e-05i,4.7589e-05+0.00026063i,-0.00065743+1.1444e-05i,-0.00096076+4.3166e-05i,-0.00039847+0.00031681i,-0.00015011-4.3201e-05i,-0.00031551-0.00066159i,-0.00026047-0.00093908i,-0.00016489-0.0007989i,-0.00035354-0.00027131i,-0.00046013+0.00035129i,-0.0005315+0.00028596i,-0.00021087+9.3491e-05i,0.00033563+0.00022604i,0.00013639+0.00027355i,-0.00051288+5.1907e-05i,-7.7562e-05+9.206e-05i,0.00051807+0.00073488i,9.5925e-05+0.00077121i,-0.00034732-8.8254e-05i
0.00029604-0.00037445i,0.00081217-0.0011968i,0.0014997-0.00081694i,0.0010196-0.0010217i,-0.00047977-0.0011392i,-0.0013183-0.00054713i,-0.0010672-0.00016067i,-0.00077305-0.00043743i,-0.00024547-0.00063415i,-0.00019604-0.0002034i,-7.011e-05+6.2631e-05i,-8.4264e-05+4.1172e-05i,-0.00017984-0.00016583i,0.00089688-0.00026999i,0.001497-0.00047389i,0.0010599+8.1862e-05i,0.00040974+0.00080656i,-7.1805e-05+0.00095915i,-0.00044908+0.0004703i,0.00019776+1.2093e-05i,0.00089813+0.0003914i,0.00058933+0.00018421i,-9.6633e-05-8.6798e-05i
-0.0010096-0.00060381i,-0.0004053-0.0019294i,0.0002995-0.0022713i,-0.00046324-0.0019707i,-0.001309-0.0012879i,-0.00083959-0.00076586i,0.000332-0.00061724i,0.0015527-0.00096672i,0.0018433-0.0012499i,0.0010151-0.00129i,-7.0767e-05-0.00094652i,-0.00082342-0.00015571i,-0.00087115-0.00014878i,-0.00079905-0.00046604i,-0.00094467-0.00024038i,-0.0011879+0.00023853i,-0.00032822+0.00011166i,0.00042827-2.1251e-05i,0.00038439+0.0003559i,0.00058076+0.00060879i,-4.4376e-05+0.00027643i,-0.0003593+0.00017855i,0.00079762+0.00083161i
0.0016798+0.0015462i,0.0016876+0.00085084i,0.0016898-0.00078535i,0.0014855-0.0021716i,0.00041829-0.0024324i,0.0001148-0.0016487i,0.00080219-0.0011109i,0.0012603-0.0010652i,0.0016512-0.00033372i,0.0010207+0.00088918i,-0.00038653+0.00077038i,-0.0016505+0.00047877i,-0.0019906+0.0010509i,-0.0007201+0.001345i,0.00033809+0.0015365i,0.00057501+0.00098842i,0.00040348+0.00036053i,-0.0001583+8.4681e-05i,-0.00036143-2.1804e-05i,-0.00059157-0.00045967i,-0.00056479-0.00096358i,-0.00015357-0.00074596i,-6.5452e-05-0.0005914i
0.00065622-8.2897e-05i,0.001665-0.00075626i,0.0019119-0.0018726i,0.00118-0.0020293i,0.00053595-0.00076535i,0.0005745+0.00025711i,0.0025226-0.00054757i,0.0040969-0.0024431i,0.0028516-0.0047284i,0.00074044-0.0057092i,-0.00019616-0.0050808i,-0.00078029-0.0035055i,-0.0017802-0.001088i,-0.0018644+0.000894i,-0.00062217+0.0015557i,-5.8192e-05+0.0012082i,-0.00056909+0.00096415i,-0.00012587+0.00077826i,0.0011832+0.00047482i,0.0016042+0.00012109i,0.00091941-0.00043244i,0.00023125+0.00013409i,0.00024836+0.00013604i
-0.00064412+0.0029298i,-0.00041325+0.0031016i,-0.00069043+0.0032319i,-0.00029708+0.0019921i,-0.00024243+0.00030323i,-0.00043645-0.00093446i,-0.0018713+0.00025855i,-0.0032801+0.0028262i,-0.0018987+0.0042545i,7.8787e-05+0.0048068i,0.0010305+0.0036227i,0.0019217+0.001723i,0.0021351+0.00045602i,0.0008664-3.1516e-05i,0.00032544+0.00026241i,0.00031872+0.00024472i,0.00045892-6.8761e-05i,0.00041552+8.4455e-05i,0.0003139-6.3913e-05i,0.00062362+0.00035153i,0.0002875+0.00076075i,0.00022649+0.00024333i,-0.00018703-0.00038041i
-0.0013725+0.00057882i,-0.0016084+0.0015575i,-0.001194+0.0017392i,-0.0010776+0.0004237i,-0.00085599-0.00048349i,-0.00061205-0.00097874i,-0.00050953-0.0014409i,-0.00033769-0.00018828i,-0.0011711+0.00067237i,-0.0017474-0.00023186i,-0.0006881-0.00045058i,0.00040466+0.00031216i,0.00095374+0.00069447i,0.00083975+0.00065287i,0.00038858+0.00057441i,0.0012133+0.0008152i,0.0011075+0.00061344i,-0.00020056-0.00018616i,-0.00057293-0.00052202i,0.00039192-0.00051501i,0.00097753-0.00038053i,0.00075242+2.3547e-05i,0.00038716+8.7762e-05i
0.00049699+0.00035153i,0.00090637+0.00096479i,0.0016463+0.001123i,0.00098851+7.4532e-05i,4.6226e-05-0.0004959i,-0.00077372-0.0011819i,-0.0010612-0.0011843i,-0.00057659-0.00012566i,-0.00034548+0.00079032i,0.00050808+0.00053712i,0.0012478-0.00051793i,0.001782-0.0010501i,0.00054736-0.00027764i,-0.0010471-9.384e-05i,-0.00097281-0.00038159i,-0.001012-0.00043233i,-0.0011553-0.00053297i,-0.00052533+7.4834e-06i,7.1493e-05+0.00046099i,-0.00028293-0.0001968i,-0.0006473-0.00094095i,-5.1383e-05-0.00093466i,0.00054276-0.00022495i
0.0032508+0.00030393i,0.0025477-0.0005978i,0.0016896-0.0015616i,0.0010625-0.0020347i,0.00068911-0.0020301i,0.00053994-0.0015543i,1.461e-05-0.00035864i,0.00024058+0.00060781i,0.0008242+0.0013087i,0.00092215+0.0015773i,0.00053645+0.0012686i,-0.00023327+0.0007638i,-0.00090167+0.00047618i,-0.00034093+0.00040957i,0.00037424+0.00040038i,9.6862e-05+0.00010727i,-0.00026188+0.00050268i,-0.00011363+0.00050445i,0.00038337-0.00035552i,-4.11e-05-0.0008903i,-0.0001413-0.00093085i,0.00053452-0.00035861i,0.00051903+0.00048455i
-5.2013e-05-0.0011183i,-0.00050869-0.0014141i,-0.00016017-0.0014303i,-0.00081632-0.00073901i,-0.0012974-0.00026807i,-0.00048049-0.00042285i,-0.00013358-0.00082298i,-0.0011023-0.00033817i,-0.0010395+0.00074616i,-7.4157e-05+0.0011741i,0.00018167+0.00078492i,0.00020465-0.00037382i,0.00027655-0.00054457i,0.0010695-2.6279e-05i,0.00185-5.3951e-05i,0.00057247-0.00018565i,-0.00067739-0.0012173i,0.00014118-0.0015748i,0.00082523-0.0010337i,0.00069427-0.0010496i,0.00012491-0.00045584i,-0.00058562+0.0004189i,-0.00108+0.00055268i
-8.3887e-05-0.00030844i,-0.00030515-0.00023779i,-0.00010505+5.2e-05i,6.601e-05+0.00058351i,-0.00018691+0.00016821i,8.8178e-05+0.00026178i,0.00057645+0.00042059i,0.00033004-0.00059971i,-3.6574e-06-0.00044646i,0.00026778-0.00031407i,0.00080832-0.00085351i,0.00054265-0.00025738i,5.2751e-05+0.00013987i,-0.00050152-0.00038654i,-0.00047697-0.00056005i,0.00037245-0.00011688i,0.00032744+0.00042422i,0.00020016+0.0010104i,1.9552e-05+0.0003248i,-0.00037733-0.00012787i,-0.00014336+3.6955e-05i,0.00048636+2.0293e-05i,0.00066761-0.00039549i
-5.882e-05-0.0001353i,-7.9059e-05-0.0012576i,0.00013951-0.0023014i,-0.0001191-0.0013297i,-0.00090738-0.00016217i,-0.00077909+0.000452i,-0.00079873+0.00039384i,-0.00075736-0.00030577i,0.00015809+0.00032574i,0.00069963+0.000403i,0.00022223+0.00017184i,-0.00021621+0.00041102i,-2.7554e-05+0.00019625i,-2.8174e-05+0.00027879i,-0.00061895+0.00093718i,-8.5705e-05+0.0012674i,-0.00034547+0.00098686i,-0.0005849+0.00063139i,4.3948e-05+0.00074529i,-0.00049133+0.0006485i,-0.00082095-0.00016094i,-0.00030009-0.0014482i,-0.00023478-0.0015054i
-0.001218-0.00048365i,-0.00092186-3.0338e-05i,-0.00082837+0.00011781i,0.00027662+0.00018295i,0.0012392+0.00044365i,0.0011911+0.00046102i,0.0012087+0.0001312i,0.00073368+1.7045e-05i,7.1339e-05-0.00013581i,3.9334e-05-0.00010757i,-8.5002e-06+0.00039679i,0.00018905+7.4678e-05i,0.00019708-0.00015283i,0.00043353-6.966e-06i,0.00021826-8.1769e-05i,0.00027066+0.00032096i,0.00020686+0.0010378i,0.00011925+0.00049436i,0.00060329-0.00058927i,0.00076639-0.001384i,0.00097056-0.001158i,0.00047763-0.000886i,-0.00024973-0.00085287i
0.0010161-8.0105e-05i,0.00096729+0.001059i,0.00090116+0.0018606i,0.0002544+0.00098439i,-0.00017421-0.00019193i,-0.00049391+0.00010119i,-0.00079771+0.00035104i,-0.00041264+0.00013941i,-6.0804e-05-0.00028201i,-0.00019011-0.00082654i,-0.00073748-0.00035138i,-0.00070986+0.00034059i,4.1319e-05+0.00041423i,0.00022336+0.00043624i,-0.00021109+0.0004259i,-0.00089993+0.0002928i,-0.0016112+0.00030544i,-0.0011897-4.129e-05i,-0.00016191-0.00062358i,4.4392e-05-0.001049i,-0.00067103-0.0011084i,-0.00060868-0.00083017i,4.6035e-05-0.0003186i
0.0013084-6.353e-05i,0.0026937-0.0011258i,0.0035713-0.0020583i,0.002504-0.0024739i,0.000903-0.0027229i,-0.00053409-0.0019812i,-0.0013785-0.00075268i,-0.00031941+0.00075199i,0.00062808+0.0012761i,0.00076554+0.00062081i,0.00048915+0.00014914i,-7.42e-06-0.00022844i,-0.00033745+0.00017003i,-0.00066341+0.00057305i,-0.00020588+0.00042292i,-0.00061476+0.00025675i,-0.0011826-2.8264e-05i,-0.00075883-0.00060191i,-0.00036827-0.0011314i,-0.00047117-0.0010977i,-0.00050828-0.0001441i,5.0443e-05+0.00053963i,0.00036637+0.00072023i
-6.069e-05-0.0003077i,3.2909e-05-0.00032283i,8.3884e-05-0.00013049i,0.00019866-0.00022539i,-0.00015016+0.00013198i,-0.00073793+0.00077868i,-0.0008802+0.00011854i,-0.00071461-0.00029602i,-0.00030402-0.00013468i,0.00030644+0.00031666i,0.00014707+0.00095354i,0.00068123+0.00023093i,0.00045208-7.1627e-05i,-0.00034709+0.00036858i,-0.00094561+0.00055993i,-0.0011911+0.00033219i,-0.00054255+0.00015635i,-0.00058108+0.00042513i,-0.00040181-2.8106e-05i,0.00037808-0.00061786i,0.00028225-0.00074002i,-0.00026965-0.00086516i,-0.00031529-0.00098168i
0.00097678-0.0014585i,0.0013935-0.0012219i,0.0010373-0.0020127i,-0.00018059-0.0024778i,-0.00040388-0.0019347i,-0.00052261-0.00055478i,-0.0011017+0.0011039i,-0.00055457+0.0012572i,0.00058819+0.00033196i,0.00038463-0.00021193i,-7.271e-05+7.6051e-05i,-0.0004162+0.00076119i,-0.00035168+0.000125i,0.00029001-0.00070052i,0.00030574-0.00080475i,-2.3085e-05-0.00032761i,-0.00041052-0.00013067i,-0.00049948-0.00058754i,-0.00049713-0.00062778i,-0.00059651-0.00067658i,-0.00076431-0.00068922i,-0.00014036-0.00071423i,7.1737e-05-0.00063062i
0.00010207+0.0012298i,0.0017205+0.0014283i,0.0032014+0.00072967i,0.001896+0.00013617i,0.00086052+0.00017714i,0.00060818+0.00010831i,0.00077549-0.00039117i,0.00068478-0.00040438i,-9.5425e-05+0.0002352i,9.7927e-05+0.00093316i,0.00044828+0.00099451i,0.00023937+0.00057455i,0.00026237+0.00040958i,-0.00049784+0.00020962i,-0.0010603+0.00084558i,-0.0015103+0.0010712i,-0.00086558-4.7397e-05i,-0.00027763-0.00041298i,-0.00019-0.00026442i,2.4586e-05-0.00052251i,-0.00061601-0.00072269i,-0.00054377+6.4087e-05i,-0.00033281+0.00066279i
0.00053408-8.7831e-05i,6.7937e-05-0.0006251i,-0.00019788-0.0018149i,-0.00054915-0.0020661i,-0.0013776-0.0018431i,-0.0014335-0.0016084i,-0.00073538-0.00042445i,-0.00048012+0.0005077i,-0.0004093+0.00053476i,0.00056265+0.00061943i,0.00026792+0.00075038i,-0.00012672+0.00061266i,0.00063173+0.00073664i,0.00057307+0.00064678i,0.00013535+0.00075764i,0.00012812+0.00093898i,-0.00022688+0.00094401i,6.0504e-05+0.0003535i,0.00077885+0.00030417i,0.0011492+0.00027095i,0.0012491-0.00011798i,0.00029153-6.7975e-05i,-0.00045447+0.00044921i
0.00033535+0.0014523i,0.0011981+0.00014977i,0.0017807-0.00059488i,0.0022828-0.00042865i,0.002014+5.3055e-05i,0.00061386+0.00023568i,4.9757e-05-5.3117e-05i,-4.7323e-05-0.00015611i,-9.5096e-05+0.00041601i,0.00042298-2.8974e-05i,0.00068263-5.6378e-05i,0.00038754+0.00062614i,0.00025105+0.00064628i,0.00079537+0.00078422i,0.0010942+0.00063483i,0.0002409+0.0011105i,-0.00083395+0.0008154i,-0.0006936+0.00018354i,0.00020066+0.0001719i,0.00057577-0.00065447i,3.6256e-05-0.0012194i,-0.00042473-0.00070871i,-0.00057022-0.00071907i
0.00024606-0.0008759i,-0.00016967-0.0014466i,-0.00031887-0.0011723i,-0.00052529-0.0014436i,-0.0012951-0.00153i,-0.001731-0.00067089i,-0.0010736+0.00015847i,-0.00059306-0.00017763i,0.00044533-0.00080706i,0.00090913-0.00062791i,0.00039822+0.00018669i,-0.00065781+0.00031333i,-0.0014593+0.00025343i,-0.0010903-4.1239e-05i,-0.00047543-0.00015286i,-8.7055e-05-8.1611e-05i,0.00018715-2.8289e-05i,-1.894e-05-0.00016195i,-0.00031164-0.0012501i,-0.00047025-0.001025i,0.00036013-0.00042961i,0.0012496-0.00057469i,0.00052047+0.00016932i
3.1954e-05+0.0019658i,0.00073448+0.0023589i,0.0019221+0.0008329i,0.00099638-0.00031707i,0.00074716-0.00051828i,0.0010609-0.00058334i,0.00055568+0.00051425i,0.00040366+0.0014091i,0.00043575+0.00067017i,0.00022605+0.00023365i,0.00039966-0.00033527i,0.00039004-0.00034936i,0.00013155+0.00054446i,-0.00042756+0.00034878i,-0.00069739-0.00040229i,-0.00033574+6.0769e-06i,3.7471e-05+0.0012046i,0.00053309+0.0011599i,0.0010392+0.0008524i,0.00078573+0.0010455i,0.00042433+0.0012499i,0.00013883+0.0012652i,-9.2837e-06+0.001051i
-0.0013942+0.00084668i,-0.00067759+0.0016685i,0.00039149+0.0015409i,0.00022134+0.0012851i,-0.00028972+0.00091216i,0.00018964+0.00056107i,0.00052588+0.00050204i,0.00019359+0.00044899i,-0.0001819+0.00022152i,-0.00023795+0.00049652i,-0.00041047+0.00052044i,-0.0012242+0.00015435i,-0.0011465+0.00030839i,3.2756e-05+4.5664e-05i,0.00070147-8.8428e-05i,-0.00018367+0.0005148i,-0.0012186+0.00064657i,-0.00057392-4.694e-05i,0.00065639-0.00070813i,0.0010079-0.00058312i,-2.2526e-05-0.00077121i,-0.0010705-0.00041556i,-0.00099113-0.00010924i
0.001053-0.0015671i,0.00093445-0.0018184i,0.00048667-0.0031768i,-0.00092595-0.0029813i,-0.0018618-0.001688i,-0.0015227+3.5031e-05i,-0.0011763+0.00012467i,-0.0010283-0.00085004i,-0.00034045-0.0012353i,9.3101e-05-0.0002849i,0.00024089+0.00070077i,0.00044435+0.00053019i,0.00088358+0.00021568i,0.0013053+8.524e-05i,0.0010931+0.00035461i,0.00067907+0.00039667i,0.00041487+0.00031595i,0.0003788+0.00044458i,0.00048921+0.00077614i,0.00084013+0.00055572i,0.00061678-0.00014849i,0.00015213-1.1706e-05i,-0.00038113-8.9139e-05i
0.0022143-0.00051618i,0.0017791-0.0014699i,0.0016198-0.0012594i,0.00077462-0.00028794i,-0.0004231+0.00070101i,-0.0010718+0.001088i,-0.0013344+0.00089834i,-0.0010281+0.0005559i,-0.00033372+0.00044001i,0.00059721+0.00053762i,0.00065034+0.00032873i,6.9136e-05+0.00048556i,-0.00070005+0.00091888i,-0.00067651+0.00016493i,-0.00010534-0.00023928i,-0.00035945+0.00035727i,-0.00022099+0.001267i,-0.00010858+0.0010301i,-8.9623e-05+5.9788e-05i,-0.00059101+0.00024327i,-0.00046714+1.8173e-05i,-0.00027378-0.0010605i,-0.00070398-0.0011745i
-0.00067779-0.0015342i,-0.0013558-0.0017353i,-0.0010574-0.0034693i,-0.00067301-0.0034712i,-0.0013599-0.0017513i,-0.0016113-0.00051216i,-0.0010351-0.0001249i,-0.0010669-0.00030262i,-0.00079666-0.00027198i,-0.00032206-0.00063635i,0.00022646-0.00074348i,1.1818e-05+0.0002722i,-4.3968e-05+0.00068962i,0.0001228+0.00011496i,0.00031098-0.00013478i,1.0221e-05+0.00032398i,-0.00023542+0.0002282i,0.00060822-0.00062374i,0.0013282-0.00075703i,0.00064205-0.00071191i,8.2842e-05-0.00082514i,-0.00057886-0.00076556i,-0.00070339-0.00043426i
0.00097367-0.00041841i,0.0014793-0.00042707i,0.00067933-3.5857e-05i,-0.00065059+0.00048931i,-0.0012038+0.00048705i,-0.0013496+0.00026091i,-0.00070621+0.00036823i,0.00011364+8.1185e-05i,0.00038456+2.5871e-05i,-0.00013354-0.00023043i,-0.0010323-0.00012321i,-0.0011592+0.00059952i,-0.00046224+0.00083177i,0.00029684+0.00079141i,0.00031862-1.544e-05i,-1.873e-05-0.00026092i,-6.6614e-05+0.00019585i,0.00023725+0.00036319i,0.00050978+0.00046957i,0.00037169+0.00039457i,0.00022737-0.00013748i,-0.00066097-0.00067444i,-0.001094-0.00083978i
0.0015878-0.00151i,0.0014872-0.0020665i,0.0011953-0.0018152i,0.00075547-0.0014226i,-0.00016995-0.00084487i,-0.0011382+0.00012269i,-0.0011564+4.9874e-05i,-0.00046033-0.00020022i,5.6358e-05-0.00030648i,0.00021162-5.1047e-05i,0.00018327-0.00012846i,-0.00045396-0.00029086i,-0.00094467-0.00042438i,0.00022272-0.00057953i,0.00074324-0.00044422i,8.963e-05-0.00057345i,7.9811e-05-0.0008637i,-0.00012098-0.00076975i,-0.00042797-0.00017735i,-8.6461e-06+0.00033559i,0.00039156+0.00010678i,0.00037884-0.00020326i,-0.00017031+0.00045989i
-0.0025208+0.00020545i,-0.0018974+0.000279i,-0.00096601+0.0011882i,-2.3935e-05+0.001487i,0.00040399+0.0011301i,0.00038123+8.6296e-05i,0.00043066-0.0013388i,-0.00021535-0.001569i,-0.00017051-0.00096775i,0.00069178-0.00014459i,0.00059618+0.00049361i,0.00041632+6.1575e-05i,-0.00014127-0.0010442i,-0.0011818-0.0013001i,-0.00095405-0.0008358i,0.00011895-0.00052439i,0.00042983-0.00039975i,0.00048446-5.3419e-06i,0.00074068+0.00046815i,0.00060991+0.00016813i,-0.00042203-0.00044838i,-0.00098971-0.0010559i,-6.7978e-05-0.00054698i
-0.00060578+0.00026613i,0.00016118+0.00064889i,0.00018111+0.00022888i,0.00056177-0.001134i,0.0011353-0.0011017i,0.00073273-0.00078977i,1.8997e-05-0.0012108i,-0.0002259-0.0014007i,-0.00051009-0.0010739i,-0.00028391-0.00099618i,-9.5195e-05-0.00096181i,0.00042251-0.00047731i,0.00040239-0.00041288i,-0.00066598-0.00069265i,-0.0012925-0.00010947i,-0.00089047+0.00057596i,-0.00052902+0.00055656i,-0.00017612-0.00013498i,0.00012316+0.00013815i,0.00023168+0.0011536i,8.1736e-05+0.00038711i,0.00053327-0.0005254i,0.00055028-0.00026942i
-0.0008388+0.00046624i,0.00064285-2.6713e-06i,0.0018992+5.4333e-05i,0.0019227+0.0001099i,0.0013191+0.0003356i,0.00064679+0.00054347i,0.00021297+0.00093962i,-0.00054831+0.00072481i,-0.00058761-0.00033943i,0.00016233-0.0010523i,0.0004189-0.00070747i,0.00030093-0.00031935i,-0.00017968+3.0274e-05i,-0.00022999+1.7135e-05i,-7.0067e-05-0.00020367i,-0.00048889-0.00022473i,-0.00086297+0.00020833i,-0.00050525+0.0001152i,-6.0954e-05-0.00037662i,8.0597e-05-0.00040216i,0.00057168-0.00030502i,0.00051548-0.00028998i,0.00011148+2.0765e-05i
0.00091235-0.0020339i,-1.6141e-05-0.002002i,-0.0016195-0.0017387i,-0.001526-0.0010355i,-0.0005617-0.00053616i,0.00029595+0.00027109i,0.00032693+0.00095626i,0.00033686+0.00075295i,0.0011791+0.00064492i,0.0013574+0.0011686i,0.00041192+0.00094939i,-0.00057655+0.00042465i,-0.00026806-3.4297e-05i,0.00066973-0.00053499i,0.00059951-0.00050693i,0.00024931+9.4273e-05i,-0.00042998+0.0002357i,-0.00052386+0.00058575i,-0.00010824+0.00053668i,0.00028113+0.00061818i,0.00076053+0.00048621i,0.0010617+0.00044453i,0.00082409+0.00065833i
