0.00051642+9.1668e-05i,0.00041183-0.00074838i,-0.00036105-0.0018024i,-0.00090814-0.0028372i,-0.0014696-0.0019187i,-0.0023873+4.855e-05i,-0.0020799+0.00093909i,-0.0010371+0.0011351i,0.00010427+0.00049977i,0.0005226-0.00025153i,0.00024383-0.0004665i,0.00016783-0.00029657i,-6.0823e-05+2.6541e-05i,0.00037025+2.9293e-05i,0.00079161-0.00023607i,0.00046514-0.00023863i,-0.0001643-0.00022063i,-0.00070339-0.00022826i,-0.00014003+0.00022986i,6.6287e-05+0.00058805i,-0.00095558+0.00059998i,-0.00094269+6.3161e-06i,-0.00035048-0.00029254i
-0.42388-0.69901i,-0.76007-0.83582i,-0.63972-0.6221i,-0.17931-0.32642i,0.11093-0.16591i,0.083558-0.029036i,0.018744+0.1097i,0.046679+0.13207i,0.070281+0.073013i,0.057607+0.018248i,0.034655-0.025484i,0.010525-0.056632i,-0.0038698-0.067072i,-0.011034-0.062693i,-0.023263-0.045624i,-0.028556-0.018807i,-0.017027+0.0018921i,-0.0012521+0.007665i,0.0069095+0.0033932i,0.0026193-0.0012829i,-0.00743+0.001055i,-0.013868+0.0013462i,-0.016696-0.0040007i
-0.15269+0.80064i,-0.25105+1.1169i,-0.27324+1.0368i,-0.2664+0.59937i,-0.30164+0.22748i,-0.26097+0.10919i,-0.1417+0.061203i,-0.10078+0.002992i,-0.10729-0.010203i,-0.077545+0.0025603i,-0.028254+0.00023003i,0.00010945-0.0084194i,0.0030476-0.0026497i,0.0044043+0.0027348i,0.0010556-0.00081818i,-0.0096442+0.0077642i,-0.0078088+0.018959i,0.005507+0.016603i,0.018473+0.0031051i,0.022557-0.013797i,0.016341-0.016305i,0.011309-0.0028638i,0.0092861+0.0073572i
0.52716-0.40475i,0.8308-0.5822i,0.71515-0.442i,0.44812-0.11801i,0.32485+0.023702i,0.1873-0.037605i,0.014269-0.032914i,-0.017301+0.045784i,0.025642+0.055913i,0.029242+0.026389i,0.015346+0.014263i,0.0058661+0.014866i,0.0023291+0.025448i,0.0054059+0.032215i,0.00054846+0.019166i,-0.010319+0.00088994i,-0.0079225-0.0044968i,0.0035916-0.0042597i,0.0037998-0.0022312i,-0.0077561+0.0065465i,-0.018389+0.012052i,-0.021629+0.0054715i,-0.016441-0.0065766i
-0.29665-0.10453i,-0.29829-0.098328i,-0.093819-0.24577i,-0.015227-0.38213i,-0.11456-0.33815i,-0.16635-0.19997i,-0.15267-0.096957i,-0.12791-0.040561i,-0.086608-0.024817i,-0.052275-0.034002i,-0.027077-0.038449i,-0.012873-0.040215i,-0.028618-0.031059i,-0.039932-0.0059802i,-0.018351+0.0090819i,0.0069028+0.0026224i,0.010449-0.013003i,0.0012378-0.025433i,-0.0080707-0.03311i,-0.014143-0.034456i,-0.014398-0.02509i,-0.0054877-0.010619i,0.0043665-0.0019033i
0.26857+0.15177i,0.091631+0.056517i,-0.13104+0.01071i,-0.15156+0.091743i,-0.013824+0.14945i,0.044265+0.095031i,-0.028135+0.033642i,-0.084646+0.034899i,-0.045369+0.046326i,0.02173+0.013063i,0.054266-0.034334i,0.055393-0.067581i,0.032314-0.08182i,0.0046055-0.072684i,-0.012205-0.054327i,-0.019548-0.031158i,-0.015073-0.00044549i,-0.0062399+0.027898i,0.0046844+0.03995i,0.01076+0.027953i,-3.6467e-05+0.007847i,-0.0098442-0.0011994i,-0.002007-0.0040675i
-0.59444+0.095071i,-0.7264+0.26174i,-0.55434+0.47428i,-0.21251+0.41384i,-0.053611+0.15578i,-0.067064+0.0047415i,-0.049537-0.040944i,-0.015665-0.076892i,-0.003922-0.07458i,0.019497-0.032863i,0.040622+0.0062144i,0.042061+0.028578i,0.037822+0.029202i,0.035546+0.018997i,0.03025+0.013987i,0.016819+0.013794i,0.0013894+0.0096556i,-0.0047196-0.0019217i,5.8176e-05-0.015282i,0.014713-0.021597i,0.029448-0.019142i,0.028308-0.0091656i,0.017215+0.003575i
0.34405+0.077003i,0.71716+0.13812i,0.72735-0.031995i,0.3463-0.15034i,0.083832-0.047914i,0.081032+0.029915i,0.072627-0.011754i,-0.0030235-0.017676i,-0.03278+0.050791i,0.0030734+0.093781i,0.036819+0.077139i,0.036503+0.044203i,0.014504+0.02872i,-0.0079867+0.026608i,-0.016496+0.014842i,-0.021823-0.0075732i,-0.028674-0.015784i,-0.032441-0.0078409i,-0.03307+0.0099766i,-0.024452+0.027546i,-0.012153+0.025466i,-0.0073736+0.0098865i,-0.003886-0.0019368i
0.42151-0.55187i,0.30711-0.73829i,0.13117-0.60488i,0.043833-0.30131i,-0.0072309-0.14189i,-0.073221-0.1347i,-0.101-0.11081i,-0.068475-0.043951i,-0.025904-0.00092103i,-0.009614+0.011738i,-0.0047944+0.007539i,-0.0027806-0.0076012i,-0.0080683-0.02686i,-0.014914-0.032901i,-0.0081443-0.018932i,0.0082649-0.010454i,0.019437-0.022198i,0.025596-0.041562i,0.023758-0.054292i,0.010171-0.047369i,-0.0003373-0.024477i,-0.0018287-0.0059464i,-0.0024882+0.001535i
-0.50993+0.45986i,-0.72255+0.40974i,-0.61036+0.26869i,-0.28078+0.10569i,-0.053129-0.0053885i,0.0083535-0.024264i,0.010595-0.054089i,-0.016454-0.11333i,-0.05065-0.097653i,-0.0369-0.026717i,0.009119+0.017299i,0.046283+0.013078i,0.048855-0.021054i,0.024709-0.041751i,0.003855-0.036267i,-0.0046079-0.017365i,-0.003776+0.0062985i,0.0011814+0.025907i,0.0046759+0.035i,0.0018725+0.026655i,-0.012779+0.012499i,-0.023924+0.0099317i,-0.014874+0.011208i
-0.13987+0.2111i,-0.032815+0.44352i,-0.016892+0.49909i,-0.063369+0.35793i,-0.050289+0.1579i,0.00028972-0.029812i,0.010175-0.11233i,-0.0095105-0.085529i,-0.024522-0.038193i,-0.03017-0.00025534i,-0.022002+0.02565i,-0.011582+0.035374i,0.001568+0.041662i,0.017843+0.03639i,0.016986+0.021442i,0.0045632+0.015234i,0.0013843+0.014369i,0.0096565+0.007225i,0.016966-0.0063694i,0.018809-0.016138i,0.020628-0.019322i,0.01531-0.018128i,0.001404-0.0093086i
0.24227-0.51281i,0.44726-0.54905i,0.56388-0.47532i,0.4656-0.34555i,0.29495-0.1747i,0.20081-0.011955i,0.17806+0.044154i,0.14262+0.011249i,0.05962-0.011222i,-0.012439+0.0081247i,-0.028626+0.024349i,-0.019377+0.017803i,-0.020697+0.0067143i,-0.029434+0.0064613i,-0.027696+0.0051466i,-0.024051-0.00861i,-0.02606-0.012401i,-0.021201-0.0020972i,-0.0093189+0.0069204i,0.0007945+0.013744i,0.008823+0.0094322i,0.011399-0.003289i,0.0089702-0.014677i
0.27777+0.22933i,0.05139+0.092751i,-0.1999-0.0062439i,-0.26456-0.0012081i,-0.20279-0.0015938i,-0.11075-0.039374i,-0.043968-0.054401i,-0.027297-0.046321i,-0.035692-0.041671i,-0.03934-0.043619i,-0.031712-0.041763i,-0.0096281-0.0351i,0.0088149-0.037509i,0.0092529-0.040309i,0.0071427-0.028307i,0.010772-0.013709i,0.011798-0.011213i,0.011128-0.015155i,0.0084655-0.024123i,-0.0039264-0.031805i,-0.01478-0.022199i,-0.0090066-0.0051355i,-0.00067434-6.7116e-05i
-0.21301+0.032165i,-0.15066+0.032252i,-0.056006+0.13967i,0.06671+0.25084i,0.16085+0.24677i,0.15158+0.16476i,0.11623+0.063968i,0.097847-0.016297i,0.073249-0.037729i,0.050109-0.020829i,0.031269+0.010569i,0.025922+0.037363i,0.031549+0.027956i,0.020224+0.0024621i,-0.00056152-0.00090492i,-0.0086178+0.0093311i,-0.012825+0.016835i,-0.014172+0.024619i,-0.00079187+0.028781i,0.014698+0.023785i,0.013149+0.017847i,0.004149+0.017856i,0.0081467+0.013151i
-0.51461+0.066691i,-0.50537+0.19981i,-0.28071+0.10702i,-0.12025-0.107i,-0.091958-0.18939i,-0.054611-0.1401i,-0.017141-0.087099i,-0.0046378-0.056716i,0.016256-0.034644i,0.032081-0.015436i,0.026723+0.0014538i,0.009751+0.019831i,0.0076169+0.038196i,0.020896+0.029291i,0.017871-0.0056131i,-0.00056709-0.030977i,-0.01562-0.033418i,-0.024944-0.021667i,-0.031565-0.0084843i,-0.029512-0.0011432i,-0.016906-0.0014872i,-0.010011-0.0053955i,-0.011033+0.00035554i
0.6653-0.054467i,0.72978-0.034517i,0.51638-0.023396i,0.19937+0.014955i,-0.0061798+0.11674i,-0.046763+0.19244i,-0.0057188+0.19763i,0.038415+0.171i,0.053338+0.13605i,0.050829+0.10168i,0.046117+0.06118i,0.027531+0.016674i,0.0067616-0.012669i,-0.0043211-0.021896i,-0.0080673-0.017707i,-0.003586-0.013114i,0.0062032-0.010158i,0.022957+4.8982e-05i,0.040318+0.014332i,0.042082+0.022i,0.033289+0.010756i,0.023264-0.0093826i,0.018955-0.017836i
-0.076886-0.17039i,-0.19366-0.34132i,-0.25591-0.23564i,-0.13776-0.039854i,-0.0050885-0.04376i,-0.042135-0.11571i,-0.088791-0.080126i,-0.046826-0.0422i,-0.027126-0.045195i,-0.046727-0.029837i,-0.052547-0.0082865i,-0.040782-0.0027918i,-0.02748-0.0031157i,-0.01167-0.0018376i,0.0093337+0.00098646i,0.026844+0.0025137i,0.028545-0.004633i,0.0095403-0.013516i,-0.013658-0.018622i,-0.022801-0.028048i,-0.022924-0.027848i,-0.017009-0.012315i,-0.0097482+0.0015091i
-0.19266+0.31947i,-0.090712+0.41433i,0.052707+0.33383i,0.082104+0.17105i,0.040462+0.071161i,0.059696+0.031294i,0.084521-0.033665i,0.027203-0.062602i,-0.034264-0.015545i,-0.037254+0.031145i,-0.013912+0.045587i,0.004809+0.038017i,0.0063216+0.021837i,-0.0058323+0.017546i,-0.021819+0.023025i,-0.034065+0.028137i,-0.036232+0.033747i,-0.023922+0.03027i,0.0023341+0.014423i,0.026307-0.00064715i,0.030579-0.0034405i,0.019888+0.0057183i,0.011235+0.013046i
-0.070636-0.20768i,-0.033252-0.17481i,0.071844-0.1474i,0.13966-0.12335i,0.16855-0.10127i,0.17854-0.13644i,0.12663-0.15177i,0.072524-0.096793i,0.04201-0.066653i,-0.010217-0.068837i,-0.051392-0.055447i,-0.048258-0.034495i,-0.021709-0.020424i,0.0055662-0.025944i,0.018914-0.049552i,0.010886-0.067078i,-0.0098009-0.063314i,-0.027132-0.041422i,-0.030747-0.013953i,-0.020661+0.0080716i,-0.0028267+0.015192i,0.0062961+0.0081136i,0.0022436+0.0022169i
0.061095+0.11401i,-0.051233+0.12283i,-0.16241+0.077365i,-0.1948+0.017355i,-0.19732+0.039819i,-0.16205+0.14696i,-0.047285+0.20457i,0.050633+0.1514i,0.068228+0.099841i,0.074179+0.092993i,0.084633+0.074712i,0.077254+0.040195i,0.062533+0.0080088i,0.041799-0.006566i,0.0198+0.00066127i,0.011428+0.01225i,0.021369+0.018726i,0.046141+0.016551i,0.060189+0.0026291i,0.04217-0.005348i,0.010161+0.00076902i,-0.0055914+0.0039266i,-0.0039944-0.0022001i
0.28435-0.034409i,0.26054-0.042702i,0.043025+0.10643i,-0.11802+0.2969i,-0.08706+0.30302i,-0.012867+0.15545i,0.0067945+0.041996i,-0.013874+0.016544i,-0.034146+0.017362i,-0.054797-0.00010262i,-0.082093-0.0066191i,-0.080317+0.019291i,-0.040852+0.036405i,-0.0063704+0.022305i,0.0087144+0.0087188i,0.017835+0.0085144i,0.014652+0.0065773i,-0.0056465+0.010217i,-0.02317+0.02708i,-0.020234+0.036111i,-0.0096778+0.02473i,-0.010547+0.0056267i,-0.017544-0.0042617i
-0.22362-0.10771i,-0.048389-0.17032i,0.22843-0.19249i,0.32242-0.17725i,0.19803-0.11891i,0.046508-0.016301i,-0.0051707+0.030673i,0.017869+0.0086238i,0.042305-0.020635i,0.061-0.02635i,0.072472-0.02766i,0.055246-0.02765i,0.025308-0.015541i,0.0017937-0.0017265i,-0.018885+0.0015043i,-0.02937-0.0073132i,-0.028147-0.018891i,-0.016778-0.02119i,0.0057668-0.020088i,0.023881-0.021888i,0.023096-0.020808i,0.014572-0.013599i,0.011442-0.0088501i
-0.23293+0.14875i,-0.39902+0.19842i,-0.41567+0.072503i,-0.33618-0.093862i,-0.24889-0.15308i,-0.12049-0.13443i,-0.025753-0.080229i,-0.018622-0.027443i,-0.041721+0.00031641i,-0.061053+0.0015486i,-0.068119-0.010378i,-0.052606-0.010807i,-0.0081711+0.0073937i,0.049439+0.0044502i,0.075075-0.029635i,0.057768-0.052729i,0.023152-0.041628i,-0.0056525+0.00051019i,-0.01515+0.043593i,-0.012173+0.052412i,-0.0028977+0.031765i,0.0081087+0.0081672i,0.017588-0.0020072i
0.32962+0.029722i,0.32638+0.17383i,0.15587+0.30484i,0.00051534+0.32173i,-0.072544+0.26723i,-0.14623+0.20208i,-0.15946+0.18079i,-0.0764+0.16668i,-0.007294+0.12039i,0.02279+0.083661i,0.055301+0.046279i,0.043803-0.0081424i,-0.01185-0.028304i,-0.041417-0.0053738i,-0.034545+0.022429i,-0.015694+0.03636i,0.0024335+0.031858i,0.010139+0.0033261i,0.0041515-0.034745i,-0.0046152-0.05076i,-0.0042935-0.040119i,0.0053182-0.026855i,0.014523-0.018851i
0.0045881-0.10136i,0.018732-0.34304i,-0.052035-0.37554i,-0.11395-0.20912i,-0.056929-0.12908i,0.040628-0.17014i,0.054451-0.19644i,-0.0095437-0.13318i,-0.066359-0.01965i,-0.084886+0.064807i,-0.074323+0.0969i,-0.038378+0.09195i,-0.0069876+0.073891i,0.0060352+0.059552i,0.013589+0.035192i,0.011014+0.0090864i,0.0013206+0.00083706i,-0.0084911+0.001085i,-0.012794+0.0082606i,-0.0023235+0.019036i,0.011782+0.022706i,0.011121+0.019389i,-0.0058769+0.015874i
-0.19462+0.0049892i,-0.15846+0.065293i,-0.0061315+0.025352i,0.080798-0.075725i,0.050232-0.073113i,0.055913+0.016232i,0.084003+0.031614i,0.040928-0.037384i,-0.029847-0.090374i,-0.042998-0.096587i,-0.0047477-0.077222i,0.02192-0.056432i,0.0070727-0.045322i,-0.020655-0.034128i,-0.028876-0.022759i,-0.030645-0.018468i,-0.040622-0.018823i,-0.035672-0.0070232i,-0.0032608+0.010954i,0.022379+0.016294i,0.017776+0.013849i,0.0064629+0.010141i,0.0042572+0.0012305i
-0.099366-0.06212i,-0.15929-0.004568i,-0.15559-0.010649i,-0.12659-0.05258i,-0.1119-0.072911i,-0.11673-0.082053i,-0.06891-0.061904i,0.035641-0.034337i,0.095714-0.024684i,0.082801+0.0027655i,0.053318+0.032023i,0.041171+0.029069i,0.056193+0.02033i,0.091672+0.01121i,0.11329-0.015262i,0.10615-0.052812i,0.07782-0.071555i,0.039083-0.046928i,0.0062609-0.0077327i,-0.016286+0.0026259i,-0.02724-0.0072921i,-0.0228-0.0125i,-0.010383-0.0084267i
0.33686+0.31322i,0.37922+0.3022i,0.27286+0.19409i,0.078408+0.01537i,-0.13026-0.086837i,-0.22965-0.0074612i,-0.18289+0.11848i,-0.12454+0.16877i,-0.10786+0.17811i,-0.076452+0.17101i,-0.042061+0.12323i,-0.051218+0.071821i,-0.072844+0.062273i,-0.079763+0.075978i,-0.082105+0.099397i,-0.064924+0.1315i,-0.028612+0.13843i,-0.0045741+0.08989i,0.000308+0.019522i,0.0049151-0.011586i,0.021961-0.0045099i,0.038467-0.00077926i,0.034793-0.014412i
-0.07791-0.25236i,0.050137-0.34531i,0.19306-0.24036i,0.32815-0.052027i,0.40486-0.066465i,0.32078-0.25912i,0.13121-0.36093i,-0.01633-0.32579i,-0.12802-0.25572i,-0.21053-0.15092i,-0.18031-0.041878i,-0.079748-0.016438i,-0.029673-0.041644i,-0.020116-0.047822i,-0.013682-0.057941i,-0.030954-0.077956i,-0.062793-0.077994i,-0.075081-0.041438i,-0.048245+0.014832i,-0.006703+0.045401i,0.011843+0.041323i,0.0071964+0.031031i,0.00040408+0.021153i
-0.3299-0.12124i,-0.43859-0.060292i,-0.35463-0.059081i,-0.18715-0.14185i,-0.058785-0.18636i,0.062266-0.08875i,0.20843+0.036129i,0.29137+0.022958i,0.2547-0.075067i,0.16153-0.13642i,0.078074-0.1258i,0.03685-0.06491i,0.027762-0.019095i,0.016596-0.00014618i,0.017381+0.010473i,0.030247-0.0083551i,0.022427-0.041425i,0.0020173-0.053389i,-0.0052269-0.045154i,0.0067185-0.03796i,0.015231-0.034109i,0.020155-0.025295i,0.034568-0.02225i
0.29433+0.30108i,0.23294+0.42629i,0.10691+0.43837i,-0.024285+0.31731i,-0.16183+0.18135i,-0.27445+0.0946i,-0.3389+0.063316i,-0.31903+0.12813i,-0.20797+0.2024i,-0.1041+0.1982i,-0.055205+0.15438i,-0.024341+0.098583i,-0.0024902+0.061458i,0.017215+0.053047i,0.033843+0.044114i,0.047898+0.038622i,0.059264+0.030527i,0.046619+0.0085161i,0.015146-0.0017435i,-0.010093+0.013933i,-0.017146+0.028099i,-0.016555+0.020821i,-0.015784+0.017274i
0.1467+0.12153i,0.53856+0.055377i,0.77277-0.025709i,0.70114-0.10665i,0.44917-0.17457i,0.19766-0.18709i,0.10952-0.16167i,0.11854-0.16291i,0.064295-0.15634i,-0.0028235-0.098969i,-0.035751-0.064017i,-0.078379-0.05716i,-0.11646-0.031818i,-0.12887-0.00055721i,-0.12687+0.023603i,-0.11599+0.031225i,-0.097723+0.019135i,-0.074974-0.0097917i,-0.059585-0.051879i,-0.055557-0.075025i,-0.042339-0.054083i,-0.014427-0.031825i,-0.005203-0.046966i
-0.45873-0.32399i,-0.65476-0.42175i,-0.58326-0.37011i,-0.26358-0.29621i,0.0039027-0.33908i,0.095685-0.35367i,0.1301-0.22112i,0.1653-0.1308i,0.10673-0.12207i,0.0009475-0.052115i,-0.020705+0.031614i,0.017677+0.04621i,0.075606+0.034024i,0.12721+0.0069561i,0.11392-0.029209i,0.059179-0.032573i,0.017266-0.0036154i,0.0038323+0.033138i,0.027711+0.054701i,0.053188+0.043221i,0.039233+0.012429i,0.0076716-0.0037847i,0.0018926-0.0081462i
0.99774+7.5641i,3.7013+7.0539i,6.8235+5.8786i,7.2776+2.3011i,5.5461-1.2353i,2.6597-2.951i,0.27358-2.0158i,-0.3395-0.06782i,0.47344+1.0703i,1.3203+0.67248i,0.93045-0.40313i,-0.18756-0.85651i,-1.066-0.54244i,-1.4243+0.14305i,-1.1844+0.67185i,-0.66328+0.75419i,-0.23301+0.54693i,-0.047615+0.23835i,-0.12626-0.0080668i,-0.30825-0.080328i,-0.38894-0.062907i,-0.33385-0.036878i,-0.20028-0.037897i
0.084548+0.36615i,0.38927+0.27594i,0.55636+0.10836i,0.47522-0.025198i,0.24766-0.084542i,-0.0057483-0.11228i,-0.17864-0.15428i,-0.25199-0.13985i,-0.24861-0.047182i,-0.19039+0.048543i,-0.11527+0.083469i,-0.048952+0.061711i,-0.0027525+0.029021i,-0.0027829+0.0021378i,-0.043169+0.0055994i,-0.060202+0.053734i,-0.023218+0.089681i,0.03576+0.056297i,0.070562-0.023306i,0.051372-0.075708i,0.00051384-0.076701i,-0.032736-0.04613i,-0.022098-0.0078306i
-0.071808-0.28213i,-0.029346-0.31519i,0.053044-0.30948i,0.084352-0.2872i,0.019864-0.21685i,-0.025193-0.09677i,0.010585-0.032489i,0.065461-0.037558i,0.11679-0.017738i,0.15913-0.010905i,0.10957-0.033945i,0.022965-0.0085069i,0.016537+0.01804i,0.041066+0.010494i,0.049405+0.019486i,0.059943+0.016128i,0.060983-0.014849i,0.034418-0.029085i,-0.013864-0.029594i,-0.061102-0.028843i,-0.080296-0.013134i,-0.071355-0.0051067i,-0.078357-0.030273i
-0.11755-0.26536i,-0.35527-0.21675i,-0.40599-0.1271i,-0.28773-0.066823i,-0.24083+0.048921i,-0.25533+0.26308i,-0.15611+0.3857i,0.0042176+0.25561i,0.048729+0.058562i,0.025035-0.0014561i,0.034084+0.018496i,0.034679+0.028207i,0.023547+0.034825i,0.029555+0.0376i,0.022529+0.038968i,0.0084171+0.066574i,0.02097+0.086033i,0.045748+0.045641i,0.040652-0.02219i,0.0073626-0.049289i,-0.013935-0.031758i,-0.022625-3.5112e-05i,-0.025474+0.039498i
0.1663+0.43043i,0.27453+0.34238i,0.19188+0.092545i,-0.029543-0.099585i,-0.10191-0.06943i,0.081641+0.031931i,0.23499-0.028828i,0.14158-0.10225i,0.025573-0.06341i,0.0090826-0.074266i,-0.027963-0.11542i,-0.044183-0.072088i,0.00073764-0.032625i,0.027177-0.043375i,0.040911-0.041322i,0.067262-0.031961i,0.061997-0.029868i,0.0053465-0.010757i,-0.056027+0.022792i,-0.070625+0.039463i,-0.053002+0.0297i,-0.035425+0.01668i,-0.024559+0.0088013i
-0.10528-0.26678i,-0.042423-0.29415i,-0.048516-0.2123i,-0.10886-0.0031901i,-0.11142+0.12615i,-0.10221+0.0010082i,-0.1889-0.14698i,-0.19267-0.128i,-0.05501-0.097587i,0.0019316-0.086622i,-0.005342-0.0055205i,0.022374+0.035202i,0.001575-0.01713i,-0.073049-0.048825i,-0.11565-0.041598i,-0.11746-0.038233i,-0.081824-0.032118i,-0.0084507-0.024113i,0.045367-0.01975i,0.054171-0.0042942i,0.051115+0.01163i,0.043766+0.012342i,0.027965+0.021572i
0.022538-0.21346i,-0.062478-0.21402i,-0.034367-0.19138i,0.12486-0.2016i,0.26219-0.20387i,0.20644-0.09935i,0.055447+0.065753i,-0.031939+0.11012i,-0.10097+0.063432i,-0.11126+0.061439i,-0.025527+0.044309i,0.022931-0.011618i,0.016994-0.0028228i,0.040317+0.051961i,0.074805+0.08526i,0.094286+0.090444i,0.093497+0.063647i,0.045352+0.028085i,-0.010938+0.026185i,-0.021744+0.027926i,-0.013914+0.0039311i,-0.010879-0.010091i,0.0029203-0.0062685i
0.032606+0.36657i,-0.13974+0.36021i,-0.32493+0.27552i,-0.41704+0.10885i,-0.44513-0.066531i,-0.31556-0.10466i,-0.054105-0.06023i,0.063691-0.02683i,0.039096+0.035045i,0.02233+0.06711i,-0.022193+0.040666i,-0.07421+0.045446i,-0.055716+0.059106i,-0.018265+0.02629i,-0.01143-0.014198i,-0.021465-0.034473i,-0.032431-0.038573i,-0.016032-0.028596i,0.019127-0.029235i,0.023974-0.043065i,-0.0018563-0.04035i,-0.02112-0.02782i,-0.027583-0.028137i
0.020444-0.072093i,0.33139-0.018664i,0.46536+0.017018i,0.30083+0.13962i,0.14623+0.33121i,0.13682+0.29299i,0.098728+0.030484i,0.021777-0.097445i,0.027503-0.055873i,0.058617-0.023399i,0.050015-0.0049909i,0.052714+0.014279i,0.059684-0.0019839i,0.032833-0.029107i,-0.0015208-0.041614i,-0.018304-0.040378i,-0.023035-0.031245i,-0.021912-0.036629i,-0.021519-0.047638i,-0.024644-0.025159i,-0.021719+0.01849i,-0.013879+0.043079i,-0.0082124+0.042834i
-0.12229-0.42226i,-0.36854-0.55025i,-0.43344-0.45053i,-0.19926-0.22449i,0.044655-0.12i,-0.017699-0.054565i,-0.19775+0.1008i,-0.16127+0.16431i,-0.0191+0.051516i,0.04095-0.049933i,0.059602-0.058027i,0.05196-0.048473i,0.017468-0.031554i,0.0035188+0.0087744i,0.011349+0.048507i,0.02563+0.072069i,0.038094+0.080699i,0.030075+0.077713i,0.0046717+0.057489i,-0.0042991+0.024921i,0.012423-0.0039668i,0.02542-0.018423i,0.022134-0.013821i
0.095548+0.41695i,-6.0614e-05+0.53721i,-0.047538+0.47748i,-0.017286+0.18878i,0.0036828-0.076569i,0.05406-0.10107i,0.1182-0.012026i,0.070899+0.0074751i,-0.053064-0.016405i,-0.12339-0.035902i,-0.1216-0.047076i,-0.087494-0.03109i,-0.044587-0.0051814i,-0.0077489-0.0079519i,0.011353-0.031359i,0.0048186-0.048467i,-0.0091745-0.047209i,-0.0059044-0.025796i,0.015851+0.0047218i,0.034469+0.013275i,0.033935-0.0030196i,0.024105-0.012095i,0.014554-0.0088705i
-0.039661+0.14897i,0.29938+0.22866i,0.44613+0.17434i,0.23007+0.10798i,-0.066184+0.093272i,-0.17817+0.011746i,-0.10629-0.10532i,-0.013425-0.10247i,0.027159+0.010579i,0.051663+0.099372i,0.062564+0.098216i,0.051709+0.052575i,0.034215+0.011515i,0.0069502-0.005509i,-0.020482+0.0050202i,-0.025811+0.023639i,-0.01412+0.019144i,-0.0069005-0.015924i,-0.023513-0.04723i,-0.051827-0.043181i,-0.064398-0.020949i,-0.058472-0.011871i,-0.04395-0.010672i
0.17209-0.57208i,0.062746-0.82717i,-0.030844-0.78887i,0.010909-0.4678i,0.13223-0.13428i,0.16087+0.063228i,0.082569+0.10523i,0.043628+0.040209i,0.06253-0.047667i,0.05301-0.08952i,0.00406-0.060382i,-0.023765-0.015432i,-0.017469-0.0041653i,-0.0055446-0.0057463i,0.0084603-0.00065646i,0.027383+0.0011522i,0.030934+0.0024316i,0.016594+0.018686i,0.014118+0.035495i,0.022173+0.03603i,0.023+0.0349i,0.022407+0.038475i,0.023163+0.035748i
-0.20154+0.26154i,-0.49565+0.40773i,-0.53118+0.45612i,-0.30657+0.28274i,-0.12731+0.068135i,-0.035711+0.0050648i,0.036733+0.027286i,0.036834+0.022127i,-0.016399+0.00090883i,-0.043711-0.008529i,-0.030374-0.0042614i,-0.013915+0.013166i,-0.012953+0.032422i,-0.0080363+0.040485i,0.0030824+0.028947i,0.0010608+0.0049082i,-0.0064924-0.011i,-0.0039522-0.020763i,-0.0044291-0.028095i,-0.0069966-0.029441i,-0.0037004-0.034214i,-0.0071256-0.034536i,-0.015083-0.023786i
0.016682+0.30363i,0.41356+0.29549i,0.55604+0.064177i,0.3245-0.14551i,0.11565-0.18247i,0.078724-0.1714i,0.057872-0.15826i,0.018949-0.097076i,0.0046258-0.020349i,0.0096108+0.027683i,0.018183+0.031868i,0.026442+0.0074053i,0.030237-0.018017i,0.017757-0.03661i,-0.010108-0.039476i,-0.028628-0.015165i,-0.020411+0.012989i,-0.001186+0.01749i,0.010181+0.004576i,0.007734-0.0027387i,-0.0025574-0.00067428i,-0.0050175+0.00050348i,1.6023e-05+0.00043339i
0.16804-0.43218i,0.022394-0.48685i,-0.15347-0.31971i,-0.23299-0.020701i,-0.24673+0.18076i,-0.24611+0.19842i,-0.21736+0.12866i,-0.14717+0.068579i,-0.061556+0.014393i,-0.012929-0.035894i,-0.0065682-0.050275i,-0.0092444-0.037022i,-0.010288-0.021199i,-0.008739-0.0019386i,0.0036507+0.020794i,0.022522+0.026796i,0.023135+0.013735i,0.0017311+0.011325i,-0.018735+0.026682i,-0.022861+0.035738i,-0.017695+0.035703i,-0.013032+0.033864i,-0.0070342+0.024782i
-0.053448+0.021797i,-0.21384-0.021685i,-0.22723-0.026639i,-0.044787-0.048215i,0.14021-0.090284i,0.17209-0.076556i,0.11152-0.018245i,0.05734+0.0082266i,0.016304+0.012547i,-0.011593+0.027864i,-0.019577+0.040646i,-0.022318+0.041903i,-0.017503+0.03804i,-0.0052767+0.031539i,0.0018855+0.023154i,0.0018468+0.012668i,0.0058098+0.0041691i,0.018734-0.008685i,0.029303-0.030237i,0.030535-0.044233i,0.03064-0.044041i,0.02968-0.038499i,0.017386-0.030813i
-0.17696+0.42025i,0.00586+0.53104i,0.098389+0.42242i,0.0082622+0.22837i,-0.1086+0.12439i,-0.098407+0.10024i,-0.011597+0.055395i,0.016042-0.003105i,0.0037331-0.018495i,0.014715-0.025059i,0.020489-0.045834i,0.0092742-0.042194i,0.0048731-0.024484i,0.0082063-0.02256i,0.0099647-0.03133i,0.0065726-0.034058i,-0.0010967-0.028479i,-0.012271-0.022551i,-0.026721-0.011807i,-0.04082+0.0061602i,-0.046532+0.019005i,-0.0414+0.025705i,-0.031098+0.031167i
