-0.0021246+0.00077193i,-0.0010284+0.0010749i,-0.0012483+0.00084812i,-0.0014413+0.00068932i,-0.001171+0.0012284i,-0.00077206+0.00087703i,-0.00059299+0.00073895i,-0.0010361+0.0010732i,-0.00042315+0.00062895i,0.00059224-0.00013383i,0.0005663+0.00033861i,-0.00012538+0.0005288i,0.0001784-0.00072726i,0.00035543-0.0004826i,0.00015684+6.1727e-05i,0.00049397+0.00027473i,0.00039303+0.00037469i,0.0002454-0.00031019i,0.00040654-0.00078322i,0.0001178-0.00029874i,-0.00024433+0.00043719i,-0.00033894+0.00040787i,-0.00051898+1.9911e-07i
-0.0010434+0.00069622i,-0.00066301+0.0002167i,-0.00056151-7.7493e-05i,-0.00043163+0.00014835i,-0.0005311+0.00067284i,-0.0007118+0.00096688i,-8.8543e-05+0.00051317i,0.00054437+7.8291e-05i,0.000738-0.00012625i,0.00065585-0.00021483i,0.0011157+5.5043e-05i,0.0014486-0.00021179i,0.0012534-0.00042965i,0.00087344-0.0001892i,0.00056682-7.4647e-07i,-1.7084e-05+0.00034295i,-0.00054287+0.00092349i,-0.00057456+0.00051345i,-0.00073949-0.00032292i,-0.0008468-0.00042074i,-0.00044204-0.00057873i,0.00013079+0.00017746i,0.0010726+0.00064999i
0.00081716-0.00044995i,0.00054032-0.00050934i,-0.00026018-0.00020431i,-0.0005744+0.00046455i,-0.00022366+0.0010806i,0.00027873+0.00034733i,0.00069509-0.00060115i,0.0013091-0.00098461i,0.0011477-0.00098198i,0.00065612-0.0005417i,-8.6908e-05-3.958e-05i,-0.00029086+0.00012611i,1.9636e-05-0.00021706i,-0.00013044-0.00019713i,0.00031196-0.00024434i,-0.00018885-0.00086985i,-0.00082596-0.0016028i,-0.00089675-0.00057733i,-0.00061067+0.00040755i,0.00046868+0.00017872i,0.00067283+1.9508e-05i,0.00056013+0.00036948i,0.00079665+0.00074062i
0.0029564-0.00064599i,0.0035805-0.0024348i,0.0036049-0.0018469i,0.0011975-0.00083759i,-0.0002953-0.0012564i,-0.00089413-0.0010342i,-0.001222+0.00015879i,-0.00092549+0.00044568i,-0.00052965+6.7529e-05i,-8.3459e-05-0.00066608i,-0.00021249-0.0016271i,-0.00069997-0.0013972i,-0.00053355-0.00070615i,-0.00039314-8.193e-05i,-0.00029574+0.00059493i,-0.00010349+0.0006869i,0.00024523+0.00032814i,0.00017634+0.00023i,0.00033805+0.00019987i,0.00044606+0.00064891i,0.00038038+0.0010397i,-0.00010966+0.0011792i,-0.00099196+0.0010255i
0.0024128-0.0010813i,0.0016624-0.0015406i,5.3047e-05-0.0014555i,-0.00066322-0.0016907i,5.5709e-05-0.0013356i,0.00095724-0.00097661i,0.00046172-0.0011402i,0.00036822-0.00094281i,-7.8378e-05-0.00029395i,-0.00060422-5.5848e-06i,-0.00020264+0.00017207i,-0.00010365+0.00015756i,0.00044318-0.00029292i,0.00087438-0.00027496i,0.00039527-0.00058727i,2.2973e-05-0.0011459i,-0.00032482-0.0010308i,-0.00035684-0.00049898i,-0.00017782-0.000222i,-9.6015e-05+8.455e-05i,-0.00027798+0.00022904i,-0.00010845+0.00017185i,-0.00023876+0.00034728i
0.00045813+3.9433e-05i,0.0011391-0.0006838i,0.0023908-0.0016293i,0.0014799-0.0016291i,0.00036736-0.00081468i,-0.00097058-0.00014223i,-0.0018487+0.0015826i,-0.001269+0.002297i,1.8323e-05+0.0012032i,-0.00015346+0.00035756i,-0.0003529+0.0001217i,-0.00061771-0.00033853i,-0.0013659-3.205e-05i,-0.0013084+0.00033569i,-0.0012089-0.00044251i,-0.0010385-0.00023722i,-0.00051252+0.00047406i,-3.0687e-05+0.00040694i,0.00012239+0.00042962i,0.0003197-0.00014359i,7.2464e-05-0.0002981i,-5.2709e-06+5.2604e-05i,-4.0416e-05+0.00015171i
-0.0019474+0.00099135i,-0.0014468+0.0010229i,-0.00042706+0.0010539i,-0.00042201+0.00068925i,-0.00049417+0.00029851i,0.00026913+0.00055358i,0.00010541+0.00057137i,-0.00052765+0.00038837i,0.00014281+6.5049e-05i,0.00046669-0.0009124i,-0.00013837-0.0010193i,-0.00039325-0.00038357i,-0.00086351-0.00098859i,-0.00071003-0.0015032i,-0.00033821-0.0009872i,-0.00043571-0.00029107i,6.7727e-07+0.00012273i,0.00021806-8.0409e-05i,-7.2068e-05-0.00046045i,0.0002377-0.00066355i,0.00041118-0.00080439i,-0.00028308+0.00011921i,-0.00052538+0.00070732i
-0.00062574-0.00018184i,0.00049403-0.0015326i,0.00097319-0.0010808i,0.00095384+0.00015968i,0.00046913+0.0005877i,-0.00033213+0.00068022i,-0.00079533+0.00071017i,-0.00066489-0.00010877i,-0.00036996-0.00043342i,9.9651e-05+0.00010573i,0.00090793-0.00046125i,0.0012088-0.00095775i,-0.00017042-0.00052582i,-0.0013151-0.00058607i,-0.0010104-0.00011359i,-0.00054942+0.00059004i,-0.00026315+0.00023137i,0.00019582-0.00010237i,2.324e-05-0.00043167i,-0.00034491-2.2442e-05i,-3.359e-05+0.0011514i,0.00017963+0.00026829i,-0.00028072-0.00035682i
-0.00040767-0.0016017i,-0.00039366-0.00032319i,-0.00075671-0.0012659i,-0.00048069-0.001102i,-2.4603e-05+0.00036589i,0.00059625+0.00081954i,0.00075212+0.0010537i,0.00013973+0.00080702i,-0.0011772-0.00010541i,-0.0017397-0.00039566i,-0.00069034-0.00052181i,0.00040024-0.00071116i,0.0002966-0.00022998i,-0.00018262-0.00013452i,-0.00010065+0.00012843i,0.00024114+0.00024289i,-0.00034155-0.0001147i,-0.00095097-0.00035804i,-0.0009493-0.00037101i,0.00018645+0.00022485i,0.0011651+0.0011298i,0.00070079+0.00095907i,1.7147e-05-0.00034918i
-0.00071131-0.0010386i,0.00029618-0.0013009i,0.00028482-0.0009753i,1.5888e-05-6.9469e-05i,0.00083486+0.0010308i,0.0015516+0.00082349i,4.4391e-05+0.00057705i,-0.00081213+0.00055272i,-0.00027019+0.00029229i,0.00018099-3.4887e-05i,-0.00013589-0.00040096i,7.6209e-05-0.00065961i,0.00099661-0.0013412i,0.00074807-0.0011712i,1.6004e-05-0.00067152i,0.00027602-0.00020919i,0.00029453+0.00016489i,0.00044448+8.9694e-05i,0.00053433+8.9103e-05i,0.00029674-6.5048e-05i,0.00065193-6.7086e-05i,0.00081848-0.00016729i,-0.00024568-0.00046659i
-0.00011342-0.0004009i,0.00025705-0.00044518i,0.00024007-0.00047574i,-0.00094581-0.00060173i,-0.00095154-0.00056978i,-0.00020814+0.00097275i,0.00060267+0.0013198i,0.00065261-0.00039363i,0.00035697-0.00062922i,0.00063307-0.00013105i,-6.0003e-05-0.00023618i,-0.00063937-6.2508e-06i,-0.00043892+0.00027259i,-0.00068271+0.00021227i,-0.0010891+0.00069002i,-0.0011825+0.00033397i,-0.0010116-3.056e-05i,-0.00043387-0.0001869i,-0.00017197+8.6737e-05i,0.00015353+0.00075314i,6.354e-05+0.00038139i,-0.00062304+4.8422e-06i,-0.00075629-0.00060444i
0.00093344+0.0019908i,0.00069858+0.00076609i,0.0014659-9.3392e-05i,0.0016271-0.0008798i,0.00077181-0.0011256i,-0.0003666-0.00091897i,-0.00091784-0.00041666i,-0.0010885-0.0002924i,-4.6764e-05-8.4078e-05i,0.001472+0.00046969i,0.00091797+0.0003857i,-2.5534e-05-0.00015968i,-2.6364e-05-0.00020929i,-0.00058722-0.00043944i,-0.00097037-0.0010664i,7.792e-05-0.0011248i,0.00081946-0.00046556i,-0.00033124+0.00020661i,-0.0012378-0.0003228i,-0.00093328-0.00084399i,-0.00054091-0.00020678i,-0.00013786+0.00042829i,0.00049264+0.00085526i
0.00098392-0.0013166i,0.0016681-0.0017148i,0.00065479-0.0018286i,0.00055193-0.0013069i,0.00056221-0.00075206i,0.00022912-0.00018332i,0.00032782+3.8479e-05i,-3.3708e-05+0.0001446i,-0.00072864+0.00017515i,-0.00027162+1.3018e-05i,0.00033062-0.000768i,0.00013874-0.00074445i,0.00046348+0.00017224i,0.00038917-0.00024683i,0.00040571-0.00046988i,0.00050322-5.7138e-05i,0.0003091+0.00015028i,0.00040626+0.00025583i,0.00035577-8.4159e-05i,0.00029527-0.00064582i,0.00071619-0.00066571i,0.00024693-9.053e-05i,-0.0002377+0.00061407i
0.0011683-0.0027879i,0.00060137-0.0029611i,-0.00044197-0.0020238i,-0.00056432-0.00097401i,-0.0005754-0.00067841i,-0.0006779-0.0010114i,-0.00086632-0.00090903i,-0.00076835-0.0002607i,-0.00028297+0.00041578i,-0.00043082+6.6752e-05i,-0.00034301-0.0006878i,6.8311e-05-0.00056134i,-8.5877e-05-0.0002923i,0.00011678-0.00019136i,5.605e-05-8.3901e-06i,6.4514e-05+0.00025159i,0.00016721+0.0010971i,2.4962e-05+0.00094941i,-0.00023648-0.00031841i,-0.00028184-0.00055461i,-0.00011295-0.0001843i,5.4516e-05+0.00030056i,0.00020609+0.00065162i
0.001343-0.001178i,0.0011131-0.00019974i,0.00043098+0.00051346i,4.44e-06+0.00039229i,-1.6766e-05+0.00070297i,0.00050916+0.00087588i,0.00014539+0.00054584i,-0.00026251-0.00012561i,0.00038108-0.00059185i,0.00069808-0.00014466i,0.00061504+0.00021947i,0.00022886-0.00027344i,-0.00018586-0.00091458i,0.00019004-0.00064337i,0.00039685-0.00084087i,0.0003444-0.00067277i,0.00046981-0.00062841i,0.0003277-0.0011651i,0.00014167-0.00037058i,0.00018085-0.00018665i,8.7229e-05-0.00032328i,4.7763e-05+0.00072825i,-0.00023471+0.0011954i
0.001229+0.0018154i,0.0015249+0.00040163i,0.0015906-0.0008177i,0.0012305-0.00073005i,0.0010207-4.6834e-05i,0.00064077-0.00010172i,0.00038323-0.00039923i,0.00040723+0.00014342i,1.9141e-05+0.00059673i,-0.00024999+0.00058451i,-1.2043e-06-0.00028783i,0.00025288-0.0008042i,0.00025851-0.00037636i,0.00044747+0.00048317i,0.00031549+0.00051537i,-1.1463e-05-0.0002136i,0.00022555-0.00048533i,0.00029105+0.0005249i,-1.0755e-05+0.00097283i,-0.0001355+0.00086243i,-7.6178e-06+0.00066494i,0.00029264+0.00013972i,0.00013172+3.0539e-05i
0.00025222+0.00017969i,0.00024404+0.00058971i,-0.0022182+0.00046367i,-0.003281+0.00070242i,-0.0019404+0.001329i,-0.00014431+0.0012797i,0.00037105+0.00081848i,0.00011218+0.00043755i,-0.00057825+0.0004261i,-0.00053533+0.00032201i,-1.8293e-05-0.0002591i,0.00062331-0.00019086i,0.00034554+0.0002879i,-0.00020665+0.00068604i,8.0847e-05+0.00053019i,0.00021472-0.0002401i,0.00051716+2.3494e-05i,0.0003755+6.6539e-05i,-0.00010793-0.00050708i,-9.3992e-05-0.00012872i,-0.00054754+0.00046644i,-0.00086592+9.8371e-05i,-0.00071402-0.00033932i
-9.6481e-05-0.0011215i,0.00046807-0.0027994i,0.0002057-0.0029739i,-0.00063767-0.0013932i,-0.00076757+0.000342i,-0.00043098+0.00079288i,0.00083219+0.00037418i,0.0010941-5.1194e-05i,0.00011976-0.00072545i,-0.00069343-0.00071625i,-0.00070629-0.00066037i,1.7053e-05-0.00030483i,0.0005733+0.00016203i,0.0002193-0.00011457i,-0.00012607+0.00030707i,-6.5997e-05+0.00031002i,6.0592e-05+8.2905e-05i,0.0003432+4.2313e-05i,0.00043797-0.00082208i,0.00072833-0.00087424i,0.00034443-0.00016616i,-0.00029576+0.00046355i,-0.00034925+0.00074692i
-0.00079721-0.0011616i,-0.00086452-0.00066386i,-0.0010023-0.00052392i,-0.0004166-0.00076956i,0.00046363+0.0001876i,0.00062762+0.0008428i,0.00050541+0.00041751i,0.00052118-0.00011901i,0.00030524+0.00073523i,0.00031596+0.0012789i,0.00018514+0.00064081i,0.00013174+0.00056052i,4.2697e-05+0.00021183i,0.00018577-0.0003365i,6.0753e-06-0.00022199i,6.7646e-05-0.00010392i,0.00034674-0.00026729i,0.0005425+0.00029119i,0.00036256+0.00088316i,-9.4274e-05+0.00074674i,-0.00018465+0.00064852i,0.00025455-9.0168e-05i,0.00015614-0.0009972i
-0.00044721+0.0010423i,0.00027575+0.0025437i,-0.00060626+0.0016514i,-0.0011945+0.00064507i,-0.00036145+0.00024864i,0.00042615-0.00092834i,-3.7178e-05-0.00079755i,-0.00081421+0.00047166i,-0.00076625+0.00079908i,-0.00026351+0.00080777i,-2.5923e-05+0.0010941i,0.00027995+0.00063502i,0.00067093-0.00018546i,0.0010276-0.0001304i,0.00077251+3.6957e-05i,-0.00022088-0.00011284i,-0.00057264-0.00018349i,3.4042e-05-0.00020649i,0.00018643-0.00030996i,0.00035217-0.00017118i,0.00072341-0.00022316i,0.00030494-0.00047472i,-0.00020736+6.0758e-05i
-0.0001158-0.00059519i,0.0022668-0.00045971i,0.0017507-0.00076363i,0.00053142+0.00040582i,0.00036436+0.00090991i,0.001327+0.00034633i,0.0015527+0.00036277i,0.00062793+0.00026988i,-1.7133e-05-0.00017252i,-9.6164e-05+0.00057468i,-0.00020756+0.00074536i,-7.2895e-05-0.00044385i,-0.0004768-0.00050829i,-0.00041963-0.00075453i,0.0010345-0.0012431i,0.0013332-0.0001883i,0.00033892+0.00085035i,0.00029317+0.00075679i,0.00066524-5.0967e-05i,-0.00011331-2.348e-05i,-0.00068668+0.00036184i,-0.00051397+0.00020009i,-0.00047226-0.00018641i
0.0018208-0.0001673i,0.0015751-3.9499e-05i,0.00057507-0.0010596i,-0.00098684-0.0010955i,-0.0010153+0.00022023i,-0.00028285+0.00088199i,-5.1506e-05+4.8429e-05i,-0.00055972-0.00029654i,-0.00095631+6.1449e-06i,0.00029348+0.00016163i,0.00058664+0.00024712i,-0.0001419+0.0005311i,-0.00031884+3.3484e-05i,0.00017718-0.00025868i,1.6148e-06+0.00030291i,-0.0004289+0.00073947i,-0.00075955+0.0010517i,-0.00082394+0.0011377i,-0.00033647+0.00044241i,0.00022186+4.8514e-05i,0.00025114+0.00015155i,0.00019526-6.571e-05i,0.00036002-0.00066713i
0.002159-0.00038333i,0.0006146-0.0017653i,-5.7481e-07-0.0034196i,-0.00036039-0.0031747i,-0.0013102-0.0015161i,-0.0020851+0.00068029i,-0.00087986+0.00099954i,0.00030468+0.00044082i,0.0001026+0.000503i,-0.00075759+0.00029492i,-0.00088614+0.00011777i,-1.6395e-05+0.00043847i,0.00021039+0.00038834i,-0.00046749+0.00016995i,-0.001074-0.00032102i,-0.00088588-0.00077611i,-0.00055049-0.00032834i,-0.00048006+0.00077335i,-0.00016544+0.0010381i,-3.0776e-05+0.00047886i,-0.00071156-2.6868e-06i,-0.0012346-0.00021459i,-0.00080643+0.00020916i
1.6178e-06+0.00048236i,-0.00086796-9.3419e-05i,-0.00024914-0.0011886i,-0.00014342-0.001157i,-0.00056076-9.9596e-05i,-0.00090574+0.00080793i,-0.0017799+0.00027972i,-0.0012415-0.00050789i,0.00021414-0.0011144i,0.00042933-0.0013392i,-0.00020257-0.00053006i,-0.00098501-0.00022875i,-0.0011754-0.00070041i,-0.00059318+1.0392e-05i,0.00034284+0.0003109i,0.00068778+0.00023543i,0.00061841-0.00026224i,0.00045107-0.00031996i,0.00021665+0.00012519i,0.00035944-0.00035519i,0.00082459-0.0004896i,0.00077931-0.0003479i,-0.00039453-0.00025283i
0.0022596-0.0026242i,0.0019191-0.0040927i,0.0010894-0.0043623i,8.1243e-05-0.0028009i,-0.00036006-0.00022477i,-0.00054817+0.0015067i,6.0748e-05+0.0016397i,0.00056903+0.0011684i,0.00035616+0.0004519i,-0.00012192-0.00047456i,-0.0001686-0.00068374i,0.00062283-0.00034414i,0.00066662-0.00027568i,0.00035594-9.7427e-05i,-0.000366-5.8144e-05i,-0.00086946+0.00010056i,-0.00011146+0.00058622i,0.00011208+0.00095448i,-0.00043582+0.0008841i,-0.00071136+0.000576i,-0.00050844+0.00061396i,-0.00028056+0.00084994i,0.00014485+0.0007125i
-0.0013099+0.00029562i,-0.0013907-0.00089564i,-0.00064523-0.0013434i,-8.4695e-05-0.001365i,0.00039651-0.0015725i,3.0833e-05-0.0015362i,-0.00028162-0.00060451i,-8.3029e-05+0.0001723i,0.00022795+0.00026455i,0.00070978-1.0535e-05i,0.00087889-0.0005439i,0.00049956-0.00074482i,7.5534e-06-0.00092977i,0.00042199-0.00088739i,0.00064866-0.00060746i,0.00012358-0.00036553i,-9.0947e-05-0.00023844i,0.00045393+0.00033891i,-4.8227e-06+0.00084075i,-0.00066159+0.00035173i,-0.00067419+0.0001558i,-0.00023518+0.00026807i,-3.5591e-05-0.00013596i
0.0014716-5.2162e-06i,0.0023362-0.0002702i,0.0017627-0.00033529i,0.001338+0.00045031i,0.0015749+0.00084091i,0.001176+0.00085224i,9.6511e-05+0.00069505i,7.043e-05+0.00040381i,-0.0005369+8.411e-05i,-0.00087997-0.00045645i,-5.9749e-05-0.00076531i,-0.00040076-0.00051118i,-0.00053282+8.928e-05i,0.00052638+0.00057558i,0.00063847+0.0001553i,0.00048437-0.0001579i,0.00032907-0.00031882i,7.2001e-06-0.00055886i,0.00014594-0.0011857i,0.00022153-0.0013441i,-0.00037764+7.4156e-05i,-0.00021611+0.0011177i,0.00010293+0.00032578i
-0.00088546+0.00077933i,0.00030847+0.0010673i,0.00062615-0.00020961i,-0.00019864-0.0011744i,-0.00045954-0.0010814i,0.0002258-7.3445e-05i,0.0003209+0.0009774i,-0.00027465+0.00071376i,-0.00024377+0.00090497i,0.00020202+0.0010554i,4.4661e-05+0.0011504i,1.9484e-05+0.0014152i,5.765e-06+0.0011115i,7.2073e-05+0.00015762i,0.00048006-0.00032273i,0.00040862-0.00055024i,-6.952e-05-0.00054248i,0.00013517+0.00016734i,-3.7353e-05+0.00075595i,-0.00015135+0.00098396i,-0.00021461+0.00037096i,8.0876e-05-8.3914e-05i,0.00062407+0.00066324i
-0.00015605+0.0008827i,-0.00038911+0.0010003i,-0.00015612+0.0010352i,-0.00045058-0.00011946i,-0.00096425-0.00036227i,-0.00016582-5.122e-05i,-2.006e-05-2.4691e-05i,-0.00023993-0.00018882i,-0.00026089+7.2759e-06i,-0.00033272+0.00071611i,-7.1306e-05+0.00062088i,0.00029208-7.1311e-05i,0.00037027-0.00045781i,0.00037281-0.00012854i,0.00086939+0.0002192i,0.00094605+0.00036272i,0.00037589+0.00030763i,-0.00043932+0.00056975i,-0.00081358+0.0005354i,-0.00049276-0.00022215i,-5.5936e-05-0.00063897i,2.9408e-05-9.0663e-05i,-0.00060335+0.00018353i
0.00019238-0.002008i,0.00084707-0.003248i,0.0010012-0.0023505i,0.00069-0.00063581i,0.00023754+0.00030549i,-0.00041838+0.00082601i,-3.4948e-05+0.00067233i,0.0011483-0.00028403i,0.00049838-0.00018375i,-0.00019277+8.9633e-05i,0.00072497-0.00032327i,-5.2522e-06+1.1217e-05i,-0.00088351+0.00052538i,-0.00036952-0.00022459i,-0.00017028-0.00069454i,-2.9661e-05-0.00096843i,-9.5964e-05-0.00077368i,-0.00016211+0.00022447i,1.2351e-05+0.00058795i,-0.00030739+0.00066737i,-0.00072659+0.0005976i,-0.00043679-1.4354e-05i,-3.1341e-05-0.00026771i
0.0014822+0.0018888i,0.00083249+0.0012361i,0.00078565+0.00015983i,0.00015447+0.0002582i,-3.9462e-06+0.0006637i,0.00049046+0.0008064i,0.00082606+0.00092329i,0.00065012+0.00033904i,0.00018176-0.00017142i,-2.9822e-06-0.00027592i,0.00028724-0.00034853i,0.00021183-0.00030382i,-0.00025254-0.0004058i,-0.00058688-6.7274e-05i,-0.00045114+3.373e-05i,0.00040314+0.00018241i,0.00061722+0.00056549i,0.00017076+0.00013025i,-0.0002128+0.0001762i,-0.00041625+0.00090338i,0.0002298+0.00072278i,0.00020631+0.00033585i,-0.00049825+0.00014288i
0.0011+0.0006868i,0.0020325+0.00035697i,0.002284-0.00065774i,0.0013455-0.0015528i,0.00057-0.001428i,0.00016782-0.00089716i,0.0001729-0.00045281i,0.00093917-0.00065101i,0.00089536-0.00019583i,0.0006255+0.00016098i,0.0007764-0.00095134i,0.00046147-0.0015824i,0.00028426-0.00084296i,0.00013246-0.00021548i,-0.00065268-0.00034535i,-0.0013307-0.00026982i,-0.001437+0.00034663i,-0.00048727-0.000134i,0.0002977-0.00072544i,0.00043761+0.00013009i,0.00046746+0.0009649i,0.00024275+0.00077206i,-0.00010967+0.0003339i
-0.0011233-0.00023922i,-0.0007744-0.00071304i,0.00055193-0.0012534i,0.0010913-0.00036644i,0.00019218+0.00057902i,-0.00023117+0.0011942i,2.9034e-05+0.00056097i,0.0002328-0.00053511i,-0.00099346-0.00021541i,-0.0012968+0.00013083i,-0.00015652+0.00018498i,0.00021632+0.00069558i,-0.00017035+0.00082037i,0.00010324+0.00044114i,0.00030248+0.00045227i,-1.2467e-05+7.9007e-05i,-0.00034819-0.00035424i,0.00021527+5.4184e-05i,0.00095556+0.00083115i,0.00070107+0.00059642i,0.00022114+0.0003398i,-0.00042333+0.00020995i,-0.00069642-0.00039642i
0.00024941-0.0018665i,0.00094807-0.00052273i,0.001591+0.00050568i,0.0005661+0.0011079i,-0.00060431+0.0012224i,-0.00059381+0.0014028i,-0.00090783+0.001713i,-0.00084418+0.00028277i,-2.5799e-05-0.001286i,0.00017205-0.00069081i,-6.122e-05-0.00017296i,-0.00058322-0.00026375i,-0.00071195+4.1964e-05i,-0.00062167+0.00018411i,-0.00070119+0.00029252i,-0.00023558+0.0008114i,-0.00026762+0.00074595i,-1.4303e-05+0.00042156i,0.00041951+0.0001044i,0.0004293+0.0002349i,0.00039361+0.00032029i,0.00055343-0.00034333i,0.00044031-0.0002126i
-0.00022547-0.0018203i,8.7656e-05-0.0015079i,0.00051065+9.9226e-05i,-0.00029217+0.00068973i,-0.00013404+0.0001642i,-0.00020763-0.00018627i,-0.00069237+0.0001471i,-0.00055683+0.00028583i,8.7491e-05+0.00026154i,0.00063854+0.00039494i,0.00071473+0.000397i,0.00094694-6.8802e-05i,0.00032027-0.00035215i,-0.00056913-0.0002596i,-0.00015884-0.00094677i,1.4562e-05-0.00070727i,-0.00053484-0.00034659i,-0.00037314-0.00056344i,0.00033448-5.4702e-05i,0.00038749+1.883e-06i,6.0768e-05-0.00050949i,0.0001106-0.00054427i,0.00059133-7.0043e-05i
0.0016166+0.0025576i,0.0018447+0.001548i,0.0019592+0.00094843i,0.0019606+0.00024527i,0.001551-0.00075001i,0.00078458-0.0014007i,0.00050818-0.0007452i,0.0010107+0.00053802i,0.00076926+0.00087093i,0.00027677+0.00017059i,0.00042251-0.00043965i,0.00063398-0.00068737i,-9.2158e-05-0.00032711i,-1.2998e-05-4.1649e-05i,0.000165-3.8043e-05i,-0.00030606+9.9534e-05i,0.00035788+0.0002308i,0.00029309+0.00099963i,-0.00087243+0.00099654i,-0.00054949+0.00057951i,-0.00029696+0.00020795i,-0.00054139-0.00037399i,-0.00066723-0.0003972i
0.0028849+0.0017735i,0.0036231-0.00027889i,0.0036666-0.0020213i,0.0020524-0.0019638i,0.0015486-0.0012015i,0.00154-0.00010306i,0.0017682+0.001014i,0.0016361+0.00059225i,0.0011968+0.00088768i,0.0003278+0.0013916i,-0.00012616-3.6346e-05i,-1.9847e-06-0.00060098i,-0.00030659+0.00017032i,-0.0012234+0.00022581i,-0.0013124+3.0306e-05i,-0.0011626-0.00053777i,-0.00070135-0.001208i,0.00010096-0.00014464i,0.00028027+0.0011117i,-0.00053694+0.00065278i,-0.0014185+0.00066763i,-0.00081234+0.00046271i,-0.00030589-0.00078491i
-0.00088741+0.0058811i,0.00055914+0.0054696i,0.0020983+0.0036524i,0.0021464+0.00096646i,0.0021429-0.0015318i,0.00074547-0.0024697i,-0.00083832-0.00048718i,-0.0012654+0.00066641i,-0.00059753+0.00072536i,0.00040137+0.00056678i,0.00015149-0.00060775i,-9.1377e-05-0.00091873i,-0.00047698-0.00096821i,-0.0017534-0.0015715i,-0.0020591-0.0011958i,-0.0010457-0.00035076i,-0.00039087+0.00013319i,-0.00046026-7.7125e-05i,-0.00037346-0.00029077i,-0.00044511+0.00040342i,-0.00045285+0.00033385i,-0.00043281-0.00014094i,-0.00022251+0.00013233i
-0.0011138+0.0031507i,0.0020293+0.0041919i,0.0048479+0.0044426i,0.004154+0.0023888i,0.0027774-0.00028347i,4.3319e-05-0.0016795i,-0.0020329-8.6018e-05i,-0.0021574+0.00044837i,-0.00097677+0.00058985i,0.00073743-0.00028956i,0.0014724-0.0017195i,0.0013937-0.0016774i,0.00010239-0.0014504i,-0.002237-0.0020691i,-0.0025364-0.0024088i,-0.00097281-0.0017661i,0.00064933-0.00055407i,0.00097348+0.00042441i,-0.00037528+0.00061623i,-0.0011615+0.00026894i,-0.00058962-2.8529e-05i,-5.2939e-05+0.00019448i,0.00010533+0.00022751i
0.0026911-0.0058257i,-0.00024669-0.0068978i,-0.0034938-0.0071203i,-0.0038763-0.0038607i,-0.0022152+0.00052705i,0.00029872+0.0031995i,0.0010027+0.0026034i,0.00062044+0.00074768i,-0.00010623-0.00042419i,-0.00072354+9.2527e-05i,-0.00071987+0.0014754i,-0.00051598+0.0010326i,0.001041+0.00013602i,0.0028253+0.00091834i,0.0026126+0.002236i,0.0014842+0.0017918i,2.835e-05+0.0013598i,-0.0002183+0.00045427i,0.00012152-0.00098296i,-0.00013458-0.0012344i,-0.00050787-0.00073i,-1.4534e-05-0.00022356i,6.7017e-06+0.00023859i
0.0015128-0.0015583i,7.6255e-06-0.001717i,-0.0025164-0.0016816i,-0.0020348-0.00060441i,-0.00058213-9.415e-05i,0.00017233-0.0011563i,-7.8033e-05-0.0022718i,-0.00092128-0.0016748i,-0.0015463-0.00095591i,-0.001293-0.00033586i,-0.00080827+0.00058275i,-4.2541e-05+0.00075741i,0.00077111+0.00047325i,0.001178+0.00037175i,0.0012558+0.00018364i,0.00058517+0.0002242i,-3.9221e-05-2.9612e-05i,-8.7877e-05+4.2105e-05i,8.7449e-05+0.00032426i,0.00035208+0.0005031i,-3.3239e-05+0.00010091i,-0.00026427-0.00022361i,0.0002079-0.00023652i
-0.00077884-0.00092653i,-0.00060867-0.0020795i,-0.00063385-0.0031662i,-0.0012361-0.0017171i,-0.0015682+0.00085232i,-0.0004095+0.0021079i,0.00092553+0.0013619i,0.00080971+0.00044781i,0.00026619+3.9886e-05i,-0.00047556+0.00018948i,-0.00099119+0.00047283i,-0.00097992+0.00015157i,-0.00022394+8.747e-05i,0.00045104+0.00042064i,4.5761e-05+0.00066558i,-0.00015358+0.00018326i,0.00059583+0.00014118i,0.0009515+0.00054424i,0.0006203+0.00035343i,-7.1347e-05-0.00025711i,-0.0003854-0.00091079i,-0.00077552-0.0013606i,-0.00052154-0.00040608i
-0.0012864-0.0023879i,-0.00049612-0.0022725i,-0.0013477-0.0019198i,-0.00092551-0.0010589i,0.00021784+0.00019635i,0.0012451+0.00067911i,0.002048+0.00064705i,0.0012442+0.00022179i,-0.00020935-0.00026109i,-0.00052456+7.7641e-06i,-0.00056282-0.00025031i,-4.8941e-05-0.00095679i,-0.00027074-0.00082684i,-0.00088914-0.00034599i,4.6381e-05-0.00030442i,0.00034256-0.00014381i,0.00060268-2.4384e-05i,0.00031095-0.00017505i,7.2199e-05-0.0010903i,0.00056892-0.0010308i,0.00029044-0.00015466i,-0.00030711-0.00033257i,-0.00033447-0.00035131i
