-0.0011944-1.6038e-05i,-0.00083352-0.00078031i,-0.00173-0.00088439i,-0.002188-0.0004804i,-0.0021493-0.00054033i,-0.0016206-0.00079918i,-0.0011528-8.2827e-05i,-0.00075482+0.0010287i,0.00043964+0.00041415i,0.00087218-0.00074115i,-6.6031e-08-0.00070968i,-0.0010384-0.00092823i,-0.00098331-0.00066624i,-0.00049284+0.00029883i,-4.6101e-05+0.00033097i,0.00033084-0.00034678i,0.00036561+5.9799e-05i,0.00036447-0.00063849i,0.00050724-0.0013355i,7.2245e-05-0.0012824i,-0.00032474-0.0018533i,-0.00047828-0.0018825i,-0.0009094-0.00099546i
0.43417-0.16349i,0.55972-0.20214i,0.52131-0.25391i,0.40077-0.29795i,0.28358-0.33096i,0.16332-0.34063i,0.069918-0.2787i,0.083277-0.1368i,0.20092-0.02145i,0.27271-0.0093802i,0.19832-0.029575i,0.075419-0.0096932i,0.017697+0.011161i,-0.0053301-0.030912i,-0.04998-0.088848i,-0.086909-0.10253i,-0.088238-0.10199i,-0.061331-0.114i,-0.022489-0.11482i,-0.00090049-0.060911i,0.018204+0.024311i,0.04655+0.044354i,0.032303+0.0011021i
-0.035746+0.37393i,-0.14539+0.36033i,-0.23694+0.18423i,-0.31484+0.066882i,-0.36439+0.10572i,-0.31742+0.15333i,-0.20585+0.09618i,-0.12851-0.014051i,-0.079492-0.060609i,-0.0028315-0.067383i,0.031662-0.099531i,0.0032566-0.079735i,0.0041961-0.020532i,0.014882+0.0106i,0.001686+0.035667i,-0.0085928+0.065022i,-0.013219+0.10021i,-0.028335+0.13116i,-0.050391+0.1321i,-0.036327+0.1004i,-0.00010864+0.039456i,0.00082624-0.017878i,-0.014934-0.027833i
-0.35487-0.071831i,-0.35469-0.0076164i,-0.15712+0.18025i,0.091156+0.32907i,0.27534+0.37713i,0.37061+0.37504i,0.30255+0.33565i,0.12458+0.30697i,0.00074733+0.26578i,-0.071597+0.1893i,-0.081676+0.17845i,0.017852+0.15257i,0.083015+0.048114i,0.043066+0.0077414i,0.00033374+0.029984i,-0.0035518+0.030095i,0.0039564+0.0039732i,-0.011747-0.017595i,-0.036645+0.0079873i,-0.027485+0.040974i,0.0006878+0.026741i,0.010493-0.0051895i,0.010036-0.022171i
0.24475-0.36653i,0.33855-0.45804i,0.29046-0.4574i,0.21586-0.44953i,0.22511-0.54763i,0.19406-0.74269i,0.035515-0.8078i,-0.085746-0.62604i,-0.05277-0.37865i,0.025014-0.20212i,0.076751-0.055414i,0.13683+0.030182i,0.1458+0.0037587i,0.076949-0.056269i,0.020299-0.071214i,0.021129-0.053045i,0.049483-0.034685i,0.083417-0.010349i,0.11978+0.0018409i,0.11321-0.015791i,0.051541-0.013762i,-0.0056568+0.015214i,-0.033118+0.022918i
0.21417+0.28094i,0.15742+0.32033i,0.028699+0.1946i,-0.05907+0.055665i,-0.15878-0.0055677i,-0.34279+0.072426i,-0.4279+0.33684i,-0.29894+0.58975i,-0.13953+0.64681i,-0.029752+0.54348i,0.079304+0.29762i,0.11068+0.0046589i,0.062978-0.12755i,0.03693-0.076594i,0.043415+0.01876i,0.040817+0.060831i,0.016658+0.068234i,-0.0015124+0.073775i,-0.00034697+0.050464i,-0.009494-0.0071803i,-0.032141-0.05364i,-0.03895-0.059689i,-0.022583-0.039192i
-0.33861+0.19081i,-0.37113+0.20787i,-0.24113+0.13669i,-0.17224+0.011523i,-0.20141-0.015114i,-0.13068+0.080985i,0.077496+0.11953i,0.29106+0.07827i,0.41712+0.055111i,0.42151+0.035645i,0.32252-0.029108i,0.18233-0.12463i,0.045846-0.18411i,-0.020852-0.16623i,0.00082413-0.12616i,0.027056-0.12558i,0.0092247-0.14841i,-0.024762-0.14647i,-0.053519-0.083616i,-0.057085+0.034716i,-0.011986+0.13083i,0.042161+0.13411i,0.045779+0.077983i
-0.042299-0.40425i,-0.045025-0.45675i,-0.1082-0.24185i,-0.14945+0.054522i,-0.10509+0.16716i,-0.06563+0.059264i,-0.12586-0.13897i,-0.18681-0.32094i,-0.12715-0.44266i,-0.031018-0.4468i,-0.0036979-0.35144i,-0.036107-0.23532i,-0.086129-0.13359i,-0.10659-0.06693i,-0.094932-0.04871i,-0.087124-0.036745i,-0.076105+0.012581i,-0.036769+0.064284i,0.021443+0.058044i,0.07481+0.0014974i,0.10624-0.059354i,0.097317-0.093145i,0.050905-0.078583i
0.36507+0.097874i,0.41947+0.18159i,0.37141+0.18698i,0.35136+0.10231i,0.29555-0.024143i,0.11272-0.078927i,-0.087369+0.047195i,-0.20734+0.22891i,-0.22377+0.27631i,-0.14199+0.1675i,-0.065667+0.002493i,-0.060365-0.088557i,-0.065147-0.05192i,-0.031311+0.042077i,0.0075878+0.094676i,0.006712+0.089202i,-0.013212+0.074014i,-0.02294+0.065563i,-0.01376+0.056073i,0.0064221+0.016559i,-0.0039212-0.055929i,-0.038216-0.098349i,-0.050528-0.08411i
-0.137+0.34904i,-0.081609+0.35689i,0.10793+0.12747i,0.15431-0.1385i,-0.0023066-0.16516i,-0.11873-0.0079112i,-0.090931+0.11853i,-0.016437+0.15541i,0.016303+0.1352i,-0.0089081+0.10248i,-0.042868+0.080885i,-0.062693+0.053036i,-0.068763+0.018575i,-0.043946-0.016035i,-0.017303-0.038544i,0.0062766-0.028651i,0.057209-0.016032i,0.10292-0.035512i,0.087168-0.056156i,0.0077326-0.032624i,-0.070991+0.022297i,-0.092643+0.059414i,-0.06386+0.056886i
-0.27736-0.33832i,-0.39093-0.53264i,-0.50902-0.54799i,-0.57821-0.38031i,-0.46756-0.15203i,-0.23965-0.0019043i,-0.071703+0.023955i,0.0089527-0.005985i,0.051407-0.0275i,0.075548-0.015674i,0.096886+0.00084227i,0.092452-0.015829i,0.050924-0.028543i,0.019338-0.026477i,0.00986-0.036979i,0.005143-0.057853i,-0.001464-0.073924i,-0.004152-0.075282i,0.0076254-0.069854i,0.027234-0.06161i,0.040699-0.041028i,0.042-0.020183i,0.025644-0.014452i
0.29141-0.10688i,0.23615+0.045244i,0.00578+0.36776i,-0.062984+0.62773i,0.036441+0.5538i,0.03415+0.33102i,-0.013834+0.24656i,0.021131+0.19483i,0.053361+0.072131i,0.043027-0.031804i,0.016636-0.090708i,-0.038101-0.10665i,-0.075391-0.062798i,-0.051117+0.0028845i,-0.0080847+0.036038i,-0.0028073+0.02603i,-0.031171-0.00045008i,-0.05371-0.027229i,-0.058301-0.045473i,-0.048467-0.041306i,-0.026948-0.031598i,-0.013898-0.035457i,-0.017964-0.04028i
0.090183+0.4137i,0.27821+0.54415i,0.61325+0.376i,0.78332+0.020634i,0.63451-0.18063i,0.4479-0.14464i,0.3685-0.085158i,0.24827-0.078783i,0.082692-0.053555i,-0.016635-0.033162i,-0.059245-0.041236i,-0.078894-0.033832i,-0.064496-0.021504i,-0.023523-0.037119i,0.015028-0.057192i,0.02906-0.042048i,0.033442+0.0063568i,0.042258+0.053496i,0.051212+0.073336i,0.050733+0.055532i,0.028293+0.01619i,-0.0089647-0.0031158i,-0.032155+0.0051434i
-0.33075-0.18906i,-0.40646-0.40519i,-0.38896-0.57724i,-0.42002-0.59422i,-0.44497-0.44149i,-0.35803-0.27442i,-0.25566-0.15738i,-0.1623-0.032405i,-0.057883+0.036389i,-0.036102+0.030736i,-0.071685+0.041629i,-0.075387+0.060766i,-0.057986+0.057608i,-0.043547+0.039722i,-0.040951+0.012745i,-0.036857-0.00071154i,-0.010355-0.0092231i,0.011579-0.043858i,-0.0006448-0.08852i,-0.025828-0.094785i,-0.032306-0.055821i,-0.02002-0.011551i,-0.0084063+0.0094853i
0.16528-0.26912i,0.075076-0.27825i,-0.2187-0.086528i,-0.3762+0.16321i,-0.28122+0.23745i,-0.17856+0.16151i,-0.1052+0.12089i,0.0020694+0.099085i,0.072179+0.04575i,0.099379+0.0066801i,0.10296-0.016057i,0.069554-0.014951i,0.034485+0.018686i,0.029847+0.049836i,0.049631+0.051529i,0.067912+0.0078878i,0.055521-0.061636i,0.016377-0.10069i,-0.02171-0.086127i,-0.045891-0.040456i,-0.054169+0.0022514i,-0.04745+0.021682i,-0.039636+0.019224i
0.19096+0.37612i,0.32831+0.58374i,0.47197+0.61005i,0.52254+0.48487i,0.42856+0.33939i,0.2737+0.28651i,0.17094+0.27575i,0.11168+0.20578i,0.046361+0.1219i,0.0024902+0.085703i,-0.0012715+0.06837i,0.0034611+0.039694i,0.0060242-0.0050253i,0.0065232-0.055957i,-0.00089637-0.081046i,-0.024793-0.071537i,-0.068584-0.041803i,-0.10206+0.00014012i,-0.093694+0.039319i,-0.049322+0.060308i,5.9016e-05+0.055669i,0.019568+0.037743i,0.0091741+0.028195i
-0.29907-0.042495i,-0.33628-0.20502i,-0.15911-0.42911i,-0.0082963-0.59896i,0.01502-0.57928i,0.082408-0.44258i,0.15166-0.32972i,0.11293-0.20439i,0.043523-0.073056i,-0.0034741-0.0076231i,-0.025932+0.0089423i,-0.02893+0.0034116i,-0.037642-0.005524i,-0.048349-0.0062151i,-0.053202-0.015801i,-0.065806-0.01936i,-0.075088+0.0082987i,-0.05955+0.036739i,-0.030773+0.0302i,-0.0093004-0.0034999i,-0.0027623-0.035975i,-0.0090019-0.045747i,-0.020164-0.027398i
0.03691-0.29926i,-0.10457-0.36113i,-0.43643-0.18022i,-0.62665+0.089253i,-0.54969+0.16704i,-0.43617+0.058187i,-0.32638-0.014586i,-0.15176-0.045761i,-0.020497-0.09117i,0.0074212-0.099295i,-0.0070918-0.07179i,-0.027701-0.039913i,-0.037156-0.0067507i,-0.022262+0.022614i,0.0017457+0.03894i,0.019706+0.044403i,0.038984+0.038957i,0.051429+0.01551i,0.038271-0.008327i,0.0053087-0.0084364i,-0.02352+0.0098672i,-0.028256+0.032348i,-0.0051736+0.041626i
0.2442+0.29892i,0.42625+0.52563i,0.56068+0.57234i,0.55412+0.43746i,0.40224+0.28805i,0.22626+0.22203i,0.12439+0.16863i,0.059801+0.086641i,-0.0023407+0.033772i,-0.031577+0.031341i,-0.033484+0.04581i,-0.030743+0.059218i,-0.017048+0.056612i,0.0077443+0.023899i,0.0229-0.023298i,0.021133-0.052014i,0.011741-0.05543i,-0.00068697-0.040075i,-0.0010269-0.011628i,0.017449+0.0082807i,0.02715+0.012447i,0.021789+0.016666i,0.017996+0.019708i
-0.23578+0.018006i,-0.2528-0.051064i,-0.045339-0.16661i,0.11965-0.24523i,0.10319-0.20282i,0.057849-0.0811i,0.017613+0.023175i,-0.024918+0.087759i,-0.031672+0.094304i,-0.025284+0.073746i,-0.002801+0.069205i,0.022485+0.044098i,0.0072447+0.00611i,-0.023324-0.0073201i,-0.040844-0.0068624i,-0.057455+0.0016977i,-0.074857+0.017822i,-0.084226+0.027067i,-0.083089+0.022997i,-0.066576+0.013003i,-0.035346+0.0044344i,-0.0039712-0.0099233i,0.0087543-0.026086i
0.02977-0.3051i,-0.069915-0.54036i,-0.30036-0.59486i,-0.41324-0.47925i,-0.32395-0.35214i,-0.18983-0.26799i,-0.047891-0.18846i,0.06459-0.13592i,0.084427-0.10072i,0.07977-0.068617i,0.089463-0.074121i,0.068968-0.088954i,0.028021-0.065753i,0.006539-0.030264i,0.0024539-0.013524i,0.0041605-0.0078385i,0.013838+0.0019704i,0.039537+0.015445i,0.063593+0.012354i,0.050872-0.0079263i,0.010448-0.013635i,-0.020551+0.0018087i,-0.029184+0.015688i
0.15191+0.27852i,0.22443+0.50748i,0.1367+0.60328i,-0.030956+0.57614i,-0.11186+0.49324i,-0.10422+0.36706i,-0.082922+0.22154i,-0.071188+0.098797i,-0.058179+0.04303i,-0.029678+0.022403i,-0.021267-0.012713i,-0.044515-0.030848i,-0.056599-0.020984i,-0.053807-0.012046i,-0.045741+0.0013279i,-0.022983+0.023525i,0.0017649+0.035231i,0.012356+0.022755i,0.014995+0.0017532i,0.02195-0.003224i,0.034423-0.00022231i,0.035281+0.00013263i,0.024969+0.004215i
-0.21709+0.021837i,-0.24827+0.084511i,0.0062683+0.099819i,0.26002+0.021747i,0.2863-0.048615i,0.2399-0.079166i,0.15315-0.12195i,0.010773-0.09584i,-0.063788-0.0092029i,-0.071866+0.035966i,-0.070215+0.061161i,-0.047826+0.080714i,-0.023259+0.075409i,-0.015632+0.067302i,-0.013765+0.056296i,-0.015264+0.030047i,-0.02169-0.0003204i,-0.04191-0.019038i,-0.074304-0.022201i,-0.092292-0.01602i,-0.081845-0.0091915i,-0.046528-0.0095609i,-0.012469-0.01694i
0.10625-0.27299i,0.045024-0.49403i,-0.132-0.44596i,-0.18213-0.19892i,-0.10392-0.068385i,-0.14035-0.053724i,-0.20298+0.028192i,-0.13413+0.095779i,-0.041239+0.061437i,0.01092+0.019034i,0.053085-0.0069762i,0.059601-0.030519i,0.04187-0.021893i,0.052956+0.0015561i,0.080772+0.0059041i,0.083209+0.00050087i,0.063221+0.0096957i,0.04967+0.034096i,0.050513+0.053216i,0.053287+0.051679i,0.045501+0.039085i,0.03191+0.029175i,0.023063+0.021142i
0.10845+0.30062i,0.28559+0.41111i,0.32121+0.24154i,0.1783-0.046607i,0.029274-0.14632i,0.0079317-0.061325i,0.078584-0.0095247i,0.103-0.034338i,0.055101-0.019554i,0.027242+0.02057i,0.020715+0.018336i,0.0016952+0.0053897i,-0.0098881+0.0042015i,-0.013977-0.01424i,-0.030072-0.048018i,-0.041556-0.061765i,-0.022739-0.055536i,0.012946-0.050104i,0.035895-0.043276i,0.040344-0.030015i,0.037994-0.018094i,0.02689-0.013922i,0.0072461-0.0077047i
-0.28108-0.069961i,-0.40467+0.079459i,-0.272+0.2417i,-0.10393+0.31179i,-0.04227+0.32111i,0.044152+0.27i,0.086638+0.15519i,0.034953+0.081916i,0.0087608+0.056955i,0.0063893+0.028101i,-0.014449+0.020372i,-0.02836+0.028018i,-0.027511+0.026434i,-0.027916+0.020974i,-0.03181+0.024541i,-0.021974+0.033064i,-0.0040407+0.022081i,-0.003968-0.012635i,-0.028119-0.048917i,-0.05781-0.06429i,-0.070148-0.062066i,-0.058075-0.050942i,-0.02965-0.039206i
0.24983-0.29607i,0.20212-0.60642i,0.017625-0.65573i,-0.042276-0.44532i,0.042157-0.30132i,0.039622-0.31008i,-0.032001-0.28491i,-0.022995-0.18067i,0.023054-0.10712i,0.023315-0.076806i,0.012608-0.038493i,0.02902-0.0043151i,0.045124+0.0073332i,0.049538+0.016745i,0.053761+0.021911i,0.03903+0.0071353i,-0.001178-0.011203i,-0.031166-0.0049801i,-0.026092+0.021117i,-0.0092002+0.039039i,-0.010036+0.046096i,-0.015241+0.049764i,-0.01381+0.041562i
0.037581+0.43536i,0.1935+0.58547i,0.22851+0.48133i,0.16576+0.26047i,0.098349+0.11297i,-0.004652+0.094128i,-0.076111+0.15009i,-0.056843+0.13687i,-0.03733+0.056501i,-0.034021+0.014015i,-0.020052-0.014243i,-0.022134-0.047219i,-0.030411-0.061045i,-0.028201-0.066079i,-0.017693-0.065497i,0.0033051-0.049757i,0.028749-0.02128i,0.039629-0.0010883i,0.027694+0.0054409i,0.020347+0.015917i,0.030018+0.028674i,0.033374+0.024921i,0.016816+0.010878i
-0.39438-0.17289i,-0.5377-0.039312i,-0.41111+0.040365i,-0.27807-0.057764i,-0.24652-0.11476i,-0.12386-0.049602i,0.024215-0.021845i,0.054113-0.010112i,0.036439+0.029309i,0.016621+0.047645i,-0.0025244+0.061151i,-0.0017717+0.061333i,-0.006089+0.037749i,-0.024219+0.026206i,-0.042197+0.029438i,-0.060524+0.027341i,-0.073637+0.013346i,-0.075913-0.00044901i,-0.062068-0.00031622i,-0.033982-0.00044802i,-0.0079965-0.017161i,0.006221-0.03262i,0.011088-0.030956i
0.42453-0.29152i,0.40701-0.48023i,0.21726-0.29048i,0.12463+0.11088i,0.12323+0.23966i,0.061182+0.12305i,-0.0067468+0.07283i,-0.00842+0.08889i,0.028743+0.069181i,0.064345+0.02659i,0.061162-0.011436i,0.019255-0.023353i,-0.0098518-0.0053202i,0.0083163+0.015626i,0.049424+0.013966i,0.062816-0.011668i,0.041103-0.031882i,0.019433-0.024033i,0.018843-0.0047376i,0.021182+0.00092425i,0.0075057+0.0014113i,-0.0058273+0.01108i,-0.0036549+0.012121i
0.0053197+0.53989i,0.21279+0.57907i,0.31812+0.21654i,0.24043-0.18026i,0.10158-0.26686i,-0.0058824-0.20139i,-0.046324-0.15636i,-0.025284-0.12246i,-0.018279-0.085087i,-0.020628-0.037299i,0.0083631-0.012916i,0.034553-0.0164i,0.034585-0.022745i,0.018231-0.041465i,-0.013763-0.056133i,-0.047211-0.02602i,-0.052776+0.034276i,-0.029434+0.060847i,-0.0081094+0.033488i,-0.010298+0.0031939i,-0.020425+0.0016559i,-0.020711+0.0023031i,-0.025723-0.0042721i
-0.50887-0.28262i,-0.67223-0.13915i,-0.47945+0.058262i,-0.20214+0.074317i,-0.10002+0.043621i,-0.041244+0.15289i,0.03933+0.21028i,0.024745+0.13218i,-0.028246+0.060904i,-0.038872+0.022865i,-0.044189+0.0067287i,-0.047314+0.017304i,-0.037018+0.027946i,-0.039346+0.02599i,-0.051662+0.019768i,-0.041143+0.014047i,-0.0053099-0.002876i,0.017035-0.031084i,0.0025856-0.0424i,-0.015091-0.020444i,-0.0026098+0.0074738i,0.019301+0.012389i,0.022018+0.0060904i
0.56264-0.35325i,0.49456-0.62799i,0.044278-0.59422i,-0.36158-0.25163i,-0.38327+0.0090451i,-0.18828-0.013799i,-0.063236-0.10529i,-0.020637-0.084194i,0.01277-0.020401i,0.021163+0.011381i,0.022032+0.013769i,0.020522-0.010351i,-9.317e-05-0.021397i,0.002895+0.012888i,0.044058+0.055016i,0.078913+0.062922i,0.077884+0.04507i,0.059113+0.032155i,0.053805+0.029597i,0.061373+0.018453i,0.056233-0.0062325i,0.023704-0.018125i,-0.0053598-0.0035366i
-0.04191+0.71618i,0.18959+0.92259i,0.461+0.76569i,0.62802+0.46572i,0.59563+0.22761i,0.37014+0.061311i,0.14655+0.01029i,0.046385-0.0025395i,-0.010702-0.035239i,-0.048333-0.028888i,-0.052748-0.011305i,-0.051778-0.0026914i,-0.036102+0.0025881i,-0.0080637-0.019839i,0.0074243-0.056354i,0.0030507-0.078612i,-0.013452-0.078789i,-0.035004-0.059746i,-0.051928-0.03694i,-0.046856-0.029062i,-0.029063-0.038614i,-0.016404-0.045433i,-0.010111-0.039345i
-0.60037-0.42755i,-0.85517-0.3936i,-0.7541-0.24336i,-0.49628-0.21147i,-0.33589-0.22107i,-0.22138-0.10868i,-0.10116-0.029252i,-0.022283-0.037179i,0.017923-0.036847i,0.031816-0.027743i,0.025909-0.016608i,0.014367-0.00068667i,-0.00056876+0.016008i,-0.014365+0.019396i,-0.027467-0.0037235i,-0.039132-0.01905i,-0.033337-0.0071268i,-0.006102+0.0055896i,0.013167+0.0040091i,-0.0023772+0.00098085i,-0.036078+0.011793i,-0.050555+0.033288i,-0.03575+0.046997i
0.7269-0.28473i,0.84509-0.48184i,0.5945-0.44016i,0.23997-0.2465i,0.023042-0.12557i,-0.039011-0.061409i,-0.025424+0.029099i,-0.020436+0.11117i,-0.01417+0.14232i,0.012414+0.11183i,0.01907+0.07196i,0.01653+0.063382i,0.022704+0.054238i,0.01799+0.045197i,0.0065511+0.051499i,-0.0011325+0.044967i,-0.012243+0.018524i,-0.023288+0.0054979i,-0.012889+0.020433i,0.016076+0.036002i,0.031768+0.034948i,0.02867+0.024052i,0.022537+0.0083079i
-0.15845+0.77133i,-0.074708+0.96032i,-0.022536+0.77725i,-0.022896+0.56002i,0.025122+0.42518i,0.041883+0.20281i,-0.010802+0.011822i,-0.013084-0.052175i,0.003947-0.079565i,-0.014887-0.085606i,-0.018117-0.086517i,-0.0093625-0.094377i,-2.0876e-05-0.080908i,0.015421-0.069149i,0.016195-0.063965i,0.0086966-0.036468i,0.0084302-0.0042735i,0.0075397-0.0071161i,-0.0079647-0.042771i,-0.02686-0.065246i,-0.023303-0.049942i,-6.4331e-06-0.020325i,0.018242-0.0053213i
-0.57323-0.5552i,-0.685-0.59842i,-0.32939-0.50127i,0.10191-0.48592i,0.16379-0.40156i,0.068493-0.12789i,0.064748+0.045954i,0.057897+0.041368i,0.038447+0.0219i,0.051297+0.020194i,0.050817+0.0266i,0.032105+0.032006i,0.0019074+0.018705i,-0.02859+0.011978i,-0.037206+0.013989i,-0.036533+0.0073632i,-0.037344+0.0074223i,-0.028025+0.025674i,-0.0099271+0.042512i,-0.0025351+0.038974i,-0.0066205+0.019213i,-0.012313-0.004179i,-0.019755-0.018364i
0.75506-0.21254i,0.74296-0.35566i,0.22389-0.27756i,-0.2734-0.053852i,-0.32468+0.037425i,-0.1721-0.014135i,-0.090956-0.034899i,-0.060211-0.0080949i,-0.046957+0.014386i,-0.050031+0.02591i,-0.053339+0.023319i,-0.052689+0.01148i,-0.050249+0.0068328i,-0.046199+0.018857i,-0.028822+0.042753i,0.0096008+0.053208i,0.042397+0.034291i,0.04389+0.0057726i,0.02555-0.0042562i,0.0080841+0.01012i,-0.0022207+0.02939i,-0.001288+0.035513i,0.0051972+0.027697i
-0.22331+0.75604i,-0.11256+0.90004i,0.069398+0.61509i,0.12687+0.29386i,0.11053+0.17798i,0.13266+0.073517i,0.10469-0.037606i,0.033266-0.035101i,0.011891-0.0088072i,0.019926-0.016519i,0.036081-0.023224i,0.043166-0.025711i,0.035636-0.016764i,0.049472-0.0083965i,0.067599-0.021435i,0.050319-0.033871i,0.01768-0.024095i,0.0041379-0.013009i,0.0041845-0.021195i,0.0077974-0.035917i,0.013762-0.039681i,0.0096868-0.032166i,-0.0026317-0.016578i
-0.52999-0.59192i,-0.70009-0.54297i,-0.47395-0.12805i,-0.037822+0.18219i,0.14499+0.15496i,0.02098+0.077637i,-0.058236+0.071746i,-0.0057731+0.031181i,0.022139-0.0015394i,0.0085749+0.024966i,-0.0064009+0.048607i,-0.017715+0.043438i,-0.018414+0.027491i,-0.018442+0.0092111i,-0.019982-0.009556i,-0.016292-0.028887i,-0.012275-0.042055i,-0.017025-0.035211i,-0.026487-0.0073917i,-0.026257+0.023053i,-0.011359+0.03515i,0.0087537+0.029408i,0.019595+0.016185i
0.79211-0.11745i,0.94466-0.34075i,0.611-0.60366i,0.13065-0.70922i,-0.073949-0.56787i,-0.067743-0.32965i,-0.067691-0.11406i,-0.075736+0.035125i,-0.044303+0.076581i,-0.0051729+0.036698i,0.011931-0.0045688i,0.014253-0.010256i,0.014689-0.00069467i,0.0096856-0.0063817i,-0.0099015-0.017889i,-0.028831-0.0097363i,-0.026681+0.005229i,-0.0064204+0.0065129i,0.015995-0.0022671i,0.020901-0.016905i,0.00041487-0.028032i,-0.020839-0.02386i,-0.022758-0.014543i
-0.35403+0.71789i,-0.36046+1.0148i,-0.14252+1.0047i,0.040126+0.76876i,0.028938+0.49506i,0.023177+0.29894i,0.083937+0.15573i,0.090519+0.026991i,0.036999-0.042132i,0.0017777-0.038411i,0.0049077-0.021893i,0.0081936-0.025609i,0.0033176-0.028703i,0.012498-0.015719i,0.029+0.00050724i,0.029179+0.0049217i,0.010382+0.0010524i,-0.015466-0.006095i,-0.033501-0.0099268i,-0.027721-0.0035055i,0.00045521+0.0043139i,0.020237-0.0023603i,0.014757-0.011032i
-0.35043-0.70086i,-0.51583-0.93661i,-0.53037-0.80315i,-0.38128-0.46796i,-0.20879-0.22901i,-0.13827-0.1316i,-0.092958-0.068501i,-0.019996-0.017902i,0.0179-0.0055697i,0.0082659-0.00068669i,-0.0063424+0.0086396i,-0.0088751+0.010129i,-0.01165+0.0027103i,-0.02808-0.0069024i,-0.044977-0.0061258i,-0.043557+0.0046796i,-0.029145+0.015651i,-0.014227+0.02441i,-0.0043028+0.028177i,-0.0040043+0.02545i,-0.014664+0.02312i,-0.024435+0.026009i,-0.023226+0.027165i
0.71623+0.13435i,1.0067+0.16521i,0.95331+0.04727i,0.65099-0.13024i,0.3671-0.1465i,0.22541-0.053941i,0.15531-0.054497i,0.054481-0.084224i,-0.020337-0.025998i,-0.018182+0.029878i,-0.0092961+0.031215i,-0.019505+0.028508i,-0.02602+0.033083i,-0.018225+0.032502i,0.0040051+0.020161i,0.019854+0.0052605i,0.022532+0.0048067i,0.024677+0.013944i,0.033109+0.017072i,0.040952+0.0025218i,0.034786-0.022769i,0.02046-0.034674i,0.012-0.027156i
-0.5082+0.44458i,-0.80662+0.58191i,-0.92367+0.53722i,-0.8261+0.4188i,-0.59587+0.27133i,-0.36848+0.11983i,-0.22725+0.064653i,-0.11359+0.067941i,-0.023+0.035548i,0.0064393-0.0063966i,0.011-0.020429i,0.018158-0.021412i,0.018979-0.012047i,0.013618+0.010513i,0.0084912+0.032284i,0.0094511+0.037501i,0.017369+0.022844i,0.020426-0.0078695i,0.0014917-0.037992i,-0.029093-0.03949i,-0.038764-0.012583i,-0.025043+0.009195i,-0.010612+0.010602i
-0.038171-0.58969i,0.093151-0.7741i,0.29438-0.62941i,0.38415-0.29035i,0.33425-0.028296i,0.25556+0.026708i,0.15426-0.031133i,0.055224-0.041442i,0.021314-0.012255i,0.011475-0.0027654i,-0.0058847-0.00052029i,-0.015106+0.00023559i,-0.012893-0.0054026i,-0.0026546-0.024929i,0.0014057-0.052063i,-0.0078971-0.061761i,-0.020365-0.050965i,-0.026397-0.023943i,-0.02084+0.011687i,-0.0068343+0.034383i,-0.00087714+0.031883i,-0.007361+0.016592i,-0.012091+0.0085737i
0.43389+0.27753i,0.47488+0.46638i,0.32274+0.53112i,0.20194+0.3815i,0.11903+0.17307i,-0.019417+0.12064i,-0.07598+0.16548i,-0.043364+0.13404i,-0.040513+0.048372i,-0.042575+0.003269i,-0.0229-0.0057773i,-0.012452-0.0025587i,-0.011119+0.0087161i,-0.0072288+0.025088i,0.0011096+0.036276i,0.0071902+0.032029i,0.0037249+0.018586i,-0.0010964+0.0084736i,0.0046688+0.0032797i,0.0188-0.0040531i,0.030246-0.0095323i,0.033583-0.004776i,0.028345-0.0011194i
-0.38547+0.16497i,-0.49098+0.023542i,-0.42031-0.24851i,-0.26215-0.3675i,-0.057272-0.31666i,0.11195-0.27592i,0.11403-0.22587i,0.050019-0.11465i,0.03718-0.034897i,0.034817-0.014412i,0.025518-0.0043997i,0.017635-0.0013609i,0.0055386-0.0066599i,-0.011841-0.015712i,-0.029371-0.022493i,-0.033062-0.017253i,-0.020411-0.0043209i,-0.003532-0.00030148i,-0.000857-0.012573i,-0.015343-0.026151i,-0.027638-0.024631i,-0.025601-0.013349i,-0.015386-0.0031917i
0.051444-0.33214i,0.17765-0.25302i,0.29181+0.026003i,0.2398+0.19273i,0.048059+0.19373i,-0.070529+0.19136i,-0.031244+0.17145i,0.01806+0.096083i,0.0047748+0.047004i,-0.0088564+0.041089i,-0.0056316+0.027766i,-0.00081786+0.0084902i,0.013849-0.0023422i,0.040103-0.0079827i,0.05952-0.0075583i,0.054932-0.0064182i,0.030148-0.0082032i,0.0032029-0.0070407i,-0.014314+0.0045179i,-0.021805+0.02241i,-0.019133+0.028148i,-0.01123+0.015333i,-0.0090474-0.00054777i
0.24267+0.15426i,0.14638+0.12582i,-0.051145-0.022048i,-0.083524-0.16901i,-0.01465-0.26216i,-0.03905-0.30416i,-0.0806-0.2523i,-0.043032-0.16061i,0.0058681-0.094483i,0.018949-0.046101i,0.0097177-0.015387i,-0.010684+9.3827e-05i,-0.033765+0.012741i,-0.05398+0.022396i,-0.063207+0.025526i,-0.054809+0.021995i,-0.031967+0.014434i,-0.0059847+0.0082687i,0.019258+0.0052573i,0.043728+6.2395e-05i,0.05169-0.0022296i,0.039598+0.0054715i,0.025983+0.011618i
