-0.0027094-0.00057608i,-0.003571+0.0012878i,-0.0044126+0.0029995i,-0.0030103+0.0033599i,-0.00072254+0.0033449i,0.00022526+0.0023638i,-9.0091e-05+0.0013985i,-0.00016842+0.0013131i,0.00062377+0.0005359i,0.0011039-0.00018034i,0.0014928-0.00043646i,0.0013672-0.00068281i,0.00078984+1.2553e-05i,0.00090165+0.00046409i,0.00033875+0.00044211i,-0.00027473+0.00055797i,-0.00053856+0.00010211i,-0.00011541-0.00061426i,0.00036168-0.00057928i,0.00017452-3.9097e-06i,6.0956e-05+0.0004511i,3.9626e-05-6.561e-05i,-1.2366e-05-0.00052752i
1.3152e-05+0.0021248i,-0.0006247+0.0021508i,-0.00077849+0.002407i,0.00046577+0.00087465i,0.00095273-0.00030871i,-0.0003557-0.00079936i,-0.0013393-0.00049146i,-0.00060003+0.00037564i,1.7703e-05+0.00043409i,0.00045562+0.00085409i,0.001042+0.0011756i,0.00068007+0.00076261i,-0.0004696-1.5594e-06i,-0.0011239-0.00066863i,-0.00065556-0.0011673i,-0.00023899-0.00057258i,-0.00094477+0.00036252i,-0.00084654-0.00017681i,-0.0003154-0.0005583i,-0.00056396-0.0010908i,-0.00034358-0.00074358i,6.1174e-05+0.0010254i,0.00055311+0.00065195i
-0.0004372+0.00089465i,-0.00074405+0.0022375i,6.8524e-05+0.0013537i,0.00036954-0.00054697i,-0.00035243-0.00096286i,-0.00071281-0.00023788i,-0.00062849+2.1074e-05i,-0.00028928-0.00072848i,-0.00023706-0.00091646i,-0.00022777+0.00015032i,6.6708e-05+0.00076166i,-2.3299e-05-6.2025e-05i,0.00070656-0.00026416i,0.0013546+3.0607e-05i,0.0015551+0.00016927i,0.0011581+0.00017884i,0.00047479-0.00042888i,0.00044441-0.00040573i,0.00035084+0.00020181i,-0.00038447+0.00053894i,-0.00080655+0.00054257i,-0.00026495+2.6604e-05i,-0.00049841+9.4426e-05i
-0.0017779+0.00045637i,-0.0011082+0.00038359i,-0.000655+0.0010424i,-0.00044539+0.0015107i,0.00022373+0.0011675i,0.00051536+0.0002412i,-0.0002976+3.8975e-05i,-0.0010461+0.00028473i,-0.0004423+0.00011735i,-7.6009e-05+4.1835e-05i,-0.00065544+0.00015867i,-6.6563e-05+0.00052309i,0.00027713+0.00058637i,-0.00030394+0.00023433i,-0.00064134+0.00036429i,-0.00033716+0.00043316i,-0.00019428+0.00046626i,-0.00016133+0.00044852i,-4.5344e-05-0.00012428i,-5.5963e-05+3.3402e-05i,-0.00025933+0.00050726i,0.00058805+0.00016896i,0.0012376-0.0010083i
-0.0013859+0.0013522i,-0.0015319+0.0029962i,-0.0012048+0.0025562i,-0.00037427+0.0010737i,8.2573e-05+9.6661e-05i,-0.00022821-0.00041649i,-0.00051698+0.00012162i,-0.00069915+0.00038428i,-0.00039004-0.00018552i,-5.5552e-05-0.00026229i,-0.00017218+0.00045265i,-0.0002274+0.0010407i,-0.00028551+0.00076559i,-0.00045772+0.00056534i,-0.00067773+0.00045907i,-0.00071825+0.00062447i,-0.0003376+0.00067903i,-0.00017777-3.5261e-05i,0.00028696-0.00013923i,0.00047411+0.00026687i,0.00026121+0.00014339i,-8.568e-05+6.1244e-05i,4.207e-05+6.4318e-05i
-0.0019109+0.0015766i,-0.0015364+0.0014474i,-0.00051896+0.00098647i,9.8473e-05+0.00055231i,0.00049568-0.00065989i,0.00029816-0.0012002i,-0.00028124-0.00091482i,-0.0001706-0.00057451i,-0.00048881-0.00038108i,-0.00097858-0.0003424i,-0.00059377-0.00014581i,-0.00039631+0.00047195i,-0.00023991-2.0013e-05i,0.00024905-0.0014429i,0.00010034-0.00055761i,-0.00029372+0.00067169i,-0.00011537+0.0001682i,-1.3919e-05-6.5666e-05i,-0.00021149+0.00038655i,-0.00056306+0.00046799i,-0.00040947+5.067e-05i,0.00021223-0.00084881i,0.00048862-0.00092121i
9.1326e-05-0.00040778i,-0.00060508-0.00049046i,-0.001411+0.00033647i,-0.0015812+0.00088057i,-0.00077223+0.00073571i,-9.3872e-05+0.00074086i,-0.00058124+0.00020407i,-0.0010746-0.00034476i,-0.00034822-9.8129e-05i,-0.00014137+0.00023067i,0.00013366+8.164e-05i,0.00013758+0.00022041i,-0.00061181+0.0010712i,-0.00041046+0.0019825i,0.00018707+0.0013538i,-0.00018885+0.00052079i,-0.00046394+0.00087764i,0.0005045+0.00077825i,0.00076602-1.0956e-05i,0.00017015-0.0010731i,-0.00035414-0.0013418i,-0.00047718-0.00071061i,0.00077116-0.00034279i
0.00084109+0.00066251i,0.0015719+0.0021422i,0.0012499+0.0020318i,0.000421+0.0004947i,-0.00018379-0.0011468i,-0.00095228-0.0013201i,-0.00075931+0.00012594i,0.00023956+0.00093592i,5.6036e-05+0.00014646i,-0.00025615-0.0006338i,0.00030129-0.00052087i,0.00068005+0.00037317i,0.0012176+0.0010219i,0.0010283+0.00018089i,0.00011456-0.00012002i,-0.00013185+0.00083835i,0.00031801+0.00078092i,0.00063851-3.2039e-05i,-0.00024044-2.4387e-05i,-0.0002338-0.00022667i,5.841e-05+1.7211e-05i,-0.00036761+0.00072552i,-0.00096221+2.3062e-05i
0.00074529+0.0005629i,0.00056838+0.00057521i,0.0010053+0.00068063i,0.0010717+0.00047233i,0.0003528+0.00062681i,-0.00024248+0.0004297i,-0.0010877+0.00066324i,-0.00156+0.00092397i,-0.00096173+0.00042956i,0.00010141-0.00054713i,0.00011125-0.00051807i,-0.00020158+1.424e-05i,-0.00036186-0.00019299i,-0.00070075+6.9823e-05i,-8.4502e-05+0.00015702i,0.00094187-6.3787e-05i,0.00017876+0.00035374i,-0.00066666+0.00045501i,-0.00025981-8.7209e-05i,0.00012894+7.5508e-05i,0.00088192+0.00044413i,0.00096782+0.00022945i,7.9512e-05-0.00031926i
0.00079245+0.0023992i,0.00091842+0.0032163i,0.00039702+0.0033255i,0.00024032+0.0020566i,4.6663e-06+0.00024984i,-0.00079626-0.00025619i,-0.0013868+0.00025202i,-0.00081499+0.0005602i,-0.00031703+0.00049346i,-0.00066066-9.4328e-05i,-0.00071831+3.4344e-05i,-0.00087716-3.5166e-05i,-0.00028885-0.00058031i,1.7758e-05-0.00045012i,-0.00067619-0.00095702i,-0.00050116-0.0014625i,-0.00013516-0.0008583i,-0.00015296-0.00028784i,-0.00021395-0.00022172i,-0.00047245-9.28e-05i,4.9285e-05+0.00026699i,0.00073749-0.00028613i,0.00096322-0.00060159i
0.00064406-0.00033148i,0.00029426-0.0005716i,0.00069242-0.00089434i,0.00059131+0.00040382i,-0.0010167+0.00093899i,-0.0016086+0.00026271i,-0.0011379-6.1191e-05i,-0.00055919-7.6833e-05i,9.7318e-05+0.0002345i,0.00041531+0.00050422i,0.00069089+0.0002778i,0.00065232-4.306e-05i,0.00032771+9.8235e-05i,0.00010794+1.2418e-05i,-0.00010821-0.00060865i,0.00011944-0.0011372i,-0.00023011-0.0010227i,-0.00023653-0.00081905i,-0.00045883-0.00011938i,-0.00081904+0.00054954i,-0.00035124+0.00095788i,0.00039272+0.00026583i,0.0012301-0.00071344i
0.00021569+0.0020746i,0.00028326+0.0022957i,0.00093308+0.0011936i,0.0012469-0.00029111i,0.00087851-0.00038763i,-7.8673e-06+0.00029495i,-8.711e-05+0.00023217i,3.1929e-05+0.00013299i,0.00016888+1.7155e-05i,-1.2427e-05-0.00037835i,-0.0006145-0.00024364i,-0.00047215+0.00042772i,0.00061328+0.00024989i,0.00072616+1.6928e-05i,1.556e-05+8.6926e-05i,-0.00071032+0.0003842i,-0.00089896-0.00036825i,-0.00015218-0.00080895i,0.00032239-0.00014443i,0.00019923+0.0001292i,0.00025753-0.00020285i,0.00067902-0.0002482i,0.00016635-0.00046513i
-0.0010483+0.00069138i,-0.00072978+0.0019052i,3.7916e-05+0.0025833i,-0.00014968+0.0021383i,-0.00077169+0.00094828i,-0.0013187+0.00072525i,-0.0012148+0.00098509i,5.3461e-06+0.0010388i,0.00073607+0.00082906i,0.00019295+0.00083239i,-0.00014379+0.00087812i,0.0008435-0.00010949i,0.0013342-0.00085793i,0.0013128-0.00032705i,0.00086238+3.4492e-05i,-0.00028837-0.00010702i,-0.00062581-2.307e-05i,-9.4888e-05+0.0003512i,-0.00014726+0.00046089i,-0.0002399+0.00041438i,-9.0966e-05+0.0001056i,1.4775e-06+6.4526e-05i,-0.00041227+0.00030328i
0.0021825-0.00082246i,0.0014747-0.00070258i,0.0012999-0.00041513i,0.00071053-0.0010555i,0.00040134-0.001039i,0.00025464-5.8152e-05i,-0.00011855+0.00082892i,0.00048713+0.00096824i,0.00065055+0.00026957i,-2.4725e-06-0.00027626i,-0.00047818+0.00092992i,-0.00038332+0.0015405i,-0.00029225+0.00062698i,-0.00041405+0.00069263i,-0.00039245+0.0015201i,-0.0002132+0.0016066i,-0.00017501+0.0010245i,9.3845e-05+0.00014055i,0.00042125+0.00018255i,5.3391e-06+0.00056055i,0.00035645+0.00018362i,0.00070999-0.00021689i,0.00072045-0.00026508i
0.0012702+5.2403e-05i,0.0016416+7.6837e-06i,0.0014723+2.6283e-05i,0.00085545-0.00027975i,8.7105e-05+6.8398e-05i,-0.000404+0.00025508i,-0.00023847-0.00054994i,0.00044268-0.00023212i,2.4454e-05+0.00016795i,-0.00048337-5.7921e-05i,-0.00041791-0.00011834i,-0.00045696-0.00030429i,-0.0009924-0.00016861i,-0.00074759+0.00034365i,-0.00055629+0.00057599i,-0.00048982+0.00059681i,0.00030168+0.00044017i,0.00018302+0.00037632i,5.283e-05+0.00071843i,0.00032953+0.00018205i,-0.00030054-0.00057312i,-0.00082873-0.00041122i,-0.00049058-8.3031e-05i
-0.0024973+0.00020539i,-0.0021844+0.0011474i,-0.0018671+0.0015051i,-0.0021033+0.00057204i,-0.0013931+0.00029188i,-0.00026061+5.7064e-05i,-2.8242e-05-0.00018956i,-2.6701e-05+7.8215e-05i,-0.00022066-0.00013513i,-0.00072641-0.00035104i,-0.00050723+0.00029436i,0.00032375+0.00044758i,0.00050102-0.00042984i,0.00047461-0.00068504i,0.00091295-0.00065272i,0.0010041-0.00082797i,0.00030304-0.00021677i,-0.00019128+0.00066914i,-7.5474e-05+0.00023575i,0.00019679-8.2443e-05i,0.00016973-3.3721e-05i,-0.00033011-0.00048775i,-7.4146e-05-0.00015819i
-0.0019934+0.00057124i,-0.0020642+0.00097586i,-0.0010222+0.0016953i,-0.00038053+0.0019151i,-0.00036877+0.0013751i,-0.00066769+0.00048538i,-0.0007352+1.0342e-05i,6.593e-05-0.00068157i,0.00053207-0.00078625i,-6.2608e-06-0.00014073i,-0.0003334-9.726e-05i,-0.00030115-0.00050678i,-0.00013292-0.00036435i,-0.00041748+8.7537e-05i,-0.00029471+0.00023315i,-0.00048421+0.00027049i,-0.00082954-6.1674e-05i,-0.00025083-0.00024926i,-0.00014327+0.00010969i,-0.00045163+0.00079589i,-0.00084638+0.00049683i,-0.00044887-9.9538e-05i,-0.00011315-9.871e-05i
0.00065799+0.0010715i,0.0016389+0.0017189i,0.0014511+0.0021776i,0.0009497+0.0013033i,0.00047105+0.00060401i,0.00054586+0.00032977i,0.00016729+0.00040722i,-0.00051669+0.00038912i,-0.00021647+0.00034865i,5.3112e-05+0.00043195i,-0.00052207-0.00049512i,-9.3368e-05-0.00080249i,0.0007515-8.3444e-05i,0.00052797-0.00042358i,0.00046542-0.00041847i,0.00066214+0.00011227i,0.00042198+0.00075305i,-9.677e-05+0.0014271i,-0.00046721+0.001686i,-0.00035722+0.00093972i,-0.00089177+0.0001145i,-0.001022+0.00025014i,-0.00042325-0.00041606i
-0.00091888+0.00021784i,-0.0018077-0.00016741i,-0.0015374-0.00068606i,-0.00086613+5.0008e-05i,-0.00029179+0.00093097i,0.00029814+0.0002466i,-0.00044652-0.00055514i,-0.00092856-0.0007204i,-0.00024938-0.00032889i,0.00012622+0.0002706i,-0.00032289+0.0010545i,-0.00035792+0.0010775i,0.00033019+0.0003099i,0.00063675+6.1351e-05i,0.0010904+0.00020262i,0.0015447-0.00014386i,0.0010933-0.00032113i,-5.1457e-05-4.7346e-05i,-0.00038495+0.00014026i,0.00035786+0.00018756i,0.00055325+0.00074548i,0.00040312+0.0011797i,-5.4082e-05+9.4262e-05i
-0.0017307+0.0018135i,-0.0015915+0.0024962i,-0.0011111+0.0026287i,-0.00030371+0.0023106i,-0.00044805+0.0012953i,-0.00077152+0.00029209i,-0.000666+0.00030543i,-0.0004395+0.00033493i,-0.00056126+3.4363e-05i,-0.00069792-0.00017362i,-0.00045308+0.00062572i,3.2648e-05+0.00068898i,0.00043017-0.00016432i,0.00053694-0.00074583i,0.00066019-0.00071599i,0.0002228-0.00068193i,-0.00050648-0.00058319i,5.7174e-05+0.00061677i,0.00047299+0.00097076i,0.00023415+0.00051453i,7.2069e-05+0.00026618i,-0.00088957+0.00069286i,-0.00074424+0.00073087i
-0.0015433+0.0016749i,-0.0012123+0.0037883i,-0.00025502+0.004735i,-4.1971e-05+0.003007i,5.0155e-05+0.0019473i,1.1318e-05+0.0012737i,-0.00015684-0.00013553i,-0.00045503-0.0005911i,-0.00054802-0.00010261i,-0.00065954+0.00042534i,-0.00054142+0.00016402i,-2.7276e-05-0.00020814i,0.00039398-0.00050844i,0.00018728+0.00011527i,-4.159e-07+4.84e-05i,0.00056697-0.00031469i,0.00089002+0.00019909i,0.00039006+0.00030913i,-0.00019677+0.0001667i,0.00013149-0.00018121i,0.0010613-0.00031101i,0.0010912-0.00014049i,0.00045662+0.00044311i
-0.00088938+0.0012103i,1.3901e-05+0.0015446i,0.00070221+0.00034156i,0.00045067-0.00070223i,0.00030014-0.00027306i,0.00039548+0.00021325i,-0.00031155+0.00052686i,-0.00044027+0.001237i,-7.1275e-05+0.00089195i,-0.00032232+0.00016908i,-0.00018562+0.0002502i,-7.6916e-05+0.00011436i,-3.2302e-05-0.00063764i,-0.00045356+0.00018251i,-0.00085661+0.00022377i,-0.00055999-0.00042312i,-0.00040171-5.1847e-05i,0.00013229+0.0004647i,0.00042029+0.00040896i,-0.00082234-0.0003682i,-0.0012352-0.0004437i,-0.0002034+8.1553e-05i,0.0006297-5.9992e-05i
-0.0014934-0.0015244i,-0.0031187-0.0013084i,-0.0025641-0.00084672i,-0.0019675-0.00030399i,-0.0012973-0.00066874i,-0.00087544-0.00090768i,-0.00080861+0.00024385i,-0.00070973+0.00085042i,-0.00021994+0.00021666i,-0.00017779+0.00017474i,-0.00094868+0.00019006i,-0.00093445-0.00053659i,0.00029948-0.00080091i,0.00085559-0.0003055i,0.00064865-5.0008e-05i,-6.1264e-05-0.00046064i,-0.00030856+8.3457e-05i,0.00010767+3.5578e-05i,3.828e-05-0.00053404i,-0.00017634-0.00018283i,-3.2452e-06-0.0001036i,0.00011266+9.9793e-05i,2.9879e-05+0.00073173i
0.00029822+0.00047712i,0.00087912+0.0010488i,0.0008738+0.0017984i,0.0010931+0.0014394i,0.00018795+0.00074871i,-0.00075405-2.2065e-05i,-0.0010886+0.00085227i,-0.00081224+0.00093287i,0.00011857+0.00015317i,0.00035109+0.00015054i,6.9844e-06+0.00044419i,-0.00029758+0.00093258i,0.00038334+0.00083342i,0.0012171+0.00079675i,0.0010367-0.0003194i,0.00081812-0.0010878i,-2.7296e-05-0.00058701i,-0.00069746-0.00021996i,-0.00049136-0.00023828i,-0.00051735-0.00042868i,-0.00096335-0.00057302i,-0.00031119-0.00051248i,0.00038214+0.00043758i
-0.0012055+0.0030733i,-0.00036699+0.0037375i,-0.0001901+0.0020934i,-0.00083311-0.00011661i,-0.00079523-0.00048616i,-0.00030268-0.00053217i,2.047e-05-0.00044843i,0.00036197+0.00038947i,0.00017038+0.00034613i,-0.00014797-1.3908e-05i,-0.00025706-6.0319e-06i,-0.00056657+0.00014997i,-0.00081605+0.00058214i,-0.00039528-0.00034331i,0.0006944-0.0007972i,0.00076871+8.9711e-05i,0.00042838+0.00031316i,0.00047929+0.0002502i,0.00012081+0.0002122i,0.00015733-0.00025634i,0.00013444-0.00068542i,0.0003205-0.00031035i,0.00038418+0.00024582i
-4.3217e-05+0.0005701i,-0.0007672+0.0015672i,-0.00094981+0.001587i,-0.00054185+0.0013132i,-0.00066467+0.0012539i,-0.00068926+0.0010774i,-0.00022326+0.001038i,-0.0003414+0.00053069i,-0.00017795+0.0004063i,-0.00063503+0.00092799i,-0.001037+0.00089147i,-0.00050078+0.00062649i,-6.8344e-05+0.00043092i,-0.00023301+0.00037988i,-0.00010983+0.00024092i,5.1076e-05+0.00063968i,-0.00089243+0.00083284i,-0.001277+0.00037027i,-0.00080323+4.5686e-05i,-0.00054321-8.7886e-05i,-0.00069637-0.00012395i,-0.00050303-0.00033465i,0.00082364-0.00031345i
0.00074248+0.0011778i,0.0010174+0.0021479i,0.0012495+0.0020434i,0.00020238+0.00059916i,-0.00072443-0.00076673i,-0.0009405-0.00086076i,-0.0008329-0.00042048i,-0.00031633+0.00033934i,-0.00026278+0.0005907i,-0.00072033+0.00051359i,-0.0012926+0.00031642i,-0.00099098+9.5286e-05i,-0.00048478+0.00048346i,-0.00045629+0.00090555i,-0.000161+0.00046333i,0.00041992-0.00052998i,0.00080625-0.00062066i,0.00095684-0.00030092i,0.00070874-0.00024542i,0.00017673+0.00014386i,-0.00038074+0.00025887i,-0.00042261+9.7081e-05i,0.00049547+0.00071559i
-0.00020158+8.2565e-05i,0.00035341+0.00086108i,0.00052929+0.0021577i,0.00093946+0.002206i,0.0011636+0.0015052i,0.00029649+0.0010807i,-0.00099023+0.00088352i,-0.00095288+0.00058259i,-0.00046648-8.0527e-06i,-0.00083878-0.00038235i,-0.0009829+0.00027818i,-0.00018438+0.0009698i,0.00029461+0.00082775i,-0.00011489+1.3183e-05i,-9.0571e-05-0.00019214i,0.00042264-0.00020509i,0.00078464-0.00020525i,0.00068433+5.1202e-05i,0.00058588+0.00074427i,0.00057361+0.0010727i,0.0003449+0.00038108i,-0.00012836-0.00092243i,-0.00014557-0.00093956i
0.00042148+0.00053827i,0.00022974+0.0011767i,-0.00072541+0.00070828i,-0.0010886+0.0011304i,-0.0010803+0.00082218i,-0.00032433+1.9281e-05i,-0.00025572+1.6037e-05i,-9.5156e-05+0.00017365i,7.3735e-05+0.00029238i,-0.00028962+0.00018308i,-0.00011916+0.00033762i,0.0001039+0.00060053i,0.00018638+0.00064105i,0.00062902+0.00080379i,0.0014443+0.00070451i,0.001133+0.00014651i,0.00061398-0.00016464i,0.0006756-0.00039281i,0.00027971+0.00015856i,-0.0004358+0.00060735i,-0.00027556-0.00038787i,-5.2291e-05-0.00045771i,-1.2667e-05-0.00052867i
-0.0015294+0.0037655i,-0.0010645+0.0042482i,0.00016643+0.0026184i,0.0010476+0.0016163i,0.00051133+0.00069301i,8.4925e-05-0.00055145i,-0.00049369-0.00077919i,-7.6199e-05+0.00014642i,0.0004083+0.00034658i,7.6749e-06+0.00049265i,-0.00065454+0.0006526i,-2.4647e-05-0.00034254i,0.00089357-0.0007148i,0.00041977-0.00087466i,9.084e-05-0.00039227i,0.00047109-0.00043518i,-0.0002109-0.00016089i,-0.00049205-7.0949e-05i,0.00018509-1.2092e-05i,0.00064878+0.00043408i,0.00057009+0.00084801i,0.00013904+0.00033609i,0.00026603-0.00036239i
0.0011732+0.00087454i,0.0010208+0.0012969i,0.00067266+0.00098753i,-1.2191e-05+0.00026525i,-0.0011213+7.2957e-05i,-0.001454+1.312e-05i,-0.00076389-0.00033987i,-0.0005542-8.376e-05i,-0.00013606+4.337e-05i,0.00034193+0.00020843i,0.00012037+0.00020577i,0.00056002+0.00011197i,0.00085627+0.00064663i,-0.00026332+0.0010527i,-0.00037485+0.00077903i,-0.00015254+0.00038439i,-0.00046567+0.00078163i,-0.0004687+0.00091295i,-0.00040035+0.00021254i,0.0001697+0.00017359i,0.00050821+0.00018869i,0.00073587-0.00049576i,0.00057329-0.00041326i
0.0011705+0.0020133i,0.0013765+0.0023466i,0.0012374+0.0023631i,0.00078038+0.0022913i,0.00070675+0.001508i,-0.00041452+0.00036905i,-0.0014758-0.00027301i,-0.0008041+3.8258e-05i,-0.00035962-5.3404e-05i,-0.00035828+3.109e-05i,-0.00040884+0.00014563i,-0.00013024-0.00034959i,0.00073537-0.00023516i,0.0011652+0.00017066i,0.00027404+0.00089627i,-0.00083403+0.00064994i,-0.00057391-0.00011939i,-0.00016129+7.0019e-05i,-0.00066331+0.0009357i,-0.00066925+0.00084734i,-0.00040187+3.5164e-06i,-0.00019056-0.00025765i,5.0738e-05+0.00026685i
-0.00093062+0.0010339i,-0.0011948+0.0017846i,-0.0010202+0.0021447i,-0.00069516+0.0017573i,-0.0015118+0.00089765i,-0.0021445-0.00066448i,-0.0015256-0.0010057i,-0.00082557+0.00041821i,-0.00060045+0.0010153i,-0.0007106+0.00077281i,-0.00088595-7.0037e-05i,-0.00023303-0.001469i,0.00060317-0.0010706i,0.0011429+6.8673e-05i,0.0013207+0.00044331i,0.00062785+0.00057359i,0.00013082+0.00067894i,0.00010033+0.0007531i,0.0001487+0.00023897i,0.00026114-0.00041017i,0.00026272-0.00078502i,7.1835e-05-0.0006386i,-0.00026725+0.00017425i
-0.0012967-0.00030649i,-0.0017578+0.0013687i,-0.0012414+0.0018344i,-9.0595e-05+0.00113i,0.00013734+0.0010481i,-0.00010466+0.001324i,-0.00052148+0.00032193i,-0.00015429-0.00071119i,0.00033683-0.00041937i,0.00020241+0.0001358i,8.4931e-05-3.4788e-05i,0.00021214-0.00016174i,0.00016612+0.00032541i,0.0005053+0.00032518i,0.00012636+9.1679e-05i,-0.0005229+0.00030214i,-0.00028641+0.00042943i,-0.00021824+2.1895e-05i,-0.00064717-0.00075209i,-0.00071183-0.00077609i,-0.00056441-0.00021639i,-0.00057025-3.4538e-05i,-0.00053707-0.00024568i
0.0028589-0.0008382i,0.0027105+0.00037785i,0.0021776+0.00032749i,0.00037399+0.0004485i,-0.0013515+0.0001424i,-0.001514-0.00037151i,-0.00026281-0.00024456i,-0.00019205-0.00010701i,-0.00097779-6.8239e-05i,-0.0012361+1.6614e-05i,-0.00090886+0.00044593i,-0.00045014+0.00099627i,-4.2329e-05+0.00097012i,0.00058124+0.0012394i,-1.6568e-05+0.0019415i,-0.00081668+0.0016766i,-0.00017323+0.00068514i,0.00054167+0.00013743i,0.0006363+0.00023252i,0.00047665+0.00069893i,0.00043785+0.00045303i,0.00039909-8.4286e-05i,0.00011428-8.9886e-05i
-0.0010791+0.00063637i,-0.00015662+0.00040396i,0.00034385+0.00053222i,0.00018004+0.0014738i,0.00033336+0.0015145i,0.00071987-8.9425e-05i,0.00035709-0.0011328i,0.00024156-0.0014098i,0.0006955-0.00091891i,0.00065766-0.00029298i,1.043e-05-0.00010422i,-0.00082101+0.00061791i,-0.0013792+0.00037912i,-0.0010155-0.00095662i,-0.00024152-0.00084694i,0.00045614-1.0475e-05i,0.00075549+0.00013437i,0.00043518+0.00015914i,0.0007776+2.9509e-05i,0.0010435-0.00024914i,0.00035065-0.00056552i,-9.5356e-05-0.0005842i,0.0001252-0.00063874i
-0.0011123+0.0024402i,-0.00091772+0.0026966i,-0.00033897+0.0010825i,0.00044122+6.4389e-05i,0.00022991+0.00027811i,-0.00057988+0.00058173i,-0.0010846+0.00027791i,-0.0010108-0.00024649i,-0.00066265-0.00015753i,-0.00086578-0.00012874i,-0.00101+0.00043388i,-0.00083635+0.00073265i,-0.00093072-0.00035731i,-0.00091349-0.00048097i,-0.00048135+0.00050884i,-0.00034968+0.0012027i,-0.00038437+0.0010279i,-2.9453e-05+0.00014153i,0.00032438-0.0002991i,0.00042829+5.8527e-05i,0.00074326+3.2148e-05i,0.00044634-0.00010428i,-0.00029099-0.00032261i
-0.0019726+0.002542i,-0.0025309+0.0026781i,-0.0018506+0.0021604i,-0.0010261+0.001034i,-0.00097742-0.00013316i,-0.0019971-0.00078065i,-0.0022156-1.6148e-05i,-0.0013643+0.0011384i,-0.00099196+0.0011471i,-0.00038844+0.00021744i,-0.00022205-0.00084541i,-0.00046288-0.0011443i,-0.00020768-0.001155i,3.1076e-05-0.0011135i,-0.00037793-0.0013818i,-0.00089519-0.00040992i,-0.00060258+0.00022965i,6.252e-05+0.00010095i,0.00021998+0.00066049i,-0.00032067+0.00027933i,-0.00047243-0.001089i,-0.00038051-0.0013982i,-0.0010333-0.00087395i
0.00052406+0.00097261i,0.00034061+0.0014744i,-9.3313e-05+0.0018951i,-0.00038564+0.00011193i,-0.00052292-0.0013977i,-0.0021794-0.00088148i,-0.0016861+0.00037255i,-0.00019974+0.00084143i,0.00011752+0.00042829i,0.00033243-0.00030137i,0.00076771-0.00025812i,0.00090733+0.00017842i,2.1892e-05-0.00031193i,-0.00055376-0.00071328i,-0.00073312-0.00067268i,-0.00059017-0.00085208i,-3.1856e-05-0.00074685i,0.00053463+0.00016488i,0.00089016+0.0014751i,0.00050824+0.00085049i,0.00020922-0.00027653i,0.00015657-0.00052803i,-6.4537e-05-0.00044576i
-0.0010808-0.00029205i,-0.00042053+0.00028916i,8.6708e-05+0.00060016i,-0.00041101+0.0016755i,-0.00069353+0.0023721i,-4.8913e-05+0.0011703i,-0.00051888-0.00036338i,-0.001324-0.0010885i,-0.00072195-0.0010558i,-0.00011467-0.0001004i,0.00024471+0.00077509i,0.0011326+0.0010432i,0.001393+0.00042493i,0.00096043+0.00043821i,0.00065523+0.0010059i,0.00063746+0.000629i,0.00061406+0.00014662i,0.00039027-3.999e-05i,-0.00052041-0.00048865i,-0.0010395-0.00070861i,-0.00033044-0.00064193i,0.00044631-0.00068818i,0.00096858+2.0656e-05i
0.00094005+0.0022804i,-0.00011359+0.0021454i,-0.00025382+0.00051114i,-0.00024963-0.00010955i,-0.00052401+7.1265e-06i,-0.0016634-7.3379e-05i,-0.0016549+0.00019243i,-0.00044777+0.0011112i,-0.00065537+0.0013988i,-0.001053+0.00068504i,-0.00035326+0.00010022i,0.00051555-0.00021032i,0.0010459+0.00020541i,0.00022046+0.00037305i,-0.00092338+0.00020953i,-0.00060576-6.1431e-05i,-0.00031266+5.4671e-05i,-0.00041239+0.00037375i,-3.3708e-05+2.3142e-05i,0.00060927-0.00063268i,0.00030964-0.00039664i,-0.00044227+0.00018781i,-7.0684e-06+0.00032436i
0.0016198+0.00073081i,0.00095241+0.00135i,0.00038443+0.0003796i,-0.0002803-0.00033082i,-0.00063459-0.00024866i,-0.00017356+0.00013561i,-0.00012492+0.0001168i,-0.00042748+3.6767e-06i,-0.00087481+0.00043001i,-0.00066913+0.00063623i,-0.00072587-3.0784e-05i,-0.00023189-0.00024979i,0.00062488+0.00031594i,0.00083783+0.0004748i,0.00089189+0.00040165i,0.00017343+0.00046446i,-0.00027544-0.00017762i,0.00051097-0.00095952i,0.00051293-0.00075744i,0.00066674+0.0003308i,0.00096177+0.00042905i,0.00031542-8.335e-06i,0.00016328+0.0002661i
-0.0012936+0.0013858i,-0.001906+0.0026343i,-0.0011839+0.0020029i,-0.00014864+0.00067487i,0.00014126-0.0002977i,0.00018387-0.00087203i,-0.00049357-0.00041536i,-0.00073977+9.9101e-05i,-0.00039469+9.5755e-05i,-0.00063809+0.00016178i,-0.00069197+0.00028972i,-0.00042795+0.00027904i,-0.00085497+0.00028336i,-0.0012733+0.0011722i,-0.0010854+0.00050336i,-0.00028063-0.00065741i,1.7573e-05-0.00022273i,-4.4864e-05+0.00031728i,-0.00011728+0.0009727i,5.4437e-05+0.0012395i,0.00028324+0.0011455i,-0.00011727+0.00098717i,-0.00032365+0.00042602i
