-0.0022109+8.8647e-05i,-0.0020511-0.0010635i,-0.0015124-0.0010121i,-0.0014937-5.2184e-05i,-0.0010501-6.3907e-05i,-0.00016508-0.00011159i,7.7922e-06+0.00053177i,0.00045289+0.0010363i,0.0012475+0.00026874i,0.00046792-0.00064221i,0.00024224-0.001041i,0.00039984-0.0012897i,3.3576e-05-0.0011481i,5.4398e-05-0.00084652i,-9.3484e-06-0.00072025i,-0.00046742-0.0006303i,-0.0005337-0.00039118i,7.9679e-05-0.00021914i,0.00079394-5.9147e-05i,0.00034698-0.00026825i,-0.00054256-0.00010716i,-0.0013755+0.00052433i,-0.00085778+0.00036237i
-0.067165+0.047993i,-0.17879+0.21183i,-0.21773+0.44907i,-0.10615+0.53254i,0.022967+0.38442i,0.063035+0.20363i,0.075123+0.097096i,0.086064+0.028126i,0.07596-0.01242i,0.044814-0.02695i,0.0076785-0.01475i,-0.0054006+0.0055106i,-0.0017322+0.0096521i,-0.00032366+0.0069628i,-0.0039477+0.0026276i,-0.0079426+0.0052756i,0.001429+0.015502i,0.018399+0.016638i,0.025795+0.0077918i,0.022546+0.00029458i,0.018393-0.0011156i,0.018481-0.0025362i,0.017061-0.0067624i
0.00084233-0.024504i,0.11287-0.058543i,0.27681-0.12171i,0.31656-0.18162i,0.19629-0.17159i,0.088597-0.10308i,0.043206-0.059676i,-0.0091074-0.043359i,-0.047261-0.01334i,-0.037837+0.0094895i,-0.019087+0.0014216i,-0.016165-0.0073431i,-0.008442-0.0062385i,0.0028834-0.013525i,0.0026706-0.022753i,-0.0044955-0.023479i,-0.01277-0.020495i,-0.017541-0.015544i,-0.017523-0.010153i,-0.01533-0.0058433i,-0.011796-0.0054411i,-0.012812-0.011286i,-0.019597-0.014596i
-0.027451-0.012235i,-0.051693-0.079438i,-0.1079-0.14626i,-0.14012-0.11795i,-0.063414-0.014081i,0.032868+0.02467i,0.051835-0.0098143i,0.046694-0.029033i,0.055199-0.027278i,0.050057-0.028127i,0.029079-0.030395i,0.008393-0.028469i,-0.0013895-0.014067i,0.0064437+0.0015385i,0.017452+0.0012325i,0.015601-0.0045307i,0.01206-0.0015858i,0.013967+0.0044623i,0.014455+0.0069335i,0.013133+0.0089069i,0.011715+0.015153i,0.0099613+0.024947i,0.010033+0.033578i
0.0731-0.011088i,0.068494-0.08717i,-0.015554-0.1211i,-0.1181-0.07408i,-0.15511-0.021894i,-0.13195+0.018348i,-0.092507+0.061433i,-0.064065+0.074789i,-0.057471+0.062215i,-0.038407+0.047997i,-0.0088435+0.02244i,-0.0017701+0.0023704i,-0.0063305+0.00085312i,-0.0046609+0.0010964i,0.0028849-0.0021963i,0.0069888-0.0094083i,-0.0013898-0.015031i,-0.013773-0.009594i,-0.017022+0.0012418i,-0.012772+0.0052083i,-0.0090603+0.0013203i,-0.0050481-0.0061323i,0.0019059-0.015728i
0.0051661-0.070915i,-0.025242-0.030645i,-0.039892+0.09833i,0.020785+0.17967i,0.080362+0.14152i,0.082939+0.077672i,0.086452+0.040935i,0.091605+0.0011443i,0.072833-0.027199i,0.048498-0.026004i,0.039852-0.012844i,0.036782-0.0085148i,0.026224-0.0020301i,0.018316+0.014532i,0.016019+0.021947i,0.012161+0.021823i,0.010136+0.024195i,0.012343+0.020116i,0.013269+0.010722i,0.012778+0.0082565i,0.011998+0.0095635i,0.0079971+0.0069114i,0.0012736+0.0013577i
-0.018293+0.0048756i,0.12184+0.022014i,0.27509-0.044903i,0.23366-0.15532i,0.04814-0.14436i,-0.067675-0.034466i,-0.073656+0.022385i,-0.060717+0.02295i,-0.053433+0.023144i,-0.033193+0.021672i,-0.010345+0.020423i,0.0061823+0.016115i,0.0085739-0.0013897i,-0.0017302-0.013262i,-0.0036392-0.0068765i,0.0046499-0.0029025i,0.0058246-0.010567i,-0.0020115-0.015381i,-0.0085966-0.01268i,-0.011954-0.010971i,-0.014239-0.015411i,-0.016525-0.022558i,-0.021119-0.022969i
-0.011603+0.035024i,-0.056272-0.0035414i,-0.15508-0.062775i,-0.18258-0.05142i,-0.067838-0.0079456i,0.039051-0.029426i,0.024829-0.050902i,0.0011315-0.028136i,0.01223-0.024942i,-0.00094226-0.024379i,-0.017887-0.0032448i,-0.013454+0.0081193i,-0.0035114+0.0086273i,0.0016202+0.0064032i,-0.0013636+9.1469e-05i,-0.010751-0.0014829i,-0.015885+0.0037423i,-0.012251+0.0052698i,-0.0094175+0.0037446i,-0.0070388+0.0087201i,0.00076824+0.01642i,0.0081681+0.023911i,0.014555+0.029702i
0.10934+0.11971i,0.16872+0.23997i,0.18704+0.32556i,0.16405+0.29491i,0.094419+0.18116i,0.017913+0.097124i,-0.0035995+0.064731i,-0.0025605+0.046813i,-0.010078+0.044701i,-0.010925+0.047995i,-0.011733+0.043849i,-0.013842+0.040673i,-0.0096722+0.029992i,-0.0079249+0.012122i,-0.0069504+0.0039544i,-0.0031635-0.00086157i,-0.0021605-0.0070282i,-0.00031459-0.0059407i,0.0048835-0.0018852i,0.0051077-0.0035213i,0.0041994-0.0094441i,0.011674-0.018748i,0.019992-0.031902i
0.054431-0.18685i,0.054771-0.26104i,0.043567-0.28363i,0.062944-0.24931i,0.080472-0.19595i,0.049521-0.15319i,0.011541-0.11557i,0.00059842-0.081334i,0.0059896-0.05056i,0.01157-0.03267i,0.0092335-0.029573i,0.0037555-0.021585i,0.0099612-0.0018191i,0.023364+0.0090431i,0.02541+0.0032876i,0.015336-0.0033382i,0.0063692-0.0031074i,0.0031687-0.0033561i,0.0014167-0.0058314i,-0.00057747-0.0013561i,0.00049672+0.0080188i,-0.0010073+0.011968i,-0.0097819+0.0099394i
-0.25329+0.060679i,-0.39615+0.18944i,-0.37035+0.25092i,-0.2706+0.17865i,-0.22573+0.12581i,-0.15382+0.14404i,-0.049436+0.11619i,-0.0048814+0.050403i,0.0024172+0.013603i,0.010341-0.014424i,0.0025627-0.031966i,-0.012733-0.02687i,-0.020685-0.018981i,-0.019551-0.0098029i,-0.0083599+0.00071605i,0.010054-0.0011681i,0.020104-0.0099757i,0.016822-0.0065234i,0.011101+0.0023677i,0.0050482+0.00043689i,-0.0014128-0.0053932i,-0.0046422-0.0049978i,-0.0033444+0.0012448i
0.10655+0.1242i,0.15253+0.10965i,0.13975+0.0438i,0.067833+0.018291i,0.017511+0.015409i,0.0065159-0.0071357i,-0.00563-0.0056255i,-0.0069498+0.011104i,-0.017023+0.00070866i,-0.037088-0.0043406i,-0.030209+0.0023611i,-0.013628-0.0028203i,-0.0099251-0.0021978i,-0.0042604+0.0057605i,0.0044268+0.0053287i,0.0057025+0.00078576i,0.000615-0.0024305i,-0.0062354-0.0049377i,-0.011376-0.0033556i,-0.011445+0.0039583i,-0.0074876+0.01373i,-0.0013914+0.023132i,0.0087229+0.027154i
0.062812-0.028989i,0.01584-0.081762i,-0.01965-0.038843i,0.052352+0.052984i,0.13649+0.058934i,0.13248+0.028708i,0.10246+0.022291i,0.083055+0.018641i,0.06744+0.022072i,0.057334+0.032718i,0.046678+0.035087i,0.034508+0.022536i,0.016073+0.0041823i,-0.0053296+0.00014547i,-0.0091755+0.0053448i,0.0023229+0.0092864i,0.011095+0.013642i,0.0097607+0.015953i,0.0064814+0.01452i,0.0078981+0.0077162i,0.0084453-0.0038024i,0.010781-0.016398i,0.012063-0.026411i
0.14945-0.23651i,0.17311-0.35467i,0.12267-0.37607i,0.059561-0.32832i,0.01289-0.277i,-0.071794-0.22879i,-0.14404-0.12878i,-0.12036-0.029704i,-0.058573+0.0027934i,-0.024624+0.0044386i,-0.0051821+0.0049868i,0.010408+0.0049216i,0.025089+0.0027013i,0.032541-0.0066856i,0.022196-0.0087613i,0.0070314+0.00026384i,-0.00055831+0.0022018i,-0.0035062-0.0071762i,-0.0084986-0.014796i,-0.01291-0.011098i,-0.012991-0.0029434i,-0.016764+0.0028822i,-0.026345+0.0080082i
-0.30064+0.030044i,-0.47401+0.066293i,-0.4785+0.15953i,-0.30776+0.24238i,-0.098053+0.23508i,0.027964+0.17506i,0.051427+0.10939i,0.033773+0.053925i,0.025314+0.011901i,0.012952-0.021803i,-0.013286-0.027868i,-0.020618-0.011713i,-0.013309-0.0037465i,-0.012698+0.0022894i,-0.008236+0.013931i,0.0035452+0.018812i,0.011505+0.01656i,0.011839+0.015335i,0.0088387+0.013355i,0.0064655+0.006983i,0.0029724+0.00039781i,4.7127e-06+0.0019034i,0.0032095+0.010454i
0.34696+0.4632i,0.62805+0.5531i,0.68231+0.3849i,0.42976+0.16148i,0.12262+0.083467i,0.0042253+0.05035i,-0.013914-0.021864i,-0.053886-0.037115i,-0.0748+0.0069351i,-0.060014+0.028268i,-0.041842+0.023091i,-0.028838+0.025848i,-0.011181+0.032343i,0.0082956+0.028385i,0.013663+0.018286i,0.0039301+0.0071413i,-0.0054729-0.0063448i,-0.0053544-0.017232i,-0.00034557-0.018536i,0.00065332-0.011317i,0.00065321-0.0006763i,0.0036847+0.0061559i,0.0089548+0.0010375i
-0.014995-0.089158i,-0.034651-0.32231i,-0.13646-0.465i,-0.20648-0.32146i,-0.096967-0.076914i,0.046369-0.0080773i,0.061651-0.061471i,0.026293-0.073992i,0.031839-0.0407i,0.055976-0.023013i,0.053767-0.022483i,0.029826-0.014782i,0.008+0.0020153i,-0.0031005+0.012263i,-0.0059109+0.010182i,-0.0047267+0.0098483i,0.0016994+0.018293i,0.0067518+0.021467i,0.0055803+0.014074i,0.0049462+0.0045108i,0.0064251-0.0053062i,0.0057465-0.01679i,-0.00091654-0.02074i
-0.1815+0.13277i,-0.23514+0.31008i,-0.2158+0.4049i,-0.17973+0.29273i,-0.20173+0.10007i,-0.22355+0.0243i,-0.15399+0.042578i,-0.057338+0.039089i,-0.017452+0.015562i,-0.0019701+0.011864i,0.014945+0.0048007i,0.010575-0.014432i,-0.0034954-0.02536i,-0.010629-0.026345i,-0.019406-0.020393i,-0.025395-0.013694i,-0.020997-0.012231i,-0.011734-0.0082158i,-0.004022-0.00083608i,-0.0013375+0.0034794i,-0.0027008+0.0050933i,-0.0064861+0.0067361i,-0.0075577+0.0092565i
-0.59059-0.18141i,-0.63993-0.16189i,-0.30952-0.094825i,0.037695-0.10089i,0.12717-0.13368i,0.13279-0.074215i,0.16808-0.011513i,0.1429-0.033369i,0.053899-0.05471i,-0.008251-0.029834i,-0.020776-0.0040895i,-0.020809-0.00029957i,-0.026669+7.6868e-05i,-0.026663+0.01026i,-0.011329+0.017907i,0.0047895+0.018907i,0.010981+0.021902i,0.012683+0.02226i,0.01093+0.012877i,0.007264+0.0030127i,0.0055737-0.00088425i,0.0073702+0.0008481i,0.0090935+0.010224i
0.066783+0.24994i,0.20203+0.42636i,0.25497+0.33653i,0.16168+0.043545i,0.035323-0.12263i,-0.016267-0.1325i,-0.01634-0.10577i,-0.020955-0.044433i,-0.024556+0.029387i,-0.024044+0.068342i,-0.017739+0.07081i,0.005952+0.051035i,0.027159+0.024893i,0.03028+0.0031469i,0.021678-0.013504i,0.0055926-0.026935i,-0.01094-0.031713i,-0.016621-0.024364i,-0.010188-0.011515i,-0.0024791+0.00061592i,0.0018264+0.0095581i,0.005169+0.013717i,0.0060485+0.0063277i
0.11512-0.84341i,0.048259-1.1715i,-0.099794-0.97278i,-0.13382-0.4561i,-0.0067355-0.13032i,0.05848-0.057158i,-0.013488-0.026227i,-0.053077+0.015391i,-0.017845+0.0020653i,-0.00038005-0.038299i,-0.007019-0.037397i,0.00064484-0.0086684i,0.016201+0.0075552i,0.019955+0.011199i,0.015141+0.016482i,0.014866+0.023334i,0.0185+0.024573i,0.016373+0.018782i,0.0085507+0.0086269i,0.0035714-0.0036718i,0.0015625-0.013987i,-0.0027605-0.016754i,-0.016531-0.010441i
0.083984+0.039217i,-0.089709+0.29329i,-0.21645+0.51709i,-0.10342+0.52578i,0.050848+0.37342i,0.072493+0.23771i,0.060113+0.17273i,0.063351+0.10777i,0.05191+0.041049i,0.028954+0.00068726i,0.015166-0.015332i,0.0079674-0.021379i,-0.0012423-0.024353i,-0.0079944-0.017692i,-0.0086804-0.0082974i,-0.005739-0.010883i,-0.0089858-0.019721i,-0.016854-0.013711i,-0.01575+0.0036101i,-0.011394+0.014143i,-0.01408+0.018921i,-0.020068+0.021038i,-0.01594+0.014713i
0.23096-0.23019i,0.28497-0.31031i,0.31572-0.28882i,0.27563-0.20431i,0.17772-0.088479i,0.13487+0.010089i,0.13563-0.0080355i,0.064707-0.074577i,-0.019368-0.064436i,-0.021635-0.031863i,-0.015868-0.022119i,-0.037732+0.0078209i,-0.042098+0.042592i,-0.030485+0.050197i,-0.016491+0.043752i,-0.0013653+0.03914i,0.014172+0.035733i,0.024984+0.026612i,0.025123+0.013756i,0.022831+0.0016214i,0.021936-0.010002i,0.018699-0.018571i,0.011433-0.022394i
0.22429+0.70012i,0.21171+0.80886i,0.062969+0.5246i,-0.11579+0.17654i,-0.17584+0.039616i,-0.11022-0.0215i,-0.063061-0.077461i,-0.048558-0.050068i,-0.0090087+0.024779i,0.025842+0.067385i,0.033556+0.063994i,0.031009+0.029184i,0.022867-0.0013182i,0.012714-0.017088i,0.00023308-0.027863i,-0.014069-0.026187i,-0.023419-0.016303i,-0.031306-0.010479i,-0.033585-0.004042i,-0.025231+0.00554i,-0.018163+0.009686i,-0.016304+0.0068898i,-0.01086+0.0026463i
0.065388-0.30842i,0.024593-0.61251i,-0.070024-0.54388i,-0.12218-0.19854i,-0.12562-0.00049011i,-0.14845+0.082945i,-0.10642+0.15664i,-0.025337+0.12094i,-0.018267+0.040775i,-0.028731+0.014074i,-0.023582-0.00028771i,-0.026605-0.0073021i,-0.01985-0.004707i,-0.016174-0.0056894i,-0.021647+0.0050304i,-0.013379+0.021691i,0.0064267+0.02608i,0.021194+0.020592i,0.023187+0.012356i,0.019623+0.0044963i,0.021765-0.0038196i,0.02837-0.010587i,0.025838-0.0084784i
-0.44085+0.35179i,-0.51817+0.48346i,-0.33476+0.38655i,-0.059325+0.1394i,0.086959-0.027293i,0.12894-0.057637i,0.14478-0.036691i,0.13136-0.036636i,0.062689-0.050569i,-0.022582-0.026141i,-0.040185+0.0054288i,-0.012004-0.0080598i,-0.006407-0.026569i,-0.0021266-0.01835i,0.01609-0.011048i,0.012953-0.018352i,-0.013773-0.023288i,-0.033193-0.021291i,-0.036711-0.017502i,-0.034968-0.0063781i,-0.029482+0.0083715i,-0.022754+0.018856i,-0.016241+0.020745i
0.051666-0.52344i,0.076579-0.68862i,-0.038022-0.56399i,-0.15044-0.29383i,-0.1218-0.097301i,-0.064248-0.01366i,-0.043246+0.0067045i,-0.046854-0.0080014i,-0.058628-0.019592i,-0.041461-0.029571i,-0.018528-0.035029i,-0.011034-0.0035028i,0.0048728+0.030238i,0.015592+0.027242i,0.0084549+0.0079685i,0.0032781-0.0035822i,0.010028-0.00044078i,0.021113+0.011466i,0.027239+0.020013i,0.027762+0.015703i,0.026452+0.0055756i,0.024721-0.00038143i,0.016264-0.0031839i
-0.015612+0.19908i,0.099725+0.31607i,0.19834+0.29745i,0.19799+0.19468i,0.16036+0.087836i,0.097316-0.002937i,-0.0093359-0.010756i,-0.024117+0.046173i,0.043204+0.027007i,0.044294-0.020859i,0.02478-0.012153i,0.035855-0.01302i,0.029737-0.030414i,0.013029-0.025688i,-0.00068637-0.011166i,-0.013409+0.0017526i,-0.021796+0.0042993i,-0.027682-0.004525i,-0.027768-0.013323i,-0.02746-0.013223i,-0.032001-0.0054502i,-0.040208+0.002426i,-0.040715+0.0055692i
0.38885-0.22704i,0.346-0.42691i,0.13765-0.44202i,0.027354-0.22767i,0.017931+0.0018262i,0.0040171+0.14022i,0.032651+0.19256i,0.071769+0.13175i,0.060847+0.058368i,0.061079+0.025543i,0.047418+0.0010039i,0.003475+0.008545i,-0.011239+0.024439i,-0.013697+0.014624i,-0.015423+0.0068965i,0.0038794+0.0061907i,0.02491+0.0046331i,0.028554+0.012762i,0.022918+0.02368i,0.019689+0.021355i,0.018203+0.0086124i,0.016376-0.002857i,0.015554-0.008655i
-0.19163+0.41253i,-0.10968+0.57601i,0.072282+0.41663i,0.11946+0.1015i,0.061567-0.052487i,0.055241-0.079069i,0.048434-0.11477i,0.0082844-0.093576i,-0.0077967-0.02601i,-0.021022+0.021663i,-0.030835+0.043194i,-0.023321+0.030009i,-0.022327+0.011035i,-0.012739+0.011089i,0.0056856+0.0083805i,-0.00057043+0.00075996i,-0.020988-0.0034582i,-0.030302-0.013798i,-0.030442-0.026198i,-0.027668-0.025006i,-0.020953-0.014276i,-0.015238-0.011432i,-0.015854-0.019171i
-0.021138-0.28698i,-0.11914-0.47476i,-0.30341-0.418i,-0.37828-0.11263i,-0.26545+0.093714i,-0.1563+0.081516i,-0.13346+0.034764i,-0.11671+0.033677i,-0.075188+0.046616i,-0.031476+0.038788i,-0.017927+0.012974i,-0.0138+0.013839i,0.012009+0.028797i,0.028199+0.020455i,0.023612-0.0040433i,0.016306-0.020071i,0.014159-0.015445i,0.01013+0.00066814i,0.0049431+0.01656i,0.012614+0.01774i,0.023493+0.00016016i,0.025334-0.015616i,0.021039-0.011348i
-0.47466-0.24698i,-0.45264-0.08606i,-0.098052+0.10953i,0.16569+0.095539i,0.12589+0.013783i,0.0092375+0.035687i,-0.021242+0.096112i,-0.0013143+0.094545i,-0.0078357+0.027317i,-0.049016-0.017531i,-0.045735-0.014464i,-0.012692-0.029031i,-0.012248-0.047983i,-0.020956-0.035219i,-0.023639-0.0080175i,-0.027952+0.0090366i,-0.029721+0.005619i,-0.020592-0.0070717i,-0.0082779-0.019181i,-0.0090798-0.017831i,-0.010084+0.0011774i,-0.00014635+0.013232i,0.0068944+0.0016746i
0.60384-0.24254i,0.64668-0.43832i,0.33421-0.52052i,0.0026975-0.40307i,-0.075743-0.21895i,-0.0061291-0.1053i,0.059507-0.072024i,0.067264-0.077597i,0.039521-0.074376i,0.032983-0.057095i,0.033583-0.05193i,0.010606-0.034312i,-0.0067894-0.00042673i,-0.0065732+0.016175i,0.0046126+0.01647i,0.024456+0.0045969i,0.032349-0.00641i,0.021357-0.0031096i,0.0091426+0.0076663i,0.011729+0.015494i,0.022778+0.012654i,0.026743+0.0082908i,0.021815+0.011214i
0.63042-0.17952i,0.66038-0.22302i,0.44596-0.10026i,0.20926+0.024015i,0.076244+0.060677i,0.0082307+0.066417i,-0.031672+0.064712i,-0.035778+0.05334i,-0.0063108+0.040136i,0.024889+0.020054i,0.026906+0.0089543i,0.017721+0.0082688i,0.010364-0.0026155i,-0.0042772-0.018429i,-0.01871-0.023101i,-0.025598-0.014119i,-0.022099-0.0044358i,-0.011566-0.003733i,-0.0067269-0.0071976i,-0.016289-0.0030358i,-0.028952+0.01568i,-0.02545+0.032925i,-0.010672+0.023638i
0.42522+0.68435i,0.53615+0.63411i,0.43971+0.34573i,0.32571+0.11035i,0.27245-0.03933i,0.15428-0.14885i,0.0073367-0.1227i,-0.027024-0.020063i,0.012616+0.024552i,0.0183+0.022041i,-0.0020247+0.026665i,-0.00018361+0.02942i,0.0137+0.020551i,0.020876+0.010439i,0.023025+5.2747e-05i,0.025923-0.0042019i,0.024868-0.003165i,0.011171-0.0014802i,-0.0029357+0.0051707i,-0.0041393+0.0069139i,-0.0012796-0.0020121i,-0.0066776-0.005916i,-0.0072121+0.0024987i
-0.50091+0.58739i,-0.49293+0.63271i,-0.32399+0.40959i,-0.1561+0.15325i,-0.088888+0.071985i,-0.066992+0.10966i,-0.043488+0.12988i,-0.024482+0.10943i,-0.020602+0.073849i,-0.028064+0.049354i,-0.020339+0.037558i,-0.0031035+0.020454i,0.0050473-0.0016285i,0.008748-0.019555i,0.0051557-0.02652i,-0.0082419-0.019347i,-0.013532-0.0038693i,-0.0029321+0.0057548i,0.0051949+0.00043466i,-0.0067318-0.009293i,-0.027656-0.0067041i,-0.035839+0.0011952i,-0.031239+0.0034933i
-0.66683+0.52606i,-0.4176+0.73412i,-0.082594+0.56534i,-0.059286+0.3i,-0.12336+0.18669i,-0.070491+0.060469i,-0.06389-0.083998i,-0.096114-0.10741i,-0.099607-0.069083i,-0.094595-0.036346i,-0.067099-0.018864i,-0.033297-0.020302i,-0.015658-0.010979i,0.0053961+0.010464i,0.029663+0.021653i,0.038081+0.013806i,0.025771-0.0060926i,0.0064589-0.021963i,-0.0044902-0.026875i,0.0018993-0.029402i,0.016674-0.040564i,0.017238-0.050215i,0.0086358-0.037281i
-0.34038-1.1916i,-0.49265-1.3751i,-0.49784-1.0128i,-0.33603-0.40348i,-0.11041+0.00088528i,0.035843+0.13096i,0.065877+0.10583i,0.027191+0.041496i,0.01727+0.0072172i,0.05177-0.026173i,0.046961-0.04878i,0.0087187-0.024631i,-0.0066196+0.0075955i,-0.0032685+0.01266i,-0.0042165+7.4109e-05i,-0.013045-0.0062102i,-0.01842+0.00684i,-0.013955+0.022948i,-0.0051496+0.024111i,0.0035613+0.017719i,0.010477+0.012059i,0.01414+0.0026926i,0.0049714-0.0076677i
0.19707-0.58425i,0.12715-0.34354i,0.19652-0.065073i,0.232-0.12498i,0.09053-0.25807i,-0.020682-0.21077i,-0.0073844-0.13176i,0.016366-0.092034i,0.016505-0.069287i,-0.0013942-0.052221i,-0.0058221-0.012712i,0.018776+0.012134i,0.025294+0.0074693i,0.0070071+0.012531i,-0.0036723+0.026459i,0.0024789+0.023659i,0.0093307+0.00063538i,0.0048692-0.016652i,0.0025695-0.014231i,0.010464-0.0086769i,0.023065-0.0052733i,0.035124-0.0053171i,0.037144-0.015924i
1.3007-0.11563i,1.2801-0.30472i,0.72572-0.35083i,0.19734-0.2575i,-0.0040018-0.14957i,-0.0508-0.089982i,-0.049357-0.039015i,0.0070514+0.00049265i,0.06126+0.013805i,0.069508+0.01895i,0.039934+0.013626i,0.0070138+0.0019202i,-0.0029522-0.0015352i,0.0023492-0.0054666i,0.004835-0.014704i,-0.0028257-0.012899i,-0.0081868+0.0028334i,-0.0013097+0.012398i,0.0040427+0.012601i,0.00050462+0.025249i,0.0015631+0.049282i,0.01013+0.062657i,0.012178+0.05539i
0.48329+1.0446i,0.67874+1.0367i,0.68462+0.75589i,0.53121+0.45647i,0.31142+0.26335i,0.10489+0.18712i,-0.006931+0.19891i,-0.0094075+0.19481i,-0.003332+0.13621i,-0.025741+0.093444i,-0.017782+0.072348i,0.0094257+0.035107i,0.012131-0.0023425i,0.0068362-0.020016i,0.013002-0.022734i,0.020805-0.027886i,0.016905-0.040551i,0.00075872-0.044717i,-0.013422-0.032497i,-0.021207-0.019697i,-0.028782-0.012207i,-0.025782-0.00088261i,-0.0022223+0.0031876i
-0.30821+1.1894i,-0.15361+1.1204i,-0.080685+0.59619i,-0.051853+0.19326i,0.045634+0.059387i,0.12258-0.042196i,0.073304-0.11772i,-0.017101-0.086183i,-0.044534-0.017607i,-0.032314-0.0019549i,-0.038133-0.016252i,-0.053132-0.0073831i,-0.048517+0.013178i,-0.02936+0.012748i,-0.013483-0.0044445i,-0.0071106-0.010059i,0.0032334+0.0053759i,0.019605+0.017957i,0.021428+0.011875i,0.0066453+0.00099247i,-0.010767-0.00079147i,-0.028086+0.0042569i,-0.035956+0.012878i
-1.2218+0.087022i,-1.1449+0.33712i,-0.7389+0.38936i,-0.46845+0.29434i,-0.3364+0.25616i,-0.16099+0.1856i,-0.072938+0.015609i,-0.095321-0.055983i,-0.081424-0.038798i,-0.035486-0.042379i,0.0032424-0.036913i,0.037058-0.015088i,0.044364-0.002155i,0.029401+0.0066795i,0.014863+0.0091705i,0.010039-0.0016565i,0.0083948-0.017525i,0.0029073-0.020729i,0.00054838-0.014799i,-0.00092158-0.021851i,-0.0070623-0.036026i,-0.013428-0.038242i,-0.018702-0.026155i
-0.5505-0.68203i,-0.51674-0.36935i,-0.20732-0.064722i,-0.030164-0.015135i,-0.053234-0.01404i,-0.07011+0.06111i,-0.050469+0.099689i,-0.036037+0.060721i,-0.016034+0.016737i,-0.0013611+0.00045121i,-0.0010971+0.0063997i,0.0010713+0.010299i,0.0065546+0.00063321i,0.012197-0.0024018i,0.020641+0.0057828i,0.026237+0.016283i,0.022627+0.024527i,0.01599+0.022917i,0.012621+0.013622i,0.016409+0.0090217i,0.030362+0.001673i,0.03674-0.016799i,0.027576-0.021909i
0.25268-1.2435i,-0.088595-1.3734i,-0.22973-1.0164i,-0.10815-0.59668i,-0.039991-0.30436i,-0.061163-0.052864i,-0.028229+0.074977i,0.021864+0.055375i,0.055758+0.012405i,0.077286+0.00093851i,0.066302+0.0077665i,0.039779+0.017381i,0.034148+0.0071045i,0.044332-0.02627i,0.044661-0.04916i,0.023464-0.041239i,-0.0093704-0.010795i,-0.029138+0.021607i,-0.022387+0.035279i,-0.006539+0.036595i,0.00047594+0.040359i,0.0052953+0.035639i,0.0048234+0.0085837i
0.86113+0.54544i,0.82014+0.65198i,0.58738+0.58465i,0.34071+0.24935i,0.11302-0.099678i,-0.0053829-0.2548i,0.023502-0.27876i,0.041983-0.23176i,-0.029076-0.12116i,-0.088889-0.002934i,-0.078071+0.045925i,-0.046034+0.034661i,-0.025838+0.023437i,-0.0050374+0.018439i,0.017446+0.009751i,0.035025+0.0019197i,0.043795-0.014464i,0.034546-0.033447i,0.012299-0.03223i,-0.00076864-0.018155i,0.0028577-0.011193i,0.01373-0.014628i,0.015995-0.021068i
0.72141+0.35063i,0.82382-0.077211i,0.46522-0.25201i,0.14794+0.024228i,0.087887+0.20011i,-0.01414+0.085057i,-0.13271+0.032343i,-0.099486+0.065399i,-0.040072+0.04224i,-0.04378+0.0061012i,-0.066397-0.01327i,-0.077985-0.013507i,-0.065406+0.01467i,-0.04765+0.045881i,-0.040398+0.055299i,-0.037193+0.035812i,-0.039009+0.008066i,-0.038842-0.0039868i,-0.030959-0.0025612i,-0.029153+0.0044539i,-0.030987+0.018019i,-0.020579+0.03698i,-0.00014868+0.045451i
-0.69111+0.79178i,-0.54362+0.91842i,-0.25807+0.71959i,-0.0092602+0.41799i,0.17316+0.21716i,0.26092+0.12699i,0.15584+0.090081i,0.012142+0.10597i,0.014778+0.082068i,0.036131-0.0038626i,0.019721-0.0092572i,0.031729+0.028048i,0.022859+0.035888i,-0.0040499+0.054128i,-0.017946+0.079293i,-0.016368+0.084315i,0.0056054+0.051883i,0.017766+0.0079961i,0.014158-0.014557i,0.014807-0.031658i,0.010181-0.047777i,-0.0079795-0.040397i,-0.0064596-0.010123i
-0.41108+0.071347i,-0.20731+0.31497i,-0.087338+0.20112i,-0.1792+0.052251i,-0.10183+0.19764i,0.20337+0.26097i,0.27368+0.055207i,0.093565-0.07215i,0.023417-0.03339i,0.057855-0.0099739i,0.065993-0.021488i,0.062927-0.029706i,0.06042-0.040962i,0.064728-0.058459i,0.065471-0.083347i,0.031389-0.083056i,-0.0023185-0.034257i,0.0038446+0.010371i,0.020881+0.017577i,0.020461+0.014395i,0.01774+0.0088227i,0.021921-0.011737i,0.013058-0.026597i
-0.13554-0.57995i,-0.1118-0.50249i,0.041172-0.38888i,-0.020621-0.32563i,-0.24408-0.20288i,-0.33154-0.026521i,-0.23604+0.075619i,-0.073144+0.050937i,0.003592-0.018251i,-0.0048951-0.027634i,-0.007752-4.3401e-05i,0.0084208+0.0011568i,0.021218-0.034387i,0.020159-0.087614i,0.010787-0.12071i,-0.00013321-0.1097i,-0.015269-0.065906i,-0.019579-0.012357i,-0.005161+0.017357i,0.0011806+0.02212i,0.0021652+0.027699i,0.015115+0.020241i,0.014578-0.0031622i
