-0.003207+0.00018381i,-0.0024292-0.00056363i,-0.0037987-6.3141e-05i,-0.0029138+0.00083675i,-0.001157+0.00096386i,-0.00040387+0.00030813i,-0.00013424+0.00023446i,-0.00010493+0.00038759i,4.9826e-05+0.00047816i,0.00024416+0.00010898i,0.00013208+0.00029065i,-0.00033911+0.00057025i,0.00020929+0.00067241i,0.00053123+0.0010316i,-0.00026609+0.00093908i,-0.0009086+0.0015602i,-0.00022466+0.0016382i,0.0008142+0.0004782i,0.0011478-0.00028988i,0.0012038+0.000346i,0.00055291+0.00027081i,-7.0662e-05-0.00061616i,-0.00027711+8.6447e-05i
0.047859+0.035273i,0.10787+0.053387i,0.16685+0.048811i,0.17723+0.0045792i,0.12594-0.061473i,0.050718-0.089195i,0.0035983-0.058969i,-0.006273-0.025164i,-0.013361-0.010426i,-0.018723+0.00122i,-0.015474+0.00074604i,-0.021282-0.0085175i,-0.029384-0.012169i,-0.027569-0.011583i,-0.019613-0.0065004i,-0.0096446+0.00067038i,-0.0041367+0.0022616i,-0.0030865+0.0019304i,-7.8914e-05+0.0037294i,0.0068544+0.005513i,0.012843+0.0011091i,0.012669-0.0051305i,0.0075902-0.0048952i
-0.010126+0.043307i,0.010602+0.063573i,0.064365+0.037139i,0.10477-0.015415i,0.10275-0.011728i,0.081906+0.020055i,0.044814+0.004669i,-0.010738-0.0070225i,-0.036809+0.012412i,-0.032881+0.019294i,-0.028378+0.01768i,-0.018417+0.018256i,-0.0080157+0.014974i,-0.00086719+0.0097141i,0.0039399-0.0011365i,0.0052282-0.013545i,0.010385-0.017934i,0.018407-0.016159i,0.021863-0.016727i,0.017736-0.016762i,0.0099016-0.011306i,0.0036076-0.0032861i,-1.1527e-05+0.001636i
-0.03999+0.0033892i,-0.063301+0.051777i,-0.028057+0.13171i,0.080889+0.15145i,0.16888+0.06075i,0.15307-0.036691i,0.086814-0.051777i,0.043312-0.031803i,0.015202-0.021689i,-0.0042379-0.011055i,-0.0056667-0.0052225i,-0.0048989-0.0071546i,-0.0038958-0.0059101i,0.002486-0.0026521i,0.0048416+0.0041439i,0.0035581+0.014563i,0.00063149+0.019659i,-0.0047353+0.016207i,-0.0099287+0.013106i,-0.0097439+0.014114i,-0.0034088+0.013854i,0.0023131+0.012515i,0.0046064+0.011148i
-0.015364-0.044669i,-0.032979-0.057975i,-0.048308-0.039501i,-0.03922-0.0020762i,-0.025533+0.027274i,-0.018825+0.042212i,-0.0027808+0.03013i,0.0037921-0.0024901i,-0.0073797-0.018548i,-0.0095564-0.01578i,-0.0070628-0.0093028i,-0.0061156+0.00052919i,-0.0015008+0.0091652i,0.0035176+0.014634i,0.011496+0.014063i,0.020546+0.0056691i,0.024847+0.00094561i,0.025137+0.0055928i,0.023385+0.0097475i,0.014703+0.0093946i,0.0011534+0.011477i,-0.0055309+0.012697i,-0.0054007+0.0073143i
0.023469-0.018416i,-0.0093789-0.027694i,-0.1062+0.00039204i,-0.16794+0.083061i,-0.10066+0.12926i,0.002821+0.081661i,0.032545+0.026381i,0.026728+2.5765e-05i,0.019897-0.026386i,0.0037267-0.036114i,-0.0025925-0.026758i,-0.0059139-0.025064i,-0.016788-0.023039i,-0.022175-0.010229i,-0.022838+0.0053981i,-0.024036+0.017324i,-0.024303+0.021307i,-0.023129+0.01867i,-0.019979+0.01627i,-0.012144+0.016333i,-0.0010799+0.011975i,0.0022505+0.0017652i,-0.0035283-0.0052712i
0.027127+0.03424i,0.053175+0.020629i,0.075912-0.012641i,0.062915-0.0013312i,0.016908+0.073863i,-0.0072145+0.11933i,-0.0040357+0.083949i,-0.0072567+0.029768i,-0.019157+0.0034918i,-0.025861-0.0028521i,-0.021027-0.0038572i,-0.010225-0.0060317i,-0.0070046-0.0092452i,-0.01211-0.0088096i,-0.015809-0.0081151i,-0.014309-0.0084437i,-0.0085948-0.0048503i,-0.00085418+0.0006468i,0.0048868+0.0018241i,0.005947-0.0048255i,0.00068132-0.01203i,-0.0036376-0.012119i,-0.0025375-0.0092712i
-0.03099+0.030992i,-0.034865+0.014391i,-0.029541-0.044894i,-0.026578-0.099006i,0.005212-0.085137i,0.048511-0.039367i,0.045979-0.021064i,0.023938-0.0076004i,0.021519+0.0068224i,0.01849+0.010122i,0.012628+0.0092243i,0.017226-0.0049522i,0.016974-0.025093i,0.0072025-0.032026i,-0.0076229-0.026147i,-0.023748-0.010724i,-0.032844+0.00083346i,-0.036576+0.00021567i,-0.037614-0.0034895i,-0.031483-0.0022652i,-0.017409+0.0021365i,-0.0039685+0.002484i,0.00053196-0.00054483i
-0.033528-0.024722i,-0.02021-0.0038107i,0.021237+0.034648i,0.01146+0.034899i,-0.087773+0.0013309i,-0.15042+0.0028737i,-0.095536+0.024521i,-0.027531+0.017842i,0.0004784+0.0062779i,0.015595-0.00071487i,0.015506-0.004765i,0.013776+0.0054828i,0.022305+0.010037i,0.024765-0.0012706i,0.024321-0.01612i,0.02661-0.027332i,0.025104-0.026608i,0.018979-0.01499i,0.012247-0.0022585i,0.0046909+0.0049589i,-0.0034902+0.0095567i,-0.0030869+0.016776i,0.0072959+0.019347i
0.035425-0.052597i,0.036839-0.067543i,0.020459-0.059053i,-0.0089587-0.038927i,-0.032014-0.0051515i,-0.019443+0.024302i,0.012916+0.020529i,0.032036+0.0033724i,0.041071-0.0045224i,0.039355-0.016558i,0.01892-0.020226i,0.0023311-0.0048484i,0.001953+0.0076552i,0.0065146+0.010253i,0.0057684+0.0079193i,-0.0054039+0.0022926i,-0.017108-0.0046685i,-0.017224-0.012756i,-0.01184-0.015721i,-0.0067091-0.0089095i,-0.00012554-0.00028297i,0.0015931+0.0012736i,-0.0014227-0.00092978i
0.060658+0.030224i,0.072389+0.05561i,0.038049+0.092156i,0.003763+0.10394i,-0.0044972+0.054136i,-0.030075-0.0019777i,-0.049337-0.0025863i,-0.031054+0.0074892i,-0.015675-0.0078502i,-0.012272-0.017084i,-0.011437-0.014906i,-0.014768-7.1269e-05i,-0.011804+0.020033i,-0.0019527+0.02501i,0.0098976+0.018112i,0.022186+0.0073044i,0.027805-0.00024793i,0.022896-3.7154e-05i,0.015579-0.00075124i,0.0076604-0.0098893i,-0.0055018-0.019464i,-0.01701-0.014234i,-0.017244+0.0011152i
-0.0082151+0.069753i,-0.010045+0.081703i,0.0042381+0.014965i,0.041335-0.081589i,0.0763-0.1182i,0.071936-0.08345i,0.046737-0.035099i,0.024751-0.0074422i,0.0062116+0.01325i,-0.0048319+0.027086i,-0.004276+0.018794i,-0.0055651-0.0036207i,-0.0115-0.016137i,-0.018645-0.011623i,-0.024401+0.0030261i,-0.026035+0.013868i,-0.026039+0.012642i,-0.021123+0.0045517i,-0.01352-0.0019715i,-0.007989-0.0031142i,-0.0024445-0.0057917i,-0.0017068-0.014256i,-0.0071539-0.018995i
-0.086162+0.010822i,-0.142+0.020498i,-0.15543+0.025072i,-0.13623+0.0092412i,-0.12185-0.031872i,-0.11218-0.062446i,-0.09708-0.042465i,-0.065863-0.0103i,-0.038094+0.00037911i,-0.017852+0.0096184i,0.0049129+0.013648i,0.012065+0.0059984i,0.0045226-0.0014065i,0.0039739-0.0063538i,0.013044-0.010109i,0.026702-0.012857i,0.034279-0.010784i,0.028492-0.0022103i,0.019312+0.0048339i,0.011384+0.0032046i,0.0049578-0.00074203i,0.0016986+0.00021119i,-0.00070641+0.0032898i
-0.039379-0.092535i,-0.040562-0.14493i,-0.0021772-0.13004i,0.04915-0.054488i,0.059462+0.0046368i,0.048707+0.017408i,0.047179+0.0059768i,0.036118+0.0050908i,0.019815+0.014159i,0.0089817+0.014105i,0.0054876+0.0075494i,0.0060994-0.00013264i,0.0047369-0.005656i,-0.001019-0.006905i,-0.015214-0.005929i,-0.033057-0.0028772i,-0.038551-0.0023567i,-0.027891-0.0065223i,-0.016016-0.0066779i,-0.0066909+0.0034488i,0.0085367+0.014145i,0.021594+0.0080097i,0.020526-0.0086785i
0.081734-0.074055i,0.12161-0.11489i,0.095624-0.12061i,0.034443-0.0843i,0.028354-0.049567i,0.040699-0.050776i,0.0084316-0.058752i,-0.023322-0.041359i,-0.015285-0.022119i,-0.0040634-0.014678i,-0.0081094-0.0015875i,-0.010467+0.015599i,-0.0030941+0.026658i,0.011566+0.023235i,0.026533+0.014497i,0.039234+0.01468i,0.04414+0.017577i,0.032679+0.014371i,0.014927+0.0063578i,0.0047615-0.002772i,-0.0032657-0.0084364i,-0.0088311-0.0033802i,-0.0067247+0.0057973i
0.10557+0.067577i,0.17215+0.095502i,0.19869+0.080318i,0.18514+0.026244i,0.16625-0.01088i,0.14744-0.022046i,0.10029-0.016775i,0.047938+0.0043806i,0.010391+0.01726i,-0.010329+0.015632i,-0.015374+0.0051104i,-0.016525-0.0080467i,-0.019493-0.015082i,-0.02519-0.015575i,-0.03873-0.010795i,-0.050797-0.0023035i,-0.044063+0.003919i,-0.024126+0.0051625i,-0.0078057+0.002982i,-0.0041305+0.0024452i,-0.0044677+0.0088587i,0.00014688+0.012828i,0.0060291+0.0063559i
-0.04132+0.13757i,-0.048671+0.23205i,-0.050357+0.24817i,-0.051091+0.17211i,-0.053519+0.085344i,-0.047636+0.040447i,-0.023861+0.0017745i,-0.014145-0.030838i,-0.015775-0.031507i,-0.013917-0.019518i,-0.013874-0.0088975i,-0.011254-0.0038986i,-0.0070425-0.0073526i,0.00010349-0.0030802i,0.016004+0.0071959i,0.031782+0.011275i,0.035112+0.012256i,0.029187+0.0095182i,0.025091+0.0015897i,0.022538-0.0087035i,0.01435-0.017799i,0.0032963-0.014551i,-0.0025382-0.0023787i
-0.15401+0.0017393i,-0.22955+0.027289i,-0.19018+0.068298i,-0.054165+0.1169i,0.045919+0.14848i,0.076081+0.14i,0.077832+0.098483i,0.055173+0.038205i,0.018254-0.0057039i,-0.0011013-0.021772i,0.0037203-0.026357i,0.013719-0.031099i,0.014084-0.034749i,0.0020742-0.033543i,-0.020958-0.036178i,-0.051359-0.040494i,-0.069274-0.032773i,-0.058107-0.01666i,-0.033614-0.0043494i,-0.015375+0.0019575i,-0.0043964+0.0044667i,0.0017704+0.000968i,0.0041292-0.0036751i
-0.05377-0.14555i,-0.14783-0.236i,-0.22838-0.23165i,-0.23524-0.14746i,-0.18046-0.078728i,-0.10803-0.058324i,-0.049447-0.057238i,-0.0077741-0.052992i,0.013612-0.049652i,0.0138-0.043315i,0.0034358-0.024224i,-0.00029549+7.4658e-05i,0.008735+0.017717i,0.026534+0.029411i,0.044215+0.033127i,0.050717+0.030265i,0.041384+0.026368i,0.019195+0.021502i,0.0014586+0.020923i,0.00046472+0.019126i,0.003269+0.0070176i,-0.00084687-0.0022629i,-0.0055354-0.0014855i
0.14821-0.098021i,0.23702-0.19611i,0.21601-0.22113i,0.11037-0.12112i,0.061559-0.0051155i,0.057868+0.051124i,0.029914+0.06538i,0.0056653+0.055331i,0.0043035+0.037267i,0.0074106+0.024763i,0.0087715+0.016385i,0.007116+0.01135i,0.0012883+0.010476i,-0.0070151-0.0014669i,-0.015646-0.026203i,-0.023141-0.046084i,-0.02888-0.04814i,-0.028693-0.030062i,-0.021201-0.0073192i,-0.012934+0.0087817i,-0.0068364+0.020392i,-0.00081425+0.021138i,0.0016431+0.01078i
0.12561+0.11043i,0.21964+0.14688i,0.23322+0.076027i,0.13037-0.059531i,0.0095596-0.11744i,-0.027162-0.099696i,-0.0053444-0.064969i,0.0093025-0.022742i,0.010115+0.012046i,0.0084356+0.023761i,-0.002499+0.018262i,-0.018403+0.018384i,-0.023687+0.025412i,-0.017722+0.035076i,-0.00078646+0.048404i,0.025821+0.050697i,0.043309+0.03302i,0.040887+0.0069482i,0.026781-0.0065423i,0.01574-0.0056787i,0.013711-0.0052867i,0.0108-0.0047436i,0.0042319-0.0010253i
-0.043795+0.17689i,0.0080327+0.32235i,0.13617+0.38582i,0.21643+0.31342i,0.15118+0.22366i,0.054363+0.19421i,0.021624+0.14252i,0.0093282+0.065889i,-0.0066113+0.027886i,-0.010888+0.016773i,-0.0035702+0.0065807i,0.0068833-0.011412i,0.005664-0.036032i,-0.007368-0.050032i,-0.016416-0.05422i,-0.022892-0.054862i,-0.02712-0.048503i,-0.021668-0.037838i,-0.013915-0.029429i,-0.011314-0.020096i,-0.011473-0.01005i,-0.010735-0.0064752i,-0.0091738-0.0056313i
-0.19628-0.026839i,-0.36031-0.025087i,-0.43235-0.04358i,-0.33502-0.092802i,-0.16956-0.14045i,-0.066339-0.1324i,-0.0063961-0.071738i,0.029917-0.032608i,0.04057-0.031243i,0.034938-0.043854i,0.015483-0.049236i,3.3259e-05-0.03644i,-0.0021226-0.01886i,-0.0060115+0.0023564i,-0.0075135+0.03437i,0.0078946+0.059311i,0.027534+0.059163i,0.031049+0.039526i,0.015523+0.018857i,-0.00047515+0.0076117i,-0.0031518+0.0043665i,-0.00021522+0.004605i,0.0014832+0.0058662i
-0.032703-0.15263i,-0.12225-0.18607i,-0.19928-0.048867i,-0.20705+0.15907i,-0.17633+0.2188i,-0.14815+0.14402i,-0.11485+0.076688i,-0.051734+0.035146i,-0.0060647-0.0050434i,-0.0033962-0.020245i,-0.0053017-0.013219i,-0.00058177-0.0082347i,0.0058316-0.011211i,0.014144-0.023928i,0.014718-0.040114i,0.0038388-0.046015i,-0.0080853-0.032429i,-0.0081099-0.0071408i,0.00041451+0.0084778i,0.0033774+0.011225i,0.0021739+0.012883i,0.0039026+0.0098913i,0.0045233+0.0021248i
0.16675-0.1256i,0.2633-0.32356i,0.27709-0.49333i,0.23335-0.48074i,0.20791-0.33904i,0.16931-0.20522i,0.088115-0.10271i,0.025507-0.022738i,0.0080287+0.019782i,0.015705+0.033784i,0.017273+0.02792i,0.0016748+0.020374i,-0.0092158+0.027273i,-0.014551+0.034348i,-0.021792+0.039546i,-0.017508+0.048637i,-0.0010523+0.049372i,0.010975+0.035761i,0.01273+0.015817i,0.0093842-0.00037152i,0.0044981-0.0048918i,0.0018756-0.00031151i,0.0018282+0.0025895i
0.11618+0.14807i,0.23737+0.24644i,0.24663+0.24845i,0.099169+0.14662i,-0.046464+0.048513i,-0.10141-0.0031449i,-0.094849-0.030028i,-0.072588-0.025899i,-0.061116+0.0053971i,-0.048859+0.031811i,-0.024229+0.032645i,-0.0028028+0.016009i,0.0066975-0.0012865i,0.013863-0.018949i,0.016529-0.034085i,0.003167-0.040112i,-0.019516-0.034947i,-0.032543-0.018504i,-0.02481-0.0016985i,-0.013341+0.0036172i,-0.015063-0.00084872i,-0.019151-0.0046541i,-0.019568-0.0062337i
-0.067047+0.12351i,-0.013963+0.20542i,0.13883+0.15895i,0.23966+0.017157i,0.19467-0.024207i,0.14481+0.03105i,0.1132+0.03776i,0.039166+0.016037i,-0.002316+0.018317i,0.0052668+0.014208i,0.011323+0.0041369i,0.010123-0.00058048i,0.0054859-0.0056863i,-0.0054527-0.0058581i,-0.02038+0.00084041i,-0.02321+0.013928i,-0.0088488+0.024444i,0.0018171+0.020187i,-0.0017134+0.0098214i,-0.0036104+0.0030214i,5.4236e-05-0.0022386i,-0.00208-0.0026049i,-0.0060553+0.0004611i
-0.19788-0.009473i,-0.43562+0.095534i,-0.61784+0.28558i,-0.55871+0.38506i,-0.33402+0.26173i,-0.16764+0.065044i,-0.079158-0.015333i,-0.0014805-0.02484i,0.02533-0.053639i,-0.0055199-0.077011i,-0.026226-0.062949i,-0.013596-0.037891i,0.0047699-0.02544i,0.018137-0.017355i,0.02647-0.014078i,0.01837-0.02394i,-0.0086039-0.0343i,-0.031878-0.027361i,-0.033262-0.0086447i,-0.020033+0.0035671i,-0.006221+0.0039478i,0.0026593-0.0033052i,0.0056198-0.0092844i
0.045553-0.15556i,0.099484-0.26735i,0.22995-0.27538i,0.36815-0.16486i,0.35076-0.051085i,0.20512+0.0284i,0.095214+0.062307i,0.045835+0.035794i,0.01666+0.013889i,0.0034428+0.025362i,-0.0054376+0.030256i,-0.014962+0.026496i,-0.012493+0.024689i,-0.0062371+0.016794i,-0.008931+0.0074164i,-0.011396+0.0082999i,-0.0031041+0.01334i,0.0080568+0.0055485i,0.011337-0.0097901i,0.0097044-0.012084i,0.010685-0.0047824i,0.012554+0.00047271i,0.014698+0.00047655i
0.08101-0.068537i,0.045096-0.23309i,-0.13834-0.42822i,-0.32407-0.48197i,-0.28691-0.37697i,-0.11737-0.27021i,-0.030479-0.19644i,-0.01498-0.10101i,-0.00032139-0.024591i,0.013394+0.00063418i,0.019989+0.0024958i,0.014774-0.0020058i,0.0032591+0.0014787i,0.003091+0.010604i,0.0099832+0.0071153i,0.0073484-0.0091401i,-0.0049647-0.027481i,-0.017-0.034457i,-0.019123-0.025972i,-0.01637-0.01296i,-0.016953-0.0014464i,-0.013871+0.005616i,-0.0071223+0.006004i
0.10187+0.12943i,0.2917+0.24553i,0.45541+0.34369i,0.39419+0.35762i,0.16536+0.31599i,0.0035824+0.25069i,-0.039527+0.1579i,-0.047373+0.073835i,-0.048435+0.044294i,-0.028559+0.044537i,-0.012561+0.030325i,-0.01395+0.018872i,-0.0096736+0.020826i,-0.0014059+0.011403i,-0.0050516-0.007179i,-0.0037132-0.0095956i,0.016456+0.0011893i,0.039662+0.0063766i,0.045773+0.0050821i,0.037051+0.0034219i,0.023275+0.0018261i,0.010536+0.0047012i,0.0045565+0.0093556i
-0.084739+0.03916i,-0.13754+0.065148i,-0.19316+0.025824i,-0.16509-0.028571i,-0.014859-0.032504i,0.13179-0.033935i,0.15687-0.058027i,0.099201-0.047758i,0.0596-0.036376i,0.035533-0.057872i,0.018122-0.055738i,0.021843-0.035188i,0.020933-0.024556i,0.0079925-0.0084293i,0.0044083+0.0080857i,0.009356+0.0063792i,0.0087973-0.008031i,0.0022947-0.017772i,-0.0025263-0.016652i,-0.0060344-0.015705i,-0.0079767-0.019349i,-0.0078-0.021941i,-0.0093372-0.017365i
-0.056525+0.041393i,-0.1186+0.2176i,-0.062067+0.42231i,0.1006+0.43057i,0.1298+0.22699i,-0.010599+0.073236i,-0.076379+0.063682i,-0.031917+0.039012i,-0.025999-0.016181i,-0.057967-0.023951i,-0.069363-0.011147i,-0.058766-0.0037933i,-0.036926+0.0004562i,-0.012588-0.00060692i,0.0088135-0.0030352i,0.018659+0.00041026i,0.017851+0.016863i,0.014766+0.034984i,0.0066233+0.039764i,-0.0003482+0.035216i,0.00035883+0.0238i,-0.0011119+0.010785i,-0.0021038+0.0031802i
-0.012107-0.10533i,-0.067254-0.34462i,-0.11092-0.62981i,-0.14841-0.70332i,-0.14349-0.47362i,-0.022001-0.18987i,0.079859-0.072034i,0.067707-0.042224i,0.039017-0.00389i,0.043422+0.014727i,0.043472+0.017933i,0.029219+0.013632i,0.001162+0.00015428i,-0.023781+0.004864i,-0.025405+0.020948i,-0.017736+0.022718i,-0.018153+0.012079i,-0.021037+0.0018972i,-0.019278-0.0043671i,-0.016136-0.0066219i,-0.012894-0.00059715i,-0.0066942+0.0017255i,-0.0037187-0.0019919i
-0.020048+0.0077689i,-0.059544+0.033191i,-0.17461+0.21044i,-0.26253+0.42362i,-0.22365+0.391i,-0.18588+0.19165i,-0.17309+0.081661i,-0.10867+0.049294i,-0.047895+0.0094118i,-0.034268-0.013849i,-0.031935-0.023462i,-0.032426-0.026075i,-0.026369-0.0076619i,-0.0083278+0.0033547i,0.002378-0.0065901i,0.00027341-0.012708i,-0.0018205-0.003982i,-0.00099765+0.0086285i,-0.0031985+0.013688i,-0.0058106+0.011043i,-0.0014445+0.0061004i,0.0050098+0.0039124i,0.0080384+0.0067814i
0.10873-0.065994i,0.32552-0.097206i,0.53264-0.15924i,0.54587-0.19779i,0.40378-0.10149i,0.29499+0.017696i,0.23232+0.019425i,0.13466-0.01407i,0.051324-0.0067737i,0.030759+0.012072i,0.032168+0.022768i,0.027237+0.024994i,0.016484+0.010632i,-0.0083531-0.0064999i,-0.037798-0.0024521i,-0.044405+0.013172i,-0.026423+0.014216i,-0.0022728-0.0023799i,0.016828-0.021652i,0.025237-0.031508i,0.021353-0.032362i,0.013626-0.02492i,0.0059861-0.013217i
0.040451+0.064374i,-0.05267+0.17701i,-0.20467+0.22735i,-0.23864+0.13771i,-0.14139-0.02962i,-0.096354-0.14483i,-0.12119-0.11907i,-0.097154-0.044105i,-0.045508-0.026929i,-0.026676-0.04713i,-0.025309-0.060809i,-0.020735-0.058284i,-0.0091888-0.0416i,0.012472-0.024893i,0.033467-0.018273i,0.039722-0.017795i,0.029987-0.012253i,0.012633+0.0023417i,-0.0025401+0.014113i,-0.0087982+0.014402i,-0.0065167+0.012218i,-0.0044324+0.011302i,-0.0059834+0.0067683i
0.0036577+0.13751i,0.031991+0.17929i,0.1205+0.093322i,0.13817-0.054955i,0.01153-0.083183i,-0.042336+0.040857i,0.042308+0.094411i,0.0736+0.044661i,0.036142+0.025375i,0.013779+0.030545i,-0.00077755+0.030177i,-0.0029869+0.024807i,-0.00017597+0.0017061i,-0.017885-0.016834i,-0.03713-0.012166i,-0.04175+0.0018938i,-0.036189+0.016297i,-0.02209+0.027179i,0.00047243+0.031321i,0.017855+0.030695i,0.01861+0.02904i,0.011119+0.023883i,0.00058344+0.011406i
-0.22995-0.04112i,-0.41446-0.1384i,-0.52514-0.14148i,-0.4696+0.037686i,-0.26777+0.18504i,-0.095529+0.12788i,-0.067652+0.029828i,-0.055305+0.011523i,0.0072507-0.01225i,0.038022-0.054074i,0.035018-0.067324i,0.024587-0.061817i,0.014527-0.039804i,0.022091-0.0098904i,0.03381+0.0030574i,0.029893-0.003191i,0.012145-0.014103i,-0.010661-0.015431i,-0.029325-0.012171i,-0.034843-0.011999i,-0.027628-0.010464i,-0.01515-0.0077609i,-0.002409-0.009966i
-0.010586-0.18796i,0.087842-0.18263i,0.26135-0.022885i,0.39731+0.075238i,0.37393+0.01889i,0.22478-0.015128i,0.15399+0.020338i,0.15513-0.0058539i,0.093089-0.04846i,0.02596-0.023989i,-0.0017989+0.013421i,-0.014519+0.03128i,-0.017435+0.024002i,-0.030658-0.0064555i,-0.051169-0.024086i,-0.060109-0.015524i,-0.057997+0.0010093i,-0.048663+0.010077i,-0.033019+0.013427i,-0.016495+0.016847i,-0.0079984+0.013097i,-0.0046489+0.0047378i,0.0013906-0.0012203i
0.26992-0.13144i,0.37152-0.25233i,0.23555-0.37637i,-0.025222-0.40576i,-0.15159-0.31108i,-0.12213-0.20354i,-0.10966-0.15431i,-0.12405-0.092369i,-0.068307-0.016403i,0.011979+0.011918i,0.043096+0.0053668i,0.037407-0.0046767i,0.026723-0.0011489i,0.028366+0.013491i,0.036761+0.01441i,0.036828-0.0037729i,0.029068-0.024255i,0.017554-0.037025i,0.0055661-0.041305i,-0.0012951-0.038848i,-0.0026757-0.029474i,0.00051986-0.013269i,0.0080349-0.00063701i
0.11728+0.33144i,0.11923+0.52539i,0.047305+0.5229i,-0.020469+0.35861i,-0.031837+0.20068i,-0.0051495+0.10536i,0.023947+0.071038i,0.034163+0.07636i,0.017505+0.072801i,-0.013098+0.050363i,-0.029768+0.029973i,-0.023411+0.01985i,-0.0047148+0.0018648i,0.0068441-0.027195i,0.0020835-0.040179i,-0.0077521-0.030401i,-0.015689-0.015638i,-0.01838-0.0040176i,-0.012711+0.0093942i,-0.0079418+0.022178i,-0.0048933+0.027481i,-0.0027925+0.025973i,-0.0064401+0.02339i
-0.26972+0.18892i,-0.32705+0.22827i,-0.16222+0.15089i,0.024086+0.084102i,0.054467+0.11652i,0.016661+0.13055i,-0.023626+0.073395i,-0.052081+0.031185i,-0.041147+0.037237i,-0.015047+0.040055i,0.0049852+0.024578i,0.023408+0.0057918i,0.030387-0.00044805i,0.024864+0.01228i,0.020901+0.025975i,0.024012+0.021069i,0.031879+0.0014714i,0.040816-0.017787i,0.043631-0.028272i,0.035941-0.032583i,0.018028-0.033913i,-0.0016705-0.02343i,-0.0074459-0.0062562i
-0.30328-0.29502i,-0.47461-0.40025i,-0.43944-0.26068i,-0.17957-0.086555i,0.062676-0.091318i,0.14473-0.083449i,0.17618+0.003385i,0.18523+0.022298i,0.12343-0.016995i,0.049102-0.036632i,0.0095955-0.033152i,-0.012203-0.020078i,-0.017828-0.010757i,-0.010539-0.010266i,-0.006398-0.011025i,-0.0066044-0.00058683i,-0.0066598+0.015368i,-0.010457+0.021227i,-0.016648+0.018282i,-0.019077+0.011994i,-0.019244+0.0051941i,-0.022355-0.0020837i,-0.022539-0.005131i
0.3161-0.32269i,0.47702-0.43228i,0.3896-0.36481i,0.10622-0.23193i,-0.12885-0.15694i,-0.20866-0.1297i,-0.17973-0.11962i,-0.11345-0.10223i,-0.055123-0.058905i,-0.016435-0.010879i,-0.0056904+0.0050882i,-0.018037+0.0046487i,-0.02815+0.015079i,-0.026852+0.022418i,-0.024086+0.0093819i,-0.025669-0.0097469i,-0.019695-0.013292i,-0.0014912-0.00168i,0.016437+0.01143i,0.031907+0.015653i,0.042906+0.0064582i,0.037758-0.0027845i,0.023889-0.0032729i
0.37191+0.2206i,0.47994+0.2488i,0.31181+0.090299i,0.072458+0.012072i,0.05254+0.12267i,0.14461+0.16084i,0.13767+0.10868i,0.070462+0.093026i,0.0366+0.08004i,0.024115+0.046467i,0.012442+0.023876i,0.0022149+0.014647i,0.0052543+0.0099258i,0.021344-0.00069866i,0.029017-0.0061305i,0.022351+0.0017687i,0.0044824+0.0071561i,-0.021355+0.0028063i,-0.041569+0.00026261i,-0.04202+0.0076161i,-0.022665+0.012643i,-0.0039979+0.0022432i,-0.00077749-0.0068295i
-0.23248+0.49088i,-0.28061+0.73561i,-0.10239+0.70742i,0.12735+0.43664i,0.16062+0.1553i,0.057695-0.0012814i,-0.039354-0.054625i,-0.085338-0.048686i,-0.1007-0.022779i,-0.10213-0.00073497i,-0.073239+0.0026367i,-0.023566-0.018926i,0.0060437-0.041342i,0.0050123-0.044936i,-0.0031528-0.042398i,-0.0062107-0.047554i,-0.0089284-0.051241i,-0.013698-0.038618i,-0.014566-0.011025i,-0.012391+0.013401i,-0.011257+0.026889i,-0.010369+0.029737i,-0.010817+0.023141i
-0.47481-0.21079i,-0.62371-0.33023i,-0.44946-0.32384i,-0.17541-0.2697i,-0.063677-0.18483i,-0.0042083-0.010687i,0.080428+0.093408i,0.081736+0.065254i,0.026181+0.037616i,0.012235+0.029027i,0.018981+0.018848i,0.018095+0.023259i,0.013381+0.030742i,0.005744+0.041816i,0.00020144+0.056577i,0.0056192+0.063985i,0.023588+0.053725i,0.038166+0.016198i,0.030714-0.031215i,0.0092888-0.050059i,-0.004548-0.035293i,-0.0078914-0.018279i,-0.011066-0.010168i
0.11324-0.53113i,0.059642-0.65716i,-0.17671-0.41116i,-0.34069-0.043411i,-0.27848+0.059936i,-0.20176-0.053332i,-0.1772-0.1097i,-0.11623-0.080549i,-0.041891-0.071267i,-0.020011-0.083142i,-0.03001-0.073675i,-0.029157-0.042347i,-0.017823-0.0085869i,-0.0036986+0.0025741i,0.0065561-0.017858i,-0.00036672-0.041524i,-0.01045-0.04463i,-0.0051707-0.032372i,0.002721-0.018016i,-0.0018043-0.0068033i,-0.013007+0.0048675i,-0.019069+0.015968i,-0.015604+0.018877i
0.63027+0.1069i,0.907+0.089749i,0.85647-0.03216i,0.58173-0.082477i,0.33653+0.010662i,0.18269+0.085815i,0.094448+0.093373i,0.068205+0.069028i,0.049047+0.027114i,0.021524+0.014341i,0.0046079+0.027243i,-0.018306+0.034488i,-0.038401+0.040678i,-0.03982+0.042669i,-0.030804+0.044136i,-0.018467+0.055901i,-0.0010895+0.074532i,0.021441+0.080842i,0.040133+0.06526i,0.047255+0.036324i,0.043331+0.0021271i,0.029114-0.027453i,0.0084875-0.038292i
