-0.0012464+0.00040499i,-0.00062977+0.00057263i,-0.001392-0.0003753i,-0.0010272-0.00083431i,-0.0014584+0.0003062i,-0.0019071+0.0013026i,-0.0015098+0.0016213i,-0.00060199+0.0018545i,0.00092761+0.0014497i,0.0023783+0.00028254i,0.002056-0.00040951i,0.0013763-0.0010113i,0.0011266-0.00071525i,0.00054728-6.8987e-05i,-0.00031821-0.00086526i,-0.0006991-0.0016734i,-0.00021146-0.00083219i,0.00028261-0.00071982i,0.00053589-0.00097959i,0.0004304-0.00026987i,4.4028e-05+0.00046989i,2.5491e-05+0.00077779i,0.0001899+0.0007563i
-0.0018235+0.0017386i,-0.0016641+0.0019838i,-0.0013847+0.0015587i,-0.0010275+0.0011675i,-0.00066634+0.0011118i,-0.00048897+0.00065725i,-0.00025875-3.4584e-05i,0.00012369-2.3385e-05i,0.00044335-0.00011982i,0.00087667-0.00058097i,0.0008634-0.00090527i,5.6723e-05-0.00027651i,-0.00040935-5.4948e-05i,7.7218e-05-0.00040963i,-2.0353e-05+9.0753e-05i,-0.00017254+0.00049666i,0.00034992+0.00046323i,-3.5407e-05+0.00053846i,-0.0001204+0.00073735i,0.00048374+0.00069871i,0.00077928+0.00025662i,0.00041622-0.00026505i,0.00021376-0.00031807i
0.00015323-0.0016442i,0.00029944-0.0014643i,7.985e-05-0.0024334i,-0.0012391-0.0024575i,-0.0025962-0.00084998i,-0.0020294+0.00036202i,-0.00037437+0.0004612i,-8.633e-05+0.00026261i,0.00013865+0.00063668i,-8.4976e-05+0.00034668i,-0.00080168-0.00091911i,-0.0011256-0.00080782i,-0.00066747-0.00033394i,-9.9033e-05-9.4616e-05i,9.9574e-06+0.00015519i,0.00038619+0.00013772i,0.00059901+0.00016179i,4.5323e-05+0.00031001i,-9.6567e-05+0.00059514i,-4.5905e-05+0.00027518i,2.3986e-05+0.00072992i,0.00020136+0.0011478i,-9.5086e-05+0.00069861i
0.0012223-0.00084514i,0.0010799+0.00030195i,0.00013504+0.00063322i,-0.0005452+0.0012344i,-0.0013078+0.0014555i,-0.0011372+0.00060446i,0.00016638+0.00061146i,0.00065934+0.00097887i,0.00083036+0.00052728i,0.0010966-9.4016e-05i,0.0010682-0.00025302i,3.9143e-06-0.00023017i,-0.00046203+0.00074505i,0.00018687+0.00090663i,0.00019986-0.00014738i,-0.00019594-0.00075862i,-0.00048333-0.0009058i,-0.00054269-2.0996e-05i,-0.00032331+0.00075721i,3.0147e-05+0.00063972i,8.6166e-06+0.00030145i,-0.00015044-4.0502e-06i,4.253e-05-0.00019318i
0.00013058-0.001704i,-0.00032222-0.0013548i,-0.0010893-0.0013984i,-0.0014185-0.0014648i,-0.0019466-0.00080297i,-0.0014203-2.4461e-05i,-0.00016913+0.00071749i,7.717e-05+0.0007572i,0.00021553+0.00053899i,0.00028772-8.4779e-05i,0.00027074-0.00031433i,0.00013119-5.4978e-05i,-0.00030747-0.00086596i,4.719e-06-0.00097594i,0.00053199-0.00012059i,0.00073968+4.1889e-05i,0.00092295-0.00010652i,0.0006777-0.00028065i,0.00041092+1.0095e-05i,0.00079042+6.7394e-05i,0.00054889-0.0010747i,-0.00052203-0.0015238i,-0.00022912-0.00045393i
-0.00067141+0.00081911i,-0.00051879+0.00014094i,-0.00060711+0.00070178i,-0.00064003+0.0013491i,-0.00034927+0.0011139i,0.0003979-0.00014896i,0.00030361-0.00057542i,0.00063563+8.6706e-05i,0.0016697-0.00034468i,0.0012719+0.00018391i,-1.5501e-05+0.00079287i,-0.00039791+0.00047524i,-0.00018865+0.00074601i,0.00027954+0.00059229i,-3.6252e-05+9.9088e-05i,-0.0006376+0.00019329i,-0.00021134+0.00063941i,0.00012682+0.00048364i,6.6317e-05+0.00023192i,0.00016264+0.00011898i,0.00063899-0.00020611i,0.00035398+9.0997e-05i,7.7187e-05+0.00034673i
0.0012611-0.00024317i,0.0016082+0.00041236i,0.00046852-0.00019344i,-0.00077956-0.00052444i,-0.0013467+0.00013101i,-0.0014095+0.00027686i,-0.0010602-0.00048337i,-0.00059562-6.4266e-05i,-0.00025845+0.00048624i,-1.9689e-05-0.00012774i,0.00014552-2.8543e-07i,0.00040499+0.00039751i,0.00068559+0.0001066i,0.00059749-0.00012343i,0.00063228-3.8758e-05i,5.1767e-05+0.00012918i,0.00039726-0.00028806i,0.00084292-0.00065101i,0.000467-0.00083615i,-6.8961e-05-0.00014006i,0.00019353+0.00037141i,0.00049964+3.9772e-05i,0.00023566+0.00018785i
-0.0015469+0.00037212i,-0.001117+0.00080981i,-0.00088386+0.0011979i,-0.00073155+0.0015478i,-0.00027372+0.0014166i,1.4727e-05+0.0010028i,0.00045449+0.00093566i,0.00088589+0.00067806i,0.00093261+0.00038644i,0.0012213+6.0968e-05i,0.0013951+0.00030648i,0.00047727+0.00032545i,-0.00069583-0.00091972i,-0.00019965-0.0011934i,3.2685e-05-0.00063739i,-0.00090489-0.00040853i,-0.0010367+7.9277e-07i,-0.00042423+0.00050885i,-8.947e-05+0.00030282i,0.00062936+1.4588e-05i,-3.5464e-05-8.4524e-05i,-0.00031197-0.00012753i,0.00043047-0.00024312i
-0.0016286+0.00036789i,-0.0017593-0.00051224i,-0.0010522+0.00024569i,-0.00051743+0.000706i,0.00025442+0.00055044i,0.00087873+0.00011797i,0.00057245-0.00029987i,0.00054558+0.00013289i,2.5385e-05-0.00020838i,0.00045481-0.000988i,0.0015175-0.0012659i,0.0010966-0.0013172i,0.00067179-0.001088i,0.00042193-0.0006997i,-0.00016778-0.0008064i,-0.00090294-0.00076994i,-0.00094609-0.00044426i,-0.000668-0.00071164i,-1.957e-05-0.00079228i,0.00043092-0.00065537i,-0.00019735-0.00034664i,-3.3369e-05+3.067e-05i,-0.00028769-0.00031884i
-0.0006483-0.00065097i,-0.00034697-1.4436e-05i,0.00047097+0.00028645i,0.00048435-0.00023323i,-0.00035493-0.00012444i,-0.00043587+0.00012295i,-9.1595e-05+0.00017127i,-0.00021191+0.00031929i,0.00039876-4.744e-05i,0.00071172-0.00027533i,0.00083528-0.00026306i,0.0012648+0.00034578i,0.00028354+0.00047561i,-7.9117e-05-0.00027066i,0.00048535-0.00041263i,0.00090159+9.9561e-05i,0.0012672+0.00024409i,0.00065122-0.00023843i,-0.00047948-0.00052171i,-0.00050385-0.00028377i,0.00035391-2.5228e-05i,0.00059322-0.00034712i,-0.00031613-0.0005076i
0.0025354+0.00028851i,0.0018049-0.00048766i,0.0012754-0.0010986i,0.00054941-0.0006746i,-4.0218e-05+0.00035906i,-3.8712e-05+0.00099854i,-0.00028232+0.0001799i,0.00020788+0.00010765i,0.00090509+0.00025074i,0.0012994-0.00096433i,0.00079893-0.0014244i,4.5422e-05-0.0010154i,0.00020159-0.0009376i,0.00068601-0.00033543i,0.00076259+0.00033177i,0.00078228+0.0001514i,0.0006115+0.00041548i,-0.00014798+0.00038011i,-0.00062146-0.00040222i,-0.00015866-0.00050499i,-5.5733e-05-0.00087962i,0.00013733-0.00083318i,-0.00041913-0.0001061i
-0.00099164+9.8028e-05i,-0.00084639+0.00036749i,-0.00062906-8.6402e-05i,-0.00081001-0.00037738i,-0.001287-0.00069582i,-0.0011617-0.0011276i,-0.00023677-0.0005349i,0.00035183+0.00064724i,0.00082761+0.00092824i,0.0013373+0.00034209i,0.001216-0.00017838i,0.00059729+0.0001658i,0.00059837-0.00020901i,-9.4122e-05-0.00039462i,-0.00062961+0.00030536i,8.4845e-05-3.6227e-05i,0.00045445+7.1488e-05i,0.0003065+0.00042156i,0.00030625+0.00049964i,8.1429e-05+0.00014915i,-0.00013201+0.00023052i,0.00069994+0.000275i,0.0006345-0.00061246i
-0.0012212+0.00019022i,-0.001324+0.0014594i,-0.00094099+0.0019516i,-0.00098888+0.0012133i,-0.0015013+0.0013402i,-0.00092732+0.001674i,-6.3816e-05+0.0012168i,0.00052208+0.00034967i,0.00041178-0.00084178i,0.00026938-0.0019711i,0.00016042-0.0016504i,-0.00026892-0.00042716i,-0.00089603-0.00053751i,-0.0011929-0.00050848i,-0.00091708-0.00034606i,0.00012425-0.00036546i,0.00053451-0.00031876i,-5.6201e-05-0.00055116i,0.00024798+0.00024441i,0.00069512+0.00081202i,0.00065712+8.7986e-05i,0.0007136+4.5476e-05i,0.00075848+0.00038713i
0.00076456-0.0017034i,0.00091557-0.001696i,-1.085e-05+0.00024301i,-0.0012955+0.00026443i,-0.0018693-0.0014123i,-0.0016008-0.00091708i,-0.00086037-3.698e-05i,9.1329e-05+0.00030595i,0.00035288+0.0007494i,0.00098441+0.0006577i,0.0010408+0.0006203i,0.00072816+0.001147i,0.00029426+0.0011796i,0.00012019+0.00061581i,0.0008313+0.00045495i,0.0011219+0.00066575i,0.00040426+0.00050244i,-0.00039844+0.00044261i,-0.0004667+0.000471i,-0.0005133+0.00013735i,1.0845e-05+2.2255e-06i,-0.00017145-0.00039847i,-0.00055929-0.00011871i
3.3027e-05+0.0021242i,0.00081595+0.0012031i,0.0016169-0.0003176i,0.00023257-0.00055656i,-0.00099093-0.0010879i,-0.00090437-0.0017813i,-0.00057479-0.0012977i,-0.00033938-0.00077483i,0.00052543-0.00080449i,0.0013286-0.0014511i,0.0014257-0.0013291i,0.00025836-0.00037252i,-0.00075746-1.3757e-05i,-0.00052668-0.00064497i,-0.00014135-0.00097985i,-8.5424e-05-0.0010417i,-0.00034615-0.00082408i,-0.00022336-0.00026078i,0.00060057-0.00011971i,0.0008059-0.00017822i,0.00044048-0.00025703i,9.2873e-05+0.00081623i,8.8601e-05+0.001226i
0.00055125-0.00057519i,4.9923e-05-0.00046819i,-0.00039155-0.0012096i,-0.00057444-0.0013801i,-0.00074993-0.00080901i,-0.0010778-0.00024307i,-0.00060247-1.4202e-05i,-7.6549e-05+0.00020706i,-0.00024149-0.0001159i,-0.00013063-0.00061737i,0.00031482+0.00012568i,0.00023607+0.00065003i,-0.0003444+0.00055991i,-0.00046636+0.00027404i,-0.00033747+0.00018881i,0.0004632+4.4318e-05i,0.0009976-0.0004185i,0.00057361+4.8623e-05i,0.00051864-3.5214e-05i,0.00049406-0.00046472i,0.00039567-0.0003148i,0.00075929-0.00048677i,0.00086241-0.00010094i
-0.0017529+0.00087192i,-0.0016943+0.00056273i,-0.0015034+0.00095207i,-0.00092024+0.0011372i,-0.00046751+0.0011849i,-0.00035262+0.00078675i,8.5e-05-0.00032782i,0.00063242-0.00052488i,0.0011399-2.5496e-06i,0.0019429-9.0018e-05i,0.0015462-0.00057886i,-0.00042807-0.00069809i,-0.00058341-4.2719e-05i,0.00021323+0.00030044i,0.00055596+1.7052e-05i,0.00060136-0.0002333i,0.00029957+0.00044767i,-0.0002053+0.00032381i,-0.00055229-0.00059929i,0.00029342-0.00051369i,0.00031719+0.00040218i,-0.00054696+0.00022483i,-0.00047991-0.0010389i
5.1279e-05+0.0019574i,0.00070478+0.0011438i,0.0014041+0.00077196i,0.0010615+0.00065707i,-0.00020876+7.1885e-05i,-0.00093118+0.0001166i,-0.00088125+0.0008981i,-0.00014837+0.00066331i,-3.527e-06-0.0003627i,0.00015274-0.00078117i,0.0004911-0.00015259i,-0.00017838+0.00013358i,-0.00029945+9.2935e-05i,0.0002871-0.00036481i,0.0005091-6.7111e-05i,0.00032778+0.00074272i,0.0010916+0.00027158i,0.0014316+0.00015893i,0.00061966+7.7515e-06i,0.00068797-0.0003147i,0.0010704+0.00031772i,0.00092548+0.00084215i,0.00050911+0.00061042i
0.00063009+0.0022741i,0.00086917+0.0016137i,0.0012088+0.00037074i,-0.00027114+8.9299e-05i,-0.0016372+0.00044407i,-0.00061717+0.00016725i,0.00040909-0.00024234i,0.00063319+0.0003862i,0.0009658+0.00061409i,0.00060491-0.0003136i,-0.00037957-0.0011442i,-0.00026678-0.00061551i,-0.00024567+8.812e-05i,-0.00062911+0.00063691i,-0.00053439+0.00076404i,-0.00020449+0.00044208i,0.00018967-0.00017992i,8.0316e-05-0.00085349i,-0.00027719-0.0005735i,-0.00012909-0.00030389i,-6.409e-05-0.00084098i,-0.00014029-0.00054424i,0.00038111+2.435e-05i
-0.00029814+0.00032528i,0.00025579+0.00062033i,0.0014391+0.00084566i,0.0010392-0.00028473i,0.0002588-0.0010336i,2.8396e-05-0.00058561i,-4.1523e-05+5.5736e-05i,-0.00082819+0.0005223i,-0.00067542+0.00051718i,0.00029766-0.00042842i,0.00055113-0.00052289i,-7.6885e-05-0.0001678i,-0.0003979-5.6475e-05i,0.00054023+0.00010471i,0.00095249+0.00011271i,0.00043765+0.00060748i,0.00031779+0.0006632i,6.1693e-05+0.00017845i,-0.00053793+3.7456e-05i,-5.8881e-05+9.7244e-05i,-3.6962e-05-7.4242e-05i,-0.00064373-2.0825e-05i,-0.00048692-0.00014911i
0.0026625-0.00056963i,0.0013813-0.001137i,0.00063814-0.002039i,-0.00020007-0.002063i,-0.00091481-0.0012532i,-0.00098719-0.0006446i,-0.00025055-0.00060745i,0.00069894-0.0012364i,0.00092634-0.00089353i,0.0003232-9.9879e-05i,-0.00029681+3.7199e-05i,-0.00026116+0.00065567i,-0.00016929+0.00067221i,-0.00020282+0.00020182i,-0.00061262-0.00031761i,-0.00094383-0.00069726i,-0.00025587-0.00036647i,0.00074245-0.00012963i,0.00044034-0.00015253i,0.00048111+0.00044305i,0.0005406+0.00049061i,0.00061845+6.0165e-05i,0.0008288+0.00083169i
-7.9083e-05+0.0014755i,0.00034872+0.0013197i,-0.00023717+0.0025475i,-0.00046147+0.0025481i,3.0458e-05+0.0010092i,0.00027807+0.00095199i,0.00034928+0.0010186i,0.00097481+0.00029802i,0.0015674-0.00012977i,0.0012327-0.00057661i,0.00042386-0.00072113i,-4.2964e-05-0.00029306i,-0.00016838-0.00011357i,-5.1801e-05+0.00041515i,0.00041047+0.00059566i,-0.00014672+0.00033965i,-0.00046997+0.00072258i,-0.00023662+0.00081077i,-0.00043213+0.00060995i,-0.00071064-0.0002414i,-0.00047654-0.00046431i,2.6504e-05+0.00073891i,0.00011704+0.00083982i
0.00061427+0.0024594i,0.0012247+0.0017058i,0.0015442+0.0010953i,0.00053978+0.00085524i,-0.00037532-5.4153e-05i,6.7001e-05-0.00080893i,0.00034738-0.0004474i,0.00048613-0.00034728i,0.00051783+5.1307e-05i,0.00051488+0.00047782i,0.00035403-0.00028067i,-0.00038436-0.0011514i,-0.00088754-0.00065014i,-0.00090492-0.00010085i,-0.00065948-0.00020293i,-0.00028741+0.00020075i,-0.00013276+0.00066255i,0.00026442+0.00056113i,0.00041043-2.0186e-05i,0.00035542-0.00060648i,0.00070098-0.00052683i,0.00066813-0.00063602i,0.00036631-0.00089589i
-8.8366e-05+1.9748e-05i,-0.00039559-9.2551e-05i,6.7561e-05-0.00063169i,-0.00029793-0.0010848i,-0.0011731-0.00099146i,-0.00096195-0.00068388i,-0.00079677-0.000343i,-0.00035075+0.00010995i,0.00059983+0.00037218i,0.00037337+9.0922e-05i,-0.00023707-0.00036872i,-0.00086773-0.00050195i,-0.00057311-0.00045385i,-0.00018954-0.00036857i,0.00010605-0.00034272i,0.00079767-0.00021685i,0.00065734+3.7214e-06i,0.00042874+0.00014519i,0.00057899+0.00031743i,9.4082e-05+0.00023283i,-0.00034682+0.00028831i,0.00019195+0.00016143i,0.00061845+0.00038885i
-0.00036862+0.0008707i,-0.00044297+0.0016627i,-0.00036693+0.0011022i,-0.00013757+5.5723e-06i,-0.0001755+0.00046191i,0.0003364+0.00083767i,0.00043537-0.0001743i,0.00040686-0.00028629i,-7.9833e-05-9.2743e-06i,-0.0002612-0.00074507i,0.00045706-0.00068136i,0.00042874+0.0004142i,0.00031989+0.00040324i,0.0001303+0.00017986i,-0.00053619+5.4823e-05i,-0.00079713-0.00028426i,-0.00056628-4.4117e-05i,-0.00059091-6.8472e-05i,-0.00061085-0.00043958i,0.00017889-0.00035619i,0.00039441+4.0969e-06i,0.00068276-0.00046079i,0.00087391-0.00027735i
-0.00077838+0.00064626i,-0.00065706-0.00043791i,-0.0014208-1.0275e-05i,-0.00073956+0.00059535i,-0.00013972+0.00077066i,-4.3697e-05+0.00041236i,0.00017242-0.00033465i,0.00032715-0.00024291i,0.00027606+0.00040751i,0.00052976+0.0002359i,0.0011046-0.00016502i,0.00082589-0.000499i,-6.166e-05-0.00071388i,-0.00068394-0.00082149i,-0.00092999-0.00017024i,-0.00036514+0.00016863i,0.00049204-0.00017675i,0.00097926-0.00030484i,0.0012783-0.00039267i,0.00074588+2.3513e-05i,-0.00013603-7.3929e-05i,-0.0005297-3.1418e-05i,-0.00025157-0.00023319i
-0.00095043+0.00015301i,-0.00206+0.000897i,-0.0020183+0.0011601i,-0.0011871+0.00084075i,-0.000235+0.0016024i,0.00032298+0.0016952i,0.000893+0.00086601i,0.00093725+0.00058355i,0.00034796-1.737e-05i,2.8096e-05+0.00016874i,-0.00074743+0.00029187i,-0.00088414-0.00053217i,-5.5158e-06-0.00071924i,0.00048543-0.00063142i,0.00017623-0.00034857i,-0.00041137-0.00036436i,-0.00051818-0.00024474i,2.3692e-05-0.00013027i,0.00067851+0.00014716i,0.00056593+0.00066622i,0.0003069+0.00015984i,0.00011301-0.00062493i,0.0001607-0.00061781i
0.0011067+0.00028771i,0.0015697+0.00055842i,0.001352+0.00074723i,0.00025489+0.00059272i,-0.0009539+0.00053778i,-0.00099082+0.00086496i,-0.00042922+0.00084012i,0.00015277+0.00052622i,0.0012936+0.00027409i,0.0013434+0.00022931i,0.0006666-0.00011527i,0.00064095-0.00022688i,-2.2208e-05-0.00072678i,-0.00034864-0.00053897i,-0.00058178+0.00011211i,-0.00054231+0.00028886i,0.00020653+0.0002996i,0.00051383-0.00016571i,-7.1532e-05-0.0011159i,-0.00032822-0.0011948i,0.00016622-0.00020586i,0.00018592+0.0001974i,8.3638e-05+0.00014394i
0.00078566+0.0006819i,0.0008201+0.00037605i,0.0014317-4.2667e-05i,0.0012321-0.00019409i,0.00052811-0.00076398i,-8.3287e-05-0.00055671i,1.7313e-05-0.00017675i,0.0012847+0.00023966i,0.0018046-0.00039086i,0.00064564-0.0013592i,-0.00013135-0.00082809i,-0.00080508-0.00024108i,-0.0014248-0.00025912i,-0.0012846-0.00012957i,-0.00040857+7.3407e-05i,0.00041633-0.00034551i,0.00055958-0.00087105i,0.00031243-0.00030216i,-0.00035323-0.00022109i,5.5374e-05-0.00034979i,0.0011434+0.0001029i,0.00068677+0.00017498i,0.00012194+0.0004197i
-9.9047e-05+0.0013557i,0.00022658+0.00037361i,0.00023528-0.00086774i,-0.0001912-0.00042055i,-0.00041592+0.00042083i,-0.00040152+0.00081792i,-0.00088356+0.00018578i,-0.00098786-0.00044835i,-0.00035697-2.1505e-05i,0.00065085-0.00033827i,0.00042649-0.00029203i,-0.00039547+1.359e-05i,-0.00020039-0.00047471i,-0.00017563-0.00019819i,-0.00027001+0.00039348i,-5.7603e-05+0.0010195i,-0.00049383+0.00068645i,-0.00071555-1.178e-05i,-0.00046136+0.00042229i,-0.00014359+0.00065462i,8.8494e-05+0.00035666i,-0.00052665-0.00033856i,-0.00069918-0.0011229i
-0.00066402+0.001526i,0.00025593+0.00031543i,0.00088988-0.0004382i,0.0003708-0.00013929i,-0.00086131-0.00056445i,-0.0015952+5.0888e-05i,-0.00073584+0.00039299i,5.3884e-06-0.00065754i,0.00029114-0.0012489i,0.0005895-0.00098176i,0.00021819-0.00050214i,-0.0005715-0.00021993i,-0.00010141+0.00013628i,0.00019139+0.00020323i,-0.00023442-1.2199e-05i,7.5094e-05-0.00032084i,0.0010708+0.00035646i,0.0010421+0.00065956i,0.00018172+0.00061962i,0.00019409+0.00081118i,0.00031717+0.001013i,0.00038842+0.00016603i,0.00039558-9.0969e-05i
-0.00045402-0.00015209i,-0.00058544+0.00014514i,-0.00039186+5.2756e-05i,8.5534e-06-0.00023057i,-0.00024161+0.00036542i,-0.00075408+0.0011143i,-0.00075389+0.00099113i,-0.00062541+0.00051404i,0.00023151+0.00024333i,0.00054152+0.00025835i,0.00035701+0.00017894i,-2.5516e-05-8.7004e-05i,-0.00077139-0.0002303i,-0.00078428-0.00014615i,-6.402e-05-0.00032445i,0.00032048-0.00015883i,0.00013255+0.00085928i,7.0218e-06+0.00074744i,-5.762e-05+0.00062668i,-2.4747e-05+0.0010503i,-0.00010565+0.00047312i,-0.00022123-2.0332e-05i,-0.0001211-0.00074842i
-0.0015733+0.0004072i,-0.00077809+0.0010783i,-0.0017163+0.0015406i,-0.0020206+0.0017853i,-0.00093396+0.00068468i,-0.0002149+0.00040803i,0.00064963-0.00023289i,0.00055322-0.00075821i,-0.00026481-0.00018996i,-0.00012235-5.4984e-05i,-0.00036921-0.0006463i,-1.6862e-05-0.00098683i,4.9278e-05-0.00034676i,-0.00073984-0.00050605i,-0.0004338-0.00080292i,0.00014481-0.00093979i,-4.3189e-05-0.00085662i,-0.00039564+0.00026252i,-0.00015283+0.0008079i,0.00023112-7.9173e-05i,0.00027539-0.00018476i,0.00030625-0.00013318i,0.00075437-0.00014495i
-0.00040466-0.0013324i,-0.0013305-0.0011608i,-0.0011436-0.00021195i,-0.00022956+0.00072552i,-0.00068285+0.0014981i,-0.00051351+0.0014067i,-0.0005365+0.000116i,0.00011056-0.0002179i,0.00034347+0.0001504i,0.00021434-0.00063192i,0.0006089-0.00028949i,0.00084804+0.00020992i,0.00055442+0.00054845i,-0.00034074+0.00097609i,-0.00094069+0.00055629i,-0.00062186+9.1046e-05i,9.4001e-05+0.00015179i,-0.00025651+0.00032251i,-0.00084565-0.00041491i,0.00026544-0.00090732i,0.0011474-0.00019938i,0.0012266+0.00022263i,0.00061247-0.00010576i
-0.00051217-0.00013687i,-0.00083949-0.00075298i,-0.0018251-0.00027336i,-0.0016328+0.0006553i,-0.0014787+0.0011261i,-0.001435+0.00084157i,-0.0013843+0.00027099i,-0.00082063-0.00015031i,-3.4146e-05-0.00020051i,0.00051694-0.00026204i,0.0011879-0.00022673i,0.0013441-0.00065642i,0.00041771-0.00025075i,0.0003619+0.00034783i,0.001174+0.00041637i,0.00057301+0.00010671i,0.00035741-0.00060584i,0.00034441-0.00024517i,-0.00036124+0.00013664i,-0.00028693+0.00015836i,4.6595e-05+0.00024041i,0.00015873-0.00022431i,0.00036101-6.8738e-05i
8.0268e-05+0.0010227i,0.0005069+0.0012335i,0.00048415+0.00041868i,-0.0004771-0.00033201i,-0.00028711-7.6175e-05i,-0.00052616-0.00039164i,-0.00070464-0.00063795i,-5.5498e-05+0.00041769i,0.00086642+0.00019697i,0.00064136-0.00085683i,0.00055577-0.00073909i,0.00049828+0.00016926i,0.00065344-8.193e-05i,0.00070608-0.00045981i,7.4581e-05+0.00026496i,-0.00020899+0.00061515i,-0.00017475+0.00014728i,0.00023663+0.00037966i,0.00047726+0.00080847i,0.00050781+0.00041033i,0.00041398+3.0027e-06i,0.00024762-0.00016456i,0.00023618+6.4809e-06i
-0.00083673-2.7032e-05i,-0.0010398-0.00017993i,-0.0012791+0.00032187i,-0.00069432+0.00053505i,-0.00074292+0.000835i,-5.9448e-05+0.0014332i,0.00073968+0.001194i,0.00036821+0.00043859i,0.00069333+0.00020033i,0.0011316-9.6241e-06i,0.00050532-0.00046962i,-0.00017994-0.00072225i,-0.00068449-0.00057411i,-0.0006938-0.00045502i,-0.00057942+0.0003722i,-0.00020572+0.00026802i,3.0511e-05-0.00020034i,-0.00017155+0.00042729i,7.1303e-05+0.00089169i,-0.0001171+0.00057553i,0.00053178-2.1655e-05i,0.000978+0.00040481i,0.00017226+0.0010063i
-0.0012503+0.00042113i,-0.00046408+0.00070936i,-0.00022046+0.0024231i,0.00082947+0.0018895i,0.0013064+0.00091586i,0.00087809+0.00047079i,0.0012525-0.00034487i,0.0013043-0.0007928i,0.0018833-0.00024574i,0.0017092-1.1772e-05i,0.00079893-0.0011084i,9.5376e-05-0.001379i,-0.00028654-0.0006144i,-0.00025871-0.00014372i,-1.8314e-06-0.00032967i,0.00027213-0.00098761i,0.00035695-0.00046263i,0.00017052+0.00046986i,-0.00033977+0.00042687i,-0.00045381+0.00048471i,3.0884e-05+1.7954e-05i,0.00033494-0.00058225i,0.00017604-0.00041827i
-0.000551+0.0013782i,-0.001545+0.0011374i,-0.0014679+0.00041056i,-0.00040619+1.3285e-05i,-0.00023072+0.00035373i,-0.0012407+0.00094066i,-0.0016127+0.0009504i,-0.00085384+0.00059983i,0.00066841+0.00024355i,0.001319+0.00078558i,0.00060036+0.00069468i,0.00020471-0.00057825i,-0.00015233-0.00072037i,-0.00028124-0.00070356i,-0.0002229-0.00093525i,-0.0011503-1.4687e-05i,-0.0012755+0.00019823i,-0.0010903+0.0006029i,-0.0013685+0.0006657i,-0.00017336-0.00039224i,0.00054852-0.00081315i,0.00042058-0.0003834i,0.00096823-0.00050411i
0.00081026-0.0010874i,0.001067-0.0013365i,0.0010989-0.0019379i,0.00025458-0.0013238i,-0.00057795-0.00047101i,-0.00047309-0.00011654i,-0.00043397-4.9882e-05i,-3.6102e-05+0.00040324i,0.00022325+0.00062344i,0.00012365+0.00044322i,0.00029179+0.00035487i,0.00021132-0.00015957i,-0.00014938+0.00010651i,-0.00039197+4.7348e-05i,3.9873e-05-0.00054774i,0.00022266-0.0006056i,0.00031196-0.00016142i,5.1894e-05+0.00016923i,-0.00038045-0.00021885i,-3.956e-05-0.00023226i,0.00038052-0.00014513i,0.0007225-0.00042148i,0.00077964-0.00038562i
-8.1507e-05+0.00025181i,-0.00021956-0.0005381i,-0.00060422-0.001827i,-0.0015054-0.0015993i,-0.0018438-0.00021425i,-0.0014604-3.4015e-05i,-0.0013155-0.00063219i,-0.0007873-0.00084986i,0.00024021-0.00022775i,-2.3673e-06+0.00024539i,-0.0001304-0.00056126i,0.00062624-0.000716i,0.00058375-0.0002206i,3.2747e-06+0.00013763i,-0.00038358+0.00018694i,0.00014927+0.00023624i,0.00067973+0.00033211i,0.00046055-0.0002585i,0.00065526-0.00074583i,0.0011002-0.00071489i,0.0010027-0.00056093i,0.00058028+0.00058259i,-0.00028952+0.0013043i
1.0928e-06-0.0011537i,0.0004299-0.001289i,-0.00016378-0.00075713i,-0.00056702+4.4197e-07i,-0.00069463+0.00051518i,-0.0007592+0.0002349i,0.00010806+0.0002867i,0.0006826+0.00076084i,0.00074344-0.00021238i,0.00016013-0.00076787i,0.00019958-0.00032895i,0.001023-0.00018174i,0.00077765+0.00033664i,-0.00054688+0.00049803i,-0.0010249-0.00022404i,2.5456e-05-0.00080448i,0.00089425-0.00020508i,0.0014436+0.00020747i,0.000932-0.00029783i,0.00018643-0.00029714i,-0.00012653-0.00033915i,0.0003836-0.00020866i,0.00093005+0.00069364i
-0.00039251+0.0014405i,-0.00074739+0.00097843i,-7.5469e-05+0.0012939i,0.00057457+0.0016572i,0.00037278+0.0013208i,-0.00062907+0.00048663i,-0.00045773-0.00014304i,0.00035171+0.00013762i,0.001212+0.00059768i,0.0011471-0.00035516i,0.00073358-0.00098096i,0.00057846-0.00063421i,1.9008e-05-0.00064101i,-0.00042759-0.00030186i,-0.00038482-0.00016705i,-0.00029979-0.00081278i,-2.9037e-05-0.0013458i,0.00012379-0.00080352i,-1.0293e-05+2.6847e-05i,0.00059496+0.00053966i,0.00080877+0.0011241i,0.0002327+0.00070903i,-0.00024232+0.00010692i
