-0.0012464+0.00040499i,-0.00062977+0.00057263i,-0.001392-0.0003753i,-0.0010272-0.00083431i,-0.0014584+0.0003062i,-0.0019071+0.0013026i,-0.0015098+0.0016213i,-0.00060199+0.0018545i,0.00092761+0.0014497i,0.0023783+0.00028254i,0.002056-0.00040951i,0.0013763-0.0010113i,0.0011266-0.00071525i,0.00054728-6.8987e-05i,-0.00031821-0.00086526i,-0.0006991-0.0016734i,-0.00021146-0.00083219i,0.00028261-0.00071982i,0.00053589-0.00097959i,0.0004304-0.00026987i,4.4028e-05+0.00046989i,2.5491e-05+0.00077779i,0.0001899+0.0007563i
-0.12784+0.03575i,-0.11214+0.016208i,-0.084875+0.033255i,-0.077852+0.076468i,-0.061225+0.088921i,-0.039421+0.056349i,-0.024748+0.0057367i,-0.013273-0.022879i,0.0035009-0.028636i,0.01696-0.033759i,0.018437-0.033376i,0.019456-0.024507i,0.023827-0.01847i,0.027616-0.013642i,0.027777-0.0062044i,0.021957+0.00024794i,0.016532+0.0014592i,0.013956-0.004549i,0.0071577-0.0076515i,-0.0038602-0.00078412i,-0.0087517+0.0089465i,-0.0042401+0.010045i,0.00068189-0.00044776i
0.10614-0.11136i,0.16465-0.076891i,0.16921-0.073977i,0.10904-0.12361i,0.033452-0.14919i,-0.0074326-0.11442i,-0.012632-0.051551i,-0.0069224-0.0072484i,-0.0068157+0.010687i,-0.0088754+0.023165i,-0.0046131+0.033689i,0.00062166+0.035895i,0.0031411+0.03283i,0.0042269+0.027608i,0.0033929+0.019715i,0.0020863+0.010682i,-0.00058152+0.0072674i,0.00080852+0.0089994i,0.0091599+0.0048548i,0.016532-0.0075952i,0.018584-0.019216i,0.013892-0.020652i,0.0075325-0.010592i
-0.0048211+0.095155i,-0.083833+0.054435i,-0.10185+0.034691i,-0.04909+0.082029i,-0.0042822+0.13237i,0.012474+0.12775i,0.0075794+0.077379i,-0.0053406+0.029594i,-0.0069129+0.0080114i,-0.0033543-0.0066624i,-0.0081344-0.022155i,-0.016177-0.032441i,-0.024216-0.034462i,-0.025193-0.030307i,-0.01684-0.026142i,-0.0067473-0.021219i,-0.00039754-0.016998i,-0.0057615-0.013787i,-0.016467-0.003296i,-0.015958+0.013548i,-0.0076159+0.024551i,-0.0029165+0.022456i,-0.0040723+0.011248i
-0.089849-0.041546i,-0.043718-0.041989i,-0.037544-0.044864i,-0.064442-0.061165i,-0.053752-0.077259i,-0.025389-0.075468i,-0.0027571-0.044261i,0.019032-0.0098291i,0.027456+0.002593i,0.025882+0.0071716i,0.027469+0.014017i,0.028952+0.021171i,0.029364+0.024215i,0.024877+0.022191i,0.011414+0.019567i,-0.0020683+0.016723i,-0.005896+0.01449i,0.0019248+0.012091i,0.011627+0.0035875i,0.009315-0.010547i,-0.0038397-0.02141i,-0.013691-0.018827i,-0.010406-0.0064612i
0.11388-0.022433i,0.094684+0.032197i,0.085799+0.074394i,0.097711+0.065909i,0.084308+0.035663i,0.053326+0.022996i,0.026736+0.0083941i,0.0031971-0.012229i,-0.0088673-0.021439i,-0.01744-0.023693i,-0.029976-0.016963i,-0.034023-0.0050488i,-0.027514+0.0036131i,-0.015687+0.0061067i,-0.00091639+0.0040862i,0.0093619+0.00032821i,0.0090737-0.0024224i,0.001928-0.0010447i,-4.6457e-05+0.0044333i,0.0074531+0.010591i,0.020621+0.01476i,0.028899+0.012523i,0.024265+0.0044126i
-0.05193+0.074568i,-0.049692+0.0077623i,-0.045918-0.038743i,-0.06451-0.023525i,-0.082223+0.00086109i,-0.080225+0.0023778i,-0.059827+0.0035316i,-0.033502+0.0074883i,-0.024065+0.0063629i,-0.01793+0.0053196i,0.0011829-0.00053124i,0.017889-0.01554i,0.018283-0.030587i,0.0071597-0.035874i,-0.0034216-0.029142i,-0.0065502-0.017411i,-0.0018942-0.0094623i,0.0026192-0.0098076i,-0.0031948-0.015566i,-0.016148-0.019378i,-0.028457-0.017298i,-0.03313-0.010116i,-0.026089-0.0029017i
-0.038766-0.072526i,-0.0052948-0.028536i,0.025022-0.013849i,0.032461-0.026185i,0.042416-0.0025686i,0.061539+0.022949i,0.053369+0.017569i,0.026374+0.011089i,0.020666+0.011417i,0.020909+0.0083023i,0.0068662+0.01099i,-0.00771+0.020104i,-0.010509+0.02846i,-0.0054522+0.031576i,-0.002371+0.023975i,-0.0035153+0.010808i,-0.0049574+0.0033834i,-0.0030974+0.0053744i,0.0035159+0.011744i,0.013642+0.012568i,0.022758+0.0047147i,0.023244-0.0054061i,0.014489-0.0093537i
0.10242+0.011219i,0.031496-0.0054405i,-0.027257+0.01445i,-0.0047273+0.037362i,0.021042+0.0066161i,0.0040315-0.020268i,-0.0015777-0.010273i,0.016293-0.00017969i,0.020742+0.0011434i,0.017645+0.00087853i,0.015947-0.0088104i,0.0079397-0.01516i,0.0011595-0.008954i,-0.0010568+0.0005018i,0.0024437+0.009926i,0.0082344+0.014582i,0.0054651+0.013332i,-0.0017701+0.010161i,-0.0068609+0.0057354i,-0.013593+0.0070289i,-0.018966+0.019189i,-0.015408+0.032014i,-0.0054419+0.030962i
-0.098258+0.065816i,-0.038027+0.057402i,0.0065391+0.02421i,-0.018236-0.00084636i,-0.037364+0.002288i,-0.019377+3.111e-05i,-0.0090526-0.018775i,-0.016756-0.030275i,-0.020794-0.031556i,-0.023016-0.026544i,-0.020986-0.0089663i,-0.0060713+0.0027024i,0.0070504-0.0052004i,0.010701-0.019457i,0.0070711-0.028967i,0.00044074-0.027831i,0.00085535-0.019634i,0.0057258-0.013954i,0.0095625-0.011985i,0.0156-0.014608i,0.021603-0.025363i,0.018074-0.035409i,0.0082756-0.033958i
0.02877-0.10826i,0.01905-0.067592i,0.023112-0.036369i,0.027128-0.047161i,0.0032608-0.04893i,-0.02421-0.01351i,-0.025693+0.019822i,-0.015095+0.027512i,-0.0044002+0.024995i,0.0050762+0.017685i,0.0058575+0.0047791i,-0.0025353-0.0015878i,-0.0099954+0.0048218i,-0.014436+0.013095i,-0.014643+0.015594i,-0.0096874+0.012743i,-0.0041252+0.008778i,-0.001281+0.0070723i,-0.0024907+0.0074224i,-0.0071005+0.010863i,-0.009619+0.016776i,-0.0058854+0.020638i,-0.0022305+0.020225i
0.082116+0.08162i,0.055426+0.016357i,-0.0043881-0.011876i,-0.026934+0.048084i,0.0060117+0.096257i,0.037224+0.067595i,0.028795+0.02776i,0.011627+0.017627i,-0.00010568+0.012236i,-0.0087426+0.0072582i,-0.006652+0.0086616i,-0.0012616+0.0083072i,-0.00054397+0.0057405i,3.5934e-05+0.0054028i,0.0026341+0.0062678i,0.0043969+0.004818i,-0.0014266-0.0013874i,-0.0089502-0.0058141i,-0.0071889-0.0068329i,-0.0026717-0.011944i,-0.0068527-0.017751i,-0.01405-0.015725i,-0.012457-0.0090398i
-0.16915-0.012939i,-0.1492+0.042328i,-0.079923+0.054924i,-0.035452-0.015631i,-0.035378-0.07795i,-0.032291-0.066067i,-0.00037994-0.032177i,0.023356-0.025497i,0.024291-0.02779i,0.016799-0.027216i,0.0067548-0.026626i,0.003808-0.022072i,0.011802-0.018343i,0.01909-0.018553i,0.020515-0.018918i,0.017-0.016343i,0.013941-0.0070815i,0.014967+0.0015747i,0.013871+0.0037371i,0.011661+0.0093863i,0.017687+0.017648i,0.026735+0.016958i,0.02681+0.0095633i
0.14924-0.066227i,0.13838-0.063876i,0.10488-0.016543i,0.092584+0.039174i,0.084898+0.057354i,0.056459+0.035762i,0.017054-0.0002428i,-0.008839-0.0081902i,-0.0094612+0.0089912i,0.0012913+0.02288i,0.0074966+0.027604i,0.0030495+0.023832i,-0.0099908+0.018161i,-0.021718+0.014669i,-0.027894+0.0093062i,-0.027649+0.0052031i,-0.022743+0.0036864i,-0.017898+0.0026795i,-0.013555+0.0009944i,-0.011948-0.0069939i,-0.017968-0.017448i,-0.024863-0.020118i,-0.024109-0.016826i
-0.022813+0.13799i,0.010291+0.086522i,-0.0007673-0.0094514i,-0.067071-0.049104i,-0.10542-0.028865i,-0.085393-0.0057263i,-0.053501+0.010996i,-0.032665+0.010954i,-0.022302-0.006806i,-0.01949-0.019607i,-0.01775-0.020231i,-0.014226-0.015582i,-0.0093948-0.0094845i,-0.0049383-0.001425i,-0.0007907+0.0087288i,0.0049763+0.012975i,0.0098781+0.0047768i,0.0094321-0.0065899i,0.0070725-0.0066791i,0.0080232+0.0014428i,0.011675+0.0090073i,0.012848+0.01354i,0.011506+0.015208i
-0.12307-0.16113i,-0.1688-0.11954i,-0.124-0.039132i,-0.0061716+0.00089564i,0.084038+0.0037251i,0.08706-0.00035621i,0.051438+0.0026243i,0.032991+0.010716i,0.030807+0.012672i,0.027792+0.0061019i,0.023373-0.0003447i,0.024399+0.0010949i,0.029626+0.0036874i,0.031989-1.0417e-05i,0.029391-0.0062757i,0.020151-0.008698i,0.0064516-0.0011476i,0.00052461+0.010029i,0.0012533+0.011538i,-0.002189+0.0069077i,-0.0083223+0.0065953i,-0.0097248+0.00631i,-0.0073896+0.0012527i
0.19536+0.097279i,0.19607+0.099955i,0.12523+0.0915i,0.03408+0.06387i,-0.046272+0.018924i,-0.066742+0.0091204i,-0.028417+0.014835i,-0.0075489+0.0062175i,-0.019721+0.0050543i,-0.028372+0.011833i,-0.030307+0.012232i,-0.032805+0.0049408i,-0.035273-0.0028347i,-0.033268-0.0056241i,-0.023579-0.0084795i,-0.013464-0.011075i,-0.0061635-0.01202i,-0.0038695-0.012988i,-0.0045764-0.010681i,0.0021854-0.0090687i,0.013737-0.013484i,0.01913-0.016784i,0.018611-0.012923i
-0.15126+0.056361i,-0.091582+0.036541i,-0.012382-0.032544i,0.0037731-0.067771i,0.014961-0.038488i,0.039074-0.028872i,0.02115-0.045525i,0.0030591-0.039215i,0.018073-0.031346i,0.027153-0.031744i,0.024783-0.023303i,0.023794-0.012066i,0.018401-0.0048777i,0.0072443-0.00038948i,-0.0037344+0.0070474i,-0.0064838+0.014749i,-0.0013103+0.014082i,0.004082+0.0084447i,0.0047634+0.0051228i,-0.0022449+0.0063654i,-0.014276+0.01105i,-0.023048+0.014383i,-0.025067+0.012768i
0.052577-0.21643i,-0.01003-0.22536i,-0.066514-0.12838i,-0.057821-0.013458i,-0.040272+0.0365i,-0.046257+0.04962i,-0.029224+0.055255i,-0.0077655+0.041544i,-0.0099777+0.029597i,-0.012276+0.026649i,-0.0089984+0.021804i,-0.0052365+0.020343i,0.004032+0.021985i,0.016577+0.019925i,0.023874+0.010848i,0.0182-0.0015578i,0.0042879-0.0063315i,-0.0046713-0.0018207i,-0.0027827+0.0019597i,0.004099-0.0011875i,0.010752-0.0078155i,0.016861-0.012179i,0.020376-0.012318i
0.04442+0.24636i,0.039165+0.2722i,0.016634+0.21424i,0.024288+0.12272i,0.056683+0.038836i,0.060105-0.015348i,0.026555-0.028228i,0.0026182-0.023883i,-0.0029696-0.027013i,-0.0066449-0.025628i,-0.0080016-0.020506i,-0.0082117-0.024479i,-0.01282-0.03093i,-0.019128-0.029629i,-0.018818-0.020051i,-0.012463-0.0088556i,-0.0047324-0.0025387i,0.0017162-0.0030243i,0.0025075-0.0056661i,0.0017966-0.0038135i,0.0014573+0.0033766i,-0.0027048+0.010209i,-0.0082262+0.013013i
-0.13864-0.1093i,-0.069012-0.097879i,0.046336-0.088838i,0.04869-0.10393i,-0.026531-0.06685i,-0.036998-0.00017876i,0.0025676+0.012361i,0.017815+0.0073223i,0.020009+0.021427i,0.025344+0.02458i,0.01966+0.018667i,0.0091041+0.0201i,0.0034978+0.020256i,0.0017511+0.013563i,-0.0013556+0.007021i,-0.0041649+0.0062462i,-0.0022157+0.0072376i,-0.00079218+0.0058267i,-0.0017984+0.0040432i,-0.0053631-0.00093836i,-0.011801-0.0093732i,-0.012787-0.016012i,-0.0058226-0.01801i
0.20259-0.089027i,0.15157-0.14896i,0.021103-0.11925i,-0.019749-0.016741i,0.025542+0.012197i,0.020027-0.026003i,-0.026473-0.023669i,-0.035988-0.0045448i,-0.027054-0.016135i,-0.026964-0.025355i,-0.019531-0.018082i,-0.0071232-0.01001i,0.00094189+0.00015295i,0.0066432+0.011494i,0.013579+0.014317i,0.017986+0.0056045i,0.012067-0.0043871i,0.0027876-0.0053645i,-0.0006227-0.0010433i,0.0030936+0.004653i,0.012059+0.012785i,0.017978+0.020065i,0.014996+0.021787i
-0.1752+0.20881i,-0.1956+0.24059i,-0.15239+0.16713i,-0.11524+0.071699i,-0.09693+0.048973i,-0.048563+0.063275i,0.0084138+0.045031i,0.026852+0.014609i,0.02179+0.0083916i,0.017389+0.010749i,0.012468+0.005772i,0.010209-0.0027441i,0.0075844-0.01595i,0.00080903-0.027807i,-0.0065468-0.028128i,-0.011533-0.018244i,-0.00963-0.0074087i,-0.0012238-0.0022547i,0.0042532-0.0029741i,0.0012744-0.0051539i,-0.0066004-0.0094956i,-0.011553-0.015923i,-0.011063-0.01939i
0.029013-0.19802i,0.077018-0.14351i,0.14367-0.027285i,0.18095-0.0022249i,0.14978-0.05257i,0.072566-0.062834i,0.020889-0.028361i,0.0031484-0.0076655i,-0.0073814-0.0053773i,-0.01268-0.0025313i,-0.013574-7.8792e-05i,-0.017499+0.0020101i,-0.018663+0.0086104i,-0.012916+0.012767i,-0.007365+0.011213i,-0.0050314+0.0096585i,-0.0032181+0.0081609i,-0.0022952+0.005013i,-0.0028359+0.0026127i,-0.0015543+0.00055233i,0.0027708-0.0012135i,0.0060614+0.0010924i,0.0073889+0.005848i
0.17619+0.10799i,0.17317+0.012339i,0.043992-0.095173i,-0.10631-0.05735i,-0.13512+0.048992i,-0.058947+0.060767i,-0.010083+0.0038493i,-0.0029553-0.017052i,0.010717-0.010541i,0.020389-0.010567i,0.017782-0.0058079i,0.014521+0.0047986i,0.010308+0.011661i,0.0052772+0.015884i,0.0063388+0.017702i,0.011764+0.012811i,0.010876+0.0041616i,0.0038864+0.00023313i,-0.00032441+0.0019924i,-0.0012513+0.0074461i,-0.0034233+0.013511i,-0.0060753+0.01328i,-0.0076636+0.0063344i
-0.28625-0.0053405i,-0.32413+0.035057i,-0.19509+0.056196i,-0.012413+0.0040211i,0.056685-0.069929i,0.011703-0.067726i,-0.025207-0.0081862i,-0.019221+0.015747i,-0.019389+0.0081717i,-0.026381+0.0089495i,-0.020272+0.0066829i,-0.0083714-0.0031867i,0.003126-0.012522i,0.010088-0.020544i,0.0075522-0.023844i,0.00046774-0.020407i,-0.0030515-0.011742i,0.0016313-0.0035921i,0.0081493-0.0026016i,0.00919-0.0095113i,0.0098539-0.017258i,0.010485-0.018296i,0.010946-0.012383i
0.20541-0.10137i,0.20799-0.057889i,0.1092+0.047962i,0.017506+0.13271i,0.0023374+0.15426i,0.024165+0.11487i,0.0335+0.05147i,0.022786+0.018456i,0.019443+0.01055i,0.021991-0.0006487i,0.017485-0.0079038i,0.0093208-0.0070409i,-0.0024466-0.0032707i,-0.011167+0.0017487i,-0.010848+0.0035778i,-0.0080168+0.0033522i,-0.0075544+0.0033033i,-0.0085486+0.00079108i,-0.0085925-0.0018299i,-0.0071624+0.00029124i,-0.0076526+0.0051523i,-0.011031+0.0076402i,-0.012675+0.0066776i
-0.0020989+0.19652i,0.068211+0.13422i,0.12832-0.04385i,0.092138-0.18963i,0.010115-0.21013i,-0.02148-0.13495i,-0.011539-0.057398i,-0.0024836-0.024746i,-0.004389-0.013275i,-0.0059368-0.0021405i,-0.0080674+0.0059423i,-0.011877+0.013682i,-0.011333+0.017971i,-0.0081115+0.016962i,-0.0038308+0.016389i,0.0038582+0.013849i,0.0082159+0.006678i,0.0053907+0.00097833i,0.00050474+0.0010836i,-0.0034487+0.001923i,-0.0049851+0.0015458i,0.00047064+0.0027168i,0.0074196+0.0018043i
-0.17674-0.22202i,-0.25978-0.21475i,-0.25872-0.075211i,-0.15701+0.094417i,-0.032091+0.16331i,0.024304+0.099629i,0.014815+0.021609i,0.0061698+0.001033i,0.011454-0.0053662i,0.0046186-0.016162i,0.0010655-0.018438i,0.010746-0.018364i,0.018951-0.018895i,0.021438-0.018409i,0.017692-0.020144i,0.0084742-0.020288i,0.0010639-0.012411i,0.00094023-0.0012904i,0.0053273+0.0028996i,0.010314+0.00050475i,0.013513-0.0021229i,0.0098921-0.0039776i,0.0012555-0.0037731i
0.22269+0.12209i,0.23192+0.15046i,0.13774+0.10706i,0.029133+0.0054931i,-0.049708-0.068765i,-0.079839-0.042177i,-0.051931+0.010744i,-0.026318+0.012691i,-0.023513+0.0095736i,-0.01105+0.020115i,0.0001351+0.020826i,-0.0022547+0.015065i,-0.010173+0.0079326i,-0.01567+0.0039865i,-0.013743+0.0062905i,-0.0087999+0.0072245i,-0.0046694+0.0032845i,-0.0027718-0.0036101i,-0.0052617-0.0062862i,-0.011137-0.0032755i,-0.014929-0.0014076i,-0.012812-0.0035333i,-0.0061928-0.004874i
-0.1636+0.083395i,-0.10169+0.09505i,0.050168+0.082293i,0.14794+0.07247i,0.16179+0.067658i,0.13513+0.035672i,0.079089-0.0038234i,0.03789-0.007641i,0.028091-0.0057003i,0.01552-0.013736i,-0.0017995-0.016637i,-0.011546-0.012753i,-0.014368-0.0023834i,-0.012563+0.0057069i,-0.010583+0.0083905i,-0.0058406+0.0095625i,-1.8939e-05+0.0087466i,0.0019388+0.0083312i,0.0026291+0.0072672i,0.0050642+0.0051394i,0.0072298+0.005194i,0.005659+0.0084925i,0.0027848+0.01103i
0.072769-0.25378i,0.02415-0.3265i,-0.084727-0.29957i,-0.17374-0.20462i,-0.18623-0.10104i,-0.13012-0.028802i,-0.06065+0.0029467i,-0.029238+0.0098703i,-0.019435+0.011935i,-0.0055857+0.0089228i,0.0076844+0.0088912i,0.019527+0.013383i,0.028047+0.010691i,0.029751+0.0023419i,0.027169-0.0055923i,0.019091-0.011459i,0.0088036-0.011428i,0.0019041-0.0052631i,0.0014776+0.0020875i,0.0052282+0.0060256i,0.0070697+0.0031475i,0.0071029-0.0047938i,0.0061292-0.011572i
0.032409+0.2629i,0.018686+0.32338i,0.014229+0.28424i,0.073838+0.19417i,0.1281+0.078839i,0.087758-0.0094579i,0.022045-0.026356i,0.010539-0.020591i,0.012449-0.024371i,-0.0014385-0.017365i,-0.011963-0.0086983i,-0.017835-0.010606i,-0.020534-0.013484i,-0.020015-0.011135i,-0.01995-0.0051051i,-0.017162+0.00022498i,-0.010765+0.0024784i,-0.0033559-6.6307e-06i,-0.00046153-0.0073769i,-0.0041193-0.015208i,-0.0079463-0.016577i,-0.008298-0.0091752i,-0.0065621+0.0001155i
-0.14164-0.11825i,-0.1117-0.10052i,-0.02603-0.050779i,-0.024853-0.027483i,-0.081429+0.017151i,-0.059478+0.071294i,-0.0019769+0.064506i,0.005159+0.037313i,-0.00073762+0.029716i,0.0083672+0.018106i,0.014082+0.002876i,0.011828-0.0027544i,0.0032631-0.0011637i,-0.004234+0.0029512i,-0.0042203+0.0050388i,-0.0012358+0.0055415i,0.00087138+0.0048026i,-0.00085152+0.0034904i,-0.0032031+0.005468i,-0.0014461+0.010749i,-0.00033802+0.014815i,-0.0022606+0.013029i,-0.0023129+0.0064111i
0.21786-0.069342i,0.23753-0.13388i,0.16043-0.15941i,0.10382-0.12665i,0.092878-0.10607i,0.04964-0.10137i,0.00136-0.070007i,-0.0054097-0.043888i,-0.0036896-0.035958i,-0.010434-0.021941i,-0.015451-0.001699i,-0.011618+0.014233i,0.0024247+0.019384i,0.015141+0.015576i,0.01991+0.010302i,0.018082+0.0039083i,0.012395-0.00081627i,0.0060491-0.00047217i,0.001588-0.00010162i,0.0001635-0.0015045i,0.0026647-0.0027133i,0.0082039-0.002559i,0.010767-0.0013022i
-0.18915+0.17421i,-0.25432+0.20284i,-0.25207+0.15569i,-0.21036+0.11573i,-0.13732+0.11237i,-0.041973+0.085375i,0.0066771+0.038833i,0.0066229+0.024579i,0.0082751+0.025066i,0.012081+0.014336i,0.011042-0.0015345i,0.0084496-0.014576i,0.0014338-0.020214i,-0.0071974-0.020154i,-0.012076-0.01835i,-0.013662-0.01509i,-0.011372-0.010594i,-0.0041199-0.0057213i,0.003634-0.0038994i,0.0078902-0.0061009i,0.0072369-0.0081707i,0.00010123-0.0089015i,-0.0061927-0.0081225i
0.037158-0.17848i,0.074407-0.13926i,0.12727-0.019905i,0.15753+0.013934i,0.10241-0.030603i,-0.00047859-0.030017i,-0.03932+0.0014724i,-0.025506-0.0015875i,-0.020074-0.010469i,-0.017086-0.0029097i,-0.010183+0.0059131i,-0.0071109+0.0097924i,-0.0076876+0.0073862i,-0.0094159+0.0035629i,-0.0088813+0.0042598i,-0.0061344+0.0069375i,-0.0024402+0.0074493i,-0.0022639+0.0051161i,-0.0071342+0.0041484i,-0.01176+0.0074275i,-0.013337+0.0092202i,-0.010165+0.0078022i,-0.0037318+0.0072606i
0.13911+0.12754i,0.1742+0.081285i,0.11011-0.019105i,0.011384-0.035828i,-0.0019766+0.01109i,0.050799+0.017306i,0.063302-0.0021712i,0.040111+0.0016959i,0.030445+0.006749i,0.023774-0.0047283i,0.0087232-0.012226i,-0.001224-0.0059426i,0.0006606+0.0068445i,0.0079238+0.015244i,0.013426+0.013943i,0.013142+0.0061034i,0.0071578+0.0001767i,0.0015912+0.00014802i,0.0039316-7.5346e-05i,0.0099546-0.0023731i,0.012824-0.0022663i,0.012005-0.00022627i,0.0078898+0.00071467i
-0.23041-0.04569i,-0.28398-0.055119i,-0.20287-0.056093i,-0.082859-0.070709i,-0.038048-0.063153i,-0.04105-0.022188i,-0.034618+0.0016703i,-0.020737-0.0019796i,-0.016512-0.0037535i,-0.012152+0.0051649i,-0.00026252+0.010826i,0.0094501+0.0053637i,0.0087397-0.0083872i,0.0023907-0.018017i,-0.0020985-0.018549i,-0.002664-0.012606i,-1.8248e-05-0.0058916i,0.0030096-0.0020694i,0.0042386+0.00045785i,0.0030466+0.0013214i,-5.5758e-05-0.00047067i,-0.0014733-0.0024706i,-0.00065328-0.0027314i
0.16971-0.056148i,0.16307-0.012352i,0.04864+0.088545i,-0.034804+0.15489i,-0.0264+0.10718i,-0.0095471+0.013671i,-0.0062418-0.021105i,0.0024066-0.013426i,0.0090903-0.010863i,0.0054501-0.015706i,-0.0019706-0.014669i,-0.0063591-0.0086424i,-0.0069062-0.0041624i,-0.0065477-0.0024545i,-0.0076395-0.0010651i,-0.0088628+0.00029905i,-0.0083926+0.0024576i,-0.0069393+0.0016626i,-0.0062144-0.0043006i,-0.0069307-0.0083833i,-0.0083089-0.0071762i,-0.0067374-0.0041485i,-0.0048066-0.0012141i
-0.031029+0.15547i,0.039506+0.14251i,0.14504+0.018265i,0.15701-0.096497i,0.083239-0.075918i,0.036664+0.014069i,0.020704+0.041219i,0.0011208+0.022084i,-0.008412+0.013235i,-0.002795+0.013082i,0.00076283+0.0084609i,-0.00337+0.0053191i,-0.0063889+0.010929i,-0.0037464+0.018885i,0.0018473+0.020847i,0.0082721+0.014804i,0.010349+0.0050059i,0.0068015+0.00030298i,0.0048192+0.0037244i,0.0062774+0.010366i,0.0078891+0.012795i,0.0083969+0.010004i,0.008252+0.0062159i
-0.083525-0.19118i,-0.1492-0.22106i,-0.17578-0.12228i,-0.1307+0.0089743i,-0.064627+0.041199i,-0.032091-0.0065737i,-0.018397-0.028277i,-0.0014021-0.013803i,0.0057821-0.0052458i,-0.0018667-0.0053655i,-0.0072255-0.00068693i,-0.00076415+0.0027345i,0.0076577-0.0040814i,0.009364-0.014617i,0.0058765-0.01988i,-2.8075e-05-0.017271i,-0.0042627-0.0091163i,-0.0041869-0.0018283i,-0.0041071-0.0015279i,-0.0054023-0.005058i,-0.0041459-0.0077077i,-0.0027765-0.0091438i,-0.0032546-0.0079068i
0.13616+0.11424i,0.14287+0.12589i,0.061343+0.048348i,-0.015531-0.042101i,-0.013981-0.062504i,0.018189-0.02857i,0.022381-0.0017837i,0.0064288+0.0010709i,0.0020306+0.00010962i,0.010507+0.0012012i,0.01348-0.00093903i,0.006442-0.002264i,-0.0016915-0.0001962i,-0.0052012+0.0027546i,-0.004523+0.0036315i,-0.0033184+0.0016362i,-0.0028906-0.00015501i,-0.0012177-4.0355e-05i,0.0027135+0.00030076i,0.005439-8.8867e-05i,0.0037137+0.00017168i,0.00019925+0.0013177i,-0.0009879+0.0011591i
-0.13272+0.032224i,-0.10585+0.088377i,0.022958+0.16191i,0.10969+0.18481i,0.068483+0.1389i,-0.010453+0.074644i,-0.030883+0.030118i,-0.0094481+0.0096225i,0.00038766-0.00011249i,-0.0068794-0.004511i,-0.010525-0.0048343i,-0.0082324-0.0042196i,-0.0078172-0.0017456i,-0.010186+0.0046348i,-0.0097038+0.011515i,-0.0041668+0.014106i,0.0017629+0.011127i,0.00252+0.00583i,-0.0018961+0.0042292i,-0.0055485+0.0070792i,-0.0050252+0.0087676i,-0.002796+0.0079124i,-0.0020115+0.0064986i
0.099811-0.15219i,0.088696-0.24787i,-0.0048347-0.29531i,-0.086623-0.26178i,-0.066334-0.17517i,0.0050528-0.087858i,0.031001-0.033386i,0.011196-0.011566i,-0.00084921-0.0027466i,0.0025709-0.0022601i,0.0026661-0.00073993i,0.0039092+0.0049257i,0.011743+0.0052255i,0.018828-0.0021968i,0.020028-0.010459i,0.014196-0.013122i,0.0058488-0.0091377i,0.0026996-0.0041245i,0.006162-0.0035328i,0.010351-0.0064274i,0.011374-0.0078279i,0.011129-0.0065636i,0.0095742-0.0050882i
-0.027766+0.17113i,-0.030421+0.23365i,0.006813+0.21757i,0.05927+0.16027i,0.063407+0.11208i,0.020297+0.066039i,-0.007009+0.025952i,-0.00089246+0.0061552i,0.0054306-0.0023398i,0.0019857+0.00018578i,0.00046229+0.003388i,-0.0027983-0.00056468i,-0.010343-0.0026991i,-0.014136-0.00062932i,-0.012362+0.0014021i,-0.0077395+0.0011004i,-0.0037486-0.00044079i,-0.0016427+0.00043921i,-0.00037233+0.0024779i,-0.00036043+0.0025119i,-0.0030677+0.00089635i,-0.0063511+0.00022027i,-0.005456-0.00043196i
-0.069256-0.10296i,-0.10269-0.09955i,-0.13096-0.025654i,-0.14779+0.023199i,-0.12565-0.0044788i,-0.070831-0.033476i,-0.028286-0.02594i,-0.016443-0.0084794i,-0.011286+0.0007211i,-0.0033366-0.0039882i,0.00013302-0.0089456i,0.001809-0.0073214i,0.00063167-0.0044729i,-0.0044151-0.0011371i,-0.0070502+0.0025924i,-0.0060938+0.005324i,-0.002085+0.0060513i,0.0016679+0.0018376i,-0.00077309-0.0041847i,-0.0056453-0.0067151i,-0.005593-0.0052742i,-0.00048234-0.0034254i,0.0026478-0.0021127i
0.1444+0.015331i,0.23259-0.018063i,0.28044-0.084055i,0.2645-0.10324i,0.19056-0.040646i,0.09815+0.02683i,0.039163+0.038643i,0.018003+0.017838i,0.0072047+0.0039268i,-0.00031928+0.0054162i,-0.0032972+0.0077872i,-0.0039941+0.0078523i,0.0013711+0.008262i,0.010575+0.0070526i,0.015973+0.0041142i,0.013389-0.0002506i,0.0051918-0.0024326i,-0.0013067+4.8713e-05i,-0.00049142+0.0043817i,0.0038592+0.0079447i,0.0055964+0.0091429i,0.0037478+0.0086678i,0.00088682+0.0072337i
-0.14625+0.049632i,-0.23736+0.073415i,-0.27969+0.088606i,-0.25429+0.086345i,-0.176+0.051039i,-0.084826-0.0023752i,-0.03083-0.024235i,-0.009656-0.0088748i,0.0029732+0.0016609i,0.0063089-0.0024111i,0.0035384-0.0033656i,0.0022762-0.0049096i,-0.0013792-0.010565i,-0.0075229-0.012546i,-0.009922-0.0095296i,-0.0072999-0.0044484i,-0.0031022-0.0020801i,-0.00049806-0.0020057i,-0.00052954-0.0015064i,-0.0011784-0.0019034i,-0.0010581-0.0042907i,-0.00068492-0.0077149i,-0.00024306-0.0088048i
