0.0013049-0.00018932i,0.00091667-0.00036507i,0.0001514-0.00068462i,-0.00056757-0.00063328i,-0.0018966-0.00061841i,-0.0024508-0.00048022i,-0.001783+0.0002249i,-0.0007759+0.00058788i,-0.00037773+0.00030237i,-0.00041532-0.00036201i,-0.0003114-0.00084077i,-0.000566-0.00026048i,-0.0004115+0.00073351i,0.00049875+0.00075892i,0.0006776+0.00065425i,0.000197+0.00086798i,-6.9958e-05+0.00068785i,2.2858e-05+9.0343e-05i,-2.6622e-05-0.0009912i,0.00021735-0.0013475i,0.00050422-0.0011064i,0.00085658-0.0010081i,0.0006201-0.00052702i
0.0003035+0.0029773i,0.0001593+0.0028942i,0.0012835+0.0011358i,0.0023981-0.00061312i,0.0021598-0.0011221i,0.00051876-0.0011699i,-0.00073628-0.00035757i,-0.00064338+0.00045732i,-6.0024e-05+0.00037145i,-0.00026335-0.0001577i,-0.00052216+8.4487e-05i,0.00019286+0.00077944i,0.0001423+0.00097943i,-0.00020859+0.0010662i,0.00011653+0.00086937i,9.2992e-05+0.00031554i,0.00047247+2.5937e-05i,-0.00020584+0.00015857i,-0.00073829+0.00032557i,0.00057063+0.00021488i,0.0017487+0.00025294i,0.0012031+0.00026337i,0.00060899+0.00016874i
-0.0018489-0.00031288i,-0.0016676+0.00081543i,-3.1028e-05+0.0018665i,0.0017899+0.0015859i,0.0020322+1.5223e-05i,0.0012212-0.00051029i,4.8643e-05-0.00034494i,-0.0009698-0.00047536i,-0.0011809-0.00033514i,-0.00087988-0.00031423i,-0.00035824-0.00024816i,1.5506e-06-0.0001802i,-0.00066777-8.3008e-05i,-0.0011291-5.0114e-05i,-0.0011387+0.00011352i,-0.00075372+0.00012553i,0.00034326+0.00011136i,0.0010666+0.00049141i,0.0010811+0.00080578i,0.0011004+0.00060533i,0.0013267+0.00020572i,0.00049758-0.00033463i,-1.7844e-05+0.0002343i
0.00076933+0.00034098i,0.0019054+0.0008806i,0.0025462+0.00038755i,0.0024484-0.00039606i,0.0025585-0.00073728i,0.0016831-0.0014769i,-3.0807e-05-0.0016859i,-0.00077678-0.0011362i,-0.00034563-0.00046634i,-0.00058745-0.00049077i,-0.00058873-0.00034554i,-0.00028012+0.00072353i,0.000274+0.00058003i,0.00079865-6.5257e-05i,0.00017836-8.0205e-05i,0.00072917-0.00042016i,0.0010328+1.6032e-05i,0.00071618+0.00073396i,0.00044572+0.0006123i,-0.00013937-0.00030677i,0.00013526-0.00075432i,0.00084132-0.00019698i,0.0012801+0.00069959i
0.00019865+0.00050303i,0.00034023+0.00040601i,0.00083274+0.00086377i,0.0011565+0.00092104i,0.0012698-0.00060064i,1.7625e-05-0.00091933i,-0.0014054+0.0001983i,-0.001389+0.00051233i,-0.0011948+0.00012695i,-0.0012595+0.0008101i,-0.0011602+0.0010574i,-0.0007298+0.00033701i,-0.00022496+0.00014355i,0.00048092-0.00020942i,0.0010571-0.00034766i,0.00084242-0.00019196i,0.00042463-0.00048797i,0.0005722+1.2642e-06i,0.0011361+0.00086087i,0.00083181+0.00076877i,1.033e-06+0.00065408i,-0.00044229+0.00062216i,0.00013796-1.4571e-05i
-0.00083587+0.00074144i,-0.00037736+0.00070623i,0.00015023+0.0016091i,0.0015184+0.0024647i,0.0023378+0.0015342i,0.0019783-0.00058143i,0.00063567-0.001522i,-0.0013507-0.00023403i,-0.0022417+0.0012279i,-0.0010552+0.0016453i,0.00034862+0.0012335i,0.00059357+0.00046887i,0.00011973-0.00038339i,-0.00054414-0.00078862i,-0.0011925-1.4532e-05i,-0.0008979+9.0659e-05i,3.5209e-05-5.1011e-05i,0.00033683-7.768e-05i,9.4441e-05-0.0011163i,0.0010471-0.0011898i,0.0018408+0.00013214i,0.0009554+0.00052696i,0.00018541+0.0003768i
0.00084695-0.0016137i,0.00054235+0.0009054i,0.0010529+0.0017098i,0.0011039+0.0010078i,0.00055899+0.0011729i,0.00055399+0.00082629i,1.8995e-05-0.0003144i,-0.00039531-2.9051e-05i,-0.00038587+0.00072984i,-0.00047516+0.0010723i,-0.0009126+0.00059013i,-0.0010215+0.0002842i,-0.00049469+0.00056847i,-6.868e-05-0.00023952i,-9.8923e-05-0.0012207i,-0.00018651-0.0012689i,-0.00034436-0.0010417i,-0.00040263-0.00061955i,0.00046857-0.0007865i,0.00075194-0.00071354i,0.00066145-0.00069242i,0.00059115-0.00085589i,1.6395e-05-0.0011482i
-5.3328e-05+0.0014622i,-0.0006342+0.0011316i,0.00046839+0.0012983i,0.0021555+0.00059839i,0.0027605-0.00098079i,0.0015592-0.0021136i,-0.0001731-0.0016942i,-0.00077313-0.0011691i,-0.00097071-0.00033785i,-0.00075314+0.00080639i,-0.00068746+0.00041017i,-0.00073423-8.478e-05i,-0.00032621-0.00040824i,0.00057248-0.00056219i,2.0463e-05-0.00020956i,-0.00028823+8.4435e-05i,0.00083562+0.00045809i,0.0014418+0.00074189i,0.00069419+0.0010247i,-1.5208e-05+0.00093416i,0.00042796+0.0003706i,0.00061515+0.00030908i,0.00012606+0.00026883i
-0.00022193-0.00020044i,-0.0010687+0.00071514i,-0.00066133+0.0010356i,0.0011143+0.00083352i,0.0014183-0.00023463i,0.00021537-0.0017396i,-0.00078293-0.001999i,-0.0013663-0.0006381i,-0.0015873+0.00087691i,-0.0016445+0.00058651i,-0.00071384-0.00054109i,0.00098037-0.00099514i,0.0016484-0.001497i,0.0007511-0.0015663i,0.00035824-0.00027948i,0.00091316+0.00016898i,0.00087911-4.3688e-05i,0.00057117-5.3987e-05i,0.00046619+0.00020104i,0.00053737+0.00025171i,0.00014114+0.00024582i,-0.00023398+0.00033615i,-0.00011707-9.5655e-06i
0.0003119+0.00093382i,0.00022092+0.0004953i,0.0023523+0.0011531i,0.0029025-3.3754e-05i,0.0020716-0.0012672i,0.000444-0.001852i,-0.0014215-0.0012773i,-0.002186-0.00035498i,-0.0012177-0.00018859i,-0.000561-0.00022052i,-0.00081077-0.00057802i,-0.00048442-0.00047811i,9.4771e-05+0.00045142i,0.00025321+0.00047581i,0.00035812+9.45e-05i,0.00098824-0.00059962i,0.00058477-0.00038213i,-0.00016731+0.00019764i,-0.00012399-0.0004626i,-0.00036041-0.00053281i,-0.00034083-0.00062331i,1.2277e-05-0.0006155i,0.00079236-0.00040299i
-0.0010507+0.0023755i,-0.001466+0.0027035i,-5.3822e-05+0.0017213i,0.0019253+0.00067792i,0.0019932-0.00065615i,0.0010531-0.0012809i,0.00034586-0.00061435i,-0.00040565-0.00053023i,-0.00089626-0.00021026i,-0.0010412+0.00074439i,-0.00044013+0.0010029i,0.00098877+0.00061721i,0.001055+0.00014638i,0.00021378-0.00017766i,-0.00015656-0.00049595i,0.00034445-0.00013708i,0.00062221+0.00043485i,0.00070403+0.00035838i,0.00060223+0.0003331i,0.00067907+2.1198e-06i,0.00053319-0.000594i,-0.00040721-0.00055454i,-0.00041909-0.00035834i
-0.0001514+0.00053971i,-0.00057618+0.00064195i,0.00024291-3.9476e-05i,0.00080535-0.00058681i,0.00016009-0.0016606i,-0.0013115-0.0025185i,-0.0021466-0.0015319i,-0.0019813+2.1906e-05i,-0.001481+0.00027403i,-0.00087593-0.00028047i,-0.00017329-0.00065079i,-0.00039323+0.0001179i,-0.00099041+0.0013004i,-0.00085905+0.0015851i,-5.5572e-05+0.0012037i,0.00031024+0.0005703i,0.00034181+0.00041252i,0.00043916+0.00054592i,0.00021187-4.5979e-05i,9.8952e-05-7.2147e-05i,0.00013007+8.6064e-05i,0.00025397-0.00073854i,-1.5778e-05-0.00067874i
0.00069203+0.00077111i,0.0008723+0.0012602i,0.00037037+0.00055855i,0.0006893+0.0009165i,0.00097649+0.00057073i,-8.6089e-05+8.753e-05i,-0.00072607-0.00044365i,-0.0013352-0.00058437i,-0.0023545-0.0011787i,-0.0026638-0.00042324i,-0.0018927+0.00099243i,-0.00095538+0.00056201i,-3.5793e-05-0.00041949i,0.00098702-0.00034455i,0.00062222+0.00029059i,0.00012512+0.00027877i,-4.6894e-05+0.0003067i,-3.8504e-05+0.00019267i,-0.00012301+0.00017325i,-2.1017e-05+0.00067902i,0.00038174+0.00056743i,0.00028816+0.00037609i,0.00031396+0.00024752i
-0.00076981+0.0013758i,-0.00039047+0.0029857i,0.00029993+0.0028176i,0.000894+0.0015168i,0.00071824+1.2601e-05i,0.0002088-0.00075655i,-0.00022227-0.00068433i,-0.00095471-0.00039462i,-0.00094843+0.00024695i,-0.00059556+0.00074894i,-0.00052288+0.00023441i,-0.00066536+9.9973e-05i,-0.00061573-7.2717e-05i,-0.00032881-0.00058927i,-5.7883e-05-9.7255e-05i,-0.00010268+0.00051555i,0.00063877+0.00017129i,0.0014483-0.00037557i,0.0007419-0.00033567i,9.2289e-05+3.7744e-05i,-0.00049098+0.00028863i,-0.0002876-0.00016597i,0.00060317-9.6331e-05i
-0.0012247-0.00073177i,-0.00088187-0.00070518i,0.00018852-0.00020552i,0.00060591+0.00035026i,0.00095461+0.00059932i,0.00030435+0.00018014i,-0.00078328-0.0001737i,-0.0008479+0.00018678i,-0.00059855+0.00060864i,-0.00041996+0.00085797i,0.00052311+0.00098454i,0.0015533+0.0010192i,0.0014179+0.00080938i,0.00063971-4.1642e-05i,0.0008589-0.0006247i,0.0011229-8.5381e-05i,1.7645e-05+0.00052179i,-0.00064305+0.00046386i,-0.00059915+0.00020511i,-0.00063746+0.00027324i,-0.00083183+0.00011214i,8.233e-05-0.00066259i,0.00068491-0.001079i
-0.00033855-0.00090245i,-0.00063993-0.0011223i,7.8165e-05-0.00051432i,0.00077976+0.00041969i,0.0011195+0.00019596i,0.001445-0.00046986i,0.00073272-0.00099583i,-0.00068844-0.0010249i,-0.00061317-0.00060751i,-0.00043633-0.00078427i,-0.0013489-0.00034313i,-0.0017837+0.00046893i,-0.0014304-6.5992e-05i,-0.0011785-0.0012559i,-0.0010293-0.0008137i,-0.00062187+0.00015682i,-7.0462e-05-0.00016799i,0.00096876-0.00038534i,0.0012751-0.0001989i,0.0010707-0.00013872i,0.0010418-0.00074717i,0.00040108-0.00061649i,0.00010554-0.00041891i
0.00085138+6.1436e-05i,-4.4924e-05+0.0014174i,0.00046352+0.0022575i,0.0012077+0.0010121i,0.00084094-0.00069545i,-0.00024304-0.0025152i,-0.0013885-0.002548i,-0.0019189-0.0011261i,-0.001473-3.7191e-06i,-0.0005944+0.00030301i,-0.00049071-2.3847e-06i,-4.2654e-05+3.3921e-05i,0.00050252+0.00057642i,0.00027011+0.00047904i,0.00023775-0.00023419i,0.00011497-0.00072231i,0.00014006-0.00012797i,0.00051946+0.00039108i,6.8619e-05+0.0002562i,-0.00033298+0.00077925i,-0.00045755+0.00040831i,-0.00026762+6.0823e-05i,0.00027582+0.000404i
0.0003838+0.00056448i,0.00039491+0.00072502i,0.00096992+0.00023832i,0.0017993+0.00047757i,0.0013358+0.00081085i,0.00055822+0.00048346i,-0.00026008+6.7006e-05i,-0.0008399-0.00011475i,-0.0014361-0.0004961i,-0.0010829-0.00067163i,-0.00042368-0.00014926i,-2.247e-05+0.00014946i,0.00058931+0.00011793i,0.00049856-0.00013262i,0.0002361-0.00019124i,0.00044425-0.00013294i,0.00018381-0.00010625i,-0.00020984-2.9372e-05i,-0.00033902+9.2712e-05i,-0.00023563-8.2953e-05i,0.00010918-0.00022533i,0.0002246+0.00043073i,-0.00034798-3.0346e-05i
-0.00099662+0.00073887i,-0.00014418-0.00039663i,0.0012419-0.00025485i,0.0022675+0.00082227i,0.0025561+0.00048889i,0.001574-0.0011329i,0.00022402-0.0019019i,-0.00075194-0.0012685i,-0.0015687-0.00016444i,-0.0015953+0.00049038i,-0.00085887+0.001028i,-0.00033907+0.0013277i,-0.00055168+0.00054668i,-0.00042824+0.00054872i,6.2416e-05+0.0011468i,-5.4973e-05+0.00043237i,0.00089257-0.00052789i,0.0012425-0.00055939i,0.00058957-0.00026293i,0.00056197+0.00024457i,0.00021227+0.00047008i,0.00017135+3.4372e-05i,0.00032769-0.00026884i
-0.00020003+0.00065979i,-0.0012953+0.00019472i,-0.0010297+0.0014499i,0.00036431+0.0024037i,0.00087495+0.0020696i,0.00010291+0.00057228i,-0.00057919-0.00033743i,-0.0013944-3.9484e-05i,-0.0021124+0.00025488i,-0.0016904+0.00062242i,-3.8986e-06+0.00041941i,0.001248-2.8658e-05i,0.00048563-0.00037469i,-0.0004915-0.00036329i,-0.00073111+0.00013205i,-0.00067007+7.4014e-05i,7.848e-05-0.00012233i,0.0011629-6.5703e-05i,0.00094813-9.4039e-05i,-9.805e-05-0.00024891i,-0.00057993+0.00014053i,-0.0010376+7.325e-06i,-0.00078469-0.00070995i
0.00065445+0.00026613i,0.00066371+0.0010157i,0.00065581+0.0015472i,0.0010555+0.0014551i,0.0019103+0.00082466i,0.0013743-0.0002383i,-0.00080132-0.00092792i,-0.0016441-0.00099031i,-0.0012153-0.00080011i,-0.001288-9.5875e-05i,-0.0010289-0.00014984i,-0.00013984-0.00022759i,6.9956e-06-0.00052492i,-0.00040821-0.0010612i,-0.00094821-0.00087288i,-0.0012161+2.3705e-05i,-0.00067452+0.00014675i,3.1863e-05-0.0005962i,-6.8783e-05-0.00062683i,-0.00064089+0.0002154i,3.6882e-05+0.0002831i,0.00091696-0.00049223i,0.00042387-0.00043119i
-0.0014398+0.0013764i,-0.0014765+0.001286i,-1.4199e-05+0.00098018i,0.0017677+0.0005067i,0.0024862-0.00028748i,0.0017995-0.00075785i,6.4606e-05-0.0015043i,-0.00073565-0.0016767i,-0.00052897-0.00021216i,-0.00044127+0.0015042i,-0.00045547+0.0020128i,0.00022216+0.0012353i,0.00073915+0.00035097i,0.00052762+0.00011772i,2.2477e-06+0.00016304i,-0.00013105+0.00037403i,0.00010853+0.00026562i,0.00079647-0.0003925i,0.00051466-0.00060186i,0.00045512-0.00052808i,0.00065148-0.00015061i,0.00027821+3.4461e-05i,0.00023376-9.9344e-05i
0.00069049+0.00089564i,0.00087796+0.00098013i,0.0016977+0.0015744i,0.0027732+0.0011122i,0.0034008-0.0002125i,0.0016402-0.0020987i,-0.00095392-0.001963i,-0.0018456-0.00013016i,-0.0014621+0.00013695i,-0.00026404-0.00023606i,0.00016255-0.00038065i,-0.00066031-2.7927e-05i,-0.00082355+0.00020878i,-0.0002336+0.00090122i,0.00017929+0.00083657i,0.00059461-0.00031697i,0.00078716-0.00056779i,0.00088793-0.00052204i,0.0012991-0.00016436i,0.00076636+0.00064658i,0.00024717+0.00052986i,0.00034922+0.00074222i,4.4994e-05+0.0011889i
-0.00034365+0.00055425i,-0.00030621+0.00099544i,0.00061513+0.00097657i,0.0018586+0.00025154i,0.0018664-0.0010491i,0.0014148-0.0022156i,0.00036212-0.0024947i,-0.00083461-0.001453i,-0.00080086-0.00058855i,-0.00031114+0.00010461i,0.00058564+0.00068384i,0.0013547+0.00031069i,0.0014009-7.6469e-05i,0.00049758-9.4812e-05i,-0.00043366-0.00056783i,0.00010237-0.00089634i,0.00077107+1.2642e-05i,0.00041987+0.00034531i,0.00056448+0.00022911i,0.00037971-3.0868e-05i,0.00022631-0.00053353i,0.00082693-0.00081424i,0.00068845-0.00065173i
-0.00016596-0.00077606i,-0.00056791-0.0001988i,0.00049169-0.0002371i,0.0020768+0.00048212i,0.0013864-0.00022617i,-0.00050963-0.0016617i,-0.0014455-0.00066593i,-0.001622+0.00041528i,-0.0017089+0.00036901i,-0.0018344+0.00028926i,-0.0012232+0.00079785i,-0.00078148+0.0010414i,-0.00087223+0.00068699i,-0.00097105+0.00088592i,-0.0012237+0.0011237i,-0.00083365+0.00045818i,-0.00019365-0.00039156i,0.00021777-7.115e-05i,2.1591e-05+0.00036079i,0.0002226+0.00032354i,0.00038063+0.00082691i,5.5647e-05+0.00037775i,0.00030417-0.00038943i
0.0010549+0.001101i,0.0018116+0.0012656i,0.0027115+0.0010111i,0.0028259+0.00067874i,0.0018927+0.00044888i,0.00077863-0.00023102i,-0.00032276-0.0010378i,-0.0011751-0.0009982i,-0.0012983-0.00017148i,-0.0010043+0.00028415i,-0.00078825+0.00010402i,-0.0008094-0.0002839i,-0.00057389+0.00020072i,3.1857e-05+0.00054461i,0.00033802+0.00013436i,0.00034854+0.00036573i,0.00024519+0.00075896i,-5.796e-05+0.00023995i,-0.000383-0.00029412i,1.7445e-05+1.7625e-05i,0.00035081+0.00011419i,0.00050024-4.8922e-05i,0.0004031-0.00060401i
-0.0012639+0.001003i,-0.00046202+0.0023889i,-0.00060831+0.0034463i,0.00050967+0.0028965i,0.0013808+0.0016044i,0.0006871+0.00076239i,0.00046437+0.00019378i,-0.00052252-0.00076026i,-0.0013219-0.00043309i,-0.001319+0.00057851i,-0.0012193+0.00074182i,-0.00078659+6.5365e-05i,-9.5393e-05-0.00078783i,0.00069124-0.00070528i,0.00098865+0.00024865i,0.00071579+0.00056907i,0.00059731-0.00038094i,0.00028559-0.0010959i,0.00034248-0.00094211i,0.00019011+0.00011675i,3.8412e-05+0.00050697i,0.00014747+3.0304e-06i,6.8327e-05-0.00018597i
-0.00065929-0.0022416i,-0.00098842-0.00037262i,-0.00036062+0.0013171i,0.0015079+0.0021022i,0.0015219+0.0011014i,0.00082557-0.00020818i,-8.0396e-05-0.00084774i,-0.0013886-0.0010576i,-0.0015904-0.00091734i,-0.00085606-0.00078632i,0.00012912-0.00063586i,0.00077414-0.00021111i,0.00040503+7.9072e-05i,-0.00017942+0.00011862i,-0.00023199-0.00023079i,6.5876e-05-0.00050546i,0.00076163-0.0003679i,0.0011891+7.9298e-05i,0.00045674+0.00049284i,-8.2429e-06+0.00026273i,0.00043356+0.00018136i,0.00045089+0.00057516i,9.5679e-05+0.00040915i
0.0015256+0.0010566i,0.0023359+0.0017736i,0.0026747+0.001867i,0.0025234+0.000573i,0.0027242-0.00065545i,0.0017291-0.0016705i,-0.00049046-0.0014619i,-0.0013298-0.00046819i,-0.00084871-8.6735e-05i,-0.00056812+0.00087615i,-0.00078356+0.0013818i,-0.00050978+0.0014511i,-0.00035896+0.00038683i,-0.00073477-0.00053775i,-0.0013945-7.0666e-05i,-0.0010753+0.00032035i,0.00031656+0.00041875i,0.00097453+0.00048032i,0.00045151+0.00039263i,-7.6077e-05-0.00020293i,-0.0001997-0.0002002i,-4.7156e-05+0.00064846i,0.00060037+0.00067863i
-0.0011557+0.00095136i,-0.0018107+0.0003445i,-0.0016835+0.00066573i,-0.0012349+0.0011874i,-0.00058298+8.3121e-05i,-0.00037751-0.0011151i,-0.0010649-0.0011315i,-0.0012814-0.00026188i,-0.00090793+0.00025354i,-0.00026956+0.00022094i,-0.0001255+1.2098e-05i,-0.00032263+0.00012837i,-0.00038066+0.00091976i,-8.5899e-05+0.0010305i,0.00050524-0.00011102i,0.0011636-0.00079732i,0.0018634-0.00052275i,0.0017941+0.00046758i,0.00094245+0.00097836i,0.00025744+0.00023309i,0.0003441-0.00036861i,-0.00016781-0.00055195i,-0.00076613-0.00064822i
0.0020893+9.5827e-05i,0.0017807+0.0013081i,0.0020723+0.00050369i,0.00094298-1.9602e-05i,-0.00070968+0.0002126i,-0.0014999+0.00039434i,-0.0013009+0.00076269i,-0.0010552+0.0010748i,-0.0015324+0.00024436i,-0.0022617-0.00071037i,-0.0021149+5.4776e-05i,-0.0011442+0.00074225i,-0.00068863+0.00029785i,-0.00033958+0.00018284i,2.879e-05+0.00047756i,0.000127+0.00020143i,9.1927e-05-0.00035288i,0.00017978+0.00025674i,-0.00029498+0.00054469i,-5.6633e-05+0.0003428i,0.00017793-0.00015642i,-0.00046663-0.00058607i,-0.00014978+4.78e-05i
-0.00035024+0.0007288i,0.0010842+0.00096993i,0.0021231+0.0011364i,0.0027474-0.00027287i,0.0021643-0.00094684i,0.00087603-0.00012389i,-0.00036822-0.00030145i,-0.0021612-0.000524i,-0.0025076-1.3542e-05i,-0.0018803+0.00045346i,-0.0011126+0.00018159i,6.5373e-06-0.00035168i,0.0010312-0.00061619i,0.00092728+1.3154e-05i,0.00012561+0.00084115i,0.00014669+0.0015462i,0.00071404+0.0015502i,0.00094265+0.00086803i,0.00059909+0.00092572i,0.00014141+0.00065419i,0.00033727-0.00013116i,0.00019381+0.0001635i,-0.00017501+0.00046078i
-0.00076475-0.0011198i,-0.0017706+0.00026772i,-0.0016281+0.0019218i,-0.00066063+0.0021165i,-0.00070807+0.00087073i,-0.00051109-0.00012885i,-0.00046112-0.000173i,-0.0015086+0.0004042i,-0.0024851+0.00065105i,-0.0021627+0.00031391i,-0.0014098-0.00012326i,-0.00078868+0.00054584i,-0.00080122+0.00096373i,-0.00094341+0.00070144i,-0.00024935+0.00055703i,0.00031688+0.00034884i,0.00071781+0.00019562i,0.00036419+0.00026487i,-0.00076538+0.00057807i,-0.00056518+0.0011085i,0.00036031+0.00032433i,0.00018035-0.00091861i,5.3501e-05-0.0011248i
-0.00042572-0.00074202i,-0.00032232-0.0001079i,7.8601e-05+0.00060616i,0.00041653+0.0015431i,-0.00014325+0.0021634i,-0.00085731+0.0020894i,-0.00076906+0.0016472i,-0.0010483+0.00066079i,-0.00036063+0.00033046i,-0.00013087+0.00094763i,-0.00057277+0.0010119i,0.00044579+0.00057996i,0.0017145+0.00013052i,0.0016321+5.6041e-05i,0.00026213+0.00028121i,0.00024782+0.0002822i,0.00033951+0.00065641i,-6.8396e-05+0.00074634i,0.00070506+0.00097523i,0.0010775+0.00084609i,0.00072489+0.00056725i,3.4864e-06+0.00031517i,-0.00054831-0.00033658i
0.00041547+0.00077618i,0.0012943+0.0020196i,0.0013467+0.0027217i,0.00097224+0.0024091i,0.00021725+0.0015473i,-0.00041592+0.00084205i,-0.00064488-0.00019397i,-0.0013378-0.00077988i,-0.002005-0.00021824i,-0.0012348+0.00021547i,-3.4612e-05-0.00026991i,0.00017381-7.4395e-05i,-6.0223e-05+0.00080085i,9.0736e-05+0.00020682i,0.00011061-0.00026808i,1.0337e-06+0.00018648i,0.00025373+0.00022777i,0.00092717-0.00021867i,0.0012346-0.00084356i,0.00045052-0.00076597i,-0.00072921-0.000337i,-0.00091654-0.00035434i,-0.00023561-0.0008317i
-0.00070291+0.00077607i,-0.001365+0.0018547i,-0.00049086+0.0025605i,0.00093558+0.001696i,0.0017983-0.00043865i,0.00053551-0.0014319i,-0.0011356-0.0010725i,-0.0014-0.00043741i,-0.001065+0.00031559i,-0.00036732+0.00013115i,-0.00024238+2.8647e-05i,-0.00076035+0.00018584i,-0.00059704-0.00029762i,-8.8529e-05-0.00021672i,0.00041211+6.6065e-05i,0.000402-0.00035147i,0.00012623-0.00013238i,1.7395e-05+0.00076355i,-0.00016014+0.00051719i,3.0939e-05+0.00039531i,0.00053932+0.00046274i,0.0011685-2.8849e-05i,0.00032657+0.00013409i
0.00050604-0.00083975i,0.0004553-3.944e-05i,0.00093089+0.0011119i,0.0013061+0.001855i,0.00065319+0.0006703i,-0.0006921-0.00046197i,-0.00060481-0.00090906i,-0.00075986-0.00060232i,-0.0015734-0.00079229i,-0.0010858-0.00072896i,-0.000316+0.00033129i,-0.00023092+0.00072827i,8.5821e-05-5.8422e-05i,0.00033555-0.00072245i,0.00034937-0.00070425i,0.00030037-0.00027668i,0.0009857+0.00034836i,0.0013485+0.0013183i,0.00074502+0.00093288i,0.00069252+6.7567e-05i,0.00091722-0.00030656i,0.00010717-0.00049842i,-0.00015636+0.00016305i
0.0011363+0.00069877i,0.00062664+0.0012993i,0.00011377+0.001009i,-1.5824e-05+0.00052198i,-0.00011341-0.00043701i,-0.00074369-0.001148i,-0.0015432-0.0013916i,-0.0015275-0.00032241i,-0.0017714+0.00082472i,-0.001988+0.00048526i,-0.0017329+0.0001051i,-0.00090264-0.00041475i,-0.00052175-0.00071008i,-0.00012337-0.00053143i,0.00046829-0.00045757i,1.5387e-05-0.00043408i,0.00042422-0.00020339i,0.0010558+9.4984e-05i,0.00051943-8.2961e-05i,0.00017332-0.00031664i,0.00045803-0.00058693i,0.00040826-0.00045722i,-6.3619e-05+6.8637e-05i
0.00045922-0.00027089i,0.00019565+0.00093646i,0.00044751+0.0016454i,0.00049483+0.0020125i,0.00076851+0.001111i,-0.00010547-0.00039676i,-0.0018368-0.00095491i,-0.0019759-0.00090793i,-0.00089807-0.00069499i,-0.00043014+0.00027773i,-1.2896e-05+0.0010584i,0.00034951+0.00092111i,0.00023631+0.00052365i,-2.7021e-06+0.00068425i,-0.00032256+0.0012539i,-0.0003904+0.00076313i,1.3481e-05+0.00017089i,0.00045524-0.00048903i,7.6312e-05-9.9093e-05i,0.00013351+0.00062312i,0.00020383-0.00014485i,-0.00017592-0.00061202i,2.2337e-05-0.00052506i
0.00035693+0.00056408i,-0.00047652+4.0511e-05i,6.8722e-05-0.00012707i,0.0013222-0.00030286i,0.0014528-0.0012738i,9.9978e-05-0.0019482i,-0.00025952-0.0015149i,-0.00031717-0.00080957i,-0.00054143-0.00036844i,-0.00028167+3.1963e-05i,-0.00046923+0.00039728i,-0.00083673-5.9474e-05i,-0.00082275-0.00054398i,0.00012253-0.00036357i,0.00051034-4.3017e-05i,0.00038174+0.00017349i,0.00070405+0.00031246i,0.00068568-8.4124e-05i,0.00015581-0.00070299i,-0.00054447-0.00011473i,-0.0001695+0.00023419i,9.5209e-05-6.1322e-05i,0.0001144-8.7466e-05i
0.00074271-0.00029439i,0.00076421+0.00048871i,0.00070216+0.0011684i,0.00078987+0.0011928i,0.0013601+0.0010403i,0.001513+0.00032746i,0.00027369-0.0012993i,-0.0010061-0.0015394i,-0.0012242-0.0010335i,-0.0010463-0.00053675i,-0.0010605-4.9609e-06i,-0.0013212+0.00035968i,-0.00059338+0.0013591i,-0.00022469+0.001757i,-0.00051282+0.0012528i,-0.00048322+0.0008652i,-0.00021133+0.00019764i,0.00034376+0.00037191i,0.00034211+0.00075943i,0.00067573+0.00029444i,0.0012336-0.00047078i,0.00088438-0.00033951i,0.0001515+0.00030255i
0.00054575+0.0016459i,2.0511e-05+0.0027623i,0.00079339+0.0025086i,0.0015533+0.00041572i,0.0019364-0.00098943i,0.00095057-0.0013169i,-0.00041559-0.0010657i,-0.00044464-0.00024276i,-2.0164e-05+0.00041912i,-0.00029218+0.00043136i,-0.0006701+0.00014101i,-0.00015753+7.3141e-05i,0.00011264+0.00067344i,0.00043912+0.00094646i,0.0009088+0.00033888i,0.00059519-0.00031972i,0.00049249-0.00021487i,0.00069856+0.00045198i,0.00066848+0.0004506i,0.00019603+4.7483e-05i,0.00030431+0.00057207i,0.00090099+0.0013541i,0.00048088+0.00072546i
0.0018263+0.00066362i,0.0014863+0.00034897i,0.0013936-0.00039889i,0.0009292-0.00096417i,0.00045-0.0011426i,-0.0003763-0.00091074i,-0.001618-0.00087123i,-0.0020747-0.00073053i,-0.0010438+7.918e-05i,0.00051022+0.00018542i,0.0007075-0.00019317i,2.609e-05+0.00041746i,-0.00012992+0.00035689i,-7.494e-05-4.0542e-05i,-0.0003201+0.00030479i,-0.00017217-0.00011171i,0.00051634-0.0011662i,0.00076029-0.0011137i,0.00079959+1.2689e-05i,0.0015745+0.00062344i,0.00093665+0.00048269i,-0.00063838+0.00024168i,-0.00038227-4.4838e-05i
0.00040525+0.0031196i,-0.00063394+0.0032065i,-0.0011351+0.0014788i,0.0003784-0.00036644i,0.0011345-0.0013732i,0.00011353-0.0020773i,-0.00095382-0.0014603i,-0.0019299-0.00042067i,-0.0021327-0.00037045i,-0.0016051+0.0001273i,-0.00092289+0.00059427i,-3.0246e-05-0.00020851i,0.00024311-0.00072249i,6.1989e-05+0.00027092i,0.0002901+0.0010815i,0.00093398+0.00081556i,0.00099871+0.00016943i,0.00099699+0.00040522i,0.00053+0.00094469i,0.00014158+0.0012316i,-0.00022484+0.0010681i,-0.00077914-0.0001997i,-0.00085773-0.0006214i
