0.0013049-0.00018932i,0.00091667-0.00036507i,0.0001514-0.00068462i,-0.00056757-0.00063328i,-0.0018966-0.00061841i,-0.0024508-0.00048022i,-0.001783+0.0002249i,-0.0007759+0.00058788i,-0.00037773+0.00030237i,-0.00041532-0.00036201i,-0.0003114-0.00084077i,-0.000566-0.00026048i,-0.0004115+0.00073351i,0.00049875+0.00075892i,0.0006776+0.00065425i,0.000197+0.00086798i,-6.9958e-05+0.00068785i,2.2858e-05+9.0343e-05i,-2.6622e-05-0.0009912i,0.00021735-0.0013475i,0.00050422-0.0011064i,0.00085658-0.0010081i,0.0006201-0.00052702i
0.00123+0.034937i,-0.0088377+0.10092i,-0.020657+0.17453i,0.00069729+0.19294i,0.046822+0.14896i,0.066163+0.095251i,0.053088+0.055383i,0.033683+0.023751i,0.018327+0.0051807i,0.0075428+0.00016936i,-0.001496+0.0006129i,-0.0079351+0.0024746i,-0.010104+0.0037647i,-0.0089187+0.0040341i,-0.0053089+0.0038164i,-0.0028735+0.0032109i,-0.0017097+0.0028673i,0.00039909+0.0036845i,0.0025478+0.0046927i,0.0043588+0.0035559i,0.0052861+0.0012085i,0.0069793-0.00011737i,0.0085845-0.0018936i
-0.010268-0.031535i,-0.016747-0.090692i,-0.021659-0.1586i,-0.04115-0.17332i,-0.073727-0.1306i,-0.08558-0.084596i,-0.070509-0.052859i,-0.048273-0.023302i,-0.027972-0.0016179i,-0.012804+0.0059916i,-0.0052102+0.0050669i,-0.0044457+0.00217i,-0.0060847+0.001031i,-0.0079029+0.00070929i,-0.0097078+0.00088513i,-0.0092978+0.0020178i,-0.007124+0.0029384i,-0.0050961+0.0023876i,-0.0034232+1.0471e-05i,-0.0033457-0.0022381i,-0.0042749-0.0025959i,-0.005196-0.0013072i,-0.0061441+0.0010369i
0.01777+0.027707i,0.043105+0.08172i,0.069453+0.14243i,0.091298+0.1492i,0.104+0.10248i,0.094284+0.058964i,0.063784+0.032716i,0.031685+0.011606i,0.011267-0.0006452i,0.0031104-0.0029196i,0.0010248-0.0012477i,0.00073663+0.0042002i,0.0034677+0.010877i,0.0071209+0.012192i,0.0067178+0.0079503i,0.0048378+0.0039052i,0.0051253+0.0024399i,0.0053795+0.0006876i,0.0043386-0.0010593i,0.0046466-0.0021127i,0.0057299-0.0034822i,0.005156-0.0056436i,0.0038421-0.0074071i
-0.02216-0.01881i,-0.054119-0.062218i,-0.087564-0.11362i,-0.10707-0.11876i,-0.1119-0.075528i,-0.099668-0.033591i,-0.071061-0.0084007i,-0.03824+0.0062435i,-0.015095+0.011249i,-0.0041334+0.0094691i,0.0019045+0.00522i,0.0046965+0.0017278i,0.0040803+0.0018311i,0.0020376+0.0031657i,0.00086666+0.0025028i,0.00023858+0.0016421i,-0.00020803+0.0015034i,-0.00030563+0.0012601i,-0.00024299+0.0030058i,-0.0013019+0.0045563i,-0.0029178+0.004767i,-0.0035394+0.0057664i,-0.0037885+0.006763i
0.026077+0.011653i,0.066676+0.042167i,0.11145+0.079508i,0.13085+0.078138i,0.12304+0.037967i,0.10002+0.010045i,0.066414+0.0052313i,0.034914+0.0043953i,0.014976+0.0013356i,0.0048666-7.8315e-05i,0.0034427+0.0020124i,0.0080183+0.0029758i,0.011626+0.00024276i,0.012383-0.0027863i,0.011469-0.0024026i,0.0090987-0.00098547i,0.007199-0.0022375i,0.0056498-0.0038145i,0.0034819-0.0029476i,0.0027113-0.001564i,0.0026527-0.0024214i,0.0015607-0.0041005i,0.00060974-0.0050148i
-0.025587-0.0049328i,-0.069422-0.01745i,-0.11705-0.040239i,-0.13423-0.040186i,-0.1202-0.011092i,-0.096192+0.0071222i,-0.066007+0.0070952i,-0.03457+0.0072323i,-0.014653+0.007821i,-0.0068891+0.0056036i,-0.0053536+0.0025118i,-0.004668-0.0015097i,-0.0031887-0.0048567i,-0.0031218-0.0037764i,-0.0046055-0.0010341i,-0.0035795+0.00068546i,8.7992e-05+0.00087935i,0.0010461-0.00019004i,-0.00043308-0.00095564i,-0.0018488-0.0012041i,-0.0021445+3.1647e-05i,-0.00083987+0.0025083i,0.00085189+0.0045235i
0.025598-0.0046101i,0.068451-0.00070683i,0.11829+0.0092289i,0.13292+0.0047318i,0.11124-0.020761i,0.083192-0.035185i,0.054867-0.032201i,0.025106-0.025511i,0.0052878-0.015779i,-0.0015631-0.0075982i,-0.0025203-0.005065i,-0.0016447-0.006051i,-0.00084651-0.0082498i,0.00012282-0.011102i,0.0012773-0.012648i,0.00058603-0.011402i,-0.0010669-0.0084726i,-0.0021796-0.0057137i,-0.0022403-0.0038579i,-0.0009351-0.0039489i,-0.00010057-0.0049402i,-0.00099668-0.0062016i,-0.0019222-0.0059092i
-0.019203+0.011714i,-0.0549+0.018087i,-0.096511+0.01847i,-0.10712+0.021335i,-0.087342+0.034872i,-0.065711+0.039966i,-0.04388+0.029078i,-0.021643+0.017229i,-0.0081941+0.011407i,-0.001924+0.0083766i,0.0012949+0.003688i,-0.00025405+0.0003061i,-0.0041293+0.0027726i,-0.0061844+0.0072635i,-0.0064487+0.0075215i,-0.0062262+0.0040716i,-0.0050053+0.0018213i,-0.002255+0.0015895i,0.00052057+0.0022408i,0.0013383+0.0039086i,0.0013545+0.0049178i,0.0027177+0.0037271i,0.0041578+0.0015165i
0.011257-0.011927i,0.044124-0.027632i,0.086882-0.040214i,0.099909-0.046704i,0.077921-0.054372i,0.051555-0.051669i,0.028971-0.030911i,0.0098805-0.010245i,-6.0507e-05-0.0015079i,-0.0015391+0.0012951i,0.00071809+0.0036301i,0.0007668+0.0048476i,-0.0027046+0.0044309i,-0.0041268+0.0013817i,-0.0027236-0.0011018i,-0.00094855-0.0004816i,-4.2204e-05+0.0014713i,0.00015133+0.0016644i,0.00020833-0.00059728i,0.00051078-0.0027597i,8.3321e-05-0.0035986i,-0.001211-0.0026163i,-0.0024648-0.0014708i
-0.005534+0.0161i,-0.028728+0.038019i,-0.0614+0.056438i,-0.071824+0.061823i,-0.055482+0.064164i,-0.042172+0.060523i,-0.034196+0.04477i,-0.021148+0.02796i,-0.00746+0.01537i,-0.0004027+0.0066678i,-0.00046843+0.0039362i,0.00014611+0.0059626i,0.0033186+0.008767i,0.0050554+0.011198i,0.0035958+0.011925i,0.0013276+0.010574i,-0.00013526+0.0079926i,-0.00093879+0.0040164i,-0.0010282+0.0022876i,-0.00098247+0.0031619i,-0.00064108+0.0033474i,-0.00034827+0.0023297i,-0.00029034+0.00091377i
0.0041985-0.012568i,0.020741-0.036863i,0.047986-0.062284i,0.056791-0.071751i,0.038005-0.071438i,0.020063-0.064384i,0.010119-0.046062i,0.0011433-0.024724i,-0.0020494-0.0097019i,-0.002237-0.003601i,-0.0030847-0.0020186i,-0.0016281-0.00099608i,0.0007906-0.0016428i,4.4459e-05-0.0042628i,-0.0013804-0.0058121i,7.5246e-05-0.0055737i,0.0022273-0.004543i,0.0022798-0.0035845i,0.00090052-0.0023877i,-0.00040645-0.0024466i,-0.0014766-0.0031084i,-0.0023918-0.0015648i,-0.002367+0.00025509i
0.0016349+0.012526i,-0.005476+0.038768i,-0.021784+0.06619i,-0.028409+0.07374i,-0.014637+0.065667i,-0.0018746+0.054506i,0.0031099+0.034948i,0.0062179+0.014611i,0.0044659+0.0053518i,0.0020927+0.0019584i,0.003479-0.0014594i,0.0069695-0.0038945i,0.011415-0.004476i,0.013846-0.0034192i,0.010963-0.00089211i,0.0064725+0.0019419i,0.0043073+0.0027061i,0.003558+0.0015736i,0.0042829+0.0014793i,0.0049698+0.0019152i,0.0049758+0.0015557i,0.0041499+0.0013623i,0.0023385+0.00091167i
-0.0018306-0.010089i,-0.0010783-0.031796i,0.0081583-0.059586i,0.012556-0.070815i,0.0030004-0.062902i,-0.0032663-0.05038i,-0.00014869-0.032052i,0.0012796-0.012715i,-0.0018055-0.0031636i,-0.0039169+0.0012398i,-0.0021626+0.0038946i,-0.00058432+0.0023688i,-0.0018333-1.6337e-05i,-0.0029711-0.002142i,-0.0013957-0.0044174i,0.0010063-0.0062866i,0.0021563-0.0078456i,0.0018987-0.0076996i,0.00053443-0.0066561i,-0.00080859-0.005503i,-0.0015123-0.0045589i,-0.001066-0.0034264i,0.00090217-0.0017607i
0.006421+0.0072626i,0.010864+0.027854i,0.011519+0.053242i,0.0097357+0.060849i,0.012343+0.050717i,0.010493+0.040673i,0.00069537+0.030678i,-0.0045665+0.018427i,-0.0039909+0.0083111i,-0.003887+0.0021757i,-0.0035184-0.00042937i,-0.0029297-0.0032971i,-0.0023033-0.0064366i,-0.00075267-0.0051841i,0.0011053-0.00063629i,0.0015282+0.0029756i,0.00097697+0.0043138i,0.00072503+0.0045117i,0.00061572+0.0049564i,0.0017105+0.0035779i,0.0027237+0.0012287i,0.0021702+0.00035561i,0.0020974+0.00049302i
-0.0051438-0.0078184i,-0.011736-0.02207i,-0.015785-0.042731i,-0.014489-0.051136i,-0.020087-0.045706i,-0.026853-0.037721i,-0.024269-0.026735i,-0.018971-0.012231i,-0.011583-0.00062883i,-0.0033111+0.0040225i,-0.00028503+0.0036952i,-0.0020124+0.0037636i,-0.0055149+0.0034i,-0.0091251+0.00059671i,-0.0099231-0.0021439i,-0.0095471-0.0048809i,-0.0092631-0.0063731i,-0.0070036-0.0056102i,-0.0047044-0.0043103i,-0.0044293-0.0026081i,-0.0047898-0.00069324i,-0.0039759-0.00072282i,-0.0025016-0.0027744i
0.0063778+0.0064355i,0.018562+0.02108i,0.028641+0.039563i,0.030383+0.04341i,0.031297+0.032661i,0.028648+0.022734i,0.017123+0.013435i,0.0071399+0.0050304i,0.0026364+0.0029071i,0.0012219+0.0033383i,0.0002697+0.0019852i,-0.00041524+0.00089987i,0.00080478+0.00068298i,0.0024002-0.00010529i,0.0026254+0.0008434i,0.0033199+0.0040418i,0.004971+0.0060482i,0.0062718+0.0048287i,0.0060931+0.0026386i,0.0048903+0.00059657i,0.0048002-0.00074041i,0.0041574-0.00098675i,0.0021047-0.00039198i
-0.008934-0.005528i,-0.020748-0.012989i,-0.031582-0.026094i,-0.033099-0.030325i,-0.031287-0.021189i,-0.026462-0.012848i,-0.015129-0.0063964i,-0.0055164-0.00055864i,-0.0027962+0.0017214i,-0.0015338+0.0033609i,0.0019457+0.0059524i,0.0050471+0.008823i,0.0053106+0.011424i,0.0035344+0.010449i,0.00079401+0.0052901i,-0.0022832+0.00076499i,-0.0046134-0.0015264i,-0.0052941-0.0021262i,-0.0053119-0.0016465i,-0.0048696+0.00017206i,-0.0040224+0.0018532i,-0.004273+0.0017792i,-0.0042576+0.00065112i
0.01179-0.00098625i,0.025758+0.002821i,0.038584+0.012424i,0.038695+0.01726i,0.032633+0.012518i,0.026014+0.010498i,0.016886+0.010505i,0.0083395+0.0062234i,0.0027053+0.00072534i,-0.0024068-0.0022163i,-0.0047494-0.0020539i,-0.0032076-0.0015798i,-0.00043284-0.0020743i,0.0017408-0.0010053i,0.0043151+0.002082i,0.0075545+0.0041578i,0.0093948+0.0042592i,0.0087979+0.0033592i,0.0076781+0.002082i,0.007297-1.1981e-05i,0.0061894-0.0024057i,0.004986-0.0023896i,0.004777-0.0002642i
-0.0051829+0.0058901i,-0.01714+0.0076549i,-0.028335+0.0013028i,-0.030143-0.0059445i,-0.027293-0.0063195i,-0.025814-0.0052158i,-0.019858-0.0035055i,-0.010313-0.00023922i,-0.0031205+0.00055894i,0.0010431-0.00088807i,0.0043535-0.0015312i,0.0064132-0.0020745i,0.0059594-0.0020808i,0.0024378-0.00092449i,-0.0016459-0.0012959i,-0.0044849-0.0015408i,-0.0064537-0.000128i,-0.0058421+0.0008528i,-0.003792+0.00087493i,-0.002799+0.001636i,-0.0012349+0.0031415i,-0.00068125+0.0037703i,-0.0022541+0.0031408i
0.0046066-0.0065943i,0.012418-0.0081345i,0.024593-0.0050169i,0.028649-0.0015736i,0.02574-0.004884i,0.020516-0.0066355i,0.011243-0.0047601i,0.0016359-0.0023124i,-0.0024112+0.0018623i,-0.0020391+0.0037954i,-0.0021191+0.0021843i,-0.0032687-0.0017497i,-0.0025352-0.0058838i,0.0010552-0.0071431i,0.0038246-0.0054157i,0.0062597-0.0039192i,0.0084633-0.0038078i,0.007825-0.0043505i,0.0057311-0.0044781i,0.00354-0.0045815i,0.0021146-0.0063528i,0.0023715-0.0074556i,0.0032222-0.0062395i
-0.0005735+0.0054791i,-0.0058565+0.010032i,-0.015324+0.010591i,-0.018209+0.0062705i,-0.016042+0.0055031i,-0.01516+0.0048649i,-0.01341+0.0014351i,-0.011223+0.0019248i,-0.0089608+0.0046545i,-0.0056157+0.0058985i,-0.0013486+0.0039545i,0.0014177+0.002429i,0.0017317+0.0020034i,-0.00025211-0.00088383i,-0.0037671-0.0031622i,-0.00612-0.0022736i,-0.0070003+0.00012811i,-0.0067391+0.0022284i,-0.0050588+0.002738i,-0.0027988+0.002903i,-0.0018482+0.0031003i,-0.0019199+0.0036329i,-0.0021935+0.0041383i
-0.0020131-0.0021822i,0.0051579-0.0073993i,0.015286-0.010578i,0.020219-0.010934i,0.016783-0.011593i,0.012542-0.010151i,0.0074463-0.0067513i,0.0022227-0.00457i,-0.0013291-0.0019348i,-0.003624+0.00047934i,-0.0061737+0.0011914i,-0.0089554+0.0015287i,-0.0085476+0.0026519i,-0.0046009+0.0025328i,0.00022837+0.0011485i,0.0025463-0.0016222i,0.0028285-0.0045719i,0.0030933-0.0053196i,0.0028354-0.0042639i,0.0017651-0.0042698i,0.00063099-0.0051856i,-0.00068681-0.0060475i,-0.00025252-0.0061761i
-6.2822e-05+0.0026228i,-0.0034958+0.008885i,-0.0085501+0.013457i,-0.010748+0.011135i,-0.0088004+0.0098521i,-0.0081234+0.010492i,-0.0048506+0.010038i,0.0010509+0.0074747i,0.0047132+0.0026206i,0.0058498-0.00091794i,0.0055895-0.0014587i,0.0053582-0.00032096i,0.003106+0.0019745i,-0.0013261+0.0030893i,-0.0048664+0.0034274i,-0.00552+0.0050204i,-0.0039898+0.0051035i,-0.0013431+0.0036125i,0.00074021+0.0028173i,0.0014009+0.003146i,0.0020663+0.004333i,0.0026963+0.0056143i,0.0020359+0.0056478i
0.0021539-0.00088684i,0.004589-0.005488i,0.0097101-0.011927i,0.011147-0.014616i,0.0075129-0.015617i,0.0038765-0.013095i,0.0005274-0.0047328i,-0.00071602+0.0027702i,0.0022399+0.0045759i,0.0032341+0.003299i,0.00069051+0.0030269i,-0.00051172+0.0036194i,9.1492e-05+0.0033429i,0.00072983+0.0024473i,0.0019514+0.0007344i,0.002656-0.0010736i,0.0016366-0.0015313i,0.00085634-0.0026387i,-0.00015386-0.0031427i,-0.0012865-0.0029093i,-0.0024438-0.0033049i,-0.00404-0.0043132i,-0.003456-0.0051345i
0.0022288+0.0054943i,0.0030782+0.010124i,0.0012629+0.013584i,-0.00020549+0.011729i,-0.00054165+0.0095486i,-0.0039907+0.0081431i,-0.0083422+0.0046723i,-0.0094472+0.0031062i,-0.0070889+0.0039583i,-0.0028888+0.0034671i,0.0014815+0.0013007i,0.0052588-0.00046573i,0.0076145-0.00056221i,0.0063045+0.00017668i,0.0012355+0.0011584i,-0.00046304+0.0028543i,0.0012721+0.0036684i,0.0019497+0.0033505i,0.00133+0.0033039i,0.001443+0.0033133i,0.0032654+0.003283i,0.0055494+0.0031809i,0.0055798+0.0032386i
-0.0031741-0.0021391i,-0.0041963-0.0058418i,-0.0018286-0.010332i,0.0011061-0.012394i,0.00075465-0.01427i,2.499e-05-0.015509i,3.2662e-05-0.014694i,-0.0032099-0.011682i,-0.0078873-0.0060137i,-0.0085918-0.00015323i,-0.0061589+0.0020749i,-0.0043203+0.0013673i,-0.0013367+0.00081812i,0.0028534+0.00030796i,0.0046924-0.0011194i,0.0038623-0.0021752i,0.0022-0.0021433i,0.0011402-0.0027118i,0.00042997-0.0030252i,-0.00088253-0.0026471i,-0.0028162-0.0027983i,-0.0044177-0.0024745i,-0.0052381-0.0020842i
0.0041716+0.00054463i,0.0078853+0.0020835i,0.009338+0.0047236i,0.0073992+0.0054566i,0.0062491+0.0053654i,0.0041527+0.0054565i,0.0025434+0.0032859i,0.0034386+0.00044374i,0.0022356-0.0019603i,-4.3163e-05-0.0036743i,0.0004811-0.0041574i,0.0014952-0.0049767i,0.00026062-0.0045576i,-0.0006646-0.0017077i,-0.00025134+0.00094493i,0.0014056+0.0016338i,0.0024924+0.00045279i,0.0017011-0.0016272i,0.0023101-0.0016103i,0.0046923-0.00033171i,0.0060427-0.0012774i,0.0063082-0.0019249i,0.0058637-0.00080254i
0.00025152+0.0025505i,-0.00078437+0.0043871i,-0.00034975+0.0017793i,-0.00050328-0.003337i,-0.0026508-0.0057913i,-0.0040287-0.0053016i,-0.0024512+0.0010636i,0.00033527+0.0076585i,0.0026114+0.0075997i,0.002678+0.0049089i,0.00072835+0.0042878i,-0.0014594+0.0045195i,-0.0028293+0.0022425i,-0.0028217-0.001023i,-0.0021299-0.0032577i,-0.0018463-0.0034652i,-0.0012469-0.0016036i,-0.00046407+0.00064374i,-0.00086132+0.0017023i,-0.0019585+0.0013062i,-0.0029139+6.9652e-05i,-0.0039943+0.00021833i,-0.004059+0.0010271i
0.00051391-4.6421e-05i,-1.8391e-05+0.0037757i,0.0018604+0.0077056i,0.0037699+0.0068703i,0.0040821+0.0039266i,0.00052713+0.0045023i,-0.0055859+0.0069975i,-0.0083023+0.0088387i,-0.0050199+0.0094387i,0.0003191+0.0061322i,0.0023249+0.00056622i,0.0012048-0.0020601i,2.098e-05-0.0018995i,-0.001412-0.00097846i,-0.0024957-4.3506e-05i,-0.0019956-0.00032206i,-0.0012956-0.0015997i,-0.00067934-0.0020728i,0.00046273-0.0014916i,0.0018677-0.0010456i,0.002919-0.0015655i,0.0028356-0.0020193i,0.0025669-0.0014455i
0.0016762-0.0013421i,0.00015088-0.0027112i,-0.00085786-0.0066647i,-0.0022605-0.0083167i,-0.0045828-0.0079153i,-0.0073206-0.0084195i,-0.0077838-0.0079783i,-0.008591-0.0061272i,-0.0077633-0.0018284i,-0.0037534+0.003713i,-0.00010237+0.0062281i,0.0026385+0.0071972i,0.0042644+0.0069574i,0.0036152+0.0036454i,0.0016192+0.00027025i,-7.9648e-05-0.00017228i,-0.00053511+0.00070404i,-0.00041111+0.00022161i,-0.00073148-0.00053081i,-0.0020218+0.00031852i,-0.0034138+0.0014349i,-0.004485+0.0022833i,-0.0047348+0.0031279i
0.0036776+0.00047092i,0.0070062-0.00076895i,0.0093161-0.0024054i,0.0069636-0.0035063i,0.0056246-0.0039766i,0.0067005-0.0036176i,0.0058415-0.004053i,0.0030885-0.0066247i,-0.0010411-0.0079701i,-0.0043677-0.0058353i,-0.0046549-0.0033201i,-0.002605-0.0019937i,-0.00011804+0.00099468i,0.0015436+0.0054129i,0.0019617+0.0056168i,0.0019223+0.0027988i,0.00157+0.00097047i,0.00094174-0.0013375i,0.0010923-0.0020939i,0.0022973-0.0015317i,0.0026579-0.0023726i,0.0024488-0.0035476i,0.0014157-0.0035233i
0.00018534+0.0046433i,0.00051308+0.0079334i,-0.0010198+0.0055819i,-0.0018695+0.00076566i,-0.0029076-0.00051012i,-0.0033775-0.00022024i,0.00011299+0.0012331i,0.0032336+0.0020969i,0.0031387-0.00067079i,0.0012092-0.0031029i,0.00051035-0.0016315i,0.0018662+0.00022561i,0.0016241+6.0159e-05i,-0.00040913-7.5017e-05i,-0.00099879+5.5254e-05i,-0.00040355+0.00013449i,0.00059216+0.00089303i,0.0017112+0.00093193i,0.0017692+0.001694i,0.0011406+0.0035193i,0.0011558+0.0041729i,0.0008293+0.0033853i,-0.000227+0.002586i
-0.0021409-6.0946e-05i,-0.0043722+0.0004369i,2.0381e-05+0.0020588i,0.0049478+0.0017694i,0.0051441-0.00047267i,0.0013051+0.00089121i,-0.0034295+0.0056425i,-0.0043123+0.009209i,-0.00074365+0.0091445i,0.0019855+0.0052589i,0.0012472+0.0010716i,5.7097e-05-0.0019425i,9.1061e-06-0.0040684i,0.0013147-0.0033818i,0.0019451-0.0011106i,0.0012684-0.00044165i,0.00095077-0.00047284i,-0.00033675-9.803e-05i,-0.00073708-0.00020298i,0.00091495-0.00077416i,0.0021271-0.0023808i,0.002073-0.0034849i,0.0019345-0.0028522i
8.2677e-05-0.0029282i,0.001854-0.0031952i,0.00073694-0.00088843i,0.00013894+0.0018916i,-0.00037687+0.0025876i,-0.0038072+0.00031736i,-0.0078896-0.0014425i,-0.009489+0.00057745i,-0.0065852+0.0060216i,-0.00076852+0.008559i,0.0033369+0.0056557i,0.0042168+0.0012408i,0.0027057-0.0028935i,-4.2456e-05-0.0053039i,-0.0018915-0.0045883i,-0.00055362-0.003158i,0.00089293-0.0026182i,0.0004208-0.0022069i,-0.00050791-0.0017788i,-0.00015077-0.00064291i,0.00028238+0.00098538i,-0.00045093+0.0016586i,-0.00021933+0.0017836i
0.0025223+0.00010643i,0.0065925+0.0012984i,0.0091997+0.00074352i,0.0085623-0.00072556i,0.0063759-0.0014707i,0.0054093-0.0021908i,0.0031583-0.0034916i,-0.0011985-0.0044099i,-0.005002-0.0016595i,-0.0054448+0.0027723i,-0.0036927+0.0047443i,-0.0023847+0.0051318i,-0.00080368+0.0045475i,0.0012895+0.0024069i,0.0019133+0.00013641i,0.0017456-0.000779i,0.001834-0.0012511i,0.0014074-0.0010835i,0.00095184-0.001023i,0.00023375-0.0025545i,-0.0010768-0.0046516i,-0.0020424-0.005042i,-0.0020218-0.0037135i
0.00096727+0.00079361i,0.0012229+0.0022137i,0.0026391-7.9933e-05i,0.0022005-0.002473i,-0.00079978-0.0013284i,-0.0015931+0.0010221i,0.00050865+0.0010079i,0.0017712-0.0015524i,0.00018515-0.0045411i,-0.0024173-0.0045454i,-0.002509-0.0028349i,-0.0026389-0.0020357i,-0.0038702-0.00058726i,-0.0040056+0.0015247i,-0.0039654+0.002192i,-0.0033063+0.0018564i,-0.00097896+0.00034451i,0.0010213-0.00071768i,0.0018683-0.00025792i,0.0022637+0.00088217i,0.0024446+0.0011496i,0.0023588+0.00043454i,0.0021824+0.00036901i
-0.001547+0.0015684i,-0.0039417+0.0012145i,-0.0037518+0.0010303i,-0.00082621-0.00081748i,0.0011486-0.0036258i,-0.00041378-0.0026617i,-0.00099817+0.0011252i,0.0021061+0.0031644i,0.0053313+0.00087183i,0.0053344-0.0019615i,0.0031713-0.0016915i,0.0020266+0.00026064i,0.0014361+0.0013521i,0.0010548+0.0013684i,0.0010233+0.00061579i,-0.00035564+6.9023e-05i,-0.0016403+0.0001339i,-0.00154-6.891e-05i,-0.00049865-0.0011657i,-0.0002076-0.0017468i,-0.0015972-0.0013565i,-0.0022047-0.00083488i,-0.0013827-0.00049105i
0.0011833-0.0025822i,0.0032573-0.00060165i,0.0017526+0.0012491i,0.00076074+0.0024342i,0.00040524+0.0025002i,-0.0018222+0.0019567i,-0.0038883+0.0017399i,-0.004092+0.0039297i,-0.0029121+0.0065648i,-0.0011708+0.0054579i,-5.3928e-05+0.0018863i,0.00093305-0.0010857i,0.0025685-0.0017757i,0.0025483+5.8915e-05i,0.0004908+0.0013799i,-0.00038037+0.0010956i,0.00050963+0.00042996i,0.0013816+0.0002378i,0.0015967+0.00022258i,0.0017349+0.0008629i,0.0022115+0.00098448i,0.0027592+0.00076538i,0.0022607+0.0010865i
0.0024181+0.0022516i,0.004245+0.0023724i,0.0061198+0.001819i,0.0063111+0.00026262i,0.0039367-0.0012266i,0.0012868-0.0029352i,-0.002457-0.0039795i,-0.0069077-0.0017254i,-0.0083127+0.0021735i,-0.005082+0.0042998i,-0.00076555+0.0035629i,0.0024093+0.0029434i,0.0046475+0.0022814i,0.0055609+0.00029214i,0.0051957-0.0016953i,0.0038339-0.0013104i,0.0023432+7.2188e-05i,0.0012121+0.00012447i,1.365e-05-0.0014253i,-0.00067452-0.0019169i,-0.0015054-0.00090356i,-0.0019696-0.00036105i,-0.001602-0.00057019i
-0.0029624+0.0021016i,-0.0026104+0.0024143i,-0.00010181+0.0034332i,0.0033457+0.0016824i,0.0045188+0.00031804i,0.0020793+0.00028491i,-0.001452-0.0022394i,-0.0040269-0.0042555i,-0.0057494-0.002573i,-0.0057883+0.0009896i,-0.0056044+0.0022906i,-0.0055758+0.0015841i,-0.0038911+0.0018086i,-0.00092982+0.0022513i,0.00047275+0.002536i,0.00076792+0.0020323i,0.0012746+0.0016587i,0.0013366+0.0011756i,0.0018413+0.0010613i,0.0022069+0.0010664i,0.0017383+9.6778e-05i,0.0015751-0.00071437i,0.0018549-0.0010925i
-1.7523e-05-0.0032424i,0.0010052-0.0041192i,0.0024042-0.0038321i,0.0030009-0.0028095i,0.0022295-0.0034371i,0.0015439-0.0036355i,0.0012243-0.0016661i,0.0019742-0.00089861i,0.002987-0.002691i,0.0026737-0.0042135i,0.0018925-0.0038407i,0.0012722-0.0027897i,0.00060192-0.0028702i,-0.00056357-0.0033041i,-0.0012182-0.0034844i,-0.001454-0.0030681i,-0.00058498-0.0020935i,0.00093263-0.00047338i,0.0012641+0.00071219i,0.0010699+0.00078345i,0.00072362-0.00032027i,0.00040601-0.00097374i,0.0001461+0.00016665i
0.0027119+0.0019076i,0.0035256+0.0026816i,0.0041847+0.0014179i,0.0029864-0.00099915i,0.0021981-0.0013277i,-0.00035776-0.00037704i,-0.0025054+0.0023999i,-0.00063767+0.0063134i,0.0021785+0.0072996i,0.0034048+0.005153i,0.0017521+0.0031595i,-0.00064011+0.0024448i,-0.001378+0.0010127i,-0.0015246+0.00033231i,-0.00067819+0.0010859i,0.00019998+0.0012133i,-0.00012843+0.00045284i,-0.00014384+9.9093e-05i,0.00054068+0.00052075i,0.0011454+0.00092553i,0.0018753+0.0011874i,0.0021677+0.00057137i,0.001348-0.0003782i
-0.0019696+0.0017111i,-0.0019018+0.0028991i,0.0013803+0.0027024i,0.0029528+0.00030705i,0.00090655-0.0018362i,-0.002066-0.0025979i,-0.0046787-0.00071171i,-0.0068964+0.0029281i,-0.005741+0.0050104i,-0.0022415+0.0034219i,0.00019657+0.00010845i,0.0014936-0.001825i,0.00097404-0.0021566i,-0.0011859-0.0026221i,-0.002138-0.0016855i,-0.0016139-0.00074272i,-0.00084399-0.0017382i,-0.00088959-0.0014063i,-0.0010713-0.00045471i,-0.0012195-0.00099983i,-0.0016754-0.0012614i,-0.0010509-0.0009411i,-0.00015124+0.0001486i
-0.0010442-0.0028323i,0.00028461-0.0033151i,0.001244-0.00035523i,0.0028958+0.0008748i,0.0028833-0.0014605i,0.00025664-0.0028442i,-0.0022644-0.0028572i,-0.0041818-0.0035966i,-0.005622-0.0029271i,-0.0052841+0.00037113i,-0.0031122+0.0030432i,-0.00076792+0.0039704i,0.00072226+0.0038966i,0.0026235+0.0026085i,0.0027858+0.0019427i,0.0016173+0.0017473i,0.0013099+0.00085057i,0.0015101-0.00052728i,0.0015402-0.0013748i,0.0012755-0.0018862i,0.00080434-0.0015302i,-4.3986e-05-0.00053378i,-0.00059403-0.00028674i
0.002296+0.0017317i,0.0037375+0.001625i,0.0049615-0.00049831i,0.0033136-0.001978i,0.00082095-0.0023373i,-0.00084084-0.0023496i,-0.00067305-0.0024514i,-5.9474e-05-0.0032881i,-0.00037428-0.0044803i,-0.0013999-0.0040041i,-0.00143-0.002011i,-0.00067523-0.0011723i,-0.00078535-2.5926e-05i,-0.00077905+0.0021247i,-0.00041249+0.002491i,-0.00041476+0.00020292i,-1.2468e-05-0.0010233i,0.00012347+5.0615e-05i,-0.00019038+0.0010492i,-0.0002939+0.0015183i,-0.00077553+0.0012053i,-0.0012837+0.0005976i,-0.00015083+8.7247e-05i
