-0.0022426+0.00069413i,-0.0024212+0.0014149i,-0.0014833+0.0013721i,-0.00076503+0.00031328i,-0.0016477+0.00059039i,-0.0023805+0.0010702i,-0.0016522+0.00054188i,0.00020412+0.00070511i,0.00051327+0.0011885i,-6.1445e-05+0.0002629i,7.3654e-05-0.00078344i,-0.00028865-0.00055352i,6.3588e-05-0.00031i,0.00091276-0.00023977i,0.0010698-2.3456e-05i,0.00076802+3.7073e-05i,3.4932e-05-0.00082962i,-0.00010086-0.0008991i,3.6276e-05-0.00016107i,-0.00052679-0.00015825i,-0.0006314-0.00071202i,-7.8774e-05-0.00042411i,0.00067886-0.00032624i
0.0018186-0.0014908i,0.0011331-0.00069555i,0.00061014-6.2393e-05i,1.4391e-05-0.00017295i,-0.001016-0.00072375i,-0.0010507-0.00028791i,-8.532e-05+0.00043191i,-0.00018431+0.0005408i,-0.00067062+0.00035647i,-0.00060506-0.00019719i,-0.00030713-0.0003114i,0.00026392-9.8779e-05i,0.00021702+0.00020508i,0.00023251+9.7487e-05i,0.00046736-0.00010348i,0.00049704+7.3343e-05i,0.00015632-0.00049407i,0.0001408-0.0010655i,9.9549e-05-0.00024387i,-6.077e-05+0.00023758i,-0.00018719+0.0002538i,-0.00047133+0.00043141i,-0.00041369+0.00057779i
-8.5278e-05+0.0018204i,0.0011965+0.00040172i,0.0022109-0.0003783i,0.0026932-0.00069583i,0.001129-0.0011871i,-5.6267e-05-0.0011316i,0.00060986-0.0010324i,0.0001241-0.0008607i,-7.7977e-05-0.00075892i,-4.4402e-05-0.00074358i,-0.00021289-0.00050628i,5.7477e-05-0.00048557i,9.8882e-05-4.7634e-05i,0.0002264+0.00029678i,0.00085441+0.00017609i,0.00062204-8.016e-05i,0.00084054-0.0002506i,0.0012111-0.00029106i,0.00016386-0.00049742i,-0.00078415-7.3611e-05i,-0.0012072+0.00024079i,-0.00044286-0.00027662i,0.00032561-0.00038499i
0.00063669+0.00049573i,0.00090648+0.001525i,0.0011722+0.0012154i,0.00063022+1.4954e-05i,8.4587e-05-0.0013297i,-6.2209e-06-0.0014525i,3.8996e-05-0.001003i,0.00012953-0.0008699i,0.00046662-0.00030231i,0.00072262-0.00058492i,0.00010511-0.00058273i,-3.3418e-05-0.0010312i,0.00026157-0.00077254i,0.00068053+0.00026313i,0.00060266-0.00026538i,-0.00012993-0.0010921i,-8.7117e-05-0.0011421i,0.00047985-0.00069282i,0.00067018+7.9769e-05i,-9.323e-05+0.00012216i,-0.00092307-0.00062123i,-0.0011729-0.00084332i,-0.00056775+3.964e-06i
-0.00032771+0.0021899i,-0.0004341+0.0017583i,-0.00010741+0.0017286i,0.00012608+0.00051088i,0.00082611-0.001305i,0.00071978-0.0013534i,-0.00036959-0.00070626i,-0.00052961-0.00056892i,-0.00056853-0.00021151i,-0.00098146-0.00014933i,-0.00021902-0.00021066i,1.5994e-05-0.0004032i,9.9571e-05-0.0012219i,0.0002537-0.0014823i,0.00039841-0.00061077i,0.00082502+0.00012296i,0.00055749-0.0001821i,-5.1799e-05-0.00045984i,0.00029432-0.00060118i,0.0011659-0.00042069i,0.0012006-0.00051389i,0.0010554-0.00050646i,0.00081084-0.00021152i
-0.0010963-0.00046961i,-0.00076635-0.00043487i,-0.00036791+0.00052319i,4.0136e-05+0.00098309i,0.00061038+0.00078283i,0.00083954+0.00076597i,0.00087403+0.00041412i,0.00077532-0.0001897i,-0.0004233-0.0004861i,-0.0016117-7.0903e-05i,-0.0013485+0.00039518i,-0.00051492+0.00055655i,-0.00044234-0.00033335i,-9.0159e-05-0.0007754i,0.00055227-0.00063931i,0.00096211-0.0010011i,0.0011701-0.00026081i,0.00048237+0.00029534i,-0.00058407+0.00022581i,-0.0013669+0.00039218i,-0.00155+0.00082669i,-0.001156+0.00037134i,-0.00037209-0.00089728i
-0.00043141-0.00047153i,0.00023159+0.00053115i,0.00097725+0.0018151i,0.0015838+0.0013639i,0.0016911-0.00023792i,0.0016347-0.0013042i,0.0016606-0.00046099i,0.00045647+1.0336e-05i,-0.00035113+0.00019303i,0.00010186+0.00021976i,0.00011189-0.00020899i,-0.00021351+0.00017i,-0.0001963+8.2537e-05i,-0.00038369-0.00019613i,-0.00039386-0.00054184i,0.00021762-0.00022601i,0.00045781-1.2966e-05i,0.00022873-1.3072e-06i,0.00017172-0.00032477i,-0.0001387-0.00024486i,-0.00059718+0.00018787i,-0.00025908+0.00029919i,0.00065886+0.00029466i
0.00094883+0.00058491i,0.00084447+0.00067403i,0.001272+0.00080602i,0.00029792-0.00020621i,-0.00085434-0.0010334i,-0.0011453-0.0006029i,-3.204e-05-0.00027195i,0.00097276-9.5875e-05i,0.00067037-0.00078192i,-5.429e-05-0.00099409i,-0.00028942-0.00056514i,1.3055e-05-0.00085153i,0.0007714-0.00064984i,0.0010015+6.8286e-06i,0.00039521+8.758e-05i,0.00028232-0.00049225i,0.00029082-0.0005287i,-7.2209e-05-0.00018982i,-0.00033004-0.00050333i,4.1793e-05-0.00030771i,0.00028963-2.0784e-05i,-0.00021668+0.00038205i,-0.00031556+0.00077104i
0.00062435-0.00084674i,0.00069964-0.0011501i,0.00041091-0.0022615i,-0.00052874-0.0019899i,-0.00049182-0.0019092i,-0.00029408-0.0016889i,-0.00015782-0.0012847i,-7.1974e-05-0.00093759i,0.0004099-0.00080454i,0.00069845-0.00070951i,0.00043557-0.00041042i,0.00045219+5.1883e-05i,0.00019726+0.00048253i,-9.4341e-06-0.00011173i,7.6772e-05-0.00035243i,0.00019333+4.7174e-05i,0.00029659-0.00023235i,-0.00011559-0.00036554i,-0.00046346-8.6931e-05i,-0.00029507+9.5295e-05i,-0.00051626+0.00048517i,-0.00074822+0.0002095i,-0.00034878+0.00034834i
0.0033136-0.00057283i,0.0028676-0.0011378i,0.0016729-0.0021095i,0.00073593-0.0031662i,-0.00058543-0.0033963i,-0.0017766-0.002728i,-0.0012191-0.0014168i,-0.00015026-0.00054771i,0.00048034-0.0011445i,0.00020626-0.0013835i,0.00024228-0.0018172i,0.0005469-0.0012338i,-3.8268e-05-3.5711e-05i,-0.00023463+0.00037172i,0.00040375+0.00055512i,0.00071744+0.00029089i,0.00079185+0.00041319i,0.00027304-0.00036168i,-0.0002235-0.00051519i,-0.0001924+7.8076e-05i,-1.8996e-05-5.2177e-05i,-0.00050556-0.00079758i,-0.00039594-0.00066999i
0.00079926+0.00011025i,-0.00096167-0.00053011i,-0.0010362-0.0010504i,-0.00052933-0.0012113i,-0.0010584-0.0020162i,-0.00098429-0.0014996i,0.00047434-0.00065234i,0.0013362+0.00012116i,2.5924e-05+0.0002492i,-0.0010471-0.00073163i,-0.00074967-0.0012157i,-0.00039923-0.00072425i,-0.00010061+2.3718e-06i,0.00066264+0.00034924i,0.0013343+0.00038688i,0.0010599+0.00028576i,0.00084156-0.00039609i,0.00098711-0.00073559i,0.001312-0.0002886i,0.00083464-0.00032596i,8.0722e-05-0.00060023i,-0.00047933+0.00023084i,-0.00035045+0.00074367i
-0.00050644-0.00017963i,0.00062156-1.3355e-05i,0.0011718-0.00082202i,0.00051339-0.00088885i,0.00011339-0.00060931i,0.00062047-0.00027517i,0.00050294+0.00059457i,9.4709e-05+0.00040956i,2.0423e-06-0.00067734i,0.00016778-0.00050901i,0.00051251-0.00030558i,0.0007397-0.00054035i,0.00092023-0.00039987i,0.0011002-0.0008151i,0.0007904-0.00014542i,0.00091641+0.00047964i,0.00053192-0.00014589i,-0.00057475-0.00036272i,-0.0013259-0.00022517i,-0.00069826-0.00021384i,3.9959e-05+2.6913e-05i,-0.00027127-1.0119e-05i,-0.00053113+0.00022058i
0.00046586-0.0019392i,0.00080496-0.0014425i,0.00090223-0.00023409i,0.00059458+6.6392e-05i,0.00037626-4.5559e-05i,0.00071627+0.0011139i,0.00061413+0.0013344i,0.00044775+6.1245e-06i,0.00081887-0.00057437i,-0.00010395-0.0010387i,-0.00039278-0.0014437i,0.00039215-0.00066785i,0.00065949+0.0002969i,0.00092593+0.00064814i,0.00033718-0.00016677i,-0.0002841-0.0011657i,-0.00072456-0.00082623i,-0.00070242-0.00046424i,-0.000155-0.0007604i,-0.00018538-0.00091109i,-0.00057982-0.00041834i,-0.00060199-0.00018189i,-0.0005024-0.00028855i
-0.00038876+0.00047812i,-2.8887e-05+0.00074338i,0.00051376+0.0010861i,0.001112+0.0010756i,0.0010945+0.00039182i,0.0010954-0.00051023i,0.00015268-0.001246i,-0.00043051-0.0012879i,-0.00022342-0.00080002i,-0.00028054-0.0005872i,-0.00038143-0.00053248i,-0.00094+6.9685e-05i,-0.00066778+0.00064506i,0.00053291+0.00068998i,0.0004564+0.00043137i,0.00022154-0.00011753i,0.00050759-0.00036607i,0.00047236-0.00036839i,8.0555e-05-0.00010842i,-0.00042178-0.00019362i,-0.00067532-0.00040888i,-0.0010447-0.00027418i,-0.0011324+6.613e-05i
0.00070746+0.00088895i,0.00048113+0.00019834i,0.0016358+0.00035379i,0.0021467+8.193e-05i,0.0013586-0.00058987i,0.00028706-0.0010638i,-0.00075919-0.00067165i,-0.00026647-5.8376e-05i,0.0001703-0.00013305i,-0.00025366-0.0001415i,-0.00025481-0.00013702i,0.00024748-0.00069849i,-1.3377e-05-0.00052997i,-0.0001092+0.00035203i,0.00021577-2.559e-05i,0.00062836-0.0011835i,0.00056071-0.00088751i,7.6466e-06+0.00033642i,0.00019808+0.00067912i,0.00016759+0.00019864i,-0.00036771-6.2586e-05i,-0.00048388+3.5837e-05i,-0.00046909+0.00038848i
0.0011198-0.0018334i,-0.00013209-0.00034304i,-0.0017731+0.00010798i,-0.0014778-0.0007444i,-0.00093181-0.0009256i,-0.00079642-0.00064422i,-0.00038124-0.00081366i,-8.0218e-06-0.0012441i,-0.0004745-0.00088007i,-0.00064721-0.00033459i,-0.00022106+0.00013868i,0.00040689+0.00029435i,0.00080801-0.00038988i,0.00028965-0.00061429i,-8.4665e-05+0.00054974i,0.00044458+0.00060091i,0.0012374-0.00031466i,0.00091885-0.00059199i,-0.00053437-0.00063959i,-0.00069238+0.00016211i,-0.00011378+0.00022792i,0.00013496-0.0003372i,0.00014616-0.00017049i
-0.00010461+0.00073866i,-0.0005288-6.3308e-05i,-0.00079357-0.00084039i,-0.00059796-0.00041061i,0.00014749-0.00034441i,-7.7703e-05-0.00041323i,8.6231e-05+0.00031922i,0.00026297+0.00022715i,-0.00028344-9.2773e-05i,-0.00050976+0.00027763i,0.00016935-0.00040397i,-0.0002982-0.00056937i,-0.00054948+0.00012314i,0.00017813+0.00017152i,0.00072845+7.5623e-05i,0.00078106+0.00049582i,0.00025465+0.00057165i,-0.000426+0.00016055i,-0.00074356+0.00030796i,-0.00036273+0.0007389i,-6.182e-05+0.00053186i,0.00016339+0.00037128i,0.00044524+0.0003325i
-0.0014636+0.0001841i,-0.0011714+0.00051138i,-2.2578e-05+0.000291i,0.00021528+0.00036486i,-0.00083136-0.00011567i,-0.0014791-0.0010796i,-0.00082389-0.0012146i,0.00011898-0.00081643i,0.00038991-8.9189e-05i,-0.00013904-9.078e-05i,-0.00086546-0.00089428i,-0.00061483-0.00066076i,-0.00033255-4.2067e-06i,-0.00027134-0.00023308i,0.00035007-0.00027232i,0.00023198+0.0004894i,-0.00046604+0.0007895i,-0.00042186+0.00025499i,-0.00065381-0.00087966i,-0.0006033-0.0010774i,-9.0319e-05-0.00056057i,-0.00052022-0.00060491i,0.00019274-0.00021908i
0.00033351-0.0014984i,0.0013272-0.00052678i,0.00127+0.00025803i,2.1042e-05+0.00042136i,-0.00069119-0.00038621i,0.00010676-0.00035485i,0.00085355-0.00012394i,0.00067134-0.00098054i,-0.00011748-0.00096083i,-0.00029396-9.2203e-06i,-2.7914e-05-3.7183e-05i,-0.00010831-0.00045353i,0.00031662-0.00077268i,0.00098521-0.0002599i,0.00083636+0.00078751i,0.00058579+0.00021393i,0.00015858-0.00059782i,0.00021618-0.00019442i,0.00016431+0.00026647i,-0.00013604-0.00027942i,-0.00017886-0.0011282i,8.1164e-05-0.00088499i,0.0003091-0.00021643i
0.0011127-0.00092466i,0.00018896-0.00090251i,-0.00083008-0.0016267i,-0.00098198-0.00076342i,-0.0016422+0.00010541i,-0.00085983-8.6972e-05i,0.00066039+0.00023301i,0.00047596+0.00045994i,-0.00014518+0.00014935i,-0.00068114+0.00013012i,-0.001115+3.5119e-05i,-0.00047528-0.00040113i,0.00043765-0.00042728i,0.00074887+5.5547e-05i,0.00043018+0.00029654i,-0.00046561+0.00018761i,-0.00093687-0.00012082i,-0.00066323-0.00019314i,-0.00027679+0.00035488i,-0.00048412+0.00081073i,-0.001189+0.0012737i,-0.0015238+0.0010346i,-0.00081618+0.00023981i
0.00043682+0.0015639i,0.001299+0.0025521i,0.0010312+0.0020148i,0.00093708+0.00093528i,-0.00024169-0.00029172i,-0.00084597-0.00099706i,-0.0007408-0.00062842i,-0.00085624-0.00024125i,-3.5376e-05-0.0006186i,0.000104-0.00072164i,-0.00026014-0.00088541i,-0.00072952-0.00050737i,-0.00094301-6.0527e-05i,5.6086e-05-0.00014249i,0.00050451-0.00021273i,0.00075785-0.0007554i,0.0012288-0.00068517i,0.00031865-0.00046926i,-0.00026664-0.00035828i,0.00011485-0.00041496i,-0.00013246-0.00027943i,-0.00019196-2.6929e-05i,7.1368e-05+3.9861e-05i
-0.00061795-0.00056168i,-0.0010269+0.00011921i,0.00013258+5.3703e-05i,0.00081309-0.00028802i,0.00024729+0.00010708i,0.00058226+0.00013508i,0.0013626+0.00068931i,0.0012022+0.0011505i,0.00048641+0.0004566i,0.00011999-0.00050557i,0.00030559-9.4501e-05i,0.00015348+0.00050043i,0.00063273+0.00021944i,0.0010316+0.00011853i,0.00011293-0.00050573i,-9.4302e-06-0.00098097i,0.0009187-0.00018175i,0.0014145+3.1004e-06i,0.00077897-0.00035529i,6.7128e-05-0.0008451i,-0.00022403-0.00056811i,-0.00011958+0.00033779i,1.8683e-05+0.0005348i
-0.000293-0.00064466i,-0.00090181-0.00051758i,-0.0010484-0.00064229i,-0.00051503-0.00023958i,0.0011796-0.00072937i,0.0019464-0.001145i,0.00089323-0.00062561i,3.3376e-05-0.00068313i,-0.00011691-0.0010114i,0.00024709-0.0010129i,0.00053895-0.00057807i,8.6653e-05+2.6526e-05i,-0.00015472+1.1338e-05i,0.00068448+0.00021946i,0.0010854+0.00025468i,0.0012816+0.00039238i,0.00098395+0.00016883i,0.00081712+1.2166e-05i,0.00061233+0.00026493i,-0.00032382-0.00026964i,-0.00020683-0.00079267i,0.00034428-0.00053759i,0.00028698+0.00032653i
0.00089361+0.0012512i,-0.00041482+0.0016092i,-0.00058871+0.00095445i,0.0001182+0.00021123i,0.00057569-0.00059357i,0.0004184-0.00073102i,0.00071956-0.00069894i,0.0011948-0.00098112i,0.00059926-0.00019472i,-0.00011849+0.00050522i,-0.00083285+0.00036133i,-0.0013817+0.00019886i,-0.00031385+0.00023645i,0.00041717+0.0003386i,0.00041048+0.00043092i,0.00074539-0.00035102i,0.00037769-0.00033114i,0.00017811-4.5225e-05i,0.00019635+0.00012992i,-0.00072232-0.00026343i,-0.001296-0.00021728i,-0.00080795+0.00033533i,0.0001081+0.00043428i
-0.00030577+0.0011137i,9.4864e-06+0.0014457i,0.0014434+0.0014785i,0.0021357+0.00047824i,0.0016972-0.00011534i,0.00036646-9.5585e-05i,-0.00033805+0.00045742i,0.00071309+0.00023381i,0.00090544-0.0005473i,0.00012301-0.0010049i,-9.5862e-05-0.00092635i,-0.00019746-0.00017872i,-0.00029363+0.00017726i,0.00033669+6.0606e-05i,0.00010472-0.00027184i,0.00061637-0.00014119i,0.0013604+0.00028308i,0.00096898-5.5974e-05i,-5.4522e-05-0.00015864i,-0.00023301+0.0005601i,0.00066483+0.0012701i,0.00054801+0.00048591i,5.6834e-05-0.0002068i
0.0004739-0.0013839i,0.0011388-0.0018142i,0.0011037-0.0017859i,0.00027508-0.0011592i,-0.00040246-0.00092073i,-0.00051092-0.00088123i,-0.00047421-7.6228e-06i,-0.00044083+0.00042105i,-0.00014+0.00015678i,0.00087567-9.9466e-06i,0.00056579+0.00014323i,-0.00079936+1.3933e-05i,-0.00078807-0.00052951i,-0.00025919-0.00079271i,0.00021558-0.00051681i,0.00053093-0.00013216i,0.00040942-0.00030293i,-0.00011373-0.00080017i,1.3567e-05-0.00092878i,0.00053138-0.00026165i,2.346e-05-0.0002395i,-0.00057084-0.00039384i,-0.00084606-0.00010186i
-0.00097977+0.00066694i,0.00015295+0.00092359i,0.0012278+0.0015242i,0.0013798+0.0013651i,0.00067168+5.3352e-05i,0.0010551-0.0001147i,0.0010533+0.00016043i,0.00012056+0.00010861i,-0.00051139-0.00022342i,-0.00058676-0.00086024i,0.00066298-0.00074423i,0.0009874-0.00029059i,2.9438e-05-0.00025922i,-0.00051842+0.00066708i,-0.0011432+0.00056138i,-0.0010387-0.00045335i,0.00026129-0.00072213i,0.001132-0.00061832i,0.0014967-0.00015902i,0.00070298+0.00033259i,-0.00052375+0.00028387i,-0.00038608+9.2644e-05i,-2.4865e-05+0.00038247i
-0.0015516+0.00056507i,-0.0011734+0.00086072i,0.00025417+0.001797i,0.00079336+0.00091762i,0.0003169-0.00010242i,-0.00015755-0.00041215i,0.00038947-0.00038111i,0.00091998-0.00033861i,0.00049634-0.00029877i,3.9849e-05-0.00014839i,-0.00022672-0.00051983i,-0.00075103-0.00082264i,-0.00028333-0.00060439i,0.00052958-6.9595e-05i,0.00047819+0.00023136i,0.0003364-3.4662e-05i,0.00038693-0.00033953i,0.00016097+0.00012514i,-0.00027288+0.00054153i,-0.0010212+3.2201e-06i,-0.0013252-0.00088585i,-0.00042868-0.00074899i,-1.8056e-05-0.00031339i
-0.0022129+0.0008429i,-0.0023904+0.0014085i,-0.0014898+0.0019489i,-0.00035099+0.002178i,0.00065834+0.0015434i,0.00087771-2.5137e-05i,0.0003702-0.00098817i,-0.00018606-2.6844e-05i,-0.00099978+0.00095743i,-0.000712+0.00096055i,0.00036262+0.00037652i,0.00026385+8.7434e-05i,9.3605e-05-0.00010303i,0.00026337+0.00036499i,0.00014544+0.00049082i,-0.00026369+8.951e-05i,-4.7467e-05-0.00052241i,0.00026902-0.00079657i,0.0005315-0.00046755i,0.00094437-0.00014233i,0.00065405+0.00034603i,2.6353e-06+0.00021353i,-0.00015322-7.9233e-06i
-0.0010336-5.2891e-05i,-0.00056836-0.00013815i,-0.00019983-5.1183e-05i,0.00034053-1.4429e-05i,0.0005468-0.00029591i,0.00015484-0.0011443i,0.00024783-0.0017759i,0.00053609-0.0012809i,-0.00016142-0.00048789i,-0.00079463-0.00030336i,-0.00034404+0.00010699i,-0.00052878+0.00043739i,-0.00083809+0.00067044i,0.00033625+0.00071586i,0.0013342+0.00013684i,0.0013599-0.00068848i,0.00066385-0.0010381i,1.9872e-05-0.00080026i,4.9686e-06-0.00039381i,2.5239e-05+0.000174i,5.0645e-05+7.8463e-05i,-0.00016667-0.00034009i,-0.00015284-6.4235e-05i
0.00039044+0.002233i,0.0010752+0.0024715i,0.0026133+0.0020679i,0.0025831+9.6432e-05i,0.0019481-0.0015888i,0.0013351-0.0016714i,0.00041918-0.00063711i,-0.00021203-0.00037198i,-0.00050492-2.2018e-05i,-0.00051244+0.00068602i,0.00082258+3.9606e-05i,0.0017445-0.00097202i,0.00065636-0.00091805i,-0.00024918-0.00053659i,0.00051803-0.00016816i,0.0011257+5.8307e-05i,0.0008713-0.0003003i,0.00028944-0.000296i,-0.00025983-0.00043559i,-0.00082775-0.00057273i,-0.0008303-0.00047464i,-0.00074641-0.00043541i,-0.0011054-0.0003762i
-0.00088602+0.0037063i,-7.198e-05+0.0033352i,0.0012376+0.0040945i,0.0018438+0.0032566i,0.00091084+0.00091073i,0.00011268-0.0010704i,0.00049838-0.001338i,0.0010147-0.00054227i,0.00039116+0.00020112i,0.00021573+9.4752e-05i,0.00024979-0.00042153i,4.5011e-05-0.00023425i,-0.00057126-2.4159e-05i,-0.001469-0.00024668i,-0.0011689-0.00015868i,-0.00039052-0.00015261i,-0.00056419-0.00054245i,-0.00020568-0.0008676i,0.00023974-0.00060789i,-0.00010749-0.00044257i,0.00010095-0.0008817i,0.00042011-0.0010263i,0.0009482-0.00014825i
0.0012137-0.0013632i,0.0011039-0.0016079i,-0.00049065-0.0016918i,-0.00068201-0.0012921i,0.00021718-0.0011964i,0.00021655-0.001111i,0.00027952-0.0011876i,0.0011445-0.0011553i,0.0016519-0.00044241i,0.00096562-6.3811e-05i,0.00028553-4.6159e-05i,-0.00050665+0.00026359i,-0.00065944+0.00021157i,-4.5869e-05-0.00049242i,0.00031462-0.0012027i,0.00052431-0.0012867i,0.00088513-0.00068787i,0.0012539-2.5683e-05i,0.0001602-7.2785e-06i,-0.00098018-0.00029309i,-0.00089633+0.0001794i,-0.00070468+0.0001859i,-5.0238e-05+0.00017662i
0.0024061-0.00064981i,0.0019519-0.0012807i,0.0016828-0.0012426i,0.0010882-0.001265i,0.00067106-0.0010472i,0.00064013-0.00032053i,0.00060697+0.00043509i,0.00047399-0.00031699i,0.00026596-0.0012315i,-0.00045554-0.00068523i,-0.0007507-0.00011853i,-0.0010005+0.00036305i,-5.5438e-05+0.00031979i,0.000478-0.00044222i,0.00013153-3.5463e-05i,0.00041457+0.0003914i,0.00056655+0.00062274i,0.00019653+0.00083508i,0.00026428+0.00020882i,0.00014507-0.00029888i,-0.00037168-0.00014582i,-0.00035881+0.0002922i,0.00047796+0.00050616i
0.0006787+0.00046171i,0.00063001+0.00095403i,0.00080439+5.923e-05i,0.00032784-0.0013224i,-0.00066476-0.0015789i,-0.0010829-0.00094546i,-0.0010762+0.00024536i,-0.00011659+0.0001602i,0.00025189-0.00055393i,6.265e-05-0.00027451i,0.00014133+0.00025417i,0.00046177+0.00052463i,0.00076779+0.00022024i,0.00083688-0.00076772i,0.00080684-0.00059621i,0.00034169-0.0007699i,0.00021492-0.00060097i,0.00056421+0.00015079i,0.00071963+0.00027518i,0.00046634+0.00012197i,-0.00010798+0.00042967i,-0.00067281+0.00075788i,-0.00042228+0.00021374i
0.00039362+0.00016044i,0.00023842+0.00092924i,-0.00042774+0.00065948i,0.00014398-0.00066153i,0.0010045-0.0010542i,0.00078562-0.0011121i,0.00056128-0.00051442i,0.00076841+0.00041851i,0.00033701+0.00053979i,1.4948e-05-2.3479e-05i,-6.1783e-05-0.00082403i,6.514e-05-9.0212e-05i,0.00060735+0.0007267i,0.0017512+0.00064332i,0.00093894+0.0004887i,-0.00046474-0.00032857i,0.00015009-0.0008121i,0.00050744+0.00013441i,0.00019961+0.00053898i,0.00048949+0.00041452i,0.00012429+0.00034555i,-0.00087519+0.00025613i,-0.001428+0.00025541i
0.0011448+0.0011509i,0.0024239+0.00052745i,0.0032746+0.00040089i,0.0023828+0.00041047i,0.0012807-0.0012284i,0.00085751-0.0021835i,0.00069783-0.00054377i,0.00055765+0.0001405i,0.00064649-2.9377e-05i,0.00078411-8.7493e-05i,0.00028447-0.00055237i,-0.00030372-0.00091968i,-0.00060727-0.00041741i,-2.9234e-05-0.00025306i,0.0004228+4.4751e-06i,2.3852e-05+0.0002701i,5.2569e-05-0.00037892i,-4.6575e-05-0.0011552i,-0.0003267-0.0013294i,-0.00041342-0.0004709i,-0.0002061+9.1926e-05i,8.6918e-06+0.00016781i,-0.00083815+0.00038739i
0.0005178+0.00015377i,0.00020332+0.00049731i,-0.00090008+0.0010739i,-0.0013316+0.00019852i,-0.00083216-0.00067898i,-0.0002066-0.0012199i,0.00040955-0.000675i,0.00047384+0.00046132i,8.979e-05+0.00043448i,-0.0001446+2.7923e-05i,0.00014366+5.9557e-05i,-0.00014965+0.00023905i,-0.0010262+0.0009165i,-0.00042977-0.00010504i,0.001031-0.0012046i,0.00091598-0.0011073i,0.0005033-0.001073i,0.00059117-0.0003515i,-0.00070949+0.00070974i,-0.0019841+0.00050819i,-0.00052983-0.000114i,0.00033782-0.00011895i,-9.4993e-06-3.6222e-05i
-5.5634e-05-0.0019449i,0.00020269-0.0016331i,0.00093195-0.001875i,0.00052089-0.0022526i,-0.00058001-0.0018238i,-0.0011011-0.00059283i,-0.00065734-0.00035717i,-0.00021872-0.00031211i,0.00034464+0.00019262i,0.00051387+0.00060844i,-0.00024785+0.00055596i,-4.4692e-05+9.935e-05i,0.00064944+0.00056907i,0.00043223+0.00103i,0.00026904+0.00058696i,0.00065971+0.00034378i,0.00074903+0.00030064i,0.0003264+0.0003124i,0.0003592+0.0008362i,0.00072429+0.00079319i,0.00092732+0.0003821i,0.001177+0.00015789i,0.0010261+0.00052061i
0.0011947-0.00066866i,0.0002521-0.00072959i,-6.4541e-05-0.00066652i,0.00019704+0.00010677i,0.00014175-0.00044734i,6.2101e-06-0.00081794i,0.0003917-0.00016767i,0.00068681-0.00036997i,0.00021221-0.00049926i,-0.00025292+0.00043018i,-0.00011735+0.00051753i,-0.00013878+0.0001476i,-0.00084069-0.00013824i,-0.00081943-0.00037181i,-0.00077846-0.00012353i,-0.0010974+2.6772e-05i,-0.00067889+3.1481e-06i,4.1054e-05-0.00046422i,6.4884e-05-0.0003953i,-0.00060315+1.7169e-05i,-0.00025585-0.00028671i,0.00020208-0.00068114i,-0.00066175-0.00071695i
4.4982e-05+0.0045152i,0.0010364+0.0027489i,0.0017993+0.00052944i,0.0016247-0.00057816i,0.00099641-0.0011229i,0.00029942-0.0013665i,-1.9467e-05-0.00074135i,0.00025132-0.0001881i,0.00037805-0.00020633i,-0.00010042-0.00042995i,-0.00076946-0.00019844i,-0.00093117+7.6363e-05i,-0.00026881+0.00072939i,0.00026681+0.0011742i,0.00030521+0.00066762i,8.9888e-05+0.00039671i,2.0141e-05+0.0005223i,0.00049247+8.7135e-05i,0.00010211+4.5521e-05i,-0.001077-1.4996e-05i,-0.001475+6.6236e-05i,-0.0011328+0.00010064i,-0.00059556+0.00027615i
-0.0014454-0.0017189i,-0.0010992-0.001437i,4.1709e-05-0.0017002i,-0.00061565-0.0017496i,-0.0010795-0.0013621i,-0.00096326-0.00093057i,-0.00049353-0.00016744i,0.00029746+5.1749e-05i,-9.4312e-05-0.00022014i,-0.00087529-0.00039241i,-0.00089229+8.5136e-05i,-0.00023358+0.00031167i,3.5258e-05-0.00018299i,-0.00035433+5.6427e-05i,-0.00015702+1.3995e-05i,0.0011166+0.00011855i,0.0014932+0.00032412i,0.00048344-5.1326e-05i,-0.00045345-0.00056145i,-0.00021913-0.00016414i,0.00011169+0.00011106i,0.00021833-2.9427e-05i,-0.0003352-0.00030775i
0.00061165+0.00085388i,0.00032922+0.0011334i,6.2708e-05+0.0018923i,0.0014487+0.0017857i,0.0020484+0.0014848i,0.0011172+0.00048848i,-5.8399e-05-0.00027009i,-0.00064033-0.00053657i,-0.0012071-0.00022769i,-0.0015173-2.8705e-06i,-0.00081974-0.00022066i,-0.00015072-0.00024161i,0.00059029-0.00019535i,0.0013639-3.7622e-05i,0.001319+6.7661e-06i,0.0009868+3.7992e-05i,0.00056322-0.00053206i,6.6802e-05-0.00073184i,-7.9843e-06-0.00019115i,-0.00058026+0.0001087i,-0.00095189-0.00029205i,-0.00053153-0.00082596i,-2.9415e-07-0.00044367i
