0.0015562+0.00046382i,0.0026363-0.00080411i,0.0013621-0.0018086i,-0.00061833-0.0015953i,-0.0014535-0.00073826i,-0.0020858+0.00069012i,-0.0016145+0.0018693i,-0.00040434+0.0024012i,0.0012347+0.00087957i,0.0018995-0.0014671i,0.001176-0.001669i,0.00014664-0.00057053i,-0.00040774-0.00025445i,-0.00064961-0.00014957i,-0.00047163-2.6662e-05i,-0.00040705+0.0003456i,-0.00058433+0.0001949i,-0.0002702-0.00011851i,0.00089553+0.0006243i,0.0015464+0.0010536i,-6.2059e-05+0.0010831i,-0.001285+0.0002522i,-0.00055953+9.6433e-05i
-0.020728-0.031298i,-0.037143-0.06709i,-0.054818-0.11565i,-0.031816-0.14838i,0.014638-0.13212i,0.025413-0.096912i,0.0095418-0.071369i,-0.0051195-0.049196i,-0.012909-0.033244i,-0.014795-0.019411i,-0.010429-0.0034949i,-0.0011829+0.0049802i,0.0048849+0.0031874i,0.0059008+0.00012992i,0.0049052-0.0023278i,0.0031234-0.0028984i,0.0021219+0.0030654i,0.0043592+0.012157i,0.0082858+0.016428i,0.0066417+0.012665i,0.001534+0.0075349i,0.0012755+0.0048944i,0.0050347+0.0017423i
0.056065-0.0025347i,0.07343+0.048215i,0.043473+0.12236i,-0.0079775+0.17223i,-0.030686+0.1639i,-0.023689+0.10538i,-0.009314+0.040316i,0.0030972-0.0017586i,0.01061-0.017987i,0.010739-0.020357i,0.0056396-0.01747i,0.00095952-0.01203i,0.0011045-0.0046901i,0.0048628+0.0012803i,0.0098794+0.0035574i,0.014526+0.0031237i,0.016277-4.4323e-05i,0.013336-0.0044578i,0.0082587-0.0089842i,0.0069016-0.010517i,0.0063631-0.0090501i,0.0030073-0.0060235i,0.001146-0.00063179i
0.0075309+0.020008i,-0.0044223-0.024856i,0.0099679-0.099149i,0.044969-0.12992i,0.055226-0.10219i,0.046755-0.068793i,0.028787-0.045918i,0.0064138-0.023159i,-0.0058839-0.0057109i,-0.0062958-0.00070984i,-0.008124+0.00020919i,-0.0090192+0.0072728i,-0.0065983+0.013421i,-0.0050266+0.012497i,-0.0035824+0.010865i,-0.0031692+0.011788i,-0.0054483+0.014412i,-0.0072141+0.018347i,-0.0037327+0.021552i,0.0019337+0.018862i,0.0038896+0.010496i,0.0027429+0.0044797i,0.0017654+0.0038794i
-0.020925+0.076867i,-0.039303+0.12047i,-0.094885+0.14244i,-0.15541+0.13063i,-0.15296+0.09675i,-0.099591+0.066465i,-0.048752+0.048618i,-0.018233+0.045023i,0.0015209+0.044662i,0.012397+0.034099i,0.013342+0.015628i,0.0069984+0.0011658i,0.00062829-0.004166i,-0.003749-0.0043996i,-0.0075132-0.00083409i,-0.0081665+0.0037602i,-0.0059744+0.002365i,-0.0066922-0.0059074i,-0.011704-0.013251i,-0.01348-0.012159i,-0.0096064-0.0060133i,-0.0069915-0.0022824i,-0.0077183+0.00098564i
-0.046821-0.060167i,-0.01737-0.11527i,0.073242-0.16567i,0.13486-0.17558i,0.1212-0.13846i,0.082336-0.076682i,0.051346-0.025755i,0.022985-0.0069747i,0.0027863-0.00043082i,-0.0029311+0.0050516i,-0.0038789+0.0053637i,-0.0053855+0.0019294i,-0.0066032-0.0015306i,-0.0075769-0.0043628i,-0.0092517-0.0049738i,-0.011933-0.0031966i,-0.014402-7.8595e-05i,-0.013417+0.0038888i,-0.0099968+0.00754i,-0.006774+0.0097097i,-0.0040533+0.0084774i,-0.0009442+0.0046717i,0.00030466+0.00029646i
-0.018453-0.027938i,-0.068706-0.014996i,-0.12007+0.009803i,-0.13216+0.010981i,-0.11339+0.0070685i,-0.08663+0.011077i,-0.053209+0.010697i,-0.017079+0.006794i,-0.0024388+6.5065e-05i,-0.0028988-0.0010482i,0.0035778+0.0012764i,0.011936-0.0044819i,0.011341-0.011196i,0.0082369-0.010799i,0.006746-0.010993i,0.0052798-0.013658i,0.0062484-0.01585i,0.0084691-0.018875i,0.0065539-0.021677i,0.00041138-0.019595i,-0.0025973-0.011815i,-0.00084067-0.0061076i,0.0003311-0.0067968i
0.094741-0.045418i,0.19485-0.062759i,0.27765-0.029263i,0.29571+0.013612i,0.24222+0.01395i,0.15379+0.0038179i,0.081947-0.004883i,0.039363-0.023806i,0.016498-0.036487i,0.0025773-0.031546i,-0.0013089-0.018469i,0.0020578-0.0059326i,0.0044031-0.00023079i,0.0063314+0.00010269i,0.0072802-0.00037243i,0.006474-0.00068003i,0.0047377+0.001551i,0.0050997+0.0068889i,0.010779+0.011404i,0.016584+0.010799i,0.015353+0.0057572i,0.009999+0.00051301i,0.0058271-0.0033646i
-0.0034983+0.049355i,-0.059873+0.07451i,-0.14829+0.065716i,-0.1927+0.056699i,-0.16176+0.055506i,-0.11377+0.027532i,-0.077962+0.0044018i,-0.042422+0.01087i,-0.014366+0.01501i,-0.0025145+0.0071487i,0.0011808+0.0064482i,0.0062193+0.010243i,0.010198+0.0089189i,0.0096087+0.0064615i,0.0076611+0.0048157i,0.010589+0.0019461i,0.014627-0.0014839i,0.013243-0.0041303i,0.006821-0.0053311i,0.00038662-0.0052904i,-0.0027466-0.0040106i,-0.0030353-0.0012103i,-0.00014486+0.0023997i
0.033398+0.077047i,0.068057+0.14689i,0.098043+0.1948i,0.10421+0.18386i,0.091837+0.13439i,0.080415+0.079947i,0.053231+0.03843i,0.019118+0.020579i,0.0067229+0.018286i,0.0066642+0.013298i,0.0005965+0.0055543i,-0.0079721+0.005708i,-0.0090182+0.0079153i,-0.0071231+0.0061717i,-0.007425+0.0060606i,-0.0077165+0.010121i,-0.0081965+0.016639i,-0.0088749+0.020595i,-0.0067702+0.020703i,-0.0035394+0.018822i,-0.00084797+0.012842i,-0.00023266+0.0076743i,-0.00056972+0.0082019i
-0.1187-0.021322i,-0.19962-0.099514i,-0.25338-0.18618i,-0.26356-0.20675i,-0.23071-0.16607i,-0.16298-0.10605i,-0.098508-0.056366i,-0.06278-0.017156i,-0.037942+0.011979i,-0.016164+0.020269i,-0.0083061+0.016049i,-0.0079767+0.010031i,-0.0068431+0.0050278i,-0.0059107+0.00031017i,-0.0046009-0.00227i,-0.0015751-0.003117i,0.00075515-0.0050163i,-0.00088526-0.0079193i,-0.0091228-0.010398i,-0.017764-0.0098757i,-0.018463-0.0048615i,-0.0118+0.00066564i,-0.0044463+0.0044107i
-0.026556-0.0076906i,-0.017009+0.042053i,0.023726+0.086845i,0.078948+0.083654i,0.10655+0.062255i,0.086659+0.051706i,0.057576+0.036239i,0.037351+0.0062613i,0.013567-0.012861i,-0.0014999-0.010331i,-0.0022775-0.0074334i,-0.0038688-0.010327i,-0.0073435-0.010418i,-0.006544-0.0084503i,-0.0061737-0.0072475i,-0.0096296-0.0032412i,-0.013907+0.0025186i,-0.014661+0.0044312i,-0.0090064+0.0028861i,-0.00045533+0.0011811i,0.00405-0.0016657i,0.002048-0.0052118i,-0.0037573-0.0069921i
0.051391-0.13538i,0.078352-0.24638i,0.095081-0.30904i,0.064077-0.29252i,0.0039915-0.23039i,-0.023388-0.16548i,-0.018508-0.10986i,-0.0088316-0.061615i,-0.0028064-0.032594i,-0.0016802-0.019223i,0.00029081-0.0096579i,0.0065341-0.0052064i,0.0096333-0.0045582i,0.0098006-0.0049127i,0.011116-0.0048607i,0.011666-0.0067473i,0.013692-0.010118i,0.015966-0.013573i,0.013651-0.016389i,0.0062964-0.016433i,0.0012672-0.012387i,0.00073733-0.0066535i,-0.0012031-0.0041555i
0.050149+0.066888i,0.040528+0.12079i,0.02343+0.19883i,0.051495+0.25665i,0.096701+0.2395i,0.093238+0.17353i,0.062866+0.10935i,0.048612+0.052467i,0.037483+0.008993i,0.022393-0.010691i,0.01337-0.013134i,0.010189-0.01029i,0.0087336-0.0058139i,0.007121-0.0011983i,0.0036098+0.0022924i,-0.0006982+0.0045842i,-0.0045148+0.0059105i,-0.0049299+0.0078506i,0.0022566+0.0098858i,0.012249+0.0097182i,0.015723+0.0062086i,0.011526-0.00037291i,0.0039832-0.0063052i
0.0822+0.035812i,0.18458+0.020135i,0.20959-0.035829i,0.11696-0.096i,0.030631-0.10988i,0.014477-0.095529i,0.010576-0.077055i,-0.0065867-0.038288i,-0.0067977-0.00032416i,0.0026638+0.011017i,0.0013638+0.010638i,-0.00061221+0.013329i,0.0012876+0.015037i,0.0026883+0.011805i,0.005803+0.0060354i,0.010946+0.0017538i,0.015605+2.6788e-05i,0.016779-0.00020516i,0.010369+0.0019151i,0.0024587+0.0038663i,0.00051928+0.0053988i,0.0036196+0.0074177i,0.0089491+0.0073648i
-0.1151+0.047386i,-0.19875+0.10208i,-0.22826+0.14191i,-0.1849+0.17124i,-0.12852+0.19591i,-0.085367+0.19009i,-0.047682+0.14741i,-0.02059+0.083427i,-0.0083421+0.036516i,-0.0020317+0.01829i,0.0018043+0.01277i,-0.00016903+0.0079262i,-0.0048474+0.0013137i,-0.0096701-0.00071407i,-0.013393+0.00025814i,-0.01682+0.00029992i,-0.021503+0.00057984i,-0.024366+0.0012259i,-0.020733+0.0026425i,-0.01214+0.0045461i,-0.0053902+0.0043109i,-0.0022123+0.00090897i,0.00044736-0.0022754i
0.020328+0.020246i,0.053996+0.063019i,0.10103+0.04497i,0.11204-0.068407i,0.063915-0.16238i,0.016981-0.15248i,0.0051869-0.10061i,-0.0056813-0.055802i,-0.021801-0.016427i,-0.022034+0.0076596i,-0.013854+0.010787i,-0.0071194+0.0069351i,-0.0031563+0.0022422i,-0.0016386-0.0034917i,0.00055935-0.0044193i,0.0043715-0.0013791i,0.010076+0.00081297i,0.012772+0.0029198i,0.0059442+0.0035661i,-0.0049009+0.0034003i,-0.010901+0.0057404i,-0.010415+0.010757i,-0.0044138+0.014171i
-0.065135-0.09965i,-0.15333-0.1668i,-0.21216-0.13704i,-0.19179-0.010983i,-0.14155+0.067527i,-0.12327+0.065955i,-0.10295+0.05667i,-0.048407+0.043603i,-0.0041377+0.012804i,0.004813-0.0071576i,0.0047698-0.0096865i,0.006461-0.010298i,0.0077541-0.011111i,0.0060787-0.010858i,-0.0010355-0.0095989i,-0.0076342-0.0091825i,-0.010301-0.011633i,-0.013361-0.017544i,-0.012585-0.021999i,-0.0065234-0.018844i,-0.0022514-0.013469i,-0.0032439-0.012262i,-0.0070174-0.0088591i
0.018018+0.058705i,0.016865+0.085837i,0.032892+0.080975i,0.083499+0.018393i,0.1377-0.067842i,0.13886-0.12468i,0.090153-0.11674i,0.038206-0.06854i,0.0089866-0.029376i,-0.0030353-0.016032i,-0.009725-0.0099257i,-0.0092745-0.00073778i,-0.0027363+0.0050898i,0.0052585+0.0068748i,0.012961+0.0047686i,0.017082+0.0040681i,0.020196+0.011162i,0.025785+0.019576i,0.027009+0.020951i,0.017825+0.013562i,0.0069797+0.0073759i,0.0031338+0.0070918i,0.0018885+0.0066704i
0.050826-0.086749i,0.098709-0.20361i,0.059944-0.24135i,-0.0564-0.13611i,-0.10849-0.00033893i,-0.080442+0.04123i,-0.062602+0.024847i,-0.039695+0.023039i,0.0012976+0.020271i,0.018456+0.0068932i,0.012145+0.0019987i,0.0069424+0.0042009i,0.0066367+0.0069673i,0.0042669+0.0052765i,0.00086148+0.00010972i,-0.00069832-0.0055971i,-0.0047197-0.013787i,-0.011114-0.022487i,-0.011894-0.024827i,-0.0047408-0.019791i,0.0033924-0.017043i,0.0059051-0.018922i,0.0022403-0.016765i
-0.043271+0.043953i,-0.023021+0.085978i,0.029282+0.071147i,0.092748+0.0065868i,0.13827-0.020565i,0.16602-0.0024129i,0.15752-0.011256i,0.086171-0.033234i,0.014612-0.021415i,-0.0052858-0.0023028i,-0.0024904+0.0023529i,-0.0032356+0.0017171i,-0.0064671+0.0022733i,-0.0043124+0.0041002i,0.0012919+0.0081958i,0.0032959+0.01566i,0.0027012+0.026517i,0.002931+0.040778i,0.0042899+0.048146i,0.0031283+0.039108i,0.00010129+0.025716i,-0.0015775+0.018067i,-0.002935+0.011424i
0.13854+0.0037605i,0.23638+0.054365i,0.25362+0.052121i,0.13411+0.0067881i,-0.028618+0.016443i,-0.10483+0.056473i,-0.085692+0.056324i,-0.040605+0.03464i,-0.012427+0.023725i,0.0015814+0.018189i,0.012057+0.0074836i,0.01543-0.0059462i,0.0068473-0.013745i,-0.0045538-0.012139i,-0.010381-0.0071834i,-0.0095162-0.0065816i,-0.0047409-0.017684i,-0.005839-0.038122i,-0.01205-0.047902i,-0.010602-0.037161i,-0.0030538-0.021737i,0.00027878-0.014411i,-0.00075298-0.0099495i
-0.067542+0.031306i,-0.17701+0.057547i,-0.16996+0.10856i,-0.030888+0.12654i,0.062886+0.076051i,0.066985+0.042203i,0.063273+0.039127i,0.047156+0.010052i,0.0086319-0.016994i,-0.010132-0.0157i,-0.010173-0.0094863i,-0.00802-0.0051648i,-0.0008604-0.0023716i,0.0015494-0.00066768i,-0.0022768+0.0050879i,-0.0074368+0.013404i,-0.010892+0.024877i,-0.0084682+0.038959i,-0.0053549+0.044524i,-0.0058852+0.037895i,-0.0063142+0.026178i,-0.0047464+0.017418i,-0.0011479+0.0099111i
-0.0094575+0.15152i,-0.024924+0.2025i,-0.051266+0.20316i,-0.083382+0.14299i,-0.11548+0.044526i,-0.15162-0.021348i,-0.1555-0.011242i,-0.098888+0.025976i,-0.033983+0.031649i,-0.007371+0.019211i,-0.00051564+0.01684i,0.0051016+0.019904i,0.0078918+0.018261i,0.0069123+0.0084279i,0.0013179-0.0057501i,0.00032257-0.017246i,0.0078903-0.030368i,0.01614-0.050738i,0.016471-0.063658i,0.0088952-0.055009i,0.0048785-0.03358i,0.0064467-0.018926i,0.00753-0.012732i
-0.11585-0.15511i,-0.14542-0.28823i,-0.15939-0.30983i,-0.12796-0.19399i,-0.026761-0.078351i,0.052946-0.039196i,0.059295-0.022692i,0.045894-0.010158i,0.032585-0.015478i,0.013952-0.01466i,-0.0041157-0.00078493i,-0.012807+0.010113i,-0.0095654+0.014338i,-0.0026832+0.013654i,0.001484+0.0065492i,-0.0030361+0.0014918i,-0.016095+0.015416i,-0.022141+0.045574i,-0.013855+0.0646i,-0.005082+0.056518i,-0.004645+0.036252i,-0.0050129+0.022456i,-0.0014916+0.013464i
-0.049691-0.037674i,-0.056983-0.0019866i,-0.053441+0.00070203i,-0.053068-0.041447i,-0.064251-0.069217i,-0.066479-0.076015i,-0.064617-0.069392i,-0.054422-0.03289i,-0.025679+0.0047583i,-0.008034+0.012232i,-0.0041676+0.0064507i,-0.0029062-0.0040646i,-0.0085234-0.014295i,-0.010385-0.017077i,-0.0016389-0.016856i,0.012897-0.017438i,0.027168-0.026034i,0.033624-0.043024i,0.028778-0.051995i,0.018481-0.042338i,0.010943-0.024506i,0.0069416-0.011499i,0.0030777-0.00096417i
0.22618-0.11596i,0.34487-0.15944i,0.3458-0.16261i,0.24963-0.11154i,0.17676-0.022533i,0.15254+0.036844i,0.12836+0.024433i,0.085998-0.0090306i,0.042589-0.018079i,0.015888-0.015986i,0.0011921-0.022689i,-0.0056399-0.030968i,-0.0058857-0.030055i,-0.0038261-0.020708i,0.00077105-0.0051089i,-0.00042005+0.008552i,-0.015237+0.020411i,-0.033821+0.039252i,-0.038362+0.055227i,-0.028163+0.048573i,-0.018769+0.02803i,-0.014248+0.015122i,-0.011655+0.010622i
-0.017287+0.12326i,-0.099509+0.1718i,-0.11747+0.18159i,-0.064058+0.1495i,-0.038448+0.08298i,-0.046594+0.014179i,-0.061049-0.020242i,-0.072286-0.010197i,-0.058736+0.010192i,-0.02999+0.0083644i,-0.0092445+0.0001443i,0.007477-0.0013503i,0.018891-0.0056081i,0.020821-0.0061739i,0.018414-0.0002792i,0.020976+0.003666i,0.034709-0.0056688i,0.045596-0.034474i,0.036702-0.058856i,0.018576-0.054689i,0.0077101-0.035666i,0.0018435-0.022683i,-0.0038862-0.014293i
0.058556+0.17986i,0.12959+0.22625i,0.15655+0.18941i,0.11044+0.11677i,0.063615+0.087808i,0.064309+0.095472i,0.084373+0.082358i,0.076116+0.041087i,0.045933+0.010314i,0.027782+0.001117i,0.023492-0.00028302i,0.022186+0.0072247i,0.022388+0.017161i,0.019288+0.01688i,0.010092+0.012996i,-0.005249+0.011991i,-0.026151+0.016352i,-0.040151+0.030579i,-0.036981+0.042132i,-0.024511+0.036646i,-0.01276+0.020868i,-0.0059617+0.0089958i,-0.0042876+0.0013873i
-0.22043-0.11902i,-0.29369-0.21295i,-0.29084-0.22092i,-0.2406-0.15567i,-0.17319-0.11078i,-0.12119-0.094195i,-0.092654-0.070277i,-0.068042-0.040805i,-0.041319-0.018201i,-0.016602-0.0052877i,-0.00068727+0.0068203i,0.0024336+0.018671i,-0.00096878+0.02453i,-0.0064305+0.024576i,-0.012923+0.019081i,-0.0096151+0.012507i,0.011398+0.0050434i,0.035899-0.011205i,0.045442-0.027348i,0.039911-0.028443i,0.02926-0.017662i,0.019497-0.0088619i,0.013898-0.0056622i
-0.0014826-0.00073521i,0.024655+0.097922i,0.06128+0.13524i,0.082387+0.054651i,0.052298+0.003524i,0.024405+0.042843i,0.049144+0.075714i,0.075426+0.051238i,0.061103+0.021302i,0.036993+0.019921i,0.019567+0.019303i,-0.00043988+0.0098636i,-0.017996+0.0036614i,-0.0238+0.00010746i,-0.0203-0.0037995i,-0.019023-0.0058996i,-0.031325-0.00031271i,-0.046324+0.017384i,-0.044206+0.036144i,-0.027678+0.038895i,-0.012027+0.027475i,-0.0033915+0.015004i,-3.584e-05+0.0072055i
0.18041-0.18057i,0.22253-0.25609i,0.1726-0.22864i,0.098635-0.12605i,0.054141-0.073261i,-0.0046662-0.079334i,-0.066274-0.071001i,-0.076873-0.037299i,-0.05267-0.014412i,-0.035056-0.0052608i,-0.025925-0.00081486i,-0.020052-0.0069526i,-0.019677-0.016049i,-0.021781-0.018005i,-0.020988-0.012717i,-0.011923-0.0047165i,0.0073769-0.0026913i,0.026363-0.012273i,0.028736-0.023948i,0.015952-0.020139i,0.0047556-0.0074567i,0.0019799-0.0027027i,0.0033344-0.0020735i
-0.019008+0.22304i,-0.12433+0.30047i,-0.14509+0.28176i,-0.044812+0.2172i,0.036185+0.14462i,0.037497+0.095986i,0.027754+0.091097i,0.032647+0.083046i,0.02641+0.05583i,0.0057211+0.037959i,-0.0069594+0.03014i,-0.00049348+0.017806i,0.015887+0.00025702i,0.028775-0.01661i,0.031016-0.025766i,0.021921-0.0256i,0.0031246-0.020921i,-0.020268-0.0089477i,-0.034698+0.0050745i,-0.033013+0.010424i,-0.025382+0.010483i,-0.01822+0.0099062i,-0.012298+0.0076573i
-0.0042175+0.085672i,0.0672+0.030525i,0.080756-0.025963i,-0.0015902-0.014355i,-0.042947+0.025119i,-0.012679-0.018083i,-0.027261-0.093725i,-0.060134-0.091262i,-0.048689-0.058167i,-0.029637-0.047343i,-0.021098-0.035167i,-0.0052397-0.01863i,0.0090611-0.0093761i,0.011201-0.0041892i,0.005263-0.0046697i,-0.000513-0.0074278i,0.0044908-0.0066029i,0.019313-0.010249i,0.026842-0.019691i,0.020489-0.022203i,0.012998-0.015457i,0.010992-0.0070685i,0.010013-0.0009817i
-0.32986-0.15568i,-0.40464-0.21406i,-0.34882-0.1884i,-0.23141-0.11859i,-0.12664-0.062447i,-0.046096+0.00025102i,0.015071+0.0426i,0.035049+0.041493i,0.023467+0.027981i,0.0072525+0.016411i,-0.0066216+0.0072341i,-0.012747+0.0094877i,-0.0027522+0.017897i,0.016905+0.018099i,0.033314+0.013368i,0.037861+0.0079134i,0.024578+0.0027911i,0.0008894+0.0054166i,-0.009543+0.010013i,-0.0053481+0.0038573i,-0.0039232-0.0046853i,-0.0062606-0.0044382i,-0.007398-0.00070608i
0.1987-0.17631i,0.30577-0.094396i,0.28578-0.016761i,0.14358-0.041862i,0.012308-0.063148i,-0.024336-0.053638i,-0.0101-0.072023i,-0.0096572-0.086588i,-0.0022229-0.068952i,0.020887-0.058873i,0.026728-0.054591i,0.013346-0.039089i,-0.0082845-0.021403i,-0.02469-0.0026783i,-0.027925+0.012147i,-0.023027+0.016689i,-0.010011+0.015106i,0.0042365+0.0091267i,0.011157+0.0045931i,0.012148+0.0047222i,0.010749+0.0012826i,0.0079247-0.0033223i,0.0055135-0.0017043i
0.27196-0.10986i,0.24349-0.20152i,0.16611-0.20985i,0.15565-0.14218i,0.14966-0.084842i,0.086669-0.030609i,0.033583+0.041192i,0.030071+0.071842i,0.01954+0.060681i,0.0074929+0.050379i,0.0093157+0.028815i,0.0017418+0.0050241i,-0.0056908+3.4556e-05i,-0.0011442+0.0050529i,0.00718+0.015977i,0.015736+0.026288i,0.017654+0.025804i,0.010818+0.01695i,0.0022049+0.010137i,-0.0038403+0.0091569i,-0.0053403+0.0082476i,-0.0064673+0.0041473i,-0.010152-0.0020758i
0.12399+0.47667i,0.12327+0.58568i,0.067208+0.47966i,0.024115+0.28553i,0.0045999+0.12127i,-0.010644+0.011215i,-0.015183-0.043998i,-0.016046-0.049927i,-0.0011902-0.028114i,0.024703-0.006083i,0.042283+0.0055554i,0.045846+0.0044769i,0.030069-0.0041144i,-0.0033464-0.0069369i,-0.036346-0.0044039i,-0.050838-0.0045121i,-0.042512-0.0059424i,-0.022315-0.0068317i,-0.010114-0.0066924i,-0.00653-0.0033233i,-1.0411e-05+0.00064805i,0.0070486+0.0012156i,0.0092465-0.00048976i
-0.28078+0.15783i,-0.22294+0.10955i,-0.074193+0.028574i,0.0071681+0.033424i,0.053893+0.090789i,0.078583+0.098046i,0.047967+0.073173i,0.011563+0.062132i,-0.015204+0.052893i,-0.03629+0.051405i,-0.03257+0.052034i,-0.01379+0.037192i,0.0036596+0.017684i,0.016442+0.0029859i,0.020929-0.0075417i,0.017401-0.0077945i,0.008794+0.00066931i,0.00037561+0.0068988i,-0.00088683+0.004741i,0.0018568-0.0011886i,-0.0013067-0.0019551i,-0.0056684+0.0015959i,-0.0048274+0.00078829i
-0.44184-0.14777i,-0.55878-0.088088i,-0.47468-0.00030173i,-0.32889+0.0043803i,-0.2448-0.013789i,-0.14175-0.0077574i,-0.04116-0.019519i,-0.0044841-0.030682i,0.013129-0.023422i,0.020443-0.016218i,0.0073627+0.0015923i,0.0012075+0.01922i,0.0021+0.010999i,-0.0079536-0.011215i,-0.020342-0.030432i,-0.026659-0.042784i,-0.02838-0.041505i,-0.024357-0.027722i,-0.020348-0.013977i,-0.017288-0.0060392i,-0.0093212-0.0029064i,-0.0017345-0.00085055i,0.0015509+0.0037614i
0.12628-0.52012i,0.17046-0.54836i,0.15539-0.35704i,0.11028-0.15726i,0.062586-0.043635i,0.01335+0.045329i,0.0074753+0.085198i,0.017389+0.053699i,-0.0031462+0.006503i,-0.034135-0.019433i,-0.047075-0.024882i,-0.03917-0.01785i,-0.013459-0.010652i,0.020396-0.015594i,0.046504-0.019071i,0.054079-0.0086244i,0.04383+0.0023049i,0.027425+0.0076297i,0.019205+0.011593i,0.016148+0.012791i,0.0088112+0.0089061i,-0.00013152+0.0037949i,-0.0046719+0.001591i
0.44205-0.076998i,0.36085-0.12954i,0.13817-0.15596i,0.032231-0.15807i,0.020832-0.17836i,-0.024201-0.17465i,-0.058224-0.10806i,-0.041077-0.04782i,-0.010965-0.01784i,0.0117-0.0066815i,0.011961-0.012026i,-0.0038656-0.008135i,-0.012447+0.0055464i,-0.013565+0.014423i,-0.013377+0.017761i,-0.010952+0.012253i,-0.003671+4.1258e-06i,0.002751-0.01272i,0.00090626-0.018867i,-0.0028631-0.016819i,0.001398-0.013709i,0.0079787-0.012004i,0.0073266-0.0071746i
0.35483+0.41255i,0.45637+0.38781i,0.39957+0.25217i,0.2584+0.16871i,0.14359+0.13515i,0.064795+0.073233i,0.0076778+0.027379i,-0.010029+0.020856i,-0.011076+0.011356i,-0.0088495+0.00085604i,0.0002499-0.0059854i,0.0049915-0.0083057i,0.012452+0.0072637i,0.03197+0.030197i,0.045688+0.043712i,0.046641+0.046101i,0.03979+0.039501i,0.030075+0.02748i,0.021171+0.017327i,0.010208+0.011805i,-0.00066681+0.0095579i,-0.0059249+0.0063505i,-0.0063675-0.001057i
-0.42245+0.49553i,-0.37911+0.49525i,-0.21484+0.27941i,-0.10142+0.10205i,-0.014946+0.030363i,0.048475-0.032289i,0.021402-0.073207i,-0.022112-0.045822i,-0.013718+0.0033095i,0.0042708+0.024872i,0.011378+0.023023i,0.0049133+0.011009i,-0.023326+0.00386i,-0.054776+0.010898i,-0.068808+0.018417i,-0.061516+0.014076i,-0.04224+0.0032776i,-0.024146-0.0053046i,-0.014888-0.011537i,-0.011025-0.013619i,-0.005939-0.0094748i,0.0002041-0.0042712i,0.0018085-0.00043954i
-0.4428-0.25216i,-0.43784-0.15603i,-0.30218+0.019467i,-0.21245+0.10552i,-0.17568+0.12802i,-0.092176+0.12937i,0.0035489+0.081068i,0.035616+0.029503i,0.03007+0.00055962i,0.019914-0.014139i,0.013778-0.011536i,0.015599-0.010429i,0.013588-0.016821i,0.00941-0.016846i,0.012241-0.013952i,0.012994-0.010044i,0.0036136-0.0010522i,-0.0069236+0.011661i,-0.0094041+0.022672i,-0.0064236+0.026237i,-0.0050317+0.022976i,-0.0049375+0.015828i,-0.0029705+0.0063332i
-0.13617-0.53832i,-0.28355-0.5019i,-0.26777-0.30759i,-0.11918-0.18694i,-0.029276-0.12519i,-0.0063485-0.050687i,0.0028534-0.017137i,-0.0093595-0.023775i,-0.020089-0.019446i,-0.019948-0.015396i,-0.018532-0.01503i,-0.0092964-0.019479i,-0.0090857-0.043636i,-0.030086-0.065535i,-0.053231-0.061574i,-0.060757-0.040102i,-0.046425-0.020187i,-0.023212-0.011345i,-0.0040395-0.0081882i,0.009934-0.0078681i,0.015576-0.012155i,0.013497-0.012086i,0.0090448-0.0048242i
0.78681-0.13908i,0.86149-0.23691i,0.59287-0.2509i,0.27206-0.2019i,0.081286-0.15831i,-0.018238-0.10004i,-0.022869-0.021739i,0.015442+0.012i,0.026462+0.013302i,0.032482+0.018111i,0.033861+0.019759i,0.031492+0.024251i,0.049277+0.028243i,0.069062+0.018492i,0.070634+0.0028191i,0.059941-0.0055933i,0.042279-0.0024172i,0.02227+0.0025058i,0.0033504+0.0027496i,-0.011593+0.0025716i,-0.01859+0.0053784i,-0.017371+0.0083013i,-0.010694+0.0082676i
0.083911+0.34959i,0.060609+0.20785i,0.058115+0.03029i,0.114+0.0053729i,0.15057+0.016084i,0.10806-0.016844i,0.025844-0.034744i,-0.016153-0.02229i,-0.021772-0.0098628i,-0.026508-0.0060721i,-0.027988-0.0011536i,-0.018129+0.0065059i,-0.0020374+0.0069263i,0.0052104-0.00083251i,-0.0021791-0.0065033i,-0.012252-0.0042383i,-0.0092142-0.001779i,0.0045003-0.0034653i,0.011623-0.0070593i,0.0098179-0.0064251i,0.007716-0.0016135i,0.0045538+0.00082885i,-0.00070041+0.0020518i
-0.17091+0.69393i,-0.006502+0.88504i,0.091803+0.70305i,0.015079+0.37686i,-0.03896+0.18192i,0.0051652+0.072266i,0.040161+0.010626i,0.036653+0.0057467i,0.019485+0.020152i,0.0062729+0.042331i,0.0033709+0.050742i,-0.0089149+0.045576i,-0.019247+0.058692i,-0.0053631+0.068791i,0.020981+0.052693i,0.038003+0.025631i,0.031324+0.0049195i,0.0081045-0.0069321i,-0.01378-0.013592i,-0.025974-0.011961i,-0.025247-0.0033236i,-0.015365+0.0024875i,-0.0063937+0.0016655i
