0.0013184-0.00055339i,0.00015241-0.0012702i,-0.0011279-0.0029358i,-0.0021023-0.0020767i,-0.0018297-0.00019323i,-0.001219+0.0010132i,-0.00029664+0.0015362i,0.0010265+0.0006664i,0.0016256-0.00026926i,0.0015928-0.00059317i,0.001075-0.00087026i,0.00042776-0.0010111i,-0.000301-0.00087097i,-0.00037258-0.00024716i,0.00010059-0.00022011i,0.00017979-0.00036773i,-1.8045e-05-0.00019732i,0.00060683-5.5044e-06i,0.00030071-9.8893e-05i,-0.00010404-0.00066687i,-8.5276e-05-0.00046381i,-0.00046955+0.00045673i,-0.00078661+0.0012662i
0.75178+0.37822i,1.0796+0.31382i,0.84228+0.16619i,0.37429+0.21638i,0.19087+0.328i,0.15029+0.28062i,0.059545+0.15615i,-0.0018281+0.07335i,-0.0096439+0.029012i,0.0054247+0.0051106i,0.0092094-0.022567i,-0.018825-0.031785i,-0.037795-0.012163i,-0.026483-0.0082017i,-0.0057366-0.024957i,0.0083514-0.038016i,0.013343-0.037546i,0.014285-0.029164i,0.0096101-0.022314i,-6.8179e-05-0.019717i,-0.0074312-0.017759i,-0.010229-0.013473i,-0.0079856-0.011885i
-0.71886+0.2965i,-0.77727+0.26209i,-0.49205-0.051095i,-0.32798-0.35614i,-0.36613-0.38917i,-0.31313-0.2087i,-0.16696-0.032689i,-0.042245+0.047429i,0.013343+0.04777i,0.0080306+0.040563i,0.013378+0.051656i,0.033576+0.045077i,0.038983+0.031138i,0.032032+0.022978i,0.012313+0.017753i,-0.010991+0.0096829i,-0.027243-0.0077273i,-0.034124-0.014407i,-0.023367-0.0010559i,0.00086926+0.016099i,0.016257+0.022986i,0.016988+0.019083i,0.012551+0.01339i
-0.21905-0.41383i,-0.33503-0.293i,-0.28007+0.031i,-0.065039+0.20272i,0.12012+0.17365i,0.15741+0.064335i,0.11787-0.043636i,0.049197-0.081321i,0.0081971-0.052252i,0.0049944-0.026186i,-0.0050068-0.0178i,-0.0086014-0.011278i,0.001013-0.013331i,0.0022655-0.011882i,-0.0027443-0.0074216i,-0.0041602-0.0035094i,0.0030601+0.0047057i,0.0099865+0.0044257i,0.0058188-0.0054947i,-0.0037722-0.015861i,-0.0074872-0.021035i,-0.0056124-0.020234i,-0.0065004-0.013807i
0.47314-0.66825i,0.4126-1.0266i,0.1184-0.87828i,-0.036523-0.399i,-0.029023-0.091761i,-0.049224+0.018625i,-0.053635+0.081417i,-0.046016+0.076172i,-0.062475+0.060693i,-0.041898+0.045884i,-0.02018-0.0018024i,-0.030966-0.022202i,-0.029846-0.0063449i,-0.0097318-0.0012032i,0.01271-0.00832i,0.027305-0.00914i,0.033585-0.0021496i,0.030577+0.0024304i,0.013765+0.0012207i,-0.0050056-0.00042733i,-0.013461+0.0020147i,-0.011009+0.0089354i,-0.0019693+0.009331i
0.12748+1.1619i,0.25762+1.5996i,0.28345+1.2959i,0.1669+0.62026i,0.028574+0.15787i,-0.032578-0.051769i,-0.042214-0.088069i,0.013121-0.046513i,0.061407-0.045907i,0.042779-0.035604i,0.036882+0.011077i,0.048345+0.020078i,0.02823-0.0035078i,-0.0025843-0.0084974i,-0.014098+0.0050568i,-0.013608+0.010327i,-0.016228+0.0033739i,-0.015511-0.0018616i,-0.004696+0.004541i,0.0084105+0.015758i,0.016646+0.019928i,0.016494+0.012865i,0.013865+0.0050833i
-0.44119-0.055934i,-0.42452-0.0022865i,-0.15443+0.025042i,0.026367-0.037489i,0.04535-0.082345i,0.049828-0.071625i,-0.0017504-0.069836i,-0.07509-0.032532i,-0.06328+0.014229i,-0.026649+0.01781i,-0.013879+0.01i,-0.0037785+0.0064126i,0.0063324+0.0057735i,0.012555-0.0011332i,0.0044662-0.016876i,-0.0091707-0.025449i,-0.011251-0.020689i,-0.0046574-0.012771i,0.000933-0.011933i,-0.0011291-0.016464i,-0.0052278-0.019832i,-0.0080733-0.017142i,-0.013181-0.0079257i
-0.17587-0.96581i,-0.45661-1.4071i,-0.56207-1.2318i,-0.42099-0.70701i,-0.28172-0.33342i,-0.22307-0.11825i,-0.1096-0.012939i,-0.011299-0.02976i,-0.020706-0.045306i,-0.04612-0.023965i,-0.05328-0.012941i,-0.054611+0.0053033i,-0.036835+0.031854i,-0.010117+0.043918i,0.013181+0.036718i,0.02359+0.020301i,0.020067+0.007693i,0.012197+0.0020084i,0.0080233-0.00031633i,0.0084299-0.003231i,0.0058158-0.001202i,0.0024814+0.0049161i,0.0026339+0.0031313i
0.88245+0.45948i,1.1805+0.5976i,0.91012+0.57912i,0.50687+0.47131i,0.35216+0.28238i,0.26892+0.06299i,0.16892-0.024681i,0.12279-0.028496i,0.096471-0.051947i,0.055163-0.056117i,0.027434-0.032746i,0.011981-0.015965i,-0.0053576-0.014603i,-0.02268-0.0086758i,-0.025809+0.012346i,-0.014224+0.027299i,-0.0055882+0.026516i,-0.0020232+0.019311i,-0.0027798+0.01675i,-0.00011247+0.018683i,0.0097829+0.011083i,0.015614-0.0039594i,0.018961-0.013704i
-0.55538+0.53946i,-0.64272+0.71964i,-0.44399+0.5168i,-0.17744+0.18346i,0.0084026+0.021436i,0.097682-0.0076489i,0.050039+0.0047124i,-0.02743+0.064927i,-0.021582+0.10535i,0.0050965+0.070293i,0.0046831+0.02751i,0.00023615+0.0047317i,-0.0026629-0.0094705i,-0.0016786-0.018605i,-0.0026907-0.029475i,-0.0098939-0.029212i,-0.0077257-0.017745i,0.0003665-0.0098565i,0.0022595-0.00989i,-0.0051818-0.011337i,-0.015429-0.0063508i,-0.020785+0.0022262i,-0.022333+0.012463i
-0.58444-0.27344i,-0.7739-0.18655i,-0.58446-0.047583i,-0.3095-0.029544i,-0.22202-0.046335i,-0.18924-0.017351i,-0.093167-0.032911i,-0.029276-0.071901i,-0.0174-0.061648i,-0.014818-0.026299i,-0.0098388+0.0080919i,0.0025628+0.020445i,0.0085456+0.011355i,0.0078262+0.0089048i,0.012871+0.011359i,0.016416+0.0045481i,0.0089798-0.0059952i,-0.00063009-0.0080301i,-0.0011169-0.00053625i,0.0049817+0.0066029i,0.0077394+0.0094582i,0.0072029+0.011115i,0.0062747+0.0078179i
0.89223-0.63282i,1.178-0.90111i,0.97161-0.75107i,0.53327-0.40754i,0.2459-0.20308i,0.099001-0.13818i,0.016998-0.060979i,0.010768-0.0043916i,0.01698-0.012467i,0.0090809-0.02707i,0.0015083-0.035579i,-0.0087766-0.032311i,-0.011967-0.017722i,-0.013206-0.011958i,-0.019654-0.007022i,-0.018386-0.002304i,-0.011286-0.0036409i,-0.0091526+0.00085754i,-0.0062467+0.012009i,0.0043021+0.014291i,0.016608+0.0015722i,0.024395-0.014888i,0.028586-0.024609i
-0.028518+0.53984i,-0.17071+0.54827i,-0.27742+0.32199i,-0.1711+0.17446i,0.026362+0.16673i,0.11211+0.15039i,0.076281+0.11628i,0.03481+0.086672i,0.019036+0.055665i,0.0086476+0.019171i,-0.01168-0.012001i,-0.034322-0.015898i,-0.037064+0.00065321i,-0.021881+0.0069239i,-0.0087748-0.0052145i,-0.0069354-0.012751i,-0.004904-0.0080395i,0.0019014-0.0073317i,-8.7646e-05-0.010933i,-0.0074552-0.0069011i,-0.0113+0.0048804i,-0.01595+0.015605i,-0.017905+0.022296i
-0.58185+0.37598i,-0.71048+0.65214i,-0.5409+0.70432i,-0.29575+0.53303i,-0.18707+0.34879i,-0.10791+0.22376i,-0.034361+0.093432i,-0.024355+0.0067243i,-0.021689-0.0006547i,0.0027325+0.016943i,0.023071+0.029516i,0.038575+0.02204i,0.037142-0.0026872i,0.02124-0.00609i,0.0158+0.010901i,0.015742+0.021689i,0.0097596+0.021782i,0.0029457+0.015337i,-0.001129+0.006398i,-0.0046905+0.0011929i,-0.0095225+0.0040491i,-0.010377+0.0089229i,-0.0073401+0.010044i
0.0081239-0.69617i,0.06495-0.86587i,0.13224-0.71193i,0.090827-0.53976i,-0.015543-0.48564i,-0.09054-0.37886i,-0.096813-0.21957i,-0.070576-0.093883i,-0.047741-0.023574i,-0.031454+0.0063112i,-0.015486+0.015724i,0.0053477+0.015477i,0.020557+0.0073554i,0.018457-0.0033685i,0.0060413-0.007133i,0.00041633-0.0073916i,0.0015879-0.011874i,-0.0016872-0.012028i,-0.0061491-0.0057699i,-0.0060813-0.0043177i,-0.0013972-0.01004i,0.006169-0.016876i,0.010345-0.019955i
0.56236+0.12865i,0.63482+0.11809i,0.45577+0.10955i,0.31071+0.13734i,0.26193+0.13825i,0.17834+0.074118i,0.088608+0.012617i,0.061756-0.017953i,0.050214-0.043815i,0.014557-0.048076i,-0.015239-0.032374i,-0.033894-0.010007i,-0.038993+0.017238i,-0.02272+0.023287i,-0.0045273+0.002867i,0.0048802-0.017265i,0.0085958-0.026738i,0.007027-0.027716i,0.0029332-0.01615i,0.0034989+0.0027528i,0.0054569+0.014062i,0.00014363+0.016294i,-0.0055295+0.014129i
-0.031099+0.37107i,0.024932+0.32947i,-0.046327+0.16789i,-0.19668+0.14683i,-0.23205+0.21016i,-0.17089+0.19094i,-0.1073+0.13868i,-0.051433+0.10119i,-0.0067919+0.068553i,0.023917+0.037626i,0.036726+0.0015522i,0.026208-0.026297i,0.0038509-0.035322i,-0.014769-0.024554i,-0.016844-0.0038869i,-0.010434+0.010024i,-0.0080744+0.017752i,-0.005339+0.019375i,-0.0028542+0.010813i,-0.0063697+0.00087905i,-0.01131-0.0017683i,-0.0086683-0.00034536i,-0.0024348+0.0013087i
-0.70323-0.14067i,-0.87921-0.12908i,-0.6759-0.1604i,-0.34849-0.2813i,-0.16959-0.3643i,-0.092951-0.29614i,-0.03676-0.18056i,-0.034516-0.10426i,-0.056715-0.041246i,-0.05138+0.0028934i,-0.032754+0.019357i,-0.010961+0.023336i,0.0087458+0.015275i,0.0084879+0.0021015i,-0.0078505+0.00051292i,-0.022309+0.0074105i,-0.02144+0.012364i,-0.008114+0.0075519i,0.0019263-0.0083617i,0.0021789-0.02146i,0.00093798-0.022782i,0.0042161-0.016441i,0.0071866-0.0093547i
0.2746-0.23776i,0.30273-0.038212i,0.2949+0.25798i,0.34365+0.3411i,0.38467+0.23705i,0.32732+0.092009i,0.22432-0.010656i,0.14013-0.049662i,0.08217-0.057847i,0.024737-0.047943i,-0.018565-0.010631i,-0.027187+0.023432i,-0.020798+0.034029i,-0.0084088+0.029088i,0.0044849+0.011858i,0.013064-0.0071982i,0.018408-0.019385i,0.016044-0.020384i,0.013335-0.0062195i,0.015651+0.0048839i,0.01451+0.0046425i,0.0064514+0.0026017i,-0.0025685-0.00083711i
0.49322+0.079454i,0.59959-0.080364i,0.39381-0.20758i,0.048814-0.15068i,-0.14524-0.030743i,-0.16245+0.011293i,-0.13159+0.043587i,-0.077554+0.092967i,-0.011439+0.093448i,0.022978+0.045868i,0.02749-0.0033563i,0.018422-0.032634i,0.0057478-0.039851i,0.0021242-0.030991i,0.010046-0.017962i,0.021936-0.0083048i,0.024089-0.0013466i,0.014466+0.0033551i,0.0011608+0.0051528i,-0.0097338+0.0049887i,-0.012365+0.003428i,-0.010153+0.0013405i,-0.0072231+0.00020569i
-0.31467+0.35647i,-0.32216+0.33698i,-0.18422+0.086587i,-0.056856-0.14992i,-0.031904-0.21548i,-0.048983-0.17341i,-0.06752-0.10802i,-0.067844-0.07065i,-0.06633-0.048711i,-0.051114-0.017509i,-0.016308-0.0011888i,0.0031028-0.0021296i,0.011211-0.0018302i,0.0137-0.0029339i,0.0040587-0.0029479i,-0.0086268+0.00051307i,-0.016075+0.0023701i,-0.012884-0.00014585i,-0.0032273-0.0081972i,0.0040137-0.0119i,0.0086588-0.0074252i,0.012151-0.0012146i,0.013463+0.0042518i
-0.38751-0.30043i,-0.50958-0.20333i,-0.38167+0.061295i,-0.10187+0.22526i,0.098367+0.2271i,0.17044+0.18i,0.16818+0.097931i,0.12104+0.014519i,0.073624-0.01989i,0.040562-0.01987i,0.0072578-0.0034269i,-0.012371+0.013989i,-0.018841+0.016448i,-0.023629+0.011697i,-0.024106+0.0020644i,-0.02302-0.012412i,-0.02193-0.015572i,-0.014058-0.0022076i,0.00069782+0.014217i,0.013577+0.019436i,0.016218+0.013768i,0.011878+0.0058866i,0.0068851-0.00088681i
0.27635-0.27361i,0.17389-0.3336i,-0.028305-0.21545i,-0.13167-0.057013i,-0.13803+0.010975i,-0.10684+0.037166i,-0.052918+0.052746i,-0.022029+0.061241i,-0.012247+0.066869i,-0.0057104+0.038455i,-0.014537+0.0015163i,-0.017382-0.013803i,-0.0095477-0.02098i,-0.0037271-0.017951i,0.0062722-0.0046385i,0.016886+0.0090379i,0.022931+0.016385i,0.019124+0.014035i,0.0061081+0.0074432i,-0.0032239+0.0041108i,-0.0054206+0.001434i,-0.006722-0.0010089i,-0.0069306-0.0016223i
0.41363+0.46757i,0.63835+0.48389i,0.59701+0.27841i,0.37049+0.05613i,0.19777-0.08593i,0.076968-0.1708i,-0.035731-0.16558i,-0.078689-0.10052i,-0.063874-0.060377i,-0.039977-0.036489i,-0.013465-0.010325i,0.0066251+0.0081412i,0.019258+0.025028i,0.027271+0.037296i,0.02665+0.040803i,0.022338+0.037905i,0.016688+0.023112i,0.0090714+0.0011014i,0.0020768-0.013743i,-0.0024809-0.015427i,-0.0018394-0.0090677i,0.0005527-0.0056411i,0.00078649-0.0039465i
-0.45177+0.11694i,-0.45014+0.13572i,-0.25612+0.065844i,-0.10192-0.014109i,-0.041562-0.024892i,0.0021521-0.0012654i,0.027878-0.0070281i,0.042341-0.024548i,0.050879-0.029278i,0.043553-0.016095i,0.032289+0.00069096i,0.015225+0.0046717i,-0.0075556+0.0054824i,-0.021866+0.0026074i,-0.026556-0.00726i,-0.025089-0.017961i,-0.021568-0.021892i,-0.017243-0.011056i,-0.010457+0.0055821i,-0.0051785+0.015378i,-0.0017946+0.017794i,0.0023393+0.015243i,0.0048919+0.010701i
-0.25793-0.49619i,-0.46306-0.54319i,-0.48632-0.34336i,-0.31238-0.093705i,-0.17701+0.052051i,-0.1322+0.12925i,-0.042457+0.14542i,0.031649+0.096101i,0.024885+0.054727i,0.0043548+0.030849i,-0.01009-0.0014078i,-0.019355-0.023921i,-0.017371-0.038647i,-0.014426-0.047936i,-0.0098021-0.045305i,-0.0043339-0.035765i,-0.001722-0.021662i,-0.0027853-0.0089107i,-0.0073431+0.00058226i,-0.0080769+0.0072167i,-0.0054412+0.0089079i,-0.0041704+0.0092468i,-0.002212+0.0097145i
0.53945-0.0065673i,0.60942-0.021934i,0.39787+0.016809i,0.1667+0.072579i,0.10354+0.045508i,0.080039-0.039704i,0.014231-0.051393i,-0.026009-0.014639i,-0.023566-0.0074571i,-0.0098714-0.01573i,0.00083671-0.012279i,0.0066904+0.00629i,0.013567+0.025476i,0.015991+0.034666i,0.0090358+0.034874i,-7.9899e-05+0.029175i,-0.005316+0.021507i,-0.0028609+0.013159i,0.0033138+0.0045271i,0.0060011-0.0021168i,0.0055872-0.0060884i,0.0040158-0.010122i,0.00015391-0.013001i
-0.018594+0.56967i,0.09039+0.68428i,0.18364+0.441i,0.15427+0.078404i,0.11447-0.087691i,0.12919-0.11859i,0.089393-0.13449i,0.019835-0.092876i,0.009113-0.029696i,0.015246-0.002405i,0.0075981+0.0119i,-0.0030507+0.016637i,-0.020794+0.018379i,-0.030328+0.023413i,-0.028468+0.021657i,-0.021547+0.018967i,-0.0084197+0.015513i,0.0011417+0.0068429i,0.0032432-0.0016289i,0.0019216-0.0062538i,-0.0013394-0.005301i,-0.0016883-0.0019704i,0.0011876-0.0010731i
-0.48609-0.17986i,-0.58206-0.16396i,-0.37453-0.050256i,-0.088566+0.027869i,-0.02239+0.034365i,-0.078287+0.053781i,-0.054277+0.076126i,0.004087+0.056033i,0.0066608+0.027033i,-0.01373+0.020917i,-0.01701+0.014683i,-0.012892-0.0087911i,-0.009194-0.034046i,-0.0016776-0.046122i,0.010309-0.04576i,0.019301-0.038963i,0.021093-0.031904i,0.012709-0.026821i,-0.0020872-0.020596i,-0.011196-0.013422i,-0.012773-0.00711i,-0.010474+0.00018728i,-0.0065868+0.0063696i
0.2118-0.53726i,0.15898-0.72i,-0.052978-0.56901i,-0.21433-0.22707i,-0.20178-0.032468i,-0.14934-0.0065391i,-0.12085+0.027616i,-0.071607+0.053149i,-0.024634+0.026363i,-0.00034667+0.00088935i,0.016172-0.0047938i,0.02887-0.0014451i,0.038929+0.001804i,0.04015-0.0010887i,0.031554-0.0065241i,0.017328-0.013219i,0.001559-0.014068i,-0.0069164-0.0050029i,-0.005419+0.0045952i,-0.0007159+0.0095114i,0.0015242+0.0090763i,0.0016964+0.0050199i,0.00094578+0.00014917i
0.35613+0.41056i,0.4619+0.50042i,0.3906+0.32718i,0.24326+0.076904i,0.16422+0.003065i,0.16824+0.014926i,0.13086-0.034432i,0.040307-0.064833i,-0.0051582-0.028669i,-0.0044531-0.00055364i,-0.0080528+0.0038464i,-0.019431+0.0093218i,-0.028778+0.015165i,-0.033501+0.01909i,-0.031688+0.018491i,-0.024793+0.012945i,-0.016616+0.010101i,-0.0077126+0.0076734i,-0.00027904+0.0041626i,0.0037487+0.003775i,0.0080246+0.0028973i,0.010289+0.00156i,0.0095666+0.00098515i
-0.40163+0.32946i,-0.47604+0.50632i,-0.28409+0.53362i,0.0015998+0.37928i,0.10839+0.1736i,0.071498+0.060752i,0.049781+0.022208i,0.040435-0.0070588i,0.0099067-0.021607i,-0.017969-0.017044i,-0.028102-0.0082463i,-0.024286-0.0086651i,-0.019121-0.016747i,-0.015912-0.016166i,-0.010303-0.0071916i,-0.0036955+0.002259i,0.0029048+0.006331i,0.0088188+0.0026563i,0.011162-0.0047429i,0.0095626-0.012297i,0.0052387-0.015915i,0.00033065-0.014139i,-0.0021943-0.0087778i
-0.16373-0.51482i,-0.24085-0.71413i,-0.28643-0.62479i,-0.29077-0.36566i,-0.2315-0.21525i,-0.16314-0.17427i,-0.127-0.099201i,-0.070413-0.013561i,-0.011394+0.0015679i,0.0033719-0.01427i,0.0068024-0.011486i,0.021549-0.0051014i,0.034828-0.0033234i,0.038704-0.0001715i,0.035539+0.0040647i,0.029396+0.0061331i,0.022379+0.0043117i,0.015558+0.0011082i,0.010385-0.0026043i,0.0070802-0.0044013i,0.0050257-0.0022974i,0.0033413-0.00040642i,0.0008187-0.00077425i
0.49453-0.060821i,0.67564-0.10038i,0.59455-0.13575i,0.34354-0.134i,0.13836-0.062546i,0.040191+0.014656i,0.0093689+0.020256i,0.0027444-0.0013235i,0.0068252+0.0025039i,0.015244+0.0089063i,0.0099401+0.0062105i,-0.0032556+0.010707i,-0.0086414+0.019465i,-0.0078239+0.020074i,-0.0042493+0.012883i,0.0016299+0.0025949i,0.0042305-0.0067406i,-0.00050129-0.0088747i,-0.0074792-0.0022517i,-0.0098782+0.0078365i,-0.0078814+0.013251i,-0.0042884+0.01336i,-0.001089+0.010972i
-0.13247+0.4807i,-0.23105+0.67722i,-0.2371+0.65965i,-0.12185+0.48001i,-0.021844+0.28028i,0.0015153+0.14597i,0.016271+0.078702i,0.030391+0.033485i,0.018822+0.0078543i,0.0086405+0.0025233i,0.0048012-0.0024788i,-0.0041071-0.0058231i,-0.012993-0.0079641i,-0.018932-0.011789i,-0.021747-0.013764i,-0.02167-0.011859i,-0.020192-0.0055816i,-0.015444+0.0022682i,-0.0084514+0.0074682i,-0.0039154+0.0074315i,-0.0021821+0.0041637i,-0.0020362+0.0011688i,-0.001388+0.00018263i
-0.41252-0.17807i,-0.53825-0.29171i,-0.47949-0.32878i,-0.29401-0.26036i,-0.081423-0.17679i,0.050256-0.13807i,0.050215-0.10246i,0.0071552-0.045059i,-0.0050353-0.0062458i,-0.0066606-0.0034815i,-0.0087869-0.0080314i,-0.0018152-0.010211i,0.004662-0.013978i,0.0018705-0.015481i,-0.0038525-0.0098945i,-0.0088991-0.00043887i,-0.0089077+0.0059766i,-0.002319+0.0077551i,0.0062875+0.0052575i,0.012852+0.00092988i,0.015406-0.0013181i,0.015723-0.0020849i,0.012493-0.003636i
0.3173-0.31692i,0.52247-0.35547i,0.58823-0.25248i,0.45157-0.14551i,0.23574-0.077031i,0.084796-0.033215i,0.020827-0.024598i,-0.005383-0.023022i,-0.014053-0.012499i,-0.0092362-0.0074552i,-0.0068189-0.0058872i,-0.0067888+0.0027479i,-0.0036595+0.013004i,0.00038683+0.018954i,0.0030598+0.019218i,0.0076432+0.015277i,0.012964+0.0088294i,0.012928+0.0008193i,0.0076947-0.0019197i,0.0024623-0.00054197i,-0.0031036+0.00091939i,-0.007635+0.0030028i,-0.0062417+0.0030172i
0.19023+0.30496i,0.13373+0.45226i,-0.045515+0.46199i,-0.16724+0.34411i,-0.17372+0.17279i,-0.14691+0.03975i,-0.098917+0.005707i,-0.031278+0.0094465i,0.0059924+0.003394i,0.013927+0.0086905i,0.016756+0.012878i,0.010548+0.0085084i,0.00031043+0.0078815i,-0.0028229+0.0042453i,0.0019338-0.0028542i,0.0070101-0.0068379i,0.0059243-0.0067999i,0.00099838-0.004873i,-0.0050399-0.0039018i,-0.011087-0.003363i,-0.01242-0.0024188i,-0.010713-0.001259i,-0.0081209+0.00031221i
-0.3489+0.10002i,-0.48317-0.00058714i,-0.4145-0.17782i,-0.2227-0.23544i,-0.052493-0.12518i,0.057948-0.01679i,0.07404+0.0059291i,0.035242+0.0089732i,0.0083031+0.020214i,-0.0035914+0.023305i,-0.007816+0.015905i,-0.0084297+0.0020363i,-0.0065696-0.0088874i,-0.0019565-0.013317i,-0.0010761-0.015541i,-0.0052632-0.015743i,-0.0091828-0.013324i,-0.010157-0.010127i,-0.0091056-0.0055588i,-0.0042544-0.00030172i,0.0033936+0.0023224i,0.0069191+0.0014128i,0.0063176+0.00152i
-0.015305-0.2888i,0.099552-0.32299i,0.25233-0.15521i,0.30601+0.025409i,0.21481+0.078974i,0.09719+0.089067i,0.049797+0.071912i,0.021092+0.020921i,-0.012557-0.013841i,-0.022376-0.024889i,-0.016024-0.024091i,-0.0067939-0.014264i,0.0026171-0.0069537i,0.0042639-0.0043888i,0.0011552-0.003891i,-0.001025-0.0045855i,-0.0017359-0.0042199i,0.00022903+0.00024699i,0.0038297+0.004127i,0.00501+0.0038435i,0.0014334+0.0040615i,-0.00080133+0.0040667i,0.00085146+0.0020487i
0.26158+0.071352i,0.25022+0.17808i,0.035677+0.24576i,-0.15071+0.20135i,-0.15318+0.063648i,-0.094215-0.064017i,-0.059888-0.083737i,-0.022717-0.046988i,0.011562-0.032827i,0.020249-0.026248i,0.015613-0.012999i,0.0073198-0.0040676i,-0.0029042+0.0016622i,-0.0082715+0.0059159i,-0.0060257+0.0081938i,-0.0012631+0.011734i,0.00271+0.013908i,0.0055554+0.01111i,0.0056347+0.0054089i,0.0047653+0.00013041i,0.0037469-0.0047455i,0.0027056-0.0080437i,0.0019883-0.0077704i
-0.096966+0.19811i,-0.14+0.14793i,-0.10526-0.06753i,-0.039529-0.21861i,0.0041617-0.17417i,0.028584-0.070261i,0.023378-0.01967i,0.0072721+0.0074494i,0.0085022+0.029893i,0.0058797+0.033051i,-0.0033958+0.02528i,-0.006742+0.013262i,-0.010094+0.0050856i,-0.0094526+0.0085384i,-0.0018278+0.013852i,0.0042919+0.011778i,0.0066016+0.0048731i,0.0052442-0.0033286i,0.0019091-0.0082879i,0.0008619-0.0068338i,0.0022819-0.002398i,0.0025578+0.00030734i,0.00084644+0.001295i
-0.1764-0.14326i,-0.15917-0.15211i,0.0033451-0.023327i,0.1281+0.10331i,0.076833+0.11702i,-0.030243+0.096237i,-0.054857+0.082537i,-0.033914+0.047534i,-0.028422+0.014818i,-0.025758+0.00080368i,-0.016269-0.0030945i,-0.0046878+0.00090424i,0.0063716+0.0034957i,0.011745-0.0011612i,0.010771-0.0098883i,0.0068913-0.017773i,0.0027545-0.019272i,-0.00040857-0.012376i,-0.0018263-0.0046484i,-0.0059048-0.00021797i,-0.01028+0.0051284i,-0.0090848+0.0083697i,-0.005562+0.0062261i
0.15339-0.10282i,0.13066-0.096821i,-0.053268-0.022166i,-0.18691+0.039216i,-0.1249+0.016464i,-0.030735-0.043133i,-0.0079114-0.05242i,0.0028062-0.033394i,0.018228-0.029054i,0.022509-0.027803i,0.016875-0.020993i,0.0063182-0.013143i,-0.00074703-0.0071486i,-0.0018962-0.0061768i,-0.0015066-0.0061982i,-0.0020261-0.0039297i,-0.001742-0.00085726i,-0.0022809+0.0012909i,-0.0028873+0.0033379i,-0.0010941+0.0027921i,0.0020312-0.0022605i,0.0035079-0.0053526i,0.0038035-0.0033154i
0.062669+0.17471i,0.08682+0.18257i,0.11209+0.023807i,0.11487-0.12841i,0.090946-0.10874i,0.087292-0.036137i,0.070544-0.023128i,0.033145-0.015744i,0.016326+0.0060832i,0.011992+0.012756i,0.0042988+0.0092668i,0.00077147+0.0016854i,-0.0027992-0.007316i,-0.0098898-0.0052753i,-0.012997+0.0043181i,-0.0098433+0.009648i,-0.0052993+0.0080822i,-0.0011549+0.0037695i,0.0031305+0.0012062i,0.0077375+0.00055508i,0.01094+0.0024469i,0.011232+0.0038829i,0.0090098+0.0014351i
-0.17468+0.015953i,-0.20958+0.052718i,-0.10919+0.14995i,0.019719+0.18881i,0.036215+0.092165i,-0.027037-0.00059007i,-0.051147-0.018491i,-0.035927-0.012668i,-0.0284-0.0061692i,-0.026296+0.00022503i,-0.02008+0.0047536i,-0.0085584+0.0095533i,0.00019603+0.0083116i,-0.00075491+0.0035641i,-0.0047132+0.00086255i,-0.0056167-0.00051404i,-0.0039174-8.526e-05i,-0.00013135-0.00028342i,0.0015602-0.00061492i,-0.0012059+0.0022292i,-0.0045936+0.0058308i,-0.0059057+0.0052504i,-0.005668+0.0021695i
0.037844-0.16862i,0.023979-0.23929i,-0.0778-0.21488i,-0.14403-0.12512i,-0.081355-0.05805i,-0.0087995-0.047867i,-0.0037998-0.036768i,-0.0049102-0.0080823i,0.0047801+0.0025214i,0.0065495-0.00086254i,0.0021121-0.0033923i,-0.0072095-0.0016275i,-0.008918+0.005018i,0.001556+0.0082608i,0.012517+0.004346i,0.017676-0.00099395i,0.016216-0.0046772i,0.0091543-0.0052169i,0.0017305-0.0047834i,-0.0025558-0.0076129i,-0.0051443-0.010107i,-0.0061189-0.0082398i,-0.0049957-0.003177i
0.11982+0.092361i,0.20575+0.11874i,0.2368+0.033229i,0.17751-0.053461i,0.076082-0.020921i,0.027666+0.045725i,0.024934+0.048793i,0.012487+0.026519i,0.0015801+0.019337i,0.0033291+0.015178i,0.0059953+0.0064696i,0.0076106-0.0023369i,0.0086531-0.0071529i,0.0070338-0.0079043i,0.003831-0.0077559i,0.00020479-0.0079184i,-0.0031539-0.0073209i,-0.0038756-0.0052151i,-0.00196-0.0019602i,0.0026846+0.00030517i,0.0077715+0.0016274i,0.0097356+0.0021486i,0.0082068+0.00131i
-0.14114+0.076363i,-0.2351+0.15877i,-0.21281+0.23666i,-0.1001+0.22017i,-0.026296+0.10542i,-0.0075324+0.0097688i,0.0052181-0.022939i,0.011174-0.034091i,0.0032598-0.034313i,-0.004984-0.024482i,-0.0079193-0.013277i,-0.0038203-0.0031634i,0.0026997-0.0017529i,-4.926e-05-0.0072043i,-0.00914-0.0075001i,-0.013476-0.0015918i,-0.01162+0.0034151i,-0.0072123+0.0047372i,-0.0025751+0.0057786i,0.00066722+0.0084403i,0.0021164+0.0090929i,0.0018878+0.0069319i,0.0016609+0.0031657i
