4.1105e-05+0.0027645i,0.00050231+0.0017848i,-0.00058547-8.5775e-05i,-0.0017061-0.0017347i,-0.0023158-0.0010515i,-0.0031462+0.00081772i,-0.0019401+0.002159i,0.00012557+0.0030573i,0.0011959+0.0022405i,0.0013099+0.00028149i,0.0007556+0.00015444i,2.7392e-06+0.00061086i,-0.00045667+0.00039243i,0.0001093+0.00030066i,9.9877e-05+0.0003328i,-0.00013735-4.3616e-05i,7.2737e-05-0.00032627i,9.3947e-05+0.00050372i,4.6209e-05+0.00056297i,0.00034878+5.831e-05i,9.4239e-05+0.00038952i,-0.00058344+0.00046767i,-0.00034584-0.00012287i
0.11822-0.0083584i,0.18328-0.10377i,0.13823-0.18362i,0.032947-0.13211i,0.00089918-0.02575i,0.003439+0.037572i,-0.016877+0.073442i,-0.0055217+0.07355i,0.022855+0.029923i,0.018682-0.0013106i,0.0023473+0.0037669i,-0.0046278+0.019587i,-0.011537+0.028565i,-0.023298+0.029536i,-0.031098+0.026694i,-0.025454+0.016605i,-0.015545-0.0013737i,-0.017499-0.010042i,-0.026941+0.0035705i,-0.028956+0.029537i,-0.018986+0.047443i,-0.0084903+0.046729i,-0.0059683+0.03647i
-0.066527+0.10495i,-0.037483+0.21541i,0.045262+0.21244i,0.04632+0.071209i,-0.050335-0.027038i,-0.086993-0.048968i,-0.050822-0.085255i,-0.036707-0.088714i,-0.025022-0.038244i,0.00019233-0.0096968i,0.010931-0.014389i,0.0088498-0.020042i,0.011191-0.02324i,0.020845-0.027264i,0.025167-0.028329i,0.018799-0.017906i,0.011956-0.001856i,0.010374+0.0021389i,0.0069734-0.0085166i,-0.0032219-0.02138i,-0.015434-0.025772i,-0.019897-0.022859i,-0.014973-0.019602i
-0.041936-0.13166i,-0.13963-0.18516i,-0.19411-0.11188i,-0.080912+0.021429i,0.081936+0.069256i,0.10641+0.077258i,0.060538+0.11206i,0.040815+0.090143i,0.016666+0.022108i,-0.0063369-0.0040684i,-0.0037057+0.0068032i,0.013769+0.020852i,0.026416+0.025505i,0.025342+0.023634i,0.017834+0.019772i,0.0092108+0.0095456i,-0.0013146+0.0017261i,-0.0033874+0.0079161i,0.011348+0.021287i,0.033623+0.027226i,0.049151+0.022131i,0.049141+0.01335i,0.038062+0.010119i
0.142+0.054533i,0.26233+0.01226i,0.24114-0.083567i,0.029745-0.096857i,-0.14666-0.0097041i,-0.1393+0.0095738i,-0.086472-0.046357i,-0.060396-0.039523i,-0.019719+0.0033853i,0.0061238+0.0077555i,-0.0043083-0.0061146i,-0.025832-0.011278i,-0.035899-0.00861i,-0.035224-0.0090001i,-0.031923-0.010185i,-0.020254-0.0069984i,-0.0052695-0.0054512i,-0.0042712-0.0079149i,-0.018473-0.012648i,-0.035215-0.014406i,-0.043555-0.0077849i,-0.039588-0.0011144i,-0.02886-0.0014833i
-0.13396+0.076249i,-0.18418+0.19827i,-0.077608+0.25022i,0.11235+0.10405i,0.17926-0.073489i,0.14533-0.069754i,0.13276+0.0020674i,0.10284+0.0049754i,0.038514-0.0081468i,0.0052543-0.00033684i,0.013178-0.0004469i,0.02988-0.017556i,0.034165-0.033057i,0.030123-0.030091i,0.023774-0.014476i,0.01034+0.00043127i,-0.00099066+0.0082558i,0.0027841+0.0077125i,0.016754+0.00078466i,0.027027-0.0099294i,0.026218-0.01972i,0.018944-0.022069i,0.013246-0.017681i
0.031652-0.16343i,-0.028094-0.2964i,-0.17261-0.25746i,-0.23843+0.0040694i,-0.15463+0.1904i,-0.094287+0.14285i,-0.09429+0.053271i,-0.049913+0.025585i,0.0098642+0.0092223i,0.024015-0.0076148i,0.0072706-0.0058819i,-0.012037+0.014143i,-0.018738+0.02878i,-0.015897+0.026324i,-0.010499+0.015953i,-0.0032071+0.0047447i,0.001085-0.001259i,-0.0018738+0.00339i,-0.0080423+0.015183i,-0.011063+0.027075i,-0.0088274+0.033344i,-0.0051308+0.029562i,-0.0066464+0.019493i
0.11496+0.13853i,0.27222+0.19205i,0.37068+0.057587i,0.24836-0.19304i,0.048418-0.28273i,0.010915-0.19145i,0.049304-0.10403i,0.025349-0.052975i,-0.010184-0.0094035i,-0.015698+0.0094419i,-0.010562+0.0033673i,-0.013925-0.013889i,-0.025535-0.023573i,-0.027628-0.020726i,-0.016748-0.01578i,-0.0051322-0.0096362i,0.001589-0.0049148i,0.0044081-0.01172i,0.0041046-0.028059i,-0.00048824-0.040011i,-0.006042-0.038464i,-0.0080958-0.026075i,-0.0055881-0.013072i
-0.17215-0.0076896i,-0.33023+0.081467i,-0.32191+0.25132i,-0.089726+0.35063i,0.091308+0.28198i,0.060729+0.16154i,-0.00062071+0.087844i,0.006687+0.027498i,0.01622-0.019848i,0.008205-0.031356i,0.0042444-0.01605i,0.018112+0.010246i,0.037064+0.025073i,0.037675+0.025911i,0.023825+0.02268i,0.010782+0.016083i,0.004889+0.0079724i,0.0052668+0.0078449i,0.0073263+0.018532i,0.0096583+0.028503i,0.010573+0.028193i,0.008889+0.020417i,0.0051902+0.014716i
0.13254-0.1339i,0.19355-0.32578i,0.077858-0.46501i,-0.16346-0.38846i,-0.26269-0.19959i,-0.16751-0.085821i,-0.069661-0.044612i,-0.031865-0.0036242i,-0.0058292+0.02519i,0.010185+0.026854i,0.0084472+0.017407i,-0.0053118+0.01075i,-0.01441+0.012926i,-0.010666+0.012965i,-0.0038554+0.0066371i,0.00011395+0.0018472i,-0.0021046+0.00026597i,-0.011395+0.00054432i,-0.022119-0.0013677i,-0.02789-0.0042352i,-0.023935-0.0015854i,-0.01196+0.0013231i,-2.0802e-05-0.001808i
0.012268+0.19433i,0.11203+0.38202i,0.29479+0.43107i,0.41264+0.24709i,0.338+0.056108i,0.17692+0.017546i,0.076001+0.016216i,0.025766-0.014951i,-0.0038242-0.031031i,-0.017132-0.027557i,-0.017991-0.019301i,-0.0033797-0.015523i,0.010758-0.021389i,0.012447-0.024867i,0.010883-0.020129i,0.011518-0.014393i,0.011566-0.011399i,0.013393-0.0096848i,0.020828-0.0076592i,0.028838-0.005982i,0.028869-0.0048196i,0.021725-0.0025345i,0.013682+0.00091758i
-0.14586-0.126i,-0.34836-0.19821i,-0.53005-0.14207i,-0.51564+0.045644i,-0.32316+0.15568i,-0.13893+0.11314i,-0.034638+0.067494i,0.023999+0.056731i,0.045895+0.037114i,0.044504+0.015542i,0.033353+0.003002i,0.017622+0.0010539i,0.0089203+0.0053132i,0.0038732+0.0071796i,-0.0049826+0.0061049i,-0.012846+0.0056273i,-0.012911+0.008756i,-0.010885+0.014841i,-0.014253+0.020707i,-0.018928+0.022182i,-0.019109+0.014771i,-0.015115+0.0037035i,-0.012394-0.003997i
0.19765-0.023355i,0.40774-0.10746i,0.5259-0.2587i,0.4068-0.36688i,0.18496-0.31168i,0.054587-0.16941i,-0.0043685-0.082107i,-0.039537-0.036973i,-0.043966-0.0034964i,-0.03238+0.012129i,-0.018667+0.01571i,-0.0090959+0.0057339i,-0.010386-0.0088824i,-0.011606-0.012141i,-0.0063205-0.0083837i,-0.0031018-0.0078608i,-0.0039625-0.010085i,-0.0046161-0.01243i,-5.2484e-05-0.016804i,0.0043916-0.021016i,0.0052362-0.018292i,0.0053823-0.01042i,0.0072382-0.0053543i
-0.11354+0.15228i,-0.22123+0.35482i,-0.23423+0.54226i,-0.10718+0.54379i,0.011646+0.35823i,0.046936+0.16177i,0.065689+0.048406i,0.070388-0.0097353i,0.048203-0.031298i,0.026198-0.033384i,0.0091974-0.032513i,-0.0036117-0.023873i,-0.0053504-0.013296i,-0.0014489-0.0075248i,0.004462-0.0010859i,0.010096+0.0061308i,0.012159+0.0084377i,0.014589+0.0066364i,0.016511+0.007823i,0.01506+0.01292i,0.0098077+0.015477i,0.0024391+0.013124i,-0.0049369+0.011043i
-0.022965-0.18408i,-0.067389-0.40452i,-0.16526-0.56094i,-0.25147-0.48815i,-0.2277-0.27293i,-0.15013-0.10088i,-0.10158-0.010624i,-0.062582+0.028294i,-0.02466+0.031574i,-0.0044684+0.022984i,0.0054724+0.016652i,0.0081986+0.011955i,0.0026902+0.012015i,-0.0033555+0.011616i,-0.0065813+0.0071427i,-0.0078311+0.0032897i,-0.0075383+0.0012603i,-0.0087549-0.00031073i,-0.012595-0.0050592i,-0.017377-0.011522i,-0.016499-0.012976i,-0.0098481-0.010578i,-0.0050516-0.010565i
0.14232+0.11031i,0.33002+0.24279i,0.4999+0.314i,0.50153+0.23023i,0.33881+0.085895i,0.17558-0.0067583i,0.090525-0.05253i,0.041623-0.065297i,0.011981-0.048915i,-0.0021146-0.029422i,-0.012119-0.011444i,-0.01387+0.0079393i,-0.0066274+0.01628i,0.001398+0.012959i,0.0045672+0.0086577i,0.0050774+0.006435i,0.005998+0.0030459i,0.0054752-0.0014436i,0.0068112-0.0024809i,0.010255-0.00065961i,0.010407+0.00075481i,0.0079388+0.0042486i,0.0090281+0.0094669i
-0.16723+0.020383i,-0.38216+0.040038i,-0.54872+0.069998i,-0.50983+0.10793i,-0.32186+0.12954i,-0.15054+0.12635i,-0.050931+0.11511i,0.0036717+0.085814i,0.024091+0.045326i,0.022173+0.015971i,0.01552-0.0024889i,0.009951-0.0093703i,0.0094115-0.0063047i,0.011387-0.0028854i,0.010442-0.0015958i,0.0070081-0.0027826i,0.0034176-0.0044906i,-0.00051635-0.0013986i,-0.004511+0.0056645i,-0.0075235+0.012164i,-0.0081595+0.013138i,-0.0064969+0.0086141i,-0.0075535+0.0034046i
0.10495-0.12257i,0.24884-0.27016i,0.36342-0.38859i,0.32002-0.3833i,0.16607-0.28017i,0.040938-0.17497i,-0.019874-0.11007i,-0.03784-0.058999i,-0.029238-0.022099i,-0.016542-0.0049625i,-0.005825+0.005339i,0.0063267+0.008727i,0.011462+0.0039652i,0.0075176-0.0015906i,0.0038556-0.0057169i,0.0032757-0.0062875i,0.0019074-0.0019808i,0.00029355+0.0014606i,0.00072052-0.00093922i,0.0014885-0.0069581i,0.001767-0.0087199i,0.0040291-0.006413i,0.0085978-0.0077827i
0.017416+0.14607i,0.0082415+0.33332i,-0.015492+0.4873i,-0.0092957+0.4684i,0.03306+0.3165i,0.069376+0.18044i,0.084337+0.096425i,0.069821+0.034961i,0.040903+0.004247i,0.019409-0.00072109i,0.0038316-0.0034983i,-0.0068421-0.0075219i,-0.0091963-0.0092255i,-0.00788-0.007225i,-0.0083739-0.0023185i,-0.011867-0.00029964i,-0.014294-0.0017449i,-0.011261-0.00061214i,-0.0051312+0.004038i,0.0010043+0.0059407i,0.0031485+0.0026132i,0.0011331+0.0012631i,-0.00077235+0.0056998i
-0.10054-0.086194i,-0.20016-0.22339i,-0.26951-0.36032i,-0.26794-0.35486i,-0.21807-0.21842i,-0.16253-0.10126i,-0.11287-0.041371i,-0.063705-0.0052315i,-0.026438+0.0087591i,-0.0076232+0.0064085i,0.0033194-0.0014126i,0.0073162-0.010076i,0.0037825-0.013692i,0.00049264-0.010546i,0.0014004-0.004287i,0.0055104-0.00050515i,0.009348-0.001208i,0.010149-0.0039402i,0.0068779-0.0063197i,9.7287e-05-0.0043532i,-0.0034322+0.0015784i,-0.0014075+0.0026866i,-0.001608-0.0045307i
0.12123-0.0062564i,0.27412+0.030971i,0.40377+0.094548i,0.39596+0.10577i,0.28586+0.046675i,0.18588-0.0081201i,0.11671-0.030414i,0.061341-0.033026i,0.027064-0.022473i,0.013045-0.011816i,0.0042658-0.0029306i,-0.003419+0.0073082i,-0.005354+0.011313i,-0.002465+0.0086465i,0.0021534+0.0072404i,0.0031039+0.0091271i,-0.00076181+0.011253i,-0.0022517+0.011545i,0.0015141+0.0095357i,0.0045491+0.0043315i,0.0019181-0.00098283i,-0.0012694-0.0008727i,0.0021392+0.0025336i
-0.069541+0.075732i,-0.194+0.13793i,-0.32364+0.16225i,-0.33676+0.14533i,-0.24598+0.12934i,-0.15088+0.11584i,-0.079974+0.087742i,-0.028934+0.054591i,-0.0028874+0.027578i,0.0025892+0.0089011i,-0.0014472-0.0011467i,-0.0063106-0.002299i,-0.0074928+0.0025463i,-0.0055285+0.0044091i,-0.0059406+0.00038129i,-0.0062504-0.0046507i,-0.0044698-0.0078126i,-0.0051466-0.0082896i,-0.0076168-0.0055689i,-0.005543-0.0017911i,0.0020238-0.0014056i,0.0046658-0.0031541i,-0.0019801-0.0008575i
-0.00031425-0.087594i,0.054098-0.20128i,0.13902-0.29086i,0.16553-0.286i,0.11197-0.22533i,0.053015-0.16419i,0.019583-0.10542i,0.0016223-0.054698i,-0.0022694-0.026707i,-0.00020543-0.015562i,0.0022723-0.0052615i,0.0065083+0.0050722i,0.0093308+0.0099166i,0.0088462+0.0089418i,0.0086097+0.0051919i,0.009556+0.0030196i,0.010641+0.0039863i,0.010896+0.0046402i,0.008833+0.0027475i,0.0035159+0.0020972i,-0.0024022+0.0058706i,-0.0026646+0.0082506i,0.0021486+0.0030323i
0.055485+0.05583i,0.087723+0.16151i,0.076099+0.27361i,0.043624+0.2937i,0.039928+0.22939i,0.042401+0.15824i,0.035613+0.097333i,0.029312+0.04338i,0.021369+0.010926i,0.010741+0.00015713i,0.0007824-0.00064792i,-0.003158+0.0010513i,-0.00086127+0.0017164i,0.00030149+0.0013925i,-0.00042137+0.0023809i,-0.00097763+0.0033498i,-0.0032723+0.0027547i,-0.0079813+0.0038509i,-0.0091362+0.007021i,-0.0061384+0.0055496i,-0.0044836-0.0015876i,-0.0046403-0.0041271i,-0.0019998+0.0014272i
-0.062911-0.0031862i,-0.13581-0.053477i,-0.18449-0.14568i,-0.17857-0.18903i,-0.15206-0.14599i,-0.11494-0.092384i,-0.06962-0.056096i,-0.034491-0.02536i,-0.013874-0.0064031i,-0.0036817-0.00099577i,0.0019558-0.0017313i,0.0063757-0.0053148i,0.0069207-0.0090613i,0.0037615-0.010997i,-0.00042863-0.01147i,-0.0033944-0.010116i,-0.0028026-0.0082986i,0.00032895-0.007753i,0.0028363-0.0082675i,0.0040768-0.0059819i,0.0072471-0.00084513i,0.0086389+0.00031798i,0.0036637-0.0035862i
0.040228-0.035468i,0.11976-0.043068i,0.20521-0.0044089i,0.22416+0.037768i,0.18452+0.03565i,0.13711+0.020615i,0.089509+0.010049i,0.046463+0.0018376i,0.018396+0.00019905i,0.0053987+0.0013973i,-0.00084745-3.6558e-05i,-0.0041992-0.0035039i,-0.0034982-0.0066912i,-0.00066184-0.0060818i,0.0019591-0.0017138i,0.0034398+0.00063174i,0.0032357+0.0016531i,0.0031055+0.0051638i,0.0039067+0.0068877i,0.00093754+0.0057189i,-0.0065557+0.0048079i,-0.0075783+0.0038365i,-9.9757e-05+0.0023536i
-1.9288e-06+0.045578i,-0.044742+0.08656i,-0.1251+0.10435i,-0.17035+0.087163i,-0.15214+0.069434i,-0.11172+0.056625i,-0.066112+0.036987i,-0.028929+0.021543i,-0.0082856+0.013545i,0.0014686+0.0056424i,0.0041421-0.0029367i,0.0028662-0.0079188i,0.0021385-0.0075826i,0.0014936-0.0035524i,-0.00081759+0.0018549i,-0.0027276+0.0050545i,-0.0033657+0.0040973i,-0.0042467+0.00038003i,-0.0059139-0.0029949i,-0.006308-0.0036956i,-0.003513-0.0043215i,-0.0012867-0.0038331i,-0.0035347+3.5513e-05i
-0.020575-0.023964i,-0.0071199-0.075179i,0.040398-0.13169i,0.075207-0.14402i,0.065099-0.12028i,0.044827-0.089628i,0.030545-0.05582i,0.017013-0.028181i,0.0084335-0.011635i,0.0039137-0.0022697i,-5.1893e-05+0.0044818i,-0.0042969+0.010585i,-0.0083579+0.012596i,-0.0088639+0.0078064i,-0.0049321+0.0015383i,-0.0014672-0.0012818i,-0.00080269-0.0011922i,0.00095221+0.00038183i,0.0045309+0.0011808i,0.0071285+0.0027207i,0.0082901+0.0065649i,0.0068534+0.0068869i,0.0043667+0.0004252i
0.026178+0.001252i,0.048299+0.043195i,0.044056+0.10831i,0.015685+0.14034i,0.0025351+0.1265i,-0.00094672+0.096603i,-0.0025281+0.062461i,0.0039752+0.03045i,0.0078766+0.0071717i,0.0046675-0.0063619i,-0.0010133-0.0096027i,-0.0037139-0.0061014i,-0.002741-0.0024257i,-0.00029668-0.00083113i,0.0013495-0.00029602i,0.0023966+0.00054371i,0.0038297+0.0016905i,0.0023109+0.0024057i,-0.0016522+0.0041063i,-0.0038418+0.004737i,-0.0048631+0.001912i,-0.0040147+0.00015746i,-0.00013669+0.002048i
-0.012316+0.010054i,-0.041873-0.0045834i,-0.06743-0.050931i,-0.069598-0.088296i,-0.063882-0.080966i,-0.04989-0.059493i,-0.028152-0.041942i,-0.010139-0.024542i,0.0027779-0.014223i,0.0087751-0.0093934i,0.0086345-0.0028559i,0.0088994+0.0052401i,0.0091272+0.011304i,0.0070327+0.011813i,0.0051902+0.0075033i,0.0034774+0.0024716i,0.0017984+9.7513e-05i,0.0011835-0.0015936i,6.772e-05-0.0049711i,-0.00025481-0.0085883i,0.0013351-0.0093448i,0.0018174-0.0066237i,-0.00035745-0.0039632i
0.0030977-0.012497i,0.033678-0.016597i,0.077081+0.001938i,0.095134+0.029637i,0.083611+0.034099i,0.068547+0.026395i,0.050172+0.016428i,0.029006+0.0060591i,0.012481+0.00101i,0.001069-0.00052958i,-0.0050555-0.0016628i,-0.006497-0.0033326i,-0.0044089-0.005923i,-0.0015655-0.0067182i,-0.00053108-0.0056956i,-0.0018175-0.0036332i,-0.0023912-0.002077i,-0.0010095+9.2306e-05i,0.0023831+0.0041098i,0.0053212+0.0071626i,0.0041704+0.0082637i,0.0023116+0.0061584i,0.0029699+0.0022157i
0.0039772+0.0083999i,-0.0081163+0.02152i,-0.043965+0.028884i,-0.072164+0.021664i,-0.069667+0.017184i,-0.054179+0.015977i,-0.033807+0.0096097i,-0.016416+0.0047198i,-0.0070293+0.0020277i,-0.00075806-0.0018271i,0.0042405-0.0061257i,0.0087231-0.0091097i,0.013376-0.0091114i,0.013151-0.0075132i,0.0085143-0.0054492i,0.0051661-0.0030828i,0.0029678-0.0014847i,-0.00061358-0.00061973i,-0.0053863-0.00018279i,-0.008854-0.00071131i,-0.0098487-0.0014518i,-0.0072842-0.00085712i,-0.0027756+0.00018798i
-0.00040725-0.001563i,0.0067826-0.016084i,0.029613-0.042066i,0.045964-0.052259i,0.039246-0.043413i,0.031282-0.030363i,0.026573-0.017789i,0.018016-0.007805i,0.011456+0.00043334i,0.0076874+0.0061005i,0.0040627+0.006876i,-0.00032707+0.0054741i,-0.0046135+0.0040186i,-0.0060991+0.0032865i,-0.0041508+0.0046759i,-0.00046085+0.005502i,0.0010531+0.0036113i,0.0021127+0.00033769i,0.005192-0.0042599i,0.00673-0.0082173i,0.0064833-0.0076824i,0.0045502-0.0031469i,0.0022183-0.00086923i
0.0030592+0.0025868i,0.0080655+0.016104i,0.0045593+0.04131i,-0.010331+0.055514i,-0.017341+0.052298i,-0.016429+0.044404i,-0.01309+0.032603i,-0.0061354+0.019375i,-0.002118+0.0096094i,-0.0016995+0.0030947i,-0.0030775-0.00079399i,-0.0050305-0.0025942i,-0.0050071-0.006125i,-0.0040214-0.0094022i,-0.0045878-0.0085469i,-0.0050907-0.0065229i,-0.0059007-0.0043636i,-0.0058313+0.00025063i,-0.0052535+0.0068079i,-0.0049475+0.012563i,-0.0047234+0.014401i,-0.0024523+0.0099032i,-0.001529+0.0053965i
-0.0010085+0.00051698i,-0.006941-0.0083737i,-0.013358-0.026123i,-0.013286-0.03881i,-0.01709-0.035285i,-0.019969-0.028987i,-0.013048-0.023027i,-0.0044746-0.014442i,0.0029531-0.0098077i,0.0064784-0.0079819i,0.0029277-0.0042461i,-0.0010743+0.0013474i,-0.0014115+0.0057698i,-0.00075903+0.007209i,0.0011135+0.0053415i,0.0033552+0.0028272i,0.0029691+0.0029713i,0.00036389+0.0010643i,-0.0032663-0.0028996i,-0.0056758-0.0052882i,-0.0040882-0.0061393i,0.00027014-0.0050206i,0.0028747-0.0037853i
0.0014788-0.0026752i,0.014521+0.00082889i,0.027414+0.010972i,0.026661+0.022567i,0.019665+0.022628i,0.01966+0.018353i,0.01813+0.010427i,0.013525+0.0017366i,0.009468-0.0012891i,0.0063108-0.00081137i,0.0044462+0.00055691i,0.0023815+0.0011913i,-0.00086481+0.0013501i,-0.0034673+0.001788i,-0.003999+0.0025643i,-0.0029852+0.0032745i,-0.00061234+0.0033955i,0.0029741+0.0031699i,0.0085714+0.0034625i,0.013181+0.0040269i,0.013127+0.0046407i,0.0092232+0.0046872i,0.0050523+0.004936i
-0.00037276+0.0013205i,-0.0053453+0.004018i,-0.018663+0.0030479i,-0.028554-0.0019935i,-0.025919-0.00043841i,-0.019018+0.0018426i,-0.0088144-0.0018663i,-0.0014609-0.0045786i,-0.00077694-0.0058944i,-0.0028641-0.0063564i,-0.0035361-0.0040377i,-0.00036238-0.00081079i,0.0041788+0.0020679i,0.0065771+0.0023688i,0.0063997+0.00041628i,0.0048692-0.0010132i,0.0029513-0.0011257i,-0.00077307-0.00062775i,-0.0060344+0.0013607i,-0.0098269+0.0030498i,-0.0097662+0.0010876i,-0.0080914-0.0029939i,-0.0070122-0.0052152i
0.004184-0.00024626i,0.010834-0.0057304i,0.022692-0.010999i,0.028983-0.010307i,0.025158-0.0063865i,0.022262-0.0057339i,0.020224-0.0028743i,0.015189+0.0010988i,0.010262+0.00081058i,0.0068968-0.0029773i,0.0047768-0.0054946i,0.0038641-0.0042733i,0.0042431-0.0016077i,0.0033419+0.00069752i,0.0018753+0.0016279i,0.0015241+0.00038252i,0.0007391-0.00069056i,0.00094197-0.0026381i,0.0012806-0.0060846i,0.0016469-0.0078832i,0.0031064-0.0056169i,0.0047842-0.0021779i,0.0068506-0.0016264i
0.0014488+0.0056378i,0.0024694+0.0125i,7.7757e-05+0.019499i,-0.0079602+0.019068i,-0.012912+0.016826i,-0.011834+0.017809i,-0.0085583+0.015i,-0.0040901+0.012003i,-0.0016942+0.011388i,-7.9367e-05+0.0097895i,0.00088726+0.0064287i,0.0018718+0.0026316i,0.0033315-0.0015526i,0.0031285-0.0032504i,0.0021508-0.0017408i,0.0029284-0.00063048i,0.0034759-0.0013739i,0.0038887+0.00031837i,0.0046881+0.0039355i,0.0042104+0.0065812i,0.00026512+0.0072989i,-0.0037232+0.0067211i,-0.004753+0.0067868i
-0.00059239-0.004051i,-0.0017181-0.0089309i,-0.0020088-0.015974i,-7.6076e-05-0.016639i,-0.0043751-0.0095872i,-0.0075777-0.0058776i,-0.003635-0.0042247i,-0.0016682-0.0025965i,-0.0021296-0.0019906i,-0.0024204-0.0031686i,-0.003376-0.0053414i,-0.0036002-0.0050639i,-0.00065285-0.0054842i,3.4477e-05-0.0070209i,-0.0026645-0.006076i,-0.0036725-0.0033099i,-0.0037195-0.0023866i,-0.0054422-0.0017075i,-0.0073074-0.0010673i,-0.0071361-0.0029992i,-0.0038807-0.0055155i,-5.6395e-05-0.0072228i,0.00075578-0.0089214i
0.0033364-0.00026922i,0.010879+0.0014847i,0.013509+0.0060413i,0.007377+0.011162i,0.0015087+0.01042i,0.0017833+0.0081765i,0.002242+0.0039388i,0.0031151-0.0016917i,0.0059554-0.0034566i,0.0096339-0.0030473i,0.0099316-0.0034535i,0.0058733-0.0024052i,0.0018194-0.0013713i,0.0018953-0.0024876i,0.0022063-0.0034535i,-3.0424e-05-0.004555i,-0.0025186-0.004658i,-0.001912-0.0043562i,0.00083762-0.0041701i,0.0013594-0.0013924i,0.00074087+0.0032195i,0.0023491+0.0067002i,0.005276+0.0087754i
0.0006957+0.0043482i,-0.0016046+0.0067516i,-0.0056553+0.0034794i,-0.0097117-0.0042142i,-0.011402-0.006657i,-0.0094981-0.0064945i,-0.0017241-0.007491i,0.0044922-0.0085384i,0.0043722-0.007372i,0.00077267-0.00222i,-0.0027533+0.0034919i,-0.004908+0.0051713i,-0.0070034+0.0053372i,-0.0078974+0.0067579i,-0.0061955+0.0080426i,-0.0017569+0.0088553i,0.0023631+0.0093748i,0.0038605+0.0094354i,0.0030011+0.0094033i,0.0012339+0.0079359i,-0.0013727+0.004705i,-0.0054823+0.0016646i,-0.0078323-0.00059677i
0.0019693-0.0020715i,0.0046576-0.0031802i,0.010005-0.0036959i,0.010082-0.0026063i,0.0057439-0.00070033i,0.0061823+0.0014048i,0.0093933+0.0040046i,0.011557+0.0034157i,0.010241-0.001113i,0.0050029-0.0064885i,0.00014856-0.0075418i,-0.00088584-0.0039675i,-0.0003836-0.0008367i,-0.00011443-0.00020835i,0.00087117-0.0017578i,0.00023318-0.0016256i,-0.002332+0.00033449i,-0.0037434+0.00081009i,-0.0040496+0.00081355i,-0.0016802-0.00030401i,0.0030319-0.0014775i,0.0067739-0.0031924i,0.0072319-0.0052878i
0.0050695+0.00024217i,0.0079112+0.0042658i,0.0054125+0.0048148i,-0.0025898+0.0023433i,-0.0087702+0.0045686i,-0.0084437+0.0094213i,-0.0038717+0.0091291i,9.294e-05+0.0081696i,0.0032034+0.0077973i,0.0050991+0.0048583i,0.005196+0.0025349i,0.004215+0.003203i,0.0032389+0.0046488i,0.0034511+0.0071073i,0.005079+0.0084886i,0.0075723+0.0049936i,0.0077769-0.0014908i,0.0058104-0.0049438i,0.0043728-0.0052379i,0.0023684-0.0035666i,-0.00071616-0.00082152i,-0.0018669+0.0029898i,-0.00057147+0.0058199i
0.0012051+0.0004603i,0.00063145-0.00039814i,0.0028721-0.0028548i,0.0044638-0.0027212i,0.0016211-0.0019017i,-0.00045808-0.0013846i,-0.00076157+0.0012983i,-0.0027584+0.003317i,-0.0028138+0.0040288i,-0.0021837+0.0017741i,-0.0028414-0.00074494i,-0.0014468-0.00076623i,0.0011764-0.0022975i,0.0004236-0.0044694i,-0.0024665-0.0038437i,-0.0024454-0.00099125i,-0.0001764+0.0016814i,0.0010973+0.003884i,0.001757+0.0049554i,0.0013945+0.003632i,-0.00080129-0.00088806i,-0.0032732-0.0051726i,-0.0047117-0.0056434i
0.0011151-0.00096802i,0.0053176-0.0014254i,0.0059426+0.0010008i,0.00096527+0.0042309i,-0.003351+0.006295i,-0.0045841+0.0065346i,-0.0046307+0.0032197i,-0.0033161-0.00091884i,-0.0010123-0.001873i,0.0026674-0.0021877i,0.0051382-0.00436i,0.0055277-0.0047365i,0.0080137-0.0029617i,0.010574-0.0036227i,0.0094942-0.00523i,0.0055276-0.0055177i,1.9084e-05-0.0059583i,-0.0044466-0.0058093i,-0.0051942-0.0043424i,-0.0030273-0.001268i,-2.0771e-05+0.0029025i,0.0037659+0.005044i,0.0055273+0.003168i
-0.0019503+0.0025153i,0.00043536+0.0044897i,0.0027826+0.004113i,0.0015956+1.2953e-06i,-0.0017828-0.00042345i,-0.003228-0.00093638i,-7.2979e-05-0.0050181i,0.003576-0.007253i,0.0044246-0.0045827i,0.0040734+0.00098748i,0.0030486+0.003495i,0.00022141+0.002327i,-0.002737+0.00072004i,-0.0036522+0.00023439i,-0.003895+1.6653e-05i,-0.0030402-6.3372e-05i,-0.00030011-0.0015231i,0.0024874-0.0026614i,0.0038261-0.0020602i,0.0018486-0.0021461i,-0.0026545-0.0020524i,-0.0051173+0.00043929i,-0.004023+0.002773i
0.0011293-0.0016284i,-4.7515e-06-0.0012761i,-0.00041603-0.00042539i,-0.0027162+0.00093382i,-0.0043635+0.0032174i,3.6643e-05+0.0040079i,0.0069855+0.0019869i,0.011389-0.0015315i,0.010284-0.0052128i,0.0041168-0.0060824i,-0.0015098-0.0036298i,-0.0040756-0.0021792i,-0.004833-0.0035086i,-0.0037835-0.0054961i,-0.0025236-0.0060092i,-0.0033647-0.0033138i,-0.0038759+0.0020075i,-0.003938+0.006554i,-0.0048332+0.0068807i,-0.0038406+0.0044386i,-0.00030312+0.0018787i,0.0016702-0.0013358i,0.00053013-0.0027447i
