-0.00050852-0.0002218i,-0.00083917+0.0006i,-0.0022942+0.00054868i,-0.0032111-0.00013441i,-0.0036376+0.00037964i,-0.0031065+0.0018153i,-0.00093438+0.0019424i,0.0010699+0.0010924i,0.0014738+0.00046232i,0.0011568-0.00066004i,0.00062947-0.0015096i,-0.00014684-0.001089i,-0.00091841+6.8282e-05i,-0.001607+0.00022122i,-0.00083738-0.00041269i,-0.00030903-0.00027168i,-0.00037585+0.00058977i,0.00047666+0.00021793i,0.00079028-0.00057769i,0.00030869-0.00049204i,-0.00020708-0.0010387i,-0.00050521-0.0010066i,-0.00095257-5.4945e-05i
0.094363-0.032435i,0.031205+0.012429i,0.010447+0.088532i,0.015979+0.11744i,0.002867+0.096978i,-0.013879+0.062629i,-0.013837+0.028282i,-0.0067434+0.010754i,0.0017738+0.0061586i,0.0061456+0.001823i,0.0059586+0.0022554i,0.0070884+0.0058891i,0.0090494+0.0039691i,0.0088964-0.00023192i,0.007346-0.002251i,0.0049883-0.0035987i,0.0037689-0.0037326i,0.0043752-0.0015515i,0.004406-0.004511i,-3.4071e-05-0.016715i,-0.0049368-0.023976i,-0.0063652-0.018111i,-0.0084617-0.0096973i
0.0031548+0.087739i,0.017848-0.014569i,-0.013038-0.095115i,-0.024552-0.10812i,-0.00043643-0.092206i,0.018925-0.069922i,0.01429-0.041415i,-0.00059705-0.019945i,-0.0078072-0.00564i,-0.0032878+0.00046918i,-0.00085536-0.0044977i,-0.0041119-0.0075211i,-0.0037575-0.0024942i,-0.0011367+0.002841i,-0.00065809+0.0047684i,0.0016285+0.0034258i,0.0041098-0.00068983i,0.003227-0.0047881i,0.0035301-0.0025748i,0.0087176+0.0080532i,0.011206+0.016979i,0.0085266+0.015932i,0.0081205+0.010137i
-0.092475-0.031631i,-0.030494+0.063433i,0.031998+0.10584i,0.033148+0.11005i,0.0039392+0.11247i,-0.0063882+0.0911i,-0.0015784+0.044869i,-0.0015289+0.012902i,-0.0040693+0.004581i,-0.004528+0.0047186i,-0.0021732+0.0075337i,-0.00055859+0.005432i,-0.0055162-0.00098979i,-0.010295-0.0034999i,-0.0085327-0.0025149i,-0.0053011-0.0015108i,-0.0039272+0.00094644i,-0.0036685+0.0052418i,-0.0066362+0.0049833i,-0.012939-0.0039576i,-0.015056-0.014002i,-0.01228-0.014886i,-0.010892-0.0087367i
0.077291-0.081967i,-0.019143-0.10483i,-0.074484-0.09599i,-0.06179-0.088222i,-0.025619-0.089708i,-0.0060205-0.071967i,-0.0030201-0.033049i,-0.0012074-0.0056325i,0.00084553-3.2885e-05i,0.0020371-0.0044605i,0.00077956-0.009789i,0.00030142-0.010357i,0.0052925-0.0072627i,0.0091334-0.005693i,0.0066702-0.0055329i,0.0014582-0.0046905i,-0.0024638-0.0048563i,-0.0031768-0.0051814i,0.00073703-0.0034228i,0.0092846+0.0047876i,0.015243+0.01565i,0.015528+0.016119i,0.015387+0.0079324i
0.022637+0.12509i,0.084998+0.085398i,0.097679+0.064535i,0.06642+0.071023i,0.02598+0.082932i,0.0082194+0.068007i,0.0029484+0.025727i,-0.005824+0.00062187i,-0.0062498+0.0040082i,0.0006526+0.0092175i,0.0055426+0.0099903i,0.006864+0.010356i,0.0030057+0.011371i,-7.8497e-05+0.012556i,0.0017334+0.010503i,0.0035676+0.0069959i,0.0041731+0.005506i,0.0059775+0.0058489i,0.0048394+0.0032048i,-0.0045099-0.0053162i,-0.014357-0.012354i,-0.018009-0.0093497i,-0.017805-0.0011587i
-0.11373-0.056658i,-0.10957-0.021235i,-0.10278-0.023536i,-0.071874-0.037715i,-0.019639-0.054058i,0.0091932-0.055968i,0.012955-0.032685i,0.0089736-0.014578i,0.00046942-0.01029i,-0.005346-0.0076111i,-0.0090007-0.0062347i,-0.011778-0.0051658i,-0.010379-0.0047014i,-0.0090497-0.0054181i,-0.0084941-0.0040735i,-0.0054817-0.0020237i,-0.0028343-0.0029102i,-0.0043265-0.0045789i,-0.0052698-0.0021123i,0.002826+0.0042104i,0.013176+0.0087125i,0.015205+0.0049079i,0.013601-0.0030004i
0.10882-0.053714i,0.085727-0.038807i,0.089536-0.010662i,0.056754+0.021548i,0.0016441+0.064432i,-0.014342+0.076092i,-0.012476+0.043238i,-0.013935+0.018932i,-0.0078036+0.014671i,0.00077942+0.010586i,0.0067204+0.004713i,0.0099594-0.0018853i,0.010095-0.0056234i,0.0097933-0.0054335i,0.0072457-0.004048i,0.0029005-0.0016289i,0.0024013+0.00058934i,0.0042685+0.00058603i,0.0022087-0.00059832i,-0.0075407-0.0025741i,-0.016447-0.0035889i,-0.016686+0.00083768i,-0.012182+0.0076945i
-0.008267+0.083707i,-0.04295+0.035404i,-0.079555+0.022882i,-0.047723-0.0059532i,-0.002313-0.064328i,0.0045832-0.084175i,0.0022003-0.053847i,0.0019343-0.027438i,-0.00077141-0.017811i,-0.0011464-0.011897i,-0.0013867-0.004889i,-0.0024761+0.0027161i,-0.0013369+0.0062891i,-0.00058347+0.0062403i,-0.0002069+0.0043755i,0.00060457+0.00073441i,0.00040432-0.0014364i,0.0003645-0.00041174i,0.0046761+0.0015368i,0.013827+0.003725i,0.019525+0.0044915i,0.016248-0.0004146i,0.010089-0.0070121i
-0.051704-0.025145i,0.042145-0.020147i,0.071476-0.051918i,0.024462-0.013638i,-0.00036288+0.069177i,0.011365+0.086299i,0.011862+0.04561i,0.0027316+0.021373i,0.0019896+0.020326i,0.0053601+0.017796i,0.0053748+0.0094478i,0.0025344+0.0015521i,-0.0018409-0.0019881i,-0.0045965-0.001962i,-0.0033621+0.00053916i,-0.00060387+0.0026289i,0.0001965+0.0017088i,-0.0012822+0.00029972i,-0.0048154+0.00092489i,-0.01192+8.1104e-05i,-0.017873-0.0012236i,-0.015836+0.0028768i,-0.0094466+0.0091716i
0.013391-0.059179i,-0.068033+0.017896i,-0.057655+0.074443i,-0.0084469+0.028985i,0.00046286-0.051943i,-0.013521-0.066647i,-0.012466-0.034812i,-0.010048-0.020721i,-0.017657-0.021566i,-0.020612-0.016968i,-0.015782-0.011125i,-0.0096777-0.0067164i,-0.0029509-0.0053535i,0.00043787-0.0063653i,-0.0013501-0.0069603i,-0.0040949-0.0060393i,-0.0038457-0.0045393i,-0.0023526-0.0034332i,-0.00079049-0.0036549i,0.0057417-0.0046944i,0.014084-0.0049827i,0.013381-0.0062554i,0.0073957-0.009418i
0.081756+0.044942i,0.078542-0.066835i,0.021446-0.097747i,-0.020122-0.026984i,-0.016306+0.058855i,0.0046425+0.073469i,0.0084282+0.038277i,0.0068665+0.019976i,0.01618+0.019618i,0.02349+0.014494i,0.022488+0.0070147i,0.01713+0.0019362i,0.01054+0.0021341i,0.0081064+0.0054843i,0.0090008+0.0068392i,0.0077563+0.0058392i,0.004358+0.0047349i,0.003134+0.0046503i,0.0032269+0.0053391i,-0.0027491+0.0075791i,-0.011553+0.0097616i,-0.011672+0.011869i,-0.0053933+0.013561i
-0.12236+0.057358i,-0.047887+0.1213i,0.007366+0.10907i,0.02455+0.034127i,0.01393-0.046583i,-0.0023151-0.068317i,-0.0052666-0.04327i,-0.012435-0.021853i,-0.02575-0.009076i,-0.027012+0.0012304i,-0.020603+0.0063809i,-0.014723+0.0080785i,-0.010822+0.0062463i,-0.010579+0.0039447i,-0.011705+0.0033756i,-0.0092323+0.0019828i,-0.0047451+0.00079074i,-0.0026088+0.00032413i,-0.00082691-0.0011169i,0.0054622-0.0048022i,0.011724-0.010268i,0.0093078-0.013323i,0.0022596-0.013011i
0.033224-0.1554i,-0.031215-0.14143i,-0.050768-0.10587i,-0.046029-0.027907i,-0.017244+0.061713i,0.018015+0.081708i,0.021312+0.04353i,0.014416+0.012772i,0.018518+0.00079561i,0.020638-0.0068301i,0.015467-0.012334i,0.0085002-0.014511i,0.0060437-0.013818i,0.0074507-0.012604i,0.0086757-0.010247i,0.0083644-0.0062329i,0.0052254-0.0040068i,0.00094441-0.0040179i,-0.0031882-0.0033936i,-0.0085564+0.0010358i,-0.012425+0.0083776i,-0.009952+0.013591i,-0.0029943+0.014121i
0.094071+0.12435i,0.092831+0.10133i,0.084097+0.095058i,0.065523+0.034931i,0.014595-0.041599i,-0.026623-0.057925i,-0.026325-0.032467i,-0.019597-0.0098839i,-0.021142+0.0033318i,-0.017733+0.010757i,-0.009168+0.012336i,-0.0024116+0.01172i,-0.00055107+0.011589i,-0.0014689+0.010856i,-0.0033282+0.0086229i,-0.0039732+0.0056752i,-0.0014844+0.0028812i,0.0014636+0.000867i,0.0027251-6.0106e-05i,0.0057038-0.0037453i,0.008722-0.010728i,0.0056483-0.014879i,-0.00020174-0.012993i
-0.13406+0.0025329i,-0.10061-0.036964i,-0.11354-0.066922i,-0.098656-0.015036i,-0.024701+0.045096i,0.028229+0.044482i,0.024365+0.01605i,0.010405+0.0011104i,0.010981-0.002198i,0.014441-0.0057608i,0.012292-0.0070573i,0.0074477-0.0054436i,0.003164-0.0054225i,-0.00020919-0.0055519i,0.00016945-0.0040188i,0.0017833-0.0021102i,-0.00042206-0.00027517i,-0.0031945+0.0020916i,-0.0039477+0.0045313i,-0.0058141+0.0087408i,-0.0083159+0.015853i,-0.0051605+0.018529i,0.0010085+0.015368i
0.043416-0.084103i,0.06276+0.0053635i,0.11873+0.034171i,0.10664-0.0063078i,0.030293-0.037827i,-0.016153-0.031235i,-0.014471-0.016873i,-0.011561-0.0075254i,-0.016513+0.0027672i,-0.015482+0.010209i,-0.012063+0.0092877i,-0.0099472+0.0062271i,-0.005225+0.0046587i,-0.0022704+0.0024044i,-0.0022332+0.0013846i,-0.0014296+0.0014977i,0.00031137-0.00037539i,0.00085321-0.0033142i,0.0016269-0.0051043i,0.0052379-0.0093408i,0.0064493-0.016671i,0.0015364-0.018855i,-0.0042809-0.014233i
0.065985+0.028834i,-0.039232-0.032989i,-0.12254-0.017612i,-0.1102+0.028213i,-0.038244+0.051657i,0.010609+0.040879i,0.013008+0.017911i,0.0069224+0.0015865i,0.0089113-0.0092876i,0.010195-0.016235i,0.011172-0.017919i,0.010373-0.016436i,0.0062431-0.012667i,0.0051984-0.0079278i,0.0070789-0.0049879i,0.0062526-0.0027568i,0.0040491+0.00036621i,0.0031952+0.0033418i,0.0011946+0.0063285i,-0.002481+0.01163i,-0.0035707+0.019211i,-0.00041079+0.021975i,0.0039679+0.017168i
-0.042861+0.085872i,0.07935+0.062149i,0.1316+0.011425i,0.10269-0.02774i,0.033216-0.042803i,-0.013062-0.03337i,-0.016471-0.016519i,-0.012057-0.00042635i,-0.011073+0.014495i,-0.0065639+0.022188i,-0.0038324+0.022219i,-0.0022551+0.020093i,-0.00073462+0.015335i,-0.0034901+0.011224i,-0.0052222+0.0099406i,-0.0038985+0.0075309i,-0.0031862+0.0031282i,-0.0031813+0.00053328i,-0.0018207-0.00083491i,-4.9167e-05-0.0068143i,0.00029531-0.015207i,-0.0023008-0.018108i,-0.0059286-0.014021i
-0.085482-0.11236i,-0.14378-0.031469i,-0.15338+0.014694i,-0.11609+0.039555i,-0.040879+0.048649i,0.017136+0.031743i,0.021122+0.0083324i,0.0038954-0.0056381i,-0.0051525-0.010946i,-0.0052711-0.014166i,-0.0027871-0.016513i,-0.0038239-0.015839i,-0.0046558-0.013328i,-0.0011607-0.013118i,0.0017308-0.012482i,0.0020826-0.0087769i,0.0020477-0.0053032i,0.0012609-0.0034812i,-0.00015287-0.0022513i,0.00093331+0.0027506i,0.0040474+0.011367i,0.0070056+0.016304i,0.0094567+0.013791i
0.1691-0.0052701i,0.1605-0.058012i,0.15776-0.064567i,0.12013-0.058542i,0.045326-0.03774i,-0.0072229-0.0090722i,-0.012137+0.0019233i,-0.0015057+0.0022803i,0.0046385+0.0053279i,0.008128+0.0087075i,0.0071375+0.0092933i,0.0049021+0.0073149i,0.005133+0.0067253i,0.0041778+0.0081256i,0.0028346+0.0076357i,0.0022495+0.0051716i,0.0015908+0.0027686i,0.0019508+0.0010351i,0.0018179-0.00061821i,-0.0011759-0.005814i,-0.0056775-0.014092i,-0.0099533-0.016852i,-0.01198-0.011944i
-0.092646+0.14603i,-0.08471+0.13039i,-0.11871+0.11357i,-0.10955+0.097643i,-0.050965+0.056923i,-0.0040749+0.012623i,0.0025656-0.0037125i,-0.0075487-0.0020401i,-0.0093367+0.0012967i,-0.0052348-0.00061542i,-0.0021308-0.0060786i,-0.0011917-0.008569i,-0.0020243-0.0072419i,-0.0023081-0.0058499i,-0.0011886-0.0043304i,-0.00066038-0.0013407i,-0.0013763+0.0010727i,-0.0022174+0.0020064i,-0.0024437+0.0048547i,-0.00090517+0.010344i,0.0041786+0.016077i,0.0093581+0.017085i,0.011108+0.011829i
-0.054893-0.13708i,0.0031311-0.11063i,0.076609-0.12236i,0.088496-0.11126i,0.050729-0.05767i,0.019024-0.013255i,0.0086127-0.0046233i,0.0038714-0.0069744i,-0.0010905-0.002461i,-0.0018543+0.0049026i,-0.0019535+0.010223i,-0.0016812+0.011897i,6.4084e-05+0.009188i,0.00052039+0.0058787i,-0.00056762+0.0043885i,-0.0012192+0.0019313i,-0.0017522-0.00062175i,-0.00091162-0.0026192i,0.00087043-0.0061237i,0.00045929-0.010746i,-0.0042604-0.015495i,-0.0093044-0.015998i,-0.010025-0.0098607i
0.11818+0.0031295i,0.021967+0.03613i,-0.048026+0.096465i,-0.067622+0.10996i,-0.04604+0.071212i,-0.016719+0.028026i,-0.0038512+0.0099434i,-0.0023086+0.0059548i,-0.00038181+0.00279i,0.0016079-0.0044045i,0.001212-0.012946i,-0.0017104-0.015008i,-0.0029745-0.010723i,-0.00030521-0.0072538i,0.0029313-0.0052356i,0.0038573-0.0025938i,0.0036262-0.00047294i,0.0029456+0.00048646i,0.0031279+0.0029909i,0.0050082+0.0091374i,0.0086155+0.015486i,0.012063+0.015778i,0.011512+0.010778i
-0.013582+0.10006i,0.04098-0.0046711i,0.060722-0.085931i,0.060139-0.10086i,0.037804-0.067008i,0.011911-0.028547i,-0.00075216-0.012958i,-0.0052977-0.0085398i,-0.003884-0.0014761i,0.0025386+0.0057151i,0.0071785+0.010196i,0.010369+0.011186i,0.0089865+0.0097243i,0.0041169+0.0098337i,0.00063705+0.0093568i,-0.00070523+0.0050763i,-0.0010068+0.0019504i,-0.0016366+0.0012742i,-0.0036773-0.00059819i,-0.0078949-0.005101i,-0.012992-0.011016i,-0.015809-0.012353i,-0.014101-0.0077757i
-0.11306-0.038087i,-0.086846+0.059706i,-0.069686+0.11072i,-0.061436+0.1135i,-0.037365+0.075827i,-0.0087592+0.028677i,0.0033992+0.004874i,0.0006036+0.00099147i,-0.0039279+0.0022432i,-0.0068316+5.998e-05i,-0.0088403-0.0048306i,-0.0086219-0.0049932i,-0.0058519-0.0030153i,-0.0038907-0.0048457i,-0.0025822-0.0059553i,-0.0007781-0.0044778i,-0.00065951-0.0028772i,-0.0010091-0.0022034i,0.0014529-0.00040252i,0.0068364+0.0035995i,0.013846+0.0083035i,0.018563+0.0096611i,0.017902+0.0061201i
0.10653-0.11625i,0.045459-0.14581i,0.034759-0.15207i,0.037423-0.12949i,0.025746-0.073225i,0.011183-0.01957i,0.003511-0.0010196i,-0.0011979-0.0021918i,-0.0027963-0.0022604i,0.001099+0.00014612i,0.0045247+0.0012673i,0.0042132-0.00042115i,0.003937-0.0013968i,0.0045142+0.00096547i,0.0041644+0.0029314i,0.0026552+0.0023332i,0.0019379+0.0012563i,0.0017167+0.00078549i,0.00019735-0.0011731i,-0.0033988-0.0045206i,-0.0095266-0.0066168i,-0.014006-0.0062185i,-0.013145-0.0021991i
0.049151+0.16486i,0.061832+0.14581i,0.026648+0.15124i,-0.0083908+0.13734i,-0.020826+0.087388i,-0.017609+0.032403i,-0.010232+0.0044548i,-0.0053314+0.00089048i,-0.0014678+0.0023215i,0.0008984+0.00045693i,0.00050303-0.0039326i,-0.00022921-0.0058521i,-0.0012705-0.0048013i,-0.003011-0.0044482i,-0.0027842-0.0031111i,-0.0012745-0.0010433i,-0.00041107+0.00018615i,0.00041356+0.0021658i,0.001904+0.004579i,0.0045685+0.0063474i,0.0085903+0.0068887i,0.010914+0.0050409i,0.0097298+0.001173i
-0.16436-0.035192i,-0.11703-0.042028i,-0.063132-0.093088i,-0.020227-0.10915i,0.0077976-0.07346i,0.018255-0.032539i,0.011749-0.014027i,0.00023522-0.0078526i,-0.0053731-0.00084276i,-0.0037043+0.0050656i,-8.5701e-05+0.0079167i,0.0014155+0.0081603i,0.0019681+0.0053109i,0.0011409+0.0030348i,-0.00025282+0.0031175i,-0.00038918+0.0024637i,-0.00091097+0.00061332i,-0.0020496-0.00079117i,-0.0040736-0.0020767i,-0.0072753-0.0046344i,-0.0096031-0.0064448i,-0.010472-0.004867i,-0.0091128-0.0010077i
0.098577-0.10906i,0.06843-0.039517i,0.052299+0.048127i,0.026268+0.091638i,0.0028452+0.077073i,-0.003794+0.041907i,-0.0009489+0.016509i,-0.0013766+0.0049152i,-0.0030244+0.00074608i,-0.0027702-0.0032156i,-0.0038591-0.0069388i,-0.0049572-0.0066642i,-0.0036221-0.0041809i,-0.0007693-0.0045968i,0.00097185-0.0064588i,0.00091689-0.0064988i,0.0019044-0.0049801i,0.003846-0.0033168i,0.0060271-0.001025i,0.0088493+0.0022746i,0.012439+0.0063416i,0.013121+0.0069468i,0.0099204+0.0037034i
0.067289+0.10767i,0.030515+0.021514i,-0.010894-0.050875i,-0.018863-0.082461i,-0.0087481-0.065835i,-0.0020094-0.032358i,-0.002093-0.012445i,-0.0040926-0.0046808i,-0.0013704+0.00044558i,0.004922+0.0033674i,0.0080447+0.0040631i,0.007346+0.0028882i,0.004967+0.002039i,0.0034594+0.0037935i,0.0033743+0.0058944i,0.0029818+0.0055783i,0.0010066+0.0046113i,-0.0016571+0.0047743i,-0.004256+0.0046059i,-0.008106+0.00093689i,-0.012906-0.0038074i,-0.015004-0.0041326i,-0.011372-0.0011037i
-0.11768+0.035582i,-0.039441+0.060514i,0.0089864+0.076472i,0.016556+0.084645i,0.0066869+0.064369i,0.00083812+0.029077i,0.00062342+0.0053002i,-0.00024186-0.00026686i,-0.0015242+0.00083834i,-0.0031263+0.0005874i,-0.0041789-0.00052434i,-0.0029036-0.00076058i,-0.0020557-0.00092354i,-0.0030906-0.0030863i,-0.0045509-0.004309i,-0.0046142-0.0041434i,-0.0037974-0.0041847i,-0.0019344-0.0037295i,0.00056723-0.003451i,0.0047297-0.0017742i,0.010442+0.00035838i,0.013029-0.00021878i,0.010521-0.001244i
0.0069176-0.14019i,-0.040532-0.10686i,-0.05466-0.092722i,-0.042783-0.083767i,-0.019963-0.055699i,-0.00075523-0.023277i,0.00524-0.0072726i,0.00034634-0.0028008i,-0.0028386-0.00096112i,-0.00046177-0.0011902i,0.0020593-0.00042203i,0.0025592+0.0011476i,0.0027177+0.00085601i,0.0031421+0.00017821i,0.0040273-0.00062322i,0.0039224-2.602e-05i,0.0028929+0.001511i,0.0017104+0.0019031i,-2.904e-05+0.0019763i,-0.0035261+0.0015516i,-0.0080659+0.00073088i,-0.0096576+0.00062239i,-0.007301+0.0013009i
0.13577+0.066513i,0.11988+0.035463i,0.092103+0.049147i,0.056429+0.065527i,0.022469+0.055377i,0.0027884+0.03162i,-0.0034748+0.011976i,-0.0033875+0.0014903i,-0.0023778-0.0004929i,-0.0020525+0.00072736i,-0.0018188-0.0021294i,-0.0017806-0.005245i,-0.00051374-0.0032797i,0.00049104-0.00068749i,-0.00051843-4.6476e-05i,-0.0017973+0.00015743i,-0.0020378+4.1903e-05i,-0.0003929-0.0006233i,0.0021973-0.00072461i,0.0055836-0.00049945i,0.0089218+0.0004291i,0.0088167+0.00018882i,0.0048784-0.0017319i
-0.11999+0.090422i,-0.091587+0.063992i,-0.080133+0.0084312i,-0.059958-0.030803i,-0.030813-0.034754i,-0.0081346-0.02337i,0.00091106-0.013499i,4.3118e-05-0.0065572i,-0.0012732-0.0012184i,0.00057493+0.00101i,0.0034216+0.0015061i,0.0040447+0.0016516i,0.0018307+0.00099248i,-0.00060754+0.0012392i,-0.00085065+0.0020768i,0.00079902+0.0024772i,0.00092993+0.0023936i,0.00024423+0.0029241i,-0.00046091+0.004457i,-0.003555+0.003699i,-0.0071277+9.0025e-07i,-0.0075613-0.0018519i,-0.0056522-0.0010799i
-0.025839-0.14434i,-0.0087581-0.08663i,0.026626-0.024245i,0.036951+0.02046i,0.02385+0.03247i,0.011677+0.023292i,0.0052831+0.0093623i,-0.00052292+0.0021773i,-0.0033965+0.0017848i,-0.0031765+0.00080408i,-0.0041632-0.00087481i,-0.0040943-0.0012021i,-0.0012539-0.0026682i,0.00012989-0.0052469i,-0.0014107-0.005857i,-0.0021826-0.0038417i,-0.0019864-0.0024907i,-0.001848-0.0031798i,-0.00030315-0.0036209i,0.0038301-0.0025848i,0.0083385+0.00051267i,0.0093643+0.002978i,0.0064356+0.0023911i
0.13302+0.028827i,0.072326+0.0099398i,0.0073639-0.006486i,-0.025528-0.022707i,-0.023726-0.021627i,-0.010939-0.010661i,-0.0032331-0.0043302i,-0.0035425-0.0025975i,-0.0045956-0.00061072i,-0.0010867+0.00053765i,0.0029684+0.00077676i,0.0027713+0.0013793i,0.0012959+0.0030583i,0.0023878+0.0047981i,0.0043169+0.0047788i,0.0047827+0.0040248i,0.0039141+0.0030731i,0.0028353+0.0022728i,0.00099869+0.0019083i,-0.0026244+0.001055i,-0.0074541-9.8202e-05i,-0.009399+0.00037566i,-0.0077298+0.00088339i
-0.07112+0.10697i,-0.02245+0.069893i,0.013933+0.0396i,0.026817+0.0341i,0.018673+0.030576i,0.0084868+0.01775i,0.0018446+0.0060553i,-0.0014441+0.0014637i,0.00014349+0.0012914i,0.0019487+0.0019525i,0.00082751+0.00076466i,-0.0010849-0.0017063i,-0.0025607-0.0023296i,-0.0049594-0.00092973i,-0.0057589+0.0010231i,-0.0048377+0.0015952i,-0.0037383+0.0010001i,-0.0025249+0.00028028i,-0.00092748-0.00057989i,0.002633-0.00061942i,0.0070719-0.00020553i,0.0081016-0.00063953i,0.0059584-0.00079791i
-0.073729-0.10562i,-0.064535-0.059972i,-0.055589-0.032481i,-0.046547-0.023607i,-0.028618-0.018659i,-0.0095259-0.012682i,-0.00038796-0.0086049i,-0.0010983-0.0042899i,-0.0027747+8.4827e-05i,-0.0014662+0.001271i,0.00123+0.00037638i,0.0025548+0.00043661i,0.0019167-0.00013343i,0.0015828-0.0012093i,0.0023779-0.0024379i,0.0028361-0.0027519i,0.00261-0.0024926i,0.0019254-0.00075848i,-2.3537e-05+0.001839i,-0.0030399+0.0028401i,-0.0058082+0.0025516i,-0.0052896+0.0019127i,-0.0040363+0.00031881i
0.12572-0.024539i,0.090291-0.02801i,0.066183-0.011961i,0.04745+0.0088129i,0.027609+0.018367i,0.013114+0.015068i,0.0055611+0.0074484i,0.00042941+0.00094265i,-0.0011871-0.00077974i,0.00038301-0.00054109i,0.00040734-0.0017755i,-0.00023085-0.0012875i,0.0013763-0.00027729i,0.00277-0.00083303i,0.0025746-0.00048735i,0.0012572+0.00035498i,-0.00035413+1.2945e-05i,-0.00075227-0.0014714i,0.00025441-0.0024695i,0.0025233-0.0024875i,0.004361-0.001436i,0.0055323-7.8265e-05i,0.0054806+0.00077481i
-0.025863+0.12129i,-0.021006+0.081655i,-0.031494+0.040792i,-0.035775+0.010821i,-0.026652-0.0014817i,-0.012593-0.0049836i,-0.0042473-0.005996i,-0.0029242-0.0029529i,-0.0023799+0.0010625i,-0.0011693+0.0035791i,-4.1071e-05+0.0030849i,-2.1234e-05+0.0015652i,-0.0017446+0.0022932i,-0.0026899+0.0047111i,-0.0021536+0.0047092i,-0.0010004+0.0026497i,0.00039611+0.001943i,0.0012016+0.002509i,0.0011771+0.0031549i,-0.0010704+0.0039534i,-0.0046713+0.0030607i,-0.0074935+0.00030137i,-0.0074182-0.00069382i
-0.092255-0.06692i,-0.052775-0.044445i,-0.0082098-0.025098i,0.014688-0.0054045i,0.013608+0.005336i,0.0067953+0.0053238i,0.0018346-0.00015831i,-0.0016896-0.0030265i,-0.0019802-0.0026675i,-0.00083373-0.0038968i,0.0011067-0.0048761i,0.0029129-0.005026i,0.0023095-0.0068592i,-0.0008066-0.0079725i,-0.003105-0.005767i,-0.0021179-0.0022699i,-0.00096198-0.00082398i,-0.00095173-0.0010182i,-0.00055626-0.0021851i,0.0013815-0.002663i,0.0039693-0.0015339i,0.0058016-0.0013947i,0.0053228-0.0021264i
0.098153-0.059469i,0.057659-0.036254i,0.016551-0.013694i,-0.010388-0.0051664i,-0.012961-0.0029818i,-0.0053659-0.0022949i,-0.00035766-0.00386i,-0.0012611-0.0044295i,-0.0021928+8.056e-05i,0.00048566+0.004184i,0.0013541+0.0046463i,0.0017044+0.0050308i,0.0046619+0.0054904i,0.0069549+0.0038925i,0.0068005+0.0010364i,0.0049068+0.00010461i,0.0023542+0.00088353i,-1.756e-05+0.0012358i,-0.0013477+0.0015768i,-0.0018039+0.0022293i,-0.0033817+0.0027356i,-0.0050048+0.0031109i,-0.0042577+0.0029032i
0.018355+0.11012i,0.016664+0.068202i,0.019378+0.030923i,0.022501+0.014727i,0.016529+0.012674i,0.0084608+0.010025i,0.0020536+0.0044688i,-0.0022872+0.00099199i,-0.0040069+0.00034985i,-0.0032678-0.0010227i,-0.0026233-0.0041383i,-0.0038076-0.0055452i,-0.00562-0.003559i,-0.0060119-0.0006344i,-0.0041146+0.00073095i,-0.0022472+0.00059013i,-0.00092659-0.0010602i,-0.00010378-0.002341i,0.00035258-0.0031145i,0.0020283-0.0034633i,0.0037386-0.0022324i,0.0036208+0.0002873i,0.0024429+0.0010023i
-0.10178-0.026404i,-0.068404-0.016678i,-0.045233-0.0064613i,-0.032941+0.00055527i,-0.022092+0.0011146i,-0.011331-0.001069i,-0.0045024-0.0034024i,-0.0028779-0.0023407i,-0.00083036+0.0014953i,0.0029823+0.0045545i,0.0052942+0.0052067i,0.005586+0.0028064i,0.0035319-0.00088798i,0.0011972-0.0022358i,0.0013399-0.0011069i,0.0022043-0.00023629i,0.0020238+0.00072485i,0.0017183+0.0027527i,0.0019512+0.0039169i,0.0013669+0.0044062i,-0.0006048+0.0036286i,-0.0028644+0.0012203i,-0.0041982+0.0001081i
0.066144-0.081697i,0.050436-0.055199i,0.03451-0.032406i,0.020062-0.013575i,0.011306-0.0011973i,0.0083212+0.0023189i,0.0055319+0.00084527i,0.00071477-0.00040915i,-0.0021726+0.00071715i,-0.0021573-0.0006423i,-0.0024603-0.0036084i,-0.0025937-0.0034117i,-0.00099361-0.0018761i,-0.00066489-0.0023745i,-0.0010958-0.0022267i,-0.0015765-0.0010185i,-0.0018913-0.0011981i,-0.0025708-0.0016052i,-0.003352-0.0017442i,-0.0020797-0.002412i,0.000759-0.0020361i,0.0038454-0.00065177i,0.0060609-0.00091462i
0.04318+0.081381i,0.019219+0.056957i,-0.0010775+0.033245i,-0.011662+0.016338i,-0.011892+0.0096188i,-0.0057394+0.0060517i,-0.0012392+0.0014008i,-0.0014516-0.00042209i,-0.0011607+0.00058013i,0.0018151+0.0021177i,0.0038661+0.0033342i,0.0034789+0.0046177i,0.0034492+0.0058949i,0.0040413+0.0054451i,0.0039726+0.0028246i,0.0028461+0.00046775i,0.0021942-0.00021789i,0.0030363-0.00034469i,0.003287-0.0010376i,0.0020551+5.3994e-05i,-0.00031574+0.0013292i,-0.0027307+0.0016814i,-0.0035333+0.0036743i
