-0.00050852-0.0002218i,-0.00083917+0.0006i,-0.0022942+0.00054868i,-0.0032111-0.00013441i,-0.0036376+0.00037964i,-0.0031065+0.0018153i,-0.00093438+0.0019424i,0.0010699+0.0010924i,0.0014738+0.00046232i,0.0011568-0.00066004i,0.00062947-0.0015096i,-0.00014684-0.001089i,-0.00091841+6.8282e-05i,-0.001607+0.00022122i,-0.00083738-0.00041269i,-0.00030903-0.00027168i,-0.00037585+0.00058977i,0.00047666+0.00021793i,0.00079028-0.00057769i,0.00030869-0.00049204i,-0.00020708-0.0010387i,-0.00050521-0.0010066i,-0.00095257-5.4945e-05i
5.4199e-05+4.2832e-05i,-2.7032e-05-1.5724e-07i,0.00013711+0.00038487i,0.00069702+0.001124i,0.00020852+0.0024324i,-0.00018828+0.0018275i,0.00095174-3.6988e-05i,0.00043598-0.00031191i,-0.0011325+0.00032755i,-0.00022724+0.00018423i,0.00086859-0.00058793i,0.00035041-0.0002686i,0.00048103+0.00024462i,0.0007218-4.5903e-06i,0.00058375-0.00059772i,0.00061993-0.00079793i,0.00049208-0.00042441i,0.0002258-0.00088281i,0.00024831-0.0011071i,0.00010722-0.00037662i,-0.00014849+0.00040665i,0.00058539+0.00057245i,0.0010145+0.00071791i
0.00056971-0.00047611i,0.0015115+0.0003703i,0.00041914+0.00033907i,-0.0014756+0.00043103i,-0.0013249+0.00074969i,-7.107e-05+0.00033394i,0.00031293+9.0443e-05i,-0.00097206-0.00077418i,-0.0016004-0.0011474i,-0.00059367-3.2987e-05i,3.078e-06+0.00059948i,-4.7969e-05+0.00063589i,0.00011415+0.00021269i,0.0009853+0.00010051i,0.00096929+0.00028545i,0.00072674-9.027e-05i,0.00043535-9.9701e-05i,0.00066151+0.00097446i,0.0005418+0.0018508i,-0.0011373+0.0013902i,-0.0017498+0.00032243i,-0.0010544-0.00028035i,-0.00043635-0.0006263i
0.00023915+0.00098097i,-0.00084947+0.00054753i,-0.0018929-0.00033085i,-0.0026048+0.0002883i,-0.0027451+0.001039i,-0.0014936+0.0012223i,0.00057293+0.00014143i,0.0006316-0.00121i,-0.00048354-0.0012163i,-0.00078789-5.02e-05i,-0.00021477-9.6741e-05i,0.00010209+6.6168e-06i,-0.00027997+0.00046778i,-0.00052473+0.00062307i,-0.00038827+0.0010455i,-0.00018266+0.0012281i,-0.00041111+0.0012463i,-0.00069+0.0010009i,5.8863e-05+0.00084246i,0.00055216+0.00048861i,4.75e-05+3.234e-05i,-0.00013887-0.00029568i,1.5579e-05-0.0002011i
0.00084633+0.00068268i,0.0021995-0.00050526i,0.0017567-0.00057606i,0.0001749-9.2729e-05i,-0.00090694+0.00068253i,-0.00069285+0.0011045i,0.0004848+0.00061898i,0.00042112-0.00062024i,-0.0004141-0.00026404i,-3.7862e-06+0.00048295i,0.00042407+0.00033948i,0.00020823+0.00076528i,-0.00015665+0.00055074i,-0.00043051-0.0006676i,-3.4316e-05-0.0010452i,7.4125e-05-0.00046007i,-0.00083703-0.00064026i,-0.00095299-0.00021818i,-0.00041382+0.0010889i,-0.00018407+0.0013151i,0.00019906+0.00079286i,-6.7727e-06+0.00027884i,-0.00011886+0.00036584i
-0.00033895+7.0619e-07i,7.9623e-05-0.00022395i,-0.0011216-5.5799e-05i,-0.0030243+0.0012998i,-0.0032838+0.0027429i,-0.0022226+0.0017792i,-0.00041274+9.7946e-05i,-0.00024875-0.00076429i,-0.0017139-0.00042571i,-0.0013646+0.00010049i,-0.00051752-0.00020699i,0.00035086-0.00048893i,0.0006183-6.6776e-05i,2.2212e-05+0.00033207i,-0.00033268+0.0004507i,-4.1401e-05+0.00012897i,0.0006102-0.00020621i,0.00089069+0.00016728i,0.00018227+0.00033506i,-0.0006795-0.00012897i,-0.00048544-0.00016967i,-0.00025403-0.00047374i,-0.00082411-0.00014378i
-0.00014198-2.6352e-05i,0.00096522+0.00057575i,0.00081447+0.00032137i,-0.00084603+0.00010582i,-0.001265+0.0012187i,-0.00016598+0.0011408i,0.00095311-0.00075849i,0.00040851-0.001954i,-0.0010261-0.0017364i,-0.00059027-0.001554i,0.00049507-0.0011601i,0.00037187-0.00085166i,-0.00029066+0.00024295i,-0.00043369+0.0016239i,2.1293e-05+0.0011261i,0.0004181+0.00056186i,9.9423e-07+0.00050436i,0.00036613+0.00039535i,0.0010725+3.2914e-05i,0.00050391+0.00015937i,-0.00076452+0.0001653i,-0.0005429+0.00037493i,-0.00052036+0.0011153i
0.001953-0.0011844i,0.0017377-0.00045028i,0.00077928+4.755e-05i,-0.0012901-2.9079e-05i,-0.0020797-0.00034656i,-0.0009473+0.0005092i,0.00015154-3.8879e-05i,0.00078937-0.0012668i,0.0001201-0.00092209i,-0.00055803+7.1419e-05i,-0.00040066+0.0003679i,0.00023466+0.00038129i,0.00090109+0.00080018i,0.0011575+0.00092499i,0.00082826+0.00094008i,-8.0898e-05+0.00071958i,-0.00015746+3.8569e-05i,0.00031011-0.00050613i,0.00019128-0.00025223i,5.8556e-05-0.00022472i,9.6196e-07-0.00057473i,-7.4143e-05-0.00067701i,0.00029648-0.00062849i
0.0009102+0.0023324i,0.001143+0.0018703i,0.0013612+0.0011185i,0.00043012+0.00089516i,-0.00057484+0.00075434i,-0.00017357+0.00026476i,0.00015303-0.00082028i,-0.00077549-0.0013662i,-0.001381-0.00025669i,-0.00086523+0.00097859i,-0.00084872+5.3994e-05i,-0.00066354-0.0006978i,-0.00038113-0.0011892i,-0.00038467-0.0017332i,0.0002539-0.0013251i,0.00048711-0.00059006i,0.00067455-0.00134i,0.0012615-0.0015629i,0.00081736-0.00035061i,-2.3739e-07+1.6288e-05i,0.0001873-0.00025758i,0.00040123+7.3582e-05i,-7.1013e-05+0.00039934i
-0.001229+0.0010428i,-0.00094753+0.001821i,-0.00075446+0.0014967i,-0.0011011+0.0013502i,-0.0011391+0.001775i,-8.3728e-05+0.00074197i,0.00026564-0.0010009i,-0.00032559-0.0016721i,-0.0008987-0.00029785i,-0.0013453+0.0010894i,-0.00076237+0.00086856i,0.00032613+0.00093101i,0.00014772+0.00043709i,-7.1239e-05-0.00059485i,-0.0001152-0.00040853i,-8.8261e-05+2.9429e-05i,4.1803e-05+0.00060476i,-3.4147e-05+0.0010916i,-0.00067723+0.0012382i,-0.0011848+0.0011727i,-0.0013947+0.0011699i,-0.00065108+0.0010394i,-0.00011453+0.0005977i
0.002441+0.00052241i,0.003622+7.2581e-05i,0.0031441-0.00070358i,0.0010355-0.00087196i,-0.00079313-0.00040643i,-0.00042874+0.000189i,0.00091752-0.00020082i,0.00062948-0.0010999i,0.00029624-0.0013223i,0.0010759-0.0010735i,0.001399-0.0010475i,0.00057146-0.00038338i,-0.00080477-0.00041686i,-0.00053679-0.00033617i,-0.00013512+0.00058833i,-0.00092377+0.00051194i,-0.00063741+0.00073122i,-1.4864e-05+0.0011544i,0.0001462+0.00090685i,0.00026858+0.00013981i,-0.00024403+0.00073555i,1.5228e-05+0.0016358i,0.00077804+0.00092946i
-0.00079395+0.00052173i,0.0001004+0.0010413i,9.4205e-05+0.00046656i,-0.0012097+0.00011512i,-0.002125+0.00088492i,-0.0011299+0.0012192i,-9.2173e-05+8.5273e-05i,-0.00062838-0.00093208i,-0.0010489-0.00069307i,-0.00045981-0.00021143i,0.00023711-0.00012536i,0.00041357+0.00010254i,0.00023685+0.0002286i,7.2293e-06-0.00072121i,-0.00012516-0.0010011i,-0.00022843-0.00033081i,0.00018987-0.00022017i,0.00087194-0.00032995i,0.00071872-0.00036254i,0.00013067-0.00037937i,-0.00019201-8.958e-05i,-0.00027046-7.0539e-05i,4.8743e-06+0.00044262i
0.00033533-0.0018854i,-0.00062039-0.0002164i,-0.0019737+0.00026509i,-0.0030934-3.4513e-05i,-0.0028262-0.00022704i,-0.0010817-7.1867e-05i,-0.00021209-7.0501e-05i,-0.0012575-0.00066014i,-0.0018309-0.00067713i,-0.00098174-0.00032222i,0.00066641+5.7273e-05i,0.00083349+1.6142e-05i,0.00044864+8.5883e-05i,0.00041141+0.00018965i,0.0002394-5.8953e-06i,0.00022013-0.00025831i,5.1126e-05+0.00019961i,0.00016043+0.00086482i,-6.9417e-05+0.00095246i,-0.00064713+0.00014859i,-0.00097814-0.00015363i,-0.00082126+0.00017271i,-0.00086525+0.00019929i
0.00065116+0.00077387i,0.0011414+0.00053032i,-0.00013771+0.00083988i,-0.0016508+0.001092i,-0.0014934+0.0019816i,-0.00019571+0.0017024i,0.00055959-0.00046629i,-0.00019643-0.001889i,-0.0010961-0.0015929i,-0.00064293-0.00076605i,0.00058757-0.00077517i,0.0011478-0.0015275i,0.0010189-0.0015943i,0.000622-0.00087404i,0.0003493-8.9314e-05i,0.00025964+0.0002368i,0.00030069-6.8842e-05i,0.00018169+0.00011191i,0.00037553+0.00026506i,0.00029863+0.00044483i,0.00044668+0.00029281i,0.00020567-0.00027071i,-0.00046709-5.2199e-05i
-0.00022202-0.00075976i,-0.00047547-0.00049452i,-0.00083801+0.00015414i,-0.001043+0.00076464i,-0.001856+0.0014464i,-0.0011488+0.0013835i,0.00066822-0.0002044i,0.0010017-0.0016835i,0.0001461-0.0014118i,0.00055324-0.0003874i,0.001567-0.00049174i,0.0013718-0.00071637i,0.00064796-0.0005334i,0.00016072-0.00015491i,-0.00052303+0.00043621i,-0.00055245+0.00034521i,-0.00050036+4.8388e-05i,-0.00070049-2.2702e-05i,6.0467e-05+0.00034094i,9.6953e-05+0.0010071i,-0.00014363+0.0010569i,-0.00036951+0.00057272i,0.00018152+0.00020265i
0.0026559+0.0011419i,0.0023432-0.00022211i,0.0021664-0.00038595i,0.00023633+0.00035604i,-0.002037+0.0009044i,-0.0018606+0.00018802i,-0.00089932-0.0007289i,-0.00080642-0.00042599i,-0.0007715+0.00034586i,-0.00023941+0.00069726i,0.00032971+0.0002751i,0.00091693-0.00043119i,0.0012618-0.00081594i,0.00050377-0.00085802i,-1.1515e-05-0.00043602i,-6.9067e-05-0.00057947i,-0.00072296-0.00042176i,-0.0010962+0.0003116i,-0.00031281+0.00060519i,0.00031613+0.00081108i,-0.00047981+0.0014368i,-0.0010738+0.001025i,-0.00033625+0.00035981i
0.0015052+0.0010014i,0.0024905+0.00037812i,0.0023191-0.00011032i,0.00095102-0.00059507i,-0.00043374-1.5954e-05i,-0.00027135-0.00011735i,-0.00019694-0.0010924i,-0.0010648-0.001463i,-0.0011182-0.0010394i,-0.0013703-0.00069915i,-0.0020921-0.00066584i,-0.0014357-0.00062399i,-0.0003571-0.0006275i,0.0001008-0.0010823i,0.00067338-0.00098191i,0.0010925-0.00058619i,0.00097677-0.00034957i,0.00087319+0.00018681i,0.00033172+0.0003908i,-0.00010469+0.00047053i,3.5514e-06+0.00028378i,2.4444e-05-0.00032156i,6.281e-05-0.00030191i
0.00088339-0.0029762i,0.0014905-0.0026794i,0.00043551-0.0018547i,-0.0023565-0.00057304i,-0.0033948+0.00018352i,-0.0013955+0.00054845i,0.0011962-7.2268e-05i,0.0016673-0.0012971i,0.00015961-0.0018906i,-0.00022985-0.0013387i,0.00027968-0.00090749i,5.3236e-05-0.00049822i,-0.00021921-2.1535e-05i,0.00018684+6.754e-05i,0.00042848+5.8254e-05i,-5.3634e-05+7.456e-05i,-0.00056301-0.00045504i,-0.00052476-0.00069756i,-3.1917e-05-0.00013548i,0.00046868+0.00027936i,0.00024201+5.275e-05i,-0.0004942-0.0001684i,-0.000907+0.00032237i
-0.0024852+0.00093659i,-0.0016662+0.0014991i,-0.0023011+0.0022883i,-0.0031335+0.0035601i,-0.0021718+0.0039271i,0.00029225+0.0029875i,0.0011485+0.0011141i,0.00064402-0.00022765i,0.00025685+0.00046802i,-0.00031318+0.001345i,0.00014064+0.0011566i,0.0013177+0.0010453i,0.00090314+0.00047503i,0.00016813+0.00029741i,5.037e-05+0.00055174i,0.0004014-0.00031357i,0.00013107-0.0010982i,-0.0003501-0.001014i,4.2135e-05-0.00072398i,-0.00012918-0.00010537i,-0.00034004+0.00047699i,-0.00068874+0.00066877i,-0.001423+0.00026701i
0.0022468+6.9061e-05i,0.0020636+0.00058569i,0.0010905+0.00013358i,-0.00047452+0.00030708i,-0.0016956+0.0013903i,-0.0015821+0.0015756i,-6.1519e-05+0.00069466i,5.6395e-05+0.00032128i,-0.00096254+0.00066501i,-0.0010082+0.00026322i,-0.00097846-0.00037109i,-0.00094001-0.00035029i,-0.0006639+0.00028194i,-0.0006764+2.7046e-05i,-0.00098703-9.9945e-05i,-0.0009881+0.00028755i,-9.3946e-05+0.00069694i,-5.3255e-05+0.00045339i,-0.0009245-0.00076011i,-0.00090553-0.0014164i,0.00012707-0.00089183i,0.00082469-0.00046803i,0.00042325-0.00097214i
-0.0012167+0.00014021i,0.00093224+0.001856i,0.0019395+0.0018695i,0.00066568+0.00088837i,-0.0002424+0.00084316i,0.00060739+0.0006399i,0.00082955-7.7124e-05i,-0.00036051-0.00062757i,-0.0012578-0.00049277i,-0.00092227+5.2021e-05i,-0.00078706-7.9032e-05i,9.2967e-06-0.00059587i,0.00054469-0.00010515i,-0.00023279+0.00061339i,-8.2594e-05+0.00088781i,0.00016251+0.00072422i,-0.00019007+0.00042933i,-0.00052631+0.00056714i,-0.00049582+0.0006275i,-0.00016902+0.00071322i,0.00011775+0.00059152i,0.00013082+2.0443e-05i,-0.00089738-0.00030485i
0.0013462-0.00089605i,0.00011276+0.00010305i,-0.00076994-0.00036819i,-0.0019158-0.0010105i,-0.0021479-0.00018156i,-0.00068952+0.00073809i,0.00085589+0.00096405i,0.00037377+0.00024102i,-0.00072438-0.00010685i,-0.00043628-0.00020824i,0.00044054+6.0981e-05i,0.0010832+0.00071967i,0.0016741+0.00042036i,0.0015353+0.00029427i,0.00084706+0.00031068i,6.3061e-06+0.00024883i,-0.00060588+0.00079751i,-0.00095058+0.00051151i,-0.00031467+0.00037087i,-0.00027176+0.00011749i,-0.0001186-0.00042008i,7.5275e-05+0.00014938i,-0.00047528+0.0006302i
0.001264-0.00062791i,0.00069302-0.00058849i,-0.0010125-0.0015825i,-0.0033394-0.0014589i,-0.004206+0.00055426i,-0.0029414+0.0017417i,-0.00062497+0.00050218i,-0.00024628-0.00073379i,-0.00096155-0.00018674i,-0.00073617+0.0001737i,-0.00068815+6.5715e-06i,-0.00064754+0.000816i,-0.00043257+0.00070844i,-0.0002395+0.00026271i,-0.00040093+0.00044502i,-7.1432e-05+0.00058803i,-0.00043508+0.00019201i,-0.00048911-0.00012633i,0.00033365-0.00033818i,8.7958e-05-0.00051007i,-0.00020374-0.00058149i,-0.00048107-0.00060698i,-0.00053049-0.00043092i
0.00097131-0.00025833i,0.0011925+0.00016948i,0.0013242-0.00038121i,-0.00046814-0.0008052i,-0.0016554+3.4033e-05i,-0.00037463+0.00071414i,0.0006881+0.00016529i,-0.00019554-0.0013328i,-0.00097798-0.0015531i,-0.00045693-0.00056071i,0.00073896+8.4731e-06i,0.00065024+3.429e-05i,0.00031023-4.0586e-05i,0.00043654-0.00044128i,0.0002723-0.00018834i,0.00019064-3.6954e-05i,0.00052143+0.00038066i,0.00090247+0.00023898i,0.0011366-8.1152e-05i,0.00085682+0.00048162i,0.00051948+0.00051153i,-7.6926e-05+0.00080165i,0.00020993+0.00060929i
0.00091517+0.001717i,0.0014367+0.00075923i,0.0010578+0.0005966i,0.00067272+0.00037361i,-0.00019136+0.00016327i,-0.00023162+0.00014923i,0.0013125-0.00041073i,0.0010299-0.0011206i,-0.00021258-0.0015801i,4.6012e-06-0.001243i,0.00061156-0.00025272i,0.00049868+0.00010513i,6.1656e-05+0.0003348i,0.00074989+0.00055124i,0.00080628+0.00014312i,-0.00010167-0.00055351i,-0.00025799-0.00017879i,0.0002977+0.00034302i,-0.00029864-0.00022253i,-0.00099138-0.0007047i,-0.00027994-0.0003141i,0.00026441+0.00045016i,-9.8683e-05+0.00062513i
0.0019597-0.0014367i,0.00071039-0.0011661i,-0.0010578-0.0019144i,-0.0020549-0.0018643i,-0.0030056+7.4303e-05i,-0.0018088+0.0015085i,5.8986e-05+0.00086821i,-0.00027292+6.2012e-06i,-0.00091377+8.7255e-05i,-0.00063599+0.00045029i,-1.1663e-05+0.00044882i,0.00055504+0.00013182i,0.00098845-0.00013686i,0.00088734-7.9195e-05i,0.00047326+0.00041634i,0.00019004+0.00048433i,-2.6261e-05-0.00028773i,0.00023195-0.00052359i,0.00097636+0.00043868i,0.0007567+8.1457e-05i,-0.00020958-0.0007404i,-0.00055388-0.00042525i,7.3611e-06-0.00028092i
0.0025162+0.0013543i,0.002457+0.00052132i,0.0025199+0.00027827i,0.0013809-0.0013237i,-0.00064132-0.0012088i,-0.001319+0.00076907i,-0.00013288-8.3663e-05i,-0.00015804-0.0013838i,-0.00096562-0.00073073i,-0.00087461-0.00078559i,-0.00054676-0.00076338i,-0.00021486-0.00010654i,0.00054426+0.00031029i,0.00046964+1.6944e-05i,0.00025791-0.00033241i,0.00028674-0.00034229i,1.9026e-05+0.00041326i,-0.00016388+0.00059937i,0.00025881+0.00031625i,0.00067067+0.00015339i,0.0007021+0.00029124i,0.00058754+7.7769e-05i,-0.00010257-0.00021911i
0.00083223-0.00098304i,0.00057459-4.7475e-05i,0.00070958-0.00020608i,-8.3467e-05-0.0012326i,-0.0014266-0.0012283i,-0.0014461-0.00081977i,2.0743e-05-0.0015651i,0.00034657-0.002727i,-0.0010469-0.0019342i,-0.0012023-0.00018812i,-0.00035055-3.3699e-05i,-0.00010106-0.0008607i,0.00023453-0.00063563i,0.0003509+0.00012854i,0.00034576-4.7026e-05i,0.00096143-0.00053685i,0.0008036-0.00085482i,-5.8687e-05-0.00053699i,-0.00044627-1.8926e-05i,-0.00033172-0.00051145i,1.1745e-05-0.00073416i,0.00013807-0.00040217i,0.00030582+0.00022524i
-0.0016213+0.00054169i,-0.0012279+0.00016873i,-0.0019981+0.00057178i,-0.0021898+0.0010869i,-0.0011801+0.0017598i,0.00024181+0.0015116i,0.00059326+0.00043934i,5.2875e-05-0.00052911i,-0.00032367-0.00043648i,-0.00074616+0.00016046i,-0.00060131-6.5766e-05i,0.00020241+0.00064884i,0.00071182+0.0006947i,0.00027708+0.00023501i,-0.00019178+0.00022895i,-2.4946e-05+0.00012368i,0.00025108+0.00069482i,0.00031808+0.0002008i,-0.00027712-0.0012666i,-0.00058567-0.0013877i,-8.691e-05-0.00076304i,-2.1917e-05-0.00020701i,0.0002635+0.00035019i
-0.0010421-0.0014576i,-8.9561e-05-0.0015127i,-0.0011899-0.0014606i,-0.0023938-0.00015113i,-0.0023897+0.001056i,-0.0014593+0.00089744i,-0.00050025-0.00014531i,-0.0009443-0.00077298i,-0.0014095-8.2815e-05i,-0.0014929+0.00021451i,-0.0014582-0.00011438i,-0.0008679+0.00013495i,-0.00020939+0.00041432i,-0.00028269+0.00017855i,-0.00030755+0.00053115i,-0.00030213+0.001187i,-0.00013367+0.0010147i,-9.7434e-05+2.3314e-05i,2.7549e-05-7.8508e-05i,0.00045572-0.00020099i,-0.00031485-7.2798e-05i,-0.0013026+0.00012411i,-0.00070098-0.00019141i
0.0006083-0.00020294i,0.0008533-0.00080395i,-0.00047722-0.00052641i,-0.0025008+0.00037142i,-0.0026824+0.00094696i,-0.00096415+0.00090485i,5.6481e-05-0.00030451i,-0.00061778-0.0014885i,-0.00096707-0.0016402i,-0.00017772-0.00063599i,0.00036506+0.00030628i,0.00037101+0.00030073i,0.00069969-0.00018296i,0.0010577+0.00015838i,0.00083274+0.00018429i,0.0010444+0.00017401i,0.0015434+0.00053277i,0.00086777+9.5841e-05i,-0.00069098+0.00011427i,-0.0012298-3.2794e-05i,-0.00065181-0.00024506i,-0.0007749-0.00022374i,-0.00072445-0.00018246i
0.0011687+0.0011968i,0.0010913+0.00018098i,-0.00029679-0.0010888i,-0.0014266-0.0005114i,-0.0017362+0.00085092i,-0.00040002+0.0008494i,0.0012729+0.00024939i,0.0010433-5.7943e-05i,-0.00010084-0.00038301i,-0.00011492+0.00023992i,0.00022094+0.00087547i,-0.00035358+0.00062075i,-0.00039713+0.00036777i,-0.00040675+0.00027504i,-0.00070244+0.00058798i,-0.00025601+0.00078332i,-0.0002207+0.00053791i,-0.00026733-6.7239e-05i,-0.00023872-0.00031676i,-0.00066036-0.00060836i,-0.00073461-0.0011654i,-0.00053366-0.00061277i,-0.00060275+0.00045828i
-9.4668e-05-0.0018949i,0.00035251-0.001337i,-0.00032451-0.0013686i,-0.0018912-0.0019695i,-0.0023521-0.00072116i,-0.00155+0.000863i,-0.00061194-0.00029342i,-0.0011404-0.0014548i,-0.001993-0.00050129i,-0.0017023+0.00010823i,-0.001011-3.5721e-05i,2.5864e-05+0.00012608i,0.00050811+0.00031174i,0.00083434-0.00015154i,0.00096439-0.00017056i,0.00098074+0.00052429i,0.00092259+0.00040911i,0.00065412-0.000423i,3.8967e-05-0.0010096i,-0.00022514-0.0008872i,-0.00031364-0.00023634i,-0.00061609+0.00026959i,-0.00054567+0.00077983i
0.00066515+0.0036932i,0.001742+0.003227i,0.0027791+0.0029268i,0.0016862+0.0017578i,2.2036e-05+0.00095163i,4.7245e-07+0.0010954i,0.00056467+0.00076519i,-0.00088043-0.00090127i,-0.0023947-0.00075833i,-0.0011527+0.00019675i,0.00035071-0.00026218i,0.00035517-0.00047634i,-0.00039271-0.00067297i,-0.00039063-0.00069782i,0.0003005+0.00021524i,0.00021446+0.00018016i,-0.00046715-0.00065533i,-0.00058691-0.00073394i,0.00041603-9.2643e-05i,0.00075384+0.00046609i,0.00048053-0.00015536i,0.00032509-8.7541e-06i,0.000684+0.00059629i
-0.0012574+0.00010391i,-0.0007604+0.0012716i,-0.002128+0.0015374i,-0.0027017+0.0014066i,-0.0018923+0.001699i,-0.0001253+0.0013057i,0.00061307-0.0004235i,0.00015713-0.0015428i,6.9851e-05-0.00063945i,0.00019721+0.00035018i,0.00034755+0.0007598i,5.0451e-05+0.00094179i,-0.00024027+0.00050662i,6.1022e-06+0.00020375i,0.00033807-2.2306e-06i,0.00058042+0.00021279i,0.0011248+0.00054299i,0.0007891+0.00019126i,9.8073e-05+0.00025166i,-0.00015212+0.00089989i,-0.00025717+0.00054539i,0.00029732-7.8304e-05i,-5.9584e-05+0.00015398i
-0.0019193-0.0011628i,-0.0012383+0.00027831i,-0.0011082+0.00066744i,-0.0020776+0.0013991i,-0.0023766+0.002291i,-0.00066266+0.0023287i,3.1209e-05+0.0010258i,-0.00026875-0.00022534i,-0.00044604-0.00048295i,0.00022649+0.00052877i,0.00030062+0.00079567i,-0.00043473+6.9565e-05i,0.00026807-0.00052817i,0.00048914-8.5403e-05i,-0.00015956+0.00061934i,-3.5635e-05+0.00011415i,-3.9619e-05-0.00049701i,-0.00047154-9.4278e-05i,-0.000854+0.00027444i,-0.00082219-8.3837e-05i,-0.00023627-0.00069109i,-0.00011563-0.00049959i,-0.00034467-8.7723e-05i
0.0016818+0.0004348i,0.00044976+0.00051963i,0.00018405+0.00026822i,-0.00042221-0.00077911i,-0.0020616-0.00051136i,-0.0017609+0.00078096i,-0.00016677-0.00020246i,-0.00032792-0.0015662i,-0.0010156-0.0012354i,-0.0005414-0.00075581i,8.148e-05-0.00083003i,0.00029189-0.00070184i,0.00067527-0.00010615i,0.00061536+0.00030836i,0.00016806+0.00018699i,0.00011488+0.00077084i,-0.00033502+0.0012843i,-0.0010981+0.00087724i,-0.00027518+0.00055347i,0.00020308+0.0006892i,-0.00048277+0.00071642i,-0.00065629+0.00090085i,-0.00037488-0.0001857i
0.0010584+0.0010217i,0.0013101+0.00063587i,0.0013653-0.00016812i,-0.0003598-0.00038826i,-0.0016627+1.6244e-05i,-0.0013569+0.00081705i,0.00020911+0.00040611i,0.00072634-0.00073331i,-0.00012471-0.00093481i,5.6372e-06-0.00061798i,0.00013044-0.00090715i,-0.00069144-0.0013811i,-0.00054082-0.0010091i,0.00053277-0.00017551i,0.0016088-4.3671e-05i,0.0013038-0.00029125i,-3.6752e-05-6.2917e-06i,0.00010608-0.00010405i,3.4665e-05-8.4519e-05i,0.00015424+0.00047677i,0.00084383+0.00021309i,0.00051004-9.5413e-05i,0.00028876-0.00020481i
1.38e-05-0.0022123i,-0.00095789-0.0011413i,-0.0021471-0.0012868i,-0.0032621-0.0013825i,-0.0030984-7.1794e-05i,-0.0024999+0.00083849i,-0.0018508-0.00015459i,-0.0011188-0.00055478i,-0.0010691+0.00035816i,-0.0012133+0.00094594i,-0.00059774+0.00096979i,-0.00028833+0.0008064i,-0.00075677-0.00035079i,-0.0007959-0.0014705i,-0.001024-0.0012557i,-0.0011581-0.00041959i,-0.00038641+0.00018819i,-2.3381e-05+0.0011241i,-5.1932e-05+0.0014441i,0.00054918+0.00088444i,0.0008699-0.00051197i,0.00056376-0.0012755i,0.00034397-0.00060476i
0.0020707+0.00094252i,0.0023334-0.00046762i,0.0015336-0.00072341i,0.00030247-0.00048831i,-0.0010002+0.0003099i,-0.00085237+0.00097286i,-0.00090629+0.00013319i,-0.001391-0.0009855i,-0.0013832-0.00036001i,-0.00074137-2.1499e-06i,7.756e-05-0.00036471i,-3.5636e-05+0.00013126i,-0.00017085+0.00017241i,-0.00092246-0.00073483i,-0.0010228-8.9926e-05i,0.00021311+0.00097329i,0.00024588+0.00027266i,-0.00016697-0.0004845i,-4.6793e-05-0.00011542i,0.0003435+0.00023672i,0.00060734+0.00044098i,0.00014665+2.7237e-05i,-3.0903e-05-0.00086197i
0.0010288+0.00096701i,0.0017004+1.0921e-05i,0.0017304-8.9489e-05i,0.00070944-0.00040967i,-0.00090065-0.00048614i,-0.0011603-0.00026665i,-0.00032528-0.0010835i,3.9624e-05-0.0020623i,-0.00060462-0.0017625i,-0.00099811-0.00057617i,8.5711e-05-0.00023455i,0.00094065+0.00030032i,0.00032358+0.0012689i,6.6492e-05+0.00060905i,0.00032525-0.00015445i,0.00036286+9.984e-05i,0.00024567+0.00031449i,-0.00029132+0.00010213i,-0.00049528+0.00014149i,0.00019681+0.00032241i,0.00072643+0.00041629i,0.00029658+0.00021631i,-0.00016766+0.00040085i
0.00049709+0.0010332i,0.00020393+0.0012294i,0.00034011+0.0019073i,-0.00092124+0.0013491i,-0.001664+0.0009239i,-0.00058783+0.0011702i,0.00070478+0.00072415i,0.00016363-0.00056502i,-0.000691-0.00049259i,-0.00068467+0.00084886i,4.5169e-05+0.0010058i,-8.2955e-05+0.00019783i,-0.00070134-0.00019252i,-6.7343e-05-6.2359e-05i,0.00039884+0.00024973i,0.00071619+0.0003633i,0.00040844-0.00043579i,-0.00020639-0.0007392i,-0.00066806+0.00043237i,-0.00024881+0.00064173i,0.00038068+0.0003397i,0.00067999+0.00020117i,0.00020832+6.681e-05i
0.0018544+0.0010816i,0.0014829+0.00055225i,0.00026866-0.00052018i,-0.0010871-0.00075094i,-0.0020474+0.0001358i,-0.0023378+0.00055993i,-0.0014497+4.6609e-05i,-0.0014737-0.00032161i,-0.0013891+0.00037347i,-0.00047843+0.00061828i,7.0178e-05-0.00047637i,0.0004851-0.0010004i,0.00048012-0.00013112i,0.00094092-0.00024i,0.0014256-0.00040071i,0.00081789+0.00018184i,-0.00011347+0.00063012i,-0.00022747+0.00080735i,-8.6646e-05+0.00072199i,-0.00056307+0.00040925i,-0.00085636+0.00022934i,-0.00080426-0.000375i,-0.000497-0.00061709i
