-0.0011811+0.0012529i,0.00014599+0.0011257i,-0.0020676-1.2788e-06i,-0.0027914-0.00082733i,-0.0021364-0.00078676i,-0.0015207+0.00030927i,-0.0010024+0.0013009i,-5.8735e-05+0.0013968i,0.00060945+0.0015143i,-4.8881e-05+0.0012129i,-0.00082556+0.00095977i,-0.00078217+0.00083629i,-0.0007033+0.00019187i,-0.00080923-0.00033561i,-0.00094083+0.00041335i,-0.0012905+0.00091619i,-0.00073552+7.1673e-05i,-0.00026784-0.000504i,1.5398e-05-0.00024127i,-6.311e-05-0.00013156i,-3.6675e-05-0.00059583i,0.00021965-0.00045463i,0.00045864-0.000143i
-0.14482+0.12908i,-0.24236+0.19277i,-0.34877+0.11532i,-0.49667-0.012925i,-0.54864-0.0051928i,-0.37817+0.024026i,-0.1629-0.063028i,-0.074559-0.10859i,-0.018019-0.053537i,0.04669-0.028761i,0.055692-0.038476i,0.02222-0.028619i,-0.013607-0.0038569i,-0.027238+0.02405i,-0.01911+0.049854i,-0.0096024+0.063472i,-0.010458+0.06322i,-0.014349+0.05536i,-0.0056047+0.036453i,0.0034365+0.01112i,0.0052234-0.00049899i,0.011019-0.0011695i,0.012305-0.0058152i
-0.082209-0.11158i,-0.10479-0.058585i,0.053014+0.18879i,0.36546+0.4285i,0.51853+0.43608i,0.38103+0.32245i,0.17548+0.24624i,0.074697+0.18125i,0.036931+0.105i,0.0054237+0.046597i,-0.015284+0.01072i,-0.014422-0.016764i,-0.0028076-0.03906i,0.0046012-0.048508i,0.0077766-0.052418i,0.0036622-0.059844i,-0.012236-0.060627i,-0.028775-0.040663i,-0.03348-0.0083106i,-0.031379+0.0089118i,-0.037668+0.0097493i,-0.045074+0.014036i,-0.031236+0.017018i
0.12865-0.082323i,0.13693-0.22452i,0.031159-0.40875i,-0.063022-0.5418i,-0.023724-0.56964i,0.055315-0.48381i,0.069974-0.32559i,0.04113-0.17424i,0.0068378-0.072802i,-0.0016454-0.010266i,0.015671+0.022139i,0.025422+0.025801i,0.017141+0.011163i,-0.0098546+0.0009784i,-0.040732+0.017314i,-0.044639+0.046637i,-0.023673+0.056456i,-0.0040552+0.039508i,0.0056529+0.013034i,0.01487-0.0050461i,0.021356-0.012988i,0.017358-0.013548i,0.0066518-0.0074212i
-0.0027815+0.12372i,-0.0080736+0.21579i,-0.090295+0.3017i,-0.23453+0.39005i,-0.32327+0.37626i,-0.3156+0.24871i,-0.23362+0.15896i,-0.10979+0.095947i,-0.033849+0.0064498i,-0.041397-0.040492i,-0.05348-0.041217i,-0.037944-0.043095i,-0.011785-0.0379i,0.026289-0.023987i,0.062631-0.024353i,0.069371-0.036856i,0.049382-0.042064i,0.026209-0.034635i,0.010067-0.02189i,0.00046609-0.01174i,-0.0030337-0.007364i,-0.0034538-0.0036108i,-0.0010826+0.0036278i
-0.071919-0.053907i,-0.0074676-0.11229i,0.17365-0.23652i,0.27268-0.33938i,0.20287-0.20266i,0.18134+0.040988i,0.22634+0.074364i,0.17163+0.00079719i,0.07964+0.002538i,0.044687+0.023389i,0.015418+0.020477i,-0.020206+0.01722i,-0.037405+0.014671i,-0.037424+0.0091453i,-0.037185+0.0044145i,-0.044722+0.0071113i,-0.049698+0.020182i,-0.041858+0.033666i,-0.022048+0.034924i,-0.0036425+0.02385i,0.0056279+0.0093553i,0.0050601-0.0031668i,-0.0021617-0.0076507i
0.039624-0.020848i,-0.021852+0.036967i,-0.14599+0.19559i,-0.15784+0.31548i,-0.0065268+0.24032i,0.072139+0.057456i,-0.0037925-0.023671i,-0.036166+0.013747i,0.0092401+0.030708i,0.018759-0.0093949i,0.0080561-0.038474i,0.016022-0.044224i,0.022595-0.032358i,0.022842-0.00094763i,0.021712+0.020211i,0.017519+0.0067303i,0.0076378-0.030518i,-0.0080806-0.059093i,-0.024567-0.053366i,-0.031122-0.027402i,-0.026058-0.010864i,-0.021094-0.0051839i,-0.013063-0.00066439i
0.024835+0.086486i,0.062777+0.1231i,0.16757+0.087458i,0.29821-0.026596i,0.28093-0.14963i,0.12985-0.13788i,0.063893-0.030073i,0.046514-0.023925i,-0.035146-0.051708i,-0.07753-0.0042854i,-0.048255+0.033775i,-0.023152+0.04262i,-0.0052897+0.042789i,-0.00087742+0.020838i,-0.012055+0.0039641i,-0.007357+0.011211i,0.014824+0.023622i,0.032076+0.021003i,0.02963+0.0044353i,0.017424-0.0017869i,0.015703-0.0030323i,0.017052-0.016403i,0.0078443-0.027812i
-0.10918-0.054297i,-0.22025-0.17738i,-0.38016-0.2944i,-0.58261-0.26129i,-0.63882-0.10205i,-0.45169-0.02979i,-0.25299-0.074699i,-0.1626-0.078387i,-0.083328-0.040133i,-0.013096-0.028695i,0.010567-0.020299i,0.014415-0.0097586i,0.0046731-0.0047946i,-0.0061325+0.0084257i,0.0068229+0.014369i,0.029733-0.0010826i,0.043634-0.020198i,0.055589-0.02776i,0.063531-0.027246i,0.051696-0.025841i,0.026885-0.013805i,0.011387+0.0075285i,0.0084289+0.019606i
0.11303-0.082236i,0.2485-0.039351i,0.36851+0.12728i,0.4017+0.30314i,0.32481+0.3779i,0.17742+0.36107i,0.077835+0.28033i,0.0683+0.16659i,0.062373+0.058947i,0.019136+7.9558e-05i,-0.033353-0.013357i,-0.067585-0.010688i,-0.068107-0.0057068i,-0.040986-0.0085064i,-0.014925-0.010782i,-0.0064044+0.0050921i,-0.00476+0.037479i,0.00028271+0.060972i,0.0078861+0.050604i,0.0071839+0.017298i,0.001439-0.0095618i,0.0011981-0.018621i,-0.0010666-0.01429i
0.077405+0.13171i,0.11911+0.18666i,0.14101+0.069978i,0.19846-0.1689i,0.28731-0.31019i,0.30615-0.29017i,0.2149-0.20116i,0.096834-0.08788i,0.041457+0.0016737i,0.013811+0.012674i,-0.00886-0.010636i,-0.0071913-0.034194i,-0.008857-0.051839i,-0.029214-0.037243i,-0.043985-0.0055624i,-0.041473+0.0076747i,-0.029099+0.00039806i,-0.018494-0.0033828i,-0.014956+0.0077207i,-0.0098325+0.01746i,-0.0032146+0.016074i,-0.00015508+0.014543i,0.0046656+0.020168i
-0.21815+0.058106i,-0.41661+0.10001i,-0.51091+0.13659i,-0.47168+0.11717i,-0.43922-0.0078964i,-0.41233-0.095904i,-0.28445-0.033768i,-0.11201+0.0078422i,-0.047594-0.027993i,-0.047692-0.038579i,-0.025356-0.041128i,-0.019946-0.042199i,-0.025132-0.0092066i,-0.006257+0.024017i,0.01279+0.036188i,0.014496+0.046221i,0.0069635+0.061619i,-0.0036411+0.064069i,-0.015038+0.041308i,-0.017927+0.010993i,-0.0035283-0.0068666i,0.01432-0.020396i,0.017802-0.032863i
0.024222-0.23165i,0.097202-0.4064i,0.15306-0.41605i,0.070013-0.20382i,-0.080882+0.082411i,-0.10414+0.23093i,-0.022055+0.1497i,-0.0021289-0.0022112i,-0.030823-0.058053i,-0.026115-0.042543i,-0.0098011-0.015054i,0.0057238+0.0017829i,0.010734-0.010364i,-0.0063412-0.032171i,-0.019895-0.04526i,-0.023144-0.056868i,-0.028671-0.05943i,-0.028824-0.038114i,-0.012509-0.0041457i,0.0089454+0.01869i,0.01136+0.023882i,-0.0040764+0.026157i,-0.013309+0.02998i
0.222+0.046022i,0.34999+0.095134i,0.29636+0.119i,0.20929+0.10867i,0.28307+0.075469i,0.314+0.0070187i,0.17239-0.032144i,0.057763+0.0075009i,0.048463+0.020202i,0.039642-0.0059772i,0.014654-0.0045268i,-0.0042025+0.00029528i,-0.018306-0.00314i,-0.019346+8.8745e-05i,-0.016838+0.011212i,-0.019841+0.028963i,-0.022343+0.040598i,-0.018511+0.032534i,0.00064971+0.0068873i,0.024958-0.019652i,0.032693-0.030418i,0.026269-0.02526i,0.016936-0.014275i
-0.09678+0.2731i,-0.1572+0.48045i,-0.074998+0.49843i,0.095009+0.25725i,0.13542-0.044813i,0.061006-0.181i,0.018362-0.13529i,0.038438-0.074762i,0.048343-0.067049i,0.0090907-0.075241i,-0.035006-0.077526i,-0.037335-0.070379i,-0.010255-0.07006i,0.0047421-0.074721i,0.0071213-0.067677i,0.0105-0.060757i,0.0092257-0.063562i,0.0025556-0.061322i,-0.006989-0.039404i,-0.016948-0.0044959i,-0.015975+0.019098i,-0.006316+0.022559i,-0.0022378+0.022768i
-0.24502-0.20624i,-0.39669-0.41008i,-0.41331-0.53592i,-0.35688-0.49771i,-0.3521-0.34012i,-0.30426-0.14698i,-0.16893-0.025446i,-0.089364+0.0045279i,-0.078868+0.027831i,-0.03781+0.049586i,0.0059911+0.032181i,-0.00070048+0.010142i,-0.025872+0.018471i,-0.025654+0.039532i,-0.0079131+0.044275i,0.0024181+0.037929i,0.0096153+0.037207i,0.018368+0.034794i,0.018284+0.022265i,0.010306+0.011985i,0.0044173+0.013381i,0.0068823+0.018011i,0.012626+0.015431i
0.22454-0.18329i,0.34277-0.25691i,0.23475-0.12415i,-0.015595+0.15092i,-0.11402+0.30685i,-0.074823+0.24164i,-0.049897+0.081703i,-0.038511-0.0059717i,-0.0058522-0.018922i,0.019919-0.026983i,0.020565-0.031511i,0.019659-0.027501i,0.02254-0.027953i,0.023428-0.032234i,0.025265-0.036039i,0.018264-0.041571i,-0.0021554-0.043905i,-0.022211-0.027109i,-0.030091+0.003054i,-0.030842+0.015312i,-0.036095+0.0097851i,-0.047182+0.012855i,-0.050436+0.022547i
0.16989+0.28671i,0.31753+0.48072i,0.44204+0.47356i,0.53031+0.29957i,0.55086+0.17287i,0.44308+0.11533i,0.24808+0.087113i,0.10347+0.057672i,0.036561+0.005656i,-0.010557-0.0044567i,-0.028526+0.035691i,-0.016242+0.050409i,-0.0035454+0.024428i,-0.0012203+0.0013832i,-0.009502+0.0073215i,-0.013587+0.026353i,-0.0054989+0.035821i,0.0024825+0.030534i,0.006198+0.013405i,0.013033-0.0048022i,0.021837-0.021835i,0.017817-0.03191i,0.0060513-0.02491i
-0.33017+0.078333i,-0.58385+0.10337i,-0.62965+0.036049i,-0.45496-0.12098i,-0.26438-0.28191i,-0.13433-0.3296i,-0.040154-0.2403i,0.040418-0.11741i,0.09181-0.056891i,0.08114-0.064795i,0.031905-0.087343i,0.0048305-0.085947i,0.0098788-0.063187i,0.020668-0.030581i,0.032648-0.0061327i,0.040096-0.012292i,0.031263-0.041505i,0.017481-0.069907i,0.0080733-0.08033i,0.0010084-0.064183i,0.001297-0.033804i,0.0075932-0.013758i,0.0067495-0.0083881i
-0.010358-0.34133i,0.034793-0.542i,0.075896-0.5071i,0.012705-0.291i,-0.18042-0.091215i,-0.31796+0.087525i,-0.23851+0.16591i,-0.10684+0.086166i,-0.067745+0.0083366i,-0.042583+0.00046476i,-0.020938-0.0043188i,-0.039102-0.00035064i,-0.05824+0.027827i,-0.048637+0.041186i,-0.026816+0.022224i,-0.0091711+0.0012423i,0.011448+0.0014365i,0.03259+0.0094454i,0.031293+0.0074661i,0.0006209+0.006178i,-0.030529+0.021538i,-0.039571+0.036423i,-0.034662+0.032815i
0.33759+0.062313i,0.50629+0.072364i,0.40472+0.01597i,0.14813+0.012876i,0.10563+0.12688i,0.25314+0.14732i,0.28149+0.029095i,0.16423-0.010467i,0.083309+0.05584i,0.06269+0.086916i,0.040948+0.061743i,0.0085483+0.02376i,-0.017135-0.0072102i,-0.024544-0.010655i,-0.017745+0.008188i,-0.011399+0.021999i,-0.0095931+0.027256i,0.0036826+0.036552i,0.032247+0.039834i,0.050332+0.012793i,0.03461-0.035963i,-0.0049188-0.060411i,-0.028397-0.042678i
-0.17009+0.32324i,-0.2883+0.58525i,-0.24834+0.70362i,-0.025822+0.58647i,0.14833+0.30011i,0.11123+0.028009i,-0.039656-0.045261i,-0.11064+0.00034772i,-0.12066+0.0087299i,-0.14508+0.015951i,-0.14171+0.036541i,-0.10886+0.026923i,-0.064405+0.0072814i,-0.010823-0.0004036i,0.022033+0.0069795i,0.03334+0.028968i,0.036799+0.057672i,0.031065+0.074187i,0.02468+0.060836i,0.036044+0.027427i,0.057911-0.0060197i,0.063377-0.026708i,0.049757-0.030377i
-0.23871-0.24444i,-0.32952-0.42432i,-0.22843-0.4818i,-0.071669-0.41933i,-0.078483-0.33191i,-0.16143-0.23272i,-0.15316-0.20091i,-0.11115-0.24883i,-0.099623-0.22838i,-0.087701-0.11746i,-0.077292-0.013875i,-0.05552+0.025631i,-0.023291+0.009851i,-0.0053348+0.0036713i,0.01203+0.0097107i,0.025381-0.010853i,0.015474-0.04293i,-0.0026004-0.055913i,-0.0025341-0.036827i,0.016605-0.00076i,0.02886+0.01487i,0.021795+0.0067158i,0.0090745+0.001695i
0.27379-0.17639i,0.41662-0.30471i,0.32656-0.33571i,0.10336-0.24262i,0.010879-0.076417i,0.032796+0.052268i,0.064855+0.077819i,0.09038+0.074852i,0.10739+0.083026i,0.075808+0.033638i,-0.016957-0.046784i,-0.088274-0.066513i,-0.08853-0.029542i,-0.056464+0.014148i,-0.025837+0.044807i,-0.00010041+0.062489i,0.032391+0.059294i,0.063714+0.028422i,0.0578-0.0082397i,0.016736-0.018669i,-0.014038-0.0046294i,-0.019343+0.0047577i,-0.020691+0.0014431i
0.09684+0.33683i,0.14154+0.54952i,0.10363+0.54217i,-0.029285+0.36236i,-0.14848+0.25273i,-0.11649+0.2308i,-0.036934+0.18237i,-0.085831+0.12842i,-0.20992+0.11234i,-0.22768+0.07247i,-0.15015-0.043552i,-0.109-0.143i,-0.098529-0.14113i,-0.095802-0.094023i,-0.11704-0.046054i,-0.1373-0.0062392i,-0.13457+0.031468i,-0.094966+0.069426i,-0.034935+0.078762i,0.0058873+0.06023i,0.029344+0.035953i,0.043336+0.01361i,0.038873+0.0030949i
-0.35201-0.013811i,-0.56718-0.019496i,-0.54829+0.040772i,-0.29391+0.14684i,-0.026038+0.14127i,0.16713+0.0055495i,0.31559-0.15071i,0.36276-0.35044i,0.2034-0.5258i,-0.025866-0.4837i,-0.096606-0.33133i,-0.067169-0.2499i,-0.053693-0.17794i,-0.024264-0.077521i,0.02633-0.011866i,0.056685+0.0013217i,0.046859+0.002821i,0.020222+0.035082i,0.017528+0.065785i,0.034514+0.058395i,0.047918+0.032453i,0.039296+0.0085864i,0.01946+0.00016762i
0.11984-0.30617i,0.21184-0.45384i,0.24469-0.38652i,0.18378-0.21555i,0.020912-0.10346i,-0.17814+0.029254i,-0.12983+0.18239i,0.16046+0.20675i,0.37015+0.068363i,0.35285-0.12102i,0.19682-0.22299i,0.079313-0.19178i,0.044438-0.10775i,0.012529-0.041568i,-0.013485-0.013834i,-0.021431-0.0196i,-0.037872-0.022366i,-0.062912-0.0046434i,-0.081328+0.029619i,-0.074297+0.068671i,-0.036646+0.084919i,-0.0035208+0.059824i,-0.002199+0.021717i
0.28125+0.18285i,0.46841+0.23949i,0.50662+0.053512i,0.34955-0.28597i,0.090943-0.4523i,-0.1563-0.3645i,-0.31042-0.16532i,-0.30349-0.005849i,-0.16416+0.074333i,0.022293+0.10953i,0.17101+0.087378i,0.19971+0.025867i,0.14256-0.015955i,0.072925-0.034698i,0.02422-0.028761i,0.01816-0.014305i,0.026064-0.019506i,0.030797-0.019418i,0.028717-0.01487i,-0.0026119-0.010612i,-0.025892+0.0062206i,-0.011735+0.0087485i,0.00028978-0.008079i
-0.31063+0.18877i,-0.55744+0.28668i,-0.68255+0.2945i,-0.57397+0.24599i,-0.22912+0.13549i,0.1687-0.058608i,0.30641-0.1549i,0.26003-0.012723i,0.23564+0.15218i,0.16834+0.16909i,0.10632+0.14007i,0.10912+0.081152i,0.09033+0.0070695i,0.057145+0.00065724i,0.036974+0.034645i,0.03772+0.070634i,0.048276+0.076973i,0.028573+0.058549i,0.0069715+0.035524i,-0.0069817-0.0080246i,-0.033263-0.0223i,-0.02252+0.0058028i,0.019896+0.0079102i
-0.10569-0.32266i,-0.12161-0.44172i,-0.064682-0.25391i,-0.0018042+0.11397i,-0.05979+0.30199i,-0.18678+0.31115i,-0.20247+0.31695i,-0.1612+0.3261i,-0.17705+0.28798i,-0.17386+0.21158i,-0.1136+0.13605i,-0.056974+0.083103i,-0.044999+0.055561i,-0.062363+0.051112i,-0.065198+0.03856i,-0.060334+0.022763i,-0.050679+0.033207i,-0.039607+0.039762i,-0.036663+0.036878i,-0.011775+0.043535i,0.027763+0.034794i,0.044004+0.015097i,0.038529+0.0013068i
0.33965-0.016997i,0.55937-0.048043i,0.5875-0.11784i,0.4917-0.15102i,0.43167-0.051491i,0.36941+0.047145i,0.23175-0.013669i,0.040864-0.16715i,-0.11461-0.25766i,-0.16611-0.23164i,-0.13561-0.13443i,-0.085747-0.025529i,-0.045119+0.042712i,-0.039292+0.049922i,-0.073282+0.037117i,-0.093568+0.034994i,-0.089178+0.019866i,-0.06865-0.0085636i,-0.036812-0.023751i,-0.025464-0.010229i,-0.030981+0.023576i,-0.028262+0.044721i,-0.012889+0.034159i
-0.098011+0.35627i,-0.16817+0.53915i,-0.16797+0.45124i,-0.10605+0.096893i,-0.087086-0.21804i,-0.11553-0.33239i,-0.15106-0.30875i,-0.18674-0.23946i,-0.21824-0.162i,-0.19372-0.094283i,-0.14732-0.071243i,-0.14988-0.036059i,-0.11462+0.037529i,-0.026489+0.044681i,0.0066374+0.0020473i,0.014774+0.0047314i,0.054779+0.023849i,0.081266+0.029396i,0.060315+0.032912i,0.020535+0.032807i,0.0089294+0.028013i,0.020518+0.0092923i,0.014878-0.0085736i
-0.086161+9.1036i,0.14904+9.7937i,2.3023+9.7138i,3.3819+5.5808i,3.2037+1.3302i,1.9166-1.104i,0.45994-0.99896i,0.22568+0.058708i,0.80744+0.49416i,1.3426+0.27146i,1.3489-0.087821i,1.1964-0.18026i,1.2767-0.17623i,1.2885-0.16664i,1.1755-0.25695i,0.85484-0.37243i,0.36258-0.26634i,0.016199-0.079842i,-0.141+0.01499i,-0.11278+0.14169i,0.097726+0.2627i,0.31024+0.22457i,0.34196+0.095962i
0.25037-0.23995i,0.39487-0.30543i,0.36057-0.13963i,0.25065+0.20604i,0.23548+0.45557i,0.24623+0.38392i,0.1818+0.10391i,0.027378-0.02607i,-0.094242+0.1108i,-0.10114+0.275i,-0.11011+0.301i,-0.17478+0.27432i,-0.20157+0.2651i,-0.14637+0.21523i,-0.079911+0.098326i,-0.057789+0.0070606i,-0.039273-0.013942i,-0.0048461-0.018987i,0.0055223-0.027133i,-0.0061566-0.028038i,-0.0096441-0.026616i,0.00011822-0.037373i,0.0041874-0.045398i
0.081428+0.35127i,0.15825+0.5624i,0.26194+0.52254i,0.37713+0.20975i,0.4093-0.10829i,0.2899-0.28212i,0.065789-0.31608i,-0.081039-0.198i,-0.075144+0.028337i,-0.0078197+0.22167i,0.012192+0.29603i,-0.023878+0.31494i,-0.014232+0.29794i,0.038077+0.19773i,0.037155+0.082088i,0.011158+0.055345i,0.026372+0.086296i,0.050306+0.097115i,0.025078+0.088984i,-0.019967+0.11177i,-0.017807+0.14637i,0.01861+0.1229i,0.03948+0.046327i
-0.35186-0.035441i,-0.56334-0.10544i,-0.59664-0.17116i,-0.51499-0.15907i,-0.46403-0.0059495i,-0.37167+0.24271i,-0.22344+0.40084i,-0.14979+0.38662i,-0.13504+0.30844i,-0.075799+0.22562i,-0.01589+0.17082i,0.038119+0.19077i,0.11775+0.20495i,0.14403+0.15649i,0.10571+0.10378i,0.073233+0.072187i,0.062854+0.039128i,0.048696+0.0042663i,0.050233-0.0031668i,0.095943-0.014049i,0.12223-0.067512i,0.087947-0.10376i,0.042901-0.090408i
0.11846-0.30554i,0.1805-0.44077i,0.13413-0.32237i,0.074683-0.04582i,0.15836+0.041429i,0.25321-0.16298i,0.1595-0.414i,-0.063901-0.43655i,-0.19848-0.24707i,-0.1929-0.02409i,-0.099787+0.15953i,0.02108+0.22836i,0.080797+0.16964i,0.073513+0.090258i,0.055519+0.03947i,0.060248+0.0026961i,0.067664-0.036152i,0.04357-0.067742i,0.0041249-0.067473i,-0.035829-0.026964i,-0.053641+0.033407i,-0.030219+0.051938i,-0.0167+0.01267i
0.27595+0.24131i,0.4786+0.36332i,0.57019+0.27376i,0.48842+0.027285i,0.25818-0.10775i,-0.029878-0.064276i,-0.24346+0.09114i,-0.29503+0.31123i,-0.18389+0.48342i,0.010098+0.45392i,0.14217+0.26827i,0.16264+0.12631i,0.14976+0.074067i,0.11865+0.032566i,0.063511-0.010607i,0.022498-0.043567i,0.0036908-0.07061i,0.0092755-0.063455i,0.043697-0.028301i,0.086003-0.019686i,0.097507-0.049559i,0.058541-0.074731i,0.0092206-0.063443i
-0.31524+0.13816i,-0.56194+0.19225i,-0.65701+0.1605i,-0.55248+0.1033i,-0.32924+0.09291i,-0.075017+0.12416i,0.13143+0.14313i,0.3548+0.077667i,0.54361-0.096084i,0.50812-0.23603i,0.33465-0.20445i,0.23326-0.095807i,0.19573-0.037215i,0.14662-0.023369i,0.088325-0.0084525i,0.049136+0.026387i,0.036756+0.062428i,0.031696+0.059747i,0.017555+0.0042714i,-0.010552-0.061433i,-0.044629-0.082498i,-0.061383-0.060181i,-0.059088-0.022318i
-0.034288-0.31675i,-0.034159-0.44794i,-0.0071309-0.3021i,0.015969-0.024241i,-0.032509+0.078771i,-0.12584+0.054174i,-0.14969+0.016201i,-0.17557-0.08479i,-0.23297-0.17246i,-0.18939-0.15187i,-0.072345-0.11933i,0.0010731-0.12217i,0.0010154-0.11794i,-0.036672-0.093871i,-0.052623-0.076022i,-0.043846-0.10089i,-0.048886-0.15223i,-0.075805-0.18561i,-0.11253-0.14363i,-0.11635-0.021423i,-0.071667+0.085862i,-0.021301+0.11831i,0.011412+0.09652i
0.34313+0.065644i,0.57531+0.082648i,0.62556+0.0082103i,0.50894-0.066779i,0.40806-0.013828i,0.33771+0.042427i,0.22262+0.043773i,0.10236+0.12274i,0.058372+0.23154i,0.060119+0.2034i,0.02951+0.088284i,-0.014216+0.024168i,-0.017063+0.018252i,0.011481+0.02441i,0.027104+0.034224i,0.016045+0.060596i,0.013665+0.10113i,0.024348+0.13355i,0.03952+0.12305i,0.049352+0.045798i,0.031703-0.046865i,0.0053623-0.082262i,-0.0067128-0.068809i
-0.21252+0.26266i,-0.36456+0.39285i,-0.39473+0.30363i,-0.28154+0.03432i,-0.15372-0.17846i,-0.087727-0.22556i,-0.093247-0.1661i,-0.078614-0.076115i,-0.0061998-0.011636i,0.030363+0.019793i,0.0075988+0.045409i,-0.0079073+0.068085i,0.011364+0.05943i,0.029607+0.0067919i,0.022247-0.042087i,0.011178-0.059599i,0.004845-0.068286i,-0.0046691-0.078355i,-0.017212-0.074493i,-0.034459-0.041482i,-0.051789+0.004864i,-0.056904+0.034608i,-0.044105+0.039485i
-0.18874-0.2594i,-0.29748-0.39354i,-0.32779-0.29847i,-0.33585-0.054714i,-0.36744+0.087542i,-0.33195+0.14153i,-0.20651+0.16679i,-0.090255+0.11717i,-0.032826+0.030111i,-0.0025866+0.00011153i,0.036403+0.032782i,0.076924+0.048112i,0.069339+0.023187i,0.014722+0.018132i,-0.029131+0.038802i,-0.038354+0.049506i,-0.033338+0.037576i,-0.031856+0.015412i,-0.031577+0.0092148i,-0.013343+0.028629i,0.027576+0.053049i,0.064384+0.054739i,0.070551+0.033961i
0.31466-0.078115i,0.50784-0.11992i,0.49704-0.095948i,0.3557+0.022003i,0.29381+0.15833i,0.29592+0.14593i,0.26691-0.0048292i,0.15544-0.13094i,0.0030315-0.13381i,-0.072334-0.067825i,-0.060494-0.032198i,-0.051298-0.024028i,-0.054995-0.011545i,-0.03085-0.0042597i,0.01383-0.0072445i,0.042649-0.0071287i,0.042077+0.014356i,0.035908+0.047212i,0.04726+0.05625i,0.054117+0.019427i,0.035825-0.039588i,0.011431-0.075936i,-0.00013188-0.076302i
-0.02682+0.33042i,-0.04803+0.53984i,0.018273+0.51682i,0.17393+0.26284i,0.26735+0.0024484i,0.17857-0.14383i,-0.022331-0.1472i,-0.14507-0.04593i,-0.13395+0.026985i,-0.090674+0.045822i,-0.051221+0.071504i,-0.0075421+0.092702i,0.016487+0.08744i,0.015763+0.056589i,-0.00036518+0.011282i,-0.018209-0.026419i,-0.014818-0.047615i,0.0059799-0.057536i,0.017795-0.054768i,0.015444-0.035295i,0.0034168-0.013633i,-0.015234-0.0030845i,-0.028244-0.0037562i
-0.29468-0.15505i,-0.45745-0.29584i,-0.46218-0.37344i,-0.40099-0.38i,-0.39044-0.31925i,-0.32061-0.14479i,-0.16539+0.033636i,-0.027203+0.10943i,0.055266+0.13647i,0.10527+0.12355i,0.10484+0.062532i,0.065061+0.022241i,0.041028+0.026074i,0.037311+0.037073i,0.021537+0.042095i,-0.0039916+0.056346i,-0.01147+0.068669i,-0.0071568+0.048071i,-0.017189+0.0052498i,-0.035985-0.012406i,-0.033768+0.012701i,-0.0064136+0.039115i,0.0096086+0.036897i
0.24648-0.19724i,0.37274-0.28908i,0.29929-0.17947i,0.11361+0.082501i,0.027642+0.22995i,0.023041+0.18146i,0.045881+0.095381i,0.075852+0.045792i,0.093669-0.002768i,0.083597-0.036038i,0.055715-0.029994i,0.045563-0.013686i,0.051192-0.017103i,0.045828-0.033745i,0.040301-0.03997i,0.054691-0.040758i,0.064864-0.055949i,0.041644-0.062654i,0.0042665-0.034731i,-0.015132-0.0059732i,-0.011408-0.01022i,-0.0083397-0.030481i,-0.010414-0.032978i
0.10617+0.30786i,0.19625+0.50135i,0.27741+0.44936i,0.31156+0.19502i,0.25808+0.037873i,0.14606+0.0026178i,0.031044-0.0401i,-0.050786-0.058485i,-0.07604-0.024441i,-0.058827+0.0029658i,-0.037247+0.0057865i,-0.028251+0.0089213i,-0.023201+0.012291i,-0.018835+0.0095581i,-0.01986+0.0044063i,-0.026986-0.0015679i,-0.038917+0.0046417i,-0.040474+0.027855i,-0.012086+0.047646i,0.02831+0.044954i,0.039078+0.023958i,0.015565+0.012273i,-0.0061598+0.017605i
-0.31747-0.041271i,-0.53584-0.099375i,-0.57832-0.15127i,-0.45064-0.14296i,-0.26585-0.086221i,-0.091029-0.018507i,-0.011957+0.037234i,-0.01285+0.055422i,-0.024034+0.043089i,-0.028896+0.034874i,-0.021005+0.03269i,-0.0047715+0.019315i,0.0059678+0.0089707i,0.018785+0.0083553i,0.029242+0.00038066i,0.025429-0.015211i,0.020974-0.029057i,0.027154-0.045845i,0.02491-0.063293i,0.0041877-0.064659i,-0.013907-0.04642i,-0.009235-0.025778i,0.0042489-0.020091i
0.12628-0.26114i,0.19192-0.38308i,0.14478-0.25268i,0.042908+0.0064596i,-0.013302+0.079216i,-0.042019-0.00012582i,-0.037331-0.027554i,0.015202+0.015916i,0.085368+0.053468i,0.13237+0.046515i,0.11318+0.025255i,0.061366+0.032024i,0.031905+0.036962i,0.011986+0.014635i,-0.0088445-0.0041048i,-0.020567-0.00065761i,-0.024794+0.0090462i,-0.035873+0.010958i,-0.054083+0.013724i,-0.062775+0.027644i,-0.051932+0.04651i,-0.02448+0.054125i,0.0037329+0.043565i
0.2316+0.2311i,0.4349+0.37342i,0.58146+0.31451i,0.59203+0.09572i,0.44493-0.01764i,0.23318+0.012948i,0.11385+0.032319i,0.071403-0.011011i,0.021182-0.061687i,-0.023522-0.076153i,-0.024137-0.061667i,0.0021374-0.048482i,0.016123-0.038272i,0.015388-0.017755i,0.017715-0.0045427i,0.010696-0.01523i,-0.018383-0.026493i,-0.042005-0.014867i,-0.026842+0.010199i,0.01544+0.015523i,0.039192-0.00536i,0.034634-0.025517i,0.024519-0.034259i
