-0.0011811+0.0012529i,0.00014599+0.0011257i,-0.0020676-1.2788e-06i,-0.0027914-0.00082733i,-0.0021364-0.00078676i,-0.0015207+0.00030927i,-0.0010024+0.0013009i,-5.8735e-05+0.0013968i,0.00060945+0.0015143i,-4.8881e-05+0.0012129i,-0.00082556+0.00095977i,-0.00078217+0.00083629i,-0.0007033+0.00019187i,-0.00080923-0.00033561i,-0.00094083+0.00041335i,-0.0012905+0.00091619i,-0.00073552+7.1673e-05i,-0.00026784-0.000504i,1.5398e-05-0.00024127i,-6.311e-05-0.00013156i,-3.6675e-05-0.00059583i,0.00021965-0.00045463i,0.00045864-0.000143i
-0.00080352+0.026946i,-0.017317+0.070794i,-0.078183+0.10861i,-0.17183+0.12258i,-0.22611+0.11362i,-0.19149+0.078265i,-0.096759+0.035662i,-0.035826+0.010677i,-0.02282+0.0048195i,-0.012739-0.0042811i,-0.0057801-0.020887i,-0.0083452-0.025457i,-0.010199-0.016228i,-0.009005-0.0018799i,-0.0046508+0.0094267i,0.00088038+0.012977i,0.0041787+0.01133i,0.0047723+0.0071583i,0.0032914+0.0048414i,0.0017885+0.0084328i,-0.00097739+0.013303i,-0.0025834+0.014182i,-0.0012505+0.008922i
-0.036932-0.0008369i,-0.063274-0.014315i,-0.01912-0.038606i,0.13093-0.06641i,0.26464-0.072546i,0.23351-0.049918i,0.091308-0.0090061i,0.0072669+0.01483i,-0.0053143-0.0014919i,-0.0081117-0.020025i,0.00025454-0.01761i,0.013131-0.014271i,0.010924-0.015413i,-0.0018106-0.015741i,-0.012841-0.011734i,-0.014315-0.0057258i,-0.010438+0.001483i,-0.0066889+0.010418i,0.00067571+0.012937i,0.011102+0.0051888i,0.017836-0.0071334i,0.01654-0.013562i,0.012426-0.010338i
0.0044705-0.029907i,-0.00036138-0.075362i,-0.046507-0.10518i,-0.14477-0.088345i,-0.21953-0.049672i,-0.18549-0.019035i,-0.092471-0.012503i,-0.048912-0.0089718i,-0.04639+0.015989i,-0.031757+0.033584i,-0.011174+0.026835i,0.0040379+0.018213i,0.011351+0.012513i,0.0075714+0.0029027i,0.0011849-0.0070341i,-0.0047016-0.013269i,-0.010427-0.014032i,-0.014063-0.0094744i,-0.015826-0.0015615i,-0.017993+0.0069796i,-0.021318+0.014342i,-0.0208+0.018054i,-0.013059+0.018263i
0.035068+0.012626i,0.090921+0.031407i,0.16139+0.063615i,0.22587+0.11525i,0.2662+0.16155i,0.23344+0.12375i,0.13425+0.032544i,0.060219-0.013681i,0.048298-0.018104i,0.041952-0.011191i,0.020502+0.0046906i,0.0075065+0.013661i,0.0091588+0.0066731i,0.017815-0.0043423i,0.019106-0.011132i,0.01042-0.011746i,0.0024455-0.011838i,-0.00093209-0.013232i,-0.0011186-0.01279i,0.0040025-0.011972i,0.013446-0.013166i,0.017403-0.015263i,0.012653-0.012794i
-0.0056791+0.025248i,-0.020338+0.051232i,-0.029987+0.023531i,-0.060981-0.10056i,-0.12984-0.22437i,-0.14613-0.20184i,-0.065217-0.097591i,0.0068445-0.063576i,0.00368-0.06701i,-0.014459-0.042818i,-0.017704-0.017317i,-0.025306-0.0058163i,-0.028179+0.0041725i,-0.016581+0.015499i,0.00074669+0.022753i,0.014356+0.021681i,0.019889+0.013717i,0.019229+0.0034423i,0.01418-0.0044292i,0.0027346-0.0063318i,-0.010248-0.0022932i,-0.016022+0.0024717i,-0.015277+0.0016888i
-0.031899-0.0036452i,-0.064515+0.009854i,-0.097725+0.097718i,-0.089533+0.26593i,-0.042803+0.38096i,-0.0054474+0.32302i,0.0070221+0.17219i,0.017692+0.074419i,0.029981+0.029794i,0.020469-0.002551i,-0.0052517-0.016373i,-0.018086-0.014356i,-0.017425-0.0066472i,-0.014777+0.0044121i,-0.010061+0.0098964i,-0.0034574+0.011114i,0.0019598+0.014221i,0.0044476+0.017828i,0.0070408+0.021657i,0.014842+0.021725i,0.023782+0.015156i,0.025574+0.0069882i,0.018845+0.0012112i
0.003718-0.028976i,0.013401-0.067926i,0.018312-0.13i,0.024906-0.21313i,0.041923-0.27171i,0.030542-0.22802i,-0.00047189-0.096933i,-0.0091042-0.0044974i,-0.01846+0.0083605i,-0.032117-0.0001045i,-0.021598-0.010278i,-0.0070874-0.020153i,-0.011516-0.016383i,-0.024933-0.0082028i,-0.032806-0.0026936i,-0.029748+0.0027456i,-0.021343+0.0063727i,-0.012352+0.0052567i,-0.0074463+0.00033714i,-0.011061-0.0031665i,-0.017591-0.0041931i,-0.020084-0.0018601i,-0.013846+0.0032815i
0.034655+0.0072106i,0.034204+0.012364i,-0.023467+0.00179i,-0.15424+0.0017491i,-0.24381+0.050796i,-0.18037+0.088642i,-0.076767+0.062705i,-0.043372+0.048787i,-0.019444+0.074646i,0.01886+0.069834i,0.032266+0.035217i,0.031562+0.010517i,0.029184-0.0051175i,0.025199-0.016144i,0.018407-0.022169i,0.0029041-0.023532i,-0.011568-0.020799i,-0.014899-0.0168i,-0.012763-0.011736i,-0.010342-0.0033484i,-0.0047753+0.0066039i,0.0027096+0.010071i,0.0061235+0.0074627i
-0.011443+0.028383i,0.005357+0.034927i,0.10026+0.010993i,0.27311-0.065993i,0.36503-0.16271i,0.25854-0.18971i,0.090997-0.12595i,0.02131-0.061696i,0.018185-0.048083i,0.014745-0.035905i,0.010679-0.00802i,0.0065718+0.0063143i,0.0043218-0.00077115i,0.0080592-0.013221i,0.010906-0.014849i,0.011526-0.010723i,0.011021-0.0088452i,0.0096024-0.0060004i,0.0095234-0.0059035i,0.00491-0.010512i,-0.0054402-0.013629i,-0.013375-0.012077i,-0.014304-0.0088314i
-0.029804-0.019498i,-0.046106-0.032817i,-0.05659-0.033038i,-0.10009-0.0084048i,-0.16976+0.031197i,-0.17803+0.058792i,-0.10387+0.037226i,-0.052073-0.014692i,-0.054762-0.024082i,-0.049946-0.0041551i,-0.040681+0.0030302i,-0.03784+0.0099569i,-0.021965+0.019728i,-0.0013103+0.025218i,0.014669+0.024593i,0.026479+0.015304i,0.029798+0.0067524i,0.023089+0.0080138i,0.013217+0.013075i,0.0096595+0.012768i,0.011293+0.0067257i,0.0096327+0.0019418i,0.0038208+0.00072451i
0.029004-0.020545i,0.051932+5.6188e-05i,0.070193+0.11722i,0.11307+0.28752i,0.19854+0.34344i,0.2421+0.20825i,0.16882+0.038603i,0.074844-0.026983i,0.028963-0.045279i,-0.0081807-0.055023i,-0.030287-0.042148i,-0.027662-0.029199i,-0.024365-0.015649i,-0.02281+0.0010002i,-0.020981+0.0080826i,-0.016224+0.012016i,-0.0075221+0.015966i,-0.0014377+0.011537i,0.0020975+0.0018931i,0.0050669-0.0081698i,0.0047902-0.016744i,0.0012426-0.018049i,0.0006181-0.012621i
0.016406+0.037685i,0.0065147+0.046435i,-0.066546-0.0227i,-0.17088-0.17157i,-0.21904-0.25669i,-0.17267-0.17365i,-0.068539-0.048665i,-0.0055204-0.012023i,-0.01208-0.01061i,-0.014977+0.0050292i,0.0052324+0.0029966i,0.015746-0.010519i,0.008379-0.0094982i,-0.0040974+0.0019185i,-0.0092691+0.011183i,-0.01144+0.015824i,-0.0139+0.01559i,-0.012834+0.0080558i,-0.01159-0.0012307i,-0.009858-0.00096248i,-0.0038697+0.0066731i,0.0031163+0.0092867i,0.0054415+0.0074513i
-0.045984+0.019752i,-0.09706+0.01804i,-0.13228-0.010279i,-0.12956+0.0086941i,-0.089165+0.093737i,-0.016624+0.12857i,0.03597+0.089967i,0.054256+0.061169i,0.081671+0.046859i,0.089607+0.017831i,0.064155+0.0025172i,0.040214+0.0017976i,0.02133-0.0098897i,0.0081359-0.024655i,0.0014903-0.027641i,-0.0089817-0.019289i,-0.018944-0.0091454i,-0.015628-0.0021368i,-0.0036981+0.0023291i,0.0021433+0.0044171i,0.0011513+0.0058665i,0.0033713+0.0070539i,0.0073921+0.0047777i
-0.012212-0.058775i,0.024831-0.12522i,0.15512-0.16857i,0.2821-0.1911i,0.22447-0.20412i,0.015867-0.14297i,-0.10342-0.02245i,-0.065412+0.030428i,-0.022737+0.010502i,-0.021411+0.0033065i,-0.022528+0.014096i,-0.022216+0.018803i,-0.015644+0.01602i,-0.0074354+0.010594i,-0.0034303+0.0050532i,0.00069165-0.005682i,0.0018737-0.015332i,-0.0010606-0.0090583i,-0.0038795+0.0048219i,-0.0036059+0.012242i,-9.8812e-05+0.012502i,0.0015163+0.0077489i,-0.0020475+0.0038518i
0.064371-0.015956i,0.12258+0.011467i,0.086321+0.096928i,-0.059772+0.19211i,-0.14309+0.21579i,-0.08038+0.15039i,-0.0086587+0.05102i,-0.01504+0.015846i,-0.028773+0.036672i,-0.022418+0.033484i,-0.028331+0.010873i,-0.032931+0.0041642i,-0.021731+0.0053607i,-0.0074244+0.0038602i,0.0033566-0.0041306i,0.0098037-0.016841i,0.013784-0.024514i,0.013155-0.02494i,0.0080456-0.021205i,0.0031879-0.018687i,-0.0023617-0.018544i,-0.0086957-0.013256i,-0.0088914-0.0035332i
0.0092918+0.08154i,-0.013876+0.1857i,-0.04432+0.24724i,0.00091858+0.19133i,0.10021+0.03245i,0.11533-0.12661i,0.039083-0.16358i,-0.022055-0.11347i,-0.039944-0.070018i,-0.046599-0.039763i,-0.035511-0.02324i,-0.021805-0.024654i,-0.017396-0.016042i,-0.010813-0.00055564i,-0.0019163+0.0092845i,0.010632+0.016853i,0.021444+0.01756i,0.022461+0.0069626i,0.013642-0.0072498i,0.0024973-0.011497i,-0.0049803-0.0055793i,-0.0094263-0.0002626i,-0.0090156-0.00033284i
-0.095958+0.0045222i,-0.21004-0.05743i,-0.27825-0.19757i,-0.25276-0.32192i,-0.17169-0.28351i,-0.054587-0.11309i,0.039885+9.6539e-05i,0.047871+0.004668i,0.014173+0.00033648i,0.016559+0.0067625i,0.029849-0.0030905i,0.026315-0.013241i,0.018979-0.018764i,0.013466-0.017729i,0.012544-0.004028i,0.011719+0.017016i,0.0079003+0.034857i,0.010433+0.0386i,0.017768+0.026368i,0.018918+0.0095172i,0.012821-0.00010534i,0.0069001-0.0013062i,0.0038952+0.0022852i
-0.0073849-0.107i,0.03959-0.21228i,0.1157-0.21415i,0.16734-0.044419i,0.16063+0.1233i,0.094417+0.1285i,0.019125+0.046999i,0.0042266+0.0010288i,0.023744-0.021914i,0.018726-0.032547i,0.01099-0.019595i,0.015005-0.0062614i,0.011212-0.00023114i,-5.9423e-05+0.0047116i,-0.01454+0.0085821i,-0.027246+0.011021i,-0.032172+0.012524i,-0.030334+0.018282i,-0.022582+0.026311i,-0.011333+0.029472i,0.0013739+0.022986i,0.012149+0.0064878i,0.010242-0.0071844i
0.12291+0.0022838i,0.27045+0.045921i,0.37734+0.092963i,0.32963+0.080058i,0.16345+0.061231i,0.018163+0.10959i,-0.012448+0.14479i,0.0039568+0.095995i,-0.010368+0.036953i,-0.028023+0.022013i,-0.028666+0.027426i,-0.021455+0.027314i,-0.01243+0.018452i,-0.0081818+0.0077792i,-0.010463-0.0076515i,-0.01987-0.02491i,-0.030574-0.033038i,-0.031211-0.027132i,-0.02077-0.012473i,-0.005665-0.0037463i,0.0045919-0.0040071i,0.0040006-0.0030245i,0.0020728-3.3476e-05i
-0.0071928+0.13732i,-0.079625+0.28905i,-0.20225+0.38929i,-0.29097+0.34682i,-0.25739+0.1928i,-0.11724-0.00097929i,-0.01366-0.11936i,0.0081057-0.10214i,0.012461-0.04976i,0.0015438-0.035071i,-0.021549-0.024621i,-0.029643-0.0093543i,-0.029542-0.00068064i,-0.019939+0.0028002i,-0.002605-0.0069354i,0.0096458-0.025569i,0.01842-0.039196i,0.016358-0.044979i,-0.0019235-0.039509i,-0.021419-0.024142i,-0.027259-0.0068736i,-0.018275+0.0040802i,-0.0052033+0.0051082i
-0.13947-0.0035301i,-0.27632-0.052506i,-0.30899-0.10613i,-0.15167-0.12946i,0.018445-0.13547i,0.019773-0.087126i,-0.032794+0.010123i,-0.018722+0.047826i,0.0077653+0.020218i,0.013233-0.0034888i,0.0066581-0.019055i,-0.0088127-0.025413i,-0.01018-0.016975i,0.0040808-0.0073103i,0.024597+0.0058727i,0.042798+0.020932i,0.044637+0.026985i,0.037885+0.022446i,0.03194+0.0099513i,0.025593-0.00059361i,0.015449-0.0031514i,0.0023159+0.0012217i,-0.0020161+0.00948i
0.016222-0.16241i,0.055796-0.33713i,0.068352-0.46823i,-0.0080706-0.4319i,-0.072885-0.25719i,-0.021144-0.091987i,0.054043-0.033147i,0.055461-0.027877i,0.037049+0.00087315i,0.047876+0.018132i,0.053679+0.0042515i,0.039759-0.008029i,0.019522-0.0097322i,-0.0012573+6.9172e-05i,-0.010979+0.020433i,-0.0028155+0.037601i,0.01284+0.044311i,0.021597+0.038364i,0.016348+0.020634i,0.0031829+0.0036634i,-0.0030867-0.0047262i,-0.00065047-0.0081005i,-0.0011515-0.0072307i
0.164+0.026685i,0.32271+0.099722i,0.39258+0.20372i,0.28514+0.28029i,0.091025+0.29603i,-0.053925+0.2242i,-0.11943+0.12367i,-0.11116+0.072808i,-0.071565+0.047162i,-0.043092+0.036649i,-0.021326+0.03379i,-0.0053929+0.018001i,-0.00086849-0.0014541i,-0.0084456-0.010382i,-0.027393-0.0060811i,-0.049762+0.0049669i,-0.064268+0.011065i,-0.057239+0.015511i,-0.030579+0.021335i,-0.0036863+0.02257i,0.0093224+0.017573i,0.0077732+0.010625i,-0.00099437+0.0048477i
-0.045059+0.16406i,-0.090224+0.30785i,-0.10142+0.31897i,-0.034231+0.11524i,0.038507-0.12709i,0.070799-0.18865i,0.09476-0.12592i,0.074186-0.079429i,0.010197-0.052708i,-0.036907-0.02174i,-0.04173+0.0063034i,-0.022782+0.015971i,-0.0076562+0.0045924i,-0.0040289-0.018869i,-0.010181-0.042043i,-0.015924-0.052358i,-0.013894-0.045471i,-0.010558-0.032151i,-0.0086665-0.025891i,-0.0088342-0.027822i,-0.0091901-0.025973i,-0.0052928-0.016703i,0.0010048-0.010313i
-0.18132-0.056291i,-0.35484-0.11776i,-0.42737-0.14575i,-0.31015-0.10832i,-0.12426-0.090715i,-0.046165-0.12586i,-0.07587-0.11344i,-0.079262-0.061078i,-0.042318-0.042037i,-0.028751-0.049131i,-0.03187-0.045428i,-0.028382-0.03028i,-0.013031-0.0091685i,0.015481+0.0047187i,0.035411-0.0036726i,0.030006-0.021859i,0.011201-0.034439i,-0.0034049-0.035261i,-0.0066704-0.020341i,-0.0034663-0.0026389i,-0.0026476+0.0051733i,-0.0047951+0.00696i,-0.0028517+0.0087273i
0.082569-0.17159i,0.18698-0.32676i,0.295-0.35623i,0.35401-0.20498i,0.35849-0.0088256i,0.30577+0.099436i,0.21682+0.10774i,0.14592+0.068726i,0.090202+0.023988i,0.048419+0.0038078i,0.023587-0.00067027i,0.0036387+0.0023273i,-0.0060483+0.015702i,0.001473+0.032804i,0.025042+0.042233i,0.054205+0.040397i,0.071212+0.034228i,0.066536+0.025067i,0.047351+0.011674i,0.034496-0.00077818i,0.029947-0.011074i,0.022065-0.016214i,0.012866-0.012504i
0.17233+0.098504i,0.31034+0.1981i,0.27282+0.24409i,0.015063+0.23592i,-0.20359+0.24253i,-0.20105+0.22169i,-0.096663+0.10395i,-0.055977+0.0018974i,-0.0366+0.001725i,0.0037752+0.017402i,0.02088+0.0055868i,0.010565-0.010864i,-0.013092-0.014232i,-0.035245+0.0046299i,-0.041418+0.028148i,-0.038924+0.031677i,-0.032591+0.018129i,-0.020703+0.0056729i,-0.012308+0.0059516i,-0.014116+0.016395i,-0.016538+0.023536i,-0.01491+0.018719i,-0.013196+0.011032i
-0.12016+0.17571i,-0.24335+0.35327i,-0.28461+0.44812i,-0.21055+0.39888i,-0.14562+0.28697i,-0.10595+0.1774i,-0.039692+0.11118i,0.019483+0.073713i,0.028945+0.025859i,-0.001795-0.0079209i,-0.026381-0.0077834i,-0.024719-0.0014201i,-0.017797-0.012553i,-0.020024-0.029511i,-0.025225-0.028631i,-0.021581-0.0027811i,-0.010072+0.032773i,-0.0011597+0.051439i,0.0038369+0.041667i,0.0072074+0.021734i,0.009746+0.0097367i,0.013269+0.0039668i,0.013966-0.0005473i
-0.17032-0.15408i,-0.31527-0.33082i,-0.34303-0.4762i,-0.21192-0.54909i,-0.084947-0.56157i,-0.072092-0.45052i,-0.088518-0.25949i,-0.064234-0.1272i,-0.037739-0.070929i,-0.019623-0.040852i,-0.0019117-0.027127i,0.012556-0.02211i,0.023755-0.025959i,0.02026-0.037066i,0.0025481-0.041804i,-0.015337-0.046156i,-0.026628-0.055552i,-0.028591-0.053194i,-0.024096-0.040153i,-0.023319-0.030727i,-0.027232-0.021223i,-0.02525-0.010418i,-0.016173-0.0047626i
0.16315-0.16046i,0.31302-0.29651i,0.32437-0.33311i,0.17334-0.21429i,0.064796-0.077982i,0.038586-0.012224i,0.0093317+0.029621i,-0.0040388+0.058368i,0.0077585+0.05187i,0.013218+0.025314i,0.0059632+0.0095858i,-0.0051758+0.011103i,-0.0058925+0.023174i,0.0091323+0.033233i,0.028373+0.034858i,0.034972+0.03638i,0.025648+0.041661i,0.01072+0.037262i,0.0039831+0.025333i,0.011363+0.018207i,0.021546+0.011452i,0.022554+0.0050214i,0.016458+0.0046532i
0.14815+0.18421i,0.3055+0.35961i,0.42233+0.41553i,0.39975+0.30382i,0.24835+0.19788i,0.12629+0.13163i,0.082946+0.030517i,0.035012-0.042471i,-0.008979-0.029867i,-0.010224+0.015407i,0.0045516+0.028615i,0.003357+0.015405i,-0.0076111+0.0067766i,-0.01365+0.0063701i,-0.017317-0.001946i,-0.01838-0.024255i,-0.0099942-0.045025i,0.0038726-0.047731i,0.011393-0.03702i,0.0062689-0.026887i,-0.0049018-0.020258i,-0.011612-0.011365i,-0.0076957-0.0029752i
-0.20315+0.1419i,-0.39697+0.27357i,-0.47666+0.34309i,-0.36969+0.28888i,-0.19524+0.17174i,-0.069027+0.084069i,0.00079379+0.047656i,0.023391+0.03621i,0.01637+0.019186i,0.00033964-0.010144i,-0.019163-0.026994i,-0.030073-0.026482i,-0.030432-0.019408i,-0.024294-0.010943i,-0.018408+2.4768e-05i,-0.019097+0.020435i,-0.024568+0.042633i,-0.029553+0.049038i,-0.028937+0.040501i,-0.022602+0.031809i,-0.011044+0.02578i,-0.00021451+0.01636i,0.0029084+0.0099108i
-0.11934-0.21345i,-0.22107-0.38278i,-0.22064-0.38127i,-0.044011-0.21455i,0.14232-0.13655i,0.12992-0.16462i,0.018596-0.12519i,-0.00289-0.061263i,0.0079348-0.047141i,-0.014398-0.029622i,-0.01495-0.0037534i,0.0062744-0.00027104i,0.022381-0.0066117i,0.033219-0.018819i,0.035332-0.039197i,0.035642-0.058582i,0.040043-0.067557i,0.0415-0.060103i,0.037835-0.043488i,0.029077-0.032822i,0.014514-0.028742i,0.0016996-0.022946i,-0.0033327-0.013941i
0.2272-0.10425i,0.38974-0.22975i,0.36541-0.34519i,0.13796-0.35254i,-0.018736-0.21559i,0.0067434-0.03983i,0.037509+0.041809i,0.0021157+0.052189i,-0.012552+0.046253i,0.0016343+0.027342i,0.0053984+0.0094431i,-3.0906e-05+0.00016041i,-0.010603+0.0013256i,-0.014661+0.025548i,-0.001351+0.057255i,0.0097231+0.069622i,0.0064262+0.058951i,-5.0117e-07+0.033522i,-0.006729+0.010258i,-0.010837+0.0069776i,-0.0041754+0.015269i,0.0041322+0.015469i,-0.00013505+0.0084264i
0.076827+0.23706i,0.15402+0.43294i,0.15723+0.49895i,0.0058508+0.45558i,-0.16101+0.43419i,-0.15481+0.33262i,-0.052033+0.12251i,-0.010349-0.012881i,-0.01298-0.031169i,-0.015672-0.02041i,-0.020198-0.0055989i,-0.017484+0.011435i,-0.017158+0.017157i,-0.019292+0.014253i,-0.0062688+0.0059749i,0.01635-0.007144i,0.03292-0.014069i,0.040855-0.0030379i,0.044792+0.01143i,0.041084+0.0088861i,0.024954+0.0012686i,0.010695+0.0033467i,0.0081755+0.0063333i
-0.23619+0.035155i,-0.3866+0.079855i,-0.32097+0.098765i,-0.066833+0.030469i,0.060243-0.042628i,0.015328+0.018689i,0.0013151+0.1i,0.023819+0.071098i,0.019839+0.01318i,0.01212-0.019355i,-0.00044909-0.035642i,-0.013133-0.034537i,-0.017083-0.033428i,-0.034008-0.030885i,-0.064121-0.014028i,-0.087434+0.014558i,-0.089218+0.043918i,-0.072367+0.051127i,-0.054456+0.031771i,-0.043345+0.0091314i,-0.031215-0.0017183i,-0.018444-0.0056354i,-0.012009-0.0077873i
-0.0081941-0.22636i,-0.042952-0.37504i,-0.090296-0.36665i,-0.077674-0.27166i,-0.012093-0.29917i,-0.0069533-0.35183i,-0.032879-0.2592i,-0.0041188-0.13184i,0.015653-0.074018i,-0.0020754-0.037578i,-0.0096483-0.011658i,-0.0082179-0.0031453i,0.0036489+0.00069058i,0.02516-0.010591i,0.039336-0.028587i,0.044699-0.034293i,0.040648-0.0307i,0.023542-0.018135i,0.0099855+0.0044985i,0.013397+0.015884i,0.013931+0.0057784i,0.0040891-0.0039753i,0.00083391-0.0021581i
0.21835+0.024888i,0.359+0.015868i,0.34782-0.031378i,0.20045-0.048343i,0.08175-0.001512i,0.0097459+0.027224i,-0.057509+0.050637i,-0.072378+0.076923i,-0.043909+0.073751i,-0.013919+0.059075i,0.0091439+0.032806i,0.012572+0.0051197i,0.0040565-0.00072762i,0.00013938+0.0045046i,-0.0057806+0.0096142i,-0.017812+0.0082541i,-0.027651-0.00069038i,-0.021984-0.011307i,-0.010149-0.022305i,-0.0063561-0.0225i,-0.00039142-0.0092575i,0.0060575-0.00090934i,0.0039295-0.0022406i
-0.075492+0.20028i,-0.12475+0.33072i,-0.16598+0.34003i,-0.21775+0.26178i,-0.21909+0.21569i,-0.076959+0.16257i,0.063151+0.026707i,0.06127-0.061238i,0.019906-0.048533i,0.001938-0.032366i,-0.012556-0.023445i,-0.018044-0.01566i,-0.021488-0.010599i,-0.012153+0.0079807i,0.018704+0.021217i,0.045949+0.013i,0.050764-0.0039107i,0.033237-0.011612i,0.012504-0.0024899i,0.0031427+0.011185i,-0.0018905+0.016202i,-0.0030994+0.017887i,0.0023239+0.019055i
-0.1739-0.10508i,-0.25602-0.16238i,-0.17358-0.14179i,0.021881-0.059251i,0.117+0.01654i,0.062135+0.05429i,-0.0146+0.065573i,-0.037387+0.060033i,-0.02161+0.033259i,-0.0049437-0.0017562i,-0.001905-0.016591i,0.00019325-0.010409i,0.0032797-0.010627i,-0.010627-0.024311i,-0.040949-0.034479i,-0.063331-0.031281i,-0.062358-0.016669i,-0.042834-0.0043693i,-0.021671-0.011632i,-0.013662-0.02387i,-0.01033-0.024203i,-0.0060689-0.021245i,-0.0060606-0.017586i
0.13695-0.15028i,0.20766-0.24523i,0.20226-0.27441i,0.17118-0.29366i,0.17994-0.34762i,0.15461-0.32515i,0.11399-0.19263i,0.11299-0.093819i,0.083599-0.069496i,0.029427-0.043332i,0.00030374-0.017677i,-0.0089451-0.01068i,-0.0053261-0.0067385i,0.0078001+0.00085737i,0.022124+0.013652i,0.034615+0.024827i,0.042601+0.020531i,0.037689+0.0031317i,0.016741-0.0059901i,-0.00086217-0.0020408i,-0.0052558-0.0020448i,-0.0051648-0.0042259i,-0.0031213+0.0016454i
0.13088+0.16819i,0.21907+0.27921i,0.216+0.2952i,0.10209+0.229i,-0.038086+0.15779i,-0.10301+0.11162i,-0.10365+0.078187i,-0.099053+0.046594i,-0.084637+0.037641i,-0.050324+0.043846i,-0.018079+0.033208i,-0.0097839+0.014304i,-0.013976+0.011225i,-0.0062282+0.012024i,0.0093894-0.0037831i,0.013591-0.020369i,0.0079435-0.011128i,0.012405+0.012729i,0.030317+0.018953i,0.03707+0.009181i,0.028078+0.0062887i,0.020632+0.0059878i,0.013658-0.00071081i
-0.20751+0.095401i,-0.36288+0.14765i,-0.42192+0.16069i,-0.36154+0.18689i,-0.22763+0.26357i,-0.042373+0.26246i,0.098531+0.13325i,0.11786+0.026971i,0.080386-0.0071065i,0.040096-0.020808i,0.012809-0.02034i,0.0037079-0.019463i,-0.0071865-0.01977i,-0.016737+0.0015546i,-0.015814+0.032265i,-0.0076602+0.045446i,0.0039104+0.033603i,0.011057+0.018688i,0.011934+0.016845i,0.0069786+0.015112i,-0.0038308+0.012629i,-0.010786+0.018663i,-0.0072888+0.023256i
-0.04366-0.21729i,-0.059381-0.32582i,-0.012235-0.26529i,0.096787-0.083834i,0.17177+0.011775i,0.10412+0.0026054i,-0.026456-0.010535i,-0.079633-0.019509i,-0.07032-0.027992i,-0.052376-0.022136i,-0.035874-0.0072825i,-0.014612+0.0043746i,0.0043184-0.0010111i,0.0060277-0.018299i,0.00043379-0.027692i,-0.0056134-0.025133i,-0.020933-0.01101i,-0.035934+0.0063545i,-0.031983+0.013799i,-0.014851+0.0062723i,-0.0036736-0.010008i,-0.0033773-0.021897i,-0.0063126-0.022177i
0.22748-0.022128i,0.36989-0.10437i,0.36208-0.25886i,0.20111-0.42838i,0.047759-0.47878i,-0.0043766-0.35894i,0.014175-0.16649i,0.04887-0.034521i,0.058886+0.0042909i,0.042503+0.0080424i,0.020341+0.0091717i,0.0056177+0.0071114i,0.0040634+0.00046747i,-0.00082686-0.0060461i,-0.019928-0.0042839i,-0.033211+0.0042813i,-0.023315+0.0044322i,-0.0068213-0.011791i,-0.0078166-0.022776i,-0.013393-0.016709i,-0.0065455-0.011437i,-0.001472-0.009349i,-0.002238-0.0020679i
-0.030829+0.23865i,-0.037652+0.43651i,-0.055485+0.5306i,-0.12376+0.47969i,-0.2207+0.36483i,-0.24579+0.24537i,-0.19083+0.12382i,-0.13458+0.038089i,-0.086494+0.012534i,-0.043515+0.0021375i,-0.026603-0.01981i,-0.032039-0.024323i,-0.030678-0.0047734i,-0.0046766+0.013496i,0.032036+0.017177i,0.049846+0.0088037i,0.035707-0.00021166i,0.0078178-0.00080874i,-0.0068159+0.0017211i,-0.0055048+0.0029718i,0.0045242+0.0018375i,0.016218-0.004834i,0.018783-0.011023i
-0.20269-0.08074i,-0.30912-0.11556i,-0.22895-0.12517i,-0.008119-0.087637i,0.14631+0.011172i,0.18511+0.10434i,0.18174+0.12205i,0.14011+0.095102i,0.075059+0.067314i,0.027336+0.036302i,-0.0010113+0.011776i,-0.012219-0.0020729i,-0.018161-0.011634i,-0.028326-0.01468i,-0.039067-0.020895i,-0.043032-0.032822i,-0.030638-0.038069i,-0.0073101-0.029883i,0.0089115-0.013057i,0.0088675+0.0021979i,-0.0024519+0.014298i,-0.013418+0.025984i,-0.012009+0.029988i
0.063906-0.19152i,0.014471-0.29881i,-0.13466-0.21976i,-0.21507-0.020038i,-0.13219+0.023135i,-0.05967-0.091814i,-0.083007-0.15224i,-0.076105-0.13275i,-0.044586-0.11708i,-0.04235-0.092628i,-0.029595-0.049214i,-0.0062183-0.021118i,0.0035514-0.0056262i,0.0046898+0.013032i,0.0079141+0.034979i,0.019157+0.050882i,0.027955+0.048221i,0.025988+0.028647i,0.017973+0.005797i,0.012388-0.0083955i,0.014828-0.010573i,0.016969-0.012142i,0.0083792-0.011492i
0.19774+0.11448i,0.39046+0.12357i,0.51402+0.0049004i,0.46709-0.17524i,0.28978-0.25825i,0.12246-0.18342i,0.061134-0.050128i,0.051178-0.0030057i,0.014171-0.020577i,-0.021356-0.007798i,-0.028882+0.0097828i,-0.029853+0.0051481i,-0.024629-0.0030275i,-0.010901-0.018913i,0.00085952-0.042706i,0.0040107-0.051305i,0.0089776-0.03286i,0.024467-0.010264i,0.028636-0.0024811i,0.01555+0.0027967i,0.0037621+0.0079854i,-0.0015764+0.0092878i,-0.0041774+0.0070236i
