-0.00022362-0.00063981i,0.00017849-0.0006494i,-0.0013739-0.0018545i,-0.0011354-0.0020112i,-0.00070257-0.00025775i,-0.00029851+0.0017384i,-0.00020877+0.0029447i,-0.00081944+0.0032i,-5.2231e-05+0.002175i,0.00051942+0.0012484i,0.00038699+0.00026465i,3.1767e-05-0.00028406i,-0.00047009+0.00010572i,-0.00038683-0.00054005i,8.0131e-05-0.0014404i,-0.00018268-0.00095317i,-0.000554-0.00014881i,-0.00033185-0.00035201i,6.0516e-05-4.8881e-05i,0.00061446+7.6926e-05i,0.00093246-3.7818e-05i,0.00059507+0.00011416i,0.00023781-0.00066216i
0.047548-0.017246i,0.090127-0.025605i,0.11474+0.0031389i,0.12188+0.040193i,0.11965+0.041498i,0.099338+0.026106i,0.06746+0.012002i,0.043368-0.0046743i,0.017151-0.019366i,-0.010214-0.019353i,-0.022129-0.013328i,-0.01912-0.010929i,-0.0068479-0.0083029i,0.0089022-0.0083696i,0.023618-0.015573i,0.038244-0.027568i,0.044984-0.041177i,0.035944-0.047296i,0.015391-0.036037i,0.00044022-0.014989i,-0.0029608-0.0010728i,-0.004762+0.0031524i,-0.0055473+0.0065435i
0.0094192+0.054112i,0.068268+0.096717i,0.14009+0.070915i,0.13434-0.025874i,0.043061-0.086636i,-0.025958-0.074653i,-0.020771-0.048458i,-0.0060031-0.042457i,-0.0107-0.03341i,-0.0098268-0.010743i,-0.0061481+0.0074097i,-0.011548+0.018988i,-0.013388+0.030642i,-0.0043056+0.032711i,-0.00033091+0.022455i,-0.01278+0.011968i,-0.031264+0.011391i,-0.037273+0.018573i,-0.021705+0.022984i,-0.0031779+0.016145i,0.00016672+0.0080989i,-0.00098095+0.010144i,0.0013375+0.0093939i
-0.046217-0.028059i,-0.088714-0.077257i,-0.11787-0.10297i,-0.1151-0.088064i,-0.090666-0.061709i,-0.058985-0.035617i,-0.041327-0.018107i,-0.034231-0.0057083i,-0.023589+0.0079704i,-0.009569+0.011456i,0.0066124+0.0048267i,0.018936-0.0057626i,0.013069-0.016093i,-0.0075123-0.013304i,-0.021808+0.004281i,-0.018965+0.023798i,0.00013744+0.032162i,0.023081+0.026296i,0.027138+0.0087078i,0.0098336-0.0056109i,-0.0051052-0.0038393i,-0.0051616+0.00058572i,-0.0014554-0.0010106i
0.01889-0.024777i,0.012848-0.051816i,-0.042878-0.054493i,-0.092875+0.019943i,-0.059413+0.11305i,0.0004162+0.11111i,0.012551+0.054695i,0.0036919+0.0223i,0.0028628+0.0098785i,0.0028523+0.0028069i,0.0013064-0.0051633i,-0.00033136-0.015833i,0.0024698-0.022512i,0.0071659-0.025117i,0.012331-0.025152i,0.019468-0.026808i,0.018854-0.037831i,0.0055525-0.052177i,-0.010869-0.044149i,-0.012118-0.013348i,0.003319+0.0059405i,0.01307+0.0054581i,0.010372+0.0042269i
-0.0064542+0.058188i,-0.0028346+0.10441i,0.032986+0.14371i,0.0959+0.12863i,0.10523+0.059947i,0.054531+0.01577i,0.013189+0.016689i,0.0019233+0.019914i,0.0026366+0.013842i,0.0060702+0.0092002i,-0.0014613+0.010822i,-0.016216+0.021091i,-0.015836+0.03168i,0.0016526+0.031044i,0.01708+0.016694i,0.015659+0.0032132i,-0.0013598+0.0068289i,-0.019399+0.02343i,-0.018115+0.031869i,-0.001438+0.020334i,0.0069411+0.0037732i,0.0061819-0.0043778i,0.0037877-0.0081336i
-0.031092-0.012773i,-0.03999+0.0040157i,-0.0099137-0.0048942i,0.047461-0.063775i,0.078063-0.10786i,0.064719-0.08894i,0.048083-0.044545i,0.034732-0.018714i,0.018414-0.013192i,0.0050388-0.016725i,0.0041367-0.016548i,0.014794-0.013128i,0.012927-0.016021i,-0.005351-0.01741i,-0.020257-0.0087818i,-0.020112-0.00022049i,-0.0011425+0.00097864i,0.025826-0.0019177i,0.033338-0.0067787i,0.016972-0.010287i,-2.1412e-05-0.012615i,-0.0092439-0.013249i,-0.012818-0.0079726i
0.053805-0.021378i,0.063575-0.049414i,0.0049652-0.056538i,-0.091312-0.039115i,-0.12802-0.01602i,-0.080777-0.005621i,-0.024703-0.02269i,0.0015089-0.040899i,-0.00030794-0.037314i,-0.0097546-0.020622i,-0.0086251-0.013638i,-0.0029801-0.023988i,-0.0052586-0.033008i,-0.01381-0.028763i,-0.020753-0.015846i,-0.024642-0.0045774i,-0.02914-0.0074399i,-0.035714-0.018491i,-0.032574-0.017152i,-0.015795-0.0060296i,-0.00474+9.5906e-05i,-0.0045248+0.0039366i,-0.00056316+0.010092i
-0.0035041+0.031845i,0.031313+0.060527i,0.057968+0.075342i,0.034498+0.090284i,-0.013221+0.094485i,-0.039519+0.056174i,-0.050725+0.021139i,-0.051943+0.020749i,-0.035245+0.029582i,-0.019945+0.036914i,-0.019478+0.042864i,-0.029384+0.044915i,-0.026698+0.049019i,-0.00035169+0.045371i,0.027806+0.027444i,0.038807+0.011804i,0.03052+0.015463i,0.015441+0.029708i,0.0079708+0.02921i,0.0023084+0.013112i,-0.0044018+0.0049013i,-0.0038461+0.0079231i,-0.00053955+0.0045294i
-0.041635-0.058052i,-0.054026-0.088865i,0.01106-0.079843i,0.13637-0.049346i,0.1909-0.026845i,0.13726-0.0025552i,0.071742+0.020635i,0.038983+0.022817i,0.022422+0.012694i,0.022648+0.0043509i,0.028468-0.00137i,0.02974+0.00098458i,0.026889+0.0018298i,0.015701-0.0050707i,0.0010542-0.011639i,-0.003053-0.01666i,0.011017-0.026237i,0.029055-0.03439i,0.027021-0.02992i,0.010406-0.013887i,0.0014517+0.0013907i,0.0031215+0.0068771i,0.0047368+0.0074899i
0.0111-0.0087144i,-0.0025455-0.036888i,-0.072795-0.091879i,-0.14853-0.13542i,-0.1395-0.12045i,-0.071797-0.07i,-0.0087381-0.046801i,0.022653-0.051662i,0.023515-0.052152i,0.018684-0.046292i,0.022186-0.046369i,0.02579-0.049431i,0.017548-0.048359i,-0.0057908-0.03521i,-0.027065-0.0081983i,-0.039546+0.013972i,-0.053619+0.01896i,-0.060654+0.013311i,-0.045746+0.0095147i,-0.015391+0.0098846i,0.0095475+0.005645i,0.017752-0.0032879i,0.016126-0.007645i
-0.028327+0.064242i,-0.063196+0.11533i,-0.10201+0.14758i,-0.14072+0.14208i,-0.14736+0.098245i,-0.10432+0.042376i,-0.074032+0.010895i,-0.063408+0.010971i,-0.045585+0.016644i,-0.039521+0.014383i,-0.047298+0.015016i,-0.049926+0.015111i,-0.038741+0.013653i,-0.0085404+0.012943i,0.027313+0.0021812i,0.048128-0.0073502i,0.052598+0.0024317i,0.044436+0.018042i,0.029291+0.016012i,0.014235-0.0010128i,0.0014939-0.013858i,-0.0065501-0.016761i,-0.010717-0.014933i
-0.0070236-0.019736i,0.02932-0.0059004i,0.12267+0.053097i,0.23319+0.13002i,0.25784+0.14551i,0.18203+0.10437i,0.10019+0.068626i,0.048908+0.044567i,0.016048+0.021683i,-0.0017739+0.011028i,-0.0094102+0.014291i,-0.011786+0.022761i,-0.009196+0.021884i,-0.0073403+0.003559i,-0.010891-0.018701i,-0.012418-0.03577i,-0.0030609-0.051312i,0.0090292-0.059302i,0.0067852-0.047777i,-0.0058114-0.024674i,-0.012069-0.0078473i,-0.011457+8.9659e-05i,-0.0083915+0.008049i
0.076789-0.0042003i,0.10915-0.035705i,0.11077-0.11014i,0.079788-0.19834i,0.035604-0.2128i,0.010719-0.15528i,0.021153-0.10096i,0.035181-0.073414i,0.024843-0.049416i,0.019053-0.024467i,0.029506-0.013719i,0.036055-0.013557i,0.023188-0.010935i,-0.010055+0.0048488i,-0.041893+0.033793i,-0.057047+0.056025i,-0.063034+0.059465i,-0.058841+0.049281i,-0.037915+0.035423i,-0.010725+0.024349i,0.0022782+0.015048i,0.0023204+0.0081084i,0.0043824+0.0021686i
-0.012834+0.03947i,-0.044041+0.043296i,-0.12667+0.0011023i,-0.22402-0.056888i,-0.24053-0.083928i,-0.18298-0.071321i,-0.13178-0.048723i,-0.095023-0.020946i,-0.055403+0.0026492i,-0.033457+0.0095065i,-0.024756+0.0097295i,-0.014702+0.0012719i,-0.0048035-0.0039517i,0.015317+0.0053386i,0.044536+0.010132i,0.063935+0.0051228i,0.067672+0.0020069i,0.058418+0.0037092i,0.037802+0.0025384i,0.015391-0.002623i,0.0010098-0.0010508i,-0.0033489+0.0062181i,-0.0048016+0.0065251i
-0.017809-0.0791i,-0.032756-0.084747i,0.00024414+0.013587i,0.063599+0.17641i,0.085776+0.26737i,0.065447+0.23492i,0.036918+0.16353i,0.01954+0.097733i,0.011483+0.045822i,0.0071664+0.023465i,-0.0011233+0.014495i,-0.016275+0.010004i,-0.014868+0.006619i,0.0049983-0.011751i,0.013753-0.03931i,0.0066106-0.058402i,-0.0048694-0.067387i,-0.014459-0.065376i,-0.018191-0.046118i,-0.013008-0.01899i,-0.00082577-0.0018636i,0.0099569+0.0032168i,0.01421+0.00678i
0.049214-0.0018406i,0.10174-0.017408i,0.13464-0.042684i,0.15647-0.076825i,0.16632-0.096294i,0.13959-0.073569i,0.11561-0.038607i,0.09283-0.025418i,0.056802-0.019658i,0.040506-0.013383i,0.036856-0.016903i,0.027562-0.012798i,0.01281-0.00057632i,-0.014705+0.010004i,-0.037533+0.028961i,-0.040405+0.050267i,-0.034855+0.06284i,-0.024717+0.063195i,-0.0064081+0.046296i,0.0099983+0.020708i,0.014056-0.0004786i,0.0082927-0.013254i,8.1114e-05-0.019264i
-0.076823+0.051615i,-0.13056+0.096128i,-0.14953+0.05747i,-0.14638-0.072435i,-0.12434-0.17109i,-0.075263-0.17449i,-0.044521-0.13667i,-0.039306-0.08839i,-0.02589-0.044889i,-0.016994-0.030434i,-0.017981-0.023831i,-0.0079249-0.02016i,0.0024879-0.02348i,0.0083069-0.016081i,0.022235-0.0066043i,0.035873-0.010129i,0.041472-0.017196i,0.040955-0.020268i,0.026344-0.020079i,0.0035054-0.015741i,-0.011155-0.0083163i,-0.016575+0.00094085i,-0.015709+0.0095803i
-0.019385-0.053448i,-0.016452-0.081168i,-0.0077797-0.019206i,-0.020827+0.12054i,-0.054998+0.19164i,-0.073978+0.15195i,-0.066785+0.081776i,-0.043397+0.025867i,-0.023154-0.011233i,-0.024054-0.016086i,-0.031632+0.0012171i,-0.033218+0.010211i,-0.025483+0.0012247i,-0.0085654-0.018982i,-0.0025947-0.045004i,-0.016726-0.060095i,-0.034104-0.056361i,-0.045175-0.041083i,-0.042914-0.018008i,-0.026876-0.00026573i,-0.011056+0.0054989i,0.0014808+0.0076026i,0.012374+0.010252i
0.080087+0.033006i,0.15212+0.011997i,0.20247-0.061288i,0.20392-0.11039i,0.1559-0.071209i,0.096695-0.011928i,0.064657+0.019002i,0.039215+0.023961i,0.0025538+0.018521i,-0.012904+0.022751i,-0.00067085+0.024664i,0.0044318+0.022155i,-0.0078146+0.027448i,-0.026278+0.033881i,-0.037755+0.045329i,-0.027907+0.061968i,-0.0010258+0.068873i,0.025522+0.061109i,0.038073+0.039563i,0.031749+0.015911i,0.018678+0.0033449i,0.009776-0.0049381i,0.0031758-0.014776i
-0.067279+0.075907i,-0.15256+0.11052i,-0.23261+0.077199i,-0.21468-0.016917i,-0.10093-0.084302i,-0.010632-0.088157i,-0.0001124-0.071623i,-0.018533-0.035783i,-0.020635+0.0074524i,-0.0062899+0.018318i,0.0091027+0.0015617i,0.018221-0.014824i,0.01714-0.014592i,0.011093+0.004358i,0.012412+0.020696i,0.018289+0.011797i,0.019965-0.016239i,0.016778-0.043983i,0.0056074-0.048231i,-0.0045586-0.026524i,-0.0040251-0.00497i,-0.0037897+0.0044968i,-0.0067103+0.0094274i
0.024203-0.066942i,0.0081146-0.040798i,-0.03819+0.093286i,-0.086622+0.22261i,-0.10329+0.20367i,-0.10443+0.10587i,-0.092078+0.051633i,-0.046782+0.024252i,0.0054118+0.0018155i,0.023368-0.0074731i,0.0085583-0.0065875i,-0.005873-0.0031803i,0.0032154-0.0069182i,0.022009-0.020437i,0.023856-0.034535i,0.0010793-0.037956i,-0.034888-0.026347i,-0.063038-0.0045191i,-0.058647+0.012863i,-0.028013+0.010077i,-0.0059725-0.0031059i,0.0019936-0.0062696i,0.0065372-0.0023584i
0.13893+0.025237i,0.30366+0.0061797i,0.4572-0.030031i,0.46982-0.070613i,0.32059-0.071745i,0.16399-0.014673i,0.10188+0.044626i,0.081952+0.046782i,0.048225+0.0088171i,0.013117-0.0078149i,-0.001246+0.0021214i,-0.003327+0.010055i,-0.0082297+0.0072292i,-0.013737+0.0019817i,-0.008222+0.0075637i,0.015489+0.024157i,0.04644+0.038336i,0.066315+0.041096i,0.060482+0.028052i,0.030845+0.0091234i,0.0019131-0.00010614i,-0.011008-0.002295i,-0.013538-0.0043499i
-0.11862-0.029699i,-0.18223-0.082304i,-0.18571-0.19046i,-0.14051-0.25187i,-0.063702-0.17423i,0.037151-0.075699i,0.096205-0.06734i,0.066009-0.076515i,0.011205-0.044493i,-0.0044618-0.019677i,0.0033864-0.024729i,0.0034981-0.036439i,-0.010251-0.030894i,-0.018928-0.0074608i,-0.0084469+0.0055362i,0.0051892-0.0098034i,0.0072841-0.038726i,0.0029154-0.059412i,-0.0050943-0.053729i,-0.0091794-0.021675i,-0.0017791+0.00833i,0.0061291+0.020544i,0.0076486+0.021802i
-0.051173-0.10976i,-0.19193-0.15287i,-0.37628-0.074008i,-0.43636+0.073787i,-0.32312+0.098233i,-0.1974-0.011378i,-0.15707-0.092258i,-0.12515-0.080911i,-0.066546-0.04062i,-0.02391-0.017418i,-0.017221-0.00597i,-0.02439+0.0056789i,-0.014104+0.013492i,0.0059581+0.0049703i,0.0019408-0.016036i,-0.026723-0.024143i,-0.05342-0.0062414i,-0.063045+0.019174i,-0.046207+0.02815i,-0.012719+0.015944i,0.0085277-0.0026204i,0.01359-0.012009i,0.013198-0.012149i
0.040058+0.13426i,0.12972+0.26018i,0.25+0.31691i,0.33161+0.23905i,0.28129+0.10213i,0.10691+0.042361i,-0.024252+0.080087i,-0.034963+0.097975i,-0.016174+0.053702i,-0.02166+0.022057i,-0.020955+0.030337i,-0.0033627+0.043203i,0.011389+0.029127i,0.0059916-0.0023224i,-0.01058-0.011996i,-0.0055923+0.0038347i,0.024224+0.013192i,0.04647+0.0068561i,0.03967-0.0046318i,0.012635-0.012712i,-0.012322-0.013417i,-0.021865-0.011106i,-0.019154-0.0099276i
-0.073282+0.035388i,-0.06042+0.054355i,0.045778+0.0011036i,0.10863-0.098656i,0.052842-0.089267i,0.044238+0.042375i,0.11889+0.0965i,0.12477+0.041847i,0.05947+0.012357i,0.02247+0.016244i,0.02246+0.0041027i,0.023692-0.0209i,0.0070643-0.030944i,-0.011412-0.0072061i,-0.0054445+0.021572i,0.0095324+0.017339i,0.0054431-0.010345i,-0.010744-0.029023i,-0.01926-0.02216i,-0.013426+0.0016343i,0.0015894+0.019872i,0.011633+0.024365i,0.011671+0.023413i
0.089188-0.079102i,0.092509-0.17098i,-0.053009-0.2081i,-0.239-0.12213i,-0.23844-0.022556i,-0.091347-0.050586i,-0.00757-0.12549i,-0.0088226-0.11484i,0.0011907-0.056756i,0.020044-0.026957i,0.01018-0.025014i,-0.016262-0.02154i,-0.027834-0.001536i,-0.012123+0.018651i,0.0082564+0.020022i,0.0044084+0.016188i,-0.011964+0.028678i,-0.013655+0.046583i,-0.00034253+0.045545i,0.01366+0.023746i,0.017305-0.0011974i,0.01431-0.01319i,0.010167-0.014603i
0.067581+0.10734i,0.11982+0.17369i,0.16318+0.21326i,0.21877+0.20155i,0.23984+0.11652i,0.12889+0.0037043i,-0.028197-0.02102i,-0.066962+0.017707i,-0.032484+0.0091957i,-0.025486-0.015565i,-0.023568-0.00080479i,-0.0011674+0.020865i,0.019687+0.012535i,0.019326-0.020989i,2.9172e-05-0.044111i,-0.0076643-0.039338i,0.01132-0.032294i,0.030527-0.038354i,0.028549-0.042581i,0.010185-0.035512i,-0.0099702-0.023823i,-0.019827-0.013709i,-0.016297-0.0061029i
-0.097392-0.093168i,-0.12573-0.14948i,-0.052268-0.17787i,0.035259-0.19798i,0.0057775-0.17167i,-0.050597-0.039356i,-0.010425+0.059181i,0.027663+0.0293i,-0.0039133-0.006912i,-0.023588+0.0075936i,-0.0067444+0.012897i,0.0077289-0.00532i,0.0054774-0.02057i,-0.006294-0.014401i,-0.0084728+0.00078718i,-4.0411e-05-0.0016522i,-0.0036079-0.017953i,-0.020517-0.024231i,-0.026241-0.012727i,-0.014009+0.0048211i,0.00079483+0.019623i,0.0094234+0.027224i,0.010136+0.02558i
0.088971-0.11223i,0.071426-0.21825i,-0.055447-0.26388i,-0.20834-0.18166i,-0.21608-0.058094i,-0.078437-0.022768i,0.016361-0.05034i,0.014973-0.050948i,0.0017897-0.015604i,0.01061+0.0055178i,0.0066197-0.0051501i,-0.024233-0.016324i,-0.048205+0.0016072i,-0.038943+0.033631i,-0.010773+0.048406i,0.0032175+0.042925i,-9.5557e-05+0.039582i,-0.00014834+0.037395i,0.0034395+0.021627i,0.0016582+0.00066014i,0.0017765-0.014167i,0.0076856-0.023405i,0.010044-0.025802i
-0.096665+0.17875i,-0.16876+0.33982i,-0.17396+0.44544i,-0.039046+0.4472i,0.11674+0.3295i,0.12299+0.14308i,0.029131+0.041218i,-0.014613+0.049517i,0.0082256+0.049209i,0.016918+0.012156i,0.0029899-0.0042875i,0.0008007+0.0074972i,0.01361+0.010868i,0.020727-0.0065817i,0.0086438-0.023221i,-0.0072459-0.02041i,-0.0063466-0.01316i,0.0022422-0.016649i,0.00020661-0.021026i,-0.0095135-0.0168i,-0.018422-0.011921i,-0.026508-0.012121i,-0.025651-0.0077804i
-0.074807-0.079925i,-0.10288-0.033261i,-0.010437+0.021822i,0.11575-0.05938i,0.085677-0.17793i,-0.038725-0.13126i,-0.044953-0.020001i,0.014505-0.0080845i,0.013593-0.030569i,-0.0078229-0.015108i,-0.0078658+0.0060165i,0.0068181+0.01399i,0.024766+0.0051459i,0.028611-0.011777i,0.023962-0.018879i,0.023748-0.018856i,0.018061-0.015333i,0.0035129-0.0025449i,-0.0047671+0.019538i,3.9515e-06+0.037373i,0.005651+0.044991i,0.0041245+0.049539i,-0.00047001+0.043401i
0.26823+0.026069i,0.4992-0.035299i,0.54305-0.16267i,0.29061-0.2503i,0.025786-0.19407i,-0.019105-0.072106i,0.022076-0.043062i,0.013521-0.066526i,-0.0011999-0.057249i,0.00054571-0.028478i,-0.0025837-0.003243i,-0.0099115+0.005571i,-0.022652+0.0033509i,-0.025607+0.0050817i,-0.010868+0.0029524i,0.0030743-0.0079264i,0.012304-0.02035i,0.0172-0.02934i,0.017738-0.029689i,0.017043-0.02348i,0.019148-0.01871i,0.027252-0.015277i,0.031389-0.011345i
-0.11303+0.03372i,-0.14879+0.010541i,-0.14849-0.026844i,-0.1398+0.063479i,-0.079958+0.20876i,0.026435+0.18735i,0.04486+0.071292i,0.0012378+0.034385i,-0.0068291+0.027638i,-0.0040119-0.0023409i,-0.0020927-0.019434i,0.0061753-0.025443i,0.003566-0.024814i,-0.012294-0.015203i,-0.031969-0.002664i,-0.043928+0.010123i,-0.043099+0.012958i,-0.034062+0.0058373i,-0.018588-0.0042673i,-0.0034856-0.016131i,0.00058211-0.025616i,-0.0052261-0.027466i,-0.0088293-0.018044i
-0.074811-0.22678i,-0.25606-0.37461i,-0.41035-0.34503i,-0.31579-0.18121i,-0.095453-0.12005i,-0.023096-0.14377i,-0.039654-0.096494i,-0.012127-0.042127i,-0.0066287-0.031396i,-0.022843-0.013594i,-0.013844-0.0065306i,-0.0070847-0.01837i,-0.007352-0.017461i,-0.0053442+9.0313e-05i,-0.00013059+0.016807i,0.0061551+0.020854i,0.0049004+0.021863i,0.0015534+0.028089i,0.0032439+0.0277i,0.0017242+0.019912i,-0.0046761+0.016445i,-0.0071585+0.014451i,-0.0077449+0.0076044i
0.05613+0.19883i,0.07952+0.35684i,0.087184+0.41019i,0.11509+0.28171i,0.10946+0.095809i,0.027821+0.012673i,-0.033713+0.018972i,-0.040674+0.013749i,-0.031741+0.0070278i,-0.018737+0.020262i,-0.014003+0.026758i,-0.01995+0.027138i,-0.018448+0.02289i,-0.0011574+0.010107i,0.019226-0.0072691i,0.025603-0.020905i,0.021507-0.027078i,0.017944-0.032661i,0.0089435-0.033572i,-0.00274-0.022281i,-0.0020826-0.0096761i,0.0082143-0.0046691i,0.016889-0.0024045i
-0.093894+0.075455i,-0.054109+0.21552i,0.11939+0.28895i,0.20981+0.18099i,0.099912+0.077566i,0.015224+0.10863i,0.04334+0.1175i,0.032479+0.07149i,-0.0028969+0.04526i,0.0012025+0.025753i,0.0054435+0.0087991i,0.0040651+0.010036i,0.0087462+0.016197i,0.010694+0.013051i,0.0051641+0.0074796i,0.002863+0.012784i,0.0081556+0.020196i,0.0058297+0.016995i,-0.0032136+0.011567i,-0.0066162+0.0075185i,-0.010799+0.0015475i,-0.02203-8.2506e-05i,-0.027315+0.002597i
0.20021-0.13031i,0.3286-0.29145i,0.30603-0.43442i,0.11515-0.43924i,-0.0021733-0.32132i,0.039343-0.21095i,0.10065-0.16309i,0.1149-0.11857i,0.097714-0.068993i,0.060797-0.041754i,0.021309-0.028229i,-0.0027298-0.023544i,-0.014708-0.02166i,-0.019695-0.011853i,-0.009619+0.00033926i,0.0093215-0.0020291i,0.019613-0.015843i,0.018832-0.022925i,0.012514-0.019654i,0.0036571-0.0078407i,-0.0004259+0.0081285i,0.0039845+0.017904i,0.0056893+0.015576i
0.017351+0.040606i,-0.01322-0.0017148i,-0.12427-0.028842i,-0.23083+0.095188i,-0.19249+0.21266i,-0.10004+0.12387i,-0.11213-0.0088018i,-0.11848-0.026907i,-0.057176-0.021272i,-0.022881-0.033671i,-0.011278-0.020379i,0.0053822-0.0021114i,0.010019-0.0025404i,0.0033047-0.012868i,-0.010298-0.026177i,-0.027102-0.036715i,-0.037223-0.04056i,-0.035987-0.032827i,-0.02257-0.015172i,0.0030523-0.0011436i,0.027392+0.00053219i,0.037086-0.0064168i,0.033048-0.0076775i
-0.1402-0.078436i,-0.27809-0.064977i,-0.2656+0.032987i,-0.042529+0.1125i,0.10442+0.082646i,0.01488+0.05243i,-0.079059+0.085774i,-0.074491+0.062534i,-0.075232+0.0005493i,-0.073601-0.0018445i,-0.032859+0.010638i,0.0048529+0.0036747i,0.01636+0.0041083i,0.012084+0.014132i,0.00099707+0.023355i,-0.0075016+0.031711i,-0.0087111+0.039789i,-0.0054565+0.048114i,0.00075842+0.048915i,0.002742+0.029335i,-0.0067322+0.0017726i,-0.017802-0.01365i,-0.021455-0.016476i
0.066623+0.0060248i,0.11138+0.0080312i,0.19791-0.035093i,0.27971-0.18149i,0.25824-0.28812i,0.18251-0.18998i,0.16419-0.034741i,0.13692+0.010958i,0.063745+0.019768i,0.015748+0.029018i,-0.01906+0.0083574i,-0.053724-0.010053i,-0.055127-0.0071765i,-0.024012+0.0043958i,0.015216+0.011689i,0.037634+0.0032124i,0.035892-0.014123i,0.029938-0.032235i,0.023552-0.045121i,0.0064278-0.040256i,-0.0086157-0.019849i,-0.012416+0.0042528i,-0.0052453+0.023597i
0.04253+0.14108i,0.097458+0.24031i,0.042548+0.23642i,-0.16386+0.16562i,-0.27976+0.15177i,-0.15596+0.12634i,-0.024521+0.027376i,-0.020207-0.0051296i,-0.0043321+0.025098i,0.03382+0.011482i,0.031412-0.0061162i,0.02003-0.001059i,0.01085-0.0054744i,-0.0059658-0.017059i,-0.023696-0.020687i,-0.035273-0.0095433i,-0.034454+0.0042132i,-0.025919+0.00034671i,-0.013507-0.01227i,0.0017401-0.011393i,0.009836-0.0011279i,0.012715+0.0051881i,0.01616-0.00016485i
-0.081982-0.044933i,-0.14016-0.057491i,-0.12709-0.015677i,-0.043365+0.06463i,0.02564+0.069753i,0.01695-0.021032i,0.0048901-0.068919i,0.063929-0.056373i,0.088018-0.052517i,0.035208-0.027744i,0.0068925+0.012384i,0.01713+0.017052i,0.016216-0.0013893i,-0.0021797-0.010476i,-0.015717-0.0039803i,-0.0061078+0.0096544i,0.017063+0.01646i,0.024268+0.017728i,0.0074729+0.020689i,-0.012997+0.018348i,-0.021532+0.0080645i,-0.022918-0.0035839i,-0.025803-0.0095662i
0.15649-0.14917i,0.2486-0.26996i,0.26812-0.2891i,0.24604-0.20411i,0.20873-0.14137i,0.11072-0.10823i,-0.0025472-0.072628i,-0.058607-0.069976i,-0.070402-0.077256i,-0.051308-0.060393i,-0.025845-0.042218i,-0.02391-0.026709i,-0.022071-0.00075147i,0.0028909+0.020698i,0.032023+0.015179i,0.041029-0.016871i,0.02262-0.046257i,-0.0097957-0.048572i,-0.022498-0.027315i,0.00018164+0.00033678i,0.034171+0.018675i,0.053133+0.02325i,0.049976+0.019165i
-0.045054+0.2116i,-0.047923+0.3207i,-0.028834+0.23232i,-0.058372+0.034335i,-0.13893-0.01353i,-0.14806+0.051561i,-0.10548+0.050846i,-0.10934+0.014937i,-0.093633+0.030408i,-0.027111+0.046593i,0.010666+0.024874i,0.013706+0.0034134i,0.01515-0.0059862i,0.01815-0.0091429i,0.01992-0.0067735i,0.01492+0.0031774i,0.013369+0.021066i,0.024082+0.037527i,0.032985+0.041811i,0.020741+0.025116i,-0.0096205+0.00043751i,-0.028152-0.010367i,-0.018907-0.011987i
-0.1896-0.22951i,-0.3162-0.31979i,-0.291-0.24435i,-0.10663-0.10623i,0.053119-0.058622i,0.085168-0.028114i,0.095461+0.043789i,0.12984+0.061796i,0.10386+0.0015916i,0.024526-0.039067i,-0.022698-0.020833i,-0.028047+0.0055284i,-0.026636+0.011323i,-0.034637+0.010771i,-0.042373+0.017433i,-0.033295+0.023772i,-0.018672+0.00991i,-0.0075324-0.02282i,-0.0030618-0.053631i,-0.0072409-0.06209i,-0.0056323-0.047198i,-0.0066833-0.027263i,-0.021202-0.00074219i
0.33719+0.12516i,0.48419+0.17196i,0.33347+0.18707i,0.029864+0.21109i,-0.066191+0.22787i,0.0012627+0.16037i,-0.0035681+0.06319i,-0.0693+0.029579i,-0.092566+0.018988i,-0.063819-0.0095464i,-0.028466-0.037702i,-0.017209-0.054805i,-0.02684-0.058903i,-0.037616-0.056181i,-0.046647-0.059802i,-0.061775-0.067039i,-0.066148-0.061265i,-0.047969-0.046947i,-0.015494-0.029318i,0.01687-0.0061796i,0.028307+0.0083183i,0.021928+0.0090875i,0.016571-0.0017673i
-0.3782+0.20183i,-0.51124+0.34283i,-0.35401+0.36297i,-0.084317+0.24018i,0.0083997+0.087967i,0.024468+0.00079891i,0.10863-0.036586i,0.18873-0.042789i,0.1832+0.0069855i,0.11467+0.071583i,0.060709+0.09375i,0.052749+0.082575i,0.064869+0.058276i,0.071399+0.03259i,0.074856+0.024197i,0.086585+0.032282i,0.089414+0.040044i,0.053871+0.049746i,-0.0016937+0.061865i,-0.036063+0.053842i,-0.039648+0.022952i,-0.021747-0.0021328i,0.0021702-0.00628i
0.26592-0.42742i,0.40055-0.6968i,0.44222-0.69842i,0.42823-0.50157i,0.36944-0.35505i,0.19847-0.26651i,-0.00038634-0.15869i,-0.11543-0.073896i,-0.14247-0.051085i,-0.11029-0.070455i,-0.090038-0.086668i,-0.099525-0.070949i,-0.089249-0.030662i,-0.052159+0.0082877i,-0.013837+0.016143i,0.0029645-0.0065095i,-0.0040804-0.032598i,-0.0094937-0.049857i,-0.0016169-0.050515i,0.0085296-0.029025i,0.012154+0.0061437i,0.011349+0.035484i,0.010632+0.039142i
