-0.00022362-0.00063981i,0.00017849-0.0006494i,-0.0013739-0.0018545i,-0.0011354-0.0020112i,-0.00070257-0.00025775i,-0.00029851+0.0017384i,-0.00020877+0.0029447i,-0.00081944+0.0032i,-5.2231e-05+0.002175i,0.00051942+0.0012484i,0.00038699+0.00026465i,3.1767e-05-0.00028406i,-0.00047009+0.00010572i,-0.00038683-0.00054005i,8.0131e-05-0.0014404i,-0.00018268-0.00095317i,-0.000554-0.00014881i,-0.00033185-0.00035201i,6.0516e-05-4.8881e-05i,0.00061446+7.6926e-05i,0.00093246-3.7818e-05i,0.00059507+0.00011416i,0.00023781-0.00066216i
0.10166+0.54912i,0.17376+0.74778i,0.11873+0.51617i,-0.075553+0.092335i,-0.22147-0.072401i,-0.18862-0.069637i,-0.1113-0.13291i,-0.074475-0.18567i,-0.015206-0.14046i,0.042992-0.047142i,0.07757+0.020696i,0.10029+0.020735i,0.074842-0.016865i,0.020033-0.01793i,-0.0090977+0.014468i,-0.011469+0.035138i,-0.0015732+0.041242i,0.009415+0.043245i,0.0088051+0.041679i,-0.0019197+0.029583i,-0.01603+0.0081643i,-0.020051-0.0051842i,-0.011445-0.0067255i
-0.40909-0.4385i,-0.69749-0.52758i,-0.69766-0.24895i,-0.3933+0.15924i,-0.10999+0.29316i,-0.027056+0.25211i,0.021242+0.26595i,0.12345+0.24029i,0.13688+0.10167i,0.05146-0.013269i,-0.013023-0.043578i,-0.048913-0.027248i,-0.060169+0.012381i,-0.047901+0.020554i,-0.057867+0.00076557i,-0.074783+0.0026669i,-0.053284-0.0019493i,0.0027051-0.037223i,0.050649-0.076335i,0.059519-0.086905i,0.048817-0.062012i,0.028559-0.038843i,-0.0092512-0.026913i
0.68645+0.085194i,0.99509+0.069041i,0.85524+0.022194i,0.46356+0.0086471i,0.24034+0.025661i,0.14238+0.013323i,-0.0004732-0.032681i,-0.16702-0.076568i,-0.26379-0.067462i,-0.2149-0.0094526i,-0.10613+0.0043318i,-0.055051-0.041558i,-0.049328-0.077774i,-0.029936-0.075275i,0.011524-0.071544i,0.02479-0.090421i,-0.016451-0.096524i,-0.081283-0.068769i,-0.11273-0.016419i,-0.086352+0.032658i,-0.044668+0.043726i,-0.019704+0.028006i,0.0026833+0.01092i
-0.58729+0.27104i,-0.77224+0.47594i,-0.50977+0.40254i,-0.14194+0.06326i,-0.08592-0.17955i,-0.084713-0.13176i,0.10025+0.0096373i,0.26529+0.10084i,0.27708+0.14827i,0.17038+0.11905i,0.0168+0.089227i,-0.064553+0.13687i,-0.029826+0.16665i,0.024133+0.11632i,0.030804+0.058858i,0.028158+0.057138i,0.051221+0.083555i,0.076534+0.091509i,0.079686+0.07375i,0.063954+0.04053i,0.048037+0.010347i,0.046474+0.00074719i,0.051406+0.0068413i
0.35198-0.69185i,0.425-1.0999i,0.29157-1.101i,0.14511-0.74335i,0.15532-0.42814i,0.12889-0.31954i,-0.04638-0.29454i,-0.18989-0.24181i,-0.18256-0.15578i,-0.075886-0.086908i,0.052638-0.078113i,0.14503-0.1158i,0.15607-0.12345i,0.11564-0.040905i,0.098904+0.060546i,0.11441+0.071851i,0.09864+0.010023i,0.035998-0.020569i,-0.0073654+0.0091788i,-0.0028448+0.01932i,0.0075164-0.0098756i,-0.0064943-0.020033i,-0.027987+0.0010456i
0.042017+0.7362i,0.12986+1.1195i,0.11249+1.0596i,-0.026924+0.74311i,-0.12695+0.52889i,-0.10713+0.37946i,-0.010576+0.23022i,0.12529+0.10379i,0.21292-0.04055i,0.14722-0.13179i,0.013028-0.084898i,-0.054385+0.0020079i,-0.068981+0.017625i,-0.081586-0.022677i,-0.095846-0.058221i,-0.093942-0.057023i,-0.046822-0.041346i,0.020909-0.052122i,0.043994-0.081291i,0.0091334-0.074827i,-0.033419-0.033029i,-0.047736-0.0026481i,-0.039654-0.0053957i
-0.48611-0.54156i,-0.78051-0.66472i,-0.71086-0.42876i,-0.37374-0.13563i,-0.164-0.051535i,-0.077647-0.012294i,0.054378-0.036i,0.06935-0.21268i,-0.10031-0.25019i,-0.16464-0.049272i,-0.021737+0.063254i,0.088476-0.030107i,0.061628-0.11692i,0.023327-0.10399i,0.018296-0.074126i,0.0072805-0.052746i,-0.012275-0.038584i,-0.013086-0.049008i,0.0091507-0.075453i,0.020891-0.086547i,0.017109-0.063885i,0.020866-0.032187i,0.03006-0.0073808i
0.683+0.22194i,1.0325+0.22302i,0.89586+0.14537i,0.46315+0.15432i,0.19997+0.22514i,0.11195+0.20472i,-0.012474+0.18469i,-0.15141+0.24739i,-0.19266+0.24393i,-0.16577+0.12151i,-0.21574+0.0018886i,-0.33698-0.0090232i,-0.34903+0.047321i,-0.23475+0.057602i,-0.13917-0.001734i,-0.14025-0.073804i,-0.17801-0.090964i,-0.17189-0.040048i,-0.11963+0.028876i,-0.053681+0.073232i,0.0006656+0.084838i,0.024509+0.071219i,0.01756+0.038823i
-0.55754+0.22397i,-0.74369+0.42207i,-0.43137+0.38986i,0.075542+0.079012i,0.28565-0.17161i,0.30786-0.18065i,0.37746-0.15944i,0.39297-0.2418i,0.27067-0.29909i,0.10782-0.23017i,0.023422-0.10857i,0.017168-0.06283i,-0.0084793-0.096986i,-0.054289-0.10479i,-0.048535-0.072424i,0.010718-0.046062i,0.059818-0.023904i,0.057168+0.020331i,0.033116+0.074066i,0.019125+0.081464i,0.0053476+0.051055i,0.00061338+0.033358i,0.016365+0.026342i
-0.32927+8.4518i,0.90391+8.1176i,4.4461+8.1469i,6.3609+4.8511i,5.7554+0.7852i,3.3754-1.8482i,0.95103-1.8115i,0.11958-0.4509i,0.7625+0.34048i,1.4129-0.18872i,0.87389-1.2568i,-0.27171-1.6628i,-1.1484-1.2589i,-1.6156-0.39002i,-1.5371+0.37986i,-0.96604+0.62764i,-0.27879+0.48586i,0.17847+0.30803i,0.36286+0.30115i,0.38609+0.43181i,0.38465+0.54067i,0.36311+0.55327i,0.27583+0.47549i
-0.0040236+0.57303i,0.092238+0.78995i,0.20651+0.70288i,0.2911+0.4507i,0.33958+0.21086i,0.27866-0.036845i,0.10231-0.21489i,-0.049278-0.2362i,-0.10673-0.17629i,-0.11052-0.069467i,-0.059421+0.068725i,0.018554+0.17368i,0.068992+0.18828i,0.057928+0.11683i,-0.0065776+0.060364i,-0.047095+0.065868i,-0.026989+0.059507i,0.004704-0.0012762i,-0.00055878-0.060308i,-0.020544-0.067913i,-0.019841-0.046781i,-0.011458-0.017081i,-0.018994+0.016155i
-0.17579-0.44257i,-0.27225-0.53836i,-0.093181-0.34902i,0.26434-0.18624i,0.36382-0.1919i,0.12993-0.13981i,-0.13002-0.020706i,-0.2927+0.023281i,-0.37063+0.078493i,-0.258+0.16288i,-0.040618+0.15669i,0.054288+0.11089i,0.029807+0.091658i,-0.025303+0.058405i,-0.068621+0.047011i,-0.039092+0.074304i,0.02062+0.051424i,-0.003899-0.01835i,-0.089517-0.035475i,-0.10842+0.0022683i,-0.047059+0.017809i,0.012865-0.0023312i,0.03437-0.011616i
0.30647+0.18766i,0.46136+0.15014i,0.35938+0.00038485i,0.10888-0.0832i,0.019723-0.047283i,0.11369-0.032167i,0.16375-0.094448i,0.073473-0.10911i,-0.0035369+0.0081139i,0.041134+0.1155i,0.10235+0.10835i,0.11375+0.10128i,0.10921+0.13145i,0.083886+0.14358i,0.060234+0.14511i,0.068779+0.12533i,0.078804+0.080812i,0.071313+0.055845i,0.054294+0.054985i,0.033627+0.048978i,0.022274+0.031081i,0.016249+0.013492i,0.008414-0.0060134i
-0.32091-0.046613i,-0.46781+0.055142i,-0.41857+0.19603i,-0.23458+0.25256i,-0.04909+0.18245i,0.02177+0.017441i,-0.025075-0.073187i,-0.058809-0.00012054i,-0.0083581+0.082915i,0.054547+0.080253i,0.092779+0.089626i,0.13178+0.13508i,0.13023+0.13525i,0.056983+0.071935i,-0.037709+0.015877i,-0.091887+0.0025534i,-0.086924-0.01935i,-0.041249-0.062746i,0.011229-0.079992i,0.049558-0.060216i,0.069541-0.033268i,0.067599-0.021144i,0.027425-0.020278i
0.18437-0.062868i,0.17422-0.095848i,0.061318+0.029224i,-0.003801+0.21575i,-0.0012397+0.23681i,-0.025075+0.12688i,-0.064905+0.044126i,-0.065568+0.0019251i,-0.059721-0.021857i,-0.049697-0.0051973i,0.00067049+0.021297i,0.035571+0.020833i,0.0055051+0.025711i,-0.052418+0.054272i,-0.086702+0.077392i,-0.077903+0.08622i,-0.04832+0.067206i,-0.043186+0.012504i,-0.058641-0.0333i,-0.047503-0.040544i,-0.0054448-0.03506i,0.022106-0.040089i,0.013557-0.037637i
-0.12034+0.069091i,-0.094177+0.078893i,0.021135+0.025369i,0.13015-0.036032i,0.17212-0.073896i,0.12391-0.10522i,0.037051-0.11087i,0.011694-0.067351i,0.064675-0.005325i,0.10721+0.020986i,0.086829+0.018635i,0.026337+0.036488i,-0.018893+0.07536i,-0.023847+0.091971i,-0.01818+0.07466i,-0.025135+0.036206i,-0.052625+0.0066429i,-0.079686-0.0013071i,-0.077443-0.017063i,-0.057077-0.043575i,-0.032708-0.054659i,-0.014402-0.048935i,-0.013363-0.033199i
0.040535-0.047388i,-0.0056523-0.063354i,-0.08276-0.089195i,-0.16619-0.13753i,-0.24378-0.11441i,-0.28299+0.0077841i,-0.27123+0.12869i,-0.22239+0.14754i,-0.15401+0.071226i,-0.082495+0.00088946i,-0.0090987+0.0010703i,0.060353+0.040521i,0.094457+0.073291i,0.087469+0.08746i,0.066696+0.08512i,0.042529+0.071819i,0.0083181+0.060052i,-0.030473+0.067312i,-0.049886+0.088298i,-0.033939+0.085442i,-0.01034+0.045494i,-0.0076363+0.00051045i,-0.021346-0.015178i
-0.10172+0.037457i,-0.1791+0.014108i,-0.25533+0.015401i,-0.28693+0.087328i,-0.21189+0.16271i,-0.05012+0.18005i,0.091309+0.16648i,0.13849+0.15361i,0.11181+0.11164i,0.065845+0.043127i,0.030635-0.0072896i,0.0086607-0.011813i,0.0014179+0.012124i,0.0012852+0.013172i,-0.0088825-0.018409i,-0.023424-0.041627i,-0.022976-0.032654i,-0.002573-0.0051196i,0.032332+0.014635i,0.055629+0.012017i,0.043997-0.004247i,0.0079073-0.014659i,-0.020786-0.0098101i
0.1101-0.012761i,0.18853+0.0054783i,0.22167+0.036989i,0.21637+0.054204i,0.20112+0.025547i,0.12843-0.061484i,0.018437-0.12824i,-0.053243-0.10336i,-0.068647-0.0105i,-0.038962+0.055384i,-0.0071338+0.053914i,-0.0025854+0.029213i,-0.0035946+0.015632i,-0.0028444+0.015156i,-0.01304+0.02735i,-0.022033+0.042379i,-0.020818+0.047401i,-0.020663+0.038317i,-0.022759+0.010525i,-0.025445-0.021784i,-0.024632-0.029436i,-0.012384-0.01562i,0.00061046-0.0027495i
-0.1428+0.077201i,-0.2227+0.10346i,-0.2082+0.055383i,-0.1499-0.066052i,-0.14893-0.14524i,-0.1304-0.095532i,-0.07945-0.023373i,-0.053793-0.02277i,-0.029719-0.05316i,-0.0027449-0.071901i,-4.1537e-05-0.061053i,0.0027314-0.02271i,0.022692+0.0073776i,0.041704+0.020085i,0.054793+0.018962i,0.055774+0.0029336i,0.045713-0.00081305i,0.044827+0.019857i,0.048029+0.034175i,0.031527+0.028638i,0.0078153+0.018422i,-0.0059847+0.0067374i,-0.011293-0.0043215i
0.11487-0.14994i,0.15422-0.22971i,0.088601-0.1888i,-0.025791-0.031363i,-0.084756+0.077842i,-0.12409+0.067677i,-0.15946+0.083558i,-0.11446+0.18465i,-0.011096+0.21468i,0.024878+0.1343i,-0.0050522+0.079403i,-0.021935+0.073342i,-0.023665+0.060756i,-0.027486+0.026607i,-0.039435-0.014249i,-0.058004-0.03235i,-0.066643-0.029024i,-0.06353-0.036579i,-0.059349-0.049658i,-0.044213-0.039853i,-0.016788-0.016011i,0.0017268-0.004019i,0.0045924-0.0050478i
-0.058161+0.18712i,-0.063991+0.27108i,-0.013023+0.19573i,0.045421+0.039836i,0.061597+0.0010025i,0.077051+0.070205i,0.12525+0.080974i,0.13314-0.02284i,0.046682-0.099327i,-0.021074-0.056082i,0.0041144+0.004123i,0.047318+0.018645i,0.062007+0.024227i,0.052926+0.034795i,0.029652+0.052624i,0.015818+0.077318i,0.015014+0.090039i,0.009368+0.087575i,-0.0019195+0.076804i,-0.006039+0.052653i,-0.0014407+0.018914i,1.3688e-05-0.0084205i,-0.0084749-0.020176i
-0.020334-0.2165i,-0.078459-0.31643i,-0.14702-0.26552i,-0.18027-0.1317i,-0.14409-0.061365i,-0.063741-0.05458i,-0.011556-0.061755i,-0.0094276-0.041141i,0.0043258-0.0028435i,0.026843+0.0072572i,0.018335-0.0033429i,0.002317-0.012693i,-0.00059993-0.022309i,0.005517-0.025728i,0.021547-0.026159i,0.035501-0.040359i,0.033776-0.053472i,0.021467-0.045201i,0.012556-0.026952i,0.0081487-0.016926i,-0.0020536-0.015499i,-0.018398-0.010567i,-0.02432+0.0016944i
0.10266+0.20334i,0.16601+0.2938i,0.15801+0.27283i,0.099293+0.20526i,0.052685+0.14932i,-0.0013965+0.078129i,-0.072412+0.044956i,-0.10516+0.081323i,-0.079455+0.10686i,-0.027925+0.075006i,0.0088705+0.028615i,0.017597+0.0084963i,0.015097+0.0081235i,0.011601+0.0078773i,0.00085279+0.0070516i,-0.018074+0.017254i,-0.027315+0.037887i,-0.023637+0.053954i,-0.020576+0.052847i,-0.020522+0.040992i,-0.018725+0.035386i,-0.0052435+0.034668i,0.010415+0.026589i
-0.16286-0.1536i,-0.23137-0.21114i,-0.15876-0.19649i,-0.030242-0.18374i,0.0063283-0.19222i,-0.011912-0.15164i,0.0063298-0.10135i,0.058327-0.092773i,0.08727-0.088886i,0.067271-0.059428i,0.028773-0.015657i,0.0037889+0.02074i,-0.012183+0.033463i,-0.022071+0.030608i,-0.015049+0.023614i,0.0014977+0.010326i,0.0084465-0.012196i,0.0091964-0.032217i,0.015188-0.037611i,0.0238-0.028163i,0.03001-0.018568i,0.024992-0.021409i,0.011052-0.023972i
0.20296+0.077379i,0.27384+0.090792i,0.17108+0.075401i,-0.023504+0.10338i,-0.12226+0.18244i,-0.095409+0.21942i,-0.048192+0.18692i,-0.048293+0.12387i,-0.067523+0.063844i,-0.061004+0.020302i,-0.027491-0.015815i,-0.00019924-0.038928i,0.010747-0.027528i,0.02352-0.0050334i,0.027806-0.00070717i,0.010601+0.0010302i,-0.012265+0.017561i,-0.026555+0.036823i,-0.02871+0.038394i,-0.021766+0.020707i,-0.016401+0.0027555i,-0.01075-0.00037399i,0.00024383-0.0016002i
-0.22877-0.020556i,-0.31259-0.012601i,-0.21892-0.0097i,-0.010342-0.030241i,0.13161-0.064895i,0.12866-0.077813i,0.059493-0.049125i,0.01496-0.0028214i,0.0066295+0.030336i,0.014366+0.044598i,0.013324+0.046641i,0.011046+0.043462i,0.02022+0.028884i,0.016606+0.0020982i,-0.00018359-0.013806i,-0.0018587-0.0095405i,0.010203+0.00013564i,0.018475+0.0047657i,0.014904+0.003408i,0.0016836+0.0037932i,-0.0077359+0.0039264i,-0.010566-0.0060933i,-0.018144-0.011999i
0.20321-0.051654i,0.26136-0.090952i,0.16533-0.10676i,-0.014996-0.10179i,-0.11053-0.093119i,-0.075155-0.089043i,-0.017774-0.090128i,-0.0062341-0.062622i,0.006487-0.016892i,0.025194-0.0089626i,0.015535-0.021613i,-0.010176-0.019266i,-0.02926-0.0066125i,-0.032295+0.010472i,-0.023199+0.019964i,-0.017447+0.009279i,-0.01932-0.0041512i,-0.019765-0.0055812i,-0.0083781-0.0029693i,0.010201-0.0040972i,0.019499-0.0013568i,0.016178+0.010068i,0.015859+0.014779i
-0.16282+0.11543i,-0.22425+0.18598i,-0.17381+0.20555i,-0.068697+0.18835i,-0.01664+0.15355i,-0.023224+0.10301i,-0.026077+0.071866i,0.0050587+0.0491i,0.027119-0.0016952i,0.0096884-0.034062i,-0.0027004-0.01442i,0.0099662+0.021661i,0.02609+0.042488i,0.032025+0.041622i,0.022016+0.033275i,0.0041233+0.035348i,-0.0079501+0.041686i,-0.015834+0.038905i,-0.02678+0.025683i,-0.036014+0.0089262i,-0.027112-0.0035351i,-0.0038024-0.017838i,0.0047885-0.031993i
0.14897-0.13272i,0.20661-0.21715i,0.19144-0.23089i,0.12725-0.19807i,0.061024-0.15858i,-0.025058-0.10381i,-0.09286-0.044808i,-0.10934-0.0029704i,-0.099406+0.02763i,-0.066709+0.037293i,-0.025491+0.018288i,0.00023217-0.0079477i,0.010254-0.018709i,0.018422-0.010608i,0.032572-0.0033138i,0.041286-0.0068871i,0.039599-0.0069876i,0.038469+0.0062969i,0.042579+0.021558i,0.040087+0.023156i,0.019945+0.010636i,-0.011467+0.00095679i,-0.03161+0.0080977i
-0.087718+0.15772i,-0.13701+0.22563i,-0.14981+0.19599i,-0.1599+0.11991i,-0.15839+0.090276i,-0.081306+0.10536i,0.0096543+0.10578i,0.040186+0.08454i,0.035567+0.06174i,0.013155+0.043556i,-0.010081+0.03742i,-0.0079234+0.035544i,0.009547+0.019386i,0.016304-0.01432i,-0.00067943-0.040412i,-0.023763-0.03939i,-0.030317-0.024193i,-0.021318-0.017936i,-0.011896-0.02487i,-0.011207-0.025082i,-0.011438-0.009434i,-0.0016441+0.0067826i,0.011675+0.0096648i
0.068603-0.17068i,0.08728-0.23988i,0.098949-0.1804i,0.13444-0.049618i,0.1723+0.021438i,0.14747+0.017239i,0.09782+0.015129i,0.089604+0.032311i,0.10706+0.039365i,0.11435+0.029339i,0.094046+0.0043564i,0.045961-0.018078i,-0.0058031-0.016323i,-0.038499+0.0090328i,-0.04254+0.040415i,-0.019952+0.056114i,0.0055223+0.04938i,0.012778+0.032655i,0.0061678+0.019916i,0.0048055+0.012957i,0.012153+0.0070917i,0.014131-0.001487i,0.0077504-0.0075289i
-0.028992+0.17992i,-0.030509+0.24804i,-0.036797+0.14856i,-0.08711-0.036818i,-0.13864-0.12328i,-0.11542-0.10891i,-0.05717-0.10385i,-0.044646-0.13355i,-0.066919-0.14705i,-0.068518-0.11997i,-0.043438-0.065606i,-0.012727-0.012224i,0.015453+0.014205i,0.037048+0.01479i,0.045797+0.0017445i,0.031166-0.01955i,-0.0015475-0.035169i,-0.02813-0.035555i,-0.035645-0.026164i,-0.030491-0.017596i,-0.023358-0.010944i,-0.015413-0.0002733i,-0.0055557+0.0053741i
-0.021194-0.19829i,-0.055046-0.27144i,-0.081246-0.16525i,-0.057674+0.041448i,-0.0077108+0.12979i,-0.0012291+0.080763i,-0.037806+0.036862i,-0.056219+0.060857i,-0.036018+0.084894i,-0.02199+0.059853i,-0.023891+0.023048i,-0.017987+0.0054636i,-0.010413+0.0027251i,-0.0098656+0.0038186i,-0.0097822+0.0071129i,-0.0039463+0.019298i,0.0063018+0.038779i,0.012531+0.055151i,0.016325+0.055534i,0.017195+0.039196i,0.015866+0.017122i,0.015294-0.0061971i,0.0074235-0.020736i
0.061232+0.20274i,0.12151+0.27423i,0.14638+0.18811i,0.12311+0.017061i,0.07203-0.060153i,0.015337-0.018057i,-0.0085396+0.036312i,-0.0089075+0.046767i,-0.021831+0.050538i,-0.021823+0.064536i,-0.00019867+0.051637i,0.010421+0.019647i,0.011158-0.00095891i,0.015775-0.013284i,0.017723-0.026008i,0.011157-0.037036i,0.0052082-0.039637i,0.0070968-0.034971i,0.0086253-0.026245i,0.0053841-0.014816i,-0.0045484-0.0048072i,-0.020956+0.0050044i,-0.025618+0.014323i
-0.12447-0.19025i,-0.22363-0.25527i,-0.24184-0.18913i,-0.19384-0.059775i,-0.13142+0.016889i,-0.05945+0.036145i,-0.015737+0.032797i,0.0088433+0.026328i,0.054494+0.011276i,0.073826-0.0132i,0.046124-0.0099993i,0.021176+0.011529i,0.0061508+0.019072i,-0.013554+0.020038i,-0.031941+0.024543i,-0.038265+0.030943i,-0.035312+0.03473i,-0.031144+0.031427i,-0.024036+0.018127i,-0.014308+0.00090636i,-0.00169-0.005315i,0.017191-0.0026684i,0.02769-0.0046718i
0.18689+0.17663i,0.29892+0.23243i,0.30766+0.19282i,0.22741+0.1057i,0.14301+0.043238i,0.089029+0.0073008i,0.078492-0.0013539i,0.080998-0.0065184i,0.054596-0.022757i,0.025902-0.029723i,0.015287-0.033696i,0.0035061-0.03207i,-0.0011557-0.016546i,0.0077746-0.00082712i,0.018172+0.0072554i,0.025994+0.005178i,0.029345-0.0027796i,0.027878-0.0059782i,0.019439+0.00020438i,0.0071676+0.011616i,-0.0026446+0.015347i,-0.01368+0.0072804i,-0.020109-9.7657e-05i
-0.22046-0.10233i,-0.32934-0.13655i,-0.29669-0.1399i,-0.18274-0.14146i,-0.092003-0.13222i,-0.041048-0.10871i,-0.032213-0.10652i,-0.064751-0.10292i,-0.087706-0.066579i,-0.075748-0.029445i,-0.049913-0.0023782i,-0.019589+0.020076i,0.0078369+0.02854i,0.022144+0.021989i,0.02346+0.0093673i,0.011912+0.0014838i,-0.0053799+0.003739i,-0.014531+0.0089298i,-0.0092041+0.0079756i,0.0020533-0.00054897i,0.0087406-0.0088982i,0.012916-0.0065078i,0.014433-0.0031421i
0.24251+0.047682i,0.34528+0.045106i,0.26566+0.054519i,0.088673+0.10854i,-0.022523+0.14268i,-0.073407+0.11435i,-0.098945+0.10192i,-0.069742+0.12438i,-0.012764+0.11574i,0.013518+0.073357i,0.015418+0.030522i,0.012634-0.0066395i,0.0018182-0.031352i,-0.012545-0.034292i,-0.020068-0.022727i,-0.016585-0.006724i,-0.0033696+0.0089471i,0.0095718+0.017014i,0.011256+0.013484i,0.0044499+0.0060394i,0.0013835+0.0027394i,-0.00057941-0.0042961i,-0.0092549-0.0096836i
-0.25045+0.008926i,-0.34694+0.033127i,-0.24731+0.025892i,-0.041374-0.039414i,0.067257-0.091992i,0.0726-0.064552i,0.065434-0.033679i,0.05334-0.045237i,0.030959-0.04763i,0.019098-0.025422i,0.012859-0.0015286i,0.001931+0.01799i,-0.0012551+0.029595i,0.0039277+0.023497i,0.0057505+0.0068246i,0.0026557-0.0081564i,-0.0036665-0.022502i,-0.011167-0.033136i,-0.014973-0.029393i,-0.014617-0.017753i,-0.013655-0.011841i,-0.011417-0.0061645i,-0.0031455+0.0002038i
0.23199-0.072677i,0.3052-0.13018i,0.1839-0.13092i,-0.032031-0.053397i,-0.13151+0.029518i,-0.099569+0.054931i,-0.054485+0.065843i,-0.032269+0.088219i,-0.011541+0.085674i,0.0049004+0.049939i,0.010483+0.013194i,0.0098336-0.0023216i,0.0057854-0.001138i,-0.0026341+0.0097127i,-0.0090533+0.023979i,-0.0092333+0.035936i,-0.0056619+0.047434i,0.0013605+0.052256i,0.0070325+0.039962i,0.0058988+0.021566i,0.0027792+0.011093i,0.0020554+0.0063315i,-0.0013142+0.0036454i
-0.22467+0.12063i,-0.29601+0.21348i,-0.18487+0.23082i,0.016772+0.15917i,0.12032+0.071841i,0.12348+0.024325i,0.11871-0.0050968i,0.11002-0.046i,0.066529-0.078232i,0.012154-0.067824i,-0.011284-0.029156i,-0.0061536-0.0011732i,0.0054093+0.0086798i,0.016845+0.0086204i,0.026043+5.0162e-05i,0.028643-0.014994i,0.020546-0.026973i,0.0051779-0.027492i,-0.0056027-0.01579i,-0.0042583-0.0014992i,6.2765e-05+0.0024159i,-0.0026786-0.0022804i,-0.004977-0.0072818i
0.19523-0.16471i,0.25372-0.28287i,0.16432-0.29952i,0.0022248-0.21976i,-0.086629-0.14013i,-0.10318-0.10694i,-0.11182-0.099622i,-0.11213-0.05951i,-0.06993+0.016199i,-0.0066976+0.049406i,0.021831+0.028282i,0.023+0.0061661i,0.024155-0.0055071i,0.019738-0.015093i,0.0053802-0.017238i,-0.0095525-0.0092294i,-0.012021+0.0038595i,-0.003104+0.011726i,0.005457+0.0084475i,0.00723-0.00091406i,0.0036198-0.0031285i,0.0034228+0.0042639i,0.0038331+0.010753i
-0.16441+0.22037i,-0.21042+0.35704i,-0.14192+0.35508i,-0.038978+0.24292i,0.0045892+0.15476i,0.012435+0.10991i,0.0078557+0.093227i,0.0057333+0.076308i,0.0011139+0.026623i,-0.020062-0.0096684i,-0.028092-0.0075814i,-0.024907-0.0081305i,-0.028647-0.015232i,-0.029652-0.013024i,-0.021771-0.0085233i,-0.0097217-0.0077665i,-0.0021755-0.0089225i,0.00038178-0.0089494i,-0.0032354-0.0076605i,-0.011414-0.0043639i,-0.01291-0.0017952i,-0.0085639-0.0040072i,-0.00015919-0.0064529i
0.11597-0.24618i,0.14314-0.39308i,0.097961-0.37167i,0.048832-0.22799i,0.036713-0.11425i,0.013067-0.043663i,0.0024787+0.0031429i,0.013834+0.0084088i,0.020232+0.0032923i,0.030984+0.0019189i,0.029161-0.0042961i,0.011958+0.0040061i,0.0018131+0.023753i,-8.3948e-05+0.035961i,-0.0020987+0.036628i,-0.0073808+0.031601i,-0.013282+0.025586i,-0.016811+0.020446i,-0.010673+0.019165i,0.006553+0.016492i,0.018952+0.012035i,0.019104+0.0091441i,0.0090153+0.0021093i
-0.070131+0.27353i,-0.068882+0.41128i,-0.054349+0.36274i,-0.064764+0.19342i,-0.065117+0.070863i,-0.015325+0.015219i,0.013139-0.01383i,-0.0027197-0.0056605i,-0.0088922+0.01561i,-0.0072252+0.020874i,-0.0054191+0.018732i,0.0033761+0.013276i,0.012721+0.0050085i,0.013906-0.0057338i,0.0076852-0.013903i,0.00248-0.012947i,0.00031645-0.0053579i,-0.00079335+0.0012589i,-0.0040888-0.0015209i,-0.01409-0.0072804i,-0.021082-0.008814i,-0.01818-0.012287i,-0.010381-0.010918i
0.0036432-0.3021i,-0.03625-0.42976i,-0.046686-0.34229i,0.010307-0.13316i,0.046076-0.012667i,0.023408+0.013303i,0.020672+0.022136i,0.040967+0.015365i,0.03072-0.0083649i,0.0073262-0.019945i,-0.00057493-0.010888i,0.006136+0.0014739i,0.017912+0.0055982i,0.027559+0.0083729i,0.031688+0.013286i,0.031101+0.016115i,0.030384+0.016577i,0.029845+0.015667i,0.025635+0.015627i,0.022692+0.011948i,0.020491+0.0041955i,0.012336+0.002764i,0.0022575+0.0019542i
0.050452+0.28084i,0.11492+0.39535i,0.11893+0.27966i,0.027351+0.050322i,-0.048049-0.057426i,-0.046395-0.071678i,-0.053247-0.090266i,-0.082029-0.081988i,-0.073606-0.032736i,-0.034533+0.004538i,-0.0052532+0.0052578i,0.0012726-0.0074358i,-0.0068454-0.016393i,-0.020837-0.024377i,-0.029929-0.027873i,-0.030185-0.024297i,-0.030485-0.017206i,-0.029144-0.010046i,-0.021785-0.0081481i,-0.017922-0.0083531i,-0.018431-0.0061161i,-0.014725-0.0041911i,-0.0082219+0.00013934i
-0.11421-0.27475i,-0.21696-0.37379i,-0.23819-0.24511i,-0.13819-0.0049843i,-0.038017+0.10698i,-0.029055+0.11648i,-0.03179+0.13893i,0.0057925+0.13914i,0.038655+0.084238i,0.031548+0.026421i,0.0072119+0.0078437i,-0.0027496+0.010154i,-0.0018809+0.011771i,0.0025721+0.018517i,0.010956+0.023434i,0.018715+0.017856i,0.026108+0.0069791i,0.028233-0.003664i,0.021484-0.0058347i,0.015169-0.00020162i,0.012579+0.0048806i,0.010475+0.0042578i,0.010377-0.003742i
0.1649+0.25527i,0.29663+0.3418i,0.32028+0.21536i,0.20615-0.01036i,0.086767-0.10166i,0.063243-0.082604i,0.073848-0.073021i,0.049887-0.063307i,0.010383-0.028249i,-0.0022928+0.0068947i,0.0097126+0.013736i,0.011389+0.0081008i,0.0034127+0.013907i,0.0013779+0.014363i,-0.0027408-0.0017125i,-0.015172-0.014925i,-0.029427-0.012823i,-0.033062-0.0039856i,-0.022835-0.0014712i,-0.012436-0.0045874i,-0.007417-0.0061431i,-0.0064927-0.0047897i,-0.01202-0.00024464i
