-0.0012235-5.2613e-05i,-0.0012908-0.00060289i,-0.0016748-0.0015201i,-0.0013632-0.0009905i,-0.0011613+0.00011752i,-0.0014198+0.0010205i,-0.0012502+0.0017052i,-0.00076659+0.0014014i,-0.00029576+0.00056158i,0.00033759+5.8095e-06i,0.0014164-0.00029456i,0.0015767-0.00057047i,0.00055857-0.00012091i,-0.00034255+0.00027794i,-0.00069261+5.2858e-05i,-0.0013569+0.00037231i,-0.001733+0.00059161i,-0.0015366+0.00012944i,-0.000566+3.1502e-05i,-0.00011989-0.00018053i,-5.3868e-05-0.00092238i,0.00016345-0.001643i,-9.2497e-05-0.0011576i
-0.030411-0.026442i,-0.057524-0.061721i,-0.057806-0.097016i,-0.045505-0.091493i,-0.044397-0.045454i,-0.041669-0.020194i,-0.040682-0.027575i,-0.040939-0.030405i,-0.031654-0.023087i,-0.021237-0.021458i,-0.017754-0.014771i,-0.010169-0.0021089i,0.0059959+0.0019139i,0.025822-0.0035795i,0.044148-0.015131i,0.055498-0.022071i,0.06001-0.012072i,0.056138+0.0083653i,0.040223+0.020309i,0.023562+0.015902i,0.015365+0.001906i,0.010443-0.012898i,0.005796-0.018937i
0.032899-0.019053i,0.064921-0.024352i,0.073294+0.01446i,0.071644+0.085177i,0.095834+0.10529i,0.10883+0.054422i,0.075485+0.002904i,0.038082-0.005567i,0.022465-0.0039048i,0.010146-0.0072261i,0.0034593-0.0091837i,0.0014281-0.014489i,-0.0093308-0.018232i,-0.025247-0.019464i,-0.038859-0.019103i,-0.045455-0.018431i,-0.040531-0.025752i,-0.024181-0.032578i,-0.0015145-0.027185i,0.01093-0.020457i,0.0025314-0.016838i,-0.012806-0.0070282i,-0.016303+0.0050478i
0.0038676+0.037961i,0.00030304+0.079701i,-0.0090697+0.075771i,-0.021988+0.00076432i,-0.038626-0.066172i,-0.050403-0.061561i,-0.040535-0.025318i,-0.021186-0.0095389i,-0.0091788-0.00035195i,0.0028241+0.0089884i,0.0067325+0.0082927i,-0.0016212+0.010168i,-0.0074609+0.019618i,-0.0080201+0.029577i,-0.0056275+0.041913i,0.001759+0.057562i,0.007082+0.068375i,0.0030431+0.058115i,-0.0076943+0.028327i,-0.016712+0.0066147i,-0.012674+0.0065488i,0.0034576+0.0099297i,0.012967+0.0058376i
-0.037066-0.0024322i,-0.072531-0.016444i,-0.093358-0.026374i,-0.092995-0.022195i,-0.097561-0.011147i,-0.10226+0.011738i,-0.083002+0.043261i,-0.048335+0.053922i,-0.023005+0.032829i,-0.015822+0.0095501i,-0.013207+0.0067625i,-0.0019641+0.012918i,0.015046+0.0081472i,0.029824-0.0099057i,0.038449-0.035892i,0.040625-0.062642i,0.041873-0.077765i,0.039814-0.068834i,0.025832-0.040695i,0.0099036-0.01278i,0.0017764-0.0022863i,-0.0061333-0.0067839i,-0.011698-0.011667i
0.026493-0.034273i,0.057782-0.051994i,0.089959-0.023326i,0.10315+0.060007i,0.1101+0.11575i,0.11866+0.082917i,0.10932+0.016224i,0.078757-0.016792i,0.041931-0.018202i,0.013485-0.010189i,0.0019309-0.0058104i,-0.00055537-0.010322i,-0.008536-0.011122i,-0.022845-0.00074828i,-0.035347+0.013534i,-0.045058+0.021073i,-0.057077+0.017645i,-0.060415+0.0094282i,-0.042385+0.0022205i,-0.018674-0.001293i,-0.004896+0.0027577i,0.0022485+0.012633i,0.0061222+0.018163i
0.023599+0.022698i,0.051995+0.03818i,0.075502+0.021909i,0.086163-0.030333i,0.074605-0.058869i,0.038644-0.042154i,0.0025344-0.02558i,-0.013668-0.02101i,-0.011235-0.0095971i,-7.2124e-05+0.0039391i,0.0064787+0.0088027i,0.0082126+0.0091886i,0.010685+0.0075427i,0.013685+0.0072088i,0.019472+0.013295i,0.029774+0.026523i,0.038951+0.03906i,0.034659+0.040017i,0.014393+0.029961i,-0.00041164+0.019025i,0.0022376+0.0073996i,0.0084802-0.0083012i,0.0072348-0.018651i
-0.037215+0.023585i,-0.077587+0.019598i,-0.10676-0.019617i,-0.11496-0.077029i,-0.10952-0.09489i,-0.083246-0.047356i,-0.034388+0.012909i,0.0039481+0.029985i,0.013631+0.014785i,0.0107+0.0017679i,0.0098688+0.00083151i,0.0073195+0.0019503i,0.0037472-0.0050473i,0.004138-0.024054i,-0.0010867-0.050424i,-0.015055-0.069851i,-0.024314-0.074142i,-0.019152-0.059816i,-0.003327-0.030741i,0.0089881-0.01053i,0.0046895-0.0084581i,-0.011426-0.0075054i,-0.021152-0.0010523i
-0.0062836-0.039195i,-0.026338-0.055775i,-0.053249-0.02848i,-0.064141+0.043744i,-0.025373+0.073932i,0.026985+0.011296i,0.030467-0.065311i,0.0036899-0.078791i,-0.011698-0.051212i,-0.012433-0.027496i,-0.011532-0.01967i,-0.014399-0.016318i,-0.018856-0.0033267i,-0.024792+0.018088i,-0.026021+0.04173i,-0.019066+0.062035i,-0.012438+0.072561i,-0.0072429+0.067479i,0.00052873+0.041514i,0.0041642+0.012804i,0.0040579+0.0057492i,0.012658+0.011751i,0.02173+0.012246i
0.039856+0.014315i,0.077933+0.030086i,0.10112+0.060584i,0.1003+0.071389i,0.071906+0.045576i,0.011812+0.02776i,-0.04968+0.037614i,-0.068604+0.04794i,-0.045427+0.042409i,-0.021374+0.027523i,-0.011406+0.018391i,-0.0019468+0.014352i,0.0085415+0.0072366i,0.01449+0.0011433i,0.019854-0.00052433i,0.032942-0.0046398i,0.051027-0.016923i,0.053486-0.029117i,0.029553-0.026173i,0.004932-0.010652i,-0.0021307-0.0040221i,-0.006849-0.012016i,-0.01348-0.017073i
-0.018095+0.033448i,-0.018753+0.066606i,-0.0091931+0.057367i,-0.012917+0.013949i,-0.042294+0.0037183i,-0.045656+0.034463i,0.010489+0.061252i,0.062434+0.052496i,0.060048+0.022296i,0.036056+0.0035526i,0.02294+0.0023641i,0.016692+0.0083805i,0.0099227+0.0064189i,0.0023832-0.0091612i,-0.010317-0.0269i,-0.031482-0.035455i,-0.052535-0.035741i,-0.05569-0.030632i,-0.036265-0.022028i,-0.016114-0.016933i,-0.010038-0.010543i,-0.0086707+0.0030801i,-0.0042693+0.012268i
-0.032403-0.030889i,-0.054524-0.06354i,-0.041609-0.062209i,0.0067732-0.023384i,0.046972-0.0017295i,0.060237-0.020434i,0.039236-0.056558i,0.0031073-0.066699i,-0.013069-0.041177i,-0.012614-0.019271i,-0.014051-0.014636i,-0.015833-0.012705i,-0.012272-0.0028229i,-0.004101+0.015955i,0.0083874+0.032261i,0.024727+0.041644i,0.03819+0.049065i,0.039976+0.047607i,0.0263+0.02944i,0.0091352+0.012912i,0.0063355+0.0080388i,0.015585+0.00078428i,0.018918-0.0065537i
0.040236-0.025726i,0.077899-0.048667i,0.087914-0.070311i,0.079487-0.075638i,0.085271-0.060846i,0.060937-0.034458i,0.0086427+0.0039348i,-0.010679+0.033227i,-0.0047655+0.030475i,-0.0055203+0.022721i,-0.0043108+0.023691i,0.0037701+0.016533i,0.0087872+0.0016026i,0.0079582-0.010551i,0.0047139-0.020198i,0.0022465-0.035235i,-0.0025586-0.0552i,-0.013458-0.059875i,-0.020805-0.033237i,-0.013264-0.0019881i,-0.0052656+0.0052553i,-0.012946+0.00089522i,-0.021024-0.0023064i
0.00049788+0.053425i,-0.020325+0.081669i,-0.063592+0.066087i,-0.12342+0.0084987i,-0.16327-0.023157i,-0.11876-0.0082122i,-0.024279-0.0059042i,0.026378-0.030102i,0.025452-0.038224i,0.021898-0.026405i,0.02569-0.015833i,0.022865-0.0062851i,0.014488+0.00021976i,0.0039491-0.0054983i,-0.012141-0.0094772i,-0.031132+0.0039268i,-0.043225+0.027898i,-0.040445+0.042298i,-0.023999+0.031941i,-0.009224+0.010808i,-0.0031736+0.0027934i,0.0041621+0.005828i,0.010733+0.0075571i
-0.052152-0.015052i,-0.098517-0.012929i,-0.12527+0.013782i,-0.11205+0.067804i,-0.066615+0.087597i,-0.036662+0.045673i,-0.044353+0.0026257i,-0.059497-0.0025041i,-0.05018+0.0087278i,-0.030342+0.0086367i,-0.024187-0.00035807i,-0.025496-0.0069721i,-0.02218-0.0061231i,-0.011181+0.002507i,0.006155+0.010146i,0.027316+0.011301i,0.049785+0.0090022i,0.06154+0.0036306i,0.051251-0.0027551i,0.029131-0.0048501i,0.014678-0.0049434i,0.0074592-0.0084553i,0.00058999-0.0098751i
0.049953-0.039366i,0.095196-0.046639i,0.15367+0.010101i,0.20699+0.076112i,0.20842+0.075204i,0.1406+0.043528i,0.065324+0.042421i,0.038082+0.049151i,0.029642+0.037535i,0.014752+0.026906i,0.002583+0.024912i,-0.0045802+0.021932i,-0.006326+0.01433i,-0.0084636+0.004004i,-0.015587-0.0060549i,-0.024061-0.016322i,-0.035378-0.024098i,-0.043055-0.02335i,-0.031727-0.012872i,-0.010397-0.0056354i,-0.0030592-0.0059763i,-0.0085397+0.0013418i,-0.0079569+0.010115i
0.045027+0.073518i,0.089352+0.10184i,0.11132+0.060787i,0.080733-0.028007i,0.021683-0.067816i,-0.0094413-0.047053i,0.007207-0.03562i,0.02174-0.041434i,0.018867-0.040469i,0.018644-0.038243i,0.020156-0.03198i,0.022618-0.012571i,0.02514+0.0041755i,0.019507+0.0079853i,0.012304+0.013718i,0.012893+0.026096i,0.022585+0.03552i,0.031211+0.032592i,0.02265+0.014807i,0.0018837+0.0018446i,-0.0045776+0.0030914i,0.0087619+0.00022674i,0.016363-0.008437i
-0.086656-0.022767i,-0.15494-0.046981i,-0.17766-0.10118i,-0.15099-0.14235i,-0.10747-0.11993i,-0.054179-0.061063i,-0.023213-0.016364i,-0.019166+0.0091765i,-0.014572+0.019258i,-0.015972+0.014379i,-0.020689+0.0089739i,-0.015456-0.00071815i,-0.012141-0.011286i,-0.0090162-0.0069548i,0.0017615-0.0042441i,0.012875-0.01633i,0.019076-0.034106i,0.017276-0.047473i,0.0058168-0.040349i,-0.0033481-0.016681i,-0.0042389-0.0017593i,-0.0089635-0.0015036i,-0.013966-0.0025153i
0.039918-0.078446i,0.060866-0.13335i,0.037916-0.106i,0.0020516-0.0028693i,0.00061724+0.051355i,0.0073288+0.027568i,3.5983e-06-0.003937i,0.0035043-0.016533i,0.0065678-0.013553i,-0.00023603+0.0088693i,0.00025563+0.027235i,0.0022734+0.027279i,0.0022627+0.018752i,0.0023946+0.0045522i,-0.0071601-0.0093383i,-0.024448-0.012861i,-0.041488-0.0030774i,-0.052689+0.013926i,-0.042374+0.022273i,-0.016326+0.01282i,-0.0021517-0.00049896i,-0.0006773-0.0025743i,-0.00097184-0.0015639i
0.036729+0.081236i,0.068101+0.15635i,0.063235+0.17989i,0.021408+0.13817i,-0.021105+0.092589i,-0.039976+0.055716i,-0.033052+0.024822i,-0.023023+0.0047211i,-0.012949-0.010379i,0.0039198-0.022169i,0.016395-0.030355i,0.018146-0.028399i,0.01683-0.019241i,0.015703-0.015342i,0.014038-0.0090716i,0.017471+0.0025569i,0.025764+0.008468i,0.032609+0.0060929i,0.027617+0.0031757i,0.013051+0.0053836i,0.0070018+0.0060315i,0.0054876-0.0007807i,0.0010291-0.0038503i
-0.10408+0.010437i,-0.1927+0.022041i,-0.21096+0.035212i,-0.12477+0.029768i,-0.021308+0.008676i,0.032839+0.0079646i,0.040424+0.023142i,0.027924+0.031326i,0.012101+0.029946i,0.00020376+0.022287i,-0.011164+0.010413i,-0.022762-0.0022962i,-0.029796-0.0040514i,-0.028926+0.0067769i,-0.01917+0.014321i,-0.0091493+0.0096909i,-0.0081045+0.00038343i,-0.013902-0.0023546i,-0.012853+0.00087454i,-0.0047342+0.0021718i,-0.0035254+0.0036078i,-0.009589+0.012012i,-0.0092022+0.017718i
0.04063-0.10166i,0.091442-0.14729i,0.12113-0.11042i,0.11791-0.0032545i,0.09913+0.055052i,0.056132+0.030337i,0.0027717-0.0073487i,-0.024327-0.020123i,-0.023318-0.010396i,-0.012232+0.0061949i,-0.0044337+0.022887i,0.0049174+0.039233i,0.017029+0.035373i,0.015857+0.011057i,0.0009703-0.0096297i,-0.011763-0.013795i,-0.011147-0.0010902i,0.0029636+0.012679i,0.013086+0.0083595i,0.0071398-0.007152i,0.0018112-0.012903i,0.0097738-0.0094957i,0.015996-0.010441i
0.087858+0.080898i,0.17197+0.11267i,0.23461+0.056512i,0.20368-0.069529i,0.084349-0.12733i,0.0036914-0.074074i,0.011728-0.0051919i,0.034782+0.019386i,0.033813+0.0088596i,0.022542-0.01073i,0.016627-0.020933i,0.019151-0.022393i,0.018785-0.023559i,0.013896-0.023333i,0.01086-0.015968i,0.010645-0.006739i,0.011825-0.010115i,0.0096766-0.026318i,0.0022778-0.029367i,-0.00045507-0.010999i,0.0036337+0.00098864i,0.0043056-0.0046594i,0.0018264-0.0090637i
-0.128+0.023658i,-0.22384+0.019639i,-0.27773-0.026128i,-0.25571-0.084367i,-0.16508-0.097423i,-0.05932-0.071763i,0.010365-0.055348i,0.032753-0.046741i,0.026727-0.025627i,0.0092189-0.0022663i,-0.0049076+0.0066192i,-0.016793-0.0021903i,-0.029814-0.0018283i,-0.026042+0.016931i,-0.0071306+0.027768i,0.0084667+0.025283i,0.011318+0.023426i,0.00059173+0.026281i,-0.011294+0.024049i,-0.016496+0.013832i,-0.01829+0.0088134i,-0.018134+0.011546i,-0.015795+0.010934i
0.026687-0.11701i,0.0030804-0.17441i,-0.059883-0.086588i,-0.10015+0.12923i,-0.071075+0.25315i,-0.039161+0.18073i,-0.071736+0.065371i,-0.098614+0.017046i,-0.071953+0.0019736i,-0.03212-0.0037753i,-0.0060362+0.0043975i,0.010725+0.019205i,0.021375+0.019918i,0.013459+0.00015927i,-0.011143-0.019965i,-0.027161-0.028246i,-0.021343-0.030328i,-0.0066034-0.029509i,-0.0010759-0.02327i,-0.0015377-0.013055i,0.0023029-0.0071073i,0.007394-0.0093429i,0.0057281-0.010284i
0.088973+0.096759i,0.17769+0.14504i,0.22858+0.11138i,0.22325+0.013652i,0.17862-0.048867i,0.11092-0.036083i,0.078596+0.0060492i,0.072471+0.02235i,0.046453+0.0073277i,0.022759-0.0065161i,0.018028-0.016045i,0.016383-0.024086i,0.011602-0.023792i,0.0054902-0.015661i,0.0049183+0.00093103i,0.0090277+0.013772i,0.0023902+0.014309i,-0.010308+0.01249i,-0.0056032+0.013951i,0.013046+0.01292i,0.020887+0.0065747i,0.011414+0.0021832i,0.0027593+0.0010711i
-0.12674+0.029633i,-0.21356+0.070139i,-0.19621+0.059593i,-0.10602-0.043862i,-0.052721-0.14106i,-0.031186-0.13272i,-0.011371-0.086644i,-0.0097988-0.061681i,-0.014219-0.022757i,-0.01242+0.0098836i,-0.019203+0.014801i,-0.031333+0.011286i,-0.030776+0.012029i,-0.0076669+0.018088i,0.022729+0.012082i,0.038067-0.0041189i,0.042327-0.0059331i,0.040785+0.0029125i,0.022584+0.0046023i,-0.0048842+0.0020297i,-0.018706+0.0048798i,-0.015068+0.010979i,-0.008183+0.013667i
0.059593-0.1047i,0.087483-0.152i,0.066267-0.046249i,0.015856+0.15988i,-0.01998+0.24096i,-0.049802+0.17156i,-0.077859+0.11142i,-0.06811+0.09863i,-0.028554+0.06554i,-0.0074201+0.020304i,-0.004627+0.008521i,0.0054228+0.020476i,0.014105+0.017131i,-0.0012064-0.0083171i,-0.035157-0.028646i,-0.065103-0.031693i,-0.074518-0.032287i,-0.06176-0.036601i,-0.039055-0.033464i,-0.018146-0.023211i,-0.003309-0.017149i,0.0064934-0.019776i,0.010263-0.021868i
0.089426+0.094681i,0.17816+0.11728i,0.23344+0.011981i,0.21266-0.13849i,0.14983-0.15779i,0.10885-0.087058i,0.11671-0.041921i,0.12343-0.037415i,0.089329-0.040236i,0.048135-0.027305i,0.032893-0.018214i,0.025215-0.02343i,0.010136-0.019222i,-0.0027352+0.0029141i,-0.00024487+0.029372i,0.01601+0.047701i,0.025802+0.05941i,0.025853+0.063316i,0.026072+0.049441i,0.023651+0.023155i,0.012059+0.0047082i,-0.0027309+0.0012804i,-0.0084194+0.0001277i
-0.13352-0.008311i,-0.24052-0.047713i,-0.28071-0.11982i,-0.25028-0.16968i,-0.18929-0.13307i,-0.10573-0.056495i,-0.056122-0.046284i,-0.05823-0.064269i,-0.052461-0.039252i,-0.031012-0.0027055i,-0.02375+0.017014i,-0.022196+0.02263i,-0.013464+0.018266i,0.0052432+0.0080187i,0.022207-0.010356i,0.027963-0.028551i,0.035098-0.039066i,0.035874-0.043224i,0.015998-0.032667i,-0.0051064-0.0066707i,-0.0072988+0.015839i,0.00078025+0.022462i,0.0038047+0.019555i
0.049551-0.10115i,0.080511-0.11625i,0.05512+0.019538i,0.017372+0.22856i,0.023267+0.28451i,0.016443+0.18626i,-0.014278+0.1133i,-0.022245+0.086661i,-0.015697+0.04553i,-0.010479+0.0089151i,-0.0010254+0.00010116i,0.0092861+0.0078867i,0.014274+0.0081605i,0.0015939-0.0065443i,-0.025997-0.010898i,-0.048533+0.0019232i,-0.059273+0.011272i,-0.05842+0.0086489i,-0.040505-0.00018694i,-0.013645-0.0077468i,0.0053469-0.014206i,0.010494-0.02134i,0.0045169-0.023829i
0.056155+0.12824i,0.079314+0.20518i,0.10012+0.1804i,0.14867+0.024158i,0.17906-0.12764i,0.14876-0.17135i,0.10471-0.13321i,0.078007-0.083589i,0.043797-0.047764i,0.019399-0.020812i,0.017118-0.020912i,0.0097563-0.037684i,-0.0028348-0.030771i,-0.0015843+0.001246i,0.022474+0.027553i,0.056835+0.027358i,0.074119+0.017722i,0.070136+0.016016i,0.050747+0.0096573i,0.019751-0.0033593i,-0.0078397-0.007585i,-0.01943+0.00012281i,-0.016911+0.0085188i
-0.15334-0.020909i,-0.24971-0.049837i,-0.29966-0.085419i,-0.30174-0.075845i,-0.25789-0.021052i,-0.17437+0.021587i,-0.12079+0.017422i,-0.10177+0.016229i,-0.059037+0.037686i,-0.020786+0.03732i,-0.018463+0.03108i,-0.020288+0.033518i,-0.014812+0.020687i,-0.0093493-0.0055823i,-0.013016-0.034104i,-0.030352-0.052687i,-0.044723-0.05927i,-0.051268-0.057414i,-0.050346-0.035278i,-0.033668-0.0027252i,-0.0094363+0.013756i,0.0070776+0.012071i,0.014414+0.0069056i
0.1219-0.11059i,0.23663-0.12672i,0.31774-0.024752i,0.27731+0.1314i,0.1323+0.20205i,0.013323+0.17397i,-0.0082422+0.13095i,0.015412+0.091593i,0.02501+0.03914i,0.017685+0.0020353i,0.013015+0.00083616i,0.020368+0.017536i,0.029026+0.020462i,0.017235+0.0053785i,-0.0098387+0.00099864i,-0.025286+0.019118i,-0.022078+0.042283i,-0.011294+0.054159i,0.0019682+0.045478i,0.013937+0.022805i,0.015835+0.0024859i,0.007931-0.010106i,-0.0022742-0.016616i
0.04729+0.14723i,0.08352+0.20407i,0.12837+0.11709i,0.19599-0.094479i,0.22618-0.22693i,0.17086-0.19047i,0.11884-0.10803i,0.097533-0.077181i,0.056754-0.065483i,0.017485-0.036526i,0.0055464-0.025042i,-0.0014006-0.036542i,-0.010322-0.031484i,-0.0016428-0.0018994i,0.02906+0.016902i,0.05399+0.0037709i,0.053576-0.018841i,0.043945-0.027081i,0.031983-0.022603i,0.012694-0.012615i,-0.0020605-0.00088869i,-0.0062309+0.0084227i,-0.0043946+0.012164i
-0.1551-0.072963i,-0.30782-0.15898i,-0.42516-0.2113i,-0.45243-0.13923i,-0.3425-0.0071456i,-0.1602+0.042218i,-0.066398+0.013198i,-0.050819+0.00026552i,-0.024416+0.0099782i,-0.0058836+0.0092496i,-0.010913+0.014732i,-0.017275+0.022032i,-0.021786+0.016046i,-0.025271-0.00033733i,-0.037716-0.014332i,-0.055883-0.0070011i,-0.058966+0.01087i,-0.050399+0.013135i,-0.03672+0.0023317i,-0.017372-0.0086628i,-0.0018341-0.0135i,0.0062567-0.014227i,0.0072212-0.016883i
0.14304-0.078699i,0.25053-0.10105i,0.26809-0.023698i,0.17816+0.098475i,0.071275+0.13404i,0.0059385+0.079807i,-0.022775+0.028004i,-0.033574+0.0076781i,-0.038012-0.0028325i,-0.024899-0.004631i,0.00026105-1.7083e-05i,0.021411+0.0088297i,0.033511+0.012943i,0.024108+0.0055162i,0.0068857+0.0056894i,0.014823+0.014949i,0.042412+0.014149i,0.059209+0.0088656i,0.050329+0.0025758i,0.023777-0.0051263i,0.00010284-0.0073502i,-0.011284-0.0057722i,-0.017158+0.0015991i
-0.022285+0.16787i,-0.035824+0.28841i,0.0024494+0.26701i,0.099638+0.079896i,0.14742-0.085153i,0.10607-0.099882i,0.06994-0.048517i,0.046781-0.029913i,0.011236-0.013772i,-0.0074989+0.010793i,-0.0090311+0.011696i,-0.013082-0.00080963i,-0.013225-0.0046646i,0.0035352+0.0029074i,0.03108+0.00023788i,0.03715-0.025255i,0.0074309-0.046871i,-0.027543-0.045236i,-0.039801-0.02441i,-0.029103+0.0028475i,-0.010578+0.018492i,-6.9762e-05+0.019978i,0.0076365+0.014249i
-0.12531-0.11172i,-0.23227-0.17926i,-0.29254-0.1238i,-0.27815+0.049146i,-0.20663+0.1607i,-0.11716+0.12909i,-0.071578+0.059349i,-0.04092+0.040901i,0.0078182+0.034633i,0.028835+0.012242i,0.014381+0.0044408i,0.00032328+0.011533i,-0.0039952+0.0095852i,-0.0087412-0.006455i,-0.022178-0.015589i,-0.033333+0.0020858i,-0.022088+0.027878i,-0.0021768+0.032644i,0.0017303+0.016967i,-0.0024295+0.00248i,-0.0011071+0.0004174i,0.0046222-0.00082832i,0.0038045-0.0085307i
0.17057-0.0093261i,0.34403+0.00015746i,0.43497+0.011231i,0.37976-0.011518i,0.24588-0.044769i,0.10713-0.040505i,0.031734-0.00034748i,0.021022+0.024173i,0.018285+0.010436i,0.01218-0.0088715i,0.017055-0.019566i,0.025641-0.024768i,0.020741-0.023556i,-0.0019878-0.014076i,-0.019856+0.002726i,-0.013473+0.0089568i,0.0024968-0.0077054i,0.010838-0.025614i,0.012726-0.0223i,0.012022-0.008211i,0.010711-0.0036896i,0.0075082-0.0049888i,0.0057582-0.00077711i
-0.086526+0.11447i,-0.15835+0.15124i,-0.16115+0.049998i,-0.093732-0.12271i,-0.029496-0.17418i,0.038233-0.10296i,0.093815-0.060379i,0.082729-0.063845i,0.034891-0.044795i,0.001909-0.013275i,-0.01524+0.0065866i,-0.022468+0.012801i,-0.022879+0.013661i,-0.01068+0.015746i,0.0085864+0.0075522i,0.0078674-0.0059667i,-0.017298+0.0019818i,-0.038988+0.027315i,-0.030705+0.039075i,-0.0056067+0.023652i,0.005512-0.00029606i,-0.00012126-0.011525i,-0.0064666-0.015536i
-0.066278-0.16914i,-0.12156-0.28087i,-0.21603-0.2355i,-0.29566-0.0061514i,-0.27206+0.16029i,-0.18967+0.12484i,-0.15432+0.022783i,-0.13633-0.015833i,-0.087919-0.0094973i,-0.041608+0.00054884i,-0.017814+0.013812i,-0.0038005+0.027947i,0.013029+0.025914i,0.021208+0.0029639i,0.013365-0.016406i,0.015084-0.013782i,0.041871-0.0093661i,0.064377-0.017924i,0.048641-0.028735i,0.010069-0.024675i,-0.012932-0.0085731i,-0.015481+0.0012454i,-0.015426+0.0051411i
0.135+0.091212i,0.24778+0.19147i,0.33378+0.23477i,0.36122+0.13375i,0.28824-0.0064124i,0.13825-0.041009i,0.041867+0.029078i,0.032166+0.073931i,0.026813+0.049381i,0.012582+0.023153i,0.018279+0.0037105i,0.022839-0.020194i,0.0094391-0.025791i,-0.0084297-0.0073001i,-0.015132+0.013728i,-0.015709+0.012502i,-0.029277-0.0033673i,-0.046049-0.014056i,-0.042503-0.0099672i,-0.022008+0.0023465i,-0.0042181+0.0075256i,0.0028695+0.0075534i,0.00885+0.0067245i
-0.16838+0.06026i,-0.30197+0.067772i,-0.34356+0.047825i,-0.24065+0.022831i,-0.07818+0.021181i,0.04997+0.024432i,0.10937-0.0025509i,0.10604-0.030822i,0.073464-0.025426i,0.042924-0.010079i,0.018746-0.0014365i,0.0035759+0.0045084i,-0.0019109+0.0045006i,0.0013101-0.0020121i,0.0066248-0.010585i,0.0033737-0.0090061i,-0.00049424+0.011677i,0.0046615+0.036365i,0.011713+0.036643i,0.0098124+0.015299i,0.0007648+0.0043489i,-0.0030145+0.0052078i,-0.0044136+0.00037622i
0.075318-0.14266i,0.13377-0.22667i,0.098291-0.1925i,-0.03538-0.029836i,-0.12029+0.092036i,-0.11836+0.076004i,-0.11644+0.013742i,-0.11737-0.0075857i,-0.079126-0.0066725i,-0.036062-0.010798i,-0.017322-0.0044838i,-0.0030006+0.0080259i,0.011887+0.0038614i,0.012145-0.018393i,-0.0020418-0.03471i,-0.0061993-0.031803i,0.016075-0.030893i,0.037445-0.047088i,0.027379-0.051033i,0.0072209-0.02718i,0.0043036-0.005382i,0.006934-0.0015539i,0.0052047+5.5054e-05i
0.061807+0.1724i,0.13694+0.29899i,0.25452+0.28874i,0.32622+0.078146i,0.24461-0.1166i,0.11381-0.11i,0.079598-0.013985i,0.086759+0.023276i,0.056355+0.018949i,0.022978+0.020048i,0.010601+0.012499i,-0.0040156-0.0025097i,-0.023255-0.0058972i,-0.033891+0.0078008i,-0.028099+0.024347i,-0.01976+0.028076i,-0.027884+0.026302i,-0.041954+0.030588i,-0.034506+0.032848i,-0.008754+0.019912i,0.0091113+0.0001247i,0.0086764-0.01025i,0.0019888-0.0095153i
-0.15318-0.099016i,-0.29382-0.19109i,-0.37828-0.21011i,-0.34289-0.096239i,-0.2019+0.039075i,-0.060389+0.050249i,-0.0063758-0.027192i,-0.012083-0.062499i,-0.0085833-0.037576i,0.0043865-0.019976i,0.0015692-0.013823i,-0.0046303+0.0035097i,-0.0022974+0.017669i,0.00105+0.016479i,0.0019827+0.0086573i,0.0068639+0.0015659i,0.017724-0.0063661i,0.023773-0.016971i,0.011156-0.024973i,-0.012431-0.019039i,-0.025047-0.0058011i,-0.019314-0.0020715i,-0.0078507-0.0084805i
0.20389-0.037114i,0.31461-0.077004i,0.297-0.093144i,0.17282-0.045931i,0.08138+0.0059231i,0.016722-0.0045345i,-0.058411-0.011726i,-0.077341+0.011514i,-0.05088+0.0044908i,-0.038429-0.0091026i,-0.021953+0.0031223i,0.0059413+0.0088351i,0.017206+0.0040843i,0.0098178+0.0011887i,-0.0028732+0.0012967i,-0.0087026+0.0026441i,-0.0096611-0.0016478i,-0.01583-0.0070229i,-0.019773-0.0036482i,-0.010066+0.0013914i,0.0025055+0.0018235i,0.0050766+0.0030655i,0.0020608+0.0034756i
-0.11825+0.18716i,-0.13113+0.347i,-0.00052634+0.39737i,0.1718+0.22134i,0.19131-0.018635i,0.10271-0.061582i,0.079199+0.020795i,0.093578+0.040188i,0.066763+0.024724i,0.034611+0.029362i,0.020484+0.021753i,0.007573+0.0043832i,-0.00063639-0.0025902i,0.0043505-0.0036949i,0.020508-0.0057145i,0.03042-0.0088679i,0.02192-0.00013488i,0.014759+0.021746i,0.020032+0.031491i,0.024317+0.020531i,0.020677+0.0084161i,0.010823+0.0039199i,-0.0025133+0.0038788i
-0.0067117-0.24309i,-0.080978-0.394i,-0.19458-0.37037i,-0.27552-0.13509i,-0.25422+0.099358i,-0.14184+0.14038i,-0.05654+0.058832i,-0.039262+0.0058423i,-0.017367-0.0055287i,0.010416-0.019884i,0.0052963-0.017312i,-0.0037445+0.0074524i,0.010487+0.017393i,0.023104+0.0031778i,0.018244-0.015939i,0.009723-0.026188i,0.013359-0.031216i,0.015397-0.039188i,0.001437-0.038462i,-0.014289-0.019941i,-0.020153-0.0031806i,-0.019334-0.0029072i,-0.014523-0.005756i
