-0.0012235-5.2613e-05i,-0.0012908-0.00060289i,-0.0016748-0.0015201i,-0.0013632-0.0009905i,-0.0011613+0.00011752i,-0.0014198+0.0010205i,-0.0012502+0.0017052i,-0.00076659+0.0014014i,-0.00029576+0.00056158i,0.00033759+5.8095e-06i,0.0014164-0.00029456i,0.0015767-0.00057047i,0.00055857-0.00012091i,-0.00034255+0.00027794i,-0.00069261+5.2858e-05i,-0.0013569+0.00037231i,-0.001733+0.00059161i,-0.0015366+0.00012944i,-0.000566+3.1502e-05i,-0.00011989-0.00018053i,-5.3868e-05-0.00092238i,0.00016345-0.001643i,-9.2497e-05-0.0011576i
0.1598+0.16621i,0.27427+0.17481i,0.26148+0.033117i,0.14636-0.12005i,0.076462-0.13884i,0.056363-0.10791i,0.034918-0.087154i,0.031555-0.05435i,0.009688-0.03103i,-0.030876-0.0051302i,-0.032817+0.017281i,-0.022001+0.010926i,-0.031888+0.00082093i,-0.039539+0.0053164i,-0.037291+0.011848i,-0.033953+0.017396i,-0.027183+0.02798i,-0.011407+0.036478i,0.005269+0.026379i,0.012556+0.0046774i,0.015147-0.0054365i,0.02102-3.6387e-05i,0.026493+0.0017637i
-0.30182-0.0013687i,-0.46284+0.10539i,-0.42035+0.24378i,-0.20072+0.25113i,-0.029218+0.11927i,-0.0019374+0.033851i,-0.017637+0.020755i,-0.019037-0.0027769i,-0.0013499-0.0070392i,0.027486+0.0061672i,0.039515+0.004241i,0.036873+0.00017596i,0.028907-0.0066957i,0.0076582-0.019432i,-0.01606-0.021006i,-0.022577-0.015091i,-0.012355-0.021261i,-0.0023231-0.034954i,-0.0031911-0.037533i,-0.0076253-0.02726i,-0.010143-0.017468i,-0.011665-0.013573i,-0.011699-0.0089058i
0.25331-0.19719i,0.32872-0.30979i,0.23142-0.25297i,0.07105-0.036488i,-0.015064+0.12337i,-0.025838+0.13248i,-0.034436+0.092734i,-0.049583+0.078615i,-0.025445+0.05055i,0.0095181-0.0013035i,0.012605-0.021386i,0.016141-0.0075445i,0.029852-0.0035972i,0.023409-0.0092569i,0.0058334-0.0047603i,-0.0013394+0.0034369i,-0.0046292+0.0053771i,-0.017579+0.0040597i,-0.032757+0.0067095i,-0.035045+0.012855i,-0.025036+0.014148i,-0.017499+0.0066538i,-0.016473-0.0011637i
-0.029129+0.33038i,0.094101+0.46697i,0.27153+0.31555i,0.30696-0.013106i,0.18858-0.19919i,0.097797-0.17441i,0.099414-0.10279i,0.10865-0.061793i,0.055435-0.023489i,-0.0089706+0.023948i,-0.022726+0.043273i,-0.028044+0.025366i,-0.046952+0.01349i,-0.036881+0.020611i,0.0038485+0.016596i,0.031728-0.001508i,0.032926-0.0081794i,0.032044+0.00057146i,0.035473+0.0090524i,0.035532+0.015023i,0.037343+0.017546i,0.037986+0.012201i,0.028956+0.0016994i
-0.19934-0.32354i,-0.36214-0.39955i,-0.36843-0.24326i,-0.20752-0.0064948i,-0.071991+0.10385i,-0.053453+0.10046i,-0.084979+0.066798i,-0.11448+0.020724i,-0.10884-0.021004i,-0.065817-0.043287i,-0.026256-0.046501i,0.0013835-0.033956i,0.025151-0.016866i,0.031932-0.012288i,0.013692-0.015251i,-0.004057-0.0086502i,-0.0048319-0.0058339i,-0.010987-0.018799i,-0.028398-0.027145i,-0.036558-0.024739i,-0.037392-0.022693i,-0.040621-0.022877i,-0.039812-0.020397i
0.38506+0.068283i,0.52909-0.064037i,0.38396-0.26128i,0.12828-0.28606i,0.045786-0.14096i,0.092516-0.048756i,0.14472-0.049496i,0.18397-0.045756i,0.17831-0.0070747i,0.12081+0.040459i,0.054481+0.063322i,0.0059683+0.067671i,-0.011067+0.065186i,-0.011425+0.047795i,-0.012279+0.026864i,-0.0030238+0.018826i,0.010183+0.026051i,0.017789+0.039301i,0.025341+0.034901i,0.024895+0.0092723i,0.015629-0.0064768i,0.015375+0.00073476i,0.022978+0.0094063i
-0.39011+0.21853i,-0.53774+0.40397i,-0.47014+0.43248i,-0.32151+0.26129i,-0.20228+0.0634i,-0.097746-0.049202i,-0.07113-0.10227i,-0.10846-0.10021i,-0.11529-0.084402i,-0.098088-0.079362i,-0.075643-0.046862i,-0.042611-0.015367i,-0.015262-0.02062i,-0.00078619-0.036936i,0.0049552-0.045254i,0.00069559-0.053793i,-0.0043429-0.061681i,-0.0019281-0.05565i,0.0022566-0.030596i,0.005506+0.0047199i,0.0095522+0.02884i,0.0081386+0.029461i,0.0034548+0.016919i
0.11689-0.38577i,0.03861-0.4365i,-0.11946-0.077171i,-0.1464+0.36672i,-0.08335+0.43667i,-0.1337+0.26086i,-0.21882+0.18665i,-0.16892+0.18694i,-0.033945+0.13656i,0.053905+0.067354i,0.083406+0.027234i,0.1058+0.0035927i,0.097199-0.025446i,0.043422-0.03051i,0.0016489-0.0021984i,-0.0057669+0.020997i,-0.0035425+0.022033i,-0.0064602+0.0087601i,-0.017522-0.014639i,-0.027701-0.033272i,-0.031657-0.037893i,-0.036826-0.031993i,-0.043238-0.015758i
0.24227+0.42527i,0.53502+0.46565i,0.76052+0.12412i,0.71881-0.29977i,0.46661-0.39327i,0.27563-0.18688i,0.26813-0.0011473i,0.25581+0.035908i,0.12516+0.054195i,0.020297+0.095779i,-0.01625+0.086348i,-0.058191+0.061439i,-0.078325+0.064994i,-0.061656+0.046324i,-0.047722-0.0015941i,-0.040966-0.031731i,-0.030805-0.036244i,-0.017557-0.040527i,-0.0066893-0.040317i,0.0083268-0.026087i,0.030186-0.0082962i,0.047942-0.00099686i,0.04679-0.012403i
-0.44705-0.239i,-0.59035-0.27921i,-0.42462-0.24037i,-0.17058-0.19967i,-0.079567-0.1246i,-0.050263-0.033681i,-0.045985-0.04943i,-0.11761-0.10003i,-0.14775-0.10995i,-0.089981-0.11661i,-0.029295-0.11247i,0.0034516-0.10006i,0.012842-0.087012i,0.015655-0.065747i,0.014137-0.042449i,0.0041432-0.019253i,-0.0011912+0.0061611i,-0.0067904+0.039324i,-0.016693+0.070403i,-0.028576+0.076145i,-0.040865+0.061253i,-0.041982+0.030196i,-0.028166-0.0075359i
0.44298-0.14196i,0.41828-0.26889i,0.0041786-0.18862i,-0.31717+0.088473i,-0.18728+0.22386i,0.052115+0.075124i,0.15856-0.099256i,0.25537-0.16204i,0.29026-0.15418i,0.19126-0.072465i,0.098966+0.037936i,0.086708+0.098649i,0.092893+0.088603i,0.060797+0.055885i,0.031222+0.046385i,0.052613+0.039902i,0.082331+0.015272i,0.0698-0.014662i,0.023949-0.035267i,-0.00438-0.038738i,0.012681-0.039813i,0.037313-0.037002i,0.040741-0.012256i
-0.30117+0.47732i,-0.31202+0.76936i,-0.13339+0.82544i,0.030556+0.65604i,0.02469+0.41874i,-0.075795+0.24324i,-0.19917+0.20715i,-0.27878+0.22117i,-0.27248+0.17566i,-0.21416+0.093466i,-0.17298+0.019584i,-0.17848-0.016663i,-0.16637-0.0044411i,-0.08358+0.003194i,0.0042133-0.013821i,0.030489-0.0059265i,0.022051+0.037394i,0.027417+0.063215i,0.041512+0.047774i,0.031958+0.025295i,-0.0052839+0.02134i,-0.042548+0.03198i,-0.051298+0.037491i
-0.082638-0.51656i,-0.15512-0.69671i,-0.15098-0.56947i,-0.10097-0.32802i,-0.073989-0.15904i,-0.021426-0.066085i,0.074765-0.06389i,0.11918-0.088635i,0.11908-0.078157i,0.10934-0.057019i,0.10016-0.020247i,0.10868+0.0022016i,0.087345-0.0028667i,0.022208+0.017982i,-0.03272+0.047791i,-0.047737+0.04081i,-0.034555-0.003741i,-0.022964-0.059678i,-0.021976-0.094566i,-0.018566-0.098345i,-0.009094-0.078181i,-0.00085925-0.050716i,-0.006461-0.026523i
0.42061+0.31905i,0.64674+0.27512i,0.62266-0.041435i,0.44667-0.33106i,0.27196-0.35761i,0.063435-0.22121i,-0.11241-0.039785i,-0.13581+0.11494i,-0.06886+0.16514i,-0.016624+0.10882i,-0.029207+0.030812i,-0.073255+0.017582i,-0.07737+0.027473i,-0.071085-0.010203i,-0.097811-0.06608i,-0.14168-0.084356i,-0.15589-0.046485i,-0.12149+0.017038i,-0.066017+0.071737i,-0.013921+0.098208i,0.019477+0.09518i,0.024207+0.068901i,0.0066163+0.022374i
-0.54793+0.023913i,-0.72526+0.11007i,-0.5691+0.15143i,-0.3025+0.049651i,-0.14252-0.067674i,0.017091-0.067733i,0.17065-0.073333i,0.19419-0.13342i,0.1156-0.12474i,0.061435-0.02253i,0.12415+0.047255i,0.23285-0.0092726i,0.2269-0.11656i,0.10391-0.14302i,-0.004263-0.10303i,-0.032398-0.1027i,-0.044601-0.16065i,-0.10591-0.17303i,-0.1578-0.096843i,-0.13819-0.016735i,-0.092092+0.0061656i,-0.062266-0.015448i,-0.038117-0.043218i
0.39928-0.326i,0.50363-0.37993i,0.38858-0.084233i,0.27238+0.35854i,0.23757+0.48015i,0.12098+0.25183i,-0.017912+0.024323i,-0.056258-0.070303i,0.0036719-0.078433i,0.068514-0.053178i,0.042332-0.01543i,0.011595+0.045351i,0.056662+0.042978i,0.085753-0.038785i,0.098402-0.102i,0.16816-0.1248i,0.25268-0.12191i,0.26925-0.12131i,0.19182-0.13949i,0.086872-0.12376i,0.036429-0.076042i,0.039297-0.044656i,0.046234-0.036489i
-0.068908+0.51715i,-0.053626+0.66345i,-0.022694+0.53958i,-0.020138+0.37228i,0.013416+0.30271i,0.10686+0.15691i,0.16259-0.032419i,0.17779-0.080116i,0.15858-0.031017i,0.070296+0.035747i,0.0018559+0.11163i,-0.0024423+0.1591i,0.015886+0.15218i,0.04146+0.093544i,0.056517+0.057063i,0.077354+0.1199i,0.10357+0.19804i,0.098342+0.16729i,0.060839+0.053142i,0.027869-0.025068i,0.023919-0.038271i,0.020458-0.032119i,0.015399-0.017786i
-0.9643+8.5398i,-0.01529+8.4695i,3.6128+8.7434i,5.8163+5.5519i,5.4451+1.4996i,3.2011-1.1557i,0.86694-1.1742i,0.068967+0.041254i,0.64432+0.56024i,1.2132-0.17613i,0.65395-1.2739i,-0.54781-1.6174i,-1.4621-1.119i,-1.835-0.25954i,-1.6914+0.39704i,-1.1691+0.63319i,-0.47659+0.59786i,0.089606+0.47922i,0.35768+0.40974i,0.38652+0.4605i,0.39087+0.55124i,0.40869+0.53518i,0.32139+0.39822i
0.46025+0.19667i,0.6223+0.20478i,0.5481+0.11458i,0.39807-0.00069922i,0.35547-0.08321i,0.38854-0.085091i,0.46522-0.044458i,0.454-0.077428i,0.24637-0.12017i,0.0367-0.051226i,-0.027535+0.070074i,-0.033916+0.15642i,-0.030998+0.18532i,-0.0080582+0.13573i,0.008373+0.054617i,0.027896+0.033166i,0.076868+0.061222i,0.11617+0.066508i,0.1068+0.042786i,0.075156+0.02014i,0.050234+0.0045865i,0.035816-0.0067932i,0.022963-0.023304i
-0.41526+0.12634i,-0.57256+0.2723i,-0.50289+0.40245i,-0.37518+0.47409i,-0.27816+0.46154i,-0.13057+0.24316i,-0.076882-0.074238i,-0.1296-0.20384i,-0.11005-0.12886i,-0.023679-0.028253i,0.055317+0.028893i,0.1027+0.059123i,0.103+0.053643i,0.057673+0.018314i,0.0034217+0.0026989i,-0.0015692+0.019091i,0.023397+0.022538i,0.031041+0.0079096i,0.019576+0.0061566i,0.0097469+0.016664i,0.013154+0.018655i,0.0093277+0.011984i,-0.01383+0.0039722i
0.22991-0.32456i,0.22735-0.45543i,0.094396-0.30695i,0.11286+0.027935i,0.25427+0.16469i,0.1832+0.07435i,0.037084+0.062843i,0.1027+0.11386i,0.21086+0.052027i,0.15253-0.033069i,0.062664-0.009859i,0.085445+0.074556i,0.13583+0.11129i,0.090538+0.10063i,-0.0079719+0.10616i,-0.064764+0.10559i,-0.067468+0.053627i,-0.03762+0.0017482i,0.0080299-0.0040988i,0.044293-0.0073515i,0.055458-0.027717i,0.040306-0.035777i,0.0051931-0.017517i
-0.079384+0.34031i,-0.08252+0.42089i,-0.076674+0.18022i,-0.096961-0.22663i,-0.10218-0.39973i,-0.064565-0.23757i,-0.076674-0.02934i,-0.19786+0.032713i,-0.32419+0.052933i,-0.26376+0.085848i,-0.065931+0.025017i,0.038043-0.093134i,0.028404-0.098246i,0.035803-0.0012717i,0.070816+0.074273i,0.068665+0.095562i,0.019189+0.09069i,-0.032986+0.085216i,-0.049476+0.074846i,-0.043745+0.045105i,-0.048391+0.007653i,-0.060099-0.010044i,-0.060863+0.0040342i
-0.15497-0.26549i,-0.32279-0.25342i,-0.44286-0.0031178i,-0.45869+0.24328i,-0.37798+0.26737i,-0.19498+0.18026i,-0.020309+0.10441i,0.01485+0.10298i,0.00049189+0.14607i,0.023902+0.10473i,0.012458+0.0091073i,-0.038426-0.022482i,-0.042702-0.0026295i,0.0035262+0.0051643i,0.04144-0.00093999i,0.056224+0.0054116i,0.073473+0.018175i,0.094809+0.010988i,0.090114-0.01549i,0.053518-0.033514i,0.028756-0.032072i,0.024701-0.019742i,0.016488+0.0043943i
0.23598+0.17977i,0.41768+0.24195i,0.48871+0.22013i,0.44945+0.17169i,0.33467+0.094995i,0.16278-0.030735i,0.093942-0.10358i,0.2144-0.13132i,0.30484-0.15831i,0.21336-0.13698i,0.086056-0.059828i,0.06185+0.022229i,0.080709+0.047634i,0.042957+0.035725i,-0.011885+0.051541i,-0.023009+0.073673i,-0.018333+0.059009i,-0.025758+0.038075i,-0.024725+0.051534i,-0.0035236+0.070639i,0.0033363+0.053238i,-0.022112+0.028205i,-0.036961+0.02545i
-0.23642-0.043789i,-0.26768+0.0014292i,-0.078113+0.035176i,0.15674+0.008692i,0.21283-0.0097273i,0.11629+0.022273i,-0.032657+0.022898i,-0.1921-0.014623i,-0.26261-0.017876i,-0.18477+0.014839i,-0.047536-0.0043494i,0.022559-0.099966i,0.010326-0.15108i,0.017389-0.10572i,0.059297-0.066863i,0.068582-0.080949i,0.050764-0.090629i,0.060319-0.063019i,0.094842-0.027912i,0.095006-0.01751i,0.050178-0.0095603i,0.013739+0.021017i,0.0047626+0.046294i
0.22543-0.075424i,0.30555-0.18287i,0.24926-0.28057i,0.14723-0.37093i,0.061158-0.40151i,-0.024106-0.26683i,-0.043152-0.050991i,-0.01048+0.076255i,0.0090413+0.09014i,0.026471+0.038064i,0.014178-0.016758i,-0.026627-0.0049332i,-0.049425+0.035653i,-0.065861+0.046389i,-0.080842+0.047801i,-0.082414+0.053897i,-0.079068+0.034872i,-0.079803-0.030503i,-0.075359-0.095161i,-0.044198-0.098736i,0.0068174-0.058453i,0.048788-0.021622i,0.059698-0.0034028i
-0.17225+0.15003i,-0.23251+0.18684i,-0.27063+0.056329i,-0.38913-0.095782i,-0.43758-0.065769i,-0.20614+0.035215i,0.056012+0.018571i,0.11293-0.020478i,0.081158+0.012866i,0.051658+0.036295i,0.021834+0.029027i,0.01995+0.0188i,0.050148+0.022195i,0.08845+0.048132i,0.11873+0.076377i,0.12724+0.084967i,0.092464+0.086006i,0.016977+0.10428i,-0.058993+0.11989i,-0.098479+0.092763i,-0.098587+0.035723i,-0.083714-0.0031703i,-0.056481-0.0017634i
0.059529-0.24258i,0.010522-0.30684i,-0.092126-0.12087i,-0.107+0.21668i,-0.025266+0.35413i,-0.01471+0.15675i,-0.11605-0.070192i,-0.16651-0.1063i,-0.1171-0.070062i,-0.074526-0.057463i,-0.070019-0.045987i,-0.067897-0.036523i,-0.048177-0.041532i,-0.0089165-0.064901i,0.015804-0.10567i,0.0053233-0.13596i,0.0041215-0.12997i,0.040669-0.088442i,0.087379-0.034572i,0.094074+0.00081952i,0.051173+0.010371i,0.011168+0.012062i,0.0037913+0.010786i
0.047602+0.26463i,0.14997+0.34292i,0.2908+0.21628i,0.41204-0.036754i,0.40592-0.18912i,0.21602-0.10605i,0.047412+0.097129i,0.022761+0.16843i,0.033159+0.093287i,0.036185+0.028366i,0.04435+0.0032482i,0.029797-0.001561i,-0.010225+0.0022006i,-0.065362+0.0013319i,-0.111+0.025295i,-0.11558+0.072933i,-0.089466+0.093601i,-0.053827+0.071079i,-0.01228+0.035469i,0.024883+0.016545i,0.043837+0.021919i,0.048664+0.037034i,0.043418+0.035282i
-0.15063-0.21459i,-0.26223-0.26228i,-0.28574-0.22025i,-0.26769-0.20017i,-0.25807-0.18824i,-0.16833-0.099596i,-0.016912-0.020139i,0.061756+0.0068311i,0.052056+0.018012i,0.018248+0.014994i,0.010579+0.016409i,0.037857+0.009515i,0.050823+0.0021605i,0.047663+0.035792i,0.064231+0.067071i,0.084628+0.041145i,0.071207-0.011759i,0.029802-0.048939i,-0.012936-0.065523i,-0.034738-0.062705i,-0.019328-0.050076i,0.0051354-0.047265i,0.0059051-0.037393i
0.25953+0.12693i,0.3559+0.11932i,0.25077+0.074907i,0.040171+0.083151i,-0.051319+0.10274i,0.0055411+0.037777i,0.067921-0.085092i,0.054329-0.16127i,0.011862-0.12442i,0.013436-0.044045i,0.029759-0.029342i,0.018722-0.041904i,0.023669-0.032749i,0.056389-0.031364i,0.07155-0.044628i,0.044298-0.0485i,-0.0010117-0.021252i,-0.028547+0.0339i,-0.029149+0.082749i,-0.021868+0.084915i,-0.031136+0.04923i,-0.042669+0.026549i,-0.029068+0.021245i
-0.27483+0.027513i,-0.33137+0.11525i,-0.16811+0.20216i,0.049396+0.21978i,0.089271+0.16557i,-0.03716+0.08149i,-0.19723+0.048677i,-0.26626+0.082502i,-0.20599+0.078103i,-0.13071+0.011922i,-0.10815-0.019727i,-0.099613-0.010704i,-0.086838-0.012535i,-0.077469-0.030971i,-0.077441-0.044913i,-0.073399-0.035603i,-0.042373-0.017794i,0.011953-0.021136i,0.053466-0.03987i,0.057616-0.041529i,0.040174-0.019477i,0.02401+0.0010352i,0.011067+0.0078238i
0.24458-0.14988i,0.30812-0.27953i,0.27368-0.33251i,0.25197-0.31255i,0.25272-0.23099i,0.21523-0.075378i,0.21903+0.082558i,0.26642+0.13342i,0.23895+0.10196i,0.15756+0.074771i,0.10182+0.056448i,0.074502+0.041655i,0.045059+0.044615i,0.0079365+0.066126i,-0.015227+0.094529i,-0.012631+0.10918i,-0.00088613+0.089071i,-0.0058667+0.043071i,-0.024047+0.0092395i,-0.024323-0.0020965i,-0.0038053-0.007818i,0.0092769-0.011693i,0.0068902-0.0087434i
-0.15201+0.25636i,-0.17216+0.33091i,-0.18073+0.17514i,-0.26336-0.090532i,-0.29761-0.21528i,-0.16306-0.19796i,-0.018736-0.21646i,-0.0077932-0.25914i,-0.048851-0.20884i,-0.038072-0.1077i,0.00674-0.061963i,0.031764-0.068089i,0.034224-0.062621i,0.036658-0.030588i,0.051475-0.00038794i,0.063272+0.0056644i,0.046077+0.00066704i,0.012277+0.0089168i,-0.005508+0.024931i,-0.0076556+0.027915i,-0.0074359+0.014232i,-0.0072216+0.00138i,-0.0050325+0.0022305i
-0.011318-0.28556i,-0.085926-0.32412i,-0.16763-0.081512i,-0.17237+0.27188i,-0.12182+0.4026i,-0.10487+0.27375i,-0.15183+0.13405i,-0.18524+0.10182i,-0.14256+0.076986i,-0.09413+0.0075652i,-0.097491-0.03348i,-0.10961-0.024976i,-0.081968-0.012189i,-0.023201-0.023246i,0.018192-0.056599i,0.019839-0.086451i,0.013308-0.087398i,0.024744-0.06074i,0.042849-0.031973i,0.041378-0.018194i,0.016353-0.009841i,-0.0028263+0.0051977i,0.0003594+0.019198i
0.15574+0.26173i,0.28003+0.31227i,0.36614+0.18227i,0.39902-0.011482i,0.3435-0.1189i,0.17169-0.10407i,0.019548-0.00060658i,0.0056499+0.10058i,0.045917+0.13055i,0.061582+0.11888i,0.063327+0.10231i,0.057787+0.08632i,0.036508+0.059035i,-0.0034058+0.02984i,-0.045539+0.029011i,-0.067649+0.054102i,-0.069632+0.067721i,-0.065543+0.054403i,-0.058418+0.030943i,-0.042692+0.014744i,-0.02155+0.0132i,-0.0016865+0.015838i,0.0079961+0.0083146i
-0.24348-0.17349i,-0.35542-0.20628i,-0.32068-0.18173i,-0.22419-0.16736i,-0.15609-0.12942i,-0.055404-0.024661i,0.075491+0.031936i,0.12249-0.014781i,0.083136-0.07611i,0.031933-0.091659i,0.015525-0.073578i,0.030305-0.054909i,0.036259-0.032916i,0.034898+0.0042054i,0.047848+0.028679i,0.062748+0.017489i,0.065883-0.0068846i,0.060744-0.021357i,0.047956-0.022397i,0.029678-0.013445i,0.017262-0.0070603i,0.008893-0.0087756i,9.1335e-05-0.0099695i
0.30677+0.037646i,0.40197-0.00092929i,0.28655-0.056612i,0.078661-0.067247i,-0.014237-0.054951i,0.0094677-0.076987i,0.040785-0.1047i,0.037795-0.093401i,0.011448-0.041263i,-0.00030219+0.0061551i,-0.0020473+0.00646i,-0.012074-0.011734i,-0.011662-0.019245i,-0.0072618-0.026525i,-0.014399-0.028808i,-0.025394-0.01756i,-0.041123-0.0039572i,-0.05802+0.0053617i,-0.053698+0.012321i,-0.026383+0.0085791i,-0.0022588-0.0066555i,0.0054683-0.013391i,0.0054628-0.0024831i
-0.26353+0.095518i,-0.34731+0.18641i,-0.26266+0.23095i,-0.13439+0.22048i,-0.09212+0.17809i,-0.10214+0.11607i,-0.12395+0.04209i,-0.1346-6.9193e-05i,-0.10123-0.0082127i,-0.059837-0.016147i,-0.048784-0.01952i,-0.055931-0.013559i,-0.057423-0.005047i,-0.033814+0.002519i,-0.0018279-0.00090546i,0.012195-0.011072i,0.022068-0.0063874i,0.044291+0.01202i,0.055608+0.015958i,0.032098+0.0055983i,-0.0027265+0.0044807i,-0.017219+0.0075628i,-0.014105+0.0059464i
0.20463-0.21433i,0.26313-0.32552i,0.24364-0.29771i,0.2389-0.17755i,0.23458-0.092475i,0.14177-0.045598i,0.044618+0.028455i,0.028553+0.077893i,0.041703+0.04998i,0.038155+0.0090739i,0.038114+0.0094493i,0.054371+0.023165i,0.05464+0.018742i,0.02108+0.0096608i,-0.017974+0.018308i,-0.036447+0.034059i,-0.040062+0.025613i,-0.045511-0.0018611i,-0.045691-0.0067609i,-0.023438+0.01122i,0.0078108+0.019179i,0.02438+0.013142i,0.026301+0.0029265i
-0.090968+0.27i,-0.091007+0.36074i,-0.06199+0.20698i,-0.092027-0.079625i,-0.13617-0.20271i,-0.088955-0.12435i,-0.014176-0.051823i,-0.0066909-0.041085i,-0.041392-0.0091488i,-0.040903+0.028804i,-0.014448+0.011604i,-0.0087475-0.028204i,-0.0088696-0.026605i,0.013214+0.0065042i,0.049888+0.024834i,0.07656+0.019115i,0.078412+0.014758i,0.069867+0.022373i,0.061668+0.019911i,0.043963+0.0012609i,0.015715-0.012573i,-0.011087-0.0091801i,-0.023852+0.0080611i
-0.047-0.28928i,-0.13305-0.35961i,-0.23011-0.18041i,-0.2502+0.11509i,-0.17861+0.23253i,-0.089479+0.15073i,-0.037122+0.055542i,-0.012866+0.034841i,0.015327+0.030133i,0.024949+0.0029585i,0.003203-0.0075127i,-0.017031+0.0048011i,-0.020832+0.008222i,-0.020549-0.0091184i,-0.030801-0.035216i,-0.051434-0.050982i,-0.066885-0.057546i,-0.071252-0.061619i,-0.063343-0.05638i,-0.044516-0.042376i,-0.024062-0.029069i,-0.0061659-0.019007i,0.0089204-0.014726i
0.15547+0.23202i,0.28666+0.29953i,0.35281+0.18706i,0.32866+0.01464i,0.24831-0.053532i,0.16546-0.045922i,0.1242-0.034698i,0.11817-0.046539i,0.09339-0.058989i,0.051775-0.039958i,0.025018-0.014134i,0.012685+0.0023891i,0.017557+0.011135i,0.025975+0.013577i,0.022439+0.028913i,0.017711+0.055577i,0.018662+0.077918i,0.023763+0.088091i,0.023977+0.077102i,0.011427+0.052627i,-0.0027169+0.036987i,-0.0057894+0.029862i,-0.0037912+0.019603i
-0.25287-0.15104i,-0.37469-0.18014i,-0.33566-0.10368i,-0.18863-0.025975i,-0.09025-0.0086224i,-0.076224-0.00034957i,-0.10688+0.0098895i,-0.14429+0.020436i,-0.14175+0.02488i,-0.10361+0.0067039i,-0.061847-0.0065329i,-0.022177-0.009634i,-0.0066025-0.020232i,-0.014574-0.022978i,-0.012626-0.02119i,-0.000244-0.032765i,0.0061918-0.051977i,0.008063-0.061466i,0.0087873-0.048915i,0.011226-0.022122i,0.016305-0.0043406i,0.016674-0.0042754i,0.0090409-0.0047543i
0.28227+0.047679i,0.40653+0.0079208i,0.326-0.074356i,0.14097-0.1228i,0.037115-0.11043i,0.0096059-0.065668i,0.0177-0.013186i,0.044609+0.014633i,0.052976+0.030265i,0.052693+0.052612i,0.057057+0.043772i,0.047138+0.0081767i,0.028679-0.0074853i,0.019058+0.00013021i,0.018076+0.011422i,0.018708+0.020272i,0.013672+0.031343i,0.0015933+0.040526i,-0.0040182+0.038069i,0.00095558+0.01887i,0.00052362-0.0042456i,-0.0072063-0.0073228i,-0.0089041+0.0057297i
-0.29307+0.071296i,-0.41214+0.16113i,-0.34941+0.20247i,-0.21772+0.16295i,-0.15573+0.10428i,-0.10141+0.052812i,-0.060888-0.00013685i,-0.05453-0.02158i,-0.026691-0.021975i,0.0051033-0.034811i,0.0026663-0.039154i,-0.020227-0.024071i,-0.035671+0.0004377i,-0.026645+0.014686i,-0.014184+0.003368i,-0.019524-0.018011i,-0.023978-0.032393i,-0.012979-0.038175i,-0.0023723-0.036473i,-0.005521-0.025349i,-0.010664-0.0067584i,-0.0043342+0.0042649i,0.0092819+0.0021968i
0.23265-0.18306i,0.31337-0.29706i,0.26104-0.25653i,0.19679-0.094271i,0.19217+0.013934i,0.15915+0.033632i,0.12496+0.048982i,0.11844+0.050057i,0.079525+0.010268i,0.02176-0.026892i,-0.0099447-0.030957i,-0.0044364-0.01315i,0.019962-0.0071177i,0.024244-0.013977i,0.011042-0.0031185i,0.0023907+0.019945i,-0.0071979+0.03019i,-0.021831+0.028492i,-0.02517+0.02525i,-0.010314+0.020492i,0.0039616+0.012177i,0.0077505+0.0051575i,0.0017932-7.6801e-05i
-0.13579+0.26888i,-0.14902+0.38956i,-0.079903+0.26892i,-0.0436-0.0027069i,-0.062089-0.14369i,-0.048198-0.12134i,-0.029277-0.097176i,-0.054973-0.087457i,-0.080026-0.032107i,-0.070463+0.030088i,-0.039491+0.043155i,-0.017751+0.021596i,-0.014114+0.0072444i,-0.01161+0.0056873i,-0.0027909+0.0025312i,0.0094575-0.0041954i,0.023649-0.0042919i,0.040128+0.003563i,0.04486+0.0047866i,0.028798-0.00093779i,0.0085945-0.0028384i,-0.0038707-0.0025353i,-0.0061993+0.0020648i
0.012565-0.29962i,-0.049819-0.41398i,-0.13011-0.27952i,-0.14766-0.012346i,-0.11376+0.122i,-0.10105+0.10395i,-0.10327+0.081659i,-0.065468+0.078655i,0.00034352+0.048301i,0.035613+0.0087271i,0.030913-0.0044392i,0.021277-0.006674i,0.010982-0.016469i,-0.0029614-0.019014i,-0.010564-0.013239i,-0.018178-0.0097641i,-0.029147-0.011693i,-0.037187-0.015371i,-0.034834-0.0094638i,-0.019161-0.00088775i,-0.0030687-0.004238i,0.0037079-0.010652i,0.0074691-0.012356i
0.1233+0.28189i,0.24013+0.37557i,0.28428+0.2546i,0.21932+0.04111i,0.13236-0.066674i,0.080806-0.062475i,0.061327-0.03772i,0.046804-0.023465i,0.021385-0.010449i,0.010151+0.0025148i,0.01553-0.0029104i,0.0019345-0.010857i,-0.015193+0.008043i,-0.0074765+0.037173i,0.0095728+0.050496i,0.02085+0.050506i,0.028058+0.045261i,0.030136+0.036433i,0.023654+0.023984i,0.0095286+0.012238i,-0.0072661+0.011715i,-0.015659+0.02019i,-0.013805+0.024749i
