-0.003493+0.00029932i,-0.0018104+0.0014205i,-0.0015097+0.0038076i,-0.0012269+0.004122i,-0.0011626+0.0033541i,-0.001263+0.0020911i,-0.00034241+0.00066147i,0.00075198+0.00039572i,0.00045935+0.00078141i,-7.1353e-05+0.00051363i,-9.6839e-07-4.0784e-05i,4.017e-05-5.6235e-05i,4.0386e-05-9.8786e-05i,-4.2418e-05+6.295e-05i,-0.00022205-0.00032128i,0.0002847-0.00051726i,0.00076213-0.00034962i,0.00031905-0.00065164i,0.00025621-0.00085687i,0.00073313-7.8042e-05i,0.00072801+0.00021373i,0.0011128-0.0010552i,0.0010601-0.0014245i
-0.012171-0.012617i,-0.029864-0.014059i,-0.07394-0.025577i,-0.14599-0.06404i,-0.18313-0.086587i,-0.1355-0.049585i,-0.051182+0.00026732i,-0.0098889+0.014387i,-0.011379+0.014174i,-0.0089174+0.014311i,-0.0041318+0.0064641i,-0.0095865+0.0033401i,-0.012456+0.0054276i,-0.010194+0.0030466i,-0.0058506+0.0031048i,-0.00078347+0.007036i,0.0035244+0.0079274i,0.0089546+0.002983i,0.014411-0.004187i,0.013825-0.0053834i,0.0082065+0.0005039i,0.0037779+0.0053872i,0.00056189+0.0068937i
0.007499+0.0029177i,-0.00031955+0.01909i,-0.025347+0.056483i,-0.028675+0.10728i,0.0099466+0.11654i,0.047978+0.05881i,0.052715-0.00080993i,0.048862-0.018409i,0.045586-0.024349i,0.021906-0.029696i,-0.0023609-0.018597i,-0.0072699-0.0059746i,-0.0041511-0.0020294i,-0.00020176-0.001026i,0.0023773-0.0014231i,0.0026812-0.0013022i,0.0036894-0.0010639i,0.0015958-0.0011214i,-0.0040983+0.00066008i,-0.0055149+0.0012658i,-0.0037317-0.0035282i,-0.0037459-0.01019i,-0.0049112-0.0099732i
-0.0046947+0.0050987i,0.013071-0.0055266i,0.075886-0.026898i,0.14625-0.03668i,0.14499-0.03133i,0.079904-0.030288i,0.01553-0.027788i,-0.01125-0.02157i,-0.013534-0.017235i,-0.014676-0.010301i,-0.011346-0.00040012i,-7.0894e-05+0.0040854i,0.0061675+0.00079701i,0.0033319-0.0021436i,-0.0010968-0.0028767i,-0.0043551-0.00492i,-0.0067686-0.0055857i,-0.0069629-0.002064i,-0.0057989+0.0019153i,-0.0047983+0.0034621i,-0.002999+0.0032758i,-2.6349e-05+0.0036072i,0.0034682+0.001571i
-0.010119-0.0095145i,-0.010862-0.013671i,-0.042848-0.022474i,-0.11286-0.061006i,-0.16039-0.086575i,-0.14035-0.043722i,-0.078801+0.0019481i,-0.049214+0.0062335i,-0.051896+0.016477i,-0.033874+0.034739i,-0.006722+0.031459i,0.0020078+0.019372i,-0.0018572+0.010941i,-0.0072123+0.0043184i,-0.0062476+0.0029933i,-0.00014471+0.0034142i,0.002955+0.0010811i,0.0049291-0.0040157i,0.0075195-0.0085724i,0.006757-0.0088163i,0.0034417-0.0014765i,0.0010901+0.0063645i,0.00039073+0.0082523i
0.019095+0.015816i,-0.0021129+0.040387i,-0.041361+0.077558i,-0.045976+0.13191i,0.00094786+0.16271i,0.041896+0.10766i,0.032634+0.033596i,0.018303+0.015892i,0.028569+0.012591i,0.029157-0.0021223i,0.017749-0.009926i,0.0083929-0.012008i,0.0030886-0.0090031i,0.0050987-0.0037499i,0.0075333-0.0034176i,0.0044056-0.0048043i,-0.0006081-0.0047105i,-0.006061-0.0030628i,-0.01112+0.00092871i,-0.011523+0.0035365i,-0.0070206-0.00066965i,-0.0040011-0.0075277i,-0.0039157-0.0076519i
-0.01675+0.0033968i,0.0057353-0.016179i,0.090531-0.031581i,0.19348-0.022354i,0.21521-0.019382i,0.13755-0.021818i,0.047976-0.0018542i,0.018604+0.018042i,0.026118+0.011066i,0.025113-0.0081231i,0.013549-0.018613i,0.0072892-0.016706i,0.00665-0.0091202i,0.0036807-0.00029311i,-0.0017354+0.0038308i,-0.0070572+0.0033375i,-0.0088908+0.0049563i,-0.0052436+0.0091847i,-0.0012964+0.012444i,0.00036171+0.011555i,0.0014787+0.0080449i,0.0039952+0.0039584i,0.0058874-0.00062489i
0.013065-0.029823i,0.024108-0.034415i,0.0038599-0.06089i,-0.065848-0.14219i,-0.12571-0.18873i,-0.11444-0.1138i,-0.045523-0.020068i,-0.0048357+0.001599i,-0.013721-0.00036031i,-0.017935+0.0060337i,-0.011634+0.0052683i,-0.012066+0.0041418i,-0.013565+0.0039373i,-0.012163-0.0017533i,-0.0083251-0.0027883i,-0.0030202+0.0021174i,0.00039726+0.004761i,0.0035851+0.0011874i,0.007578-0.0049094i,0.0088556-0.0066187i,0.0061096-0.0037347i,0.0018536+0.0013199i,0.00040184+0.0053435i
0.0014996+0.026094i,-0.045716+0.053926i,-0.12936+0.07866i,-0.1685+0.11361i,-0.12223+0.1299i,-0.041307+0.07811i,0.0041905+0.0068369i,0.018755-0.022562i,0.022214-0.029587i,0.0047654-0.030629i,-0.013674-0.016693i,-0.014385-0.0028549i,-0.0044265+0.00057951i,0.0072676-0.0018162i,0.012294-0.0067315i,0.0098028-0.0083365i,0.0060836-0.0082662i,0.00047893-0.0073404i,-0.0056626-0.0035166i,-0.0065399-0.0030685i,-0.0065027-0.0067422i,-0.0083996-0.0098383i,-0.0090637-0.0079159i
-0.026559-0.016017i,-5.5438e-05-0.039909i,0.08929-0.035532i,0.17296+0.020046i,0.16568+0.054308i,0.09325+0.032592i,0.029548+0.0058475i,0.0027655-0.0074839i,-0.0043374-0.014681i,-0.008563-0.010534i,-0.0070126-0.0033067i,-0.0012816-0.00031493i,0.0025799+0.0031861i,-2.5193e-05+0.0075012i,-0.005908+0.0085889i,-0.005932+0.0064499i,-0.00075824+0.0054793i,0.0042142+0.0065083i,0.0050316+0.0059384i,-0.00065886+0.0057473i,-0.0039457+0.007592i,-0.00020464+0.0075922i,0.0020638+0.0034455i
0.03255-0.022665i,0.061931-0.014231i,0.057961-0.015314i,0.005203-0.07423i,-0.049111-0.10973i,-0.059094-0.052677i,-0.030565-0.00066164i,-0.024487+0.0041597i,-0.042076+0.017454i,-0.028573+0.035515i,-0.0023802+0.031221i,0.0046523+0.019657i,-0.00071192+0.0067517i,-0.0090134-0.0055598i,-0.010675-0.0067137i,-0.0065904-0.0026405i,-0.0056836-0.0019353i,-0.0066376-0.0049072i,-0.0056869-0.0066061i,-0.0017912-0.004374i,0.0015639-8.3883e-05i,0.0020373+0.005451i,0.0030751+0.0091985i
-0.015908+0.04936i,-0.085317+0.077004i,-0.18296+0.079047i,-0.2089+0.094886i,-0.12713+0.11603i,-0.033+0.074752i,-0.012673+0.016169i,-0.019071+0.010871i,0.0036287+0.021387i,0.020358+0.0079133i,0.014263-0.0016054i,0.0088082-0.00096498i,0.0097263-0.0006646i,0.014676-0.00075025i,0.015129-0.0033266i,0.0075046-0.0081392i,-0.0023997-0.011028i,-0.010248-0.0078572i,-0.012527-0.00011533i,-0.0076958+0.0050869i,-0.0032458+0.0029306i,-0.0035741-0.0028025i,-0.0033182-0.0047288i
-0.021858-0.037448i,0.016383-0.083153i,0.13332-0.077461i,0.24456-0.0088377i,0.24636+0.023876i,0.15588+0.0035953i,0.062018+0.0064634i,0.032235+0.024063i,0.038676+0.0063459i,0.027133-0.022166i,0.0074719-0.030631i,-0.0010182-0.024974i,-0.0041684-0.011717i,-0.0068837+0.0033863i,-0.0075356+0.01076i,-0.0047821+0.011787i,0.0011185+0.014221i,0.007925+0.017599i,0.010763+0.015405i,0.0073558+0.0086322i,0.0055349+0.006665i,0.0076614+0.005394i,0.005517-0.0013733i
0.056714-0.0035975i,0.10839+0.029542i,0.12117+0.033395i,0.0847-0.06593i,0.03241-0.16014i,-0.0056238-0.1188i,0.0080404-0.032818i,0.026152-0.009855i,0.0041982-0.011381i,-0.012794-0.0022467i,-0.0084775+0.0015485i,-0.004169+0.00053658i,-0.0058031-0.0034213i,-0.0080744-0.01079i,-0.0054722-0.01184i,-0.0024437-0.0055512i,-0.0022152-0.0012787i,-0.0013217-0.0026215i,0.0013586-0.0062799i,0.004649-0.0073798i,0.0058503-0.0081432i,0.0040683-0.0072174i,0.0021218-0.0011768i
-0.03646+0.051617i,-0.1493+0.054699i,-0.29334+0.0091671i,-0.37105-0.017484i,-0.32575+0.0059148i,-0.19435+0.011409i,-0.089357-0.012104i,-0.043201-0.018551i,-0.017919-0.0070794i,-0.0091759+0.0031138i,-0.010684+0.013683i,-0.0070966+0.017432i,0.0018141+0.013214i,0.010819+0.0089736i,0.012438+0.0022869i,0.0055374-0.0051218i,-0.001576-0.009444i,-0.0066822-0.0083685i,-0.0088583-0.0030808i,-0.0064296-0.00036618i,-0.0067189-0.0022844i,-0.010915-0.0047631i,-0.011239-0.003634i
-0.022938-0.068919i,0.033093-0.11944i,0.14014-0.087255i,0.20272+0.036979i,0.17359+0.11183i,0.10025+0.083821i,0.043888+0.04072i,0.023804+0.015748i,0.015292-0.0043218i,0.0030286-0.01089i,-0.0067577-0.01376i,-0.012338-0.016217i,-0.013236-0.0097315i,-0.011666-0.0013621i,-0.011577+0.002908i,-0.0051773+0.0055659i,0.0044703+0.0070628i,0.0078663+0.0070197i,0.0046919+0.0037481i,-0.0027612-0.00052528i,-0.006066+0.0014133i,-0.0014267+0.0052309i,0.0021504+0.0026777i
0.081071+0.021609i,0.1371+0.094327i,0.1705+0.14734i,0.17599+0.08974i,0.1435+0.0040285i,0.084897-0.0057321i,0.051701+0.0043191i,0.026502-0.0070676i,-0.0032254-0.0047042i,-0.0028391+0.004744i,0.011132+0.0010728i,0.012925-0.0017387i,0.0076204-0.0050704i,0.00086101-0.013244i,-0.0011269-0.016119i,-0.00018645-0.012859i,-0.0024816-0.0094245i,-0.0049692-0.0082274i,-0.00379-0.0057938i,-0.0013464-0.0026275i,0.00053967-0.0015401i,0.0020907-0.00043793i,0.0033007+0.0022324i
-0.078074+0.05431i,-0.20195+0.030452i,-0.34134-0.047949i,-0.38828-0.084634i,-0.29836-0.046485i,-0.16088-0.019181i,-0.091769-0.023497i,-0.069926-0.0076719i,-0.031594+0.018092i,-0.001002+0.021206i,0.0038062+0.023346i,0.0054487+0.026493i,0.0084199+0.021781i,0.0099488+0.019562i,0.0082586+0.016763i,-0.00041787+0.00914i,-0.0091971+0.0034855i,-0.012594+0.0044329i,-0.0095142+0.009301i,-0.0022863+0.012241i,0.00098049+0.0095927i,-0.0010842+0.0041756i,-0.0026457+0.00039131i
0.0039258-0.087091i,0.077883-0.14184i,0.19635-0.10932i,0.25829-0.0031416i,0.22479+0.053515i,0.14594+0.035819i,0.073016+0.026071i,0.044616+0.031196i,0.038567+0.0074582i,0.016307-0.02093i,-0.0086615-0.030484i,-0.020167-0.029788i,-0.020453-0.019585i,-0.015746-0.0072116i,-0.011447-0.00052439i,-0.0047391+0.0027973i,0.0025115+0.0056332i,0.004818+0.0074135i,0.0026264+0.0042339i,-0.0015605-0.0012623i,-0.0017624-0.0016312i,0.0027085+0.00055722i,0.0045457-0.0010286i
0.085593+0.067726i,0.14637+0.15992i,0.19311+0.21537i,0.22445+0.12807i,0.20242-0.017084i,0.11472-0.061388i,0.059815-0.03041i,0.047115-0.0213i,0.017415-0.027278i,-0.0033018-0.021088i,0.0039572-0.017035i,0.011713-0.014174i,0.011642-0.011534i,0.011111-0.014956i,0.01144-0.01783i,0.0093765-0.015321i,0.0054559-0.010658i,0.0042179-0.0084433i,0.0068395-0.0058005i,0.0091018-0.0025569i,0.0063015-0.0041153i,0.0017814-0.0061154i,0.00018598-0.0037991i
-0.10874+0.023653i,-0.24872-0.027585i,-0.39365-0.14344i,-0.46748-0.21426i,-0.42213-0.16769i,-0.27956-0.084411i,-0.15349-0.038536i,-0.09387-0.018027i,-0.056219+0.0088643i,-0.025609+0.033208i,-0.008023+0.04645i,0.0029117+0.04658i,0.0069474+0.0364i,0.0057464+0.027944i,0.0023904+0.02201i,-0.0031912+0.01514i,-0.0050949+0.0096051i,-0.0013181+0.0061285i,0.0024762+0.0022971i,0.002841-0.0012864i,0.0014499+0.00016977i,-0.00066125+0.0044533i,-0.0030544+0.0047167i
0.048205-0.1005i,0.12525-0.15193i,0.18812-0.1008i,0.16342+0.04508i,0.096755+0.14764i,0.064846+0.14263i,0.055469+0.088741i,0.044561+0.051811i,0.035177+0.024141i,0.020803-0.002591i,-0.0022702-0.020564i,-0.019674-0.028446i,-0.020874-0.02795i,-0.016826-0.024781i,-0.014688-0.018297i,-0.0080252-0.010859i,-0.0022645-0.0072266i,-0.0068824-0.0062869i,-0.015678-0.006046i,-0.019433-0.0036408i,-0.01435+0.00014084i,-0.0040171+0.0017018i,0.0029823+0.00088371i
0.052544+0.091669i,0.09591+0.21537i,0.15412+0.3108i,0.23299+0.2787i,0.25259+0.1569i,0.17451+0.050459i,0.093629-0.0011891i,0.051169-0.024334i,0.02134-0.030765i,0.010324-0.027951i,0.014616-0.025495i,0.017484-0.015984i,0.016834-0.0078578i,0.013956-0.0088539i,0.011466-0.011697i,0.0075561-0.013372i,0.0020989-0.012646i,5.2097e-05-0.0085726i,0.0011828+2.9737e-06i,0.0039204+0.0061499i,0.005477+0.0027811i,0.0029984-0.0051071i,-0.00023206-0.0073439i
-0.109-0.015033i,-0.21805-0.09293i,-0.30533-0.21459i,-0.31661-0.28303i,-0.25181-0.24229i,-0.15981-0.14755i,-0.1056-0.071582i,-0.082051-0.022923i,-0.050313+0.008104i,-0.023373+0.025595i,-0.0095621+0.041401i,0.0018232+0.044205i,0.0013633+0.033069i,-0.0078239+0.029009i,-0.011262+0.031208i,-0.011102+0.029095i,-0.0079273+0.023694i,-0.00095754+0.017739i,0.0052575+0.0094634i,0.0078274-5.3313e-05i,0.0063676-0.0035317i,0.0021898+0.00014505i,-0.0015077+0.0037194i
0.06423-0.074322i,0.13685-0.10589i,0.17211-0.07494i,0.13729+0.020369i,0.099244+0.099071i,0.085897+0.10031i,0.066797+0.069616i,0.052548+0.051608i,0.043815+0.028569i,0.023412+0.00029156i,-0.00041585-0.019475i,-0.016113-0.030065i,-0.018595-0.029721i,-0.011053-0.025653i,-0.0044574-0.022672i,-0.0011694-0.016738i,-0.0019232-0.010546i,-0.0082634-0.0060828i,-0.013527-0.0016812i,-0.015037+0.0026064i,-0.01271+0.005318i,-0.0073509+0.0055987i,-0.002713+0.0043117i
0.024999+0.10989i,0.045033+0.2149i,0.095594+0.29442i,0.16805+0.24912i,0.16885+0.098169i,0.084302-0.014783i,0.025598-0.040173i,0.015216-0.042518i,0.0062378-0.045519i,0.0012043-0.040057i,0.0079649-0.033096i,0.011476-0.020746i,0.012674-0.0035419i,0.018381+0.0041873i,0.022013-0.0020928i,0.017782-0.011071i,0.010758-0.012309i,0.0076387-0.0067003i,0.0074187-8.471e-05i,0.0069043+0.0042816i,0.0035418+0.003055i,-0.0023598-0.001797i,-0.005103-0.0031955i
-0.083288-0.055531i,-0.15496-0.13319i,-0.20868-0.25167i,-0.23708-0.33805i,-0.23182-0.30502i,-0.18392-0.17335i,-0.11602-0.055435i,-0.070775-0.0098177i,-0.051717+0.0056213i,-0.035361+0.025235i,-0.017777+0.037585i,-0.0055172+0.035401i,-0.0040724+0.026995i,-0.012166+0.021002i,-0.017975+0.022171i,-0.0157+0.02587i,-0.0063248+0.023461i,0.0047944+0.013474i,0.0093445-8.4402e-05i,0.0069449-0.010339i,0.0048612-0.0089259i,0.0066222+0.0017907i,0.0092354+0.0073005i
0.076196-0.030654i,0.11605-0.046455i,0.088252-0.015238i,0.0054585+0.087147i,-0.024011+0.19511i,0.033782+0.20705i,0.075405+0.13275i,0.064399+0.075847i,0.0496+0.05071i,0.034088+0.01847i,0.0052246-0.0091777i,-0.015181-0.018459i,-0.013384-0.023245i,-0.0042645-0.030451i,-0.0021219-0.032496i,-0.0037888-0.027504i,-0.0077435-0.021532i,-0.013811-0.013047i,-0.017171+0.0005312i,-0.015786+0.013989i,-0.0094743+0.01687i,-0.0024484+0.0092274i,0.00075086+0.0017762i
-0.020225+0.080301i,-0.018065+0.17032i,0.027548+0.26542i,0.099158+0.30232i,0.12251+0.22027i,0.071888+0.07274i,0.014073-0.021111i,-0.0014378-0.044651i,0.00065464-0.044159i,-0.0022415-0.039125i,-0.0024161-0.027604i,0.0019798-0.0087174i,0.0086241+0.0080035i,0.014085+0.014253i,0.017844+0.0087214i,0.015019-0.0038622i,0.0073207-0.0092692i,0.0028652-0.0053794i,0.0037975-0.0014869i,0.0068833-0.0014428i,0.007526-0.0047605i,0.0032039-0.0093391i,-0.0040772-0.011618i
-0.029066-0.071278i,-0.040666-0.12934i,-0.016212-0.19854i,0.034285-0.27587i,0.048583-0.29303i,0.013336-0.1993i,-0.014937-0.076608i,-0.023965-0.01996i,-0.031903-0.0039087i,-0.031438+0.021666i,-0.014813+0.041706i,0.0039961+0.03327i,0.0037081+0.012482i,-0.01091+0.007341i,-0.020637+0.018798i,-0.017846+0.030483i,-0.0081839+0.029772i,0.0011144+0.017298i,0.0045145+0.0028147i,0.003441-0.0079998i,0.002733-0.011839i,0.003357-0.0069109i,0.0046014+0.0010189i
0.06008+0.013607i,0.064983-0.0012162i,0.014897-0.037327i,-0.045004-0.026561i,-0.026713+0.047886i,0.044525+0.085336i,0.074818+0.05547i,0.059676+0.036174i,0.04876+0.035069i,0.044252+0.017059i,0.027336-0.0044796i,0.0052502-0.014091i,-0.003812-0.016997i,0.00095387-0.021946i,0.0041843-0.027403i,0.0012049-0.024913i,-0.003331-0.016622i,-0.0065602-0.0060534i,-0.0061202+0.005577i,-0.0040285+0.012742i,-0.005213+0.012296i,-0.0078781+0.0065515i,-0.0074213+0.0036588i
-0.058459+0.02925i,-0.076341+0.070158i,-0.05536+0.13708i,-0.035148+0.17457i,-0.054377+0.10662i,-0.090158-0.0024253i,-0.10268-0.046134i,-0.073067-0.040664i,-0.028819-0.0371i,-0.0033394-0.041044i,0.0035013-0.040909i,-0.000443-0.026302i,-0.0016389-0.0027769i,0.006836+0.010446i,0.01589+0.0070021i,0.017305-0.0051627i,0.011356-0.013113i,0.0024932-0.012433i,-0.0034028-0.012205i,-0.0060199-0.014923i,-0.006693-0.01267i,-0.0049616-0.0065468i,-0.0038547-0.0040432i
0.03847-0.054145i,0.070869-0.067829i,0.10582-0.078876i,0.1207-0.13841i,0.084267-0.1799i,0.014114-0.10968i,-0.011897-0.0027843i,-0.007716+0.025741i,-0.023765+0.0088922i,-0.03566+0.012869i,-0.02478+0.021521i,-0.0084042+0.013724i,-0.0030088-0.0011876i,-0.010488-0.0072661i,-0.019007+0.0023568i,-0.017963+0.015734i,-0.0085392+0.018685i,0.0011002+0.012675i,0.0033767+0.0096856i,-0.0011364+0.010999i,-0.0028008+0.010064i,0.0025589+0.0080175i,0.0092267+0.0050935i
0.015608+0.063777i,-0.019358+0.055374i,-0.093251-0.0047664i,-0.14558-0.010576i,-0.10492+0.078064i,0.0076046+0.12314i,0.078009+0.070657i,0.070614+0.029012i,0.050525+0.028067i,0.037467+0.012861i,0.013589-0.0060158i,-0.0059927-0.0031019i,-0.009278+0.0035764i,-0.0058786-0.0022049i,-0.0044764-0.012682i,-0.0065094-0.015735i,-0.0092868-0.011212i,-0.0079902-0.0025341i,-0.0013893+0.0045909i,0.0053032+0.0092703i,0.0057202+0.010954i,0.0006315+0.0058528i,-0.0051085+0.0018801i
-0.075414-0.03022i,-0.093867-0.032478i,-0.076558+0.036501i,-0.068601+0.13817i,-0.079563+0.14042i,-0.086866+0.049038i,-0.088404-0.011657i,-0.06417-0.018486i,-0.022601-0.021451i,-0.0052686-0.027958i,-0.0046713-0.02267i,-0.0020023-0.0097348i,-0.00040906+0.0046774i,0.0039254+0.017219i,0.0098102+0.015595i,0.0089414+0.00043179i,0.00066362-0.012656i,-0.0099709-0.017011i,-0.015304-0.017256i,-0.01312-0.018236i,-0.0058767-0.015378i,-0.00019682-0.0085461i,-0.00046227-0.0042938i
0.10712-0.024966i,0.18881+0.010246i,0.26867+0.06415i,0.3338+0.044163i,0.31762-0.022531i,0.19608-0.023575i,0.094153+0.030482i,0.053861+0.042139i,0.010223+0.016221i,-0.024303+0.02117i,-0.018077+0.033635i,0.00027416+0.017147i,0.0083333-0.0071617i,0.0062507-0.015614i,0.00064328-0.0035024i,-0.00080068+0.01459i,0.0029239+0.022475i,0.0098147+0.022752i,0.012647+0.025924i,0.011464+0.028953i,0.0093924+0.019444i,0.006458+0.0057516i,0.0061574+0.00070888i
-0.047249+0.091942i,-0.11071+0.080415i,-0.15689-0.036475i,-0.13946-0.14259i,-0.066835-0.12175i,0.026302-0.060563i,0.073197-0.056179i,0.051459-0.054032i,0.02771-0.016648i,0.030924-4.0038e-05i,0.023276-0.0075689i,0.0050435-0.0040851i,-0.0039226+0.0042157i,-0.0046896+0.0027086i,-0.0031166-0.0076782i,-0.0024844-0.011895i,-0.0015388-0.0036034i,0.0027988+0.00054047i,0.010832-0.010249i,0.014059-0.023819i,0.0077069-0.021458i,-0.00057845-0.0081983i,-0.0028582+0.00035145i
-0.075304-0.10304i,-0.099183-0.17179i,-0.12841-0.175i,-0.19577-0.11491i,-0.23607-0.074864i,-0.20757-0.07127i,-0.15749-0.05902i,-0.1019-0.032917i,-0.042933-0.023086i,-0.008013-0.029469i,0.002006-0.030298i,0.0019568-0.020344i,-0.0011594-0.0072358i,-0.0025147+0.00068967i,-0.0031818+0.00025879i,-0.0058813-0.0098504i,-0.012483-0.02279i,-0.025705-0.02693i,-0.038211-0.01894i,-0.040912-0.0078981i,-0.029254-0.0014858i,-0.011664+0.00043249i,-0.0029443-0.0009312i
0.14843+0.02275i,0.23382+0.11038i,0.27466+0.23236i,0.28126+0.26652i,0.24323+0.19042i,0.14984+0.12043i,0.079915+0.10425i,0.058714+0.075689i,0.022358+0.031846i,-0.021006+0.0208i,-0.031247+0.026242i,-0.01958+0.016231i,-0.0052693-0.0013276i,0.0044514-0.009035i,0.0071861-0.0034276i,0.0079461+0.0078738i,0.013066+0.016142i,0.020474+0.023216i,0.023357+0.03452i,0.02038+0.040706i,0.015242+0.02865i,0.0087281+0.0074586i,0.0030215-0.0057398i
-0.10447+0.11679i,-0.17849+0.13165i,-0.20778+0.0541i,-0.16718-0.023892i,-0.094868-0.031237i,-0.014442-0.031748i,0.020252-0.061692i,-0.003679-0.054039i,-0.0048869-0.0063096i,0.021252+0.0095585i,0.024614-0.00017971i,0.014667+0.002908i,0.0046761+0.0094991i,-0.0081111+0.0063734i,-0.012796+0.0019354i,-0.0078259+0.0020714i,-0.0035815+0.0041755i,0.0035852-0.0019675i,0.011235-0.021838i,0.011411-0.037145i,0.0058182-0.02955i,0.0012434-0.0096763i,0.00014704+0.0025395i
-0.051153-0.16679i,-0.076102-0.27715i,-0.08812-0.3011i,-0.12717-0.22294i,-0.16403-0.11836i,-0.15837-0.04816i,-0.13214-0.0082186i,-0.086022+0.008703i,-0.030049-0.0010188i,0.0020562-0.015115i,0.0093213-0.014699i,0.0075541-0.0086578i,0.0047021-0.0023201i,0.0035562+0.0064806i,-0.0013503+0.0082638i,-0.012276-0.0014497i,-0.024522-0.013028i,-0.038254-0.013618i,-0.045382+0.0027752i,-0.038182+0.020766i,-0.023622+0.023814i,-0.01238+0.015056i,-0.0079989+0.0093337i
0.18179+0.069976i,0.30654+0.17472i,0.36039+0.30829i,0.37173+0.3657i,0.34302+0.29894i,0.23172+0.19126i,0.13294+0.1308i,0.10259+0.08528i,0.059662+0.023647i,-0.0020697-0.0021093i,-0.027132+0.0034919i,-0.021538+0.0017977i,-0.0048387-0.0022346i,0.015419-0.0059082i,0.028868-0.00623i,0.03539+0.0013278i,0.037167+0.010502i,0.03901+0.020177i,0.040161+0.026481i,0.035343+0.021944i,0.025879+0.0070415i,0.012627-0.0062919i,0.0030915-0.0098317i
-0.15063+0.11312i,-0.24154+0.14889i,-0.21437+0.057748i,-0.094139-0.10122i,-0.0080693-0.18361i,0.023936-0.16426i,0.022722-0.1155i,-0.0046956-0.071614i,-0.013858-0.024367i,0.006898-0.0025478i,0.021681-0.004548i,0.019596-0.0060811i,0.0045752-0.011622i,-0.014867-0.020173i,-0.023534-0.024947i,-0.01817-0.025096i,-0.0086434-0.021153i,-0.00092244-0.025772i,0.0030481-0.04428i,-0.00011768-0.055791i,-0.0055724-0.040552i,-0.00082256-0.012383i,0.011086+0.0020743i
-0.029707-0.21205i,-0.056917-0.39245i,-0.11842-0.49402i,-0.20866-0.45751i,-0.23859-0.31184i,-0.18087-0.12609i,-0.098867-0.012781i,-0.047555+0.0097613i,-0.024782+0.0060986i,-0.0087168+0.0031133i,-0.0030679-0.00084499i,-0.0044572-0.0014956i,-0.0050207-2.9376e-05i,-0.010452+0.005391i,-0.020589+0.013001i,-0.030381+0.011019i,-0.038758+0.0014545i,-0.047033+0.00080897i,-0.052462+0.014796i,-0.043736+0.030598i,-0.024151+0.032363i,-0.012272+0.019053i,-0.010524+0.0066222i
0.18992+0.099016i,0.27945+0.23087i,0.24205+0.36529i,0.11631+0.43358i,0.039037+0.38974i,0.045942+0.24515i,0.071342+0.107i,0.075176+0.035568i,0.046602+0.0004764i,0.00039068-0.011601i,-0.024945-0.0066794i,-0.029367+0.0024962i,-0.020133+0.017595i,0.0051224+0.023389i,0.027442+0.015963i,0.032862+0.013447i,0.030096+0.02135i,0.0306+0.030184i,0.033483+0.031363i,0.029434+0.021851i,0.019203+0.005691i,0.0083012-0.0054747i,-0.0017363-0.0090041i
-0.18061+0.12591i,-0.27401+0.19731i,-0.23972+0.22002i,-0.095869+0.16956i,0.0094856+0.055097i,0.020428-0.049007i,-0.017567-0.08023i,-0.048078-0.054142i,-0.034887-0.013503i,0.0014571+0.0068905i,0.022609+0.0065369i,0.024939-0.00060127i,0.010968-0.012993i,-0.013289-0.022227i,-0.032359-0.025424i,-0.036246-0.024996i,-0.027664-0.021596i,-0.01687-0.022495i,-0.010427-0.031574i,-0.0091179-0.034321i,-0.0074447-0.020959i,0.0027855-0.0051937i,0.013181+0.00022979i
-0.0051786-0.2359i,0.0019431-0.38722i,0.034894-0.44228i,0.071728-0.3563i,0.076613-0.18748i,0.042727-0.04272i,0.013884+0.026561i,0.0064937+0.039558i,0.0083203+0.028303i,0.010529+0.0097808i,0.0027933-0.0038843i,-0.0036785-0.0025262i,0.0025953+0.0066108i,0.0086489+0.015723i,0.0084917+0.029446i,0.0088977+0.035958i,0.0045786+0.023585i,-0.010718+0.01265i,-0.024552+0.019444i,-0.019937+0.027425i,-0.0079862+0.019493i,-0.0076263+0.0074738i,-0.010092+0.0058525i
0.19244+0.11986i,0.30049+0.19025i,0.27377+0.23595i,0.15792+0.24775i,0.08174+0.20634i,0.054206+0.11655i,0.038251+0.035142i,0.040791+0.00022207i,0.03435-0.020323i,0.0032592-0.032764i,-0.017458-0.022466i,-0.012533-0.0020493i,0.0078827+0.011124i,0.03403+0.0080799i,0.057373-0.0055656i,0.06427-0.012112i,0.056149+0.00011847i,0.053128+0.015365i,0.058241+0.018282i,0.049414+0.0094273i,0.028545-0.00088288i,0.014075-0.004066i,0.0026293-0.004077i
-0.19391+0.10866i,-0.28418+0.18523i,-0.20336+0.15863i,-0.025264-0.0077663i,0.045496-0.16535i,-0.00062839-0.16527i,-0.04405-0.072038i,-0.054284-0.022319i,-0.045823-0.0087058i,-0.027369+0.0087004i,-0.0050038+0.018259i,0.0039148+0.0047185i,-0.010222-0.022559i,-0.032548-0.040917i,-0.055241-0.049996i,-0.068616-0.05489i,-0.059859-0.051355i,-0.03985-0.044412i,-0.02827-0.043033i,-0.026582-0.037009i,-0.022731-0.021319i,-0.011504-0.011559i,-0.0017297-0.0099164i
