-0.00033817+0.00075725i,0.0013843+0.00022151i,-0.00021465+0.00015442i,-0.0013192-0.00023808i,-0.002253+0.0003303i,-0.003112+0.0010013i,-0.0016092+0.001379i,-0.0003527+0.002277i,2.9771e-05+0.0015609i,0.00033795+0.00074165i,0.00025063+0.00015291i,0.00018934-0.00051335i,0.00050012-0.00079347i,0.00029589-0.00077718i,-0.00043108-0.00030867i,-0.00070673+0.00061747i,-0.0011241+0.00086921i,-0.00065604+0.00022578i,-0.00017034-0.00019654i,0.00046215-7.8481e-05i,0.0012268-0.00022493i,0.00052577-0.00087115i,-0.00019466-0.00085038i
0.0021056-0.0011189i,0.0027858-0.0013356i,0.0024735-0.0012257i,0.0019534-0.0013724i,0.0010333-0.0011337i,0.00063995-0.0003447i,0.0011295+0.00053871i,0.0012779+0.00046556i,0.00092677-0.00043796i,0.00074869-0.00057612i,0.00028398-0.00048795i,-0.00016674-0.0012232i,0.00032071-0.0014339i,0.00025945-0.00031235i,-0.00063162+0.00055463i,-0.00062262+0.00040056i,6.9201e-05+0.00044175i,0.00045488-0.00031648i,0.00061864-0.00077522i,0.00077773+0.00030737i,0.00050882+0.00094473i,-1.1274e-05+0.00052393i,5.0171e-05+0.00060323i
-0.0016797+0.0009661i,-0.0027949+0.0014157i,-0.0033051+0.0013982i,-0.002907+0.0015397i,-0.0020457+0.0014985i,-0.0014029+0.00084292i,0.00021571+0.00094907i,0.0013794+0.00076091i,0.0011728-6.8887e-05i,0.0012802-0.00092639i,0.00093164-0.00097635i,0.0001881-0.00074221i,0.0005668-0.00079612i,0.00058137-0.0006501i,-0.00077569+0.0001478i,-0.0012617+0.00013923i,-0.00055227-0.00025356i,0.00022222-8.4639e-05i,0.00020072+0.00012233i,-0.00050489+0.0003712i,-0.0010274+0.00031442i,-0.00046175-0.00045837i,0.00048785-0.00078184i
0.0027969-0.0015803i,0.0021535-0.0023107i,0.0015736-0.0029454i,0.0010609-0.0014163i,-8.9091e-05-0.00043404i,-0.00047091+0.00039172i,0.00054569+0.0015523i,0.0014769+0.0015698i,0.0016841+0.00026367i,0.0015265-0.00059064i,0.00064518-0.00061265i,0.00044551-0.00097536i,0.00029654-0.0010509i,-7.752e-05-0.0013575i,-0.00014699-0.00098775i,-0.00071464-0.00050062i,-0.0001337-0.00035386i,0.0003017+0.00040095i,-0.00091123+0.00020954i,-0.0014754-0.00054905i,-0.00089316-0.00019617i,-0.00021858+2.457e-05i,-0.00020477+7.7416e-05i
-0.00037552-0.00024341i,0.00040598-0.0015918i,0.00075675-0.0014215i,0.00026521-0.00027206i,0.00032251+0.00025078i,0.00091163+0.00033796i,0.00066555+0.0013834i,0.0011286+0.0019535i,0.0020985+0.0013946i,0.0015685+0.000312i,0.00094241-0.00047499i,0.0011581-0.00095138i,0.0011748-0.00083017i,0.00086684-0.00015652i,0.00032741+0.0001067i,-0.00031088+4.0937e-05i,0.0002232+0.00026817i,0.00074974+0.00058386i,0.00035031+0.00042064i,-0.00030858+0.00063331i,-0.00038687+0.00062712i,6.3919e-05+0.00019266i,0.00011013+0.00040321i
0.0015403+2.2645e-05i,0.001958-0.00011524i,0.0016742+0.00069505i,0.00068023-0.00011631i,-0.00086924-0.0015239i,-0.001119-0.0010349i,-0.00029261-0.00041859i,0.00040517+0.00040408i,0.0011992+0.00045924i,0.0014245-0.00031841i,0.00090642-0.00085223i,0.000599-0.00092837i,0.0012007-0.00034127i,0.001264-7.0584e-05i,0.00079725-0.00046742i,0.00052643-0.00060409i,0.00041196-0.00040218i,0.00071673-0.00029993i,0.00062859-0.0010874i,0.00057772-0.0008517i,0.00044759+0.00013887i,0.00026245+0.00039963i,-0.00057402+3.1614e-05i
0.0027718-0.00028169i,0.0029782-9.3949e-05i,0.0036009+0.0014307i,0.0024744+0.0025512i,0.0013996+0.0025156i,0.00082533+0.0015953i,-9.8454e-06+0.0009315i,-0.00021824+0.0011744i,0.0002617+0.00074454i,0.00088921-0.00049825i,0.0012452-0.0010388i,0.0012139-0.0009033i,0.00030588-0.00087481i,-0.00056438-0.00028673i,-0.00016026+0.00019186i,0.00029502+0.00060688i,0.00021707+0.00078924i,0.00043896+0.00065665i,-6.2853e-05+0.00068628i,-0.00040064+0.0011038i,0.00054064+0.0011174i,0.00050525+8.286e-05i,0.00014103-0.00049262i
-0.0016077-0.00086345i,-0.0023154-0.00059913i,-0.0026207-0.0015594i,-0.0017508-0.0020141i,-7.7949e-05-0.00025496i,0.0014005+0.0010517i,0.0011954+0.00082694i,0.00047889+0.00056922i,0.00031863-5.1607e-05i,0.00081352-0.00094736i,0.0010461-0.00090828i,0.00048184-0.0011593i,0.00040889-0.0011252i,0.00064801-0.00029885i,0.00022947+0.00062877i,-0.00022944+0.00075654i,-0.0003589+0.00017229i,-2.6688e-05+0.00013097i,-8.6194e-05+0.00035305i,-0.00040257+3.663e-05i,4.8614e-05+0.00024332i,-0.00011252+0.00089497i,-0.00096491+0.00023575i
-0.00011981+0.00029128i,0.00019137+0.00059464i,-0.00037282+0.00024844i,-7.9082e-05+3.34e-05i,-1.7001e-06-0.00040553i,-0.00062639-7.6911e-05i,-0.00040869+0.00033788i,0.00045935+0.00019553i,0.00081414+2.0972e-05i,0.00073681-0.00092516i,0.00080259-0.001484i,0.00052101-0.002021i,0.00079319-0.0022893i,0.0004271-0.0011285i,-0.0003017-0.00021868i,-0.00016577+0.00028324i,-0.0003554+0.00044942i,-0.00033924-0.0001811i,-0.00012553-0.00018997i,-0.00061395+0.00014843i,-0.00055497+0.00018613i,0.00015395+9.4184e-05i,0.000658-0.00014913i
0.00035847+0.0009804i,-1.2198e-07+0.00019683i,-0.00019346-0.0011106i,-0.00016513-0.0020002i,-0.0002723-0.0014592i,-0.0003525+0.00047801i,0.00018059+0.0013173i,0.0012114+0.001214i,0.0013961+0.0017962i,0.0010659+0.00067544i,0.0013457-8.209e-05i,0.00051791+0.00050123i,-0.00034434+0.00014228i,-5.6138e-05-0.0008967i,-0.00027441-0.00061245i,-0.00071529-0.00014174i,-0.00037125+0.00067913i,-0.00043467+0.00084399i,-0.00087467+0.00048111i,-0.000419+0.00014044i,0.00042831-0.00040125i,0.00075123-0.0007339i,0.00028485-0.00091051i
-0.0011025+0.00053958i,0.00025474+0.00039583i,0.0012554+0.0010366i,0.00080764+0.00162i,0.00061142+0.00093806i,6.4472e-05+0.00082119i,-0.00025537+0.001012i,0.00071138+0.00067645i,0.00087432+0.00022363i,0.00062881-0.00031539i,0.0004836-0.00076723i,0.00025746-0.00096407i,-9.3247e-05-0.0014062i,-0.00015979-0.0017373i,-0.00020353-0.00058844i,0.00028188+0.00025203i,0.00073777+0.00056858i,0.00020283+0.00079323i,-0.00036732-0.00018476i,-0.00072765-0.00088286i,-0.00074438-0.00044826i,-0.00014403+2.6197e-05i,-3.7544e-05-0.00022334i
0.00093865+0.0014004i,0.00075283+0.0019495i,0.0010877+0.0012067i,0.0011765+0.00025046i,-0.00030986+7.3981e-05i,-0.0012877+0.00022521i,-0.00073146+0.00052291i,0.00024118+0.00093964i,0.0012859+0.00070708i,0.0012914-0.0004782i,0.00038856-0.0013935i,0.00058903-0.0013868i,0.00067811-0.0011384i,-0.00062858-0.0010075i,-0.0007771+0.00043026i,-0.0001854+0.0017957i,-0.00053505+0.0015087i,-0.00065946+0.0002546i,-0.00012346-0.0003959i,0.00047907-0.0003804i,0.00081342+0.00024805i,0.0002461+0.00093583i,-0.00014703+0.0006893i
-0.0015708-0.00060457i,-0.0024192-4.7e-06i,-0.0033578-2.4389e-05i,-0.0030622+0.00035564i,-0.0019198+0.00044042i,-0.00067505+0.00019809i,0.00033003+0.00043252i,0.00073683-0.00022006i,0.00050782-0.00037571i,0.00078598+0.00018975i,0.00095281-0.00012375i,0.0010798+6.4101e-05i,0.0004522+0.00039706i,-1.9127e-05+0.00065582i,0.00025364+0.00051596i,0.00025817+0.00058993i,-0.00014537+0.00032529i,-0.00020544+0.00030675i,2.1993e-06+0.00045937i,-0.00051096-0.00055833i,-0.00063487-0.0013763i,6.3187e-05-0.00099456i,-0.00015359-0.0005432i
-0.00068895+0.0020451i,-0.0015331+0.00077524i,7.7325e-05+0.0009132i,0.0013727+0.0014142i,0.00045308+0.0011943i,-0.00010733+0.0011947i,0.00020321+0.0016752i,0.0013936+0.0018267i,0.0020857+0.0014831i,0.0016142+0.00068587i,0.0011112+0.00010128i,0.0019233-0.00053721i,0.0024387-0.0011671i,0.0015501-0.00078748i,0.00031391+0.00010722i,0.00068657+0.00016512i,0.00095667-0.00084173i,0.0002198-0.00065611i,-0.00036034+0.00050514i,-5.0494e-05+0.00040731i,-0.00016318+2.898e-05i,-0.0007033+0.00037644i,-0.00079129+0.00036675i
0.00044128-0.00099967i,-0.00026598-0.0010379i,-0.001026-0.0021406i,-0.0014306-0.0024083i,-0.00095703-0.0019608i,-0.00021948-0.0014873i,-0.0003326-0.00054664i,0.00021457-0.00017359i,0.00094192-7.1042e-05i,0.0010507-0.00073278i,0.000663-0.0011654i,0.0008253-0.00097349i,0.0010426-0.00087602i,0.00063563-0.0013216i,0.00012669-0.00080769i,-0.00018104+8.7137e-05i,0.00015984+0.00056905i,0.00013379+0.00055286i,-0.00028977+0.0003213i,-0.00031392+0.00068334i,1.7758e-05+0.00063231i,-0.00015929-6.6845e-05i,-0.00086948-0.00050969i
-0.0035157+0.00091013i,-0.0022429+0.0015616i,-5.0971e-05+0.0021094i,0.00071088+0.0020969i,0.0013105+0.0022376i,0.0013118+0.0019524i,0.00046314+0.0012065i,0.00033565+0.00026298i,0.00074386+0.00026544i,0.00071192-6.6199e-06i,0.00076509-0.00013996i,0.00073535+0.00018386i,0.00072311+7.8306e-05i,0.00051675-0.00013667i,0.00029761+3.9352e-05i,0.00047848+0.0006875i,7.3574e-05+0.00080572i,-0.00028018+7.8532e-07i,-0.00023704+7.0731e-05i,-6.6953e-05+0.00074188i,-0.00034103+0.00061329i,-0.00068177-0.00019503i,-0.00010592-0.0006914i
0.00020639+0.0011452i,0.00048662+0.0012317i,0.00078162-0.00065323i,0.00052405-0.0026257i,-2.392e-05-0.0018587i,-0.00040729-0.00029523i,-0.00047724+0.00093659i,0.00020623+0.00162i,0.0013593+0.00085927i,0.0019302+9.7481e-05i,0.0012455-0.00027581i,0.00088075-0.00045817i,0.00076457-0.00068139i,0.00029448-0.0012932i,0.0003076-0.0011649i,0.00054565-0.00036721i,9.9995e-05-0.00046353i,-0.00012242-0.00028672i,0.00022512-0.00037658i,0.00028664-0.00056996i,0.00015371-0.00039268i,0.00034602-5.0926e-05i,2.8766e-05+0.00040318i
0.00025872+0.00077573i,-0.00038102+0.00085327i,-0.000682+0.0009254i,-0.00078725+0.00045633i,-0.0013408+0.00039848i,-0.0013673+0.0015182i,-0.0002184+0.0018472i,0.00072541+0.001054i,0.0014037+2.444e-05i,0.0015997-0.00072628i,0.0013584-0.00092407i,0.00098213-0.00053266i,0.00096801-4.8741e-05i,0.00047687-0.00025171i,-0.00086127-0.00034302i,-0.001466+8.8863e-05i,-0.00065716+0.00041641i,-6.8851e-05+0.00030435i,0.00010037-0.00034667i,-0.00010021-0.00056995i,-8.1948e-05-0.00048486i,-0.00012432-0.00054601i,-3.8662e-05-0.00037953i
0.0012541-0.0028226i,0.00148-0.002214i,0.0014294-0.0029229i,0.00084332-0.0022833i,-0.00099631-0.00089175i,-0.0016007+0.00024028i,-0.00072768+0.0011592i,0.00066878+0.0014367i,0.0017377+0.0003134i,0.0016133-0.00023558i,0.0008518+2.5415e-05i,0.00098129-0.00038189i,0.0012737-0.001275i,0.00090655-0.0014429i,0.00043768-0.00025138i,-3.2349e-06+0.00067954i,-0.00013663-0.00014491i,-0.00032553-0.0011712i,-0.00055171-0.00028535i,-0.00062966+0.00010848i,-0.00019837-0.00034227i,-0.00023231+0.00024976i,-1.3491e-05+0.00055567i
0.0011398+0.0033558i,0.0011378+0.0024384i,0.0022193+0.0023382i,0.0027248+0.0027946i,0.0023678+0.0010401i,0.0014908-0.00069304i,0.00099326-0.0003704i,0.0014162+0.00015399i,0.0012886+0.00054703i,0.0010565-0.00035397i,0.00083888-0.00079714i,0.00027277-0.00011719i,0.00033028-4.3483e-05i,0.0008762-0.00021254i,0.0010067-0.00045785i,0.00045065+0.00059747i,0.00034999+0.0011564i,0.00066633+0.00043499i,0.00011799+0.00070282i,5.929e-05+0.0011203i,0.00018375+0.00074841i,-0.0005344+0.00023027i,-0.00078936+0.00076777i
-0.0016745-0.00023994i,-0.001612+0.00017544i,-0.001476+0.00058732i,-0.0012542+0.00083189i,-0.00027551+0.0014665i,0.00034555+0.0010889i,-0.00024938+4.4323e-05i,-0.00039408-0.00013465i,0.00023269+0.00055221i,-0.00016698+0.00039815i,2.468e-05-8.9099e-05i,0.0012712-0.00024036i,0.0012155+0.00013102i,-0.00036511-4.1739e-05i,-0.0011726-0.00065728i,8.9034e-05-0.00022391i,0.00036322+0.00075313i,-8.1346e-05+0.00051525i,-2.3329e-05+9.5332e-05i,0.00021266+0.00045752i,-0.0001934+0.00040405i,-0.00094384-0.00030412i,-0.00085184-0.00013907i
0.00074856-0.00086178i,0.0017509-0.00077572i,0.0029682-0.0012818i,0.002948-0.0011055i,0.001219+3.2593e-05i,2.2055e-05+0.0014324i,0.00015662+0.0019447i,0.00077912+0.00087026i,0.0013403+2.8077e-05i,0.0013381-0.00058895i,0.00086822-0.0014225i,0.00061627-0.001241i,0.00032765-0.0010093i,-0.000214-0.0009237i,-0.00060436-0.0005918i,-0.00025942-0.00041575i,-0.0001038+3.2335e-05i,-0.0001316+0.00048928i,0.0001849+0.00021092i,-2.9654e-05+0.00024284i,-0.00058364-9.9873e-05i,9.553e-05-0.00032651i,0.00038027-0.00011718i
-0.00044071-0.0010929i,-0.00063287-0.0022572i,-0.00099085-0.002321i,-0.0010783-0.00079991i,-0.0018495+0.00039273i,-0.0023996+0.00020752i,-0.0015432-2.2956e-06i,-0.00023559+0.00019305i,0.00096187-2.8013e-05i,0.0016799-0.00095818i,0.0017982-0.0016582i,0.0013321-0.00056193i,0.00059075-7.4473e-05i,0.00015307-0.0014002i,-4.7969e-05-0.0014152i,-0.00029714-3.4834e-05i,-0.00051064+8.9901e-05i,-0.00038393+0.00063784i,0.00022605+0.00092481i,0.00039148+0.00044916i,-0.00015498+0.0007257i,0.00017352+0.0012267i,0.00098243+0.00077088i
0.0015424-0.00131i,0.0014034-0.00019589i,0.001644-0.00092112i,0.00076962-0.0018472i,-0.00064246-0.0016363i,-0.00066257-0.00057353i,0.00033104+0.00030635i,0.0013439+0.0006319i,0.0018796+0.00060426i,0.0016826-0.00018403i,0.00049569-0.00086652i,-0.00039857-0.0011402i,4.0934e-05-0.00095876i,0.00056094-0.00083481i,0.0002283-0.00057459i,-0.00019006+0.00065718i,2.0449e-05+0.0010818i,0.00020361+0.00057842i,9.3462e-06+0.00078819i,-1.9835e-05+0.00095682i,0.0002567+0.00014901i,0.00067629-0.00010627i,0.00086965-0.00036103i
0.0022958-0.000168i,0.0027105+8.9382e-06i,0.002388-0.001352i,0.00061907-0.001086i,-0.00029149+0.00043631i,-0.00039458+0.0011848i,-0.00033514+0.0011037i,0.00073008+0.00061309i,0.0015755+0.00080189i,0.001199+0.0002421i,0.00027041-0.00092131i,1.5134e-05-0.0010112i,0.00014063+2.7958e-05i,0.00011304+0.0004389i,-0.00019289+0.00010067i,-0.00023583-0.00020045i,6.7736e-05-0.00032148i,0.0001653+0.00021878i,0.00038689+0.00040369i,0.00025446-0.00047717i,0.00043655-0.00048098i,0.00059357+0.00034007i,-0.00011805+0.00032192i
-0.00096045-0.0011648i,-0.0022327-0.00076299i,-0.002647-0.00074842i,-0.0022355-0.0012276i,-0.0016104-0.0010385i,-0.000994+5.9714e-06i,-0.00021995+0.00027328i,0.00081476+0.0002606i,0.0020444-2.7885e-05i,0.0016005-0.0005932i,0.00040583-0.0010564i,-0.00027513-0.0013105i,-0.00052005-0.0013727i,-0.00099313-0.0017059i,-0.00065081-0.001232i,-0.00031887-0.00037987i,-0.00047431-0.00025434i,-0.0003522-0.00022945i,0.00010753-6.0249e-05i,0.00022995+0.00020415i,0.00042967+0.00019319i,0.00013774-6.3391e-05i,7.8048e-05-2.995e-05i
0.00059999-0.00051411i,0.0012296-0.00024616i,0.0011728-0.00071162i,0.00010543+4.7166e-05i,-0.0010346+0.001462i,-0.00093684+0.0023388i,-0.00043555+0.0017443i,-0.00010388+0.0010788i,0.00077852+0.00012789i,0.0012394-0.00013972i,0.00055684-0.00015606i,0.000417-0.00094057i,0.00098861-0.0013559i,0.00096506-0.0008916i,-0.00019365+8.2212e-05i,-0.00048564+0.00020375i,-0.00021903+0.00015094i,-0.0008647+5.8979e-06i,-0.00092797-0.00045546i,0.00047163-0.00040045i,0.00075736+0.00067063i,-0.00065321+0.0014719i,-0.0010461+0.00086414i
-0.00070636-0.002042i,-0.0016836-0.0029713i,-0.0021297-0.0037598i,-0.0022084-0.0029195i,-0.0012763-0.0012475i,-0.0002505+0.00020436i,0.00028351+0.00024945i,0.0009924+0.00017045i,0.0015703+0.00063574i,0.00065819-0.00025539i,7.951e-05-0.0013698i,-2.7363e-05-0.0014112i,-0.00025996-0.0013859i,-0.00066441-0.00058224i,-0.00060723+0.00039765i,-0.00021037+0.00015092i,7.1205e-05+0.00011305i,-0.00018721+0.00020025i,-0.0002756-0.00036499i,-0.00050112-0.0005854i,-0.00061796-0.00014216i,0.0001371+0.00032318i,0.00021638+1.9458e-05i
-0.0015889-0.0016245i,-0.0014378-0.0013796i,-0.001402-0.0013422i,-0.0012826-0.00077719i,-0.0005262+0.00017398i,-5.383e-05+0.0010087i,-4.1832e-05+0.001134i,0.00064378+0.00060111i,0.0013265+0.00041462i,0.0012702+0.0007086i,7.7064e-05-0.00014789i,-1.7135e-05-0.0010401i,0.00090568+7.0411e-05i,0.00015058+0.00066845i,-2.1016e-05-5.2524e-05i,8.6149e-05+2.3478e-05i,-0.00016124-0.00036352i,0.00014293-0.0009804i,0.00037833-0.00058029i,-1.2956e-05+0.00019384i,-0.00057202+0.00052369i,-0.00077012+0.00032438i,-0.00033977+0.00042582i
0.00226-0.0011236i,0.0014447-0.0015049i,0.0011918-0.0024483i,0.00027768-0.0018736i,-0.00099562+2.7178e-05i,-0.0013694+0.00075729i,-0.0010153+0.00039087i,0.00018942+0.00061078i,0.0013439+0.00086892i,0.001023-0.00049006i,0.00087048-0.0017212i,0.0004283-0.0011293i,0.00025848-0.0014142i,0.00046693-0.0015817i,2.8775e-05-0.00059022i,-0.00013475-5.9507e-05i,0.0001323+0.0003065i,0.00019506+0.0001727i,0.00042765+0.00035614i,-0.00023002+0.0012334i,-0.00036372+0.0010864i,-5.257e-05-6.8688e-06i,-0.00031082+9.3959e-05i
0.0012548+0.00050184i,0.0021877+0.00068531i,0.0025704+0.00040854i,0.0016737-0.00076741i,0.000816-0.00076635i,0.00084229-0.00042844i,0.0012846+0.00040354i,0.00098189+0.00082255i,0.00053242+3.535e-05i,0.00048772-0.00012986i,0.00079555-0.00034113i,0.0003162-0.00067355i,-0.00063886-0.00039445i,-0.00078471-0.00017415i,-0.00026393+0.00010488i,-3.6183e-05+0.0006613i,-0.00051119+0.00013524i,-0.00088581-0.00067683i,-0.00018156-0.00026812i,0.00070666-2.7267e-06i,0.00045829-0.00026197i,5.0423e-05-0.00054574i,5.3867e-05-0.00052024i
0.00074377+0.00069745i,0.00067339+0.00078084i,-4.8546e-06-0.00021647i,-0.0013455-0.00096129i,-0.0013901-0.0011084i,-0.0010691-0.00043212i,-0.0010988+0.0008957i,-0.00025227+0.0015959i,0.00030219+0.00061094i,-7.6245e-05-0.0011668i,-0.0004484-0.0012188i,-0.00076552-0.00071255i,-0.00018688-0.00093017i,0.00067835-0.0011774i,0.0001518-0.00045009i,-0.0011407-1.9696e-06i,-0.00020189+4.3067e-05i,0.00071363+0.00015534i,0.00077159+0.0003512i,0.00058765+0.00087731i,0.00039439+0.00071697i,0.00048332-0.00020124i,0.00028843-0.00067084i
0.00093153-0.0020015i,0.0010777-0.0025385i,0.00063448-0.0025384i,0.0003939-0.0012331i,-0.00072558+0.00084745i,-0.00091364+0.0028922i,-0.00020184+0.0027958i,-2.9875e-05+0.001119i,0.00011073-0.00028618i,0.0001536-0.00098967i,0.00048896-0.00086852i,-6.8792e-05-0.00034476i,-0.00022676-0.00039663i,0.00011253-0.00084239i,-0.0001267-0.0010818i,-0.00053651-0.0007768i,-0.00027523+0.00012156i,0.00012479+0.00087799i,0.00016473+0.00034879i,0.00011248+0.00026395i,6.8621e-05+0.00045861i,0.00015815+8.8422e-05i,7.7067e-05-0.00015154i
-0.00066981-0.00025401i,-0.0002419+0.00029143i,-0.0012558+0.00057133i,-0.001306-0.0004892i,-0.00044737-0.0014612i,0.00010908-0.0011148i,0.00016248+0.00059558i,0.00062959+0.0010648i,0.0010609-0.00014624i,0.00090223-0.00061734i,0.00059438-0.00027131i,0.00067388-0.00051918i,0.0005559-0.0011358i,-5.5971e-05-0.0008827i,-0.0005704-0.00012226i,-0.00050342-0.00054566i,0.00039483-0.00047018i,0.0010632-0.00023368i,0.0010385-0.00049363i,0.00064082-0.00048981i,0.000448-0.00095815i,0.00043083-0.00096578i,0.00043752-0.00038237i
0.00068429+0.00094395i,0.0010152+0.00051781i,0.0014821-0.00092878i,0.0014351-0.0015587i,0.00060025-0.00049822i,-9.2167e-06+0.00073634i,-0.00023561+0.0013766i,0.00013419+0.0011224i,0.00064223+0.00065421i,0.00044804+0.00012551i,0.00016846-0.00050585i,0.0001167-0.00079007i,0.00020737-0.00030211i,-2.4534e-05-0.00042149i,-0.00040629-0.00077245i,-0.00044715-0.00044066i,-0.00032417+0.00022186i,0.0005364+0.00061867i,0.00071995+0.0012865i,0.00024285+0.00079994i,3.0714e-05-0.00018104i,0.00013752-0.00046497i,0.00038385-0.00055441i
-6.17e-05-0.0020248i,-0.00029396-0.0011557i,-0.00038521-0.00042563i,-0.00053988+6.4873e-05i,-0.00069168+0.00084463i,0.00021905+0.00090475i,0.00045072+0.00031541i,0.00040624+0.00028016i,0.00057443+0.00044395i,0.00087634-0.00046072i,0.00039643-0.0014897i,8.1376e-05-0.0015787i,0.00013211-0.0012582i,-8.4835e-05-0.0001902i,8.3094e-05+0.00014376i,0.00019817+0.00022694i,-0.00023201+0.00042443i,-0.00041534+0.00092965i,-0.0007614+0.00059026i,-0.00055116-0.00066796i,0.00034109-0.0013159i,0.00082245-0.0011176i,0.00033936+5.8897e-05i
0.0016366+0.0024647i,0.0016191+0.0024231i,0.0017389+0.0023708i,0.0016201+0.0015827i,0.00076656+0.00066062i,0.00035487+0.00030842i,0.0001054+0.00074129i,0.00034152+0.0010357i,0.0012918+0.00045344i,0.0023289-0.00063137i,0.0021588-0.0013214i,0.0013015-0.00082934i,0.0013109-0.00025051i,0.0016121-0.00018837i,0.00080096-0.0003609i,0.00076036-0.00030315i,0.0010653+0.00021086i,0.0007159+4.4385e-06i,0.00062289+0.00031157i,8.6468e-05+0.00077848i,-6.7852e-05+0.00035289i,0.00043486+0.00012026i,0.00060109+0.00032863i
-0.00026236-0.00064678i,-0.00028559-0.0012455i,0.00023283-0.0022399i,6.412e-05-0.0019612i,-0.00035875-0.00079662i,-0.00051569+0.00057487i,-0.00011925+0.00064104i,0.0015833-3.3394e-05i,0.0024945-0.00015201i,0.0017557-0.00053453i,0.0012356-0.00035314i,0.0010518+6.3625e-05i,0.00092318-0.00041625i,0.00098434-0.00074034i,0.00081774-0.00062297i,0.00025793-0.00052264i,0.00014613-0.00032499i,-0.00018802+0.00013849i,-0.00017915-0.00022044i,9.2416e-05-0.00058608i,-0.00038897+0.00023446i,-0.00063776-0.00010682i,-0.00064055-0.00064111i
0.0020841-0.0005101i,0.0026026+0.00071539i,0.0021903+0.0011042i,0.0013272+0.00065956i,-0.0002351-0.00037018i,-0.0011718-0.00055152i,-0.00033015+0.00035997i,0.00037398+0.0015761i,0.00076085+0.001449i,0.0015774+0.00074732i,0.0017074-0.00059615i,0.0012715-0.0015513i,0.00070719-0.0013048i,0.00018969-0.0011424i,-0.00062519-0.0006484i,-0.00083818+0.00021388i,2.1173e-06+0.00029996i,0.00031053-0.00029259i,-0.00028377-0.00031343i,-0.00024005-0.0003035i,0.00045895-0.00077569i,0.0010349-0.00058828i,0.0010995-0.00018143i
0.0010669+0.0011541i,0.002199+0.00039171i,0.001803+0.00010436i,0.00069566+1.4221e-05i,1.3507e-05+1.0633e-05i,6.5474e-05+0.00048147i,0.0010141+0.00073141i,0.00070804+0.00028816i,0.00015938-0.0001041i,0.00053846-0.0005354i,0.00080696-0.00031311i,0.0010029+0.00065186i,0.0017294+7.3073e-05i,0.0014437-0.00079171i,9.8229e-05-4.1557e-05i,6.0402e-05+0.00031076i,0.00086172+4.655e-05i,0.00090014+0.00014668i,0.0005003+0.00030157i,0.00055631+0.00015164i,8.7019e-05+2.7359e-05i,5.8004e-05+0.00037775i,0.00011963+0.00044654i
-0.0015333-0.0013287i,-0.00095419-0.0012438i,-0.00095169-0.0018324i,-0.00086071-0.0014853i,-0.0010442-0.00037846i,-0.0017626+0.00056064i,-0.0014532+0.0009112i,-0.00019034+0.0003524i,0.00048238-0.00027157i,0.00085267-0.00087728i,0.0013431-0.00065387i,0.0008785-0.00012385i,0.00019008-4.3343e-05i,0.00029235-0.00031793i,0.00029281-8.6768e-05i,-0.00043063-0.00019561i,-0.00065964-0.00052194i,-0.00045773+1.9179e-05i,6.1761e-05+0.00059821i,0.00051546+0.00035527i,7.1125e-05-0.00047459i,-0.00018193-0.00088721i,0.00073146-0.00021901i
0.0013956+0.00094249i,0.0013825+0.00044787i,0.0017949-0.00070373i,0.0014386-0.00014617i,5.1852e-05+0.00089884i,-0.000896+0.0011217i,0.00014367+0.0012936i,0.00085323+0.0013817i,0.00072348+0.0003494i,0.00056019-0.00051196i,0.00046614-0.00060113i,0.00047662-0.00095862i,0.00043298-0.0014195i,0.00087846-0.0013176i,0.00082567-0.00068892i,-0.00011725-5.5593e-06i,-0.00039639+0.00013556i,-5.0236e-05+4.9478e-05i,0.00010046+0.00071428i,6.5263e-05+0.00085756i,-9.351e-06+0.0011115i,-0.00060569+0.0012891i,-0.0005892+0.00067465i
0.0025635-0.0025827i,0.0018243-0.0024615i,0.0019643-0.0035192i,0.00042046-0.0040231i,-0.0018977-0.0030009i,-0.0026892-0.00091205i,-0.0015756-0.00020819i,-0.0011629-0.00017568i,-0.00065503+1.32e-05i,0.00037946-0.00014522i,0.00017429-0.0010603i,-0.00012009-0.0014952i,-0.00013042-0.00093994i,-0.00052526-0.00092507i,-0.00067796-0.00074348i,5.9687e-05-3.165e-05i,0.00063647-5.8488e-05i,0.00017731-0.00026302i,-7.7656e-05+0.00020644i,0.00028716+0.00037894i,0.00034556-4.2676e-05i,-0.00032957-0.00028001i,-0.00057276-0.00041469i
0.0025008-0.00086421i,0.0030544-0.0015821i,0.0032835-0.00094575i,0.0010534+0.00016624i,-0.00099703+0.00053232i,-0.0016755+0.00094297i,-0.00076778+0.0013143i,0.0005318+0.00048654i,0.00090745-0.00059133i,0.00066103-0.0012426i,0.00036292-0.0013557i,-0.00026206-0.0011002i,-0.00064463-0.00086982i,0.00011811-0.00067225i,0.00052214-0.00092592i,0.00038679-0.0003392i,0.000413+0.00038067i,0.00015786+0.00050037i,0.00024844+0.00012802i,0.00046861-0.00041989i,0.00015191-0.00021993i,-0.0004605-0.00092774i,0.00023782-0.00081839i
