-0.00033817+0.00075725i,0.0013843+0.00022151i,-0.00021465+0.00015442i,-0.0013192-0.00023808i,-0.002253+0.0003303i,-0.003112+0.0010013i,-0.0016092+0.001379i,-0.0003527+0.002277i,2.9771e-05+0.0015609i,0.00033795+0.00074165i,0.00025063+0.00015291i,0.00018934-0.00051335i,0.00050012-0.00079347i,0.00029589-0.00077718i,-0.00043108-0.00030867i,-0.00070673+0.00061747i,-0.0011241+0.00086921i,-0.00065604+0.00022578i,-0.00017034-0.00019654i,0.00046215-7.8481e-05i,0.0012268-0.00022493i,0.00052577-0.00087115i,-0.00019466-0.00085038i
0.0011238-0.00071929i,0.0011437-8.4325e-05i,0.00066127-0.00021982i,-1.5105e-05-0.00024985i,-0.00019585-0.00045375i,-4.4074e-05-0.00078365i,-0.00019466+0.00017944i,-0.00025717+0.00043137i,0.00022518-6.7329e-05i,0.00081686+6.8338e-05i,7.7141e-05-0.00032808i,-0.00088638-0.00084082i,-0.0006217-0.00053536i,-0.00025482+0.00042114i,-0.00048355+0.00050504i,-0.00030709+0.00013471i,-0.0001069-0.00037047i,-0.000345-0.00054954i,0.00018535-9.9284e-05i,0.00027756+0.00032122i,-0.00031006-1.9806e-05i,-0.00029843-0.00035454i,-0.00066245-0.0005124i
-0.001291+0.0010657i,9.5129e-05+0.0015864i,0.00033394+0.0013057i,-0.00053949+0.00071447i,-0.00021698+0.00019861i,0.0011029+0.00031849i,0.00080574+0.00082472i,0.00062894+0.00059619i,0.0010784-0.00031909i,0.00066506-0.00041448i,0.00073468-9.0856e-05i,0.0012083-0.00060364i,0.0011924-0.00097967i,0.00093429-0.00055851i,0.00063543+0.00033606i,0.00096785+0.00013561i,0.0010873-0.00071075i,0.00014092-0.00048632i,-0.0004274-0.00031227i,0.00021605+2.2036e-05i,0.00028264+0.00019061i,0.00044916-0.00016592i,0.00095103-0.00031209i
0.00016777+0.0027997i,0.00015183+0.0037206i,0.00053053+0.0036009i,5.3534e-05+0.0025988i,-0.0013919+0.0011826i,-0.0022453+0.0008888i,-0.0015483+0.00109i,-0.00012323+0.00077938i,0.0013723+0.00020331i,0.0018676-0.00045636i,0.00078314-0.00055479i,0.00080327-0.00012323i,0.0014782+0.00021851i,0.00094149+0.00055642i,-0.00019069+0.00025271i,-0.00047315+0.00046987i,-0.00050293+0.00022154i,-0.00037745-8.747e-07i,-0.0001278-0.00012155i,5.2194e-05+0.00033102i,0.00052065+0.001762i,0.0004096+0.0015981i,0.00029352+0.00048702i
0.0014461+0.0014963i,0.001299+0.00076193i,0.0019197+0.00059122i,0.0020118-0.00071571i,0.002017-0.00098763i,0.0015815-5.58e-05i,0.00044258+0.0004444i,0.00015536+0.00039006i,0.0011409+0.00029709i,0.0016656-0.00062836i,0.0013019-0.0012809i,0.0010413-0.0003307i,0.0014617+0.00068927i,0.0016614+0.00052429i,0.00044464-0.00023745i,0.00015724-0.00014309i,0.00064858+0.00029849i,0.00051733+0.00025595i,0.00062269-8.171e-06i,0.00011393+0.00049603i,-0.00048324+0.00088849i,-8.3778e-05-1.5308e-05i,0.00031843-0.00060817i
0.0012499+0.00080921i,0.0011708-0.00029513i,0.0012922-0.00046966i,0.00071689-0.00027854i,0.00021512+0.00011417i,-0.00092952+0.00051124i,-0.00092033-4.9311e-05i,0.00051864+0.00067522i,0.0012927+0.001087i,0.00081548-0.0002144i,0.00031903-0.00086746i,0.00049972-0.00042233i,0.00040691-0.00018801i,-1.9486e-05-0.00020526i,0.00026154+0.00029642i,9.4243e-05+0.00077572i,9.9703e-05+0.00055616i,0.00046551-2.9551e-05i,0.00071996+0.00023626i,0.00036569+0.00026084i,-0.0009896-0.00029256i,-0.0011798-0.00047952i,-0.00043443-0.00051207i
0.00061535+0.0018949i,0.00070117+0.0021681i,0.00032379+0.0022035i,-0.00049429+0.0018494i,-0.00035899+0.0017098i,-0.00067331+0.001475i,-0.00074451+0.0013119i,0.00031525+0.0010296i,0.0013142+0.00057035i,0.00084282+0.00036167i,0.00037589-0.00011781i,0.0011092+5.4016e-05i,0.00085375-8.7243e-05i,0.0006471-0.00053084i,0.00046459-0.00019959i,-0.0003584-0.00033819i,0.00020793-0.00052316i,0.0007118-0.00034053i,-0.00028586-0.00040624i,-0.00052965-0.00026324i,-0.00027223-0.00022932i,-4.5975e-05-0.0010547i,0.00031653-0.00098471i
-5.3745e-05-0.0016802i,-0.0010215-0.0016721i,-0.0004622-0.0016503i,-0.00011117-0.00051183i,-1.2685e-06+0.00040413i,0.00064698+0.00045533i,0.00085497+0.00078777i,0.0010645+0.00043189i,0.0015556-0.00084491i,0.0013065-0.00092714i,0.00090761-0.0008996i,0.00088747-0.00087449i,0.00030256-0.00041445i,-8.9128e-05+0.00015288i,-0.00011111+0.00078046i,0.00013498+0.00054214i,-0.00047065+0.00026517i,-0.0010657+0.001003i,-0.00025895+0.00094988i,0.0002122-0.00025732i,-0.00026637-0.00087215i,6.5084e-05-0.00038321i,0.00044779+0.00050712i
-0.0030523-0.0011077i,-0.0023813-0.00086227i,-0.0031148-0.0018875i,-0.0030158-0.0015609i,-0.002086-0.00068766i,-0.0020123+0.00039705i,-0.00091091+0.00096925i,0.0015745+0.0010164i,0.002321-0.00011615i,0.0018785-0.0011806i,0.001347-0.0003103i,0.00084688+0.00031676i,0.00017752+0.00017296i,-0.00037921+0.00072955i,-0.0002744+0.0011533i,-0.00058116+0.00031981i,-0.0011202-0.00029662i,-0.00091547-2.8336e-05i,-0.00026236+0.00041279i,-0.00047313+0.00034156i,-0.00082294-0.00040424i,-0.0008616-0.00046741i,-0.00077289-0.00034301i
0.0039834-0.0004257i,0.0046145-0.00050424i,0.003692-0.00063404i,0.0021791-0.00020601i,0.001519-0.00048741i,0.00097482+0.00013588i,0.0013567+0.0010907i,0.0014047+0.00079775i,0.0016934-9.6548e-05i,0.0022191-0.0011145i,0.0018935-0.0020918i,0.0010619-0.0021963i,0.00063215-0.0011919i,0.00016208-0.00087049i,-0.00032672-0.0013239i,-0.00011441-0.0015416i,-4.7074e-05-0.00051299i,-0.0002253+0.0006404i,-7.0296e-05+0.0010087i,0.00035211+0.0011644i,0.0001839+0.00087787i,0.00044046+0.00066303i,0.00031487+5.1196e-05i
-0.00013706+0.00071084i,-0.00060329+0.0014786i,-0.0014933+0.00015264i,-0.000732-0.00082479i,-0.00016149-0.0013494i,-0.0012141-0.0017377i,-0.0013703-0.0006843i,0.00018557+0.00054938i,0.0011563+0.000373i,0.0011212-0.00065302i,0.001543-0.00061945i,0.0014942-0.00016378i,0.0014314-0.00014825i,0.0013609-0.0007032i,0.00075296-0.00043172i,0.00094324-4.3569e-05i,0.0012824-0.00044331i,0.00031346-0.00032685i,-0.00035605-8.2026e-05i,-0.00051009-0.0001364i,0.0002226-0.00044206i,0.00070266-6.4077e-05i,0.00054077-0.00011172i
0.00056056+0.0012047i,0.0006826+0.0019718i,0.0007456+0.0019254i,0.00072653+0.0010938i,0.00071991+0.00062061i,0.00021241+0.00067993i,0.00021778+0.00023113i,0.00082947+0.0009188i,0.0013115+0.0018468i,0.0013572+0.00091724i,0.0014398-0.00026151i,0.0013963-0.00039981i,0.00063625-0.00041701i,0.00034203-0.00059187i,0.0004594+9.1282e-05i,0.00013747-4.6764e-05i,0.00071309-0.00065981i,0.00094098-0.00080042i,2.5801e-05-0.00096547i,-0.00014677-0.00072118i,0.00017168-0.00019213i,0.00049861-6.5257e-05i,2.2838e-05-0.00027071i
-0.0017646-0.0018008i,-0.0010804-0.00089176i,-0.0022624-0.00021259i,-0.0021843+0.00043308i,-0.0011445+0.00096442i,-0.00016527+0.0010021i,0.00033098+0.00087258i,-4.3061e-05+0.00081191i,-0.00021491+0.00032889i,0.00049753-0.00035899i,0.00088401-0.00084943i,0.00061535-0.0011219i,0.0009513-0.0013077i,0.00096372-0.0010308i,-0.0001709-0.00050414i,0.00038442+0.00054028i,0.0006454+0.00079577i,-0.00039524-0.00022196i,-0.00053329-0.00065005i,-8.5184e-06-0.00014644i,-0.00041003+0.0005375i,-0.00078131+0.00066431i,-0.00046685+1.9304e-05i
0.0012784-0.0001929i,0.0011649-0.0021681i,0.0014718+0.0014675i,0.00048963+0.0015171i,-0.00022283+0.00025462i,0.00011559+0.00063893i,0.00025056+0.00035602i,0.00062156-2.6946e-05i,0.0009329-6.4475e-05i,-5.7497e-05-0.00070015i,-0.00010416-0.00090021i,0.00063173-0.00026899i,0.00033665-0.00086221i,-6.3843e-06-0.00062442i,-0.00075963+0.00036761i,-0.00044947+2.7776e-05i,0.001291-0.00017183i,0.0015927+0.00099598i,0.00086486+0.001522i,0.00058501+0.00063849i,0.00051405-0.00010243i,-7.3503e-05-0.00031154i,-0.00027887-0.00037056i
0.0012923-0.00061982i,0.0012203-0.0010456i,0.0023194+0.00045594i,0.0015035-0.00011682i,-0.00017085-0.00087446i,-0.000768-0.00053522i,-0.00071751+0.00022389i,-0.00010833+0.00057639i,0.001159+0.00072183i,0.0020119-0.00021227i,0.0018185-0.0013004i,0.00044721-0.0014725i,0.00039832-0.0015829i,0.00050325-0.0015854i,-0.00041838-0.00091239i,-0.00075319-0.00046952i,-0.00034807-0.00016825i,-0.00034603+0.00034895i,-0.0008295+0.00027658i,-0.00079485-0.00043608i,-0.00040804-0.00049394i,-8.7949e-05-3.2312e-05i,0.0003181-0.00049201i
0.00059067+0.00069274i,0.00085884-0.00050622i,0.0026823+0.0012711i,0.002667+0.0020848i,0.0013136+0.0015525i,0.00050818+0.0010722i,0.00040516+0.00095409i,0.00059822+0.00064991i,0.00067074+0.0001857i,0.001118+0.00012544i,0.00088891+0.00012332i,0.00074751-0.00054898i,0.0011412-0.0010204i,0.0012381-0.0004591i,0.00026059-0.00019304i,-0.00070821-0.00028714i,-0.000257+0.00075573i,0.00040711+0.00085708i,2.6177e-05+0.00015977i,-0.00054344+0.00028768i,-0.00053436+0.00052337i,-8.7018e-05+0.00011719i,-0.00030098-0.00054702i
0.0010669+0.0030824i,0.0012145+0.002146i,0.0018319+0.0014708i,0.0013014+0.0006793i,0.00062654-7.2064e-05i,0.00030023+0.00019686i,-7.3019e-05+0.00046154i,0.00051035+0.00062611i,0.00073137+0.00045565i,0.00060037-0.00046583i,0.00042148-0.00043731i,-6.8358e-05+0.00025118i,0.00063146-3.1367e-05i,0.0015954+0.00034296i,0.00046606+0.00034341i,-0.00015261-0.00056018i,-0.00012639+0.00041963i,0.00037559+0.0011767i,0.00060492+0.00076626i,7.5664e-06+0.00087814i,-0.00067083+0.00083211i,-0.0010622+0.00015542i,-0.00069493+0.00026036i
0.00053635+0.00081356i,0.0022404+0.0005719i,0.0017237-9.1934e-06i,0.00039177-0.00040612i,-0.00072647-0.00014839i,-0.00091555+0.00060771i,-0.00051921+0.001097i,0.00022256+0.0009942i,0.00045901+2.2406e-05i,-4.406e-07-0.0010709i,-0.00026327-0.0012266i,7.1825e-05-0.00039995i,0.00064749-5.9748e-05i,0.00051184-0.00076004i,0.00012773-0.00097336i,0.00017068+3.91e-05i,0.0004435+0.0011966i,0.00074784+0.0015071i,0.00078876+0.0011802i,0.00057782+0.00048071i,6.6726e-07+0.00014541i,-0.00048623+0.00053995i,-0.00059467+0.00011582i
-4.5019e-05+0.00065181i,-4.7057e-05+0.0007816i,-0.00024663+0.0021024i,-0.0004796+0.0022691i,0.00010832+0.0016058i,-0.00027124+0.0011612i,-0.0009891+0.00071099i,-0.00016253+0.00041591i,0.00056242+0.00055218i,-9.069e-05+0.0002099i,-0.00025445-0.00045694i,0.00024619-0.00080098i,0.00019547+2.0204e-05i,-8.8474e-05+6.9321e-05i,-0.0002653-1.966e-05i,-0.00046952+0.0010825i,-0.00021124+0.0012915i,0.00063028+0.00085176i,0.00017371+0.00021663i,-0.0006799-0.00064362i,-0.00042327-0.00033025i,0.0002516+0.00051244i,-0.00012768-2.2031e-05i
0.0036414-0.00088353i,0.0025656-0.0018332i,0.0024788-0.0024365i,0.0024286-0.0029305i,0.00070714-0.00318i,-0.00080096-0.0026631i,-0.00024773-0.00028214i,0.00024023+0.00048714i,0.00086927-0.00031157i,0.0013732-0.0011794i,0.0012329-0.0018877i,0.0011141-0.0014193i,0.00058183-0.0010242i,0.00021934-0.0011876i,0.00039971-0.00091513i,0.00034474-0.0002366i,-0.00015397+2.3495e-06i,-0.00047361-0.00020372i,-0.0004343-0.00040346i,-0.00052026-0.00056156i,-0.00076126-0.001037i,-0.00085845-0.00087607i,-0.00020847-0.00045904i
0.0023803-2.6631e-05i,0.0030869-0.0011046i,0.0025095-0.0010352i,0.00084746-0.00026219i,-0.00013952+0.00036135i,-0.0010102+0.0011119i,-0.0009263+0.0017813i,0.00010932+0.0012816i,0.0010821+0.00048677i,0.0011176-0.0004292i,0.00043012-0.00029261i,7.1263e-05+0.00012268i,0.0002954-0.00084922i,0.00032568-0.0012091i,-0.00065267-0.00067831i,-0.0012161-0.00024875i,-0.00084457+4.3553e-05i,-0.00050782+0.00056481i,-0.00025283+0.0012684i,-0.00018126+0.0011063i,6.7444e-05-0.00019577i,0.00018747-0.00053994i,-0.00037415-4.945e-05i
0.00057019+0.0015144i,0.00022635+0.0014666i,0.00079216+0.0011469i,0.0009795+0.00022823i,0.0015462-0.00043115i,0.00074187-0.00068148i,-0.00052638+3.7474e-05i,-0.00017521+0.0011544i,0.00014284+0.0008231i,0.00082193-0.00050639i,0.001374-0.0016531i,0.0015774-0.0016508i,0.0018795-0.0017464i,0.0012262-0.0013724i,-2.4217e-05-0.00024556i,-0.00033498+0.00027535i,-0.00034528+4.7416e-05i,-0.00061424+0.00010712i,-0.00077104+7.7136e-05i,-0.00031577+4.1244e-05i,-0.00033378+0.00023836i,-0.00020265-8.1434e-05i,0.00048832-0.00022908i
0.00074413-0.00013833i,0.0016139-0.00089729i,0.00068934-0.0016426i,0.00015173-0.0014041i,0.00036622-0.0014768i,-0.00056661-0.00099255i,-0.0014973+0.00040789i,-0.00043736+0.00075032i,0.0010653+0.00021674i,0.00098344-0.00038134i,0.00058512-0.00039952i,0.00056439-0.00016499i,0.00033762+6.3271e-05i,0.00057329+8.338e-05i,0.001051+0.00027965i,0.00093702-0.0002199i,0.00045021-0.00073621i,0.00030282-0.00037991i,0.00058745+0.00028523i,0.00045191+6.6427e-06i,0.00028231+6.4203e-05i,-1.2539e-05+0.00078356i,-9.9296e-05+0.00051247i
0.0011198-0.0003842i,0.00076592+0.00053359i,0.00055772+0.0016927i,9.9239e-06+0.00097511i,-0.00086859+8.6596e-05i,-0.0010949+0.00042255i,-0.00039416+0.0019062i,0.00085271+0.0023406i,0.0011541+0.00037407i,0.0012604-0.00031443i,0.0017282-0.00053282i,0.0013817-0.00071858i,0.001544-0.00022882i,0.0010907-0.00013134i,-0.00055205-0.00016522i,-0.00097764-0.00025441i,-0.0006132+0.00016787i,0.00059847+0.00015646i,0.0012328-0.00049969i,0.0006989-0.00015911i,-7.777e-06+0.00052221i,-0.00010699+0.00032106i,0.00082511+5.093e-05i
-0.0017769-0.0019072i,-0.0013627-0.0020565i,-0.0014274-0.0017793i,-0.0012503-0.00094445i,-0.0010735-7.1936e-05i,-0.000249-0.00014581i,0.0013483-0.00032967i,0.0017464+4.8734e-05i,0.00061204+0.00011277i,0.00081617-7.6992e-05i,0.00158-4.5135e-05i,0.0017148+0.0001877i,0.00067811+0.00022834i,-0.00014773-0.00019987i,0.00016035-0.00023418i,0.0002065+0.00010322i,0.00040313+0.00034373i,0.00053582+0.00049529i,-0.00065006+0.00049216i,-0.0012371-9.932e-05i,-0.00021826-0.00057851i,0.00059476-0.00034178i,0.0005751+0.00023157i
-0.00015495-0.00096939i,0.00035255-0.0022876i,0.0010638-0.001619i,0.0010552-0.0003294i,0.00050499+0.00038813i,0.00042959+0.00093683i,0.00061031+0.00075073i,0.0014247+0.00049728i,0.0019622+0.00043965i,0.0017875-0.0004772i,0.00084896-0.00089719i,-0.00031496-0.00078187i,2.3759e-05-0.00084498i,0.00078416-9.9793e-05i,0.00017993-0.00015048i,-1.1518e-05-0.00051082i,0.00024966-0.00039641i,-1.8094e-05-0.00024758i,-0.00065771-2.7285e-05i,-0.00077044-0.00025766i,0.00022306-0.0002317i,0.00085966+0.00042002i,0.00060409+0.00039808i
3.8065e-05-0.00010111i,0.0011571+0.0013199i,0.00044982+0.001939i,0.00034027+0.0018495i,0.00017388+0.0011494i,-0.00054949+0.00041772i,-0.00061388-0.00042572i,-0.00036934-0.00095184i,-0.00066498-0.00077139i,-0.00050911-0.00058581i,0.00017596-0.0008392i,0.00020263-0.0012736i,-8.0423e-05-0.00099997i,4.2797e-05-0.0011767i,0.00054203-0.00091226i,0.00040752+0.00022921i,-0.00030198+0.00010254i,-0.00038207-0.00032284i,-0.00050642-0.00037648i,-0.00065005-0.00029547i,-0.00016323+0.00027845i,-0.00044495+0.00063628i,0.00024607+0.00065141i
0.00040353-0.001056i,0.00010169-0.00072612i,-0.0005067+0.00025116i,-0.00024864+0.00046217i,-0.00023774+0.00033689i,-0.00097948+0.00094979i,-0.00083404+0.0013214i,0.00050475+0.0011646i,0.00092938+0.00066612i,0.0010966-0.00054494i,0.0017796-0.000892i,0.0021153-0.00018628i,0.0018436-0.00041239i,0.0014565-0.00055828i,0.00085891+6.1866e-05i,0.00049271+0.00065491i,0.00030855+0.000516i,-0.00010238-0.00028038i,-6.993e-05-0.00022777i,0.00027989+0.00039264i,0.00058058+0.00062395i,0.00053964-1.1087e-05i,-0.00021113-0.00042885i
0.0008111+0.00046045i,0.00027622+0.00095067i,-0.0003066+0.00040206i,-0.00064241+0.00010261i,-0.00093069-0.00010356i,-0.00074524-0.00072231i,-0.00050836-9.7635e-05i,-0.00049431+0.00089021i,0.00011973+0.00024328i,0.00077915-0.00049374i,0.00094236-0.00019125i,0.00078684+1.1553e-05i,0.00027046-9.2086e-05i,-0.00020414+4.15e-05i,-0.00025686-0.00015411i,8.5559e-05-0.00021806i,-0.00019181+4.9623e-05i,-0.00048765+0.00057373i,-0.00010534+6.0537e-05i,0.00042491-0.00089182i,9.612e-05-0.00074399i,-0.00031617-0.00012218i,0.00065696+0.00058013i
-9.1281e-05-0.00069239i,-0.0010152-0.0025841i,-0.00019077-0.0030968i,-0.00023074-0.0015795i,-0.0010325-0.00055519i,-0.0014294+0.00070471i,-0.00037413+0.0014134i,0.00077063+0.0011194i,0.00071159+0.00029038i,0.00015808-0.00046578i,0.00017207-0.00040886i,0.000589-0.00042112i,0.00093844-0.0007259i,0.00071064-0.00034251i,0.00038226+0.0001139i,8.0229e-05+0.00038847i,3.0098e-05+0.00060879i,0.00033918+0.00029668i,0.00040389+0.0002704i,0.00053845+0.00055165i,0.00014566+0.00055903i,-0.00034622+0.00096865i,0.0003112+0.00055569i
-0.0002388-0.0019707i,-0.0007743-0.002474i,0.00010014-0.0013197i,0.00073782-7.5444e-05i,6.5765e-06+0.00037035i,-0.00053487+0.00042418i,9.3743e-05+0.00071242i,0.0011609+0.0011207i,0.001373+0.00049325i,0.00095512-0.00069502i,0.0007077-0.0012313i,0.0013873-0.0011357i,0.0017886-9.2979e-05i,0.00094779+0.00052686i,7.8689e-05+0.00013632i,-0.00019359-0.00045075i,-0.00018333-0.00038425i,-7.221e-05+0.00036571i,-9.7437e-05+5.141e-05i,0.00050398-0.00044971i,0.0013718-0.00024838i,0.00108-8.7579e-05i,0.00057145-0.00088213i
0.0011667+0.00012079i,0.0018702+6.3254e-05i,0.0017906-0.00097885i,6.7696e-05-0.0019122i,-0.00026531-0.0021681i,-0.0003103-0.00035547i,0.00019969+0.0010269i,0.001436+0.0014616i,0.0015757+0.0015733i,0.001461+0.00054319i,0.0013939-0.00087501i,0.00080174-0.0012003i,0.00061566-0.00014033i,0.00023417+0.0003645i,-0.00046932+8.2983e-05i,-0.00079277+0.00058786i,-0.00085967+0.00087977i,-0.000705+0.00018087i,-0.00046188-0.00028316i,0.00052729-0.00019714i,0.0014284-0.00041707i,0.00018313-0.00091947i,-0.00067893-0.00040751i
0.0017648+0.00067004i,0.0010938+0.0013347i,0.0015428+0.00071141i,0.00093681+0.00065265i,-0.00050705+0.0016384i,-0.0015128+0.0015735i,-0.0013159+0.0011976i,-3.18e-06+0.00055702i,0.0011874+0.00014652i,0.00096091-0.00036641i,0.00033877-0.0012274i,0.00069283-0.00086257i,0.001172-0.0010526i,0.0011499-0.0013216i,0.0003386-0.00090545i,-9.5524e-06-0.00052576i,-0.00023662-0.00016603i,-0.00081582+0.00010977i,-6.124e-05-0.00016912i,0.00028842-0.00039537i,-0.00014812-2.345e-05i,0.00026265+0.00023395i,0.00024193-0.00011864i
0.00075208+0.0011324i,0.00048119+0.00051184i,0.00049898+0.00052124i,0.00018544+0.00050507i,0.00015912+0.00035307i,0.00025101-0.00061256i,0.00037848-0.0005454i,0.00064653+0.00038708i,0.00043895+0.00036759i,0.0010536-0.00026798i,0.0009132-0.00013862i,0.00029052+0.0004121i,0.00028168+0.00074564i,-3.7895e-05+0.00043099i,-0.00025317+4.8584e-05i,-0.00038732+0.00061986i,-0.00051355+0.00090998i,5.2417e-06+0.00037582i,0.00014239-0.00013995i,0.00011997+0.00030052i,0.00045364+0.00073827i,0.00053168+0.0012231i,0.00013814+0.00053613i
0.0013387+0.0016344i,0.0015752+0.0011649i,0.0022761+0.00072665i,0.0025763+6.1481e-05i,0.0017297+2.2738e-05i,6.1748e-05-0.00028788i,-0.00024546-0.00032039i,0.00063083+0.00091156i,0.00080909+0.0012937i,0.0013311+0.00077386i,0.0023208+0.00010733i,0.0019638+2.1035e-05i,0.0015041-0.00029278i,0.00065433-9.532e-05i,2.196e-05-0.00010168i,0.0001015-0.00080413i,-0.00017497+0.00017583i,-0.00010792+0.00089893i,0.00023369+0.00071499i,0.00010882+0.00087938i,-0.00022937+0.00062624i,-0.00025464+0.0003918i,-2.9885e-05-0.00012219i
0.0026653-0.0015195i,0.0025373-0.0013179i,0.0015152-0.0015137i,0.00043925-0.00068987i,0.00058475-5.4017e-05i,0.00026968-0.00024263i,-0.00037965+0.00033833i,0.0002814+0.00070562i,0.001464+0.00051639i,0.0015841+6.2164e-05i,0.0009289-0.0008263i,0.0010405-0.0013035i,0.0018099-0.00077249i,0.0012156-0.0002263i,-0.00027037+0.00016004i,-0.00012995+0.00061319i,0.00060624+6.6708e-05i,7.3968e-05-0.0007136i,-0.00064678-0.00033933i,-5.5285e-05+0.00033205i,-2.9021e-05-0.00023921i,0.00015888-0.00081394i,0.00069926+1.3486e-05i
-0.00041353+0.002642i,-0.0011746+0.0020505i,-0.00077443+0.0017743i,-0.00043844+0.002004i,-0.00030714+0.0014516i,2.5675e-05+0.00032469i,0.00051023+5.2287e-05i,0.00019493+0.00045378i,0.00067598+0.0003746i,0.0011929-0.00020862i,0.00075849-0.00059354i,0.0010439-0.00035921i,0.0012586-0.00048623i,0.0011802-0.00075461i,0.00062479-0.00068001i,-0.00029669-0.00037943i,-0.00039653-0.00068658i,0.0001665-0.0012721i,-0.00010289-0.00026539i,-4.7283e-05+0.000684i,0.00042823-0.00020144i,0.00041035-0.00055394i,0.00026719-0.00018955i
4.9254e-05-0.0016298i,7.308e-07-0.0012707i,0.00052563-0.00061246i,0.00078719-0.00030501i,-0.00059312-0.00018954i,-0.001856+0.00079641i,-0.0023029+0.0015159i,-0.0011659+0.00084615i,0.00085146-3.2424e-05i,0.0013832-0.00076665i,0.0013465-0.0013037i,0.0010076-0.00034964i,0.00034461+3.8981e-05i,0.00010498-0.0010451i,-0.00014142-0.0008729i,-0.00018597+0.00013552i,-0.00014935+0.00026921i,-0.00037313-0.00013314i,-0.00095145+0.00010041i,-0.0010545+0.00027027i,-0.0003236+0.0008202i,1.5753e-05+0.00092681i,0.00032815-1.5893e-05i
0.00054315-4.3185e-05i,0.001944+0.00037999i,0.0025105-0.001497i,0.0013265-0.0024014i,0.00048211-0.0010146i,-0.00051848+0.00094168i,-0.00053966+0.0012186i,-5.2721e-05+0.0012737i,0.0005616+0.0011169i,0.00074706+0.00028766i,0.00048189-0.00029175i,0.00088295-0.0017266i,0.0012743-0.0027107i,0.00071493-0.0018399i,0.00075888-0.0010652i,0.0013906-0.00017568i,0.0011044+0.0007058i,-0.00017769+0.00035609i,-0.00023358-0.00011132i,0.00012236+0.00031785i,-8.9071e-05+8.8948e-05i,-0.0004211-0.00051793i,-5.3184e-05-0.00056166i
-0.00054696-5.0557e-05i,0.00030377-0.00092664i,0.0018004-0.0002568i,0.0023577+0.00023347i,0.001854-8.9738e-05i,0.00073292-0.00072137i,0.00018101+9.7901e-05i,0.0012819+0.0009107i,0.0020053+0.00022061i,0.0025063-0.00047917i,0.0020433-3.7534e-05i,0.00095711-9.273e-05i,0.00062735-0.00051314i,0.00071614-0.00016427i,0.00075402+7.5776e-05i,0.00015238-0.00043219i,-0.00059313-0.00080588i,-0.00087049-0.00023993i,-0.00068921+4.4162e-05i,-0.00033542-7.8442e-05i,-0.00012158+0.00051477i,1.2269e-05+0.00070778i,-6.4219e-05+0.00041444i
-0.00048076+0.00048127i,-9.0486e-06-0.0004532i,0.0009534-0.00011139i,0.0012398+0.001092i,0.00090795+0.00073355i,0.00017931+0.00014515i,-0.00025147+0.00078715i,-0.00044172+0.0016048i,0.0001017+0.00082027i,0.00055278+0.0002503i,0.00059985+0.0003861i,0.00091112+0.00058194i,0.00089226+0.00080338i,0.00099228+0.00095786i,0.00052378+0.00065587i,8.2822e-05+0.0002861i,0.00094688+0.00012807i,0.00098497+0.00011799i,0.0001164+0.00031076i,-0.00020533+0.0004873i,-0.00011018+0.00051746i,0.00013091+0.00064718i,-0.00023478+0.00025023i
-0.00048871-0.00077083i,-0.00035237-0.00057545i,0.00061925-0.0010507i,1.4159e-05-0.0011254i,-0.00066889-0.00048802i,-0.00080559+2.0863e-05i,-0.00015188+0.00034224i,0.00092104+0.00049648i,0.0016182+0.0010027i,0.00069021+0.0012989i,0.00028771+0.00019824i,0.00034853-0.00057073i,-0.00030582-0.00034116i,-0.00039509-0.00036798i,-0.00037377-0.00027641i,-0.00089539-0.00022732i,-0.00066984-0.0002688i,0.00032064-8.5088e-05i,-7.8404e-06+0.00086555i,-0.000767+0.0010402i,-3.3941e-05+0.00019865i,0.00040789-0.00051608i,0.00014982-0.0003489i
-0.0021096-0.00099658i,-0.0028536-0.00034586i,-0.001346-0.00047254i,-0.00067898+0.00043735i,-0.00086834+0.00081773i,-0.0011969+0.0010374i,-0.0018186+0.0011092i,-0.0014847+0.0010442i,0.00015426+0.00058118i,0.0015575-5.3147e-05i,0.0012587-0.00029412i,0.00041786-0.00025672i,0.0002324-0.00060523i,0.0001633-0.00089944i,0.0002802-0.0004782i,-0.000241-6.9758e-05i,-0.00080889-0.00030753i,-0.00056709-0.00067318i,2.2177e-05-0.0008309i,-0.00023442-0.00020592i,-0.00041801+0.0009611i,0.00013517+0.00067812i,0.00040237-0.00019463i
0.00085467-0.0013502i,0.00023981-0.0023575i,-0.00034791-0.0027898i,-0.00048713-0.0024053i,-0.00079974-0.001446i,-0.0011521-7.47e-05i,-0.00026084+0.00059043i,0.00041281+0.00092992i,-0.00029661+0.00049336i,0.00031356-0.0009234i,0.00031893-0.0016835i,-5.4502e-05-0.0012367i,0.00065608-0.0010275i,0.00055509-0.00067681i,-1.6666e-06+0.00015646i,0.0001219+0.00013984i,-0.00025201+0.00012346i,-0.00023263+0.00054684i,0.00035337+0.00044897i,6.4138e-05+0.00083379i,-0.00045642+0.00073637i,1.7516e-05-3.5565e-05i,0.00055523-0.00046142i
