-0.0023526-0.00034587i,-0.0023543-2.8613e-05i,-0.0023316+0.00091185i,-0.0016678+0.00024174i,-0.0012784+0.00028846i,-0.0019696+0.0019826i,-0.0011883+0.0024676i,0.00053239+0.0022262i,0.00073099+0.0008054i,0.00074537-0.0010951i,0.00093811-0.0015233i,-7.7388e-06-0.00094553i,-0.00060719-0.00049054i,-0.00018624-0.00028741i,0.00019934-3.2738e-05i,0.000287-0.00039035i,-3.2552e-05-0.00057297i,-0.00026766-0.00020329i,-0.00061023-0.00051946i,-0.0011929-0.00076259i,-0.00054788-0.00074507i,0.00022498-0.00062048i,-0.00027105-0.00037561i
0.19058-0.025312i,0.18183-0.043645i,0.12242+0.014739i,0.058349+0.07612i,-0.00065129+0.089196i,-0.027259+0.10347i,0.0047623+0.099024i,0.029099+0.046448i,0.0044772+0.0048719i,-0.014622+0.00057152i,-0.0057629-0.0038254i,0.00056393-0.012878i,-0.0046736-0.009431i,-0.0087677-0.0013174i,-0.0069133+0.00082369i,-0.0032361+0.00013824i,-0.00053211+0.00048495i,0.0010066+0.00039476i,0.0024576-0.0012375i,0.0025043-0.0021351i,-0.00109-0.003041i,-0.0064718-0.005837i,-0.012446-0.0085094i
0.044736-0.094463i,0.019665-0.038074i,0.040037+0.012428i,0.068235+0.0094754i,0.088415+0.0031701i,0.11922-0.014536i,0.10694-0.061943i,0.047452-0.061266i,0.023268-0.014876i,0.032089-0.0021483i,0.022413-0.013546i,0.0031175-0.013049i,-0.0038053-0.0037752i,-0.0023014+0.0045264i,-0.0019658+0.0061932i,-0.0039381+0.0016714i,-0.0041358-0.0045611i,-0.0054831-0.0057203i,-0.0079647-0.00012416i,-0.0070034+0.0028621i,-0.005677+0.0013571i,-0.0053841+0.0026984i,-0.0020069+0.0078571i
-0.19623-0.039605i,-0.26304+0.036144i,-0.22588+0.067091i,-0.12459+0.036377i,-0.069098-0.011163i,-0.084793-0.034814i,-0.10095-0.010835i,-0.060409+0.014481i,-0.0080752-0.0038026i,-0.003367-0.022202i,-0.014767-0.009875i,-0.010932-0.00022311i,-0.0042501-0.0062163i,0.00089245-0.0138i,0.0049158-0.017333i,0.0050216-0.012725i,0.0032856-0.0053511i,0.0023133-0.0016923i,0.002566-0.001046i,0.0023815-0.00074704i,0.0029951-0.00059973i,0.0068354-0.00083119i,0.011039-0.0013266i
-0.063231+0.032814i,0.039053+0.02346i,0.095888-0.017974i,0.062386-0.032864i,0.021606+0.0025428i,0.0077368+0.055193i,0.015253+0.075908i,0.01345+0.047213i,-0.021859+0.017539i,-0.042359+0.021718i,-0.029133+0.026196i,-0.015485+0.020837i,-0.0079316+0.016178i,-0.0049504+0.0089223i,-0.0067077+0.0050278i,-0.0060168+0.0050041i,-0.0040593+0.0059431i,-0.0017031+0.0061138i,0.0012848+0.0016075i,0.0018753-0.0029689i,-0.00058173-0.0029437i,-0.0040649-0.00096804i,-0.0082203+0.00097279i
0.10849+0.072631i,0.18841-0.024254i,0.16958-0.10285i,0.092005-0.097769i,0.055027-0.081335i,0.061921-0.096924i,0.041035-0.095628i,0.0048005-0.053911i,0.0057937-0.0073116i,0.027629+0.0042712i,0.031961-0.0026368i,0.024735+0.001171i,0.018557+0.0073276i,0.012274+0.0099451i,0.0082261+0.013022i,0.0064551+0.0099005i,0.0047822+0.0027377i,0.00381+0.00088535i,0.0022665+0.0030582i,-0.00041594+0.0052289i,-0.0026227+0.0056613i,-0.0022892+0.0041544i,0.0016282+0.0022658i
0.037018+0.061624i,-0.065977+0.070156i,-0.15113+0.10624i,-0.13744+0.11791i,-0.10807+0.084555i,-0.11194+0.054099i,-0.082187+0.044186i,-0.027899+0.027563i,-0.0030992+0.0010174i,-0.0029538-0.0082745i,0.0030729-0.0043953i,0.010649-0.011583i,0.0031829-0.018865i,-0.0041038-0.01498i,-0.0016092-0.013353i,0.00047635-0.012242i,0.0012547-0.0079187i,0.0010475-0.0065998i,-1.9184e-05-0.0050279i,0.001436-0.0017895i,0.0045663-0.0022915i,0.0060174-0.0073659i,0.0056662-0.012209i
-0.012696-0.099864i,-0.09038-0.058365i,-0.089472+0.023832i,-0.036569+0.059975i,-0.00026764+0.080361i,0.040576+0.10507i,0.073019+0.078172i,0.051607+0.029489i,0.013491+0.025112i,0.0019042+0.030366i,-0.0055133+0.011585i,-0.016327-0.0048762i,-0.01492-0.0056534i,-0.0074349-0.0031734i,-0.0057793-0.0017694i,-0.0064271+0.0002579i,-0.0044796+0.0028342i,-0.0050674+0.0025279i,-0.0075912-0.0014206i,-0.0065488-0.0043684i,-0.0056282-0.0035379i,-0.0077014+0.0019003i,-0.0096104+0.008908i
-0.018717-0.11613i,0.025765-0.12639i,0.079815-0.13471i,0.090208-0.12243i,0.086789-0.11378i,0.063022-0.12812i,0.0049566-0.11026i,-0.014159-0.048153i,0.016777-0.022693i,0.025764-0.03519i,0.0060509-0.026952i,-0.007458-0.002964i,-0.0047333+0.009263i,0.0038792+0.0092483i,0.0076963+0.0059066i,0.0047439+0.00079588i,0.0016698-0.0052327i,0.00093947-0.0044138i,0.0025419+0.00021411i,0.0036944+0.0017077i,0.0012771+0.0032374i,0.0010977+0.0059022i,0.0053277+0.0080337i
-0.036853+0.10322i,0.025836+0.16152i,0.067414+0.11746i,0.050313+0.03573i,0.0013465+0.0050568i,-0.050272+0.013568i,-0.066925+0.033402i,-0.045251+0.022917i,-0.037429-0.0079961i,-0.04121-0.004717i,-0.022154+0.017491i,0.0010094+0.023107i,0.0068+0.017647i,0.0030614+0.0081856i,-0.0014973+3.2924e-05i,-0.0036093-0.00087961i,-0.0040361+0.0025652i,-0.0017317+0.0038764i,0.0012082+0.0027606i,0.0013371+0.0024421i,0.0023865-0.0003783i,0.003978-0.0068495i,0.0033881-0.013557i
-0.0079554+0.089333i,0.020461+0.068103i,0.0055919+0.055876i,-0.027164+0.06431i,-0.031704+0.059204i,0.0073642+0.057537i,0.049878+0.040306i,0.041204+0.014416i,0.0076311+0.02014i,0.0011824+0.030512i,0.0085321+0.016506i,0.01165-0.0001344i,0.0088921-0.0096346i,-0.00078055-0.0087899i,-0.0041989+0.0018902i,0.0015005+0.008906i,0.0064482+0.010902i,0.0057802+0.0092033i,0.00033609+0.0056029i,-0.00519+0.0032168i,-0.0068315+0.0026155i,-0.0055194+0.0026981i,-0.005145+0.0024586i
0.024342-0.091606i,-0.04315-0.18929i,-0.10922-0.19164i,-0.10423-0.11761i,-0.059207-0.069231i,-0.034279-0.068297i,-0.021105-0.057889i,-0.0040304-0.032514i,0.013096-0.018155i,0.019439-0.022374i,0.011813-0.027314i,0.0020053-0.023548i,-0.0041243-0.014954i,-0.0025677-0.0056223i,0.0038861-0.0042814i,0.0052086-0.010606i,0.0029831-0.016013i,0.00061751-0.017707i,-0.0012241-0.014694i,-0.00057948-0.0079885i,0.00074387-0.0012131i,0.001626+0.0037382i,0.0025642+0.0072181i
0.052003-0.011825i,-0.00089507+0.025579i,-0.027261+0.066404i,-0.0025712+0.061921i,0.0044179+0.049694i,-0.011683+0.056523i,-0.024956+0.055894i,-0.023872+0.048401i,-0.014501+0.038755i,-0.0056217+0.032012i,0.00271+0.02397i,0.0026894+0.0095445i,0.00032723+0.0029764i,0.003657+0.00033508i,0.0013902-0.0058902i,-0.0062456-0.0068983i,-0.0085013-0.0032018i,-0.007369+9.1925e-05i,-0.003724+0.0022266i,0.002311+0.001812i,0.0048451-0.002276i,0.0021979-0.0056382i,3.5322e-05-0.0051926i
-0.018766+0.042776i,0.041303+0.13612i,0.12011+0.1578i,0.12345+0.11149i,0.095128+0.080542i,0.081136+0.056968i,0.059411+0.023538i,0.029427+0.0059648i,0.020212+0.0037318i,0.015935-0.0036721i,-0.0027804-0.00571i,-0.014016+0.0023553i,-0.012182+0.0029051i,-0.010789+0.00094564i,-0.0075565+0.007027i,0.00072347+0.012771i,0.0065949+0.014438i,0.0075395+0.015402i,0.007202+0.012861i,0.0044855+0.0070299i,0.00065663+0.0039401i,-0.0007099+0.0045127i,-0.0018585+0.0038466i
-0.087771-0.059021i,-0.075284-0.098338i,-0.025389-0.11862i,0.012279-0.11346i,0.0081747-0.11751i,-0.012539-0.12015i,-0.02557-0.092512i,-0.016466-0.062113i,-0.01208-0.058564i,-0.021761-0.051987i,-0.020268-0.024979i,-0.010455+0.0027121i,-0.0043159+0.016567i,0.00070702+0.016497i,0.0037003+0.0095361i,0.0013238-0.00020477i,-0.0045482-0.0087659i,-0.0067141-0.010676i,-0.0066207-0.0092634i,-0.0088564-0.0071973i,-0.0070562-0.0032566i,-0.00039981-0.0009627i,0.0063513-8.4304e-05i
0.025561+0.020806i,0.031494-0.012299i,-0.038869-0.035727i,-0.10172-0.028408i,-0.096247-0.022478i,-0.081881-0.0020799i,-0.05257+0.035937i,-0.017144+0.040288i,-0.0079293+0.032039i,0.0018489+0.037846i,0.022848+0.028836i,0.032671+0.0072738i,0.028718-0.0058219i,0.017179-0.012883i,0.0037011-0.012126i,-0.0036758-0.0031648i,-0.0025321+0.0040927i,0.00021896+0.0033345i,0.00028919+0.0005694i,0.0007466-0.00056585i,0.00091557-0.0036362i,-0.00024356-0.0067931i,-5.3413e-05-0.0084576i
0.073791+0.075522i,0.063859+0.074674i,0.038227+0.060574i,0.013571+0.068316i,-0.00021539+0.11285i,0.031761+0.12547i,0.058935+0.072576i,0.039686+0.030137i,0.017251+0.025581i,0.0083777+0.020807i,-0.0024441+0.0070883i,-0.0098174-0.010068i,-0.016544-0.019185i,-0.017782-0.010253i,-0.0049409-0.00052483i,0.0085804+0.00010345i,0.015183-0.00076752i,0.017245-0.0018487i,0.014934-0.0035365i,0.010866-0.0019272i,0.0071851+0.0022927i,0.00079377+0.0055387i,-0.0090903+0.0066152i
-0.059965-0.039367i,-0.11863-0.052259i,-0.1082-0.037766i,-0.039378-0.019356i,0.010537-0.039415i,0.011004-0.063827i,-0.018135-0.063881i,-0.041411-0.041505i,-0.033613-0.017341i,-0.017951-0.011902i,-0.017001-0.0087941i,-0.018137+0.0043199i,-0.0085167+0.017328i,0.0062565+0.018481i,0.0089372+0.0054509i,-0.002717-0.0086648i,-0.01645-0.013634i,-0.023799-0.009679i,-0.021389-0.0022228i,-0.014492+0.0026483i,-0.0088327+0.0044937i,-0.0040608+0.0063974i,0.0013522+0.0094216i
0.0090278-0.07746i,0.025847-0.014477i,0.051966+0.048173i,0.060995+0.037114i,0.030372+0.0026122i,-0.020164-0.012461i,-0.039723+0.007891i,-0.0081416+0.026591i,0.025499+0.0093501i,0.031567-0.009555i,0.027583-0.0086931i,0.021849-0.0013073i,0.016367-0.0026589i,0.005294-0.011331i,-0.0080302-0.006652i,-0.0094028+0.0087482i,-0.0040217+0.016225i,-0.0010841+0.015624i,0.001033+0.01236i,0.0019153+0.0055617i,0.00092323-0.0021229i,0.0034835-0.0077647i,0.0091573-0.013041i
0.069458+0.025266i,0.16077+0.026477i,0.17705+0.023955i,0.12581+0.033426i,0.097075+0.04452i,0.099965+0.046813i,0.092936+0.026108i,0.063583-0.0056987i,0.02309-0.016627i,-0.0061543-0.003266i,-0.01447+0.0071743i,-0.012512+0.0016304i,-0.015659-0.0042029i,-0.017104+0.0024043i,-0.0035949+0.0089182i,0.014225+0.0052928i,0.02392-0.00050333i,0.024451-0.0062192i,0.017721-0.012863i,0.010157-0.014228i,0.0065342-0.0094053i,0.0030267-0.004169i,-0.0037326+1.045e-05i
-0.14527+0.061186i,-0.19709+0.013257i,-0.19804-0.063499i,-0.17262-0.10604i,-0.14216-0.1066i,-0.11071-0.093431i,-0.079783-0.058585i,-0.054979-0.014934i,-0.035649+0.010658i,-0.01925+0.014168i,-0.0073234+0.0082463i,0.00028818+0.0059464i,0.0090327+0.0082009i,0.018338+0.0038701i,0.014915-0.009099i,-0.0028247-0.017031i,-0.016663-0.012369i,-0.019283-0.0054963i,-0.017464+0.0001377i,-0.013391+0.0058704i,-0.0086027+0.0082597i,-0.005553+0.010125i,-0.00064254+0.012244i
-0.036442-0.0045143i,-0.10743-0.022917i,-0.12439-0.0026369i,-0.088728+0.027533i,-0.083999+0.047513i,-0.091185+0.08004i,-0.053722+0.086684i,-0.010252+0.04716i,0.0044056+0.0090182i,0.0092223-0.0049629i,0.011393-0.0086742i,0.012488-0.011563i,0.0091499-0.016588i,-0.003766-0.016725i,-0.012614-0.0062645i,-0.0077406+0.0041948i,-0.00052148+0.0053116i,0.0015501+0.0063919i,0.0041288+0.010283i,0.0055551+0.0080637i,0.0014503-3.7659e-05i,-0.0021968-0.0092767i,-0.0028633-0.016927i
0.21834-0.020814i,0.29161+0.001383i,0.26643+0.022929i,0.19786+0.056422i,0.18804+0.086774i,0.19723+0.057063i,0.13962-0.0095526i,0.050642-0.027041i,0.0057635-0.0026423i,-0.001574+0.013718i,-0.0047872+0.015998i,-0.014513+0.010835i,-0.02319+0.01047i,-0.016816+0.016359i,-0.00069829+0.016083i,0.012137+0.0053751i,0.015355-0.0051342i,0.009877-0.011207i,0.0020559-0.014356i,-0.0020363-0.013136i,-0.00048746-0.0094936i,-9.6904e-05-0.0048143i,-0.0049704+0.0022657i
-0.0078711-0.0050636i,-0.014611+0.04422i,-0.0061188+0.063217i,0.0038462+0.026411i,-0.013217-0.040384i,-0.042864-0.090372i,-0.060132-0.072145i,-0.040071-0.019276i,-0.0021579+0.0029527i,0.011757-0.0053482i,0.0036629-0.0092558i,0.0016436+0.002639i,0.012851+0.0087157i,0.019032-0.0016458i,0.0080131-0.010288i,-0.010413-0.0042993i,-0.020308+0.0062346i,-0.017864+0.01102i,-0.011021+0.0095879i,-0.005556+0.0067788i,-0.00082814+0.0090757i,0.005649+0.016422i,0.014251+0.018858i
-0.22302-0.040059i,-0.25506-0.029965i,-0.20951-0.0014503i,-0.13348-0.0087371i,-0.098539-0.02792i,-0.099138+0.010722i,-0.058236+0.056759i,-0.0015234+0.03547i,0.0036713-0.011141i,-0.012024-0.019233i,-0.001681-0.0083444i,0.015029-0.0077475i,0.012237-0.011842i,-0.0022908-0.0095035i,-0.007166-0.00024848i,0.00039014+0.0060536i,0.0073879+0.0067178i,0.010859+0.0047483i,0.011853+0.001986i,0.0078931-9.7668e-05i,0.0013007-0.0034612i,-0.0040012-0.011004i,-0.007331-0.018273i
0.024959-0.042018i,0.058234-0.12103i,0.055155-0.15184i,0.028152-0.099903i,0.036244-0.025843i,0.06468-0.0014495i,0.054496-0.0084366i,0.016581-0.0029471i,-0.0019567+0.022494i,0.0036592+0.036107i,0.0039589+0.023437i,-0.0080971+0.0046919i,-0.017429+0.00071843i,-0.010728+0.0081461i,0.0058985+0.0033628i,0.014913-0.011641i,0.013951-0.018352i,0.007604-0.016781i,-0.0010819-0.010603i,-0.0046149-0.0031351i,-0.0032125-0.001537i,-0.0058065-0.0040494i,-0.011575-0.0012102i
0.11805+0.14908i,0.11883+0.12451i,0.083354+0.059994i,0.02798+0.036706i,-0.028462+0.046602i,-0.050417+0.041208i,-0.044072+0.019597i,-0.025784+0.0148i,-0.00046653+0.00717i,0.0063139-0.014859i,-0.0082113-0.018156i,-0.013137-0.0020739i,-0.00036076+0.0038119i,0.0058251-0.006677i,-0.0045361-0.011009i,-0.014531-0.0019837i,-0.014343+0.0050664i,-0.011574+0.006665i,-0.0093426+0.0073217i,-0.0048069+0.0060622i,0.0015982+0.0077903i,0.01146+0.013726i,0.020703+0.012874i
0.00063704+0.095356i,-0.026071+0.21126i,-0.010854+0.23806i,0.020858+0.15i,0.028492+0.069447i,0.026829+0.051211i,0.032844+0.033918i,0.015316-0.0077717i,-0.019424-0.021927i,-0.026718-0.0024236i,-0.003132+0.0096019i,0.017464+0.0045874i,0.015909-0.0018685i,0.0034903+0.0016149i,-0.0037282+0.010431i,-0.0031173+0.012817i,-0.0025761+0.0077345i,-0.0016979+0.0022929i,0.0030222-0.0029486i,0.0039919-0.0067195i,-0.00040197-0.0068333i,-0.0050737-0.0089836i,-0.0072508-0.011783i
0.036206-0.26788i,0.033668-0.28711i,0.012661-0.1756i,0.032224-0.056706i,0.086571-0.035134i,0.098122-0.068204i,0.05993-0.063646i,0.035296-0.018449i,0.037472+0.011225i,0.035088+0.013501i,0.019112+0.0065607i,-0.0012774+0.0022413i,-0.012013+0.0055259i,-0.0073925+0.0079097i,0.0044453+0.0013629i,0.0089217-0.007091i,0.0069263-0.0073512i,0.0056566-0.0027815i,0.0036-0.00082064i,0.0023456-0.0010898i,0.00028891-0.0034988i,-0.0068777-0.0039812i,-0.013037+0.003878i
-0.090261-0.10809i,-0.089843-0.1985i,-0.095025-0.22984i,-0.10253-0.16791i,-0.092862-0.10014i,-0.092854-0.06213i,-0.084249-0.021525i,-0.039573+0.0051244i,-0.002479-0.0058978i,-0.0071076-0.022267i,-0.021782-0.01571i,-0.019064-0.0031894i,-0.0086836-4.7146e-05i,-0.0037585-0.0027612i,-0.0048916-0.0050189i,-0.0052743-0.0037973i,-0.00051394-0.0013046i,0.0025357+1.513e-05i,0.00039621+0.0011481i,-0.0021645+0.0038807i,0.0016661+0.0061037i,0.013789+0.0060399i,0.021902+0.0018474i
-0.11507+0.31897i,-0.095698+0.38577i,-0.025393+0.27043i,-0.028201+0.091432i,-0.11009+0.027254i,-0.12662+0.058472i,-0.074748+0.063946i,-0.051642+0.034575i,-0.053265+0.026501i,-0.028201+0.03087i,0.0083823+0.015653i,0.025584-0.007722i,0.024042-0.017319i,0.014316-0.012387i,0.0062881-0.0027822i,0.0026345+0.0013583i,-0.0019689-0.00013039i,-0.0071715-0.0034105i,-0.0087404-0.00391i,-0.0074839-0.00085861i,-0.0076578+0.0012654i,-0.0084363-0.0027379i,-0.0062332-0.01073i
0.12262+0.055905i,0.15731+0.075288i,0.15832+0.11155i,0.15523+0.13496i,0.15715+0.12378i,0.14436+0.086251i,0.10995+0.03198i,0.066821-0.0029183i,0.039369-0.0079671i,0.026598-0.0050636i,0.0084509+0.00035037i,-0.010282+0.0090499i,-0.017583+0.013138i,-0.013821+0.011237i,-0.0044977+0.0060224i,0.0020781+0.0013187i,0.0043407-2.6966e-05i,0.0043798+0.0021528i,0.0056764+0.0031266i,0.0082441-0.0023017i,0.0039044-0.0069713i,-0.0056354-0.000912i,-0.010956+0.011265i
0.1187-0.23418i,0.040572-0.29062i,-0.062388-0.20012i,-0.054626-0.059789i,0.029788-0.015243i,0.059926-0.043075i,0.035302-0.043555i,0.019256-0.026581i,0.010712-0.023168i,-0.0088364-0.018078i,-0.021503+0.0012327i,-0.015875+0.018076i,-0.0047167+0.020051i,0.0014716+0.012829i,0.0012434+0.004715i,-0.0017055-0.00053148i,-0.0032609-0.0026405i,-0.0014927-0.0033283i,0.00027545-0.0043919i,0.00033738-0.0033972i,0.0047949+0.00027616i,0.013336+0.001795i,0.017234+0.0017744i
-0.017202-0.00029931i,-0.028029+0.033197i,-0.046477+0.011022i,-0.083529-0.047543i,-0.12158-0.063732i,-0.12332-0.036575i,-0.089993+0.0035168i,-0.048525+0.034481i,-0.016213+0.039839i,0.0095665+0.023288i,0.026417-0.0073718i,0.026745-0.031642i,0.019498-0.034544i,0.011924-0.02636i,0.0047652-0.015567i,-0.0011865-0.0064525i,-0.0061446-0.0015634i,-0.0081831+0.0015698i,-0.0078891+0.0041517i,-0.007314+0.0069792i,-0.0058323+0.0071526i,-0.0053906-0.00056852i,-0.0065238-0.011305i
-0.16515-0.0018081i,-0.075634-0.0031534i,0.070218-0.036288i,0.11519-0.080098i,0.082646-0.088012i,0.049738-0.059084i,0.024507-0.0384i,0.0065037-0.029885i,0.0026483-0.023283i,-0.0016438-0.01657i,-0.008935-0.0044423i,-0.011909+0.0048106i,-0.016779+0.0079899i,-0.018211+0.01172i,-0.0089461+0.011514i,0.0050641+0.0064109i,0.014814+0.0035552i,0.016322+0.0015081i,0.012283-0.0014223i,0.0052859-0.003997i,-0.0035984-0.0048596i,-0.0098104+0.00073011i,-0.0094328+0.0076413i
-0.12836+0.071022i,-0.19346+0.060014i,-0.16471+0.049369i,-0.088389+0.060025i,-0.063757+0.055744i,-0.064604+0.03479i,-0.044545+0.01622i,-0.025108+0.0014088i,-0.023032-0.0023204i,-0.024485+0.0076104i,-0.021939+0.022071i,-0.014133+0.029195i,-0.002883+0.025436i,0.0060577+0.016298i,0.0058493+0.0044471i,0.0007861-0.0046827i,-0.0020049-0.0087702i,-0.0049841-0.0099866i,-0.0061894-0.0073097i,-0.0023589-0.0021152i,0.0053992+0.00061157i,0.012013+0.0010316i,0.01423+0.0021183i
0.30963+0.19356i,0.32135+0.24155i,0.15472+0.21742i,-0.006119+0.18418i,-0.054822+0.18114i,-0.035192+0.17546i,0.0052154+0.13438i,0.023101+0.074909i,0.016903+0.035831i,0.018226+0.013246i,0.020229-0.0098198i,0.015856-0.023351i,0.013108-0.025921i,0.0043907-0.023881i,-0.0079365-0.01241i,-0.013793-0.00074348i,-0.01645+0.0038617i,-0.016528+0.007466i,-0.010687+0.0095658i,-0.0020221+0.0063665i,0.0022667+0.0027547i,0.00041586-0.0015555i,-0.0052092-0.0088235i
0.13594-0.22356i,0.1808-0.29642i,0.14837-0.25026i,0.11411-0.14991i,0.15507-0.099969i,0.17111-0.10652i,0.10357-0.092754i,0.038-0.048836i,0.011946-0.01856i,0.0032685-0.0053633i,0.0055892+0.0010244i,0.0060482+0.0022312i,-0.0023282+0.007849i,-0.0033978+0.016471i,0.0074998+0.015271i,0.015953+0.0075725i,0.017088+0.0034777i,0.017774+0.0014501i,0.01616-0.0032768i,0.0067856-0.0078437i,-0.0058747-0.0071244i,-0.012819-0.0024714i,-0.011333+0.0041154i
-0.38243-0.18348i,-0.50436-0.19382i,-0.36268-0.12931i,-0.12557-0.091838i,-0.031814-0.11064i,-0.045081-0.11471i,-0.056325-0.080052i,-0.036131-0.03107i,-0.001596-0.0064006i,0.0067415-0.007363i,-0.0083365-0.001286i,-0.013974+0.010738i,-0.0044805+0.010984i,0.00495+0.001345i,0.0045686-0.0098126i,-0.00020471-0.013235i,-0.00059689-0.0092135i,-0.00044376-0.0055183i,-0.0036061-0.0022911i,-0.0036204+0.00046648i,0.0017762+0.00185i,0.008072+0.0028806i,0.013331+0.0034175i
0.013878+0.20771i,0.077264+0.31873i,0.10678+0.27673i,0.031773+0.12414i,-0.091287+0.043987i,-0.13278+0.065347i,-0.07811+0.072924i,-0.029277+0.036237i,-0.01882+0.0070477i,-0.014887-0.0032353i,-0.0071571-0.0083795i,-0.00051249-0.01539i,-0.002544-0.024553i,-0.012465-0.022419i,-0.017995-0.0065382i,-0.015896+0.006333i,-0.012971+0.0080547i,-0.011398+0.0063879i,-0.0092965+0.0071075i,-0.0055262+0.0070377i,-0.00081478+0.0040455i,0.0013592-0.0020533i,-0.0014206-0.0091816i
0.19652+0.12538i,0.2862+0.061564i,0.23009-0.016389i,0.092512-0.0059738i,0.02539+0.035938i,0.016535+0.038023i,0.0089549+0.029658i,0.0033618+0.023096i,-0.0079248+0.017136i,-0.007058+0.023011i,0.010017+0.018976i,0.014927+0.0063968i,0.0064727+0.0083307i,0.003843+0.01651i,0.011605+0.013804i,0.018965+0.0042193i,0.017764-0.0021227i,0.012619-0.0060283i,0.0077973-0.008612i,0.0024242-0.0072932i,-0.0051927-0.0034122i,-0.011284+0.00070553i,-0.012492+0.0055571i
-0.060909-0.0086361i,-0.16995-0.030919i,-0.21653-0.026409i,-0.12223+0.030732i,0.019208+0.069708i,0.090184+0.046971i,0.077697+0.0067817i,0.044546-0.01172i,0.026479-0.017073i,0.0088801-0.017109i,-0.0091529-0.0018881i,-0.015045+0.020564i,-0.0060266+0.029773i,0.0052059+0.017963i,0.0026289-0.00084833i,-0.005281-0.010822i,-0.0058281-0.011078i,-0.0016738-0.0068437i,0.0029139-0.003427i,0.0070671-0.0042921i,0.0098074-0.0034058i,0.011623+0.0019831i,0.013589+0.0059609i
0.11402-0.26693i,0.11615-0.25027i,0.062463-0.1341i,-0.0037002-0.060267i,-0.044422-0.0402i,-0.047879-0.025306i,-0.03191-0.015754i,-0.028557-0.0042942i,-0.02409+0.013293i,-0.0085736+0.012425i,0.0018133-0.0038107i,0.0084159-0.017095i,0.011951-0.023513i,0.0060755-0.016429i,-0.0011679-0.0019366i,-0.0082494+0.0048817i,-0.016494+0.0056562i,-0.016332+0.0084092i,-0.0088129+0.0099493i,-0.0037503+0.0068789i,-0.00066183+0.002431i,0.0017902-0.0038583i,0.0016372-0.0097619i
-0.13875-0.092206i,-0.12506-0.13718i,-0.020051-0.11661i,0.064714-0.082055i,0.052289-0.077054i,-0.005342-0.052957i,-0.026228-0.0090674i,-0.0056347+0.016439i,0.017175+0.015847i,0.022651+0.0032347i,0.015289-0.012085i,0.0036926-0.024992i,-0.0065365-0.028713i,-0.0080173-0.020996i,0.0015089-0.012622i,0.012005-0.0068629i,0.015641-0.0021367i,0.010509-0.0021761i,0.0011615-0.0034437i,-0.0049859-0.0016973i,-0.0094109-0.00085265i,-0.012848-0.0020776i,-0.01304-0.0015209i
-0.21579+0.43044i,-0.22044+0.55242i,-0.12398+0.41743i,-0.0188+0.18482i,0.03019+0.037749i,0.03765-0.027524i,0.013987-0.046307i,-0.0049188-0.040733i,-0.0087195-0.037202i,-0.02085-0.01839i,-0.026603+0.023134i,-0.021877+0.049353i,-0.019068+0.045804i,-0.015523+0.02819i,-0.014243+0.012243i,-0.0090278+0.0049549i,0.0012688+0.0017568i,0.0067416-0.0020864i,0.0047268-0.0074494i,0.0026211-0.009866i,0.0035377-0.0072909i,0.0038725-0.00069329i,0.0048688+0.006141i
0.29123-0.081967i,0.3542-0.11837i,0.20768-0.095659i,-0.022974-0.0074025i,-0.14303+0.093389i,-0.13069+0.13011i,-0.071589+0.11012i,-0.0321+0.077612i,-0.018547+0.054124i,-0.00021492+0.036634i,0.021552+0.011983i,0.028729-0.001968i,0.027236+0.0033261i,0.02151+0.006705i,0.013006+0.0057269i,0.0018891+0.0042714i,-0.0093812+0.0029467i,-0.011141+0.0042382i,-0.0044202+0.0060868i,0.00069012+0.0073553i,0.0026871+0.0074595i,0.0044426+0.0051435i,0.0045524-0.0006311i
0.10155-0.30343i,0.028092-0.4346i,-0.048895-0.34842i,-0.013288-0.15108i,0.081599-0.035691i,0.12637+0.011504i,0.12554+0.022911i,0.093893-0.002573i,0.043803-0.022483i,0.011544-0.030528i,-0.0020762-0.042819i,-0.0053515-0.047157i,-0.0044842-0.036853i,-0.0046586-0.018605i,0.0029701-0.0085438i,0.010937-0.011159i,0.0096104-0.010741i,0.0037978-0.0037488i,0.0008774+0.002608i,0.0032033+0.0053101i,0.0021196+0.0030512i,-0.0023574-0.0016338i,-0.0049119-0.0041872i
-0.18388+0.14685i,-0.20545+0.25106i,-0.10932+0.22608i,0.012204+0.069i,0.055093-0.098508i,0.022575-0.19181i,-0.034753-0.1842i,-0.061691-0.10997i,-0.047455-0.041926i,-0.035706-0.00070383i,-0.033732+0.032629i,-0.025897+0.044967i,-0.015072+0.034293i,-0.0040263+0.020564i,-0.00040788+0.0089717i,-0.0014346+0.0011017i,0.0021208-0.0035355i,0.004171-0.0081231i,0.00058741-0.012024i,-0.004039-0.013405i,-0.0047319-0.012726i,-0.0018567-0.0068646i,0.0015884+0.0026954i
-0.14025-0.063238i,-0.1064-0.033014i,-0.029168-0.0054948i,-0.053874+0.012682i,-0.16068+0.071011i,-0.20396+0.13522i,-0.15129+0.14054i,-0.066067+0.11243i,0.0018019+0.077435i,0.032376+0.03898i,0.031143+0.011425i,0.021737+0.0012531i,0.020466-0.0073199i,0.014892-0.019461i,-0.00075756-0.018043i,-0.013242-0.0022504i,-0.017008+0.0092829i,-0.012975+0.010086i,-0.0068078+0.0066554i,-0.0048679+0.0043905i,-0.0024715+0.0060632i,0.0039985+0.0054549i,0.0078282-0.0020296i
