-2.2823e-05+0.0011896i,-0.00054163-8.2322e-05i,-0.0012533-0.0011055i,-0.0010887-0.00076182i,-0.0018472+0.00021418i,-0.0025887+0.00093192i,-0.0022351+0.0012297i,-0.00089119+0.0014429i,0.00065173+0.0012046i,0.001147+0.00042274i,0.0015725-3.5717e-05i,0.00071761-0.00043682i,0.00020578-0.0007123i,0.00019386-0.00033439i,-5.5158e-05-0.00032668i,-7.291e-05-0.000315i,0.00013436-1.516e-05i,0.00053862-0.00068226i,-3.4374e-05-0.00079402i,-0.00029998+1.6077e-05i,-0.0004452-0.00047792i,-0.00079209-0.0011978i,-0.00059361-0.00085433i
0.0024085-0.0016131i,0.0010468-0.0019479i,-6.1001e-05-0.0013697i,-6.9612e-05-0.00053516i,-0.00031651-0.00026286i,-0.00085476+0.00020907i,-0.00032168+0.00061597i,-0.00010153-0.0001073i,-0.00043654-0.00084793i,-0.00079447-0.00074911i,-0.0011988-0.00061478i,-0.00083832+0.0006181i,-0.00052325+0.0010306i,-0.00071328+3.8851e-05i,-0.00077259-0.0005656i,-0.00071583-0.00065678i,-0.00062477-0.00057183i,7.7738e-05-0.00041092i,0.0010123-0.00017818i,0.0015204-0.00040228i,0.0012735-0.00030509i,0.00081394+0.00024982i,0.00043476-0.00044831i
-0.00099274-0.00023847i,-0.0021112-0.00025742i,-0.0022389-0.00073803i,-0.0019231-0.00091657i,-0.0025817+0.00027542i,-0.0027382+0.0018117i,-0.0013543+0.0018337i,8.3492e-05+0.00067937i,0.00050312-0.00078028i,-0.00049076-0.0018787i,-0.00062232-0.0018834i,0.00012498-0.00032027i,0.00037351+2.8164e-05i,0.0004819-0.00082347i,0.00041177-0.00067491i,0.0003295-0.0006075i,0.00063093-0.00022877i,0.00094619+0.00036894i,5.5921e-05-2.0581e-05i,-0.000707-0.00029773i,-0.00044665-0.00023195i,0.00028067-0.0003672i,0.00013252+0.00035147i
-0.00070305-0.0021968i,0.00028597-0.0015595i,0.0017904-0.00097832i,0.0018898-0.0017046i,0.00046112-0.0018425i,-0.001124-0.00127i,-0.00080571-0.00074974i,-0.00018959+0.00046466i,0.00027433+0.0013277i,0.00087935-0.00016446i,0.00042229-0.00062727i,-0.00024442+0.00022679i,-0.00047138+0.00069659i,-0.00098091+0.00053506i,-0.0010306+0.00054828i,0.00013076+0.00053524i,0.00069053+0.0002687i,-0.00020866+0.00085951i,-0.00066299+0.0010028i,-0.00024165+0.00070501i,0.00028873+0.00013855i,2.5572e-05-0.0002989i,-5.4504e-05+3.2442e-06i
0.00022103+0.0010511i,0.00028228+0.00085741i,-0.00014718+0.0014805i,-0.00055461+0.00088488i,-0.00094838+0.00035491i,-0.001745+0.0013818i,-0.0014147+0.0018175i,-0.0012094+0.00085372i,-0.001143+0.00028514i,-0.0010493+0.00031469i,-0.0014817-0.00022307i,-0.0018577-2.1137e-05i,-0.0013944+0.00055524i,-0.00063886+0.00024953i,-0.0005567-0.0005732i,-0.00034519-0.00043016i,7.9501e-05+0.0001669i,8.8753e-05-0.00034002i,-0.00069189-0.00091696i,-0.00074458-0.00015203i,-0.0002431+0.00036655i,0.00055208-0.0001227i,0.00056222-2.0631e-05i
-0.0012073-0.001413i,-0.0012018-0.0011941i,8.3025e-05+0.00025677i,-0.0002283+0.00056795i,-0.0012347-0.00038843i,-0.001064-1.1495e-05i,-0.00046703+0.00043255i,-0.00017199+0.00022031i,0.00010037+0.00030854i,-0.00027824+0.00037522i,7.2476e-05-0.00028555i,0.00012799-0.00035252i,-6.2339e-05+0.0003331i,-9.6696e-05+0.00054468i,-3.3129e-05-0.00075584i,7.9487e-05-0.0017065i,-2.2955e-05-0.00026397i,-0.0008429+0.00020755i,-0.0010137+3.1155e-05i,-0.00035629+0.00074567i,-5.1709e-05+0.00019666i,0.0002561+0.00011139i,0.00038595+0.00059946i
0.00058263-0.0017109i,0.00056448-0.0022625i,0.0010962-0.0019088i,0.0014684-0.00171i,0.00070783-0.0013827i,-0.00020488-0.00022608i,-4.4764e-05+0.0011317i,0.00065708+0.00040659i,0.00037448-0.00064542i,0.00016303-0.00065242i,0.00010133-0.00037779i,0.00028494-0.00080713i,0.0008627-0.001113i,0.0006176-0.00051526i,-0.00018058+8.9874e-05i,-0.00014927-0.00034155i,-0.0001848-0.00019002i,-0.00012788+0.00018526i,-0.00015397-0.00039711i,6.2272e-05-0.0010658i,0.00043574-0.00085567i,0.00069484-0.00076926i,0.0012515-0.00055642i
-0.0018855-0.00022436i,-0.0023307+0.000362i,-0.0023494-0.00051381i,-0.0032987-0.0015497i,-0.0031723-0.0010944i,-0.0018859+0.00065683i,-0.00064304+0.0013839i,6.6229e-05+0.00084363i,-0.00027313+3.7926e-05i,-9.86e-05-0.00090618i,0.0002892-0.00092678i,0.00091663-0.00020567i,0.00066927-0.00043515i,0.00024579-0.00040993i,0.00070674-0.00022066i,0.00073624-0.00048135i,0.00044643-0.00077631i,-0.00036731-0.00012786i,-0.00030572+0.00066533i,-0.00029268+0.0011661i,-0.00047789+0.00098536i,-0.00024606+0.00040707i,-0.00032154-0.0004722i
-0.0015347-0.002638i,-0.0017222-0.0012322i,-0.0011368+5.262e-05i,-0.00051796+0.00091402i,-0.0002689+0.00084844i,0.00031359+0.00079494i,0.0003762+0.0016631i,-1.796e-05+0.00068765i,-0.00015524-0.00095531i,-0.00064385-0.00047484i,-0.00065448+0.00063809i,-0.00056995+6.283e-05i,-0.0009865-5.2089e-05i,-0.0010303+5.2414e-05i,-0.00043457-0.00055004i,0.00041857-0.00013678i,0.00058905+0.00040526i,0.00070909+0.00033438i,0.00046555-8.6861e-05i,0.00037366-0.00073021i,-0.00013268-0.00036222i,-0.0007045-0.00033883i,-0.00054032-0.00070791i
0.0014826-0.0020041i,0.0004124-0.0030987i,-0.00060571-0.0032408i,-0.001973-0.0026461i,-0.0028043-0.00074905i,-0.0026546+0.00090477i,-0.0027623+0.0018173i,-0.0023053+0.001227i,-0.00093092+0.00012444i,-0.00043969-0.00023425i,-0.00053891-0.00066033i,-0.00019881-0.00070171i,0.00069393-0.00061076i,0.00088474-0.0011018i,0.00035714-0.0015778i,-7.4273e-05-0.0013411i,-0.00037419-0.00056191i,4.8232e-06-0.00050634i,0.00084787-0.00053234i,0.00016941-0.00042281i,-0.00075439-0.00019784i,-0.0005661+0.0001347i,-0.0003673-0.00014683i
-0.0041188+0.0015667i,-0.0025237+0.0024722i,-0.00031534+0.0029674i,0.00021485+0.0017341i,-0.00034806-2.2724e-06i,-5.8399e-05-0.0004267i,0.00086152+0.00021179i,0.00092653+2.026e-05i,0.00019846-0.00051244i,-3.3076e-05-0.00045173i,3.645e-06-0.00043579i,5.7466e-05-0.00091951i,-0.00019344-0.0010325i,-0.00027939-0.00049717i,-0.00013977-0.00036726i,-0.00012778-0.000445i,0.00012793-0.0011054i,0.00065459-0.0015208i,0.0001642-0.00026i,-0.00047472+9.5736e-05i,9.8691e-05-0.00015947i,0.00057769+0.0004987i,0.00055995+0.0002738i
0.00071422-0.0028779i,0.00052653-0.0041647i,7.6171e-05-0.002972i,-0.00042161-0.00046513i,-6.8095e-05+0.00083548i,-0.00016887+0.00035562i,-0.00084913+0.00014614i,-0.0010157-8.0174e-05i,-0.00013533-0.00023721i,-9.0832e-05+8.4711e-06i,-0.00085255-0.00014862i,-0.00056352-0.00032056i,-0.00013986-0.00055217i,0.00022464-0.00035405i,0.00024164-3.5656e-05i,-0.00018005-0.00019305i,-0.00044644-0.00048119i,-0.00035321-0.001229i,-0.00054014-0.0011078i,-0.00047278-0.00047798i,0.00046321+0.00035368i,0.00066702+0.00037906i,0.00066497+0.00010193i
-0.00040273-0.0011835i,-0.0019415-0.00057194i,-0.0019641-0.0012423i,-0.0023553-0.0010383i,-0.0030599+2.0572e-05i,-0.0025307+0.00070641i,-0.00077006+0.00062723i,7.1977e-05+0.00022148i,0.00037684+0.00020611i,0.0002632+0.00028543i,-9.4965e-05+0.00033442i,-0.00051773+0.00029334i,-0.0008186+0.00012481i,-0.0010853+0.00023634i,-0.00091847-9.0089e-05i,-0.00062498-0.00025337i,-0.00049215-0.00035902i,0.00027699-0.00040628i,0.00024413-0.00028042i,-0.00026788-0.00085446i,0.00014084-0.00092077i,0.00035151-0.00020989i,0.00036459-0.0003348i
-0.00097797-0.0050112i,-0.0015393-0.0043212i,-0.00086073-0.0011772i,0.00012168+0.0015654i,0.0001802+0.0017319i,-0.00018743+0.00082955i,5.2156e-06+0.00094517i,0.00049598+0.0014327i,0.00029996+0.00056248i,-0.00015422-0.00034811i,-0.00055722+0.00034972i,-0.00041884+0.00059078i,0.00038976+0.00053359i,0.00020301+0.00079387i,6.4758e-05+0.00038902i,7.2178e-05+0.0001351i,3.5318e-05-0.00039063i,-2.9454e-05-6.9373e-05i,-0.00066385+0.00089178i,-0.00029882+0.00053259i,0.00034285+6.1035e-05i,0.00024999+0.00021285i,0.000288-9.7962e-05i
0.0019936+0.00066276i,0.0012863-0.00081798i,0.00019932-0.002175i,-0.00054828-0.0014769i,-0.0004833-0.00061491i,-1.5547e-05-0.00053605i,0.00024287-0.00033527i,0.00024949-0.00084243i,-0.00029357-0.0008741i,-0.0005068+6.3052e-05i,-0.00056541+0.00023453i,-0.00077463-0.00082669i,-0.00022041-0.0010018i,-0.00032116-0.00067106i,-0.00045088-0.0011568i,-0.0002164-0.00094619i,0.00024936-0.00080391i,0.00049653-0.00025771i,-0.00045892+4.1728e-05i,-0.00083019+4.2979e-05i,-0.00057009-0.00027019i,5.9886e-05-0.0004068i,-7.2535e-05-0.00017975i
-0.0046406+0.0026173i,-0.0055931+0.0043892i,-0.0031462+0.0042301i,-0.00097992+0.0017132i,-0.00014753-0.0003275i,-0.00031151+9.0696e-06i,-0.00048759+0.00073144i,-0.00010218+0.00040611i,0.00014759-0.00025559i,5.3658e-06-0.00075564i,-1.6054e-05-0.0010006i,-0.00065171-0.00096986i,-0.0010107-0.00054527i,-0.00042002-0.00038522i,-0.00051943-0.00079186i,-0.0010002-0.00014615i,-0.00051459+0.0002646i,3.1011e-05-0.00028563i,0.00024643-0.00032674i,-0.00023665+0.00059296i,-0.00098661+0.00093748i,-0.00077095+0.00049219i,-0.00079161-3.4888e-06i
0.0044549-0.0057065i,0.0039512-0.006287i,0.0018742-0.0048643i,-0.00070042-0.0035646i,-0.0015588-0.0022873i,-0.0014618-0.00052299i,-0.0012116-1.585e-05i,-2.6027e-05-0.00027774i,0.00073811-0.00079662i,0.00045629-0.0016377i,-6.1039e-05-0.0011707i,-0.0010083-3.4085e-05i,-0.00073881+0.00052335i,-0.00012767+0.00046543i,0.00011279-0.00013856i,-0.00056174-0.00059549i,-0.00098368-0.00094664i,-0.00035191-0.0008832i,-0.00019891-0.00062464i,-0.0002188-0.00047401i,-0.00055073-0.00041645i,-0.00098887-2.952e-05i,-0.0010835+0.00065056i
-0.00023864+0.0031209i,-0.0002419+0.0030564i,-0.0013171+0.0016489i,-0.0013896+0.00012486i,-0.0018259-0.00068818i,-0.0018619-0.00029186i,-0.0009555+0.00078563i,-0.00035176+0.0014295i,-0.00017781+0.0014851i,-0.00018713+0.00036833i,0.0001747-0.00048924i,-4.0955e-05-0.00037214i,-0.0010949-0.00024955i,-0.0012328-0.0002962i,-0.00035875-0.00018814i,0.000631+0.00020252i,0.0009639+0.00063881i,0.00071434+1.0151e-05i,6.9e-05-0.00066383i,-0.00071745-0.00069185i,-0.00099514-0.0004779i,-0.0004753+8.6923e-06i,0.00023722+9.3027e-05i
-0.0015015-0.0016107i,-0.0036924-0.0010292i,-0.0038173-0.00056348i,-0.0019199-0.00021563i,-0.0007955-0.00068904i,-0.00084229-0.00033357i,-0.00035164-0.00010021i,0.00051047-0.00037045i,0.00032266-0.00079009i,-0.00049103-0.00019871i,-0.001201+0.00061936i,-0.001537-0.00013515i,-0.0013831-0.00057123i,-0.00036953-0.00060287i,0.00052018-5.6383e-05i,0.00046149+0.000365i,-3.8211e-05-0.00038307i,-0.0002022+8.0594e-05i,-0.00015842+0.0010646i,-0.00087896+0.00063757i,-0.0011803+0.0006226i,-0.00043854+0.00044256i,0.00053789+0.00029933i
0.0037246-0.0021223i,0.0050779-0.0013547i,0.0046556+0.00018722i,0.0023792-0.00027126i,0.00011663+1.1176e-05i,-0.00069812+0.0013473i,-0.00059902+0.0014358i,0.00018251+0.0010069i,0.00056612+0.00016764i,0.00052536-0.00096362i,0.00046249-0.00096312i,-0.0002564-0.00027025i,-0.00041152+0.0001069i,-0.00023277-0.0001233i,-0.00026279-0.00063975i,-0.00022801-0.0013272i,-0.00066663-0.0010711i,-0.00057596-0.00069867i,-0.00026054-8.5337e-05i,-0.00029385+0.00073889i,-0.00020391+0.00029942i,7.2277e-05-0.00017767i,0.00036469-0.00026866i
-0.0047168+0.00063529i,-0.0063362+0.00072347i,-0.0046455+0.0010271i,-0.0022735+0.0014666i,-0.00085722+0.00096681i,-0.00030942+4.3304e-06i,-0.00032653-0.0011558i,0.00014661-0.0013525i,0.00069839-0.00077937i,0.00071136-3.4031e-05i,0.00048031+0.00098429i,0.00035475+0.00045554i,0.00010217+5.577e-05i,-6.1523e-05-0.00020432i,-8.9066e-06-0.00070386i,0.0001931-0.0007948i,3.6587e-05+0.00024918i,0.00019423+0.00058232i,0.00047053+0.00039581i,0.00041275+0.00044205i,0.00050458+6.6902e-05i,-0.00011566-0.00025295i,-0.00056572-0.00073403i
0.0023645-0.0033691i,0.00204-0.00482i,0.00087291-0.004166i,3.7987e-05-0.0024363i,-0.00063898-0.0010917i,-0.0011272+0.00022818i,-0.00050619+0.0010689i,0.00010758+0.00087614i,-0.0001919-0.00053511i,-0.0012116-0.0012178i,-0.0012212-0.00058762i,-0.00037147-1.7016e-05i,3.122e-05-0.00031422i,-4.9082e-05-0.0008329i,-0.0008463-0.00076753i,-0.0011781-0.00019161i,-0.0016175+0.0003295i,-0.0017411+0.00031053i,-0.00098365-4.6527e-06i,-0.00033651+0.00024591i,0.0003932+0.00038726i,-0.00012298+3.6754e-05i,-0.00070246+9.7838e-05i
-0.00023134+0.0014957i,-0.0012859+0.0030145i,-0.0012554+0.0022744i,-0.00088058+0.00093063i,-0.00089832+0.00074724i,-0.0011566+0.00031268i,-0.00063489+0.00033022i,0.00038554+0.00041447i,0.00063397-0.00013957i,0.00043891-0.00042689i,0.00018181-0.00028907i,-0.00027073-9.5313e-06i,-0.00019086-0.00051877i,0.00041721-0.00095928i,0.0001654-0.00045596i,-0.00016243+0.00058213i,6.2888e-05+0.0011862i,4.2445e-05+0.00089795i,-0.00027338+0.00052341i,-0.00045641+0.00046547i,-0.00045926+0.00039978i,-0.00083277-0.00011313i,-0.0006943-0.00063756i
-0.0049598-0.0012373i,-0.0046353-0.0014788i,-0.0033051+0.00012947i,-0.0013491+0.0013358i,0.00012915+0.00066961i,0.00040364+0.0011431i,0.00015931+0.0012393i,-7.006e-05+0.00026251i,-6.2238e-05+0.00034368i,0.00018983+0.00015722i,-3.2682e-05-8.0571e-05i,-0.00027512-0.00020228i,-0.00025281-0.00042076i,0.00020649-0.00015488i,0.00099771-0.00029941i,0.0010414-0.00075926i,0.00090035-0.0011999i,0.00082925-0.0010277i,0.00016966-0.00049664i,-0.0004941+3.0426e-06i,-0.00014798+0.00036738i,0.00017434+0.00030761i,0.00055006-0.00010437i
0.0036071-0.0018304i,0.0042097-0.0013701i,0.0027404-0.0014085i,0.0004503-0.0017579i,-0.00033312-0.0013639i,-0.00072838-0.00042382i,-0.00089791-0.00037487i,-0.00045835-0.00056958i,-0.00023557-9.6581e-05i,-0.00029231-0.0005642i,-0.00014141-0.0014243i,0.000225-0.0012331i,9.285e-05-0.00082078i,0.00055958-7.6859e-05i,0.00042158-8.1419e-05i,-0.00018538-0.00060093i,3.5061e-05-0.00073412i,-0.00022428-0.00077142i,-0.00054588+0.00010197i,-0.00048766+0.001118i,-0.00032398+0.0015355i,4.2834e-06+0.00089954i,-0.00027494+0.00045177i
-0.002849+0.00084975i,-0.004099+0.0017117i,-0.0035901+0.0010493i,-0.0023328+0.00051763i,-0.0018824+0.0011713i,-0.00098294+0.0015771i,0.00024795+0.0010728i,0.00082129+0.00047896i,0.00086787+0.00018067i,0.0008048+0.00012324i,0.0011762+9.9829e-05i,0.00070525+0.00034057i,-0.00010309+0.00052309i,-0.00022672+0.00011251i,0.00053103-2.1692e-05i,0.00053428+0.00029609i,-8.4296e-05+0.00038053i,-0.00020216+0.00017397i,0.00010794-5.9844e-06i,0.0001354+0.000226i,8.9497e-05+0.00011335i,0.00014406-0.00060369i,0.00014277-0.00054271i
-0.0023711-0.0037043i,-0.0014421-0.0030215i,-0.00054259-0.0014546i,0.00011754-0.0002366i,-0.00012499+0.00029216i,2.0098e-05+0.0010996i,5.926e-05+0.0013378i,-0.00033795+0.00062673i,-0.00061663-0.00037925i,-6.4186e-05-0.00091543i,0.00041507-0.0003567i,5.1988e-05+7.778e-05i,-0.00034396+0.00021292i,-0.00065444-0.00019349i,-0.0005551-0.00067849i,-5.7481e-05-0.00084228i,0.00030297-0.0002741i,0.00037016+0.00031058i,0.00013571+0.0012158i,1.0535e-05+0.0020807i,0.00052879+0.0010091i,0.0012412-0.00048853i,0.0009753-0.0004227i
0.00040712+0.0010666i,-0.00060495+0.0012867i,-0.00071339+0.00018467i,-0.00068263-0.0012248i,-0.0003467-0.0011089i,0.00014417-0.00044422i,-0.0004797+0.00062845i,-0.00081958+0.00084345i,-5.2334e-05+0.00044611i,0.00080318+0.00011459i,0.00077623-0.00017393i,-0.00029208+0.00015585i,-0.00070055-6.4931e-05i,-0.00063759-0.00067429i,-0.00039382-0.0008378i,-6.4995e-05-0.0009709i,-0.00018365-0.0012564i,-0.0003116-0.00075092i,-0.00092239-0.00031788i,-0.0010456-0.00052184i,-0.00020571-0.00045452i,0.00010276-0.0014988i,-9.3549e-05-0.0017779i
-0.00025837-0.0005143i,-0.0021398-0.00052618i,-0.0024265-0.00087872i,-0.00069074-9.5511e-05i,1.7521e-05+0.00040169i,-0.00053347+0.00035925i,-0.00091124+0.00070384i,-0.00057408+0.00067191i,0.0002066-1.6256e-05i,0.0011656-0.00086121i,0.00071056-0.00094603i,-4.6175e-05-0.00079162i,0.00010354-0.00079166i,0.00034656-0.0007786i,0.00065656-0.00078683i,0.0010447-0.00027774i,0.00093187-0.00038003i,0.00011517-0.00037225i,-0.00048962+0.00030978i,-0.00043834+0.00028109i,-0.00059446-0.00012506i,-8.9104e-05+0.00011576i,-4.0503e-05+5.5167e-05i
0.00047999+0.0027445i,0.0013375+0.0034132i,0.0014434+0.002695i,0.00083785+0.0006963i,0.00066612+0.00028259i,0.000785+0.00033451i,0.00064722+0.0002802i,0.00047253+0.00011775i,0.0005549-1.0011e-05i,0.00095334-0.00056907i,0.0011727-0.00034089i,0.00093095+0.00058765i,0.0010717+0.0002881i,0.0011111+6.2593e-05i,0.00059146+0.00037416i,0.00063663-0.00015407i,0.00075475-0.00083794i,8.17e-05-0.00069019i,-0.00086554+0.00025152i,-0.0001941+0.00086022i,0.00015382+0.00054481i,-5.8756e-05-0.00014317i,0.00013008-7.1632e-05i
-0.0025866-0.00042237i,-0.0033585-0.0010587i,-0.00096015-0.0010814i,-5.729e-05-0.00072094i,-0.00070266-0.00053422i,-0.0016779-0.00012976i,-0.0014752+0.00067883i,1.0656e-05+0.0009596i,0.00041257+0.00055946i,8.169e-05-0.00025156i,-0.00066865-0.00054278i,-0.00025338-0.00060109i,0.00099746-0.00023355i,0.00067817-0.0003597i,-0.00024591-0.00084427i,-0.00023041-0.0011311i,0.0001206-0.0013784i,0.00023946-0.0013265i,0.00010992-0.00040099i,-0.00041869+0.00010194i,-0.0001915+0.00019954i,0.00041968+0.00069329i,0.00051739+0.0011292i
0.0019773-0.0015663i,0.0010826-0.0017676i,0.00013836-0.0019662i,9.8751e-05-0.0010062i,0.000481-0.00034804i,-1.9099e-05-6.1953e-05i,-0.00056399+0.00064706i,-0.00045619+0.00067386i,-0.00068689-4.739e-05i,-0.00092039-0.00096913i,-0.00032818-0.00089084i,0.00016971-0.00061326i,-5.8663e-05-0.00023119i,-0.0003815-0.00069271i,-0.00079211-0.0015337i,-0.0014127-0.0013596i,-0.00092864-0.00042843i,-0.00030002-0.00021927i,-0.00070258-0.00063778i,-0.00063497-0.00044414i,-0.00014583-0.0002143i,0.00073003-0.00064938i,0.00073629-0.00044712i
-0.0016039+0.00021541i,-0.001165+0.0018213i,-0.0012823+0.0020516i,-0.0012368+0.0014306i,-0.00097615+0.0013315i,-0.00030545+0.0012711i,-8.4624e-05+0.00086151i,0.0004053+0.00043836i,0.0012804-0.00034708i,0.00091378-0.00096994i,-4.0075e-05-0.00074212i,0.00017218-8.6157e-05i,0.00053594-3.7892e-05i,3.6163e-05-0.00069882i,-6.8648e-05-0.00098316i,-0.00015344-0.00078553i,-0.0011357-0.0008124i,-0.0013114-0.001738i,-0.00078788-0.0014992i,-0.00056761-4.5809e-05i,-0.00034286+0.00076716i,0.0001845+0.00026335i,0.00033042-0.00017923i
-0.0029555-0.0012955i,-0.0034264-0.0018306i,-0.00086612-0.0011639i,0.00072489-0.00035108i,-0.00023924-0.00096956i,-0.00073351-0.00079495i,-0.001214+1.5516e-05i,-0.001324+0.00030213i,-0.00022541-0.00024524i,0.00084344-0.0018618i,0.00098616-0.0018589i,0.00097734-0.00045332i,0.00065455+0.00026616i,-0.00053248+0.00061302i,-0.00079427+0.00065082i,-3.1428e-05+0.0011066i,-0.00024718+0.0014864i,-0.00029966+0.0010797i,-4.387e-05+0.00061382i,-0.00048489+0.00040942i,-0.0002806-0.00011198i,9.8757e-05-0.00046745i,0.00088811-0.00087246i
0.0038524-0.002201i,0.0016574-0.0013234i,-0.00084184-0.0013566i,-0.0019134-0.0013342i,-0.0025723+8.0042e-05i,-0.0023118+0.0010441i,-0.0013644+0.00020656i,-0.00060461-0.00048406i,-0.0004064-0.00063637i,-0.00045963-0.00044252i,-0.0007337+0.00018163i,-0.00068817+0.00062872i,-0.00026409+0.0007211i,-0.00046662+0.00026444i,-0.001388+0.00021484i,-0.0013478+0.00066641i,-0.000432+0.00051427i,0.00011475+0.00016791i,0.00023328-9.8492e-05i,0.00014695-0.00040573i,-0.00020229-0.00042973i,-0.00049658-0.00060151i,-0.00086521-0.00048126i
-0.0002477-0.0003521i,-0.00055264-0.00016937i,-0.0013884-0.00076998i,-0.0012707+0.00037444i,-0.00095865+0.0018321i,-0.0012135+0.0021673i,-0.00071709+0.00086922i,-0.00025268-0.00058177i,-0.00028885-0.00020391i,-0.0005897+0.00076289i,-0.00043014-7.4385e-05i,0.00056274-0.00063133i,0.00010287-3.8131e-05i,-0.00015781+0.0004406i,0.00031688+0.00074246i,0.0004406+0.00062531i,0.00017542+0.00022261i,0.00014259+6.2892e-06i,0.00030207-6.0406e-05i,0.00082168-4.6826e-05i,0.0011347-0.00029784i,0.00095135+5.1203e-05i,0.00085+0.00022823i
-0.0036285-0.00058232i,-0.002818-0.00068792i,0.00011645+0.00061193i,0.0013572+0.0015949i,0.00091545+0.0011202i,0.0005471+5.4013e-05i,-0.0004338-0.00013752i,-0.00054527+0.00014064i,0.00016156+0.00074728i,0.00055352+0.00069534i,0.00056514-0.0006791i,0.00039-0.0012797i,-0.000237-0.00116i,-0.0003549-0.0007884i,0.00035781-0.00037468i,0.00063239-0.0010025i,-3.1525e-05-0.0014716i,-0.00043206-0.0014874i,-0.00015405-0.0014387i,-3.8518e-05-0.0010063i,0.00030804-0.00038552i,0.0001331-0.00028528i,7.6684e-05-7.0184e-05i
-0.00049368-0.0010945i,-0.0011038-0.00016012i,-0.0014789+0.00044632i,-0.0017964+0.0006656i,-0.0012791+0.0011531i,-0.0012119+0.0016507i,-0.00094781+0.0019048i,-0.00010724+0.0013968i,1.5245e-05+0.00068863i,-2.5545e-06+0.00063973i,0.00081015+0.00061569i,0.00079721+0.00020007i,0.00045728-0.00083598i,0.00030754-0.0014088i,-0.00042104-0.00097941i,-0.00080035-0.00068485i,-0.00041193-0.00040299i,0.00022069-5.3472e-05i,0.00057988-0.00025375i,0.00063794+7.6925e-05i,-0.00017047+0.00010099i,-0.00057341-0.00031237i,-7.2897e-06-4.7108e-05i
-0.00014827-0.0019108i,-0.00070543-0.0023081i,-0.0010202-0.0015192i,-0.0007743-7.6398e-05i,-0.00087181-1.3723e-05i,-0.0012611-0.00035038i,-0.00084856+0.00058582i,0.00020065+0.00085588i,-7.3814e-05+0.00032357i,-0.00052943-0.00027897i,-0.00071619-2.9065e-05i,-0.00085338+0.00044803i,-0.0002361+0.0005191i,-9.8514e-05+0.00054113i,-0.00057252-5.4559e-05i,-0.00015725-0.00063967i,0.00010837-0.00032373i,0.00034828-0.0002773i,0.00076247-0.00043267i,0.00016266-0.00081363i,-0.00028085-0.00084739i,-0.0002029-0.00065714i,-0.00042245-0.00094117i
-0.00082124-0.003008i,-0.0010869-0.0019412i,-0.0028471-0.00083649i,-0.0026951+0.00039102i,-0.00098738+0.00168i,0.00056344+0.0015191i,0.0010723+0.00030362i,0.00052091+0.00023015i,0.0004102+0.00090252i,0.0005644+0.0013458i,-0.00023002+0.00089676i,-0.00072608+0.00073433i,-0.00067367+0.0011527i,-0.00044732+0.00033002i,-0.00034544-6.4277e-05i,-0.0005232+0.00085022i,-0.00091199+0.0011782i,-0.0008292+0.0007305i,-0.0007643+0.00074577i,-0.00073797+0.0010155i,-0.00019047+0.00047911i,0.00071581-2.152e-05i,0.0010904-0.00040612i
-0.0025985-0.0012319i,-0.0034379-0.0010478i,-0.0011276-0.00055838i,0.00072249-0.00056507i,0.00013089-0.00039322i,-0.0017886+3.1467e-05i,-0.002007+0.0003729i,-0.00056797+0.00074618i,-0.00022581-8.6575e-05i,-9.5168e-05-0.0013045i,0.00044162-0.0013943i,0.00044895-0.0001592i,0.00033946+0.00051267i,0.00063935+0.00043927i,0.00025384+0.00092161i,-0.00048716+0.0012468i,-0.00012533+0.00071302i,0.00070143-0.00015365i,0.00088825+0.00049461i,-4.2204e-05+0.0010617i,-0.00059176+0.00036661i,-0.00071749+0.00042848i,-0.0013164+0.00062312i
-0.0024801-0.00030879i,-0.0021711-0.00032957i,-0.001649+0.00077102i,-0.00036512+0.0014286i,0.00060632+0.00089271i,0.00063923-0.00041738i,-0.0007476-0.00041569i,-0.0010667+0.00037266i,0.00032877+0.00058021i,0.0012779+0.00016531i,0.0017969-0.00029924i,0.0016713-0.00096916i,0.00092449-0.00079216i,0.00052301+0.00037047i,0.00076534+0.00044212i,0.00087715-0.00064677i,0.0005017-0.0002439i,0.00023824+0.00043421i,-0.00037008-0.00037943i,-0.00097255-0.00085355i,-0.00082458-0.00087255i,-2.2582e-05-0.0011908i,0.00053284+0.00012141i
0.001041+4.9815e-05i,0.00040105+0.00073957i,-0.00016623+0.00013044i,0.00054134-0.00043663i,0.00083629+0.0001813i,0.00072293+0.00060087i,0.000393+0.00068991i,0.00027705-0.00025216i,0.00067851-0.00039927i,0.00053655-0.00027701i,0.00032743-0.00063182i,0.00098712-0.00033838i,0.00082263+0.00034136i,-1.2942e-05+6.1157e-05i,-0.00054745-0.00068164i,-0.00057514-0.00034936i,-0.00066103+0.00028533i,-0.00096081-0.00016608i,-0.0010367-0.00049878i,-0.00054045-0.00027771i,-0.00084426+0.00014553i,-0.0014386+0.00037231i,-0.00057134+0.00022488i
