-2.2823e-05+0.0011896i,-0.00054163-8.2322e-05i,-0.0012533-0.0011055i,-0.0010887-0.00076182i,-0.0018472+0.00021418i,-0.0025887+0.00093192i,-0.0022351+0.0012297i,-0.00089119+0.0014429i,0.00065173+0.0012046i,0.001147+0.00042274i,0.0015725-3.5717e-05i,0.00071761-0.00043682i,0.00020578-0.0007123i,0.00019386-0.00033439i,-5.5158e-05-0.00032668i,-7.291e-05-0.000315i,0.00013436-1.516e-05i,0.00053862-0.00068226i,-3.4374e-05-0.00079402i,-0.00029998+1.6077e-05i,-0.0004452-0.00047792i,-0.00079209-0.0011978i,-0.00059361-0.00085433i
-0.028572+0.20955i,-0.17123+0.16751i,-0.21572+0.089178i,-0.14695-0.027505i,-0.10919-0.091254i,-0.095688-0.059188i,-0.062761-0.027473i,-0.057513-0.025347i,-0.061948-0.0071255i,-0.046644+0.0099903i,-0.036663+0.015524i,-0.030538+0.021356i,-0.020685+0.018717i,-0.014306+0.0050361i,-0.010987-0.0084722i,-0.008387-0.010156i,-0.0026208+0.0014718i,0.006236+0.01239i,0.010398+0.0096571i,0.0071757-0.0013274i,0.0016105-0.011764i,-0.0056527-0.016641i,-0.010766-0.012485i
0.013863+0.25287i,0.19752+0.37421i,0.2827+0.30015i,0.20471+0.13674i,0.088377+0.076695i,0.04114+0.093448i,0.051257+0.080429i,0.070911+0.035725i,0.06738-0.0031449i,0.042068-0.014181i,0.023904-0.0061351i,0.011314-0.00044036i,-0.0041394+0.0072681i,-0.0096632+0.018836i,-0.005155+0.019556i,0.0041019+0.012377i,0.015301+0.0048668i,0.019608-0.00072715i,0.016009-0.00064558i,0.011536+0.0011043i,0.010572+0.0015287i,0.010823+0.0016814i,0.0073741+0.00080569i
0.042281-0.31644i,0.080672-0.43857i,0.057945-0.43769i,-0.061563-0.30304i,-0.10828-0.13671i,-0.060557-0.055454i,-0.058454-0.04235i,-0.088247-0.012099i,-0.069874+0.022262i,-0.022609+0.023728i,0.0042076+0.0079538i,0.012349-0.0023751i,0.016578-0.0066704i,0.012798-0.0098382i,0.0053751-0.0083758i,-0.00044717-0.0085583i,-0.0030965-0.015988i,-0.002089-0.022966i,-0.0028614-0.02007i,-0.0065814-0.0078864i,-0.011753+0.0061708i,-0.010817+0.016866i,0.00050592+0.019009i
0.01841-0.096723i,-0.16513-0.18161i,-0.29618-0.14038i,-0.20663-0.0086559i,-0.038462+0.047734i,0.040868+0.024471i,0.065312+0.019714i,0.076041+0.011241i,0.044504-0.017535i,-0.005368-0.028756i,-0.023302-0.021864i,-0.017483-0.012143i,-0.0052717-0.0013457i,0.0071365+0.0029196i,0.0070262-0.0013689i,-0.0021605-0.0042261i,-0.012353-0.0022172i,-0.019541+0.0028841i,-0.015222+0.0039994i,-0.0052562-0.0029879i,-0.00084764-0.010818i,-0.00013478-0.016341i,-0.00099366-0.017422i
-0.18721+0.39009i,-0.21582+0.51918i,-0.20032+0.45856i,-0.16441+0.27194i,-0.12915+0.10356i,-0.097288+0.014736i,-0.071594-0.023969i,-0.053837-0.026855i,-0.019468-0.0042443i,0.01568+0.0052815i,0.015662+0.0029159i,-0.00012747+0.0016804i,-0.010714-0.008072i,-0.015974-0.01337i,-0.012202-0.0078155i,-0.0053472-0.00098278i,-0.0016381+0.0050452i,-0.0010457+0.005016i,-0.0040923+0.0020344i,-0.003594+0.0042755i,0.0050756+0.0084287i,0.011259+0.0057382i,0.0064937-0.0042962i
0.089606-0.27068i,0.22642-0.16819i,0.31702+0.035164i,0.29431+0.13625i,0.20988+0.10466i,0.11311+0.045637i,0.052122+0.023642i,0.043887+0.021061i,0.03593+0.0082784i,0.010864+0.0053265i,0.0050315+0.0095045i,0.014189+0.0042262i,0.017078+5.4193e-05i,0.011672+0.0013652i,0.0027373+0.007159i,-0.0013642+0.015403i,0.001208+0.018938i,0.0039692+0.019881i,0.0022984+0.018277i,-0.0050035+0.012702i,-0.014943+0.0085817i,-0.021882+0.010184i,-0.020173+0.016606i
0.2165-0.0033935i,0.16471-0.155i,0.081865-0.24457i,0.025631-0.19676i,-0.022878-0.10163i,-0.060367-0.017535i,-0.08079+0.029817i,-0.092021+0.027557i,-0.079782+0.0074072i,-0.047592-0.010055i,-0.026631-0.016884i,-0.023906-0.010473i,-0.028568+0.0011053i,-0.024479+0.0053588i,-0.0099607-0.0056528i,6.8149e-05-0.019307i,0.0039009-0.02255i,0.0053538-0.018901i,0.0059897-0.011353i,0.010315-0.0056289i,0.015487-0.0093333i,0.016703-0.014701i,0.012281-0.012218i
-0.40619+0.199i,-0.39175+0.24976i,-0.19535+0.18913i,0.013658+0.073318i,0.081914+0.0094806i,0.074625+0.017308i,0.10232+0.038623i,0.13037+0.026198i,0.099936+0.0048361i,0.04983+0.0037652i,0.022143+0.0054526i,0.01213+0.00045872i,0.013371-0.0048154i,0.012774-0.0041384i,0.006533+0.0051926i,0.0068736+0.013246i,0.012182+0.013435i,0.01707+0.0096336i,0.018423+0.0053334i,0.014756+0.0051185i,0.011708+0.0099621i,0.012022+0.012301i,0.015442+0.006177i
0.23417-0.21476i,0.2504-0.13749i,0.14822-0.07425i,-0.0035901-0.089863i,-0.071069-0.082435i,-0.032519-0.067223i,-0.022149-0.085109i,-0.067178-0.057392i,-0.066813+0.0042163i,-0.029689+0.019495i,-0.012719+0.0090245i,-0.0088834+0.011125i,-0.0036374+0.017627i,0.0014639+0.014998i,-0.0011473+0.0022877i,-0.012569-0.01046i,-0.020926-0.01542i,-0.022946-0.016286i,-0.020297-0.016315i,-0.01536-0.015899i,-0.017088-0.01549i,-0.021655-0.012244i,-0.020421-0.0080437i
0.1743+0.15252i,0.21302-0.01499i,0.16215-0.14323i,0.087059-0.10678i,0.061002-0.031841i,0.039487-0.0088873i,0.029506-0.0087069i,0.05551-0.029286i,0.056359-0.059276i,0.02256-0.055154i,0.0057305-0.028241i,0.010441-0.018831i,0.0097368-0.026567i,0.006252-0.02523i,0.011533-0.011208i,0.018543-0.0011722i,0.018394+0.00080938i,0.011934-0.00045537i,0.0069968-0.0033438i,0.0066551-0.0052476i,0.0073677-0.0051503i,0.0062635-0.0051873i,-0.00014425-0.0031192i
-0.43495-0.11801i,-0.51948-0.088064i,-0.46206-0.033907i,-0.33392+0.0067746i,-0.21339+0.019128i,-0.14684+0.022367i,-0.13322+0.047769i,-0.11061+0.078757i,-0.056959+0.078084i,-0.013268+0.04955i,-0.0035505+0.023578i,-0.0074526+0.015493i,-0.0051324+0.013794i,-0.0027712+0.0040215i,-0.0071808-0.0048636i,-0.014396-0.0023433i,-0.018095+0.005189i,-0.017687+0.012161i,-0.01736+0.015584i,-0.017278+0.015453i,-0.012678+0.017813i,-0.002656+0.019325i,0.006601+0.013699i
0.28063-0.02553i,0.21628+0.086071i,0.13249+0.19253i,0.12951+0.17707i,0.13074+0.09655i,0.11999+0.047345i,0.1296+0.0057068i,0.10416-0.046008i,0.037461-0.056481i,-0.0010829-0.023624i,0.0044991-0.0049675i,0.0041632-0.012767i,-0.014623-0.014275i,-0.022066-0.0034428i,-0.015738+0.00093326i,-0.0054193-0.0033473i,0.0048725-0.007035i,0.0097008-0.0086963i,0.007457-0.0089875i,0.0021252-0.0083697i,-0.0022621-0.010848i,-0.006757-0.012459i,-0.008215-0.0079442i
0.0061261+0.24714i,0.12382+0.18461i,0.14103+0.0661i,0.026682+0.0074459i,-0.061334+0.00080986i,-0.084802-0.0048049i,-0.095199+0.0042153i,-0.076772+0.033096i,-0.028214+0.035764i,0.00036665+0.0052601i,-0.0035739-0.0073354i,-0.0014501+0.01038i,0.013666+0.021108i,0.017084+0.014783i,0.0091427+0.0088519i,0.0025659+0.0086977i,-0.00098046+0.010592i,-0.0028392+0.013178i,-0.00074499+0.017439i,0.0060401+0.019603i,0.014198+0.013088i,0.017936+0.0021675i,0.012103-0.0076726i
-0.20708-0.30797i,-0.22075-0.28791i,-0.086321-0.17799i,0.070634-0.092805i,0.1074-0.059953i,0.070981-0.040346i,0.050131-0.029894i,0.038603-0.033031i,0.016978-0.029196i,0.0052929-0.014085i,0.0059405-0.014205i,-0.0019067-0.023488i,-0.0092994-0.017861i,-0.0058516-0.004828i,-0.0026199+0.0031934i,-0.0035837+0.0037277i,-0.0030464-0.0019797i,0.0015455-0.0071675i,0.0057481-0.010209i,0.003605-0.0090077i,-0.0029407-0.0011774i,-0.0066073+0.0096338i,-0.002118+0.018344i
0.21937+0.13267i,0.12163+0.13354i,-0.053913+0.10104i,-0.14544+0.08791i,-0.12133+0.10092i,-0.056184+0.10872i,-0.020907+0.10108i,-0.015534+0.085487i,-0.0094176+0.063101i,-0.0070343+0.036539i,-0.0058543+0.025597i,0.0097713+0.020071i,0.02112+0.0011418i,0.019339-0.014048i,0.015486-0.018913i,0.012039-0.018017i,0.0095051-0.01153i,0.0082851-0.005107i,0.010113-0.0018292i,0.011419-0.0036565i,0.0067061-0.01121i,-0.0016192-0.018224i,-0.0075195-0.018598i
-0.13358+0.15293i,0.0098347+0.1733i,0.17092+0.10082i,0.20639-0.01542i,0.14624-0.08339i,0.087963-0.095599i,0.066959-0.10094i,0.053547-0.099949i,0.030634-0.078751i,0.0096083-0.052136i,-0.010827-0.03468i,-0.030422-0.017106i,-0.033229-0.0010911i,-0.024193+0.0066968i,-0.014185+0.012275i,-0.0059889+0.014683i,-0.0032769+0.0074182i,-0.0063995-0.0067773i,-0.011312-0.016374i,-0.011651-0.013022i,-0.0044541-0.0017189i,0.0056312+0.0059872i,0.012523+0.0052096i
0.045058-0.32055i,-0.014133-0.34842i,-0.090124-0.21752i,-0.1167-0.036857i,-0.083436+0.046608i,-0.065788+0.031032i,-0.085478+0.026207i,-0.069217+0.055568i,-0.019451+0.054443i,0.0042843+0.032123i,0.014193+0.024348i,0.02415+0.011703i,0.017041-0.0043622i,0.0015302-0.010421i,-0.007825-0.015745i,-0.011686-0.017982i,-0.011449-0.0087639i,-0.011138+0.0074769i,-0.010006+0.016723i,-0.0088648+0.012505i,-0.013407+0.007118i,-0.018196+0.0079267i,-0.018948+0.010284i
0.045591+0.2174i,0.028604+0.16699i,0.030058+0.022193i,0.047232-0.089546i,0.030034-0.087553i,0.0124-0.019383i,0.031355+0.0057402i,0.026602-0.034514i,-0.018094-0.049021i,-0.038735-0.018587i,-0.029047+0.0022118i,-0.019926+0.012024i,-0.012065+0.02248i,7.1527e-05+0.026799i,0.0099805+0.025481i,0.013653+0.020564i,0.010917+0.013796i,0.0055588+0.0073254i,-0.00086822+0.003248i,-0.0048874+0.0018103i,0.0018595-0.0029072i,0.012367-0.011378i,0.015045-0.015605i
-0.19877-0.011243i,-0.20548+0.078009i,-0.15022+0.16215i,-0.075398+0.15633i,-0.015924+0.087895i,0.01074+0.04268i,0.010409+0.050292i,0.018656+0.06875i,0.040957+0.050715i,0.051689+0.013687i,0.044217-0.013293i,0.028421-0.027755i,0.015806-0.029137i,0.0069355-0.024007i,-0.0026725-0.018393i,-0.0091586-0.012987i,-0.0045844-0.0077419i,0.0098223-0.000572i,0.021417+0.006078i,0.020383+0.010854i,0.011155+0.016669i,0.0055313+0.018862i,0.0040213+0.014061i
0.22312-0.12256i,0.23939-0.18057i,0.16204-0.19528i,0.064595-0.16375i,0.020239-0.11057i,0.02709-0.087676i,0.027935-0.11318i,-0.0084294-0.10813i,-0.034205-0.04648i,-0.026344+0.0009017i,-0.015851+0.013687i,-0.0087747+0.018839i,0.0014781+0.017341i,0.011668+0.0091237i,0.018224+0.0026796i,0.018733-0.0026694i,0.012378-0.0092466i,0.00010774-0.015867i,-0.0099605-0.016493i,-0.0098826-0.012786i,-0.0083852-0.013465i,-0.013776-0.015608i,-0.016901-0.010567i
-0.13327+0.17094i,-0.14773+0.19534i,-0.12562+0.16753i,-0.10977+0.12856i,-0.10825+0.090445i,-0.11639+0.073373i,-0.09746+0.095516i,-0.038084+0.089557i,0.0039644+0.031323i,0.00048584-0.017819i,-0.014987-0.030893i,-0.019555-0.027439i,-0.019582-0.02293i,-0.022343-0.018075i,-0.024394-0.012089i,-0.022914-0.0044618i,-0.017827+0.0020383i,-0.0075292+0.0033999i,0.0034102-0.0006394i,0.0092689-0.0037104i,0.013625-3.2403e-05i,0.018711+0.0044549i,0.017141+0.0042052i
-0.036416-0.14048i,-0.05082-0.11722i,-0.027389-0.05384i,0.019945-0.024669i,0.052449-0.019792i,0.063237-0.024227i,0.039705-0.044329i,0.00028519-0.038872i,-0.010772-0.0064017i,0.001962+0.015262i,0.013308+0.021304i,0.016829+0.018751i,0.013482+0.013865i,0.010053+0.0093494i,0.008571+0.0044574i,0.0062692+0.0012159i,0.0018484+0.0019239i,-0.0070635+0.0057888i,-0.016128+0.0082888i,-0.018019+0.0064399i,-0.018866+0.0046332i,-0.018253+0.0058843i,-0.0083261+0.0064741i
0.17638+0.099108i,0.21861+0.098535i,0.17732+0.10511i,0.095684+0.13288i,0.035135+0.12951i,0.021694+0.10949i,0.047325+0.09898i,0.065023+0.064916i,0.04598+0.019345i,0.013087-0.0025913i,-0.0092541-0.0053873i,-0.017652-0.0015278i,-0.017021+0.0019437i,-0.016104+0.0047182i,-0.015387+0.0078942i,-0.0085233+0.010671i,0.00093752+0.0090013i,0.0086631+0.0039584i,0.011371-0.00056871i,0.0093891-0.0048282i,0.0084343-0.0089241i,0.0074845-0.014546i,0.00088599-0.017103i
-0.19373-0.049425i,-0.1839-0.083531i,-0.088744-0.1486i,-0.015611-0.19752i,-0.0031906-0.1817i,-0.02601-0.15218i,-0.056489-0.12406i,-0.057837-0.073654i,-0.032222-0.030583i,-0.007988-0.011143i,0.011341-0.0044747i,0.021557-0.0050383i,0.021342-0.0057082i,0.018129-0.0027468i,0.01509-0.00081922i,0.010876-0.0037194i,0.0067443-0.0053248i,0.0026718-0.0019175i,-0.0014963+0.0034684i,-0.0045111+0.008896i,-0.0043073+0.013042i,0.00017297+0.01616i,0.0039878+0.014101i
0.10114-0.072972i,0.05062-0.055369i,-0.0002548+0.038297i,0.034142+0.1245i,0.071957+0.13633i,0.065104+0.12631i,0.062594+0.10933i,0.055838+0.058721i,0.025602+0.012723i,-0.0023561-0.0013065i,-0.016559+0.00067424i,-0.018181+0.0029295i,-0.012549+0.0012675i,-0.0050821+0.00057451i,0.0013981+0.00011031i,0.0037896-0.0021703i,0.0017489-0.0049069i,0.0010376-0.0082676i,0.0036799-0.009112i,0.0041026-0.0073575i,0.00043416-0.0073547i,-0.00564-0.0080777i,-0.009711-0.0030165i
-0.035478+0.18121i,-0.0076051+0.16462i,-0.013996+0.01958i,-0.078253-0.11555i,-0.10875-0.12706i,-0.079536-0.093598i,-0.059946-0.074163i,-0.05531-0.043448i,-0.034087-0.0057226i,-0.001582+0.0085268i,0.015327-0.0038425i,0.0098265-0.014344i,0.0031813-0.013023i,0.0038908-0.013029i,0.0036796-0.012194i,0.0011075-0.0073187i,-0.00095607-0.0026344i,-0.0028407+0.00088914i,-0.003416+0.0031872i,0.00071529+0.0044736i,0.007271+0.0047295i,0.011819+0.0027452i,0.013087-0.0035172i
-0.056911-0.16549i,-0.054506-0.13129i,0.009895-0.0080169i,0.093916+0.051154i,0.12388+0.018845i,0.10381-0.0034386i,0.085428-0.0018986i,0.061794-0.0051279i,0.02807-0.012917i,0.00029461-0.010527i,-0.010678+0.0078998i,-0.0049929+0.018461i,-0.00087057+0.01049i,-0.0066381+0.0012161i,-0.010633-0.0022432i,-0.0085827-0.0029852i,-0.0063852-0.00049779i,-0.0047947+0.0018577i,-0.0018373+0.00048073i,-0.0005335-0.0025672i,-0.0032914-0.0027223i,-0.0085126+0.0030345i,-0.010063+0.010906i
0.13076+0.074653i,0.095836+0.021905i,-0.056369-0.048862i,-0.18949-0.026728i,-0.19984+0.030725i,-0.16273+0.035407i,-0.14155+0.025081i,-0.094735+0.025718i,-0.031915+0.020913i,0.0035482+0.0041501i,0.0066214-0.015595i,-0.004102-0.017238i,-0.0095389-0.0041991i,-0.0084955+0.0042092i,-0.0075654+0.0064011i,-0.0050068+0.006295i,-0.0005216+0.0030507i,0.0017926+5.0986e-05i,0.00056133+0.00045726i,-0.0014292+7.5107e-05i,-2.0661e-05-0.0031617i,0.0027767-0.0088234i,0.0018446-0.014238i
-0.18011+0.051058i,-0.13828+0.13179i,0.040335+0.15627i,0.15453+0.065906i,0.12457-0.011541i,0.091812-0.0067965i,0.094609+0.0088323i,0.067797+0.01034i,0.019632+0.012914i,-0.006268+0.020178i,0.00015959+0.025533i,0.010163+0.016183i,0.0068803+0.0049981i,0.0041162+0.0036988i,0.0024848+0.0019086i,-0.0015184-0.001038i,-0.0017424-0.00086499i,0.0023121-0.002469i,0.0026628-0.0049318i,0.00038606-0.0023434i,0.00055761+0.0032139i,0.0030333+0.0092911i,0.007904+0.013097i
0.15265-0.15752i,0.096284-0.21976i,-0.055427-0.13277i,-0.10588+0.033478i,-0.042182+0.08802i,-0.020193+0.055035i,-0.038248+0.037563i,-0.027815+0.023484i,-0.0012063-0.0022981i,0.0088073-0.025247i,-0.0042041-0.029055i,-0.0091589-0.012467i,0.004801+0.00045909i,0.012669+0.0024331i,0.012087+0.0043077i,0.010448+0.0043152i,0.005434+3.4082e-05i,-0.0026346-0.0013241i,-0.0066682+0.0017464i,-0.0051303+0.0032928i,-0.0042914+3.2534e-05i,-0.0074002-0.0059689i,-0.013473-0.0094645i
-0.041864+0.20648i,0.049924+0.22524i,0.16449+0.070948i,0.14268-0.082628i,0.044141-0.087364i,0.023813-0.05711i,0.04548-0.067812i,0.040271-0.057837i,0.022645-0.021838i,0.014373+0.0045171i,0.019429+0.007041i,0.016743-0.0057599i,0.001608-0.014717i,-0.0070432-0.016183i,-0.0088023-0.013637i,-0.007349-0.0083818i,-0.002904-0.0038856i,-0.00035057-0.00023287i,0.00076053+0.002164i,0.0024238+0.0019231i,0.0054357+0.001321i,0.011023+0.0018562i,0.016574+0.0025576i
-0.13366-0.2046i,-0.2489-0.16622i,-0.2658+0.006181i,-0.13671+0.10696i,-0.02212+0.075929i,-0.024325+0.054883i,-0.042707+0.0741i,-0.032319+0.054526i,-0.026884+0.0098878i,-0.032557-0.011232i,-0.035299-0.0049434i,-0.024459+0.0038862i,-0.0094159+0.00099503i,-0.0016056-0.00082415i,0.0034819+0.0012275i,0.004941+0.0020914i,0.0020194+0.0047702i,0.0013507+0.0075082i,0.0026317+0.0080031i,0.0016836+0.0071526i,-0.0026239+0.0055689i,-0.0097625+0.0052328i,-0.015765+0.0075629i
0.26692+0.11966i,0.37338+0.036712i,0.3067-0.11857i,0.13836-0.15741i,0.043868-0.082827i,0.040464-0.048652i,0.030579-0.058995i,0.014638-0.041372i,0.017346-0.011448i,0.023176+0.0012536i,0.018692-0.0016799i,0.0016626-0.003765i,-0.014042+0.0046054i,-0.01891+0.0095338i,-0.017835+0.0060351i,-0.012826+0.0016189i,-0.0059259-0.0041194i,-0.0010581-0.0081233i,0.0010518-0.008651i,0.0011642-0.0087773i,0.00052177-0.0095513i,0.0025589-0.012095i,0.0078066-0.014984i
-0.30364+0.051007i,-0.36532+0.16112i,-0.22948+0.23718i,-0.065373+0.16018i,-0.021469+0.041417i,-0.022933+0.019437i,-0.0028996+0.03351i,-0.002439+0.026964i,-0.015559+0.018164i,-0.015523+0.013689i,-0.0050882+0.013223i,0.0079535+0.011138i,0.01598+0.0033831i,0.019489-0.0012288i,0.01837-0.0024873i,0.012827-0.0016967i,0.0086835+0.0010743i,0.0064255-0.00078043i,0.0019164-0.0047718i,-0.001116-0.0022006i,-0.00015922+0.0039889i,-0.0008455+0.01045i,-0.0038341+0.016448i
0.20894-0.24917i,0.20301-0.39465i,0.035015-0.3938i,-0.084588-0.22732i,-0.052945-0.086508i,-0.025804-0.058122i,-0.040579-0.047085i,-0.025265-0.027863i,-0.00032918-0.022045i,0.0071659-0.017902i,0.0056092-0.012723i,0.0015272-0.0054971i,0.00055913+0.0037565i,-0.0017486+0.0072578i,-0.0045953+0.005284i,-0.0067214+0.00099633i,-0.010175-0.0011822i,-0.012918+0.00069653i,-0.010921+0.0027594i,-0.0069465+0.0029356i,-0.0059866+0.00029957i,-0.0062341-0.0060811i,-0.0056795-0.012717i
-0.051411+0.35744i,0.0068082+0.51331i,0.1254+0.45536i,0.13843+0.25061i,0.045137+0.12035i,0.014797+0.094825i,0.030774+0.069566i,0.017466+0.041259i,0.001918+0.029947i,-0.0025387+0.017751i,-0.004869+0.0043934i,-0.0061173-0.0066147i,-0.0066997-0.015423i,-0.0025421-0.020283i,0.0022308-0.017809i,0.0069593-0.0075413i,0.011733-0.0013653i,0.01029-0.0012604i,0.0047236+0.00035179i,0.0026773+0.0023085i,0.0058574+0.0026537i,0.0098983+0.0042058i,0.012099+0.0089194i
-0.16608-0.31997i,-0.29376-0.42088i,-0.33806-0.30819i,-0.23283-0.12616i,-0.094179-0.058408i,-0.04725-0.053123i,-0.032734-0.029454i,-0.0046839-0.017223i,0.0067282-0.017699i,0.0074795-0.012419i,0.0074316-0.0072154i,0.005251-0.00054777i,0.0027169+0.0059146i,-0.0032044+0.0096313i,-0.0092706+0.0098245i,-0.012948+0.0069176i,-0.012363+0.0062947i,-0.0050032+0.0087107i,0.0028827+0.0085766i,0.0041079+0.0055939i,-0.0019693+0.0038348i,-0.0094885+0.0020794i,-0.013068-0.0018732i
0.3294+0.17973i,0.51134+0.20827i,0.49941+0.11161i,0.31221+0.025371i,0.14752+0.025846i,0.087409+0.024903i,0.050934+0.0024245i,0.017943+0.0074676i,0.0086801+0.013341i,0.0010421+0.0042798i,-0.0070119+0.0011023i,-0.0075979+0.0012483i,-0.0083867-0.00075234i,-0.0092205-0.0011304i,-0.0037591-0.0010465i,0.0055272-0.0057361i,0.0085111-0.012446i,0.0032118-0.014944i,-0.0018588-0.011529i,-0.0020805-0.0062157i,0.0016068-0.0049564i,0.007134-0.0062107i,0.011011-0.0048026i
-0.38221+0.034194i,-0.56034+0.09983i,-0.49155+0.15744i,-0.26858+0.12893i,-0.12719+0.057179i,-0.083267+0.034442i,-0.045281+0.027715i,-0.018775-0.0019332i,-0.012466-0.016543i,-0.005066-0.012749i,0.00069731-0.011649i,0.0012441-0.0080297i,0.0037613+0.00092146i,0.0083325+0.0083399i,0.0068818+0.010802i,-0.0015889+0.01253i,-0.0056509+0.015279i,-0.00057945+0.012142i,0.0041538+0.003115i,0.0034901-0.0023051i,0.0011233-0.00011767i,-0.0019172+0.0036553i,-0.0057238+0.0036285i
0.29894-0.2532i,0.43732-0.40159i,0.37182-0.41085i,0.2018-0.27004i,0.113-0.1281i,0.076142-0.070708i,0.034874-0.034082i,0.017977+0.0037165i,0.013058+0.014249i,0.00034589+0.015193i,-0.0051907+0.019385i,-0.0015158+0.016095i,0.0018123+0.0073992i,0.0053266-0.0010062i,0.010485-0.007948i,0.0099917-0.013105i,0.0014879-0.014356i,-0.0080794-0.008863i,-0.01149-0.001163i,-0.008376+0.0015125i,-0.0046586-0.0022728i,-0.0031359-0.0072521i,-0.00028089-0.0085663i
-0.11556+0.37285i,-0.16805+0.55097i,-0.12292+0.50753i,-0.04534+0.29241i,-0.024985+0.12209i,-0.015177+0.058212i,-0.00072677+0.017011i,-0.0094128-0.01365i,-0.01379-0.016825i,-0.0036692-0.016423i,0.0011369-0.018125i,0.0014516-0.013887i,0.0024008-0.0097268i,0.0034287-0.0077559i,0.0017411-0.0030336i,0.001801+0.0071338i,0.007365+0.013091i,0.011551+0.0093973i,0.007752+0.0032056i,0.00071587+0.00033033i,-0.000789+0.0023237i,0.0013798+0.0060552i,0.00020507+0.0077026i
-0.13618-0.36741i,-0.20124-0.54778i,-0.21163-0.50205i,-0.15811-0.29695i,-0.088991-0.14117i,-0.062088-0.070637i,-0.041486-0.018522i,-0.003864+0.0071041i,0.012449+0.0065656i,0.011033+0.0089776i,0.013762+0.0078795i,0.012056-0.0012219i,0.0016979-0.0085789i,-0.0082389-0.012038i,-0.011416-0.014192i,-0.012101-0.015975i,-0.013002-0.012789i,-0.010129-0.0025163i,-0.0027178+0.0069531i,0.0034096+0.0090373i,0.0016923+0.0068255i,-0.0026348+0.0042512i,-0.0018861+0.001875i
0.30051+0.23235i,0.43799+0.37697i,0.40084+0.36106i,0.23904+0.21491i,0.11069+0.10198i,0.063489+0.050581i,0.028955+0.016255i,-0.0095979+0.0053083i,-0.019595+0.0046724i,-0.016392-0.0047783i,-0.01917-0.0079284i,-0.018863-0.00010101i,-0.012151+0.0073025i,-0.0064137+0.01085i,-0.0025239+0.013623i,0.0047027+0.012003i,0.011361+0.0042646i,0.011287-0.0048193i,0.0065039-0.0095835i,0.0026986-0.0077709i,0.0028768-0.0047544i,0.005062-0.0033467i,0.0054394-0.0020342i
-0.36617-0.011332i,-0.54575-0.055572i,-0.49685-0.057765i,-0.28766-0.016294i,-0.13235+0.012166i,-0.064938+0.029892i,-0.015656+0.036231i,0.016142+0.017031i,0.017785+0.0035984i,0.016537+0.0059218i,0.016341+0.0035679i,0.0078026-0.0012597i,-0.0025771+0.00058373i,-0.0059659+0.004683i,-0.0058126+0.0045936i,-0.0090698+0.0026063i,-0.011597+0.0042156i,-0.0078688+0.0069739i,-0.0015562+0.0041747i,0.0016192-0.0016118i,0.001393-0.0028935i,0.00032923-0.0015455i,0.00060862-0.0021946i
0.2896-0.1807i,0.47498-0.23078i,0.45779-0.19087i,0.26855-0.11595i,0.11833-0.069258i,0.047531-0.063296i,0.0010079-0.051155i,-0.017111-0.017252i,-0.01114-0.00091388i,-0.011731-0.0037494i,-0.012848-0.0002072i,-0.00013783+0.0060615i,0.014773+0.0049767i,0.019526+0.0021868i,0.018852+0.00035606i,0.016275-0.0032933i,0.0093674-0.007191i,0.0004053-0.0085598i,-0.005945-0.0056524i,-0.0068013-0.00078496i,-0.0042081-0.00039084i,-0.0021658-0.0034063i,-0.0020907-0.0032698i
-0.1267+0.29578i,-0.24754+0.42304i,-0.25467+0.3701i,-0.13777+0.21788i,-0.038567+0.11781i,0.011972+0.081335i,0.038974+0.044674i,0.034863+0.0058046i,0.019439-0.007541i,0.014651-0.0084911i,0.010197-0.011611i,0.00018764-0.011039i,-0.0064609-0.0059956i,-0.0068587-0.0035192i,-0.0069569-0.003489i,-0.0072264+0.00025958i,-0.0034645+0.0055081i,0.002189+0.0068094i,0.003868+0.0048208i,0.001269+0.0016358i,8.4602e-05+0.00064446i,0.00021368+0.0019402i,0.00076756+0.00123i
-0.06059-0.30384i,-0.028348-0.47568i,0.01897-0.44316i,0.015286-0.2597i,-0.017988-0.12019i,-0.047882-0.058075i,-0.057181-0.011964i,-0.035888+0.014157i,-0.016676+0.011482i,-0.014212+0.010862i,-0.0069471+0.015059i,0.0042728+0.005373i,0.0063714-0.010063i,0.0033836-0.016014i,0.0018045-0.014626i,0.0013352-0.012377i,-0.0014105-0.0098877i,-0.004834-0.0038598i,-0.0034213+0.0024557i,0.00023294+0.0053265i,0.00032111+0.0043495i,-0.0029159+0.0020673i,-0.0035718+0.0026595i
0.19023+0.19504i,0.23699+0.34379i,0.1738+0.34294i,0.096824+0.19238i,0.073734+0.061041i,0.073608+0.00083733i,0.058443-0.030779i,0.028703-0.037348i,0.012474-0.024867i,0.0087744-0.017325i,0.0013714-0.013138i,-0.0062679-0.0024912i,-0.0070897+0.0079312i,-0.0061889+0.009844i,-0.0063856+0.0071697i,-0.0040209+0.0051273i,0.00050708+0.0026021i,0.0038232-0.0014247i,0.0035986-0.003114i,0.0012382-0.0016287i,0.0011457-0.0007662i,0.0029189-0.0012139i,0.0020015-0.0017297i
