-0.0031383+0.0009368i,-0.0019266+2.0515e-05i,-0.0040192-0.00077736i,-0.0041781-0.00031509i,-0.0026715+0.00060438i,-0.0018202+0.0010001i,-3.0971e-05+0.0014441i,0.0017356+0.0021071i,0.0020167+0.0013851i,0.001646+0.00010864i,0.00062027-0.0012769i,-0.0005654-0.0022931i,-0.0016446-0.0014291i,-0.0010258-0.00016414i,-0.00029656-0.00014273i,-0.00043255-3.6832e-06i,-0.00017292+0.0003151i,0.00024732+0.00059134i,0.00012247+0.00043501i,-0.00048678+0.00095421i,-0.00049712+0.0016165i,-0.00062038+0.00065523i,-0.00016255-0.00059549i
0.0048775+0.0010023i,0.013097+0.0078867i,0.028112+0.0022281i,0.019245-0.031392i,-0.03945-0.084206i,-0.096485-0.12037i,-0.091801-0.10146i,-0.045624-0.048698i,-0.011899-0.010821i,-0.0031168+0.0057895i,-0.00030286+0.0092885i,0.0032093+0.006546i,0.0056968+0.0027682i,0.0063405-0.0020247i,0.0047505-0.0049088i,0.0007768-0.0035049i,-0.0040215-0.00092408i,-0.007286+0.00053429i,-0.0096277+0.0022036i,-0.0092902+0.0049797i,-0.0055792+0.0055683i,-0.0028116+0.0022695i,-0.0034143+0.00087435i
-0.004671+0.00041227i,-0.0087458+0.0088721i,-0.01151+0.038078i,-0.004887+0.083049i,0.0048837+0.12437i,-0.003515+0.15164i,-0.015187+0.13687i,-0.010561+0.079742i,-0.0042808+0.031422i,0.0020896+0.013682i,0.0062321+0.0062405i,0.0020609+0.0012381i,-0.00057791+0.0034931i,0.0027389+0.007335i,0.0060286+0.0037228i,0.0068175-0.0045842i,0.0030805-0.0088016i,0.00056252-0.0072918i,0.002671-0.0070763i,0.0028689-0.010391i,0.0012406-0.011999i,0.0007767-0.010095i,0.00023994-0.00905i
0.00042582+0.00078686i,-0.008537-0.003159i,-0.027399-0.017437i,-0.029535-0.0389i,0.021325-0.057085i,0.090724-0.073709i,0.10143-0.06734i,0.059584-0.028969i,0.028824-0.00069867i,0.015723-0.0038262i,0.0074534-0.011272i,0.0043611-0.010368i,-0.00092205-0.0064214i,-0.0081937-0.0010978i,-0.0095186+0.0018543i,-0.00366+0.001044i,0.003174+3.6781e-05i,0.0048752-0.0014379i,0.0032684-0.0010333i,0.0017592+0.0019197i,8.9256e-05+0.0030292i,0.00054544+0.0022204i,0.0037807+0.00063115i
0.0026021+0.0019904i,0.0072017-0.0098319i,0.01614-0.034809i,0.0041707-0.064205i,-0.053371-0.079396i,-0.11198-0.073122i,-0.10541-0.055782i,-0.048724-0.046417i,-0.010482-0.04138i,-0.0049745-0.023145i,-0.0019712-0.0045545i,0.00319-0.0019193i,0.0014872-0.0065796i,-0.0032372-0.0076748i,-0.0059958-0.0030666i,-0.0063456+0.0065624i,-0.0046871+0.013505i,-0.0025012+0.013433i,-0.0026818+0.011735i,-0.0035255+0.01239i,-0.002228+0.012723i,-0.0010989+0.011472i,-0.0010618+0.0095085i
0.002774+0.0055474i,0.016364+0.01733i,0.046682+0.043985i,0.0833+0.088633i,0.10923+0.14166i,0.1146+0.16973i,0.09497+0.13468i,0.049621+0.062342i,0.010895+0.014587i,0.0041439+0.00061363i,0.0041673-0.0043658i,-0.0023078-0.0047834i,-0.00088276-0.0029451i,0.0072217-0.0050241i,0.0083768-0.0083452i,-0.00056805-0.010338i,-0.010358-0.0076039i,-0.012472-0.0038535i,-0.0091883-0.0044864i,-0.0077859-0.0061748i,-0.0091436-0.0049372i,-0.0090176-0.001618i,-0.0072355+0.0014023i
-0.0027493-0.00033081i,-0.017677+0.010921i,-0.045881+0.030463i,-0.067062+0.027517i,-0.053058-0.027656i,-0.014622-0.093348i,0.0038048-0.09495i,0.0056829-0.038152i,0.010509+0.0054611i,0.0080151+0.0068423i,-0.0004064-0.0045529i,-0.0046559-0.0061297i,-0.0046088-0.0011615i,-0.0026692+0.0030014i,0.0002056+0.0017113i,0.002957-0.0053851i,0.0025929-0.012475i,-2.2518e-06-0.013257i,-0.00054833-0.0091837i,0.0023393-0.0051575i,0.0058235-0.0041743i,0.007658-0.0057759i,0.0063911-0.0065686i
-0.0031254+0.0018267i,-0.014436-0.014918i,-0.049954-0.051616i,-0.11342-0.087892i,-0.18872-0.079333i,-0.23456-0.029552i,-0.20036+0.012521i,-0.11864+0.018571i,-0.058061+0.010756i,-0.02451+0.01594i,-0.0002795+0.015557i,0.0090968+0.0040613i,0.0049103+0.0015918i,0.00038319+0.0063905i,0.0010196+0.010613i,0.0086642+0.01376i,0.016449+0.012713i,0.015407+0.0093665i,0.011111+0.0082083i,0.010259+0.0074541i,0.010027+0.0040557i,0.0076905+0.00080842i,0.0050819-0.00063876i
0.0024169-0.00033854i,0.019818-0.010018i,0.078519-0.029794i,0.16363-0.035706i,0.22867-0.0016873i,0.23997+0.039008i,0.1817+0.038846i,0.088521+0.020386i,0.022937+0.017473i,0.0074426+0.012832i,0.0086068+0.0036125i,0.0067877+0.0018495i,0.0066001+0.00027265i,0.0055426-0.0057169i,0.00202-0.0086593i,-0.0043133-0.0032989i,-0.0090598+0.0056785i,-0.008046+0.0079132i,-0.0083864+0.0026694i,-0.012147+7.9218e-05i,-0.013651+0.0031194i,-0.0099914+0.0068094i,-0.0040805+0.007519i
0.00070747+0.0073412i,0.011842+0.02723i,0.030439+0.077203i,0.051634+0.1069i,0.06864+0.046353i,0.068402-0.057626i,0.049201-0.093519i,0.042316-0.060287i,0.0485-0.033745i,0.029957-0.026675i,0.0038445-0.015043i,-0.002638-0.0073965i,-0.0013308-0.0085655i,-0.0011176-0.0092624i,-0.0030545-0.0097077i,-0.0091146-0.011356i,-0.014841-0.012315i,-0.015767-0.0096674i,-0.011199-0.0055255i,-0.0047993-0.00438i,-0.0032197-0.0055088i,-0.0049607-0.0070245i,-0.0043163-0.007163i
-0.004308+0.0031348i,-0.030342+0.016956i,-0.10234+0.034447i,-0.20275+0.062195i,-0.26685+0.12105i,-0.25146+0.17614i,-0.15933+0.16516i,-0.06271+0.090805i,-0.016355+0.024651i,0.0035228+0.0029434i,0.010474-0.0059041i,0.0026936-0.013066i,-0.0040059-0.0088627i,-0.0028596-0.00090156i,0.0026343+0.0029836i,0.010528+0.0011387i,0.013601-0.0030764i,0.010459-0.004311i,0.0077783-0.0022403i,0.006095-0.00010066i,0.0042176+0.00023061i,0.0011623+0.00055162i,-0.0015994+0.0016142i
0.0019266-0.001745i,-0.0059284-0.034786i,0.00048842-0.10345i,0.033392-0.16715i,0.078393-0.16426i,0.10634-0.1097i,0.088285-0.063942i,0.040939-0.028835i,0.010367+0.0035362i,0.0056975+0.0054888i,0.0042347-0.0085489i,-0.0004327-0.0098457i,-0.0024155-0.0065905i,-0.0017936-0.0063443i,-0.0019562-0.004599i,-0.0015464+0.00042755i,0.00060012+0.0066208i,0.001544+0.0086032i,-0.0025644+0.0063855i,-0.0059807+0.0079593i,-0.0013902+0.010479i,0.0063929+0.0086313i,0.0096982+0.004641i
0.0068625-0.0068616i,0.042415-0.010565i,0.10952-0.015056i,0.15441-0.040551i,0.11278-0.12128i,0.011164-0.19791i,-0.058727-0.17197i,-0.055326-0.090765i,-0.029059-0.044877i,-0.024879-0.018563i,-0.018559+0.0046947i,-0.005834+0.0092714i,-0.0044025+0.0058206i,-0.0078838+0.0066648i,-0.0088585+0.0065399i,-0.011144+0.0050183i,-0.013213+0.0033109i,-0.011322+0.0011255i,-0.0058397+0.00036938i,-0.0018941-5.371e-05i,-0.0022202-0.00097308i,-0.0032307-0.0018797i,-0.0042986-0.0026256i
0.00014771+0.0089174i,-0.00633+0.047785i,-0.030447+0.13574i,-0.065349+0.23348i,-0.070613+0.29936i,-0.030682+0.30552i,0.016077+0.22544i,0.015035+0.11061i,-0.013309+0.046085i,-0.010202+0.028443i,0.0062864+0.015372i,0.0061033+0.0063946i,0.0033352+0.0092866i,0.0075589+0.012525i,0.014108+0.0089804i,0.016551+0.0010188i,0.013058-0.0058324i,0.0081918-0.006943i,0.0038086-0.0043212i,0.0011854-0.001634i,0.00032771+0.00077606i,-0.00031912+0.0057439i,-0.00020474+0.0088124i
0.00042844-0.00028761i,-0.033979-0.01077i,-0.095771-0.048425i,-0.10722-0.079608i,-0.01224-0.062907i,0.09748-0.031928i,0.11268-0.026554i,0.071777-0.015055i,0.05018+0.0062935i,0.035442+0.0030126i,0.012231-0.0071039i,0.0028927-0.0073731i,0.0033887-0.0096597i,0.0004383-0.01274i,-0.0029703-0.012507i,-0.0041994-0.0083283i,-0.001643-0.0015687i,-3.7119e-05+0.0026633i,-0.001709+0.0033725i,-0.00067443+0.0028316i,0.0030632-0.0014777i,0.0048691-0.0089765i,0.0048103-0.011366i
-0.010189-0.0034933i,0.0031458-0.039083i,0.04468-0.11024i,0.055023-0.18456i,-0.039093-0.22547i,-0.16115-0.20589i,-0.17452-0.11628i,-0.091884-0.041937i,-0.024044-0.031581i,-0.0062773-0.024202i,-9.5747e-05-0.0060801i,0.0042152-0.0031526i,0.001981-0.0069068i,-0.00048591-0.0070688i,-0.0063829-0.0038343i,-0.012906+0.0021476i,-0.016375+0.0060991i,-0.014469+0.0057477i,-0.0068485+0.0020673i,-0.0015503-0.002559i,-0.0031245-0.0026958i,-0.0061543-0.00043199i,-0.0068266+0.0001925i
0.01416-0.0083105i,0.051124+0.011998i,0.095724+0.083154i,0.099534+0.17002i,0.06375+0.20789i,0.040534+0.18679i,0.043611+0.12222i,0.032904+0.062896i,0.0090793+0.038285i,0.0089275+0.019075i,0.013519-0.0054054i,0.0071362-0.012321i,0.006814-0.0066343i,0.01005-0.0035375i,0.011035-0.0037212i,0.010314-0.0084004i,0.0082671-0.012993i,0.0060596-0.011055i,0.0026013-0.0052432i,1.8976e-06+0.00057892i,0.0014868+0.0060373i,0.0060069+0.010149i,0.0090251+0.010915i
0.0054131+0.015589i,-0.019886+0.049471i,-0.076011+0.075473i,-0.08458+0.051735i,0.015425-0.014047i,0.11723-0.07131i,0.10768-0.084801i,0.04981-0.060043i,0.024962-0.026027i,0.011613-0.0083714i,-0.00040286-0.0050157i,-0.0026766-0.0075035i,-0.0079659-0.0082164i,-0.011989-0.003596i,-0.0081546+0.00076784i,-0.0021767+0.00091272i,0.0028362-0.00045553i,0.0030328-0.001447i,-0.0029344-0.0012761i,-0.0084643-0.00055623i,-0.011774-0.0025566i,-0.01329-0.0055225i,-0.0093052-0.0060695i
-0.019807+0.007002i,-0.0523-0.028217i,-0.079097-0.10371i,-0.097912-0.15972i,-0.14731-0.13577i,-0.19791-0.056818i,-0.16932+0.01473i,-0.096173+0.026071i,-0.061832+0.0028886i,-0.044396+0.0088278i,-0.01392+0.019744i,0.00075294+0.010069i,-0.0031166+0.0043299i,-0.0053302+0.0094579i,-0.0051828+0.016685i,-0.0032499+0.021982i,-0.001926+0.020797i,-0.003309+0.013847i,-0.0042202+0.0042114i,-0.0046931-0.0018991i,-0.0039502-0.00042383i,-0.0026125+0.0036188i,-0.0022213+0.0047513i
-0.0045999-0.019827i,0.037497-0.042281i,0.11108-0.028694i,0.15032+0.050747i,0.13586+0.14756i,0.12074+0.17555i,0.10387+0.11114i,0.065157+0.046743i,0.040572+0.03226i,0.03541+0.015115i,0.017635-0.0061342i,0.0016132-0.0043527i,0.0049592+2.7144e-05i,0.0097678-0.0050667i,0.0068433-0.012637i,-0.0012733-0.016148i,-0.0077056-0.013064i,-0.0054062-0.0084645i,0.00078103-0.0029841i,0.0078062+0.0022421i,0.014371+0.0024267i,0.017356-0.0011441i,0.015776-0.0028135i
0.033422+0.0050109i,0.050909+0.050317i,0.045618+0.10576i,0.036651+0.082957i,0.072259-0.036309i,0.10385-0.14591i,0.071604-0.15264i,0.034036-0.093299i,0.037201-0.054838i,0.032421-0.044748i,0.0067529-0.030051i,-0.0078177-0.015809i,-0.009353-0.010983i,-0.0069206-0.011011i,-0.0069733-0.013307i,-0.011047-0.013852i,-0.011986-0.010705i,-0.0099568-0.0025901i,-0.0071268+0.006661i,-0.004315+0.010582i,-0.0046026+0.009246i,-0.0070965+0.0053985i,-0.0077332+0.00082406i
-0.016429+0.030723i,-0.067757+0.037292i,-0.13999+0.0041482i,-0.19429-0.050569i,-0.24822-0.059683i,-0.27155-0.0046773i,-0.19255+0.059875i,-0.083707+0.065278i,-0.043252+0.035174i,-0.026315+0.023277i,0.0012959+0.011634i,0.011423-0.002794i,0.010958-0.0043858i,0.011401+0.0025865i,0.015114+0.012473i,0.023441+0.015127i,0.02564+0.011141i,0.018467+0.0065295i,0.0070601+0.0012932i,-0.0011918-0.0025768i,-0.00026843-0.0025502i,0.0033336-5.2849e-05i,0.00272+0.002868i
-0.023349-0.026445i,-0.022512-0.077107i,0.016433-0.11073i,0.064702-0.053446i,0.092808+0.057363i,0.094027+0.11269i,0.065082+0.08546i,0.032503+0.043578i,0.017396+0.025799i,0.0083308+0.013464i,0.0044067+0.0051812i,0.0091818+0.0020038i,0.0080167-0.0018341i,-0.00014395-0.0024388i,-0.0036131-0.00036773i,-0.0027901+0.00033167i,-0.0019986-0.0027667i,6.1899e-05-0.0084457i,0.0021221-0.013162i,-1.902e-05-0.014458i,-0.0042706-0.013514i,-0.0051507-0.010739i,-0.00084859-0.0059547i
0.033016-0.024449i,0.087283-0.015504i,0.13494+0.016039i,0.14275+0.0016759i,0.14376-0.088656i,0.13338-0.17316i,0.066605-0.17186i,-0.0047329-0.1094i,-0.029529-0.058929i,-0.03171-0.025172i,-0.023624+0.0028113i,-0.015113+0.0082559i,-0.018832+0.0059414i,-0.022159+0.0069139i,-0.022404+0.0029568i,-0.026699+0.0019333i,-0.025852+0.0072198i,-0.018936+0.011573i,-0.012263+0.011786i,-0.0092578+0.010379i,-0.0089767+0.010346i,-0.0084033+0.010166i,-0.0084253+0.0059918i
0.010755+0.047141i,-0.010452+0.10328i,-0.068922+0.13291i,-0.12166+0.11268i,-0.14873+0.10735i,-0.13562+0.14032i,-0.0568+0.13146i,0.0042215+0.06991i,0.0054558+0.038831i,0.0081587+0.033939i,0.01383+0.0087992i,0.0027385-0.011563i,0.00039252-0.011943i,0.0087797-0.010418i,0.014999-0.011891i,0.017707-0.016007i,0.014917-0.017983i,0.0090606-0.013501i,0.0028956-0.0062918i,-0.00052042-0.00036668i,0.00074347+0.00070431i,0.0029382-0.0019622i,0.0034275-0.002485i
-0.050584+0.002877i,-0.10653-0.030211i,-0.11529-0.065631i,-0.055601-0.021308i,0.018072+0.083168i,0.066862+0.12311i,0.077599+0.08735i,0.071926+0.043543i,0.071363+0.011754i,0.061214-0.014458i,0.036155-0.026738i,0.018992-0.022807i,0.013578-0.014435i,0.01063-0.0086296i,0.0074447-0.0060958i,0.0021152-0.0047725i,-0.0043957-0.0040411i,-0.0095944-0.00419i,-0.0090772-0.001889i,-0.0028316+0.0025487i,0.0021718+0.006746i,0.0044979+0.0087895i,0.0097134+0.0060296i
0.017301-0.054428i,0.073448-0.10956i,0.12173-0.13601i,0.090099-0.16896i,0.0054465-0.2678i,-0.073008-0.32075i,-0.1206-0.22687i,-0.10493-0.083719i,-0.054852-0.018095i,-0.024537-0.0071157i,-0.0048897+0.0034837i,0.0073184+0.01098i,0.0079864+0.013431i,0.0029209+0.013903i,-0.0055104+0.019379i,-0.0082069+0.027828i,-0.0026723+0.028835i,0.0029568+0.025239i,0.0029351+0.019763i,0.0016893+0.013994i,0.0036094+0.0090883i,0.0050078+0.0047278i,0.0011849+0.0032062i
0.058236+0.030842i,0.095098+0.10566i,0.081036+0.14898i,0.018274+0.10588i,-0.044015+0.073431i,-0.074441+0.089572i,-0.053973+0.080671i,-0.024114+0.0402i,-0.017305+0.022774i,-0.014674+0.02473i,-0.014911+0.020482i,-0.015173+0.010875i,-0.011057-0.0044647i,-0.0072738-0.01392i,-0.0020351-0.014003i,0.002271-0.015946i,0.0029328-0.019807i,0.002418-0.021497i,0.0010829-0.021827i,-0.0039637-0.020747i,-0.010767-0.017919i,-0.013488-0.012462i,-0.010945-0.006182i
-0.054485+0.056282i,-0.13936+0.079923i,-0.16855+0.096054i,-0.05211+0.14937i,0.1215+0.22127i,0.22474+0.21721i,0.21+0.11327i,0.1174+0.006748i,0.037483-0.033903i,0.005191-0.035972i,-0.0035638-0.033727i,-0.0068524-0.031241i,-0.009547-0.021885i,-0.0073622-0.012061i,-0.0012747-0.011692i,-0.00076912-0.012714i,-0.0061605-0.005099i,-0.011259+0.0022706i,-0.010278+0.0021054i,-0.0046728-0.00053685i,0.00092608-0.0010185i,0.0049917-0.0031824i,0.0068166-0.0096861i
-0.036559-0.081008i,-0.037574-0.17736i,-0.02886-0.24151i,-0.058683-0.21518i,-0.1043-0.17984i,-0.12413-0.16368i,-0.10824-0.095571i,-0.057992-0.013935i,-0.016795+0.014618i,0.0015265+0.011284i,0.020118+0.0019671i,0.025414-0.0048924i,0.016343+0.00034012i,0.011008+0.0083452i,0.010094+0.012515i,0.012255+0.013348i,0.01417+0.011555i,0.015264+0.011252i,0.014143+0.013482i,0.008997+0.012967i,0.0042851+0.0063461i,0.00094635+0.00083141i,-0.00033272+0.0025336i
0.090289-0.011766i,0.18882+0.0061076i,0.22308+0.028401i,0.11212-0.010303i,-0.059175-0.044416i,-0.12598-9.2788e-05i,-0.074448+0.04403i,-0.011696+0.039437i,0.020013+0.023125i,0.029276+0.021349i,0.019418+0.024768i,0.0071214+0.022547i,-0.00070143+0.010649i,-0.0095784+0.00055722i,-0.015406-0.0017668i,-0.014757-0.004939i,-0.013857-0.011114i,-0.017678-0.014717i,-0.020903-0.010229i,-0.018089+0.0018224i,-0.011555+0.01457i,-0.0051288+0.022159i,-0.00059625+0.02126i
-0.0086323+0.10669i,-0.04755+0.21625i,-0.06315+0.26717i,0.039295+0.22079i,0.19078+0.13085i,0.21927+0.040427i,0.13345-0.01986i,0.043911-0.029733i,-0.0031869-0.017761i,-0.020366-0.021078i,-0.028454-0.026373i,-0.027175-0.017972i,-0.012716-0.0053541i,-0.0018843-0.0050537i,-0.0049904-0.010841i,-0.011132-0.0070411i,-0.0088786+0.0040706i,-0.0029436+0.012792i,-0.00065887+0.012433i,0.0011228+0.0065434i,0.0042718+0.00029901i,0.0053953-0.0076072i,0.00030763-0.012397i
-0.11763-0.050895i,-0.2265-0.12855i,-0.26868-0.17615i,-0.22344-0.13503i,-0.1771-0.087116i,-0.15287-0.081069i,-0.1255-0.048472i,-0.068019-0.0011168i,-0.016352+0.01031i,-0.0013489+0.0028887i,0.0046824-0.0098993i,0.0078033-0.020388i,0.0087646-0.017106i,0.01642-0.0059841i,0.024715+0.000999i,0.023947+0.0006262i,0.015889-0.0049739i,0.012548-0.010146i,0.013697-0.013722i,0.006612-0.017672i,-0.0082443-0.018783i,-0.015363-0.013158i,-0.0078242-0.0040911i
0.08252-0.10072i,0.18661-0.19011i,0.21113-0.22548i,0.065005-0.1641i,-0.08945-0.033394i,-0.096839+0.084789i,-0.018157+0.08767i,0.0094635+0.013725i,-0.0079403-0.019302i,0.00052293+0.0049412i,0.022056+0.027635i,0.022541+0.023666i,0.0017226+0.012917i,-0.013478+0.013939i,-0.010278+0.020091i,-0.0033457+0.019246i,-0.0044944+0.013677i,-0.011492+0.0066557i,-0.014348+0.00035553i,-0.0063181+0.00086151i,0.0091339+0.0073116i,0.020806+0.011446i,0.021553+0.0083664i
0.086285+0.10463i,0.15567+0.23546i,0.21812+0.30107i,0.28141+0.21962i,0.32098+0.10613i,0.29275+0.031268i,0.1904-0.020871i,0.076193-0.021049i,0.013847+0.010864i,-0.0061785+0.015258i,-0.016724+0.005041i,-0.017546+0.0033329i,-0.008654-0.00098714i,-0.0079047-0.010633i,-0.017747-0.015158i,-0.020552-0.007805i,-0.0077426+0.0020379i,0.0074425+0.0083926i,0.011311+0.01328i,0.0089324+0.013651i,0.006041+0.0053735i,-0.0018385-0.0054072i,-0.0099709-0.0074104i
-0.1339+0.06559i,-0.27708+0.10034i,-0.34388+0.11476i,-0.25828+0.096843i,-0.15551+0.010391i,-0.13838-0.057403i,-0.11557-0.013136i,-0.032406+0.037015i,0.032814+0.019261i,0.03599-0.01215i,0.019083-0.029696i,0.011426-0.033017i,0.013951-0.024885i,0.020549-0.021818i,0.020529-0.025751i,0.0097393-0.02793i,-0.0074637-0.023683i,-0.01979-0.017423i,-0.023057-0.012252i,-0.026576-0.0042387i,-0.03076+0.0055698i,-0.024692+0.010878i,-0.0098211+0.0080884i
-0.030222-0.14851i,-0.041997-0.29866i,-0.079773-0.36189i,-0.19023-0.26129i,-0.2788-0.091149i,-0.24564+0.012477i,-0.15004+0.030576i,-0.082439+0.020629i,-0.046325+0.014585i,-0.0020757+0.014409i,0.033791+0.010459i,0.031938+0.0050995i,0.014128+0.008874i,0.010482+0.020015i,0.019928+0.024606i,0.028189+0.016301i,0.025415+0.0057219i,0.013077+0.0034253i,0.0030318+0.0036331i,0.0055539-0.0026941i,0.016262-0.0094428i,0.023436-0.010622i,0.019647-0.0077559i
0.16882+0.0093547i,0.32629+0.037051i,0.40521+0.034016i,0.37944-0.03147i,0.33138-0.079354i,0.26206-0.071667i,0.14739-0.057967i,0.053699-0.026898i,0.023896+0.01069i,0.0042079+0.015987i,-0.021589+0.011192i,-0.024886+0.007469i,-0.018936-0.0037107i,-0.027158-0.0070822i,-0.037536+0.0050971i,-0.032752+0.017157i,-0.014736+0.014376i,0.0064097+0.0011605i,0.019139-0.0080238i,0.016504-0.008169i,0.0012538-0.0055737i,-0.015155-0.00048325i,-0.020018+0.0048306i
-0.061926+0.16547i,-0.12733+0.30405i,-0.11924+0.34391i,-0.017344+0.24773i,0.045702+0.11387i,0.041826+0.032008i,0.052088+0.0030415i,0.066216-0.036267i,0.03669-0.075027i,-0.0070753-0.067727i,-0.024074-0.043797i,-0.024585-0.030986i,-0.021348-0.022851i,-0.012115-0.021206i,-0.0094207-0.023549i,-0.017969-0.014386i,-0.027641+0.0075809i,-0.031506+0.023615i,-0.029004+0.024766i,-0.026298+0.022763i,-0.019852+0.024991i,-0.0069852+0.021041i,8.7345e-05+0.008508i
-0.15353-0.10689i,-0.2689-0.20157i,-0.33758-0.17784i,-0.35212-0.00033767i,-0.32137+0.15908i,-0.22821+0.19325i,-0.11469+0.13154i,-0.061727+0.059032i,-0.047893+0.033986i,-0.0087171+0.022425i,0.026972-3.3969e-05i,0.029382-0.0038336i,0.026941+0.0095488i,0.034138+0.015338i,0.043606+0.0026441i,0.044907-0.02072i,0.035871-0.035012i,0.022108-0.031443i,0.011067-0.018894i,0.011249-0.013247i,0.019946-0.01898i,0.024254-0.022988i,0.021489-0.015611i
0.15393-0.12685i,0.27749-0.20158i,0.29429-0.24411i,0.2125-0.24638i,0.16866-0.2137i,0.14234-0.1675i,0.067692-0.093714i,0.024362-0.0024189i,0.037749+0.040043i,0.034221+0.040466i,0.017715+0.039173i,0.012915+0.028297i,0.0012678+0.012625i,-0.015778+0.016119i,-0.020683+0.030002i,-0.01539+0.032137i,-0.012711+0.018038i,-0.011501-0.0018653i,-0.0057841-0.012444i,-0.0016875-0.0082862i,-0.0058377+0.0054558i,-0.010522+0.018673i,-0.0081213+0.021515i
0.068899+0.20072i,0.10176+0.32296i,0.13085+0.28932i,0.14653+0.085259i,0.098062-0.10934i,0.0096975-0.16674i,-0.036181-0.12585i,-0.038944-0.077879i,-0.046793-0.048974i,-0.052718-0.018419i,-0.037902-0.00011824i,-0.021152-0.0045354i,-0.010417-0.011958i,-0.0033749-0.019641i,-0.006813-0.020714i,-0.0091548-0.0028605i,0.0011129+0.025046i,0.0074785+0.042618i,-0.0002374+0.040476i,-0.010739+0.031406i,-0.013104+0.020373i,-0.0098435+0.0042793i,-0.0075439-0.0054818i
-0.21934-0.0034416i,-0.34746-0.0043856i,-0.34957+0.044861i,-0.26978+0.1589i,-0.2228+0.26647i,-0.17728+0.28557i,-0.098611+0.21237i,-0.046171+0.1247i,-0.016621+0.077826i,0.015887+0.034001i,0.020962-0.010905i,0.0116-0.019412i,0.016914-0.013861i,0.023137-0.020931i,0.01805-0.03437i,0.0040878-0.047851i,-0.010845-0.058342i,-0.013721-0.057131i,-0.0047691-0.044437i,0.0021771-0.039292i,0.0027059-0.043563i,-0.00031598-0.039391i,0.0021301-0.027098i
0.09303-0.20307i,0.14733-0.31562i,0.13114-0.28997i,0.093906-0.17145i,0.12119-0.090877i,0.15988-0.057929i,0.14746-0.034383i,0.12082-0.026836i,0.097593-0.03916i,0.069696-0.036942i,0.045843-0.017011i,0.022512-0.0061021i,-0.002684+0.0059371i,-0.010735+0.029596i,-0.0018287+0.045791i,0.0041543+0.048602i,-0.0010283+0.047752i,-0.0093797+0.038893i,-0.0090956+0.022134i,-0.0012861+0.015151i,0.0054698+0.024434i,0.011569+0.034923i,0.011695+0.030597i
0.14915+0.16701i,0.22769+0.25392i,0.20829+0.18751i,0.12374+0.011437i,0.053022-0.12087i,0.006457-0.16636i,-0.027886-0.14312i,-0.04479-0.086387i,-0.051058-0.035304i,-0.047222-0.00093375i,-0.028059+0.0066625i,-0.01422-0.0022821i,-0.010529-0.0064072i,-0.010039-0.010911i,-0.0088019-0.013584i,0.0040858-0.010343i,0.026479-0.0063004i,0.037995+0.0014894i,0.026618+0.012214i,0.0060592+0.022538i,-0.0052433+0.025665i,-0.0093067+0.016127i,-0.010627+0.0051547i
-0.22493+0.067757i,-0.34224+0.10556i,-0.30509+0.13719i,-0.19531+0.18628i,-0.15123+0.24965i,-0.11453+0.26506i,-0.047567+0.20204i,-0.0053431+0.12537i,0.01401+0.074496i,0.01532+0.029634i,0.00090871+0.0014329i,0.002945-0.0083098i,0.0096437-0.021208i,0.0011631-0.031377i,-0.013855-0.032478i,-0.033325-0.032158i,-0.055117-0.035104i,-0.064412-0.038331i,-0.052878-0.037041i,-0.033383-0.037685i,-0.021689-0.039821i,-0.014297-0.032814i,-0.0057156-0.020344i
0.03851-0.24031i,0.065734-0.3621i,0.055228-0.3324i,0.042574-0.22797i,0.065919-0.1796i,0.070629-0.15344i,0.048164-0.10852i,0.029622-0.075238i,0.0087724-0.060224i,0.0034033-0.038512i,0.017016-0.018017i,0.01651-0.0090288i,0.0077782+0.0056189i,0.01545+0.025771i,0.032605+0.035865i,0.043945+0.039243i,0.047582+0.045205i,0.042093+0.04489i,0.029924+0.03202i,0.021522+0.019919i,0.022855+0.015414i,0.025975+0.010028i,0.020209+0.0056721i
0.19634+0.15249i,0.28162+0.22084i,0.24708+0.14729i,0.13521-0.032544i,0.027993-0.17261i,-0.059278-0.19212i,-0.1037-0.10982i,-0.087794-0.030372i,-0.051393+0.011005i,-0.024873+0.032463i,-0.011811+0.024065i,-0.014088+0.0090217i,-0.015327+0.0023243i,-0.016406-0.0087052i,-0.02281-0.015889i,-0.019306-0.021693i,-0.0057588-0.033335i,0.0041397-0.0351i,0.0039127-0.017337i,-0.00055491+0.0071273i,-0.0052696+0.020412i,-0.012049+0.020235i,-0.015878+0.014721i
-0.22718+0.11341i,-0.3288+0.16576i,-0.27568+0.2032i,-0.1487+0.26714i,-0.07454+0.34674i,-0.012724+0.33893i,0.049105+0.21783i,0.062882+0.09791i,0.04965+0.029326i,0.028582-0.0049823i,0.0034621-0.010328i,-0.0073817-0.0066725i,-0.01127-0.0060466i,-0.015065-0.0010946i,-0.018035+0.005616i,-0.031289+0.014374i,-0.05445+0.02825i,-0.064115+0.034003i,-0.049059+0.019487i,-0.032979-0.005422i,-0.026505-0.018797i,-0.016141-0.014018i,-0.0023599-0.0056884i
