-0.0036742+0.00085606i,-0.0032992+0.0010976i,-0.004636+0.0028344i,-0.0046205+0.0031304i,-0.0028941+0.0019882i,-9.6272e-05+0.0011297i,0.001697+0.00084558i,0.0023756+0.00075432i,0.0025057+0.00084739i,0.001493+0.00044287i,0.0013786-0.00020354i,0.0014534+0.00019623i,0.0005795+0.0012413i,0.00040879+0.0015306i,0.00046457+0.00077614i,-9.5435e-05+0.00082564i,6.8375e-05+0.00067374i,-0.00021005+7.775e-05i,-0.0014962+0.00058078i,-0.00085534+0.0011867i,0.00040312+0.0015377i,0.00061624+0.00073531i,0.00039848-0.00030329i
-0.14994-0.15083i,-0.18245-0.21884i,-0.16477-0.19308i,-0.11275-0.097744i,-0.055504-0.019363i,-0.013563+0.0030327i,-0.010792-0.0088897i,-0.035306-0.0040726i,-0.03908+0.010251i,-0.029881+0.0056677i,-0.029635-0.0011175i,-0.025388+0.00036599i,-0.014034+0.00026217i,-0.0063602-0.0021089i,-0.0052842-0.0060757i,-0.0068516-0.0084209i,-0.010593-0.009366i,-0.019174-0.011524i,-0.036131-0.012229i,-0.054674-0.012i,-0.060062-0.014391i,-0.044933-0.019538i,-0.023806-0.020132i
0.16175+0.070632i,0.17392+0.12347i,0.092592+0.10945i,0.026249+0.040776i,0.024955-0.02135i,0.013338-0.052335i,-0.0048707-0.047826i,0.0016534-0.042906i,0.00089966-0.044659i,-0.011294-0.024589i,-0.0060777-0.00068733i,0.0061663+0.0041216i,0.0069272+0.0011308i,0.0011367+0.0038693i,-0.0030753+0.011311i,-0.0051135+0.016751i,-0.0057339+0.01899i,-0.0012597+0.020171i,0.0076681+0.027048i,0.018401+0.044664i,0.026265+0.059595i,0.0231+0.056129i,0.014742+0.038325i
-0.16868+0.044239i,-0.19162+0.054394i,-0.11808+0.0692i,-0.072197+0.073183i,-0.10094+0.067422i,-0.10319+0.063587i,-0.070344+0.053471i,-0.050428+0.052937i,-0.028865+0.059176i,-0.0027864+0.042909i,-0.00032423+0.021162i,-0.010679+0.012377i,-0.013419+0.0099041i,-0.007744+0.010416i,0.0011615+0.009269i,0.0082583+0.0059352i,0.011546+0.004113i,0.0092893+0.0053672i,0.0094181+0.0045167i,0.014384-0.0079211i,0.015082-0.023614i,0.010141-0.028138i,0.0040924-0.023189i
0.15112-0.13015i,0.2036-0.17595i,0.18365-0.15933i,0.15394-0.10802i,0.14677-0.066192i,0.11364-0.042029i,0.055921-0.025927i,0.022089-0.020717i,0.011208-0.023962i,0.0087269-0.017048i,0.014423-0.0060284i,0.018926+0.0024829i,0.020926+0.007118i,0.022137+0.0041668i,0.01993+0.0018124i,0.016472+0.0014343i,0.015343+0.0010093i,0.016376-0.0032404i,0.014887-0.01258i,0.0098699-0.017798i,0.0070806-0.014589i,0.0057472-0.0067887i,0.0020228+0.00063999i
-0.082053+0.17911i,-0.13031+0.19894i,-0.14838+0.11555i,-0.15821+0.030898i,-0.16022+0.017191i,-0.11559+0.028252i,-0.04525+0.027019i,-0.0070141+0.031995i,0.0060859+0.039156i,0.0037863+0.024849i,-0.0084291+0.01097i,-0.011593+0.0098477i,-0.0070003+0.0073698i,-0.0014385+0.0011907i,0.0038489-0.0084363i,0.0065898-0.018526i,0.0030126-0.022942i,-0.0099053-0.01774i,-0.026592-0.0040893i,-0.040535+0.0090274i,-0.047014+0.013785i,-0.040615+0.01089i,-0.026453+0.0070438i
-0.0154-0.17835i,-0.0058145-0.19495i,0.012969-0.11025i,0.057195-0.036882i,0.11181-0.037564i,0.10251-0.043906i,0.052092-0.017572i,0.03382-0.013766i,0.02497-0.036106i,0.012204-0.03458i,0.014117-0.018873i,0.019257-0.016498i,0.014503-0.019561i,0.004128-0.01894i,-0.0063915-0.014149i,-0.015524-0.0050587i,-0.01726+0.0033848i,-0.0038801+0.0086907i,0.020403+0.0119i,0.044657+0.015251i,0.057641+0.017324i,0.053405+0.015661i,0.04024+0.011217i
0.11491+0.14294i,0.13112+0.17001i,0.082753+0.10774i,-0.032494+0.040888i,-0.14691+0.043049i,-0.13881+0.053401i,-0.056904+0.014554i,-0.01905-0.006959i,-0.01078+0.011139i,-0.0017073+0.017574i,-0.0045253+0.010112i,-0.010067+0.0094849i,-0.0080383+0.011794i,-0.0036357+0.01092i,0.00089058+0.0061194i,0.0048893-0.00095158i,0.0054546-0.0057668i,0.0019584-0.0070511i,-0.0035131-0.012091i,-0.010773-0.023973i,-0.018502-0.031733i,-0.021325-0.029706i,-0.017992-0.022581i
-0.16644-0.090552i,-0.19677-0.1368i,-0.12648-0.10935i,0.022762-0.038234i,0.15919-0.017531i,0.17275-0.028397i,0.095291-0.01783i,0.031256-0.014872i,0.002197-0.028108i,-0.0082831-0.026354i,-0.0029421-0.016991i,0.0032189-0.017373i,0.0021715-0.019974i,-0.0026583-0.018533i,-0.0093501-0.0099818i,-0.012115+0.0012234i,-0.0095721+0.0064548i,-0.0067779+0.00075008i,-0.0077475-0.010305i,-0.0094909-0.016976i,-0.0091639-0.015756i,-0.0083062-0.0096366i,-0.0084032-0.0057813i
0.17733+0.0071917i,0.20193+0.032773i,0.10387+0.0083203i,-0.060679-0.04953i,-0.16853-0.058083i,-0.15582-0.043499i,-0.08438-0.041533i,-0.039853-0.022948i,-0.020318+0.0099395i,-0.010722+0.019986i,-0.01441+0.015605i,-0.016048+0.018582i,-0.009784+0.024051i,-0.001078+0.025108i,0.0058077+0.016976i,0.007507+0.0031412i,0.0031502-0.005301i,-0.0058002-0.00040346i,-0.017265+0.016831i,-0.029575+0.035693i,-0.032566+0.043766i,-0.023322+0.038742i,-0.012471+0.029141i
-0.15051+0.081322i,-0.19223+0.09266i,-0.11157+0.10609i,0.04339+0.10614i,0.13856+0.05072i,0.1122-0.0038712i,0.039538-0.0031513i,0.011463+0.0070039i,0.0096015-0.0074548i,0.008195-0.014768i,0.008057-0.012547i,0.00069412-0.015424i,-0.009441-0.018169i,-0.015123-0.014993i,-0.014558-0.0045081i,-0.011598+0.0086276i,-0.0078508+0.01527i,0.0018317+0.01373i,0.021457+0.0082795i,0.045827+0.00085422i,0.055875-0.0065274i,0.045046-0.010149i,0.028931-0.0092348i
0.10702-0.14787i,0.1592-0.19236i,0.098077-0.19277i,-0.071873-0.15309i,-0.21024-0.070903i,-0.20352-0.00074796i,-0.11625-0.0012925i,-0.063454-0.011848i,-0.036689+0.011461i,-0.014975+0.024202i,-0.0080705+0.024588i,0.0012263+0.031942i,0.018078+0.033559i,0.027329+0.024728i,0.027781+0.010003i,0.021993-0.0059704i,0.012558-0.013193i,0.0022863-0.010962i,-0.0089602-0.0091784i,-0.020527-0.01037i,-0.0261-0.010498i,-0.021431-0.0089431i,-0.013739-0.0079259i
-0.042212+0.17136i,-0.082653+0.22636i,-0.049286+0.20794i,0.089329+0.16223i,0.21828+0.10661i,0.20926+0.056073i,0.11691+0.051388i,0.063803+0.042971i,0.043089+0.0019786i,0.021361-0.020311i,0.011864-0.015508i,0.0066081-0.013388i,-0.0063263-0.0142i,-0.015092-0.012046i,-0.015012-0.0060107i,-0.010156+0.0028891i,-0.0038893+0.0093189i,0.00099743+0.0098012i,0.0029375+0.0021634i,0.0016799-0.0076748i,-0.00055878-0.010787i,-0.0040634-0.0056221i,-0.0075168+0.00092041i
-0.045354-0.15775i,-0.039029-0.22303i,-0.059334-0.22335i,-0.16156-0.19594i,-0.25532-0.13748i,-0.21057-0.063572i,-0.10434-0.028721i,-0.053924-0.0079667i,-0.035137+0.020172i,-0.015862+0.02649i,-0.0038306+0.015418i,0.0085467+0.0075572i,0.022664+0.0025327i,0.028791-0.00077558i,0.023647-0.0061641i,0.010293-0.012442i,0.0017426-0.014281i,0.00010706-0.0088589i,-0.0039588+0.0081252i,-0.0082158+0.029932i,-0.006689+0.038571i,0.00094961+0.030391i,0.007992+0.018704i
0.11248+0.1264i,0.13077+0.19254i,0.12574+0.22243i,0.17663+0.21361i,0.23372+0.15079i,0.18761+0.061719i,0.10195+0.013825i,0.065431-0.0077585i,0.045498-0.033413i,0.02194-0.03644i,0.0086329-0.024222i,-0.0065803-0.017457i,-0.024483-0.011668i,-0.032188-0.005941i,-0.025349+0.0012245i,-0.011335+0.0089539i,-0.0023398+0.01044i,0.0037503+0.0045624i,0.016297-0.0090652i,0.030695-0.025817i,0.032377-0.034338i,0.021616-0.029148i,0.011219-0.019875i
-0.1507-0.06456i,-0.18673-0.1337i,-0.18208-0.19367i,-0.22142-0.19179i,-0.25346-0.1162i,-0.18115-0.032623i,-0.078981-0.011094i,-0.03988-0.0082916i,-0.028881+0.023206i,-0.01542+0.03784i,-0.0088055+0.027493i,0.00079644+0.018018i,0.016258+0.0098423i,0.023152+0.001187i,0.016352-0.0066728i,0.0052356-0.011458i,-0.0025271-0.011829i,-0.010472-0.0099971i,-0.022452-0.0046166i,-0.033014+0.003792i,-0.032761+0.0071133i,-0.023879+0.0022819i,-0.017448-0.0035157i
0.15236-0.0071152i,0.19313+0.051169i,0.20011+0.13368i,0.2546+0.1562i,0.30162+0.093321i,0.23134+0.013891i,0.11051-0.0097547i,0.050821-0.015773i,0.031761-0.042405i,0.014731-0.050077i,0.0030108-0.032803i,-0.0085311-0.0145i,-0.018704+0.00028194i,-0.019728+0.011387i,-0.012166+0.017528i,-0.0021594+0.017499i,0.004309+0.012085i,0.0079827+0.0085996i,0.011078+0.0058386i,0.010648-0.0010928i,0.0036588-0.0041586i,-0.0045077+0.0019337i,-0.0061812+0.0099416i
-0.12337+0.075515i,-0.17406+0.033011i,-0.20258-0.075672i,-0.2644-0.15539i,-0.30466-0.14595i,-0.2292-0.085976i,-0.11617-0.046539i,-0.06444-0.012654i,-0.04064+0.031614i,-0.01457+0.043852i,-0.0002025+0.027111i,0.0088828+0.0090034i,0.018113-0.0060657i,0.021251-0.014803i,0.016704-0.017123i,0.0054438-0.015699i,-0.0040857-0.01291i,-0.0084069-0.0064974i,-0.0083847+0.0081677i,-0.0018758+0.025823i,0.0055774+0.032338i,0.00863+0.023991i,0.0077447+0.012511i
0.077108-0.12113i,0.13549-0.10391i,0.18368+0.0094702i,0.23376+0.10523i,0.2366+0.097848i,0.14348+0.044719i,0.047094+0.012006i,0.013899-0.016632i,0.0026435-0.046943i,-0.011866-0.047743i,-0.016759-0.024563i,-0.015955-0.0011017i,-0.01615+0.013602i,-0.013163+0.017584i,-0.0043354+0.013842i,0.0038244+0.0064653i,0.0049762+0.0017196i,0.0053458-0.0027447i,0.0096333-0.017197i,0.012658-0.035319i,0.010538-0.038918i,0.0067046-0.025901i,0.0055942-0.014399i
-0.024977+0.13241i,-0.080044+0.12656i,-0.16298-0.0012291i,-0.25438-0.11032i,-0.27411-0.08055i,-0.17371-0.010235i,-0.067732+0.019105i,-0.022636+0.040746i,0.0015225+0.06442i,0.016101+0.060237i,0.015153+0.036225i,0.014671+0.014212i,0.016999-0.0031122i,0.013352-0.013695i,0.0032929-0.015282i,-0.0062996-0.0098206i,-0.009193-0.0030585i,-0.010395+0.0035655i,-0.016286+0.012699i,-0.021127+0.020253i,-0.017837+0.018878i,-0.010108+0.010998i,-0.0069304+0.0043895i
-0.045462-0.12351i,-0.011193-0.12818i,0.083567-0.013548i,0.19743+0.094258i,0.23409+0.078061i,0.15564+0.022138i,0.059963+0.0049422i,0.013725-0.0076759i,-0.0066782-0.035071i,-0.015375-0.042497i,-0.010447-0.025346i,-0.0049877-0.0076396i,-0.0031772+0.0036736i,-0.00028575+0.01035i,0.0026109+0.011125i,0.0034291+0.007538i,0.003244+0.0041602i,0.0050409+0.0015268i,0.0082556-0.0036322i,0.0069278-0.0076198i,0.000523-0.0053125i,-0.0030799-0.00071753i,0.00040104+0.0019697i
0.093191+0.087153i,0.072841+0.090631i,-0.053279+0.00095262i,-0.20463-0.085537i,-0.24908-0.082225i,-0.15968-0.041697i,-0.045982-0.023938i,0.0087959-0.0068992i,0.027534+0.023515i,0.032715+0.033915i,0.026184+0.018116i,0.016063-0.00097431i,0.0062714-0.012554i,-0.0028312-0.016197i,-0.0097028-0.013702i,-0.011963-0.0073555i,-0.011035-0.00075966i,-0.010605+0.0037238i,-0.0078517+0.011742i,0.00072474+0.021534i,0.009278+0.020634i,0.0096478+0.0092644i,0.0036741+0.001633i
-0.12381-0.041431i,-0.11852-0.035857i,0.0083831+0.024887i,0.1575+0.096779i,0.19818+0.11466i,0.12445+0.078002i,0.038877+0.035494i,0.00038395+0.0019691i,-0.020337-0.026823i,-0.033642-0.034035i,-0.0297-0.01932i,-0.020201-0.00063444i,-0.012435+0.013145i,-0.003879+0.019358i,0.0033611+0.018496i,0.0060245+0.013542i,0.0045934+0.0089549i,0.0039867+0.0023718i,0.0037069-0.012109i,-2.0402e-05-0.027598i,-0.0039139-0.028752i,-0.0053832-0.01734i,-0.0046163-0.0086046i
0.1191-0.018967i,0.11595-0.031722i,-0.0018292-0.060422i,-0.13092-0.095955i,-0.15248-0.09674i,-0.082043-0.055654i,-0.016803-0.023987i,0.011254-0.0098777i,0.028243+0.0079224i,0.034475+0.013954i,0.021112+0.0040447i,0.0047885-0.005489i,-0.00060692-0.0088783i,-0.0011489-0.0067867i,-0.00046422-0.001777i,0.0031097+0.0016759i,0.0067338+0.0017687i,0.0056514+0.0028765i,0.0020275+0.0099047i,-0.0010431+0.018522i,-0.0040356+0.017564i,-0.0052373+0.010787i,-0.0034255+0.0086641i
-0.10224+0.075989i,-0.10025+0.096601i,0.0093726+0.098486i,0.13678+0.090802i,0.16039+0.060944i,0.098434+0.011154i,0.024986-0.015926i,-0.022128-0.013626i,-0.040481-0.012974i,-0.040409-0.011202i,-0.026671+0.00047443i,-0.010118+0.012382i,0.0025647+0.016235i,0.012318+0.012545i,0.018038+0.0044094i,0.016932-0.0025326i,0.010359-0.0051423i,0.0045751-0.0074636i,0.002196-0.0098204i,0.0017167-0.010006i,0.0016101-0.0047922i,0.0021138+0.0025143i,0.0038905+0.0022942i
0.063649-0.10607i,0.064055-0.14398i,-0.027497-0.14948i,-0.14643-0.14495i,-0.16817-0.1209i,-0.10823-0.073135i,-0.037632-0.036659i,0.007904-0.023783i,0.026859-0.0087659i,0.031369+0.0049977i,0.021752+0.007559i,0.010269+0.0052451i,0.0050378+0.00031128i,-0.0017758-0.0058942i,-0.0075664-0.010726i,-0.0084763-0.013414i,-0.008099-0.013091i,-0.0073501-0.008915i,-0.0032744-0.00088912i,0.0031893+0.0066356i,0.0054731+0.0072157i,0.0044465+0.001097i,0.0020169-0.0019517i
-0.0087192+0.12098i,-0.0056565+0.15949i,0.052752+0.14826i,0.12435+0.12884i,0.11971+0.10784i,0.058297+0.071183i,0.0013833+0.046837i,-0.024374+0.042266i,-0.028708+0.027913i,-0.029021+0.0097309i,-0.017518+0.0047045i,1.4855e-05+0.0041074i,0.010169+0.002349i,0.013914+0.00095452i,0.01092-0.0015678i,0.0048157-0.0027668i,-0.00023306-0.00052558i,-0.0036044+0.00053523i,-0.0056355-0.005258i,-0.0062352-0.015599i,-0.0042969-0.018853i,-0.0025409-0.011914i,-0.0032735-0.0047447i
-0.036691-0.12056i,-0.061105-0.1672i,-0.10275-0.16344i,-0.15004-0.1496i,-0.14524-0.12631i,-0.082578-0.067492i,-0.020239-0.026191i,0.0068375-0.022516i,0.016727-0.019444i,0.024436-0.011936i,0.019228-0.01001i,0.004917-0.011888i,-0.0067331-0.014612i,-0.012635-0.01305i,-0.014786-0.0086214i,-0.015833-0.0060771i,-0.013015-0.0045053i,-0.0074684-0.00093279i,-0.0036958+0.006268i,-0.0038344+0.015615i,-0.0069275+0.019525i,-0.0079371+0.015221i,-0.0047372+0.010487i
0.078057+0.087729i,0.10908+0.13133i,0.11411+0.1376i,0.11466+0.13865i,0.099403+0.11955i,0.05351+0.054024i,0.015245+0.011222i,0.0051159+0.014761i,0.00046148+0.017254i,-0.010284+0.011033i,-0.010099+0.0070822i,-0.0019288+0.003132i,0.0016448+0.0024164i,0.0017101+0.0035584i,0.0030242+0.0027243i,0.0036391+0.003494i,0.0013697+0.0069289i,-0.00082779+0.008332i,0.00015902+0.0029817i,0.0026957-0.005158i,0.0064344-0.0081741i,0.0093009-0.0052703i,0.0072731-0.0040291i
-0.10921-0.050976i,-0.15285-0.08729i,-0.15156-0.10852i,-0.14327-0.12357i,-0.12909-0.10174i,-0.06995-0.037723i,-0.0098246-0.010025i,0.0045092-0.023387i,0.0009967-0.023927i,0.0070097-0.014132i,0.0064954-0.0069487i,-0.0042739+0.00070074i,-0.011897+0.0052861i,-0.014683+0.0077392i,-0.015759+0.010183i,-0.01473+0.011024i,-0.010721+0.0088611i,-0.0046302+0.0044479i,0.00052139+0.0045776i,0.0046438+0.010528i,0.0051122+0.012525i,0.001583+0.0073496i,0.00033314+0.0033326i
0.11161+0.013518i,0.15948+0.039922i,0.15725+0.082706i,0.14546+0.12985i,0.12884+0.13256i,0.069914+0.067852i,0.0090608+0.02338i,-0.0036642+0.024487i,0.0020375+0.019151i,-0.0039408+0.0071293i,-0.0084523+0.0010076i,-0.0038818-0.0010573i,0.0050911+0.0028952i,0.014207+0.0062824i,0.020017+0.0047972i,0.019809+0.0023623i,0.016806+0.0020237i,0.011921+0.0010253i,0.0052284-0.0060192i,-0.0015523-0.017628i,-0.0059786-0.023256i,-0.0057175-0.01761i,-0.004477-0.010354i
-0.09832+0.034432i,-0.14362+0.014698i,-0.14515-0.049307i,-0.1311-0.12483i,-0.098498-0.14146i,-0.037354-0.080515i,0.0016986-0.037347i,-0.0057937-0.034461i,-0.014896-0.023894i,-0.0040031-0.011823i,0.002644-0.0040539i,0.00039176+0.0035918i,-0.0022799+0.005849i,-0.003662+0.0048074i,-0.0016741+0.0043173i,0.00081468+0.0034739i,0.00016675-0.0001013i,-0.0022537-0.0025474i,-0.0028782+0.0034951i,-0.0006084+0.016388i,-0.00021275+0.02448i,-0.002532+0.020931i,-0.0033329+0.012767i
0.072516-0.066689i,0.11304-0.061125i,0.12374+0.0099582i,0.12291+0.091706i,0.095046+0.10002i,0.032679+0.036294i,-0.0039713+0.0027233i,0.007712+0.012115i,0.018947+0.011701i,0.0067818+0.0085001i,-0.0021689+0.0094937i,0.0022357+0.0060742i,0.010482-0.00041131i,0.013825-0.006786i,0.013134-0.011254i,0.011084-0.01296i,0.0072897-0.011587i,0.0029927-0.0077076i,0.00040993-0.0080434i,-0.00075652-0.014128i,-0.00087294-0.018165i,5.8329e-05-0.014739i,-0.00040216-0.0088961i
-0.038703+0.081092i,-0.073735+0.082238i,-0.1031-0.00231i,-0.132-0.10375i,-0.12064-0.11417i,-0.056534-0.045134i,-0.013278-0.0031848i,-0.018051-0.0015989i,-0.023541+0.002123i,-0.0094461+0.0019446i,0.0023227+0.00050596i,0.0045369+0.0042597i,0.0016192+0.0057997i,-0.0027096+0.0045233i,-0.0050216+0.0046041i,-0.0054122+0.0048656i,-0.0053589+0.0032855i,-0.0053861+0.0022654i,-0.0017012+0.0065007i,0.0067615+0.013712i,0.011267+0.015936i,0.0086622+0.011953i,0.0063784+0.0079514i
0.00075173-0.081607i,0.025078-0.089278i,0.068519-0.006922i,0.11383+0.089246i,0.10234+0.09309i,0.035739+0.03782i,-0.0018733+0.0077255i,0.0095656-0.0015529i,0.0201-0.010804i,0.011087-0.0080423i,0.0021966-0.0023195i,-0.00017783-0.0044588i,0.0023191-0.010172i,0.0062705-0.012947i,0.0062759-0.014225i,0.0018449-0.014629i,-0.0013676-0.011713i,-0.0012682-0.0073569i,-0.0046395-0.0086499i,-0.013447-0.015669i,-0.019662-0.017893i,-0.017316-0.013298i,-0.010252-0.0084597i
0.025624+0.070553i,0.010519+0.073793i,-0.051398-0.0099256i,-0.12673-0.10382i,-0.12433-0.10242i,-0.041132-0.048518i,0.01036-0.022006i,0.00010056-0.0088522i,-0.01243+0.004904i,-0.0052799+0.0032231i,0.0030042-0.0035884i,0.0054241-0.0020621i,0.00033487+0.0042732i,-0.0081411+0.0069259i,-0.01027+0.0066164i,-0.0062333+0.0051651i,-0.0029793+0.0027211i,-0.0018876+0.0024352i,0.0023475+0.0090083i,0.011684+0.01868i,0.018023+0.022433i,0.0153+0.017069i,0.0089258+0.0085851i
-0.045028-0.045113i,-0.038313-0.048i,0.026792+0.016455i,0.099755+0.089i,0.092164+0.0858i,0.020709+0.037496i,-0.012475+0.010282i,0.0004577-0.0037688i,0.0077019-0.015447i,0.0020226-0.013i,-0.0036885-0.0061112i,-0.0058108-0.0049498i,-0.0041687-0.0068462i,-0.0015057-0.0074569i,-0.0035621-0.0063978i,-0.0090217-0.0029942i,-0.011198+0.00083862i,-0.0084486+0.00023951i,-0.0068634-0.0063977i,-0.010824-0.013716i,-0.013085-0.01524i,-0.0093804-0.010848i,-0.0054774-0.00526i
0.061303+0.015045i,0.052648+0.0058334i,-0.029897-0.04675i,-0.11995-0.090682i,-0.11594-0.070307i,-0.040194-0.023949i,-0.0037725-0.0043307i,-0.014989+0.0088462i,-0.018753+0.021578i,-0.010256+0.013967i,-0.0047187+0.002625i,-0.001955+0.00093847i,-0.0012828+0.0056149i,-0.0025221+0.01066i,-0.0017453+0.011883i,0.0013376+0.0098473i,0.0030605+0.0071598i,0.0039126+0.0053349i,0.0077327+0.0047751i,0.013243+0.0048613i,0.01521+0.0034954i,0.011605+0.001635i,0.0069129+0.00042686i
-0.058398-7.6621e-05i,-0.056067+0.014884i,0.01966+0.050112i,0.10551+0.077609i,0.10165+0.059709i,0.03006+0.019093i,-0.0078927-0.0020806i,-0.00095583-0.014319i,0.0034079-0.021549i,-0.0018939-0.011893i,-0.0049544+0.00038965i,-0.0056102+0.004763i,-0.0043023+0.0035809i,-0.00057212+0.00026677i,0.001129-0.00036858i,-0.0001306+0.0033609i,-0.00027776+0.006156i,-0.0011854+0.0037691i,-0.0088297-0.0011616i,-0.020829-0.0028342i,-0.02496-1.2338e-05i,-0.018244+0.0027936i,-0.010324+0.0031586i
0.043112-0.027726i,0.035523-0.047359i,-0.044211-0.066549i,-0.12403-0.069789i,-0.10366-0.048178i,-0.02543-0.022243i,0.012934-0.0058938i,0.011753+0.013604i,0.010391+0.024554i,0.009095+0.01633i,0.0033545+0.0068311i,0.0014895+0.0047213i,0.0027341+0.0069838i,0.0033475+0.0093079i,0.0057795+0.0080444i,0.0087277+0.0022365i,0.0075508-0.0039383i,0.0052321-0.0029445i,0.0092552+0.0033632i,0.018824+0.0061713i,0.022549+0.0039546i,0.017077+0.0015933i,0.0099484+0.0003523i
-0.027657+0.048064i,-0.01235+0.07401i,0.066558+0.080052i,0.13575+0.0592i,0.10001+0.028965i,0.018546+0.012431i,-0.013097+0.0050174i,-0.0073594-0.010503i,-0.0035386-0.021201i,-0.0029245-0.01347i,-0.0012034-0.0022666i,0.00029878+0.0040436i,0.0024951+0.003734i,0.0055204-0.0022305i,0.0063162-0.0048281i,0.0040395-0.00071952i,0.0013897+0.0036692i,-0.00018763+0.0038686i,-0.0050618+0.00113i,-0.011858-0.0013214i,-0.013133-0.0014515i,-0.0084327-0.00085309i,-0.0035684-0.0010843i
0.0088508-0.051507i,-0.011679-0.08139i,-0.079833-0.085319i,-0.13122-0.060829i,-0.090278-0.02911i,-0.019321-0.010174i,0.0069836-0.0022831i,0.008803+0.0056077i,0.010442+0.010506i,0.0096752+0.0061385i,0.0075073+0.0015793i,0.0078756-0.00039202i,0.0089602-0.00064872i,0.0076338-0.00035333i,0.0060884-0.0035945i,0.004534-0.0089512i,0.0023673-0.011038i,0.0022005-0.0087082i,0.005554-0.0047392i,0.0097415-0.0037162i,0.0087937-0.0044654i,0.003312-0.0033675i,-0.0012152-0.0019812i
0.013512+0.045295i,0.042776+0.064508i,0.097345+0.048065i,0.12045+0.011064i,0.068873-0.01171i,0.0089226-0.013982i,-0.0075502-0.016944i,-0.0097429-0.024263i,-0.013337-0.022778i,-0.01062-0.012854i,-0.0024755-0.0043357i,0.0044273-0.0012817i,0.0053649-0.003831i,0.0015027-0.0085308i,-0.0015524-0.0091376i,-0.0010286-0.0052931i,0.0016825-0.00067962i,0.0020188+0.0010629i,-0.0034529+0.0018552i,-0.009074+0.0058065i,-0.0096942+0.0091042i,-0.0062936+0.0087677i,-0.0036547+0.0060318i
-0.029837-0.03569i,-0.072444-0.053571i,-0.12692-0.043826i,-0.14314-0.017045i,-0.087422-0.001524i,-0.017045-0.0019586i,0.0090662-0.0016394i,0.008646+0.0059955i,0.0076335+0.0085128i,0.0054554+0.002345i,-7.1125e-05-0.0037486i,-0.0045494-0.0068343i,-0.0068041-0.0065205i,-0.0069603-0.0024965i,-0.0078212-0.0014746i,-0.010695-0.0057537i,-0.013311-0.0080596i,-0.010853-0.0057261i,-0.0011558-0.0026608i,0.0090225-0.0039617i,0.012205-0.0060004i,0.0087989-0.0042245i,0.0050865-0.0012813i
0.038586+0.022704i,0.080486+0.027936i,0.11556+0.0096451i,0.1049-0.0095176i,0.042435-0.0097076i,-0.012187-0.0033849i,-0.027036-0.0038206i,-0.025564-0.0073145i,-0.021767-0.0048851i,-0.014921-0.00097177i,-0.0081934-0.00044283i,-0.0044439-0.0012679i,-0.00409-0.0015149i,-0.0049848-0.00066437i,-0.0052805+0.0014139i,-0.0035528+0.0056908i,-1.6028e-05+0.0080057i,0.0018683+0.0057588i,-0.0013193+0.0019704i,-0.0069852+0.00087829i,-0.0082686+0.0012416i,-0.0050596+0.00035329i,-0.0027125-0.00081788i
-0.045983-0.003709i,-0.090988+0.00034067i,-0.12775+0.023669i,-0.11556+0.041132i,-0.051642+0.031786i,0.0011734+0.014111i,0.012207+0.009127i,0.012616+0.014699i,0.014421+0.014202i,0.010399+0.0073696i,0.0027389+0.0035872i,-0.0033904+0.003774i,-0.0051102+0.0070775i,-0.002714+0.010039i,-0.0014644+0.010267i,-0.0042271+0.0072193i,-0.0077263+0.0030155i,-0.0076097+0.0015446i,-0.0034038+0.000515i,0.00075894-0.0011047i,0.0010596-0.0017197i,-0.00075695-0.00061951i,-0.0024079+0.0004017i
0.043189-0.0052834i,0.083616-0.01956i,0.11271-0.041406i,0.094687-0.044965i,0.033808-0.022081i,-0.011632-0.005322i,-0.018066-0.003136i,-0.013904-0.0021127i,-0.010551+0.00081706i,-0.0062403+0.0030473i,-0.0016252+0.002992i,0.0022681+0.0036682i,0.0040021+0.0042943i,0.0043722+0.004305i,0.0050368+0.0047238i,0.0070506+0.0054131i,0.0087439+0.0050637i,0.0070359+0.002238i,0.0017966+0.00084522i,-0.0020842+0.003636i,-0.0020315+0.0058381i,-0.00018138+0.0044403i,0.00024144+0.0022305i
-0.033582+0.017626i,-0.065587+0.040022i,-0.08562+0.061604i,-0.065517+0.053862i,-0.015888+0.019073i,0.018022+0.0013108i,0.02498+0.0027219i,0.023119+0.00065223i,0.0178-0.0045113i,0.0080838-0.0046863i,-0.00057798+3.0814e-05i,-0.0048186+0.0048334i,-0.0018248+0.0070138i,0.0053874+0.0062816i,0.0084817+0.0040729i,0.0054379+0.0028748i,-0.00048233+0.0035943i,-0.0032817+0.0043195i,-0.00084853+0.0029185i,0.0026462-0.00029324i,0.00349-0.002992i,0.0024287-0.0039558i,0.0023029-0.0024914i
0.023826-0.029838i,0.050339-0.063111i,0.066969-0.090688i,0.052364-0.078839i,0.0095247-0.035069i,-0.020381-0.0081739i,-0.021512-0.0078254i,-0.013541-0.0097048i,-0.0082782-0.0060019i,-0.0043698-0.001046i,0.00050017+0.0021838i,0.0062041+0.0010779i,0.0095705-0.0024076i,0.0079407-0.0057538i,0.0072304-0.0081422i,0.0099372-0.0079888i,0.012237-0.0072752i,0.0097194-0.0069984i,0.0028636-0.0034847i,-0.0030977+0.00055468i,-0.0056701+0.0019129i,-0.0055179+0.0017133i,-0.0040843+0.00080341i
